year,region_type,region_year_spec,region_id,region_level,diagnosis_proj_spec
2017,NUTS,2016,FI1B1,3,0.95
2017,NUTS,2016,FI1C1,3,2.52
2017,NUTS,2016,FR101,3,1.06
2017,NUTS,2016,FR105,3,0.5
2017,NUTS,2016,FR106,3,3.15
2017,NUTS,2016,FR107,3,1.14
2017,NUTS,2016,FRH02,3,4.19
2017,NUTS,2016,FRI12,3,1.8
2017,NUTS,2016,FRK24,3,0.84
2017,NUTS,2016,FRK26,3,2.36
2017,NUTS,2016,FRL03,3,1.4
2017,NUTS,2016,HR041,3,2.8
2017,NUTS,2016,HU110,3,0.87
2017,NUTS,2016,IE042,3,1.57
2017,NUTS,2016,IE061,3,1.3
2017,NUTS,2016,ITC11,3,0.81
2017,NUTS,2016,ITC48,3,6.29
2017,NUTS,2016,ITC4A,3,12.58
2017,NUTS,2016,ITC4C,3,1.11
2017,NUTS,2016,ITF11,3,12.58
2017,NUTS,2016,ITF12,3,4.19
2017,NUTS,2016,ITF43,3,12.58
2017,NUTS,2016,ITF47,3,6.29
2017,NUTS,2016,ITG27,3,6.29
2017,NUTS,2016,ITH20,3,1.05
2017,NUTS,2016,ITH31,3,2.52
2017,NUTS,2016,ITH36,3,0.97
2017,NUTS,2016,ITH42,3,4.19
2017,NUTS,2016,ITH54,3,2.1
2017,NUTS,2016,ITH55,3,0.84
2017,NUTS,2016,ITH56,3,6.29
2017,NUTS,2016,ITI14,3,0.74
2017,NUTS,2016,ITI17,3,2.1
2017,NUTS,2016,ITI19,3,4.19
2017,NUTS,2016,ITI21,3,4.19
2017,NUTS,2016,ITI43,3,0.96
2017,NUTS,2016,LU000,3,0.63
2017,NUTS,2016,LV006,3,1.05
2017,NUTS,2016,NL113,3,1.89
2017,NUTS,2016,NL221,3,1.57
2017,NUTS,2016,NL226,3,0.97
2017,NUTS,2016,NL310,3,1.18
2017,NUTS,2016,NL329,3,2.52
2017,NUTS,2016,NL332,3,1.57
2017,NUTS,2016,NL337,3,1.97
2017,NUTS,2016,NL33C,3,1.45
2017,NUTS,2016,NL413,3,3.15
2017,NUTS,2016,NL414,3,0.45
2017,NUTS,2016,PL815,3,6.29
2017,NUTS,2016,PL911,3,0.48
2017,NUTS,2016,PT11A,3,1.14
2017,NUTS,2016,PT170,3,1.68
2017,NUTS,2016,SE110,3,1.48
2017,NUTS,2016,SE121,3,0.74
2017,NUTS,2016,SE224,3,0.74
2017,NUTS,2016,SI032,3,3.15
2017,NUTS,2016,SI041,3,0.37
2017,NUTS,2016,UKD72,3,6.29
2017,NUTS,2016,UKE11,3,6.29
2017,NUTS,2016,UKE42,3,2.29
2017,NUTS,2016,UKF22,3,6.29
2017,NUTS,2016,UKG31,3,1.4
2017,NUTS,2016,UKI31,3,0.33
2017,NUTS,2016,UKI32,3,1.51
2017,NUTS,2016,UKI34,3,4.19
2017,NUTS,2016,UKI42,3,4.19
2017,NUTS,2016,UKI44,3,3.15
2017,NUTS,2016,UKJ22,3,2.52
2017,NUTS,2016,UKJ32,3,1.05
2017,NUTS,2016,UKJ44,3,5.03
2017,NUTS,2016,UKL18,3,6.29
2017,NUTS,2016,UKN12,3,6.29
2018,NUTS,2016,AT,0,0.59
2018,NUTS,2016,BE,0,1.5
2018,NUTS,2016,BG,0,4.52
2018,NUTS,2016,DE,0,0.71
2018,NUTS,2016,DK,0,0.86
2018,NUTS,2016,EE,0,0.6
2018,NUTS,2016,ES,0,1.0
2018,NUTS,2016,FI,0,0.89
2018,NUTS,2016,FR,0,1.67
2018,NUTS,2016,HU,0,1.32
2018,NUTS,2016,IT,0,0.84
2018,NUTS,2016,LU,0,1.06
2018,NUTS,2016,LV,0,1.51
2018,NUTS,2016,NL,0,1.49
2018,NUTS,2016,PL,0,0.38
2018,NUTS,2016,PT,0,1.23
2018,NUTS,2016,SE,0,1.19
2018,NUTS,2016,UK,0,1.11
2018,NUTS,2016,AT1,1,0.53
2018,NUTS,2016,AT3,1,1.45
2018,NUTS,2016,BE1,1,2.24
2018,NUTS,2016,BE2,1,0.92
2018,NUTS,2016,BE3,1,0.7
2018,NUTS,2016,BG4,1,4.52
2018,NUTS,2016,DE1,1,0.36
2018,NUTS,2016,DE2,1,0.65
2018,NUTS,2016,DE3,1,0.73
2018,NUTS,2016,DE6,1,2.09
2018,NUTS,2016,DE7,1,0.57
2018,NUTS,2016,DE8,1,6.03
2018,NUTS,2016,DEA,1,0.9
2018,NUTS,2016,DEC,1,4.52
2018,NUTS,2016,DED,1,1.45
2018,NUTS,2016,DK0,1,0.86
2018,NUTS,2016,EE0,1,0.6
2018,NUTS,2016,ES2,1,1.13
2018,NUTS,2016,ES3,1,0.94
2018,NUTS,2016,ES5,1,1.21
2018,NUTS,2016,ES6,1,1.29
2018,NUTS,2016,FI1,1,0.89
2018,NUTS,2016,FR1,1,2.04
2018,NUTS,2016,FRC,1,3.62
2018,NUTS,2016,FRG,1,4.52
2018,NUTS,2016,FRJ,1,1.64
2018,NUTS,2016,FRL,1,1.21
2018,NUTS,2016,HU1,1,1.51
2018,NUTS,2016,ITC,1,1.14
2018,NUTS,2016,ITF,1,0.7
2018,NUTS,2016,ITH,1,0.69
2018,NUTS,2016,ITI,1,0.67
2018,NUTS,2016,LU0,1,1.06
2018,NUTS,2016,LV0,1,1.51
2018,NUTS,2016,NL1,1,1.39
2018,NUTS,2016,NL2,1,0.97
2018,NUTS,2016,NL3,1,1.73
2018,NUTS,2016,NL4,1,1.06
2018,NUTS,2016,PL9,1,0.72
2018,NUTS,2016,PT1,1,1.25
2018,NUTS,2016,SE1,1,1.51
2018,NUTS,2016,SE2,1,0.65
2018,NUTS,2016,UKD,1,0.86
2018,NUTS,2016,UKE,1,1.06
2018,NUTS,2016,UKF,1,0.9
2018,NUTS,2016,UKI,1,1.69
2018,NUTS,2016,UKJ,1,1.64
2018,NUTS,2016,AT13,2,0.58
2018,NUTS,2016,AT31,2,2.26
2018,NUTS,2016,AT33,2,1.51
2018,NUTS,2016,BE10,2,2.24
2018,NUTS,2016,BE21,2,1.9
2018,NUTS,2016,BE24,2,1.26
2018,NUTS,2016,BE31,2,1.64
2018,NUTS,2016,BG41,2,4.52
2018,NUTS,2016,DE12,2,0.35
2018,NUTS,2016,DE13,2,1.0
2018,NUTS,2016,DE21,2,0.86
2018,NUTS,2016,DE30,2,0.73
2018,NUTS,2016,DE60,2,2.09
2018,NUTS,2016,DE71,2,0.79
2018,NUTS,2016,DE80,2,6.03
2018,NUTS,2016,DEA1,2,1.06
2018,NUTS,2016,DEA2,2,1.1
2018,NUTS,2016,DEC0,2,4.52
2018,NUTS,2016,DED2,2,1.39
2018,NUTS,2016,DED5,2,2.58
2018,NUTS,2016,DK01,2,1.45
2018,NUTS,2016,EE00,2,0.6
2018,NUTS,2016,ES24,2,4.02
2018,NUTS,2016,ES30,2,0.94
2018,NUTS,2016,ES51,2,1.35
2018,NUTS,2016,ES61,2,1.51
2018,NUTS,2016,FI19,2,2.01
2018,NUTS,2016,FI1B,2,0.41
2018,NUTS,2016,FI1C,2,5.17
2018,NUTS,2016,FR10,2,2.04
2018,NUTS,2016,FRC1,2,9.04
2018,NUTS,2016,FRG0,2,4.52
2018,NUTS,2016,FRJ1,2,3.62
2018,NUTS,2016,FRL0,2,1.21
2018,NUTS,2016,HU11,2,1.21
2018,NUTS,2016,HU12,2,3.01
2018,NUTS,2016,ITC1,2,2.19
2018,NUTS,2016,ITC4,2,1.0
2018,NUTS,2016,ITF3,2,1.51
2018,NUTS,2016,ITH3,2,1.81
2018,NUTS,2016,ITH5,2,0.48
2018,NUTS,2016,ITI1,2,1.43
2018,NUTS,2016,ITI4,2,0.41
2018,NUTS,2016,LU00,2,1.06
2018,NUTS,2016,LV00,2,1.51
2018,NUTS,2016,NL11,2,1.51
2018,NUTS,2016,NL21,2,2.26
2018,NUTS,2016,NL22,2,0.41
2018,NUTS,2016,NL23,2,4.52
2018,NUTS,2016,NL31,2,1.67
2018,NUTS,2016,NL32,2,1.7
2018,NUTS,2016,NL33,2,1.78
2018,NUTS,2016,NL41,2,0.98
2018,NUTS,2016,NL42,2,1.29
2018,NUTS,2016,PL91,2,0.72
2018,NUTS,2016,PT11,2,3.19
2018,NUTS,2016,PT17,2,0.55
2018,NUTS,2016,SE11,2,1.32
2018,NUTS,2016,SE12,2,1.9
2018,NUTS,2016,SE23,2,1.39
2018,NUTS,2016,UKD3,2,1.06
2018,NUTS,2016,UKE2,2,9.04
2018,NUTS,2016,UKF2,2,1.81
2018,NUTS,2016,UKI3,2,1.43
2018,NUTS,2016,UKI4,2,2.01
2018,NUTS,2016,UKI7,2,3.29
2018,NUTS,2016,UKJ1,2,3.01
2018,NUTS,2016,UKJ4,2,6.03
2018,NUTS,2016,AT130,3,0.58
2018,NUTS,2016,AT315,3,9.04
2018,NUTS,2016,AT332,3,1.51
2018,NUTS,2016,BE100,3,2.24
2018,NUTS,2016,BE211,3,1.64
2018,NUTS,2016,BE213,3,2.58
2018,NUTS,2016,BE241,3,2.01
2018,NUTS,2016,BE242,3,1.06
2018,NUTS,2016,BE310,3,1.64
2018,NUTS,2016,BG411,3,4.52
2018,NUTS,2016,DE125,3,0.46
2018,NUTS,2016,DE131,3,1.21
2018,NUTS,2016,DE212,3,1.18
2018,NUTS,2016,DE300,3,0.73
2018,NUTS,2016,DE600,3,2.09
2018,NUTS,2016,DE711,3,2.58
2018,NUTS,2016,DE80N,3,6.03
2018,NUTS,2016,DEA1C,3,18.09
2018,NUTS,2016,DEA22,3,0.95
2018,NUTS,2016,DEA23,3,2.78
2018,NUTS,2016,DEA2D,3,1.13
2018,NUTS,2016,DEC05,3,9.04
2018,NUTS,2016,DED21,3,1.39
2018,NUTS,2016,DED51,3,2.58
2018,NUTS,2016,DK011,3,0.46
2018,NUTS,2016,DK012,3,6.78
2018,NUTS,2016,EE001,3,1.39
2018,NUTS,2016,ES243,3,4.02
2018,NUTS,2016,ES300,3,0.94
2018,NUTS,2016,ES511,3,1.39
2018,NUTS,2016,ES618,3,3.01
2018,NUTS,2016,FI193,3,6.03
2018,NUTS,2016,FI1B1,3,0.41
2018,NUTS,2016,FI1C1,3,6.03
2018,NUTS,2016,FR101,3,2.53
2018,NUTS,2016,FR104,3,3.01
2018,NUTS,2016,FR105,3,0.53
2018,NUTS,2016,FR107,3,4.52
2018,NUTS,2016,FRC11,3,9.04
2018,NUTS,2016,FRG01,3,18.09
2018,NUTS,2016,FRJ13,3,3.62
2018,NUTS,2016,FRL04,3,1.81
2018,NUTS,2016,HU110,3,1.21
2018,NUTS,2016,HU120,3,3.01
2018,NUTS,2016,ITC11,3,1.81
2018,NUTS,2016,ITC12,3,18.09
2018,NUTS,2016,ITC47,3,6.03
2018,NUTS,2016,ITC4C,3,0.96
2018,NUTS,2016,ITF31,3,9.04
2018,NUTS,2016,ITH36,3,4.02
2018,NUTS,2016,ITH56,3,18.09
2018,NUTS,2016,ITI14,3,1.29
2018,NUTS,2016,ITI19,3,4.52
2018,NUTS,2016,ITI43,3,0.41
2018,NUTS,2016,LU000,3,1.06
2018,NUTS,2016,LV006,3,1.81
2018,NUTS,2016,NL113,3,1.51
2018,NUTS,2016,NL213,3,2.58
2018,NUTS,2016,NL226,3,0.9
2018,NUTS,2016,NL230,3,4.52
2018,NUTS,2016,NL310,3,1.67
2018,NUTS,2016,NL329,3,1.78
2018,NUTS,2016,NL332,3,1.7
2018,NUTS,2016,NL333,3,1.39
2018,NUTS,2016,NL337,3,1.94
2018,NUTS,2016,NL33C,3,2.09
2018,NUTS,2016,NL414,3,1.57
2018,NUTS,2016,NL423,3,1.29
2018,NUTS,2016,PL911,3,0.75
2018,NUTS,2016,PT11A,3,6.78
2018,NUTS,2016,PT170,3,0.55
2018,NUTS,2016,SE110,3,1.32
2018,NUTS,2016,SE121,3,2.58
2018,NUTS,2016,SE232,3,1.39
2018,NUTS,2016,UKD33,3,1.13
2018,NUTS,2016,UKE22,3,9.04
2018,NUTS,2016,UKF21,3,2.26
2018,NUTS,2016,UKI31,3,0.7
2018,NUTS,2016,UKI32,3,3.29
2018,NUTS,2016,UKI43,3,9.04
2018,NUTS,2016,UKI44,3,3.01
2018,NUTS,2016,UKI75,3,12.06
2018,NUTS,2016,UKJ14,3,18.09
2018,NUTS,2016,UKJ44,3,6.03
2019,NUTS,2016,AT,0,1.52
2019,NUTS,2016,BE,0,1.49
2019,NUTS,2016,BG,0,1.97
2019,NUTS,2016,CZ,0,1.23
2019,NUTS,2016,DE,0,0.68
2019,NUTS,2016,DK,0,1.13
2019,NUTS,2016,EE,0,2.07
2019,NUTS,2016,ES,0,1.01
2019,NUTS,2016,FI,0,0.34
2019,NUTS,2016,FR,0,1.03
2019,NUTS,2016,HR,0,0.51
2019,NUTS,2016,HU,0,0.95
2019,NUTS,2016,IE,0,0.8
2019,NUTS,2016,IT,0,0.63
2019,NUTS,2016,LU,0,2.15
2019,NUTS,2016,LV,0,0.79
2019,NUTS,2016,NL,0,1.4
2019,NUTS,2016,PL,0,0.17
2019,NUTS,2016,PT,0,1.01
2019,NUTS,2016,RO,0,0.7
2019,NUTS,2016,SE,0,0.89
2019,NUTS,2016,SI,0,0.22
2019,NUTS,2016,UK,0,1.41
2019,NUTS,2016,AT1,1,1.73
2019,NUTS,2016,AT2,1,0.58
2019,NUTS,2016,AT3,1,1.97
2019,NUTS,2016,BE1,1,1.43
2019,NUTS,2016,BE2,1,1.53
2019,NUTS,2016,BE3,1,1.87
2019,NUTS,2016,BG4,1,1.97
2019,NUTS,2016,CZ0,1,1.23
2019,NUTS,2016,DE1,1,0.47
2019,NUTS,2016,DE2,1,0.64
2019,NUTS,2016,DE3,1,0.46
2019,NUTS,2016,DE4,1,2.15
2019,NUTS,2016,DE7,1,1.15
2019,NUTS,2016,DE9,1,1.31
2019,NUTS,2016,DEA,1,0.97
2019,NUTS,2016,DEF,1,2.96
2019,NUTS,2016,DK0,1,1.13
2019,NUTS,2016,EE0,1,2.07
2019,NUTS,2016,ES2,1,1.13
2019,NUTS,2016,ES3,1,1.22
2019,NUTS,2016,ES5,1,1.12
2019,NUTS,2016,ES6,1,0.51
2019,NUTS,2016,FI1,1,0.34
2019,NUTS,2016,FR1,1,1.1
2019,NUTS,2016,FRJ,1,1.08
2019,NUTS,2016,FRK,1,1.76
2019,NUTS,2016,HR0,1,0.51
2019,NUTS,2016,HU1,1,0.68
2019,NUTS,2016,HU3,1,2.63
2019,NUTS,2016,IE0,1,0.8
2019,NUTS,2016,ITC,1,0.68
2019,NUTS,2016,ITF,1,0.44
2019,NUTS,2016,ITG,1,1.31
2019,NUTS,2016,ITH,1,0.64
2019,NUTS,2016,ITI,1,0.57
2019,NUTS,2016,LU0,1,2.15
2019,NUTS,2016,LV0,1,0.79
2019,NUTS,2016,NL1,1,1.79
2019,NUTS,2016,NL2,1,0.62
2019,NUTS,2016,NL3,1,1.37
2019,NUTS,2016,NL4,1,2.19
2019,NUTS,2016,PL5,1,3.94
2019,NUTS,2016,PT1,1,0.92
2019,NUTS,2016,PT3,1,2.96
2019,NUTS,2016,RO3,1,1.18
2019,NUTS,2016,SE1,1,1.0
2019,NUTS,2016,SE2,1,0.38
2019,NUTS,2016,SE3,1,1.97
2019,NUTS,2016,SI0,1,0.22
2019,NUTS,2016,UKD,1,3.29
2019,NUTS,2016,UKE,1,1.69
2019,NUTS,2016,UKG,1,0.79
2019,NUTS,2016,UKH,1,1.48
2019,NUTS,2016,UKI,1,1.18
2019,NUTS,2016,UKJ,1,2.03
2019,NUTS,2016,UKL,1,2.96
2019,NUTS,2016,UKN,1,5.91
2019,NUTS,2016,AT12,2,0.84
2019,NUTS,2016,AT13,2,1.84
2019,NUTS,2016,AT22,2,0.66
2019,NUTS,2016,AT31,2,2.96
2019,NUTS,2016,AT33,2,1.18
2019,NUTS,2016,BE10,2,1.43
2019,NUTS,2016,BE21,2,1.97
2019,NUTS,2016,BE23,2,1.6
2019,NUTS,2016,BE24,2,1.38
2019,NUTS,2016,BE31,2,3.94
2019,NUTS,2016,BE33,2,1.69
2019,NUTS,2016,BG41,2,1.97
2019,NUTS,2016,CZ01,2,1.27
2019,NUTS,2016,CZ06,2,1.31
2019,NUTS,2016,CZ08,2,3.94
2019,NUTS,2016,DE11,2,0.84
2019,NUTS,2016,DE12,2,0.53
2019,NUTS,2016,DE21,2,0.56
2019,NUTS,2016,DE24,2,3.94
2019,NUTS,2016,DE25,2,1.08
2019,NUTS,2016,DE30,2,0.46
2019,NUTS,2016,DE40,2,2.15
2019,NUTS,2016,DE71,2,1.18
2019,NUTS,2016,DE91,2,1.82
2019,NUTS,2016,DE92,2,1.39
2019,NUTS,2016,DEA1,2,0.84
2019,NUTS,2016,DEA2,2,1.01
2019,NUTS,2016,DEA5,2,1.48
2019,NUTS,2016,DEF0,2,2.96
2019,NUTS,2016,DK01,2,1.03
2019,NUTS,2016,DK03,2,1.97
2019,NUTS,2016,DK05,2,2.96
2019,NUTS,2016,EE00,2,2.07
2019,NUTS,2016,ES21,2,1.31
2019,NUTS,2016,ES23,2,2.96
2019,NUTS,2016,ES30,2,1.22
2019,NUTS,2016,ES51,2,1.06
2019,NUTS,2016,ES52,2,1.36
2019,NUTS,2016,ES61,2,0.59
2019,NUTS,2016,FI1B,2,0.54
2019,NUTS,2016,FR10,2,1.1
2019,NUTS,2016,FRJ1,2,1.97
2019,NUTS,2016,FRK1,2,5.91
2019,NUTS,2016,FRK2,2,1.38
2019,NUTS,2016,HR04,2,0.61
2019,NUTS,2016,HU11,2,0.51
2019,NUTS,2016,HU12,2,1.97
2019,NUTS,2016,HU32,2,1.97
2019,NUTS,2016,HU33,2,3.94
2019,NUTS,2016,IE06,2,1.39
2019,NUTS,2016,ITC4,2,0.98
2019,NUTS,2016,ITF4,2,0.79
2019,NUTS,2016,ITG2,2,2.96
2019,NUTS,2016,ITH2,2,0.7
2019,NUTS,2016,ITH3,2,1.28
2019,NUTS,2016,ITH5,2,0.44
2019,NUTS,2016,ITI1,2,0.24
2019,NUTS,2016,ITI4,2,0.72
2019,NUTS,2016,LU00,2,2.15
2019,NUTS,2016,LV00,2,0.79
2019,NUTS,2016,NL11,2,1.82
2019,NUTS,2016,NL12,2,2.37
2019,NUTS,2016,NL21,2,0.84
2019,NUTS,2016,NL22,2,0.59
2019,NUTS,2016,NL31,2,2.15
2019,NUTS,2016,NL32,2,1.08
2019,NUTS,2016,NL33,2,1.24
2019,NUTS,2016,NL41,2,2.37
2019,NUTS,2016,NL42,2,1.87
2019,NUTS,2016,PL51,2,3.94
2019,NUTS,2016,PT17,2,1.34
2019,NUTS,2016,PT18,2,2.96
2019,NUTS,2016,PT30,2,2.96
2019,NUTS,2016,RO32,2,1.31
2019,NUTS,2016,SE11,2,0.82
2019,NUTS,2016,SE12,2,1.42
2019,NUTS,2016,SE22,2,0.74
2019,NUTS,2016,SE33,2,3.94
2019,NUTS,2016,SI04,2,0.26
2019,NUTS,2016,UKD3,2,2.73
2019,NUTS,2016,UKD6,2,5.91
2019,NUTS,2016,UKD7,2,11.83
2019,NUTS,2016,UKE2,2,5.91
2019,NUTS,2016,UKE4,2,1.08
2019,NUTS,2016,UKG3,2,0.79
2019,NUTS,2016,UKH1,2,2.37
2019,NUTS,2016,UKI3,2,1.13
2019,NUTS,2016,UKI4,2,0.91
2019,NUTS,2016,UKI7,2,1.97
2019,NUTS,2016,UKJ2,2,1.48
2019,NUTS,2016,UKJ3,2,2.63
2019,NUTS,2016,UKJ4,2,2.96
2019,NUTS,2016,UKL1,2,3.94
2019,NUTS,2016,UKL2,2,2.37
2019,NUTS,2016,UKN0,2,5.91
2019,NUTS,2016,AT122,3,2.96
2019,NUTS,2016,AT130,3,1.84
2019,NUTS,2016,AT221,3,0.74
2019,NUTS,2016,AT312,3,2.37
2019,NUTS,2016,AT313,3,5.91
2019,NUTS,2016,AT332,3,1.48
2019,NUTS,2016,BE100,3,1.43
2019,NUTS,2016,BE211,3,2.22
2019,NUTS,2016,BE213,3,2.11
2019,NUTS,2016,BE232,3,11.83
2019,NUTS,2016,BE234,3,1.39
2019,NUTS,2016,BE241,3,2.09
2019,NUTS,2016,BE242,3,1.18
2019,NUTS,2016,BE310,3,3.94
2019,NUTS,2016,BE332,3,1.97
2019,NUTS,2016,BG411,3,1.97
2019,NUTS,2016,CZ010,3,1.27
2019,NUTS,2016,CZ063,3,11.83
2019,NUTS,2016,CZ080,3,3.94
2019,NUTS,2016,DE111,3,0.51
2019,NUTS,2016,DE112,3,11.83
2019,NUTS,2016,DE125,3,0.55
2019,NUTS,2016,DE126,3,2.96
2019,NUTS,2016,DE212,3,0.7
2019,NUTS,2016,DE242,3,5.91
2019,NUTS,2016,DE252,3,1.31
2019,NUTS,2016,DE300,3,0.46
2019,NUTS,2016,DE404,3,2.63
2019,NUTS,2016,DE711,3,0.79
2019,NUTS,2016,DE718,3,11.83
2019,NUTS,2016,DE71C,3,2.96
2019,NUTS,2016,DE71E,3,11.83
2019,NUTS,2016,DE911,3,1.97
2019,NUTS,2016,DE91C,3,1.97
2019,NUTS,2016,DE929,3,1.48
2019,NUTS,2016,DEA11,3,11.83
2019,NUTS,2016,DEA22,3,1.61
2019,NUTS,2016,DEA2C,3,1.08
2019,NUTS,2016,DEA2D,3,2.96
2019,NUTS,2016,DEA52,3,1.48
2019,NUTS,2016,DEF03,3,5.91
2019,NUTS,2016,DEF0A,3,11.83
2019,NUTS,2016,DEF0D,3,5.91
2019,NUTS,2016,DK011,3,0.73
2019,NUTS,2016,DK012,3,2.22
2019,NUTS,2016,DK013,3,1.31
2019,NUTS,2016,DK031,3,1.48
2019,NUTS,2016,DK032,3,2.96
2019,NUTS,2016,DK050,3,2.96
2019,NUTS,2016,EE001,3,1.58
2019,NUTS,2016,EE008,3,2.46
2019,NUTS,2016,ES211,3,1.69
2019,NUTS,2016,ES212,3,2.96
2019,NUTS,2016,ES213,3,0.74
2019,NUTS,2016,ES230,3,2.96
2019,NUTS,2016,ES300,3,1.22
2019,NUTS,2016,ES511,3,0.97
2019,NUTS,2016,ES514,3,2.37
2019,NUTS,2016,ES521,3,2.96
2019,NUTS,2016,ES523,3,1.13
2019,NUTS,2016,ES618,3,1.18
2019,NUTS,2016,FI1B1,3,0.54
2019,NUTS,2016,FR101,3,1.38
2019,NUTS,2016,FR104,3,1.03
2019,NUTS,2016,FR105,3,0.52
2019,NUTS,2016,FR106,3,2.37
2019,NUTS,2016,FRJ13,3,2.37
2019,NUTS,2016,FRK14,3,5.91
2019,NUTS,2016,FRK24,3,0.62
2019,NUTS,2016,FRK26,3,2.49
2019,NUTS,2016,HR041,3,0.82
2019,NUTS,2016,HU110,3,0.51
2019,NUTS,2016,HU120,3,1.97
2019,NUTS,2016,HU321,3,1.97
2019,NUTS,2016,HU333,3,3.94
2019,NUTS,2016,IE061,3,1.43
2019,NUTS,2016,ITC48,3,1.97
2019,NUTS,2016,ITC4C,3,1.28
2019,NUTS,2016,ITF47,3,1.31
2019,NUTS,2016,ITG25,3,5.91
2019,NUTS,2016,ITH20,3,0.7
2019,NUTS,2016,ITH31,3,2.96
2019,NUTS,2016,ITH35,3,1.97
2019,NUTS,2016,ITH36,3,1.13
2019,NUTS,2016,ITH55,3,0.36
2019,NUTS,2016,ITH56,3,2.96
2019,NUTS,2016,ITI14,3,0.66
2019,NUTS,2016,ITI43,3,0.64
2019,NUTS,2016,ITI44,3,11.83
2019,NUTS,2016,LU000,3,2.15
2019,NUTS,2016,LV006,3,0.45
2019,NUTS,2016,LV009,3,5.91
2019,NUTS,2016,NL113,3,1.82
2019,NUTS,2016,NL124,3,2.37
2019,NUTS,2016,NL213,3,0.84
2019,NUTS,2016,NL221,3,1.39
2019,NUTS,2016,NL310,3,2.15
2019,NUTS,2016,NL327,3,2.37
2019,NUTS,2016,NL328,3,1.48
2019,NUTS,2016,NL329,3,0.99
2019,NUTS,2016,NL332,3,1.42
2019,NUTS,2016,NL333,3,0.39
2019,NUTS,2016,NL337,3,1.21
2019,NUTS,2016,NL33C,3,1.85
2019,NUTS,2016,NL413,3,5.91
2019,NUTS,2016,NL414,3,1.69
2019,NUTS,2016,NL423,3,1.97
2019,NUTS,2016,PL514,3,3.94
2019,NUTS,2016,PT170,3,1.34
2019,NUTS,2016,PT187,3,2.96
2019,NUTS,2016,PT300,3,2.96
2019,NUTS,2016,RO321,3,1.48
2019,NUTS,2016,SE110,3,0.82
2019,NUTS,2016,SE121,3,1.39
2019,NUTS,2016,SE122,3,3.94
2019,NUTS,2016,SE224,3,0.74
2019,NUTS,2016,SE331,3,11.83
2019,NUTS,2016,SI041,3,0.29
2019,NUTS,2016,UKD33,3,2.73
2019,NUTS,2016,UKD62,3,11.83
2019,NUTS,2016,UKD72,3,11.83
2019,NUTS,2016,UKE22,3,5.91
2019,NUTS,2016,UKE42,3,1.08
2019,NUTS,2016,UKG31,3,0.99
2019,NUTS,2016,UKH12,3,1.69
2019,NUTS,2016,UKH17,3,5.91
2019,NUTS,2016,UKI31,3,0.51
2019,NUTS,2016,UKI32,3,1.74
2019,NUTS,2016,UKI34,3,5.91
2019,NUTS,2016,UKI44,3,11.83
2019,NUTS,2016,UKI75,3,2.37
2019,NUTS,2016,UKJ22,3,2.96
2019,NUTS,2016,UKJ32,3,2.63
2019,NUTS,2016,UKJ44,3,2.96
2019,NUTS,2016,UKL18,3,3.94
2019,NUTS,2016,UKL22,3,2.37
2019,NUTS,2016,UKN12,3,5.91
2020,NUTS,2016,AT,0,0.8
2020,NUTS,2016,BE,0,0.94
2020,NUTS,2016,CH,0,5.0
2020,NUTS,2016,CY,0,2.0
2020,NUTS,2016,CZ,0,0.95
2020,NUTS,2016,DE,0,1.26
2020,NUTS,2016,DK,0,1.67
2020,NUTS,2016,EE,0,0.24
2020,NUTS,2016,ES,0,0.79
2020,NUTS,2016,FI,0,0.3
2020,NUTS,2016,FR,0,1.2
2020,NUTS,2016,HR,0,1.79
2020,NUTS,2016,HU,0,0.55
2020,NUTS,2016,IE,0,0.79
2020,NUTS,2016,IT,0,0.91
2020,NUTS,2016,LT,0,2.0
2020,NUTS,2016,LU,0,1.32
2020,NUTS,2016,NL,0,1.07
2020,NUTS,2016,PL,0,0.32
2020,NUTS,2016,PT,0,0.43
2020,NUTS,2016,RO,0,0.69
2020,NUTS,2016,SE,0,1.03
2020,NUTS,2016,SI,0,1.35
2020,NUTS,2016,SK,0,1.3
2020,NUTS,2016,UK,0,0.92
2020,NUTS,2016,AT1,1,0.95
2020,NUTS,2016,AT2,1,0.35
2020,NUTS,2016,AT3,1,1.15
2020,NUTS,2016,BE1,1,0.85
2020,NUTS,2016,BE2,1,1.01
2020,NUTS,2016,BE3,1,1.07
2020,NUTS,2016,CH0,1,5.0
2020,NUTS,2016,CY0,1,2.0
2020,NUTS,2016,CZ0,1,0.95
2020,NUTS,2016,DE1,1,1.05
2020,NUTS,2016,DE2,1,1.57
2020,NUTS,2016,DE3,1,1.38
2020,NUTS,2016,DE6,1,1.43
2020,NUTS,2016,DE7,1,2.75
2020,NUTS,2016,DE9,1,1.8
2020,NUTS,2016,DEA,1,1.19
2020,NUTS,2016,DEB,1,0.53
2020,NUTS,2016,DED,1,0.38
2020,NUTS,2016,DEE,1,3.33
2020,NUTS,2016,DEF,1,1.67
2020,NUTS,2016,DEG,1,1.11
2020,NUTS,2016,DK0,1,1.67
2020,NUTS,2016,EE0,1,0.24
2020,NUTS,2016,ES2,1,0.37
2020,NUTS,2016,ES3,1,1.1
2020,NUTS,2016,ES4,1,1.33
2020,NUTS,2016,ES5,1,0.81
2020,NUTS,2016,ES6,1,0.5
2020,NUTS,2016,FI1,1,0.3
2020,NUTS,2016,FR1,1,1.56
2020,NUTS,2016,FRG,1,2.0
