year,region_type,region_year_spec,region_id,region_level,diagnosis_proj_count
2020,NUTS,2016,ITC1,2,4
2020,NUTS,2016,ITC11,3,4
2020,NUTS,2016,ITC4,2,13
2020,NUTS,2016,ITC46,3,1
2020,NUTS,2016,ITC47,3,1
2020,NUTS,2016,ITC48,3,2
2020,NUTS,2016,ITC4C,3,9
2020,NUTS,2016,ITF,1,3
2020,NUTS,2016,ITF1,2,1
2020,NUTS,2016,ITF14,3,1
2020,NUTS,2016,ITF2,2,1
2020,NUTS,2016,ITF21,3,1
2020,NUTS,2016,ITF3,2,1
2020,NUTS,2016,ITF33,3,1
2020,NUTS,2016,ITG,1,2
2020,NUTS,2016,ITG1,2,1
2020,NUTS,2016,ITG12,3,1
2020,NUTS,2016,ITG2,2,1
2020,NUTS,2016,ITG27,3,1
2020,NUTS,2016,ITH,1,15
2020,NUTS,2016,ITH2,2,1
2020,NUTS,2016,ITH20,3,1
2020,NUTS,2016,ITH3,2,3
2020,NUTS,2016,ITH35,3,1
2020,NUTS,2016,ITH36,3,2
2020,NUTS,2016,ITH4,2,1
2020,NUTS,2016,ITH42,3,1
2020,NUTS,2016,ITH5,2,10
2020,NUTS,2016,ITH53,3,2
2020,NUTS,2016,ITH54,3,3
2020,NUTS,2016,ITH55,3,5
2020,NUTS,2016,ITI,1,18
2020,NUTS,2016,ITI1,2,3
2020,NUTS,2016,ITI17,3,1
2020,NUTS,2016,ITI19,3,2
2020,NUTS,2016,ITI2,2,1
2020,NUTS,2016,ITI21,3,1
2020,NUTS,2016,ITI4,2,14
2020,NUTS,2016,ITI43,3,14
2020,NUTS,2016,LT,0,4
2020,NUTS,2016,LT0,1,4
2020,NUTS,2016,LT01,2,3
2020,NUTS,2016,LT011,3,3
2020,NUTS,2016,LT02,2,1
2020,NUTS,2016,LT022,3,1
2020,NUTS,2016,LU,0,5
2020,NUTS,2016,LU0,1,5
2020,NUTS,2016,LU00,2,5
2020,NUTS,2016,LU000,3,5
2020,NUTS,2016,NL,0,51
2020,NUTS,2016,NL1,1,2
2020,NUTS,2016,NL11,2,2
2020,NUTS,2016,NL113,3,2
2020,NUTS,2016,NL2,1,11
2020,NUTS,2016,NL21,2,1
2020,NUTS,2016,NL213,3,1
2020,NUTS,2016,NL22,2,9
2020,NUTS,2016,NL221,3,5
2020,NUTS,2016,NL226,3,4
2020,NUTS,2016,NL23,2,1
2020,NUTS,2016,NL230,3,1
2020,NUTS,2016,NL3,1,35
2020,NUTS,2016,NL31,2,6
2020,NUTS,2016,NL310,3,6
2020,NUTS,2016,NL32,2,10
2020,NUTS,2016,NL329,3,10
2020,NUTS,2016,NL33,2,19
2020,NUTS,2016,NL332,3,2
2020,NUTS,2016,NL333,3,1
2020,NUTS,2016,NL337,3,10
2020,NUTS,2016,NL33C,3,6
2020,NUTS,2016,NL4,1,3
2020,NUTS,2016,NL41,2,2
2020,NUTS,2016,NL412,3,2
2020,NUTS,2016,NL42,2,1
2020,NUTS,2016,NL423,3,1
2020,NUTS,2016,PL,0,2
2020,NUTS,2016,PL9,1,2
2020,NUTS,2016,PL91,2,2
2020,NUTS,2016,PL911,3,2
2020,NUTS,2016,PT,0,3
2020,NUTS,2016,PT1,1,3
2020,NUTS,2016,PT17,2,3
2020,NUTS,2016,PT170,3,3
2020,NUTS,2016,RO,0,2
2020,NUTS,2016,RO3,1,2
2020,NUTS,2016,RO32,2,2
2020,NUTS,2016,RO321,3,2
2020,NUTS,2016,SE,0,15
2020,NUTS,2016,SE1,1,13
2020,NUTS,2016,SE11,2,11
2020,NUTS,2016,SE110,3,11
2020,NUTS,2016,SE12,2,2
2020,NUTS,2016,SE121,3,2
2020,NUTS,2016,SE2,1,2
2020,NUTS,2016,SE22,2,2
2020,NUTS,2016,SE224,3,2
2020,NUTS,2016,SI,0,10
2020,NUTS,2016,SI0,1,10
2020,NUTS,2016,SI03,2,3
2020,NUTS,2016,SI032,3,3
2020,NUTS,2016,SI04,2,7
2020,NUTS,2016,SI041,3,7
2020,NUTS,2016,SK,0,3
2020,NUTS,2016,SK0,1,3
2020,NUTS,2016,SK01,2,3
2020,NUTS,2016,SK010,3,3
2020,NUTS,2016,UK,0,17
2020,NUTS,2016,UKF,1,1
2020,NUTS,2016,UKF1,2,1
2020,NUTS,2016,UKF14,3,1
2020,NUTS,2016,UKG,1,1
2020,NUTS,2016,UKG1,2,1
2020,NUTS,2016,UKG11,3,1
2020,NUTS,2016,UKH,1,1
2020,NUTS,2016,UKH1,2,1
2020,NUTS,2016,UKH12,3,1
2020,NUTS,2016,UKI,1,8
2020,NUTS,2016,UKI3,2,6
2020,NUTS,2016,UKI31,3,3
2020,NUTS,2016,UKI32,3,3
2020,NUTS,2016,UKI7,2,2
2020,NUTS,2016,UKI74,3,1
2020,NUTS,2016,UKI75,3,1
2020,NUTS,2016,UKJ,1,3
2020,NUTS,2016,UKJ3,2,1
2020,NUTS,2016,UKJ32,3,1
2020,NUTS,2016,UKJ4,2,2
2020,NUTS,2016,UKJ44,3,2
2020,NUTS,2016,UKL,1,1
2020,NUTS,2016,UKL2,2,1
2020,NUTS,2016,UKL22,3,1
2020,NUTS,2016,UKM,1,2
2020,NUTS,2016,UKM8,2,2
2020,NUTS,2016,UKM82,3,2
2021,NUTS,2021,AT,0,6
2021,NUTS,2021,AT1,1,4
2021,NUTS,2021,AT12,2,1
2021,NUTS,2021,AT123,3,1
2021,NUTS,2021,AT13,2,3
2021,NUTS,2021,AT130,3,3
2021,NUTS,2021,AT3,1,2
2021,NUTS,2021,AT31,2,2
2021,NUTS,2021,AT312,3,1
2021,NUTS,2021,AT315,3,1
2021,NUTS,2021,BE,0,12
2021,NUTS,2021,BE1,1,4
2021,NUTS,2021,BE10,2,4
2021,NUTS,2021,BE100,3,4
2021,NUTS,2021,BE2,1,8
2021,NUTS,2021,BE21,2,1
2021,NUTS,2021,BE211,3,1
2021,NUTS,2021,BE23,2,4
2021,NUTS,2021,BE234,3,4
2021,NUTS,2021,BE24,2,2
2021,NUTS,2021,BE242,3,2
2021,NUTS,2021,BE25,2,1
2021,NUTS,2021,BE251,3,1
2021,NUTS,2021,DE,0,25
2021,NUTS,2021,DE1,1,8
2021,NUTS,2021,DE11,2,1
2021,NUTS,2021,DE118,3,1
2021,NUTS,2021,DE12,2,6
2021,NUTS,2021,DE122,3,1
2021,NUTS,2021,DE125,3,5
2021,NUTS,2021,DE14,2,1
2021,NUTS,2021,DE144,3,1
2021,NUTS,2021,DE2,1,2
2021,NUTS,2021,DE21,2,2
2021,NUTS,2021,DE212,3,1
2021,NUTS,2021,DE21C,3,1
2021,NUTS,2021,DE3,1,5
2021,NUTS,2021,DE30,2,5
2021,NUTS,2021,DE300,3,5
2021,NUTS,2021,DE8,1,1
2021,NUTS,2021,DE80,2,1
2021,NUTS,2021,DE80N,3,1
2021,NUTS,2021,DE9,1,1
2021,NUTS,2021,DE91,2,1
2021,NUTS,2021,DE911,3,1
2021,NUTS,2021,DEA,1,7
2021,NUTS,2021,DEA2,2,7
2021,NUTS,2021,DEA23,3,1
2021,NUTS,2021,DEA26,3,2
2021,NUTS,2021,DEA2D,3,4
2021,NUTS,2021,DED,1,1
2021,NUTS,2021,DED5,2,1
2021,NUTS,2021,DED51,3,1
2021,NUTS,2021,DK,0,3
2021,NUTS,2021,DK0,1,3
2021,NUTS,2021,DK01,2,2
2021,NUTS,2021,DK011,3,2
2021,NUTS,2021,DK02,2,1
2021,NUTS,2021,DK021,3,1
2021,NUTS,2021,EE,0,1
2021,NUTS,2021,EE0,1,1
2021,NUTS,2021,EE00,2,1
2021,NUTS,2021,EE008,3,1
2021,NUTS,2021,ES,0,14
2021,NUTS,2021,ES1,1,1
2021,NUTS,2021,ES12,2,1
2021,NUTS,2021,ES120,3,1
2021,NUTS,2021,ES2,1,5
2021,NUTS,2021,ES21,2,3
2021,NUTS,2021,ES211,3,2
2021,NUTS,2021,ES213,3,1
2021,NUTS,2021,ES24,2,2
2021,NUTS,2021,ES243,3,2
2021,NUTS,2021,ES3,1,5
2021,NUTS,2021,ES30,2,5
2021,NUTS,2021,ES300,3,5
2021,NUTS,2021,ES5,1,2
2021,NUTS,2021,ES51,2,2
2021,NUTS,2021,ES511,3,1
2021,NUTS,2021,ES514,3,1
2021,NUTS,2021,ES6,1,1
2021,NUTS,2021,ES61,2,1
2021,NUTS,2021,ES618,3,1
2021,NUTS,2021,FI,0,5
2021,NUTS,2021,FI1,1,5
2021,NUTS,2021,FI1B,2,3
2021,NUTS,2021,FI1B1,3,3
2021,NUTS,2021,FI1C,2,1
2021,NUTS,2021,FI1C1,3,1
2021,NUTS,2021,FI1D,2,1
2021,NUTS,2021,FI1D9,3,1
2021,NUTS,2021,FR,0,15
2021,NUTS,2021,FR1,1,13
2021,NUTS,2021,FR10,2,13
2021,NUTS,2021,FR101,3,11
2021,NUTS,2021,FR106,3,1
2021,NUTS,2021,FR107,3,1
2021,NUTS,2021,FRK,1,2
2021,NUTS,2021,FRK1,2,1
2021,NUTS,2021,FRK14,3,1
2021,NUTS,2021,FRK2,2,1
2021,NUTS,2021,FRK26,3,1
2021,NUTS,2021,IE,0,4
2021,NUTS,2021,IE0,1,4
2021,NUTS,2021,IE05,2,1
2021,NUTS,2021,IE053,3,1
2021,NUTS,2021,IE06,2,3
2021,NUTS,2021,IE061,3,2
2021,NUTS,2021,IE062,3,1
2021,NUTS,2021,IT,0,18
2021,NUTS,2021,ITC,1,6
2021,NUTS,2021,ITC1,2,2
2021,NUTS,2021,ITC11,3,1
2021,NUTS,2021,ITC12,3,1
2021,NUTS,2021,ITC3,2,1
2021,NUTS,2021,ITC32,3,1
2021,NUTS,2021,ITC4,2,3
2021,NUTS,2021,ITC48,3,1
2021,NUTS,2021,ITC4C,3,2
2021,NUTS,2021,ITF,1,1
2021,NUTS,2021,ITF3,2,1
2021,NUTS,2021,ITF34,3,1
2021,NUTS,2021,ITH,1,6
2021,NUTS,2021,ITH2,2,1
2021,NUTS,2021,ITH20,3,1
2021,NUTS,2021,ITH3,2,4
2021,NUTS,2021,ITH31,3,1
2021,NUTS,2021,ITH36,3,3
2021,NUTS,2021,ITH5,2,1
2021,NUTS,2021,ITH55,3,1
2021,NUTS,2021,ITI,1,5
2021,NUTS,2021,ITI1,2,2
2021,NUTS,2021,ITI14,3,2
2021,NUTS,2021,ITI4,2,3
2021,NUTS,2021,ITI43,3,3
2021,NUTS,2021,LU,0,2
2021,NUTS,2021,LU0,1,2
2021,NUTS,2021,LU00,2,2
2021,NUTS,2021,LU000,3,2
2021,NUTS,2021,NL,0,20
2021,NUTS,2021,NL1,1,3
2021,NUTS,2021,NL11,2,3
2021,NUTS,2021,NL113,3,3
2021,NUTS,2021,NL2,1,2
2021,NUTS,2021,NL21,2,2
2021,NUTS,2021,NL212,3,1
2021,NUTS,2021,NL213,3,1
2021,NUTS,2021,NL3,1,13
2021,NUTS,2021,NL31,2,5
2021,NUTS,2021,NL310,3,5
2021,NUTS,2021,NL32,2,2
2021,NUTS,2021,NL329,3,2
2021,NUTS,2021,NL33,2,6
2021,NUTS,2021,NL333,3,1
2021,NUTS,2021,NL337,3,3
2021,NUTS,2021,NL33C,3,2
2021,NUTS,2021,NL4,1,2
2021,NUTS,2021,NL41,2,1
2021,NUTS,2021,NL414,3,1
2021,NUTS,2021,NL42,2,1
2021,NUTS,2021,NL423,3,1
2021,NUTS,2021,PL,0,1
2021,NUTS,2021,PL4,1,1
2021,NUTS,2021,PL41,2,1
2021,NUTS,2021,PL415,3,1
2021,NUTS,2021,PT,0,7
2021,NUTS,2021,PT1,1,7
2021,NUTS,2021,PT16,2,2
2021,NUTS,2021,PT16D,3,1
2021,NUTS,2021,PT16E,3,1
2021,NUTS,2021,PT17,2,5
2021,NUTS,2021,PT170,3,5
2021,NUTS,2021,SE,0,7
2021,NUTS,2021,SE1,1,3
2021,NUTS,2021,SE11,2,3
2021,NUTS,2021,SE110,3,3
2021,NUTS,2021,SE2,1,2
2021,NUTS,2021,SE22,2,2
2021,NUTS,2021,SE224,3,2
2021,NUTS,2021,SE3,1,2
2021,NUTS,2021,SE33,2,2
2021,NUTS,2021,SE331,3,2
2021,NUTS,2021,SK,0,6
2021,NUTS,2021,SK0,1,6
2021,NUTS,2021,SK01,2,3
2021,NUTS,2021,SK010,3,3
2021,NUTS,2021,SK02,2,1
2021,NUTS,2021,SK021,3,1
2021,NUTS,2021,SK04,2,2
2021,NUTS,2021,SK042,3,2
2021,NUTS,2021,UK,0,6
2021,NUTS,2021,UKD,1,1
2021,NUTS,2021,UKD3,2,1
2021,NUTS,2021,UKD33,3,1
2021,NUTS,2021,UKF,1,1
2021,NUTS,2021,UKF1,2,1
2021,NUTS,2021,UKF14,3,1
2021,NUTS,2021,UKI,1,3
2021,NUTS,2021,UKI3,2,3
2021,NUTS,2021,UKI31,3,1
2021,NUTS,2021,UKI32,3,1
2021,NUTS,2021,UKI34,3,1
2021,NUTS,2021,UKM,1,1
2021,NUTS,2021,UKM7,2,1
2021,NUTS,2021,UKM75,3,1
2022,NUTS,2021,ES,0,1
2022,NUTS,2021,ES3,1,1
2022,NUTS,2021,ES30,2,1
2022,NUTS,2021,ES300,3,1
2022,NUTS,2021,IE,0,1
2022,NUTS,2021,IE0,1,1
2022,NUTS,2021,IE05,2,1
2022,NUTS,2021,IE053,3,1
