year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pnp_total_fte_t
2018,NUTS,2010,EU27_2020,7,21831.0
2019,NUTS,2010,EU27_2020,7,22656.0
2020,NUTS,2010,EU27_2020,7,23144.0
2011,NUTS,2010,FI,0,619.0
2012,NUTS,2010,FI,0,546.0
2013,NUTS,2010,FI,0,547.0
2014,NUTS,2010,FI,0,583.0
2015,NUTS,2010,FI,0,564.0
2016,NUTS,2010,FI,0,599.0
2017,NUTS,2010,FI,0,603.0
2018,NUTS,2010,FI,0,657.0
2019,NUTS,2010,FI,0,602.0
2020,NUTS,2010,FI,0,611.0
2017,NUTS,2010,FI1,1,603.0
2018,NUTS,2010,FI1,1,657.0
2019,NUTS,2010,FI1,1,602.0
2017,NUTS,2010,FI19,2,121.0
2018,NUTS,2010,FI19,2,134.0
2019,NUTS,2010,FI19,2,137.0
2017,NUTS,2010,FI1B,2,437.0
2018,NUTS,2010,FI1B,2,476.0
2019,NUTS,2010,FI1B,2,411.0
2017,NUTS,2010,FI1C,2,37.0
2018,NUTS,2010,FI1C,2,40.0
2019,NUTS,2010,FI1C,2,45.0
2017,NUTS,2010,FI1D,2,9.0
2018,NUTS,2010,FI1D,2,7.0
2019,NUTS,2010,FI1D,2,9.0
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
2011,NUTS,2010,FR,0,5805.0
2012,NUTS,2010,FR,0,6645.0
2013,NUTS,2010,FR,0,6832.0
2014,NUTS,2010,FR,0,7626.0
2015,NUTS,2010,FR,0,7307.0
2016,NUTS,2010,FR,0,7664.0
2017,NUTS,2010,FR,0,7538.0
2018,NUTS,2010,FR,0,7647.0
2019,NUTS,2010,FR,0,7996.0
2020,NUTS,2010,FR,0,8064.0
2011,NUTS,2010,FR1,1,2386.0
2012,NUTS,2010,FR1,1,2415.0
2013,NUTS,2010,FR1,1,2486.0
2011,NUTS,2010,FR10,2,2386.0
2012,NUTS,2010,FR10,2,2415.0
2013,NUTS,2010,FR10,2,2486.0
2011,NUTS,2010,FR2,1,0.0
2012,NUTS,2010,FR2,1,1.0
2013,NUTS,2010,FR2,1,0.0
2011,NUTS,2010,FR21,2,0.0
2011,NUTS,2010,FR22,2,0.0
2011,NUTS,2010,FR23,2,0.0
2011,NUTS,2010,FR24,2,0.0
2011,NUTS,2010,FR25,2,0.0
2011,NUTS,2010,FR26,2,0.0
2012,NUTS,2010,FR26,2,1.0
2011,NUTS,2010,FR3,1,1.0
2012,NUTS,2010,FR3,1,0.0
2013,NUTS,2010,FR3,1,0.0
2011,NUTS,2010,FR30,2,1.0
2012,NUTS,2010,FR30,2,0.0
2011,NUTS,2010,FR4,1,0.0
2012,NUTS,2010,FR4,1,0.0
2013,NUTS,2010,FR4,1,0.0
2011,NUTS,2010,FR41,2,0.0
2011,NUTS,2010,FR42,2,0.0
2011,NUTS,2010,FR43,2,0.0
2011,NUTS,2010,FR5,1,1.0
2012,NUTS,2010,FR5,1,0.0
2013,NUTS,2010,FR5,1,0.0
2011,NUTS,2010,FR51,2,1.0
2011,NUTS,2010,FR52,2,0.0
2011,NUTS,2010,FR53,2,0.0
2011,NUTS,2010,FR6,1,0.0
2012,NUTS,2010,FR6,1,0.0
2013,NUTS,2010,FR6,1,0.0
2011,NUTS,2010,FR61,2,0.0
2011,NUTS,2010,FR62,2,0.0
2011,NUTS,2010,FR63,2,0.0
2011,NUTS,2010,FR7,1,9.0
2012,NUTS,2010,FR7,1,9.0
2013,NUTS,2010,FR7,1,10.0
2011,NUTS,2010,FR71,2,9.0
2012,NUTS,2010,FR71,2,9.0
2013,NUTS,2010,FR71,2,10.0
2011,NUTS,2010,FR72,2,0.0
2012,NUTS,2010,FR72,2,0.0
2011,NUTS,2010,FR8,1,0.0
2012,NUTS,2010,FR8,1,0.0
2013,NUTS,2010,FR8,1,0.0
2011,NUTS,2010,FR81,2,0.0
2011,NUTS,2010,FR82,2,0.0
2011,NUTS,2010,FR83,2,0.0
2011,NUTS,2010,FRA,1,27.0
2012,NUTS,2010,FRA,1,8.0
2013,NUTS,2010,FRA,1,47.0
2011,NUTS,2010,FRZ,1,3381.0
2012,NUTS,2010,FRZ,1,2125.0
2013,NUTS,2010,FRZ,1,4288.0
2011,NUTS,2010,FRZZ,2,3381.0
2012,NUTS,2010,FRZZ,2,2125.0
2013,NUTS,2010,FRZZ,2,4288.0
2011,NUTS,2010,HR,0,18.0
2011,NUTS,2010,HR0,1,18.0
2011,NUTS,2010,HR03,2,18.0
2011,NUTS,2010,HR04,2,0.0
2012,NUTS,2010,HR04,2,0.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,IS,0,102.0
2016,NUTS,2010,IS,0,0.0
2017,NUTS,2010,IS,0,0.0
2018,NUTS,2010,IS,0,0.0
2011,NUTS,2010,IT,0,5741.0
2012,NUTS,2010,IT,0,5959.0
2013,NUTS,2010,IT,0,6019.0
2014,NUTS,2010,IT,0,6454.0
2015,NUTS,2010,IT,0,6915.0
2016,NUTS,2010,IT,0,6853.0
2017,NUTS,2010,IT,0,6554.0
2018,NUTS,2010,IT,0,6074.0
2019,NUTS,2010,IT,0,7050.0
2020,NUTS,2010,IT,0,7127.0
2011,NUTS,2010,ITC,1,3194.0
2012,NUTS,2010,ITC,1,3196.0
2013,NUTS,2010,ITC,1,3162.0
2014,NUTS,2010,ITC,1,2982.0
2015,NUTS,2010,ITC,1,3090.0
2016,NUTS,2010,ITC,1,3196.0
2017,NUTS,2010,ITC,1,2571.0
2018,NUTS,2010,ITC,1,2495.0
2019,NUTS,2010,ITC,1,2957.0
2011,NUTS,2010,ITC1,2,592.0
2012,NUTS,2010,ITC1,2,772.0
2013,NUTS,2010,ITC1,2,820.0
2014,NUTS,2010,ITC1,2,846.0
2015,NUTS,2010,ITC1,2,846.0
2016,NUTS,2010,ITC1,2,830.0
2017,NUTS,2010,ITC1,2,688.0
2018,NUTS,2010,ITC1,2,711.0
2019,NUTS,2010,ITC1,2,797.0
2011,NUTS,2010,ITC2,2,33.0
2012,NUTS,2010,ITC2,2,54.0
2013,NUTS,2010,ITC2,2,51.0
2014,NUTS,2010,ITC2,2,50.0
2015,NUTS,2010,ITC2,2,38.0
2016,NUTS,2010,ITC2,2,35.0
2017,NUTS,2010,ITC2,2,42.0
2018,NUTS,2010,ITC2,2,41.0
2019,NUTS,2010,ITC2,2,54.0
2011,NUTS,2010,ITC3,2,145.0
2012,NUTS,2010,ITC3,2,138.0
2013,NUTS,2010,ITC3,2,147.0
2014,NUTS,2010,ITC3,2,119.0
2015,NUTS,2010,ITC3,2,129.0
2016,NUTS,2010,ITC3,2,135.0
2017,NUTS,2010,ITC3,2,123.0
2018,NUTS,2010,ITC3,2,125.0
2019,NUTS,2010,ITC3,2,179.0
2011,NUTS,2010,ITC4,2,2425.0
2012,NUTS,2010,ITC4,2,2233.0
2013,NUTS,2010,ITC4,2,2146.0
2014,NUTS,2010,ITC4,2,1967.0
2015,NUTS,2010,ITC4,2,2077.0
2016,NUTS,2010,ITC4,2,2195.0
2017,NUTS,2010,ITC4,2,1718.0
2018,NUTS,2010,ITC4,2,1618.0
2019,NUTS,2010,ITC4,2,1927.0
2011,NUTS,2010,ITF,1,405.0
2012,NUTS,2010,ITF,1,395.0
2013,NUTS,2010,ITF,1,422.0
2014,NUTS,2010,ITF,1,590.0
2017,NUTS,2010,ITF,1,557.0
2018,NUTS,2010,ITF,1,512.0
2019,NUTS,2010,ITF,1,537.0
2011,NUTS,2010,ITF1,2,13.0
2012,NUTS,2010,ITF1,2,13.0
2013,NUTS,2010,ITF1,2,57.0
2014,NUTS,2010,ITF1,2,47.0
2015,NUTS,2010,ITF1,2,23.0
2016,NUTS,2010,ITF1,2,29.0
2017,NUTS,2010,ITF1,2,32.0
2018,NUTS,2010,ITF1,2,23.0
2019,NUTS,2010,ITF1,2,24.0
2017,NUTS,2010,ITF2,2,4.0
2018,NUTS,2010,ITF2,2,7.0
2019,NUTS,2010,ITF2,2,2.0
2011,NUTS,2010,ITF3,2,207.0
2012,NUTS,2010,ITF3,2,202.0
2013,NUTS,2010,ITF3,2,186.0
2014,NUTS,2010,ITF3,2,327.0
2015,NUTS,2010,ITF3,2,335.0
2016,NUTS,2010,ITF3,2,327.0
2017,NUTS,2010,ITF3,2,259.0
2018,NUTS,2010,ITF3,2,235.0
2019,NUTS,2010,ITF3,2,260.0
2011,NUTS,2010,ITF4,2,178.0
2012,NUTS,2010,ITF4,2,171.0
2013,NUTS,2010,ITF4,2,156.0
2014,NUTS,2010,ITF4,2,214.0
2015,NUTS,2010,ITF4,2,215.0
2016,NUTS,2010,ITF4,2,273.0
2017,NUTS,2010,ITF4,2,238.0
2018,NUTS,2010,ITF4,2,224.0
2019,NUTS,2010,ITF4,2,224.0
2012,NUTS,2010,ITF5,2,7.0
2013,NUTS,2010,ITF5,2,22.0
2015,NUTS,2010,ITF5,2,16.0
2017,NUTS,2010,ITF5,2,9.0
2018,NUTS,2010,ITF5,2,8.0
2019,NUTS,2010,ITF5,2,17.0
2011,NUTS,2010,ITF6,2,5.0
2015,NUTS,2010,ITF6,2,6.0
2016,NUTS,2010,ITF6,2,20.0
2017,NUTS,2010,ITF6,2,14.0
2018,NUTS,2010,ITF6,2,15.0
2019,NUTS,2010,ITF6,2,10.0
2011,NUTS,2010,ITG,1,137.0
2012,NUTS,2010,ITG,1,163.0
2013,NUTS,2010,ITG,1,175.0
2014,NUTS,2010,ITG,1,152.0
2015,NUTS,2010,ITG,1,175.0
2016,NUTS,2010,ITG,1,173.0
2017,NUTS,2010,ITG,1,183.0
2018,NUTS,2010,ITG,1,136.0
2019,NUTS,2010,ITG,1,188.0
2011,NUTS,2010,ITG1,2,127.0
2012,NUTS,2010,ITG1,2,149.0
2013,NUTS,2010,ITG1,2,158.0
2014,NUTS,2010,ITG1,2,136.0
2015,NUTS,2010,ITG1,2,149.0
2016,NUTS,2010,ITG1,2,144.0
2017,NUTS,2010,ITG1,2,161.0
2018,NUTS,2010,ITG1,2,113.0
2019,NUTS,2010,ITG1,2,162.0
2011,NUTS,2010,ITG2,2,10.0
2012,NUTS,2010,ITG2,2,15.0
2013,NUTS,2010,ITG2,2,17.0
2014,NUTS,2010,ITG2,2,16.0
2015,NUTS,2010,ITG2,2,26.0
2016,NUTS,2010,ITG2,2,29.0
2017,NUTS,2010,ITG2,2,22.0
2018,NUTS,2010,ITG2,2,23.0
2019,NUTS,2010,ITG2,2,26.0
2011,NUTS,2010,ITH,1,550.0
2012,NUTS,2010,ITH,1,632.0
2013,NUTS,2010,ITH,1,698.0
2014,NUTS,2010,ITH,1,1241.0
2015,NUTS,2010,ITH,1,1322.0
2016,NUTS,2010,ITH,1,1173.0
2017,NUTS,2010,ITH,1,1207.0
2018,NUTS,2010,ITH,1,1066.0
2019,NUTS,2010,ITH,1,1317.0
2011,NUTS,2010,ITH1,2,3.0
2012,NUTS,2010,ITH1,2,4.0
2013,NUTS,2010,ITH1,2,4.0
2014,NUTS,2010,ITH1,2,531.0
2015,NUTS,2010,ITH1,2,536.0
2016,NUTS,2010,ITH1,2,402.0
2017,NUTS,2010,ITH1,2,569.0
2018,NUTS,2010,ITH1,2,457.0
2019,NUTS,2010,ITH1,2,497.0
2011,NUTS,2010,ITH2,2,149.0
2012,NUTS,2010,ITH2,2,161.0
2013,NUTS,2010,ITH2,2,167.0
2014,NUTS,2010,ITH2,2,126.0
2015,NUTS,2010,ITH2,2,149.0
2016,NUTS,2010,ITH2,2,111.0
2017,NUTS,2010,ITH2,2,32.0
2018,NUTS,2010,ITH2,2,33.0
2019,NUTS,2010,ITH2,2,29.0
2011,NUTS,2010,ITH3,2,208.0
2012,NUTS,2010,ITH3,2,195.0
2013,NUTS,2010,ITH3,2,214.0
2014,NUTS,2010,ITH3,2,236.0
2015,NUTS,2010,ITH3,2,286.0
2016,NUTS,2010,ITH3,2,281.0
2017,NUTS,2010,ITH3,2,245.0
2018,NUTS,2010,ITH3,2,250.0
2019,NUTS,2010,ITH3,2,470.0
2011,NUTS,2010,ITH4,2,115.0
2012,NUTS,2010,ITH4,2,144.0
2013,NUTS,2010,ITH4,2,137.0
2014,NUTS,2010,ITH4,2,141.0
2015,NUTS,2010,ITH4,2,160.0
2016,NUTS,2010,ITH4,2,141.0
2017,NUTS,2010,ITH4,2,142.0
2018,NUTS,2010,ITH4,2,124.0
2019,NUTS,2010,ITH4,2,142.0
2011,NUTS,2010,ITH5,2,75.0
2012,NUTS,2010,ITH5,2,129.0
2013,NUTS,2010,ITH5,2,176.0
2014,NUTS,2010,ITH5,2,207.0
2015,NUTS,2010,ITH5,2,190.0
2016,NUTS,2010,ITH5,2,238.0
2017,NUTS,2010,ITH5,2,219.0
2018,NUTS,2010,ITH5,2,202.0
2019,NUTS,2010,ITH5,2,180.0
2011,NUTS,2010,ITI,1,1455.0
2012,NUTS,2010,ITI,1,1572.0
2013,NUTS,2010,ITI,1,1562.0
2014,NUTS,2010,ITI,1,1489.0
2017,NUTS,2010,ITI,1,2037.0
2018,NUTS,2010,ITI,1,1865.0
2019,NUTS,2010,ITI,1,2050.0
2011,NUTS,2010,ITI1,2,200.0
2012,NUTS,2010,ITI1,2,285.0
2013,NUTS,2010,ITI1,2,269.0
2014,NUTS,2010,ITI1,2,269.0
2015,NUTS,2010,ITI1,2,371.0
2016,NUTS,2010,ITI1,2,391.0
2017,NUTS,2010,ITI1,2,390.0
2018,NUTS,2010,ITI1,2,387.0
2019,NUTS,2010,ITI1,2,417.0
2011,NUTS,2010,ITI2,2,2.0
2012,NUTS,2010,ITI2,2,3.0
2013,NUTS,2010,ITI2,2,2.0
2014,NUTS,2010,ITI2,2,2.0
2017,NUTS,2010,ITI2,2,2.0
2018,NUTS,2010,ITI2,2,9.0
2019,NUTS,2010,ITI2,2,6.0
2011,NUTS,2010,ITI3,2,9.0
2012,NUTS,2010,ITI3,2,10.0
2013,NUTS,2010,ITI3,2,10.0
2014,NUTS,2010,ITI3,2,4.0
2015,NUTS,2010,ITI3,2,3.0
2016,NUTS,2010,ITI3,2,6.0
2017,NUTS,2010,ITI3,2,10.0
2018,NUTS,2010,ITI3,2,15.0
2019,NUTS,2010,ITI3,2,18.0
2011,NUTS,2010,ITI4,2,1243.0
2012,NUTS,2010,ITI4,2,1275.0
2013,NUTS,2010,ITI4,2,1281.0
2014,NUTS,2010,ITI4,2,1214.0
2015,NUTS,2010,ITI4,2,1355.0
2016,NUTS,2010,ITI4,2,1254.0
2017,NUTS,2010,ITI4,2,1635.0
2018,NUTS,2010,ITI4,2,1454.0
2019,NUTS,2010,ITI4,2,1609.0
2011,NUTS,2010,JP,0,12475.0
2012,NUTS,2010,JP,0,12295.0
2013,NUTS,2010,JP,0,12416.0
2014,NUTS,2010,JP,0,13572.0
2015,NUTS,2010,JP,0,13952.0
2016,NUTS,2010,JP,0,13449.0
2017,NUTS,2010,JP,0,13084.0
2018,NUTS,2010,JP,0,12831.0
2019,NUTS,2010,JP,0,12988.0
2011,NUTS,2010,KR,0,5380.0
2012,NUTS,2010,KR,0,4392.0
2013,NUTS,2010,KR,0,5122.0
2014,NUTS,2010,KR,0,6414.0
2015,NUTS,2010,KR,0,7456.0
2016,NUTS,2010,KR,0,7859.0
2017,NUTS,2010,KR,0,7985.0
2018,NUTS,2010,KR,0,7782.0
2019,NUTS,2010,KR,0,8372.0
2011,NUTS,2010,LU,0,0.0
2012,NUTS,2010,LU,0,0.0
2013,NUTS,2010,LU,0,0.0
2011,NUTS,2010,ME,0,9.0
2013,NUTS,2010,ME,0,17.0
2014,NUTS,2010,ME,0,24.0
2015,NUTS,2010,ME,0,31.0
2016,NUTS,2010,ME,0,28.0
2017,NUTS,2010,ME,0,22.0
2018,NUTS,2010,ME,0,26.0
2019,NUTS,2010,ME,0,1.0
2014,NUTS,2010,MK,0,22.0
2015,NUTS,2010,MK,0,17.0
2016,NUTS,2010,MK,0,66.0
2017,NUTS,2010,MK,0,46.0
2018,NUTS,2010,MK,0,45.0
2019,NUTS,2010,MK,0,31.0
2020,NUTS,2010,MK,0,16.0
2013,NUTS,2010,NL,0,0.0
2014,NUTS,2010,NL,0,0.0
2015,NUTS,2010,NL,0,0.0
2016,NUTS,2010,NL,0,0.0
2017,NUTS,2010,NL,0,0.0
2018,NUTS,2010,NL,0,0.0
2019,NUTS,2010,NL,0,0.0
2020,NUTS,2010,NL,0,0.0
2011,NUTS,2010,PL,0,128.0
2012,NUTS,2010,PL,0,244.0
2013,NUTS,2010,PL,0,176.0
2014,NUTS,2010,PL,0,188.0
2015,NUTS,2010,PL,0,162.0
2016,NUTS,2010,PL,0,646.0
2017,NUTS,2010,PL,0,1215.0
2018,NUTS,2010,PL,0,1464.0
2019,NUTS,2010,PL,0,833.0
2020,NUTS,2010,PL,0,713.0
2013,NUTS,2010,PL1,1,81.0
2014,NUTS,2010,PL1,1,74.0
2015,NUTS,2010,PL1,1,77.0
2011,NUTS,2010,PL12,2,63.0
2012,NUTS,2010,PL12,2,108.0
2011,NUTS,2010,PL2,1,20.0
2012,NUTS,2010,PL2,1,20.0
2013,NUTS,2010,PL2,1,64.0
2014,NUTS,2010,PL2,1,61.0
2015,NUTS,2010,PL2,1,39.0
2016,NUTS,2010,PL2,1,140.0
2017,NUTS,2010,PL2,1,293.0
2018,NUTS,2010,PL2,1,453.0
2019,NUTS,2010,PL2,1,138.0
2011,NUTS,2010,PL21,2,15.0
2012,NUTS,2010,PL21,2,18.0
2017,NUTS,2010,PL21,2,148.0
2018,NUTS,2010,PL21,2,178.0
2019,NUTS,2010,PL21,2,78.0
2011,NUTS,2010,PL22,2,5.0
2012,NUTS,2010,PL22,2,2.0
2017,NUTS,2010,PL22,2,146.0
2018,NUTS,2010,PL22,2,275.0
2019,NUTS,2010,PL22,2,60.0
2013,NUTS,2010,PL3,1,11.0
2015,NUTS,2010,PL3,1,5.0
2011,NUTS,2010,PL31,2,0.0
2012,NUTS,2010,PL33,2,0.0
2015,NUTS,2010,PL33,2,0.0
2011,NUTS,2010,PL4,1,7.0
2012,NUTS,2010,PL4,1,47.0
2013,NUTS,2010,PL4,1,6.0
2014,NUTS,2010,PL4,1,25.0
2015,NUTS,2010,PL4,1,25.0
2017,NUTS,2010,PL4,1,105.0
2018,NUTS,2010,PL4,1,45.0
2019,NUTS,2010,PL4,1,23.0
2016,NUTS,2010,PL41,2,44.0
2017,NUTS,2010,PL41,2,75.0
2018,NUTS,2010,PL41,2,29.0
2019,NUTS,2010,PL41,2,19.0
2012,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2012,NUTS,2010,PL5,1,4.0
2014,NUTS,2010,PL5,1,6.0
2015,NUTS,2010,PL5,1,15.0
2016,NUTS,2010,PL5,1,38.0
2019,NUTS,2010,PL5,1,42.0
2012,NUTS,2010,PL51,2,4.0
2013,NUTS,2010,PL51,2,8.0
2018,NUTS,2010,PL51,2,99.0
2012,NUTS,2010,PL52,2,0.0
2011,NUTS,2010,PL6,1,0.0
2015,NUTS,2010,PL6,1,0.0
2018,NUTS,2010,PL6,1,115.0
2019,NUTS,2010,PL6,1,124.0
2011,NUTS,2010,PL61,2,0.0
2013,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL61,2,0.0
2018,NUTS,2010,PL61,2,71.0
2012,NUTS,2010,PL62,2,0.0
2015,NUTS,2010,PL62,2,0.0
2011,NUTS,2010,PL63,2,0.0
2013,NUTS,2010,PL63,2,2.0
2015,NUTS,2010,PL63,2,0.0
2017,NUTS,2010,PL63,2,33.0
2019,NUTS,2010,PL63,2,37.0
2018,NUTS,2010,PL7,1,155.0
2019,NUTS,2010,PL7,1,149.0
2016,NUTS,2010,PL8,1,41.0
2017,NUTS,2010,PL8,1,71.0
2019,NUTS,2010,PL8,1,52.0
2016,NUTS,2010,PL81,2,10.0
2018,NUTS,2010,PL81,2,125.0
2019,NUTS,2010,PL81,2,11.0
2018,NUTS,2010,PL82,2,19.0
2016,NUTS,2010,PL9,1,310.0
2017,NUTS,2010,PL9,1,486.0
2018,NUTS,2010,PL9,1,415.0
2019,NUTS,2010,PL9,1,304.0
2019,NUTS,2010,PL91,2,304.0
2019,NUTS,2010,PL92,2,0.0
2011,NUTS,2010,PT,0,5812.0
2012,NUTS,2010,PT,0,5169.0
2013,NUTS,2010,PT,0,755.0
2014,NUTS,2010,PT,0,622.0
2015,NUTS,2010,PT,0,649.0
2016,NUTS,2010,PT,0,676.0
2017,NUTS,2010,PT,0,683.0
2018,NUTS,2010,PT,0,759.0
2019,NUTS,2010,PT,0,791.0
2020,NUTS,2010,PT,0,1096.0
2011,NUTS,2010,PT1,1,5698.0
2012,NUTS,2010,PT1,1,5080.0
2013,NUTS,2010,PT1,1,753.0
2014,NUTS,2010,PT1,1,617.0
2015,NUTS,2010,PT1,1,645.0
2016,NUTS,2010,PT1,1,672.0
2017,NUTS,2010,PT1,1,672.0
2018,NUTS,2010,PT1,1,753.0
2019,NUTS,2010,PT1,1,786.0
2020,NUTS,2010,PT1,1,1076.0
2011,NUTS,2010,PT11,2,1941.0
2012,NUTS,2010,PT11,2,1863.0
2013,NUTS,2010,PT11,2,68.0
2014,NUTS,2010,PT11,2,78.0
2015,NUTS,2010,PT11,2,82.0
2016,NUTS,2010,PT11,2,66.0
2017,NUTS,2010,PT11,2,79.0
2018,NUTS,2010,PT11,2,91.0
2019,NUTS,2010,PT11,2,113.0
2020,NUTS,2010,PT11,2,259.0
2011,NUTS,2010,PT15,2,5.0
2012,NUTS,2010,PT15,2,3.0
2013,NUTS,2010,PT15,2,0.0
2014,NUTS,2010,PT15,2,0.0
2015,NUTS,2010,PT15,2,0.0
2016,NUTS,2010,PT15,2,0.0
2017,NUTS,2010,PT15,2,0.0
2018,NUTS,2010,PT15,2,0.0
2019,NUTS,2010,PT15,2,0.0
2020,NUTS,2010,PT15,2,19.0
2011,NUTS,2010,PT16,2,957.0
2012,NUTS,2010,PT16,2,818.0
2013,NUTS,2010,PT16,2,22.0
2014,NUTS,2010,PT16,2,19.0
2015,NUTS,2010,PT16,2,23.0
2016,NUTS,2010,PT16,2,19.0
2017,NUTS,2010,PT16,2,24.0
2018,NUTS,2010,PT16,2,30.0
2019,NUTS,2010,PT16,2,38.0
2020,NUTS,2010,PT16,2,120.0
2011,NUTS,2010,PT17,2,2795.0
2012,NUTS,2010,PT17,2,2393.0
2013,NUTS,2010,PT17,2,662.0
2014,NUTS,2010,PT17,2,521.0
2015,NUTS,2010,PT17,2,540.0
2016,NUTS,2010,PT17,2,586.0
2017,NUTS,2010,PT17,2,568.0
2018,NUTS,2010,PT17,2,630.0
2019,NUTS,2010,PT17,2,632.0
2020,NUTS,2010,PT17,2,657.0
2011,NUTS,2010,PT18,2,0.0
2012,NUTS,2010,PT18,2,3.0
2013,NUTS,2010,PT18,2,0.0
2014,NUTS,2010,PT18,2,0.0
2015,NUTS,2010,PT18,2,0.0
2016,NUTS,2010,PT18,2,1.0
2017,NUTS,2010,PT18,2,2.0
2018,NUTS,2010,PT18,2,3.0
2019,NUTS,2010,PT18,2,3.0
2020,NUTS,2010,PT18,2,20.0
2011,NUTS,2010,PT2,1,57.0
2012,NUTS,2010,PT2,1,57.0
2013,NUTS,2010,PT2,1,0.0
2014,NUTS,2010,PT2,1,0.0
2015,NUTS,2010,PT2,1,0.0
2016,NUTS,2010,PT2,1,0.0
2017,NUTS,2010,PT2,1,4.0
2018,NUTS,2010,PT2,1,3.0
2019,NUTS,2010,PT2,1,5.0
2020,NUTS,2010,PT2,1,20.0
2011,NUTS,2010,PT20,2,57.0
2012,NUTS,2010,PT20,2,57.0
2013,NUTS,2010,PT20,2,0.0
2014,NUTS,2010,PT20,2,0.0
2015,NUTS,2010,PT20,2,0.0
2016,NUTS,2010,PT20,2,0.0
2017,NUTS,2010,PT20,2,4.0
2018,NUTS,2010,PT20,2,3.0
2019,NUTS,2010,PT20,2,5.0
2020,NUTS,2010,PT20,2,20.0
2011,NUTS,2010,PT3,1,58.0
2012,NUTS,2010,PT3,1,32.0
2013,NUTS,2010,PT3,1,2.0
2014,NUTS,2010,PT3,1,5.0
2015,NUTS,2010,PT3,1,3.0
2016,NUTS,2010,PT3,1,4.0
2017,NUTS,2010,PT3,1,7.0
2018,NUTS,2010,PT3,1,2.0
2019,NUTS,2010,PT3,1,0.0
2020,NUTS,2010,PT3,1,1.0
2011,NUTS,2010,PT30,2,58.0
2012,NUTS,2010,PT30,2,32.0
2013,NUTS,2010,PT30,2,2.0
2014,NUTS,2010,PT30,2,5.0
2015,NUTS,2010,PT30,2,3.0
2016,NUTS,2010,PT30,2,4.0
2017,NUTS,2010,PT30,2,7.0
2018,NUTS,2010,PT30,2,2.0
2019,NUTS,2010,PT30,2,0.0
2020,NUTS,2010,PT30,2,1.0
2011,NUTS,2010,RO,0,193.0
2012,NUTS,2010,RO,0,157.0
2013,NUTS,2010,RO,0,134.0
2014,NUTS,2010,RO,0,122.0
2015,NUTS,2010,RO,0,115.0
2016,NUTS,2010,RO,0,157.0
2017,NUTS,2010,RO,0,145.0
2018,NUTS,2010,RO,0,171.0
2019,NUTS,2010,RO,0,217.0
2020,NUTS,2010,RO,0,229.0
2011,NUTS,2010,RO1,1,10.0
2012,NUTS,2010,RO1,1,34.0
2013,NUTS,2010,RO1,1,15.0
2014,NUTS,2010,RO1,1,18.0
2015,NUTS,2010,RO1,1,9.0
2016,NUTS,2010,RO1,1,14.0
2017,NUTS,2010,RO1,1,23.0
2018,NUTS,2010,RO1,1,34.0
2019,NUTS,2010,RO1,1,45.0
2011,NUTS,2010,RO11,2,10.0
2012,NUTS,2010,RO11,2,34.0
2013,NUTS,2010,RO11,2,15.0
2014,NUTS,2010,RO11,2,14.0
2015,NUTS,2010,RO11,2,7.0
2016,NUTS,2010,RO11,2,14.0
2017,NUTS,2010,RO11,2,23.0
2018,NUTS,2010,RO11,2,34.0
2019,NUTS,2010,RO11,2,45.0
2014,NUTS,2010,RO12,2,4.0
2015,NUTS,2010,RO12,2,2.0
2016,NUTS,2010,RO12,2,0.0
2017,NUTS,2010,RO12,2,0.0
2018,NUTS,2010,RO12,2,0.0
2019,NUTS,2010,RO12,2,0.0
2011,NUTS,2010,RO2,1,115.0
2012,NUTS,2010,RO2,1,3.0
2014,NUTS,2010,RO2,1,6.0
2015,NUTS,2010,RO2,1,5.0
2016,NUTS,2010,RO2,1,5.0
2017,NUTS,2010,RO2,1,16.0
2018,NUTS,2010,RO2,1,44.0
2019,NUTS,2010,RO2,1,85.0
2011,NUTS,2010,RO21,2,114.0
2012,NUTS,2010,RO21,2,2.0
2015,NUTS,2010,RO21,2,0.0
2016,NUTS,2010,RO21,2,0.0
2017,NUTS,2010,RO21,2,1.0
2018,NUTS,2010,RO21,2,38.0
2019,NUTS,2010,RO21,2,80.0
2011,NUTS,2010,RO22,2,1.0
2012,NUTS,2010,RO22,2,1.0
2014,NUTS,2010,RO22,2,6.0
2015,NUTS,2010,RO22,2,5.0
2016,NUTS,2010,RO22,2,5.0
2017,NUTS,2010,RO22,2,15.0
2018,NUTS,2010,RO22,2,6.0
2019,NUTS,2010,RO22,2,5.0
2011,NUTS,2010,RO3,1,27.0
2012,NUTS,2010,RO3,1,117.0
2013,NUTS,2010,RO3,1,112.0
2014,NUTS,2010,RO3,1,88.0
2015,NUTS,2010,RO3,1,97.0
2016,NUTS,2010,RO3,1,137.0
2017,NUTS,2010,RO3,1,106.0
