year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_rse_fte_f
2017,NUTS,2010,HU1,1,1116.0
2018,NUTS,2010,HU1,1,1555.0
2019,NUTS,2010,HU1,1,1763.0
2011,NUTS,2010,HU10,2,950.0
2012,NUTS,2010,HU10,2,981.0
2013,NUTS,2010,HU10,2,1032.0
2014,NUTS,2010,HU10,2,1026.0
2015,NUTS,2010,HU10,2,998.0
2016,NUTS,2010,HU10,2,999.0
2017,NUTS,2010,HU11,2,1001.0
2018,NUTS,2010,HU11,2,1384.0
2019,NUTS,2010,HU11,2,1664.0
2017,NUTS,2010,HU12,2,115.0
2018,NUTS,2010,HU12,2,171.0
2019,NUTS,2010,HU12,2,99.0
2011,NUTS,2010,HU2,1,427.0
2012,NUTS,2010,HU2,1,472.0
2013,NUTS,2010,HU2,1,372.0
2014,NUTS,2010,HU2,1,373.0
2015,NUTS,2010,HU2,1,343.0
2016,NUTS,2010,HU2,1,346.0
2017,NUTS,2010,HU2,1,414.0
2018,NUTS,2010,HU2,1,579.0
2019,NUTS,2010,HU2,1,673.0
2011,NUTS,2010,HU21,2,71.0
2012,NUTS,2010,HU21,2,90.0
2013,NUTS,2010,HU21,2,80.0
2014,NUTS,2010,HU21,2,77.0
2015,NUTS,2010,HU21,2,89.0
2016,NUTS,2010,HU21,2,80.0
2017,NUTS,2010,HU21,2,82.0
2018,NUTS,2010,HU21,2,91.0
2019,NUTS,2010,HU21,2,88.0
2011,NUTS,2010,HU22,2,127.0
2012,NUTS,2010,HU22,2,126.0
2013,NUTS,2010,HU22,2,129.0
2014,NUTS,2010,HU22,2,113.0
2015,NUTS,2010,HU22,2,113.0
2016,NUTS,2010,HU22,2,96.0
2017,NUTS,2010,HU22,2,120.0
2018,NUTS,2010,HU22,2,143.0
2019,NUTS,2010,HU22,2,175.0
2011,NUTS,2010,HU23,2,229.0
2012,NUTS,2010,HU23,2,256.0
2013,NUTS,2010,HU23,2,163.0
2014,NUTS,2010,HU23,2,183.0
2015,NUTS,2010,HU23,2,141.0
2016,NUTS,2010,HU23,2,170.0
2017,NUTS,2010,HU23,2,212.0
2018,NUTS,2010,HU23,2,345.0
2019,NUTS,2010,HU23,2,410.0
2011,NUTS,2010,HU3,1,822.0
2012,NUTS,2010,HU3,1,805.0
2013,NUTS,2010,HU3,1,849.0
2014,NUTS,2010,HU3,1,850.0
2015,NUTS,2010,HU3,1,848.0
2016,NUTS,2010,HU3,1,852.0
2017,NUTS,2010,HU3,1,892.0
2018,NUTS,2010,HU3,1,1147.0
2019,NUTS,2010,HU3,1,1343.0
2011,NUTS,2010,HU31,2,140.0
2012,NUTS,2010,HU31,2,135.0
2013,NUTS,2010,HU31,2,122.0
2014,NUTS,2010,HU31,2,127.0
2015,NUTS,2010,HU31,2,131.0
2016,NUTS,2010,HU31,2,137.0
2017,NUTS,2010,HU31,2,153.0
2018,NUTS,2010,HU31,2,174.0
2019,NUTS,2010,HU31,2,216.0
2011,NUTS,2010,HU32,2,307.0
2012,NUTS,2010,HU32,2,335.0
2013,NUTS,2010,HU32,2,351.0
2014,NUTS,2010,HU32,2,343.0
2015,NUTS,2010,HU32,2,320.0
2016,NUTS,2010,HU32,2,343.0
2017,NUTS,2010,HU32,2,366.0
2018,NUTS,2010,HU32,2,494.0
2019,NUTS,2010,HU32,2,569.0
2011,NUTS,2010,HU33,2,375.0
2012,NUTS,2010,HU33,2,335.0
2013,NUTS,2010,HU33,2,376.0
2014,NUTS,2010,HU33,2,380.0
2015,NUTS,2010,HU33,2,397.0
2016,NUTS,2010,HU33,2,372.0
2017,NUTS,2010,HU33,2,373.0
2018,NUTS,2010,HU33,2,479.0
2019,NUTS,2010,HU33,2,558.0
2011,NUTS,2010,IE,0,2339.0
2012,NUTS,2010,IE,0,5382.0
2013,NUTS,2010,IE,0,5567.0
2014,NUTS,2010,IE,0,5752.0
2015,NUTS,2010,IE,0,4674.0
2016,NUTS,2010,IE,0,3595.0
2017,NUTS,2010,IE,0,5653.0
2019,NUTS,2010,IE,0,4751.0
2011,NUTS,2010,IE0,1,2339.0
2012,NUTS,2010,IE0,1,2315.0
2013,NUTS,2010,IE0,1,2299.0
2014,NUTS,2010,IE0,1,3921.0
2015,NUTS,2010,IE0,1,5946.0
2017,NUTS,2010,IE0,1,5653.0
2011,NUTS,2010,IE01,2,327.0
2012,NUTS,2010,IE01,2,324.0
2013,NUTS,2010,IE01,2,322.0
2014,NUTS,2010,IE01,2,549.0
2015,NUTS,2010,IE01,2,182.0
2017,NUTS,2010,IE01,2,1091.0
2011,NUTS,2010,IE02,2,2011.0
2012,NUTS,2010,IE02,2,1991.0
2013,NUTS,2010,IE02,2,1977.0
2014,NUTS,2010,IE02,2,3372.0
2015,NUTS,2010,IE02,2,5764.0
2017,NUTS,2010,IE02,2,4562.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,342.0
2011,NUTS,2010,IT,0,18330.0
2012,NUTS,2010,IT,0,19369.0
2013,NUTS,2010,IT,0,20421.0
2014,NUTS,2010,IT,0,20716.0
2015,NUTS,2010,IT,0,21201.0
2016,NUTS,2010,IT,0,22102.0
2017,NUTS,2010,IT,0,22385.0
2018,NUTS,2010,IT,0,22698.0
2019,NUTS,2010,IT,0,23955.0
2011,NUTS,2010,ITC,1,4803.0
2012,NUTS,2010,ITC,1,4989.0
2013,NUTS,2010,ITC,1,5280.0
2014,NUTS,2010,ITC,1,5188.0
2015,NUTS,2010,ITC,1,5646.0
2016,NUTS,2010,ITC,1,5825.0
2017,NUTS,2010,ITC,1,6097.0
2018,NUTS,2010,ITC,1,6035.0
2019,NUTS,2010,ITC,1,6252.0
2011,NUTS,2010,ITC1,2,1167.0
2012,NUTS,2010,ITC1,2,1195.0
2013,NUTS,2010,ITC1,2,1350.0
2014,NUTS,2010,ITC1,2,1229.0
2015,NUTS,2010,ITC1,2,1553.0
2016,NUTS,2010,ITC1,2,1399.0
2017,NUTS,2010,ITC1,2,1421.0
2018,NUTS,2010,ITC1,2,1398.0
2019,NUTS,2010,ITC1,2,1433.0
2011,NUTS,2010,ITC2,2,7.0
2012,NUTS,2010,ITC2,2,6.0
2013,NUTS,2010,ITC2,2,17.0
2014,NUTS,2010,ITC2,2,22.0
2015,NUTS,2010,ITC2,2,14.0
2016,NUTS,2010,ITC2,2,13.0
2017,NUTS,2010,ITC2,2,21.0
2018,NUTS,2010,ITC2,2,15.0
2019,NUTS,2010,ITC2,2,14.0
2011,NUTS,2010,ITC3,2,472.0
2012,NUTS,2010,ITC3,2,524.0
2013,NUTS,2010,ITC3,2,594.0
2014,NUTS,2010,ITC3,2,555.0
2015,NUTS,2010,ITC3,2,722.0
2016,NUTS,2010,ITC3,2,594.0
2017,NUTS,2010,ITC3,2,631.0
2018,NUTS,2010,ITC3,2,530.0
2019,NUTS,2010,ITC3,2,603.0
2011,NUTS,2010,ITC4,2,3157.0
2012,NUTS,2010,ITC4,2,3264.0
2013,NUTS,2010,ITC4,2,3319.0
2014,NUTS,2010,ITC4,2,3383.0
2015,NUTS,2010,ITC4,2,3357.0
2016,NUTS,2010,ITC4,2,3819.0
2017,NUTS,2010,ITC4,2,4024.0
2018,NUTS,2010,ITC4,2,4093.0
2019,NUTS,2010,ITC4,2,4203.0
2011,NUTS,2010,ITF,1,3122.0
2012,NUTS,2010,ITF,1,3325.0
2013,NUTS,2010,ITF,1,3488.0
2014,NUTS,2010,ITF,1,3627.0
2015,NUTS,2010,ITF,1,3797.0
2016,NUTS,2010,ITF,1,3982.0
2017,NUTS,2010,ITF,1,4018.0
2018,NUTS,2010,ITF,1,3902.0
2019,NUTS,2010,ITF,1,4180.0
2011,NUTS,2010,ITF1,2,387.0
2012,NUTS,2010,ITF1,2,418.0
2013,NUTS,2010,ITF1,2,428.0
2014,NUTS,2010,ITF1,2,423.0
2015,NUTS,2010,ITF1,2,519.0
2016,NUTS,2010,ITF1,2,552.0
2017,NUTS,2010,ITF1,2,636.0
2018,NUTS,2010,ITF1,2,515.0
2019,NUTS,2010,ITF1,2,546.0
2015,NUTS,2010,ITF2,2,118.0
2016,NUTS,2010,ITF2,2,98.0
2017,NUTS,2010,ITF2,2,97.0
2018,NUTS,2010,ITF2,2,88.0
2019,NUTS,2010,ITF2,2,80.0
2011,NUTS,2010,ITF3,2,1317.0
2012,NUTS,2010,ITF3,2,1432.0
2013,NUTS,2010,ITF3,2,1568.0
2014,NUTS,2010,ITF3,2,1658.0
2015,NUTS,2010,ITF3,2,1668.0
2016,NUTS,2010,ITF3,2,1924.0
2017,NUTS,2010,ITF3,2,1910.0
2018,NUTS,2010,ITF3,2,1830.0
2019,NUTS,2010,ITF3,2,2031.0
2011,NUTS,2010,ITF4,2,931.0
2012,NUTS,2010,ITF4,2,936.0
2013,NUTS,2010,ITF4,2,840.0
2014,NUTS,2010,ITF4,2,848.0
2015,NUTS,2010,ITF4,2,920.0
2016,NUTS,2010,ITF4,2,922.0
2017,NUTS,2010,ITF4,2,920.0
2018,NUTS,2010,ITF4,2,892.0
2019,NUTS,2010,ITF4,2,931.0
2012,NUTS,2010,ITF5,2,102.0
2013,NUTS,2010,ITF5,2,89.0
2015,NUTS,2010,ITF5,2,96.0
2016,NUTS,2010,ITF5,2,75.0
2017,NUTS,2010,ITF5,2,78.0
2018,NUTS,2010,ITF5,2,78.0
2019,NUTS,2010,ITF5,2,98.0
2011,NUTS,2010,ITF6,2,310.0
2015,NUTS,2010,ITF6,2,475.0
2016,NUTS,2010,ITF6,2,412.0
2017,NUTS,2010,ITF6,2,377.0
2018,NUTS,2010,ITF6,2,500.0
2019,NUTS,2010,ITF6,2,494.0
2011,NUTS,2010,ITG,1,1595.0
2012,NUTS,2010,ITG,1,1717.0
2013,NUTS,2010,ITG,1,1802.0
2014,NUTS,2010,ITG,1,1888.0
2015,NUTS,2010,ITG,1,2007.0
2016,NUTS,2010,ITG,1,1564.0
2017,NUTS,2010,ITG,1,1492.0
2018,NUTS,2010,ITG,1,1484.0
2019,NUTS,2010,ITG,1,1594.0
2011,NUTS,2010,ITG1,2,981.0
2012,NUTS,2010,ITG1,2,1007.0
2013,NUTS,2010,ITG1,2,1086.0
2014,NUTS,2010,ITG1,2,1129.0
2015,NUTS,2010,ITG1,2,1194.0
2016,NUTS,2010,ITG1,2,1044.0
2017,NUTS,2010,ITG1,2,959.0
2018,NUTS,2010,ITG1,2,973.0
2019,NUTS,2010,ITG1,2,1058.0
2011,NUTS,2010,ITG2,2,613.0
2012,NUTS,2010,ITG2,2,710.0
2013,NUTS,2010,ITG2,2,717.0
2014,NUTS,2010,ITG2,2,758.0
2015,NUTS,2010,ITG2,2,814.0
2016,NUTS,2010,ITG2,2,519.0
2017,NUTS,2010,ITG2,2,533.0
2018,NUTS,2010,ITG2,2,511.0
2019,NUTS,2010,ITG2,2,536.0
2011,NUTS,2010,ITH,1,4098.0
2012,NUTS,2010,ITH,1,4395.0
2013,NUTS,2010,ITH,1,4712.0
2014,NUTS,2010,ITH,1,4871.0
2015,NUTS,2010,ITH,1,4407.0
2016,NUTS,2010,ITH,1,5044.0
2017,NUTS,2010,ITH,1,5249.0
2018,NUTS,2010,ITH,1,5568.0
2019,NUTS,2010,ITH,1,5855.0
2011,NUTS,2010,ITH1,2,5.0
2012,NUTS,2010,ITH1,2,13.0
2013,NUTS,2010,ITH1,2,33.0
2014,NUTS,2010,ITH1,2,46.0
2015,NUTS,2010,ITH1,2,48.0
2016,NUTS,2010,ITH1,2,86.0
2017,NUTS,2010,ITH1,2,111.0
2018,NUTS,2010,ITH1,2,128.0
2019,NUTS,2010,ITH1,2,156.0
2011,NUTS,2010,ITH2,2,152.0
2012,NUTS,2010,ITH2,2,192.0
2013,NUTS,2010,ITH2,2,221.0
2014,NUTS,2010,ITH2,2,237.0
2015,NUTS,2010,ITH2,2,262.0
2016,NUTS,2010,ITH2,2,298.0
2017,NUTS,2010,ITH2,2,289.0
2018,NUTS,2010,ITH2,2,339.0
2019,NUTS,2010,ITH2,2,351.0
2011,NUTS,2010,ITH3,2,1452.0
2012,NUTS,2010,ITH3,2,1555.0
2013,NUTS,2010,ITH3,2,1658.0
2014,NUTS,2010,ITH3,2,1720.0
2015,NUTS,2010,ITH3,2,1740.0
2016,NUTS,2010,ITH3,2,1755.0
2017,NUTS,2010,ITH3,2,1839.0
2018,NUTS,2010,ITH3,2,1989.0
2019,NUTS,2010,ITH3,2,2097.0
2011,NUTS,2010,ITH4,2,465.0
2012,NUTS,2010,ITH4,2,501.0
2013,NUTS,2010,ITH4,2,491.0
2014,NUTS,2010,ITH4,2,522.0
2015,NUTS,2010,ITH4,2,542.0
2016,NUTS,2010,ITH4,2,520.0
2017,NUTS,2010,ITH4,2,551.0
2018,NUTS,2010,ITH4,2,596.0
2019,NUTS,2010,ITH4,2,568.0
2011,NUTS,2010,ITH5,2,2023.0
2012,NUTS,2010,ITH5,2,2134.0
2013,NUTS,2010,ITH5,2,2309.0
2014,NUTS,2010,ITH5,2,2345.0
2015,NUTS,2010,ITH5,2,1816.0
2016,NUTS,2010,ITH5,2,2386.0
2017,NUTS,2010,ITH5,2,2459.0
2018,NUTS,2010,ITH5,2,2516.0
2019,NUTS,2010,ITH5,2,2683.0
2011,NUTS,2010,ITI,1,4712.0
2012,NUTS,2010,ITI,1,4943.0
2013,NUTS,2010,ITI,1,5138.0
2014,NUTS,2010,ITI,1,5143.0
2015,NUTS,2010,ITI,1,5345.0
2016,NUTS,2010,ITI,1,5688.0
2017,NUTS,2010,ITI,1,5529.0
2018,NUTS,2010,ITI,1,5709.0
2019,NUTS,2010,ITI,1,6074.0
2011,NUTS,2010,ITI1,2,1933.0
2012,NUTS,2010,ITI1,2,2032.0
2013,NUTS,2010,ITI1,2,1893.0
2014,NUTS,2010,ITI1,2,1805.0
2015,NUTS,2010,ITI1,2,1927.0
2016,NUTS,2010,ITI1,2,1910.0
2017,NUTS,2010,ITI1,2,1938.0
2018,NUTS,2010,ITI1,2,2146.0
2019,NUTS,2010,ITI1,2,2161.0
2011,NUTS,2010,ITI2,2,405.0
2012,NUTS,2010,ITI2,2,413.0
2013,NUTS,2010,ITI2,2,404.0
2014,NUTS,2010,ITI2,2,415.0
2015,NUTS,2010,ITI2,2,460.0
2016,NUTS,2010,ITI2,2,432.0
2017,NUTS,2010,ITI2,2,412.0
2018,NUTS,2010,ITI2,2,478.0
2019,NUTS,2010,ITI2,2,436.0
2011,NUTS,2010,ITI3,2,399.0
2012,NUTS,2010,ITI3,2,396.0
2013,NUTS,2010,ITI3,2,463.0
2014,NUTS,2010,ITI3,2,484.0
2015,NUTS,2010,ITI3,2,508.0
2016,NUTS,2010,ITI3,2,568.0
2017,NUTS,2010,ITI3,2,643.0
2018,NUTS,2010,ITI3,2,615.0
2019,NUTS,2010,ITI3,2,607.0
2011,NUTS,2010,ITI4,2,1974.0
2012,NUTS,2010,ITI4,2,2101.0
2013,NUTS,2010,ITI4,2,2378.0
2014,NUTS,2010,ITI4,2,2439.0
2015,NUTS,2010,ITI4,2,2450.0
2016,NUTS,2010,ITI4,2,2778.0
2017,NUTS,2010,ITI4,2,2536.0
2018,NUTS,2010,ITI4,2,2472.0
2019,NUTS,2010,ITI4,2,2871.0
2011,NUTS,2010,LT,0,2966.0
2012,NUTS,2010,LT,0,2880.0
2013,NUTS,2010,LT,0,2833.0
2014,NUTS,2010,LT,0,2758.0
2015,NUTS,2010,LT,0,2558.0
2016,NUTS,2010,LT,0,2536.0
2017,NUTS,2010,LT,0,2467.0
2018,NUTS,2010,LT,0,2429.0
2019,NUTS,2010,LT,0,2576.0
2015,NUTS,2010,LT01,2,1278.0
2016,NUTS,2010,LT01,2,1231.0
2017,NUTS,2010,LT01,2,1202.0
2018,NUTS,2010,LT01,2,1184.0
2019,NUTS,2010,LT01,2,1159.0
2015,NUTS,2010,LT02,2,1280.0
2016,NUTS,2010,LT02,2,1305.0
2017,NUTS,2010,LT02,2,1266.0
2018,NUTS,2010,LT02,2,1245.0
2019,NUTS,2010,LT02,2,1417.0
2011,NUTS,2010,LU,0,217.0
2012,NUTS,2010,LU,0,245.0
2013,NUTS,2010,LU,0,293.0
2014,NUTS,2010,LU,0,343.0
2015,NUTS,2010,LU,0,354.0
2017,NUTS,2010,LU,0,365.0
2019,NUTS,2010,LU,0,420.0
2011,NUTS,2010,LV,0,1337.0
2012,NUTS,2010,LV,0,1314.0
2013,NUTS,2010,LV,0,1183.0
2014,NUTS,2010,LV,0,1143.0
2015,NUTS,2010,LV,0,1153.0
2016,NUTS,2010,LV,0,978.0
2017,NUTS,2010,LV,0,1176.0
2018,NUTS,2010,LV,0,1103.0
2019,NUTS,2010,LV,0,1184.0
2011,NUTS,2010,ME,0,102.0
2013,NUTS,2010,ME,0,94.0
2014,NUTS,2010,ME,0,106.0
2015,NUTS,2010,ME,0,160.0
2017,NUTS,2010,ME,0,129.0
2018,NUTS,2010,ME,0,130.0
2019,NUTS,2010,ME,0,123.0
2011,NUTS,2010,MK,0,297.0
2012,NUTS,2010,MK,0,360.0
2015,NUTS,2010,MK,0,610.0
2016,NUTS,2010,MK,0,600.0
2017,NUTS,2010,MK,0,497.0
2018,NUTS,2010,MK,0,539.0
2019,NUTS,2010,MK,0,524.0
2011,NUTS,2010,MT,0,66.0
2012,NUTS,2010,MT,0,80.0
2013,NUTS,2010,MT,0,99.0
2014,NUTS,2010,MT,0,128.0
2015,NUTS,2010,MT,0,113.0
2016,NUTS,2010,MT,0,112.0
2017,NUTS,2010,MT,0,131.0
2018,NUTS,2010,MT,0,137.0
2019,NUTS,2010,MT,0,157.0
2011,NUTS,2010,NL,0,8040.0
2012,NUTS,2010,NL,0,8125.0
2011,NUTS,2010,PL,0,16832.0
2012,NUTS,2010,PL,0,15821.0
2013,NUTS,2010,PL,0,15870.0
2014,NUTS,2010,PL,0,17130.0
2015,NUTS,2010,PL,0,17631.0
2016,NUTS,2010,PL,0,19344.0
2017,NUTS,2010,PL,0,25765.0
2018,NUTS,2010,PL,0,26177.0
2019,NUTS,2010,PL,0,27835.0
2011,NUTS,2010,PL1,1,3957.0
2012,NUTS,2010,PL1,1,3901.0
2013,NUTS,2010,PL1,1,3782.0
2014,NUTS,2010,PL1,1,4016.0
2015,NUTS,2010,PL1,1,4032.0
2012,NUTS,2010,PL11,2,1312.0
2013,NUTS,2010,PL11,2,1128.0
2014,NUTS,2010,PL11,2,1173.0
2015,NUTS,2010,PL11,2,1137.0
2012,NUTS,2010,PL12,2,2589.0
2013,NUTS,2010,PL12,2,2654.0
2014,NUTS,2010,PL12,2,2842.0
2015,NUTS,2010,PL12,2,2895.0
2011,NUTS,2010,PL2,1,3970.0
2012,NUTS,2010,PL2,1,3417.0
2013,NUTS,2010,PL2,1,3618.0
2014,NUTS,2010,PL2,1,4029.0
2015,NUTS,2010,PL2,1,4102.0
2016,NUTS,2010,PL2,1,4017.0
2017,NUTS,2010,PL2,1,5602.0
2018,NUTS,2010,PL2,1,5544.0
2019,NUTS,2010,PL2,1,6702.0
2011,NUTS,2010,PL21,2,2469.0
2012,NUTS,2010,PL21,2,1937.0
2013,NUTS,2010,PL21,2,2161.0
2014,NUTS,2010,PL21,2,2485.0
2015,NUTS,2010,PL21,2,2539.0
2016,NUTS,2010,PL21,2,2336.0
2017,NUTS,2010,PL21,2,3700.0
2018,NUTS,2010,PL21,2,3678.0
2019,NUTS,2010,PL21,2,3667.0
2011,NUTS,2010,PL22,2,1501.0
2012,NUTS,2010,PL22,2,1481.0
2013,NUTS,2010,PL22,2,1457.0
2014,NUTS,2010,PL22,2,1544.0
2015,NUTS,2010,PL22,2,1564.0
2016,NUTS,2010,PL22,2,1681.0
2017,NUTS,2010,PL22,2,1902.0
2018,NUTS,2010,PL22,2,1866.0
2019,NUTS,2010,PL22,2,3036.0
2011,NUTS,2010,PL3,1,2158.0
2012,NUTS,2010,PL3,1,2019.0
2013,NUTS,2010,PL3,1,2197.0
2014,NUTS,2010,PL3,1,2380.0
2015,NUTS,2010,PL3,1,2737.0
2011,NUTS,2010,PL31,2,1059.0
2012,NUTS,2010,PL31,2,1061.0
2013,NUTS,2010,PL31,2,1063.0
2014,NUTS,2010,PL31,2,1121.0
2015,NUTS,2010,PL31,2,1101.0
2012,NUTS,2010,PL32,2,219.0
2013,NUTS,2010,PL32,2,248.0
2014,NUTS,2010,PL32,2,278.0
2015,NUTS,2010,PL32,2,563.0
2012,NUTS,2010,PL33,2,64.0
2013,NUTS,2010,PL33,2,312.0
2014,NUTS,2010,PL33,2,343.0
2015,NUTS,2010,PL33,2,402.0
2011,NUTS,2010,PL34,2,616.0
2012,NUTS,2010,PL34,2,676.0
2013,NUTS,2010,PL34,2,574.0
2014,NUTS,2010,PL34,2,639.0
2015,NUTS,2010,PL34,2,670.0
2011,NUTS,2010,PL4,1,2373.0
2012,NUTS,2010,PL4,1,2078.0
2013,NUTS,2010,PL4,1,1725.0
2014,NUTS,2010,PL4,1,2178.0
2015,NUTS,2010,PL4,1,2255.0
2016,NUTS,2010,PL4,1,2329.0
2017,NUTS,2010,PL4,1,2997.0
2018,NUTS,2010,PL4,1,3008.0
2019,NUTS,2010,PL4,1,2731.0
2011,NUTS,2010,PL41,2,1413.0
2012,NUTS,2010,PL41,2,1190.0
2013,NUTS,2010,PL41,2,816.0
2014,NUTS,2010,PL41,2,1117.0
2015,NUTS,2010,PL41,2,1227.0
2016,NUTS,2010,PL41,2,1379.0
2017,NUTS,2010,PL41,2,1598.0
2012,NUTS,2010,PL42,2,698.0
2013,NUTS,2010,PL42,2,642.0
2014,NUTS,2010,PL42,2,791.0
2015,NUTS,2010,PL42,2,760.0
2016,NUTS,2010,PL42,2,688.0
2017,NUTS,2010,PL42,2,1097.0
2018,NUTS,2010,PL42,2,1127.0
2019,NUTS,2010,PL42,2,953.0
2012,NUTS,2010,PL43,2,189.0
2013,NUTS,2010,PL43,2,266.0
2014,NUTS,2010,PL43,2,271.0
2015,NUTS,2010,PL43,2,268.0
2016,NUTS,2010,PL43,2,262.0
2017,NUTS,2010,PL43,2,302.0
2011,NUTS,2010,PL5,1,1921.0
2012,NUTS,2010,PL5,1,1909.0
2013,NUTS,2010,PL5,1,2125.0
2014,NUTS,2010,PL5,1,2087.0
2015,NUTS,2010,PL5,1,2004.0
2016,NUTS,2010,PL5,1,2000.0
2017,NUTS,2010,PL5,1,2725.0
2018,NUTS,2010,PL5,1,2668.0
2019,NUTS,2010,PL5,1,2719.0
2011,NUTS,2010,PL51,2,1675.0
2012,NUTS,2010,PL51,2,1666.0
2013,NUTS,2010,PL51,2,1897.0
2014,NUTS,2010,PL51,2,1844.0
2015,NUTS,2010,PL51,2,1756.0
2016,NUTS,2010,PL51,2,1778.0
2017,NUTS,2010,PL51,2,2440.0
2018,NUTS,2010,PL51,2,2348.0
2019,NUTS,2010,PL51,2,2395.0
2011,NUTS,2010,PL52,2,246.0
2012,NUTS,2010,PL52,2,243.0
2013,NUTS,2010,PL52,2,228.0
2014,NUTS,2010,PL52,2,243.0
2015,NUTS,2010,PL52,2,249.0
2016,NUTS,2010,PL52,2,222.0
2017,NUTS,2010,PL52,2,285.0
2018,NUTS,2010,PL52,2,320.0
2019,NUTS,2010,PL52,2,324.0
2011,NUTS,2010,PL6,1,2453.0
2012,NUTS,2010,PL6,1,2496.0
2013,NUTS,2010,PL6,1,2424.0
2014,NUTS,2010,PL6,1,2440.0
2015,NUTS,2010,PL6,1,2501.0
2016,NUTS,2010,PL6,1,2595.0
2017,NUTS,2010,PL6,1,3622.0
2018,NUTS,2010,PL6,1,3382.0
2019,NUTS,2010,PL6,1,3775.0
2012,NUTS,2010,PL61,2,934.0
2013,NUTS,2010,PL61,2,904.0
2014,NUTS,2010,PL61,2,882.0
2015,NUTS,2010,PL61,2,944.0
2016,NUTS,2010,PL61,2,797.0
2012,NUTS,2010,PL62,2,462.0
2013,NUTS,2010,PL62,2,421.0
2014,NUTS,2010,PL62,2,476.0
2015,NUTS,2010,PL62,2,448.0
2016,NUTS,2010,PL62,2,500.0
2011,NUTS,2010,PL63,2,1143.0
2012,NUTS,2010,PL63,2,1101.0
2013,NUTS,2010,PL63,2,1099.0
2014,NUTS,2010,PL63,2,1082.0
2015,NUTS,2010,PL63,2,1109.0
2016,NUTS,2010,PL63,2,1298.0
2017,NUTS,2010,PL63,2,1568.0
2018,NUTS,2010,PL63,2,1804.0
2019,NUTS,2010,PL63,2,1498.0
2016,NUTS,2010,PL7,1,1799.0
2017,NUTS,2010,PL7,1,2040.0
2018,NUTS,2010,PL7,1,1983.0
2019,NUTS,2010,PL7,1,2230.0
2017,NUTS,2010,PL71,2,1761.0
2019,NUTS,2010,PL71,2,1891.0
2017,NUTS,2010,PL72,2,279.0
2019,NUTS,2010,PL72,2,339.0
2016,NUTS,2010,PL8,1,2357.0
2017,NUTS,2010,PL8,1,2789.0
2018,NUTS,2010,PL8,1,3600.0
2019,NUTS,2010,PL8,1,3424.0
2016,NUTS,2010,PL81,2,1265.0
2017,NUTS,2010,PL81,2,1531.0
2018,NUTS,2010,PL81,2,2110.0
2019,NUTS,2010,PL81,2,2116.0
2016,NUTS,2010,PL82,2,578.0
2017,NUTS,2010,PL82,2,588.0
2018,NUTS,2010,PL82,2,677.0
2019,NUTS,2010,PL82,2,481.0
2016,NUTS,2010,PL84,2,514.0
2017,NUTS,2010,PL84,2,670.0
2018,NUTS,2010,PL84,2,814.0
2019,NUTS,2010,PL84,2,828.0
2016,NUTS,2010,PL9,1,4247.0
2017,NUTS,2010,PL9,1,5990.0
2018,NUTS,2010,PL9,1,5992.0
2019,NUTS,2010,PL9,1,6254.0
2017,NUTS,2010,PL91,2,5784.0
2018,NUTS,2010,PL91,2,5776.0
2019,NUTS,2010,PL91,2,6016.0
2017,NUTS,2010,PL92,2,206.0
2018,NUTS,2010,PL92,2,216.0
2019,NUTS,2010,PL92,2,238.0
2011,NUTS,2010,PT,0,11735.0
2012,NUTS,2010,PT,0,12064.0
2013,NUTS,2010,PT,0,12874.0
2014,NUTS,2010,PT,0,12377.0
2015,NUTS,2010,PT,0,12462.0
2016,NUTS,2010,PT,0,13077.0
2017,NUTS,2010,PT,0,13893.0
2018,NUTS,2010,PT,0,14642.0
2019,NUTS,2010,PT,0,14750.0
2020,NUTS,2010,PT,0,14740.0
2011,NUTS,2010,PT1,1,11548.0
2012,NUTS,2010,PT1,1,11904.0
2013,NUTS,2010,PT1,1,12691.0
2014,NUTS,2010,PT1,1,12189.0
2015,NUTS,2010,PT1,1,12290.0
2016,NUTS,2010,PT1,1,12895.0
2017,NUTS,2010,PT1,1,13697.0
2018,NUTS,2010,PT1,1,14435.0
2019,NUTS,2010,PT1,1,14570.0
2020,NUTS,2010,PT1,1,14572.0
2011,NUTS,2010,PT11,2,3665.0
2012,NUTS,2010,PT11,2,3626.0
2013,NUTS,2010,PT11,2,4239.0
2014,NUTS,2010,PT11,2,4022.0
2015,NUTS,2010,PT11,2,3941.0
2016,NUTS,2010,PT11,2,4212.0
2017,NUTS,2010,PT11,2,4566.0
2018,NUTS,2010,PT11,2,4897.0
2019,NUTS,2010,PT11,2,5074.0
2020,NUTS,2010,PT11,2,5232.0
2011,NUTS,2010,PT15,2,395.0
2012,NUTS,2010,PT15,2,343.0
2013,NUTS,2010,PT15,2,305.0
2014,NUTS,2010,PT15,2,326.0
2015,NUTS,2010,PT15,2,316.0
2016,NUTS,2010,PT15,2,315.0
2017,NUTS,2010,PT15,2,286.0
2018,NUTS,2010,PT15,2,298.0
