year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_hc_total_t
2015,NUTS,2010,DEA1,2,14240.0
2016,NUTS,2010,DEA1,2,14297.0
2017,NUTS,2010,DEA1,2,14924.0
2018,NUTS,2010,DEA1,2,15661.0
2019,NUTS,2010,DEA1,2,15120.0
2011,NUTS,2010,DEA2,2,23917.0
2012,NUTS,2010,DEA2,2,24645.0
2013,NUTS,2010,DEA2,2,26288.0
2014,NUTS,2010,DEA2,2,27186.0
2015,NUTS,2010,DEA2,2,27886.0
2016,NUTS,2010,DEA2,2,28241.0
2017,NUTS,2010,DEA2,2,29156.0
2018,NUTS,2010,DEA2,2,29177.0
2019,NUTS,2010,DEA2,2,29688.0
2011,NUTS,2010,DEA3,2,8628.0
2012,NUTS,2010,DEA3,2,8855.0
2013,NUTS,2010,DEA3,2,9245.0
2014,NUTS,2010,DEA3,2,9119.0
2015,NUTS,2010,DEA3,2,9155.0
2016,NUTS,2010,DEA3,2,8830.0
2017,NUTS,2010,DEA3,2,9204.0
2018,NUTS,2010,DEA3,2,9485.0
2019,NUTS,2010,DEA3,2,9643.0
2011,NUTS,2010,DEA4,2,5042.0
2012,NUTS,2010,DEA4,2,5178.0
2013,NUTS,2010,DEA4,2,5370.0
2014,NUTS,2010,DEA4,2,5528.0
2015,NUTS,2010,DEA4,2,5474.0
2016,NUTS,2010,DEA4,2,5969.0
2017,NUTS,2010,DEA4,2,6328.0
2018,NUTS,2010,DEA4,2,6617.0
2019,NUTS,2010,DEA4,2,6612.0
2011,NUTS,2010,DEA5,2,11593.0
2012,NUTS,2010,DEA5,2,11604.0
2013,NUTS,2010,DEA5,2,11926.0
2014,NUTS,2010,DEA5,2,12256.0
2015,NUTS,2010,DEA5,2,12419.0
2016,NUTS,2010,DEA5,2,13180.0
2017,NUTS,2010,DEA5,2,13695.0
2018,NUTS,2010,DEA5,2,14023.0
2019,NUTS,2010,DEA5,2,14121.0
2011,NUTS,2010,DEB,1,11375.0
2012,NUTS,2010,DEB,1,11866.0
2013,NUTS,2010,DEB,1,12061.0
2014,NUTS,2010,DEB,1,12113.0
2015,NUTS,2010,DEB,1,12421.0
2016,NUTS,2010,DEB,1,12734.0
2017,NUTS,2010,DEB,1,12887.0
2018,NUTS,2010,DEB,1,13168.0
2019,NUTS,2010,DEB,1,13305.0
2011,NUTS,2010,DEB1,2,1211.0
2012,NUTS,2010,DEB1,2,1247.0
2013,NUTS,2010,DEB1,2,1309.0
2014,NUTS,2010,DEB1,2,1309.0
2015,NUTS,2010,DEB1,2,1378.0
2016,NUTS,2010,DEB1,2,1395.0
2017,NUTS,2010,DEB1,2,1503.0
2018,NUTS,2010,DEB1,2,1598.0
2019,NUTS,2010,DEB1,2,1702.0
2011,NUTS,2010,DEB2,2,1394.0
2012,NUTS,2010,DEB2,2,1444.0
2013,NUTS,2010,DEB2,2,1403.0
2014,NUTS,2010,DEB2,2,1324.0
2015,NUTS,2010,DEB2,2,1424.0
2016,NUTS,2010,DEB2,2,1420.0
2017,NUTS,2010,DEB2,2,1414.0
2018,NUTS,2010,DEB2,2,1329.0
2019,NUTS,2010,DEB2,2,1338.0
2011,NUTS,2010,DEB3,2,8770.0
2012,NUTS,2010,DEB3,2,9175.0
2013,NUTS,2010,DEB3,2,9349.0
2014,NUTS,2010,DEB3,2,9480.0
2015,NUTS,2010,DEB3,2,9619.0
2016,NUTS,2010,DEB3,2,9919.0
2017,NUTS,2010,DEB3,2,9970.0
2018,NUTS,2010,DEB3,2,10241.0
2019,NUTS,2010,DEB3,2,10265.0
2011,NUTS,2010,DEC,1,3796.0
2012,NUTS,2010,DEC,1,4027.0
2013,NUTS,2010,DEC,1,4219.0
2014,NUTS,2010,DEC,1,4255.0
2015,NUTS,2010,DEC,1,4311.0
2016,NUTS,2010,DEC,1,4371.0
2017,NUTS,2010,DEC,1,4237.0
2018,NUTS,2010,DEC,1,4215.0
2019,NUTS,2010,DEC,1,4283.0
2011,NUTS,2010,DEC0,2,3796.0
2012,NUTS,2010,DEC0,2,4027.0
2013,NUTS,2010,DEC0,2,4219.0
2014,NUTS,2010,DEC0,2,4255.0
2015,NUTS,2010,DEC0,2,4311.0
2016,NUTS,2010,DEC0,2,4371.0
2017,NUTS,2010,DEC0,2,4237.0
2018,NUTS,2010,DEC0,2,4215.0
2019,NUTS,2010,DEC0,2,4283.0
2011,NUTS,2010,DED,1,19593.0
2012,NUTS,2010,DED,1,20188.0
2013,NUTS,2010,DED,1,21703.0
2014,NUTS,2010,DED,1,21614.0
2015,NUTS,2010,DED,1,21156.0
2016,NUTS,2010,DED,1,21176.0
2017,NUTS,2010,DED,1,21890.0
2018,NUTS,2010,DED,1,22675.0
2019,NUTS,2010,DED,1,23114.0
2011,NUTS,2010,DED2,2,5022.0
2012,NUTS,2010,DED2,2,4996.0
2013,NUTS,2010,DED2,2,5363.0
2014,NUTS,2010,DED2,2,5490.0
2015,NUTS,2010,DED2,2,9138.0
2016,NUTS,2010,DED2,2,9128.0
2017,NUTS,2010,DED2,2,9545.0
2018,NUTS,2010,DED2,2,9880.0
2019,NUTS,2010,DED2,2,9888.0
2011,NUTS,2010,DED4,2,8896.0
2012,NUTS,2010,DED4,2,9132.0
2013,NUTS,2010,DED4,2,9546.0
2014,NUTS,2010,DED4,2,9325.0
2015,NUTS,2010,DED4,2,5239.0
2016,NUTS,2010,DED4,2,5284.0
2017,NUTS,2010,DED4,2,5324.0
2018,NUTS,2010,DED4,2,5460.0
2019,NUTS,2010,DED4,2,5545.0
2011,NUTS,2010,DED5,2,5676.0
2012,NUTS,2010,DED5,2,6060.0
2013,NUTS,2010,DED5,2,6794.0
2014,NUTS,2010,DED5,2,6799.0
2015,NUTS,2010,DED5,2,6779.0
2016,NUTS,2010,DED5,2,6764.0
2017,NUTS,2010,DED5,2,7020.0
2018,NUTS,2010,DED5,2,7335.0
2019,NUTS,2010,DED5,2,7681.0
2011,NUTS,2010,DEE,1,7377.0
2012,NUTS,2010,DEE,1,7594.0
2013,NUTS,2010,DEE,1,7708.0
2014,NUTS,2010,DEE,1,7558.0
2015,NUTS,2010,DEE,1,7619.0
2016,NUTS,2010,DEE,1,7294.0
2017,NUTS,2010,DEE,1,7344.0
2018,NUTS,2010,DEE,1,7877.0
2019,NUTS,2010,DEE,1,8028.0
2011,NUTS,2010,DEE0,2,7377.0
2012,NUTS,2010,DEE0,2,7594.0
2013,NUTS,2010,DEE0,2,7708.0
2014,NUTS,2010,DEE0,2,7558.0
2015,NUTS,2010,DEE0,2,7619.0
2016,NUTS,2010,DEE0,2,7294.0
2017,NUTS,2010,DEE0,2,7344.0
2018,NUTS,2010,DEE0,2,7877.0
2019,NUTS,2010,DEE0,2,8028.0
2011,NUTS,2010,DEF,1,7382.0
2012,NUTS,2010,DEF,1,7613.0
2013,NUTS,2010,DEF,1,7793.0
2014,NUTS,2010,DEF,1,8002.0
2015,NUTS,2010,DEF,1,8094.0
2016,NUTS,2010,DEF,1,8233.0
2017,NUTS,2010,DEF,1,8328.0
2018,NUTS,2010,DEF,1,8642.0
2019,NUTS,2010,DEF,1,9016.0
2011,NUTS,2010,DEF0,2,7382.0
2012,NUTS,2010,DEF0,2,7613.0
2013,NUTS,2010,DEF0,2,7793.0
2014,NUTS,2010,DEF0,2,8002.0
2015,NUTS,2010,DEF0,2,8094.0
2016,NUTS,2010,DEF0,2,8233.0
2017,NUTS,2010,DEF0,2,8328.0
2018,NUTS,2010,DEF0,2,8642.0
2019,NUTS,2010,DEF0,2,9016.0
2011,NUTS,2010,DEG,1,8338.0
2012,NUTS,2010,DEG,1,8575.0
2013,NUTS,2010,DEG,1,8748.0
2014,NUTS,2010,DEG,1,8792.0
2015,NUTS,2010,DEG,1,8553.0
2016,NUTS,2010,DEG,1,8345.0
2017,NUTS,2010,DEG,1,8402.0
2018,NUTS,2010,DEG,1,8560.0
2019,NUTS,2010,DEG,1,8547.0
2011,NUTS,2010,DEG0,2,8338.0
2012,NUTS,2010,DEG0,2,8575.0
2013,NUTS,2010,DEG0,2,8748.0
2014,NUTS,2010,DEG0,2,8792.0
2015,NUTS,2010,DEG0,2,8553.0
2016,NUTS,2010,DEG0,2,8345.0
2017,NUTS,2010,DEG0,2,8402.0
2018,NUTS,2010,DEG0,2,8560.0
2019,NUTS,2010,DEG0,2,8547.0
2011,NUTS,2010,DEZ,1,12772.0
2012,NUTS,2010,DEZ,1,12818.0
2013,NUTS,2010,DEZ,1,12496.0
2014,NUTS,2010,DEZ,1,12074.0
2015,NUTS,2010,DEZ,1,13632.0
2016,NUTS,2010,DEZ,1,12967.0
2017,NUTS,2010,DEZ,1,12534.0
2018,NUTS,2010,DEZ,1,12803.0
2019,NUTS,2010,DEZ,1,12068.0
2011,NUTS,2010,DEZZ,2,12772.0
2012,NUTS,2010,DEZZ,2,12818.0
2013,NUTS,2010,DEZZ,2,12496.0
2014,NUTS,2010,DEZZ,2,12074.0
2015,NUTS,2010,DEZZ,2,13632.0
2016,NUTS,2010,DEZZ,2,12967.0
2017,NUTS,2010,DEZZ,2,12534.0
2018,NUTS,2010,DEZZ,2,12803.0
2019,NUTS,2010,DEZZ,2,12068.0
2011,NUTS,2010,DK,0,35512.0
2012,NUTS,2010,DK,0,36216.0
2013,NUTS,2010,DK,0,37539.0
2014,NUTS,2010,DK,0,36042.0
2015,NUTS,2010,DK,0,36645.0
2016,NUTS,2010,DK,0,35088.0
2017,NUTS,2010,DK,0,34796.0
2018,NUTS,2010,DK,0,36429.0
2019,NUTS,2010,DK,0,36200.0
2020,NUTS,2010,DK,0,36399.0
2011,NUTS,2010,DK0,1,36310.0
2012,NUTS,2010,DK0,1,36216.0
2013,NUTS,2010,DK0,1,37539.0
2014,NUTS,2010,DK0,1,36042.0
2015,NUTS,2010,DK0,1,36645.0
2016,NUTS,2010,DK0,1,35088.0
2017,NUTS,2010,DK0,1,34796.0
2018,NUTS,2010,DK0,1,36429.0
2019,NUTS,2010,DK0,1,36200.0
2011,NUTS,2010,DK01,2,17515.0
2012,NUTS,2010,DK01,2,17719.0
2013,NUTS,2010,DK01,2,18655.0
2014,NUTS,2010,DK01,2,19311.0
2015,NUTS,2010,DK01,2,19085.0
2016,NUTS,2010,DK01,2,18450.0
2017,NUTS,2010,DK01,2,18600.0
2019,NUTS,2010,DK01,2,19134.0
2011,NUTS,2010,DK02,2,2323.0
2012,NUTS,2010,DK02,2,1883.0
2013,NUTS,2010,DK02,2,1907.0
2014,NUTS,2010,DK02,2,1985.0
2015,NUTS,2010,DK02,2,1749.0
2016,NUTS,2010,DK02,2,1982.0
2017,NUTS,2010,DK02,2,1798.0
2019,NUTS,2010,DK02,2,1971.0
2011,NUTS,2010,DK03,2,3145.0
2012,NUTS,2010,DK03,2,3497.0
2013,NUTS,2010,DK03,2,3466.0
2014,NUTS,2010,DK03,2,3629.0
2015,NUTS,2010,DK03,2,3918.0
2016,NUTS,2010,DK03,2,3774.0
2017,NUTS,2010,DK03,2,3323.0
2019,NUTS,2010,DK03,2,3313.0
2011,NUTS,2010,DK04,2,9913.0
2012,NUTS,2010,DK04,2,9483.0
2013,NUTS,2010,DK04,2,9573.0
2014,NUTS,2010,DK04,2,7450.0
2015,NUTS,2010,DK04,2,8197.0
2016,NUTS,2010,DK04,2,7589.0
2017,NUTS,2010,DK04,2,7285.0
2019,NUTS,2010,DK04,2,7654.0
2011,NUTS,2010,DK05,2,3414.0
2012,NUTS,2010,DK05,2,3834.0
2013,NUTS,2010,DK05,2,3938.0
2014,NUTS,2010,DK05,2,3667.0
2015,NUTS,2010,DK05,2,3696.0
2016,NUTS,2010,DK05,2,3293.0
2017,NUTS,2010,DK05,2,3790.0
2019,NUTS,2010,DK05,2,4128.0
2011,NUTS,2010,EA19,2,1106675.0
2012,NUTS,2010,EA19,2,1124716.0
2013,NUTS,2010,EA19,2,1144650.0
2014,NUTS,2010,EA19,2,1144222.0
2015,NUTS,2010,EA19,2,1156692.0
2016,NUTS,2010,EA19,2,1142151.0
2017,NUTS,2010,EA19,2,1165488.0
2018,NUTS,2010,EA19,2,1191075.0
2019,NUTS,2010,EA19,2,1213051.0
2011,NUTS,2010,EE,0,5713.0
2012,NUTS,2010,EE,0,6076.0
2013,NUTS,2010,EE,0,6247.0
2014,NUTS,2010,EE,0,6342.0
2015,NUTS,2010,EE,0,6001.0
2016,NUTS,2010,EE,0,5577.0
2017,NUTS,2010,EE,0,5590.0
2018,NUTS,2010,EE,0,5642.0
2019,NUTS,2010,EE,0,5660.0
2011,NUTS,2010,EL,0,46348.0
2013,NUTS,2010,EL,0,54602.0
2015,NUTS,2010,EL,0,55467.0
2017,NUTS,2010,EL,0,45206.0
2019,NUTS,2010,EL,0,51319.0
2011,NUTS,2010,EL3,1,15555.0
2013,NUTS,2010,EL3,1,20487.0
2015,NUTS,2010,EL3,1,23899.0
2017,NUTS,2010,EL3,1,17545.0
2019,NUTS,2010,EL3,1,20797.0
2011,NUTS,2010,EL30,2,15555.0
2013,NUTS,2010,EL30,2,20487.0
2015,NUTS,2010,EL30,2,23899.0
2017,NUTS,2010,EL30,2,17545.0
2019,NUTS,2010,EL30,2,20797.0
2011,NUTS,2010,EL4,1,6620.0
2013,NUTS,2010,EL4,1,6698.0
2015,NUTS,2010,EL4,1,5494.0
2017,NUTS,2010,EL4,1,5118.0
2019,NUTS,2010,EL4,1,5178.0
2011,NUTS,2010,EL41,2,1517.0
2013,NUTS,2010,EL41,2,1386.0
2015,NUTS,2010,EL41,2,1003.0
2017,NUTS,2010,EL41,2,1023.0
2019,NUTS,2010,EL41,2,1031.0
2011,NUTS,2010,EL42,2,693.0
2013,NUTS,2010,EL42,2,784.0
2015,NUTS,2010,EL42,2,550.0
2017,NUTS,2010,EL42,2,605.0
2019,NUTS,2010,EL42,2,428.0
2011,NUTS,2010,EL43,2,4410.0
2013,NUTS,2010,EL43,2,4528.0
2015,NUTS,2010,EL43,2,3941.0
2017,NUTS,2010,EL43,2,3490.0
2019,NUTS,2010,EL43,2,3719.0
2011,NUTS,2010,EL5,1,14767.0
2013,NUTS,2010,EL5,1,17796.0
2015,NUTS,2010,EL5,1,16126.0
2017,NUTS,2010,EL5,1,12831.0
2019,NUTS,2010,EL5,1,14916.0
2011,NUTS,2010,EL51,2,3044.0
2013,NUTS,2010,EL51,2,3470.0
2015,NUTS,2010,EL51,2,2987.0
2017,NUTS,2010,EL51,2,2409.0
2019,NUTS,2010,EL51,2,2749.0
2011,NUTS,2010,EL52,2,8235.0
2013,NUTS,2010,EL52,2,10286.0
2015,NUTS,2010,EL52,2,9414.0
2017,NUTS,2010,EL52,2,7376.0
2019,NUTS,2010,EL52,2,8340.0
2011,NUTS,2010,EL53,2,823.0
2013,NUTS,2010,EL53,2,599.0
2015,NUTS,2010,EL53,2,648.0
2017,NUTS,2010,EL53,2,642.0
2019,NUTS,2010,EL53,2,947.0
2011,NUTS,2010,EL54,2,2665.0
2013,NUTS,2010,EL54,2,3441.0
2015,NUTS,2010,EL54,2,3077.0
2017,NUTS,2010,EL54,2,2404.0
2019,NUTS,2010,EL54,2,2880.0
2011,NUTS,2010,EL6,1,9406.0
2013,NUTS,2010,EL6,1,9621.0
2015,NUTS,2010,EL6,1,9948.0
2017,NUTS,2010,EL6,1,9712.0
2019,NUTS,2010,EL6,1,10428.0
2011,NUTS,2010,EL61,2,4864.0
2013,NUTS,2010,EL61,2,2856.0
2015,NUTS,2010,EL61,2,2776.0
2017,NUTS,2010,EL61,2,3085.0
2019,NUTS,2010,EL61,2,3311.0
2011,NUTS,2010,EL62,2,376.0
2013,NUTS,2010,EL62,2,701.0
2015,NUTS,2010,EL62,2,757.0
2017,NUTS,2010,EL62,2,862.0
2019,NUTS,2010,EL62,2,816.0
2011,NUTS,2010,EL63,2,3300.0
2013,NUTS,2010,EL63,2,4446.0
2015,NUTS,2010,EL63,2,4886.0
2017,NUTS,2010,EL63,2,4663.0
2019,NUTS,2010,EL63,2,4681.0
2011,NUTS,2010,EL64,2,252.0
2013,NUTS,2010,EL64,2,762.0
2015,NUTS,2010,EL64,2,590.0
2017,NUTS,2010,EL64,2,460.0
2019,NUTS,2010,EL64,2,538.0
2011,NUTS,2010,EL65,2,614.0
2013,NUTS,2010,EL65,2,856.0
2015,NUTS,2010,EL65,2,939.0
2017,NUTS,2010,EL65,2,642.0
2019,NUTS,2010,EL65,2,1082.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,165043.0
2012,NUTS,2010,ES,0,157297.0
2013,NUTS,2010,ES,0,150582.0
2014,NUTS,2010,ES,0,150945.0
2015,NUTS,2010,ES,0,153014.0
2016,NUTS,2010,ES,0,153148.0
2017,NUTS,2010,ES,0,157815.0
2018,NUTS,2010,ES,0,159943.0
2019,NUTS,2010,ES,0,164227.0
2011,NUTS,2010,ES1,1,14636.0
2013,NUTS,2010,ES1,1,14637.0
2015,NUTS,2010,ES1,1,14257.0
2016,NUTS,2010,ES1,1,13909.0
2017,NUTS,2010,ES1,1,14244.0
2018,NUTS,2010,ES1,1,13911.0
2011,NUTS,2010,ES11,2,9060.0
2012,NUTS,2010,ES11,2,9430.0
2014,NUTS,2010,ES11,2,8996.0
2015,NUTS,2010,ES11,2,9077.0
2016,NUTS,2010,ES11,2,9018.0
2017,NUTS,2010,ES11,2,9199.0
2018,NUTS,2010,ES11,2,9341.0
2019,NUTS,2010,ES11,2,9525.0
2011,NUTS,2010,ES12,2,3614.0
2012,NUTS,2010,ES12,2,3232.0
2013,NUTS,2010,ES12,2,3521.0
2014,NUTS,2010,ES12,2,3150.0
2015,NUTS,2010,ES12,2,3329.0
2016,NUTS,2010,ES12,2,3081.0
2017,NUTS,2010,ES12,2,3234.0
2018,NUTS,2010,ES12,2,2756.0
2019,NUTS,2010,ES12,2,3139.0
2011,NUTS,2010,ES13,2,1962.0
2015,NUTS,2010,ES13,2,1851.0
2016,NUTS,2010,ES13,2,1810.0
2017,NUTS,2010,ES13,2,1811.0
2018,NUTS,2010,ES13,2,1814.0
2011,NUTS,2010,ES2,1,15043.0
2013,NUTS,2010,ES2,1,15046.0
2019,NUTS,2010,ES2,1,15978.0
2011,NUTS,2010,ES21,2,6988.0
2012,NUTS,2010,ES21,2,7384.0
2013,NUTS,2010,ES21,2,7357.0
2014,NUTS,2010,ES21,2,7317.0
2015,NUTS,2010,ES21,2,7419.0
2016,NUTS,2010,ES21,2,7354.0
2017,NUTS,2010,ES21,2,7518.0
2018,NUTS,2010,ES21,2,7779.0
2019,NUTS,2010,ES21,2,7953.0
2011,NUTS,2010,ES22,2,2862.0
2011,NUTS,2010,ES23,2,575.0
2012,NUTS,2010,ES23,2,608.0
2014,NUTS,2010,ES23,2,716.0
2015,NUTS,2010,ES23,2,677.0
2016,NUTS,2010,ES23,2,882.0
2017,NUTS,2010,ES23,2,750.0
2018,NUTS,2010,ES23,2,814.0
2011,NUTS,2010,ES24,2,4618.0
2012,NUTS,2010,ES24,2,4691.0
2013,NUTS,2010,ES24,2,4624.0
2014,NUTS,2010,ES24,2,4873.0
2015,NUTS,2010,ES24,2,5056.0
2016,NUTS,2010,ES24,2,4812.0
2017,NUTS,2010,ES24,2,4871.0
2018,NUTS,2010,ES24,2,5006.0
2011,NUTS,2010,ES3,1,35418.0
2012,NUTS,2010,ES3,1,30589.0
2013,NUTS,2010,ES3,1,29383.0
2014,NUTS,2010,ES3,1,29225.0
2015,NUTS,2010,ES3,1,29452.0
2016,NUTS,2010,ES3,1,28366.0
2017,NUTS,2010,ES3,1,29613.0
2018,NUTS,2010,ES3,1,30692.0
2019,NUTS,2010,ES3,1,32245.0
2011,NUTS,2010,ES30,2,35418.0
2012,NUTS,2010,ES30,2,30589.0
2013,NUTS,2010,ES30,2,29383.0
2014,NUTS,2010,ES30,2,29225.0
2015,NUTS,2010,ES30,2,29452.0
2016,NUTS,2010,ES30,2,28366.0
2017,NUTS,2010,ES30,2,29613.0
2018,NUTS,2010,ES30,2,30692.0
2019,NUTS,2010,ES30,2,32245.0
2011,NUTS,2010,ES4,1,17550.0
2013,NUTS,2010,ES4,1,14103.0
2014,NUTS,2010,ES4,1,14155.0
2015,NUTS,2010,ES4,1,14514.0
2016,NUTS,2010,ES4,1,14645.0
2018,NUTS,2010,ES4,1,14892.0
2019,NUTS,2010,ES4,1,15106.0
2011,NUTS,2010,ES41,2,10835.0
2012,NUTS,2010,ES41,2,10320.0
2013,NUTS,2010,ES41,2,9790.0
2014,NUTS,2010,ES41,2,9833.0
2015,NUTS,2010,ES41,2,10056.0
2016,NUTS,2010,ES41,2,10170.0
2017,NUTS,2010,ES41,2,10240.0
2018,NUTS,2010,ES41,2,10334.0
2019,NUTS,2010,ES41,2,10824.0
2011,NUTS,2010,ES42,2,4268.0
2012,NUTS,2010,ES42,2,3824.0
2013,NUTS,2010,ES42,2,1951.0
2014,NUTS,2010,ES42,2,2000.0
2015,NUTS,2010,ES42,2,2222.0
2017,NUTS,2010,ES42,2,2342.0
2011,NUTS,2010,ES43,2,2447.0
2013,NUTS,2010,ES43,2,2362.0
2014,NUTS,2010,ES43,2,2322.0
2015,NUTS,2010,ES43,2,2236.0
2011,NUTS,2010,ES5,1,48610.0
2012,NUTS,2010,ES5,1,47645.0
2013,NUTS,2010,ES5,1,45541.0
2014,NUTS,2010,ES5,1,46930.0
2015,NUTS,2010,ES5,1,47194.0
2016,NUTS,2010,ES5,1,48112.0
2017,NUTS,2010,ES5,1,49066.0
2018,NUTS,2010,ES5,1,49299.0
2011,NUTS,2010,ES51,2,28437.0
2012,NUTS,2010,ES51,2,28073.0
2013,NUTS,2010,ES51,2,27144.0
2014,NUTS,2010,ES51,2,26466.0
2015,NUTS,2010,ES51,2,26449.0
2016,NUTS,2010,ES51,2,27207.0
2017,NUTS,2010,ES51,2,27572.0
2018,NUTS,2010,ES51,2,27847.0
2019,NUTS,2010,ES51,2,28666.0
2011,NUTS,2010,ES52,2,18111.0
2012,NUTS,2010,ES52,2,17515.0
2013,NUTS,2010,ES52,2,16390.0
2014,NUTS,2010,ES52,2,18361.0
2015,NUTS,2010,ES52,2,18564.0
2016,NUTS,2010,ES52,2,18886.0
2017,NUTS,2010,ES52,2,19445.0
2018,NUTS,2010,ES52,2,19320.0
2019,NUTS,2010,ES52,2,20234.0
2011,NUTS,2010,ES53,2,2062.0
2012,NUTS,2010,ES53,2,2057.0
2013,NUTS,2010,ES53,2,2007.0
2014,NUTS,2010,ES53,2,2103.0
2015,NUTS,2010,ES53,2,2181.0
2016,NUTS,2010,ES53,2,2019.0
2017,NUTS,2010,ES53,2,2049.0
2018,NUTS,2010,ES53,2,2132.0
2011,NUTS,2010,ES6,1,29726.0
2012,NUTS,2010,ES6,1,28710.0
2013,NUTS,2010,ES6,1,28108.0
2014,NUTS,2010,ES6,1,27736.0
2015,NUTS,2010,ES6,1,28441.0
2016,NUTS,2010,ES6,1,28827.0
2017,NUTS,2010,ES6,1,30476.0
2018,NUTS,2010,ES6,1,30940.0
2019,NUTS,2010,ES6,1,31282.0
2011,NUTS,2010,ES61,2,24971.0
2012,NUTS,2010,ES61,2,24044.0
2013,NUTS,2010,ES61,2,23368.0
2014,NUTS,2010,ES61,2,23001.0
2015,NUTS,2010,ES61,2,23469.0
2016,NUTS,2010,ES61,2,23608.0
2017,NUTS,2010,ES61,2,24946.0
2018,NUTS,2010,ES61,2,25229.0
2019,NUTS,2010,ES61,2,25404.0
2011,NUTS,2010,ES62,2,4668.0
2012,NUTS,2010,ES62,2,4582.0
2013,NUTS,2010,ES62,2,4660.0
2014,NUTS,2010,ES62,2,4614.0
2015,NUTS,2010,ES62,2,4851.0
2016,NUTS,2010,ES62,2,5069.0
2018,NUTS,2010,ES62,2,5451.0
2019,NUTS,2010,ES62,2,5620.0
2011,NUTS,2010,ES63,2,36.0
2011,NUTS,2010,ES64,2,51.0
2011,NUTS,2010,ES7,1,4060.0
2012,NUTS,2010,ES7,1,3926.0
2013,NUTS,2010,ES7,1,3764.0
2014,NUTS,2010,ES7,1,3665.0
2015,NUTS,2010,ES7,1,3658.0
2016,NUTS,2010,ES7,1,3830.0
2017,NUTS,2010,ES7,1,3902.0
2018,NUTS,2010,ES7,1,3986.0
2011,NUTS,2010,ES70,2,4060.0
2012,NUTS,2010,ES70,2,3926.0
2013,NUTS,2010,ES70,2,3764.0
2014,NUTS,2010,ES70,2,3665.0
2015,NUTS,2010,ES70,2,3658.0
2016,NUTS,2010,ES70,2,3830.0
2017,NUTS,2010,ES70,2,3902.0
2018,NUTS,2010,ES70,2,3986.0
2011,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,1368089.0
2012,NUTS,2010,EU27_2020,7,1389554.0
2013,NUTS,2010,EU27_2020,7,1409386.0
2014,NUTS,2010,EU27_2020,7,1412605.0
2015,NUTS,2010,EU27_2020,7,1422971.0
2016,NUTS,2010,EU27_2020,7,1411921.0
2017,NUTS,2010,EU27_2020,7,1468394.0
2018,NUTS,2010,EU27_2020,7,1512963.0
2019,NUTS,2010,EU27_2020,7,1542742.0
2011,NUTS,2010,FI,0,30290.0
2012,NUTS,2010,FI,0,29986.0
2013,NUTS,2010,FI,0,29157.0
2014,NUTS,2010,FI,0,28809.0
2015,NUTS,2010,FI,0,28162.0
2016,NUTS,2010,FI,0,27537.0
2017,NUTS,2010,FI,0,28155.0
2018,NUTS,2010,FI,0,29371.0
2019,NUTS,2010,FI,0,30333.0
2012,NUTS,2010,FI1,1,29969.0
2015,NUTS,2010,FI1,1,28143.0
2016,NUTS,2010,FI1,1,27519.0
2017,NUTS,2010,FI1,1,28135.0
2018,NUTS,2010,FI1,1,29352.0
2019,NUTS,2010,FI1,1,30318.0
2011,NUTS,2010,FI19,2,7036.0
2012,NUTS,2010,FI19,2,7019.0
2013,NUTS,2010,FI19,2,6921.0
2015,NUTS,2010,FI19,2,6595.0
2016,NUTS,2010,FI19,2,6442.0
2017,NUTS,2010,FI19,2,6671.0
2018,NUTS,2010,FI19,2,6774.0
2019,NUTS,2010,FI19,2,7021.0
2011,NUTS,2010,FI1B,2,11153.0
2012,NUTS,2010,FI1B,2,10678.0
2013,NUTS,2010,FI1B,2,10159.0
2015,NUTS,2010,FI1B,2,10636.0
2016,NUTS,2010,FI1B,2,10235.0
2017,NUTS,2010,FI1B,2,10452.0
2018,NUTS,2010,FI1B,2,10910.0
2019,NUTS,2010,FI1B,2,11386.0
2011,NUTS,2010,FI1C,2,5356.0
2012,NUTS,2010,FI1C,2,5294.0
2013,NUTS,2010,FI1C,2,5419.0
2015,NUTS,2010,FI1C,2,4568.0
2016,NUTS,2010,FI1C,2,4432.0
2017,NUTS,2010,FI1C,2,4518.0
2018,NUTS,2010,FI1C,2,4836.0
2019,NUTS,2010,FI1C,2,4973.0
2011,NUTS,2010,FI1D,2,6728.0
2012,NUTS,2010,FI1D,2,6979.0
2013,NUTS,2010,FI1D,2,6325.0
2015,NUTS,2010,FI1D,2,6345.0
2016,NUTS,2010,FI1D,2,6410.0
2017,NUTS,2010,FI1D,2,6495.0
2018,NUTS,2010,FI1D,2,6833.0
2019,NUTS,2010,FI1D,2,6938.0
2015,NUTS,2010,FI2,1,19.0
2016,NUTS,2010,FI2,1,18.0
2017,NUTS,2010,FI2,1,20.0
2018,NUTS,2010,FI2,1,19.0
2019,NUTS,2010,FI2,1,15.0
2015,NUTS,2010,FI20,2,19.0
2016,NUTS,2010,FI20,2,18.0
2017,NUTS,2010,FI20,2,20.0
2018,NUTS,2010,FI20,2,19.0
2019,NUTS,2010,FI20,2,15.0
2011,NUTS,2010,FR,0,168061.0
2012,NUTS,2010,FR,0,169776.0
