year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pnp_total_hc_f
2019,NUTS,2010,ITF,1,331.0
2011,NUTS,2010,ITF1,2,7.0
2012,NUTS,2010,ITF1,2,7.0
2013,NUTS,2010,ITF1,2,63.0
2014,NUTS,2010,ITF1,2,51.0
2015,NUTS,2010,ITF1,2,25.0
2016,NUTS,2010,ITF1,2,27.0
2017,NUTS,2010,ITF1,2,32.0
2018,NUTS,2010,ITF1,2,25.0
2019,NUTS,2010,ITF1,2,20.0
2017,NUTS,2010,ITF2,2,2.0
2018,NUTS,2010,ITF2,2,5.0
2019,NUTS,2010,ITF2,2,1.0
2011,NUTS,2010,ITF3,2,143.0
2012,NUTS,2010,ITF3,2,127.0
2013,NUTS,2010,ITF3,2,113.0
2014,NUTS,2010,ITF3,2,202.0
2015,NUTS,2010,ITF3,2,226.0
2016,NUTS,2010,ITF3,2,185.0
2017,NUTS,2010,ITF3,2,166.0
2018,NUTS,2010,ITF3,2,159.0
2019,NUTS,2010,ITF3,2,160.0
2011,NUTS,2010,ITF4,2,160.0
2012,NUTS,2010,ITF4,2,129.0
2013,NUTS,2010,ITF4,2,95.0
2014,NUTS,2010,ITF4,2,134.0
2015,NUTS,2010,ITF4,2,127.0
2016,NUTS,2010,ITF4,2,152.0
2017,NUTS,2010,ITF4,2,132.0
2018,NUTS,2010,ITF4,2,148.0
2019,NUTS,2010,ITF4,2,138.0
2012,NUTS,2010,ITF5,2,6.0
2013,NUTS,2010,ITF5,2,9.0
2015,NUTS,2010,ITF5,2,4.0
2017,NUTS,2010,ITF5,2,5.0
2018,NUTS,2010,ITF5,2,2.0
2019,NUTS,2010,ITF5,2,7.0
2011,NUTS,2010,ITF6,2,12.0
2015,NUTS,2010,ITF6,2,24.0
2016,NUTS,2010,ITF6,2,17.0
2017,NUTS,2010,ITF6,2,6.0
2018,NUTS,2010,ITF6,2,9.0
2019,NUTS,2010,ITF6,2,5.0
2011,NUTS,2010,ITG,1,161.0
2012,NUTS,2010,ITG,1,157.0
2013,NUTS,2010,ITG,1,139.0
2014,NUTS,2010,ITG,1,143.0
2015,NUTS,2010,ITG,1,163.0
2016,NUTS,2010,ITG,1,166.0
2017,NUTS,2010,ITG,1,157.0
2018,NUTS,2010,ITG,1,129.0
2019,NUTS,2010,ITG,1,158.0
2011,NUTS,2010,ITG1,2,151.0
2012,NUTS,2010,ITG1,2,149.0
2013,NUTS,2010,ITG1,2,129.0
2014,NUTS,2010,ITG1,2,133.0
2015,NUTS,2010,ITG1,2,149.0
2016,NUTS,2010,ITG1,2,150.0
2017,NUTS,2010,ITG1,2,143.0
2018,NUTS,2010,ITG1,2,117.0
2019,NUTS,2010,ITG1,2,143.0
2011,NUTS,2010,ITG2,2,10.0
2012,NUTS,2010,ITG2,2,8.0
2013,NUTS,2010,ITG2,2,10.0
2014,NUTS,2010,ITG2,2,10.0
2015,NUTS,2010,ITG2,2,14.0
2016,NUTS,2010,ITG2,2,16.0
2017,NUTS,2010,ITG2,2,14.0
2018,NUTS,2010,ITG2,2,12.0
2019,NUTS,2010,ITG2,2,15.0
2011,NUTS,2010,ITH,1,342.0
2012,NUTS,2010,ITH,1,398.0
2013,NUTS,2010,ITH,1,440.0
2014,NUTS,2010,ITH,1,737.0
2015,NUTS,2010,ITH,1,808.0
2016,NUTS,2010,ITH,1,764.0
2017,NUTS,2010,ITH,1,823.0
2018,NUTS,2010,ITH,1,781.0
2019,NUTS,2010,ITH,1,1234.0
2011,NUTS,2010,ITH1,2,1.0
2012,NUTS,2010,ITH1,2,3.0
2013,NUTS,2010,ITH1,2,1.0
2014,NUTS,2010,ITH1,2,295.0
2015,NUTS,2010,ITH1,2,304.0
2016,NUTS,2010,ITH1,2,230.0
2017,NUTS,2010,ITH1,2,339.0
2018,NUTS,2010,ITH1,2,268.0
2019,NUTS,2010,ITH1,2,298.0
2011,NUTS,2010,ITH2,2,101.0
2012,NUTS,2010,ITH2,2,99.0
2013,NUTS,2010,ITH2,2,94.0
2014,NUTS,2010,ITH2,2,96.0
2015,NUTS,2010,ITH2,2,100.0
2016,NUTS,2010,ITH2,2,87.0
2017,NUTS,2010,ITH2,2,79.0
2018,NUTS,2010,ITH2,2,76.0
2019,NUTS,2010,ITH2,2,72.0
2011,NUTS,2010,ITH3,2,144.0
2012,NUTS,2010,ITH3,2,162.0
2013,NUTS,2010,ITH3,2,184.0
2014,NUTS,2010,ITH3,2,172.0
2015,NUTS,2010,ITH3,2,216.0
2016,NUTS,2010,ITH3,2,247.0
2017,NUTS,2010,ITH3,2,201.0
2018,NUTS,2010,ITH3,2,221.0
2019,NUTS,2010,ITH3,2,669.0
2011,NUTS,2010,ITH4,2,38.0
2012,NUTS,2010,ITH4,2,69.0
2013,NUTS,2010,ITH4,2,61.0
2014,NUTS,2010,ITH4,2,76.0
2015,NUTS,2010,ITH4,2,85.0
2016,NUTS,2010,ITH4,2,71.0
2017,NUTS,2010,ITH4,2,79.0
2018,NUTS,2010,ITH4,2,75.0
2019,NUTS,2010,ITH4,2,79.0
2011,NUTS,2010,ITH5,2,58.0
2012,NUTS,2010,ITH5,2,65.0
2013,NUTS,2010,ITH5,2,100.0
2014,NUTS,2010,ITH5,2,98.0
2015,NUTS,2010,ITH5,2,103.0
2016,NUTS,2010,ITH5,2,129.0
2017,NUTS,2010,ITH5,2,125.0
2018,NUTS,2010,ITH5,2,141.0
2019,NUTS,2010,ITH5,2,116.0
2011,NUTS,2010,ITI,1,1152.0
2012,NUTS,2010,ITI,1,1234.0
2013,NUTS,2010,ITI,1,1271.0
2014,NUTS,2010,ITI,1,1403.0
2017,NUTS,2010,ITI,1,1815.0
2018,NUTS,2010,ITI,1,1565.0
2019,NUTS,2010,ITI,1,1972.0
2011,NUTS,2010,ITI1,2,232.0
2012,NUTS,2010,ITI1,2,266.0
2013,NUTS,2010,ITI1,2,261.0
2014,NUTS,2010,ITI1,2,346.0
2015,NUTS,2010,ITI1,2,479.0
2016,NUTS,2010,ITI1,2,484.0
2017,NUTS,2010,ITI1,2,461.0
2018,NUTS,2010,ITI1,2,385.0
2019,NUTS,2010,ITI1,2,397.0
2011,NUTS,2010,ITI2,2,5.0
2012,NUTS,2010,ITI2,2,3.0
2013,NUTS,2010,ITI2,2,3.0
2014,NUTS,2010,ITI2,2,3.0
2017,NUTS,2010,ITI2,2,4.0
2018,NUTS,2010,ITI2,2,7.0
2019,NUTS,2010,ITI2,2,8.0
2011,NUTS,2010,ITI3,2,5.0
2012,NUTS,2010,ITI3,2,8.0
2013,NUTS,2010,ITI3,2,8.0
2014,NUTS,2010,ITI3,2,7.0
2015,NUTS,2010,ITI3,2,3.0
2016,NUTS,2010,ITI3,2,6.0
2017,NUTS,2010,ITI3,2,20.0
2018,NUTS,2010,ITI3,2,20.0
2019,NUTS,2010,ITI3,2,21.0
2011,NUTS,2010,ITI4,2,910.0
2012,NUTS,2010,ITI4,2,957.0
2013,NUTS,2010,ITI4,2,999.0
2014,NUTS,2010,ITI4,2,1047.0
2015,NUTS,2010,ITI4,2,1090.0
2016,NUTS,2010,ITI4,2,988.0
2017,NUTS,2010,ITI4,2,1330.0
2018,NUTS,2010,ITI4,2,1153.0
2019,NUTS,2010,ITI4,2,1546.0
2011,NUTS,2010,JP,0,4750.0
2012,NUTS,2010,JP,0,4802.0
2013,NUTS,2010,JP,0,4857.0
2014,NUTS,2010,JP,0,5000.0
2015,NUTS,2010,JP,0,5351.0
2016,NUTS,2010,JP,0,5392.0
2017,NUTS,2010,JP,0,5379.0
2018,NUTS,2010,JP,0,5232.0
2019,NUTS,2010,JP,0,5284.0
2011,NUTS,2010,KR,0,2691.0
2012,NUTS,2010,KR,0,2221.0
2013,NUTS,2010,KR,0,2680.0
2014,NUTS,2010,KR,0,3221.0
2015,NUTS,2010,KR,0,3600.0
2016,NUTS,2010,KR,0,3745.0
2017,NUTS,2010,KR,0,3858.0
2018,NUTS,2010,KR,0,3899.0
2019,NUTS,2010,KR,0,4156.0
2011,NUTS,2010,LU,0,0.0
2012,NUTS,2010,LU,0,0.0
2011,NUTS,2010,ME,0,5.0
2013,NUTS,2010,ME,0,18.0
2014,NUTS,2010,ME,0,21.0
2015,NUTS,2010,ME,0,58.0
2017,NUTS,2010,ME,0,21.0
2018,NUTS,2010,ME,0,25.0
2019,NUTS,2010,ME,0,18.0
2015,NUTS,2010,MK,0,10.0
2016,NUTS,2010,MK,0,44.0
2017,NUTS,2010,MK,0,46.0
2018,NUTS,2010,MK,0,39.0
2019,NUTS,2010,MK,0,32.0
2013,NUTS,2010,NL,0,0.0
2014,NUTS,2010,NL,0,0.0
2015,NUTS,2010,NL,0,0.0
2016,NUTS,2010,NL,0,0.0
2017,NUTS,2010,NL,0,0.0
2018,NUTS,2010,NL,0,0.0
2019,NUTS,2010,NL,0,0.0
2011,NUTS,2010,PL,0,91.0
2012,NUTS,2010,PL,0,135.0
2013,NUTS,2010,PL,0,113.0
2014,NUTS,2010,PL,0,134.0
2015,NUTS,2010,PL,0,118.0
2016,NUTS,2010,PL,0,476.0
2017,NUTS,2010,PL,0,1121.0
2018,NUTS,2010,PL,0,1272.0
2019,NUTS,2010,PL,0,998.0
2011,NUTS,2010,PL1,1,60.0
2012,NUTS,2010,PL1,1,65.0
2013,NUTS,2010,PL1,1,58.0
2014,NUTS,2010,PL1,1,62.0
2015,NUTS,2010,PL1,1,60.0
2012,NUTS,2010,PL11,2,27.0
2013,NUTS,2010,PL11,2,16.0
2012,NUTS,2010,PL12,2,38.0
2013,NUTS,2010,PL12,2,42.0
2011,NUTS,2010,PL2,1,12.0
2012,NUTS,2010,PL2,1,9.0
2013,NUTS,2010,PL2,1,34.0
2014,NUTS,2010,PL2,1,35.0
2015,NUTS,2010,PL2,1,13.0
2016,NUTS,2010,PL2,1,116.0
2017,NUTS,2010,PL2,1,252.0
2018,NUTS,2010,PL2,1,244.0
2019,NUTS,2010,PL2,1,166.0
2011,NUTS,2010,PL21,2,10.0
2015,NUTS,2010,PL21,2,13.0
2017,NUTS,2010,PL21,2,140.0
2018,NUTS,2010,PL21,2,132.0
2019,NUTS,2010,PL21,2,125.0
2011,NUTS,2010,PL22,2,2.0
2015,NUTS,2010,PL22,2,0.0
2017,NUTS,2010,PL22,2,112.0
2018,NUTS,2010,PL22,2,112.0
2019,NUTS,2010,PL22,2,41.0
2011,NUTS,2010,PL3,1,3.0
2012,NUTS,2010,PL3,1,6.0
2013,NUTS,2010,PL3,1,7.0
2011,NUTS,2010,PL31,2,0.0
2015,NUTS,2010,PL33,2,0.0
2011,NUTS,2010,PL4,1,9.0
2012,NUTS,2010,PL4,1,31.0
2013,NUTS,2010,PL4,1,5.0
2014,NUTS,2010,PL4,1,24.0
2015,NUTS,2010,PL4,1,24.0
2016,NUTS,2010,PL4,1,39.0
2017,NUTS,2010,PL4,1,86.0
2018,NUTS,2010,PL4,1,36.0
2016,NUTS,2010,PL41,2,32.0
2017,NUTS,2010,PL41,2,68.0
2018,NUTS,2010,PL41,2,32.0
2019,NUTS,2010,PL41,2,34.0
2016,NUTS,2010,PL42,2,7.0
2018,NUTS,2010,PL42,2,4.0
2015,NUTS,2010,PL43,2,0.0
2018,NUTS,2010,PL43,2,0.0
2019,NUTS,2010,PL43,2,0.0
2011,NUTS,2010,PL5,1,7.0
2014,NUTS,2010,PL5,1,3.0
2016,NUTS,2010,PL5,1,29.0
2017,NUTS,2010,PL5,1,34.0
2018,NUTS,2010,PL5,1,77.0
2019,NUTS,2010,PL5,1,82.0
2011,NUTS,2010,PL51,2,7.0
2015,NUTS,2010,PL51,2,6.0
2011,NUTS,2010,PL6,1,0.0
2015,NUTS,2010,PL6,1,0.0
2016,NUTS,2010,PL6,1,20.0
2017,NUTS,2010,PL6,1,145.0
2018,NUTS,2010,PL6,1,102.0
2011,NUTS,2010,PL61,2,0.0
2012,NUTS,2010,PL61,2,0.0
2013,NUTS,2010,PL61,2,0.0
2014,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL61,2,0.0
2019,NUTS,2010,PL61,2,48.0
2015,NUTS,2010,PL62,2,0.0
2011,NUTS,2010,PL63,2,0.0
2015,NUTS,2010,PL63,2,0.0
2017,NUTS,2010,PL63,2,55.0
2018,NUTS,2010,PL63,2,39.0
2019,NUTS,2010,PL63,2,38.0
2016,NUTS,2010,PL7,1,31.0
2017,NUTS,2010,PL7,1,37.0
2018,NUTS,2010,PL7,1,168.0
2016,NUTS,2010,PL71,2,31.0
2019,NUTS,2010,PL71,2,84.0
2016,NUTS,2010,PL8,1,26.0
2017,NUTS,2010,PL8,1,26.0
2018,NUTS,2010,PL8,1,111.0
2019,NUTS,2010,PL8,1,44.0
2018,NUTS,2010,PL81,2,83.0
2019,NUTS,2010,PL81,2,14.0
2019,NUTS,2010,PL82,2,17.0
2017,NUTS,2010,PL84,2,16.0
2019,NUTS,2010,PL84,2,13.0
2016,NUTS,2010,PL9,1,215.0
2017,NUTS,2010,PL9,1,541.0
2018,NUTS,2010,PL9,1,534.0
2019,NUTS,2010,PL9,1,381.0
2018,NUTS,2010,PL91,2,534.0
2019,NUTS,2010,PL91,2,381.0
2018,NUTS,2010,PL92,2,0.0
2019,NUTS,2010,PL92,2,0.0
2011,NUTS,2010,PT,0,3683.0
2012,NUTS,2010,PT,0,3329.0
2013,NUTS,2010,PT,0,408.0
2014,NUTS,2010,PT,0,424.0
2015,NUTS,2010,PT,0,401.0
2016,NUTS,2010,PT,0,453.0
2017,NUTS,2010,PT,0,459.0
2018,NUTS,2010,PT,0,541.0
2019,NUTS,2010,PT,0,571.0
2020,NUTS,2010,PT,0,777.0
2011,NUTS,2010,PT1,1,3620.0
2012,NUTS,2010,PT1,1,3277.0
2013,NUTS,2010,PT1,1,405.0
2014,NUTS,2010,PT1,1,412.0
2015,NUTS,2010,PT1,1,397.0
2016,NUTS,2010,PT1,1,449.0
2017,NUTS,2010,PT1,1,454.0
2018,NUTS,2010,PT1,1,536.0
2019,NUTS,2010,PT1,1,570.0
2020,NUTS,2010,PT1,1,761.0
2011,NUTS,2010,PT11,2,1217.0
2012,NUTS,2010,PT11,2,1215.0
2013,NUTS,2010,PT11,2,28.0
2014,NUTS,2010,PT11,2,20.0
2015,NUTS,2010,PT11,2,19.0
2016,NUTS,2010,PT11,2,29.0
2017,NUTS,2010,PT11,2,40.0
2018,NUTS,2010,PT11,2,46.0
2019,NUTS,2010,PT11,2,64.0
2020,NUTS,2010,PT11,2,149.0
2011,NUTS,2010,PT15,2,3.0
2012,NUTS,2010,PT15,2,0.0
2013,NUTS,2010,PT15,2,0.0
2014,NUTS,2010,PT15,2,0.0
2015,NUTS,2010,PT15,2,0.0
2016,NUTS,2010,PT15,2,0.0
2017,NUTS,2010,PT15,2,0.0
2018,NUTS,2010,PT15,2,0.0
2019,NUTS,2010,PT15,2,0.0
2020,NUTS,2010,PT15,2,15.0
2011,NUTS,2010,PT16,2,685.0
2012,NUTS,2010,PT16,2,639.0
2013,NUTS,2010,PT16,2,20.0
2014,NUTS,2010,PT16,2,19.0
2015,NUTS,2010,PT16,2,20.0
2016,NUTS,2010,PT16,2,19.0
2017,NUTS,2010,PT16,2,22.0
2018,NUTS,2010,PT16,2,32.0
2019,NUTS,2010,PT16,2,40.0
2020,NUTS,2010,PT16,2,97.0
2011,NUTS,2010,PT17,2,1715.0
2012,NUTS,2010,PT17,2,1423.0
2013,NUTS,2010,PT17,2,357.0
2014,NUTS,2010,PT17,2,373.0
2015,NUTS,2010,PT17,2,358.0
2016,NUTS,2010,PT17,2,399.0
2017,NUTS,2010,PT17,2,391.0
2018,NUTS,2010,PT17,2,457.0
2019,NUTS,2010,PT17,2,465.0
2020,NUTS,2010,PT17,2,485.0
2011,NUTS,2010,PT18,2,0.0
2012,NUTS,2010,PT18,2,0.0
2013,NUTS,2010,PT18,2,0.0
2014,NUTS,2010,PT18,2,0.0
2015,NUTS,2010,PT18,2,0.0
2016,NUTS,2010,PT18,2,2.0
2017,NUTS,2010,PT18,2,1.0
2018,NUTS,2010,PT18,2,1.0
2019,NUTS,2010,PT18,2,1.0
2020,NUTS,2010,PT18,2,15.0
2011,NUTS,2010,PT2,1,43.0
2012,NUTS,2010,PT2,1,37.0
2013,NUTS,2010,PT2,1,0.0
2014,NUTS,2010,PT2,1,0.0
2015,NUTS,2010,PT2,1,0.0
2016,NUTS,2010,PT2,1,0.0
2017,NUTS,2010,PT2,1,0.0
2018,NUTS,2010,PT2,1,0.0
2019,NUTS,2010,PT2,1,1.0
2020,NUTS,2010,PT2,1,13.0
2011,NUTS,2010,PT20,2,43.0
2012,NUTS,2010,PT20,2,37.0
2013,NUTS,2010,PT20,2,0.0
2014,NUTS,2010,PT20,2,0.0
2015,NUTS,2010,PT20,2,0.0
2016,NUTS,2010,PT20,2,0.0
2017,NUTS,2010,PT20,2,0.0
2018,NUTS,2010,PT20,2,0.0
2019,NUTS,2010,PT20,2,1.0
2020,NUTS,2010,PT20,2,13.0
2011,NUTS,2010,PT3,1,20.0
2012,NUTS,2010,PT3,1,15.0
2013,NUTS,2010,PT3,1,3.0
2014,NUTS,2010,PT3,1,12.0
2015,NUTS,2010,PT3,1,4.0
2016,NUTS,2010,PT3,1,4.0
2017,NUTS,2010,PT3,1,5.0
2018,NUTS,2010,PT3,1,5.0
2019,NUTS,2010,PT3,1,0.0
2020,NUTS,2010,PT3,1,3.0
2011,NUTS,2010,PT30,2,20.0
2012,NUTS,2010,PT30,2,15.0
2013,NUTS,2010,PT30,2,3.0
2014,NUTS,2010,PT30,2,12.0
2015,NUTS,2010,PT30,2,4.0
2016,NUTS,2010,PT30,2,4.0
2017,NUTS,2010,PT30,2,5.0
2018,NUTS,2010,PT30,2,5.0
2019,NUTS,2010,PT30,2,0.0
2020,NUTS,2010,PT30,2,3.0
2011,NUTS,2010,RO,0,103.0
2012,NUTS,2010,RO,0,127.0
2013,NUTS,2010,RO,0,76.0
2014,NUTS,2010,RO,0,91.0
2015,NUTS,2010,RO,0,148.0
2016,NUTS,2010,RO,0,170.0
2017,NUTS,2010,RO,0,69.0
2018,NUTS,2010,RO,0,85.0
2019,NUTS,2010,RO,0,116.0
2011,NUTS,2010,RO1,1,14.0
2012,NUTS,2010,RO1,1,25.0
2013,NUTS,2010,RO1,1,16.0
2014,NUTS,2010,RO1,1,13.0
2015,NUTS,2010,RO1,1,16.0
2016,NUTS,2010,RO1,1,13.0
2017,NUTS,2010,RO1,1,15.0
2018,NUTS,2010,RO1,1,19.0
2019,NUTS,2010,RO1,1,23.0
2011,NUTS,2010,RO11,2,14.0
2012,NUTS,2010,RO11,2,25.0
2013,NUTS,2010,RO11,2,16.0
2014,NUTS,2010,RO11,2,11.0
2015,NUTS,2010,RO11,2,8.0
2016,NUTS,2010,RO11,2,13.0
2017,NUTS,2010,RO11,2,15.0
2018,NUTS,2010,RO11,2,19.0
2019,NUTS,2010,RO11,2,23.0
2014,NUTS,2010,RO12,2,2.0
2015,NUTS,2010,RO12,2,8.0
2016,NUTS,2010,RO12,2,0.0
2017,NUTS,2010,RO12,2,0.0
2018,NUTS,2010,RO12,2,0.0
2019,NUTS,2010,RO12,2,0.0
2011,NUTS,2010,RO2,1,58.0
2012,NUTS,2010,RO2,1,4.0
2014,NUTS,2010,RO2,1,3.0
2015,NUTS,2010,RO2,1,5.0
2016,NUTS,2010,RO2,1,5.0
2017,NUTS,2010,RO2,1,9.0
2018,NUTS,2010,RO2,1,26.0
2019,NUTS,2010,RO2,1,58.0
2011,NUTS,2010,RO21,2,57.0
2012,NUTS,2010,RO21,2,3.0
2015,NUTS,2010,RO21,2,0.0
2016,NUTS,2010,RO21,2,0.0
2017,NUTS,2010,RO21,2,1.0
2018,NUTS,2010,RO21,2,23.0
2019,NUTS,2010,RO21,2,56.0
2011,NUTS,2010,RO22,2,1.0
2012,NUTS,2010,RO22,2,1.0
2014,NUTS,2010,RO22,2,3.0
2015,NUTS,2010,RO22,2,5.0
2016,NUTS,2010,RO22,2,5.0
2017,NUTS,2010,RO22,2,8.0
2018,NUTS,2010,RO22,2,3.0
2019,NUTS,2010,RO22,2,2.0
2011,NUTS,2010,RO3,1,3.0
2012,NUTS,2010,RO3,1,98.0
2013,NUTS,2010,RO3,1,60.0
2014,NUTS,2010,RO3,1,70.0
2015,NUTS,2010,RO3,1,122.0
2016,NUTS,2010,RO3,1,149.0
2017,NUTS,2010,RO3,1,45.0
2018,NUTS,2010,RO3,1,40.0
2019,NUTS,2010,RO3,1,35.0
2015,NUTS,2010,RO31,2,0.0
2016,NUTS,2010,RO31,2,0.0
2017,NUTS,2010,RO31,2,0.0
2018,NUTS,2010,RO31,2,3.0
2019,NUTS,2010,RO31,2,3.0
2011,NUTS,2010,RO32,2,3.0
2012,NUTS,2010,RO32,2,98.0
2013,NUTS,2010,RO32,2,60.0
2014,NUTS,2010,RO32,2,70.0
2015,NUTS,2010,RO32,2,122.0
2016,NUTS,2010,RO32,2,149.0
2017,NUTS,2010,RO32,2,45.0
2018,NUTS,2010,RO32,2,37.0
2019,NUTS,2010,RO32,2,32.0
2011,NUTS,2010,RO4,1,28.0
2014,NUTS,2010,RO4,1,5.0
2015,NUTS,2010,RO4,1,5.0
2016,NUTS,2010,RO4,1,3.0
2017,NUTS,2010,RO4,1,0.0
2018,NUTS,2010,RO4,1,0.0
2019,NUTS,2010,RO4,1,0.0
2011,NUTS,2010,RO41,2,25.0
2015,NUTS,2010,RO41,2,0.0
2016,NUTS,2010,RO41,2,0.0
2017,NUTS,2010,RO41,2,0.0
2018,NUTS,2010,RO41,2,0.0
2019,NUTS,2010,RO41,2,0.0
2011,NUTS,2010,RO42,2,3.0
2014,NUTS,2010,RO42,2,5.0
2015,NUTS,2010,RO42,2,5.0
2016,NUTS,2010,RO42,2,3.0
2017,NUTS,2010,RO42,2,0.0
2018,NUTS,2010,RO42,2,0.0
2019,NUTS,2010,RO42,2,0.0
2011,NUTS,2010,RS,0,22.0
2012,NUTS,2010,RS,0,8.0
2013,NUTS,2010,RS,0,4.0
2014,NUTS,2010,RS,0,4.0
2015,NUTS,2010,RS,0,14.0
2016,NUTS,2010,RS,0,19.0
2017,NUTS,2010,RS,0,15.0
2018,NUTS,2010,RS,0,2.0
2019,NUTS,2010,RS,0,3.0
2020,NUTS,2010,RS,0,4.0
2018,NUTS,2010,RS1,1,2.0
2019,NUTS,2010,RS1,1,3.0
2020,NUTS,2010,RS1,1,4.0
2018,NUTS,2010,RS11,2,2.0
2019,NUTS,2010,RS11,2,3.0
2020,NUTS,2010,RS11,2,4.0
2018,NUTS,2010,RS12,2,0.0
2019,NUTS,2010,RS12,2,0.0
2020,NUTS,2010,RS12,2,0.0
2018,NUTS,2010,RS2,1,0.0
2019,NUTS,2010,RS2,1,0.0
2020,NUTS,2010,RS2,1,0.0
2018,NUTS,2010,RS21,2,0.0
2019,NUTS,2010,RS21,2,0.0
2020,NUTS,2010,RS21,2,0.0
2018,NUTS,2010,RS22,2,0.0
2019,NUTS,2010,RS22,2,0.0
2020,NUTS,2010,RS22,2,0.0
2011,NUTS,2010,SE,0,191.0
2013,NUTS,2010,SE,0,255.0
2015,NUTS,2010,SE,0,159.0
2017,NUTS,2010,SE,0,137.0
2011,NUTS,2010,SI,0,9.0
2012,NUTS,2010,SI,0,5.0
2013,NUTS,2010,SI,0,5.0
2014,NUTS,2010,SI,0,1.0
2015,NUTS,2010,SI,0,2.0
2016,NUTS,2010,SI,0,1.0
2017,NUTS,2010,SI,0,33.0
2018,NUTS,2010,SI,0,57.0
2019,NUTS,2010,SI,0,103.0
2011,NUTS,2010,SI0,1,9.0
2012,NUTS,2010,SI0,1,5.0
2013,NUTS,2010,SI0,1,5.0
2014,NUTS,2010,SI0,1,1.0
2015,NUTS,2010,SI0,1,2.0
2016,NUTS,2010,SI0,1,1.0
2017,NUTS,2010,SI0,1,33.0
2018,NUTS,2010,SI0,1,57.0
2019,NUTS,2010,SI0,1,103.0
2013,NUTS,2010,SI03,2,1.0
2014,NUTS,2010,SI03,2,0.0
2015,NUTS,2010,SI03,2,0.0
2016,NUTS,2010,SI03,2,0.0
2013,NUTS,2010,SI04,2,4.0
2014,NUTS,2010,SI04,2,1.0
2015,NUTS,2010,SI04,2,2.0
2016,NUTS,2010,SI04,2,1.0
2011,NUTS,2010,SK,0,75.0
2012,NUTS,2010,SK,0,55.0
2013,NUTS,2010,SK,0,33.0
2014,NUTS,2010,SK,0,26.0
2015,NUTS,2010,SK,0,42.0
2016,NUTS,2010,SK,0,64.0
2017,NUTS,2010,SK,0,75.0
2018,NUTS,2010,SK,0,57.0
2019,NUTS,2010,SK,0,17.0
2020,NUTS,2010,SK,0,17.0
2011,NUTS,2010,SK01,2,35.0
2012,NUTS,2010,SK01,2,9.0
2013,NUTS,2010,SK01,2,13.0
2014,NUTS,2010,SK01,2,8.0
2015,NUTS,2010,SK01,2,19.0
2016,NUTS,2010,SK01,2,25.0
2017,NUTS,2010,SK01,2,41.0
2018,NUTS,2010,SK01,2,33.0
2019,NUTS,2010,SK01,2,9.0
2020,NUTS,2010,SK01,2,10.0
2011,NUTS,2010,SK02,2,5.0
2012,NUTS,2010,SK02,2,8.0
2013,NUTS,2010,SK02,2,9.0
2014,NUTS,2010,SK02,2,14.0
2015,NUTS,2010,SK02,2,13.0
2016,NUTS,2010,SK02,2,11.0
2017,NUTS,2010,SK02,2,6.0
2018,NUTS,2010,SK02,2,1.0
2019,NUTS,2010,SK02,2,1.0
2020,NUTS,2010,SK02,2,5.0
2011,NUTS,2010,SK03,2,9.0
2012,NUTS,2010,SK03,2,13.0
2013,NUTS,2010,SK03,2,9.0
2014,NUTS,2010,SK03,2,2.0
2015,NUTS,2010,SK03,2,3.0
2016,NUTS,2010,SK03,2,16.0
2017,NUTS,2010,SK03,2,16.0
2018,NUTS,2010,SK03,2,16.0
2019,NUTS,2010,SK03,2,2.0
2020,NUTS,2010,SK03,2,2.0
2011,NUTS,2010,SK04,2,26.0
2012,NUTS,2010,SK04,2,25.0
2013,NUTS,2010,SK04,2,2.0
2014,NUTS,2010,SK04,2,2.0
2015,NUTS,2010,SK04,2,7.0
2016,NUTS,2010,SK04,2,12.0
2017,NUTS,2010,SK04,2,12.0
2018,NUTS,2010,SK04,2,7.0
2019,NUTS,2010,SK04,2,5.0
2020,NUTS,2010,SK04,2,0.0
2011,NUTS,2010,UK,0,3184.0
2012,NUTS,2010,UK,0,3306.0
2013,NUTS,2010,UK,0,2771.0
2014,NUTS,2010,UK,0,2963.0
2015,NUTS,2010,UK,0,3718.0
2016,NUTS,2010,UK,0,3846.0
2017,NUTS,2010,UK,0,4075.0
2018,NUTS,2010,UK,0,4404.0
2011,NUTS,2010,UKC,1,37.0
2013,NUTS,2010,UKC,1,67.0
2015,NUTS,2010,UKC,1,94.0
2017,NUTS,2010,UKC,1,103.0
2011,NUTS,2010,UKC1,2,37.0
2013,NUTS,2010,UKC1,2,60.0
2015,NUTS,2010,UKC1,2,90.0
2017,NUTS,2010,UKC1,2,99.0
2011,NUTS,2010,UKC2,2,0.0
2013,NUTS,2010,UKC2,2,7.0
2015,NUTS,2010,UKC2,2,4.0
2017,NUTS,2010,UKC2,2,4.0
2011,NUTS,2010,UKD,1,25.0
2013,NUTS,2010,UKD,1,11.0
2015,NUTS,2010,UKD,1,9.0
2017,NUTS,2010,UKD,1,10.0
2011,NUTS,2010,UKD1,2,9.0
2013,NUTS,2010,UKD1,2,0.0
2015,NUTS,2010,UKD1,2,0.0
2017,NUTS,2010,UKD1,2,0.0
2011,NUTS,2010,UKD3,2,0.0
2013,NUTS,2010,UKD3,2,5.0
2015,NUTS,2010,UKD3,2,3.0
2017,NUTS,2010,UKD3,2,3.0
2011,NUTS,2010,UKD4,2,12.0
