year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_mio_nac
2019,NUTS,2010,DEA3,2,1222.18
1995,NUTS,2010,DEA4,2,458.598
1997,NUTS,2010,DEA4,2,455.121
1999,NUTS,2010,DEA4,2,510.944
2003,NUTS,2010,DEA4,2,604.305
2005,NUTS,2010,DEA4,2,778.335
2007,NUTS,2010,DEA4,2,973.711
2009,NUTS,2010,DEA4,2,1073.291
2011,NUTS,2010,DEA4,2,1155.417
2013,NUTS,2010,DEA4,2,1304.486
2015,NUTS,2010,DEA4,2,1344.977
2017,NUTS,2010,DEA4,2,1495.788
2019,NUTS,2010,DEA4,2,1595.4
1995,NUTS,2010,DEA5,2,817.806
1997,NUTS,2010,DEA5,2,937.148
1999,NUTS,2010,DEA5,2,1030.027
2003,NUTS,2010,DEA5,2,1283.89
2005,NUTS,2010,DEA5,2,1324.873
2007,NUTS,2010,DEA5,2,1406.825
2009,NUTS,2010,DEA5,2,1484.51
2011,NUTS,2010,DEA5,2,1563.999
2013,NUTS,2010,DEA5,2,1771.926
2015,NUTS,2010,DEA5,2,1924.015
2017,NUTS,2010,DEA5,2,2134.364
2019,NUTS,2010,DEA5,2,2347.88
1991,NUTS,2010,DEB,1,1497.47
1993,NUTS,2010,DEB,1,1386.538
1995,NUTS,2010,DEB,1,1466.433
1997,NUTS,2010,DEB,1,1771.279
1999,NUTS,2010,DEB,1,1962.419
2003,NUTS,2010,DEB,1,1678.943
2005,NUTS,2010,DEB,1,1672.076
2007,NUTS,2010,DEB,1,1947.682
2009,NUTS,2010,DEB,1,2151.874
2011,NUTS,2010,DEB,1,2383.561
2013,NUTS,2010,DEB,1,2651.631
2015,NUTS,2010,DEB,1,3185.254
2017,NUTS,2010,DEB,1,3495.1
2019,NUTS,2010,DEB,1,3829.72
1995,NUTS,2010,DEB1,2,158.431
1997,NUTS,2010,DEB1,2,155.376
1999,NUTS,2010,DEB1,2,256.38
2003,NUTS,2010,DEB1,2,208.054
2005,NUTS,2010,DEB1,2,216.384
2007,NUTS,2010,DEB1,2,259.142
2009,NUTS,2010,DEB1,2,272.052
2011,NUTS,2010,DEB1,2,285.707
2013,NUTS,2010,DEB1,2,317.709
2015,NUTS,2010,DEB1,2,332.664
2017,NUTS,2010,DEB1,2,343.648
2019,NUTS,2010,DEB1,2,449.43
1995,NUTS,2010,DEB2,2,67.633
1997,NUTS,2010,DEB2,2,76.609
1999,NUTS,2010,DEB2,2,83.725
2003,NUTS,2010,DEB2,2,71.256
2005,NUTS,2010,DEB2,2,74.664
2007,NUTS,2010,DEB2,2,126.605
2009,NUTS,2010,DEB2,2,139.183
2011,NUTS,2010,DEB2,2,444.829
2013,NUTS,2010,DEB2,2,447.043
2015,NUTS,2010,DEB2,2,453.105
2017,NUTS,2010,DEB2,2,142.365
2019,NUTS,2010,DEB2,2,151.83
1995,NUTS,2010,DEB3,2,1240.37
1997,NUTS,2010,DEB3,2,1539.294
1999,NUTS,2010,DEB3,2,1622.314
2003,NUTS,2010,DEB3,2,1399.633
2005,NUTS,2010,DEB3,2,1379.998
2007,NUTS,2010,DEB3,2,1561.937
2009,NUTS,2010,DEB3,2,1740.639
2011,NUTS,2010,DEB3,2,1653.025
2013,NUTS,2010,DEB3,2,1886.879
2015,NUTS,2010,DEB3,2,2399.485
2017,NUTS,2010,DEB3,2,3008.986
2019,NUTS,2010,DEB3,2,3228.35
1991,NUTS,2010,DEC,1,172.82
1993,NUTS,2010,DEC,1,196.337
1995,NUTS,2010,DEC,1,208.491
1997,NUTS,2010,DEC,1,223.79
1999,NUTS,2010,DEC,1,234.739
2003,NUTS,2010,DEC,1,274.667
2005,NUTS,2010,DEC,1,291.285
2007,NUTS,2010,DEC,1,323.622
2009,NUTS,2010,DEC,1,358.464
2011,NUTS,2010,DEC,1,470.981
2013,NUTS,2010,DEC,1,461.587
2015,NUTS,2010,DEC,1,533.946
2017,NUTS,2010,DEC,1,618.605
2019,NUTS,2010,DEC,1,673.79
1991,NUTS,2010,DEC0,2,172.82
1993,NUTS,2010,DEC0,2,196.337
1995,NUTS,2010,DEC0,2,208.491
1997,NUTS,2010,DEC0,2,223.79
1999,NUTS,2010,DEC0,2,234.739
2003,NUTS,2010,DEC0,2,274.667
2005,NUTS,2010,DEC0,2,291.285
2007,NUTS,2010,DEC0,2,323.622
2009,NUTS,2010,DEC0,2,358.464
2011,NUTS,2010,DEC0,2,470.981
2013,NUTS,2010,DEC0,2,461.587
2015,NUTS,2010,DEC0,2,533.946
2017,NUTS,2010,DEC0,2,618.605
2019,NUTS,2010,DEC0,2,673.79
1991,NUTS,2010,DED,1,369.15
1993,NUTS,2010,DED,1,1029.559
1995,NUTS,2010,DED,1,1310.348
1997,NUTS,2010,DED,1,1528.367
1999,NUTS,2010,DED,1,1746.649
2003,NUTS,2010,DED,1,1848.542
2005,NUTS,2010,DED,1,2003.884
2007,NUTS,2010,DED,1,2400.843
2009,NUTS,2010,DED,1,2477.442
2011,NUTS,2010,DED,1,2779.908
2013,NUTS,2010,DED,1,2865.102
2015,NUTS,2010,DED,1,3093.295
2017,NUTS,2010,DED,1,3393.718
2019,NUTS,2010,DED,1,3857.55
1999,NUTS,2010,DED2,2,993.04
2003,NUTS,2010,DED2,2,1050.606
2005,NUTS,2010,DED2,2,1239.188
2007,NUTS,2010,DED2,2,1521.975
2009,NUTS,2010,DED2,2,1375.27
2011,NUTS,2010,DED2,2,1590.125
2013,NUTS,2010,DED2,2,1652.036
2015,NUTS,2010,DED2,2,1807.291
2017,NUTS,2010,DED2,2,1990.797
2019,NUTS,2010,DED2,2,2300.84
2009,NUTS,2010,DED4,2,586.675
2011,NUTS,2010,DED4,2,637.513
2013,NUTS,2010,DED4,2,666.311
2015,NUTS,2010,DED4,2,675.945
2017,NUTS,2010,DED4,2,750.505
2019,NUTS,2010,DED4,2,805.48
2009,NUTS,2010,DED5,2,515.475
2011,NUTS,2010,DED5,2,552.264
2013,NUTS,2010,DED5,2,546.854
2015,NUTS,2010,DED5,2,611.06
2017,NUTS,2010,DED5,2,652.516
2019,NUTS,2010,DED5,2,751.23
1991,NUTS,2010,DEE,1,194.8
1993,NUTS,2010,DEE,1,458.388
1995,NUTS,2010,DEE,1,513.291
1997,NUTS,2010,DEE,1,522.836
1999,NUTS,2010,DEE,1,538.948
2003,NUTS,2010,DEE,1,530.581
2005,NUTS,2010,DEE,1,553.16
2007,NUTS,2010,DEE,1,585.319
2009,NUTS,2010,DEE,1,663.301
2011,NUTS,2010,DEE,1,766.016
2013,NUTS,2010,DEE,1,776.784
2015,NUTS,2010,DEE,1,807.009
2017,NUTS,2010,DEE,1,916.247
2019,NUTS,2010,DEE,1,988.7
1991,NUTS,2010,DEE0,2,194.8
1993,NUTS,2010,DEE0,2,458.388
1995,NUTS,2010,DEE0,2,513.291
1997,NUTS,2010,DEE0,2,522.836
1999,NUTS,2010,DEE0,2,538.948
2003,NUTS,2010,DEE0,2,530.581
2005,NUTS,2010,DEE0,2,553.16
2007,NUTS,2010,DEE0,2,585.319
2009,NUTS,2010,DEE0,2,663.301
2011,NUTS,2010,DEE0,2,766.016
2013,NUTS,2010,DEE0,2,776.784
2015,NUTS,2010,DEE0,2,807.009
2017,NUTS,2010,DEE0,2,916.247
2019,NUTS,2010,DEE0,2,988.7
1991,NUTS,2010,DEF,1,629.5
1993,NUTS,2010,DEF,1,661.996
1995,NUTS,2010,DEF,1,632.385
1997,NUTS,2010,DEF,1,641.064
1999,NUTS,2010,DEF,1,672.708
2003,NUTS,2010,DEF,1,749.063
2005,NUTS,2010,DEF,1,772.387
2007,NUTS,2010,DEF,1,846.807
2009,NUTS,2010,DEF,1,920.753
2011,NUTS,2010,DEF,1,1077.565
2013,NUTS,2010,DEF,1,1195.313
2015,NUTS,2010,DEF,1,1275.23
2017,NUTS,2010,DEF,1,1446.999
2019,NUTS,2010,DEF,1,1655.5
1991,NUTS,2010,DEF0,2,629.5
1993,NUTS,2010,DEF0,2,661.996
1995,NUTS,2010,DEF0,2,632.385
1997,NUTS,2010,DEF0,2,641.064
1999,NUTS,2010,DEF0,2,672.708
2003,NUTS,2010,DEF0,2,749.063
2005,NUTS,2010,DEF0,2,772.387
2007,NUTS,2010,DEF0,2,846.807
2009,NUTS,2010,DEF0,2,920.753
2011,NUTS,2010,DEF0,2,1077.565
2013,NUTS,2010,DEF0,2,1195.313
2015,NUTS,2010,DEF0,2,1275.23
2017,NUTS,2010,DEF0,2,1446.999
2019,NUTS,2010,DEF0,2,1655.5
1991,NUTS,2010,DEG,1,155.94
1993,NUTS,2010,DEG,1,428.128
1995,NUTS,2010,DEG,1,541.715
1997,NUTS,2010,DEG,1,627.707
1999,NUTS,2010,DEG,1,632.532
2003,NUTS,2010,DEG,1,800.417
2005,NUTS,2010,DEG,1,808.463
2007,NUTS,2010,DEG,1,878.349
2009,NUTS,2010,DEG,1,983.622
2011,NUTS,2010,DEG,1,1079.414
2013,NUTS,2010,DEG,1,1155.215
2015,NUTS,2010,DEG,1,1180.181
2017,NUTS,2010,DEG,1,1358.81
2019,NUTS,2010,DEG,1,1486.25
1991,NUTS,2010,DEG0,2,155.94
1993,NUTS,2010,DEG0,2,428.128
1995,NUTS,2010,DEG0,2,541.715
1997,NUTS,2010,DEG0,2,627.707
1999,NUTS,2010,DEG0,2,632.532
2003,NUTS,2010,DEG0,2,800.417
2005,NUTS,2010,DEG0,2,808.463
2007,NUTS,2010,DEG0,2,878.349
2009,NUTS,2010,DEG0,2,983.622
2011,NUTS,2010,DEG0,2,1079.414
2013,NUTS,2010,DEG0,2,1155.215
2015,NUTS,2010,DEG0,2,1180.181
2017,NUTS,2010,DEG0,2,1358.81
2019,NUTS,2010,DEG0,2,1486.25
1991,NUTS,2010,DEZ,1,2590.66
1993,NUTS,2010,DEZ,1,193.415
1995,NUTS,2010,DEZ,1,130.785
1997,NUTS,2010,DEZ,1,149.456
1999,NUTS,2010,DEZ,1,158.469
2003,NUTS,2010,DEZ,1,183.846
2005,NUTS,2010,DEZ,1,169.35
2007,NUTS,2010,DEZ,1,152.259
2009,NUTS,2010,DEZ,1,182.578
2011,NUTS,2010,DEZ,1,200.221
2013,NUTS,2010,DEZ,1,200.597
2015,NUTS,2010,DEZ,1,191.526
2017,NUTS,2010,DEZ,1,207.705
2019,NUTS,2010,DEZ,1,203.55
1991,NUTS,2010,DEZZ,2,2590.66
1993,NUTS,2010,DEZZ,2,193.415
1995,NUTS,2010,DEZZ,2,130.785
1997,NUTS,2010,DEZZ,2,149.456
1999,NUTS,2010,DEZZ,2,158.469
2003,NUTS,2010,DEZZ,2,183.846
2005,NUTS,2010,DEZZ,2,169.35
2007,NUTS,2010,DEZZ,2,152.259
2009,NUTS,2010,DEZZ,2,182.578
2011,NUTS,2010,DEZZ,2,200.221
2013,NUTS,2010,DEZZ,2,200.597
2015,NUTS,2010,DEZZ,2,191.526
2017,NUTS,2010,DEZZ,2,207.705
2019,NUTS,2010,DEZZ,2,203.55
1981,NUTS,2010,DK,0,4468.4
1982,NUTS,2010,DK,0,5292.6
1983,NUTS,2010,DK,0,6097.0
1984,NUTS,2010,DK,0,6896.0
1985,NUTS,2010,DK,0,7692.0
1986,NUTS,2010,DK,0,8813.0
1987,NUTS,2010,DK,0,9933.0
1988,NUTS,2010,DK,0,10913.0
1989,NUTS,2010,DK,0,11892.0
1990,NUTS,2010,DK,0,12996.0
1991,NUTS,2010,DK,0,14100.0
1992,NUTS,2010,DK,0,14897.0
1993,NUTS,2010,DK,0,15695.0
1995,NUTS,2010,DK,0,18543.0
1996,NUTS,2010,DK,0,19657.0
1997,NUTS,2010,DK,0,21652.0
1998,NUTS,2010,DK,0,23793.14
1999,NUTS,2010,DK,0,26415.11
2000,NUTS,2010,DK,0,29009.0
2001,NUTS,2010,DK,0,31883.38
2002,NUTS,2010,DK,0,34431.0
2003,NUTS,2010,DK,0,36074.597
2004,NUTS,2010,DK,0,36432.619
2005,NUTS,2010,DK,0,37958.515
2006,NUTS,2010,DK,0,40424.757
2007,NUTS,2010,DK,0,43739.13
2008,NUTS,2010,DK,0,49963.0
2009,NUTS,2010,DK,0,52613.9
2010,NUTS,2010,DK,0,52825.9
2011,NUTS,2010,DK,0,54383.4
2012,NUTS,2010,DK,0,56494.7
2013,NUTS,2010,DK,0,57320.7
2014,NUTS,2010,DK,0,57732.0
2015,NUTS,2010,DK,0,62210.0
2016,NUTS,2010,DK,0,65191.0
2017,NUTS,2010,DK,0,64281.0
2018,NUTS,2010,DK,0,66834.0
2019,NUTS,2010,DK,0,67999.0
2020,NUTS,2010,DK,0,70521.0
1981,NUTS,2010,DK0,1,4468.4
1982,NUTS,2010,DK0,1,5292.6
1983,NUTS,2010,DK0,1,6097.0
1984,NUTS,2010,DK0,1,6896.0
1985,NUTS,2010,DK0,1,7692.0
1986,NUTS,2010,DK0,1,8813.0
1987,NUTS,2010,DK0,1,9933.0
1988,NUTS,2010,DK0,1,10913.0
1989,NUTS,2010,DK0,1,11892.0
1990,NUTS,2010,DK0,1,12996.0
1991,NUTS,2010,DK0,1,14100.0
1992,NUTS,2010,DK0,1,14897.0
1993,NUTS,2010,DK0,1,15695.0
1995,NUTS,2010,DK0,1,18543.0
1996,NUTS,2010,DK0,1,19657.0
1997,NUTS,2010,DK0,1,21652.0
1998,NUTS,2010,DK0,1,23793.14
1999,NUTS,2010,DK0,1,26415.11
2000,NUTS,2010,DK0,1,29009.0
2001,NUTS,2010,DK0,1,31883.0
2002,NUTS,2010,DK0,1,34432.0
2003,NUTS,2010,DK0,1,36074.807
2004,NUTS,2010,DK0,1,36451.399
2005,NUTS,2010,DK0,1,37958.515
2006,NUTS,2010,DK0,1,40424.757
2007,NUTS,2010,DK0,1,45441.0
2008,NUTS,2010,DK0,1,49963.0
2009,NUTS,2010,DK0,1,53062.9
2010,NUTS,2010,DK0,1,52825.6
2011,NUTS,2010,DK0,1,54476.2
2012,NUTS,2010,DK0,1,56993.7
2013,NUTS,2010,DK0,1,57242.7
2014,NUTS,2010,DK0,1,57732.0
2015,NUTS,2010,DK0,1,62210.0
2016,NUTS,2010,DK0,1,65191.0
2017,NUTS,2010,DK0,1,64281.0
2018,NUTS,2010,DK0,1,66834.0
2019,NUTS,2010,DK0,1,68000.0
2020,NUTS,2010,DK0,1,70521.0
2007,NUTS,2010,DK01,2,32079.09
2009,NUTS,2010,DK01,2,33946.4
2010,NUTS,2010,DK01,2,33821.169
2011,NUTS,2010,DK01,2,34464.7
2012,NUTS,2010,DK01,2,36073.6
2013,NUTS,2010,DK01,2,35501.7
2014,NUTS,2010,DK01,2,36617.0
2015,NUTS,2010,DK01,2,39371.0
2016,NUTS,2010,DK01,2,41533.0
2017,NUTS,2010,DK01,2,40983.0
2019,NUTS,2010,DK01,2,43540.0
2007,NUTS,2010,DK02,2,2209.46
2009,NUTS,2010,DK02,2,2322.1
2010,NUTS,2010,DK02,2,2597.834
2011,NUTS,2010,DK02,2,2464.0
2012,NUTS,2010,DK02,2,2379.2
2013,NUTS,2010,DK02,2,2263.6
2014,NUTS,2010,DK02,2,2029.0
2015,NUTS,2010,DK02,2,2312.0
2016,NUTS,2010,DK02,2,2407.0
2017,NUTS,2010,DK02,2,3030.0
2019,NUTS,2010,DK02,2,2960.0
2007,NUTS,2010,DK03,2,2868.67
2009,NUTS,2010,DK03,2,6594.1
2010,NUTS,2010,DK03,2,5323.464
2011,NUTS,2010,DK03,2,5362.8
2012,NUTS,2010,DK03,2,5925.1
2013,NUTS,2010,DK03,2,6529.6
2014,NUTS,2010,DK03,2,6778.0
2015,NUTS,2010,DK03,2,7464.0
2016,NUTS,2010,DK03,2,7181.0
2017,NUTS,2010,DK03,2,5457.0
2019,NUTS,2010,DK03,2,6354.0
2007,NUTS,2010,DK04,2,6353.8
2009,NUTS,2010,DK04,2,9130.5
2010,NUTS,2010,DK04,2,9114.406
2011,NUTS,2010,DK04,2,10011.2
2012,NUTS,2010,DK04,2,10280.1
2013,NUTS,2010,DK04,2,10563.5
2014,NUTS,2010,DK04,2,9729.0
2015,NUTS,2010,DK04,2,10475.0
2016,NUTS,2010,DK04,2,10911.0
2017,NUTS,2010,DK04,2,11106.0
2019,NUTS,2010,DK04,2,11312.0
2007,NUTS,2010,DK05,2,1925.1
2009,NUTS,2010,DK05,2,1969.8
2010,NUTS,2010,DK05,2,1968.704
2011,NUTS,2010,DK05,2,2173.5
2012,NUTS,2010,DK05,2,2335.7
2013,NUTS,2010,DK05,2,2384.3
2014,NUTS,2010,DK05,2,2579.0
2015,NUTS,2010,DK05,2,2589.0
2016,NUTS,2010,DK05,2,3158.0
2017,NUTS,2010,DK05,2,3705.0
2019,NUTS,2010,DK05,2,3834.0
2007,NUTS,2010,DKZ,1,4.5
2007,NUTS,2010,DKZZ,2,0.22
1998,NUTS,2010,EE,0,28.818
1999,NUTS,2010,EE,0,36.609
2000,NUTS,2010,EE,0,37.03
2001,NUTS,2010,EE,0,48.797
2002,NUTS,2010,EE,0,55.699
2003,NUTS,2010,EE,0,66.864
2004,NUTS,2010,EE,0,82.702
2005,NUTS,2010,EE,0,104.023
2006,NUTS,2010,EE,0,150.991
2007,NUTS,2010,EE,0,173.648
2008,NUTS,2010,EE,0,208.039
2009,NUTS,2010,EE,0,197.393
2010,NUTS,2010,EE,0,232.76
2011,NUTS,2010,EE,0,384.447
2012,NUTS,2010,EE,0,380.695
2013,NUTS,2010,EE,0,326.045
2014,NUTS,2010,EE,0,286.736
2015,NUTS,2010,EE,0,302.82
2016,NUTS,2010,EE,0,270.34
2017,NUTS,2010,EE,0,304.32
2018,NUTS,2010,EE,0,365.64
2019,NUTS,2010,EE,0,452.97
2020,NUTS,2010,EE,0,481.0
1998,NUTS,2010,EE0,1,28.818
1999,NUTS,2010,EE0,1,36.609
2000,NUTS,2010,EE0,1,37.03
2001,NUTS,2010,EE0,1,48.797
2002,NUTS,2010,EE0,1,55.699
2003,NUTS,2010,EE0,1,66.864
2004,NUTS,2010,EE0,1,82.702
2005,NUTS,2010,EE0,1,104.023
2006,NUTS,2010,EE0,1,150.991
2007,NUTS,2010,EE0,1,173.648
2008,NUTS,2010,EE0,1,208.039
2009,NUTS,2010,EE0,1,197.393
2010,NUTS,2010,EE0,1,232.76
2011,NUTS,2010,EE0,1,384.447
2012,NUTS,2010,EE0,1,380.695
2013,NUTS,2010,EE0,1,326.045
2014,NUTS,2010,EE0,1,286.736
2015,NUTS,2010,EE0,1,302.82
2016,NUTS,2010,EE0,1,270.34
2017,NUTS,2010,EE0,1,304.32
2018,NUTS,2010,EE0,1,365.64
2019,NUTS,2010,EE0,1,452.97
2020,NUTS,2010,EE0,1,481.0
1998,NUTS,2010,EE00,2,28.818
1999,NUTS,2010,EE00,2,36.609
2000,NUTS,2010,EE00,2,37.03
2001,NUTS,2010,EE00,2,48.797
2002,NUTS,2010,EE00,2,55.699
2003,NUTS,2010,EE00,2,66.864
2004,NUTS,2010,EE00,2,82.702
2005,NUTS,2010,EE00,2,104.023
2006,NUTS,2010,EE00,2,150.991
2007,NUTS,2010,EE00,2,173.648
2008,NUTS,2010,EE00,2,208.039
2009,NUTS,2010,EE00,2,197.393
2010,NUTS,2010,EE00,2,232.76
2011,NUTS,2010,EE00,2,384.447
2012,NUTS,2010,EE00,2,380.695
2013,NUTS,2010,EE00,2,326.045
2014,NUTS,2010,EE00,2,286.736
2015,NUTS,2010,EE00,2,302.82
2016,NUTS,2010,EE00,2,270.34
2017,NUTS,2010,EE00,2,304.32
2018,NUTS,2010,EE00,2,365.64
2019,NUTS,2010,EE00,2,452.97
2020,NUTS,2010,EE00,2,481.0
1981,NUTS,2010,EL,0,12.57
1986,NUTS,2010,EL,0,53.8
1988,NUTS,2010,EL,0,80.97
1989,NUTS,2010,EL,0,120.32
1991,NUTS,2010,EL,0,174.62
1993,NUTS,2010,EL,0,294.82
1995,NUTS,2010,EL,0,388.56
1997,NUTS,2010,EL,0,492.23
1999,NUTS,2010,EL,0,760.23
2001,NUTS,2010,EL,0,851.5
2003,NUTS,2010,EL,0,977.78
2004,NUTS,2010,EL,0,1021.47
2005,NUTS,2010,EL,0,1153.526
2006,NUTS,2010,EL,0,1222.6
2007,NUTS,2010,EL,0,1341.6
2008,NUTS,2010,EL,0,1601.57
2009,NUTS,2010,EL,0,1485.94
2010,NUTS,2010,EL,0,1352.52
2011,NUTS,2010,EL,0,1391.156
2012,NUTS,2010,EL,0,1337.6
2013,NUTS,2010,EL,0,1465.67
2014,NUTS,2010,EL,0,1488.74
2015,NUTS,2010,EL,0,1703.82
2016,NUTS,2010,EL,0,1754.18
2017,NUTS,2010,EL,0,2038.43
2018,NUTS,2010,EL,0,2179.31
2019,NUTS,2010,EL,0,2337.66
2020,NUTS,2010,EL,0,2473.45
1986,NUTS,2010,EL3,1,33.14
1988,NUTS,2010,EL3,1,45.85
1989,NUTS,2010,EL3,1,63.28
1991,NUTS,2010,EL3,1,97.4
1993,NUTS,2010,EL3,1,156.4
1995,NUTS,2010,EL3,1,203.47
1997,NUTS,2010,EL3,1,242.53
1999,NUTS,2010,EL3,1,400.28
2003,NUTS,2010,EL3,1,549.63
2005,NUTS,2010,EL3,1,680.75
2011,NUTS,2010,EL3,1,774.385
2013,NUTS,2010,EL3,1,820.27
2015,NUTS,2010,EL3,1,966.92
2017,NUTS,2010,EL3,1,1242.33
2018,NUTS,2010,EL3,1,1333.93
2019,NUTS,2010,EL3,1,1428.42
1986,NUTS,2010,EL30,2,33.14
1988,NUTS,2010,EL30,2,45.85
1989,NUTS,2010,EL30,2,63.28
1991,NUTS,2010,EL30,2,97.4
1993,NUTS,2010,EL30,2,156.4
1995,NUTS,2010,EL30,2,203.47
1997,NUTS,2010,EL30,2,242.53
1999,NUTS,2010,EL30,2,400.28
2003,NUTS,2010,EL30,2,549.63
2005,NUTS,2010,EL30,2,680.75
2011,NUTS,2010,EL30,2,774.385
2013,NUTS,2010,EL30,2,820.27
2015,NUTS,2010,EL30,2,966.92
2017,NUTS,2010,EL30,2,1242.33
2018,NUTS,2010,EL30,2,1333.93
2019,NUTS,2010,EL30,2,1428.42
1986,NUTS,2010,EL4,1,3.44
1988,NUTS,2010,EL4,1,8.99
1989,NUTS,2010,EL4,1,12.09
1991,NUTS,2010,EL4,1,19.27
1993,NUTS,2010,EL4,1,31.25
1995,NUTS,2010,EL4,1,37.53
1997,NUTS,2010,EL4,1,56.28
1999,NUTS,2010,EL4,1,68.03
2003,NUTS,2010,EL4,1,88.45
2005,NUTS,2010,EL4,1,108.34
2011,NUTS,2010,EL4,1,132.174
2013,NUTS,2010,EL4,1,157.06
2015,NUTS,2010,EL4,1,164.8
2017,NUTS,2010,EL4,1,156.14
2018,NUTS,2010,EL4,1,162.02
2019,NUTS,2010,EL4,1,173.62
1986,NUTS,2010,EL41,2,0.08
1988,NUTS,2010,EL41,2,0.18
1989,NUTS,2010,EL41,2,0.19
1991,NUTS,2010,EL41,2,0.63
1993,NUTS,2010,EL41,2,2.18
1995,NUTS,2010,EL41,2,3.38
1997,NUTS,2010,EL41,2,5.94
1999,NUTS,2010,EL41,2,4.38
2003,NUTS,2010,EL41,2,9.66
2005,NUTS,2010,EL41,2,12.336
2011,NUTS,2010,EL41,2,14.312
2013,NUTS,2010,EL41,2,21.4
2015,NUTS,2010,EL41,2,18.79
2017,NUTS,2010,EL41,2,16.74
2018,NUTS,2010,EL41,2,16.82
2019,NUTS,2010,EL41,2,18.25
1986,NUTS,2010,EL42,2,0.13
1988,NUTS,2010,EL42,2,1.46
1989,NUTS,2010,EL42,2,1.04
1991,NUTS,2010,EL42,2,0.9
1993,NUTS,2010,EL42,2,3.4
1995,NUTS,2010,EL42,2,2.41
1997,NUTS,2010,EL42,2,1.83
1999,NUTS,2010,EL42,2,1.98
2003,NUTS,2010,EL42,2,5.17
2005,NUTS,2010,EL42,2,7.816
2011,NUTS,2010,EL42,2,11.759
2013,NUTS,2010,EL42,2,14.98
2015,NUTS,2010,EL42,2,11.29
2017,NUTS,2010,EL42,2,10.6
2018,NUTS,2010,EL42,2,11.77
2019,NUTS,2010,EL42,2,14.74
1986,NUTS,2010,EL43,2,3.23
1988,NUTS,2010,EL43,2,7.36
1989,NUTS,2010,EL43,2,10.85
1991,NUTS,2010,EL43,2,17.75
1993,NUTS,2010,EL43,2,25.67
1995,NUTS,2010,EL43,2,31.74
1997,NUTS,2010,EL43,2,48.51
1999,NUTS,2010,EL43,2,61.66
2003,NUTS,2010,EL43,2,74.08
2005,NUTS,2010,EL43,2,88.229
2011,NUTS,2010,EL43,2,106.103
2013,NUTS,2010,EL43,2,120.68
2015,NUTS,2010,EL43,2,134.72
2017,NUTS,2010,EL43,2,128.8
2018,NUTS,2010,EL43,2,133.43
2019,NUTS,2010,EL43,2,140.63
2011,NUTS,2010,EL5,1,293.317
2013,NUTS,2010,EL5,1,284.09
2015,NUTS,2010,EL5,1,316.07
2017,NUTS,2010,EL5,1,402.78
2018,NUTS,2010,EL5,1,399.29
2019,NUTS,2010,EL5,1,412.46
1986,NUTS,2010,EL51,2,1.99
1988,NUTS,2010,EL51,2,2.47
1989,NUTS,2010,EL51,2,3.97
1991,NUTS,2010,EL51,2,5.82
1993,NUTS,2010,EL51,2,10.74
1995,NUTS,2010,EL51,2,13.47
1997,NUTS,2010,EL51,2,17.77
1999,NUTS,2010,EL51,2,26.48
2003,NUTS,2010,EL51,2,28.09
2005,NUTS,2010,EL51,2,26.0
2011,NUTS,2010,EL51,2,46.253
2013,NUTS,2010,EL51,2,43.21
2015,NUTS,2010,EL51,2,47.06
2017,NUTS,2010,EL51,2,49.15
2018,NUTS,2010,EL51,2,51.24
2019,NUTS,2010,EL51,2,54.52
1986,NUTS,2010,EL52,2,7.67
1988,NUTS,2010,EL52,2,12.58
1989,NUTS,2010,EL52,2,23.19
1991,NUTS,2010,EL52,2,27.73
1993,NUTS,2010,EL52,2,55.74
1995,NUTS,2010,EL52,2,68.6
1997,NUTS,2010,EL52,2,87.38
1999,NUTS,2010,EL52,2,120.5
2003,NUTS,2010,EL52,2,151.95
2005,NUTS,2010,EL52,2,160.0
2011,NUTS,2010,EL52,2,193.325
2013,NUTS,2010,EL52,2,183.3
2015,NUTS,2010,EL52,2,201.44
2017,NUTS,2010,EL52,2,280.9
2018,NUTS,2010,EL52,2,276.09
2019,NUTS,2010,EL52,2,282.56
1986,NUTS,2010,EL53,2,0.18
1988,NUTS,2010,EL53,2,0.26
1989,NUTS,2010,EL53,2,0.32
1991,NUTS,2010,EL53,2,0.78
1993,NUTS,2010,EL53,2,0.67
1995,NUTS,2010,EL53,2,4.35
1997,NUTS,2010,EL53,2,10.78
1999,NUTS,2010,EL53,2,2.44
2003,NUTS,2010,EL53,2,8.4
2005,NUTS,2010,EL53,2,5.0
2011,NUTS,2010,EL53,2,15.365
2013,NUTS,2010,EL53,2,17.8
2015,NUTS,2010,EL53,2,20.04
2017,NUTS,2010,EL53,2,14.27
2018,NUTS,2010,EL53,2,19.26
2019,NUTS,2010,EL53,2,16.34
1986,NUTS,2010,EL54,2,1.02
1988,NUTS,2010,EL54,2,1.52
1989,NUTS,2010,EL54,2,3.42
1991,NUTS,2010,EL54,2,3.46
1993,NUTS,2010,EL54,2,6.62
1995,NUTS,2010,EL54,2,9.01
1997,NUTS,2010,EL54,2,14.98
1999,NUTS,2010,EL54,2,24.79
2003,NUTS,2010,EL54,2,24.17
2005,NUTS,2010,EL54,2,29.824
2011,NUTS,2010,EL54,2,38.374
2013,NUTS,2010,EL54,2,39.78
2015,NUTS,2010,EL54,2,47.53
2017,NUTS,2010,EL54,2,58.46
2018,NUTS,2010,EL54,2,52.7
2019,NUTS,2010,EL54,2,59.04
2011,NUTS,2010,EL6,1,191.281
