year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_pnp_mio_pps
2013,NUTS,2010,ES51,2,7.473
2014,NUTS,2010,ES51,2,8.698
2015,NUTS,2010,ES51,2,15.14
2016,NUTS,2010,ES51,2,17.288
2017,NUTS,2010,ES51,2,15.239
2018,NUTS,2010,ES51,2,17.175
2019,NUTS,2010,ES51,2,18.266
2011,NUTS,2010,ES52,2,0.803
2012,NUTS,2010,ES52,2,0.688
2013,NUTS,2010,ES52,2,0.797
2014,NUTS,2010,ES52,2,1.035
2015,NUTS,2010,ES52,2,0.0
2016,NUTS,2010,ES52,2,0.0
2017,NUTS,2010,ES52,2,0.0
2018,NUTS,2010,ES52,2,2.147
2019,NUTS,2010,ES52,2,0.0
2011,NUTS,2010,ES53,2,0.275
2012,NUTS,2010,ES53,2,0.246
2013,NUTS,2010,ES53,2,0.242
2014,NUTS,2010,ES53,2,0.228
2015,NUTS,2010,ES53,2,0.0
2016,NUTS,2010,ES53,2,0.0
2017,NUTS,2010,ES53,2,0.0
2018,NUTS,2010,ES53,2,0.0
2011,NUTS,2010,ES6,1,1.437
2012,NUTS,2010,ES6,1,2.393
2013,NUTS,2010,ES6,1,2.282
2014,NUTS,2010,ES6,1,2.362
2015,NUTS,2010,ES6,1,2.163
2016,NUTS,2010,ES6,1,3.242
2017,NUTS,2010,ES6,1,2.177
2018,NUTS,2010,ES6,1,3.22
2019,NUTS,2010,ES6,1,3.223
2011,NUTS,2010,ES61,2,1.113
2012,NUTS,2010,ES61,2,2.065
2013,NUTS,2010,ES61,2,2.169
2014,NUTS,2010,ES61,2,2.282
2015,NUTS,2010,ES61,2,1.081
2016,NUTS,2010,ES61,2,3.242
2017,NUTS,2010,ES61,2,2.177
2018,NUTS,2010,ES61,2,3.22
2019,NUTS,2010,ES61,2,3.223
2012,NUTS,2010,ES62,2,0.292
2013,NUTS,2010,ES62,2,0.112
2014,NUTS,2010,ES62,2,0.08
2015,NUTS,2010,ES62,2,0.0
2016,NUTS,2010,ES62,2,0.0
2018,NUTS,2010,ES62,2,0.0
2019,NUTS,2010,ES62,2,0.0
2015,NUTS,2010,ES63,2,0.0
2015,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES7,1,0.537
2012,NUTS,2010,ES7,1,0.384
2013,NUTS,2010,ES7,1,0.209
2014,NUTS,2010,ES7,1,0.226
2015,NUTS,2010,ES7,1,0.0
2016,NUTS,2010,ES7,1,0.0
2017,NUTS,2010,ES7,1,0.0
2018,NUTS,2010,ES7,1,0.0
2011,NUTS,2010,ES70,2,0.537
2012,NUTS,2010,ES70,2,0.384
2013,NUTS,2010,ES70,2,0.209
2014,NUTS,2010,ES70,2,0.226
2015,NUTS,2010,ES70,2,0.0
2016,NUTS,2010,ES70,2,0.0
2017,NUTS,2010,ES70,2,0.0
2018,NUTS,2010,ES70,2,0.0
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,1718.097
2012,NUTS,2010,EU27_2020,7,1700.141
2013,NUTS,2010,EU27_2020,7,1525.258
2014,NUTS,2010,EU27_2020,7,1631.75
2015,NUTS,2010,EU27_2020,7,1707.733
2016,NUTS,2010,EU27_2020,7,1660.719
2017,NUTS,2010,EU27_2020,7,1484.37
2018,NUTS,2010,EU27_2020,7,1556.001
2019,NUTS,2010,EU27_2020,7,1760.162
2020,NUTS,2010,EU27_2020,7,1894.404
2011,NUTS,2010,FI,0,42.091
2012,NUTS,2010,FI,0,37.718
2013,NUTS,2010,FI,0,37.61
2014,NUTS,2010,FI,0,39.488
2015,NUTS,2010,FI,0,37.14
2016,NUTS,2010,FI,0,40.356
2017,NUTS,2010,FI,0,40.232
2018,NUTS,2010,FI,0,41.309
2019,NUTS,2010,FI,0,46.891
2020,NUTS,2010,FI,0,44.998
2017,NUTS,2010,FI1,1,40.232
2018,NUTS,2010,FI1,1,41.389
2019,NUTS,2010,FI1,1,46.891
2017,NUTS,2010,FI19,2,9.144
2018,NUTS,2010,FI19,2,10.645
2019,NUTS,2010,FI19,2,11.112
2017,NUTS,2010,FI1B,2,28.226
2018,NUTS,2010,FI1B,2,27.645
2019,NUTS,2010,FI1B,2,31.996
2017,NUTS,2010,FI1C,2,2.385
2018,NUTS,2010,FI1C,2,2.622
2019,NUTS,2010,FI1C,2,3.231
2017,NUTS,2010,FI1D,2,0.477
2018,NUTS,2010,FI1D,2,0.477
2019,NUTS,2010,FI1D,2,0.631
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
2011,NUTS,2010,FR,0,498.432
2012,NUTS,2010,FR,0,585.208
2013,NUTS,2010,FR,0,620.483
2014,NUTS,2010,FR,0,655.577
2015,NUTS,2010,FR,0,682.578
2016,NUTS,2010,FR,0,726.269
2017,NUTS,2010,FR,0,711.832
2018,NUTS,2010,FR,0,733.632
2019,NUTS,2010,FR,0,809.818
2020,NUTS,2010,FR,0,866.549
2011,NUTS,2010,FR1,1,238.859
2012,NUTS,2010,FR1,1,250.328
2013,NUTS,2010,FR1,1,253.844
2011,NUTS,2010,FR10,2,238.859
2012,NUTS,2010,FR10,2,250.328
2013,NUTS,2010,FR10,2,253.844
2012,NUTS,2010,FR2,1,0.0
2013,NUTS,2010,FR2,1,0.0
2012,NUTS,2010,FR3,1,0.0
2013,NUTS,2010,FR3,1,0.0
2012,NUTS,2010,FR4,1,0.0
2013,NUTS,2010,FR4,1,0.0
2012,NUTS,2010,FR5,1,0.0
2013,NUTS,2010,FR5,1,0.0
2012,NUTS,2010,FR6,1,0.0
2013,NUTS,2010,FR6,1,0.0
2012,NUTS,2010,FR7,1,0.0
2013,NUTS,2010,FR7,1,0.0
2012,NUTS,2010,FR8,1,0.0
2013,NUTS,2010,FR8,1,0.0
2011,NUTS,2010,FRZ,1,259.573
2012,NUTS,2010,FRZ,1,334.937
2013,NUTS,2010,FRZ,1,366.634
2011,NUTS,2010,FRZZ,2,259.573
2012,NUTS,2010,FRZZ,2,334.937
2013,NUTS,2010,FRZZ,2,366.634
2011,NUTS,2010,HR,0,0.749
2011,NUTS,2010,HR0,1,0.749
2011,NUTS,2010,HR03,2,0.749
2011,NUTS,2010,HR04,2,0.0
2012,NUTS,2010,HR04,2,0.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,IS,0,6.438
2013,NUTS,2010,IS,0,0.0
2014,NUTS,2010,IS,0,0.0
2015,NUTS,2010,IS,0,0.0
2016,NUTS,2010,IS,0,0.0
2017,NUTS,2010,IS,0,0.0
2018,NUTS,2010,IS,0,0.0
2011,NUTS,2010,IS0,1,6.438
2013,NUTS,2010,IS0,1,0.0
2014,NUTS,2010,IS0,1,0.0
2015,NUTS,2010,IS0,1,0.0
2016,NUTS,2010,IS0,1,0.0
2017,NUTS,2010,IS0,1,0.0
2018,NUTS,2010,IS0,1,0.0
2011,NUTS,2010,IS00,2,6.438
2013,NUTS,2010,IS00,2,0.0
2014,NUTS,2010,IS00,2,0.0
2015,NUTS,2010,IS00,2,0.0
2016,NUTS,2010,IS00,2,0.0
2017,NUTS,2010,IS00,2,0.0
2018,NUTS,2010,IS00,2,0.0
2011,NUTS,2010,IT,0,650.914
2012,NUTS,2010,IT,0,599.783
2013,NUTS,2010,IT,0,613.601
2014,NUTS,2010,IT,0,641.091
2015,NUTS,2010,IT,0,687.914
2016,NUTS,2010,IT,0,570.103
2017,NUTS,2010,IT,0,404.5
2018,NUTS,2010,IT,0,396.087
2019,NUTS,2010,IT,0,467.878
2020,NUTS,2010,IT,0,519.856
2011,NUTS,2010,ITC,1,463.844
2012,NUTS,2010,ITC,1,402.292
2013,NUTS,2010,ITC,1,386.986
2014,NUTS,2010,ITC,1,383.161
2015,NUTS,2010,ITC,1,413.099
2016,NUTS,2010,ITC,1,342.459
2017,NUTS,2010,ITC,1,173.444
2018,NUTS,2010,ITC,1,173.684
2019,NUTS,2010,ITC,1,206.516
2011,NUTS,2010,ITC1,2,66.811
2012,NUTS,2010,ITC1,2,70.144
2013,NUTS,2010,ITC1,2,75.049
2014,NUTS,2010,ITC1,2,76.463
2015,NUTS,2010,ITC1,2,87.194
2016,NUTS,2010,ITC1,2,78.726
2017,NUTS,2010,ITC1,2,51.588
2018,NUTS,2010,ITC1,2,50.037
2019,NUTS,2010,ITC1,2,56.85
2011,NUTS,2010,ITC2,2,2.162
2012,NUTS,2010,ITC2,2,2.865
2013,NUTS,2010,ITC2,2,2.935
2014,NUTS,2010,ITC2,2,2.821
2015,NUTS,2010,ITC2,2,2.238
2016,NUTS,2010,ITC2,2,2.198
2017,NUTS,2010,ITC2,2,2.365
2018,NUTS,2010,ITC2,2,2.445
2019,NUTS,2010,ITC2,2,3.084
2011,NUTS,2010,ITC3,2,15.425
2012,NUTS,2010,ITC3,2,13.436
2013,NUTS,2010,ITC3,2,8.611
2014,NUTS,2010,ITC3,2,8.713
2015,NUTS,2010,ITC3,2,9.148
2016,NUTS,2010,ITC3,2,8.526
2017,NUTS,2010,ITC3,2,6.5
2018,NUTS,2010,ITC3,2,7.846
2019,NUTS,2010,ITC3,2,12.451
2011,NUTS,2010,ITC4,2,379.446
2012,NUTS,2010,ITC4,2,315.847
2013,NUTS,2010,ITC4,2,300.391
2014,NUTS,2010,ITC4,2,295.164
2015,NUTS,2010,ITC4,2,314.617
2016,NUTS,2010,ITC4,2,253.008
2017,NUTS,2010,ITC4,2,112.992
2018,NUTS,2010,ITC4,2,113.357
2019,NUTS,2010,ITC4,2,134.131
2011,NUTS,2010,ITF,1,69.267
2012,NUTS,2010,ITF,1,64.019
2013,NUTS,2010,ITF,1,67.71
2014,NUTS,2010,ITF,1,67.327
2017,NUTS,2010,ITF,1,34.295
2018,NUTS,2010,ITF,1,35.463
2019,NUTS,2010,ITF,1,44.274
2011,NUTS,2010,ITF1,2,1.179
2012,NUTS,2010,ITF1,2,0.988
2013,NUTS,2010,ITF1,2,3.718
2014,NUTS,2010,ITF1,2,2.747
2015,NUTS,2010,ITF1,2,1.654
2016,NUTS,2010,ITF1,2,1.516
2017,NUTS,2010,ITF1,2,1.062
2018,NUTS,2010,ITF1,2,0.937
2019,NUTS,2010,ITF1,2,0.959
2017,NUTS,2010,ITF2,2,0.06
2018,NUTS,2010,ITF2,2,0.122
2019,NUTS,2010,ITF2,2,0.048
2011,NUTS,2010,ITF3,2,37.728
2012,NUTS,2010,ITF3,2,35.369
2013,NUTS,2010,ITF3,2,40.509
2014,NUTS,2010,ITF3,2,40.295
2015,NUTS,2010,ITF3,2,41.553
2016,NUTS,2010,ITF3,2,32.047
2017,NUTS,2010,ITF3,2,19.692
2018,NUTS,2010,ITF3,2,22.005
2019,NUTS,2010,ITF3,2,21.221
2011,NUTS,2010,ITF4,2,30.261
2012,NUTS,2010,ITF4,2,27.169
2013,NUTS,2010,ITF4,2,22.407
2014,NUTS,2010,ITF4,2,22.719
2015,NUTS,2010,ITF4,2,27.929
2016,NUTS,2010,ITF4,2,22.701
2017,NUTS,2010,ITF4,2,12.353
2018,NUTS,2010,ITF4,2,11.546
2019,NUTS,2010,ITF4,2,20.598
2012,NUTS,2010,ITF5,2,0.296
2013,NUTS,2010,ITF5,2,0.979
2015,NUTS,2010,ITF5,2,4.087
2017,NUTS,2010,ITF5,2,0.749
2018,NUTS,2010,ITF5,2,0.25
2019,NUTS,2010,ITF5,2,0.7
2011,NUTS,2010,ITF6,2,0.098
2015,NUTS,2010,ITF6,2,0.195
2016,NUTS,2010,ITF6,2,0.415
2017,NUTS,2010,ITF6,2,0.38
2018,NUTS,2010,ITF6,2,0.604
2019,NUTS,2010,ITF6,2,0.749
2011,NUTS,2010,ITG,1,6.288
2012,NUTS,2010,ITG,1,9.089
2013,NUTS,2010,ITG,1,13.894
2014,NUTS,2010,ITG,1,20.574
2015,NUTS,2010,ITG,1,22.48
2016,NUTS,2010,ITG,1,13.822
2017,NUTS,2010,ITG,1,9.725
2018,NUTS,2010,ITG,1,9.271
2019,NUTS,2010,ITG,1,14.433
2011,NUTS,2010,ITG1,2,5.993
2012,NUTS,2010,ITG1,2,8.595
2013,NUTS,2010,ITG1,2,13.307
2014,NUTS,2010,ITG1,2,20.024
2015,NUTS,2010,ITG1,2,21.506
2016,NUTS,2010,ITG1,2,12.778
2017,NUTS,2010,ITG1,2,8.646
2018,NUTS,2010,ITG1,2,8.082
2019,NUTS,2010,ITG1,2,13.1
2011,NUTS,2010,ITG2,2,0.295
2012,NUTS,2010,ITG2,2,0.494
2013,NUTS,2010,ITG2,2,0.587
2014,NUTS,2010,ITG2,2,0.549
2015,NUTS,2010,ITG2,2,0.973
2016,NUTS,2010,ITG2,2,1.044
2017,NUTS,2010,ITG2,2,1.079
2018,NUTS,2010,ITG2,2,1.19
2019,NUTS,2010,ITG2,2,1.333
2011,NUTS,2010,ITH,1,35.665
2012,NUTS,2010,ITH,1,35.467
2013,NUTS,2010,ITH,1,47.456
2014,NUTS,2010,ITH,1,78.723
2015,NUTS,2010,ITH,1,77.267
2016,NUTS,2010,ITH,1,64.116
2017,NUTS,2010,ITH,1,77.595
2018,NUTS,2010,ITH,1,62.556
2019,NUTS,2010,ITH,1,77.62
2011,NUTS,2010,ITH1,2,0.393
2012,NUTS,2010,ITH1,2,0.296
2013,NUTS,2010,ITH1,2,3.718
2014,NUTS,2010,ITH1,2,33.412
2015,NUTS,2010,ITH1,2,32.308
2016,NUTS,2010,ITH1,2,22.032
2017,NUTS,2010,ITH1,2,37.088
2018,NUTS,2010,ITH1,2,27.588
2019,NUTS,2010,ITH1,2,31.738
2011,NUTS,2010,ITH2,2,6.976
2012,NUTS,2010,ITH2,2,8.398
2013,NUTS,2010,ITH2,2,8.317
2014,NUTS,2010,ITH2,2,7.095
2015,NUTS,2010,ITH2,2,7.201
2016,NUTS,2010,ITH2,2,6.961
2017,NUTS,2010,ITH2,2,2.68
2018,NUTS,2010,ITH2,2,2.791
2019,NUTS,2010,ITH2,2,2.686
2011,NUTS,2010,ITH3,2,18.57
2012,NUTS,2010,ITH3,2,14.226
2013,NUTS,2010,ITH3,2,14.579
2014,NUTS,2010,ITH3,2,14.568
2015,NUTS,2010,ITH3,2,18.1
2016,NUTS,2010,ITH3,2,15.557
2017,NUTS,2010,ITH3,2,15.9
2018,NUTS,2010,ITH3,2,14.378
2019,NUTS,2010,ITH3,2,23.683
2011,NUTS,2010,ITH4,2,4.52
2012,NUTS,2010,ITH4,2,6.323
2013,NUTS,2010,ITH4,2,7.534
2014,NUTS,2010,ITH4,2,7.388
2015,NUTS,2010,ITH4,2,7.493
2016,NUTS,2010,ITH4,2,5.956
2017,NUTS,2010,ITH4,2,6.355
2018,NUTS,2010,ITH4,2,5.517
2019,NUTS,2010,ITH4,2,7.768
2011,NUTS,2010,ITH5,2,5.207
2012,NUTS,2010,ITH5,2,6.224
2013,NUTS,2010,ITH5,2,13.307
2014,NUTS,2010,ITH5,2,16.261
2015,NUTS,2010,ITH5,2,12.262
2016,NUTS,2010,ITH5,2,13.611
2017,NUTS,2010,ITH5,2,15.572
2018,NUTS,2010,ITH5,2,12.281
2019,NUTS,2010,ITH5,2,11.745
2011,NUTS,2010,ITI,1,75.85
2012,NUTS,2010,ITI,1,88.915
2013,NUTS,2010,ITI,1,97.554
2014,NUTS,2010,ITI,1,91.306
2017,NUTS,2010,ITI,1,109.441
2018,NUTS,2010,ITI,1,115.112
2019,NUTS,2010,ITI,1,125.035
2011,NUTS,2010,ITI1,2,9.236
2012,NUTS,2010,ITI1,2,20.055
2013,NUTS,2010,ITI1,2,22.407
2014,NUTS,2010,ITI1,2,14.958
2015,NUTS,2010,ITI1,2,25.01
2016,NUTS,2010,ITI1,2,24.219
2017,NUTS,2010,ITI1,2,24.562
2018,NUTS,2010,ITI1,2,24.844
2019,NUTS,2010,ITI1,2,29.977
2011,NUTS,2010,ITI2,2,0.098
2012,NUTS,2010,ITI2,2,0.099
2013,NUTS,2010,ITI2,2,0.098
2014,NUTS,2010,ITI2,2,0.101
2017,NUTS,2010,ITI2,2,0.079
2018,NUTS,2010,ITI2,2,0.616
2019,NUTS,2010,ITI2,2,0.371
2011,NUTS,2010,ITI3,2,0.197
2012,NUTS,2010,ITI3,2,0.296
2013,NUTS,2010,ITI3,2,0.294
2014,NUTS,2010,ITI3,2,0.247
2015,NUTS,2010,ITI3,2,0.195
2016,NUTS,2010,ITI3,2,0.217
2017,NUTS,2010,ITI3,2,0.257
2018,NUTS,2010,ITI3,2,0.456
2019,NUTS,2010,ITI3,2,0.575
2011,NUTS,2010,ITI4,2,66.32
2012,NUTS,2010,ITI4,2,68.465
2013,NUTS,2010,ITI4,2,74.755
2014,NUTS,2010,ITI4,2,76.0
2015,NUTS,2010,ITI4,2,74.056
2016,NUTS,2010,ITI4,2,67.252
2017,NUTS,2010,ITI4,2,84.544
2018,NUTS,2010,ITI4,2,89.196
2019,NUTS,2010,ITI4,2,94.112
2011,NUTS,2010,JP,0,1604.739
2012,NUTS,2010,JP,0,1576.19
2013,NUTS,2010,JP,0,1514.784
2014,NUTS,2010,JP,0,1627.11
2015,NUTS,2010,JP,0,1613.676
2016,NUTS,2010,JP,0,1536.863
2017,NUTS,2010,JP,0,1576.691
2018,NUTS,2010,JP,0,1477.321
2019,NUTS,2010,JP,0,1571.646
2011,NUTS,2010,KR,0,725.54
2012,NUTS,2010,KR,0,633.399
2013,NUTS,2010,KR,0,691.891
2014,NUTS,2010,KR,0,863.701
2015,NUTS,2010,KR,0,975.751
2011,NUTS,2010,LU,0,0.0
2012,NUTS,2010,LU,0,0.0
2011,NUTS,2010,LU0,1,0.0
2012,NUTS,2010,LU0,1,0.0
2011,NUTS,2010,LU00,2,0.0
2012,NUTS,2010,LU00,2,0.0
2011,NUTS,2010,ME,0,0.502
2013,NUTS,2010,ME,0,0.668
2014,NUTS,2010,ME,0,0.696
2015,NUTS,2010,ME,0,0.959
2016,NUTS,2010,ME,0,1.321
2017,NUTS,2010,ME,0,0.575
2018,NUTS,2010,ME,0,0.746
2019,NUTS,2010,ME,0,0.026
2011,NUTS,2010,ME0,1,0.502
2013,NUTS,2010,ME0,1,0.668
2014,NUTS,2010,ME0,1,0.696
2015,NUTS,2010,ME0,1,0.959
2016,NUTS,2010,ME0,1,1.321
2017,NUTS,2010,ME0,1,0.575
2018,NUTS,2010,ME0,1,0.746
2019,NUTS,2010,ME0,1,0.026
2011,NUTS,2010,ME00,2,0.502
2013,NUTS,2010,ME00,2,0.668
2014,NUTS,2010,ME00,2,0.696
2015,NUTS,2010,ME00,2,0.959
2016,NUTS,2010,ME00,2,1.321
2017,NUTS,2010,ME00,2,0.575
2018,NUTS,2010,ME00,2,0.746
2019,NUTS,2010,ME00,2,0.026
2015,NUTS,2010,MK,0,0.791
2016,NUTS,2010,MK,0,2.348
2017,NUTS,2010,MK,0,1.133
2018,NUTS,2010,MK,0,1.381
2019,NUTS,2010,MK,0,1.36
2020,NUTS,2010,MK,0,0.981
2015,NUTS,2010,MK0,1,0.791
2016,NUTS,2010,MK0,1,2.348
2017,NUTS,2010,MK0,1,1.133
2018,NUTS,2010,MK0,1,1.381
2019,NUTS,2010,MK0,1,1.36
2020,NUTS,2010,MK0,1,0.981
2015,NUTS,2010,MK00,2,0.791
2016,NUTS,2010,MK00,2,2.348
2017,NUTS,2010,MK00,2,1.133
2018,NUTS,2010,MK00,2,1.381
2019,NUTS,2010,MK00,2,1.36
2020,NUTS,2010,MK00,2,0.981
2013,NUTS,2010,NL,0,0.0
2014,NUTS,2010,NL,0,0.0
2015,NUTS,2010,NL,0,0.0
2016,NUTS,2010,NL,0,0.0
2017,NUTS,2010,NL,0,0.0
2018,NUTS,2010,NL,0,0.0
2019,NUTS,2010,NL,0,0.0
2020,NUTS,2010,NL,0,0.0
2011,NUTS,2010,PL,0,11.172
2012,NUTS,2010,PL,0,23.32
2013,NUTS,2010,PL,0,17.359
2014,NUTS,2010,PL,0,19.705
2015,NUTS,2010,PL,0,11.566
2016,NUTS,2010,PL,0,31.696
2017,NUTS,2010,PL,0,28.131
2018,NUTS,2010,PL,0,29.739
2019,NUTS,2010,PL,0,34.367
2020,NUTS,2010,PL,0,29.67
2014,NUTS,2010,PL1,1,6.609
2015,NUTS,2010,PL1,1,8.389
2014,NUTS,2010,PL11,2,0.162
2011,NUTS,2010,PL12,2,5.752
2012,NUTS,2010,PL12,2,6.98
2013,NUTS,2010,PL12,2,7.124
2014,NUTS,2010,PL12,2,6.447
2013,NUTS,2010,PL2,1,6.059
2014,NUTS,2010,PL2,1,6.528
2015,NUTS,2010,PL2,1,0.57
2016,NUTS,2010,PL2,1,7.453
2019,NUTS,2010,PL2,1,11.171
2015,NUTS,2010,PL21,2,0.489
2017,NUTS,2010,PL21,2,5.516
2018,NUTS,2010,PL21,2,5.382
2019,NUTS,2010,PL21,2,9.401
2011,NUTS,2010,PL22,2,0.331
2012,NUTS,2010,PL22,2,0.086
2015,NUTS,2010,PL22,2,0.041
2019,NUTS,2010,PL22,2,1.77
2011,NUTS,2010,PL3,1,0.083
2015,NUTS,2010,PL3,1,0.489
2011,NUTS,2010,PL31,2,0.041
2014,NUTS,2010,PL33,2,0.0
2015,NUTS,2010,PL33,2,0.0
2013,NUTS,2010,PL34,2,0.082
2015,NUTS,2010,PL34,2,0.163
2011,NUTS,2010,PL4,1,0.372
2014,NUTS,2010,PL4,1,1.5
2015,NUTS,2010,PL4,1,1.67
2016,NUTS,2010,PL4,1,2.805
2018,NUTS,2010,PL4,1,0.687
2019,NUTS,2010,PL4,1,0.914
2012,NUTS,2010,PL41,2,1.193
2013,NUTS,2010,PL41,2,0.0
2016,NUTS,2010,PL41,2,2.284
2017,NUTS,2010,PL41,2,1.812
2018,NUTS,2010,PL41,2,0.486
2019,NUTS,2010,PL41,2,0.727
2016,NUTS,2010,PL42,2,0.521
2017,NUTS,2010,PL42,2,0.473
2013,NUTS,2010,PL43,2,0.0
2014,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2011,NUTS,2010,PL5,1,0.29
2012,NUTS,2010,PL5,1,0.318
2013,NUTS,2010,PL5,1,0.369
2014,NUTS,2010,PL5,1,0.162
2015,NUTS,2010,PL5,1,0.407
2016,NUTS,2010,PL5,1,3.847
2011,NUTS,2010,PL51,2,0.29
2012,NUTS,2010,PL51,2,0.318
2017,NUTS,2010,PL51,2,0.355
2018,NUTS,2010,PL51,2,0.49
2019,NUTS,2010,PL51,2,0.955
2011,NUTS,2010,PL6,1,1.366
2013,NUTS,2010,PL6,1,0.655
2015,NUTS,2010,PL6,1,0.081
2016,NUTS,2010,PL6,1,3.206
2018,NUTS,2010,PL6,1,2.874
2015,NUTS,2010,PL61,2,0.0
2016,NUTS,2010,PL61,2,0.481
2017,NUTS,2010,PL61,2,0.552
2019,NUTS,2010,PL61,2,0.454
2014,NUTS,2010,PL62,2,0.0
2013,NUTS,2010,PL63,2,0.328
2017,NUTS,2010,PL63,2,2.009
2018,NUTS,2010,PL63,2,2.115
2019,NUTS,2010,PL63,2,3.316
2016,NUTS,2010,PL7,1,0.922
2017,NUTS,2010,PL71,2,1.379
2018,NUTS,2010,PL71,2,2.917
2019,NUTS,2010,PL71,2,2.494
2016,NUTS,2010,PL8,1,1.803
2017,NUTS,2010,PL8,1,2.403
2018,NUTS,2010,PL8,1,2.079
2019,NUTS,2010,PL8,1,2.195
2016,NUTS,2010,PL81,2,0.24
2017,NUTS,2010,PL81,2,0.0
2018,NUTS,2010,PL81,2,1.251
2016,NUTS,2010,PL9,1,11.661
2018,NUTS,2010,PL9,1,12.125
2019,NUTS,2010,PL9,1,11.705
2016,NUTS,2010,PL91,2,11.58
2017,NUTS,2010,PL91,2,10.008
2019,NUTS,2010,PL91,2,11.705
2016,NUTS,2010,PL92,2,0.04
2019,NUTS,2010,PL92,2,0.0
2011,NUTS,2010,PT,0,271.519
2012,NUTS,2010,PT,0,239.873
2013,NUTS,2010,PT,0,37.263
2014,NUTS,2010,PT,0,47.561
2015,NUTS,2010,PT,0,43.455
2016,NUTS,2010,PT,0,46.584
2017,NUTS,2010,PT,0,47.976
2018,NUTS,2010,PT,0,53.111
2019,NUTS,2010,PT,0,67.46
2020,NUTS,2010,PT,0,79.222
2011,NUTS,2010,PT1,1,267.279
2012,NUTS,2010,PT1,1,234.782
2013,NUTS,2010,PT1,1,37.155
2014,NUTS,2010,PT1,1,47.418
2015,NUTS,2010,PT1,1,43.275
2016,NUTS,2010,PT1,1,46.448
2017,NUTS,2010,PT1,1,47.692
2018,NUTS,2010,PT1,1,52.953
2019,NUTS,2010,PT1,1,67.283
2020,NUTS,2010,PT1,1,78.362
2011,NUTS,2010,PT11,2,90.902
2012,NUTS,2010,PT11,2,78.891
2013,NUTS,2010,PT11,2,3.13
2014,NUTS,2010,PT11,2,3.565
2015,NUTS,2010,PT11,2,4.036
2016,NUTS,2010,PT11,2,4.315
2017,NUTS,2010,PT11,2,4.986
2018,NUTS,2010,PT11,2,5.876
2019,NUTS,2010,PT11,2,6.206
2020,NUTS,2010,PT11,2,13.756
2011,NUTS,2010,PT15,2,0.285
2012,NUTS,2010,PT15,2,0.148
2013,NUTS,2010,PT15,2,0.0
2014,NUTS,2010,PT15,2,0.0
2015,NUTS,2010,PT15,2,0.0
2016,NUTS,2010,PT15,2,0.003
2017,NUTS,2010,PT15,2,0.0
2018,NUTS,2010,PT15,2,0.0
2019,NUTS,2010,PT15,2,0.0
2020,NUTS,2010,PT15,2,1.039
2011,NUTS,2010,PT16,2,32.067
2012,NUTS,2010,PT16,2,40.919
2013,NUTS,2010,PT16,2,2.403
2014,NUTS,2010,PT16,2,3.669
2015,NUTS,2010,PT16,2,3.363
2016,NUTS,2010,PT16,2,3.191
2017,NUTS,2010,PT16,2,2.894
2018,NUTS,2010,PT16,2,3.311
2019,NUTS,2010,PT16,2,5.092
2020,NUTS,2010,PT16,2,7.133
2011,NUTS,2010,PT17,2,144.025
2012,NUTS,2010,PT17,2,114.796
2013,NUTS,2010,PT17,2,31.622
2014,NUTS,2010,PT17,2,40.185
2015,NUTS,2010,PT17,2,35.876
2016,NUTS,2010,PT17,2,38.895
2017,NUTS,2010,PT17,2,39.767
2018,NUTS,2010,PT17,2,43.605
2019,NUTS,2010,PT17,2,55.885
2020,NUTS,2010,PT17,2,55.228
2011,NUTS,2010,PT18,2,0.0
2012,NUTS,2010,PT18,2,0.028
2013,NUTS,2010,PT18,2,0.0
2014,NUTS,2010,PT18,2,0.0
2015,NUTS,2010,PT18,2,0.0
2016,NUTS,2010,PT18,2,0.043
2017,NUTS,2010,PT18,2,0.045
2018,NUTS,2010,PT18,2,0.161
2019,NUTS,2010,PT18,2,0.1
2020,NUTS,2010,PT18,2,1.206
2011,NUTS,2010,PT2,1,2.186
2012,NUTS,2010,PT2,1,3.259
2013,NUTS,2010,PT2,1,0.0
2014,NUTS,2010,PT2,1,0.0
2015,NUTS,2010,PT2,1,0.0
2016,NUTS,2010,PT2,1,0.0
2017,NUTS,2010,PT2,1,0.084
2018,NUTS,2010,PT2,1,0.08
2019,NUTS,2010,PT2,1,0.178
2020,NUTS,2010,PT2,1,0.802
2011,NUTS,2010,PT20,2,2.186
2012,NUTS,2010,PT20,2,3.259
2013,NUTS,2010,PT20,2,0.0
