year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_hes_mio_pps
2016,NUTS,2010,LT02,2,97.723
2017,NUTS,2010,LT02,2,99.853
2018,NUTS,2010,LT02,2,113.077
2019,NUTS,2010,LT02,2,122.255
2011,NUTS,2010,LU,0,55.539
2012,NUTS,2010,LU,0,77.212
2013,NUTS,2010,LU,0,90.554
2014,NUTS,2010,LU,0,89.465
2015,NUTS,2010,LU,0,100.498
2016,NUTS,2010,LU,0,110.604
2017,NUTS,2010,LU,0,118.828
2018,NUTS,2010,LU,0,116.571
2019,NUTS,2010,LU,0,127.319
2020,NUTS,2010,LU,0,123.995
2011,NUTS,2010,LU0,1,55.539
2012,NUTS,2010,LU0,1,77.212
2013,NUTS,2010,LU0,1,90.554
2014,NUTS,2010,LU0,1,89.465
2015,NUTS,2010,LU0,1,100.498
2016,NUTS,2010,LU0,1,110.604
2017,NUTS,2010,LU0,1,118.828
2018,NUTS,2010,LU0,1,116.571
2019,NUTS,2010,LU0,1,127.319
2020,NUTS,2010,LU0,1,123.995
2011,NUTS,2010,LU00,2,55.539
2012,NUTS,2010,LU00,2,77.212
2013,NUTS,2010,LU00,2,90.554
2014,NUTS,2010,LU00,2,89.465
2015,NUTS,2010,LU00,2,100.498
2016,NUTS,2010,LU00,2,110.604
2017,NUTS,2010,LU00,2,118.828
2018,NUTS,2010,LU00,2,116.571
2019,NUTS,2010,LU00,2,127.319
2020,NUTS,2010,LU00,2,123.995
2011,NUTS,2010,LV,0,103.397
2012,NUTS,2010,LV,0,106.772
2013,NUTS,2010,LV,0,86.404
2014,NUTS,2010,LV,0,95.046
2015,NUTS,2010,LV,0,109.217
2016,NUTS,2010,LV,0,69.218
2017,NUTS,2010,LV,0,91.27
2018,NUTS,2010,LV,0,134.967
2019,NUTS,2010,LV,0,144.928
2020,NUTS,2010,LV,0,141.715
2011,NUTS,2010,LV0,1,103.397
2012,NUTS,2010,LV0,1,106.772
2013,NUTS,2010,LV0,1,86.404
2014,NUTS,2010,LV0,1,95.046
2015,NUTS,2010,LV0,1,109.217
2016,NUTS,2010,LV0,1,69.218
2017,NUTS,2010,LV0,1,91.27
2018,NUTS,2010,LV0,1,134.967
2019,NUTS,2010,LV0,1,144.928
2020,NUTS,2010,LV0,1,141.715
2011,NUTS,2010,LV00,2,103.397
2012,NUTS,2010,LV00,2,106.772
2013,NUTS,2010,LV00,2,86.404
2014,NUTS,2010,LV00,2,95.046
2015,NUTS,2010,LV00,2,109.217
2016,NUTS,2010,LV00,2,69.218
2017,NUTS,2010,LV00,2,91.27
2018,NUTS,2010,LV00,2,134.967
2019,NUTS,2010,LV00,2,144.928
2020,NUTS,2010,LV00,2,141.715
2011,NUTS,2010,ME,0,9.33
2013,NUTS,2010,ME,0,7.986
2014,NUTS,2010,ME,0,9.297
2015,NUTS,2010,ME,0,12.772
2016,NUTS,2010,ME,0,14.622
2017,NUTS,2010,ME,0,14.561
2018,NUTS,2010,ME,0,15.222
2019,NUTS,2010,ME,0,12.934
2011,NUTS,2010,ME0,1,9.33
2013,NUTS,2010,ME0,1,7.986
2014,NUTS,2010,ME0,1,9.297
2015,NUTS,2010,ME0,1,12.772
2016,NUTS,2010,ME0,1,14.622
2017,NUTS,2010,ME0,1,14.561
2018,NUTS,2010,ME0,1,15.222
2019,NUTS,2010,ME0,1,12.934
2011,NUTS,2010,ME00,2,9.33
2013,NUTS,2010,ME00,2,7.986
2014,NUTS,2010,ME00,2,9.297
2015,NUTS,2010,ME00,2,12.772
2016,NUTS,2010,ME00,2,14.622
2017,NUTS,2010,ME00,2,14.561
2018,NUTS,2010,ME00,2,15.222
2019,NUTS,2010,ME00,2,12.934
2015,NUTS,2010,MK,0,62.317
2016,NUTS,2010,MK,0,59.87
2017,NUTS,2010,MK,0,48.234
2018,NUTS,2010,MK,0,49.891
2019,NUTS,2010,MK,0,56.318
2020,NUTS,2010,MK,0,55.977
2015,NUTS,2010,MK0,1,62.317
2016,NUTS,2010,MK0,1,59.87
2017,NUTS,2010,MK0,1,48.234
2018,NUTS,2010,MK0,1,49.891
2019,NUTS,2010,MK0,1,56.318
2020,NUTS,2010,MK0,1,55.977
2015,NUTS,2010,MK00,2,62.317
2016,NUTS,2010,MK00,2,59.87
2017,NUTS,2010,MK00,2,48.234
2018,NUTS,2010,MK00,2,49.891
2019,NUTS,2010,MK00,2,56.318
2020,NUTS,2010,MK00,2,55.977
2011,NUTS,2010,MT,0,18.484
2012,NUTS,2010,MT,0,26.513
2013,NUTS,2010,MT,0,28.586
2014,NUTS,2010,MT,0,25.705
2015,NUTS,2010,MT,0,27.523
2016,NUTS,2010,MT,0,25.69
2017,NUTS,2010,MT,0,26.052
2018,NUTS,2010,MT,0,30.948
2019,NUTS,2010,MT,0,34.371
2020,NUTS,2010,MT,0,35.047
2011,NUTS,2010,MT0,1,18.484
2012,NUTS,2010,MT0,1,26.513
2013,NUTS,2010,MT0,1,28.586
2014,NUTS,2010,MT0,1,25.705
2015,NUTS,2010,MT0,1,27.523
2016,NUTS,2010,MT0,1,25.69
2017,NUTS,2010,MT0,1,26.052
2018,NUTS,2010,MT0,1,30.948
2019,NUTS,2010,MT0,1,34.371
2020,NUTS,2010,MT0,1,35.047
2011,NUTS,2010,MT00,2,18.484
2012,NUTS,2010,MT00,2,26.513
2013,NUTS,2010,MT00,2,28.586
2014,NUTS,2010,MT00,2,25.705
2015,NUTS,2010,MT00,2,27.523
2016,NUTS,2010,MT00,2,25.69
2017,NUTS,2010,MT00,2,26.052
2018,NUTS,2010,MT00,2,30.948
2019,NUTS,2010,MT00,2,34.371
2020,NUTS,2010,MT00,2,35.047
2011,NUTS,2010,NL,0,3561.14
2012,NUTS,2010,NL,0,3542.431
2013,NUTS,2010,NL,0,3698.482
2014,NUTS,2010,NL,0,3775.691
2015,NUTS,2010,NL,0,3898.651
2016,NUTS,2010,NL,0,3756.983
2017,NUTS,2010,NL,0,3956.102
2018,NUTS,2010,NL,0,4003.318
2019,NUTS,2010,NL,0,4195.924
2020,NUTS,2010,NL,0,4295.088
2011,NUTS,2010,NO,0,1170.271
2012,NUTS,2010,NO,0,1229.349
2013,NUTS,2010,NO,0,1278.439
2014,NUTS,2010,NO,0,1291.15
2015,NUTS,2010,NO,0,1354.025
2016,NUTS,2010,NO,0,1426.892
2017,NUTS,2010,NO,0,1642.591
2018,NUTS,2010,NO,0,1783.321
2019,NUTS,2010,NO,0,1795.99
2020,NUTS,2010,NO,0,1704.643
2011,NUTS,2010,NO0,1,1170.271
2012,NUTS,2010,NO0,1,1229.349
2013,NUTS,2010,NO0,1,1278.439
2014,NUTS,2010,NO0,1,1291.15
2015,NUTS,2010,NO0,1,1354.025
2016,NUTS,2010,NO0,1,1426.892
2017,NUTS,2010,NO0,1,1642.591
2018,NUTS,2010,NO0,1,1783.25
2019,NUTS,2010,NO0,1,1795.99
2011,NUTS,2010,NO01,2,486.512
2012,NUTS,2010,NO01,2,522.745
2013,NUTS,2010,NO01,2,543.152
2014,NUTS,2010,NO01,2,544.878
2015,NUTS,2010,NO01,2,583.444
2016,NUTS,2010,NO01,2,617.057
2017,NUTS,2010,NO01,2,704.824
2018,NUTS,2010,NO01,2,792.98
2019,NUTS,2010,NO01,2,766.862
2011,NUTS,2010,NO02,2,14.444
2012,NUTS,2010,NO02,2,14.812
2013,NUTS,2010,NO02,2,18.696
2014,NUTS,2010,NO02,2,19.074
2015,NUTS,2010,NO02,2,20.033
2016,NUTS,2010,NO02,2,21.09
2017,NUTS,2010,NO02,2,29.447
2018,NUTS,2010,NO02,2,31.419
2019,NUTS,2010,NO02,2,33.267
2011,NUTS,2010,NO03,2,22.241
2012,NUTS,2010,NO03,2,23.681
2013,NUTS,2010,NO03,2,25.487
2014,NUTS,2010,NO03,2,26.024
2015,NUTS,2010,NO03,2,31.787
2016,NUTS,2010,NO03,2,32.499
2017,NUTS,2010,NO03,2,47.048
2018,NUTS,2010,NO03,2,50.596
2019,NUTS,2010,NO03,2,51.265
2011,NUTS,2010,NO04,2,67.462
2012,NUTS,2010,NO04,2,69.278
2013,NUTS,2010,NO04,2,71.507
2014,NUTS,2010,NO04,2,72.048
2015,NUTS,2010,NO04,2,73.445
2016,NUTS,2010,NO04,2,76.406
2017,NUTS,2010,NO04,2,95.589
2018,NUTS,2010,NO04,2,101.192
2019,NUTS,2010,NO04,2,103.846
2011,NUTS,2010,NO05,2,206.324
2012,NUTS,2010,NO05,2,206.755
2013,NUTS,2010,NO05,2,210.767
2014,NUTS,2010,NO05,2,215.14
2015,NUTS,2010,NO05,2,226.292
2016,NUTS,2010,NO05,2,242.978
2017,NUTS,2010,NO05,2,276.653
2018,NUTS,2010,NO05,2,297.775
2019,NUTS,2010,NO05,2,307.222
2011,NUTS,2010,NO06,2,231.602
2012,NUTS,2010,NO06,2,235.022
2013,NUTS,2010,NO06,2,263.179
2014,NUTS,2010,NO06,2,267.188
2015,NUTS,2010,NO06,2,261.502
2016,NUTS,2010,NO06,2,272.365
2017,NUTS,2010,NO06,2,303.438
2018,NUTS,2010,NO06,2,325.16
2019,NUTS,2010,NO06,2,347.535
2011,NUTS,2010,NO07,2,141.735
2012,NUTS,2010,NO07,2,157.055
2013,NUTS,2010,NO07,2,145.651
2014,NUTS,2010,NO07,2,146.799
2015,NUTS,2010,NO07,2,157.522
2016,NUTS,2010,NO07,2,164.498
2017,NUTS,2010,NO07,2,185.593
2018,NUTS,2010,NO07,2,184.128
2019,NUTS,2010,NO07,2,185.992
2011,NUTS,2010,PL,0,1697.48
2012,NUTS,2010,PL,0,2032.656
2013,NUTS,2010,PL,0,1727.861
2014,NUTS,2010,PL,0,1911.612
2015,NUTS,2010,PL,0,2123.885
2016,NUTS,2010,PL,0,2256.131
2017,NUTS,2010,PL,0,2665.34
2018,NUTS,2010,PL,0,3150.388
2019,NUTS,2010,PL,0,4103.325
2020,NUTS,2010,PL,0,4226.311
2011,NUTS,2010,PL1,1,547.193
2012,NUTS,2010,PL1,1,529.782
2013,NUTS,2010,PL1,1,539.939
2014,NUTS,2010,PL1,1,581.455
2015,NUTS,2010,PL1,1,709.631
2011,NUTS,2010,PL11,2,134.315
2012,NUTS,2010,PL11,2,162.4
2013,NUTS,2010,PL11,2,143.009
2014,NUTS,2010,PL11,2,136.555
2015,NUTS,2010,PL11,2,122.826
2011,NUTS,2010,PL12,2,412.877
2012,NUTS,2010,PL12,2,367.382
2013,NUTS,2010,PL12,2,396.97
2014,NUTS,2010,PL12,2,444.899
2015,NUTS,2010,PL12,2,586.846
2011,NUTS,2010,PL2,1,361.816
2012,NUTS,2010,PL2,1,350.118
2013,NUTS,2010,PL2,1,363.521
2014,NUTS,2010,PL2,1,419.721
2015,NUTS,2010,PL2,1,460.68
2016,NUTS,2010,PL2,1,414.49
2017,NUTS,2010,PL2,1,589.181
2018,NUTS,2010,PL2,1,663.357
2019,NUTS,2010,PL2,1,909.513
2011,NUTS,2010,PL21,2,231.887
2012,NUTS,2010,PL21,2,252.98
2013,NUTS,2010,PL21,2,255.148
2014,NUTS,2010,PL21,2,275.868
2015,NUTS,2010,PL21,2,315.903
2016,NUTS,2010,PL21,2,272.039
2017,NUTS,2010,PL21,2,400.457
2018,NUTS,2010,PL21,2,459.367
2019,NUTS,2010,PL21,2,589.196
2011,NUTS,2010,PL22,2,129.929
2012,NUTS,2010,PL22,2,97.137
2013,NUTS,2010,PL22,2,108.373
2014,NUTS,2010,PL22,2,143.853
2015,NUTS,2010,PL22,2,144.777
2016,NUTS,2010,PL22,2,142.451
2017,NUTS,2010,PL22,2,188.724
2018,NUTS,2010,PL22,2,203.99
2019,NUTS,2010,PL22,2,320.317
2011,NUTS,2010,PL3,1,238.383
2012,NUTS,2010,PL3,1,289.306
2014,NUTS,2010,PL3,1,351.484
2015,NUTS,2010,PL3,1,378.09
2011,NUTS,2010,PL31,2,70.965
2012,NUTS,2010,PL31,2,171.228
2013,NUTS,2010,PL31,2,87.41
2014,NUTS,2010,PL31,2,174.343
2015,NUTS,2010,PL31,2,187.742
2011,NUTS,2010,PL32,2,91.654
2012,NUTS,2010,PL32,2,67.337
2013,NUTS,2010,PL32,2,57.769
2011,NUTS,2010,PL33,2,33.475
2012,NUTS,2010,PL33,2,12.592
2011,NUTS,2010,PL34,2,42.289
2012,NUTS,2010,PL34,2,38.149
2013,NUTS,2010,PL34,2,60.88
2014,NUTS,2010,PL34,2,66.575
2015,NUTS,2010,PL34,2,78.925
2011,NUTS,2010,PL4,1,226.921
2012,NUTS,2010,PL4,1,423.959
2013,NUTS,2010,PL4,1,250.072
2014,NUTS,2010,PL4,1,240.067
2015,NUTS,2010,PL4,1,214.254
2016,NUTS,2010,PL4,1,241.265
2017,NUTS,2010,PL4,1,301.879
2018,NUTS,2010,PL4,1,394.935
2019,NUTS,2010,PL4,1,469.78
2011,NUTS,2010,PL41,2,147.764
2012,NUTS,2010,PL41,2,333.925
2014,NUTS,2010,PL41,2,178.844
2015,NUTS,2010,PL41,2,146.528
2016,NUTS,2010,PL41,2,194.783
2017,NUTS,2010,PL41,2,222.608
2018,NUTS,2010,PL41,2,282.008
2019,NUTS,2010,PL41,2,332.649
2011,NUTS,2010,PL42,2,63.806
2013,NUTS,2010,PL42,2,55.067
2017,NUTS,2010,PL42,2,63.906
2018,NUTS,2010,PL42,2,92.793
2011,NUTS,2010,PL43,2,15.352
2017,NUTS,2010,PL43,2,15.405
2018,NUTS,2010,PL43,2,20.134
2011,NUTS,2010,PL5,1,126.205
2012,NUTS,2010,PL5,1,147.869
2013,NUTS,2010,PL5,1,136.786
2014,NUTS,2010,PL5,1,146.205
2015,NUTS,2010,PL5,1,172.226
2016,NUTS,2010,PL5,1,161.23
2017,NUTS,2010,PL5,1,241.992
2018,NUTS,2010,PL5,1,297.944
2019,NUTS,2010,PL5,1,362.736
2012,NUTS,2010,PL51,2,140.773
2013,NUTS,2010,PL51,2,124.012
2015,NUTS,2010,PL51,2,151.13
2016,NUTS,2010,PL51,2,134.316
2017,NUTS,2010,PL51,2,217.367
2018,NUTS,2010,PL51,2,272.027
2019,NUTS,2010,PL51,2,322.312
2012,NUTS,2010,PL52,2,7.096
2013,NUTS,2010,PL52,2,12.774
2015,NUTS,2010,PL52,2,21.136
2016,NUTS,2010,PL52,2,26.914
2017,NUTS,2010,PL52,2,24.625
2018,NUTS,2010,PL52,2,25.917
2019,NUTS,2010,PL52,2,40.424
2011,NUTS,2010,PL6,1,196.921
2012,NUTS,2010,PL6,1,291.611
2014,NUTS,2010,PL6,1,172.681
2015,NUTS,2010,PL6,1,188.964
2016,NUTS,2010,PL6,1,211.492
2017,NUTS,2010,PL6,1,249.399
2018,NUTS,2010,PL6,1,300.069
2019,NUTS,2010,PL6,1,455.652
2011,NUTS,2010,PL61,2,47.461
2012,NUTS,2010,PL61,2,70.604
2014,NUTS,2010,PL61,2,39.166
2015,NUTS,2010,PL61,2,45.001
2016,NUTS,2010,PL61,2,38.748
2017,NUTS,2010,PL61,2,56.617
2012,NUTS,2010,PL62,2,32.49
2013,NUTS,2010,PL62,2,25.875
2014,NUTS,2010,PL62,2,21.002
2015,NUTS,2010,PL62,2,32.295
2016,NUTS,2010,PL62,2,36.464
2017,NUTS,2010,PL62,2,51.18
2012,NUTS,2010,PL63,2,188.517
2013,NUTS,2010,PL63,2,121.269
2014,NUTS,2010,PL63,2,112.553
2015,NUTS,2010,PL63,2,111.668
2016,NUTS,2010,PL63,2,136.24
2017,NUTS,2010,PL63,2,141.602
2018,NUTS,2010,PL63,2,154.105
2019,NUTS,2010,PL63,2,257.345
2016,NUTS,2010,PL7,1,150.425
2017,NUTS,2010,PL7,1,154.092
2018,NUTS,2010,PL7,1,235.07
2019,NUTS,2010,PL7,1,316.769
2016,NUTS,2010,PL71,2,125.821
2017,NUTS,2010,PL71,2,141.681
2018,NUTS,2010,PL71,2,203.949
2019,NUTS,2010,PL71,2,273.925
2016,NUTS,2010,PL72,2,24.563
2017,NUTS,2010,PL72,2,12.372
2018,NUTS,2010,PL72,2,31.122
2019,NUTS,2010,PL72,2,42.844
2016,NUTS,2010,PL8,1,296.241
2017,NUTS,2010,PL8,1,297.545
2018,NUTS,2010,PL8,1,331.143
2019,NUTS,2010,PL8,1,409.884
2016,NUTS,2010,PL81,2,177.232
2017,NUTS,2010,PL81,2,184.666
2018,NUTS,2010,PL81,2,198.653
2019,NUTS,2010,PL81,2,238.724
2016,NUTS,2010,PL82,2,74.291
2017,NUTS,2010,PL82,2,44.64
2018,NUTS,2010,PL82,2,58.822
2019,NUTS,2010,PL82,2,74.575
2016,NUTS,2010,PL84,2,44.719
2017,NUTS,2010,PL84,2,68.201
2018,NUTS,2010,PL84,2,73.668
2019,NUTS,2010,PL84,2,96.586
2016,NUTS,2010,PL9,1,780.975
2017,NUTS,2010,PL9,1,831.252
2018,NUTS,2010,PL9,1,927.87
2019,NUTS,2010,PL9,1,1178.991
2016,NUTS,2010,PL91,2,754.007
2017,NUTS,2010,PL91,2,801.072
2018,NUTS,2010,PL91,2,896.238
2016,NUTS,2010,PL92,2,27.008
2017,NUTS,2010,PL92,2,30.18
2018,NUTS,2010,PL92,2,31.632
2011,NUTS,2010,PT,0,1117.134
2012,NUTS,2010,PT,0,1032.338
2013,NUTS,2010,PT,0,1246.313
2014,NUTS,2010,PT,0,1260.087
2015,NUTS,2010,PT,0,1250.587
2016,NUTS,2010,PT,0,1298.019
2017,NUTS,2010,PT,0,1311.605
2018,NUTS,2010,PT,0,1368.54
2019,NUTS,2010,PT,0,1429.511
2020,NUTS,2010,PT,0,1369.431
2011,NUTS,2010,PT1,1,1100.454
2012,NUTS,2010,PT1,1,1015.264
2013,NUTS,2010,PT1,1,1227.342
2014,NUTS,2010,PT1,1,1239.531
2015,NUTS,2010,PT1,1,1230.586
2016,NUTS,2010,PT1,1,1278.735
2017,NUTS,2010,PT1,1,1291.407
2018,NUTS,2010,PT1,1,1346.352
2019,NUTS,2010,PT1,1,1409.069
2020,NUTS,2010,PT1,1,1350.293
2011,NUTS,2010,PT11,2,353.815
2012,NUTS,2010,PT11,2,281.284
2013,NUTS,2010,PT11,2,370.604
2014,NUTS,2010,PT11,2,371.34
2015,NUTS,2010,PT11,2,389.533
2016,NUTS,2010,PT11,2,404.347
2017,NUTS,2010,PT11,2,416.495
2018,NUTS,2010,PT11,2,433.355
2019,NUTS,2010,PT11,2,463.245
2020,NUTS,2010,PT11,2,444.931
2011,NUTS,2010,PT15,2,29.851
2012,NUTS,2010,PT15,2,26.924
2013,NUTS,2010,PT15,2,25.55
2014,NUTS,2010,PT15,2,28.559
2015,NUTS,2010,PT15,2,27.826
2016,NUTS,2010,PT15,2,29.605
2017,NUTS,2010,PT15,2,25.647
2018,NUTS,2010,PT15,2,30.774
2019,NUTS,2010,PT15,2,34.221
2020,NUTS,2010,PT15,2,31.217
2011,NUTS,2010,PT16,2,231.106
2012,NUTS,2010,PT16,2,220.035
2013,NUTS,2010,PT16,2,262.942
2014,NUTS,2010,PT16,2,267.645
2015,NUTS,2010,PT16,2,251.694
2016,NUTS,2010,PT16,2,247.827
2017,NUTS,2010,PT16,2,257.813
2018,NUTS,2010,PT16,2,268.027
2019,NUTS,2010,PT16,2,273.154
2020,NUTS,2010,PT16,2,261.281
2011,NUTS,2010,PT17,2,454.837
2012,NUTS,2010,PT17,2,456.388
2013,NUTS,2010,PT17,2,534.527
2014,NUTS,2010,PT17,2,537.815
2015,NUTS,2010,PT17,2,525.494
2016,NUTS,2010,PT17,2,557.144
2017,NUTS,2010,PT17,2,552.387
2018,NUTS,2010,PT17,2,571.427
2019,NUTS,2010,PT17,2,595.674
2020,NUTS,2010,PT17,2,570.012
2011,NUTS,2010,PT18,2,30.846
2012,NUTS,2010,PT18,2,30.632
2013,NUTS,2010,PT18,2,33.72
2014,NUTS,2010,PT18,2,34.174
2015,NUTS,2010,PT18,2,36.04
2016,NUTS,2010,PT18,2,39.812
2017,NUTS,2010,PT18,2,39.065
2018,NUTS,2010,PT18,2,42.769
2019,NUTS,2010,PT18,2,42.774
2020,NUTS,2010,PT18,2,42.852
2011,NUTS,2010,PT2,1,10.722
2012,NUTS,2010,PT2,1,11.283
2013,NUTS,2010,PT2,1,10.911
2014,NUTS,2010,PT2,1,11.545
2015,NUTS,2010,PT2,1,10.546
2016,NUTS,2010,PT2,1,10.241
2017,NUTS,2010,PT2,1,11.107
2018,NUTS,2010,PT2,1,12.335
2019,NUTS,2010,PT2,1,11.392
2020,NUTS,2010,PT2,1,10.815
2011,NUTS,2010,PT20,2,10.722
2012,NUTS,2010,PT20,2,11.283
2013,NUTS,2010,PT20,2,10.911
2014,NUTS,2010,PT20,2,11.545
2015,NUTS,2010,PT20,2,10.546
2016,NUTS,2010,PT20,2,10.241
2017,NUTS,2010,PT20,2,11.107
2018,NUTS,2010,PT20,2,12.335
2019,NUTS,2010,PT20,2,11.392
2020,NUTS,2010,PT20,2,10.815
2011,NUTS,2010,PT3,1,5.958
2012,NUTS,2010,PT3,1,5.791
2013,NUTS,2010,PT3,1,8.059
2014,NUTS,2010,PT3,1,9.011
2015,NUTS,2010,PT3,1,9.455
2016,NUTS,2010,PT3,1,9.044
2017,NUTS,2010,PT3,1,9.091
2018,NUTS,2010,PT3,1,9.853
2019,NUTS,2010,PT3,1,9.05
2020,NUTS,2010,PT3,1,8.323
2011,NUTS,2010,PT30,2,5.958
2012,NUTS,2010,PT30,2,5.791
2013,NUTS,2010,PT30,2,8.059
2014,NUTS,2010,PT30,2,9.011
2015,NUTS,2010,PT30,2,9.455
2016,NUTS,2010,PT30,2,9.044
2017,NUTS,2010,PT30,2,9.091
2018,NUTS,2010,PT30,2,9.853
2019,NUTS,2010,PT30,2,9.05
2020,NUTS,2010,PT30,2,8.323
2011,NUTS,2010,RO,0,306.438
2012,NUTS,2010,RO,0,267.712
2013,NUTS,2010,RO,0,218.263
2014,NUTS,2010,RO,0,171.145
2015,NUTS,2010,RO,0,262.195
2016,NUTS,2010,RO,0,180.835
2017,NUTS,2010,RO,0,195.43
2018,NUTS,2010,RO,0,190.449
2019,NUTS,2010,RO,0,205.007
2020,NUTS,2010,RO,0,170.153
2011,NUTS,2010,RO1,1,87.78
2012,NUTS,2010,RO1,1,94.767
2013,NUTS,2010,RO1,1,80.109
2014,NUTS,2010,RO1,1,52.222
2015,NUTS,2010,RO1,1,78.42
2016,NUTS,2010,RO1,1,55.65
2017,NUTS,2010,RO1,1,52.182
2018,NUTS,2010,RO1,1,52.27
2019,NUTS,2010,RO1,1,58.713
2011,NUTS,2010,RO11,2,57.033
2012,NUTS,2010,RO11,2,68.842
2013,NUTS,2010,RO11,2,63.273
2014,NUTS,2010,RO11,2,40.673
2015,NUTS,2010,RO11,2,65.462
2016,NUTS,2010,RO11,2,44.871
2017,NUTS,2010,RO11,2,41.216
2018,NUTS,2010,RO11,2,43.285
2019,NUTS,2010,RO11,2,49.756
2011,NUTS,2010,RO12,2,30.747
2012,NUTS,2010,RO12,2,25.925
2013,NUTS,2010,RO12,2,16.836
2014,NUTS,2010,RO12,2,11.548
2015,NUTS,2010,RO12,2,12.957
2016,NUTS,2010,RO12,2,10.779
2017,NUTS,2010,RO12,2,10.965
2018,NUTS,2010,RO12,2,8.986
2019,NUTS,2010,RO12,2,8.956
2011,NUTS,2010,RO2,1,47.623
2012,NUTS,2010,RO2,1,42.789
2013,NUTS,2010,RO2,1,33.369
2014,NUTS,2010,RO2,1,34.094
2015,NUTS,2010,RO2,1,86.553
2016,NUTS,2010,RO2,1,29.501
2017,NUTS,2010,RO2,1,24.252
2018,NUTS,2010,RO2,1,23.629
2019,NUTS,2010,RO2,1,24.719
2011,NUTS,2010,RO21,2,37.795
2012,NUTS,2010,RO21,2,37.074
2013,NUTS,2010,RO21,2,27.753
2014,NUTS,2010,RO21,2,29.38
2015,NUTS,2010,RO21,2,81.758
2016,NUTS,2010,RO21,2,24.183
2017,NUTS,2010,RO21,2,19.138
2018,NUTS,2010,RO21,2,14.892
2019,NUTS,2010,RO21,2,18.338
2011,NUTS,2010,RO22,2,9.828
2012,NUTS,2010,RO22,2,5.715
2013,NUTS,2010,RO22,2,5.616
2014,NUTS,2010,RO22,2,4.714
2015,NUTS,2010,RO22,2,4.795
2016,NUTS,2010,RO22,2,5.318
2017,NUTS,2010,RO22,2,5.114
2018,NUTS,2010,RO22,2,8.737
2019,NUTS,2010,RO22,2,6.381
2011,NUTS,2010,RO3,1,119.641
2012,NUTS,2010,RO3,1,79.57
2013,NUTS,2010,RO3,1,62.964
2014,NUTS,2010,RO3,1,56.714
2015,NUTS,2010,RO3,1,62.8
2016,NUTS,2010,RO3,1,71.112
2017,NUTS,2010,RO3,1,93.482
2018,NUTS,2010,RO3,1,94.421
2019,NUTS,2010,RO3,1,98.44
2011,NUTS,2010,RO31,2,5.822
2012,NUTS,2010,RO31,2,4.942
2013,NUTS,2010,RO31,2,2.986
2014,NUTS,2010,RO31,2,2.365
2015,NUTS,2010,RO31,2,2.482
2016,NUTS,2010,RO31,2,2.801
2017,NUTS,2010,RO31,2,2.484
2018,NUTS,2010,RO31,2,2.86
2019,NUTS,2010,RO31,2,2.78
2011,NUTS,2010,RO32,2,113.819
2012,NUTS,2010,RO32,2,74.628
2013,NUTS,2010,RO32,2,59.977
2014,NUTS,2010,RO32,2,54.349
2015,NUTS,2010,RO32,2,60.319
2016,NUTS,2010,RO32,2,68.311
2017,NUTS,2010,RO32,2,90.999
2018,NUTS,2010,RO32,2,91.561
2019,NUTS,2010,RO32,2,95.661
2011,NUTS,2010,RO4,1,51.394
2012,NUTS,2010,RO4,1,50.587
2013,NUTS,2010,RO4,1,41.822
2014,NUTS,2010,RO4,1,28.115
2015,NUTS,2010,RO4,1,34.421
2016,NUTS,2010,RO4,1,24.572
2017,NUTS,2010,RO4,1,25.515
2018,NUTS,2010,RO4,1,20.129
2019,NUTS,2010,RO4,1,23.135
2011,NUTS,2010,RO41,2,15.606
2012,NUTS,2010,RO41,2,11.356
2013,NUTS,2010,RO41,2,9.132
2014,NUTS,2010,RO41,2,4.302
2015,NUTS,2010,RO41,2,4.887
2016,NUTS,2010,RO41,2,5.438
2017,NUTS,2010,RO41,2,5.638
2018,NUTS,2010,RO41,2,5.547
2019,NUTS,2010,RO41,2,4.419
2011,NUTS,2010,RO42,2,35.789
2012,NUTS,2010,RO42,2,39.23
2013,NUTS,2010,RO42,2,32.69
2014,NUTS,2010,RO42,2,23.813
2015,NUTS,2010,RO42,2,29.534
2016,NUTS,2010,RO42,2,19.134
2017,NUTS,2010,RO42,2,19.877
2018,NUTS,2010,RO42,2,14.582
2019,NUTS,2010,RO42,2,18.716
2011,NUTS,2010,RS,0,287.281
2012,NUTS,2010,RS,0,292.166
2013,NUTS,2010,RS,0,275.715
2014,NUTS,2010,RS,0,248.354
2015,NUTS,2010,RS,0,251.646
2016,NUTS,2010,RS,0,236.499
2017,NUTS,2010,RS,0,253.01
2018,NUTS,2010,RS,0,252.255
2019,NUTS,2010,RS,0,273.452
2020,NUTS,2010,RS,0,252.607
2018,NUTS,2010,RS1,1,208.645
2019,NUTS,2010,RS1,1,235.417
2020,NUTS,2010,RS1,1,207.474
2018,NUTS,2010,RS11,2,137.874
2019,NUTS,2010,RS11,2,153.407
2020,NUTS,2010,RS11,2,146.28
2018,NUTS,2010,RS12,2,70.771
2019,NUTS,2010,RS12,2,82.01
2020,NUTS,2010,RS12,2,61.193
2018,NUTS,2010,RS2,1,43.61
2019,NUTS,2010,RS2,1,38.036
2020,NUTS,2010,RS2,1,45.133
2018,NUTS,2010,RS21,2,17.382
2019,NUTS,2010,RS21,2,18.217
2020,NUTS,2010,RS21,2,18.714
2018,NUTS,2010,RS22,2,26.228
