year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_fte_rse_pnp
1997,NUTS,2010,EE,0,3.0
1998,NUTS,2010,EE,0,3.0
1999,NUTS,2010,EE,0,4.0
2000,NUTS,2010,EE,0,14.0
2001,NUTS,2010,EE,0,19.0
2002,NUTS,2010,EE,0,22.0
2003,NUTS,2010,EE,0,34.0
2004,NUTS,2010,EE,0,35.0
2005,NUTS,2010,EE,0,36.0
2006,NUTS,2010,EE,0,43.0
2007,NUTS,2010,EE,0,48.0
2008,NUTS,2010,EE,0,41.0
2009,NUTS,2010,EE,0,54.0
2010,NUTS,2010,EE,0,39.0
2011,NUTS,2010,EE,0,42.0
2012,NUTS,2010,EE,0,46.0
2013,NUTS,2010,EE,0,43.0
2014,NUTS,2010,EE,0,43.0
2015,NUTS,2010,EE,0,44.0
2016,NUTS,2010,EE,0,44.0
2017,NUTS,2010,EE,0,48.0
2018,NUTS,2010,EE,0,67.0
2019,NUTS,2010,EE,0,45.0
1999,NUTS,2010,EL,0,18.0
2001,NUTS,2010,EL,0,23.0
2003,NUTS,2010,EL,0,70.0
2005,NUTS,2010,EL,0,66.0
2011,NUTS,2010,EL,0,98.0
2013,NUTS,2010,EL,0,154.0
2015,NUTS,2010,EL,0,137.0
2017,NUTS,2010,EL,0,154.0
2019,NUTS,2010,EL,0,152.0
2001,NUTS,2010,EL3,1,11.0
2003,NUTS,2010,EL3,1,55.0
2005,NUTS,2010,EL3,1,52.0
2011,NUTS,2010,EL3,1,83.0
2001,NUTS,2010,EL30,2,11.0
2003,NUTS,2010,EL30,2,55.0
2005,NUTS,2010,EL30,2,52.0
2011,NUTS,2010,EL30,2,83.0
2011,NUTS,2010,EL4,1,4.0
2011,NUTS,2010,EL41,2,0.0
2011,NUTS,2010,EL42,2,4.0
2011,NUTS,2010,EL43,2,0.0
2011,NUTS,2010,EL5,1,9.0
2011,NUTS,2010,EL51,2,0.0
2001,NUTS,2010,EL52,2,10.0
2003,NUTS,2010,EL52,2,14.0
2005,NUTS,2010,EL52,2,14.0
2011,NUTS,2010,EL52,2,8.0
2011,NUTS,2010,EL53,2,1.0
2011,NUTS,2010,EL54,2,1.0
2011,NUTS,2010,EL6,1,2.0
2011,NUTS,2010,EL61,2,0.0
2011,NUTS,2010,EL62,2,0.0
2011,NUTS,2010,EL63,2,0.0
2011,NUTS,2010,EL64,2,1.0
2001,NUTS,2010,EL65,2,1.0
2003,NUTS,2010,EL65,2,1.0
2005,NUTS,2010,EL65,2,0.0
2011,NUTS,2010,EL65,2,1.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
1997,NUTS,2010,ES,0,277.0
1999,NUTS,2010,ES,0,222.0
2000,NUTS,2010,ES,0,458.0
2001,NUTS,2010,ES,0,422.0
2002,NUTS,2010,ES,0,157.0
2003,NUTS,2010,ES,0,146.0
2004,NUTS,2010,ES,0,101.0
2005,NUTS,2010,ES,0,124.0
2006,NUTS,2010,ES,0,168.0
2007,NUTS,2010,ES,0,155.0
2008,NUTS,2010,ES,0,149.0
2009,NUTS,2010,ES,0,147.0
2010,NUTS,2010,ES,0,145.0
2011,NUTS,2010,ES,0,113.0
2012,NUTS,2010,ES,0,123.0
2013,NUTS,2010,ES,0,108.0
2014,NUTS,2010,ES,0,118.0
2015,NUTS,2010,ES,0,117.0
2016,NUTS,2010,ES,0,160.0
2017,NUTS,2010,ES,0,135.0
2018,NUTS,2010,ES,0,173.0
2019,NUTS,2010,ES,0,158.0
2002,NUTS,2010,ES1,1,19.0
2003,NUTS,2010,ES1,1,1.0
2004,NUTS,2010,ES1,1,6.0
2005,NUTS,2010,ES1,1,6.0
2006,NUTS,2010,ES1,1,45.0
2007,NUTS,2010,ES1,1,20.0
2008,NUTS,2010,ES1,1,15.0
2009,NUTS,2010,ES1,1,9.0
2010,NUTS,2010,ES1,1,7.0
2011,NUTS,2010,ES1,1,12.0
2012,NUTS,2010,ES1,1,10.0
2013,NUTS,2010,ES1,1,3.0
2015,NUTS,2010,ES1,1,4.0
2016,NUTS,2010,ES1,1,18.0
2017,NUTS,2010,ES1,1,20.0
2018,NUTS,2010,ES1,1,41.0
2002,NUTS,2010,ES11,2,2.0
2004,NUTS,2010,ES11,2,3.0
2005,NUTS,2010,ES11,2,3.0
2006,NUTS,2010,ES11,2,0.0
2007,NUTS,2010,ES11,2,4.0
2008,NUTS,2010,ES11,2,1.0
2009,NUTS,2010,ES11,2,2.0
2010,NUTS,2010,ES11,2,0.0
2014,NUTS,2010,ES11,2,1.0
2015,NUTS,2010,ES11,2,1.0
2016,NUTS,2010,ES11,2,16.0
2017,NUTS,2010,ES11,2,18.0
2018,NUTS,2010,ES11,2,21.0
2019,NUTS,2010,ES11,2,21.0
2002,NUTS,2010,ES12,2,1.0
2003,NUTS,2010,ES12,2,1.0
2004,NUTS,2010,ES12,2,0.0
2005,NUTS,2010,ES12,2,0.0
2006,NUTS,2010,ES12,2,1.0
2007,NUTS,2010,ES12,2,0.0
2008,NUTS,2010,ES12,2,1.0
2009,NUTS,2010,ES12,2,2.0
2010,NUTS,2010,ES12,2,2.0
2012,NUTS,2010,ES12,2,1.0
2013,NUTS,2010,ES12,2,0.0
2014,NUTS,2010,ES12,2,0.0
2015,NUTS,2010,ES12,2,0.0
2016,NUTS,2010,ES12,2,0.0
2017,NUTS,2010,ES12,2,0.0
2018,NUTS,2010,ES12,2,1.0
2019,NUTS,2010,ES12,2,0.0
2002,NUTS,2010,ES13,2,16.0
2004,NUTS,2010,ES13,2,3.0
2005,NUTS,2010,ES13,2,3.0
2006,NUTS,2010,ES13,2,44.0
2007,NUTS,2010,ES13,2,16.0
2008,NUTS,2010,ES13,2,13.0
2009,NUTS,2010,ES13,2,5.0
2010,NUTS,2010,ES13,2,5.0
2011,NUTS,2010,ES13,2,11.0
2015,NUTS,2010,ES13,2,2.0
2016,NUTS,2010,ES13,2,3.0
2017,NUTS,2010,ES13,2,2.0
2018,NUTS,2010,ES13,2,19.0
2002,NUTS,2010,ES2,1,28.0
2003,NUTS,2010,ES2,1,1.0
2004,NUTS,2010,ES2,1,10.0
2005,NUTS,2010,ES2,1,13.0
2006,NUTS,2010,ES2,1,11.0
2007,NUTS,2010,ES2,1,11.0
2008,NUTS,2010,ES2,1,8.0
2009,NUTS,2010,ES2,1,14.0
2010,NUTS,2010,ES2,1,26.0
2011,NUTS,2010,ES2,1,11.0
2013,NUTS,2010,ES2,1,13.0
2015,NUTS,2010,ES2,1,10.0
2019,NUTS,2010,ES2,1,11.0
2002,NUTS,2010,ES21,2,28.0
2004,NUTS,2010,ES21,2,1.0
2005,NUTS,2010,ES21,2,4.0
2006,NUTS,2010,ES21,2,6.0
2007,NUTS,2010,ES21,2,7.0
2008,NUTS,2010,ES21,2,2.0
2009,NUTS,2010,ES21,2,6.0
2010,NUTS,2010,ES21,2,11.0
2011,NUTS,2010,ES21,2,7.0
2012,NUTS,2010,ES21,2,12.0
2013,NUTS,2010,ES21,2,10.0
2014,NUTS,2010,ES21,2,8.0
2015,NUTS,2010,ES21,2,8.0
2016,NUTS,2010,ES21,2,10.0
2017,NUTS,2010,ES21,2,9.0
2018,NUTS,2010,ES21,2,9.0
2019,NUTS,2010,ES21,2,11.0
2004,NUTS,2010,ES22,2,5.0
2005,NUTS,2010,ES22,2,1.0
2006,NUTS,2010,ES22,2,1.0
2007,NUTS,2010,ES22,2,0.0
2008,NUTS,2010,ES22,2,0.0
2009,NUTS,2010,ES22,2,0.0
2010,NUTS,2010,ES22,2,1.0
2011,NUTS,2010,ES22,2,1.0
2015,NUTS,2010,ES22,2,0.0
2004,NUTS,2010,ES23,2,0.0
2005,NUTS,2010,ES23,2,2.0
2006,NUTS,2010,ES23,2,0.0
2007,NUTS,2010,ES23,2,2.0
2008,NUTS,2010,ES23,2,5.0
2009,NUTS,2010,ES23,2,5.0
2010,NUTS,2010,ES23,2,8.0
2011,NUTS,2010,ES23,2,1.0
2012,NUTS,2010,ES23,2,2.0
2014,NUTS,2010,ES23,2,0.0
2015,NUTS,2010,ES23,2,0.0
2016,NUTS,2010,ES23,2,0.0
2017,NUTS,2010,ES23,2,0.0
2018,NUTS,2010,ES23,2,0.0
2003,NUTS,2010,ES24,2,1.0
2004,NUTS,2010,ES24,2,4.0
2005,NUTS,2010,ES24,2,6.0
2006,NUTS,2010,ES24,2,4.0
2007,NUTS,2010,ES24,2,3.0
2008,NUTS,2010,ES24,2,2.0
2009,NUTS,2010,ES24,2,2.0
2010,NUTS,2010,ES24,2,6.0
2011,NUTS,2010,ES24,2,2.0
2012,NUTS,2010,ES24,2,1.0
2013,NUTS,2010,ES24,2,1.0
2014,NUTS,2010,ES24,2,0.0
2015,NUTS,2010,ES24,2,2.0
2016,NUTS,2010,ES24,2,1.0
2017,NUTS,2010,ES24,2,1.0
2018,NUTS,2010,ES24,2,1.0
2002,NUTS,2010,ES3,1,54.0
2003,NUTS,2010,ES3,1,57.0
2004,NUTS,2010,ES3,1,29.0
2005,NUTS,2010,ES3,1,42.0
2006,NUTS,2010,ES3,1,52.0
2007,NUTS,2010,ES3,1,63.0
2008,NUTS,2010,ES3,1,65.0
2009,NUTS,2010,ES3,1,60.0
2010,NUTS,2010,ES3,1,49.0
2011,NUTS,2010,ES3,1,35.0
2012,NUTS,2010,ES3,1,43.0
2013,NUTS,2010,ES3,1,40.0
2014,NUTS,2010,ES3,1,35.0
2015,NUTS,2010,ES3,1,42.0
2016,NUTS,2010,ES3,1,38.0
2017,NUTS,2010,ES3,1,41.0
2018,NUTS,2010,ES3,1,47.0
2019,NUTS,2010,ES3,1,51.0
2002,NUTS,2010,ES30,2,54.0
2003,NUTS,2010,ES30,2,57.0
2004,NUTS,2010,ES30,2,29.0
2005,NUTS,2010,ES30,2,42.0
2006,NUTS,2010,ES30,2,52.0
2007,NUTS,2010,ES30,2,63.0
2008,NUTS,2010,ES30,2,65.0
2009,NUTS,2010,ES30,2,60.0
2010,NUTS,2010,ES30,2,49.0
2011,NUTS,2010,ES30,2,35.0
2012,NUTS,2010,ES30,2,43.0
2013,NUTS,2010,ES30,2,40.0
2014,NUTS,2010,ES30,2,35.0
2015,NUTS,2010,ES30,2,42.0
2016,NUTS,2010,ES30,2,38.0
2017,NUTS,2010,ES30,2,41.0
2018,NUTS,2010,ES30,2,47.0
2019,NUTS,2010,ES30,2,51.0
2002,NUTS,2010,ES4,1,2.0
2003,NUTS,2010,ES4,1,7.0
2004,NUTS,2010,ES4,1,0.0
2005,NUTS,2010,ES4,1,2.0
2006,NUTS,2010,ES4,1,1.0
2007,NUTS,2010,ES4,1,1.0
2008,NUTS,2010,ES4,1,8.0
2009,NUTS,2010,ES4,1,8.0
2010,NUTS,2010,ES4,1,7.0
2011,NUTS,2010,ES4,1,6.0
2013,NUTS,2010,ES4,1,3.0
2014,NUTS,2010,ES4,1,2.0
2015,NUTS,2010,ES4,1,4.0
2016,NUTS,2010,ES4,1,5.0
2018,NUTS,2010,ES4,1,4.0
2019,NUTS,2010,ES4,1,2.0
2002,NUTS,2010,ES41,2,2.0
2003,NUTS,2010,ES41,2,7.0
2004,NUTS,2010,ES41,2,0.0
2005,NUTS,2010,ES41,2,1.0
2006,NUTS,2010,ES41,2,1.0
2007,NUTS,2010,ES41,2,0.0
2008,NUTS,2010,ES41,2,1.0
2009,NUTS,2010,ES41,2,1.0
2010,NUTS,2010,ES41,2,4.0
2012,NUTS,2010,ES41,2,2.0
2013,NUTS,2010,ES41,2,1.0
2014,NUTS,2010,ES41,2,2.0
2015,NUTS,2010,ES41,2,3.0
2017,NUTS,2010,ES41,2,4.0
2018,NUTS,2010,ES41,2,3.0
2019,NUTS,2010,ES41,2,2.0
2002,NUTS,2010,ES42,2,0.0
2004,NUTS,2010,ES42,2,0.0
2005,NUTS,2010,ES42,2,1.0
2006,NUTS,2010,ES42,2,0.0
2007,NUTS,2010,ES42,2,1.0
2008,NUTS,2010,ES42,2,7.0
2009,NUTS,2010,ES42,2,5.0
2010,NUTS,2010,ES42,2,1.0
2013,NUTS,2010,ES42,2,1.0
2014,NUTS,2010,ES42,2,0.0
2015,NUTS,2010,ES42,2,1.0
2017,NUTS,2010,ES42,2,0.0
2004,NUTS,2010,ES43,2,0.0
2005,NUTS,2010,ES43,2,1.0
2006,NUTS,2010,ES43,2,0.0
2007,NUTS,2010,ES43,2,1.0
2008,NUTS,2010,ES43,2,1.0
2009,NUTS,2010,ES43,2,2.0
2010,NUTS,2010,ES43,2,2.0
2011,NUTS,2010,ES43,2,0.0
2013,NUTS,2010,ES43,2,1.0
2014,NUTS,2010,ES43,2,0.0
2015,NUTS,2010,ES43,2,0.0
2016,NUTS,2010,ES43,2,1.0
2002,NUTS,2010,ES5,1,53.0
2003,NUTS,2010,ES5,1,73.0
2004,NUTS,2010,ES5,1,52.0
2005,NUTS,2010,ES5,1,51.0
2006,NUTS,2010,ES5,1,55.0
2007,NUTS,2010,ES5,1,51.0
2008,NUTS,2010,ES5,1,38.0
2009,NUTS,2010,ES5,1,39.0
2010,NUTS,2010,ES5,1,45.0
2011,NUTS,2010,ES5,1,37.0
2012,NUTS,2010,ES5,1,40.0
2013,NUTS,2010,ES5,1,38.0
2014,NUTS,2010,ES5,1,57.0
2015,NUTS,2010,ES5,1,51.0
2016,NUTS,2010,ES5,1,76.0
2017,NUTS,2010,ES5,1,51.0
2018,NUTS,2010,ES5,1,62.0
2002,NUTS,2010,ES51,2,49.0
2003,NUTS,2010,ES51,2,64.0
2004,NUTS,2010,ES51,2,45.0
2005,NUTS,2010,ES51,2,49.0
2006,NUTS,2010,ES51,2,50.0
2007,NUTS,2010,ES51,2,49.0
2008,NUTS,2010,ES51,2,34.0
2009,NUTS,2010,ES51,2,36.0
2010,NUTS,2010,ES51,2,38.0
2011,NUTS,2010,ES51,2,33.0
2012,NUTS,2010,ES51,2,34.0
2013,NUTS,2010,ES51,2,34.0
2014,NUTS,2010,ES51,2,52.0
2015,NUTS,2010,ES51,2,49.0
2016,NUTS,2010,ES51,2,74.0
2017,NUTS,2010,ES51,2,48.0
2018,NUTS,2010,ES51,2,58.0
2019,NUTS,2010,ES51,2,56.0
2002,NUTS,2010,ES52,2,4.0
2003,NUTS,2010,ES52,2,8.0
2004,NUTS,2010,ES52,2,6.0
2005,NUTS,2010,ES52,2,2.0
2006,NUTS,2010,ES52,2,4.0
2007,NUTS,2010,ES52,2,1.0
2008,NUTS,2010,ES52,2,1.0
2009,NUTS,2010,ES52,2,2.0
2010,NUTS,2010,ES52,2,2.0
2011,NUTS,2010,ES52,2,3.0
2012,NUTS,2010,ES52,2,5.0
2013,NUTS,2010,ES52,2,4.0
2014,NUTS,2010,ES52,2,5.0
2015,NUTS,2010,ES52,2,2.0
2016,NUTS,2010,ES52,2,2.0
2017,NUTS,2010,ES52,2,2.0
2018,NUTS,2010,ES52,2,2.0
2019,NUTS,2010,ES52,2,2.0
2002,NUTS,2010,ES53,2,1.0
2003,NUTS,2010,ES53,2,1.0
2004,NUTS,2010,ES53,2,1.0
2005,NUTS,2010,ES53,2,0.0
2006,NUTS,2010,ES53,2,1.0
2007,NUTS,2010,ES53,2,1.0
2008,NUTS,2010,ES53,2,3.0
2009,NUTS,2010,ES53,2,1.0
2010,NUTS,2010,ES53,2,6.0
2011,NUTS,2010,ES53,2,1.0
2012,NUTS,2010,ES53,2,1.0
2013,NUTS,2010,ES53,2,1.0
2014,NUTS,2010,ES53,2,0.0
2015,NUTS,2010,ES53,2,0.0
2016,NUTS,2010,ES53,2,1.0
2017,NUTS,2010,ES53,2,1.0
2018,NUTS,2010,ES53,2,2.0
2002,NUTS,2010,ES6,1,1.0
2003,NUTS,2010,ES6,1,6.0
2004,NUTS,2010,ES6,1,4.0
2005,NUTS,2010,ES6,1,9.0
2006,NUTS,2010,ES6,1,4.0
2007,NUTS,2010,ES6,1,7.0
2008,NUTS,2010,ES6,1,14.0
2009,NUTS,2010,ES6,1,16.0
2010,NUTS,2010,ES6,1,10.0
2011,NUTS,2010,ES6,1,12.0
2012,NUTS,2010,ES6,1,12.0
2013,NUTS,2010,ES6,1,11.0
2014,NUTS,2010,ES6,1,10.0
2015,NUTS,2010,ES6,1,5.0
2016,NUTS,2010,ES6,1,11.0
2017,NUTS,2010,ES6,1,8.0
2018,NUTS,2010,ES6,1,6.0
2019,NUTS,2010,ES6,1,2.0
2002,NUTS,2010,ES61,2,1.0
2003,NUTS,2010,ES61,2,6.0
2004,NUTS,2010,ES61,2,4.0
2005,NUTS,2010,ES61,2,8.0
2006,NUTS,2010,ES61,2,3.0
2007,NUTS,2010,ES61,2,7.0
2008,NUTS,2010,ES61,2,8.0
2009,NUTS,2010,ES61,2,11.0
2010,NUTS,2010,ES61,2,8.0
2011,NUTS,2010,ES61,2,7.0
2012,NUTS,2010,ES61,2,7.0
2013,NUTS,2010,ES61,2,11.0
2014,NUTS,2010,ES61,2,9.0
2015,NUTS,2010,ES61,2,4.0
2016,NUTS,2010,ES61,2,10.0
2017,NUTS,2010,ES61,2,7.0
2018,NUTS,2010,ES61,2,5.0
2019,NUTS,2010,ES61,2,2.0
2002,NUTS,2010,ES62,2,0.0
2004,NUTS,2010,ES62,2,0.0
2005,NUTS,2010,ES62,2,1.0
2006,NUTS,2010,ES62,2,1.0
2007,NUTS,2010,ES62,2,0.0
2008,NUTS,2010,ES62,2,6.0
2009,NUTS,2010,ES62,2,5.0
2010,NUTS,2010,ES62,2,2.0
2012,NUTS,2010,ES62,2,4.0
2013,NUTS,2010,ES62,2,1.0
2014,NUTS,2010,ES62,2,1.0
2015,NUTS,2010,ES62,2,1.0
2016,NUTS,2010,ES62,2,1.0
2018,NUTS,2010,ES62,2,1.0
2019,NUTS,2010,ES62,2,0.0
2002,NUTS,2010,ES63,2,0.0
2004,NUTS,2010,ES63,2,0.0
2005,NUTS,2010,ES63,2,0.0
2006,NUTS,2010,ES63,2,0.0
2007,NUTS,2010,ES63,2,0.0
2008,NUTS,2010,ES63,2,0.0
2009,NUTS,2010,ES63,2,0.0
2010,NUTS,2010,ES63,2,0.0
2015,NUTS,2010,ES63,2,0.0
2002,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,0.0
2005,NUTS,2010,ES64,2,0.0
2006,NUTS,2010,ES64,2,0.0
2007,NUTS,2010,ES64,2,0.0
2008,NUTS,2010,ES64,2,0.0
2009,NUTS,2010,ES64,2,0.0
2010,NUTS,2010,ES64,2,0.0
2015,NUTS,2010,ES64,2,0.0
2002,NUTS,2010,ES7,1,0.0
2004,NUTS,2010,ES7,1,1.0
2005,NUTS,2010,ES7,1,0.0
2006,NUTS,2010,ES7,1,1.0
2007,NUTS,2010,ES7,1,1.0
2008,NUTS,2010,ES7,1,1.0
2009,NUTS,2010,ES7,1,0.0
2010,NUTS,2010,ES7,1,0.0
2011,NUTS,2010,ES7,1,0.0
2012,NUTS,2010,ES7,1,0.0
2013,NUTS,2010,ES7,1,0.0
2014,NUTS,2010,ES7,1,0.0
2015,NUTS,2010,ES7,1,0.0
2016,NUTS,2010,ES7,1,0.0
2017,NUTS,2010,ES7,1,0.0
2018,NUTS,2010,ES7,1,2.0
2002,NUTS,2010,ES70,2,0.0
2004,NUTS,2010,ES70,2,1.0
2005,NUTS,2010,ES70,2,0.0
2006,NUTS,2010,ES70,2,1.0
2007,NUTS,2010,ES70,2,1.0
2008,NUTS,2010,ES70,2,1.0
2009,NUTS,2010,ES70,2,0.0
2010,NUTS,2010,ES70,2,0.0
2011,NUTS,2010,ES70,2,0.0
2012,NUTS,2010,ES70,2,0.0
2013,NUTS,2010,ES70,2,0.0
2014,NUTS,2010,ES70,2,0.0
2015,NUTS,2010,ES70,2,0.0
2016,NUTS,2010,ES70,2,0.0
2017,NUTS,2010,ES70,2,0.0
2018,NUTS,2010,ES70,2,2.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,FR,0,1187.0
2011,NUTS,2010,FR,0,1257.0
2012,NUTS,2010,FR,0,1392.0
2013,NUTS,2010,FR,0,1423.0
2014,NUTS,2010,FR,0,1550.0
2016,NUTS,2010,FR,0,2023.0
2017,NUTS,2010,FR,0,2041.0
2005,NUTS,2010,HR,0,1.0
2006,NUTS,2010,HR,0,1.0
2007,NUTS,2010,HR,0,0.0
2008,NUTS,2010,HR,0,2.0
2009,NUTS,2010,HR,0,3.0
2010,NUTS,2010,HR,0,3.0
2011,NUTS,2010,HR,0,4.0
2005,NUTS,2010,HR0,1,1.0
2006,NUTS,2010,HR0,1,1.0
2007,NUTS,2010,HR0,1,0.0
2008,NUTS,2010,HR0,1,2.0
2009,NUTS,2010,HR0,1,3.0
2010,NUTS,2010,HR0,1,3.0
2011,NUTS,2010,HR0,1,4.0
2008,NUTS,2010,HR02,2,0.0
2009,NUTS,2010,HR02,2,0.0
2010,NUTS,2010,HR02,2,0.0
2008,NUTS,2010,HR03,2,2.0
2009,NUTS,2010,HR03,2,3.0
2010,NUTS,2010,HR03,2,3.0
2011,NUTS,2010,HR03,2,4.0
2008,NUTS,2010,HR04,2,0.0
2009,NUTS,2010,HR04,2,0.0
2010,NUTS,2010,HR04,2,0.0
2011,NUTS,2010,HR04,2,0.0
2012,NUTS,2010,HR04,2,0.0
2013,NUTS,2010,HR04,2,0.0
2014,NUTS,2010,HR04,2,0.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
1999,NUTS,2010,IS,0,30.0
2001,NUTS,2010,IS,0,36.0
2003,NUTS,2010,IS,0,26.0
2005,NUTS,2010,IS,0,25.0
2006,NUTS,2010,IS,0,31.0
2007,NUTS,2010,IS,0,31.0
2008,NUTS,2010,IS,0,32.0
2009,NUTS,2010,IS,0,30.0
2011,NUTS,2010,IS,0,28.0
2003,NUTS,2010,IT,0,871.0
2004,NUTS,2010,IT,0,979.0
2005,NUTS,2010,IT,0,1558.0
2006,NUTS,2010,IT,0,1993.0
2007,NUTS,2010,IT,0,1976.0
2008,NUTS,2010,IT,0,1922.0
2009,NUTS,2010,IT,0,1985.0
2010,NUTS,2010,IT,0,2114.0
2011,NUTS,2010,IT,0,1904.0
2012,NUTS,2010,IT,0,2021.0
2013,NUTS,2010,IT,0,2216.0
2014,NUTS,2010,IT,0,2307.0
2015,NUTS,2010,IT,0,2572.0
2016,NUTS,2010,IT,0,2643.0
2017,NUTS,2010,IT,0,2339.0
2018,NUTS,2010,IT,0,2289.0
2019,NUTS,2010,IT,0,2645.0
2003,NUTS,2010,ITC,1,598.0
2004,NUTS,2010,ITC,1,528.0
2005,NUTS,2010,ITC,1,583.0
2007,NUTS,2010,ITC,1,991.0
2008,NUTS,2010,ITC,1,988.0
2009,NUTS,2010,ITC,1,1067.0
2010,NUTS,2010,ITC,1,1174.0
2011,NUTS,2010,ITC,1,1049.0
2012,NUTS,2010,ITC,1,1136.0
2013,NUTS,2010,ITC,1,1262.0
2014,NUTS,2010,ITC,1,1135.0
2015,NUTS,2010,ITC,1,1239.0
2016,NUTS,2010,ITC,1,1360.0
2017,NUTS,2010,ITC,1,964.0
2018,NUTS,2010,ITC,1,986.0
2019,NUTS,2010,ITC,1,1150.0
2003,NUTS,2010,ITC1,2,62.0
2004,NUTS,2010,ITC1,2,68.0
2005,NUTS,2010,ITC1,2,134.0
2007,NUTS,2010,ITC1,2,113.0
2008,NUTS,2010,ITC1,2,112.0
2009,NUTS,2010,ITC1,2,139.0
2010,NUTS,2010,ITC1,2,195.0
2011,NUTS,2010,ITC1,2,150.0
2012,NUTS,2010,ITC1,2,257.0
2013,NUTS,2010,ITC1,2,289.0
2014,NUTS,2010,ITC1,2,292.0
2015,NUTS,2010,ITC1,2,305.0
2016,NUTS,2010,ITC1,2,292.0
2017,NUTS,2010,ITC1,2,243.0
2018,NUTS,2010,ITC1,2,262.0
2019,NUTS,2010,ITC1,2,301.0
2003,NUTS,2010,ITC2,2,2.0
2004,NUTS,2010,ITC2,2,11.0
2005,NUTS,2010,ITC2,2,6.0
2007,NUTS,2010,ITC2,2,13.0
2008,NUTS,2010,ITC2,2,6.0
2009,NUTS,2010,ITC2,2,8.0
2010,NUTS,2010,ITC2,2,11.0
2011,NUTS,2010,ITC2,2,7.0
2012,NUTS,2010,ITC2,2,10.0
2013,NUTS,2010,ITC2,2,12.0
2014,NUTS,2010,ITC2,2,7.0
2015,NUTS,2010,ITC2,2,8.0
2016,NUTS,2010,ITC2,2,6.0
2017,NUTS,2010,ITC2,2,7.0
2018,NUTS,2010,ITC2,2,8.0
2019,NUTS,2010,ITC2,2,14.0
2003,NUTS,2010,ITC3,2,11.0
2004,NUTS,2010,ITC3,2,24.0
2005,NUTS,2010,ITC3,2,23.0
2007,NUTS,2010,ITC3,2,60.0
2008,NUTS,2010,ITC3,2,62.0
2009,NUTS,2010,ITC3,2,37.0
2010,NUTS,2010,ITC3,2,34.0
2011,NUTS,2010,ITC3,2,54.0
2012,NUTS,2010,ITC3,2,52.0
2013,NUTS,2010,ITC3,2,53.0
2014,NUTS,2010,ITC3,2,46.0
2015,NUTS,2010,ITC3,2,54.0
2016,NUTS,2010,ITC3,2,53.0
2017,NUTS,2010,ITC3,2,46.0
2018,NUTS,2010,ITC3,2,49.0
2019,NUTS,2010,ITC3,2,81.0
2003,NUTS,2010,ITC4,2,523.0
2004,NUTS,2010,ITC4,2,425.0
2005,NUTS,2010,ITC4,2,420.0
2007,NUTS,2010,ITC4,2,804.0
2008,NUTS,2010,ITC4,2,808.0
2009,NUTS,2010,ITC4,2,884.0
2010,NUTS,2010,ITC4,2,934.0
2011,NUTS,2010,ITC4,2,838.0
2012,NUTS,2010,ITC4,2,818.0
2013,NUTS,2010,ITC4,2,909.0
2014,NUTS,2010,ITC4,2,790.0
2015,NUTS,2010,ITC4,2,872.0
2016,NUTS,2010,ITC4,2,1009.0
2017,NUTS,2010,ITC4,2,669.0
2018,NUTS,2010,ITC4,2,667.0
2019,NUTS,2010,ITC4,2,755.0
2003,NUTS,2010,ITF,1,50.0
2004,NUTS,2010,ITF,1,58.0
2005,NUTS,2010,ITF,1,142.0
2007,NUTS,2010,ITF,1,178.0
2008,NUTS,2010,ITF,1,178.0
2009,NUTS,2010,ITF,1,183.0
2010,NUTS,2010,ITF,1,91.0
2011,NUTS,2010,ITF,1,107.0
2012,NUTS,2010,ITF,1,105.0
2013,NUTS,2010,ITF,1,109.0
2014,NUTS,2010,ITF,1,205.0
2017,NUTS,2010,ITF,1,170.0
2018,NUTS,2010,ITF,1,181.0
2019,NUTS,2010,ITF,1,187.0
2003,NUTS,2010,ITF1,2,4.0
2004,NUTS,2010,ITF1,2,4.0
2005,NUTS,2010,ITF1,2,5.0
2007,NUTS,2010,ITF1,2,6.0
2008,NUTS,2010,ITF1,2,6.0
2009,NUTS,2010,ITF1,2,0.0
