year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_cab_p_mhab
2012,NUTS,2010,DEA2C,3,1.799
2011,NUTS,2010,DEA2D,3,10.235
2012,NUTS,2010,DEA2D,3,7.233
2011,NUTS,2010,DEA3,2,3.824
2012,NUTS,2010,DEA3,2,3.107
2011,NUTS,2010,DEA31,3,4.282
2011,NUTS,2010,DEA32,3,2.597
2012,NUTS,2010,DEA32,3,3.39
2012,NUTS,2010,DEA33,3,5.998
2011,NUTS,2010,DEA34,3,4.951
2012,NUTS,2010,DEA34,3,0.677
2011,NUTS,2010,DEA35,3,3.776
2012,NUTS,2010,DEA35,3,4.569
2011,NUTS,2010,DEA36,3,4.501
2012,NUTS,2010,DEA36,3,2.862
2011,NUTS,2010,DEA37,3,6.203
2012,NUTS,2010,DEA37,3,4.703
2011,NUTS,2010,DEA38,3,1.798
2012,NUTS,2010,DEA38,3,1.191
2011,NUTS,2010,DEA4,2,11.98
2012,NUTS,2010,DEA4,2,14.689
2011,NUTS,2010,DEA41,3,10.054
2012,NUTS,2010,DEA41,3,1.546
2011,NUTS,2010,DEA42,3,9.894
2012,NUTS,2010,DEA42,3,10.8
2011,NUTS,2010,DEA43,3,4.016
2012,NUTS,2010,DEA43,3,8.194
2011,NUTS,2010,DEA44,3,1.699
2012,NUTS,2010,DEA44,3,6.854
2011,NUTS,2010,DEA45,3,15.662
2012,NUTS,2010,DEA45,3,7.818
2012,NUTS,2010,DEA46,3,8.648
2011,NUTS,2010,DEA47,3,36.422
2012,NUTS,2010,DEA47,3,56.727
2011,NUTS,2010,DEA5,2,5.074
2012,NUTS,2010,DEA5,2,3.703
2011,NUTS,2010,DEA51,3,24.23
2012,NUTS,2010,DEA51,3,12.22
2011,NUTS,2010,DEA52,3,4.014
2012,NUTS,2010,DEA52,3,6.937
2012,NUTS,2010,DEA53,3,5.335
2011,NUTS,2010,DEA55,3,1.517
2012,NUTS,2010,DEA56,3,2.122
2011,NUTS,2010,DEA58,3,7.541
2012,NUTS,2010,DEA58,3,1.751
2011,NUTS,2010,DEA59,3,4.606
2012,NUTS,2010,DEA59,3,1.445
2011,NUTS,2010,DEA5A,3,3.538
2012,NUTS,2010,DEA5B,3,5.499
2011,NUTS,2010,DEA5C,3,4.857
2012,NUTS,2010,DEA5C,3,1.416
2011,NUTS,2010,DEB,1,5.944
2012,NUTS,2010,DEB,1,5.024
2011,NUTS,2010,DEB1,2,1.739
2012,NUTS,2010,DEB1,2,6.431
2012,NUTS,2010,DEB11,3,71.899
2011,NUTS,2010,DEB12,3,10.436
2011,NUTS,2010,DEB14,3,1.607
2012,NUTS,2010,DEB15,3,4.0
2012,NUTS,2010,DEB17,3,4.768
2011,NUTS,2010,DEB19,3,9.79
2012,NUTS,2010,DEB1B,3,2.529
2011,NUTS,2010,DEB2,2,3.565
2012,NUTS,2010,DEB2,2,1.949
2011,NUTS,2010,DEB21,3,4.75
2011,NUTS,2010,DEB23,3,10.637
2012,NUTS,2010,DEB23,3,10.66
2011,NUTS,2010,DEB25,3,2.33
2011,NUTS,2010,DEB3,2,9.662
2012,NUTS,2010,DEB3,2,4.774
2012,NUTS,2010,DEB31,3,10.638
2011,NUTS,2010,DEB32,3,31.053
2012,NUTS,2010,DEB32,3,3.307
2011,NUTS,2010,DEB33,3,17.196
2011,NUTS,2010,DEB34,3,4.563
2011,NUTS,2010,DEB35,3,15.158
2012,NUTS,2010,DEB35,3,22.791
2011,NUTS,2010,DEB36,3,4.73
2011,NUTS,2010,DEB38,3,20.057
2012,NUTS,2010,DEB38,3,3.997
2011,NUTS,2010,DEB39,3,8.197
2012,NUTS,2010,DEB39,3,6.1
2012,NUTS,2010,DEB3A,3,9.761
2011,NUTS,2010,DEB3B,3,14.027
2011,NUTS,2010,DEB3C,3,2.787
2012,NUTS,2010,DEB3D,3,13.247
2011,NUTS,2010,DEB3E,3,29.398
2012,NUTS,2010,DEB3E,3,8.64
2011,NUTS,2010,DEB3F,3,13.469
2012,NUTS,2010,DEB3F,3,3.155
2011,NUTS,2010,DEB3H,3,13.761
2012,NUTS,2010,DEB3H,3,2.296
2012,NUTS,2010,DEB3I,3,0.94
2011,NUTS,2010,DEB3J,3,5.783
2012,NUTS,2010,DEB3K,3,3.363
2011,NUTS,2010,DEC,1,5.749
2012,NUTS,2010,DEC,1,5.358
2011,NUTS,2010,DED,1,5.061
2012,NUTS,2010,DED,1,4.15
2011,NUTS,2010,DED2,2,7.53
2012,NUTS,2010,DED2,2,5.646
2011,NUTS,2010,DED21,3,20.074
2012,NUTS,2010,DED21,3,14.157
2011,NUTS,2010,DED2C,3,0.778
2012,NUTS,2010,DED2C,3,3.672
2011,NUTS,2010,DED2D,3,1.192
2011,NUTS,2010,DED2E,3,4.623
2012,NUTS,2010,DED2E,3,1.989
2011,NUTS,2010,DED4,2,4.423
2012,NUTS,2010,DED4,2,2.646
2011,NUTS,2010,DED41,3,5.468
2012,NUTS,2010,DED41,3,4.112
2011,NUTS,2010,DED42,3,2.254
2012,NUTS,2010,DED42,3,2.749
2011,NUTS,2010,DED43,3,11.665
2012,NUTS,2010,DED43,3,1.539
2011,NUTS,2010,DED44,3,3.069
2012,NUTS,2010,DED45,3,4.434
2011,NUTS,2010,DED5,2,2.007
2012,NUTS,2010,DED5,2,3.995
2011,NUTS,2010,DED51,3,3.825
2012,NUTS,2010,DED51,3,7.521
2011,NUTS,2010,DEE,1,1.212
2012,NUTS,2010,DEE,1,0.648
2011,NUTS,2010,DEE0,2,1.212
2012,NUTS,2010,DEE0,2,0.648
2012,NUTS,2010,DEE02,3,2.139
2011,NUTS,2010,DEE03,3,3.585
2012,NUTS,2010,DEE03,3,2.883
2012,NUTS,2010,DEE06,3,3.467
2011,NUTS,2010,DEE09,3,8.608
2011,NUTS,2010,DEF,1,3.751
2012,NUTS,2010,DEF,1,1.892
2011,NUTS,2010,DEF0,2,3.751
2012,NUTS,2010,DEF0,2,1.892
2011,NUTS,2010,DEF02,3,4.175
2012,NUTS,2010,DEF02,3,5.164
2011,NUTS,2010,DEF03,3,9.371
2011,NUTS,2010,DEF04,3,13.016
2011,NUTS,2010,DEF05,3,1.855
2011,NUTS,2010,DEF06,3,1.338
2012,NUTS,2010,DEF06,3,4.429
2011,NUTS,2010,DEF08,3,0.978
2012,NUTS,2010,DEF08,3,1.619
2012,NUTS,2010,DEF09,3,3.278
2011,NUTS,2010,DEF0A,3,2.979
2011,NUTS,2010,DEF0B,3,4.93
2012,NUTS,2010,DEF0B,3,3.717
2011,NUTS,2010,DEF0C,3,1.667
2011,NUTS,2010,DEF0D,3,6.559
2012,NUTS,2010,DEF0D,3,2.691
2012,NUTS,2010,DEF0E,3,1.89
2011,NUTS,2010,DEF0F,3,9.575
2011,NUTS,2010,DEG,1,4.174
2012,NUTS,2010,DEG,1,4.651
2011,NUTS,2010,DEG0,2,4.174
2012,NUTS,2010,DEG0,2,4.651
2011,NUTS,2010,DEG01,3,7.317
2012,NUTS,2010,DEG01,3,7.946
2012,NUTS,2010,DEG02,3,10.125
2011,NUTS,2010,DEG03,3,19.024
2012,NUTS,2010,DEG03,3,34.23
2011,NUTS,2010,DEG04,3,6.447
2011,NUTS,2010,DEG05,3,34.362
2012,NUTS,2010,DEG05,3,7.629
2011,NUTS,2010,DEG0B,3,1.923
2011,NUTS,2010,DEG0C,3,2.39
2012,NUTS,2010,DEG0C,3,5.461
2011,NUTS,2010,DEG0E,3,3.731
2011,NUTS,2010,DEG0F,3,2.225
2012,NUTS,2010,DEG0F,3,13.422
2011,NUTS,2010,DEG0G,3,5.904
2011,NUTS,2010,DEG0I,3,6.42
2011,NUTS,2010,DEG0J,3,11.52
2012,NUTS,2010,DEG0J,3,5.794
2012,NUTS,2010,DEG0L,3,4.717
2012,NUTS,2010,DEG0M,3,3.387
2011,NUTS,2010,DK,0,7.269
2012,NUTS,2010,DK,0,3.48
2011,NUTS,2010,DK0,1,7.269
2012,NUTS,2010,DK0,1,3.256
2011,NUTS,2010,DK01,2,14.399
2012,NUTS,2010,DK01,2,4.765
2011,NUTS,2010,DK011,3,9.915
2012,NUTS,2010,DK011,3,5.425
2011,NUTS,2010,DK012,3,22.777
2012,NUTS,2010,DK012,3,4.186
2011,NUTS,2010,DK013,3,13.017
2012,NUTS,2010,DK013,3,4.841
2011,NUTS,2010,DK02,2,2.44
2012,NUTS,2010,DK02,2,2.445
2011,NUTS,2010,DK021,3,6.369
2012,NUTS,2010,DK021,3,6.344
2011,NUTS,2010,DK022,3,0.856
2012,NUTS,2010,DK022,3,0.86
2011,NUTS,2010,DK03,2,3.64
2012,NUTS,2010,DK03,2,0.832
2011,NUTS,2010,DK031,3,1.031
2011,NUTS,2010,DK032,3,5.407
2012,NUTS,2010,DK032,3,1.396
2011,NUTS,2010,DK04,2,6.209
2012,NUTS,2010,DK04,2,4.626
2011,NUTS,2010,DK041,3,3.397
2012,NUTS,2010,DK041,3,1.593
2011,NUTS,2010,DK042,3,7.649
2012,NUTS,2010,DK042,3,6.169
2011,NUTS,2010,DK05,2,3.018
2012,NUTS,2010,DK05,2,1.966
2011,NUTS,2010,DK050,3,3.018
2012,NUTS,2010,DK050,3,1.966
2011,NUTS,2010,EE,0,3.008
2012,NUTS,2010,EE,0,2.264
2011,NUTS,2010,EE0,1,3.008
2012,NUTS,2010,EE0,1,2.264
2011,NUTS,2010,EE00,2,3.008
2012,NUTS,2010,EE00,2,2.264
2011,NUTS,2010,EE001,3,7.115
2012,NUTS,2010,EE001,3,5.293
2011,NUTS,2010,EL,0,0.352
2012,NUTS,2010,EL,0,0.499
2011,NUTS,2010,EL1,1,0.56
2012,NUTS,2010,EL1,1,0.205
2011,NUTS,2010,EL12,2,1.039
2011,NUTS,2010,EL122,3,1.755
2012,NUTS,2010,EL14,2,0.979
2012,NUTS,2010,EL142,3,0.69
2012,NUTS,2010,EL143,3,1.589
2012,NUTS,2010,EL144,3,1.498
2012,NUTS,2010,EL2,1,0.836
2012,NUTS,2010,EL23,2,2.907
2012,NUTS,2010,EL232,3,6.371
2011,NUTS,2010,EL3,1,0.396
2012,NUTS,2010,EL3,1,0.555
2011,NUTS,2010,EL30,2,0.396
2012,NUTS,2010,EL30,2,0.555
2011,NUTS,2010,EL300,3,0.396
2012,NUTS,2010,EL300,3,0.555
2012,NUTS,2010,EL4,1,0.515
2012,NUTS,2010,EL43,2,0.953
2012,NUTS,2010,EL431,3,1.941
2011,NUTS,2010,ES,0,1.488
2012,NUTS,2010,ES,0,1.493
2011,NUTS,2010,ES1,1,0.338
2012,NUTS,2010,ES1,1,0.644
2011,NUTS,2010,ES11,2,0.541
2012,NUTS,2010,ES11,2,0.722
2011,NUTS,2010,ES111,3,1.316
2012,NUTS,2010,ES111,3,0.876
2012,NUTS,2010,ES114,3,1.047
2012,NUTS,2010,ES12,2,0.801
2012,NUTS,2010,ES120,3,0.801
2011,NUTS,2010,ES2,1,1.338
2012,NUTS,2010,ES2,1,0.445
2011,NUTS,2010,ES21,2,1.374
2012,NUTS,2010,ES21,2,0.915
2012,NUTS,2010,ES212,3,2.823
2011,NUTS,2010,ES213,3,2.595
2011,NUTS,2010,ES24,2,2.232
2011,NUTS,2010,ES241,3,2.957
2011,NUTS,2010,ES243,3,2.394
2011,NUTS,2010,ES3,1,3.603
2012,NUTS,2010,ES3,1,3.684
2011,NUTS,2010,ES30,2,3.603
2012,NUTS,2010,ES30,2,3.684
2011,NUTS,2010,ES300,3,3.603
2012,NUTS,2010,ES300,3,3.684
2011,NUTS,2010,ES4,1,0.398
2012,NUTS,2010,ES4,1,0.435
2011,NUTS,2010,ES41,2,0.055
2011,NUTS,2010,ES416,3,0.857
2011,NUTS,2010,ES42,2,1.02
2012,NUTS,2010,ES42,2,1.187
2011,NUTS,2010,ES421,3,4.989
2012,NUTS,2010,ES421,3,6.225
2011,NUTS,2010,ES424,3,0.55
2011,NUTS,2010,ES5,1,2.476
2012,NUTS,2010,ES5,1,2.412
2011,NUTS,2010,ES51,2,4.14
2012,NUTS,2010,ES51,2,3.448
2011,NUTS,2010,ES511,3,5.331
2012,NUTS,2010,ES511,3,4.514
2011,NUTS,2010,ES512,3,1.78
2012,NUTS,2010,ES512,3,1.331
2011,NUTS,2010,ES514,3,0.411
2011,NUTS,2010,ES52,2,0.524
2012,NUTS,2010,ES52,2,1.359
2011,NUTS,2010,ES521,3,0.374
2012,NUTS,2010,ES522,3,2.239
2011,NUTS,2010,ES523,3,0.754
2012,NUTS,2010,ES523,3,2.139
2012,NUTS,2010,ES53,2,0.127
2012,NUTS,2010,ES533,3,1.486
2011,NUTS,2010,ES6,1,0.13
2012,NUTS,2010,ES6,1,0.5
2011,NUTS,2010,ES61,2,0.155
2012,NUTS,2010,ES61,2,0.597
2011,NUTS,2010,ES617,3,0.183
2011,NUTS,2010,ES618,3,0.521
2012,NUTS,2010,ES618,3,2.587
2011,NUTS,2010,ES7,1,0.484
2012,NUTS,2010,ES7,1,0.479
2011,NUTS,2010,ES70,2,0.484
2012,NUTS,2010,ES70,2,0.479
2011,NUTS,2010,ES705,3,1.191
2012,NUTS,2010,ES705,3,1.18
2011,NUTS,2010,FI,0,29.673
2012,NUTS,2010,FI,0,29.769
2011,NUTS,2010,FI1,1,29.828
2012,NUTS,2010,FI1,1,29.701
2011,NUTS,2010,FI19,2,38.014
2012,NUTS,2010,FI19,2,40.498
2011,NUTS,2010,FI193,3,7.309
2012,NUTS,2010,FI193,3,3.645
2012,NUTS,2010,FI194,3,5.162
2011,NUTS,2010,FI195,3,5.62
2011,NUTS,2010,FI197,3,99.811
2012,NUTS,2010,FI197,3,108.429
2011,NUTS,2010,FI1B,2,51.961
2012,NUTS,2010,FI1B,2,45.892
2011,NUTS,2010,FI1B1,3,51.961
2012,NUTS,2010,FI1B1,3,45.892
2011,NUTS,2010,FI1C,2,9.071
2012,NUTS,2010,FI1C,2,17.347
2011,NUTS,2010,FI1C1,3,18.982
2012,NUTS,2010,FI1C1,3,34.074
2011,NUTS,2010,FI1C2,3,5.271
2012,NUTS,2010,FI1C2,3,10.843
2011,NUTS,2010,FI1C3,3,2.478
2012,NUTS,2010,FI1C3,3,0.989
2012,NUTS,2010,FI1C4,3,1.375
2011,NUTS,2010,FI1C5,3,1.87
2012,NUTS,2010,FI1C5,3,13.877
2011,NUTS,2010,FI1D,2,13.628
2012,NUTS,2010,FI1D,2,10.079
2011,NUTS,2010,FI1D1,3,8.082
2012,NUTS,2010,FI1D2,3,0.806
2012,NUTS,2010,FI1D3,3,4.038
2011,NUTS,2010,FI1D6,3,37.168
2012,NUTS,2010,FI1D6,3,30.084
2011,NUTS,2010,FI1D7,3,9.537
2012,NUTS,2010,FI1D7,3,1.364
2012,NUTS,2010,FI2,1,29.273
2012,NUTS,2010,FI20,2,29.273
2012,NUTS,2010,FI200,3,29.273
2011,NUTS,2010,FR,0,10.322
2012,NUTS,2010,FR,0,8.481
2011,NUTS,2010,FR1,1,23.881
2012,NUTS,2010,FR1,1,20.174
2011,NUTS,2010,FR10,2,23.881
2012,NUTS,2010,FR10,2,20.174
2011,NUTS,2010,FR101,3,28.245
2012,NUTS,2010,FR101,3,18.526
2011,NUTS,2010,FR102,3,7.494
2012,NUTS,2010,FR102,3,4.306
2011,NUTS,2010,FR103,3,20.352
2012,NUTS,2010,FR103,3,14.621
2011,NUTS,2010,FR104,3,41.634
2012,NUTS,2010,FR104,3,36.864
2011,NUTS,2010,FR105,3,64.212
2012,NUTS,2010,FR105,3,64.327
2011,NUTS,2010,FR106,3,3.268
2012,NUTS,2010,FR106,3,5.199
2011,NUTS,2010,FR107,3,10.962
2012,NUTS,2010,FR107,3,10.881
2011,NUTS,2010,FR108,3,7.218
2012,NUTS,2010,FR108,3,1.499
2011,NUTS,2010,FR2,1,2.529
2012,NUTS,2010,FR2,1,1.247
2011,NUTS,2010,FR21,2,1.774
2012,NUTS,2010,FR21,2,0.896
2011,NUTS,2010,FR211,3,1.766
2011,NUTS,2010,FR212,3,2.467
2012,NUTS,2010,FR212,3,3.927
2011,NUTS,2010,FR213,3,1.977
2011,NUTS,2010,FR22,2,1.303
2012,NUTS,2010,FR22,2,0.78
2011,NUTS,2010,FR222,3,1.241
2012,NUTS,2010,FR222,3,1.851
2011,NUTS,2010,FR223,3,2.626
2011,NUTS,2010,FR23,2,0.587
2012,NUTS,2010,FR23,2,1.138
2011,NUTS,2010,FR231,3,0.986
2012,NUTS,2010,FR231,3,1.014
2011,NUTS,2010,FR232,3,0.4
2012,NUTS,2010,FR232,3,1.196
2011,NUTS,2010,FR24,2,2.229
2012,NUTS,2010,FR24,2,0.371
2012,NUTS,2010,FR241,3,1.603
2011,NUTS,2010,FR242,3,3.555
2011,NUTS,2010,FR243,3,1.434
2011,NUTS,2010,FR244,3,4.346
2012,NUTS,2010,FR244,3,0.754
2011,NUTS,2010,FR245,3,3.019
2011,NUTS,2010,FR246,3,0.379
2011,NUTS,2010,FR25,2,7.624
2012,NUTS,2010,FR25,2,4.4
2011,NUTS,2010,FR251,3,14.476
2012,NUTS,2010,FR251,3,7.996
2011,NUTS,2010,FR252,3,2.662
2012,NUTS,2010,FR252,3,2.003
2011,NUTS,2010,FR26,2,2.636
2012,NUTS,2010,FR26,2,0.731
2011,NUTS,2010,FR261,3,2.377
2012,NUTS,2010,FR261,3,0.948
2012,NUTS,2010,FR263,3,0.901
2011,NUTS,2010,FR264,3,8.994
2012,NUTS,2010,FR264,3,0.585
2011,NUTS,2010,FR3,1,1.286
2012,NUTS,2010,FR3,1,0.474
2011,NUTS,2010,FR30,2,1.286
2012,NUTS,2010,FR30,2,0.474
2011,NUTS,2010,FR301,3,1.919
2012,NUTS,2010,FR301,3,0.742
2011,NUTS,2010,FR302,3,0.171
2011,NUTS,2010,FR4,1,1.838
2012,NUTS,2010,FR4,1,1.408
2011,NUTS,2010,FR41,2,0.753
2012,NUTS,2010,FR41,2,0.672
2011,NUTS,2010,FR411,3,1.705
2012,NUTS,2010,FR411,3,1.364
2012,NUTS,2010,FR412,3,1.297
2011,NUTS,2010,FR413,3,0.498
2012,NUTS,2010,FR413,3,0.315
2011,NUTS,2010,FR42,2,3.196
2012,NUTS,2010,FR42,2,2.554
2011,NUTS,2010,FR421,3,4.166
2012,NUTS,2010,FR421,3,3.847
2011,NUTS,2010,FR422,3,1.766
2012,NUTS,2010,FR422,3,0.662
2011,NUTS,2010,FR43,2,1.875
2012,NUTS,2010,FR43,2,1.063
2011,NUTS,2010,FR431,3,4.158
2012,NUTS,2010,FR432,3,3.832
2012,NUTS,2010,FR434,3,1.737
2011,NUTS,2010,FR5,1,10.797
2012,NUTS,2010,FR5,1,9.666
2011,NUTS,2010,FR51,2,3.729
2012,NUTS,2010,FR51,2,2.662
2011,NUTS,2010,FR511,3,2.723
2012,NUTS,2010,FR511,3,2.536
2011,NUTS,2010,FR512,3,9.894
2012,NUTS,2010,FR512,3,5.028
2011,NUTS,2010,FR514,3,3.677
2012,NUTS,2010,FR514,3,4.107
2011,NUTS,2010,FR52,2,24.334
2012,NUTS,2010,FR52,2,22.699
2011,NUTS,2010,FR521,3,13.46
2012,NUTS,2010,FR521,3,18.135
2011,NUTS,2010,FR522,3,4.812
2012,NUTS,2010,FR522,3,1.387
2011,NUTS,2010,FR523,3,66.206
2012,NUTS,2010,FR523,3,60.621
2012,NUTS,2010,FR524,3,0.451
2011,NUTS,2010,FR53,2,0.608
2012,NUTS,2010,FR53,2,0.28
2011,NUTS,2010,FR531,3,3.062
2012,NUTS,2010,FR531,3,1.414
2011,NUTS,2010,FR6,1,4.301
2012,NUTS,2010,FR6,1,2.938
2011,NUTS,2010,FR61,2,4.241
2012,NUTS,2010,FR61,2,2.182
2011,NUTS,2010,FR611,3,4.095
2011,NUTS,2010,FR612,3,7.242
2012,NUTS,2010,FR612,3,4.832
2011,NUTS,2010,FR615,3,2.284
2011,NUTS,2010,FR62,2,4.708
2012,NUTS,2010,FR62,2,4.186
2011,NUTS,2010,FR623,3,9.657
2012,NUTS,2010,FR623,3,9.575
2011,NUTS,2010,FR627,3,1.324
2011,NUTS,2010,FR628,3,4.089
2011,NUTS,2010,FR63,2,2.969
2012,NUTS,2010,FR63,2,1.354
2011,NUTS,2010,FR633,3,5.85
2012,NUTS,2010,FR633,3,2.661
2011,NUTS,2010,FR7,1,13.652
2012,NUTS,2010,FR7,1,13.607
2011,NUTS,2010,FR71,2,15.105
2012,NUTS,2010,FR71,2,16.119
2011,NUTS,2010,FR711,3,4.687
2012,NUTS,2010,FR711,3,10.585
2011,NUTS,2010,FR712,3,3.152
2012,NUTS,2010,FR712,3,3.769
2011,NUTS,2010,FR713,3,14.918
2012,NUTS,2010,FR713,3,6.92
2011,NUTS,2010,FR714,3,55.998
2012,NUTS,2010,FR714,3,66.645
2011,NUTS,2010,FR715,3,1.869
2011,NUTS,2010,FR716,3,3.016
2012,NUTS,2010,FR716,3,3.023
2011,NUTS,2010,FR717,3,5.371
2012,NUTS,2010,FR717,3,3.847
2011,NUTS,2010,FR718,3,9.143
2012,NUTS,2010,FR718,3,3.358
2011,NUTS,2010,FR72,2,6.893
2012,NUTS,2010,FR72,2,1.846
2011,NUTS,2010,FR723,3,2.223
2011,NUTS,2010,FR724,3,13.864
2012,NUTS,2010,FR724,3,3.918
2011,NUTS,2010,FR8,1,14.522
2012,NUTS,2010,FR8,1,9.975
2011,NUTS,2010,FR81,2,4.82
2012,NUTS,2010,FR81,2,2.989
2011,NUTS,2010,FR811,3,1.389
2011,NUTS,2010,FR812,3,8.352
2012,NUTS,2010,FR812,3,6.891
2011,NUTS,2010,FR813,3,5.998
2012,NUTS,2010,FR813,3,2.849
2011,NUTS,2010,FR82,2,20.691
2012,NUTS,2010,FR82,2,14.438
2011,NUTS,2010,FR821,3,2.485
2011,NUTS,2010,FR822,3,3.607
2011,NUTS,2010,FR823,3,30.77
2012,NUTS,2010,FR823,3,21.802
2011,NUTS,2010,FR824,3,25.907
2012,NUTS,2010,FR824,3,21.247
2011,NUTS,2010,FR825,3,14.851
2012,NUTS,2010,FR825,3,5.383
2011,NUTS,2010,FR826,3,2.433
2011,NUTS,2010,FR83,2,0.445
2011,NUTS,2010,FR832,3,0.83
2011,NUTS,2010,HR,0,0.156
2011,NUTS,2010,HR0,1,0.156
2011,NUTS,2010,HR04,2,0.233
2011,NUTS,2010,HR041,3,0.418
2011,NUTS,2010,HR04A,3,2.077
2011,NUTS,2010,HU,0,1.402
2012,NUTS,2010,HU,0,1.817
2011,NUTS,2010,HU1,1,3.844
2012,NUTS,2010,HU1,1,4.115
2011,NUTS,2010,HU10,2,3.844
2012,NUTS,2010,HU10,2,4.115
2011,NUTS,2010,HU101,3,3.893
2012,NUTS,2010,HU101,3,4.776
2011,NUTS,2010,HU102,3,3.774
2012,NUTS,2010,HU102,3,3.173
2011,NUTS,2010,HU2,1,0.495
2012,NUTS,2010,HU2,1,0.194
2011,NUTS,2010,HU21,2,1.371
2011,NUTS,2010,HU211,3,1.173
2011,NUTS,2010,HU213,3,2.804
2012,NUTS,2010,HU22,2,0.589
2012,NUTS,2010,HU221,3,1.304
2011,NUTS,2010,HU3,1,0.271
2012,NUTS,2010,HU3,1,1.344
2011,NUTS,2010,HU31,2,0.209
2012,NUTS,2010,HU31,2,0.416
2011,NUTS,2010,HU311,3,0.365
2012,NUTS,2010,HU311,3,0.247
2012,NUTS,2010,HU312,3,1.067
2012,NUTS,2010,HU32,2,0.334
2012,NUTS,2010,HU322,3,1.282
2011,NUTS,2010,HU33,2,0.634
2012,NUTS,2010,HU33,2,3.371
2011,NUTS,2010,HU331,3,0.629
2012,NUTS,2010,HU331,3,0.326
2012,NUTS,2010,HU332,3,1.379
2011,NUTS,2010,HU333,3,1.185
2012,NUTS,2010,HU333,3,8.986
2011,NUTS,2010,IE,0,7.226
2012,NUTS,2010,IE,0,6.289
2011,NUTS,2010,IE0,1,6.861
2012,NUTS,2010,IE0,1,5.907
2011,NUTS,2010,IE01,2,6.06
2012,NUTS,2010,IE01,2,6.001
2011,NUTS,2010,IE011,3,3.886
2012,NUTS,2010,IE011,3,5.038
2011,NUTS,2010,IE012,3,0.283
2012,NUTS,2010,IE012,3,5.242
2011,NUTS,2010,IE013,3,12.309
2012,NUTS,2010,IE013,3,7.598
2011,NUTS,2010,IE02,2,7.158
2012,NUTS,2010,IE02,2,5.872
2011,NUTS,2010,IE021,3,10.251
2012,NUTS,2010,IE021,3,11.287
2011,NUTS,2010,IE022,3,3.943
2012,NUTS,2010,IE022,3,8.171
2011,NUTS,2010,IE023,3,3.094
2011,NUTS,2010,IE024,3,0.661
2011,NUTS,2010,IE025,3,11.071
2012,NUTS,2010,IE025,3,1.503
2012,NUTS,2010,IS,0,1.033
2012,NUTS,2010,IS0,1,1.033
2012,NUTS,2010,IS00,2,1.033
2012,NUTS,2010,IS001,3,1.621
2011,NUTS,2010,IT,0,1.805
2012,NUTS,2010,IT,0,1.216
2011,NUTS,2010,ITC,1,2.82
2012,NUTS,2010,ITC,1,1.777
2011,NUTS,2010,ITC1,2,3.368
2012,NUTS,2010,ITC1,2,2.38
2011,NUTS,2010,ITC11,3,5.653
2012,NUTS,2010,ITC11,3,3.584
2011,NUTS,2010,ITC15,3,0.465
2012,NUTS,2010,ITC15,3,2.738
2011,NUTS,2010,ITC18,3,4.274
2012,NUTS,2010,ITC18,3,3.115
2011,NUTS,2010,ITC2,2,11.439
2011,NUTS,2010,ITC20,3,11.439
2011,NUTS,2010,ITC3,2,6.143
2012,NUTS,2010,ITC3,2,1.914
2011,NUTS,2010,ITC32,3,2.377
2011,NUTS,2010,ITC33,3,10.103
2012,NUTS,2010,ITC33,3,3.513
2011,NUTS,2010,ITC34,3,1.502
2011,NUTS,2010,ITC4,2,1.916
2012,NUTS,2010,ITC4,2,1.506
2011,NUTS,2010,ITC41,3,0.874
2012,NUTS,2010,ITC41,3,0.23
2011,NUTS,2010,ITC42,3,1.42
2012,NUTS,2010,ITC42,3,5.113
2011,NUTS,2010,ITC43,3,10.928
2012,NUTS,2010,ITC43,3,1.488
2011,NUTS,2010,ITC46,3,1.386
2012,NUTS,2010,ITC46,3,2.76
2012,NUTS,2010,ITC48,3,1.4
2012,NUTS,2010,ITC49,3,2.012
2011,NUTS,2010,ITC4A,3,1.399
2011,NUTS,2010,ITC4B,3,0.81
2011,NUTS,2010,ITC4C,3,2.57
2012,NUTS,2010,ITC4C,3,1.993
2011,NUTS,2010,ITC4D,3,3.795
2012,NUTS,2010,ITC4D,3,0.797
2011,NUTS,2010,ITF,1,0.886
2012,NUTS,2010,ITF,1,0.42
2011,NUTS,2010,ITF1,2,1.147
2012,NUTS,2010,ITF1,2,0.513
2011,NUTS,2010,ITF11,3,3.915
2012,NUTS,2010,ITF11,3,1.677
2011,NUTS,2010,ITF13,3,1.05
2012,NUTS,2010,ITF14,3,0.438
2011,NUTS,2010,ITF3,2,0.95
2012,NUTS,2010,ITF3,2,0.902
2012,NUTS,2010,ITF31,3,0.829
2011,NUTS,2010,ITF33,3,1.355
2012,NUTS,2010,ITF33,3,1.294
2012,NUTS,2010,ITF34,3,0.583
2011,NUTS,2010,ITF35,3,1.218
2012,NUTS,2010,ITF35,3,0.229
2011,NUTS,2010,ITF4,2,1.029
2011,NUTS,2010,ITF45,3,0.835
2011,NUTS,2010,ITF47,3,2.809
2011,NUTS,2010,ITF6,2,0.637
2011,NUTS,2010,ITF61,3,1.748
2011,NUTS,2010,ITG,1,0.338
2012,NUTS,2010,ITG,1,0.151
2011,NUTS,2010,ITG1,2,0.449
2012,NUTS,2010,ITG1,2,0.2
2011,NUTS,2010,ITG12,3,0.201
2011,NUTS,2010,ITG17,3,1.854
2012,NUTS,2010,ITG19,3,2.501
