year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_hc_f
2012,NUTS,2010,ES42,2,256.0
2013,NUTS,2010,ES42,2,237.0
2014,NUTS,2010,ES42,2,271.0
2015,NUTS,2010,ES42,2,248.0
2016,NUTS,2010,ES42,2,313.0
2017,NUTS,2010,ES42,2,328.0
2018,NUTS,2010,ES42,2,256.0
2019,NUTS,2010,ES42,2,292.0
2011,NUTS,2010,ES43,2,83.0
2012,NUTS,2010,ES43,2,79.0
2013,NUTS,2010,ES43,2,119.0
2014,NUTS,2010,ES43,2,99.0
2015,NUTS,2010,ES43,2,92.0
2016,NUTS,2010,ES43,2,90.0
2017,NUTS,2010,ES43,2,107.0
2018,NUTS,2010,ES43,2,139.0
2019,NUTS,2010,ES43,2,116.0
2011,NUTS,2010,ES5,1,5175.0
2012,NUTS,2010,ES5,1,5110.0
2013,NUTS,2010,ES5,1,5309.0
2014,NUTS,2010,ES5,1,5430.0
2015,NUTS,2010,ES5,1,5676.0
2016,NUTS,2010,ES5,1,5984.0
2017,NUTS,2010,ES5,1,6410.0
2018,NUTS,2010,ES5,1,6920.0
2019,NUTS,2010,ES5,1,7340.0
2011,NUTS,2010,ES51,2,3714.0
2012,NUTS,2010,ES51,2,3769.0
2013,NUTS,2010,ES51,2,3884.0
2014,NUTS,2010,ES51,2,3978.0
2015,NUTS,2010,ES51,2,4343.0
2016,NUTS,2010,ES51,2,4456.0
2017,NUTS,2010,ES51,2,4760.0
2018,NUTS,2010,ES51,2,5143.0
2019,NUTS,2010,ES51,2,5311.0
2011,NUTS,2010,ES52,2,1424.0
2012,NUTS,2010,ES52,2,1299.0
2013,NUTS,2010,ES52,2,1377.0
2014,NUTS,2010,ES52,2,1392.0
2015,NUTS,2010,ES52,2,1286.0
2016,NUTS,2010,ES52,2,1448.0
2017,NUTS,2010,ES52,2,1572.0
2018,NUTS,2010,ES52,2,1688.0
2019,NUTS,2010,ES52,2,1924.0
2011,NUTS,2010,ES53,2,37.0
2012,NUTS,2010,ES53,2,42.0
2013,NUTS,2010,ES53,2,48.0
2014,NUTS,2010,ES53,2,60.0
2015,NUTS,2010,ES53,2,47.0
2016,NUTS,2010,ES53,2,80.0
2017,NUTS,2010,ES53,2,78.0
2018,NUTS,2010,ES53,2,90.0
2019,NUTS,2010,ES53,2,105.0
2011,NUTS,2010,ES6,1,1500.0
2012,NUTS,2010,ES6,1,1613.0
2013,NUTS,2010,ES6,1,1664.0
2014,NUTS,2010,ES6,1,1678.0
2015,NUTS,2010,ES6,1,1609.0
2016,NUTS,2010,ES6,1,1578.0
2017,NUTS,2010,ES6,1,1558.0
2018,NUTS,2010,ES6,1,1759.0
2019,NUTS,2010,ES6,1,1763.0
2011,NUTS,2010,ES61,2,1290.0
2012,NUTS,2010,ES61,2,1366.0
2013,NUTS,2010,ES61,2,1427.0
2014,NUTS,2010,ES61,2,1407.0
2015,NUTS,2010,ES61,2,1329.0
2016,NUTS,2010,ES61,2,1288.0
2017,NUTS,2010,ES61,2,1248.0
2018,NUTS,2010,ES61,2,1374.0
2019,NUTS,2010,ES61,2,1336.0
2011,NUTS,2010,ES62,2,209.0
2012,NUTS,2010,ES62,2,247.0
2013,NUTS,2010,ES62,2,235.0
2014,NUTS,2010,ES62,2,269.0
2015,NUTS,2010,ES62,2,279.0
2016,NUTS,2010,ES62,2,290.0
2017,NUTS,2010,ES62,2,310.0
2018,NUTS,2010,ES62,2,385.0
2019,NUTS,2010,ES62,2,427.0
2012,NUTS,2010,ES63,2,0.0
2015,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES64,2,0.0
2015,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES7,1,127.0
2012,NUTS,2010,ES7,1,152.0
2013,NUTS,2010,ES7,1,126.0
2014,NUTS,2010,ES7,1,110.0
2015,NUTS,2010,ES7,1,105.0
2016,NUTS,2010,ES7,1,116.0
2017,NUTS,2010,ES7,1,121.0
2018,NUTS,2010,ES7,1,190.0
2019,NUTS,2010,ES7,1,149.0
2011,NUTS,2010,ES70,2,127.0
2012,NUTS,2010,ES70,2,152.0
2013,NUTS,2010,ES70,2,126.0
2014,NUTS,2010,ES70,2,110.0
2015,NUTS,2010,ES70,2,105.0
2016,NUTS,2010,ES70,2,116.0
2017,NUTS,2010,ES70,2,121.0
2018,NUTS,2010,ES70,2,190.0
2019,NUTS,2010,ES70,2,149.0
2011,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,163211.0
2013,NUTS,2010,EU27_2020,7,187084.0
2015,NUTS,2010,EU27_2020,7,206482.0
2017,NUTS,2010,EU27_2020,7,248698.0
2019,NUTS,2010,EU27_2020,7,280975.0
2011,NUTS,2010,FI,0,4702.0
2012,NUTS,2010,FI,0,4445.0
2013,NUTS,2010,FI,0,4465.0
2014,NUTS,2010,FI,0,4540.0
2015,NUTS,2010,FI,0,4849.0
2016,NUTS,2010,FI,0,4749.0
2017,NUTS,2010,FI,0,4565.0
2018,NUTS,2010,FI,0,4884.0
2019,NUTS,2010,FI,0,5258.0
2011,NUTS,2010,FR,0,38699.0
2012,NUTS,2010,FR,0,42243.0
2013,NUTS,2010,FR,0,43762.0
2014,NUTS,2010,FR,0,44749.0
2016,NUTS,2010,FR,0,48597.0
2017,NUTS,2010,FR,0,54656.0
2011,NUTS,2010,FR1,1,17566.0
2012,NUTS,2010,FR1,1,18563.0
2013,NUTS,2010,FR1,1,19510.0
2011,NUTS,2010,FR10,2,17566.0
2012,NUTS,2010,FR10,2,18563.0
2013,NUTS,2010,FR10,2,19510.0
2011,NUTS,2010,FR2,1,2913.0
2012,NUTS,2010,FR2,1,3118.0
2013,NUTS,2010,FR2,1,3163.0
2011,NUTS,2010,FR21,2,257.0
2012,NUTS,2010,FR21,2,287.0
2013,NUTS,2010,FR21,2,224.0
2011,NUTS,2010,FR22,2,448.0
2012,NUTS,2010,FR22,2,492.0
2013,NUTS,2010,FR22,2,566.0
2011,NUTS,2010,FR23,2,598.0
2012,NUTS,2010,FR23,2,651.0
2013,NUTS,2010,FR23,2,691.0
2011,NUTS,2010,FR24,2,840.0
2012,NUTS,2010,FR24,2,767.0
2013,NUTS,2010,FR24,2,863.0
2011,NUTS,2010,FR25,2,347.0
2012,NUTS,2010,FR25,2,409.0
2013,NUTS,2010,FR25,2,331.0
2011,NUTS,2010,FR26,2,422.0
2012,NUTS,2010,FR26,2,512.0
2013,NUTS,2010,FR26,2,490.0
2011,NUTS,2010,FR3,1,803.0
2012,NUTS,2010,FR3,1,840.0
2013,NUTS,2010,FR3,1,754.0
2011,NUTS,2010,FR30,2,803.0
2012,NUTS,2010,FR30,2,840.0
2013,NUTS,2010,FR30,2,754.0
2011,NUTS,2010,FR4,1,1693.0
2012,NUTS,2010,FR4,1,1771.0
2013,NUTS,2010,FR4,1,1698.0
2011,NUTS,2010,FR41,2,540.0
2012,NUTS,2010,FR41,2,487.0
2013,NUTS,2010,FR41,2,381.0
2011,NUTS,2010,FR42,2,728.0
2012,NUTS,2010,FR42,2,837.0
2013,NUTS,2010,FR42,2,834.0
2011,NUTS,2010,FR43,2,425.0
2012,NUTS,2010,FR43,2,447.0
2013,NUTS,2010,FR43,2,484.0
2011,NUTS,2010,FR5,1,2838.0
2012,NUTS,2010,FR5,1,3240.0
2013,NUTS,2010,FR5,1,3351.0
2011,NUTS,2010,FR51,2,1109.0
2012,NUTS,2010,FR51,2,1262.0
2013,NUTS,2010,FR51,2,1352.0
2011,NUTS,2010,FR52,2,1480.0
2012,NUTS,2010,FR52,2,1649.0
2013,NUTS,2010,FR52,2,1639.0
2011,NUTS,2010,FR53,2,248.0
2012,NUTS,2010,FR53,2,329.0
2013,NUTS,2010,FR53,2,360.0
2011,NUTS,2010,FR6,1,4240.0
2012,NUTS,2010,FR6,1,5017.0
2013,NUTS,2010,FR6,1,4991.0
2011,NUTS,2010,FR61,2,1078.0
2012,NUTS,2010,FR61,2,1180.0
2013,NUTS,2010,FR61,2,1186.0
2011,NUTS,2010,FR62,2,3049.0
2012,NUTS,2010,FR62,2,3677.0
2013,NUTS,2010,FR62,2,3678.0
2011,NUTS,2010,FR63,2,114.0
2012,NUTS,2010,FR63,2,161.0
2013,NUTS,2010,FR63,2,127.0
2011,NUTS,2010,FR7,1,5271.0
2012,NUTS,2010,FR7,1,5686.0
2013,NUTS,2010,FR7,1,5811.0
2011,NUTS,2010,FR71,2,4939.0
2012,NUTS,2010,FR71,2,5270.0
2013,NUTS,2010,FR71,2,5441.0
2011,NUTS,2010,FR72,2,332.0
2012,NUTS,2010,FR72,2,416.0
2013,NUTS,2010,FR72,2,369.0
2011,NUTS,2010,FR8,1,3383.0
2012,NUTS,2010,FR8,1,3964.0
2013,NUTS,2010,FR8,1,4422.0
2011,NUTS,2010,FR81,2,820.0
2012,NUTS,2010,FR81,2,1056.0
2013,NUTS,2010,FR81,2,1093.0
2011,NUTS,2010,FR82,2,2544.0
2012,NUTS,2010,FR82,2,2905.0
2013,NUTS,2010,FR82,2,3324.0
2011,NUTS,2010,FR83,2,20.0
2012,NUTS,2010,FR83,2,3.0
2013,NUTS,2010,FR83,2,5.0
2011,NUTS,2010,FRA,1,45.0
2012,NUTS,2010,FRA,1,44.0
2013,NUTS,2010,FRA,1,63.0
2011,NUTS,2010,HR,0,528.0
2012,NUTS,2010,HR,0,586.0
2013,NUTS,2010,HR,0,489.0
2014,NUTS,2010,HR,0,497.0
2015,NUTS,2010,HR,0,545.0
2016,NUTS,2010,HR,0,729.0
2017,NUTS,2010,HR,0,685.0
2018,NUTS,2010,HR,0,741.0
2019,NUTS,2010,HR,0,833.0
2020,NUTS,2010,HR,0,859.0
2011,NUTS,2010,HR0,1,528.0
2012,NUTS,2010,HR0,1,586.0
2013,NUTS,2010,HR0,1,489.0
2014,NUTS,2010,HR0,1,497.0
2015,NUTS,2010,HR0,1,545.0
2016,NUTS,2010,HR0,1,729.0
2017,NUTS,2010,HR0,1,685.0
2018,NUTS,2010,HR0,1,741.0
2019,NUTS,2010,HR0,1,833.0
2020,NUTS,2010,HR0,1,859.0
2020,NUTS,2010,HR02,2,57.0
2011,NUTS,2010,HR03,2,23.0
2012,NUTS,2010,HR03,2,29.0
2013,NUTS,2010,HR03,2,31.0
2014,NUTS,2010,HR03,2,19.0
2015,NUTS,2010,HR03,2,24.0
2016,NUTS,2010,HR03,2,50.0
2017,NUTS,2010,HR03,2,46.0
2018,NUTS,2010,HR03,2,46.0
2019,NUTS,2010,HR03,2,64.0
2020,NUTS,2010,HR03,2,64.0
2011,NUTS,2010,HR04,2,505.0
2012,NUTS,2010,HR04,2,557.0
2013,NUTS,2010,HR04,2,458.0
2014,NUTS,2010,HR04,2,478.0
2015,NUTS,2010,HR04,2,521.0
2016,NUTS,2010,HR04,2,679.0
2017,NUTS,2010,HR04,2,639.0
2018,NUTS,2010,HR04,2,695.0
2019,NUTS,2010,HR04,2,769.0
2020,NUTS,2010,HR05,2,567.0
2020,NUTS,2010,HR06,2,171.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,2897.0
2012,NUTS,2010,HU,0,2825.0
2013,NUTS,2010,HU,0,2864.0
2014,NUTS,2010,HU,0,3005.0
2015,NUTS,2010,HU,0,2980.0
2016,NUTS,2010,HU,0,2965.0
2017,NUTS,2010,HU,0,3432.0
2018,NUTS,2010,HU,0,4204.0
2019,NUTS,2010,HU,0,4480.0
2011,NUTS,2010,HU1,1,1971.0
2012,NUTS,2010,HU1,1,1963.0
2013,NUTS,2010,HU1,1,2002.0
2014,NUTS,2010,HU1,1,2229.0
2015,NUTS,2010,HU1,1,2254.0
2016,NUTS,2010,HU1,1,2257.0
2017,NUTS,2010,HU1,1,2574.0
2018,NUTS,2010,HU1,1,3182.0
2019,NUTS,2010,HU1,1,3335.0
2011,NUTS,2010,HU10,2,1971.0
2012,NUTS,2010,HU10,2,1963.0
2013,NUTS,2010,HU10,2,2002.0
2014,NUTS,2010,HU10,2,2229.0
2015,NUTS,2010,HU10,2,2254.0
2016,NUTS,2010,HU10,2,2257.0
2017,NUTS,2010,HU11,2,2385.0
2018,NUTS,2010,HU11,2,2890.0
2019,NUTS,2010,HU11,2,3055.0
2017,NUTS,2010,HU12,2,189.0
2018,NUTS,2010,HU12,2,292.0
2019,NUTS,2010,HU12,2,280.0
2011,NUTS,2010,HU2,1,354.0
2012,NUTS,2010,HU2,1,329.0
2013,NUTS,2010,HU2,1,364.0
2014,NUTS,2010,HU2,1,318.0
2015,NUTS,2010,HU2,1,289.0
2016,NUTS,2010,HU2,1,260.0
2017,NUTS,2010,HU2,1,358.0
2018,NUTS,2010,HU2,1,442.0
2019,NUTS,2010,HU2,1,553.0
2011,NUTS,2010,HU21,2,142.0
2012,NUTS,2010,HU21,2,145.0
2013,NUTS,2010,HU21,2,160.0
2014,NUTS,2010,HU21,2,151.0
2015,NUTS,2010,HU21,2,134.0
2016,NUTS,2010,HU21,2,132.0
2017,NUTS,2010,HU21,2,169.0
2018,NUTS,2010,HU21,2,190.0
2019,NUTS,2010,HU21,2,244.0
2011,NUTS,2010,HU22,2,99.0
2012,NUTS,2010,HU22,2,97.0
2013,NUTS,2010,HU22,2,125.0
2014,NUTS,2010,HU22,2,104.0
2015,NUTS,2010,HU22,2,92.0
2016,NUTS,2010,HU22,2,74.0
2017,NUTS,2010,HU22,2,108.0
2018,NUTS,2010,HU22,2,124.0
2019,NUTS,2010,HU22,2,170.0
2011,NUTS,2010,HU23,2,113.0
2012,NUTS,2010,HU23,2,87.0
2013,NUTS,2010,HU23,2,79.0
2014,NUTS,2010,HU23,2,63.0
2015,NUTS,2010,HU23,2,63.0
2016,NUTS,2010,HU23,2,54.0
2017,NUTS,2010,HU23,2,81.0
2018,NUTS,2010,HU23,2,128.0
2019,NUTS,2010,HU23,2,139.0
2011,NUTS,2010,HU3,1,572.0
2012,NUTS,2010,HU3,1,533.0
2013,NUTS,2010,HU3,1,498.0
2014,NUTS,2010,HU3,1,458.0
2015,NUTS,2010,HU3,1,437.0
2016,NUTS,2010,HU3,1,448.0
2017,NUTS,2010,HU3,1,500.0
2018,NUTS,2010,HU3,1,580.0
2019,NUTS,2010,HU3,1,592.0
2011,NUTS,2010,HU31,2,121.0
2012,NUTS,2010,HU31,2,109.0
2013,NUTS,2010,HU31,2,111.0
2014,NUTS,2010,HU31,2,92.0
2015,NUTS,2010,HU31,2,90.0
2016,NUTS,2010,HU31,2,77.0
2017,NUTS,2010,HU31,2,86.0
2018,NUTS,2010,HU31,2,100.0
2019,NUTS,2010,HU31,2,124.0
2011,NUTS,2010,HU32,2,217.0
2012,NUTS,2010,HU32,2,214.0
2013,NUTS,2010,HU32,2,181.0
2014,NUTS,2010,HU32,2,152.0
2015,NUTS,2010,HU32,2,175.0
2016,NUTS,2010,HU32,2,181.0
2017,NUTS,2010,HU32,2,210.0
2018,NUTS,2010,HU32,2,232.0
2019,NUTS,2010,HU32,2,197.0
2011,NUTS,2010,HU33,2,234.0
2012,NUTS,2010,HU33,2,210.0
2013,NUTS,2010,HU33,2,206.0
2014,NUTS,2010,HU33,2,214.0
2015,NUTS,2010,HU33,2,172.0
2016,NUTS,2010,HU33,2,190.0
2017,NUTS,2010,HU33,2,204.0
2018,NUTS,2010,HU33,2,248.0
2019,NUTS,2010,HU33,2,271.0
2011,NUTS,2010,IE,0,2370.0
2013,NUTS,2010,IE,0,3110.0
2015,NUTS,2010,IE,0,3410.0
2017,NUTS,2010,IE,0,3952.0
2019,NUTS,2010,IE,0,4539.0
2011,NUTS,2010,IE0,1,2370.0
2013,NUTS,2010,IE0,1,3110.0
2015,NUTS,2010,IE0,1,3409.0
2017,NUTS,2010,IE0,1,3952.0
2011,NUTS,2010,IE01,2,497.0
2013,NUTS,2010,IE01,2,631.0
2015,NUTS,2010,IE01,2,674.0
2017,NUTS,2010,IE01,2,720.0
2011,NUTS,2010,IE02,2,1873.0
2013,NUTS,2010,IE02,2,2479.0
2015,NUTS,2010,IE02,2,2735.0
2017,NUTS,2010,IE02,2,3232.0
2011,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,352.0
2013,NUTS,2010,IS,0,434.0
2015,NUTS,2010,IS,0,524.0
2016,NUTS,2010,IS,0,524.0
2017,NUTS,2010,IS,0,485.0
2018,NUTS,2010,IS,0,485.0
2011,NUTS,2010,IT,0,9927.0
2012,NUTS,2010,IT,0,10796.0
2013,NUTS,2010,IT,0,11315.0
2014,NUTS,2010,IT,0,12106.0
2015,NUTS,2010,IT,0,14337.0
2016,NUTS,2010,IT,0,16143.0
2017,NUTS,2010,IT,0,17665.0
2018,NUTS,2010,IT,0,20972.0
2019,NUTS,2010,IT,0,23341.0
2011,NUTS,2010,ITC,1,4401.0
2012,NUTS,2010,ITC,1,4798.0
2013,NUTS,2010,ITC,1,4824.0
2014,NUTS,2010,ITC,1,5355.0
2015,NUTS,2010,ITC,1,6256.0
2016,NUTS,2010,ITC,1,6941.0
2017,NUTS,2010,ITC,1,7317.0
2018,NUTS,2010,ITC,1,8443.0
2019,NUTS,2010,ITC,1,9523.0
2011,NUTS,2010,ITC1,2,1232.0
2012,NUTS,2010,ITC1,2,1323.0
2013,NUTS,2010,ITC1,2,1331.0
2014,NUTS,2010,ITC1,2,1574.0
2015,NUTS,2010,ITC1,2,1768.0
2016,NUTS,2010,ITC1,2,1810.0
2017,NUTS,2010,ITC1,2,1863.0
2018,NUTS,2010,ITC1,2,2034.0
2019,NUTS,2010,ITC1,2,2233.0
2011,NUTS,2010,ITC2,2,12.0
2012,NUTS,2010,ITC2,2,16.0
2013,NUTS,2010,ITC2,2,14.0
2014,NUTS,2010,ITC2,2,14.0
2015,NUTS,2010,ITC2,2,21.0
2016,NUTS,2010,ITC2,2,34.0
2017,NUTS,2010,ITC2,2,21.0
2018,NUTS,2010,ITC2,2,25.0
2019,NUTS,2010,ITC2,2,23.0
2011,NUTS,2010,ITC3,2,297.0
2012,NUTS,2010,ITC3,2,285.0
2013,NUTS,2010,ITC3,2,299.0
2014,NUTS,2010,ITC3,2,275.0
2015,NUTS,2010,ITC3,2,337.0
2016,NUTS,2010,ITC3,2,435.0
2017,NUTS,2010,ITC3,2,352.0
2018,NUTS,2010,ITC3,2,489.0
2019,NUTS,2010,ITC3,2,704.0
2011,NUTS,2010,ITC4,2,2860.0
2012,NUTS,2010,ITC4,2,3174.0
2013,NUTS,2010,ITC4,2,3180.0
2014,NUTS,2010,ITC4,2,3492.0
2015,NUTS,2010,ITC4,2,4130.0
2016,NUTS,2010,ITC4,2,4662.0
2017,NUTS,2010,ITC4,2,5081.0
2018,NUTS,2010,ITC4,2,5895.0
2019,NUTS,2010,ITC4,2,6563.0
2011,NUTS,2010,ITF,1,671.0
2012,NUTS,2010,ITF,1,920.0
2013,NUTS,2010,ITF,1,1017.0
2014,NUTS,2010,ITF,1,1141.0
2015,NUTS,2010,ITF,1,1496.0
2016,NUTS,2010,ITF,1,1513.0
2017,NUTS,2010,ITF,1,1638.0
2018,NUTS,2010,ITF,1,2099.0
2019,NUTS,2010,ITF,1,2584.0
2011,NUTS,2010,ITF1,2,141.0
2012,NUTS,2010,ITF1,2,87.0
2013,NUTS,2010,ITF1,2,83.0
2014,NUTS,2010,ITF1,2,60.0
2015,NUTS,2010,ITF1,2,76.0
2016,NUTS,2010,ITF1,2,119.0
2017,NUTS,2010,ITF1,2,115.0
2018,NUTS,2010,ITF1,2,153.0
2019,NUTS,2010,ITF1,2,173.0
2011,NUTS,2010,ITF2,2,2.0
2012,NUTS,2010,ITF2,2,3.0
2013,NUTS,2010,ITF2,2,63.0
2014,NUTS,2010,ITF2,2,54.0
2015,NUTS,2010,ITF2,2,83.0
2016,NUTS,2010,ITF2,2,82.0
2017,NUTS,2010,ITF2,2,99.0
2018,NUTS,2010,ITF2,2,105.0
2019,NUTS,2010,ITF2,2,210.0
2011,NUTS,2010,ITF3,2,361.0
2012,NUTS,2010,ITF3,2,646.0
2013,NUTS,2010,ITF3,2,633.0
2014,NUTS,2010,ITF3,2,701.0
2015,NUTS,2010,ITF3,2,863.0
2016,NUTS,2010,ITF3,2,828.0
2017,NUTS,2010,ITF3,2,818.0
2018,NUTS,2010,ITF3,2,1134.0
2019,NUTS,2010,ITF3,2,1459.0
2011,NUTS,2010,ITF4,2,122.0
2012,NUTS,2010,ITF4,2,137.0
2013,NUTS,2010,ITF4,2,197.0
2014,NUTS,2010,ITF4,2,283.0
2015,NUTS,2010,ITF4,2,372.0
2016,NUTS,2010,ITF4,2,358.0
2017,NUTS,2010,ITF4,2,458.0
2018,NUTS,2010,ITF4,2,536.0
2019,NUTS,2010,ITF4,2,591.0
2011,NUTS,2010,ITF5,2,23.0
2012,NUTS,2010,ITF5,2,14.0
2013,NUTS,2010,ITF5,2,5.0
2014,NUTS,2010,ITF5,2,8.0
2015,NUTS,2010,ITF5,2,9.0
2016,NUTS,2010,ITF5,2,15.0
2017,NUTS,2010,ITF5,2,22.0
2018,NUTS,2010,ITF5,2,32.0
2019,NUTS,2010,ITF5,2,24.0
2011,NUTS,2010,ITF6,2,22.0
2012,NUTS,2010,ITF6,2,33.0
2013,NUTS,2010,ITF6,2,36.0
2014,NUTS,2010,ITF6,2,35.0
2015,NUTS,2010,ITF6,2,93.0
2016,NUTS,2010,ITF6,2,111.0
2017,NUTS,2010,ITF6,2,126.0
2018,NUTS,2010,ITF6,2,140.0
2019,NUTS,2010,ITF6,2,127.0
2011,NUTS,2010,ITG,1,488.0
2012,NUTS,2010,ITG,1,460.0
2013,NUTS,2010,ITG,1,355.0
2014,NUTS,2010,ITG,1,459.0
2015,NUTS,2010,ITG,1,387.0
2016,NUTS,2010,ITG,1,376.0
2017,NUTS,2010,ITG,1,505.0
2018,NUTS,2010,ITG,1,600.0
2019,NUTS,2010,ITG,1,869.0
2011,NUTS,2010,ITG1,2,446.0
2012,NUTS,2010,ITG1,2,411.0
2013,NUTS,2010,ITG1,2,316.0
2014,NUTS,2010,ITG1,2,418.0
2015,NUTS,2010,ITG1,2,315.0
2016,NUTS,2010,ITG1,2,295.0
2017,NUTS,2010,ITG1,2,398.0
2018,NUTS,2010,ITG1,2,472.0
2019,NUTS,2010,ITG1,2,747.0
2011,NUTS,2010,ITG2,2,42.0
2012,NUTS,2010,ITG2,2,49.0
2013,NUTS,2010,ITG2,2,39.0
2014,NUTS,2010,ITG2,2,41.0
2015,NUTS,2010,ITG2,2,72.0
2016,NUTS,2010,ITG2,2,81.0
2017,NUTS,2010,ITG2,2,107.0
2018,NUTS,2010,ITG2,2,128.0
2019,NUTS,2010,ITG2,2,122.0
2011,NUTS,2010,ITH,1,2573.0
2012,NUTS,2010,ITH,1,2498.0
2013,NUTS,2010,ITH,1,2806.0
2014,NUTS,2010,ITH,1,2774.0
2015,NUTS,2010,ITH,1,3267.0
2016,NUTS,2010,ITH,1,3944.0
2017,NUTS,2010,ITH,1,4454.0
2018,NUTS,2010,ITH,1,5257.0
2019,NUTS,2010,ITH,1,5371.0
2011,NUTS,2010,ITH1,2,72.0
2012,NUTS,2010,ITH1,2,43.0
2013,NUTS,2010,ITH1,2,52.0
2014,NUTS,2010,ITH1,2,69.0
2015,NUTS,2010,ITH1,2,76.0
2016,NUTS,2010,ITH1,2,110.0
2017,NUTS,2010,ITH1,2,84.0
2018,NUTS,2010,ITH1,2,106.0
2019,NUTS,2010,ITH1,2,98.0
2011,NUTS,2010,ITH2,2,87.0
2012,NUTS,2010,ITH2,2,96.0
2013,NUTS,2010,ITH2,2,115.0
2014,NUTS,2010,ITH2,2,116.0
2015,NUTS,2010,ITH2,2,113.0
2016,NUTS,2010,ITH2,2,139.0
2017,NUTS,2010,ITH2,2,140.0
2018,NUTS,2010,ITH2,2,169.0
2019,NUTS,2010,ITH2,2,181.0
2011,NUTS,2010,ITH3,2,898.0
2012,NUTS,2010,ITH3,2,861.0
2013,NUTS,2010,ITH3,2,895.0
2014,NUTS,2010,ITH3,2,915.0
2015,NUTS,2010,ITH3,2,903.0
2016,NUTS,2010,ITH3,2,1158.0
2017,NUTS,2010,ITH3,2,1336.0
2018,NUTS,2010,ITH3,2,1597.0
2019,NUTS,2010,ITH3,2,1631.0
2011,NUTS,2010,ITH4,2,280.0
2012,NUTS,2010,ITH4,2,316.0
2013,NUTS,2010,ITH4,2,294.0
2014,NUTS,2010,ITH4,2,249.0
2015,NUTS,2010,ITH4,2,249.0
2016,NUTS,2010,ITH4,2,269.0
2017,NUTS,2010,ITH4,2,370.0
2018,NUTS,2010,ITH4,2,396.0
2019,NUTS,2010,ITH4,2,408.0
2011,NUTS,2010,ITH5,2,1236.0
2012,NUTS,2010,ITH5,2,1182.0
2013,NUTS,2010,ITH5,2,1450.0
2014,NUTS,2010,ITH5,2,1425.0
2015,NUTS,2010,ITH5,2,1926.0
2016,NUTS,2010,ITH5,2,2268.0
2017,NUTS,2010,ITH5,2,2524.0
2018,NUTS,2010,ITH5,2,2989.0
2019,NUTS,2010,ITH5,2,3053.0
2011,NUTS,2010,ITI,1,1794.0
2012,NUTS,2010,ITI,1,2120.0
2013,NUTS,2010,ITI,1,2313.0
2014,NUTS,2010,ITI,1,2377.0
2015,NUTS,2010,ITI,1,2931.0
2016,NUTS,2010,ITI,1,3369.0
2017,NUTS,2010,ITI,1,3751.0
2018,NUTS,2010,ITI,1,4573.0
2019,NUTS,2010,ITI,1,4994.0
2011,NUTS,2010,ITI1,2,585.0
2012,NUTS,2010,ITI1,2,793.0
2013,NUTS,2010,ITI1,2,848.0
2014,NUTS,2010,ITI1,2,844.0
2015,NUTS,2010,ITI1,2,1131.0
2016,NUTS,2010,ITI1,2,1235.0
2017,NUTS,2010,ITI1,2,1415.0
2018,NUTS,2010,ITI1,2,1753.0
2019,NUTS,2010,ITI1,2,1816.0
2011,NUTS,2010,ITI2,2,74.0
2012,NUTS,2010,ITI2,2,141.0
2013,NUTS,2010,ITI2,2,142.0
2014,NUTS,2010,ITI2,2,176.0
2015,NUTS,2010,ITI2,2,84.0
2016,NUTS,2010,ITI2,2,99.0
2017,NUTS,2010,ITI2,2,140.0
2018,NUTS,2010,ITI2,2,170.0
2019,NUTS,2010,ITI2,2,205.0
2011,NUTS,2010,ITI3,2,113.0
2012,NUTS,2010,ITI3,2,132.0
2013,NUTS,2010,ITI3,2,143.0
2014,NUTS,2010,ITI3,2,153.0
2015,NUTS,2010,ITI3,2,162.0
2016,NUTS,2010,ITI3,2,224.0
2017,NUTS,2010,ITI3,2,314.0
2018,NUTS,2010,ITI3,2,366.0
2019,NUTS,2010,ITI3,2,389.0
2011,NUTS,2010,ITI4,2,1022.0
2012,NUTS,2010,ITI4,2,1054.0
2013,NUTS,2010,ITI4,2,1180.0
2014,NUTS,2010,ITI4,2,1204.0
2015,NUTS,2010,ITI4,2,1554.0
2016,NUTS,2010,ITI4,2,1811.0
2017,NUTS,2010,ITI4,2,1882.0
2018,NUTS,2010,ITI4,2,2285.0
2019,NUTS,2010,ITI4,2,2584.0
2011,NUTS,2010,JP,0,40680.0
2012,NUTS,2010,JP,0,42243.0
2013,NUTS,2010,JP,0,43032.0
2014,NUTS,2010,JP,0,45578.0
2015,NUTS,2010,JP,0,46282.0
2016,NUTS,2010,JP,0,49568.0
2017,NUTS,2010,JP,0,53557.0
2018,NUTS,2010,JP,0,55970.0
2019,NUTS,2010,JP,0,57368.0
2011,NUTS,2010,KR,0,31972.0
2012,NUTS,2010,KR,0,36395.0
2013,NUTS,2010,KR,0,38809.0
