year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_cab_nr
2011,NUTS,2010,DEA2,2,37.57
2012,NUTS,2010,DEA2,2,19.86
2011,NUTS,2010,DEA22,3,9.53
2012,NUTS,2010,DEA22,3,4.0
2011,NUTS,2010,DEA23,3,10.17
2012,NUTS,2010,DEA23,3,1.84
2011,NUTS,2010,DEA24,3,0.83
2012,NUTS,2010,DEA24,3,0.33
2011,NUTS,2010,DEA26,3,0.5
2012,NUTS,2010,DEA26,3,1.0
2011,NUTS,2010,DEA27,3,1.71
2011,NUTS,2010,DEA28,3,0.25
2011,NUTS,2010,DEA29,3,0.25
2011,NUTS,2010,DEA2A,3,0.33
2012,NUTS,2010,DEA2A,3,2.0
2011,NUTS,2010,DEA2B,3,3.5
2012,NUTS,2010,DEA2B,3,5.5
2011,NUTS,2010,DEA2C,3,4.7
2012,NUTS,2010,DEA2C,3,1.08
2011,NUTS,2010,DEA2D,3,5.79
2012,NUTS,2010,DEA2D,3,4.1
2011,NUTS,2010,DEA3,2,9.92
2012,NUTS,2010,DEA3,2,8.07
2011,NUTS,2010,DEA31,3,0.5
2011,NUTS,2010,DEA32,3,0.67
2012,NUTS,2010,DEA32,3,0.87
2012,NUTS,2010,DEA33,3,1.75
2011,NUTS,2010,DEA34,3,1.83
2012,NUTS,2010,DEA34,3,0.25
2011,NUTS,2010,DEA35,3,0.83
2012,NUTS,2010,DEA35,3,1.0
2011,NUTS,2010,DEA36,3,2.83
2012,NUTS,2010,DEA36,3,1.79
2011,NUTS,2010,DEA37,3,2.75
2012,NUTS,2010,DEA37,3,2.08
2011,NUTS,2010,DEA38,3,0.5
2012,NUTS,2010,DEA38,3,0.33
2011,NUTS,2010,DEA4,2,24.42
2012,NUTS,2010,DEA4,2,29.88
2011,NUTS,2010,DEA41,3,3.25
2012,NUTS,2010,DEA41,3,0.5
2011,NUTS,2010,DEA42,3,3.5
2012,NUTS,2010,DEA42,3,3.83
2011,NUTS,2010,DEA43,3,1.0
2012,NUTS,2010,DEA43,3,2.03
2011,NUTS,2010,DEA44,3,0.25
2012,NUTS,2010,DEA44,3,1.0
2011,NUTS,2010,DEA45,3,5.5
2012,NUTS,2010,DEA45,3,2.73
2012,NUTS,2010,DEA46,3,2.7
2011,NUTS,2010,DEA47,3,10.92
2012,NUTS,2010,DEA47,3,17.08
2011,NUTS,2010,DEA5,2,18.56
2012,NUTS,2010,DEA5,2,13.5
2011,NUTS,2010,DEA51,3,9.08
2012,NUTS,2010,DEA51,3,4.57
2011,NUTS,2010,DEA52,3,2.33
2012,NUTS,2010,DEA52,3,4.03
2012,NUTS,2010,DEA53,3,1.0
2011,NUTS,2010,DEA55,3,0.25
2012,NUTS,2010,DEA56,3,0.7
2011,NUTS,2010,DEA58,3,3.25
2012,NUTS,2010,DEA58,3,0.75
2011,NUTS,2010,DEA59,3,0.64
2012,NUTS,2010,DEA59,3,0.2
2011,NUTS,2010,DEA5A,3,1.0
2012,NUTS,2010,DEA5B,3,1.67
2011,NUTS,2010,DEA5C,3,2.0
2012,NUTS,2010,DEA5C,3,0.58
2011,NUTS,2010,DEB,1,23.8
2012,NUTS,2010,DEB,1,20.09
2011,NUTS,2010,DEB1,2,2.58
2012,NUTS,2010,DEB1,2,9.5
2012,NUTS,2010,DEB11,3,7.67
2011,NUTS,2010,DEB12,3,1.33
2011,NUTS,2010,DEB14,3,0.25
2012,NUTS,2010,DEB15,3,0.33
2012,NUTS,2010,DEB17,3,1.0
2011,NUTS,2010,DEB19,3,1.0
2012,NUTS,2010,DEB1B,3,0.5
2011,NUTS,2010,DEB2,2,1.83
2012,NUTS,2010,DEB2,2,1.0
2011,NUTS,2010,DEB21,3,0.5
2011,NUTS,2010,DEB23,3,1.0
2012,NUTS,2010,DEB23,3,1.0
2011,NUTS,2010,DEB25,3,0.33
2011,NUTS,2010,DEB3,2,19.39
2012,NUTS,2010,DEB3,2,9.59
2012,NUTS,2010,DEB31,3,0.5
2011,NUTS,2010,DEB32,3,3.08
2012,NUTS,2010,DEB32,3,0.33
2011,NUTS,2010,DEB33,3,0.75
2011,NUTS,2010,DEB34,3,0.75
2011,NUTS,2010,DEB35,3,3.02
2012,NUTS,2010,DEB35,3,4.58
2011,NUTS,2010,DEB36,3,0.25
2011,NUTS,2010,DEB38,3,1.0
2012,NUTS,2010,DEB38,3,0.2
2011,NUTS,2010,DEB39,3,0.67
2012,NUTS,2010,DEB39,3,0.5
2012,NUTS,2010,DEB3A,3,0.33
2011,NUTS,2010,DEB3B,3,1.75
2011,NUTS,2010,DEB3C,3,0.37
2012,NUTS,2010,DEB3D,3,1.0
2011,NUTS,2010,DEB3E,3,3.67
2012,NUTS,2010,DEB3E,3,1.08
2011,NUTS,2010,DEB3F,3,1.42
2012,NUTS,2010,DEB3F,3,0.33
2011,NUTS,2010,DEB3H,3,1.5
2012,NUTS,2010,DEB3H,3,0.25
2012,NUTS,2010,DEB3I,3,0.14
2011,NUTS,2010,DEB3J,3,1.17
2012,NUTS,2010,DEB3K,3,0.33
2011,NUTS,2010,DEC,1,5.85
2012,NUTS,2010,DEC,1,5.43
2011,NUTS,2010,DEC0,2,5.85
2012,NUTS,2010,DEC0,2,5.43
2011,NUTS,2010,DEC01,3,3.4
2012,NUTS,2010,DEC01,3,4.4
2011,NUTS,2010,DEC02,3,1.0
2011,NUTS,2010,DEC04,3,1.0
2012,NUTS,2010,DEC04,3,0.33
2011,NUTS,2010,DEC05,3,0.45
2012,NUTS,2010,DEC05,3,0.7
2011,NUTS,2010,DED,1,21.0
2012,NUTS,2010,DED,1,17.17
2011,NUTS,2010,DED2,2,12.25
2012,NUTS,2010,DED2,2,9.17
2011,NUTS,2010,DED21,3,10.5
2012,NUTS,2010,DED21,3,7.5
2011,NUTS,2010,DED2C,3,0.25
2012,NUTS,2010,DED2C,3,1.17
2011,NUTS,2010,DED2D,3,0.33
2011,NUTS,2010,DED2E,3,1.17
2012,NUTS,2010,DED2E,3,0.5
2011,NUTS,2010,DED4,2,6.75
2012,NUTS,2010,DED4,2,4.0
2011,NUTS,2010,DED41,3,1.33
2012,NUTS,2010,DED41,3,1.0
2011,NUTS,2010,DED42,3,0.83
2012,NUTS,2010,DED42,3,1.0
2011,NUTS,2010,DED43,3,3.83
2012,NUTS,2010,DED43,3,0.5
2011,NUTS,2010,DED44,3,0.75
2012,NUTS,2010,DED45,3,1.5
2011,NUTS,2010,DED5,2,2.0
2012,NUTS,2010,DED5,2,4.0
2011,NUTS,2010,DED51,3,2.0
2012,NUTS,2010,DED51,3,4.0
2011,NUTS,2010,DEE,1,2.83
2012,NUTS,2010,DEE,1,1.5
2011,NUTS,2010,DEE0,2,2.83
2012,NUTS,2010,DEE0,2,1.5
2012,NUTS,2010,DEE02,3,0.5
2011,NUTS,2010,DEE03,3,0.83
2012,NUTS,2010,DEE03,3,0.67
2012,NUTS,2010,DEE06,3,0.33
2011,NUTS,2010,DEE09,3,2.0
2011,NUTS,2010,DEF,1,10.63
2012,NUTS,2010,DEF,1,5.37
2011,NUTS,2010,DEF0,2,10.63
2012,NUTS,2010,DEF0,2,5.37
2011,NUTS,2010,DEF02,3,1.0
2012,NUTS,2010,DEF02,3,1.25
2011,NUTS,2010,DEF03,3,1.97
2011,NUTS,2010,DEF04,3,1.0
2011,NUTS,2010,DEF05,3,0.25
2011,NUTS,2010,DEF06,3,0.25
2012,NUTS,2010,DEF06,3,0.83
2011,NUTS,2010,DEF08,3,0.2
2012,NUTS,2010,DEF08,3,0.33
2012,NUTS,2010,DEF09,3,1.0
2011,NUTS,2010,DEF0A,3,0.4
2011,NUTS,2010,DEF0B,3,1.33
2012,NUTS,2010,DEF0B,3,1.0
2011,NUTS,2010,DEF0C,3,0.33
2011,NUTS,2010,DEF0D,3,1.7
2012,NUTS,2010,DEF0D,3,0.7
2012,NUTS,2010,DEF0E,3,0.25
2011,NUTS,2010,DEF0F,3,2.2
2011,NUTS,2010,DEG,1,9.33
2012,NUTS,2010,DEG,1,10.33
2011,NUTS,2010,DEG0,2,9.33
2012,NUTS,2010,DEG0,2,10.33
2011,NUTS,2010,DEG01,3,1.5
2012,NUTS,2010,DEG01,3,1.64
2012,NUTS,2010,DEG02,3,1.0
2011,NUTS,2010,DEG03,3,2.0
2012,NUTS,2010,DEG03,3,3.61
2011,NUTS,2010,DEG04,3,0.25
2011,NUTS,2010,DEG05,3,2.25
2012,NUTS,2010,DEG05,3,0.5
2011,NUTS,2010,DEG0B,3,0.25
2011,NUTS,2010,DEG0C,3,0.33
2012,NUTS,2010,DEG0C,3,0.75
2011,NUTS,2010,DEG0E,3,0.25
2011,NUTS,2010,DEG0F,3,0.25
2012,NUTS,2010,DEG0F,3,1.5
2011,NUTS,2010,DEG0G,3,0.5
2011,NUTS,2010,DEG0I,3,0.75
2011,NUTS,2010,DEG0J,3,1.0
2012,NUTS,2010,DEG0J,3,0.5
2012,NUTS,2010,DEG0L,3,0.5
2012,NUTS,2010,DEG0M,3,0.33
2011,NUTS,2010,DEX,1,5.17
2012,NUTS,2010,DEX,1,3.62
2011,NUTS,2010,DEXX,2,5.17
2012,NUTS,2010,DEXX,2,3.62
2011,NUTS,2010,DEXXX,3,5.17
2012,NUTS,2010,DEXXX,3,3.62
2012,NUTS,2010,DEZ,1,1.08
2012,NUTS,2010,DEZZ,2,1.08
2012,NUTS,2010,DEZZZ,3,1.08
2011,NUTS,2010,DK,0,40.42
2012,NUTS,2010,DK,0,19.42
2011,NUTS,2010,DK0,1,40.42
2012,NUTS,2010,DK0,1,18.17
2011,NUTS,2010,DK01,2,24.47
2012,NUTS,2010,DK01,2,8.17
2011,NUTS,2010,DK011,3,6.87
2012,NUTS,2010,DK011,3,3.82
2011,NUTS,2010,DK012,3,11.77
2012,NUTS,2010,DK012,3,2.18
2011,NUTS,2010,DK013,3,5.83
2012,NUTS,2010,DK013,3,2.17
2011,NUTS,2010,DK02,2,2.0
2012,NUTS,2010,DK02,2,2.0
2011,NUTS,2010,DK021,3,1.5
2012,NUTS,2010,DK021,3,1.5
2011,NUTS,2010,DK022,3,0.5
2012,NUTS,2010,DK022,3,0.5
2011,NUTS,2010,DK03,2,4.37
2012,NUTS,2010,DK03,2,1.0
2011,NUTS,2010,DK031,3,0.5
2011,NUTS,2010,DK032,3,3.87
2012,NUTS,2010,DK032,3,1.0
2011,NUTS,2010,DK04,2,7.83
2012,NUTS,2010,DK04,2,5.86
2011,NUTS,2010,DK041,3,1.45
2012,NUTS,2010,DK041,3,0.68
2011,NUTS,2010,DK042,3,6.38
2012,NUTS,2010,DK042,3,5.18
2011,NUTS,2010,DK05,2,1.75
2012,NUTS,2010,DK05,2,1.14
2011,NUTS,2010,DK050,3,1.75
2012,NUTS,2010,DK050,3,1.14
2012,NUTS,2010,DKX,1,1.25
2012,NUTS,2010,DKXX,2,1.25
2012,NUTS,2010,DKXXX,3,1.25
2011,NUTS,2010,EE,0,4.0
2012,NUTS,2010,EE,0,3.0
2011,NUTS,2010,EE0,1,4.0
2012,NUTS,2010,EE0,1,3.0
2011,NUTS,2010,EE00,2,4.0
2012,NUTS,2010,EE00,2,3.0
2011,NUTS,2010,EE001,3,4.0
2012,NUTS,2010,EE001,3,3.0
2011,NUTS,2010,EL,0,3.92
2012,NUTS,2010,EL,0,5.53
2011,NUTS,2010,EL1,1,2.0
2012,NUTS,2010,EL1,1,0.73
2011,NUTS,2010,EL12,2,2.0
2011,NUTS,2010,EL122,3,2.0
2012,NUTS,2010,EL14,2,0.73
2012,NUTS,2010,EL142,3,0.2
2012,NUTS,2010,EL143,3,0.33
2012,NUTS,2010,EL144,3,0.2
2012,NUTS,2010,EL2,1,2.0
2012,NUTS,2010,EL23,2,2.0
2012,NUTS,2010,EL232,3,2.0
2011,NUTS,2010,EL3,1,1.58
2012,NUTS,2010,EL3,1,2.2
2011,NUTS,2010,EL30,2,1.58
2012,NUTS,2010,EL30,2,2.2
2011,NUTS,2010,EL300,3,1.58
2012,NUTS,2010,EL300,3,2.2
2012,NUTS,2010,EL4,1,0.6
2012,NUTS,2010,EL43,2,0.6
2012,NUTS,2010,EL431,3,0.6
2011,NUTS,2010,ELZ,1,0.33
2011,NUTS,2010,ELZZ,2,0.33
2011,NUTS,2010,ELZZZ,3,0.33
2011,NUTS,2010,ES,0,69.42
2012,NUTS,2010,ES,0,69.9
2011,NUTS,2010,ES1,1,1.5
2012,NUTS,2010,ES1,1,2.86
2011,NUTS,2010,ES11,2,1.5
2012,NUTS,2010,ES11,2,2.0
2011,NUTS,2010,ES111,3,1.5
2012,NUTS,2010,ES111,3,1.0
2012,NUTS,2010,ES114,3,1.0
2012,NUTS,2010,ES12,2,0.86
2012,NUTS,2010,ES120,3,0.86
2011,NUTS,2010,ES2,1,6.0
2012,NUTS,2010,ES2,1,2.0
2011,NUTS,2010,ES21,2,3.0
2012,NUTS,2010,ES21,2,2.0
2012,NUTS,2010,ES212,3,2.0
2011,NUTS,2010,ES213,3,3.0
2011,NUTS,2010,ES24,2,3.0
2011,NUTS,2010,ES241,3,0.67
2011,NUTS,2010,ES243,3,2.33
2011,NUTS,2010,ES3,1,23.04
2012,NUTS,2010,ES3,1,23.67
2011,NUTS,2010,ES30,2,23.04
2012,NUTS,2010,ES30,2,23.67
2011,NUTS,2010,ES300,3,23.04
2012,NUTS,2010,ES300,3,23.67
2011,NUTS,2010,ES4,1,2.29
2012,NUTS,2010,ES4,1,2.5
2011,NUTS,2010,ES41,2,0.14
2011,NUTS,2010,ES416,3,0.14
2011,NUTS,2010,ES42,2,2.14
2012,NUTS,2010,ES42,2,2.5
2011,NUTS,2010,ES421,3,2.0
2012,NUTS,2010,ES421,3,2.5
2011,NUTS,2010,ES424,3,0.14
2011,NUTS,2010,ES5,1,33.64
2012,NUTS,2010,ES5,1,32.87
2011,NUTS,2010,ES51,2,31.02
2012,NUTS,2010,ES51,2,25.91
2011,NUTS,2010,ES511,3,29.35
2012,NUTS,2010,ES511,3,24.91
2011,NUTS,2010,ES512,3,1.33
2012,NUTS,2010,ES512,3,1.0
2011,NUTS,2010,ES514,3,0.33
2011,NUTS,2010,ES52,2,2.62
2012,NUTS,2010,ES52,2,6.81
2011,NUTS,2010,ES521,3,0.69
2012,NUTS,2010,ES522,3,1.33
2011,NUTS,2010,ES523,3,1.93
2012,NUTS,2010,ES523,3,5.48
2012,NUTS,2010,ES53,2,0.14
2012,NUTS,2010,ES533,3,0.14
2011,NUTS,2010,ES6,1,1.29
2012,NUTS,2010,ES6,1,5.0
2011,NUTS,2010,ES61,2,1.29
2012,NUTS,2010,ES61,2,5.0
2011,NUTS,2010,ES617,3,0.29
2011,NUTS,2010,ES618,3,1.0
2012,NUTS,2010,ES618,3,5.0
2011,NUTS,2010,ES7,1,1.0
2012,NUTS,2010,ES7,1,1.0
2011,NUTS,2010,ES70,2,1.0
2012,NUTS,2010,ES70,2,1.0
2011,NUTS,2010,ES705,3,1.0
2012,NUTS,2010,ES705,3,1.0
2011,NUTS,2010,ESX,1,0.67
2011,NUTS,2010,ESXX,2,0.67
2011,NUTS,2010,ESXXX,3,0.67
2011,NUTS,2010,FI,0,159.5
2012,NUTS,2010,FI,0,160.79
2011,NUTS,2010,FI1,1,159.5
2012,NUTS,2010,FI1,1,159.58
2011,NUTS,2010,FI19,2,51.7
2012,NUTS,2010,FI19,2,55.29
2011,NUTS,2010,FI193,3,2.0
2012,NUTS,2010,FI193,3,1.0
2012,NUTS,2010,FI194,3,1.0
2011,NUTS,2010,FI195,3,1.0
2011,NUTS,2010,FI197,3,48.7
2012,NUTS,2010,FI197,3,53.29
2011,NUTS,2010,FI1B,2,79.62
2012,NUTS,2010,FI1B,2,71.09
2011,NUTS,2010,FI1B1,3,79.62
2012,NUTS,2010,FI1B1,3,71.09
2011,NUTS,2010,FI1C,2,10.5
2012,NUTS,2010,FI1C,2,20.12
2011,NUTS,2010,FI1C1,3,8.83
2012,NUTS,2010,FI1C1,3,15.92
2011,NUTS,2010,FI1C2,3,0.92
2012,NUTS,2010,FI1C2,3,1.9
2011,NUTS,2010,FI1C3,3,0.5
2012,NUTS,2010,FI1C3,3,0.2
2012,NUTS,2010,FI1C4,3,0.25
2011,NUTS,2010,FI1C5,3,0.25
2012,NUTS,2010,FI1C5,3,1.85
2011,NUTS,2010,FI1D,2,17.68
2012,NUTS,2010,FI1D,2,13.09
2011,NUTS,2010,FI1D1,3,1.25
2012,NUTS,2010,FI1D2,3,0.2
2012,NUTS,2010,FI1D3,3,0.67
2011,NUTS,2010,FI1D6,3,14.68
2012,NUTS,2010,FI1D6,3,11.97
2011,NUTS,2010,FI1D7,3,1.75
2012,NUTS,2010,FI1D7,3,0.25
2012,NUTS,2010,FI2,1,0.83
2012,NUTS,2010,FI20,2,0.83
2012,NUTS,2010,FI200,3,0.83
2012,NUTS,2010,FIX,1,0.38
2012,NUTS,2010,FIXX,2,0.38
2012,NUTS,2010,FIXXX,3,0.38
2011,NUTS,2010,FR,0,670.72
2012,NUTS,2010,FR,0,553.59
2011,NUTS,2010,FR1,1,283.06
2012,NUTS,2010,FR1,1,240.04
2011,NUTS,2010,FR10,2,283.06
2012,NUTS,2010,FR10,2,240.04
2011,NUTS,2010,FR101,3,63.55
2012,NUTS,2010,FR101,3,41.51
2011,NUTS,2010,FR102,3,10.03
2012,NUTS,2010,FR102,3,5.83
2011,NUTS,2010,FR103,3,28.77
2012,NUTS,2010,FR103,3,20.65
2011,NUTS,2010,FR104,3,51.01
2012,NUTS,2010,FR104,3,45.62
2011,NUTS,2010,FR105,3,101.56
2012,NUTS,2010,FR105,3,102.05
2011,NUTS,2010,FR106,3,5.0
2012,NUTS,2010,FR106,3,8.0
2011,NUTS,2010,FR107,3,14.62
2012,NUTS,2010,FR107,3,14.6
2011,NUTS,2010,FR108,3,8.52
2012,NUTS,2010,FR108,3,1.78
2011,NUTS,2010,FR2,1,27.23
2012,NUTS,2010,FR2,1,13.45
2011,NUTS,2010,FR21,2,2.37
2012,NUTS,2010,FR21,2,1.2
2011,NUTS,2010,FR211,3,0.5
2011,NUTS,2010,FR212,3,0.75
2012,NUTS,2010,FR212,3,1.2
2011,NUTS,2010,FR213,3,1.12
2011,NUTS,2010,FR22,2,2.5
2012,NUTS,2010,FR22,2,1.5
2011,NUTS,2010,FR222,3,1.0
2012,NUTS,2010,FR222,3,1.5
2011,NUTS,2010,FR223,3,1.5
2011,NUTS,2010,FR23,2,1.08
2012,NUTS,2010,FR23,2,2.1
2011,NUTS,2010,FR231,3,0.58
2012,NUTS,2010,FR231,3,0.6
2011,NUTS,2010,FR232,3,0.5
2012,NUTS,2010,FR232,3,1.5
2011,NUTS,2010,FR24,2,5.7
2012,NUTS,2010,FR24,2,0.95
2012,NUTS,2010,FR241,3,0.5
2011,NUTS,2010,FR242,3,1.53
2011,NUTS,2010,FR243,3,0.33
2011,NUTS,2010,FR244,3,2.58
2012,NUTS,2010,FR244,3,0.45
2011,NUTS,2010,FR245,3,1.0
2011,NUTS,2010,FR246,3,0.25
2011,NUTS,2010,FR25,2,11.25
2012,NUTS,2010,FR25,2,6.5
2011,NUTS,2010,FR251,3,9.92
2012,NUTS,2010,FR251,3,5.5
2011,NUTS,2010,FR252,3,1.33
2012,NUTS,2010,FR252,3,1.0
2011,NUTS,2010,FR26,2,4.33
2012,NUTS,2010,FR26,2,1.2
2011,NUTS,2010,FR261,3,1.25
2012,NUTS,2010,FR261,3,0.5
2012,NUTS,2010,FR263,3,0.5
2011,NUTS,2010,FR264,3,3.08
2012,NUTS,2010,FR264,3,0.2
2011,NUTS,2010,FR3,1,5.2
2012,NUTS,2010,FR3,1,1.92
2011,NUTS,2010,FR30,2,5.2
2012,NUTS,2010,FR30,2,1.92
2011,NUTS,2010,FR301,3,4.95
2012,NUTS,2010,FR301,3,1.92
2011,NUTS,2010,FR302,3,0.25
2011,NUTS,2010,FR4,1,9.88
2012,NUTS,2010,FR4,1,7.58
2011,NUTS,2010,FR41,2,1.77
2012,NUTS,2010,FR41,2,1.58
2011,NUTS,2010,FR411,3,1.25
2012,NUTS,2010,FR411,3,1.0
2012,NUTS,2010,FR412,3,0.25
2011,NUTS,2010,FR413,3,0.52
2012,NUTS,2010,FR413,3,0.33
2011,NUTS,2010,FR42,2,5.92
2012,NUTS,2010,FR42,2,4.75
2011,NUTS,2010,FR421,3,4.58
2012,NUTS,2010,FR421,3,4.25
2011,NUTS,2010,FR422,3,1.33
2012,NUTS,2010,FR422,3,0.5
2011,NUTS,2010,FR43,2,2.2
2012,NUTS,2010,FR43,2,1.25
2011,NUTS,2010,FR431,3,2.2
2012,NUTS,2010,FR432,3,1.0
2012,NUTS,2010,FR434,3,0.25
2011,NUTS,2010,FR5,1,92.82
2012,NUTS,2010,FR5,1,83.65
2011,NUTS,2010,FR51,2,13.43
2012,NUTS,2010,FR51,2,9.67
2011,NUTS,2010,FR511,3,3.53
2012,NUTS,2010,FR511,3,3.33
2011,NUTS,2010,FR512,3,7.82
2012,NUTS,2010,FR512,3,4.0
2011,NUTS,2010,FR514,3,2.08
2012,NUTS,2010,FR514,3,2.33
2011,NUTS,2010,FR52,2,78.3
2012,NUTS,2010,FR52,2,73.48
2011,NUTS,2010,FR521,3,8.0
2012,NUTS,2010,FR521,3,10.8
2011,NUTS,2010,FR522,3,4.33
2012,NUTS,2010,FR522,3,1.25
2011,NUTS,2010,FR523,3,65.97
2012,NUTS,2010,FR523,3,61.1
2012,NUTS,2010,FR524,3,0.33
2011,NUTS,2010,FR53,2,1.08
2012,NUTS,2010,FR53,2,0.5
2011,NUTS,2010,FR531,3,1.08
2012,NUTS,2010,FR531,3,0.5
2011,NUTS,2010,FR6,1,29.67
2012,NUTS,2010,FR6,1,20.42
2011,NUTS,2010,FR61,2,13.8
2012,NUTS,2010,FR61,2,7.17
2011,NUTS,2010,FR611,3,1.7
2011,NUTS,2010,FR612,3,10.6
2012,NUTS,2010,FR612,3,7.17
2011,NUTS,2010,FR615,3,1.5
2011,NUTS,2010,FR62,2,13.67
2012,NUTS,2010,FR62,2,12.25
2011,NUTS,2010,FR623,3,12.17
2012,NUTS,2010,FR623,3,12.25
2011,NUTS,2010,FR627,3,0.5
2011,NUTS,2010,FR628,3,1.0
2011,NUTS,2010,FR63,2,2.2
2012,NUTS,2010,FR63,2,1.0
2011,NUTS,2010,FR633,3,2.2
2012,NUTS,2010,FR633,3,1.0
2011,NUTS,2010,FR7,1,104.22
2012,NUTS,2010,FR7,1,104.71
2011,NUTS,2010,FR71,2,94.91
2012,NUTS,2010,FR71,2,102.21
2011,NUTS,2010,FR711,3,2.83
2012,NUTS,2010,FR711,3,6.48
2011,NUTS,2010,FR712,3,1.0
2012,NUTS,2010,FR712,3,1.2
2011,NUTS,2010,FR713,3,7.28
2012,NUTS,2010,FR713,3,3.4
2011,NUTS,2010,FR714,3,68.05
2012,NUTS,2010,FR714,3,81.64
2011,NUTS,2010,FR715,3,1.4
2011,NUTS,2010,FR716,3,5.26
2012,NUTS,2010,FR716,3,5.33
2011,NUTS,2010,FR717,3,2.25
2012,NUTS,2010,FR717,3,1.62
2011,NUTS,2010,FR718,3,6.83
2012,NUTS,2010,FR718,3,2.54
2011,NUTS,2010,FR72,2,9.31
2012,NUTS,2010,FR72,2,2.5
2011,NUTS,2010,FR723,3,0.5
2011,NUTS,2010,FR724,3,8.81
2012,NUTS,2010,FR724,3,2.5
2011,NUTS,2010,FR8,1,114.73
2012,NUTS,2010,FR8,1,79.32
2011,NUTS,2010,FR81,2,12.87
2012,NUTS,2010,FR81,2,8.07
2011,NUTS,2010,FR811,3,0.5
2011,NUTS,2010,FR812,3,6.0
2012,NUTS,2010,FR812,3,5.0
2011,NUTS,2010,FR813,3,6.37
2012,NUTS,2010,FR813,3,3.07
2011,NUTS,2010,FR82,2,101.72
2012,NUTS,2010,FR82,2,71.26
2011,NUTS,2010,FR821,3,0.4
2011,NUTS,2010,FR822,3,0.5
2011,NUTS,2010,FR823,3,33.27
2012,NUTS,2010,FR823,3,23.59
2011,NUTS,2010,FR824,3,51.19
2012,NUTS,2010,FR824,3,42.17
2011,NUTS,2010,FR825,3,15.04
2012,NUTS,2010,FR825,3,5.5
2011,NUTS,2010,FR826,3,1.33
2011,NUTS,2010,FR83,2,0.14
2011,NUTS,2010,FR832,3,0.14
2011,NUTS,2010,FRX,1,3.9
2012,NUTS,2010,FRX,1,2.5
2011,NUTS,2010,FRXX,2,3.9
2012,NUTS,2010,FRXX,2,2.5
2011,NUTS,2010,FRXXX,3,3.9
2012,NUTS,2010,FRXXX,3,2.5
2011,NUTS,2010,HR,0,0.67
2011,NUTS,2010,HR0,1,0.67
2011,NUTS,2010,HR04,2,0.67
2011,NUTS,2010,HR041,3,0.33
2011,NUTS,2010,HR04A,3,0.33
2011,NUTS,2010,HU,0,14.0
2012,NUTS,2010,HU,0,18.05
2011,NUTS,2010,HU1,1,11.42
2012,NUTS,2010,HU1,1,12.1
2011,NUTS,2010,HU10,2,11.42
2012,NUTS,2010,HU10,2,12.1
2011,NUTS,2010,HU101,3,6.75
2012,NUTS,2010,HU101,3,8.25
2011,NUTS,2010,HU102,3,4.67
2012,NUTS,2010,HU102,3,3.85
2011,NUTS,2010,HU2,1,1.5
2012,NUTS,2010,HU2,1,0.58
2011,NUTS,2010,HU21,2,1.5
2011,NUTS,2010,HU211,3,0.5
2011,NUTS,2010,HU213,3,1.0
2012,NUTS,2010,HU22,2,0.58
2012,NUTS,2010,HU221,3,0.58
2011,NUTS,2010,HU3,1,1.08
2012,NUTS,2010,HU3,1,5.37
2011,NUTS,2010,HU31,2,0.25
2012,NUTS,2010,HU31,2,0.5
2011,NUTS,2010,HU311,3,0.25
2012,NUTS,2010,HU311,3,0.17
2012,NUTS,2010,HU312,3,0.33
2012,NUTS,2010,HU32,2,0.5
2012,NUTS,2010,HU322,3,0.5
2011,NUTS,2010,HU33,2,0.83
2012,NUTS,2010,HU33,2,4.37
2011,NUTS,2010,HU331,3,0.33
2012,NUTS,2010,HU331,3,0.17
2012,NUTS,2010,HU332,3,0.5
2011,NUTS,2010,HU333,3,0.5
2012,NUTS,2010,HU333,3,3.7
2011,NUTS,2010,IE,0,33.03
2012,NUTS,2010,IE,0,28.82
2011,NUTS,2010,IE0,1,31.36
2012,NUTS,2010,IE0,1,27.07
2011,NUTS,2010,IE01,2,7.5
2012,NUTS,2010,IE01,2,7.42
2011,NUTS,2010,IE011,3,2.0
2012,NUTS,2010,IE011,3,2.58
2011,NUTS,2010,IE012,3,0.08
2012,NUTS,2010,IE012,3,1.5
2011,NUTS,2010,IE013,3,5.42
2012,NUTS,2010,IE013,3,3.33
2011,NUTS,2010,IE02,2,23.86
2012,NUTS,2010,IE02,2,19.65
2011,NUTS,2010,IE021,3,12.93
2012,NUTS,2010,IE021,3,14.25
2011,NUTS,2010,IE022,3,2.1
2012,NUTS,2010,IE022,3,4.4
2011,NUTS,2010,IE023,3,1.17
2011,NUTS,2010,IE024,3,0.33
2011,NUTS,2010,IE025,3,7.33
2012,NUTS,2010,IE025,3,1.0
2011,NUTS,2010,IEX,1,1.67
2012,NUTS,2010,IEX,1,0.75
2011,NUTS,2010,IEXX,2,1.67
2012,NUTS,2010,IEXX,2,0.75
2011,NUTS,2010,IEXXX,3,1.67
2012,NUTS,2010,IEXXX,3,0.75
2012,NUTS,2010,IEZ,1,1.0
2012,NUTS,2010,IEZZ,2,1.0
2012,NUTS,2010,IEZZZ,3,1.0
2012,NUTS,2010,IS,0,0.33
2012,NUTS,2010,IS0,1,0.33
2012,NUTS,2010,IS00,2,0.33
2012,NUTS,2010,IS001,3,0.33
2011,NUTS,2010,IT,0,107.13
2012,NUTS,2010,IT,0,72.23
2011,NUTS,2010,ITC,1,44.35
