year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_rse_t_fte
2014,NUTS,2010,DEA3,2,205.0
2015,NUTS,2010,DEA3,2,193.0
2016,NUTS,2010,DEA3,2,207.0
2017,NUTS,2010,DEA3,2,221.0
2018,NUTS,2010,DEA3,2,256.0
2019,NUTS,2010,DEA3,2,248.0
2011,NUTS,2010,DEA4,2,244.0
2012,NUTS,2010,DEA4,2,270.0
2013,NUTS,2010,DEA4,2,251.0
2014,NUTS,2010,DEA4,2,220.0
2015,NUTS,2010,DEA4,2,249.0
2016,NUTS,2010,DEA4,2,269.0
2017,NUTS,2010,DEA4,2,292.0
2018,NUTS,2010,DEA4,2,301.0
2019,NUTS,2010,DEA4,2,315.0
2011,NUTS,2010,DEA5,2,614.0
2012,NUTS,2010,DEA5,2,636.0
2013,NUTS,2010,DEA5,2,665.0
2014,NUTS,2010,DEA5,2,648.0
2015,NUTS,2010,DEA5,2,714.0
2016,NUTS,2010,DEA5,2,771.0
2017,NUTS,2010,DEA5,2,770.0
2018,NUTS,2010,DEA5,2,777.0
2019,NUTS,2010,DEA5,2,781.0
2011,NUTS,2010,DEB,1,1208.0
2012,NUTS,2010,DEB,1,1172.0
2013,NUTS,2010,DEB,1,1194.0
2014,NUTS,2010,DEB,1,1064.0
2015,NUTS,2010,DEB,1,1107.0
2016,NUTS,2010,DEB,1,1202.0
2017,NUTS,2010,DEB,1,1304.0
2018,NUTS,2010,DEB,1,1335.0
2019,NUTS,2010,DEB,1,1489.0
2011,NUTS,2010,DEB1,2,61.0
2012,NUTS,2010,DEB1,2,62.0
2013,NUTS,2010,DEB1,2,101.0
2014,NUTS,2010,DEB1,2,94.0
2015,NUTS,2010,DEB1,2,97.0
2016,NUTS,2010,DEB1,2,103.0
2017,NUTS,2010,DEB1,2,100.0
2018,NUTS,2010,DEB1,2,107.0
2019,NUTS,2010,DEB1,2,134.0
2011,NUTS,2010,DEB2,2,57.0
2012,NUTS,2010,DEB2,2,57.0
2013,NUTS,2010,DEB2,2,26.0
2014,NUTS,2010,DEB2,2,21.0
2015,NUTS,2010,DEB2,2,17.0
2016,NUTS,2010,DEB2,2,16.0
2017,NUTS,2010,DEB2,2,19.0
2018,NUTS,2010,DEB2,2,22.0
2019,NUTS,2010,DEB2,2,49.0
2011,NUTS,2010,DEB3,2,1090.0
2012,NUTS,2010,DEB3,2,1053.0
2013,NUTS,2010,DEB3,2,1067.0
2014,NUTS,2010,DEB3,2,949.0
2015,NUTS,2010,DEB3,2,994.0
2016,NUTS,2010,DEB3,2,1083.0
2017,NUTS,2010,DEB3,2,1186.0
2018,NUTS,2010,DEB3,2,1207.0
2019,NUTS,2010,DEB3,2,1306.0
2011,NUTS,2010,DEC,1,669.0
2012,NUTS,2010,DEC,1,709.0
2013,NUTS,2010,DEC,1,734.0
2014,NUTS,2010,DEC,1,630.0
2015,NUTS,2010,DEC,1,714.0
2016,NUTS,2010,DEC,1,748.0
2017,NUTS,2010,DEC,1,685.0
2018,NUTS,2010,DEC,1,699.0
2019,NUTS,2010,DEC,1,864.0
2011,NUTS,2010,DEC0,2,669.0
2012,NUTS,2010,DEC0,2,709.0
2013,NUTS,2010,DEC0,2,734.0
2014,NUTS,2010,DEC0,2,630.0
2015,NUTS,2010,DEC0,2,714.0
2016,NUTS,2010,DEC0,2,748.0
2017,NUTS,2010,DEC0,2,685.0
2018,NUTS,2010,DEC0,2,699.0
2019,NUTS,2010,DEC0,2,864.0
2011,NUTS,2010,DED,1,4432.0
2012,NUTS,2010,DED,1,4569.0
2013,NUTS,2010,DED,1,4627.0
2014,NUTS,2010,DED,1,4002.0
2015,NUTS,2010,DED,1,4350.0
2016,NUTS,2010,DED,1,4283.0
2017,NUTS,2010,DED,1,4379.0
2018,NUTS,2010,DED,1,4607.0
2019,NUTS,2010,DED,1,4804.0
2011,NUTS,2010,DED2,2,2604.0
2012,NUTS,2010,DED2,2,2638.0
2013,NUTS,2010,DED2,2,1314.0
2014,NUTS,2010,DED2,2,2300.0
2015,NUTS,2010,DED2,2,2490.0
2016,NUTS,2010,DED2,2,2407.0
2017,NUTS,2010,DED2,2,2436.0
2018,NUTS,2010,DED2,2,2538.0
2019,NUTS,2010,DED2,2,2669.0
2011,NUTS,2010,DED4,2,489.0
2012,NUTS,2010,DED4,2,512.0
2013,NUTS,2010,DED4,2,2226.0
2014,NUTS,2010,DED4,2,487.0
2015,NUTS,2010,DED4,2,562.0
2016,NUTS,2010,DED4,2,559.0
2017,NUTS,2010,DED4,2,549.0
2018,NUTS,2010,DED4,2,574.0
2019,NUTS,2010,DED4,2,594.0
2011,NUTS,2010,DED5,2,1339.0
2012,NUTS,2010,DED5,2,1419.0
2013,NUTS,2010,DED5,2,1086.0
2014,NUTS,2010,DED5,2,1214.0
2015,NUTS,2010,DED5,2,1299.0
2016,NUTS,2010,DED5,2,1317.0
2017,NUTS,2010,DED5,2,1395.0
2018,NUTS,2010,DED5,2,1495.0
2019,NUTS,2010,DED5,2,1541.0
2011,NUTS,2010,DEE,1,1357.0
2012,NUTS,2010,DEE,1,1514.0
2013,NUTS,2010,DEE,1,1494.0
2014,NUTS,2010,DEE,1,1383.0
2015,NUTS,2010,DEE,1,1387.0
2016,NUTS,2010,DEE,1,1363.0
2017,NUTS,2010,DEE,1,1428.0
2018,NUTS,2010,DEE,1,1488.0
2019,NUTS,2010,DEE,1,1482.0
2011,NUTS,2010,DEE0,2,1357.0
2012,NUTS,2010,DEE0,2,1514.0
2013,NUTS,2010,DEE0,2,1494.0
2014,NUTS,2010,DEE0,2,1383.0
2015,NUTS,2010,DEE0,2,1387.0
2016,NUTS,2010,DEE0,2,1363.0
2017,NUTS,2010,DEE0,2,1428.0
2018,NUTS,2010,DEE0,2,1488.0
2019,NUTS,2010,DEE0,2,1482.0
2011,NUTS,2010,DEF,1,1221.0
2012,NUTS,2010,DEF,1,1317.0
2013,NUTS,2010,DEF,1,1384.0
2014,NUTS,2010,DEF,1,1488.0
2015,NUTS,2010,DEF,1,1147.0
2016,NUTS,2010,DEF,1,1140.0
2017,NUTS,2010,DEF,1,1260.0
2018,NUTS,2010,DEF,1,1206.0
2019,NUTS,2010,DEF,1,1235.0
2011,NUTS,2010,DEF0,2,1221.0
2012,NUTS,2010,DEF0,2,1317.0
2013,NUTS,2010,DEF0,2,1384.0
2014,NUTS,2010,DEF0,2,1488.0
2015,NUTS,2010,DEF0,2,1147.0
2016,NUTS,2010,DEF0,2,1140.0
2017,NUTS,2010,DEF0,2,1260.0
2018,NUTS,2010,DEF0,2,1206.0
2019,NUTS,2010,DEF0,2,1235.0
2011,NUTS,2010,DEG,1,1500.0
2012,NUTS,2010,DEG,1,1532.0
2013,NUTS,2010,DEG,1,1485.0
2014,NUTS,2010,DEG,1,1323.0
2015,NUTS,2010,DEG,1,1315.0
2016,NUTS,2010,DEG,1,1311.0
2017,NUTS,2010,DEG,1,1369.0
2018,NUTS,2010,DEG,1,1476.0
2019,NUTS,2010,DEG,1,1471.0
2011,NUTS,2010,DEG0,2,1500.0
2012,NUTS,2010,DEG0,2,1532.0
2013,NUTS,2010,DEG0,2,1485.0
2014,NUTS,2010,DEG0,2,1323.0
2015,NUTS,2010,DEG0,2,1315.0
2016,NUTS,2010,DEG0,2,1311.0
2017,NUTS,2010,DEG0,2,1369.0
2018,NUTS,2010,DEG0,2,1476.0
2019,NUTS,2010,DEG0,2,1471.0
2011,NUTS,2010,DEZ,1,322.0
2012,NUTS,2010,DEZ,1,342.0
2013,NUTS,2010,DEZ,1,321.0
2014,NUTS,2010,DEZ,1,271.0
2015,NUTS,2010,DEZ,1,267.0
2016,NUTS,2010,DEZ,1,278.0
2017,NUTS,2010,DEZ,1,272.0
2018,NUTS,2010,DEZ,1,311.0
2019,NUTS,2010,DEZ,1,315.0
2011,NUTS,2010,DEZZ,2,322.0
2012,NUTS,2010,DEZZ,2,342.0
2013,NUTS,2010,DEZZ,2,321.0
2014,NUTS,2010,DEZZ,2,271.0
2015,NUTS,2010,DEZZ,2,267.0
2016,NUTS,2010,DEZZ,2,278.0
2017,NUTS,2010,DEZZ,2,272.0
2018,NUTS,2010,DEZZ,2,311.0
2019,NUTS,2010,DEZZ,2,315.0
2011,NUTS,2010,DK,0,1181.0
2012,NUTS,2010,DK,0,1208.0
2013,NUTS,2010,DK,0,1254.0
2014,NUTS,2010,DK,0,1384.0
2015,NUTS,2010,DK,0,1426.0
2016,NUTS,2010,DK,0,1392.0
2017,NUTS,2010,DK,0,1635.0
2018,NUTS,2010,DK,0,1587.0
2019,NUTS,2010,DK,0,1577.0
2020,NUTS,2010,DK,0,1586.0
2011,NUTS,2010,DK0,1,1220.0
2012,NUTS,2010,DK0,1,1208.0
2013,NUTS,2010,DK0,1,1253.0
2014,NUTS,2010,DK0,1,1384.0
2015,NUTS,2010,DK0,1,1427.0
2016,NUTS,2010,DK0,1,1392.0
2017,NUTS,2010,DK0,1,1635.0
2018,NUTS,2010,DK0,1,1587.0
2019,NUTS,2010,DK0,1,1577.0
2011,NUTS,2010,DK01,2,767.0
2012,NUTS,2010,DK01,2,697.0
2013,NUTS,2010,DK01,2,652.0
2014,NUTS,2010,DK01,2,724.0
2015,NUTS,2010,DK01,2,662.0
2016,NUTS,2010,DK01,2,638.0
2017,NUTS,2010,DK01,2,930.0
2019,NUTS,2010,DK01,2,942.0
2011,NUTS,2010,DK02,2,75.0
2012,NUTS,2010,DK02,2,107.0
2013,NUTS,2010,DK02,2,122.0
2014,NUTS,2010,DK02,2,166.0
2015,NUTS,2010,DK02,2,213.0
2016,NUTS,2010,DK02,2,134.0
2017,NUTS,2010,DK02,2,163.0
2019,NUTS,2010,DK02,2,129.0
2011,NUTS,2010,DK03,2,168.0
2012,NUTS,2010,DK03,2,136.0
2013,NUTS,2010,DK03,2,146.0
2014,NUTS,2010,DK03,2,172.0
2015,NUTS,2010,DK03,2,198.0
2016,NUTS,2010,DK03,2,226.0
2017,NUTS,2010,DK03,2,48.0
2019,NUTS,2010,DK03,2,44.0
2011,NUTS,2010,DK04,2,201.0
2012,NUTS,2010,DK04,2,254.0
2013,NUTS,2010,DK04,2,303.0
2014,NUTS,2010,DK04,2,297.0
2015,NUTS,2010,DK04,2,326.0
2016,NUTS,2010,DK04,2,365.0
2017,NUTS,2010,DK04,2,302.0
2019,NUTS,2010,DK04,2,261.0
2011,NUTS,2010,DK05,2,9.0
2012,NUTS,2010,DK05,2,14.0
2013,NUTS,2010,DK05,2,30.0
2014,NUTS,2010,DK05,2,25.0
2015,NUTS,2010,DK05,2,28.0
2016,NUTS,2010,DK05,2,30.0
2017,NUTS,2010,DK05,2,192.0
2019,NUTS,2010,DK05,2,201.0
2011,NUTS,2010,EA19,2,153971.0
2012,NUTS,2010,EA19,2,158494.0
2013,NUTS,2010,EA19,2,157786.0
2014,NUTS,2010,EA19,2,153626.0
2015,NUTS,2010,EA19,2,156011.0
2016,NUTS,2010,EA19,2,158291.0
2017,NUTS,2010,EA19,2,160797.0
2018,NUTS,2010,EA19,2,166856.0
2019,NUTS,2010,EA19,2,171218.0
2020,NUTS,2010,EA19,2,173857.0
2011,NUTS,2010,EE,0,536.0
2012,NUTS,2010,EE,0,546.0
2013,NUTS,2010,EE,0,553.0
2014,NUTS,2010,EE,0,533.0
2015,NUTS,2010,EE,0,514.0
2016,NUTS,2010,EE,0,505.0
2017,NUTS,2010,EE,0,549.0
2018,NUTS,2010,EE,0,489.0
2019,NUTS,2010,EE,0,524.0
2020,NUTS,2010,EE,0,542.0
2011,NUTS,2010,EL,0,4370.0
2012,NUTS,2010,EL,0,4510.0
2013,NUTS,2010,EL,0,5778.0
2014,NUTS,2010,EL,0,5844.0
2015,NUTS,2010,EL,0,7256.0
2016,NUTS,2010,EL,0,6263.0
2017,NUTS,2010,EL,0,7184.0
2018,NUTS,2010,EL,0,7768.0
2019,NUTS,2010,EL,0,8151.0
2020,NUTS,2010,EL,0,8376.0
2011,NUTS,2010,EL3,1,2328.0
2013,NUTS,2010,EL3,1,3237.0
2015,NUTS,2010,EL3,1,3873.0
2017,NUTS,2010,EL3,1,4196.0
2019,NUTS,2010,EL3,1,5040.0
2011,NUTS,2010,EL30,2,2328.0
2013,NUTS,2010,EL30,2,3237.0
2015,NUTS,2010,EL30,2,3873.0
2017,NUTS,2010,EL30,2,4196.0
2019,NUTS,2010,EL30,2,5040.0
2011,NUTS,2010,EL4,1,733.0
2013,NUTS,2010,EL4,1,975.0
2015,NUTS,2010,EL4,1,1052.0
2017,NUTS,2010,EL4,1,1099.0
2019,NUTS,2010,EL4,1,953.0
2011,NUTS,2010,EL41,2,35.0
2013,NUTS,2010,EL41,2,39.0
2015,NUTS,2010,EL41,2,153.0
2017,NUTS,2010,EL41,2,100.0
2019,NUTS,2010,EL41,2,85.0
2011,NUTS,2010,EL42,2,106.0
2013,NUTS,2010,EL42,2,109.0
2015,NUTS,2010,EL42,2,105.0
2017,NUTS,2010,EL42,2,87.0
2019,NUTS,2010,EL42,2,97.0
2011,NUTS,2010,EL43,2,592.0
2013,NUTS,2010,EL43,2,827.0
2015,NUTS,2010,EL43,2,794.0
2017,NUTS,2010,EL43,2,912.0
2019,NUTS,2010,EL43,2,771.0
2011,NUTS,2010,EL5,1,690.0
2013,NUTS,2010,EL5,1,824.0
2015,NUTS,2010,EL5,1,1235.0
2017,NUTS,2010,EL5,1,1283.0
2019,NUTS,2010,EL5,1,1512.0
2011,NUTS,2010,EL51,2,40.0
2013,NUTS,2010,EL51,2,85.0
2015,NUTS,2010,EL51,2,78.0
2017,NUTS,2010,EL51,2,96.0
2019,NUTS,2010,EL51,2,116.0
2011,NUTS,2010,EL52,2,427.0
2013,NUTS,2010,EL52,2,616.0
2015,NUTS,2010,EL52,2,947.0
2017,NUTS,2010,EL52,2,1029.0
2019,NUTS,2010,EL52,2,1232.0
2011,NUTS,2010,EL53,2,120.0
2013,NUTS,2010,EL53,2,47.0
2015,NUTS,2010,EL53,2,95.0
2017,NUTS,2010,EL53,2,66.0
2019,NUTS,2010,EL53,2,51.0
2011,NUTS,2010,EL54,2,104.0
2013,NUTS,2010,EL54,2,77.0
2015,NUTS,2010,EL54,2,114.0
2017,NUTS,2010,EL54,2,92.0
2019,NUTS,2010,EL54,2,113.0
2011,NUTS,2010,EL6,1,619.0
2013,NUTS,2010,EL6,1,742.0
2015,NUTS,2010,EL6,1,1096.0
2017,NUTS,2010,EL6,1,606.0
2019,NUTS,2010,EL6,1,645.0
2011,NUTS,2010,EL61,2,167.0
2013,NUTS,2010,EL61,2,189.0
2015,NUTS,2010,EL61,2,257.0
2017,NUTS,2010,EL61,2,149.0
2019,NUTS,2010,EL61,2,120.0
2011,NUTS,2010,EL62,2,29.0
2013,NUTS,2010,EL62,2,28.0
2015,NUTS,2010,EL62,2,109.0
2017,NUTS,2010,EL62,2,37.0
2019,NUTS,2010,EL62,2,45.0
2011,NUTS,2010,EL63,2,226.0
2013,NUTS,2010,EL63,2,288.0
2015,NUTS,2010,EL63,2,264.0
2017,NUTS,2010,EL63,2,221.0
2019,NUTS,2010,EL63,2,194.0
2011,NUTS,2010,EL64,2,54.0
2013,NUTS,2010,EL64,2,85.0
2015,NUTS,2010,EL64,2,142.0
2017,NUTS,2010,EL64,2,64.0
2019,NUTS,2010,EL64,2,96.0
2011,NUTS,2010,EL65,2,143.0
2013,NUTS,2010,EL65,2,152.0
2015,NUTS,2010,EL65,2,324.0
2017,NUTS,2010,EL65,2,135.0
2019,NUTS,2010,EL65,2,189.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,22893.0
2012,NUTS,2010,ES,0,21850.0
2013,NUTS,2010,ES,0,20673.0
2014,NUTS,2010,ES,0,20180.0
2015,NUTS,2010,ES,0,19962.0
2016,NUTS,2010,ES,0,20663.0
2017,NUTS,2010,ES,0,20844.0
2018,NUTS,2010,ES,0,21422.0
2019,NUTS,2010,ES,0,22147.0
2020,NUTS,2010,ES,0,22527.0
2011,NUTS,2010,ES1,1,1333.0
2013,NUTS,2010,ES1,1,1185.0
2014,NUTS,2010,ES1,1,1174.0
2015,NUTS,2010,ES1,1,1186.0
2016,NUTS,2010,ES1,1,1262.0
2017,NUTS,2010,ES1,1,1223.0
2018,NUTS,2010,ES1,1,1358.0
2019,NUTS,2010,ES1,1,1419.0
2013,NUTS,2010,ES11,2,701.0
2014,NUTS,2010,ES11,2,695.0
2015,NUTS,2010,ES11,2,673.0
2016,NUTS,2010,ES11,2,717.0
2017,NUTS,2010,ES11,2,787.0
2018,NUTS,2010,ES11,2,859.0
2019,NUTS,2010,ES11,2,858.0
2012,NUTS,2010,ES12,2,313.0
2013,NUTS,2010,ES12,2,261.0
2014,NUTS,2010,ES12,2,231.0
2015,NUTS,2010,ES12,2,246.0
2016,NUTS,2010,ES12,2,269.0
2017,NUTS,2010,ES12,2,210.0
2018,NUTS,2010,ES12,2,223.0
2019,NUTS,2010,ES12,2,234.0
2011,NUTS,2010,ES13,2,269.0
2012,NUTS,2010,ES13,2,269.0
2013,NUTS,2010,ES13,2,223.0
2014,NUTS,2010,ES13,2,249.0
2015,NUTS,2010,ES13,2,267.0
2016,NUTS,2010,ES13,2,276.0
2017,NUTS,2010,ES13,2,226.0
2018,NUTS,2010,ES13,2,277.0
2019,NUTS,2010,ES13,2,328.0
2011,NUTS,2010,ES2,1,1712.0
2012,NUTS,2010,ES2,1,1724.0
2013,NUTS,2010,ES2,1,1734.0
2014,NUTS,2010,ES2,1,1704.0
2016,NUTS,2010,ES2,1,1641.0
2017,NUTS,2010,ES2,1,1728.0
2018,NUTS,2010,ES2,1,1974.0
2019,NUTS,2010,ES2,1,1968.0
2011,NUTS,2010,ES21,2,562.0
2012,NUTS,2010,ES21,2,646.0
2013,NUTS,2010,ES21,2,671.0
2014,NUTS,2010,ES21,2,627.0
2015,NUTS,2010,ES21,2,604.0
2016,NUTS,2010,ES21,2,599.0
2017,NUTS,2010,ES21,2,631.0
2018,NUTS,2010,ES21,2,778.0
2019,NUTS,2010,ES21,2,755.0
2011,NUTS,2010,ES22,2,277.0
2012,NUTS,2010,ES22,2,268.0
2013,NUTS,2010,ES22,2,284.0
2014,NUTS,2010,ES22,2,279.0
2016,NUTS,2010,ES22,2,290.0
2017,NUTS,2010,ES22,2,291.0
2018,NUTS,2010,ES22,2,338.0
2019,NUTS,2010,ES22,2,341.0
2011,NUTS,2010,ES23,2,175.0
2012,NUTS,2010,ES23,2,168.0
2013,NUTS,2010,ES23,2,151.0
2014,NUTS,2010,ES23,2,137.0
2015,NUTS,2010,ES23,2,136.0
2016,NUTS,2010,ES23,2,150.0
2017,NUTS,2010,ES23,2,160.0
2018,NUTS,2010,ES23,2,175.0
2019,NUTS,2010,ES23,2,166.0
2011,NUTS,2010,ES24,2,697.0
2012,NUTS,2010,ES24,2,643.0
2013,NUTS,2010,ES24,2,628.0
2014,NUTS,2010,ES24,2,661.0
2015,NUTS,2010,ES24,2,550.0
2016,NUTS,2010,ES24,2,601.0
2017,NUTS,2010,ES24,2,647.0
2018,NUTS,2010,ES24,2,684.0
2019,NUTS,2010,ES24,2,707.0
2011,NUTS,2010,ES3,1,6979.0
2012,NUTS,2010,ES3,1,6520.0
2013,NUTS,2010,ES3,1,5909.0
2014,NUTS,2010,ES3,1,5880.0
2015,NUTS,2010,ES3,1,5834.0
2016,NUTS,2010,ES3,1,6334.0
2017,NUTS,2010,ES3,1,6386.0
2018,NUTS,2010,ES3,1,6253.0
2019,NUTS,2010,ES3,1,6626.0
2011,NUTS,2010,ES30,2,6979.0
2012,NUTS,2010,ES30,2,6520.0
2013,NUTS,2010,ES30,2,5909.0
2014,NUTS,2010,ES30,2,5880.0
2015,NUTS,2010,ES30,2,5834.0
2016,NUTS,2010,ES30,2,6334.0
2017,NUTS,2010,ES30,2,6386.0
2018,NUTS,2010,ES30,2,6253.0
2019,NUTS,2010,ES30,2,6626.0
2011,NUTS,2010,ES4,1,1180.0
2013,NUTS,2010,ES4,1,951.0
2014,NUTS,2010,ES4,1,889.0
2015,NUTS,2010,ES4,1,983.0
2016,NUTS,2010,ES4,1,937.0
2017,NUTS,2010,ES4,1,923.0
2018,NUTS,2010,ES4,1,1065.0
2019,NUTS,2010,ES4,1,1058.0
2012,NUTS,2010,ES41,2,456.0
2013,NUTS,2010,ES41,2,442.0
2014,NUTS,2010,ES41,2,435.0
2015,NUTS,2010,ES41,2,429.0
2016,NUTS,2010,ES41,2,433.0
2017,NUTS,2010,ES41,2,437.0
2018,NUTS,2010,ES41,2,487.0
2019,NUTS,2010,ES41,2,473.0
2013,NUTS,2010,ES42,2,312.0
2014,NUTS,2010,ES42,2,311.0
2015,NUTS,2010,ES42,2,319.0
2016,NUTS,2010,ES42,2,312.0
2017,NUTS,2010,ES42,2,296.0
2018,NUTS,2010,ES42,2,315.0
2019,NUTS,2010,ES42,2,311.0
2011,NUTS,2010,ES43,2,238.0
2012,NUTS,2010,ES43,2,221.0
2013,NUTS,2010,ES43,2,196.0
2014,NUTS,2010,ES43,2,144.0
2015,NUTS,2010,ES43,2,236.0
2016,NUTS,2010,ES43,2,192.0
2017,NUTS,2010,ES43,2,190.0
2018,NUTS,2010,ES43,2,263.0
2019,NUTS,2010,ES43,2,273.0
2011,NUTS,2010,ES5,1,7845.0
2012,NUTS,2010,ES5,1,7533.0
2013,NUTS,2010,ES5,1,7372.0
2014,NUTS,2010,ES5,1,7199.0
2015,NUTS,2010,ES5,1,6925.0
2016,NUTS,2010,ES5,1,7212.0
2017,NUTS,2010,ES5,1,7388.0
2018,NUTS,2010,ES5,1,7530.0
2019,NUTS,2010,ES5,1,7653.0
2011,NUTS,2010,ES51,2,5754.0
2012,NUTS,2010,ES51,2,5693.0
2013,NUTS,2010,ES51,2,5632.0
2014,NUTS,2010,ES51,2,5620.0
2015,NUTS,2010,ES51,2,5515.0
2016,NUTS,2010,ES51,2,5588.0
2017,NUTS,2010,ES51,2,5784.0
2018,NUTS,2010,ES51,2,5884.0
2019,NUTS,2010,ES51,2,5967.0
2011,NUTS,2010,ES52,2,1714.0
2012,NUTS,2010,ES52,2,1509.0
2013,NUTS,2010,ES52,2,1429.0
2014,NUTS,2010,ES52,2,1307.0
2015,NUTS,2010,ES52,2,1125.0
2016,NUTS,2010,ES52,2,1319.0
2017,NUTS,2010,ES52,2,1262.0
2018,NUTS,2010,ES52,2,1291.0
2019,NUTS,2010,ES52,2,1312.0
2011,NUTS,2010,ES53,2,378.0
2012,NUTS,2010,ES53,2,331.0
2013,NUTS,2010,ES53,2,311.0
2014,NUTS,2010,ES53,2,271.0
2015,NUTS,2010,ES53,2,285.0
2016,NUTS,2010,ES53,2,305.0
2017,NUTS,2010,ES53,2,343.0
2018,NUTS,2010,ES53,2,355.0
2019,NUTS,2010,ES53,2,374.0
2011,NUTS,2010,ES6,1,3109.0
2012,NUTS,2010,ES6,1,3012.0
2013,NUTS,2010,ES6,1,2846.0
2014,NUTS,2010,ES6,1,2735.0
2015,NUTS,2010,ES6,1,2903.0
2016,NUTS,2010,ES6,1,2728.0
2017,NUTS,2010,ES6,1,2631.0
2018,NUTS,2010,ES6,1,2625.0
2019,NUTS,2010,ES6,1,2770.0
2011,NUTS,2010,ES61,2,2727.0
2012,NUTS,2010,ES61,2,2659.0
2013,NUTS,2010,ES61,2,2499.0
2014,NUTS,2010,ES61,2,2433.0
2015,NUTS,2010,ES61,2,2643.0
2016,NUTS,2010,ES61,2,2454.0
2017,NUTS,2010,ES61,2,2350.0
2018,NUTS,2010,ES61,2,2330.0
2019,NUTS,2010,ES61,2,2461.0
2012,NUTS,2010,ES62,2,353.0
2013,NUTS,2010,ES62,2,348.0
2014,NUTS,2010,ES62,2,300.0
2015,NUTS,2010,ES62,2,259.0
2016,NUTS,2010,ES62,2,274.0
2017,NUTS,2010,ES62,2,281.0
2018,NUTS,2010,ES62,2,296.0
2019,NUTS,2010,ES62,2,308.0
2011,NUTS,2010,ES7,1,735.0
2012,NUTS,2010,ES7,1,694.0
2013,NUTS,2010,ES7,1,676.0
2014,NUTS,2010,ES7,1,599.0
2015,NUTS,2010,ES7,1,554.0
2016,NUTS,2010,ES7,1,549.0
2017,NUTS,2010,ES7,1,565.0
2018,NUTS,2010,ES7,1,615.0
2019,NUTS,2010,ES7,1,653.0
2011,NUTS,2010,ES70,2,735.0
2012,NUTS,2010,ES70,2,694.0
2013,NUTS,2010,ES70,2,676.0
2014,NUTS,2010,ES70,2,599.0
2015,NUTS,2010,ES70,2,554.0
2016,NUTS,2010,ES70,2,549.0
2017,NUTS,2010,ES70,2,565.0
2018,NUTS,2010,ES70,2,615.0
2019,NUTS,2010,ES70,2,653.0
2011,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,196625.0
2012,NUTS,2010,EU27_2020,7,200090.0
2013,NUTS,2010,EU27_2020,7,200350.0
2014,NUTS,2010,EU27_2020,7,196220.0
2015,NUTS,2010,EU27_2020,7,199614.0
2016,NUTS,2010,EU27_2020,7,191052.0
2017,NUTS,2010,EU27_2020,7,195337.0
2018,NUTS,2010,EU27_2020,7,202725.0
2019,NUTS,2010,EU27_2020,7,206785.0
2020,NUTS,2010,EU27_2020,7,211282.0
2011,NUTS,2010,FI,0,4630.0
2012,NUTS,2010,FI,0,4432.0
2013,NUTS,2010,FI,0,4482.0
2014,NUTS,2010,FI,0,4089.0
2015,NUTS,2010,FI,0,3550.0
2016,NUTS,2010,FI,0,3209.0
2017,NUTS,2010,FI,0,3318.0
2018,NUTS,2010,FI,0,3236.0
2019,NUTS,2010,FI,0,3260.0
2020,NUTS,2010,FI,0,3338.0
2012,NUTS,2010,FI1,1,4832.0
2013,NUTS,2010,FI1,1,4887.0
2015,NUTS,2010,FI1,1,3980.0
2016,NUTS,2010,FI1,1,3665.0
2017,NUTS,2010,FI1,1,3318.0
2018,NUTS,2010,FI1,1,3236.0
2019,NUTS,2010,FI1,1,3260.0
2011,NUTS,2010,FI19,2,612.0
2012,NUTS,2010,FI19,2,575.0
2013,NUTS,2010,FI19,2,592.0
2015,NUTS,2010,FI19,2,451.0
2016,NUTS,2010,FI19,2,463.0
2017,NUTS,2010,FI19,2,285.0
2018,NUTS,2010,FI19,2,266.0
2019,NUTS,2010,FI19,2,266.0
2011,NUTS,2010,FI1B,2,3198.0
2012,NUTS,2010,FI1B,2,2974.0
2013,NUTS,2010,FI1B,2,3060.0
2015,NUTS,2010,FI1B,2,2612.0
2016,NUTS,2010,FI1B,2,2393.0
2017,NUTS,2010,FI1B,2,2322.0
2018,NUTS,2010,FI1B,2,2316.0
2019,NUTS,2010,FI1B,2,2357.0
2011,NUTS,2010,FI1C,2,433.0
2012,NUTS,2010,FI1C,2,429.0
2013,NUTS,2010,FI1C,2,429.0
2015,NUTS,2010,FI1C,2,342.0
2016,NUTS,2010,FI1C,2,312.0
2017,NUTS,2010,FI1C,2,198.0
2018,NUTS,2010,FI1C,2,180.0
2019,NUTS,2010,FI1C,2,169.0
2011,NUTS,2010,FI1D,2,845.0
2012,NUTS,2010,FI1D,2,854.0
2013,NUTS,2010,FI1D,2,807.0
2015,NUTS,2010,FI1D,2,576.0
2016,NUTS,2010,FI1D,2,498.0
2017,NUTS,2010,FI1D,2,514.0
2018,NUTS,2010,FI1D,2,474.0
2019,NUTS,2010,FI1D,2,468.0
2012,NUTS,2010,FI2,1,0.0
2013,NUTS,2010,FI2,1,0.0
2015,NUTS,2010,FI2,1,0.0
2016,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
