year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_nac_bes
1989,NUTS,2010,DK,0,6541.0
1990,NUTS,2010,DK,0,7397.0
1991,NUTS,2010,DK,0,8254.0
1992,NUTS,2010,DK,0,8702.5
1993,NUTS,2010,DK,0,9151.0
1995,NUTS,2010,DK,0,10641.0
1996,NUTS,2010,DK,0,11973.0
1997,NUTS,2010,DK,0,13305.0
1998,NUTS,2010,DK,0,15394.14
1999,NUTS,2010,DK,0,17151.11
2000,NUTS,2010,DK,0,19351.0
2001,NUTS,2010,DK,0,21866.06
2002,NUTS,2010,DK,0,23764.0
2003,NUTS,2010,DK,0,24928.807
2004,NUTS,2010,DK,0,24788.399
2005,NUTS,2010,DK,0,25908.135
2006,NUTS,2010,DK,0,27058.364
2007,NUTS,2010,DK,0,30561.5
2008,NUTS,2010,DK,0,34922.0
2009,NUTS,2010,DK,0,36714.3
2010,NUTS,2010,DK,0,35412.6
2011,NUTS,2010,DK,0,36286.4
2012,NUTS,2010,DK,0,37044.5
2013,NUTS,2010,DK,0,36307.7
2014,NUTS,2010,DK,0,36815.0
2015,NUTS,2010,DK,0,39487.0
2016,NUTS,2010,DK,0,42418.0
2017,NUTS,2010,DK,0,40757.0
2018,NUTS,2010,DK,0,42187.0
2019,NUTS,2010,DK,0,42545.0
2020,NUTS,2010,DK,0,42758.0
1981,NUTS,2010,DK0,1,2221.0
1982,NUTS,2010,DK0,1,2744.0
1983,NUTS,2010,DK0,1,3252.0
1984,NUTS,2010,DK0,1,3751.0
1985,NUTS,2010,DK0,1,4250.0
1986,NUTS,2010,DK0,1,4888.0
1987,NUTS,2010,DK0,1,5526.0
1988,NUTS,2010,DK0,1,6033.0
1989,NUTS,2010,DK0,1,6541.0
1990,NUTS,2010,DK0,1,7397.0
1991,NUTS,2010,DK0,1,8254.0
1992,NUTS,2010,DK0,1,8702.5
1993,NUTS,2010,DK0,1,9151.0
1995,NUTS,2010,DK0,1,10641.0
1996,NUTS,2010,DK0,1,11973.0
1997,NUTS,2010,DK0,1,13305.0
1998,NUTS,2010,DK0,1,15394.14
1999,NUTS,2010,DK0,1,17151.11
2000,NUTS,2010,DK0,1,19351.0
2001,NUTS,2010,DK0,1,21866.06
2002,NUTS,2010,DK0,1,23764.0
2003,NUTS,2010,DK0,1,24928.807
2004,NUTS,2010,DK0,1,24788.399
2005,NUTS,2010,DK0,1,25908.135
2006,NUTS,2010,DK0,1,27058.364
2007,NUTS,2010,DK0,1,32261.0
2008,NUTS,2010,DK0,1,34922.0
2009,NUTS,2010,DK0,1,36714.0
2010,NUTS,2010,DK0,1,35412.6
2011,NUTS,2010,DK0,1,36287.0
2012,NUTS,2010,DK0,1,37045.0
2013,NUTS,2010,DK0,1,36308.0
2014,NUTS,2010,DK0,1,36815.0
2015,NUTS,2010,DK0,1,39487.0
2016,NUTS,2010,DK0,1,42418.0
2017,NUTS,2010,DK0,1,40757.0
2018,NUTS,2010,DK0,1,42187.0
2019,NUTS,2010,DK0,1,42545.0
2020,NUTS,2010,DK0,1,42758.0
2007,NUTS,2010,DK01,2,25333.0
2009,NUTS,2010,DK01,2,24848.0
2010,NUTS,2010,DK01,2,24147.543
2011,NUTS,2010,DK01,2,24458.0
2012,NUTS,2010,DK01,2,25036.0
2013,NUTS,2010,DK01,2,24398.0
2014,NUTS,2010,DK01,2,25010.0
2015,NUTS,2010,DK01,2,27020.0
2016,NUTS,2010,DK01,2,29095.0
2017,NUTS,2010,DK01,2,27865.0
2019,NUTS,2010,DK01,2,29244.0
2007,NUTS,2010,DK02,2,1108.0
2009,NUTS,2010,DK02,2,1241.0
2010,NUTS,2010,DK02,2,1578.242
2011,NUTS,2010,DK02,2,1536.0
2012,NUTS,2010,DK02,2,1447.0
2013,NUTS,2010,DK02,2,1266.0
2014,NUTS,2010,DK02,2,968.0
2015,NUTS,2010,DK02,2,972.0
2016,NUTS,2010,DK02,2,1073.0
2017,NUTS,2010,DK02,2,1615.0
2019,NUTS,2010,DK02,2,1539.0
2007,NUTS,2010,DK03,2,1904.0
2009,NUTS,2010,DK03,2,3982.0
2010,NUTS,2010,DK03,2,3406.784
2011,NUTS,2010,DK03,2,3434.0
2012,NUTS,2010,DK03,2,3746.0
2013,NUTS,2010,DK03,2,4118.0
2014,NUTS,2010,DK03,2,4260.0
2015,NUTS,2010,DK03,2,4790.0
2016,NUTS,2010,DK03,2,4601.0
2017,NUTS,2010,DK03,2,3416.0
2019,NUTS,2010,DK03,2,4211.0
2007,NUTS,2010,DK04,2,3502.0
2009,NUTS,2010,DK04,2,5935.0
2010,NUTS,2010,DK04,2,5617.387
2011,NUTS,2010,DK04,2,6133.0
2012,NUTS,2010,DK04,2,6018.0
2013,NUTS,2010,DK04,2,5827.0
2014,NUTS,2010,DK04,2,5808.0
2015,NUTS,2010,DK04,2,5929.0
2016,NUTS,2010,DK04,2,6404.0
2017,NUTS,2010,DK04,2,6807.0
2019,NUTS,2010,DK04,2,6721.0
2007,NUTS,2010,DK05,2,414.0
2009,NUTS,2010,DK05,2,708.0
2010,NUTS,2010,DK05,2,662.663
2011,NUTS,2010,DK05,2,726.0
2012,NUTS,2010,DK05,2,797.0
2013,NUTS,2010,DK05,2,699.0
2014,NUTS,2010,DK05,2,769.0
2015,NUTS,2010,DK05,2,776.0
2016,NUTS,2010,DK05,2,1244.0
2017,NUTS,2010,DK05,2,1054.0
2019,NUTS,2010,DK05,2,831.0
1998,NUTS,2010,EE,0,5.675
1999,NUTS,2010,EE,0,8.756
2000,NUTS,2010,EE,0,8.334
2001,NUTS,2010,EE,0,16.406
2002,NUTS,2010,EE,0,17.077
2003,NUTS,2010,EE,0,22.657
2004,NUTS,2010,EE,0,32.224
2005,NUTS,2010,EE,0,46.898
2006,NUTS,2010,EE,0,67.094
2007,NUTS,2010,EE,0,81.877
2008,NUTS,2010,EE,0,89.879
2009,NUTS,2010,EE,0,88.207
2010,NUTS,2010,EE,0,116.763
2011,NUTS,2010,EE,0,242.845
2012,NUTS,2010,EE,0,218.997
2013,NUTS,2010,EE,0,155.6
2014,NUTS,2010,EE,0,124.829
2015,NUTS,2010,EE,0,139.45
2016,NUTS,2010,EE,0,139.21
2017,NUTS,2010,EE,0,143.62
2018,NUTS,2010,EE,0,154.84
2019,NUTS,2010,EE,0,241.5
2020,NUTS,2010,EE,0,264.3
1998,NUTS,2010,EE0,1,5.675
1999,NUTS,2010,EE0,1,8.756
2000,NUTS,2010,EE0,1,8.334
2001,NUTS,2010,EE0,1,16.406
2002,NUTS,2010,EE0,1,17.077
2003,NUTS,2010,EE0,1,22.657
2004,NUTS,2010,EE0,1,32.224
2005,NUTS,2010,EE0,1,46.898
2006,NUTS,2010,EE0,1,67.094
2007,NUTS,2010,EE0,1,81.877
2008,NUTS,2010,EE0,1,89.879
2009,NUTS,2010,EE0,1,88.207
2010,NUTS,2010,EE0,1,116.763
2011,NUTS,2010,EE0,1,242.845
2012,NUTS,2010,EE0,1,218.997
2013,NUTS,2010,EE0,1,155.6
2014,NUTS,2010,EE0,1,124.829
2015,NUTS,2010,EE0,1,139.45
2016,NUTS,2010,EE0,1,139.21
2017,NUTS,2010,EE0,1,143.62
2018,NUTS,2010,EE0,1,154.84
2019,NUTS,2010,EE0,1,241.5
2020,NUTS,2010,EE0,1,264.3
1998,NUTS,2010,EE00,2,5.675
1999,NUTS,2010,EE00,2,8.756
2000,NUTS,2010,EE00,2,8.334
2001,NUTS,2010,EE00,2,16.406
2002,NUTS,2010,EE00,2,17.077
2003,NUTS,2010,EE00,2,22.657
2004,NUTS,2010,EE00,2,32.224
2005,NUTS,2010,EE00,2,46.898
2006,NUTS,2010,EE00,2,67.094
2007,NUTS,2010,EE00,2,81.877
2008,NUTS,2010,EE00,2,89.879
2009,NUTS,2010,EE00,2,88.207
2010,NUTS,2010,EE00,2,116.763
2011,NUTS,2010,EE00,2,242.845
2012,NUTS,2010,EE00,2,218.997
2013,NUTS,2010,EE00,2,155.6
2014,NUTS,2010,EE00,2,124.829
2015,NUTS,2010,EE00,2,139.45
2016,NUTS,2010,EE00,2,139.21
2017,NUTS,2010,EE00,2,143.62
2018,NUTS,2010,EE00,2,154.84
2019,NUTS,2010,EE00,2,241.5
2020,NUTS,2010,EE00,2,264.3
1981,NUTS,2010,EL,0,2.82
1986,NUTS,2010,EL,0,15.4
1988,NUTS,2010,EL,0,22.82
1989,NUTS,2010,EL,0,26.84
1991,NUTS,2010,EL,0,45.57
1993,NUTS,2010,EL,0,79.01
1995,NUTS,2010,EL,0,114.56
1996,NUTS,2010,EL,0,106.86
1997,NUTS,2010,EL,0,125.78
1999,NUTS,2010,EL,0,216.54
2000,NUTS,2010,EL,0,199.6
2001,NUTS,2010,EL,0,278.1
2002,NUTS,2010,EL,0,287.1
2003,NUTS,2010,EL,0,313.49
2004,NUTS,2010,EL,0,317.37
2005,NUTS,2010,EL,0,357.356
2006,NUTS,2010,EL,0,367.3
2007,NUTS,2010,EL,0,383.53
2008,NUTS,2010,EL,0,500.8
2009,NUTS,2010,EL,0,537.83
2010,NUTS,2010,EL,0,533.39
2011,NUTS,2010,EL,0,485.863
2012,NUTS,2010,EL,0,458.6
2013,NUTS,2010,EL,0,488.69
2014,NUTS,2010,EL,0,504.37
2015,NUTS,2010,EL,0,561.59
2016,NUTS,2010,EL,0,740.4
2017,NUTS,2010,EL,0,994.04
2018,NUTS,2010,EL,0,1049.5
2019,NUTS,2010,EL,0,1077.9
2020,NUTS,2010,EL,0,1147.52
1986,NUTS,2010,EL3,1,10.14
1988,NUTS,2010,EL3,1,14.16
1989,NUTS,2010,EL3,1,18.17
1991,NUTS,2010,EL3,1,32.29
1993,NUTS,2010,EL3,1,50.95
1995,NUTS,2010,EL3,1,72.02
1996,NUTS,2010,EL3,1,68.11
1997,NUTS,2010,EL3,1,81.51
1999,NUTS,2010,EL3,1,137.36
2003,NUTS,2010,EL3,1,219.27
2005,NUTS,2010,EL3,1,288.7
2007,NUTS,2010,EL3,1,324.078
2011,NUTS,2010,EL3,1,365.491
2013,NUTS,2010,EL3,1,388.87
2015,NUTS,2010,EL3,1,453.19
2017,NUTS,2010,EL3,1,756.02
2018,NUTS,2010,EL3,1,800.75
2019,NUTS,2010,EL3,1,828.95
1986,NUTS,2010,EL30,2,10.14
1988,NUTS,2010,EL30,2,14.16
1989,NUTS,2010,EL30,2,18.17
1991,NUTS,2010,EL30,2,32.29
1993,NUTS,2010,EL30,2,50.95
1995,NUTS,2010,EL30,2,72.02
1996,NUTS,2010,EL30,2,68.11
1997,NUTS,2010,EL30,2,81.51
1999,NUTS,2010,EL30,2,137.36
2003,NUTS,2010,EL30,2,219.27
2005,NUTS,2010,EL30,2,288.7
2007,NUTS,2010,EL30,2,324.078
2011,NUTS,2010,EL30,2,365.491
2013,NUTS,2010,EL30,2,388.87
2015,NUTS,2010,EL30,2,453.19
2017,NUTS,2010,EL30,2,756.02
2018,NUTS,2010,EL30,2,800.75
2019,NUTS,2010,EL30,2,828.95
1986,NUTS,2010,EL4,1,0.03
1988,NUTS,2010,EL4,1,1.42
1989,NUTS,2010,EL4,1,0.79
1991,NUTS,2010,EL4,1,0.62
1993,NUTS,2010,EL4,1,1.31
1995,NUTS,2010,EL4,1,2.33
1996,NUTS,2010,EL4,1,2.21
1997,NUTS,2010,EL4,1,3.35
1999,NUTS,2010,EL4,1,3.56
2003,NUTS,2010,EL4,1,2.15
2005,NUTS,2010,EL4,1,7.0
2007,NUTS,2010,EL4,1,4.45
2011,NUTS,2010,EL4,1,7.819
2013,NUTS,2010,EL4,1,6.22
2015,NUTS,2010,EL4,1,10.34
2017,NUTS,2010,EL4,1,13.81
2018,NUTS,2010,EL4,1,15.48
2019,NUTS,2010,EL4,1,14.39
1991,NUTS,2010,EL41,2,0.03
1993,NUTS,2010,EL41,2,0.06
1995,NUTS,2010,EL41,2,0.93
1996,NUTS,2010,EL41,2,0.44
1997,NUTS,2010,EL41,2,0.27
1999,NUTS,2010,EL41,2,0.27
2003,NUTS,2010,EL41,2,0.0
2005,NUTS,2010,EL41,2,0.192
2007,NUTS,2010,EL41,2,0.0
2011,NUTS,2010,EL41,2,0.66
2013,NUTS,2010,EL41,2,0.39
2015,NUTS,2010,EL41,2,1.05
2017,NUTS,2010,EL41,2,0.87
2018,NUTS,2010,EL41,2,1.07
2019,NUTS,2010,EL41,2,1.37
1986,NUTS,2010,EL42,2,0.0
1988,NUTS,2010,EL42,2,1.29
1989,NUTS,2010,EL42,2,0.67
1991,NUTS,2010,EL42,2,0.35
1993,NUTS,2010,EL42,2,0.2
1995,NUTS,2010,EL42,2,0.51
1996,NUTS,2010,EL42,2,0.32
1997,NUTS,2010,EL42,2,0.34
1999,NUTS,2010,EL42,2,0.64
2003,NUTS,2010,EL42,2,0.55
2005,NUTS,2010,EL42,2,0.754
2007,NUTS,2010,EL42,2,0.0
2011,NUTS,2010,EL42,2,0.659
2013,NUTS,2010,EL42,2,0.22
2015,NUTS,2010,EL42,2,0.05
2017,NUTS,2010,EL42,2,0.06
2018,NUTS,2010,EL42,2,0.49
2019,NUTS,2010,EL42,2,0.59
1986,NUTS,2010,EL43,2,0.03
1988,NUTS,2010,EL43,2,0.13
1989,NUTS,2010,EL43,2,0.11
1991,NUTS,2010,EL43,2,0.24
1993,NUTS,2010,EL43,2,1.05
1995,NUTS,2010,EL43,2,0.88
1996,NUTS,2010,EL43,2,1.45
1997,NUTS,2010,EL43,2,2.73
1999,NUTS,2010,EL43,2,2.65
2003,NUTS,2010,EL43,2,2.06
2005,NUTS,2010,EL43,2,5.646
2007,NUTS,2010,EL43,2,4.451
2011,NUTS,2010,EL43,2,6.5
2013,NUTS,2010,EL43,2,5.61
2015,NUTS,2010,EL43,2,9.24
2017,NUTS,2010,EL43,2,12.88
2018,NUTS,2010,EL43,2,13.92
2019,NUTS,2010,EL43,2,12.43
2011,NUTS,2010,EL5,1,63.125
2013,NUTS,2010,EL5,1,44.66
2015,NUTS,2010,EL5,1,49.28
2017,NUTS,2010,EL5,1,154.72
2018,NUTS,2010,EL5,1,135.58
2019,NUTS,2010,EL5,1,112.22
1986,NUTS,2010,EL51,2,0.28
1988,NUTS,2010,EL51,2,0.21
1989,NUTS,2010,EL51,2,0.26
1991,NUTS,2010,EL51,2,0.58
1993,NUTS,2010,EL51,2,1.83
1995,NUTS,2010,EL51,2,3.22
1996,NUTS,2010,EL51,2,1.82
1997,NUTS,2010,EL51,2,2.76
1999,NUTS,2010,EL51,2,5.38
2003,NUTS,2010,EL51,2,6.84
2005,NUTS,2010,EL51,2,1.394
2007,NUTS,2010,EL51,2,0.932
2011,NUTS,2010,EL51,2,13.726
2013,NUTS,2010,EL51,2,10.06
2015,NUTS,2010,EL51,2,5.69
2017,NUTS,2010,EL51,2,14.45
2018,NUTS,2010,EL51,2,13.63
2019,NUTS,2010,EL51,2,11.78
1986,NUTS,2010,EL52,2,1.39
1988,NUTS,2010,EL52,2,2.79
1989,NUTS,2010,EL52,2,2.88
1991,NUTS,2010,EL52,2,3.67
1993,NUTS,2010,EL52,2,12.9
1995,NUTS,2010,EL52,2,13.26
1996,NUTS,2010,EL52,2,13.2
1997,NUTS,2010,EL52,2,15.89
1999,NUTS,2010,EL52,2,20.04
2003,NUTS,2010,EL52,2,43.0
2005,NUTS,2010,EL52,2,40.037
2007,NUTS,2010,EL52,2,31.636
2011,NUTS,2010,EL52,2,47.491
2013,NUTS,2010,EL52,2,30.18
2015,NUTS,2010,EL52,2,37.98
2017,NUTS,2010,EL52,2,120.19
2018,NUTS,2010,EL52,2,107.6
2019,NUTS,2010,EL52,2,89.72
1988,NUTS,2010,EL53,2,0.05
1989,NUTS,2010,EL53,2,0.01
1991,NUTS,2010,EL53,2,0.28
1993,NUTS,2010,EL53,2,0.29
1995,NUTS,2010,EL53,2,3.38
1996,NUTS,2010,EL53,2,1.48
1997,NUTS,2010,EL53,2,1.67
1999,NUTS,2010,EL53,2,0.34
2003,NUTS,2010,EL53,2,2.74
2005,NUTS,2010,EL53,2,0.183
2007,NUTS,2010,EL53,2,0.0
2011,NUTS,2010,EL53,2,0.689
2013,NUTS,2010,EL53,2,0.99
2015,NUTS,2010,EL53,2,2.13
2017,NUTS,2010,EL53,2,2.05
2018,NUTS,2010,EL53,2,4.81
2019,NUTS,2010,EL53,2,3.5
1989,NUTS,2010,EL54,2,0.07
1991,NUTS,2010,EL54,2,0.34
1993,NUTS,2010,EL54,2,0.63
1995,NUTS,2010,EL54,2,0.72
1996,NUTS,2010,EL54,2,1.8
1997,NUTS,2010,EL54,2,1.44
1999,NUTS,2010,EL54,2,0.73
2003,NUTS,2010,EL54,2,0.11
2005,NUTS,2010,EL54,2,0.219
2007,NUTS,2010,EL54,2,0.812
2011,NUTS,2010,EL54,2,1.219
2013,NUTS,2010,EL54,2,3.43
2015,NUTS,2010,EL54,2,3.48
2017,NUTS,2010,EL54,2,18.03
2018,NUTS,2010,EL54,2,9.54
2019,NUTS,2010,EL54,2,7.22
2011,NUTS,2010,EL6,1,49.428
2013,NUTS,2010,EL6,1,48.95
2015,NUTS,2010,EL6,1,48.78
2017,NUTS,2010,EL6,1,69.49
2018,NUTS,2010,EL6,1,97.69
2019,NUTS,2010,EL6,1,122.34
1986,NUTS,2010,EL61,2,0.15
1988,NUTS,2010,EL61,2,0.79
1989,NUTS,2010,EL61,2,0.75
1991,NUTS,2010,EL61,2,0.42
1993,NUTS,2010,EL61,2,2.24
1995,NUTS,2010,EL61,2,3.61
1996,NUTS,2010,EL61,2,3.34
1997,NUTS,2010,EL61,2,3.0
1999,NUTS,2010,EL61,2,3.9
2003,NUTS,2010,EL61,2,5.64
2005,NUTS,2010,EL61,2,0.532
2007,NUTS,2010,EL61,2,0.402
2011,NUTS,2010,EL61,2,1.124
2013,NUTS,2010,EL61,2,4.26
2015,NUTS,2010,EL61,2,2.5
2017,NUTS,2010,EL61,2,9.15
2018,NUTS,2010,EL61,2,17.63
2019,NUTS,2010,EL61,2,23.48
1993,NUTS,2010,EL62,2,0.34
1995,NUTS,2010,EL62,2,0.1
1996,NUTS,2010,EL62,2,0.35
1997,NUTS,2010,EL62,2,0.31
1999,NUTS,2010,EL62,2,0.07
2003,NUTS,2010,EL62,2,0.0
2005,NUTS,2010,EL62,2,0.119
2007,NUTS,2010,EL62,2,0.114
2011,NUTS,2010,EL62,2,0.226
2013,NUTS,2010,EL62,2,0.09
2015,NUTS,2010,EL62,2,0.81
2017,NUTS,2010,EL62,2,0.78
2018,NUTS,2010,EL62,2,2.72
2019,NUTS,2010,EL62,2,3.18
1986,NUTS,2010,EL63,2,1.38
1988,NUTS,2010,EL63,2,1.62
1989,NUTS,2010,EL63,2,1.85
1991,NUTS,2010,EL63,2,0.48
1993,NUTS,2010,EL63,2,0.33
1995,NUTS,2010,EL63,2,2.84
1996,NUTS,2010,EL63,2,3.62
1997,NUTS,2010,EL63,2,3.73
1999,NUTS,2010,EL63,2,6.32
2003,NUTS,2010,EL63,2,2.77
2005,NUTS,2010,EL63,2,12.063
2007,NUTS,2010,EL63,2,16.206
2011,NUTS,2010,EL63,2,12.066
2013,NUTS,2010,EL63,2,12.39
2015,NUTS,2010,EL63,2,14.86
2017,NUTS,2010,EL63,2,18.85
2018,NUTS,2010,EL63,2,21.59
2019,NUTS,2010,EL63,2,25.36
1986,NUTS,2010,EL64,2,1.95
1988,NUTS,2010,EL64,2,1.52
1989,NUTS,2010,EL64,2,1.9
1991,NUTS,2010,EL64,2,6.17
1993,NUTS,2010,EL64,2,6.08
1995,NUTS,2010,EL64,2,9.23
1996,NUTS,2010,EL64,2,8.19
1997,NUTS,2010,EL64,2,7.65
1999,NUTS,2010,EL64,2,14.09
2003,NUTS,2010,EL64,2,4.87
2005,NUTS,2010,EL64,2,7.242
2007,NUTS,2010,EL64,2,4.728
2011,NUTS,2010,EL64,2,28.886
2013,NUTS,2010,EL64,2,24.69
2015,NUTS,2010,EL64,2,27.34
2017,NUTS,2010,EL64,2,30.76
2018,NUTS,2010,EL64,2,31.63
2019,NUTS,2010,EL64,2,44.73
1986,NUTS,2010,EL65,2,0.07
1988,NUTS,2010,EL65,2,0.25
1989,NUTS,2010,EL65,2,0.16
1991,NUTS,2010,EL65,2,0.71
1993,NUTS,2010,EL65,2,2.12
1995,NUTS,2010,EL65,2,3.88
1996,NUTS,2010,EL65,2,2.71
1997,NUTS,2010,EL65,2,4.48
1999,NUTS,2010,EL65,2,24.75
2003,NUTS,2010,EL65,2,6.89
2005,NUTS,2010,EL65,2,0.055
2007,NUTS,2010,EL65,2,0.141
2011,NUTS,2010,EL65,2,7.127
2013,NUTS,2010,EL65,2,7.52
2015,NUTS,2010,EL65,2,3.27
2017,NUTS,2010,EL65,2,9.95
2018,NUTS,2010,EL65,2,24.12
2019,NUTS,2010,EL65,2,25.59
2003,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZ,1,0.0
2018,NUTS,2010,ELZ,1,0.0
2003,NUTS,2010,ELZZ,2,0.0
2015,NUTS,2010,ELZZ,2,0.0
2018,NUTS,2010,ELZZ,2,0.0
1981,NUTS,2010,ES,0,199.063
1982,NUTS,2010,ES,0,281.643
1983,NUTS,2010,ES,0,313.385
1984,NUTS,2010,ES,0,393.128
1985,NUTS,2010,ES,0,515.64
1986,NUTS,2010,ES,0,663.145
1987,NUTS,2010,ES,0,761.522
1988,NUTS,2010,ES,0,981.874
1989,NUTS,2010,ES,0,1148.854
1990,NUTS,2010,ES,0,1479.924
1991,NUTS,2010,ES,0,1613.321
1992,NUTS,2010,ES,0,1639.014
1993,NUTS,2010,ES,0,1599.742
1994,NUTS,2010,ES,0,1540.491
1995,NUTS,2010,ES,0,1712.232
1996,NUTS,2010,ES,0,1862.62
1997,NUTS,2010,ES,0,1970.852
1998,NUTS,2010,ES,0,2457.181
1999,NUTS,2010,ES,0,2597.097
2000,NUTS,2010,ES,0,3068.99
2001,NUTS,2010,ES,0,3261.031
2002,NUTS,2010,ES,0,3926.339
2003,NUTS,2010,ES,0,4443.438
2004,NUTS,2010,ES,0,4864.93
2005,NUTS,2010,ES,0,5485.034
2006,NUTS,2010,ES,0,6557.529
2007,NUTS,2010,ES,0,7453.902
2008,NUTS,2010,ES,0,8073.521
2009,NUTS,2010,ES,0,7567.596
2010,NUTS,2010,ES,0,7506.443
2011,NUTS,2010,ES,0,7396.369
2012,NUTS,2010,ES,0,7094.281
2013,NUTS,2010,ES,0,6906.396
2014,NUTS,2010,ES,0,6784.311
2015,NUTS,2010,ES,0,6920.0
2016,NUTS,2010,ES,0,7126.0
2017,NUTS,2010,ES,0,7729.0
2018,NUTS,2010,ES,0,8445.0
2019,NUTS,2010,ES,0,8741.0
2020,NUTS,2010,ES,0,8767.0
1986,NUTS,2010,ES1,1,22.75
1987,NUTS,2010,ES1,1,23.92
1988,NUTS,2010,ES1,1,29.15
1989,NUTS,2010,ES1,1,35.03
1990,NUTS,2010,ES1,1,40.91
1991,NUTS,2010,ES1,1,44.24
1992,NUTS,2010,ES1,1,55.14
1993,NUTS,2010,ES1,1,48.55
1994,NUTS,2010,ES1,1,46.75
1995,NUTS,2010,ES1,1,42.47
1996,NUTS,2010,ES1,1,46.21
1997,NUTS,2010,ES1,1,64.93
1998,NUTS,2010,ES1,1,107.78
1999,NUTS,2010,ES1,1,97.28
2000,NUTS,2010,ES1,1,132.58
2001,NUTS,2010,ES1,1,125.9
2002,NUTS,2010,ES1,1,168.1
2003,NUTS,2010,ES1,1,198.51
2004,NUTS,2010,ES1,1,206.06
2005,NUTS,2010,ES1,1,261.431
2006,NUTS,2010,ES1,1,317.075
2007,NUTS,2010,ES1,1,444.314
2008,NUTS,2010,ES1,1,433.68
2009,NUTS,2010,ES1,1,379.147
2010,NUTS,2010,ES1,1,387.941
2011,NUTS,2010,ES1,1,400.035
2012,NUTS,2010,ES1,1,371.34
2013,NUTS,2010,ES1,1,350.3
2014,NUTS,2010,ES1,1,352.146
2015,NUTS,2010,ES1,1,331.0
2016,NUTS,2010,ES1,1,349.0
2017,NUTS,2010,ES1,1,426.0
2018,NUTS,2010,ES1,1,456.0
2019,NUTS,2010,ES1,1,489.0
1986,NUTS,2010,ES11,2,8.46
1987,NUTS,2010,ES11,2,9.89
1988,NUTS,2010,ES11,2,11.74
1989,NUTS,2010,ES11,2,11.31
1990,NUTS,2010,ES11,2,16.65
1991,NUTS,2010,ES11,2,17.39
1992,NUTS,2010,ES11,2,29.08
1993,NUTS,2010,ES11,2,26.86
1994,NUTS,2010,ES11,2,25.86
1995,NUTS,2010,ES11,2,25.37
1996,NUTS,2010,ES11,2,27.6
1997,NUTS,2010,ES11,2,36.68
1998,NUTS,2010,ES11,2,48.45
1999,NUTS,2010,ES11,2,50.17
2000,NUTS,2010,ES11,2,67.23
2001,NUTS,2010,ES11,2,66.0
2002,NUTS,2010,ES11,2,112.6
2003,NUTS,2010,ES11,2,135.48
2004,NUTS,2010,ES11,2,137.62
2005,NUTS,2010,ES11,2,175.97
2006,NUTS,2010,ES11,2,198.17
2007,NUTS,2010,ES11,2,307.466
2008,NUTS,2010,ES11,2,280.742
2009,NUTS,2010,ES11,2,232.331
2010,NUTS,2010,ES11,2,239.501
2011,NUTS,2010,ES11,2,254.781
2012,NUTS,2010,ES11,2,224.415
2013,NUTS,2010,ES11,2,214.937
2014,NUTS,2010,ES11,2,227.243
2015,NUTS,2010,ES11,2,223.0
2016,NUTS,2010,ES11,2,239.0
2017,NUTS,2010,ES11,2,288.0
2018,NUTS,2010,ES11,2,296.0
2019,NUTS,2010,ES11,2,330.0
1986,NUTS,2010,ES12,2,12.47
1987,NUTS,2010,ES12,2,11.79
1988,NUTS,2010,ES12,2,11.8
1989,NUTS,2010,ES12,2,18.92
1990,NUTS,2010,ES12,2,17.15
1991,NUTS,2010,ES12,2,20.65
1992,NUTS,2010,ES12,2,20.22
1993,NUTS,2010,ES12,2,14.42
1994,NUTS,2010,ES12,2,13.89
1995,NUTS,2010,ES12,2,12.68
1996,NUTS,2010,ES12,2,13.79
1997,NUTS,2010,ES12,2,19.59
1998,NUTS,2010,ES12,2,29.49
1999,NUTS,2010,ES12,2,31.26
2000,NUTS,2010,ES12,2,56.35
2001,NUTS,2010,ES12,2,41.52
2002,NUTS,2010,ES12,2,37.1
2003,NUTS,2010,ES12,2,46.41
2004,NUTS,2010,ES12,2,50.85
2005,NUTS,2010,ES12,2,65.578
2006,NUTS,2010,ES12,2,88.03
2007,NUTS,2010,ES12,2,96.564
2008,NUTS,2010,ES12,2,99.076
2009,NUTS,2010,ES12,2,93.954
2010,NUTS,2010,ES12,2,97.862
2011,NUTS,2010,ES12,2,98.377
2012,NUTS,2010,ES12,2,101.587
2013,NUTS,2010,ES12,2,96.662
2014,NUTS,2010,ES12,2,88.901
2015,NUTS,2010,ES12,2,71.0
2016,NUTS,2010,ES12,2,74.0
2017,NUTS,2010,ES12,2,98.0
2018,NUTS,2010,ES12,2,113.0
2019,NUTS,2010,ES12,2,114.0
1986,NUTS,2010,ES13,2,1.83
1987,NUTS,2010,ES13,2,2.24
1988,NUTS,2010,ES13,2,5.61
1989,NUTS,2010,ES13,2,4.81
1990,NUTS,2010,ES13,2,7.11
1991,NUTS,2010,ES13,2,6.2
1992,NUTS,2010,ES13,2,5.84
1993,NUTS,2010,ES13,2,7.27
1994,NUTS,2010,ES13,2,7.0
1995,NUTS,2010,ES13,2,4.43
1996,NUTS,2010,ES13,2,4.82
1997,NUTS,2010,ES13,2,8.67
1998,NUTS,2010,ES13,2,29.83
1999,NUTS,2010,ES13,2,15.85
2000,NUTS,2010,ES13,2,9.0
2001,NUTS,2010,ES13,2,18.38
2002,NUTS,2010,ES13,2,18.4
2003,NUTS,2010,ES13,2,16.61
