year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_pps_kp05_gov
1999,NUTS,2010,DE94,2,11.837
2000,NUTS,2010,DE94,2,14.869
2003,NUTS,2010,DE94,2,20.966
2004,NUTS,2010,DE94,2,18.587
2005,NUTS,2010,DE94,2,21.674
2006,NUTS,2010,DE94,2,24.205
2007,NUTS,2010,DE94,2,26.503
2008,NUTS,2010,DE94,2,30.112
2009,NUTS,2010,DE94,2,33.15
2010,NUTS,2010,DE94,2,37.642
2011,NUTS,2010,DE94,2,43.866
2012,NUTS,2010,DE94,2,39.094
2013,NUTS,2010,DE94,2,43.112
2014,NUTS,2010,DE94,2,45.721
2015,NUTS,2010,DE94,2,45.643
2016,NUTS,2010,DE94,2,42.672
2017,NUTS,2010,DE94,2,44.507
2018,NUTS,2010,DE94,2,47.88
2019,NUTS,2010,DE94,2,36.088
1991,NUTS,2010,DEA,1,1368.049
1993,NUTS,2010,DEA,1,1089.159
1994,NUTS,2010,DEA,1,1070.928
1995,NUTS,2010,DEA,1,1170.4
1996,NUTS,2010,DEA,1,1095.952
1997,NUTS,2010,DEA,1,1075.91
1998,NUTS,2010,DEA,1,1162.413
1999,NUTS,2010,DEA,1,1160.967
2000,NUTS,2010,DEA,1,1248.955
2003,NUTS,2010,DEA,1,1218.422
2004,NUTS,2010,DEA,1,1216.54
2005,NUTS,2010,DEA,1,1211.653
2006,NUTS,2010,DEA,1,1278.421
2007,NUTS,2010,DEA,1,1291.346
2008,NUTS,2010,DEA,1,1336.176
2009,NUTS,2010,DEA,1,1477.907
2010,NUTS,2010,DEA,1,1475.584
2011,NUTS,2010,DEA,1,1578.219
2012,NUTS,2010,DEA,1,1684.796
2013,NUTS,2010,DEA,1,1705.264
2014,NUTS,2010,DEA,1,1731.818
2015,NUTS,2010,DEA,1,1684.431
2016,NUTS,2010,DEA,1,1626.283
2017,NUTS,2010,DEA,1,1660.371
2018,NUTS,2010,DEA,1,1760.569
2019,NUTS,2010,DEA,1,1815.415
1995,NUTS,2010,DEA1,2,118.225
1996,NUTS,2010,DEA1,2,140.512
1997,NUTS,2010,DEA1,2,130.094
1998,NUTS,2010,DEA1,2,156.372
1999,NUTS,2010,DEA1,2,158.807
2000,NUTS,2010,DEA1,2,194.282
2003,NUTS,2010,DEA1,2,198.661
2004,NUTS,2010,DEA1,2,187.01
2005,NUTS,2010,DEA1,2,192.578
2006,NUTS,2010,DEA1,2,213.358
2007,NUTS,2010,DEA1,2,202.41
2008,NUTS,2010,DEA1,2,222.563
2009,NUTS,2010,DEA1,2,221.686
2010,NUTS,2010,DEA1,2,226.228
2011,NUTS,2010,DEA1,2,210.592
2012,NUTS,2010,DEA1,2,204.148
2013,NUTS,2010,DEA1,2,196.418
2014,NUTS,2010,DEA1,2,202.152
2015,NUTS,2010,DEA1,2,220.422
2016,NUTS,2010,DEA1,2,208.743
2017,NUTS,2010,DEA1,2,222.182
2018,NUTS,2010,DEA1,2,256.844
2019,NUTS,2010,DEA1,2,262.438
1995,NUTS,2010,DEA2,2,891.807
1996,NUTS,2010,DEA2,2,815.448
1997,NUTS,2010,DEA2,2,787.091
1998,NUTS,2010,DEA2,2,831.448
1999,NUTS,2010,DEA2,2,833.489
2000,NUTS,2010,DEA2,2,902.023
2003,NUTS,2010,DEA2,2,870.436
2004,NUTS,2010,DEA2,2,852.789
2005,NUTS,2010,DEA2,2,847.532
2006,NUTS,2010,DEA2,2,897.264
2007,NUTS,2010,DEA2,2,923.387
2008,NUTS,2010,DEA2,2,929.213
2009,NUTS,2010,DEA2,2,1095.107
2010,NUTS,2010,DEA2,2,1071.118
2011,NUTS,2010,DEA2,2,1177.541
2012,NUTS,2010,DEA2,2,1288.011
2013,NUTS,2010,DEA2,2,1329.886
2014,NUTS,2010,DEA2,2,1289.864
2015,NUTS,2010,DEA2,2,1233.858
2016,NUTS,2010,DEA2,2,1181.968
2017,NUTS,2010,DEA2,2,1182.063
2018,NUTS,2010,DEA2,2,1252.34
2019,NUTS,2010,DEA2,2,1307.543
1995,NUTS,2010,DEA3,2,62.712
1996,NUTS,2010,DEA3,2,37.294
1997,NUTS,2010,DEA3,2,45.544
1998,NUTS,2010,DEA3,2,50.102
1999,NUTS,2010,DEA3,2,48.333
2000,NUTS,2010,DEA3,2,48.571
2003,NUTS,2010,DEA3,2,35.691
2004,NUTS,2010,DEA3,2,52.596
2005,NUTS,2010,DEA3,2,41.847
2006,NUTS,2010,DEA3,2,36.354
2007,NUTS,2010,DEA3,2,38.332
2008,NUTS,2010,DEA3,2,52.459
2009,NUTS,2010,DEA3,2,27.393
2010,NUTS,2010,DEA3,2,44.996
2011,NUTS,2010,DEA3,2,45.486
2012,NUTS,2010,DEA3,2,43.913
2013,NUTS,2010,DEA3,2,42.407
2014,NUTS,2010,DEA3,2,61.328
2015,NUTS,2010,DEA3,2,42.355
2016,NUTS,2010,DEA3,2,44.719
2017,NUTS,2010,DEA3,2,49.74
2018,NUTS,2010,DEA3,2,50.53
2019,NUTS,2010,DEA3,2,51.075
1995,NUTS,2010,DEA4,2,10.797
1996,NUTS,2010,DEA4,2,10.223
1997,NUTS,2010,DEA4,2,9.996
1998,NUTS,2010,DEA4,2,10.125
1999,NUTS,2010,DEA4,2,11.837
2000,NUTS,2010,DEA4,2,7.93
2003,NUTS,2010,DEA4,2,8.277
2004,NUTS,2010,DEA4,2,9.515
2005,NUTS,2010,DEA4,2,9.476
2006,NUTS,2010,DEA4,2,26.728
2007,NUTS,2010,DEA4,2,29.332
2008,NUTS,2010,DEA4,2,26.6
2009,NUTS,2010,DEA4,2,27.621
2010,NUTS,2010,DEA4,2,29.769
2011,NUTS,2010,DEA4,2,37.582
2012,NUTS,2010,DEA4,2,35.696
2013,NUTS,2010,DEA4,2,34.605
2014,NUTS,2010,DEA4,2,34.477
2015,NUTS,2010,DEA4,2,36.688
2016,NUTS,2010,DEA4,2,40.283
2017,NUTS,2010,DEA4,2,51.966
2018,NUTS,2010,DEA4,2,45.843
2019,NUTS,2010,DEA4,2,48.997
1995,NUTS,2010,DEA5,2,86.869
1996,NUTS,2010,DEA5,2,92.475
1997,NUTS,2010,DEA5,2,103.186
1998,NUTS,2010,DEA5,2,114.872
1999,NUTS,2010,DEA5,2,108.502
2000,NUTS,2010,DEA5,2,96.15
2003,NUTS,2010,DEA5,2,105.376
2004,NUTS,2010,DEA5,2,114.631
2005,NUTS,2010,DEA5,2,120.191
2006,NUTS,2010,DEA5,2,104.67
2007,NUTS,2010,DEA5,2,97.886
2008,NUTS,2010,DEA5,2,105.34
2009,NUTS,2010,DEA5,2,106.099
2010,NUTS,2010,DEA5,2,103.473
2011,NUTS,2010,DEA5,2,107.018
2012,NUTS,2010,DEA5,2,113.029
2013,NUTS,2010,DEA5,2,101.948
2014,NUTS,2010,DEA5,2,143.997
2015,NUTS,2010,DEA5,2,151.108
2016,NUTS,2010,DEA5,2,150.571
2017,NUTS,2010,DEA5,2,154.42
2018,NUTS,2010,DEA5,2,155.013
2019,NUTS,2010,DEA5,2,145.362
1991,NUTS,2010,DEB,1,114.469
1993,NUTS,2010,DEB,1,93.557
1994,NUTS,2010,DEB,1,85.966
1995,NUTS,2010,DEB,1,99.717
1996,NUTS,2010,DEB,1,105.256
1997,NUTS,2010,DEB,1,115.364
1998,NUTS,2010,DEB,1,120.444
1999,NUTS,2010,DEB,1,118.365
2000,NUTS,2010,DEB,1,121.922
2003,NUTS,2010,DEB,1,135.456
2004,NUTS,2010,DEB,1,151.362
2005,NUTS,2010,DEB,1,149.09
2006,NUTS,2010,DEB,1,154.627
2007,NUTS,2010,DEB,1,144.057
2008,NUTS,2010,DEB,1,149.406
2009,NUTS,2010,DEB,1,156.139
2010,NUTS,2010,DEB,1,170.673
2011,NUTS,2010,DEB,1,181.626
2012,NUTS,2010,DEB,1,170.821
2013,NUTS,2010,DEB,1,174.107
2014,NUTS,2010,DEB,1,153.819
2015,NUTS,2010,DEB,1,170.905
2016,NUTS,2010,DEB,1,189.79
2017,NUTS,2010,DEB,1,208.623
2018,NUTS,2010,DEB,1,213.649
2019,NUTS,2010,DEB,1,230.034
1995,NUTS,2010,DEB1,2,5.65
1996,NUTS,2010,DEB1,2,5.106
1997,NUTS,2010,DEB1,2,4.933
1998,NUTS,2010,DEB1,2,5.058
1999,NUTS,2010,DEB1,2,5.918
2000,NUTS,2010,DEB1,2,5.947
2003,NUTS,2010,DEB1,2,8.108
2004,NUTS,2010,DEB1,2,28.187
2005,NUTS,2010,DEB1,2,7.394
2006,NUTS,2010,DEB1,2,9.243
2007,NUTS,2010,DEB1,2,9.428
2008,NUTS,2010,DEB1,2,10.224
2009,NUTS,2010,DEB1,2,10.787
2010,NUTS,2010,DEB1,2,12.179
2011,NUTS,2010,DEB1,2,11.91
2012,NUTS,2010,DEB1,2,13.135
2013,NUTS,2010,DEB1,2,21.707
2014,NUTS,2010,DEB1,2,18.554
2015,NUTS,2010,DEB1,2,15.603
2016,NUTS,2010,DEB1,2,14.54
2017,NUTS,2010,DEB1,2,16.005
2018,NUTS,2010,DEB1,2,16.142
2019,NUTS,2010,DEB1,2,20.153
1995,NUTS,2010,DEB2,2,10.284
1996,NUTS,2010,DEB2,2,11.242
1997,NUTS,2010,DEB2,2,10.175
1998,NUTS,2010,DEB2,2,12.144
1999,NUTS,2010,DEB2,2,11.837
2000,NUTS,2010,DEB2,2,9.912
2003,NUTS,2010,DEB2,2,5.782
2004,NUTS,2010,DEB2,2,6.142
2005,NUTS,2010,DEB2,2,7.121
2006,NUTS,2010,DEB2,2,9.223
2007,NUTS,2010,DEB2,2,10.781
2008,NUTS,2010,DEB2,2,8.186
2009,NUTS,2010,DEB2,2,11.683
2010,NUTS,2010,DEB2,2,8.427
2011,NUTS,2010,DEB2,2,8.307
2012,NUTS,2010,DEB2,2,9.328
2013,NUTS,2010,DEB2,2,3.561
2014,NUTS,2010,DEB2,2,3.433
2015,NUTS,2010,DEB2,2,3.305
2016,NUTS,2010,DEB2,2,3.585
2017,NUTS,2010,DEB2,2,3.381
2018,NUTS,2010,DEB2,2,3.885
2019,NUTS,2010,DEB2,2,5.992
1995,NUTS,2010,DEB3,2,83.783
1996,NUTS,2010,DEB3,2,88.388
1997,NUTS,2010,DEB3,2,100.256
1998,NUTS,2010,DEB3,2,103.232
1999,NUTS,2010,DEB3,2,100.611
2000,NUTS,2010,DEB3,2,106.062
2003,NUTS,2010,DEB3,2,121.566
2004,NUTS,2010,DEB3,2,117.033
2005,NUTS,2010,DEB3,2,134.547
2006,NUTS,2010,DEB3,2,136.162
2007,NUTS,2010,DEB3,2,123.848
2008,NUTS,2010,DEB3,2,130.998
2009,NUTS,2010,DEB3,2,133.669
2010,NUTS,2010,DEB3,2,150.067
2011,NUTS,2010,DEB3,2,161.409
2012,NUTS,2010,DEB3,2,148.359
2013,NUTS,2010,DEB3,2,148.84
2014,NUTS,2010,DEB3,2,131.833
2015,NUTS,2010,DEB3,2,151.998
2016,NUTS,2010,DEB3,2,171.666
2017,NUTS,2010,DEB3,2,189.237
2018,NUTS,2010,DEB3,2,193.622
2019,NUTS,2010,DEB3,2,203.888
1991,NUTS,2010,DEC,1,23.178
1993,NUTS,2010,DEC,1,34.038
1994,NUTS,2010,DEC,1,36.693
1995,NUTS,2010,DEC,1,40.605
1996,NUTS,2010,DEC,1,42.41
1997,NUTS,2010,DEC,1,47.118
1998,NUTS,2010,DEC,1,43.015
1999,NUTS,2010,DEC,1,47.346
2000,NUTS,2010,DEC,1,46.588
2003,NUTS,2010,DEC,1,59.07
2004,NUTS,2010,DEC,1,62.016
2005,NUTS,2010,DEC,1,76.797
2006,NUTS,2010,DEC,1,77.568
2007,NUTS,2010,DEC,1,81.608
2008,NUTS,2010,DEC,1,96.363
2009,NUTS,2010,DEC,1,95.49
2010,NUTS,2010,DEC,1,111.376
2011,NUTS,2010,DEC,1,119.153
2012,NUTS,2010,DEC,1,117.615
2013,NUTS,2010,DEC,1,112.941
2014,NUTS,2010,DEC,1,114.063
2015,NUTS,2010,DEC,1,106.784
2016,NUTS,2010,DEC,1,94.656
2017,NUTS,2010,DEC,1,101.097
2018,NUTS,2010,DEC,1,101.381
2019,NUTS,2010,DEC,1,118.536
1993,NUTS,2010,DEC0,2,34.038
1994,NUTS,2010,DEC0,2,36.693
1995,NUTS,2010,DEC0,2,40.605
1996,NUTS,2010,DEC0,2,42.41
1997,NUTS,2010,DEC0,2,47.118
1998,NUTS,2010,DEC0,2,43.015
1999,NUTS,2010,DEC0,2,47.346
2000,NUTS,2010,DEC0,2,46.588
2003,NUTS,2010,DEC0,2,59.07
2004,NUTS,2010,DEC0,2,62.016
2005,NUTS,2010,DEC0,2,76.797
2006,NUTS,2010,DEC0,2,77.568
2007,NUTS,2010,DEC0,2,81.608
2008,NUTS,2010,DEC0,2,96.363
2009,NUTS,2010,DEC0,2,95.49
2010,NUTS,2010,DEC0,2,111.376
2011,NUTS,2010,DEC0,2,119.153
2012,NUTS,2010,DEC0,2,117.615
2013,NUTS,2010,DEC0,2,112.941
2014,NUTS,2010,DEC0,2,114.063
2015,NUTS,2010,DEC0,2,106.784
2016,NUTS,2010,DEC0,2,94.656
2017,NUTS,2010,DEC0,2,101.097
2018,NUTS,2010,DEC0,2,101.381
2019,NUTS,2010,DEC0,2,118.536
1993,NUTS,2010,DED,1,282.314
1994,NUTS,2010,DED,1,286.737
1995,NUTS,2010,DED,1,326.396
1996,NUTS,2010,DED,1,349.475
1997,NUTS,2010,DED,1,352.581
1998,NUTS,2010,DED,1,389.154
1999,NUTS,2010,DED,1,441.897
2000,NUTS,2010,DED,1,458.941
2003,NUTS,2010,DED,1,474.076
2004,NUTS,2010,DED,1,478.382
2005,NUTS,2010,DED,1,518.015
2006,NUTS,2010,DED,1,531.667
2007,NUTS,2010,DED,1,563.076
2008,NUTS,2010,DED,1,614.535
2009,NUTS,2010,DED,1,675.553
2010,NUTS,2010,DED,1,699.629
2011,NUTS,2010,DED,1,739.807
2012,NUTS,2010,DED,1,692.743
2013,NUTS,2010,DED,1,719.427
2014,NUTS,2010,DED,1,650.637
2015,NUTS,2010,DED,1,723.188
2016,NUTS,2010,DED,1,738.845
2017,NUTS,2010,DED,1,764.638
2018,NUTS,2010,DED,1,783.583
2019,NUTS,2010,DED,1,821.53
1998,NUTS,2010,DED2,2,237.344
1999,NUTS,2010,DED2,2,267.308
2000,NUTS,2010,DED2,2,298.361
2003,NUTS,2010,DED2,2,297.254
2004,NUTS,2010,DED2,2,184.41
2005,NUTS,2010,DED2,2,346.754
2006,NUTS,2010,DED2,2,331.953
2007,NUTS,2010,DED2,2,346.176
2008,NUTS,2010,DED2,2,361.93
2009,NUTS,2010,DED2,2,406.319
2010,NUTS,2010,DED2,2,435.152
2011,NUTS,2010,DED2,2,461.602
2012,NUTS,2010,DED2,2,438.921
2013,NUTS,2010,DED2,2,452.375
2014,NUTS,2010,DED2,2,416.991
2015,NUTS,2010,DED2,2,434.616
2016,NUTS,2010,DED2,2,461.812
2017,NUTS,2010,DED2,2,474.194
2018,NUTS,2010,DED2,2,479.08
2019,NUTS,2010,DED2,2,499.166
2009,NUTS,2010,DED4,2,69.698
2010,NUTS,2010,DED4,2,64.368
2011,NUTS,2010,DED4,2,69.133
2012,NUTS,2010,DED4,2,69.288
2013,NUTS,2010,DED4,2,79.001
2014,NUTS,2010,DED4,2,76.023
2015,NUTS,2010,DED4,2,76.622
2016,NUTS,2010,DED4,2,79.304
2017,NUTS,2010,DED4,2,81.561
2018,NUTS,2010,DED4,2,85.772
2019,NUTS,2010,DED4,2,87.248
2009,NUTS,2010,DED5,2,199.531
2010,NUTS,2010,DED5,2,200.029
2011,NUTS,2010,DED5,2,209.067
2012,NUTS,2010,DED5,2,184.534
2013,NUTS,2010,DED5,2,188.051
2014,NUTS,2010,DED5,2,157.623
2015,NUTS,2010,DED5,2,211.951
2016,NUTS,2010,DED5,2,197.728
2017,NUTS,2010,DED5,2,208.883
2018,NUTS,2010,DED5,2,218.73
2019,NUTS,2010,DED5,2,235.116
1993,NUTS,2010,DEE,1,118.203
1994,NUTS,2010,DEE,1,135.761
1995,NUTS,2010,DEE,1,128.5
1996,NUTS,2010,DEE,1,133.357
1997,NUTS,2010,DEE,1,132.685
1998,NUTS,2010,DEE,1,145.742
1999,NUTS,2010,DEE,1,139.079
2000,NUTS,2010,DEE,1,173.466
2003,NUTS,2010,DEE,1,163.659
2004,NUTS,2010,DEE,1,172.587
2005,NUTS,2010,DEE,1,175.511
2006,NUTS,2010,DEE,1,198.835
2007,NUTS,2010,DEE,1,191.636
2008,NUTS,2010,DEE,1,187.793
2009,NUTS,2010,DEE,1,207.696
2010,NUTS,2010,DEE,1,219.185
2011,NUTS,2010,DEE,1,258.099
2012,NUTS,2010,DEE,1,232.047
2013,NUTS,2010,DEE,1,231.396
2014,NUTS,2010,DEE,1,227.439
2015,NUTS,2010,DEE,1,230.187
2016,NUTS,2010,DEE,1,235.515
2017,NUTS,2010,DEE,1,248.871
2018,NUTS,2010,DEE,1,253.635
2019,NUTS,2010,DEE,1,266.076
1993,NUTS,2010,DEE0,2,118.203
1994,NUTS,2010,DEE0,2,135.761
1995,NUTS,2010,DEE0,2,128.5
1996,NUTS,2010,DEE0,2,133.357
1997,NUTS,2010,DEE0,2,132.685
1998,NUTS,2010,DEE0,2,145.742
1999,NUTS,2010,DEE0,2,139.079
2000,NUTS,2010,DEE0,2,173.466
2003,NUTS,2010,DEE0,2,163.659
2004,NUTS,2010,DEE0,2,172.587
2005,NUTS,2010,DEE0,2,175.511
2006,NUTS,2010,DEE0,2,198.835
2007,NUTS,2010,DEE0,2,191.636
2008,NUTS,2010,DEE0,2,187.793
2009,NUTS,2010,DEE0,2,207.696
2010,NUTS,2010,DEE0,2,219.185
2011,NUTS,2010,DEE0,2,258.099
2012,NUTS,2010,DEE0,2,232.047
2013,NUTS,2010,DEE0,2,231.396
2014,NUTS,2010,DEE0,2,227.439
2015,NUTS,2010,DEE0,2,230.187
2016,NUTS,2010,DEE0,2,235.515
2017,NUTS,2010,DEE0,2,248.871
2018,NUTS,2010,DEE0,2,253.635
2019,NUTS,2010,DEE0,2,266.076
1991,NUTS,2010,DEF,1,134.018
1993,NUTS,2010,DEF,1,181.893
1994,NUTS,2010,DEF,1,169.84
1995,NUTS,2010,DEF,1,169.627
1996,NUTS,2010,DEF,1,183.421
1997,NUTS,2010,DEF,1,175.937
1998,NUTS,2010,DEF,1,179.651
1999,NUTS,2010,DEF,1,195.303
2000,NUTS,2010,DEF,1,200.229
2003,NUTS,2010,DEF,1,195.465
2004,NUTS,2010,DEF,1,196.327
2005,NUTS,2010,DEF,1,193.843
2006,NUTS,2010,DEF,1,201.489
2007,NUTS,2010,DEF,1,202.239
2008,NUTS,2010,DEF,1,213.333
2009,NUTS,2010,DEF,1,222.77
2010,NUTS,2010,DEF,1,230.564
2011,NUTS,2010,DEF,1,240.247
2012,NUTS,2010,DEF,1,254.187
2013,NUTS,2010,DEF,1,255.801
2014,NUTS,2010,DEF,1,278.716
2015,NUTS,2010,DEF,1,242.237
2016,NUTS,2010,DEF,1,239.744
2017,NUTS,2010,DEF,1,249.892
2018,NUTS,2010,DEF,1,250.944
2019,NUTS,2010,DEF,1,267.398
1991,NUTS,2010,DEF0,2,134.018
1993,NUTS,2010,DEF0,2,181.893
1994,NUTS,2010,DEF0,2,169.84
1995,NUTS,2010,DEF0,2,169.627
1996,NUTS,2010,DEF0,2,183.421
1997,NUTS,2010,DEF0,2,175.937
1998,NUTS,2010,DEF0,2,179.651
1999,NUTS,2010,DEF0,2,195.303
2000,NUTS,2010,DEF0,2,200.229
2003,NUTS,2010,DEF0,2,195.465
2004,NUTS,2010,DEF0,2,196.327
2005,NUTS,2010,DEF0,2,193.843
2006,NUTS,2010,DEF0,2,201.489
2007,NUTS,2010,DEF0,2,202.239
2008,NUTS,2010,DEF0,2,213.333
2009,NUTS,2010,DEF0,2,222.77
2010,NUTS,2010,DEF0,2,230.564
2011,NUTS,2010,DEF0,2,240.247
2012,NUTS,2010,DEF0,2,254.187
2013,NUTS,2010,DEF0,2,255.801
2014,NUTS,2010,DEF0,2,278.716
2015,NUTS,2010,DEF0,2,242.237
2016,NUTS,2010,DEF0,2,239.744
2017,NUTS,2010,DEF0,2,249.892
2018,NUTS,2010,DEF0,2,250.944
2019,NUTS,2010,DEF0,2,267.398
1993,NUTS,2010,DEG,1,102.897
1994,NUTS,2010,DEG,1,111.125
1995,NUTS,2010,DEG,1,111.54
1996,NUTS,2010,DEG,1,120.066
1997,NUTS,2010,DEG,1,126.217
1998,NUTS,2010,DEG,1,147.266
1999,NUTS,2010,DEG,1,134.147
2000,NUTS,2010,DEG,1,159.589
2003,NUTS,2010,DEG,1,154.973
2004,NUTS,2010,DEG,1,168.385
2005,NUTS,2010,DEG,1,157.778
2006,NUTS,2010,DEG,1,164.575
2007,NUTS,2010,DEG,1,186.192
2008,NUTS,2010,DEG,1,208.377
2009,NUTS,2010,DEG,1,214.334
2010,NUTS,2010,DEG,1,219.506
2011,NUTS,2010,DEG,1,232.337
2012,NUTS,2010,DEG,1,236.218
2013,NUTS,2010,DEG,1,231.905
2014,NUTS,2010,DEG,1,227.368
2015,NUTS,2010,DEG,1,221.201
2016,NUTS,2010,DEG,1,226.897
2017,NUTS,2010,DEG,1,238.952
2018,NUTS,2010,DEG,1,252.106
2019,NUTS,2010,DEG,1,255.392
1993,NUTS,2010,DEG0,2,102.897
1994,NUTS,2010,DEG0,2,111.125
1995,NUTS,2010,DEG0,2,111.54
1996,NUTS,2010,DEG0,2,120.066
1997,NUTS,2010,DEG0,2,126.217
1998,NUTS,2010,DEG0,2,147.266
1999,NUTS,2010,DEG0,2,134.147
2000,NUTS,2010,DEG0,2,159.589
2003,NUTS,2010,DEG0,2,154.973
2004,NUTS,2010,DEG0,2,168.385
2005,NUTS,2010,DEG0,2,157.778
2006,NUTS,2010,DEG0,2,164.575
2007,NUTS,2010,DEG0,2,186.192
2008,NUTS,2010,DEG0,2,208.377
2009,NUTS,2010,DEG0,2,214.334
2010,NUTS,2010,DEG0,2,219.506
2011,NUTS,2010,DEG0,2,232.337
2012,NUTS,2010,DEG0,2,236.218
2013,NUTS,2010,DEG0,2,231.905
2014,NUTS,2010,DEG0,2,227.368
2015,NUTS,2010,DEG0,2,221.201
2016,NUTS,2010,DEG0,2,226.897
2017,NUTS,2010,DEG0,2,238.952
2018,NUTS,2010,DEG0,2,252.106
2019,NUTS,2010,DEG0,2,255.392
1991,NUTS,2010,DEZ,1,1543.203
1993,NUTS,2010,DEZ,1,35.885
1994,NUTS,2010,DEZ,1,33.023
1995,NUTS,2010,DEZ,1,33.407
1996,NUTS,2010,DEZ,1,35.765
1997,NUTS,2010,DEZ,1,45.056
1998,NUTS,2010,DEZ,1,43.52
1999,NUTS,2010,DEZ,1,43.401
2000,NUTS,2010,DEZ,1,47.579
2003,NUTS,2010,DEZ,1,53.618
2004,NUTS,2010,DEZ,1,42.073
2005,NUTS,2010,DEZ,1,53.575
2006,NUTS,2010,DEZ,1,51.774
2007,NUTS,2010,DEZ,1,54.284
2008,NUTS,2010,DEZ,1,63.351
2009,NUTS,2010,DEZ,1,66.397
2010,NUTS,2010,DEZ,1,72.688
2011,NUTS,2010,DEZ,1,75.426
2012,NUTS,2010,DEZ,1,76.656
2013,NUTS,2010,DEZ,1,70.74
2014,NUTS,2010,DEZ,1,84.094
2015,NUTS,2010,DEZ,1,72.479
2016,NUTS,2010,DEZ,1,75.567
2017,NUTS,2010,DEZ,1,79.515
2018,NUTS,2010,DEZ,1,72.323
2019,NUTS,2010,DEZ,1,74.668
1991,NUTS,2010,DEZZ,2,1543.203
1993,NUTS,2010,DEZZ,2,35.885
1994,NUTS,2010,DEZZ,2,33.023
1995,NUTS,2010,DEZZ,2,33.407
1996,NUTS,2010,DEZZ,2,35.765
1997,NUTS,2010,DEZZ,2,45.056
1998,NUTS,2010,DEZZ,2,43.52
1999,NUTS,2010,DEZZ,2,43.401
2000,NUTS,2010,DEZZ,2,47.579
2003,NUTS,2010,DEZZ,2,53.618
2004,NUTS,2010,DEZZ,2,42.073
2005,NUTS,2010,DEZZ,2,53.575
2006,NUTS,2010,DEZZ,2,51.774
2007,NUTS,2010,DEZZ,2,54.284
2008,NUTS,2010,DEZZ,2,63.351
2009,NUTS,2010,DEZZ,2,66.397
2010,NUTS,2010,DEZZ,2,72.688
2011,NUTS,2010,DEZZ,2,75.426
2012,NUTS,2010,DEZZ,2,76.656
2013,NUTS,2010,DEZZ,2,70.74
2014,NUTS,2010,DEZZ,2,84.094
2015,NUTS,2010,DEZZ,2,72.479
2016,NUTS,2010,DEZZ,2,75.567
2017,NUTS,2010,DEZZ,2,79.515
2018,NUTS,2010,DEZZ,2,72.323
2019,NUTS,2010,DEZZ,2,74.668
1981,NUTS,2010,DK,0,202.382
1982,NUTS,2010,DK,0,209.263
1983,NUTS,2010,DK,0,214.493
1984,NUTS,2010,DK,0,221.081
1985,NUTS,2010,DK,0,229.712
1986,NUTS,2010,DK,0,256.333
1987,NUTS,2010,DK,0,274.927
1988,NUTS,2010,DK,0,287.68
1989,NUTS,2010,DK,0,296.157
1990,NUTS,2010,DK,0,303.42
1991,NUTS,2010,DK,0,309.829
1992,NUTS,2010,DK,0,322.97
1993,NUTS,2010,DK,0,339.19
1995,NUTS,2010,DK,0,372.087
1996,NUTS,2010,DK,0,369.884
1997,NUTS,2010,DK,0,378.282
1998,NUTS,2010,DK,0,381.856
1999,NUTS,2010,DK,0,422.771
2000,NUTS,2010,DK,0,391.784
2001,NUTS,2010,DK,0,391.216
2002,NUTS,2010,DK,0,258.372
2003,NUTS,2010,DK,0,253.745
2004,NUTS,2010,DK,0,245.89
2005,NUTS,2010,DK,0,233.983
2006,NUTS,2010,DK,0,248.268
2007,NUTS,2010,DK,0,129.411
2008,NUTS,2010,DK,0,114.223
2009,NUTS,2010,DK,0,95.082
2010,NUTS,2010,DK,0,98.64
2011,NUTS,2010,DK,0,92.697
2012,NUTS,2010,DK,0,110.077
2013,NUTS,2010,DK,0,109.841
2014,NUTS,2010,DK,0,106.624
2015,NUTS,2010,DK,0,111.297
2016,NUTS,2010,DK,0,115.413
2017,NUTS,2010,DK,0,155.876
2018,NUTS,2010,DK,0,152.287
2019,NUTS,2010,DK,0,154.047
2020,NUTS,2010,DK,0,163.71
1981,NUTS,2010,DK0,1,202.382
1982,NUTS,2010,DK0,1,209.263
1983,NUTS,2010,DK0,1,214.493
1984,NUTS,2010,DK0,1,221.081
1985,NUTS,2010,DK0,1,229.712
1986,NUTS,2010,DK0,1,256.333
1987,NUTS,2010,DK0,1,274.927
1988,NUTS,2010,DK0,1,287.68
1989,NUTS,2010,DK0,1,296.157
1990,NUTS,2010,DK0,1,303.42
1991,NUTS,2010,DK0,1,309.829
1992,NUTS,2010,DK0,1,322.97
1993,NUTS,2010,DK0,1,339.19
1995,NUTS,2010,DK0,1,372.087
1996,NUTS,2010,DK0,1,369.884
1997,NUTS,2010,DK0,1,378.282
1998,NUTS,2010,DK0,1,381.856
1999,NUTS,2010,DK0,1,422.771
2000,NUTS,2010,DK0,1,391.784
2001,NUTS,2010,DK0,1,396.341
2002,NUTS,2010,DK0,1,258.372
2003,NUTS,2010,DK0,1,253.795
2004,NUTS,2010,DK0,1,245.832
2005,NUTS,2010,DK0,1,233.983
2006,NUTS,2010,DK0,1,248.268
2007,NUTS,2010,DK0,1,129.411
2008,NUTS,2010,DK0,1,114.223
2009,NUTS,2010,DK0,1,93.489
2010,NUTS,2010,DK0,1,98.64
2011,NUTS,2010,DK0,1,97.716
2012,NUTS,2010,DK0,1,110.077
2013,NUTS,2010,DK0,1,109.833
