year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_fte_total_t
2019,NUTS,2010,DED,1,32263.0
2011,NUTS,2010,DED2,2,13998.0
2013,NUTS,2010,DED2,2,11883.0
2015,NUTS,2010,DED2,2,14833.0
2017,NUTS,2010,DED2,2,16116.0
2019,NUTS,2010,DED2,2,17149.0
2011,NUTS,2010,DED4,2,6874.0
2013,NUTS,2010,DED4,2,9901.0
2015,NUTS,2010,DED4,2,7523.0
2017,NUTS,2010,DED4,2,7900.0
2019,NUTS,2010,DED4,2,8339.0
2011,NUTS,2010,DED5,2,5161.0
2013,NUTS,2010,DED5,2,4951.0
2015,NUTS,2010,DED5,2,5717.0
2017,NUTS,2010,DED5,2,6340.0
2019,NUTS,2010,DED5,2,6777.0
2011,NUTS,2010,DEE,1,7489.0
2013,NUTS,2010,DEE,1,7791.0
2015,NUTS,2010,DEE,1,7312.0
2017,NUTS,2010,DEE,1,7617.0
2019,NUTS,2010,DEE,1,8184.0
2011,NUTS,2010,DEE0,2,7489.0
2013,NUTS,2010,DEE0,2,7791.0
2015,NUTS,2010,DEE0,2,7312.0
2017,NUTS,2010,DEE0,2,7617.0
2019,NUTS,2010,DEE0,2,8184.0
2011,NUTS,2010,DEF,1,9862.0
2013,NUTS,2010,DEF,1,10498.0
2015,NUTS,2010,DEF,1,10551.0
2017,NUTS,2010,DEF,1,11400.0
2019,NUTS,2010,DEF,1,12163.0
2011,NUTS,2010,DEF0,2,9862.0
2013,NUTS,2010,DEF0,2,10498.0
2015,NUTS,2010,DEF0,2,10551.0
2017,NUTS,2010,DEF0,2,11400.0
2019,NUTS,2010,DEF0,2,12163.0
2011,NUTS,2010,DEG,1,10848.0
2013,NUTS,2010,DEG,1,10960.0
2015,NUTS,2010,DEG,1,10875.0
2017,NUTS,2010,DEG,1,11824.0
2019,NUTS,2010,DEG,1,12551.0
2011,NUTS,2010,DEG0,2,10848.0
2013,NUTS,2010,DEG0,2,10960.0
2015,NUTS,2010,DEG0,2,10875.0
2017,NUTS,2010,DEG0,2,11824.0
2019,NUTS,2010,DEG0,2,12551.0
2011,NUTS,2010,DEZ,1,11212.0
2013,NUTS,2010,DEZ,1,11021.0
2015,NUTS,2010,DEZ,1,12534.0
2017,NUTS,2010,DEZ,1,11510.0
2019,NUTS,2010,DEZ,1,10196.0
2011,NUTS,2010,DEZZ,2,11212.0
2013,NUTS,2010,DEZZ,2,11021.0
2015,NUTS,2010,DEZZ,2,12534.0
2017,NUTS,2010,DEZZ,2,11510.0
2019,NUTS,2010,DEZZ,2,10196.0
2011,NUTS,2010,DK,0,57585.0
2012,NUTS,2010,DK,0,57734.0
2013,NUTS,2010,DK,0,57744.0
2014,NUTS,2010,DK,0,58361.0
2015,NUTS,2010,DK,0,60243.0
2016,NUTS,2010,DK,0,62775.0
2017,NUTS,2010,DK,0,60240.0
2018,NUTS,2010,DK,0,59778.0
2019,NUTS,2010,DK,0,62229.0
2020,NUTS,2010,DK,0,62049.0
2011,NUTS,2010,DK0,1,56126.0
2012,NUTS,2010,DK0,1,57734.0
2013,NUTS,2010,DK0,1,58246.0
2014,NUTS,2010,DK0,1,58361.0
2015,NUTS,2010,DK0,1,60244.0
2016,NUTS,2010,DK0,1,62775.0
2017,NUTS,2010,DK0,1,60240.0
2018,NUTS,2010,DK0,1,59778.0
2019,NUTS,2010,DK0,1,62229.0
2011,NUTS,2010,DK01,2,34673.0
2012,NUTS,2010,DK01,2,35093.0
2013,NUTS,2010,DK01,2,35158.0
2014,NUTS,2010,DK01,2,35494.0
2015,NUTS,2010,DK01,2,36429.0
2016,NUTS,2010,DK01,2,37749.0
2017,NUTS,2010,DK01,2,37767.0
2019,NUTS,2010,DK01,2,38345.0
2011,NUTS,2010,DK02,2,2778.0
2012,NUTS,2010,DK02,2,2617.0
2013,NUTS,2010,DK02,2,2434.0
2014,NUTS,2010,DK02,2,2493.0
2015,NUTS,2010,DK02,2,2584.0
2016,NUTS,2010,DK02,2,2796.0
2017,NUTS,2010,DK02,2,3006.0
2019,NUTS,2010,DK02,2,2903.0
2011,NUTS,2010,DK03,2,6323.0
2012,NUTS,2010,DK03,2,6662.0
2013,NUTS,2010,DK03,2,6756.0
2014,NUTS,2010,DK03,2,7259.0
2015,NUTS,2010,DK03,2,7567.0
2016,NUTS,2010,DK03,2,7889.0
2017,NUTS,2010,DK03,2,5390.0
2019,NUTS,2010,DK03,2,5847.0
2011,NUTS,2010,DK04,2,9839.0
2012,NUTS,2010,DK04,2,10930.0
2013,NUTS,2010,DK04,2,11133.0
2014,NUTS,2010,DK04,2,10405.0
2015,NUTS,2010,DK04,2,10963.0
2016,NUTS,2010,DK04,2,11052.0
2017,NUTS,2010,DK04,2,10593.0
2019,NUTS,2010,DK04,2,11630.0
2011,NUTS,2010,DK05,2,2513.0
2012,NUTS,2010,DK05,2,2454.0
2013,NUTS,2010,DK05,2,2765.0
2014,NUTS,2010,DK05,2,2711.0
2015,NUTS,2010,DK05,2,2700.0
2016,NUTS,2010,DK05,2,3289.0
2017,NUTS,2010,DK05,2,3485.0
2019,NUTS,2010,DK05,2,3505.0
2011,NUTS,2010,EA19,2,1888457.0
2012,NUTS,2010,EA19,2,1936991.0
2013,NUTS,2010,EA19,2,1962509.0
2014,NUTS,2010,EA19,2,1990705.0
2015,NUTS,2010,EA19,2,2056908.0
2016,NUTS,2010,EA19,2,2120544.0
2017,NUTS,2010,EA19,2,2221768.0
2018,NUTS,2010,EA19,2,2317640.0
2019,NUTS,2010,EA19,2,2394394.0
2020,NUTS,2010,EA19,2,2418300.0
2011,NUTS,2010,EE,0,5724.0
2012,NUTS,2010,EE,0,5855.0
2013,NUTS,2010,EE,0,5858.0
2014,NUTS,2010,EE,0,5790.0
2015,NUTS,2010,EE,0,5636.0
2016,NUTS,2010,EE,0,5701.0
2017,NUTS,2010,EE,0,6048.0
2018,NUTS,2010,EE,0,6183.0
2019,NUTS,2010,EE,0,6394.0
2020,NUTS,2010,EE,0,6491.0
2011,NUTS,2010,EL,0,36913.0
2012,NUTS,2010,EL,0,37361.0
2013,NUTS,2010,EL,0,42188.0
2014,NUTS,2010,EL,0,43316.0
2015,NUTS,2010,EL,0,49658.0
2016,NUTS,2010,EL,0,41790.0
2017,NUTS,2010,EL,0,47585.0
2018,NUTS,2010,EL,0,51279.0
2019,NUTS,2010,EL,0,53932.0
2020,NUTS,2010,EL,0,57059.0
2011,NUTS,2010,EL3,1,16137.0
2013,NUTS,2010,EL3,1,20243.0
2015,NUTS,2010,EL3,1,24426.0
2017,NUTS,2010,EL3,1,23783.0
2019,NUTS,2010,EL3,1,27170.0
2011,NUTS,2010,EL30,2,16137.0
2013,NUTS,2010,EL30,2,20243.0
2015,NUTS,2010,EL30,2,24426.0
2017,NUTS,2010,EL30,2,23783.0
2019,NUTS,2010,EL30,2,27170.0
2011,NUTS,2010,EL4,1,5024.0
2013,NUTS,2010,EL4,1,5198.0
2015,NUTS,2010,EL4,1,5254.0
2017,NUTS,2010,EL4,1,4808.0
2019,NUTS,2010,EL4,1,5045.0
2011,NUTS,2010,EL41,2,754.0
2013,NUTS,2010,EL41,2,627.0
2015,NUTS,2010,EL41,2,743.0
2017,NUTS,2010,EL41,2,655.0
2019,NUTS,2010,EL41,2,664.0
2011,NUTS,2010,EL42,2,599.0
2013,NUTS,2010,EL42,2,520.0
2015,NUTS,2010,EL42,2,463.0
2017,NUTS,2010,EL42,2,447.0
2019,NUTS,2010,EL42,2,422.0
2011,NUTS,2010,EL43,2,3671.0
2013,NUTS,2010,EL43,2,4051.0
2015,NUTS,2010,EL43,2,4048.0
2017,NUTS,2010,EL43,2,3706.0
2019,NUTS,2010,EL43,2,3959.0
2011,NUTS,2010,EL5,1,9636.0
2013,NUTS,2010,EL5,1,10736.0
2015,NUTS,2010,EL5,1,11887.0
2017,NUTS,2010,EL5,1,10692.0
2019,NUTS,2010,EL5,1,12158.0
2011,NUTS,2010,EL51,2,1509.0
2013,NUTS,2010,EL51,2,1925.0
2015,NUTS,2010,EL51,2,1726.0
2017,NUTS,2010,EL51,2,1580.0
2019,NUTS,2010,EL51,2,1714.0
2011,NUTS,2010,EL52,2,6347.0
2013,NUTS,2010,EL52,2,6822.0
2015,NUTS,2010,EL52,2,7624.0
2017,NUTS,2010,EL52,2,7187.0
2019,NUTS,2010,EL52,2,8113.0
2011,NUTS,2010,EL53,2,639.0
2013,NUTS,2010,EL53,2,473.0
2015,NUTS,2010,EL53,2,760.0
2017,NUTS,2010,EL53,2,609.0
2019,NUTS,2010,EL53,2,665.0
2011,NUTS,2010,EL54,2,1141.0
2013,NUTS,2010,EL54,2,1517.0
2015,NUTS,2010,EL54,2,1776.0
2017,NUTS,2010,EL54,2,1316.0
2019,NUTS,2010,EL54,2,1667.0
2011,NUTS,2010,EL6,1,6116.0
2013,NUTS,2010,EL6,1,6011.0
2015,NUTS,2010,EL6,1,8091.0
2017,NUTS,2010,EL6,1,8302.0
2019,NUTS,2010,EL6,1,9560.0
2011,NUTS,2010,EL61,2,2165.0
2013,NUTS,2010,EL61,2,1676.0
2015,NUTS,2010,EL61,2,1953.0
2017,NUTS,2010,EL61,2,2014.0
2019,NUTS,2010,EL61,2,2676.0
2011,NUTS,2010,EL62,2,206.0
2013,NUTS,2010,EL62,2,327.0
2015,NUTS,2010,EL62,2,866.0
2017,NUTS,2010,EL62,2,708.0
2019,NUTS,2010,EL62,2,763.0
2011,NUTS,2010,EL63,2,2133.0
2013,NUTS,2010,EL63,2,2352.0
2015,NUTS,2010,EL63,2,2994.0
2017,NUTS,2010,EL63,2,3921.0
2019,NUTS,2010,EL63,2,3869.0
2011,NUTS,2010,EL64,2,749.0
2013,NUTS,2010,EL64,2,777.0
2015,NUTS,2010,EL64,2,1030.0
2017,NUTS,2010,EL64,2,796.0
2019,NUTS,2010,EL64,2,958.0
2011,NUTS,2010,EL65,2,864.0
2013,NUTS,2010,EL65,2,879.0
2015,NUTS,2010,EL65,2,1247.0
2017,NUTS,2010,EL65,2,864.0
2019,NUTS,2010,EL65,2,1293.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,215079.0
2012,NUTS,2010,ES,0,208831.0
2013,NUTS,2010,ES,0,203302.0
2014,NUTS,2010,ES,0,200233.0
2015,NUTS,2010,ES,0,200866.0
2016,NUTS,2010,ES,0,205873.0
2017,NUTS,2010,ES,0,215745.0
2018,NUTS,2010,ES,0,225696.0
2019,NUTS,2010,ES,0,231413.0
2020,NUTS,2010,ES,0,231769.0
2011,NUTS,2010,ES1,1,15930.0
2012,NUTS,2010,ES1,1,14954.0
2013,NUTS,2010,ES1,1,14538.0
2014,NUTS,2010,ES1,1,14301.0
2015,NUTS,2010,ES1,1,13820.0
2016,NUTS,2010,ES1,1,14331.0
2017,NUTS,2010,ES1,1,15253.0
2018,NUTS,2010,ES1,1,15809.0
2019,NUTS,2010,ES1,1,16677.0
2011,NUTS,2010,ES11,2,10146.0
2012,NUTS,2010,ES11,2,9509.0
2013,NUTS,2010,ES11,2,9386.0
2014,NUTS,2010,ES11,2,9405.0
2015,NUTS,2010,ES11,2,9038.0
2016,NUTS,2010,ES11,2,9367.0
2017,NUTS,2010,ES11,2,10266.0
2018,NUTS,2010,ES11,2,10631.0
2019,NUTS,2010,ES11,2,11085.0
2011,NUTS,2010,ES12,2,3679.0
2012,NUTS,2010,ES12,2,3426.0
2013,NUTS,2010,ES12,2,3372.0
2014,NUTS,2010,ES12,2,3115.0
2015,NUTS,2010,ES12,2,2999.0
2016,NUTS,2010,ES12,2,3127.0
2017,NUTS,2010,ES12,2,3264.0
2018,NUTS,2010,ES12,2,3331.0
2019,NUTS,2010,ES12,2,3713.0
2011,NUTS,2010,ES13,2,2105.0
2012,NUTS,2010,ES13,2,2019.0
2013,NUTS,2010,ES13,2,1780.0
2014,NUTS,2010,ES13,2,1781.0
2015,NUTS,2010,ES13,2,1783.0
2016,NUTS,2010,ES13,2,1836.0
2017,NUTS,2010,ES13,2,1723.0
2018,NUTS,2010,ES13,2,1847.0
2019,NUTS,2010,ES13,2,1878.0
2011,NUTS,2010,ES2,1,31148.0
2012,NUTS,2010,ES2,1,31015.0
2013,NUTS,2010,ES2,1,29558.0
2014,NUTS,2010,ES2,1,29116.0
2015,NUTS,2010,ES2,1,29060.0
2016,NUTS,2010,ES2,1,29407.0
2017,NUTS,2010,ES2,1,30462.0
2018,NUTS,2010,ES2,1,31922.0
2019,NUTS,2010,ES2,1,32186.0
2011,NUTS,2010,ES21,2,17971.0
2012,NUTS,2010,ES21,2,18591.0
2013,NUTS,2010,ES21,2,18072.0
2014,NUTS,2010,ES21,2,17843.0
2015,NUTS,2010,ES21,2,17712.0
2016,NUTS,2010,ES21,2,17831.0
2017,NUTS,2010,ES21,2,18481.0
2018,NUTS,2010,ES21,2,19571.0
2019,NUTS,2010,ES21,2,19675.0
2011,NUTS,2010,ES22,2,5221.0
2012,NUTS,2010,ES22,2,4822.0
2013,NUTS,2010,ES22,2,4625.0
2014,NUTS,2010,ES22,2,4433.0
2015,NUTS,2010,ES22,2,4565.0
2016,NUTS,2010,ES22,2,4588.0
2017,NUTS,2010,ES22,2,4831.0
2018,NUTS,2010,ES22,2,4942.0
2019,NUTS,2010,ES22,2,4982.0
2011,NUTS,2010,ES23,2,1423.0
2012,NUTS,2010,ES23,2,1469.0
2013,NUTS,2010,ES23,2,1327.0
2014,NUTS,2010,ES23,2,1439.0
2015,NUTS,2010,ES23,2,1398.0
2016,NUTS,2010,ES23,2,1384.0
2017,NUTS,2010,ES23,2,1404.0
2018,NUTS,2010,ES23,2,1286.0
2019,NUTS,2010,ES23,2,1261.0
2011,NUTS,2010,ES24,2,6534.0
2012,NUTS,2010,ES24,2,6133.0
2013,NUTS,2010,ES24,2,5534.0
2014,NUTS,2010,ES24,2,5402.0
2015,NUTS,2010,ES24,2,5385.0
2016,NUTS,2010,ES24,2,5604.0
2017,NUTS,2010,ES24,2,5746.0
2018,NUTS,2010,ES24,2,6124.0
2019,NUTS,2010,ES24,2,6269.0
2011,NUTS,2010,ES3,1,51109.0
2012,NUTS,2010,ES3,1,48773.0
2013,NUTS,2010,ES3,1,47609.0
2014,NUTS,2010,ES3,1,46463.0
2015,NUTS,2010,ES3,1,47358.0
2016,NUTS,2010,ES3,1,48701.0
2017,NUTS,2010,ES3,1,51634.0
2018,NUTS,2010,ES3,1,54222.0
2019,NUTS,2010,ES3,1,55545.0
2011,NUTS,2010,ES30,2,51109.0
2012,NUTS,2010,ES30,2,48773.0
2013,NUTS,2010,ES30,2,47609.0
2014,NUTS,2010,ES30,2,46463.0
2015,NUTS,2010,ES30,2,47358.0
2016,NUTS,2010,ES30,2,48701.0
2017,NUTS,2010,ES30,2,51634.0
2018,NUTS,2010,ES30,2,54222.0
2019,NUTS,2010,ES30,2,55545.0
2011,NUTS,2010,ES4,1,15422.0
2012,NUTS,2010,ES4,1,14843.0
2013,NUTS,2010,ES4,1,13759.0
2014,NUTS,2010,ES4,1,13569.0
2015,NUTS,2010,ES4,1,13696.0
2016,NUTS,2010,ES4,1,13909.0
2017,NUTS,2010,ES4,1,14652.0
2018,NUTS,2010,ES4,1,15334.0
2019,NUTS,2010,ES4,1,16539.0
2011,NUTS,2010,ES41,2,9734.0
2012,NUTS,2010,ES41,2,9547.0
2013,NUTS,2010,ES41,2,8862.0
2014,NUTS,2010,ES41,2,8855.0
2015,NUTS,2010,ES41,2,8881.0
2016,NUTS,2010,ES41,2,8874.0
2017,NUTS,2010,ES41,2,9479.0
2018,NUTS,2010,ES41,2,9976.0
2019,NUTS,2010,ES41,2,10599.0
2011,NUTS,2010,ES42,2,3454.0
2012,NUTS,2010,ES42,2,3170.0
2013,NUTS,2010,ES42,2,2777.0
2014,NUTS,2010,ES42,2,2808.0
2015,NUTS,2010,ES42,2,2838.0
2016,NUTS,2010,ES42,2,3150.0
2017,NUTS,2010,ES42,2,3132.0
2018,NUTS,2010,ES42,2,3166.0
2019,NUTS,2010,ES42,2,3369.0
2011,NUTS,2010,ES43,2,2234.0
2012,NUTS,2010,ES43,2,2126.0
2013,NUTS,2010,ES43,2,2120.0
2014,NUTS,2010,ES43,2,1907.0
2015,NUTS,2010,ES43,2,1978.0
2016,NUTS,2010,ES43,2,1886.0
2017,NUTS,2010,ES43,2,2041.0
2018,NUTS,2010,ES43,2,2192.0
2019,NUTS,2010,ES43,2,2571.0
2011,NUTS,2010,ES5,1,66427.0
2012,NUTS,2010,ES5,1,65307.0
2013,NUTS,2010,ES5,1,64882.0
2014,NUTS,2010,ES5,1,64383.0
2015,NUTS,2010,ES5,1,64633.0
2016,NUTS,2010,ES5,1,67339.0
2017,NUTS,2010,ES5,1,69885.0
2018,NUTS,2010,ES5,1,73822.0
2019,NUTS,2010,ES5,1,75603.0
2011,NUTS,2010,ES51,2,44456.0
2012,NUTS,2010,ES51,2,44462.0
2013,NUTS,2010,ES51,2,44506.0
2014,NUTS,2010,ES51,2,43898.0
2015,NUTS,2010,ES51,2,44826.0
2016,NUTS,2010,ES51,2,46592.0
2017,NUTS,2010,ES51,2,48552.0
2018,NUTS,2010,ES51,2,51830.0
2019,NUTS,2010,ES51,2,52137.0
2011,NUTS,2010,ES52,2,19965.0
2012,NUTS,2010,ES52,2,18889.0
2013,NUTS,2010,ES52,2,18528.0
2014,NUTS,2010,ES52,2,18639.0
2015,NUTS,2010,ES52,2,18006.0
2016,NUTS,2010,ES52,2,18741.0
2017,NUTS,2010,ES52,2,19129.0
2018,NUTS,2010,ES52,2,19306.0
2019,NUTS,2010,ES52,2,20673.0
2011,NUTS,2010,ES53,2,2007.0
2012,NUTS,2010,ES53,2,1956.0
2013,NUTS,2010,ES53,2,1848.0
2014,NUTS,2010,ES53,2,1846.0
2015,NUTS,2010,ES53,2,1801.0
2016,NUTS,2010,ES53,2,2005.0
2017,NUTS,2010,ES53,2,2204.0
2018,NUTS,2010,ES53,2,2685.0
2019,NUTS,2010,ES53,2,2793.0
2011,NUTS,2010,ES6,1,31147.0
2012,NUTS,2010,ES6,1,30161.0
2013,NUTS,2010,ES6,1,29475.0
2014,NUTS,2010,ES6,1,29092.0
2015,NUTS,2010,ES6,1,29198.0
2016,NUTS,2010,ES6,1,28984.0
2017,NUTS,2010,ES6,1,30499.0
2018,NUTS,2010,ES6,1,30982.0
2019,NUTS,2010,ES6,1,31291.0
2011,NUTS,2010,ES61,2,25434.0
2012,NUTS,2010,ES61,2,24647.0
2013,NUTS,2010,ES61,2,24139.0
2014,NUTS,2010,ES61,2,23633.0
2015,NUTS,2010,ES61,2,23519.0
2016,NUTS,2010,ES61,2,23121.0
2017,NUTS,2010,ES61,2,24442.0
2018,NUTS,2010,ES61,2,24732.0
2019,NUTS,2010,ES61,2,24870.0
2011,NUTS,2010,ES62,2,5670.0
2012,NUTS,2010,ES62,2,5459.0
2013,NUTS,2010,ES62,2,5290.0
2014,NUTS,2010,ES62,2,5412.0
2015,NUTS,2010,ES62,2,5641.0
2016,NUTS,2010,ES62,2,5808.0
2017,NUTS,2010,ES62,2,5993.0
2018,NUTS,2010,ES62,2,6149.0
2019,NUTS,2010,ES62,2,6320.0
2011,NUTS,2010,ES63,2,16.0
2012,NUTS,2010,ES63,2,19.0
2013,NUTS,2010,ES63,2,15.0
2014,NUTS,2010,ES63,2,23.0
2015,NUTS,2010,ES63,2,22.0
2011,NUTS,2010,ES64,2,27.0
2012,NUTS,2010,ES64,2,35.0
2013,NUTS,2010,ES64,2,31.0
2014,NUTS,2010,ES64,2,25.0
2015,NUTS,2010,ES64,2,15.0
2011,NUTS,2010,ES7,1,3896.0
2012,NUTS,2010,ES7,1,3779.0
2013,NUTS,2010,ES7,1,3481.0
2014,NUTS,2010,ES7,1,3308.0
2015,NUTS,2010,ES7,1,3101.0
2016,NUTS,2010,ES7,1,3203.0
2017,NUTS,2010,ES7,1,3360.0
2018,NUTS,2010,ES7,1,3606.0
2019,NUTS,2010,ES7,1,3572.0
2011,NUTS,2010,ES70,2,3896.0
2012,NUTS,2010,ES70,2,3779.0
2013,NUTS,2010,ES70,2,3481.0
2014,NUTS,2010,ES70,2,3308.0
2015,NUTS,2010,ES70,2,3101.0
2016,NUTS,2010,ES70,2,3203.0
2017,NUTS,2010,ES70,2,3360.0
2018,NUTS,2010,ES70,2,3606.0
2019,NUTS,2010,ES70,2,3572.0
2011,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,2256720.0
2012,NUTS,2010,EU27_2020,7,2321035.0
2013,NUTS,2010,EU27_2020,7,2355600.0
2014,NUTS,2010,EU27_2020,7,2399423.0
2015,NUTS,2010,EU27_2020,7,2477699.0
2016,NUTS,2010,EU27_2020,7,2556167.0
2017,NUTS,2010,EU27_2020,7,2692860.0
2018,NUTS,2010,EU27_2020,7,2831817.0
2019,NUTS,2010,EU27_2020,7,2921544.0
2020,NUTS,2010,EU27_2020,7,2964580.0
2011,NUTS,2010,FI,0,54526.0
2012,NUTS,2010,FI,0,54047.0
2013,NUTS,2010,FI,0,52972.0
2014,NUTS,2010,FI,0,52130.0
2015,NUTS,2010,FI,0,50367.0
2016,NUTS,2010,FI,0,47429.0
2017,NUTS,2010,FI,0,48999.0
2018,NUTS,2010,FI,0,50011.0
2019,NUTS,2010,FI,0,51494.0
2020,NUTS,2010,FI,0,53519.0
2011,NUTS,2010,FI1,1,54466.0
2012,NUTS,2010,FI1,1,53990.0
2013,NUTS,2010,FI1,1,52926.0
2015,NUTS,2010,FI1,1,50334.0
2016,NUTS,2010,FI1,1,47365.0
2017,NUTS,2010,FI1,1,48947.0
2018,NUTS,2010,FI1,1,49937.0
2019,NUTS,2010,FI1,1,51446.0
2011,NUTS,2010,FI19,2,12139.0
2012,NUTS,2010,FI19,2,11687.0
2013,NUTS,2010,FI19,2,11321.0
2015,NUTS,2010,FI19,2,10972.0
2016,NUTS,2010,FI19,2,9655.0
2017,NUTS,2010,FI19,2,10027.0
2018,NUTS,2010,FI19,2,10257.0
2019,NUTS,2010,FI19,2,10651.0
2011,NUTS,2010,FI1B,2,24234.0
2012,NUTS,2010,FI1B,2,23913.0
2013,NUTS,2010,FI1B,2,23809.0
2015,NUTS,2010,FI1B,2,23771.0
2016,NUTS,2010,FI1B,2,22466.0
2017,NUTS,2010,FI1B,2,23152.0
2018,NUTS,2010,FI1B,2,23570.0
2019,NUTS,2010,FI1B,2,24365.0
2011,NUTS,2010,FI1C,2,7633.0
2012,NUTS,2010,FI1C,2,7700.0
2013,NUTS,2010,FI1C,2,7711.0
2015,NUTS,2010,FI1C,2,6730.0
2016,NUTS,2010,FI1C,2,6468.0
2017,NUTS,2010,FI1C,2,6464.0
2018,NUTS,2010,FI1C,2,6573.0
2019,NUTS,2010,FI1C,2,6611.0
2011,NUTS,2010,FI1D,2,10460.0
2012,NUTS,2010,FI1D,2,10691.0
2013,NUTS,2010,FI1D,2,10086.0
2015,NUTS,2010,FI1D,2,8862.0
2016,NUTS,2010,FI1D,2,8776.0
2017,NUTS,2010,FI1D,2,9304.0
2018,NUTS,2010,FI1D,2,9537.0
2019,NUTS,2010,FI1D,2,9820.0
2011,NUTS,2010,FI2,1,60.0
2012,NUTS,2010,FI2,1,56.0
2013,NUTS,2010,FI2,1,46.0
2015,NUTS,2010,FI2,1,33.0
2016,NUTS,2010,FI2,1,64.0
2017,NUTS,2010,FI2,1,52.0
2018,NUTS,2010,FI2,1,74.0
2019,NUTS,2010,FI2,1,48.0
2011,NUTS,2010,FI20,2,60.0
2012,NUTS,2010,FI20,2,56.0
2013,NUTS,2010,FI20,2,46.0
2015,NUTS,2010,FI20,2,33.0
2016,NUTS,2010,FI20,2,64.0
2017,NUTS,2010,FI20,2,52.0
2018,NUTS,2010,FI20,2,74.0
2019,NUTS,2010,FI20,2,48.0
2011,NUTS,2010,FR,0,402492.0
2012,NUTS,2010,FR,0,411780.0
2013,NUTS,2010,FR,0,418141.0
2014,NUTS,2010,FR,0,417129.0
2015,NUTS,2010,FR,0,426428.0
2016,NUTS,2010,FR,0,432245.0
2017,NUTS,2010,FR,0,442222.0
2018,NUTS,2010,FR,0,453387.0
2019,NUTS,2010,FR,0,461891.0
2020,NUTS,2010,FR,0,470586.0
2011,NUTS,2010,FR1,1,150414.0
2012,NUTS,2010,FR1,1,153167.0
2013,NUTS,2010,FR1,1,155135.0
2011,NUTS,2010,FR10,2,150414.0
2012,NUTS,2010,FR10,2,153167.0
2013,NUTS,2010,FR10,2,155135.0
2011,NUTS,2010,FR2,1,34119.0
2012,NUTS,2010,FR2,1,34367.0
2013,NUTS,2010,FR2,1,34281.0
2011,NUTS,2010,FR21,2,2858.0
2012,NUTS,2010,FR21,2,2909.0
2013,NUTS,2010,FR21,2,2717.0
2011,NUTS,2010,FR22,2,5613.0
2012,NUTS,2010,FR22,2,5582.0
2013,NUTS,2010,FR22,2,5889.0
2011,NUTS,2010,FR23,2,6195.0
2012,NUTS,2010,FR23,2,6516.0
2013,NUTS,2010,FR23,2,6600.0
2011,NUTS,2010,FR24,2,10412.0
2012,NUTS,2010,FR24,2,9990.0
2013,NUTS,2010,FR24,2,10120.0
2011,NUTS,2010,FR25,2,4445.0
2012,NUTS,2010,FR25,2,4598.0
2013,NUTS,2010,FR25,2,4460.0
2011,NUTS,2010,FR26,2,4597.0
2012,NUTS,2010,FR26,2,4773.0
2013,NUTS,2010,FR26,2,4496.0
2011,NUTS,2010,FR3,1,10242.0
2012,NUTS,2010,FR3,1,10153.0
2013,NUTS,2010,FR3,1,10330.0
2011,NUTS,2010,FR30,2,10242.0
2012,NUTS,2010,FR30,2,10153.0
2013,NUTS,2010,FR30,2,10330.0
2011,NUTS,2010,FR4,1,25164.0
2012,NUTS,2010,FR4,1,24870.0
2013,NUTS,2010,FR4,1,24284.0
2011,NUTS,2010,FR41,2,7332.0
2012,NUTS,2010,FR41,2,7219.0
2013,NUTS,2010,FR41,2,7217.0
2011,NUTS,2010,FR42,2,10447.0
2012,NUTS,2010,FR42,2,10271.0
2013,NUTS,2010,FR42,2,9833.0
2011,NUTS,2010,FR43,2,7385.0
2012,NUTS,2010,FR43,2,7380.0
2013,NUTS,2010,FR43,2,7235.0
2011,NUTS,2010,FR5,1,33529.0
2012,NUTS,2010,FR5,1,34560.0
2013,NUTS,2010,FR5,1,34736.0
2011,NUTS,2010,FR51,2,13432.0
2012,NUTS,2010,FR51,2,13793.0
2013,NUTS,2010,FR51,2,13878.0
2011,NUTS,2010,FR52,2,15904.0
2012,NUTS,2010,FR52,2,16440.0
2013,NUTS,2010,FR52,2,16345.0
2011,NUTS,2010,FR53,2,4193.0
2012,NUTS,2010,FR53,2,4327.0
2013,NUTS,2010,FR53,2,4512.0
2011,NUTS,2010,FR6,1,43695.0
2012,NUTS,2010,FR6,1,45627.0
2013,NUTS,2010,FR6,1,47164.0
2011,NUTS,2010,FR61,2,13747.0
2012,NUTS,2010,FR61,2,13738.0
2013,NUTS,2010,FR61,2,14019.0
2011,NUTS,2010,FR62,2,27886.0
2012,NUTS,2010,FR62,2,29749.0
2013,NUTS,2010,FR62,2,31009.0
2011,NUTS,2010,FR63,2,2062.0
2012,NUTS,2010,FR63,2,2140.0
2013,NUTS,2010,FR63,2,2136.0
2011,NUTS,2010,FR7,1,56989.0
2012,NUTS,2010,FR7,1,60691.0
2013,NUTS,2010,FR7,1,58067.0
2011,NUTS,2010,FR71,2,49297.0
2012,NUTS,2010,FR71,2,50100.0
2013,NUTS,2010,FR71,2,50541.0
2011,NUTS,2010,FR72,2,7692.0
2012,NUTS,2010,FR72,2,10592.0
2013,NUTS,2010,FR72,2,7526.0
