year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_total_t_fte
2011,NUTS,2010,DEE0,2,2656.0
2013,NUTS,2010,DEE0,2,2671.0
2015,NUTS,2010,DEE0,2,2378.0
2017,NUTS,2010,DEE0,2,2549.0
2019,NUTS,2010,DEE0,2,2748.0
2011,NUTS,2010,DEF,1,4733.0
2013,NUTS,2010,DEF,1,5205.0
2015,NUTS,2010,DEF,1,5373.0
2017,NUTS,2010,DEF,1,5905.0
2019,NUTS,2010,DEF,1,6251.0
2011,NUTS,2010,DEF0,2,4733.0
2013,NUTS,2010,DEF0,2,5205.0
2015,NUTS,2010,DEF0,2,5373.0
2017,NUTS,2010,DEF0,2,5905.0
2019,NUTS,2010,DEF0,2,6251.0
2011,NUTS,2010,DEG,1,5334.0
2013,NUTS,2010,DEG,1,5215.0
2015,NUTS,2010,DEG,1,5360.0
2017,NUTS,2010,DEG,1,6269.0
2019,NUTS,2010,DEG,1,6745.0
2011,NUTS,2010,DEG0,2,5334.0
2013,NUTS,2010,DEG0,2,5215.0
2015,NUTS,2010,DEG0,2,5360.0
2017,NUTS,2010,DEG0,2,6269.0
2019,NUTS,2010,DEG0,2,6745.0
2017,NUTS,2010,DEZ,1,0.0
2019,NUTS,2010,DEZ,1,0.0
2017,NUTS,2010,DEZZ,2,0.0
2019,NUTS,2010,DEZZ,2,0.0
2011,NUTS,2010,DK,0,36886.0
2012,NUTS,2010,DK,0,35899.0
2013,NUTS,2010,DK,0,34985.0
2014,NUTS,2010,DK,0,35431.0
2015,NUTS,2010,DK,0,36898.0
2016,NUTS,2010,DK,0,38780.0
2017,NUTS,2010,DK,0,36035.0
2018,NUTS,2010,DK,0,35443.0
2019,NUTS,2010,DK,0,37593.0
2020,NUTS,2010,DK,0,37277.0
2011,NUTS,2010,DK0,1,35151.0
2012,NUTS,2010,DK0,1,35899.0
2013,NUTS,2010,DK0,1,34985.0
2014,NUTS,2010,DK0,1,35431.0
2015,NUTS,2010,DK0,1,36898.0
2016,NUTS,2010,DK0,1,38780.0
2017,NUTS,2010,DK0,1,36035.0
2018,NUTS,2010,DK0,1,35443.0
2019,NUTS,2010,DK0,1,37593.0
2011,NUTS,2010,DK01,2,22887.0
2012,NUTS,2010,DK01,2,22951.0
2013,NUTS,2010,DK01,2,22165.0
2014,NUTS,2010,DK01,2,22249.0
2015,NUTS,2010,DK01,2,23329.0
2016,NUTS,2010,DK01,2,23891.0
2017,NUTS,2010,DK01,2,23411.0
2019,NUTS,2010,DK01,2,23929.0
2011,NUTS,2010,DK02,2,1428.0
2012,NUTS,2010,DK02,2,1496.0
2013,NUTS,2010,DK02,2,1274.0
2014,NUTS,2010,DK02,2,1182.0
2015,NUTS,2010,DK02,2,1215.0
2016,NUTS,2010,DK02,2,1363.0
2017,NUTS,2010,DK02,2,1573.0
2019,NUTS,2010,DK02,2,1511.0
2011,NUTS,2010,DK03,2,4368.0
2012,NUTS,2010,DK03,2,4666.0
2013,NUTS,2010,DK03,2,4642.0
2014,NUTS,2010,DK03,2,5058.0
2015,NUTS,2010,DK03,2,5188.0
2016,NUTS,2010,DK03,2,5537.0
2017,NUTS,2010,DK03,2,3601.0
2019,NUTS,2010,DK03,2,3984.0
2011,NUTS,2010,DK04,2,5431.0
2012,NUTS,2010,DK04,2,5859.0
2013,NUTS,2010,DK04,2,5981.0
2014,NUTS,2010,DK04,2,6004.0
2015,NUTS,2010,DK04,2,6185.0
2016,NUTS,2010,DK04,2,6407.0
2017,NUTS,2010,DK04,2,6300.0
2019,NUTS,2010,DK04,2,7189.0
2011,NUTS,2010,DK05,2,1036.0
2012,NUTS,2010,DK05,2,927.0
2013,NUTS,2010,DK05,2,924.0
2014,NUTS,2010,DK05,2,938.0
2015,NUTS,2010,DK05,2,980.0
2016,NUTS,2010,DK05,2,1581.0
2017,NUTS,2010,DK05,2,1150.0
2019,NUTS,2010,DK05,2,981.0
2011,NUTS,2010,EA19,2,1039945.0
2012,NUTS,2010,EA19,2,1074294.0
2013,NUTS,2010,EA19,2,1098692.0
2014,NUTS,2010,EA19,2,1120242.0
2015,NUTS,2010,EA19,2,1171308.0
2016,NUTS,2010,EA19,2,1223006.0
2017,NUTS,2010,EA19,2,1309824.0
2018,NUTS,2010,EA19,2,1387251.0
2019,NUTS,2010,EA19,2,1444719.0
2020,NUTS,2010,EA19,2,1451960.0
2011,NUTS,2010,EE,0,2121.0
2012,NUTS,2010,EE,0,1988.0
2013,NUTS,2010,EE,0,2069.0
2014,NUTS,2010,EE,0,1798.0
2015,NUTS,2010,EE,0,1694.0
2016,NUTS,2010,EE,0,1855.0
2017,NUTS,2010,EE,0,2086.0
2018,NUTS,2010,EE,0,2150.0
2019,NUTS,2010,EE,0,2639.0
2020,NUTS,2010,EE,0,2749.0
2011,NUTS,2010,EL,0,6324.0
2012,NUTS,2010,EL,0,6532.0
2013,NUTS,2010,EL,0,6832.0
2014,NUTS,2010,EL,0,7750.0
2015,NUTS,2010,EL,0,8131.0
2016,NUTS,2010,EL,0,9102.0
2017,NUTS,2010,EL,0,13004.0
2018,NUTS,2010,EL,0,13944.0
2019,NUTS,2010,EL,0,14339.0
2020,NUTS,2010,EL,0,15882.0
2011,NUTS,2010,EL3,1,3888.0
2013,NUTS,2010,EL3,1,5009.0
2015,NUTS,2010,EL3,1,5981.0
2017,NUTS,2010,EL3,1,9044.0
2019,NUTS,2010,EL3,1,9967.0
2011,NUTS,2010,EL30,2,3888.0
2013,NUTS,2010,EL30,2,5009.0
2015,NUTS,2010,EL30,2,5981.0
2017,NUTS,2010,EL30,2,9044.0
2019,NUTS,2010,EL30,2,9967.0
2011,NUTS,2010,EL4,1,168.0
2013,NUTS,2010,EL4,1,124.0
2015,NUTS,2010,EL4,1,229.0
2017,NUTS,2010,EL4,1,386.0
2019,NUTS,2010,EL4,1,412.0
2011,NUTS,2010,EL41,2,8.0
2013,NUTS,2010,EL41,2,6.0
2015,NUTS,2010,EL41,2,25.0
2017,NUTS,2010,EL41,2,21.0
2019,NUTS,2010,EL41,2,44.0
2011,NUTS,2010,EL42,2,30.0
2013,NUTS,2010,EL42,2,7.0
2015,NUTS,2010,EL42,2,6.0
2017,NUTS,2010,EL42,2,24.0
2019,NUTS,2010,EL42,2,16.0
2011,NUTS,2010,EL43,2,129.0
2013,NUTS,2010,EL43,2,110.0
2015,NUTS,2010,EL43,2,198.0
2017,NUTS,2010,EL43,2,342.0
2019,NUTS,2010,EL43,2,353.0
2011,NUTS,2010,EL5,1,1453.0
2013,NUTS,2010,EL5,1,924.0
2015,NUTS,2010,EL5,1,1071.0
2017,NUTS,2010,EL5,1,2124.0
2019,NUTS,2010,EL5,1,2154.0
2011,NUTS,2010,EL51,2,174.0
2013,NUTS,2010,EL51,2,137.0
2015,NUTS,2010,EL51,2,144.0
2017,NUTS,2010,EL51,2,319.0
2019,NUTS,2010,EL51,2,180.0
2011,NUTS,2010,EL52,2,1188.0
2013,NUTS,2010,EL52,2,668.0
2015,NUTS,2010,EL52,2,815.0
2017,NUTS,2010,EL52,2,1623.0
2019,NUTS,2010,EL52,2,1709.0
2011,NUTS,2010,EL53,2,50.0
2013,NUTS,2010,EL53,2,56.0
2015,NUTS,2010,EL53,2,53.0
2017,NUTS,2010,EL53,2,68.0
2019,NUTS,2010,EL53,2,69.0
2011,NUTS,2010,EL54,2,41.0
2013,NUTS,2010,EL54,2,63.0
2015,NUTS,2010,EL54,2,59.0
2017,NUTS,2010,EL54,2,114.0
2019,NUTS,2010,EL54,2,196.0
2011,NUTS,2010,EL6,1,814.0
2013,NUTS,2010,EL6,1,776.0
2015,NUTS,2010,EL6,1,850.0
2017,NUTS,2010,EL6,1,1449.0
2019,NUTS,2010,EL6,1,1807.0
2011,NUTS,2010,EL61,2,41.0
2013,NUTS,2010,EL61,2,57.0
2015,NUTS,2010,EL61,2,69.0
2017,NUTS,2010,EL61,2,257.0
2019,NUTS,2010,EL61,2,402.0
2011,NUTS,2010,EL62,2,14.0
2013,NUTS,2010,EL62,2,4.0
2015,NUTS,2010,EL62,2,26.0
2017,NUTS,2010,EL62,2,22.0
2019,NUTS,2010,EL62,2,111.0
2011,NUTS,2010,EL63,2,248.0
2013,NUTS,2010,EL63,2,326.0
2015,NUTS,2010,EL63,2,322.0
2017,NUTS,2010,EL63,2,511.0
2019,NUTS,2010,EL63,2,515.0
2011,NUTS,2010,EL64,2,372.0
2013,NUTS,2010,EL64,2,329.0
2015,NUTS,2010,EL64,2,381.0
2017,NUTS,2010,EL64,2,496.0
2019,NUTS,2010,EL64,2,548.0
2011,NUTS,2010,EL65,2,140.0
2013,NUTS,2010,EL65,2,60.0
2015,NUTS,2010,EL65,2,52.0
2017,NUTS,2010,EL65,2,163.0
2019,NUTS,2010,EL65,2,231.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,89841.0
2012,NUTS,2010,ES,0,89364.0
2013,NUTS,2010,ES,0,88635.0
2014,NUTS,2010,ES,0,87642.0
2015,NUTS,2010,ES,0,87432.0
2016,NUTS,2010,ES,0,90129.0
2017,NUTS,2010,ES,0,95667.0
2018,NUTS,2010,ES,0,104474.0
2019,NUTS,2010,ES,0,106435.0
2020,NUTS,2010,ES,0,104728.0
2011,NUTS,2010,ES1,1,5861.0
2012,NUTS,2010,ES1,1,5743.0
2013,NUTS,2010,ES1,1,5683.0
2014,NUTS,2010,ES1,1,5764.0
2015,NUTS,2010,ES1,1,5156.0
2016,NUTS,2010,ES1,1,5605.0
2017,NUTS,2010,ES1,1,6527.0
2018,NUTS,2010,ES1,1,6824.0
2019,NUTS,2010,ES1,1,7268.0
2011,NUTS,2010,ES11,2,3567.0
2012,NUTS,2010,ES11,2,3610.0
2013,NUTS,2010,ES11,2,3608.0
2014,NUTS,2010,ES11,2,3778.0
2015,NUTS,2010,ES11,2,3427.0
2016,NUTS,2010,ES11,2,3777.0
2017,NUTS,2010,ES11,2,4618.0
2018,NUTS,2010,ES11,2,4791.0
2019,NUTS,2010,ES11,2,5112.0
2011,NUTS,2010,ES12,2,1569.0
2012,NUTS,2010,ES12,2,1443.0
2013,NUTS,2010,ES12,2,1473.0
2014,NUTS,2010,ES12,2,1391.0
2015,NUTS,2010,ES12,2,1184.0
2016,NUTS,2010,ES12,2,1254.0
2017,NUTS,2010,ES12,2,1310.0
2018,NUTS,2010,ES12,2,1379.0
2019,NUTS,2010,ES12,2,1538.0
2011,NUTS,2010,ES13,2,725.0
2012,NUTS,2010,ES13,2,690.0
2013,NUTS,2010,ES13,2,602.0
2014,NUTS,2010,ES13,2,596.0
2015,NUTS,2010,ES13,2,546.0
2016,NUTS,2010,ES13,2,574.0
2017,NUTS,2010,ES13,2,598.0
2018,NUTS,2010,ES13,2,653.0
2019,NUTS,2010,ES13,2,619.0
2011,NUTS,2010,ES2,1,19065.0
2012,NUTS,2010,ES2,1,18974.0
2013,NUTS,2010,ES2,1,18220.0
2014,NUTS,2010,ES2,1,17896.0
2015,NUTS,2010,ES2,1,17835.0
2016,NUTS,2010,ES2,1,17869.0
2017,NUTS,2010,ES2,1,18751.0
2018,NUTS,2010,ES2,1,19716.0
2019,NUTS,2010,ES2,1,19845.0
2011,NUTS,2010,ES21,2,13138.0
2012,NUTS,2010,ES21,2,13316.0
2013,NUTS,2010,ES21,2,12875.0
2014,NUTS,2010,ES21,2,12625.0
2015,NUTS,2010,ES21,2,12475.0
2016,NUTS,2010,ES21,2,12538.0
2017,NUTS,2010,ES21,2,13056.0
2018,NUTS,2010,ES21,2,13843.0
2019,NUTS,2010,ES21,2,13832.0
2011,NUTS,2010,ES22,2,2832.0
2012,NUTS,2010,ES22,2,2572.0
2013,NUTS,2010,ES22,2,2526.0
2014,NUTS,2010,ES22,2,2378.0
2015,NUTS,2010,ES22,2,2563.0
2016,NUTS,2010,ES22,2,2510.0
2017,NUTS,2010,ES22,2,2620.0
2018,NUTS,2010,ES22,2,2641.0
2019,NUTS,2010,ES22,2,2714.0
2011,NUTS,2010,ES23,2,672.0
2012,NUTS,2010,ES23,2,667.0
2013,NUTS,2010,ES23,2,580.0
2014,NUTS,2010,ES23,2,649.0
2015,NUTS,2010,ES23,2,624.0
2016,NUTS,2010,ES23,2,524.0
2017,NUTS,2010,ES23,2,641.0
2018,NUTS,2010,ES23,2,528.0
2019,NUTS,2010,ES23,2,508.0
2011,NUTS,2010,ES24,2,2424.0
2012,NUTS,2010,ES24,2,2418.0
2013,NUTS,2010,ES24,2,2239.0
2014,NUTS,2010,ES24,2,2243.0
2015,NUTS,2010,ES24,2,2174.0
2016,NUTS,2010,ES24,2,2297.0
2017,NUTS,2010,ES24,2,2434.0
2018,NUTS,2010,ES24,2,2704.0
2019,NUTS,2010,ES24,2,2792.0
2011,NUTS,2010,ES3,1,21977.0
2012,NUTS,2010,ES3,1,21537.0
2013,NUTS,2010,ES3,1,21969.0
2014,NUTS,2010,ES3,1,21124.0
2015,NUTS,2010,ES3,1,22072.0
2016,NUTS,2010,ES3,1,22295.0
2017,NUTS,2010,ES3,1,22916.0
2018,NUTS,2010,ES3,1,25128.0
2019,NUTS,2010,ES3,1,25619.0
2011,NUTS,2010,ES30,2,21977.0
2012,NUTS,2010,ES30,2,21537.0
2013,NUTS,2010,ES30,2,21969.0
2014,NUTS,2010,ES30,2,21124.0
2015,NUTS,2010,ES30,2,22072.0
2016,NUTS,2010,ES30,2,22295.0
2017,NUTS,2010,ES30,2,22916.0
2018,NUTS,2010,ES30,2,25128.0
2019,NUTS,2010,ES30,2,25619.0
2011,NUTS,2010,ES4,1,6089.0
2012,NUTS,2010,ES4,1,6262.0
2013,NUTS,2010,ES4,1,5442.0
2014,NUTS,2010,ES4,1,5444.0
2015,NUTS,2010,ES4,1,5168.0
2016,NUTS,2010,ES4,1,5370.0
2017,NUTS,2010,ES4,1,5864.0
2018,NUTS,2010,ES4,1,6391.0
2019,NUTS,2010,ES4,1,6793.0
2011,NUTS,2010,ES41,2,4024.0
2012,NUTS,2010,ES41,2,4240.0
2013,NUTS,2010,ES41,2,3522.0
2014,NUTS,2010,ES41,2,3584.0
2015,NUTS,2010,ES41,2,3490.0
2016,NUTS,2010,ES41,2,3407.0
2017,NUTS,2010,ES41,2,3840.0
2018,NUTS,2010,ES41,2,4296.0
2019,NUTS,2010,ES41,2,4607.0
2011,NUTS,2010,ES42,2,1630.0
2012,NUTS,2010,ES42,2,1556.0
2013,NUTS,2010,ES42,2,1378.0
2014,NUTS,2010,ES42,2,1397.0
2015,NUTS,2010,ES42,2,1248.0
2016,NUTS,2010,ES42,2,1538.0
2017,NUTS,2010,ES42,2,1499.0
2018,NUTS,2010,ES42,2,1498.0
2019,NUTS,2010,ES42,2,1649.0
2011,NUTS,2010,ES43,2,435.0
2012,NUTS,2010,ES43,2,466.0
2013,NUTS,2010,ES43,2,543.0
2014,NUTS,2010,ES43,2,463.0
2015,NUTS,2010,ES43,2,430.0
2016,NUTS,2010,ES43,2,425.0
2017,NUTS,2010,ES43,2,525.0
2018,NUTS,2010,ES43,2,597.0
2019,NUTS,2010,ES43,2,537.0
2011,NUTS,2010,ES5,1,27283.0
2012,NUTS,2010,ES5,1,27460.0
2013,NUTS,2010,ES5,1,27711.0
2014,NUTS,2010,ES5,1,27638.0
2015,NUTS,2010,ES5,1,28087.0
2016,NUTS,2010,ES5,1,29573.0
2017,NUTS,2010,ES5,1,31229.0
2018,NUTS,2010,ES5,1,35483.0
2019,NUTS,2010,ES5,1,36274.0
2011,NUTS,2010,ES51,2,20215.0
2012,NUTS,2010,ES51,2,20517.0
2013,NUTS,2010,ES51,2,20898.0
2014,NUTS,2010,ES51,2,20487.0
2015,NUTS,2010,ES51,2,21029.0
2016,NUTS,2010,ES51,2,22064.0
2017,NUTS,2010,ES51,2,23364.0
2018,NUTS,2010,ES51,2,26758.0
2019,NUTS,2010,ES51,2,26767.0
2011,NUTS,2010,ES52,2,6788.0
2012,NUTS,2010,ES52,2,6690.0
2013,NUTS,2010,ES52,2,6594.0
2014,NUTS,2010,ES52,2,6916.0
2015,NUTS,2010,ES52,2,6738.0
2016,NUTS,2010,ES52,2,7140.0
2017,NUTS,2010,ES52,2,7487.0
2018,NUTS,2010,ES52,2,8043.0
2019,NUTS,2010,ES52,2,8836.0
2011,NUTS,2010,ES53,2,281.0
2012,NUTS,2010,ES53,2,253.0
2013,NUTS,2010,ES53,2,220.0
2014,NUTS,2010,ES53,2,235.0
2015,NUTS,2010,ES53,2,321.0
2016,NUTS,2010,ES53,2,369.0
2017,NUTS,2010,ES53,2,378.0
2018,NUTS,2010,ES53,2,682.0
2019,NUTS,2010,ES53,2,672.0
2011,NUTS,2010,ES6,1,8857.0
2012,NUTS,2010,ES6,1,8733.0
2013,NUTS,2010,ES6,1,9032.0
2014,NUTS,2010,ES6,1,9240.0
2015,NUTS,2010,ES6,1,8610.0
2016,NUTS,2010,ES6,1,8897.0
2017,NUTS,2010,ES6,1,9803.0
2018,NUTS,2010,ES6,1,10202.0
2019,NUTS,2010,ES6,1,9949.0
2011,NUTS,2010,ES61,2,7461.0
2012,NUTS,2010,ES61,2,7238.0
2013,NUTS,2010,ES61,2,7650.0
2014,NUTS,2010,ES61,2,7677.0
2015,NUTS,2010,ES61,2,6980.0
2016,NUTS,2010,ES61,2,6986.0
2017,NUTS,2010,ES61,2,7676.0
2018,NUTS,2010,ES61,2,7935.0
2019,NUTS,2010,ES61,2,7600.0
2011,NUTS,2010,ES62,2,1390.0
2012,NUTS,2010,ES62,2,1481.0
2013,NUTS,2010,ES62,2,1375.0
2014,NUTS,2010,ES62,2,1554.0
2015,NUTS,2010,ES62,2,1630.0
2016,NUTS,2010,ES62,2,1911.0
2017,NUTS,2010,ES62,2,2127.0
2018,NUTS,2010,ES62,2,2266.0
2019,NUTS,2010,ES62,2,2345.0
2012,NUTS,2010,ES63,2,5.0
2015,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES64,2,10.0
2015,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES7,1,709.0
2012,NUTS,2010,ES7,1,655.0
2013,NUTS,2010,ES7,1,579.0
2014,NUTS,2010,ES7,1,536.0
2015,NUTS,2010,ES7,1,503.0
2016,NUTS,2010,ES7,1,520.0
2017,NUTS,2010,ES7,1,578.0
2018,NUTS,2010,ES7,1,730.0
2019,NUTS,2010,ES7,1,687.0
2011,NUTS,2010,ES70,2,709.0
2012,NUTS,2010,ES70,2,655.0
2013,NUTS,2010,ES70,2,579.0
2014,NUTS,2010,ES70,2,536.0
2015,NUTS,2010,ES70,2,503.0
2016,NUTS,2010,ES70,2,520.0
2017,NUTS,2010,ES70,2,578.0
2018,NUTS,2010,ES70,2,730.0
2019,NUTS,2010,ES70,2,687.0
2011,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,1212354.0
2012,NUTS,2010,EU27_2020,7,1259833.0
2013,NUTS,2010,EU27_2020,7,1292629.0
2014,NUTS,2010,EU27_2020,7,1326022.0
2015,NUTS,2010,EU27_2020,7,1387667.0
2016,NUTS,2010,EU27_2020,7,1465098.0
2017,NUTS,2010,EU27_2020,7,1572865.0
2018,NUTS,2010,EU27_2020,7,1679316.0
2019,NUTS,2010,EU27_2020,7,1742301.0
2020,NUTS,2010,EU27_2020,7,1766153.0
2011,NUTS,2010,FI,0,31180.0
2012,NUTS,2010,FI,0,30995.0
2013,NUTS,2010,FI,0,30381.0
2014,NUTS,2010,FI,0,29634.0
2015,NUTS,2010,FI,0,29770.0
2016,NUTS,2010,FI,0,27634.0
2017,NUTS,2010,FI,0,28148.0
2018,NUTS,2010,FI,0,28720.0
2019,NUTS,2010,FI,0,29713.0
2020,NUTS,2010,FI,0,31480.0
2011,NUTS,2010,FI1,1,31134.0
2012,NUTS,2010,FI1,1,30946.0
2013,NUTS,2010,FI1,1,30341.0
2015,NUTS,2010,FI1,1,29744.0
2016,NUTS,2010,FI1,1,27577.0
2017,NUTS,2010,FI1,1,28106.0
2018,NUTS,2010,FI1,1,28654.0
2019,NUTS,2010,FI1,1,29670.0
2011,NUTS,2010,FI19,2,7521.0
2012,NUTS,2010,FI19,2,7212.0
2013,NUTS,2010,FI19,2,6972.0
2015,NUTS,2010,FI19,2,6890.0
2016,NUTS,2010,FI19,2,5669.0
2017,NUTS,2010,FI19,2,6008.0
2018,NUTS,2010,FI19,2,6238.0
2019,NUTS,2010,FI19,2,6514.0
2011,NUTS,2010,FI1B,2,13863.0
2012,NUTS,2010,FI1B,2,13810.0
2013,NUTS,2010,FI1B,2,13855.0
2015,NUTS,2010,FI1B,2,14466.0
2016,NUTS,2010,FI1B,2,13614.0
2017,NUTS,2010,FI1B,2,13733.0
2018,NUTS,2010,FI1B,2,13916.0
2019,NUTS,2010,FI1B,2,14444.0
2011,NUTS,2010,FI1C,2,4083.0
2012,NUTS,2010,FI1C,2,4223.0
2013,NUTS,2010,FI1C,2,4218.0
2015,NUTS,2010,FI1C,2,3684.0
2016,NUTS,2010,FI1C,2,3575.0
2017,NUTS,2010,FI1C,2,3435.0
2018,NUTS,2010,FI1C,2,3380.0
2019,NUTS,2010,FI1C,2,3479.0
2011,NUTS,2010,FI1D,2,5668.0
2012,NUTS,2010,FI1D,2,5702.0
2013,NUTS,2010,FI1D,2,5297.0
2015,NUTS,2010,FI1D,2,4705.0
2016,NUTS,2010,FI1D,2,4719.0
2017,NUTS,2010,FI1D,2,4931.0
2018,NUTS,2010,FI1D,2,5120.0
2019,NUTS,2010,FI1D,2,5234.0
2011,NUTS,2010,FI2,1,45.0
2012,NUTS,2010,FI2,1,48.0
2013,NUTS,2010,FI2,1,39.0
2015,NUTS,2010,FI2,1,25.0
2016,NUTS,2010,FI2,1,58.0
2017,NUTS,2010,FI2,1,42.0
2018,NUTS,2010,FI2,1,66.0
2019,NUTS,2010,FI2,1,42.0
2011,NUTS,2010,FI20,2,45.0
2012,NUTS,2010,FI20,2,48.0
2013,NUTS,2010,FI20,2,39.0
2015,NUTS,2010,FI20,2,25.0
2016,NUTS,2010,FI20,2,58.0
2017,NUTS,2010,FI20,2,42.0
2018,NUTS,2010,FI20,2,66.0
2019,NUTS,2010,FI20,2,42.0
2011,NUTS,2010,FR,0,239111.0
2012,NUTS,2010,FR,0,246438.0
2013,NUTS,2010,FR,0,251446.0
2014,NUTS,2010,FR,0,248041.0
2015,NUTS,2010,FR,0,251915.0
2016,NUTS,2010,FR,0,255805.0
2017,NUTS,2010,FR,0,265701.0
2018,NUTS,2010,FR,0,276547.0
2019,NUTS,2010,FR,0,283545.0
2020,NUTS,2010,FR,0,290720.0
2011,NUTS,2010,FR1,1,95806.0
2012,NUTS,2010,FR1,1,97982.0
2013,NUTS,2010,FR1,1,99925.0
2011,NUTS,2010,FR10,2,95806.0
2012,NUTS,2010,FR10,2,97982.0
2013,NUTS,2010,FR10,2,99925.0
2011,NUTS,2010,FR2,1,22882.0
2012,NUTS,2010,FR2,1,22935.0
2013,NUTS,2010,FR2,1,22933.0
2011,NUTS,2010,FR21,2,1827.0
2012,NUTS,2010,FR21,2,1794.0
2013,NUTS,2010,FR21,2,1660.0
2011,NUTS,2010,FR22,2,4232.0
2012,NUTS,2010,FR22,2,4094.0
2013,NUTS,2010,FR22,2,4444.0
2011,NUTS,2010,FR23,2,4572.0
2012,NUTS,2010,FR23,2,4849.0
2013,NUTS,2010,FR23,2,4910.0
2011,NUTS,2010,FR24,2,6967.0
2012,NUTS,2010,FR24,2,6593.0
2013,NUTS,2010,FR24,2,6674.0
2011,NUTS,2010,FR25,2,2544.0
2012,NUTS,2010,FR25,2,2694.0
2013,NUTS,2010,FR25,2,2525.0
2011,NUTS,2010,FR26,2,2739.0
2012,NUTS,2010,FR26,2,2911.0
2013,NUTS,2010,FR26,2,2720.0
2011,NUTS,2010,FR3,1,4836.0
2012,NUTS,2010,FR3,1,4712.0
2013,NUTS,2010,FR3,1,4855.0
2011,NUTS,2010,FR30,2,4836.0
2012,NUTS,2010,FR30,2,4712.0
2013,NUTS,2010,FR30,2,4855.0
2011,NUTS,2010,FR4,1,14558.0
2012,NUTS,2010,FR4,1,14411.0
2013,NUTS,2010,FR4,1,13833.0
2011,NUTS,2010,FR41,2,3156.0
2012,NUTS,2010,FR41,2,3066.0
2013,NUTS,2010,FR41,2,3065.0
2011,NUTS,2010,FR42,2,5369.0
2012,NUTS,2010,FR42,2,5305.0
2013,NUTS,2010,FR42,2,4927.0
2011,NUTS,2010,FR43,2,6034.0
2012,NUTS,2010,FR43,2,6040.0
2013,NUTS,2010,FR43,2,5841.0
2011,NUTS,2010,FR5,1,19793.0
2012,NUTS,2010,FR5,1,20501.0
2013,NUTS,2010,FR5,1,20492.0
2011,NUTS,2010,FR51,2,8422.0
2012,NUTS,2010,FR51,2,8543.0
2013,NUTS,2010,FR51,2,8696.0
2011,NUTS,2010,FR52,2,9283.0
2012,NUTS,2010,FR52,2,9715.0
2013,NUTS,2010,FR52,2,9457.0
2011,NUTS,2010,FR53,2,2088.0
2012,NUTS,2010,FR53,2,2243.0
2013,NUTS,2010,FR53,2,2339.0
2011,NUTS,2010,FR6,1,26554.0
2012,NUTS,2010,FR6,1,28183.0
2013,NUTS,2010,FR6,1,29602.0
2011,NUTS,2010,FR61,2,7909.0
2012,NUTS,2010,FR61,2,7716.0
2013,NUTS,2010,FR61,2,7928.0
2011,NUTS,2010,FR62,2,17503.0
2012,NUTS,2010,FR62,2,19209.0
2013,NUTS,2010,FR62,2,20425.0
2011,NUTS,2010,FR63,2,1142.0
2012,NUTS,2010,FR63,2,1258.0
2013,NUTS,2010,FR63,2,1249.0
2011,NUTS,2010,FR7,1,36245.0
2012,NUTS,2010,FR7,1,37022.0
2013,NUTS,2010,FR7,1,36606.0
2011,NUTS,2010,FR71,2,31151.0
2012,NUTS,2010,FR71,2,31910.0
2013,NUTS,2010,FR71,2,31755.0
2011,NUTS,2010,FR72,2,5094.0
2012,NUTS,2010,FR72,2,5112.0
2013,NUTS,2010,FR72,2,4851.0
2011,NUTS,2010,FR8,1,18046.0
2012,NUTS,2010,FR8,1,20451.0
2013,NUTS,2010,FR8,1,22868.0
2011,NUTS,2010,FR81,2,4351.0
2012,NUTS,2010,FR81,2,4867.0
2013,NUTS,2010,FR81,2,4963.0
2011,NUTS,2010,FR82,2,13614.0
2012,NUTS,2010,FR82,2,15584.0
2013,NUTS,2010,FR82,2,17905.0
2011,NUTS,2010,FR83,2,81.0
2011,NUTS,2010,FRA,1,217.0
2012,NUTS,2010,FRA,1,239.0
2013,NUTS,2010,FRA,1,330.0
2012,NUTS,2010,FRZ,1,0.0
2013,NUTS,2010,FRZ,1,0.0
2012,NUTS,2010,FRZZ,2,0.0
2013,NUTS,2010,FRZZ,2,0.0
2011,NUTS,2010,HR,0,2532.0
2012,NUTS,2010,HR,0,2455.0
2013,NUTS,2010,HR,0,2490.0
2014,NUTS,2010,HR,0,2489.0
2015,NUTS,2010,HR,0,2714.0
2016,NUTS,2010,HR,0,3151.0
2017,NUTS,2010,HR,0,3365.0
2018,NUTS,2010,HR,0,4520.0
2019,NUTS,2010,HR,0,5235.0
2020,NUTS,2010,HR,0,5764.0
2011,NUTS,2010,HR0,1,2532.0
2012,NUTS,2010,HR0,1,2455.0
2013,NUTS,2010,HR0,1,2490.0
2014,NUTS,2010,HR0,1,2489.0
2015,NUTS,2010,HR0,1,2714.0
2016,NUTS,2010,HR0,1,3151.0
2017,NUTS,2010,HR0,1,3365.0
2018,NUTS,2010,HR0,1,4520.0
2019,NUTS,2010,HR0,1,5235.0
2020,NUTS,2010,HR0,1,5764.0
2020,NUTS,2010,HR02,2,234.0
2011,NUTS,2010,HR03,2,219.0
