year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_hc_total_f
2011,NUTS,2010,UKH1,2,14321.0
2013,NUTS,2010,UKH1,2,14927.0
2015,NUTS,2010,UKH1,2,16513.0
2017,NUTS,2010,UKH1,2,17833.0
2011,NUTS,2010,UKH2,2,5600.0
2013,NUTS,2010,UKH2,2,6497.0
2015,NUTS,2010,UKH2,2,6591.0
2017,NUTS,2010,UKH2,2,7224.0
2011,NUTS,2010,UKH3,2,3761.0
2013,NUTS,2010,UKH3,2,3186.0
2015,NUTS,2010,UKH3,2,3538.0
2017,NUTS,2010,UKH3,2,3639.0
2011,NUTS,2010,UKI,1,36473.0
2013,NUTS,2010,UKI,1,37894.0
2015,NUTS,2010,UKI,1,42007.0
2017,NUTS,2010,UKI,1,45483.0
2011,NUTS,2010,UKI3,2,26094.0
2013,NUTS,2010,UKI3,2,26135.0
2015,NUTS,2010,UKI3,2,27873.0
2017,NUTS,2010,UKI3,2,29993.0
2011,NUTS,2010,UKI4,2,4743.0
2013,NUTS,2010,UKI4,2,5140.0
2015,NUTS,2010,UKI4,2,6433.0
2017,NUTS,2010,UKI4,2,6868.0
2011,NUTS,2010,UKI5,2,1012.0
2013,NUTS,2010,UKI5,2,1090.0
2015,NUTS,2010,UKI5,2,1166.0
2017,NUTS,2010,UKI5,2,1151.0
2011,NUTS,2010,UKI6,2,1066.0
2013,NUTS,2010,UKI6,2,1324.0
2015,NUTS,2010,UKI6,2,1293.0
2017,NUTS,2010,UKI6,2,1541.0
2011,NUTS,2010,UKI7,2,3559.0
2013,NUTS,2010,UKI7,2,4204.0
2015,NUTS,2010,UKI7,2,5242.0
2017,NUTS,2010,UKI7,2,5930.0
2011,NUTS,2010,UKJ,1,34014.0
2013,NUTS,2010,UKJ,1,39008.0
2015,NUTS,2010,UKJ,1,42132.0
2017,NUTS,2010,UKJ,1,43117.0
2011,NUTS,2010,UKJ1,2,15605.0
2013,NUTS,2010,UKJ1,2,18455.0
2015,NUTS,2010,UKJ1,2,20189.0
2017,NUTS,2010,UKJ1,2,21196.0
2011,NUTS,2010,UKJ2,2,7466.0
2013,NUTS,2010,UKJ2,2,8520.0
2015,NUTS,2010,UKJ2,2,8932.0
2017,NUTS,2010,UKJ2,2,9272.0
2011,NUTS,2010,UKJ3,2,7913.0
2013,NUTS,2010,UKJ3,2,8759.0
2015,NUTS,2010,UKJ3,2,9399.0
2017,NUTS,2010,UKJ3,2,8880.0
2011,NUTS,2010,UKJ4,2,3031.0
2013,NUTS,2010,UKJ4,2,3274.0
2015,NUTS,2010,UKJ4,2,3612.0
2017,NUTS,2010,UKJ4,2,3769.0
2011,NUTS,2010,UKK,1,13066.0
2013,NUTS,2010,UKK,1,13962.0
2015,NUTS,2010,UKK,1,15288.0
2017,NUTS,2010,UKK,1,16883.0
2011,NUTS,2010,UKK1,2,8612.0
2013,NUTS,2010,UKK1,2,9468.0
2015,NUTS,2010,UKK1,2,10060.0
2017,NUTS,2010,UKK1,2,11006.0
2011,NUTS,2010,UKK2,2,968.0
2013,NUTS,2010,UKK2,2,1140.0
2015,NUTS,2010,UKK2,2,1477.0
2017,NUTS,2010,UKK2,2,1676.0
2011,NUTS,2010,UKK3,2,176.0
2013,NUTS,2010,UKK3,2,204.0
2015,NUTS,2010,UKK3,2,264.0
2017,NUTS,2010,UKK3,2,314.0
2011,NUTS,2010,UKK4,2,3310.0
2013,NUTS,2010,UKK4,2,3151.0
2015,NUTS,2010,UKK4,2,3487.0
2017,NUTS,2010,UKK4,2,3888.0
2011,NUTS,2010,UKL,1,8001.0
2013,NUTS,2010,UKL,1,8055.0
2015,NUTS,2010,UKL,1,8409.0
2017,NUTS,2010,UKL,1,9575.0
2011,NUTS,2010,UKL1,2,3687.0
2013,NUTS,2010,UKL1,2,3877.0
2015,NUTS,2010,UKL1,2,4380.0
2017,NUTS,2010,UKL1,2,5027.0
2011,NUTS,2010,UKL2,2,4314.0
2013,NUTS,2010,UKL2,2,4178.0
2015,NUTS,2010,UKL2,2,4029.0
2017,NUTS,2010,UKL2,2,4548.0
2011,NUTS,2010,UKM,1,18963.0
2013,NUTS,2010,UKM,1,22134.0
2015,NUTS,2010,UKM,1,23963.0
2017,NUTS,2010,UKM,1,26476.0
2013,NUTS,2010,UKM2,2,11046.0
2015,NUTS,2010,UKM2,2,13220.0
2017,NUTS,2010,UKM2,2,3589.0
2013,NUTS,2010,UKM3,2,7613.0
2015,NUTS,2010,UKM3,2,7896.0
2017,NUTS,2010,UKM3,2,1978.0
2013,NUTS,2010,UKM5,2,3232.0
2015,NUTS,2010,UKM5,2,2609.0
2017,NUTS,2010,UKM5,2,2823.0
2013,NUTS,2010,UKM6,2,242.0
2015,NUTS,2010,UKM6,2,239.0
2017,NUTS,2010,UKM6,2,335.0
2017,NUTS,2010,UKM7,2,11040.0
2017,NUTS,2010,UKM8,2,6711.0
2017,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,4097.0
2013,NUTS,2010,UKN,1,3904.0
2015,NUTS,2010,UKN,1,4555.0
2017,NUTS,2010,UKN,1,4968.0
2011,NUTS,2010,UKN0,2,4097.0
2013,NUTS,2010,UKN0,2,3904.0
2015,NUTS,2010,UKN0,2,4555.0
2017,NUTS,2010,UKN0,2,4968.0
