year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_hc_hes_total
2004,NUTS,2010,DK,0,20348.0
2005,NUTS,2010,DK,0,22376.0
2006,NUTS,2010,DK,0,22495.0
2007,NUTS,2010,DK,0,24381.0
2008,NUTS,2010,DK,0,28279.0
2009,NUTS,2010,DK,0,32600.0
2010,NUTS,2010,DK,0,33559.0
2011,NUTS,2010,DK,0,35512.0
2012,NUTS,2010,DK,0,36216.0
2013,NUTS,2010,DK,0,37539.0
2014,NUTS,2010,DK,0,36042.0
2015,NUTS,2010,DK,0,36645.0
2016,NUTS,2010,DK,0,35088.0
2017,NUTS,2010,DK,0,34796.0
2018,NUTS,2010,DK,0,36429.0
2019,NUTS,2010,DK,0,36200.0
2020,NUTS,2010,DK,0,36399.0
1985,NUTS,2010,DK0,1,9002.0
1987,NUTS,2010,DK0,1,9813.0
1989,NUTS,2010,DK0,1,10555.0
1991,NUTS,2010,DK0,1,8674.0
1993,NUTS,2010,DK0,1,11651.0
1995,NUTS,2010,DK0,1,12948.0
1997,NUTS,2010,DK0,1,14729.0
1999,NUTS,2010,DK0,1,14006.0
2000,NUTS,2010,DK0,1,14463.0
2001,NUTS,2010,DK0,1,15122.0
2002,NUTS,2010,DK0,1,19029.0
2003,NUTS,2010,DK0,1,19455.0
2007,NUTS,2010,DK0,1,24370.0
2009,NUTS,2010,DK0,1,32522.0
2010,NUTS,2010,DK0,1,33559.0
2011,NUTS,2010,DK0,1,36310.0
2012,NUTS,2010,DK0,1,36216.0
2013,NUTS,2010,DK0,1,37539.0
2014,NUTS,2010,DK0,1,36042.0
2015,NUTS,2010,DK0,1,36645.0
2016,NUTS,2010,DK0,1,35088.0
2017,NUTS,2010,DK0,1,34796.0
2018,NUTS,2010,DK0,1,36429.0
2019,NUTS,2010,DK0,1,36200.0
2007,NUTS,2010,DK01,2,11874.0
2009,NUTS,2010,DK01,2,15844.0
2010,NUTS,2010,DK01,2,17215.0
2011,NUTS,2010,DK01,2,17515.0
2012,NUTS,2010,DK01,2,17719.0
2013,NUTS,2010,DK01,2,18655.0
2014,NUTS,2010,DK01,2,19311.0
2015,NUTS,2010,DK01,2,19085.0
2016,NUTS,2010,DK01,2,18450.0
2017,NUTS,2010,DK01,2,18600.0
2019,NUTS,2010,DK01,2,19134.0
2007,NUTS,2010,DK02,2,1840.0
2009,NUTS,2010,DK02,2,2325.0
2010,NUTS,2010,DK02,2,2355.0
2011,NUTS,2010,DK02,2,2323.0
2012,NUTS,2010,DK02,2,1883.0
2013,NUTS,2010,DK02,2,1907.0
2014,NUTS,2010,DK02,2,1985.0
2015,NUTS,2010,DK02,2,1749.0
2016,NUTS,2010,DK02,2,1982.0
2017,NUTS,2010,DK02,2,1798.0
2019,NUTS,2010,DK02,2,1971.0
2007,NUTS,2010,DK03,2,2301.0
2009,NUTS,2010,DK03,2,3019.0
2010,NUTS,2010,DK03,2,3096.0
2011,NUTS,2010,DK03,2,3145.0
2012,NUTS,2010,DK03,2,3497.0
2013,NUTS,2010,DK03,2,3466.0
2014,NUTS,2010,DK03,2,3629.0
2015,NUTS,2010,DK03,2,3918.0
2016,NUTS,2010,DK03,2,3774.0
2017,NUTS,2010,DK03,2,3323.0
2019,NUTS,2010,DK03,2,3313.0
2007,NUTS,2010,DK04,2,5879.0
2009,NUTS,2010,DK04,2,8422.0
2010,NUTS,2010,DK04,2,7889.0
2011,NUTS,2010,DK04,2,9913.0
2012,NUTS,2010,DK04,2,9483.0
2013,NUTS,2010,DK04,2,9573.0
2014,NUTS,2010,DK04,2,7450.0
2015,NUTS,2010,DK04,2,8197.0
2016,NUTS,2010,DK04,2,7589.0
2017,NUTS,2010,DK04,2,7285.0
2019,NUTS,2010,DK04,2,7654.0
2007,NUTS,2010,DK05,2,2476.0
2009,NUTS,2010,DK05,2,2913.0
2010,NUTS,2010,DK05,2,3004.0
2011,NUTS,2010,DK05,2,3414.0
2012,NUTS,2010,DK05,2,3834.0
2013,NUTS,2010,DK05,2,3938.0
2014,NUTS,2010,DK05,2,3667.0
2015,NUTS,2010,DK05,2,3696.0
2016,NUTS,2010,DK05,2,3293.0
2017,NUTS,2010,DK05,2,3790.0
2019,NUTS,2010,DK05,2,4128.0
2007,NUTS,2010,DKZ,1,11.0
2007,NUTS,2010,DKZZ,2,11.0
2003,NUTS,2010,EA19,2,879566.0
2004,NUTS,2010,EA19,2,897265.0
2005,NUTS,2010,EA19,2,930079.0
2006,NUTS,2010,EA19,2,967179.0
2007,NUTS,2010,EA19,2,992230.0
2008,NUTS,2010,EA19,2,1048580.0
2009,NUTS,2010,EA19,2,1076947.0
2010,NUTS,2010,EA19,2,1099828.0
2011,NUTS,2010,EA19,2,1106675.0
2012,NUTS,2010,EA19,2,1124716.0
2013,NUTS,2010,EA19,2,1144650.0
2014,NUTS,2010,EA19,2,1144222.0
2015,NUTS,2010,EA19,2,1156692.0
2016,NUTS,2010,EA19,2,1142151.0
2017,NUTS,2010,EA19,2,1165488.0
2018,NUTS,2010,EA19,2,1191075.0
2019,NUTS,2010,EA19,2,1213051.0
1992,NUTS,2010,EE,0,5026.0
1993,NUTS,2010,EE,0,4979.0
1994,NUTS,2010,EE,0,5169.0
1995,NUTS,2010,EE,0,3325.0
1996,NUTS,2010,EE,0,3378.0
1997,NUTS,2010,EE,0,4339.0
1998,NUTS,2010,EE,0,4475.0
1999,NUTS,2010,EE,0,4220.0
2000,NUTS,2010,EE,0,4442.0
2001,NUTS,2010,EE,0,4647.0
2002,NUTS,2010,EE,0,4694.0
2003,NUTS,2010,EE,0,4813.0
2004,NUTS,2010,EE,0,4894.0
2005,NUTS,2010,EE,0,4591.0
2006,NUTS,2010,EE,0,4949.0
2007,NUTS,2010,EE,0,5303.0
2008,NUTS,2010,EE,0,5338.0
2009,NUTS,2010,EE,0,5543.0
2010,NUTS,2010,EE,0,5669.0
2011,NUTS,2010,EE,0,5713.0
2012,NUTS,2010,EE,0,6076.0
2013,NUTS,2010,EE,0,6247.0
2014,NUTS,2010,EE,0,6342.0
2015,NUTS,2010,EE,0,6001.0
2016,NUTS,2010,EE,0,5577.0
2017,NUTS,2010,EE,0,5590.0
2018,NUTS,2010,EE,0,5642.0
2019,NUTS,2010,EE,0,5660.0
1989,NUTS,2010,EL,0,10113.0
1991,NUTS,2010,EL,0,13168.0
1993,NUTS,2010,EL,0,18811.0
1995,NUTS,2010,EL,0,20658.0
1997,NUTS,2010,EL,0,27572.0
1999,NUTS,2010,EL,0,40414.0
2001,NUTS,2010,EL,0,33507.0
2003,NUTS,2010,EL,0,35088.0
2005,NUTS,2010,EL,0,40486.0
2011,NUTS,2010,EL,0,46348.0
2013,NUTS,2010,EL,0,54602.0
2015,NUTS,2010,EL,0,55467.0
2017,NUTS,2010,EL,0,45206.0
2019,NUTS,2010,EL,0,51319.0
1989,NUTS,2010,EL3,1,4362.0
1991,NUTS,2010,EL3,1,5738.0
1993,NUTS,2010,EL3,1,8285.0
1995,NUTS,2010,EL3,1,9404.0
1997,NUTS,2010,EL3,1,9732.0
1999,NUTS,2010,EL3,1,14675.0
2001,NUTS,2010,EL3,1,13117.0
2003,NUTS,2010,EL3,1,14644.0
2005,NUTS,2010,EL3,1,16777.0
2011,NUTS,2010,EL3,1,15555.0
2013,NUTS,2010,EL3,1,20487.0
2015,NUTS,2010,EL3,1,23899.0
2017,NUTS,2010,EL3,1,17545.0
2019,NUTS,2010,EL3,1,20797.0
1989,NUTS,2010,EL30,2,4362.0
1991,NUTS,2010,EL30,2,5738.0
1993,NUTS,2010,EL30,2,8285.0
1995,NUTS,2010,EL30,2,9404.0
1997,NUTS,2010,EL30,2,9732.0
1999,NUTS,2010,EL30,2,14675.0
2001,NUTS,2010,EL30,2,13117.0
2003,NUTS,2010,EL30,2,14644.0
2005,NUTS,2010,EL30,2,16777.0
2011,NUTS,2010,EL30,2,15555.0
2013,NUTS,2010,EL30,2,20487.0
2015,NUTS,2010,EL30,2,23899.0
2017,NUTS,2010,EL30,2,17545.0
2019,NUTS,2010,EL30,2,20797.0
1989,NUTS,2010,EL4,1,587.0
1991,NUTS,2010,EL4,1,975.0
1993,NUTS,2010,EL4,1,1251.0
1995,NUTS,2010,EL4,1,1539.0
1997,NUTS,2010,EL4,1,2829.0
1999,NUTS,2010,EL4,1,1733.0
2001,NUTS,2010,EL4,1,2268.0
2003,NUTS,2010,EL4,1,4111.0
2005,NUTS,2010,EL4,1,3832.0
2011,NUTS,2010,EL4,1,6620.0
2013,NUTS,2010,EL4,1,6698.0
2015,NUTS,2010,EL4,1,5494.0
2017,NUTS,2010,EL4,1,5118.0
2019,NUTS,2010,EL4,1,5178.0
1989,NUTS,2010,EL41,2,24.0
1991,NUTS,2010,EL41,2,178.0
1993,NUTS,2010,EL41,2,288.0
1995,NUTS,2010,EL41,2,206.0
1997,NUTS,2010,EL41,2,1019.0
1999,NUTS,2010,EL41,2,313.0
2001,NUTS,2010,EL41,2,349.0
2003,NUTS,2010,EL41,2,621.0
2005,NUTS,2010,EL41,2,619.0
2011,NUTS,2010,EL41,2,1517.0
2013,NUTS,2010,EL41,2,1386.0
2015,NUTS,2010,EL41,2,1003.0
2017,NUTS,2010,EL41,2,1023.0
2019,NUTS,2010,EL41,2,1031.0
1993,NUTS,2010,EL42,2,45.0
1995,NUTS,2010,EL42,2,136.0
1997,NUTS,2010,EL42,2,186.0
1999,NUTS,2010,EL42,2,86.0
2001,NUTS,2010,EL42,2,146.0
2003,NUTS,2010,EL42,2,265.0
2005,NUTS,2010,EL42,2,313.0
2011,NUTS,2010,EL42,2,693.0
2013,NUTS,2010,EL42,2,784.0
2015,NUTS,2010,EL42,2,550.0
2017,NUTS,2010,EL42,2,605.0
2019,NUTS,2010,EL42,2,428.0
1989,NUTS,2010,EL43,2,563.0
1991,NUTS,2010,EL43,2,797.0
1993,NUTS,2010,EL43,2,918.0
1995,NUTS,2010,EL43,2,1197.0
1997,NUTS,2010,EL43,2,1624.0
1999,NUTS,2010,EL43,2,1334.0
2001,NUTS,2010,EL43,2,1773.0
2003,NUTS,2010,EL43,2,3225.0
2005,NUTS,2010,EL43,2,2900.0
2011,NUTS,2010,EL43,2,4410.0
2013,NUTS,2010,EL43,2,4528.0
2015,NUTS,2010,EL43,2,3941.0
2017,NUTS,2010,EL43,2,3490.0
2019,NUTS,2010,EL43,2,3719.0
2011,NUTS,2010,EL5,1,14767.0
2013,NUTS,2010,EL5,1,17796.0
2015,NUTS,2010,EL5,1,16126.0
2017,NUTS,2010,EL5,1,12831.0
2019,NUTS,2010,EL5,1,14916.0
1989,NUTS,2010,EL51,2,487.0
1991,NUTS,2010,EL51,2,651.0
1993,NUTS,2010,EL51,2,1036.0
1995,NUTS,2010,EL51,2,1046.0
1997,NUTS,2010,EL51,2,1321.0
1999,NUTS,2010,EL51,2,1620.0
2001,NUTS,2010,EL51,2,1487.0
2003,NUTS,2010,EL51,2,1321.0
2005,NUTS,2010,EL51,2,2025.0
2011,NUTS,2010,EL51,2,3044.0
2013,NUTS,2010,EL51,2,3470.0
2015,NUTS,2010,EL51,2,2987.0
2017,NUTS,2010,EL51,2,2409.0
2019,NUTS,2010,EL51,2,2749.0
1989,NUTS,2010,EL52,2,3298.0
1991,NUTS,2010,EL52,2,3774.0
1993,NUTS,2010,EL52,2,5380.0
1995,NUTS,2010,EL52,2,5689.0
1997,NUTS,2010,EL52,2,7051.0
1999,NUTS,2010,EL52,2,15034.0
2001,NUTS,2010,EL52,2,8781.0
2003,NUTS,2010,EL52,2,7172.0
2005,NUTS,2010,EL52,2,9193.0
2011,NUTS,2010,EL52,2,8235.0
2013,NUTS,2010,EL52,2,10286.0
2015,NUTS,2010,EL52,2,9414.0
2017,NUTS,2010,EL52,2,7376.0
2019,NUTS,2010,EL52,2,8340.0
1995,NUTS,2010,EL53,2,55.0
1997,NUTS,2010,EL53,2,814.0
1999,NUTS,2010,EL53,2,227.0
2001,NUTS,2010,EL53,2,34.0
2003,NUTS,2010,EL53,2,338.0
2005,NUTS,2010,EL53,2,295.0
2011,NUTS,2010,EL53,2,823.0
2013,NUTS,2010,EL53,2,599.0
2015,NUTS,2010,EL53,2,648.0
2017,NUTS,2010,EL53,2,642.0
2019,NUTS,2010,EL53,2,947.0
1989,NUTS,2010,EL54,2,675.0
1991,NUTS,2010,EL54,2,716.0
1993,NUTS,2010,EL54,2,900.0
1995,NUTS,2010,EL54,2,814.0
1997,NUTS,2010,EL54,2,1843.0
1999,NUTS,2010,EL54,2,2212.0
2001,NUTS,2010,EL54,2,2787.0
2003,NUTS,2010,EL54,2,1746.0
2005,NUTS,2010,EL54,2,2697.0
2011,NUTS,2010,EL54,2,2665.0
2013,NUTS,2010,EL54,2,3441.0
2015,NUTS,2010,EL54,2,3077.0
2017,NUTS,2010,EL54,2,2404.0
2019,NUTS,2010,EL54,2,2880.0
2011,NUTS,2010,EL6,1,9406.0
2013,NUTS,2010,EL6,1,9621.0
2015,NUTS,2010,EL6,1,9948.0
2017,NUTS,2010,EL6,1,9712.0
2019,NUTS,2010,EL6,1,10428.0
1991,NUTS,2010,EL61,2,153.0
1993,NUTS,2010,EL61,2,129.0
1995,NUTS,2010,EL61,2,295.0
1997,NUTS,2010,EL61,2,545.0
1999,NUTS,2010,EL61,2,1049.0
2001,NUTS,2010,EL61,2,1054.0
2003,NUTS,2010,EL61,2,2102.0
2005,NUTS,2010,EL61,2,1601.0
2011,NUTS,2010,EL61,2,4864.0
2013,NUTS,2010,EL61,2,2856.0
2015,NUTS,2010,EL61,2,2776.0
2017,NUTS,2010,EL61,2,3085.0
2019,NUTS,2010,EL61,2,3311.0
1989,NUTS,2010,EL62,2,21.0
1991,NUTS,2010,EL62,2,129.0
1993,NUTS,2010,EL62,2,92.0
1995,NUTS,2010,EL62,2,126.0
1997,NUTS,2010,EL62,2,233.0
1999,NUTS,2010,EL62,2,260.0
2001,NUTS,2010,EL62,2,187.0
2003,NUTS,2010,EL62,2,217.0
2005,NUTS,2010,EL62,2,298.0
2011,NUTS,2010,EL62,2,376.0
2013,NUTS,2010,EL62,2,701.0
2015,NUTS,2010,EL62,2,757.0
2017,NUTS,2010,EL62,2,862.0
2019,NUTS,2010,EL62,2,816.0
1989,NUTS,2010,EL63,2,683.0
1991,NUTS,2010,EL63,2,1032.0
1993,NUTS,2010,EL63,2,1738.0
1995,NUTS,2010,EL63,2,1579.0
1997,NUTS,2010,EL63,2,3027.0
1999,NUTS,2010,EL63,2,3601.0
2001,NUTS,2010,EL63,2,3777.0
2003,NUTS,2010,EL63,2,3377.0
2005,NUTS,2010,EL63,2,2636.0
2011,NUTS,2010,EL63,2,3300.0
2013,NUTS,2010,EL63,2,4446.0
2015,NUTS,2010,EL63,2,4886.0
2017,NUTS,2010,EL63,2,4663.0
2019,NUTS,2010,EL63,2,4681.0
1995,NUTS,2010,EL64,2,106.0
1997,NUTS,2010,EL64,2,73.0
1999,NUTS,2010,EL64,2,3.0
2001,NUTS,2010,EL64,2,15.0
2003,NUTS,2010,EL64,2,24.0
2005,NUTS,2010,EL64,2,163.0
2011,NUTS,2010,EL64,2,252.0
2013,NUTS,2010,EL64,2,762.0
2015,NUTS,2010,EL64,2,590.0
2017,NUTS,2010,EL64,2,460.0
2019,NUTS,2010,EL64,2,538.0
1995,NUTS,2010,EL65,2,5.0
1997,NUTS,2010,EL65,2,205.0
2001,NUTS,2010,EL65,2,0.0
2003,NUTS,2010,EL65,2,36.0
2005,NUTS,2010,EL65,2,969.0
2011,NUTS,2010,EL65,2,614.0
2013,NUTS,2010,EL65,2,856.0
2015,NUTS,2010,EL65,2,939.0
2017,NUTS,2010,EL65,2,642.0
2019,NUTS,2010,EL65,2,1082.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
1988,NUTS,2010,ES,0,37555.0
1989,NUTS,2010,ES,0,46647.0
1990,NUTS,2010,ES,0,49022.0
1991,NUTS,2010,ES,0,53759.0
1992,NUTS,2010,ES,0,59153.0
1993,NUTS,2010,ES,0,62191.0
1994,NUTS,2010,ES,0,76071.0
1995,NUTS,2010,ES,0,89947.0
1997,NUTS,2010,ES,0,91721.0
1999,NUTS,2010,ES,0,101231.0
2000,NUTS,2010,ES,0,114434.0
2001,NUTS,2010,ES,0,120918.0
2002,NUTS,2010,ES,0,126275.0
2003,NUTS,2010,ES,0,131725.0
2004,NUTS,2010,ES,0,135027.0
2005,NUTS,2010,ES,0,139717.0
2006,NUTS,2010,ES,0,148993.0
2007,NUTS,2010,ES,0,155044.0
2008,NUTS,2010,ES,0,158941.0
2009,NUTS,2010,ES,0,162749.0
2010,NUTS,2010,ES,0,168111.0
2011,NUTS,2010,ES,0,165043.0
2012,NUTS,2010,ES,0,157297.0
2013,NUTS,2010,ES,0,150582.0
2014,NUTS,2010,ES,0,150945.0
2015,NUTS,2010,ES,0,153014.0
2016,NUTS,2010,ES,0,153148.0
2017,NUTS,2010,ES,0,157815.0
2018,NUTS,2010,ES,0,159943.0
2019,NUTS,2010,ES,0,164227.0
1988,NUTS,2010,ES1,1,2355.0
1989,NUTS,2010,ES1,1,3029.0
1990,NUTS,2010,ES1,1,3275.0
1991,NUTS,2010,ES1,1,3866.0
1992,NUTS,2010,ES1,1,4631.0
1993,NUTS,2010,ES1,1,4492.0
1994,NUTS,2010,ES1,1,5894.0
1995,NUTS,2010,ES1,1,7635.0
1996,NUTS,2010,ES1,1,7640.0
1997,NUTS,2010,ES1,1,7856.0
1998,NUTS,2010,ES1,1,10155.0
1999,NUTS,2010,ES1,1,8893.0
2000,NUTS,2010,ES1,1,11483.0
2001,NUTS,2010,ES1,1,11862.0
2002,NUTS,2010,ES1,1,11723.0
2003,NUTS,2010,ES1,1,11771.0
2004,NUTS,2010,ES1,1,12130.0
2005,NUTS,2010,ES1,1,12225.0
2006,NUTS,2010,ES1,1,13512.0
2007,NUTS,2010,ES1,1,13984.0
2008,NUTS,2010,ES1,1,14312.0
2009,NUTS,2010,ES1,1,14302.0
2010,NUTS,2010,ES1,1,15148.0
2011,NUTS,2010,ES1,1,14636.0
2013,NUTS,2010,ES1,1,14637.0
2015,NUTS,2010,ES1,1,14257.0
2016,NUTS,2010,ES1,1,13909.0
2017,NUTS,2010,ES1,1,14244.0
2018,NUTS,2010,ES1,1,13911.0
1988,NUTS,2010,ES11,2,936.0
1989,NUTS,2010,ES11,2,1443.0
1990,NUTS,2010,ES11,2,1652.0
1991,NUTS,2010,ES11,2,2000.0
1992,NUTS,2010,ES11,2,2789.0
1993,NUTS,2010,ES11,2,2515.0
1994,NUTS,2010,ES11,2,2995.0
1995,NUTS,2010,ES11,2,4326.0
1996,NUTS,2010,ES11,2,4324.0
1997,NUTS,2010,ES11,2,4803.0
1998,NUTS,2010,ES11,2,6841.0
1999,NUTS,2010,ES11,2,5761.0
2000,NUTS,2010,ES11,2,7303.0
2001,NUTS,2010,ES11,2,7474.0
2002,NUTS,2010,ES11,2,7460.0
2003,NUTS,2010,ES11,2,7980.0
2004,NUTS,2010,ES11,2,8234.0
2005,NUTS,2010,ES11,2,8258.0
2006,NUTS,2010,ES11,2,8377.0
2007,NUTS,2010,ES11,2,8717.0
2008,NUTS,2010,ES11,2,8989.0
2009,NUTS,2010,ES11,2,8622.0
2010,NUTS,2010,ES11,2,9383.0
2011,NUTS,2010,ES11,2,9060.0
2012,NUTS,2010,ES11,2,9430.0
2014,NUTS,2010,ES11,2,8996.0
2015,NUTS,2010,ES11,2,9077.0
2016,NUTS,2010,ES11,2,9018.0
2017,NUTS,2010,ES11,2,9199.0
2018,NUTS,2010,ES11,2,9341.0
2019,NUTS,2010,ES11,2,9525.0
1988,NUTS,2010,ES12,2,841.0
1989,NUTS,2010,ES12,2,1087.0
1990,NUTS,2010,ES12,2,1105.0
1991,NUTS,2010,ES12,2,1190.0
1992,NUTS,2010,ES12,2,1136.0
1993,NUTS,2010,ES12,2,1242.0
1994,NUTS,2010,ES12,2,1882.0
1995,NUTS,2010,ES12,2,2311.0
1996,NUTS,2010,ES12,2,1463.0
1997,NUTS,2010,ES12,2,2000.0
1998,NUTS,2010,ES12,2,1863.0
1999,NUTS,2010,ES12,2,2040.0
2000,NUTS,2010,ES12,2,2956.0
2001,NUTS,2010,ES12,2,2966.0
2002,NUTS,2010,ES12,2,3395.0
2003,NUTS,2010,ES12,2,3007.0
2004,NUTS,2010,ES12,2,2945.0
2005,NUTS,2010,ES12,2,3073.0
2006,NUTS,2010,ES12,2,3483.0
2007,NUTS,2010,ES12,2,3587.0
2008,NUTS,2010,ES12,2,3480.0
2009,NUTS,2010,ES12,2,3763.0
2010,NUTS,2010,ES12,2,3816.0
2011,NUTS,2010,ES12,2,3614.0
2012,NUTS,2010,ES12,2,3232.0
2013,NUTS,2010,ES12,2,3521.0
2014,NUTS,2010,ES12,2,3150.0
2015,NUTS,2010,ES12,2,3329.0
2016,NUTS,2010,ES12,2,3081.0
2017,NUTS,2010,ES12,2,3234.0
2018,NUTS,2010,ES12,2,2756.0
2019,NUTS,2010,ES12,2,3139.0
1988,NUTS,2010,ES13,2,578.0
1989,NUTS,2010,ES13,2,500.0
1990,NUTS,2010,ES13,2,519.0
1991,NUTS,2010,ES13,2,675.0
1992,NUTS,2010,ES13,2,706.0
1993,NUTS,2010,ES13,2,735.0
1994,NUTS,2010,ES13,2,1017.0
1995,NUTS,2010,ES13,2,998.0
1996,NUTS,2010,ES13,2,1853.0
1997,NUTS,2010,ES13,2,1053.0
1998,NUTS,2010,ES13,2,1451.0
1999,NUTS,2010,ES13,2,1092.0
2000,NUTS,2010,ES13,2,1224.0
2001,NUTS,2010,ES13,2,1422.0
2002,NUTS,2010,ES13,2,868.0
2003,NUTS,2010,ES13,2,784.0
2004,NUTS,2010,ES13,2,951.0
2005,NUTS,2010,ES13,2,894.0
2006,NUTS,2010,ES13,2,1652.0
2007,NUTS,2010,ES13,2,1680.0
2008,NUTS,2010,ES13,2,1843.0
2009,NUTS,2010,ES13,2,1917.0
2010,NUTS,2010,ES13,2,1949.0
2011,NUTS,2010,ES13,2,1962.0
2015,NUTS,2010,ES13,2,1851.0
2016,NUTS,2010,ES13,2,1810.0
2017,NUTS,2010,ES13,2,1811.0
2018,NUTS,2010,ES13,2,1814.0
1988,NUTS,2010,ES2,1,2907.0
1989,NUTS,2010,ES2,1,3864.0
1990,NUTS,2010,ES2,1,5103.0
1991,NUTS,2010,ES2,1,5620.0
1992,NUTS,2010,ES2,1,6123.0
1993,NUTS,2010,ES2,1,6180.0
1994,NUTS,2010,ES2,1,7429.0
1995,NUTS,2010,ES2,1,9884.0
1996,NUTS,2010,ES2,1,10100.0
1997,NUTS,2010,ES2,1,8932.0
1998,NUTS,2010,ES2,1,10739.0
1999,NUTS,2010,ES2,1,9491.0
2000,NUTS,2010,ES2,1,10439.0
2001,NUTS,2010,ES2,1,10718.0
2002,NUTS,2010,ES2,1,11233.0
2003,NUTS,2010,ES2,1,12545.0
2004,NUTS,2010,ES2,1,12846.0
2005,NUTS,2010,ES2,1,13082.0
2006,NUTS,2010,ES2,1,13515.0
2007,NUTS,2010,ES2,1,14010.0
2008,NUTS,2010,ES2,1,14066.0
2009,NUTS,2010,ES2,1,14604.0
2010,NUTS,2010,ES2,1,14916.0
2011,NUTS,2010,ES2,1,15043.0
2013,NUTS,2010,ES2,1,15046.0
2019,NUTS,2010,ES2,1,15978.0
1988,NUTS,2010,ES21,2,1892.0
1989,NUTS,2010,ES21,2,2540.0
1990,NUTS,2010,ES21,2,2547.0
1991,NUTS,2010,ES21,2,2616.0
1992,NUTS,2010,ES21,2,2703.0
1993,NUTS,2010,ES21,2,2710.0
1994,NUTS,2010,ES21,2,2927.0
1995,NUTS,2010,ES21,2,3776.0
1996,NUTS,2010,ES21,2,3839.0
1997,NUTS,2010,ES21,2,4278.0
1998,NUTS,2010,ES21,2,5333.0
1999,NUTS,2010,ES21,2,4470.0
2000,NUTS,2010,ES21,2,4998.0
2001,NUTS,2010,ES21,2,5076.0
2002,NUTS,2010,ES21,2,5292.0
2003,NUTS,2010,ES21,2,5777.0
2004,NUTS,2010,ES21,2,5965.0
2005,NUTS,2010,ES21,2,6229.0
2006,NUTS,2010,ES21,2,6230.0
2007,NUTS,2010,ES21,2,6637.0
2008,NUTS,2010,ES21,2,6634.0
2009,NUTS,2010,ES21,2,6886.0
2010,NUTS,2010,ES21,2,7121.0
2011,NUTS,2010,ES21,2,6988.0
2012,NUTS,2010,ES21,2,7384.0
2013,NUTS,2010,ES21,2,7357.0
2014,NUTS,2010,ES21,2,7317.0
2015,NUTS,2010,ES21,2,7419.0
2016,NUTS,2010,ES21,2,7354.0
2017,NUTS,2010,ES21,2,7518.0
2018,NUTS,2010,ES21,2,7779.0
2019,NUTS,2010,ES21,2,7953.0
1990,NUTS,2010,ES22,2,1273.0
1991,NUTS,2010,ES22,2,1646.0
1992,NUTS,2010,ES22,2,1883.0
1993,NUTS,2010,ES22,2,1900.0
1994,NUTS,2010,ES22,2,2178.0
1995,NUTS,2010,ES22,2,2899.0
1996,NUTS,2010,ES22,2,3678.0
1997,NUTS,2010,ES22,2,1518.0
1998,NUTS,2010,ES22,2,2636.0
1999,NUTS,2010,ES22,2,1902.0
2000,NUTS,2010,ES22,2,2122.0
2001,NUTS,2010,ES22,2,2204.0
2002,NUTS,2010,ES22,2,2440.0
2003,NUTS,2010,ES22,2,2810.0
2004,NUTS,2010,ES22,2,2739.0
2005,NUTS,2010,ES22,2,2780.0
2006,NUTS,2010,ES22,2,3008.0
2007,NUTS,2010,ES22,2,2781.0
2008,NUTS,2010,ES22,2,2841.0
2009,NUTS,2010,ES22,2,2825.0
2010,NUTS,2010,ES22,2,2864.0
2011,NUTS,2010,ES22,2,2862.0
1993,NUTS,2010,ES23,2,113.0
1994,NUTS,2010,ES23,2,119.0
1995,NUTS,2010,ES23,2,441.0
1996,NUTS,2010,ES23,2,421.0
1997,NUTS,2010,ES23,2,337.0
1998,NUTS,2010,ES23,2,353.0
1999,NUTS,2010,ES23,2,276.0
2000,NUTS,2010,ES23,2,329.0
2001,NUTS,2010,ES23,2,346.0
2002,NUTS,2010,ES23,2,310.0
2003,NUTS,2010,ES23,2,310.0
2004,NUTS,2010,ES23,2,318.0
2005,NUTS,2010,ES23,2,330.0
2006,NUTS,2010,ES23,2,344.0
2007,NUTS,2010,ES23,2,516.0
2008,NUTS,2010,ES23,2,431.0
2009,NUTS,2010,ES23,2,449.0
2010,NUTS,2010,ES23,2,506.0
2011,NUTS,2010,ES23,2,575.0
2012,NUTS,2010,ES23,2,608.0
2014,NUTS,2010,ES23,2,716.0
2015,NUTS,2010,ES23,2,677.0
2016,NUTS,2010,ES23,2,882.0
2017,NUTS,2010,ES23,2,750.0
2018,NUTS,2010,ES23,2,814.0
1988,NUTS,2010,ES24,2,1016.0
1989,NUTS,2010,ES24,2,1323.0
1990,NUTS,2010,ES24,2,1284.0
1991,NUTS,2010,ES24,2,1359.0
1992,NUTS,2010,ES24,2,1537.0
1993,NUTS,2010,ES24,2,1457.0
1994,NUTS,2010,ES24,2,2205.0
1995,NUTS,2010,ES24,2,2768.0
1996,NUTS,2010,ES24,2,2162.0
1997,NUTS,2010,ES24,2,2799.0
1998,NUTS,2010,ES24,2,2418.0
1999,NUTS,2010,ES24,2,2843.0
2000,NUTS,2010,ES24,2,2990.0
2001,NUTS,2010,ES24,2,3092.0
2002,NUTS,2010,ES24,2,3191.0
2003,NUTS,2010,ES24,2,3648.0
2004,NUTS,2010,ES24,2,3824.0
2005,NUTS,2010,ES24,2,3743.0
2006,NUTS,2010,ES24,2,3933.0
2007,NUTS,2010,ES24,2,4076.0
2008,NUTS,2010,ES24,2,4160.0
2009,NUTS,2010,ES24,2,4444.0
