year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_mge_p_mhab
2005,NUTS,2010,DE21F,3,20.332
2007,NUTS,2010,DE21F,3,15.782
2010,NUTS,2010,DE21F,3,3.875
2004,NUTS,2010,DE21G,3,3.879
2005,NUTS,2010,DE21G,3,31.098
2006,NUTS,2010,DE21G,3,20.283
2007,NUTS,2010,DE21G,3,31.91
2008,NUTS,2010,DE21G,3,8.594
2009,NUTS,2010,DE21G,3,11.701
2011,NUTS,2010,DE21G,3,2.992
2000,NUTS,2010,DE21H,3,26.372
2001,NUTS,2010,DE21H,3,46.876
2002,NUTS,2010,DE21H,3,48.319
2003,NUTS,2010,DE21H,3,28.307
2004,NUTS,2010,DE21H,3,32.707
2005,NUTS,2010,DE21H,3,25.083
2006,NUTS,2010,DE21H,3,17.245
2007,NUTS,2010,DE21H,3,19.069
2008,NUTS,2010,DE21H,3,17.054
2009,NUTS,2010,DE21H,3,23.272
2010,NUTS,2010,DE21H,3,25.284
2011,NUTS,2010,DE21H,3,4.86
2012,NUTS,2010,DE21H,3,15.337
2001,NUTS,2010,DE21J,3,4.478
2004,NUTS,2010,DE21J,3,10.481
2005,NUTS,2010,DE21J,3,8.667
2007,NUTS,2010,DE21J,3,33.013
2009,NUTS,2010,DE21J,3,4.284
2011,NUTS,2010,DE21J,3,17.04
2000,NUTS,2010,DE21K,3,7.538
2002,NUTS,2010,DE21K,3,1.291
2003,NUTS,2010,DE21K,3,4.573
2005,NUTS,2010,DE21K,3,2.733
2006,NUTS,2010,DE21K,3,10.119
2007,NUTS,2010,DE21K,3,2.026
2008,NUTS,2010,DE21K,3,2.822
2009,NUTS,2010,DE21K,3,3.867
2010,NUTS,2010,DE21K,3,3.296
2011,NUTS,2010,DE21K,3,4.004
2012,NUTS,2010,DE21K,3,4.102
2000,NUTS,2010,DE21L,3,74.444
2001,NUTS,2010,DE21L,3,63.782
2002,NUTS,2010,DE21L,3,37.444
2003,NUTS,2010,DE21L,3,55.931
2004,NUTS,2010,DE21L,3,64.749
2005,NUTS,2010,DE21L,3,41.393
2006,NUTS,2010,DE21L,3,26.958
2007,NUTS,2010,DE21L,3,43.249
2008,NUTS,2010,DE21L,3,9.111
2009,NUTS,2010,DE21L,3,26.952
2010,NUTS,2010,DE21L,3,23.844
2011,NUTS,2010,DE21L,3,3.838
2012,NUTS,2010,DE21L,3,4.712
2000,NUTS,2010,DE21M,3,3.0
2002,NUTS,2010,DE21M,3,4.679
2003,NUTS,2010,DE21M,3,2.3
2005,NUTS,2010,DE21M,3,1.173
2007,NUTS,2010,DE21M,3,1.467
2008,NUTS,2010,DE21M,3,0.997
2009,NUTS,2010,DE21M,3,1.172
2010,NUTS,2010,DE21M,3,1.934
2011,NUTS,2010,DE21M,3,3.46
2012,NUTS,2010,DE21M,3,9.95
2000,NUTS,2010,DE21N,3,117.155
2001,NUTS,2010,DE21N,3,172.338
2002,NUTS,2010,DE21N,3,143.298
2003,NUTS,2010,DE21N,3,135.964
2004,NUTS,2010,DE21N,3,159.92
2005,NUTS,2010,DE21N,3,101.277
2006,NUTS,2010,DE21N,3,139.811
2007,NUTS,2010,DE21N,3,92.83
2008,NUTS,2010,DE21N,3,81.939
2009,NUTS,2010,DE21N,3,91.655
2010,NUTS,2010,DE21N,3,86.503
2011,NUTS,2010,DE21N,3,83.714
2012,NUTS,2010,DE21N,3,69.338
2000,NUTS,2010,DE22,2,0.427
2001,NUTS,2010,DE22,2,1.649
2002,NUTS,2010,DE22,2,3.121
2003,NUTS,2010,DE22,2,0.143
2004,NUTS,2010,DE22,2,1.674
2005,NUTS,2010,DE22,2,0.527
2006,NUTS,2010,DE22,2,1.462
2007,NUTS,2010,DE22,2,3.057
2008,NUTS,2010,DE22,2,1.373
2009,NUTS,2010,DE22,2,1.829
2010,NUTS,2010,DE22,2,0.849
2011,NUTS,2010,DE22,2,0.37
2012,NUTS,2010,DE22,2,1.031
2004,NUTS,2010,DE221,3,16.589
2007,NUTS,2010,DE221,3,15.342
2008,NUTS,2010,DE221,3,15.967
2009,NUTS,2010,DE221,3,15.973
2009,NUTS,2010,DE223,3,2.247
2011,NUTS,2010,DE223,3,7.424
2001,NUTS,2010,DE224,3,0.952
2003,NUTS,2010,DE224,3,1.454
2006,NUTS,2010,DE224,3,4.256
2008,NUTS,2010,DE224,3,0.935
2007,NUTS,2010,DE225,3,6.19
2000,NUTS,2010,DE226,3,4.599
2001,NUTS,2010,DE226,3,7.579
2002,NUTS,2010,DE226,3,18.031
2005,NUTS,2010,DE226,3,5.578
2011,NUTS,2010,DE226,3,0.972
2004,NUTS,2010,DE227,3,6.809
2007,NUTS,2010,DE227,3,1.351
2010,NUTS,2010,DE227,3,4.112
2012,NUTS,2010,DE227,3,2.209
2002,NUTS,2010,DE228,3,9.074
2006,NUTS,2010,DE228,3,6.609
2007,NUTS,2010,DE228,3,5.306
2008,NUTS,2010,DE228,3,1.061
2010,NUTS,2010,DE228,3,0.693
2008,NUTS,2010,DE229,3,4.115
2010,NUTS,2010,DE229,3,3.53
2012,NUTS,2010,DE229,3,5.099
2009,NUTS,2010,DE22A,3,6.997
2012,NUTS,2010,DE22A,3,4.237
2001,NUTS,2010,DE22B,3,10.5
2007,NUTS,2010,DE22B,3,10.232
2009,NUTS,2010,DE22B,3,2.559
2000,NUTS,2010,DE23,2,11.7
2001,NUTS,2010,DE23,2,10.128
2002,NUTS,2010,DE23,2,5.158
2003,NUTS,2010,DE23,2,6.272
2004,NUTS,2010,DE23,2,7.818
2005,NUTS,2010,DE23,2,7.778
2006,NUTS,2010,DE23,2,5.333
2007,NUTS,2010,DE23,2,7.886
2008,NUTS,2010,DE23,2,5.595
2009,NUTS,2010,DE23,2,2.879
2010,NUTS,2010,DE23,2,4.79
2011,NUTS,2010,DE23,2,3.644
2012,NUTS,2010,DE23,2,7.757
2010,NUTS,2010,DE231,3,5.719
2000,NUTS,2010,DE232,3,71.066
2001,NUTS,2010,DE232,3,55.778
2002,NUTS,2010,DE232,3,26.101
2003,NUTS,2010,DE232,3,21.48
2004,NUTS,2010,DE232,3,47.899
2005,NUTS,2010,DE232,3,43.284
2006,NUTS,2010,DE232,3,38.965
2007,NUTS,2010,DE232,3,61.519
2008,NUTS,2010,DE232,3,36.454
2009,NUTS,2010,DE232,3,13.031
2010,NUTS,2010,DE232,3,25.704
2011,NUTS,2010,DE232,3,19.259
2012,NUTS,2010,DE232,3,29.141
2001,NUTS,2010,DE234,3,1.286
2002,NUTS,2010,DE235,3,7.609
2001,NUTS,2010,DE236,3,1.741
2003,NUTS,2010,DE236,3,18.199
2004,NUTS,2010,DE236,3,2.566
2009,NUTS,2010,DE236,3,3.824
2011,NUTS,2010,DE236,3,2.583
2006,NUTS,2010,DE237,3,1.699
2000,NUTS,2010,DE238,3,15.334
2001,NUTS,2010,DE238,3,19.254
2002,NUTS,2010,DE238,3,7.187
2003,NUTS,2010,DE238,3,9.755
2004,NUTS,2010,DE238,3,8.483
2005,NUTS,2010,DE238,3,10.419
2006,NUTS,2010,DE238,3,3.183
2007,NUTS,2010,DE238,3,2.741
2008,NUTS,2010,DE238,3,5.035
2009,NUTS,2010,DE238,3,4.868
2010,NUTS,2010,DE238,3,8.085
2012,NUTS,2010,DE238,3,13.092
2001,NUTS,2010,DE239,3,1.186
2004,NUTS,2010,DE239,3,3.454
2005,NUTS,2010,DE239,3,6.901
2008,NUTS,2010,DE239,3,2.29
2012,NUTS,2010,DE239,3,6.997
2000,NUTS,2010,DE23A,3,12.435
2011,NUTS,2010,DE23A,3,13.369
2012,NUTS,2010,DE23A,3,13.454
2000,NUTS,2010,DE24,2,1.696
2001,NUTS,2010,DE24,2,5.632
2002,NUTS,2010,DE24,2,2.173
2003,NUTS,2010,DE24,2,5.258
2004,NUTS,2010,DE24,2,4.127
2005,NUTS,2010,DE24,2,6.055
2006,NUTS,2010,DE24,2,6.791
2007,NUTS,2010,DE24,2,7.263
2008,NUTS,2010,DE24,2,3.517
2009,NUTS,2010,DE24,2,2.245
2010,NUTS,2010,DE24,2,1.644
2011,NUTS,2010,DE24,2,2.203
2012,NUTS,2010,DE24,2,1.874
2001,NUTS,2010,DE241,3,7.243
2002,NUTS,2010,DE241,3,4.755
2004,NUTS,2010,DE241,3,4.721
2001,NUTS,2010,DE242,3,10.654
2003,NUTS,2010,DE242,3,27.495
2004,NUTS,2010,DE242,3,29.806
2005,NUTS,2010,DE242,3,44.267
2006,NUTS,2010,DE242,3,16.622
2007,NUTS,2010,DE242,3,64.351
2008,NUTS,2010,DE242,3,10.26
2009,NUTS,2010,DE242,3,3.976
2010,NUTS,2010,DE242,3,2.756
2011,NUTS,2010,DE242,3,15.272
2012,NUTS,2010,DE242,3,20.517
2000,NUTS,2010,DE244,3,19.557
2001,NUTS,2010,DE245,3,5.127
2002,NUTS,2010,DE245,3,4.053
2003,NUTS,2010,DE245,3,6.742
2004,NUTS,2010,DE245,3,2.357
2005,NUTS,2010,DE245,3,2.002
2008,NUTS,2010,DE245,3,2.277
2009,NUTS,2010,DE245,3,0.415
2010,NUTS,2010,DE245,3,2.146
2011,NUTS,2010,DE245,3,5.201
2001,NUTS,2010,DE246,3,16.037
2003,NUTS,2010,DE246,3,6.679
2006,NUTS,2010,DE246,3,18.395
2012,NUTS,2010,DE246,3,4.729
2000,NUTS,2010,DE248,3,7.957
2001,NUTS,2010,DE248,3,4.444
2002,NUTS,2010,DE248,3,4.431
2007,NUTS,2010,DE248,3,2.91
2009,NUTS,2010,DE248,3,1.765
2010,NUTS,2010,DE248,3,2.914
2007,NUTS,2010,DE249,3,2.39
2001,NUTS,2010,DE24B,3,22.201
2002,NUTS,2010,DE24B,3,12.711
2003,NUTS,2010,DE24B,3,16.61
2004,NUTS,2010,DE24B,3,13.857
2005,NUTS,2010,DE24B,3,36.49
2006,NUTS,2010,DE24B,3,55.094
2007,NUTS,2010,DE24B,3,34.316
2008,NUTS,2010,DE24B,3,36.112
2009,NUTS,2010,DE24B,3,11.641
2010,NUTS,2010,DE24B,3,12.272
2011,NUTS,2010,DE24B,3,6.712
2001,NUTS,2010,DE24C,3,3.529
2003,NUTS,2010,DE24C,3,11.27
2004,NUTS,2010,DE24C,3,8.352
2005,NUTS,2010,DE24C,3,4.122
2009,NUTS,2010,DE24D,3,12.749
2000,NUTS,2010,DE25,2,5.679
2001,NUTS,2010,DE25,2,8.194
2002,NUTS,2010,DE25,2,6.683
2003,NUTS,2010,DE25,2,1.432
2004,NUTS,2010,DE25,2,6.569
2005,NUTS,2010,DE25,2,6.144
2006,NUTS,2010,DE25,2,7.814
2007,NUTS,2010,DE25,2,6.043
2008,NUTS,2010,DE25,2,1.703
2009,NUTS,2010,DE25,2,2.844
2010,NUTS,2010,DE25,2,2.859
2011,NUTS,2010,DE25,2,3.085
2012,NUTS,2010,DE25,2,1.041
2000,NUTS,2010,DE252,3,49.429
2001,NUTS,2010,DE252,3,31.455
2002,NUTS,2010,DE252,3,30.124
2003,NUTS,2010,DE252,3,14.188
2004,NUTS,2010,DE252,3,65.691
2005,NUTS,2010,DE252,3,25.834
2006,NUTS,2010,DE252,3,51.843
2007,NUTS,2010,DE252,3,43.083
2008,NUTS,2010,DE252,3,7.931
2009,NUTS,2010,DE252,3,20.956
2010,NUTS,2010,DE252,3,11.842
2011,NUTS,2010,DE252,3,8.236
2012,NUTS,2010,DE252,3,2.351
2002,NUTS,2010,DE253,3,13.482
2007,NUTS,2010,DE253,3,2.904
2008,NUTS,2010,DE253,3,2.891
2009,NUTS,2010,DE253,3,2.893
2010,NUTS,2010,DE253,3,2.894
2000,NUTS,2010,DE254,3,4.48
2001,NUTS,2010,DE254,3,4.443
2002,NUTS,2010,DE254,3,0.896
2003,NUTS,2010,DE254,3,1.034
2005,NUTS,2010,DE254,3,4.906
2006,NUTS,2010,DE254,3,3.666
2007,NUTS,2010,DE254,3,2.396
2008,NUTS,2010,DE254,3,1.988
2009,NUTS,2010,DE254,3,1.33
2010,NUTS,2010,DE254,3,0.874
2011,NUTS,2010,DE254,3,1.978
2006,NUTS,2010,DE255,3,17.272
2000,NUTS,2010,DE256,3,2.743
2001,NUTS,2010,DE256,3,5.458
2006,NUTS,2010,DE256,3,3.646
2009,NUTS,2010,DE256,3,2.37
2011,NUTS,2010,DE256,3,11.116
2000,NUTS,2010,DE257,3,10.922
2001,NUTS,2010,DE257,3,58.167
2002,NUTS,2010,DE257,3,39.614
2003,NUTS,2010,DE257,3,3.679
2004,NUTS,2010,DE257,3,24.108
2005,NUTS,2010,DE257,3,38.882
2006,NUTS,2010,DE257,3,34.716
2007,NUTS,2010,DE257,3,12.616
2008,NUTS,2010,DE257,3,5.731
2009,NUTS,2010,DE257,3,9.382
2010,NUTS,2010,DE257,3,12.056
2011,NUTS,2010,DE257,3,10.803
2012,NUTS,2010,DE257,3,11.662
2002,NUTS,2010,DE258,3,10.57
2007,NUTS,2010,DE258,3,4.378
2000,NUTS,2010,DE259,3,2.985
2004,NUTS,2010,DE259,3,7.863
2005,NUTS,2010,DE259,3,1.952
2007,NUTS,2010,DE259,3,9.934
2006,NUTS,2010,DE25A,3,3.301
2007,NUTS,2010,DE25A,3,5.327
2010,NUTS,2010,DE25A,3,13.055
2000,NUTS,2010,DE26,2,6.23
2001,NUTS,2010,DE26,2,8.286
2002,NUTS,2010,DE26,2,13.55
2003,NUTS,2010,DE26,2,12.81
2004,NUTS,2010,DE26,2,5.756
2005,NUTS,2010,DE26,2,1.473
2006,NUTS,2010,DE26,2,6.083
2007,NUTS,2010,DE26,2,3.453
2008,NUTS,2010,DE26,2,6.083
2009,NUTS,2010,DE26,2,5.168
2010,NUTS,2010,DE26,2,2.08
2011,NUTS,2010,DE26,2,1.328
2012,NUTS,2010,DE26,2,1.947
2001,NUTS,2010,DE261,3,10.356
2002,NUTS,2010,DE261,3,7.314
2003,NUTS,2010,DE261,3,4.805
2010,NUTS,2010,DE261,3,4.802
2002,NUTS,2010,DE262,3,9.163
2000,NUTS,2010,DE263,3,22.615
2001,NUTS,2010,DE263,3,53.374
2002,NUTS,2010,DE263,3,73.279
2003,NUTS,2010,DE263,3,91.426
2004,NUTS,2010,DE263,3,23.74
2005,NUTS,2010,DE263,3,1.872
2006,NUTS,2010,DE263,3,43.687
2007,NUTS,2010,DE263,3,6.3
2008,NUTS,2010,DE263,3,37.201
2009,NUTS,2010,DE263,3,16.479
2010,NUTS,2010,DE263,3,1.276
2011,NUTS,2010,DE263,3,0.822
2012,NUTS,2010,DE263,3,6.203
2000,NUTS,2010,DE264,3,6.619
2001,NUTS,2010,DE264,3,1.897
2002,NUTS,2010,DE264,3,19.075
2003,NUTS,2010,DE264,3,3.774
2004,NUTS,2010,DE264,3,8.161
2005,NUTS,2010,DE264,3,3.649
2006,NUTS,2010,DE264,3,5.144
2007,NUTS,2010,DE264,3,9.568
2008,NUTS,2010,DE264,3,4.478
2009,NUTS,2010,DE264,3,5.066
2010,NUTS,2010,DE264,3,4.336
2011,NUTS,2010,DE264,3,1.448
2012,NUTS,2010,DE264,3,1.917
2007,NUTS,2010,DE265,3,0.932
2009,NUTS,2010,DE265,3,4.727
2010,NUTS,2010,DE265,3,6.385
2011,NUTS,2010,DE265,3,3.164
2001,NUTS,2010,DE266,3,2.309
2011,NUTS,2010,DE266,3,3.98
2000,NUTS,2010,DE267,3,0.339
2003,NUTS,2010,DE268,3,2.239
2005,NUTS,2010,DE268,3,1.899
2009,NUTS,2010,DE268,3,5.619
2012,NUTS,2010,DE268,3,1.584
2000,NUTS,2010,DE269,3,4.057
2007,NUTS,2010,DE269,3,7.652
2008,NUTS,2010,DE269,3,0.844
2011,NUTS,2010,DE269,3,1.325
2000,NUTS,2010,DE26A,3,2.5
2002,NUTS,2010,DE26A,3,2.496
2004,NUTS,2010,DE26A,3,4.391
2010,NUTS,2010,DE26B,3,2.909
2011,NUTS,2010,DE26B,3,2.92
2000,NUTS,2010,DE26C,3,21.304
2001,NUTS,2010,DE26C,3,18.878
2002,NUTS,2010,DE26C,3,24.983
2003,NUTS,2010,DE26C,3,25.024
2004,NUTS,2010,DE26C,3,16.142
2005,NUTS,2010,DE26C,3,5.747
2006,NUTS,2010,DE26C,3,8.876
2007,NUTS,2010,DE26C,3,6.241
2008,NUTS,2010,DE26C,3,13.685
2009,NUTS,2010,DE26C,3,17.408
2010,NUTS,2010,DE26C,3,3.126
2011,NUTS,2010,DE26C,3,1.377
2012,NUTS,2010,DE26C,3,7.822
2000,NUTS,2010,DE27,2,2.83
2001,NUTS,2010,DE27,2,0.73
2002,NUTS,2010,DE27,2,1.522
2003,NUTS,2010,DE27,2,0.141
2004,NUTS,2010,DE27,2,0.656
2005,NUTS,2010,DE27,2,1.54
2007,NUTS,2010,DE27,2,0.7
2008,NUTS,2010,DE27,2,1.84
2009,NUTS,2010,DE27,2,0.437
2010,NUTS,2010,DE27,2,1.636
2011,NUTS,2010,DE27,2,0.74
2012,NUTS,2010,DE27,2,2.42
2000,NUTS,2010,DE271,3,0.981
2001,NUTS,2010,DE271,3,1.961
2002,NUTS,2010,DE271,3,3.219
2003,NUTS,2010,DE271,3,0.964
2004,NUTS,2010,DE271,3,1.273
2005,NUTS,2010,DE271,3,2.573
2010,NUTS,2010,DE271,3,3.148
2002,NUTS,2010,DE273,3,4.065
2005,NUTS,2010,DE273,3,5.359
2008,NUTS,2010,DE274,3,24.378
2000,NUTS,2010,DE275,3,8.208
2008,NUTS,2010,DE275,3,9.782
2011,NUTS,2010,DE275,3,9.144
2012,NUTS,2010,DE275,3,2.569
2000,NUTS,2010,DE276,3,7.105
2001,NUTS,2010,DE276,3,3.299
2002,NUTS,2010,DE276,3,1.383
2005,NUTS,2010,DE276,3,4.845
2010,NUTS,2010,DE276,3,1.042
2011,NUTS,2010,DE276,3,0.625
2005,NUTS,2010,DE277,3,1.778
2002,NUTS,2010,DE278,3,0.901
2000,NUTS,2010,DE279,3,3.335
2002,NUTS,2010,DE279,3,4.159
2004,NUTS,2010,DE279,3,3.066
2005,NUTS,2010,DE279,3,2.569
2007,NUTS,2010,DE279,3,7.645
2008,NUTS,2010,DE279,3,0.244
2009,NUTS,2010,DE279,3,1.517
2010,NUTS,2010,DE279,3,5.024
2000,NUTS,2010,DE27A,3,5.858
2004,NUTS,2010,DE27B,3,2.467
2009,NUTS,2010,DE27B,3,1.491
2000,NUTS,2010,DE27C,3,2.561
2002,NUTS,2010,DE27C,3,3.706
2009,NUTS,2010,DE27C,3,2.434
2012,NUTS,2010,DE27C,3,29.469
2000,NUTS,2010,DE27D,3,5.423
2008,NUTS,2010,DE27D,3,7.69
2010,NUTS,2010,DE27E,3,6.66
2000,NUTS,2010,DE3,1,26.631
2001,NUTS,2010,DE3,1,23.523
2002,NUTS,2010,DE3,1,24.35
2003,NUTS,2010,DE3,1,17.415
2004,NUTS,2010,DE3,1,19.72
2005,NUTS,2010,DE3,1,17.767
2006,NUTS,2010,DE3,1,17.062
2007,NUTS,2010,DE3,1,16.977
2008,NUTS,2010,DE3,1,12.092
2009,NUTS,2010,DE3,1,12.233
2010,NUTS,2010,DE3,1,10.785
2011,NUTS,2010,DE3,1,8.92
2012,NUTS,2010,DE3,1,9.018
2000,NUTS,2010,DE30,2,26.631
2001,NUTS,2010,DE30,2,23.523
2002,NUTS,2010,DE30,2,24.35
2003,NUTS,2010,DE30,2,17.415
2004,NUTS,2010,DE30,2,19.72
2005,NUTS,2010,DE30,2,17.767
2006,NUTS,2010,DE30,2,17.062
2007,NUTS,2010,DE30,2,16.977
2008,NUTS,2010,DE30,2,12.092
2009,NUTS,2010,DE30,2,12.233
2010,NUTS,2010,DE30,2,10.785
2011,NUTS,2010,DE30,2,8.92
2012,NUTS,2010,DE30,2,9.018
2000,NUTS,2010,DE300,3,26.631
2001,NUTS,2010,DE300,3,23.523
2002,NUTS,2010,DE300,3,24.35
2003,NUTS,2010,DE300,3,17.415
2004,NUTS,2010,DE300,3,19.72
2005,NUTS,2010,DE300,3,17.767
2006,NUTS,2010,DE300,3,17.062
2007,NUTS,2010,DE300,3,16.977
2008,NUTS,2010,DE300,3,12.092
2009,NUTS,2010,DE300,3,12.233
2010,NUTS,2010,DE300,3,10.785
2011,NUTS,2010,DE300,3,8.92
2012,NUTS,2010,DE300,3,9.018
2000,NUTS,2010,DE4,1,9.868
2001,NUTS,2010,DE4,1,7.16
2002,NUTS,2010,DE4,1,6.942
2003,NUTS,2010,DE4,1,7.609
2004,NUTS,2010,DE4,1,4.409
2005,NUTS,2010,DE4,1,7.166
2006,NUTS,2010,DE4,1,7.744
2007,NUTS,2010,DE4,1,8.148
2008,NUTS,2010,DE4,1,5.773
2009,NUTS,2010,DE4,1,3.374
2010,NUTS,2010,DE4,1,3.022
2011,NUTS,2010,DE4,1,2.916
2012,NUTS,2010,DE4,1,2.753
2000,NUTS,2010,DE40,2,9.868
2001,NUTS,2010,DE40,2,7.16
2002,NUTS,2010,DE40,2,6.942
2003,NUTS,2010,DE40,2,7.609
2004,NUTS,2010,DE40,2,4.409
2005,NUTS,2010,DE40,2,7.166
2006,NUTS,2010,DE40,2,7.744
2007,NUTS,2010,DE40,2,8.148
2008,NUTS,2010,DE40,2,5.773
2009,NUTS,2010,DE40,2,3.374
2010,NUTS,2010,DE40,2,3.022
2011,NUTS,2010,DE40,2,2.916
2012,NUTS,2010,DE40,2,2.753
2005,NUTS,2010,DE402,3,1.598
2006,NUTS,2010,DE402,3,1.899
2000,NUTS,2010,DE404,3,13.723
2001,NUTS,2010,DE404,3,19.641
2002,NUTS,2010,DE404,3,30.437
2003,NUTS,2010,DE404,3,42.766
2004,NUTS,2010,DE404,3,16.554
2005,NUTS,2010,DE404,3,14.069
2006,NUTS,2010,DE404,3,31.508
2007,NUTS,2010,DE404,3,40.05
2008,NUTS,2010,DE404,3,23.735
2009,NUTS,2010,DE404,3,10.917
2010,NUTS,2010,DE404,3,24.773
2011,NUTS,2010,DE404,3,19.12
2012,NUTS,2010,DE404,3,13.404
2000,NUTS,2010,DE405,3,10.422
2001,NUTS,2010,DE405,3,5.99
2002,NUTS,2010,DE405,3,5.365
2003,NUTS,2010,DE405,3,14.503
2004,NUTS,2010,DE405,3,0.805
2006,NUTS,2010,DE405,3,5.66
2007,NUTS,2010,DE405,3,4.679
2009,NUTS,2010,DE405,3,2.252
2010,NUTS,2010,DE405,3,6.614
2000,NUTS,2010,DE406,3,1.589
2006,NUTS,2010,DE406,3,5.372
2007,NUTS,2010,DE406,3,2.04
2008,NUTS,2010,DE406,3,0.557
2009,NUTS,2010,DE406,3,2.477
2010,NUTS,2010,DE406,3,1.546
2011,NUTS,2010,DE406,3,3.276
2012,NUTS,2010,DE406,3,3.095
2007,NUTS,2010,DE407,3,5.594
2001,NUTS,2010,DE408,3,0.675
2002,NUTS,2010,DE408,3,1.929
2003,NUTS,2010,DE408,3,12.411
2004,NUTS,2010,DE408,3,5.609
2006,NUTS,2010,DE408,3,6.515
2007,NUTS,2010,DE408,3,2.123
2008,NUTS,2010,DE408,3,2.124
2009,NUTS,2010,DE408,3,4.319
2010,NUTS,2010,DE408,3,1.29
2000,NUTS,2010,DE409,3,3.109
2001,NUTS,2010,DE409,3,1.753
2002,NUTS,2010,DE409,3,3.375
2003,NUTS,2010,DE409,3,1.731
2005,NUTS,2010,DE409,3,16.655
2006,NUTS,2010,DE409,3,10.41
2007,NUTS,2010,DE409,3,6.51
2008,NUTS,2010,DE409,3,8.453
2009,NUTS,2010,DE409,3,4.706
2010,NUTS,2010,DE409,3,4.344
2011,NUTS,2010,DE409,3,4.094
2000,NUTS,2010,DE40A,3,7.664
2001,NUTS,2010,DE40A,3,9.994
2002,NUTS,2010,DE40A,3,6.185
2003,NUTS,2010,DE40A,3,7.267
2004,NUTS,2010,DE40A,3,1.675
2005,NUTS,2010,DE40A,3,4.18
2006,NUTS,2010,DE40A,3,19.982
2007,NUTS,2010,DE40A,3,3.875
2008,NUTS,2010,DE40A,3,1.238
2009,NUTS,2010,DE40A,3,4.104
2011,NUTS,2010,DE40A,3,0.985
2000,NUTS,2010,DE40B,3,3.376
2006,NUTS,2010,DE40B,3,5.075
2007,NUTS,2010,DE40B,3,7.717
2012,NUTS,2010,DE40B,3,16.663
2001,NUTS,2010,DE40C,3,4.225
2002,NUTS,2010,DE40C,3,1.278
2004,NUTS,2010,DE40C,3,0.881
2007,NUTS,2010,DE40C,3,0.899
2008,NUTS,2010,DE40C,3,17.018
2010,NUTS,2010,DE40C,3,1.081
2011,NUTS,2010,DE40C,3,1.795
2012,NUTS,2010,DE40C,3,8.206
2000,NUTS,2010,DE40D,3,2.888
2001,NUTS,2010,DE40D,3,2.922
2008,NUTS,2010,DE40D,3,1.229
2009,NUTS,2010,DE40D,3,3.149
2010,NUTS,2010,DE40D,3,0.675
2000,NUTS,2010,DE40E,3,88.149
2001,NUTS,2010,DE40E,3,49.278
2002,NUTS,2010,DE40E,3,50.605
2003,NUTS,2010,DE40E,3,36.83
2004,NUTS,2010,DE40E,3,36.258
2005,NUTS,2010,DE40E,3,59.962
2006,NUTS,2010,DE40E,3,26.686
2007,NUTS,2010,DE40E,3,43.773
2008,NUTS,2010,DE40E,3,26.551
2009,NUTS,2010,DE40E,3,13.022
2010,NUTS,2010,DE40E,3,2.59
2011,NUTS,2010,DE40E,3,5.462
2012,NUTS,2010,DE40E,3,1.215
2007,NUTS,2010,DE40G,3,3.703
2000,NUTS,2010,DE40H,3,5.621
2001,NUTS,2010,DE40H,3,7.512
2009,NUTS,2010,DE40H,3,4.011
2010,NUTS,2010,DE40H,3,3.089
2011,NUTS,2010,DE40H,3,6.196
2004,NUTS,2010,DE40I,3,0.976
2011,NUTS,2010,DE40I,3,2.544
2012,NUTS,2010,DE40I,3,3.901
2000,NUTS,2010,DE5,1,0.875
2001,NUTS,2010,DE5,1,6.149
2002,NUTS,2010,DE5,1,5.564
2003,NUTS,2010,DE5,1,2.87
2004,NUTS,2010,DE5,1,2.594
2005,NUTS,2010,DE5,1,1.01
2006,NUTS,2010,DE5,1,0.874
2007,NUTS,2010,DE5,1,1.506
2008,NUTS,2010,DE5,1,0.498
2009,NUTS,2010,DE5,1,1.511
2010,NUTS,2010,DE5,1,6.151
2011,NUTS,2010,DE5,1,5.403
2012,NUTS,2010,DE5,1,0.378
2000,NUTS,2010,DE50,2,0.875
2001,NUTS,2010,DE50,2,6.149
2002,NUTS,2010,DE50,2,5.564
2003,NUTS,2010,DE50,2,2.87
2004,NUTS,2010,DE50,2,2.594
2005,NUTS,2010,DE50,2,1.01
2006,NUTS,2010,DE50,2,0.874
2007,NUTS,2010,DE50,2,1.506
2008,NUTS,2010,DE50,2,0.498
2009,NUTS,2010,DE50,2,1.511
2010,NUTS,2010,DE50,2,6.151
2011,NUTS,2010,DE50,2,5.403
2012,NUTS,2010,DE50,2,0.378
2000,NUTS,2010,DE501,3,1.073
2001,NUTS,2010,DE501,3,7.286
2002,NUTS,2010,DE501,3,3.549
2003,NUTS,2010,DE501,3,3.499
2004,NUTS,2010,DE501,3,2.973
2005,NUTS,2010,DE501,3,1.227
2006,NUTS,2010,DE501,3,1.061
2007,NUTS,2010,DE501,3,1.825
2008,NUTS,2010,DE501,3,0.602
2009,NUTS,2010,DE501,3,1.827
2010,NUTS,2010,DE501,3,7.431
2011,NUTS,2010,DE501,3,6.522
2012,NUTS,2010,DE501,3,0.456
2001,NUTS,2010,DE502,3,1.076
2002,NUTS,2010,DE502,3,14.743
2004,NUTS,2010,DE502,3,0.845
2000,NUTS,2010,DE6,1,9.186
2001,NUTS,2010,DE6,1,5.567
2002,NUTS,2010,DE6,1,15.704
2003,NUTS,2010,DE6,1,13.327
2004,NUTS,2010,DE6,1,11.113
2005,NUTS,2010,DE6,1,9.159
