year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_rse_t_hc
2015,NUTS,2010,DEA3,2,7183.0
2016,NUTS,2010,DEA3,2,7046.0
2017,NUTS,2010,DEA3,2,7300.0
2018,NUTS,2010,DEA3,2,7580.0
2019,NUTS,2010,DEA3,2,7682.0
2011,NUTS,2010,DEA4,2,4174.0
2012,NUTS,2010,DEA4,2,4308.0
2013,NUTS,2010,DEA4,2,4498.0
2014,NUTS,2010,DEA4,2,4687.0
2015,NUTS,2010,DEA4,2,4634.0
2016,NUTS,2010,DEA4,2,5060.0
2017,NUTS,2010,DEA4,2,5385.0
2018,NUTS,2010,DEA4,2,5677.0
2019,NUTS,2010,DEA4,2,5686.0
2011,NUTS,2010,DEA5,2,8914.0
2012,NUTS,2010,DEA5,2,8996.0
2013,NUTS,2010,DEA5,2,9247.0
2014,NUTS,2010,DEA5,2,9909.0
2015,NUTS,2010,DEA5,2,10084.0
2016,NUTS,2010,DEA5,2,10857.0
2017,NUTS,2010,DEA5,2,11323.0
2018,NUTS,2010,DEA5,2,11659.0
2019,NUTS,2010,DEA5,2,11766.0
2011,NUTS,2010,DEB,1,8834.0
2012,NUTS,2010,DEB,1,9136.0
2013,NUTS,2010,DEB,1,9306.0
2014,NUTS,2010,DEB,1,9410.0
2015,NUTS,2010,DEB,1,9725.0
2016,NUTS,2010,DEB,1,10108.0
2017,NUTS,2010,DEB,1,10179.0
2018,NUTS,2010,DEB,1,10426.0
2019,NUTS,2010,DEB,1,10629.0
2011,NUTS,2010,DEB1,2,1049.0
2012,NUTS,2010,DEB1,2,1057.0
2013,NUTS,2010,DEB1,2,1107.0
2014,NUTS,2010,DEB1,2,1120.0
2015,NUTS,2010,DEB1,2,1163.0
2016,NUTS,2010,DEB1,2,1198.0
2017,NUTS,2010,DEB1,2,1257.0
2018,NUTS,2010,DEB1,2,1336.0
2019,NUTS,2010,DEB1,2,1442.0
2011,NUTS,2010,DEB2,2,1171.0
2012,NUTS,2010,DEB2,2,1202.0
2013,NUTS,2010,DEB2,2,1165.0
2014,NUTS,2010,DEB2,2,1089.0
2015,NUTS,2010,DEB2,2,1178.0
2016,NUTS,2010,DEB2,2,1165.0
2017,NUTS,2010,DEB2,2,1166.0
2018,NUTS,2010,DEB2,2,1091.0
2019,NUTS,2010,DEB2,2,1103.0
2011,NUTS,2010,DEB3,2,6614.0
2012,NUTS,2010,DEB3,2,6877.0
2013,NUTS,2010,DEB3,2,7034.0
2014,NUTS,2010,DEB3,2,7201.0
2015,NUTS,2010,DEB3,2,7384.0
2016,NUTS,2010,DEB3,2,7745.0
2017,NUTS,2010,DEB3,2,7756.0
2018,NUTS,2010,DEB3,2,7999.0
2019,NUTS,2010,DEB3,2,8084.0
2011,NUTS,2010,DEC,1,2933.0
2012,NUTS,2010,DEC,1,3100.0
2013,NUTS,2010,DEC,1,3313.0
2014,NUTS,2010,DEC,1,3388.0
2015,NUTS,2010,DEC,1,3404.0
2016,NUTS,2010,DEC,1,3415.0
2017,NUTS,2010,DEC,1,3438.0
2018,NUTS,2010,DEC,1,3473.0
2019,NUTS,2010,DEC,1,3506.0
2011,NUTS,2010,DEC0,2,2933.0
2012,NUTS,2010,DEC0,2,3100.0
2013,NUTS,2010,DEC0,2,3313.0
2014,NUTS,2010,DEC0,2,3388.0
2015,NUTS,2010,DEC0,2,3404.0
2016,NUTS,2010,DEC0,2,3415.0
2017,NUTS,2010,DEC0,2,3438.0
2018,NUTS,2010,DEC0,2,3473.0
2019,NUTS,2010,DEC0,2,3506.0
2011,NUTS,2010,DED,1,14830.0
2012,NUTS,2010,DED,1,15430.0
2013,NUTS,2010,DED,1,16638.0
2014,NUTS,2010,DED,1,16636.0
2015,NUTS,2010,DED,1,16284.0
2016,NUTS,2010,DED,1,16349.0
2017,NUTS,2010,DED,1,16925.0
2018,NUTS,2010,DED,1,17616.0
2019,NUTS,2010,DED,1,18026.0
2011,NUTS,2010,DED2,2,3535.0
2012,NUTS,2010,DED2,2,3463.0
2013,NUTS,2010,DED2,2,3798.0
2014,NUTS,2010,DED2,2,3985.0
2015,NUTS,2010,DED2,2,7110.0
2016,NUTS,2010,DED2,2,7188.0
2017,NUTS,2010,DED2,2,7506.0
2018,NUTS,2010,DED2,2,7786.0
2019,NUTS,2010,DED2,2,7859.0
2011,NUTS,2010,DED4,2,6914.0
2012,NUTS,2010,DED4,2,7157.0
2013,NUTS,2010,DED4,2,7448.0
2014,NUTS,2010,DED4,2,7268.0
2015,NUTS,2010,DED4,2,3781.0
2016,NUTS,2010,DED4,2,3815.0
2017,NUTS,2010,DED4,2,3879.0
2018,NUTS,2010,DED4,2,4011.0
2019,NUTS,2010,DED4,2,4115.0
2011,NUTS,2010,DED5,2,4381.0
2012,NUTS,2010,DED5,2,4810.0
2013,NUTS,2010,DED5,2,5392.0
2014,NUTS,2010,DED5,2,5383.0
2015,NUTS,2010,DED5,2,5393.0
2016,NUTS,2010,DED5,2,5346.0
2017,NUTS,2010,DED5,2,5540.0
2018,NUTS,2010,DED5,2,5819.0
2019,NUTS,2010,DED5,2,6052.0
2011,NUTS,2010,DEE,1,5513.0
2012,NUTS,2010,DEE,1,5755.0
2013,NUTS,2010,DEE,1,5896.0
2014,NUTS,2010,DEE,1,5820.0
2015,NUTS,2010,DEE,1,6037.0
2016,NUTS,2010,DEE,1,5719.0
2017,NUTS,2010,DEE,1,5831.0
2018,NUTS,2010,DEE,1,6263.0
2019,NUTS,2010,DEE,1,6307.0
2011,NUTS,2010,DEE0,2,5513.0
2012,NUTS,2010,DEE0,2,5755.0
2013,NUTS,2010,DEE0,2,5896.0
2014,NUTS,2010,DEE0,2,5820.0
2015,NUTS,2010,DEE0,2,6037.0
2016,NUTS,2010,DEE0,2,5719.0
2017,NUTS,2010,DEE0,2,5831.0
2018,NUTS,2010,DEE0,2,6263.0
2019,NUTS,2010,DEE0,2,6307.0
2011,NUTS,2010,DEF,1,5360.0
2012,NUTS,2010,DEF,1,5509.0
2013,NUTS,2010,DEF,1,5741.0
2014,NUTS,2010,DEF,1,5902.0
2015,NUTS,2010,DEF,1,6078.0
2016,NUTS,2010,DEF,1,6183.0
2017,NUTS,2010,DEF,1,6374.0
2018,NUTS,2010,DEF,1,6624.0
2019,NUTS,2010,DEF,1,6698.0
2011,NUTS,2010,DEF0,2,5360.0
2012,NUTS,2010,DEF0,2,5509.0
2013,NUTS,2010,DEF0,2,5741.0
2014,NUTS,2010,DEF0,2,5902.0
2015,NUTS,2010,DEF0,2,6078.0
2016,NUTS,2010,DEF0,2,6183.0
2017,NUTS,2010,DEF0,2,6374.0
2018,NUTS,2010,DEF0,2,6624.0
2019,NUTS,2010,DEF0,2,6698.0
2011,NUTS,2010,DEG,1,6570.0
2012,NUTS,2010,DEG,1,6770.0
2013,NUTS,2010,DEG,1,6936.0
2014,NUTS,2010,DEG,1,7028.0
2015,NUTS,2010,DEG,1,6824.0
2016,NUTS,2010,DEG,1,6638.0
2017,NUTS,2010,DEG,1,6722.0
2018,NUTS,2010,DEG,1,6861.0
2019,NUTS,2010,DEG,1,6943.0
2011,NUTS,2010,DEG0,2,6570.0
2012,NUTS,2010,DEG0,2,6770.0
2013,NUTS,2010,DEG0,2,6936.0
2014,NUTS,2010,DEG0,2,7028.0
2015,NUTS,2010,DEG0,2,6824.0
2016,NUTS,2010,DEG0,2,6638.0
2017,NUTS,2010,DEG0,2,6722.0
2018,NUTS,2010,DEG0,2,6861.0
2019,NUTS,2010,DEG0,2,6943.0
2011,NUTS,2010,DEZ,1,12772.0
2012,NUTS,2010,DEZ,1,12818.0
2013,NUTS,2010,DEZ,1,12496.0
2014,NUTS,2010,DEZ,1,12074.0
2015,NUTS,2010,DEZ,1,13632.0
2016,NUTS,2010,DEZ,1,12967.0
2017,NUTS,2010,DEZ,1,12534.0
2018,NUTS,2010,DEZ,1,12803.0
2019,NUTS,2010,DEZ,1,12068.0
2011,NUTS,2010,DEZZ,2,12772.0
2012,NUTS,2010,DEZZ,2,12818.0
2013,NUTS,2010,DEZZ,2,12496.0
2014,NUTS,2010,DEZZ,2,12074.0
2015,NUTS,2010,DEZZ,2,13632.0
2016,NUTS,2010,DEZZ,2,12967.0
2017,NUTS,2010,DEZZ,2,12534.0
2018,NUTS,2010,DEZZ,2,12803.0
2019,NUTS,2010,DEZZ,2,12068.0
2011,NUTS,2010,DK,0,25848.0
2012,NUTS,2010,DK,0,25882.0
2013,NUTS,2010,DK,0,27080.0
2014,NUTS,2010,DK,0,27431.0
2015,NUTS,2010,DK,0,28000.0
2016,NUTS,2010,DK,0,26237.0
2017,NUTS,2010,DK,0,25838.0
2018,NUTS,2010,DK,0,27489.0
2019,NUTS,2010,DK,0,27513.0
2020,NUTS,2010,DK,0,27665.0
2011,NUTS,2010,DK0,1,26580.0
2012,NUTS,2010,DK0,1,25882.0
2013,NUTS,2010,DK0,1,27080.0
2014,NUTS,2010,DK0,1,27431.0
2015,NUTS,2010,DK0,1,28000.0
2016,NUTS,2010,DK0,1,26237.0
2017,NUTS,2010,DK0,1,25838.0
2018,NUTS,2010,DK0,1,27489.0
2019,NUTS,2010,DK0,1,27513.0
2011,NUTS,2010,DK01,2,13035.0
2012,NUTS,2010,DK01,2,12972.0
2013,NUTS,2010,DK01,2,13791.0
2014,NUTS,2010,DK01,2,14419.0
2015,NUTS,2010,DK01,2,14488.0
2016,NUTS,2010,DK01,2,13538.0
2017,NUTS,2010,DK01,2,13610.0
2019,NUTS,2010,DK01,2,14544.0
2011,NUTS,2010,DK02,2,1611.0
2012,NUTS,2010,DK02,2,1443.0
2013,NUTS,2010,DK02,2,1411.0
2014,NUTS,2010,DK02,2,1503.0
2015,NUTS,2010,DK02,2,1221.0
2016,NUTS,2010,DK02,2,1336.0
2017,NUTS,2010,DK02,2,1220.0
2019,NUTS,2010,DK02,2,1484.0
2011,NUTS,2010,DK03,2,2603.0
2012,NUTS,2010,DK03,2,2748.0
2013,NUTS,2010,DK03,2,2854.0
2014,NUTS,2010,DK03,2,3027.0
2015,NUTS,2010,DK03,2,3224.0
2016,NUTS,2010,DK03,2,3123.0
2017,NUTS,2010,DK03,2,2439.0
2019,NUTS,2010,DK03,2,2378.0
2011,NUTS,2010,DK04,2,6749.0
2012,NUTS,2010,DK04,2,5753.0
2013,NUTS,2010,DK04,2,5924.0
2014,NUTS,2010,DK04,2,5639.0
2015,NUTS,2010,DK04,2,6241.0
2016,NUTS,2010,DK04,2,5835.0
2017,NUTS,2010,DK04,2,5437.0
2019,NUTS,2010,DK04,2,5726.0
2011,NUTS,2010,DK05,2,2582.0
2012,NUTS,2010,DK05,2,2966.0
2013,NUTS,2010,DK05,2,3100.0
2014,NUTS,2010,DK05,2,2843.0
2015,NUTS,2010,DK05,2,2826.0
2016,NUTS,2010,DK05,2,2405.0
2017,NUTS,2010,DK05,2,3132.0
2019,NUTS,2010,DK05,2,3381.0
2011,NUTS,2010,EA19,2,804740.0
2012,NUTS,2010,EA19,2,822738.0
2013,NUTS,2010,EA19,2,842160.0
2014,NUTS,2010,EA19,2,850612.0
2015,NUTS,2010,EA19,2,860440.0
2016,NUTS,2010,EA19,2,855070.0
2017,NUTS,2010,EA19,2,874803.0
2018,NUTS,2010,EA19,2,895542.0
2019,NUTS,2010,EA19,2,914725.0
2011,NUTS,2010,EE,0,4638.0
2012,NUTS,2010,EE,0,4742.0
2013,NUTS,2010,EE,0,4792.0
2014,NUTS,2010,EE,0,4811.0
2015,NUTS,2010,EE,0,4610.0
2016,NUTS,2010,EE,0,4319.0
2017,NUTS,2010,EE,0,4389.0
2018,NUTS,2010,EE,0,4498.0
2019,NUTS,2010,EE,0,4461.0
2011,NUTS,2010,EL,0,32842.0
2013,NUTS,2010,EL,0,38724.0
2015,NUTS,2010,EL,0,37463.0
2017,NUTS,2010,EL,0,29445.0
2019,NUTS,2010,EL,0,33144.0
2011,NUTS,2010,EL3,1,11334.0
2013,NUTS,2010,EL3,1,13692.0
2015,NUTS,2010,EL3,1,14927.0
2017,NUTS,2010,EL3,1,10628.0
2019,NUTS,2010,EL3,1,11576.0
2011,NUTS,2010,EL30,2,11334.0
2013,NUTS,2010,EL30,2,13692.0
2015,NUTS,2010,EL30,2,14927.0
2017,NUTS,2010,EL30,2,10628.0
2019,NUTS,2010,EL30,2,11576.0
2011,NUTS,2010,EL4,1,4655.0
2013,NUTS,2010,EL4,1,4843.0
2015,NUTS,2010,EL4,1,3790.0
2017,NUTS,2010,EL4,1,3260.0
2019,NUTS,2010,EL4,1,3612.0
2011,NUTS,2010,EL41,2,862.0
2013,NUTS,2010,EL41,2,1052.0
2015,NUTS,2010,EL41,2,771.0
2017,NUTS,2010,EL41,2,737.0
2019,NUTS,2010,EL41,2,774.0
2011,NUTS,2010,EL42,2,407.0
2013,NUTS,2010,EL42,2,530.0
2015,NUTS,2010,EL42,2,364.0
2017,NUTS,2010,EL42,2,414.0
2019,NUTS,2010,EL42,2,332.0
2011,NUTS,2010,EL43,2,3386.0
2013,NUTS,2010,EL43,2,3261.0
2015,NUTS,2010,EL43,2,2655.0
2017,NUTS,2010,EL43,2,2109.0
2019,NUTS,2010,EL43,2,2506.0
2011,NUTS,2010,EL5,1,11313.0
2013,NUTS,2010,EL5,1,12765.0
2015,NUTS,2010,EL5,1,11635.0
2017,NUTS,2010,EL5,1,8991.0
2019,NUTS,2010,EL5,1,10870.0
2011,NUTS,2010,EL51,2,1994.0
2013,NUTS,2010,EL51,2,2379.0
2015,NUTS,2010,EL51,2,1761.0
2017,NUTS,2010,EL51,2,1477.0
2019,NUTS,2010,EL51,2,1854.0
2011,NUTS,2010,EL52,2,6770.0
2013,NUTS,2010,EL52,2,7844.0
2015,NUTS,2010,EL52,2,7313.0
2017,NUTS,2010,EL52,2,5517.0
2019,NUTS,2010,EL52,2,6676.0
2011,NUTS,2010,EL53,2,409.0
2013,NUTS,2010,EL53,2,487.0
2015,NUTS,2010,EL53,2,470.0
2017,NUTS,2010,EL53,2,460.0
2019,NUTS,2010,EL53,2,686.0
2011,NUTS,2010,EL54,2,2140.0
2013,NUTS,2010,EL54,2,2055.0
2015,NUTS,2010,EL54,2,2091.0
2017,NUTS,2010,EL54,2,1537.0
2019,NUTS,2010,EL54,2,1654.0
2011,NUTS,2010,EL6,1,5540.0
2013,NUTS,2010,EL6,1,7424.0
2015,NUTS,2010,EL6,1,7111.0
2017,NUTS,2010,EL6,1,6566.0
2019,NUTS,2010,EL6,1,7086.0
2011,NUTS,2010,EL61,2,2035.0
2013,NUTS,2010,EL61,2,2035.0
2015,NUTS,2010,EL61,2,1894.0
2017,NUTS,2010,EL61,2,1987.0
2019,NUTS,2010,EL61,2,2076.0
2011,NUTS,2010,EL62,2,151.0
2013,NUTS,2010,EL62,2,607.0
2015,NUTS,2010,EL62,2,646.0
2017,NUTS,2010,EL62,2,701.0
2019,NUTS,2010,EL62,2,675.0
2011,NUTS,2010,EL63,2,2757.0
2013,NUTS,2010,EL63,2,3572.0
2015,NUTS,2010,EL63,2,3538.0
2017,NUTS,2010,EL63,2,3218.0
2019,NUTS,2010,EL63,2,3223.0
2011,NUTS,2010,EL64,2,146.0
2013,NUTS,2010,EL64,2,555.0
2015,NUTS,2010,EL64,2,337.0
2017,NUTS,2010,EL64,2,250.0
2019,NUTS,2010,EL64,2,302.0
2011,NUTS,2010,EL65,2,451.0
2013,NUTS,2010,EL65,2,655.0
2015,NUTS,2010,EL65,2,696.0
2017,NUTS,2010,EL65,2,410.0
2019,NUTS,2010,EL65,2,810.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,127085.0
2012,NUTS,2010,ES,0,123245.0
2013,NUTS,2010,ES,0,117925.0
2014,NUTS,2010,ES,0,119290.0
2015,NUTS,2010,ES,0,121161.0
2016,NUTS,2010,ES,0,121905.0
2017,NUTS,2010,ES,0,125714.0
2018,NUTS,2010,ES,0,128594.0
2019,NUTS,2010,ES,0,132551.0
2011,NUTS,2010,ES1,1,11097.0
2013,NUTS,2010,ES1,1,10343.0
2015,NUTS,2010,ES1,1,10055.0
2016,NUTS,2010,ES1,1,9720.0
2017,NUTS,2010,ES1,1,10003.0
2018,NUTS,2010,ES1,1,9563.0
2011,NUTS,2010,ES11,2,6602.0
2012,NUTS,2010,ES11,2,6197.0
2014,NUTS,2010,ES11,2,5824.0
2015,NUTS,2010,ES11,2,5903.0
2016,NUTS,2010,ES11,2,5873.0
2017,NUTS,2010,ES11,2,5990.0
2018,NUTS,2010,ES11,2,6046.0
2019,NUTS,2010,ES11,2,6166.0
2011,NUTS,2010,ES12,2,3212.0
2012,NUTS,2010,ES12,2,2834.0
2013,NUTS,2010,ES12,2,3126.0
2014,NUTS,2010,ES12,2,2760.0
2015,NUTS,2010,ES12,2,2936.0
2016,NUTS,2010,ES12,2,2665.0
2017,NUTS,2010,ES12,2,2841.0
2018,NUTS,2010,ES12,2,2357.0
2019,NUTS,2010,ES12,2,2737.0
2011,NUTS,2010,ES13,2,1283.0
2015,NUTS,2010,ES13,2,1216.0
2016,NUTS,2010,ES13,2,1182.0
2017,NUTS,2010,ES13,2,1172.0
2018,NUTS,2010,ES13,2,1160.0
2011,NUTS,2010,ES2,1,13096.0
2013,NUTS,2010,ES2,1,13048.0
2019,NUTS,2010,ES2,1,14033.0
2011,NUTS,2010,ES21,2,5827.0
2012,NUTS,2010,ES21,2,6111.0
2013,NUTS,2010,ES21,2,6025.0
2014,NUTS,2010,ES21,2,6138.0
2015,NUTS,2010,ES21,2,6212.0
2016,NUTS,2010,ES21,2,6218.0
2017,NUTS,2010,ES21,2,6398.0
2018,NUTS,2010,ES21,2,6601.0
2019,NUTS,2010,ES21,2,6701.0
2011,NUTS,2010,ES22,2,2404.0
2011,NUTS,2010,ES23,2,511.0
2012,NUTS,2010,ES23,2,540.0
2014,NUTS,2010,ES23,2,644.0
2015,NUTS,2010,ES23,2,599.0
2016,NUTS,2010,ES23,2,805.0
2017,NUTS,2010,ES23,2,673.0
2018,NUTS,2010,ES23,2,746.0
2011,NUTS,2010,ES24,2,4354.0
2012,NUTS,2010,ES24,2,4429.0
2013,NUTS,2010,ES24,2,4365.0
2014,NUTS,2010,ES24,2,4608.0
2015,NUTS,2010,ES24,2,4792.0
2016,NUTS,2010,ES24,2,4531.0
2017,NUTS,2010,ES24,2,4589.0
2018,NUTS,2010,ES24,2,4738.0
2011,NUTS,2010,ES3,1,27292.0
2012,NUTS,2010,ES3,1,26104.0
2013,NUTS,2010,ES3,1,25242.0
2014,NUTS,2010,ES3,1,25021.0
2015,NUTS,2010,ES3,1,25179.0
2016,NUTS,2010,ES3,1,25203.0
2017,NUTS,2010,ES3,1,26279.0
2018,NUTS,2010,ES3,1,27396.0
2019,NUTS,2010,ES3,1,29068.0
2011,NUTS,2010,ES30,2,27292.0
2012,NUTS,2010,ES30,2,26104.0
2013,NUTS,2010,ES30,2,25242.0
2014,NUTS,2010,ES30,2,25021.0
2015,NUTS,2010,ES30,2,25179.0
2016,NUTS,2010,ES30,2,25203.0
2017,NUTS,2010,ES30,2,26279.0
2018,NUTS,2010,ES30,2,27396.0
2019,NUTS,2010,ES30,2,29068.0
2011,NUTS,2010,ES4,1,13303.0
2013,NUTS,2010,ES4,1,11188.0
2014,NUTS,2010,ES4,1,11420.0
2015,NUTS,2010,ES4,1,11705.0
2016,NUTS,2010,ES4,1,11794.0
2018,NUTS,2010,ES4,1,11879.0
2019,NUTS,2010,ES4,1,11977.0
2011,NUTS,2010,ES41,2,8548.0
2012,NUTS,2010,ES41,2,8110.0
2013,NUTS,2010,ES41,2,7612.0
2014,NUTS,2010,ES41,2,7724.0
2015,NUTS,2010,ES41,2,7899.0
2016,NUTS,2010,ES41,2,7968.0
2017,NUTS,2010,ES41,2,8017.0
2018,NUTS,2010,ES41,2,7952.0
2019,NUTS,2010,ES41,2,8261.0
2011,NUTS,2010,ES42,2,2624.0
2012,NUTS,2010,ES42,2,2346.0
2013,NUTS,2010,ES42,2,1548.0
2014,NUTS,2010,ES42,2,1647.0
2015,NUTS,2010,ES42,2,1787.0
2017,NUTS,2010,ES42,2,1960.0
2011,NUTS,2010,ES43,2,2131.0
2013,NUTS,2010,ES43,2,2028.0
2014,NUTS,2010,ES43,2,2049.0
2015,NUTS,2010,ES43,2,2019.0
2011,NUTS,2010,ES5,1,34922.0
2012,NUTS,2010,ES5,1,34658.0
2013,NUTS,2010,ES5,1,32970.0
2014,NUTS,2010,ES5,1,34844.0
2015,NUTS,2010,ES5,1,35274.0
2016,NUTS,2010,ES5,1,35823.0
2017,NUTS,2010,ES5,1,36793.0
2018,NUTS,2010,ES5,1,37517.0
2011,NUTS,2010,ES51,2,20579.0
2012,NUTS,2010,ES51,2,20414.0
2013,NUTS,2010,ES51,2,19981.0
2014,NUTS,2010,ES51,2,19906.0
2015,NUTS,2010,ES51,2,20062.0
2016,NUTS,2010,ES51,2,20675.0
2017,NUTS,2010,ES51,2,21168.0
2018,NUTS,2010,ES51,2,21497.0
2019,NUTS,2010,ES51,2,22199.0
2011,NUTS,2010,ES52,2,12654.0
2012,NUTS,2010,ES52,2,12549.0
2013,NUTS,2010,ES52,2,11321.0
2014,NUTS,2010,ES52,2,13174.0
2015,NUTS,2010,ES52,2,13375.0
2016,NUTS,2010,ES52,2,13472.0
2017,NUTS,2010,ES52,2,13949.0
2018,NUTS,2010,ES52,2,14299.0
2019,NUTS,2010,ES52,2,14937.0
2011,NUTS,2010,ES53,2,1689.0
2012,NUTS,2010,ES53,2,1695.0
2013,NUTS,2010,ES53,2,1668.0
2014,NUTS,2010,ES53,2,1764.0
2015,NUTS,2010,ES53,2,1837.0
2016,NUTS,2010,ES53,2,1676.0
2017,NUTS,2010,ES53,2,1676.0
2018,NUTS,2010,ES53,2,1721.0
2011,NUTS,2010,ES6,1,23591.0
2012,NUTS,2010,ES6,1,22627.0
2013,NUTS,2010,ES6,1,21610.0
2014,NUTS,2010,ES6,1,21308.0
2015,NUTS,2010,ES6,1,21859.0
2016,NUTS,2010,ES6,1,22163.0
2017,NUTS,2010,ES6,1,23143.0
2018,NUTS,2010,ES6,1,24160.0
2019,NUTS,2010,ES6,1,24652.0
2011,NUTS,2010,ES61,2,19509.0
2012,NUTS,2010,ES61,2,18639.0
2013,NUTS,2010,ES61,2,17579.0
2014,NUTS,2010,ES61,2,17326.0
2015,NUTS,2010,ES61,2,17709.0
2016,NUTS,2010,ES61,2,17951.0
2017,NUTS,2010,ES61,2,18536.0
2018,NUTS,2010,ES61,2,19143.0
2019,NUTS,2010,ES61,2,19478.0
2011,NUTS,2010,ES62,2,4003.0
2012,NUTS,2010,ES62,2,3908.0
2013,NUTS,2010,ES62,2,3951.0
2014,NUTS,2010,ES62,2,3882.0
2015,NUTS,2010,ES62,2,4061.0
2016,NUTS,2010,ES62,2,4062.0
2018,NUTS,2010,ES62,2,4757.0
2019,NUTS,2010,ES62,2,4916.0
2011,NUTS,2010,ES63,2,33.0
2011,NUTS,2010,ES64,2,46.0
2011,NUTS,2010,ES7,1,3784.0
2012,NUTS,2010,ES7,1,3686.0
2013,NUTS,2010,ES7,1,3524.0
2014,NUTS,2010,ES7,1,3453.0
2015,NUTS,2010,ES7,1,3413.0
2016,NUTS,2010,ES7,1,3554.0
2017,NUTS,2010,ES7,1,3626.0
2018,NUTS,2010,ES7,1,3727.0
2011,NUTS,2010,ES70,2,3784.0
2012,NUTS,2010,ES70,2,3686.0
2013,NUTS,2010,ES70,2,3524.0
2014,NUTS,2010,ES70,2,3453.0
2015,NUTS,2010,ES70,2,3413.0
2016,NUTS,2010,ES70,2,3554.0
2017,NUTS,2010,ES70,2,3626.0
2018,NUTS,2010,ES70,2,3727.0
2011,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,1008817.0
2012,NUTS,2010,EU27_2020,7,1024195.0
2013,NUTS,2010,EU27_2020,7,1049337.0
2014,NUTS,2010,EU27_2020,7,1064726.0
2015,NUTS,2010,EU27_2020,7,1072893.0
2016,NUTS,2010,EU27_2020,7,1074193.0
2017,NUTS,2010,EU27_2020,7,1120135.0
2018,NUTS,2010,EU27_2020,7,1149080.0
2019,NUTS,2010,EU27_2020,7,1172936.0
2011,NUTS,2010,FI,0,22993.0
2012,NUTS,2010,FI,0,23173.0
2013,NUTS,2010,FI,0,22404.0
2014,NUTS,2010,FI,0,22274.0
2015,NUTS,2010,FI,0,22173.0
2016,NUTS,2010,FI,0,21713.0
2017,NUTS,2010,FI,0,22433.0
2018,NUTS,2010,FI,0,23104.0
2019,NUTS,2010,FI,0,24152.0
2012,NUTS,2010,FI1,1,23161.0
2015,NUTS,2010,FI1,1,22160.0
2016,NUTS,2010,FI1,1,21699.0
2017,NUTS,2010,FI1,1,22417.0
2018,NUTS,2010,FI1,1,23094.0
2019,NUTS,2010,FI1,1,24140.0
2011,NUTS,2010,FI19,2,5403.0
2012,NUTS,2010,FI19,2,5435.0
2013,NUTS,2010,FI19,2,5482.0
2015,NUTS,2010,FI19,2,5318.0
2016,NUTS,2010,FI19,2,5080.0
2017,NUTS,2010,FI19,2,5315.0
2018,NUTS,2010,FI19,2,5510.0
2019,NUTS,2010,FI19,2,5590.0
2011,NUTS,2010,FI1B,2,8503.0
2012,NUTS,2010,FI1B,2,8425.0
2013,NUTS,2010,FI1B,2,7536.0
2015,NUTS,2010,FI1B,2,8374.0
2016,NUTS,2010,FI1B,2,8070.0
2017,NUTS,2010,FI1B,2,8327.0
2018,NUTS,2010,FI1B,2,8151.0
2019,NUTS,2010,FI1B,2,9066.0
2011,NUTS,2010,FI1C,2,3738.0
2012,NUTS,2010,FI1C,2,3820.0
2013,NUTS,2010,FI1C,2,3875.0
2015,NUTS,2010,FI1C,2,3433.0
2016,NUTS,2010,FI1C,2,3495.0
2017,NUTS,2010,FI1C,2,3600.0
2018,NUTS,2010,FI1C,2,3788.0
2019,NUTS,2010,FI1C,2,3960.0
2011,NUTS,2010,FI1D,2,5335.0
2012,NUTS,2010,FI1D,2,5480.0
2013,NUTS,2010,FI1D,2,5176.0
2015,NUTS,2010,FI1D,2,5036.0
2016,NUTS,2010,FI1D,2,5054.0
2017,NUTS,2010,FI1D,2,5175.0
2018,NUTS,2010,FI1D,2,5646.0
2019,NUTS,2010,FI1D,2,5524.0
2015,NUTS,2010,FI2,1,13.0
2016,NUTS,2010,FI2,1,14.0
2017,NUTS,2010,FI2,1,16.0
2018,NUTS,2010,FI2,1,10.0
2019,NUTS,2010,FI2,1,12.0
2015,NUTS,2010,FI20,2,13.0
2016,NUTS,2010,FI20,2,14.0
2017,NUTS,2010,FI20,2,16.0
2018,NUTS,2010,FI20,2,10.0
2019,NUTS,2010,FI20,2,12.0
2011,NUTS,2010,FR,0,110149.0
2012,NUTS,2010,FR,0,111036.0
2013,NUTS,2010,FR,0,113058.0
2014,NUTS,2010,FR,0,113217.0
2016,NUTS,2010,FR,0,123449.0
2017,NUTS,2010,FR,0,123893.0
2018,NUTS,2010,FR,0,124805.0
2011,NUTS,2010,HR,0,7222.0
2012,NUTS,2010,HR,0,7149.0
2013,NUTS,2010,HR,0,7137.0
2014,NUTS,2010,HR,0,6966.0
2015,NUTS,2010,HR,0,7319.0
2016,NUTS,2010,HR,0,8407.0
2017,NUTS,2010,HR,0,9055.0
2018,NUTS,2010,HR,0,9090.0
2019,NUTS,2010,HR,0,10098.0
2020,NUTS,2010,HR,0,10303.0
2011,NUTS,2010,HR0,1,7222.0
2012,NUTS,2010,HR0,1,7149.0
2013,NUTS,2010,HR0,1,7137.0
2014,NUTS,2010,HR0,1,6966.0
2015,NUTS,2010,HR0,1,7319.0
