year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_gov_mio_pps_kp05
2016,NUTS,2010,DEA,1,1626.283
2017,NUTS,2010,DEA,1,1660.371
2018,NUTS,2010,DEA,1,1760.569
2019,NUTS,2010,DEA,1,1815.415
2011,NUTS,2010,DEA1,2,210.592
2012,NUTS,2010,DEA1,2,204.148
2013,NUTS,2010,DEA1,2,196.418
2014,NUTS,2010,DEA1,2,202.152
2015,NUTS,2010,DEA1,2,220.422
2016,NUTS,2010,DEA1,2,208.743
2017,NUTS,2010,DEA1,2,222.182
2018,NUTS,2010,DEA1,2,256.844
2019,NUTS,2010,DEA1,2,262.438
2011,NUTS,2010,DEA2,2,1177.541
2012,NUTS,2010,DEA2,2,1288.011
2013,NUTS,2010,DEA2,2,1329.886
2014,NUTS,2010,DEA2,2,1289.864
2015,NUTS,2010,DEA2,2,1233.858
2016,NUTS,2010,DEA2,2,1181.968
2017,NUTS,2010,DEA2,2,1182.063
2018,NUTS,2010,DEA2,2,1252.34
2019,NUTS,2010,DEA2,2,1307.543
2011,NUTS,2010,DEA3,2,45.486
2012,NUTS,2010,DEA3,2,43.913
2013,NUTS,2010,DEA3,2,42.407
2014,NUTS,2010,DEA3,2,61.328
2015,NUTS,2010,DEA3,2,42.355
2016,NUTS,2010,DEA3,2,44.719
2017,NUTS,2010,DEA3,2,49.74
2018,NUTS,2010,DEA3,2,50.53
2019,NUTS,2010,DEA3,2,51.075
2011,NUTS,2010,DEA4,2,37.582
2012,NUTS,2010,DEA4,2,35.696
2013,NUTS,2010,DEA4,2,34.605
2014,NUTS,2010,DEA4,2,34.477
2015,NUTS,2010,DEA4,2,36.688
2016,NUTS,2010,DEA4,2,40.283
2017,NUTS,2010,DEA4,2,51.966
2018,NUTS,2010,DEA4,2,45.843
2019,NUTS,2010,DEA4,2,48.997
2011,NUTS,2010,DEA5,2,107.018
2012,NUTS,2010,DEA5,2,113.029
2013,NUTS,2010,DEA5,2,101.948
2014,NUTS,2010,DEA5,2,143.997
2015,NUTS,2010,DEA5,2,151.108
2016,NUTS,2010,DEA5,2,150.571
2017,NUTS,2010,DEA5,2,154.42
2018,NUTS,2010,DEA5,2,155.013
2019,NUTS,2010,DEA5,2,145.362
2011,NUTS,2010,DEB,1,181.626
2012,NUTS,2010,DEB,1,170.821
2013,NUTS,2010,DEB,1,174.107
2014,NUTS,2010,DEB,1,153.819
2015,NUTS,2010,DEB,1,170.905
2016,NUTS,2010,DEB,1,189.79
2017,NUTS,2010,DEB,1,208.623
2018,NUTS,2010,DEB,1,213.649
2019,NUTS,2010,DEB,1,230.034
2011,NUTS,2010,DEB1,2,11.91
2012,NUTS,2010,DEB1,2,13.135
2013,NUTS,2010,DEB1,2,21.707
2014,NUTS,2010,DEB1,2,18.554
2015,NUTS,2010,DEB1,2,15.603
2016,NUTS,2010,DEB1,2,14.54
2017,NUTS,2010,DEB1,2,16.005
2018,NUTS,2010,DEB1,2,16.142
2019,NUTS,2010,DEB1,2,20.153
2011,NUTS,2010,DEB2,2,8.307
2012,NUTS,2010,DEB2,2,9.328
2013,NUTS,2010,DEB2,2,3.561
2014,NUTS,2010,DEB2,2,3.433
2015,NUTS,2010,DEB2,2,3.305
2016,NUTS,2010,DEB2,2,3.585
2017,NUTS,2010,DEB2,2,3.381
2018,NUTS,2010,DEB2,2,3.885
2019,NUTS,2010,DEB2,2,5.992
2011,NUTS,2010,DEB3,2,161.409
2012,NUTS,2010,DEB3,2,148.359
2013,NUTS,2010,DEB3,2,148.84
2014,NUTS,2010,DEB3,2,131.833
2015,NUTS,2010,DEB3,2,151.998
2016,NUTS,2010,DEB3,2,171.666
2017,NUTS,2010,DEB3,2,189.237
2018,NUTS,2010,DEB3,2,193.622
2019,NUTS,2010,DEB3,2,203.888
2011,NUTS,2010,DEC,1,119.153
2012,NUTS,2010,DEC,1,117.615
2013,NUTS,2010,DEC,1,112.941
2014,NUTS,2010,DEC,1,114.063
2015,NUTS,2010,DEC,1,106.784
2016,NUTS,2010,DEC,1,94.656
2017,NUTS,2010,DEC,1,101.097
2018,NUTS,2010,DEC,1,101.381
2019,NUTS,2010,DEC,1,118.536
2011,NUTS,2010,DEC0,2,119.153
2012,NUTS,2010,DEC0,2,117.615
2013,NUTS,2010,DEC0,2,112.941
2014,NUTS,2010,DEC0,2,114.063
2015,NUTS,2010,DEC0,2,106.784
2016,NUTS,2010,DEC0,2,94.656
2017,NUTS,2010,DEC0,2,101.097
2018,NUTS,2010,DEC0,2,101.381
2019,NUTS,2010,DEC0,2,118.536
2011,NUTS,2010,DED,1,739.807
2012,NUTS,2010,DED,1,692.743
2013,NUTS,2010,DED,1,719.427
2014,NUTS,2010,DED,1,650.637
2015,NUTS,2010,DED,1,723.188
2016,NUTS,2010,DED,1,738.845
2017,NUTS,2010,DED,1,764.638
2018,NUTS,2010,DED,1,783.583
2019,NUTS,2010,DED,1,821.53
2011,NUTS,2010,DED2,2,461.602
2012,NUTS,2010,DED2,2,438.921
2013,NUTS,2010,DED2,2,452.375
2014,NUTS,2010,DED2,2,416.991
2015,NUTS,2010,DED2,2,434.616
2016,NUTS,2010,DED2,2,461.812
2017,NUTS,2010,DED2,2,474.194
2018,NUTS,2010,DED2,2,479.08
2019,NUTS,2010,DED2,2,499.166
2011,NUTS,2010,DED4,2,69.133
2012,NUTS,2010,DED4,2,69.288
2013,NUTS,2010,DED4,2,79.001
2014,NUTS,2010,DED4,2,76.023
2015,NUTS,2010,DED4,2,76.622
2016,NUTS,2010,DED4,2,79.304
2017,NUTS,2010,DED4,2,81.561
2018,NUTS,2010,DED4,2,85.772
2019,NUTS,2010,DED4,2,87.248
2011,NUTS,2010,DED5,2,209.067
2012,NUTS,2010,DED5,2,184.534
2013,NUTS,2010,DED5,2,188.051
2014,NUTS,2010,DED5,2,157.623
2015,NUTS,2010,DED5,2,211.951
2016,NUTS,2010,DED5,2,197.728
2017,NUTS,2010,DED5,2,208.883
2018,NUTS,2010,DED5,2,218.73
2019,NUTS,2010,DED5,2,235.116
2011,NUTS,2010,DEE,1,258.099
2012,NUTS,2010,DEE,1,232.047
2013,NUTS,2010,DEE,1,231.396
2014,NUTS,2010,DEE,1,227.439
2015,NUTS,2010,DEE,1,230.187
2016,NUTS,2010,DEE,1,235.515
2017,NUTS,2010,DEE,1,248.871
2018,NUTS,2010,DEE,1,253.635
2019,NUTS,2010,DEE,1,266.076
2011,NUTS,2010,DEE0,2,258.099
2012,NUTS,2010,DEE0,2,232.047
2013,NUTS,2010,DEE0,2,231.396
2014,NUTS,2010,DEE0,2,227.439
2015,NUTS,2010,DEE0,2,230.187
2016,NUTS,2010,DEE0,2,235.515
2017,NUTS,2010,DEE0,2,248.871
2018,NUTS,2010,DEE0,2,253.635
2019,NUTS,2010,DEE0,2,266.076
2011,NUTS,2010,DEF,1,240.247
2012,NUTS,2010,DEF,1,254.187
2013,NUTS,2010,DEF,1,255.801
2014,NUTS,2010,DEF,1,278.716
2015,NUTS,2010,DEF,1,242.237
2016,NUTS,2010,DEF,1,239.744
2017,NUTS,2010,DEF,1,249.892
2018,NUTS,2010,DEF,1,250.944
2019,NUTS,2010,DEF,1,267.398
2011,NUTS,2010,DEF0,2,240.247
2012,NUTS,2010,DEF0,2,254.187
2013,NUTS,2010,DEF0,2,255.801
2014,NUTS,2010,DEF0,2,278.716
2015,NUTS,2010,DEF0,2,242.237
2016,NUTS,2010,DEF0,2,239.744
2017,NUTS,2010,DEF0,2,249.892
2018,NUTS,2010,DEF0,2,250.944
2019,NUTS,2010,DEF0,2,267.398
2011,NUTS,2010,DEG,1,232.337
2012,NUTS,2010,DEG,1,236.218
2013,NUTS,2010,DEG,1,231.905
2014,NUTS,2010,DEG,1,227.368
2015,NUTS,2010,DEG,1,221.201
2016,NUTS,2010,DEG,1,226.897
2017,NUTS,2010,DEG,1,238.952
2018,NUTS,2010,DEG,1,252.106
2019,NUTS,2010,DEG,1,255.392
2011,NUTS,2010,DEG0,2,232.337
2012,NUTS,2010,DEG0,2,236.218
2013,NUTS,2010,DEG0,2,231.905
2014,NUTS,2010,DEG0,2,227.368
2015,NUTS,2010,DEG0,2,221.201
2016,NUTS,2010,DEG0,2,226.897
2017,NUTS,2010,DEG0,2,238.952
2018,NUTS,2010,DEG0,2,252.106
2019,NUTS,2010,DEG0,2,255.392
2011,NUTS,2010,DEZ,1,75.426
2012,NUTS,2010,DEZ,1,76.656
2013,NUTS,2010,DEZ,1,70.74
2014,NUTS,2010,DEZ,1,84.094
2015,NUTS,2010,DEZ,1,72.479
2016,NUTS,2010,DEZ,1,75.567
2017,NUTS,2010,DEZ,1,79.515
2018,NUTS,2010,DEZ,1,72.323
2019,NUTS,2010,DEZ,1,74.668
2011,NUTS,2010,DEZZ,2,75.426
2012,NUTS,2010,DEZZ,2,76.656
2013,NUTS,2010,DEZZ,2,70.74
2014,NUTS,2010,DEZZ,2,84.094
2015,NUTS,2010,DEZZ,2,72.479
2016,NUTS,2010,DEZZ,2,75.567
2017,NUTS,2010,DEZZ,2,79.515
2018,NUTS,2010,DEZZ,2,72.323
2019,NUTS,2010,DEZZ,2,74.668
2011,NUTS,2010,DK,0,92.697
2012,NUTS,2010,DK,0,110.077
2013,NUTS,2010,DK,0,109.841
2014,NUTS,2010,DK,0,106.624
2015,NUTS,2010,DK,0,111.297
2016,NUTS,2010,DK,0,115.413
2017,NUTS,2010,DK,0,155.876
2018,NUTS,2010,DK,0,152.287
2019,NUTS,2010,DK,0,154.047
2020,NUTS,2010,DK,0,163.71
2011,NUTS,2010,DK0,1,97.716
2012,NUTS,2010,DK0,1,110.077
2013,NUTS,2010,DK0,1,109.833
2014,NUTS,2010,DK0,1,106.624
2015,NUTS,2010,DK0,1,111.297
2016,NUTS,2010,DK0,1,115.413
2017,NUTS,2010,DK0,1,155.876
2018,NUTS,2010,DK0,1,152.287
2019,NUTS,2010,DK0,1,154.047
2020,NUTS,2010,DK0,1,163.71
2011,NUTS,2010,DK01,2,72.78
2012,NUTS,2010,DK01,2,71.661
2013,NUTS,2010,DK01,2,62.08
2014,NUTS,2010,DK01,2,58.627
2015,NUTS,2010,DK01,2,51.88
2016,NUTS,2010,DK01,2,50.068
2017,NUTS,2010,DK01,2,92.482
2019,NUTS,2010,DK01,2,86.213
2011,NUTS,2010,DK02,2,3.894
2012,NUTS,2010,DK02,2,5.007
2013,NUTS,2010,DK02,2,10.87
2014,NUTS,2010,DK02,2,7.731
2015,NUTS,2010,DK02,2,17.801
2016,NUTS,2010,DK02,2,13.357
2017,NUTS,2010,DK02,2,17.785
2019,NUTS,2010,DK02,2,20.638
2011,NUTS,2010,DK03,2,8.797
2012,NUTS,2010,DK03,2,11.246
2013,NUTS,2010,DK03,2,12.188
2014,NUTS,2010,DK03,2,16.106
2015,NUTS,2010,DK03,2,16.598
2016,NUTS,2010,DK03,2,18.956
2017,NUTS,2010,DK03,2,4.031
2019,NUTS,2010,DK03,2,2.259
2011,NUTS,2010,DK04,2,11.545
2012,NUTS,2010,DK04,2,21.014
2013,NUTS,2010,DK04,2,23.156
2014,NUTS,2010,DK04,2,22.871
2015,NUTS,2010,DK04,2,23.655
2016,NUTS,2010,DK04,2,31.433
2017,NUTS,2010,DK04,2,22.923
2019,NUTS,2010,DK04,2,20.872
2011,NUTS,2010,DK05,2,0.702
2012,NUTS,2010,DK05,2,1.149
2013,NUTS,2010,DK05,2,1.522
2014,NUTS,2010,DK05,2,1.289
2015,NUTS,2010,DK05,2,1.443
2016,NUTS,2010,DK05,2,1.68
2017,NUTS,2010,DK05,2,18.655
2019,NUTS,2010,DK05,2,23.987
2011,NUTS,2010,EA19,2,23426.021
2012,NUTS,2010,EA19,2,23632.122
2013,NUTS,2010,EA19,2,23199.745
2014,NUTS,2010,EA19,2,23487.516
2015,NUTS,2010,EA19,2,23739.104
2016,NUTS,2010,EA19,2,23711.15
2017,NUTS,2010,EA19,2,24245.233
2018,NUTS,2010,EA19,2,24965.339
2019,NUTS,2010,EA19,2,25783.075
2020,NUTS,2010,EA19,2,25912.577
2011,NUTS,2010,EE,0,36.161
2012,NUTS,2010,EE,0,39.512
2013,NUTS,2010,EE,0,31.273
2014,NUTS,2010,EE,0,32.854
2015,NUTS,2010,EE,0,33.786
2016,NUTS,2010,EE,0,31.233
2017,NUTS,2010,EE,0,34.932
2018,NUTS,2010,EE,0,39.208
2019,NUTS,2010,EE,0,42.187
2020,NUTS,2010,EE,0,43.123
2011,NUTS,2010,EE0,1,36.161
2012,NUTS,2010,EE0,1,39.512
2013,NUTS,2010,EE0,1,31.273
2014,NUTS,2010,EE0,1,32.854
2015,NUTS,2010,EE0,1,33.786
2016,NUTS,2010,EE0,1,31.233
2017,NUTS,2010,EE0,1,34.932
2018,NUTS,2010,EE0,1,39.208
2019,NUTS,2010,EE0,1,42.187
2020,NUTS,2010,EE0,1,43.123
2011,NUTS,2010,EE00,2,36.161
2012,NUTS,2010,EE00,2,39.512
2013,NUTS,2010,EE00,2,31.273
2014,NUTS,2010,EE00,2,32.854
2015,NUTS,2010,EE00,2,33.786
2016,NUTS,2010,EE00,2,31.233
2017,NUTS,2010,EE00,2,34.932
2018,NUTS,2010,EE00,2,39.208
2019,NUTS,2010,EE00,2,42.187
2020,NUTS,2010,EE00,2,43.123
2011,NUTS,2010,EL,0,331.865
2012,NUTS,2010,EL,0,332.955
2013,NUTS,2010,EL,0,420.026
2014,NUTS,2010,EL,0,431.001
2015,NUTS,2010,EL,0,502.095
2016,NUTS,2010,EL,0,462.317
2017,NUTS,2010,EL,0,473.943
2018,NUTS,2010,EL,0,513.611
2019,NUTS,2010,EL,0,549.968
2020,NUTS,2010,EL,0,568.662
2011,NUTS,2010,EL3,1,174.082
2013,NUTS,2010,EL3,1,213.264
2015,NUTS,2010,EL3,1,240.976
2017,NUTS,2010,EL3,1,260.43
2018,NUTS,2010,EL3,1,282.571
2019,NUTS,2010,EL3,1,306.946
2011,NUTS,2010,EL30,2,174.082
2013,NUTS,2010,EL30,2,213.264
2015,NUTS,2010,EL30,2,240.976
2017,NUTS,2010,EL30,2,260.43
2018,NUTS,2010,EL30,2,282.571
2019,NUTS,2010,EL30,2,306.946
2011,NUTS,2010,EL4,1,56.233
2013,NUTS,2010,EL4,1,73.44
2015,NUTS,2010,EL4,1,84.487
2017,NUTS,2010,EL4,1,78.066
2018,NUTS,2010,EL4,1,80.742
2019,NUTS,2010,EL4,1,85.822
2011,NUTS,2010,EL41,2,2.411
2013,NUTS,2010,EL41,2,4.486
2015,NUTS,2010,EL41,2,7.175
2017,NUTS,2010,EL41,2,6.135
2018,NUTS,2010,EL41,2,7.092
2019,NUTS,2010,EL41,2,6.204
2011,NUTS,2010,EL42,2,5.799
2013,NUTS,2010,EL42,2,8.08
2015,NUTS,2010,EL42,2,7.227
2017,NUTS,2010,EL42,2,5.736
2018,NUTS,2010,EL42,2,7.292
2019,NUTS,2010,EL42,2,10.14
2011,NUTS,2010,EL43,2,48.023
2013,NUTS,2010,EL43,2,60.874
2015,NUTS,2010,EL43,2,70.085
2017,NUTS,2010,EL43,2,66.195
2018,NUTS,2010,EL43,2,66.357
2019,NUTS,2010,EL43,2,69.478
2011,NUTS,2010,EL5,1,58.683
2013,NUTS,2010,EL5,1,78.633
2015,NUTS,2010,EL5,1,92.071
2017,NUTS,2010,EL5,1,94.255
2018,NUTS,2010,EL5,1,98.989
2019,NUTS,2010,EL5,1,105.818
2011,NUTS,2010,EL51,2,3.995
2013,NUTS,2010,EL51,2,9.914
2015,NUTS,2010,EL51,2,10.359
2017,NUTS,2010,EL51,2,5.095
2018,NUTS,2010,EL51,2,8.113
2019,NUTS,2010,EL51,2,7.873
2011,NUTS,2010,EL52,2,40.631
2013,NUTS,2010,EL52,2,54.156
2015,NUTS,2010,EL52,2,62.323
2017,NUTS,2010,EL52,2,78.381
2018,NUTS,2010,EL52,2,77.533
2019,NUTS,2010,EL52,2,85.57
2011,NUTS,2010,EL53,2,8.5
2013,NUTS,2010,EL53,2,6.667
2015,NUTS,2010,EL53,2,11.679
2017,NUTS,2010,EL53,2,5.368
2018,NUTS,2010,EL53,2,6.009
2019,NUTS,2010,EL53,2,4.86
2011,NUTS,2010,EL54,2,5.557
2013,NUTS,2010,EL54,2,7.896
2015,NUTS,2010,EL54,2,7.709
2017,NUTS,2010,EL54,2,5.41
2018,NUTS,2010,EL54,2,7.334
2019,NUTS,2010,EL54,2,7.516
2011,NUTS,2010,EL6,1,42.868
2013,NUTS,2010,EL6,1,54.688
2015,NUTS,2010,EL6,1,84.561
2017,NUTS,2010,EL6,1,41.192
2018,NUTS,2010,EL6,1,51.31
2019,NUTS,2010,EL6,1,51.382
2011,NUTS,2010,EL61,2,11.578
2013,NUTS,2010,EL61,2,14.44
2015,NUTS,2010,EL61,2,19.849
2017,NUTS,2010,EL61,2,8.31
2018,NUTS,2010,EL61,2,9.744
2019,NUTS,2010,EL61,2,9.279
2011,NUTS,2010,EL62,2,2.556
2013,NUTS,2010,EL62,2,3.574
2015,NUTS,2010,EL62,2,6.002
2017,NUTS,2010,EL62,2,1.87
2018,NUTS,2010,EL62,2,2.431
2019,NUTS,2010,EL62,2,2.834
2011,NUTS,2010,EL63,2,12.294
2013,NUTS,2010,EL63,2,16.55
2015,NUTS,2010,EL63,2,31.476
2017,NUTS,2010,EL63,2,17.702
2018,NUTS,2010,EL63,2,12.985
2019,NUTS,2010,EL63,2,14.738
2011,NUTS,2010,EL64,2,7.189
2013,NUTS,2010,EL64,2,6.739
2015,NUTS,2010,EL64,2,8.788
2017,NUTS,2010,EL64,2,3.666
2018,NUTS,2010,EL64,2,7.229
2019,NUTS,2010,EL64,2,6.214
2011,NUTS,2010,EL65,2,9.251
2013,NUTS,2010,EL65,2,13.385
2015,NUTS,2010,EL65,2,18.446
2017,NUTS,2010,EL65,2,9.644
2018,NUTS,2010,EL65,2,18.92
2019,NUTS,2010,EL65,2,18.317
2015,NUTS,2010,ELZ,1,0.0
2018,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2018,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,2666.079
2012,NUTS,2010,ES,0,2470.336
2013,NUTS,2010,ES,0,2344.845
2014,NUTS,2010,ES,0,2323.329
2015,NUTS,2010,ES,0,2417.499
2016,NUTS,2010,ES,0,2345.654
2017,NUTS,2010,ES,0,2355.213
2018,NUTS,2010,ES,0,2344.889
2019,NUTS,2010,ES,0,2437.1
2020,NUTS,2010,ES,0,2506.059
2011,NUTS,2010,ES1,1,132.655
2013,NUTS,2010,ES1,1,113.528
2014,NUTS,2010,ES1,1,111.409
2015,NUTS,2010,ES1,1,121.834
2016,NUTS,2010,ES1,1,128.136
2017,NUTS,2010,ES1,1,124.605
2018,NUTS,2010,ES1,1,119.342
2019,NUTS,2010,ES1,1,119.646
2013,NUTS,2010,ES11,2,67.053
2014,NUTS,2010,ES11,2,67.249
2015,NUTS,2010,ES11,2,73.868
2016,NUTS,2010,ES11,2,78.412
2017,NUTS,2010,ES11,2,80.238
2018,NUTS,2010,ES11,2,79.251
2019,NUTS,2010,ES11,2,78.23
2012,NUTS,2010,ES12,2,27.602
2013,NUTS,2010,ES12,2,26.765
2014,NUTS,2010,ES12,2,25.858
2015,NUTS,2010,ES12,2,27.82
2016,NUTS,2010,ES12,2,27.731
2017,NUTS,2010,ES12,2,24.543
2018,NUTS,2010,ES12,2,22.377
2019,NUTS,2010,ES12,2,23.009
2011,NUTS,2010,ES13,2,27.663
2012,NUTS,2010,ES13,2,23.199
2013,NUTS,2010,ES13,2,19.711
2014,NUTS,2010,ES13,2,18.302
2015,NUTS,2010,ES13,2,19.187
2016,NUTS,2010,ES13,2,21.994
2017,NUTS,2010,ES13,2,19.823
2018,NUTS,2010,ES13,2,17.715
2019,NUTS,2010,ES13,2,18.407
2011,NUTS,2010,ES2,1,207.943
2012,NUTS,2010,ES2,1,208.24
2013,NUTS,2010,ES2,1,192.593
2014,NUTS,2010,ES2,1,189.711
2016,NUTS,2010,ES2,1,208.46
2017,NUTS,2010,ES2,1,198.234
2018,NUTS,2010,ES2,1,204.187
2019,NUTS,2010,ES2,1,209.841
2011,NUTS,2010,ES21,2,81.857
2012,NUTS,2010,ES21,2,94.013
2013,NUTS,2010,ES21,2,88.906
2014,NUTS,2010,ES21,2,88.498
2015,NUTS,2010,ES21,2,92.095
2016,NUTS,2010,ES21,2,91.799
2017,NUTS,2010,ES21,2,93.453
2018,NUTS,2010,ES21,2,89.507
2019,NUTS,2010,ES21,2,90.195
2011,NUTS,2010,ES22,2,35.776
2012,NUTS,2010,ES22,2,27.548
2013,NUTS,2010,ES22,2,24.123
2014,NUTS,2010,ES22,2,24.476
2016,NUTS,2010,ES22,2,25.818
2017,NUTS,2010,ES22,2,28.319
2018,NUTS,2010,ES22,2,29.836
2019,NUTS,2010,ES22,2,31.292
2011,NUTS,2010,ES23,2,21.541
2012,NUTS,2010,ES23,2,16.201
2013,NUTS,2010,ES23,2,14.429
2014,NUTS,2010,ES23,2,13.896
2015,NUTS,2010,ES23,2,14.39
2016,NUTS,2010,ES23,2,15.3
2017,NUTS,2010,ES23,2,15.104
2018,NUTS,2010,ES23,2,15.85
2019,NUTS,2010,ES23,2,14.726
2011,NUTS,2010,ES24,2,68.769
2012,NUTS,2010,ES24,2,70.479
2013,NUTS,2010,ES24,2,65.135
2014,NUTS,2010,ES24,2,62.84
2015,NUTS,2010,ES24,2,69.071
2016,NUTS,2010,ES24,2,75.543
2017,NUTS,2010,ES24,2,62.302
2018,NUTS,2010,ES24,2,68.995
2019,NUTS,2010,ES24,2,73.628
2011,NUTS,2010,ES3,1,984.662
2012,NUTS,2010,ES3,1,877.648
2013,NUTS,2010,ES3,1,828.506
2014,NUTS,2010,ES3,1,826.788
2015,NUTS,2010,ES3,1,858.596
2016,NUTS,2010,ES3,1,827.147
2017,NUTS,2010,ES3,1,836.36
2018,NUTS,2010,ES3,1,827.937
2019,NUTS,2010,ES3,1,855.93
2011,NUTS,2010,ES30,2,984.662
2012,NUTS,2010,ES30,2,877.648
2013,NUTS,2010,ES30,2,828.506
2014,NUTS,2010,ES30,2,826.788
2015,NUTS,2010,ES30,2,858.596
2016,NUTS,2010,ES30,2,827.147
2017,NUTS,2010,ES30,2,836.36
2018,NUTS,2010,ES30,2,827.937
2019,NUTS,2010,ES30,2,855.93
2011,NUTS,2010,ES4,1,129.302
2013,NUTS,2010,ES4,1,99.632
2014,NUTS,2010,ES4,1,94.415
2015,NUTS,2010,ES4,1,102.648
2016,NUTS,2010,ES4,1,96.58
2017,NUTS,2010,ES4,1,94.397
2018,NUTS,2010,ES4,1,100.695
2019,NUTS,2010,ES4,1,101.239
2012,NUTS,2010,ES41,2,52.149
2013,NUTS,2010,ES41,2,47.031
2014,NUTS,2010,ES41,2,47.327
2015,NUTS,2010,ES41,2,47.966
2016,NUTS,2010,ES41,2,47.812
2017,NUTS,2010,ES41,2,45.311
2018,NUTS,2010,ES41,2,47.55
2019,NUTS,2010,ES41,2,46.938
2013,NUTS,2010,ES42,2,24.461
2014,NUTS,2010,ES42,2,23.448
2015,NUTS,2010,ES42,2,31.658
2016,NUTS,2010,ES42,2,25.818
2017,NUTS,2010,ES42,2,26.431
2018,NUTS,2010,ES42,2,27.971
2019,NUTS,2010,ES42,2,28.531
2011,NUTS,2010,ES43,2,40.801
2012,NUTS,2010,ES43,2,33.722
2013,NUTS,2010,ES43,2,28.14
2014,NUTS,2010,ES43,2,23.64
2015,NUTS,2010,ES43,2,23.024
2016,NUTS,2010,ES43,2,23.906
2017,NUTS,2010,ES43,2,22.655
2018,NUTS,2010,ES43,2,25.174
2019,NUTS,2010,ES43,2,26.69
2011,NUTS,2010,ES5,1,762.924
2012,NUTS,2010,ES5,1,750.275
2013,NUTS,2010,ES5,1,724.172
2014,NUTS,2010,ES5,1,718.092
2015,NUTS,2010,ES5,1,732.924
2016,NUTS,2010,ES5,1,729.61
2017,NUTS,2010,ES5,1,737.243
2018,NUTS,2010,ES5,1,726.31
2019,NUTS,2010,ES5,1,768.496
2011,NUTS,2010,ES51,2,603.377
2012,NUTS,2010,ES51,2,593.579
2013,NUTS,2010,ES51,2,574.162
2014,NUTS,2010,ES51,2,570.326
2015,NUTS,2010,ES51,2,580.392
2016,NUTS,2010,ES51,2,572.787
2017,NUTS,2010,ES51,2,585.263
2018,NUTS,2010,ES51,2,576.199
2019,NUTS,2010,ES51,2,614.797
2011,NUTS,2010,ES52,2,124.405
2012,NUTS,2010,ES52,2,124.568
2013,NUTS,2010,ES52,2,118.349
2014,NUTS,2010,ES52,2,118.802
2015,NUTS,2010,ES52,2,121.834
2016,NUTS,2010,ES52,2,125.267
2017,NUTS,2010,ES52,2,118.941
2018,NUTS,2010,ES52,2,119.342
2019,NUTS,2010,ES52,2,122.407
2011,NUTS,2010,ES53,2,35.143
2012,NUTS,2010,ES53,2,32.128
2013,NUTS,2010,ES53,2,31.661
2014,NUTS,2010,ES53,2,28.965
2015,NUTS,2010,ES53,2,30.698
2016,NUTS,2010,ES53,2,30.6
2017,NUTS,2010,ES53,2,33.039
2018,NUTS,2010,ES53,2,31.7
2019,NUTS,2010,ES53,2,31.292
2011,NUTS,2010,ES6,1,371.602
2012,NUTS,2010,ES6,1,342.884
2013,NUTS,2010,ES6,1,326.39
2014,NUTS,2010,ES6,1,323.072
2015,NUTS,2010,ES6,1,340.56
2016,NUTS,2010,ES6,1,297.39
2017,NUTS,2010,ES6,1,291.688
2018,NUTS,2010,ES6,1,294.626
2019,NUTS,2010,ES6,1,306.478
2011,NUTS,2010,ES61,2,328.343
2012,NUTS,2010,ES61,2,306.142
2013,NUTS,2010,ES61,2,293.234
2014,NUTS,2010,ES61,2,291.777
2015,NUTS,2010,ES61,2,306.025
2016,NUTS,2010,ES61,2,263.922
2017,NUTS,2010,ES61,2,258.649
2018,NUTS,2010,ES61,2,263.858
2019,NUTS,2010,ES61,2,274.266
2012,NUTS,2010,ES62,2,36.693
2013,NUTS,2010,ES62,2,33.104
2014,NUTS,2010,ES62,2,31.238
2015,NUTS,2010,ES62,2,34.536
2016,NUTS,2010,ES62,2,33.468
2017,NUTS,2010,ES62,2,33.039
2018,NUTS,2010,ES62,2,30.768
2019,NUTS,2010,ES62,2,32.212
2011,NUTS,2010,ES7,1,76.991
2012,NUTS,2010,ES7,1,59.486
2013,NUTS,2010,ES7,1,60.024
2014,NUTS,2010,ES7,1,59.842
2015,NUTS,2010,ES7,1,61.397
2016,NUTS,2010,ES7,1,57.374
2017,NUTS,2010,ES7,1,70.798
2018,NUTS,2010,ES7,1,71.792
2019,NUTS,2010,ES7,1,75.469
2011,NUTS,2010,ES70,2,76.991
2012,NUTS,2010,ES70,2,59.486
2013,NUTS,2010,ES70,2,60.024
2014,NUTS,2010,ES70,2,59.842
2015,NUTS,2010,ES70,2,61.397
2016,NUTS,2010,ES70,2,57.374
2017,NUTS,2010,ES70,2,70.798
2018,NUTS,2010,ES70,2,71.792
2019,NUTS,2010,ES70,2,75.469
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,26971.316
2012,NUTS,2010,EU27_2020,7,27220.127
2013,NUTS,2010,EU27_2020,7,26719.213
2014,NUTS,2010,EU27_2020,7,26979.966
2015,NUTS,2010,EU27_2020,7,27597.894
2016,NUTS,2010,EU27_2020,7,25906.752
2017,NUTS,2010,EU27_2020,7,26646.633
2018,NUTS,2010,EU27_2020,7,27419.88
