year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_mio_pps
2019,NUTS,2010,DEA4,2,1444.978
2011,NUTS,2010,DEA5,2,1478.12
2013,NUTS,2010,DEA5,2,1649.838
2015,NUTS,2010,DEA5,2,1777.545
2017,NUTS,2010,DEA5,2,1967.881
2019,NUTS,2010,DEA5,2,2126.51
2011,NUTS,2010,DEB,1,2252.68
2013,NUTS,2010,DEB,1,2468.93
2015,NUTS,2010,DEB,1,2942.77
2017,NUTS,2010,DEB,1,3222.478
2019,NUTS,2010,DEB,1,3468.635
2011,NUTS,2010,DEB1,2,270.019
2013,NUTS,2010,DEB1,2,295.818
2015,NUTS,2010,DEB1,2,307.34
2017,NUTS,2010,DEB1,2,316.843
2019,NUTS,2010,DEB1,2,407.056
2011,NUTS,2010,DEB2,2,420.404
2013,NUTS,2010,DEB2,2,416.241
2015,NUTS,2010,DEB2,2,418.612
2017,NUTS,2010,DEB2,2,131.26
2019,NUTS,2010,DEB2,2,137.515
2011,NUTS,2010,DEB3,2,1562.258
2013,NUTS,2010,DEB3,2,1756.87
2015,NUTS,2010,DEB3,2,2216.819
2017,NUTS,2010,DEB3,2,2774.282
2019,NUTS,2010,DEB3,2,2923.965
2011,NUTS,2010,DEC,1,445.12
2013,NUTS,2010,DEC,1,429.783
2015,NUTS,2010,DEC,1,493.298
2017,NUTS,2010,DEC,1,570.353
2019,NUTS,2010,DEC,1,610.262
2011,NUTS,2010,DEC0,2,445.12
2013,NUTS,2010,DEC0,2,429.783
2015,NUTS,2010,DEC0,2,493.298
2017,NUTS,2010,DEC0,2,570.353
2019,NUTS,2010,DEC0,2,610.262
2011,NUTS,2010,DED,1,2627.264
2013,NUTS,2010,DED,1,2667.693
2015,NUTS,2010,DED,1,2857.811
2017,NUTS,2010,DED,1,3129.004
2019,NUTS,2010,DED,1,3493.841
2011,NUTS,2010,DED2,2,1502.812
2013,NUTS,2010,DED2,2,1538.209
2015,NUTS,2010,DED2,2,1669.707
2017,NUTS,2010,DED2,2,1835.513
2019,NUTS,2010,DED2,2,2083.905
2011,NUTS,2010,DED4,2,602.507
2013,NUTS,2010,DED4,2,620.401
2015,NUTS,2010,DED4,2,624.487
2017,NUTS,2010,DED4,2,691.965
2019,NUTS,2010,DED4,2,729.535
2011,NUTS,2010,DED5,2,521.939
2013,NUTS,2010,DED5,2,509.175
2015,NUTS,2010,DED5,2,564.541
2017,NUTS,2010,DED5,2,601.619
2019,NUTS,2010,DED5,2,680.4
2011,NUTS,2010,DEE,1,723.954
2013,NUTS,2010,DEE,1,723.262
2015,NUTS,2010,DEE,1,745.573
2017,NUTS,2010,DEE,1,844.779
2019,NUTS,2010,DEE,1,895.481
2011,NUTS,2010,DEE0,2,723.954
2013,NUTS,2010,DEE0,2,723.262
2015,NUTS,2010,DEE0,2,745.573
2017,NUTS,2010,DEE0,2,844.779
2019,NUTS,2010,DEE0,2,895.481
2011,NUTS,2010,DEF,1,1018.396
2013,NUTS,2010,DEF,1,1112.954
2015,NUTS,2010,DEF,1,1178.15
2017,NUTS,2010,DEF,1,1334.132
2019,NUTS,2010,DEF,1,1499.411
2011,NUTS,2010,DEF0,2,1018.396
2013,NUTS,2010,DEF0,2,1112.954
2015,NUTS,2010,DEF0,2,1178.15
2017,NUTS,2010,DEF0,2,1334.132
2019,NUTS,2010,DEF0,2,1499.411
2011,NUTS,2010,DEG,1,1020.144
2013,NUTS,2010,DEG,1,1075.619
2015,NUTS,2010,DEG,1,1090.337
2017,NUTS,2010,DEG,1,1252.821
2019,NUTS,2010,DEG,1,1346.119
2011,NUTS,2010,DEG0,2,1020.144
2013,NUTS,2010,DEG0,2,1075.619
2015,NUTS,2010,DEG0,2,1090.337
2017,NUTS,2010,DEG0,2,1252.821
2019,NUTS,2010,DEG0,2,1346.119
2011,NUTS,2010,DEZ,1,189.227
2013,NUTS,2010,DEZ,1,186.775
2015,NUTS,2010,DEZ,1,176.946
2017,NUTS,2010,DEZ,1,191.504
2019,NUTS,2010,DEZ,1,184.358
2011,NUTS,2010,DEZZ,2,189.227
2013,NUTS,2010,DEZZ,2,186.775
2015,NUTS,2010,DEZZ,2,176.946
2017,NUTS,2010,DEZZ,2,191.504
2019,NUTS,2010,DEZZ,2,184.358
2011,NUTS,2010,DK,0,5429.382
2012,NUTS,2010,DK,0,5517.384
2013,NUTS,2010,DK,0,5622.433
2014,NUTS,2010,DK,0,5644.229
2015,NUTS,2010,DK,0,6121.586
2016,NUTS,2010,DK,0,6393.594
2017,NUTS,2010,DK,0,6423.604
2018,NUTS,2010,DK,0,6699.21
2019,NUTS,2010,DK,0,6811.343
2020,NUTS,2010,DK,0,7104.746
2011,NUTS,2010,DK0,1,5438.646
2012,NUTS,2010,DK0,1,5566.117
2013,NUTS,2010,DK0,1,5614.782
2014,NUTS,2010,DK0,1,5644.229
2015,NUTS,2010,DK0,1,6121.586
2016,NUTS,2010,DK0,1,6393.594
2017,NUTS,2010,DK0,1,6423.604
2018,NUTS,2010,DK0,1,6699.21
2019,NUTS,2010,DK0,1,6811.443
2020,NUTS,2010,DK0,1,7104.746
2011,NUTS,2010,DK01,2,3440.793
2012,NUTS,2010,DK01,2,3523.019
2013,NUTS,2010,DK01,2,3482.266
2014,NUTS,2010,DK01,2,3579.899
2015,NUTS,2010,DK01,2,3874.183
2016,NUTS,2010,DK01,2,4073.34
2017,NUTS,2010,DK01,2,4095.433
2019,NUTS,2010,DK01,2,4361.327
2011,NUTS,2010,DK02,2,245.994
2012,NUTS,2010,DK02,2,232.357
2013,NUTS,2010,DK02,2,222.03
2014,NUTS,2010,DK02,2,198.367
2015,NUTS,2010,DK02,2,227.505
2016,NUTS,2010,DK02,2,236.066
2017,NUTS,2010,DK02,2,302.788
2019,NUTS,2010,DK02,2,296.498
2011,NUTS,2010,DK03,2,535.397
2012,NUTS,2010,DK03,2,578.657
2013,NUTS,2010,DK03,2,640.471
2014,NUTS,2010,DK03,2,662.658
2015,NUTS,2010,DK03,2,734.472
2016,NUTS,2010,DK03,2,704.275
2017,NUTS,2010,DK03,2,545.318
2019,NUTS,2010,DK03,2,636.469
2011,NUTS,2010,DK04,2,999.471
2012,NUTS,2010,DK04,2,1003.975
2013,NUTS,2010,DK04,2,1036.145
2014,NUTS,2010,DK04,2,951.166
2015,NUTS,2010,DK04,2,1030.761
2016,NUTS,2010,DK04,2,1070.094
2017,NUTS,2010,DK04,2,1109.823
2019,NUTS,2010,DK04,2,1133.104
2011,NUTS,2010,DK05,2,216.992
2012,NUTS,2010,DK05,2,228.109
2013,NUTS,2010,DK05,2,233.87
2014,NUTS,2010,DK05,2,252.139
2015,NUTS,2010,DK05,2,254.763
2016,NUTS,2010,DK05,2,309.72
2017,NUTS,2010,DK05,2,370.241
2019,NUTS,2010,DK05,2,384.045
2011,NUTS,2010,EA19,2,187840.336
2012,NUTS,2010,EA19,2,193117.113
2013,NUTS,2010,EA19,2,196681.315
2014,NUTS,2010,EA19,2,202910.763
2015,NUTS,2010,EA19,2,209725.707
2016,NUTS,2010,EA19,2,215511.359
2017,NUTS,2010,EA19,2,228015.922
2018,NUTS,2010,EA19,2,239375.273
2019,NUTS,2010,EA19,2,251350.273
2020,NUTS,2010,EA19,2,249609.594
2011,NUTS,2010,EE,0,560.173
2012,NUTS,2010,EE,0,539.763
2013,NUTS,2010,EE,0,450.214
2014,NUTS,2010,EE,0,389.905
2015,NUTS,2010,EE,0,404.948
2016,NUTS,2010,EE,0,355.617
2017,NUTS,2010,EE,0,390.655
2018,NUTS,2010,EE,0,460.272
2019,NUTS,2010,EE,0,558.051
2020,NUTS,2010,EE,0,599.452
2011,NUTS,2010,EE0,1,560.173
2012,NUTS,2010,EE0,1,539.763
2013,NUTS,2010,EE0,1,450.214
2014,NUTS,2010,EE0,1,389.905
2015,NUTS,2010,EE0,1,404.948
2016,NUTS,2010,EE0,1,355.617
2017,NUTS,2010,EE0,1,390.655
2018,NUTS,2010,EE0,1,460.272
2019,NUTS,2010,EE0,1,558.051
2020,NUTS,2010,EE0,1,599.452
2011,NUTS,2010,EE00,2,560.173
2012,NUTS,2010,EE00,2,539.763
2013,NUTS,2010,EE00,2,450.214
2014,NUTS,2010,EE00,2,389.905
2015,NUTS,2010,EE00,2,404.948
2016,NUTS,2010,EE00,2,355.617
2017,NUTS,2010,EE00,2,390.655
2018,NUTS,2010,EE00,2,460.272
2019,NUTS,2010,EE00,2,558.051
2020,NUTS,2010,EE00,2,599.452
2011,NUTS,2010,EL,0,1454.12
2012,NUTS,2010,EL,0,1443.246
2013,NUTS,2010,EL,0,1674.86
2014,NUTS,2010,EL,0,1745.503
2015,NUTS,2010,EL,0,2010.882
2016,NUTS,2010,EL,0,2069.341
2017,NUTS,2010,EL,0,2434.237
2018,NUTS,2010,EL,0,2616.533
2019,NUTS,2010,EL,0,2824.625
2020,NUTS,2010,EL,0,2989.786
2011,NUTS,2010,EL3,1,809.434
2013,NUTS,2010,EL3,1,937.344
2015,NUTS,2010,EL3,1,1141.178
2017,NUTS,2010,EL3,1,1483.556
2018,NUTS,2010,EL3,1,1601.549
2019,NUTS,2010,EL3,1,1725.979
2011,NUTS,2010,EL30,2,809.434
2013,NUTS,2010,EL30,2,937.344
2015,NUTS,2010,EL30,2,1141.178
2017,NUTS,2010,EL30,2,1483.556
2018,NUTS,2010,EL30,2,1601.549
2019,NUTS,2010,EL30,2,1725.979
2011,NUTS,2010,EL4,1,138.156
2013,NUTS,2010,EL4,1,179.477
2015,NUTS,2010,EL4,1,194.5
2017,NUTS,2010,EL4,1,186.458
2018,NUTS,2010,EL4,1,194.525
2019,NUTS,2010,EL4,1,209.787
2011,NUTS,2010,EL41,2,14.96
2013,NUTS,2010,EL41,2,24.454
2015,NUTS,2010,EL41,2,22.176
2017,NUTS,2010,EL41,2,19.99
2018,NUTS,2010,EL41,2,20.195
2019,NUTS,2010,EL41,2,22.052
2011,NUTS,2010,EL42,2,12.291
2013,NUTS,2010,EL42,2,17.118
2015,NUTS,2010,EL42,2,13.325
2017,NUTS,2010,EL42,2,12.658
2018,NUTS,2010,EL42,2,14.131
2019,NUTS,2010,EL42,2,17.811
2011,NUTS,2010,EL43,2,110.905
2013,NUTS,2010,EL43,2,137.904
2015,NUTS,2010,EL43,2,158.999
2017,NUTS,2010,EL43,2,153.809
2018,NUTS,2010,EL43,2,160.199
2019,NUTS,2010,EL43,2,169.925
2011,NUTS,2010,EL5,1,306.592
2013,NUTS,2010,EL5,1,324.637
2015,NUTS,2010,EL5,1,373.032
2017,NUTS,2010,EL5,1,480.989
2018,NUTS,2010,EL5,1,479.397
2019,NUTS,2010,EL5,1,498.381
2011,NUTS,2010,EL51,2,48.347
2013,NUTS,2010,EL51,2,49.377
2015,NUTS,2010,EL51,2,55.541
2017,NUTS,2010,EL51,2,58.694
2018,NUTS,2010,EL51,2,61.52
2019,NUTS,2010,EL51,2,65.877
2011,NUTS,2010,EL52,2,202.074
2013,NUTS,2010,EL52,2,209.462
2015,NUTS,2010,EL52,2,237.743
2017,NUTS,2010,EL52,2,335.443
2018,NUTS,2010,EL52,2,331.48
2019,NUTS,2010,EL52,2,341.421
2011,NUTS,2010,EL53,2,16.06
2013,NUTS,2010,EL53,2,20.341
2015,NUTS,2010,EL53,2,23.652
2017,NUTS,2010,EL53,2,17.041
2018,NUTS,2010,EL53,2,23.124
2019,NUTS,2010,EL53,2,19.744
2011,NUTS,2010,EL54,2,40.111
2013,NUTS,2010,EL54,2,45.458
2015,NUTS,2010,EL54,2,56.096
2017,NUTS,2010,EL54,2,69.811
2018,NUTS,2010,EL54,2,63.273
2019,NUTS,2010,EL54,2,71.339
2011,NUTS,2010,EL6,1,199.938
2013,NUTS,2010,EL6,1,233.413
2015,NUTS,2010,EL6,1,302.172
2017,NUTS,2010,EL6,1,283.234
2018,NUTS,2010,EL6,1,341.061
2019,NUTS,2010,EL6,1,390.479
2011,NUTS,2010,EL61,2,44.329
2013,NUTS,2010,EL61,2,57.445
2015,NUTS,2010,EL61,2,70.707
2017,NUTS,2010,EL61,2,71.698
2018,NUTS,2010,EL61,2,89.723
2019,NUTS,2010,EL61,2,108.748
2011,NUTS,2010,EL62,2,6.419
2013,NUTS,2010,EL62,2,9.336
2015,NUTS,2010,EL62,2,18.459
2017,NUTS,2010,EL62,2,9.219
2018,NUTS,2010,EL62,2,13.075
2019,NUTS,2010,EL62,2,15.454
2011,NUTS,2010,EL63,2,84.602
2013,NUTS,2010,EL63,2,91.098
2015,NUTS,2010,EL63,2,126.201
2017,NUTS,2010,EL63,2,127.562
2018,NUTS,2010,EL63,2,125.297
2019,NUTS,2010,EL63,2,136.503
2011,NUTS,2010,EL64,2,40.208
2013,NUTS,2010,EL64,2,40.315
2015,NUTS,2010,EL64,2,50.053
2017,NUTS,2010,EL64,2,45.259
2018,NUTS,2010,EL64,2,50.919
2019,NUTS,2010,EL64,2,67.049
2011,NUTS,2010,EL65,2,24.38
2013,NUTS,2010,EL65,2,35.219
2015,NUTS,2010,EL65,2,36.752
2017,NUTS,2010,EL65,2,29.496
2018,NUTS,2010,EL65,2,62.048
2019,NUTS,2010,EL65,2,62.724
2015,NUTS,2010,ELZ,1,0.0
2018,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2018,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,14806.153
2012,NUTS,2010,ES,0,14234.276
2013,NUTS,2010,ES,0,13910.411
2014,NUTS,2010,ES,0,13869.274
2015,NUTS,2010,ES,0,14244.62
2016,NUTS,2010,ES,0,14327.391
2017,NUTS,2010,ES,0,15307.5
2018,NUTS,2010,ES,0,16043.366
2019,NUTS,2010,ES,0,16731.492
2020,NUTS,2010,ES,0,16794.121
2011,NUTS,2010,ES1,1,925.268
2012,NUTS,2010,ES1,1,860.862
2013,NUTS,2010,ES1,1,815.122
2014,NUTS,2010,ES1,1,812.114
2015,NUTS,2010,ES1,1,819.725
2016,NUTS,2010,ES1,1,833.063
2017,NUTS,2010,ES1,1,939.371
2018,NUTS,2010,ES1,1,962.86
2019,NUTS,2010,ES1,1,1012.141
2011,NUTS,2010,ES11,2,549.551
2012,NUTS,2010,ES11,2,518.537
2013,NUTS,2010,ES11,2,501.07
2014,NUTS,2010,ES11,2,516.311
2015,NUTS,2010,ES11,2,537.472
2016,NUTS,2010,ES11,2,544.571
2017,NUTS,2010,ES11,2,622.619
2018,NUTS,2010,ES11,2,634.392
2019,NUTS,2010,ES11,2,673.687
2011,NUTS,2010,ES12,2,227.682
2012,NUTS,2010,ES12,2,208.219
2013,NUTS,2010,ES12,2,196.405
2014,NUTS,2010,ES12,2,185.646
2015,NUTS,2010,ES12,2,171.948
2016,NUTS,2010,ES12,2,173.96
2017,NUTS,2010,ES12,2,199.195
2018,NUTS,2010,ES12,2,201.803
2019,NUTS,2010,ES12,2,210.594
2011,NUTS,2010,ES13,2,148.034
2012,NUTS,2010,ES13,2,134.105
2013,NUTS,2010,ES13,2,117.647
2014,NUTS,2010,ES13,2,110.155
2015,NUTS,2010,ES13,2,111.388
2016,NUTS,2010,ES13,2,114.533
2017,NUTS,2010,ES13,2,118.646
2018,NUTS,2010,ES13,2,126.664
2019,NUTS,2010,ES13,2,127.861
2011,NUTS,2010,ES2,1,2280.786
2012,NUTS,2010,ES2,1,2295.801
2013,NUTS,2010,ES2,1,2143.261
2014,NUTS,2010,ES2,1,2155.016
2015,NUTS,2010,ES2,1,2100.141
2016,NUTS,2010,ES2,1,2149.109
2017,NUTS,2010,ES2,1,2266.246
2018,NUTS,2010,ES2,1,2366.896
2019,NUTS,2010,ES2,1,2423.982
2011,NUTS,2010,ES21,2,1458.465
2012,NUTS,2010,ES21,2,1521.161
2013,NUTS,2010,ES21,2,1420.032
2014,NUTS,2010,ES21,2,1413.11
2015,NUTS,2010,ES21,2,1372.337
2016,NUTS,2010,ES21,2,1407.888
2017,NUTS,2010,ES21,2,1470.556
2018,NUTS,2010,ES21,2,1557.535
2019,NUTS,2010,ES21,2,1583.754
2011,NUTS,2010,ES22,2,400.684
2012,NUTS,2010,ES22,2,368.507
2013,NUTS,2010,ES22,2,339.06
2014,NUTS,2010,ES22,2,339.307
2015,NUTS,2010,ES22,2,324.43
2016,NUTS,2010,ES22,2,333.874
2017,NUTS,2010,ES22,2,373.354
2018,NUTS,2010,ES22,2,369.257
2019,NUTS,2010,ES22,2,382.508
2011,NUTS,2010,ES23,2,85.404
2012,NUTS,2010,ES23,2,73.658
2013,NUTS,2010,ES23,2,65.503
2014,NUTS,2010,ES23,2,77.206
2015,NUTS,2010,ES23,2,76.782
2016,NUTS,2010,ES23,2,72.393
2017,NUTS,2010,ES23,2,80.549
2018,NUTS,2010,ES23,2,75.14
2019,NUTS,2010,ES23,2,73.063
2011,NUTS,2010,ES24,2,336.234
2012,NUTS,2010,ES24,2,332.479
2013,NUTS,2010,ES24,2,318.667
2014,NUTS,2010,ES24,2,325.396
2015,NUTS,2010,ES24,2,326.592
2016,NUTS,2010,ES24,2,334.954
2017,NUTS,2010,ES24,2,340.699
2018,NUTS,2010,ES24,2,364.964
2019,NUTS,2010,ES24,2,385.731
2011,NUTS,2010,ES3,1,3927.778
2012,NUTS,2010,ES3,1,3649.742
2013,NUTS,2010,ES3,1,3671.812
2014,NUTS,2010,ES3,1,3583.236
2015,NUTS,2010,ES3,1,3764.464
2016,NUTS,2010,ES3,1,3787.142
2017,NUTS,2010,ES3,1,4021.988
2018,NUTS,2010,ES3,1,4211.035
2019,NUTS,2010,ES3,1,4406.361
2011,NUTS,2010,ES30,2,3927.778
2012,NUTS,2010,ES30,2,3649.742
2013,NUTS,2010,ES30,2,3671.812
2014,NUTS,2010,ES30,2,3583.236
2015,NUTS,2010,ES30,2,3764.464
2016,NUTS,2010,ES30,2,3787.142
2017,NUTS,2010,ES30,2,4021.988
2018,NUTS,2010,ES30,2,4211.035
2019,NUTS,2010,ES30,2,4406.361
2011,NUTS,2010,ES4,1,1020.434
2012,NUTS,2010,ES4,1,1037.888
2013,NUTS,2010,ES4,1,921.619
2014,NUTS,2010,ES4,1,904.228
2015,NUTS,2010,ES4,1,925.706
2016,NUTS,2010,ES4,1,1003.782
2017,NUTS,2010,ES4,1,1116.796
2018,NUTS,2010,ES4,1,1185.058
2019,NUTS,2010,ES4,1,1281.831
2011,NUTS,2010,ES41,2,599.538
2012,NUTS,2010,ES41,2,656.321
2013,NUTS,2010,ES41,2,567.672
2014,NUTS,2010,ES41,2,569.905
2015,NUTS,2010,ES41,2,579.648
2016,NUTS,2010,ES41,2,655.862
2017,NUTS,2010,ES41,2,743.442
2018,NUTS,2010,ES41,2,819.021
2019,NUTS,2010,ES41,2,860.643
2011,NUTS,2010,ES42,2,270.755
2012,NUTS,2010,ES42,2,245.054
2013,NUTS,2010,ES42,2,215.364
2014,NUTS,2010,ES42,2,208.825
2015,NUTS,2010,ES42,2,219.531
2016,NUTS,2010,ES42,2,233.387
2017,NUTS,2010,ES42,2,249.265
2018,NUTS,2010,ES42,2,235.079
2019,NUTS,2010,ES42,2,271.838
2011,NUTS,2010,ES43,2,150.143
2012,NUTS,2010,ES43,2,136.513
2013,NUTS,2010,ES43,2,138.581
2014,NUTS,2010,ES43,2,125.497
2015,NUTS,2010,ES43,2,126.528
2016,NUTS,2010,ES43,2,114.533
2017,NUTS,2010,ES43,2,124.088
2018,NUTS,2010,ES43,2,130.958
2019,NUTS,2010,ES43,2,149.35
2011,NUTS,2010,ES5,1,4429.951
2012,NUTS,2010,ES5,1,4346.272
2013,NUTS,2010,ES5,1,4325.414
2014,NUTS,2010,ES5,1,4364.365
2015,NUTS,2010,ES5,1,4551.747
2016,NUTS,2010,ES5,1,4576.985
2017,NUTS,2010,ES5,1,4866.659
2018,NUTS,2010,ES5,1,5169.601
2019,NUTS,2010,ES5,1,5366.928
2011,NUTS,2010,ES51,2,3239.784
2012,NUTS,2010,ES51,2,3179.221
2013,NUTS,2010,ES51,2,3165.076
2014,NUTS,2010,ES51,2,3177.986
2015,NUTS,2010,ES51,2,3360.009
2016,NUTS,2010,ES51,2,3352.782
2017,NUTS,2010,ES51,2,3565.908
2018,NUTS,2010,ES51,2,3770.932
2019,NUTS,2010,ES51,2,3864.833
2011,NUTS,2010,ES52,2,1090.15
2012,NUTS,2010,ES52,2,1071.472
2013,NUTS,2010,ES52,2,1067.35
2014,NUTS,2010,ES52,2,1094.063
2015,NUTS,2010,ES52,2,1095.49
2016,NUTS,2010,ES52,2,1121.556
2017,NUTS,2010,ES52,2,1177.751
2018,NUTS,2010,ES52,2,1260.198
2019,NUTS,2010,ES52,2,1358.118
2011,NUTS,2010,ES53,2,100.02
2012,NUTS,2010,ES53,2,95.578
2013,NUTS,2010,ES53,2,92.989
2014,NUTS,2010,ES53,2,92.314
2015,NUTS,2010,ES53,2,96.247
2016,NUTS,2010,ES53,2,102.647
2017,NUTS,2010,ES53,2,124.088
2018,NUTS,2010,ES53,2,138.471
2019,NUTS,2010,ES53,2,143.978
2011,NUTS,2010,ES6,1,1968.314
2012,NUTS,2010,ES6,1,1818.905
2013,NUTS,2010,ES6,1,1816.082
2014,NUTS,2010,ES6,1,1841.539
2015,NUTS,2010,ES6,1,1863.307
2016,NUTS,2010,ES6,1,1762.291
2017,NUTS,2010,ES6,1,1856.972
2018,NUTS,2010,ES6,1,1918.205
2019,NUTS,2010,ES6,1,2003.868
2011,NUTS,2010,ES61,2,1720.742
2012,NUTS,2010,ES61,2,1573.618
2013,NUTS,2010,ES61,2,1572.868
2014,NUTS,2010,ES61,2,1585.611
2015,NUTS,2010,ES61,2,1596.193
2016,NUTS,2010,ES61,2,1469.476
2017,NUTS,2010,ES61,2,1548.928
2018,NUTS,2010,ES61,2,1587.591
2019,NUTS,2010,ES61,2,1652.52
2011,NUTS,2010,ES62,2,244.345
2012,NUTS,2010,ES62,2,242.091
2013,NUTS,2010,ES62,2,240.283
2014,NUTS,2010,ES62,2,252.805
2015,NUTS,2010,ES62,2,263.869
2016,NUTS,2010,ES62,2,290.654
2017,NUTS,2010,ES62,2,304.779
2018,NUTS,2010,ES62,2,325.247
2019,NUTS,2010,ES62,2,347.051
2011,NUTS,2010,ES63,2,1.307
2012,NUTS,2010,ES63,2,1.203
2013,NUTS,2010,ES63,2,1.059
2014,NUTS,2010,ES63,2,1.095
2015,NUTS,2010,ES63,2,1.081
2011,NUTS,2010,ES64,2,1.922
2012,NUTS,2010,ES64,2,1.995
2013,NUTS,2010,ES64,2,1.87
2014,NUTS,2010,ES64,2,2.027
2015,NUTS,2010,ES64,2,1.081
2011,NUTS,2010,ES7,1,253.62
2012,NUTS,2010,ES7,1,224.803
2013,NUTS,2010,ES7,1,217.102
2014,NUTS,2010,ES7,1,208.778
2015,NUTS,2010,ES7,1,218.449
2016,NUTS,2010,ES7,1,215.019
2017,NUTS,2010,ES7,1,239.469
2018,NUTS,2010,ES7,1,230.786
2019,NUTS,2010,ES7,1,236.381
2011,NUTS,2010,ES70,2,253.62
2012,NUTS,2010,ES70,2,224.803
2013,NUTS,2010,ES70,2,217.102
2014,NUTS,2010,ES70,2,208.778
2015,NUTS,2010,ES70,2,218.449
2016,NUTS,2010,ES70,2,215.019
2017,NUTS,2010,ES70,2,239.469
2018,NUTS,2010,ES70,2,230.786
2019,NUTS,2010,ES70,2,236.381
2011,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,215937.166
2012,NUTS,2010,EU27_2020,7,223403.319
2013,NUTS,2010,EU27_2020,7,227687.698
2014,NUTS,2010,EU27_2020,7,234889.982
2015,NUTS,2010,EU27_2020,7,244791.286
2016,NUTS,2010,EU27_2020,7,250032.969
2017,NUTS,2010,EU27_2020,7,265480.791
2018,NUTS,2010,EU27_2020,7,280642.925
2019,NUTS,2010,EU27_2020,7,295800.987
2020,NUTS,2010,EU27_2020,7,295510.416
2011,NUTS,2010,FI,0,5945.96
2012,NUTS,2010,FI,0,5555.284
2013,NUTS,2010,FI,0,5325.976
2014,NUTS,2010,FI,0,5143.026
2015,NUTS,2010,FI,0,4807.491
2016,NUTS,2010,FI,0,4671.002
2017,NUTS,2010,FI,0,4908.325
2018,NUTS,2010,FI,0,5114.156
2019,NUTS,2010,FI,0,5292.064
2020,NUTS,2010,FI,0,5482.483
2011,NUTS,2010,FI1,1,5941.282
2012,NUTS,2010,FI1,1,5550.984
2013,NUTS,2010,FI1,1,5322.709
2015,NUTS,2010,FI1,1,4804.641
2016,NUTS,2010,FI1,1,4667.376
2017,NUTS,2010,FI1,1,4904.882
2018,NUTS,2010,FI1,1,5109.867
2019,NUTS,2010,FI1,1,5288.439
2011,NUTS,2010,FI19,2,1357.85
2012,NUTS,2010,FI19,2,1232.28
2013,NUTS,2010,FI19,2,1192.829
2015,NUTS,2010,FI19,2,1064.777
2016,NUTS,2010,FI19,2,964.452
2017,NUTS,2010,FI19,2,981.045
2018,NUTS,2010,FI19,2,1049.253
2019,NUTS,2010,FI19,2,1092.048
2011,NUTS,2010,FI1B,2,2575.078
2012,NUTS,2010,FI1B,2,2408.71
2013,NUTS,2010,FI1B,2,2403.984
2015,NUTS,2010,FI1B,2,2315.648
2016,NUTS,2010,FI1B,2,2283.992
2017,NUTS,2010,FI1B,2,2438.801
2018,NUTS,2010,FI1B,2,2523.991
2019,NUTS,2010,FI1B,2,2634.014
2011,NUTS,2010,FI1C,2,840.517
2012,NUTS,2010,FI1C,2,826.717
2013,NUTS,2010,FI1C,2,742.63
2015,NUTS,2010,FI1C,2,617.675
2016,NUTS,2010,FI1C,2,590.211
2017,NUTS,2010,FI1C,2,581.307
2018,NUTS,2010,FI1C,2,600.651
2019,NUTS,2010,FI1C,2,625.975
2011,NUTS,2010,FI1D,2,1167.837
2012,NUTS,2010,FI1D,2,1083.496
2013,NUTS,2010,FI1D,2,984.064
2015,NUTS,2010,FI1D,2,806.462
2016,NUTS,2010,FI1D,2,828.722
2017,NUTS,2010,FI1D,2,903.809
2018,NUTS,2010,FI1D,2,935.971
2019,NUTS,2010,FI1D,2,936.402
2011,NUTS,2010,FI2,1,4.697
2012,NUTS,2010,FI2,1,4.036
2013,NUTS,2010,FI2,1,3.187
2015,NUTS,2010,FI2,1,2.851
2016,NUTS,2010,FI2,1,3.547
2017,NUTS,2010,FI2,1,3.419
2018,NUTS,2010,FI2,1,4.449
2019,NUTS,2010,FI2,1,3.625
2011,NUTS,2010,FI20,2,4.697
2012,NUTS,2010,FI20,2,4.036
2013,NUTS,2010,FI20,2,3.187
2015,NUTS,2010,FI20,2,2.851
2016,NUTS,2010,FI20,2,3.547
2017,NUTS,2010,FI20,2,3.419
2018,NUTS,2010,FI20,2,4.449
2019,NUTS,2010,FI20,2,3.625
2011,NUTS,2010,FR,0,39967.674
2012,NUTS,2010,FR,0,40702.631
2013,NUTS,2010,FR,0,42095.854
2014,NUTS,2010,FR,0,42515.071
2015,NUTS,2010,FR,0,43519.512
2016,NUTS,2010,FR,0,44197.009
2017,NUTS,2010,FR,0,45041.104
2018,NUTS,2010,FR,0,46559.462
2019,NUTS,2010,FR,0,49205.94
2020,NUTS,2010,FR,0,49826.093
2011,NUTS,2010,FR1,1,16295.818
2012,NUTS,2010,FR1,1,16107.709
2013,NUTS,2010,FR1,1,16589.014
2011,NUTS,2010,FR10,2,16295.818
2012,NUTS,2010,FR10,2,16107.745
2013,NUTS,2010,FR10,2,16588.993
2011,NUTS,2010,FR2,1,3093.88
2012,NUTS,2010,FR2,1,3205.53
2013,NUTS,2010,FR2,1,3307.795
2011,NUTS,2010,FR21,2,246.553
2012,NUTS,2010,FR21,2,243.853
2013,NUTS,2010,FR21,2,250.289
2011,NUTS,2010,FR22,2,509.01
