year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hc_rse_hes_f
1998,NUTS,2010,AT,0,3842.0
2002,NUTS,2010,AT,0,5216.0
2004,NUTS,2010,AT,0,6841.0
2006,NUTS,2010,AT,0,8190.0
2007,NUTS,2010,AT,0,9465.0
2009,NUTS,2010,AT,0,10965.0
2011,NUTS,2010,AT,0,12464.0
2013,NUTS,2010,AT,0,13412.0
2015,NUTS,2010,AT,0,14655.0
2017,NUTS,2010,AT,0,15227.0
2019,NUTS,2010,AT,0,17106.0
2011,NUTS,2010,AT1,1,6883.0
2013,NUTS,2010,AT1,1,7477.0
2019,NUTS,2010,AT1,1,9133.0
2011,NUTS,2010,AT11,2,49.0
2013,NUTS,2010,AT11,2,65.0
2019,NUTS,2010,AT11,2,87.0
2002,NUTS,2010,AT12,2,32.0
2004,NUTS,2010,AT12,2,54.0
2006,NUTS,2010,AT12,2,95.0
2007,NUTS,2010,AT12,2,113.0
2009,NUTS,2010,AT12,2,160.0
2011,NUTS,2010,AT12,2,225.0
2013,NUTS,2010,AT12,2,397.0
2015,NUTS,2010,AT12,2,481.0
2017,NUTS,2010,AT12,2,604.0
2019,NUTS,2010,AT12,2,833.0
2002,NUTS,2010,AT13,2,2985.0
2004,NUTS,2010,AT13,2,3908.0
2006,NUTS,2010,AT13,2,4547.0
2007,NUTS,2010,AT13,2,5222.0
2009,NUTS,2010,AT13,2,5977.0
2011,NUTS,2010,AT13,2,6609.0
2013,NUTS,2010,AT13,2,7015.0
2015,NUTS,2010,AT13,2,7421.0
2017,NUTS,2010,AT13,2,7373.0
2019,NUTS,2010,AT13,2,8213.0
2006,NUTS,2010,AT2,1,1541.0
2007,NUTS,2010,AT2,1,1867.0
2009,NUTS,2010,AT2,1,2284.0
2011,NUTS,2010,AT2,1,2593.0
2013,NUTS,2010,AT2,1,2631.0
2017,NUTS,2010,AT2,1,3197.0
2019,NUTS,2010,AT2,1,3640.0
2006,NUTS,2010,AT21,2,190.0
2007,NUTS,2010,AT21,2,237.0
2009,NUTS,2010,AT21,2,247.0
2011,NUTS,2010,AT21,2,290.0
2013,NUTS,2010,AT21,2,299.0
2015,NUTS,2010,AT21,2,283.0
2017,NUTS,2010,AT21,2,347.0
2019,NUTS,2010,AT21,2,429.0
2002,NUTS,2010,AT22,2,878.0
2004,NUTS,2010,AT22,2,1050.0
2006,NUTS,2010,AT22,2,1351.0
2007,NUTS,2010,AT22,2,1630.0
2009,NUTS,2010,AT22,2,2037.0
2011,NUTS,2010,AT22,2,2303.0
2013,NUTS,2010,AT22,2,2332.0
2015,NUTS,2010,AT22,2,2727.0
2017,NUTS,2010,AT22,2,2850.0
2019,NUTS,2010,AT22,2,3211.0
2002,NUTS,2010,AT3,1,1188.0
2011,NUTS,2010,AT3,1,2988.0
2013,NUTS,2010,AT3,1,3304.0
2019,NUTS,2010,AT3,1,4333.0
2002,NUTS,2010,AT31,2,266.0
2004,NUTS,2010,AT31,2,377.0
2006,NUTS,2010,AT31,2,488.0
2007,NUTS,2010,AT31,2,501.0
2009,NUTS,2010,AT31,2,591.0
2011,NUTS,2010,AT31,2,742.0
2013,NUTS,2010,AT31,2,750.0
2015,NUTS,2010,AT31,2,869.0
2017,NUTS,2010,AT31,2,908.0
2019,NUTS,2010,AT31,2,993.0
2006,NUTS,2010,AT32,2,426.0
2007,NUTS,2010,AT32,2,474.0
2009,NUTS,2010,AT32,2,611.0
2011,NUTS,2010,AT32,2,744.0
2013,NUTS,2010,AT32,2,844.0
2015,NUTS,2010,AT32,2,1010.0
2017,NUTS,2010,AT32,2,1138.0
2019,NUTS,2010,AT32,2,1205.0
2002,NUTS,2010,AT33,2,674.0
2004,NUTS,2010,AT33,2,855.0
2006,NUTS,2010,AT33,2,1050.0
2007,NUTS,2010,AT33,2,1242.0
2009,NUTS,2010,AT33,2,1285.0
2011,NUTS,2010,AT33,2,1487.0
2013,NUTS,2010,AT33,2,1685.0
2015,NUTS,2010,AT33,2,1766.0
2017,NUTS,2010,AT33,2,1891.0
2019,NUTS,2010,AT33,2,2087.0
2011,NUTS,2010,AT34,2,15.0
2013,NUTS,2010,AT34,2,25.0
2019,NUTS,2010,AT34,2,48.0
2002,NUTS,2010,ATZ,1,0.0
2004,NUTS,2010,ATZ,1,0.0
2006,NUTS,2010,ATZ,1,0.0
2007,NUTS,2010,ATZ,1,0.0
2009,NUTS,2010,ATZ,1,0.0
2011,NUTS,2010,ATZ,1,0.0
2013,NUTS,2010,ATZ,1,0.0
2002,NUTS,2010,ATZZ,2,0.0
2004,NUTS,2010,ATZZ,2,0.0
2006,NUTS,2010,ATZZ,2,0.0
2007,NUTS,2010,ATZZ,2,0.0
2009,NUTS,2010,ATZZ,2,0.0
2011,NUTS,2010,ATZZ,2,0.0
2013,NUTS,2010,ATZZ,2,0.0
2012,NUTS,2010,BA,0,219.0
2013,NUTS,2010,BA,0,360.0
2014,NUTS,2010,BA,0,745.0
2019,NUTS,2010,BA,0,927.0
2002,NUTS,2010,BE,0,7612.0
2003,NUTS,2010,BE,0,7879.0
2004,NUTS,2010,BE,0,8921.0
2005,NUTS,2010,BE,0,9437.0
2006,NUTS,2010,BE,0,9998.0
2007,NUTS,2010,BE,0,10580.0
2008,NUTS,2010,BE,0,11262.0
2009,NUTS,2010,BE,0,11835.0
2010,NUTS,2010,BE,0,12093.0
2011,NUTS,2010,BE,0,12573.0
2012,NUTS,2010,BE,0,12774.0
2013,NUTS,2010,BE,0,13139.0
2014,NUTS,2010,BE,0,14150.0
2015,NUTS,2010,BE,0,13270.0
2016,NUTS,2010,BE,0,13580.0
2017,NUTS,2010,BE,0,13661.0
2018,NUTS,2010,BE,0,14811.0
2019,NUTS,2010,BE,0,14704.0
2012,NUTS,2010,BE1,1,2711.0
2013,NUTS,2010,BE1,1,2819.0
2014,NUTS,2010,BE1,1,3093.0
2015,NUTS,2010,BE1,1,2764.0
2016,NUTS,2010,BE1,1,2753.0
2017,NUTS,2010,BE1,1,2650.0
2018,NUTS,2010,BE1,1,3054.0
2019,NUTS,2010,BE1,1,2812.0
2012,NUTS,2010,BE10,2,2711.0
2013,NUTS,2010,BE10,2,2819.0
2014,NUTS,2010,BE10,2,3093.0
2015,NUTS,2010,BE10,2,2764.0
2016,NUTS,2010,BE10,2,2753.0
2017,NUTS,2010,BE10,2,2650.0
2018,NUTS,2010,BE10,2,3054.0
2019,NUTS,2010,BE10,2,2812.0
2012,NUTS,2010,BE2,1,6994.0
2013,NUTS,2010,BE2,1,7282.0
2014,NUTS,2010,BE2,1,7805.0
2015,NUTS,2010,BE2,1,7986.0
2016,NUTS,2010,BE2,1,8031.0
2017,NUTS,2010,BE2,1,8152.0
2018,NUTS,2010,BE2,1,8772.0
2019,NUTS,2010,BE2,1,8917.0
2012,NUTS,2010,BE3,1,3069.0
2013,NUTS,2010,BE3,1,3038.0
2014,NUTS,2010,BE3,1,3252.0
2015,NUTS,2010,BE3,1,2520.0
2016,NUTS,2010,BE3,1,2796.0
2017,NUTS,2010,BE3,1,2859.0
2018,NUTS,2010,BE3,1,2985.0
2019,NUTS,2010,BE3,1,2975.0
2014,NUTS,2010,BEZ,1,0.0
2015,NUTS,2010,BEZ,1,0.0
2018,NUTS,2010,BEZ,1,0.0
2019,NUTS,2010,BEZ,1,0.0
2014,NUTS,2010,BEZZ,2,0.0
2015,NUTS,2010,BEZZ,2,0.0
2018,NUTS,2010,BEZZ,2,0.0
2019,NUTS,2010,BEZZ,2,0.0
1993,NUTS,2010,BG,0,7447.0
1994,NUTS,2010,BG,0,2801.0
1995,NUTS,2010,BG,0,2783.0
1996,NUTS,2010,BG,0,2781.0
1997,NUTS,2010,BG,0,1421.0
1998,NUTS,2010,BG,0,1240.0
1999,NUTS,2010,BG,0,1051.0
2000,NUTS,2010,BG,0,875.0
2001,NUTS,2010,BG,0,992.0
2002,NUTS,2010,BG,0,1087.0
2003,NUTS,2010,BG,0,1144.0
2004,NUTS,2010,BG,0,1288.0
2005,NUTS,2010,BG,0,1451.0
2006,NUTS,2010,BG,0,1446.0
2007,NUTS,2010,BG,0,2022.0
2008,NUTS,2010,BG,0,2210.0
2009,NUTS,2010,BG,0,2839.0
2010,NUTS,2010,BG,0,2898.0
2011,NUTS,2010,BG,0,3189.0
2012,NUTS,2010,BG,0,3271.0
2013,NUTS,2010,BG,0,3492.0
2014,NUTS,2010,BG,0,4146.0
2015,NUTS,2010,BG,0,4086.0
2016,NUTS,2010,BG,0,4572.0
2017,NUTS,2010,BG,0,4153.0
2018,NUTS,2010,BG,0,4434.0
2019,NUTS,2010,BG,0,4403.0
2003,NUTS,2010,BG3,1,600.0
2004,NUTS,2010,BG3,1,675.0
2005,NUTS,2010,BG3,1,817.0
2006,NUTS,2010,BG3,1,804.0
2007,NUTS,2010,BG3,1,948.0
2009,NUTS,2010,BG3,1,1234.0
2010,NUTS,2010,BG3,1,1260.0
2013,NUTS,2010,BG3,1,1590.0
2014,NUTS,2010,BG3,1,2070.0
2016,NUTS,2010,BG3,1,1824.0
2017,NUTS,2010,BG3,1,1832.0
2019,NUTS,2010,BG3,1,1885.0
2003,NUTS,2010,BG32,2,76.0
2004,NUTS,2010,BG32,2,133.0
2005,NUTS,2010,BG32,2,211.0
2008,NUTS,2010,BG32,2,285.0
2009,NUTS,2010,BG32,2,340.0
2010,NUTS,2010,BG32,2,383.0
2011,NUTS,2010,BG32,2,461.0
2012,NUTS,2010,BG32,2,464.0
2013,NUTS,2010,BG32,2,488.0
2014,NUTS,2010,BG32,2,603.0
2015,NUTS,2010,BG32,2,649.0
2019,NUTS,2010,BG32,2,448.0
2006,NUTS,2010,BG33,2,310.0
2007,NUTS,2010,BG33,2,314.0
2008,NUTS,2010,BG33,2,351.0
2009,NUTS,2010,BG33,2,493.0
2011,NUTS,2010,BG33,2,514.0
2012,NUTS,2010,BG33,2,598.0
2013,NUTS,2010,BG33,2,707.0
2014,NUTS,2010,BG33,2,1050.0
2016,NUTS,2010,BG33,2,913.0
2003,NUTS,2010,BG34,2,191.0
2004,NUTS,2010,BG34,2,186.0
2005,NUTS,2010,BG34,2,256.0
2006,NUTS,2010,BG34,2,205.0
2007,NUTS,2010,BG34,2,274.0
2008,NUTS,2010,BG34,2,286.0
2010,NUTS,2010,BG34,2,310.0
2011,NUTS,2010,BG34,2,290.0
2012,NUTS,2010,BG34,2,322.0
2015,NUTS,2010,BG34,2,319.0
2016,NUTS,2010,BG34,2,343.0
2017,NUTS,2010,BG34,2,323.0
2003,NUTS,2010,BG4,1,544.0
2004,NUTS,2010,BG4,1,613.0
2005,NUTS,2010,BG4,1,634.0
2006,NUTS,2010,BG4,1,642.0
2007,NUTS,2010,BG4,1,1074.0
2009,NUTS,2010,BG4,1,1605.0
2010,NUTS,2010,BG4,1,1638.0
2013,NUTS,2010,BG4,1,1902.0
2014,NUTS,2010,BG4,1,2076.0
2016,NUTS,2010,BG4,1,2748.0
2017,NUTS,2010,BG4,1,2321.0
2019,NUTS,2010,BG4,1,2518.0
1999,NUTS,2010,BG41,2,363.0
2000,NUTS,2010,BG41,2,393.0
2003,NUTS,2010,BG41,2,382.0
2004,NUTS,2010,BG41,2,387.0
2005,NUTS,2010,BG41,2,449.0
2009,NUTS,2010,BG41,2,1299.0
2011,NUTS,2010,BG41,2,1606.0
2013,NUTS,2010,BG41,2,1513.0
2014,NUTS,2010,BG41,2,1609.0
2015,NUTS,2010,BG41,2,1560.0
2016,NUTS,2010,BG41,2,2276.0
2017,NUTS,2010,BG41,2,1714.0
2018,NUTS,2010,BG41,2,1877.0
2019,NUTS,2010,BG41,2,1546.0
2003,NUTS,2010,BG42,2,162.0
2004,NUTS,2010,BG42,2,226.0
2005,NUTS,2010,BG42,2,185.0
2009,NUTS,2010,BG42,2,306.0
2013,NUTS,2010,BG42,2,389.0
2014,NUTS,2010,BG42,2,467.0
2016,NUTS,2010,BG42,2,472.0
2017,NUTS,2010,BG42,2,607.0
2019,NUTS,2010,BG42,2,972.0
2003,NUTS,2010,BGZ,1,0.0
2004,NUTS,2010,BGZ,1,0.0
2005,NUTS,2010,BGZ,1,0.0
2006,NUTS,2010,BGZ,1,0.0
2007,NUTS,2010,BGZ,1,0.0
2008,NUTS,2010,BGZ,1,0.0
2009,NUTS,2010,BGZ,1,0.0
2010,NUTS,2010,BGZ,1,0.0
2011,NUTS,2010,BGZ,1,0.0
2012,NUTS,2010,BGZ,1,0.0
2013,NUTS,2010,BGZ,1,0.0
2014,NUTS,2010,BGZ,1,0.0
2019,NUTS,2010,BGZ,1,0.0
2003,NUTS,2010,BGZZ,2,0.0
2004,NUTS,2010,BGZZ,2,0.0
2005,NUTS,2010,BGZZ,2,0.0
2006,NUTS,2010,BGZZ,2,0.0
2007,NUTS,2010,BGZZ,2,0.0
2008,NUTS,2010,BGZZ,2,0.0
2009,NUTS,2010,BGZZ,2,0.0
2010,NUTS,2010,BGZZ,2,0.0
2011,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,BGZZ,2,0.0
2013,NUTS,2010,BGZZ,2,0.0
2014,NUTS,2010,BGZZ,2,0.0
2019,NUTS,2010,BGZZ,2,0.0
1996,NUTS,2010,CH,0,5200.0
2000,NUTS,2010,CH,0,6575.0
2002,NUTS,2010,CH,0,7330.0
2004,NUTS,2010,CH,0,8370.0
2006,NUTS,2010,CH,0,9455.0
2008,NUTS,2010,CH,0,11408.0
2010,NUTS,2010,CH,0,13326.0
2012,NUTS,2010,CH,0,15037.0
2015,NUTS,2010,CH,0,17814.0
2017,NUTS,2010,CH,0,18581.0
2019,NUTS,2010,CH,0,20540.0
1998,NUTS,2010,CY,0,67.0
1999,NUTS,2010,CY,0,76.0
2000,NUTS,2010,CY,0,84.0
2001,NUTS,2010,CY,0,103.0
2002,NUTS,2010,CY,0,136.0
2003,NUTS,2010,CY,0,172.0
2004,NUTS,2010,CY,0,231.0
2005,NUTS,2010,CY,0,270.0
2006,NUTS,2010,CY,0,276.0
2007,NUTS,2010,CY,0,293.0
2008,NUTS,2010,CY,0,295.0
2009,NUTS,2010,CY,0,360.0
2010,NUTS,2010,CY,0,401.0
2011,NUTS,2010,CY,0,479.0
2012,NUTS,2010,CY,0,480.0
2013,NUTS,2010,CY,0,616.0
2014,NUTS,2010,CY,0,578.0
2015,NUTS,2010,CY,0,571.0
2016,NUTS,2010,CY,0,570.0
2017,NUTS,2010,CY,0,607.0
2018,NUTS,2010,CY,0,643.0
2019,NUTS,2010,CY,0,693.0
1999,NUTS,2010,CZ,0,3656.0
2000,NUTS,2010,CZ,0,4013.0
2001,NUTS,2010,CZ,0,4084.0
2002,NUTS,2010,CZ,0,4483.0
2003,NUTS,2010,CZ,0,4205.0
2004,NUTS,2010,CZ,0,4565.0
2005,NUTS,2010,CZ,0,5713.0
2006,NUTS,2010,CZ,0,6050.0
2007,NUTS,2010,CZ,0,6549.0
2008,NUTS,2010,CZ,0,6711.0
2009,NUTS,2010,CZ,0,6939.0
2010,NUTS,2010,CZ,0,6848.0
2011,NUTS,2010,CZ,0,7184.0
2012,NUTS,2010,CZ,0,7226.0
2013,NUTS,2010,CZ,0,8166.0
2014,NUTS,2010,CZ,0,8115.0
2015,NUTS,2010,CZ,0,8427.0
2016,NUTS,2010,CZ,0,8064.0
2017,NUTS,2010,CZ,0,8618.0
2018,NUTS,2010,CZ,0,8910.0
2019,NUTS,2010,CZ,0,9438.0
2020,NUTS,2010,CZ,0,9759.0
1999,NUTS,2010,CZ0,1,3656.0
2000,NUTS,2010,CZ0,1,4013.0
2001,NUTS,2010,CZ0,1,4084.0
2002,NUTS,2010,CZ0,1,4483.0
2003,NUTS,2010,CZ0,1,4205.0
2004,NUTS,2010,CZ0,1,4565.0
2005,NUTS,2010,CZ0,1,5713.0
2006,NUTS,2010,CZ0,1,6050.0
2007,NUTS,2010,CZ0,1,6549.0
2008,NUTS,2010,CZ0,1,6711.0
2009,NUTS,2010,CZ0,1,6939.0
2010,NUTS,2010,CZ0,1,6848.0
2011,NUTS,2010,CZ0,1,7184.0
2012,NUTS,2010,CZ0,1,7226.0
2013,NUTS,2010,CZ0,1,8166.0
2014,NUTS,2010,CZ0,1,8115.0
2015,NUTS,2010,CZ0,1,8427.0
2016,NUTS,2010,CZ0,1,8064.0
2017,NUTS,2010,CZ0,1,8618.0
2018,NUTS,2010,CZ0,1,8910.0
2019,NUTS,2010,CZ0,1,9438.0
2020,NUTS,2010,CZ0,1,9759.0
2001,NUTS,2010,CZ01,2,1599.0
2002,NUTS,2010,CZ01,2,1812.0
2003,NUTS,2010,CZ01,2,1672.0
2004,NUTS,2010,CZ01,2,1842.0
2005,NUTS,2010,CZ01,2,2312.0
2006,NUTS,2010,CZ01,2,2534.0
2007,NUTS,2010,CZ01,2,2721.0
2008,NUTS,2010,CZ01,2,2804.0
2009,NUTS,2010,CZ01,2,2822.0
2010,NUTS,2010,CZ01,2,2772.0
2011,NUTS,2010,CZ01,2,2899.0
2012,NUTS,2010,CZ01,2,2675.0
2013,NUTS,2010,CZ01,2,3196.0
2014,NUTS,2010,CZ01,2,2998.0
2015,NUTS,2010,CZ01,2,2903.0
2016,NUTS,2010,CZ01,2,2731.0
2017,NUTS,2010,CZ01,2,3197.0
2018,NUTS,2010,CZ01,2,3282.0
2019,NUTS,2010,CZ01,2,3417.0
2020,NUTS,2010,CZ01,2,3495.0
2001,NUTS,2010,CZ02,2,0.0
2002,NUTS,2010,CZ02,2,0.0
2003,NUTS,2010,CZ02,2,0.0
2004,NUTS,2010,CZ02,2,0.0
2005,NUTS,2010,CZ02,2,1.0
2006,NUTS,2010,CZ02,2,5.0
2007,NUTS,2010,CZ02,2,5.0
2008,NUTS,2010,CZ02,2,13.0
2009,NUTS,2010,CZ02,2,20.0
2010,NUTS,2010,CZ02,2,29.0
2011,NUTS,2010,CZ02,2,38.0
2012,NUTS,2010,CZ02,2,43.0
2013,NUTS,2010,CZ02,2,29.0
2014,NUTS,2010,CZ02,2,39.0
2015,NUTS,2010,CZ02,2,63.0
2016,NUTS,2010,CZ02,2,76.0
2017,NUTS,2010,CZ02,2,72.0
2018,NUTS,2010,CZ02,2,77.0
2019,NUTS,2010,CZ02,2,86.0
2020,NUTS,2010,CZ02,2,82.0
2001,NUTS,2010,CZ03,2,495.0
2002,NUTS,2010,CZ03,2,486.0
2003,NUTS,2010,CZ03,2,257.0
2004,NUTS,2010,CZ03,2,232.0
2005,NUTS,2010,CZ03,2,386.0
2006,NUTS,2010,CZ03,2,319.0
2007,NUTS,2010,CZ03,2,301.0
2008,NUTS,2010,CZ03,2,338.0
2009,NUTS,2010,CZ03,2,405.0
2010,NUTS,2010,CZ03,2,558.0
2011,NUTS,2010,CZ03,2,704.0
2012,NUTS,2010,CZ03,2,648.0
2013,NUTS,2010,CZ03,2,709.0
2014,NUTS,2010,CZ03,2,784.0
2015,NUTS,2010,CZ03,2,735.0
2016,NUTS,2010,CZ03,2,768.0
2017,NUTS,2010,CZ03,2,787.0
2018,NUTS,2010,CZ03,2,809.0
2019,NUTS,2010,CZ03,2,796.0
2020,NUTS,2010,CZ03,2,812.0
2001,NUTS,2010,CZ04,2,112.0
2002,NUTS,2010,CZ04,2,81.0
2003,NUTS,2010,CZ04,2,66.0
2004,NUTS,2010,CZ04,2,138.0
2005,NUTS,2010,CZ04,2,62.0
2006,NUTS,2010,CZ04,2,76.0
2007,NUTS,2010,CZ04,2,99.0
2008,NUTS,2010,CZ04,2,100.0
2009,NUTS,2010,CZ04,2,98.0
2010,NUTS,2010,CZ04,2,107.0
2011,NUTS,2010,CZ04,2,101.0
2012,NUTS,2010,CZ04,2,95.0
2013,NUTS,2010,CZ04,2,151.0
2014,NUTS,2010,CZ04,2,150.0
2015,NUTS,2010,CZ04,2,153.0
2016,NUTS,2010,CZ04,2,160.0
2017,NUTS,2010,CZ04,2,163.0
2018,NUTS,2010,CZ04,2,181.0
2019,NUTS,2010,CZ04,2,153.0
2020,NUTS,2010,CZ04,2,206.0
2001,NUTS,2010,CZ05,2,328.0
2002,NUTS,2010,CZ05,2,443.0
2003,NUTS,2010,CZ05,2,455.0
2004,NUTS,2010,CZ05,2,474.0
2005,NUTS,2010,CZ05,2,533.0
2006,NUTS,2010,CZ05,2,614.0
2007,NUTS,2010,CZ05,2,681.0
2008,NUTS,2010,CZ05,2,621.0
2009,NUTS,2010,CZ05,2,610.0
2010,NUTS,2010,CZ05,2,582.0
2011,NUTS,2010,CZ05,2,693.0
2012,NUTS,2010,CZ05,2,642.0
2013,NUTS,2010,CZ05,2,697.0
2014,NUTS,2010,CZ05,2,738.0
2015,NUTS,2010,CZ05,2,756.0
2016,NUTS,2010,CZ05,2,798.0
2017,NUTS,2010,CZ05,2,816.0
2018,NUTS,2010,CZ05,2,859.0
2019,NUTS,2010,CZ05,2,977.0
2020,NUTS,2010,CZ05,2,974.0
2001,NUTS,2010,CZ06,2,829.0
2002,NUTS,2010,CZ06,2,970.0
2003,NUTS,2010,CZ06,2,1022.0
2004,NUTS,2010,CZ06,2,1023.0
2005,NUTS,2010,CZ06,2,1445.0
2006,NUTS,2010,CZ06,2,1461.0
2007,NUTS,2010,CZ06,2,1539.0
2008,NUTS,2010,CZ06,2,1588.0
2009,NUTS,2010,CZ06,2,1726.0
2010,NUTS,2010,CZ06,2,1552.0
2011,NUTS,2010,CZ06,2,1538.0
2012,NUTS,2010,CZ06,2,1552.0
2013,NUTS,2010,CZ06,2,1658.0
2014,NUTS,2010,CZ06,2,1699.0
2015,NUTS,2010,CZ06,2,1929.0
2016,NUTS,2010,CZ06,2,1685.0
2017,NUTS,2010,CZ06,2,1882.0
2018,NUTS,2010,CZ06,2,1883.0
2019,NUTS,2010,CZ06,2,1961.0
2020,NUTS,2010,CZ06,2,2059.0
2001,NUTS,2010,CZ07,2,260.0
2002,NUTS,2010,CZ07,2,230.0
2003,NUTS,2010,CZ07,2,274.0
2004,NUTS,2010,CZ07,2,372.0
2005,NUTS,2010,CZ07,2,450.0
2006,NUTS,2010,CZ07,2,448.0
2007,NUTS,2010,CZ07,2,399.0
2008,NUTS,2010,CZ07,2,393.0
2009,NUTS,2010,CZ07,2,454.0
2010,NUTS,2010,CZ07,2,562.0
2011,NUTS,2010,CZ07,2,472.0
2012,NUTS,2010,CZ07,2,740.0
2013,NUTS,2010,CZ07,2,870.0
2014,NUTS,2010,CZ07,2,899.0
2015,NUTS,2010,CZ07,2,1014.0
2016,NUTS,2010,CZ07,2,958.0
2017,NUTS,2010,CZ07,2,836.0
2018,NUTS,2010,CZ07,2,918.0
2019,NUTS,2010,CZ07,2,1137.0
2020,NUTS,2010,CZ07,2,1176.0
2001,NUTS,2010,CZ08,2,461.0
2002,NUTS,2010,CZ08,2,461.0
2003,NUTS,2010,CZ08,2,459.0
2004,NUTS,2010,CZ08,2,484.0
2005,NUTS,2010,CZ08,2,524.0
2006,NUTS,2010,CZ08,2,593.0
2007,NUTS,2010,CZ08,2,804.0
2008,NUTS,2010,CZ08,2,854.0
2009,NUTS,2010,CZ08,2,804.0
2010,NUTS,2010,CZ08,2,686.0
2011,NUTS,2010,CZ08,2,739.0
2012,NUTS,2010,CZ08,2,831.0
2013,NUTS,2010,CZ08,2,856.0
2014,NUTS,2010,CZ08,2,808.0
2015,NUTS,2010,CZ08,2,874.0
2016,NUTS,2010,CZ08,2,888.0
2017,NUTS,2010,CZ08,2,865.0
2018,NUTS,2010,CZ08,2,901.0
2019,NUTS,2010,CZ08,2,911.0
2020,NUTS,2010,CZ08,2,955.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
2003,NUTS,2010,DE,0,44797.0
2004,NUTS,2010,DE,0,44812.0
2005,NUTS,2010,DE,0,52272.0
2006,NUTS,2010,DE,0,57981.0
2007,NUTS,2010,DE,0,62619.0
2008,NUTS,2010,DE,0,68686.0
2009,NUTS,2010,DE,0,75936.0
2010,NUTS,2010,DE,0,82610.0
2011,NUTS,2010,DE,0,87734.0
2012,NUTS,2010,DE,0,92958.0
2013,NUTS,2010,DE,0,99207.0
2014,NUTS,2010,DE,0,101520.0
2015,NUTS,2010,DE,0,104622.0
2016,NUTS,2010,DE,0,105854.0
2017,NUTS,2010,DE,0,109274.0
2018,NUTS,2010,DE,0,112908.0
2019,NUTS,2010,DE,0,115537.0
1999,NUTS,2010,DK,0,2645.0
2000,NUTS,2010,DK,0,2905.0
2001,NUTS,2010,DK,0,3342.0
2002,NUTS,2010,DK,0,4383.0
2003,NUTS,2010,DK,0,4379.0
2004,NUTS,2010,DK,0,4771.0
2005,NUTS,2010,DK,0,5591.0
2006,NUTS,2010,DK,0,5919.0
2007,NUTS,2010,DK,0,6106.0
2009,NUTS,2010,DK,0,9411.0
2010,NUTS,2010,DK,0,9939.0
2011,NUTS,2010,DK,0,10176.0
2012,NUTS,2010,DK,0,11120.0
2013,NUTS,2010,DK,0,11698.0
2014,NUTS,2010,DK,0,11525.0
2015,NUTS,2010,DK,0,11769.0
2016,NUTS,2010,DK,0,11682.0
2017,NUTS,2010,DK,0,11299.0
2018,NUTS,2010,DK,0,12003.0
2019,NUTS,2010,DK,0,12256.0
1999,NUTS,2010,DK0,1,2645.0
2000,NUTS,2010,DK0,1,2905.0
2001,NUTS,2010,DK0,1,3240.0
2002,NUTS,2010,DK0,1,4373.0
2003,NUTS,2010,DK0,1,4379.0
2007,NUTS,2010,DK0,1,6043.0
2009,NUTS,2010,DK0,1,9359.0
2010,NUTS,2010,DK0,1,9939.0
2011,NUTS,2010,DK0,1,10619.0
2012,NUTS,2010,DK0,1,11120.0
2013,NUTS,2010,DK0,1,11698.0
2014,NUTS,2010,DK0,1,11525.0
2015,NUTS,2010,DK0,1,11769.0
2016,NUTS,2010,DK0,1,11682.0
2017,NUTS,2010,DK0,1,11299.0
2018,NUTS,2010,DK0,1,12003.0
2019,NUTS,2010,DK0,1,12256.0
2007,NUTS,2010,DK01,2,2876.0
2009,NUTS,2010,DK01,2,4623.0
2010,NUTS,2010,DK01,2,5281.0
2011,NUTS,2010,DK01,2,5604.0
2012,NUTS,2010,DK01,2,5456.0
2013,NUTS,2010,DK01,2,5928.0
2014,NUTS,2010,DK01,2,6014.0
2015,NUTS,2010,DK01,2,6309.0
2016,NUTS,2010,DK01,2,6060.0
2017,NUTS,2010,DK01,2,6039.0
2019,NUTS,2010,DK01,2,6573.0
2007,NUTS,2010,DK02,2,344.0
2009,NUTS,2010,DK02,2,648.0
2010,NUTS,2010,DK02,2,653.0
2011,NUTS,2010,DK02,2,640.0
2012,NUTS,2010,DK02,2,598.0
2013,NUTS,2010,DK02,2,579.0
2014,NUTS,2010,DK02,2,594.0
2015,NUTS,2010,DK02,2,475.0
2016,NUTS,2010,DK02,2,557.0
2017,NUTS,2010,DK02,2,530.0
2019,NUTS,2010,DK02,2,658.0
2007,NUTS,2010,DK03,2,757.0
2009,NUTS,2010,DK03,2,966.0
2010,NUTS,2010,DK03,2,1028.0
2011,NUTS,2010,DK03,2,1189.0
2012,NUTS,2010,DK03,2,1303.0
2013,NUTS,2010,DK03,2,1312.0
2014,NUTS,2010,DK03,2,1378.0
2015,NUTS,2010,DK03,2,1486.0
2016,NUTS,2010,DK03,2,1457.0
2017,NUTS,2010,DK03,2,923.0
2019,NUTS,2010,DK03,2,927.0
2007,NUTS,2010,DK04,2,1213.0
2009,NUTS,2010,DK04,2,2266.0
