year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_total_rse_fte
2009,NUTS,2010,DK,0,10952.0
2010,NUTS,2010,DK,0,11654.0
2011,NUTS,2010,DK,0,12376.0
2012,NUTS,2010,DK,0,12573.0
2013,NUTS,2010,DK,0,13159.0
2015,NUTS,2010,DK,0,13649.0
2017,NUTS,2010,DK,0,15507.0
2019,NUTS,2010,DK,0,15221.0
1999,NUTS,2010,DK0,1,4986.0
2001,NUTS,2010,DK0,1,5559.0
2002,NUTS,2010,DK0,1,6801.0
2003,NUTS,2010,DK0,1,7349.0
2009,NUTS,2010,DK0,1,10869.0
2010,NUTS,2010,DK0,1,5789.0
2011,NUTS,2010,DK0,1,12376.0
2013,NUTS,2010,DK0,1,13805.0
2015,NUTS,2010,DK0,1,13649.0
2017,NUTS,2010,DK0,1,15507.0
2019,NUTS,2010,DK0,1,15221.0
2009,NUTS,2010,DK01,2,7280.0
2010,NUTS,2010,DK01,2,3537.0
2011,NUTS,2010,DK01,2,8287.0
2013,NUTS,2010,DK01,2,9100.0
2015,NUTS,2010,DK01,2,8593.0
2017,NUTS,2010,DK01,2,10789.0
2019,NUTS,2010,DK01,2,9804.0
2009,NUTS,2010,DK02,2,770.0
2010,NUTS,2010,DK02,2,303.0
2011,NUTS,2010,DK02,2,551.0
2013,NUTS,2010,DK02,2,679.0
2015,NUTS,2010,DK02,2,610.0
2017,NUTS,2010,DK02,2,682.0
2019,NUTS,2010,DK02,2,704.0
2009,NUTS,2010,DK03,2,541.0
2010,NUTS,2010,DK03,2,528.0
2011,NUTS,2010,DK03,2,1229.0
2013,NUTS,2010,DK03,2,1357.0
2015,NUTS,2010,DK03,2,1872.0
2017,NUTS,2010,DK03,2,1039.0
2019,NUTS,2010,DK03,2,1244.0
2009,NUTS,2010,DK04,2,1306.0
2010,NUTS,2010,DK04,2,1099.0
2011,NUTS,2010,DK04,2,1884.0
2013,NUTS,2010,DK04,2,2125.0
2015,NUTS,2010,DK04,2,2050.0
2017,NUTS,2010,DK04,2,2014.0
2019,NUTS,2010,DK04,2,2412.0
2009,NUTS,2010,DK05,2,971.0
2010,NUTS,2010,DK05,2,322.0
2011,NUTS,2010,DK05,2,425.0
2013,NUTS,2010,DK05,2,544.0
2015,NUTS,2010,DK05,2,525.0
2017,NUTS,2010,DK05,2,983.0
2019,NUTS,2010,DK05,2,1056.0
1998,NUTS,2010,EE,0,1206.0
1999,NUTS,2010,EE,0,1252.0
2000,NUTS,2010,EE,0,1109.0
2001,NUTS,2010,EE,0,1125.0
2002,NUTS,2010,EE,0,1262.0
2003,NUTS,2010,EE,0,1273.0
2004,NUTS,2010,EE,0,1390.0
2005,NUTS,2010,EE,0,1317.0
2006,NUTS,2010,EE,0,1418.0
2007,NUTS,2010,EE,0,1531.0
2008,NUTS,2010,EE,0,1510.0
2009,NUTS,2010,EE,0,1796.0
2010,NUTS,2010,EE,0,1688.0
2011,NUTS,2010,EE,0,1869.0
2012,NUTS,2010,EE,0,1963.0
2013,NUTS,2010,EE,0,1871.0
2014,NUTS,2010,EE,0,1865.0
2015,NUTS,2010,EE,0,1831.0
2016,NUTS,2010,EE,0,1787.0
2017,NUTS,2010,EE,0,1903.0
2018,NUTS,2010,EE,0,2098.0
2019,NUTS,2010,EE,0,2034.0
2001,NUTS,2010,EL,0,4710.0
2003,NUTS,2010,EL,0,5198.0
2005,NUTS,2010,EL,0,6213.0
2011,NUTS,2010,EL,0,9602.0
2013,NUTS,2010,EL,0,11361.0
2015,NUTS,2010,EL,0,12370.0
2019,NUTS,2010,EL,0,15461.0
2003,NUTS,2010,EL3,1,2840.0
2005,NUTS,2010,EL3,1,3268.0
2011,NUTS,2010,EL3,1,4394.0
2003,NUTS,2010,EL30,2,2840.0
2005,NUTS,2010,EL30,2,3268.0
2011,NUTS,2010,EL30,2,4394.0
2003,NUTS,2010,EL4,1,383.0
2005,NUTS,2010,EL4,1,445.0
2011,NUTS,2010,EL4,1,1136.0
2003,NUTS,2010,EL41,2,53.0
2005,NUTS,2010,EL41,2,65.0
2011,NUTS,2010,EL41,2,63.0
2003,NUTS,2010,EL42,2,31.0
2005,NUTS,2010,EL42,2,39.0
2011,NUTS,2010,EL42,2,107.0
2003,NUTS,2010,EL43,2,345.0
2005,NUTS,2010,EL43,2,342.0
2011,NUTS,2010,EL43,2,966.0
2011,NUTS,2010,EL5,1,2708.0
2003,NUTS,2010,EL51,2,141.0
2005,NUTS,2010,EL51,2,209.0
2011,NUTS,2010,EL51,2,346.0
2003,NUTS,2010,EL52,2,980.0
2005,NUTS,2010,EL52,2,1321.0
2011,NUTS,2010,EL52,2,1831.0
2003,NUTS,2010,EL53,2,40.0
2005,NUTS,2010,EL53,2,38.0
2011,NUTS,2010,EL53,2,112.0
2003,NUTS,2010,EL54,2,133.0
2005,NUTS,2010,EL54,2,212.0
2011,NUTS,2010,EL54,2,419.0
2011,NUTS,2010,EL6,1,1364.0
2003,NUTS,2010,EL61,2,251.0
2005,NUTS,2010,EL61,2,181.0
2011,NUTS,2010,EL61,2,465.0
2003,NUTS,2010,EL62,2,30.0
2005,NUTS,2010,EL62,2,41.0
2011,NUTS,2010,EL62,2,31.0
2003,NUTS,2010,EL63,2,370.0
2005,NUTS,2010,EL63,2,317.0
2011,NUTS,2010,EL63,2,589.0
2003,NUTS,2010,EL64,2,39.0
2005,NUTS,2010,EL64,2,56.0
2011,NUTS,2010,EL64,2,94.0
2003,NUTS,2010,EL65,2,28.0
2005,NUTS,2010,EL65,2,126.0
2011,NUTS,2010,EL65,2,185.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
1997,NUTS,2010,ES,0,17521.0
1999,NUTS,2010,ES,0,19989.0
2001,NUTS,2010,ES,0,28208.0
2002,NUTS,2010,ES,0,29767.0
2003,NUTS,2010,ES,0,33985.0
2004,NUTS,2010,ES,0,37580.0
2005,NUTS,2010,ES,0,41371.0
2006,NUTS,2010,ES,0,43431.0
2007,NUTS,2010,ES,0,46458.0
2008,NUTS,2010,ES,0,49990.0
2009,NUTS,2010,ES,0,51526.0
2010,NUTS,2010,ES,0,51831.0
2011,NUTS,2010,ES,0,50233.0
2012,NUTS,2010,ES,0,48771.0
2013,NUTS,2010,ES,0,47760.0
2014,NUTS,2010,ES,0,47136.0
2015,NUTS,2010,ES,0,47729.0
2016,NUTS,2010,ES,0,49541.0
2017,NUTS,2010,ES,0,51657.0
2018,NUTS,2010,ES,0,54358.0
2019,NUTS,2010,ES,0,57380.0
2003,NUTS,2010,ES1,1,2702.0
2004,NUTS,2010,ES1,1,3252.0
2005,NUTS,2010,ES1,1,3384.0
2006,NUTS,2010,ES1,1,3209.0
2007,NUTS,2010,ES1,1,3426.0
2008,NUTS,2010,ES1,1,3787.0
2009,NUTS,2010,ES1,1,3983.0
2010,NUTS,2010,ES1,1,4261.0
2011,NUTS,2010,ES1,1,3968.0
2012,NUTS,2010,ES1,1,3557.0
2013,NUTS,2010,ES1,1,3491.0
2014,NUTS,2010,ES1,1,3380.0
2015,NUTS,2010,ES1,1,3424.0
2016,NUTS,2010,ES1,1,3490.0
2017,NUTS,2010,ES1,1,3748.0
2018,NUTS,2010,ES1,1,4165.0
2019,NUTS,2010,ES1,1,4277.0
2003,NUTS,2010,ES11,2,1909.0
2004,NUTS,2010,ES11,2,2276.0
2005,NUTS,2010,ES11,2,2429.0
2006,NUTS,2010,ES11,2,2086.0
2007,NUTS,2010,ES11,2,2175.0
2008,NUTS,2010,ES11,2,2391.0
2009,NUTS,2010,ES11,2,2475.0
2010,NUTS,2010,ES11,2,2702.0
2011,NUTS,2010,ES11,2,2505.0
2012,NUTS,2010,ES11,2,2208.0
2013,NUTS,2010,ES11,2,2211.0
2014,NUTS,2010,ES11,2,2183.0
2015,NUTS,2010,ES11,2,2154.0
2016,NUTS,2010,ES11,2,2212.0
2017,NUTS,2010,ES11,2,2414.0
2018,NUTS,2010,ES11,2,2640.0
2019,NUTS,2010,ES11,2,2740.0
2003,NUTS,2010,ES12,2,654.0
2004,NUTS,2010,ES12,2,640.0
2005,NUTS,2010,ES12,2,716.0
2006,NUTS,2010,ES12,2,742.0
2007,NUTS,2010,ES12,2,803.0
2008,NUTS,2010,ES12,2,943.0
2009,NUTS,2010,ES12,2,1060.0
2010,NUTS,2010,ES12,2,1057.0
2011,NUTS,2010,ES12,2,966.0
2012,NUTS,2010,ES12,2,893.0
2013,NUTS,2010,ES12,2,868.0
2014,NUTS,2010,ES12,2,778.0
2015,NUTS,2010,ES12,2,798.0
2016,NUTS,2010,ES12,2,808.0
2017,NUTS,2010,ES12,2,875.0
2018,NUTS,2010,ES12,2,1032.0
2019,NUTS,2010,ES12,2,1019.0
2003,NUTS,2010,ES13,2,139.0
2004,NUTS,2010,ES13,2,337.0
2005,NUTS,2010,ES13,2,239.0
2006,NUTS,2010,ES13,2,381.0
2007,NUTS,2010,ES13,2,447.0
2008,NUTS,2010,ES13,2,453.0
2009,NUTS,2010,ES13,2,449.0
2010,NUTS,2010,ES13,2,502.0
2011,NUTS,2010,ES13,2,498.0
2012,NUTS,2010,ES13,2,457.0
2013,NUTS,2010,ES13,2,412.0
2014,NUTS,2010,ES13,2,419.0
2015,NUTS,2010,ES13,2,471.0
2016,NUTS,2010,ES13,2,471.0
2017,NUTS,2010,ES13,2,459.0
2018,NUTS,2010,ES13,2,494.0
2019,NUTS,2010,ES13,2,518.0
2003,NUTS,2010,ES2,1,4547.0
2004,NUTS,2010,ES2,1,4814.0
2005,NUTS,2010,ES2,1,5559.0
2006,NUTS,2010,ES2,1,5914.0
2007,NUTS,2010,ES2,1,6324.0
2008,NUTS,2010,ES2,1,6893.0
2009,NUTS,2010,ES2,1,7114.0
2010,NUTS,2010,ES2,1,7127.0
2011,NUTS,2010,ES2,1,7269.0
2012,NUTS,2010,ES2,1,7309.0
2013,NUTS,2010,ES2,1,7092.0
2014,NUTS,2010,ES2,1,7156.0
2015,NUTS,2010,ES2,1,7111.0
2016,NUTS,2010,ES2,1,7298.0
2017,NUTS,2010,ES2,1,7674.0
2018,NUTS,2010,ES2,1,7982.0
2019,NUTS,2010,ES2,1,8134.0
2003,NUTS,2010,ES21,2,2180.0
2004,NUTS,2010,ES21,2,2253.0
2005,NUTS,2010,ES21,2,2765.0
2006,NUTS,2010,ES21,2,2881.0
2007,NUTS,2010,ES21,2,3208.0
2008,NUTS,2010,ES21,2,3505.0
2009,NUTS,2010,ES21,2,3640.0
2010,NUTS,2010,ES21,2,3602.0
2011,NUTS,2010,ES21,2,3938.0
2012,NUTS,2010,ES21,2,4135.0
2013,NUTS,2010,ES21,2,4142.0
2014,NUTS,2010,ES21,2,4167.0
2015,NUTS,2010,ES21,2,4166.0
2016,NUTS,2010,ES21,2,4196.0
2017,NUTS,2010,ES21,2,4527.0
2018,NUTS,2010,ES21,2,4725.0
2019,NUTS,2010,ES21,2,4818.0
2003,NUTS,2010,ES22,2,1093.0
2004,NUTS,2010,ES22,2,1117.0
2005,NUTS,2010,ES22,2,1194.0
2006,NUTS,2010,ES22,2,1387.0
2007,NUTS,2010,ES22,2,1190.0
2008,NUTS,2010,ES22,2,1322.0
2009,NUTS,2010,ES22,2,1256.0
2010,NUTS,2010,ES22,2,1273.0
2011,NUTS,2010,ES22,2,1231.0
2012,NUTS,2010,ES22,2,1211.0
2013,NUTS,2010,ES22,2,1110.0
2014,NUTS,2010,ES22,2,1130.0
2015,NUTS,2010,ES22,2,1145.0
2016,NUTS,2010,ES22,2,1149.0
2017,NUTS,2010,ES22,2,1178.0
2018,NUTS,2010,ES22,2,1211.0
2019,NUTS,2010,ES22,2,1251.0
2003,NUTS,2010,ES23,2,157.0
2004,NUTS,2010,ES23,2,207.0
2005,NUTS,2010,ES23,2,177.0
2006,NUTS,2010,ES23,2,208.0
2007,NUTS,2010,ES23,2,253.0
2008,NUTS,2010,ES23,2,310.0
2009,NUTS,2010,ES23,2,352.0
2010,NUTS,2010,ES23,2,375.0
2011,NUTS,2010,ES23,2,354.0
2012,NUTS,2010,ES23,2,374.0
2013,NUTS,2010,ES23,2,350.0
2014,NUTS,2010,ES23,2,380.0
2015,NUTS,2010,ES23,2,382.0
2016,NUTS,2010,ES23,2,419.0
2017,NUTS,2010,ES23,2,369.0
2018,NUTS,2010,ES23,2,395.0
2019,NUTS,2010,ES23,2,377.0
2003,NUTS,2010,ES24,2,1116.0
2004,NUTS,2010,ES24,2,1236.0
2005,NUTS,2010,ES24,2,1423.0
2006,NUTS,2010,ES24,2,1437.0
2007,NUTS,2010,ES24,2,1672.0
2008,NUTS,2010,ES24,2,1756.0
2009,NUTS,2010,ES24,2,1865.0
2010,NUTS,2010,ES24,2,1878.0
2011,NUTS,2010,ES24,2,1746.0
2012,NUTS,2010,ES24,2,1588.0
2013,NUTS,2010,ES24,2,1491.0
2014,NUTS,2010,ES24,2,1479.0
2015,NUTS,2010,ES24,2,1418.0
2016,NUTS,2010,ES24,2,1535.0
2017,NUTS,2010,ES24,2,1599.0
2018,NUTS,2010,ES24,2,1650.0
2019,NUTS,2010,ES24,2,1687.0
2003,NUTS,2010,ES3,1,7876.0
2004,NUTS,2010,ES3,1,8676.0
2005,NUTS,2010,ES3,1,9898.0
2006,NUTS,2010,ES3,1,10235.0
2007,NUTS,2010,ES3,1,11192.0
2008,NUTS,2010,ES3,1,11990.0
2009,NUTS,2010,ES3,1,12399.0
2010,NUTS,2010,ES3,1,12085.0
2011,NUTS,2010,ES3,1,11375.0
2012,NUTS,2010,ES3,1,10960.0
2013,NUTS,2010,ES3,1,10944.0
2014,NUTS,2010,ES3,1,10659.0
2015,NUTS,2010,ES3,1,10786.0
2016,NUTS,2010,ES3,1,11451.0
2017,NUTS,2010,ES3,1,11852.0
2018,NUTS,2010,ES3,1,12788.0
2019,NUTS,2010,ES3,1,14267.0
2003,NUTS,2010,ES30,2,7876.0
2004,NUTS,2010,ES30,2,8676.0
2005,NUTS,2010,ES30,2,9898.0
2006,NUTS,2010,ES30,2,10235.0
2007,NUTS,2010,ES30,2,11192.0
2008,NUTS,2010,ES30,2,11990.0
2009,NUTS,2010,ES30,2,12399.0
2010,NUTS,2010,ES30,2,12085.0
2011,NUTS,2010,ES30,2,11375.0
2012,NUTS,2010,ES30,2,10960.0
2013,NUTS,2010,ES30,2,10944.0
2014,NUTS,2010,ES30,2,10659.0
2015,NUTS,2010,ES30,2,10786.0
2016,NUTS,2010,ES30,2,11451.0
2017,NUTS,2010,ES30,2,11852.0
2018,NUTS,2010,ES30,2,12788.0
2019,NUTS,2010,ES30,2,14267.0
2003,NUTS,2010,ES4,1,2856.0
2004,NUTS,2010,ES4,1,2923.0
2005,NUTS,2010,ES4,1,3057.0
2006,NUTS,2010,ES4,1,3350.0
2007,NUTS,2010,ES4,1,3504.0
2008,NUTS,2010,ES4,1,3822.0
2009,NUTS,2010,ES4,1,3993.0
2010,NUTS,2010,ES4,1,3875.0
2011,NUTS,2010,ES4,1,3862.0
2012,NUTS,2010,ES4,1,3605.0
2013,NUTS,2010,ES4,1,3419.0
2014,NUTS,2010,ES4,1,3387.0
2015,NUTS,2010,ES4,1,3517.0
2016,NUTS,2010,ES4,1,3660.0
2017,NUTS,2010,ES4,1,3802.0
2018,NUTS,2010,ES4,1,3920.0
2019,NUTS,2010,ES4,1,4303.0
2003,NUTS,2010,ES41,2,2048.0
2004,NUTS,2010,ES41,2,2175.0
2005,NUTS,2010,ES41,2,2230.0
2006,NUTS,2010,ES41,2,2484.0
2007,NUTS,2010,ES41,2,2465.0
2008,NUTS,2010,ES41,2,2627.0
2009,NUTS,2010,ES41,2,2767.0
2010,NUTS,2010,ES41,2,2584.0
2011,NUTS,2010,ES41,2,2583.0
2012,NUTS,2010,ES41,2,2468.0
2013,NUTS,2010,ES41,2,2378.0
2014,NUTS,2010,ES41,2,2362.0
2015,NUTS,2010,ES41,2,2408.0
2016,NUTS,2010,ES41,2,2527.0
2017,NUTS,2010,ES41,2,2589.0
2018,NUTS,2010,ES41,2,2696.0
2019,NUTS,2010,ES41,2,2893.0
2003,NUTS,2010,ES42,2,380.0
2004,NUTS,2010,ES42,2,408.0
2005,NUTS,2010,ES42,2,457.0
2006,NUTS,2010,ES42,2,429.0
2007,NUTS,2010,ES42,2,571.0
2008,NUTS,2010,ES42,2,658.0
2009,NUTS,2010,ES42,2,691.0
2010,NUTS,2010,ES42,2,733.0
2011,NUTS,2010,ES42,2,755.0
2012,NUTS,2010,ES42,2,639.0
2013,NUTS,2010,ES42,2,517.0
2014,NUTS,2010,ES42,2,551.0
2015,NUTS,2010,ES42,2,597.0
2016,NUTS,2010,ES42,2,660.0
2017,NUTS,2010,ES42,2,704.0
2018,NUTS,2010,ES42,2,645.0
2019,NUTS,2010,ES42,2,682.0
2003,NUTS,2010,ES43,2,429.0
2004,NUTS,2010,ES43,2,340.0
2005,NUTS,2010,ES43,2,370.0
2006,NUTS,2010,ES43,2,437.0
2007,NUTS,2010,ES43,2,469.0
2008,NUTS,2010,ES43,2,537.0
2009,NUTS,2010,ES43,2,534.0
2010,NUTS,2010,ES43,2,559.0
2011,NUTS,2010,ES43,2,524.0
2012,NUTS,2010,ES43,2,498.0
2013,NUTS,2010,ES43,2,524.0
2014,NUTS,2010,ES43,2,474.0
2015,NUTS,2010,ES43,2,512.0
2016,NUTS,2010,ES43,2,473.0
2017,NUTS,2010,ES43,2,510.0
2018,NUTS,2010,ES43,2,580.0
2019,NUTS,2010,ES43,2,728.0
2003,NUTS,2010,ES5,1,10320.0
2004,NUTS,2010,ES5,1,11466.0
2005,NUTS,2010,ES5,1,12327.0
2006,NUTS,2010,ES5,1,13414.0
2007,NUTS,2010,ES5,1,14248.0
2008,NUTS,2010,ES5,1,15416.0
2009,NUTS,2010,ES5,1,15520.0
2010,NUTS,2010,ES5,1,16097.0
2011,NUTS,2010,ES5,1,15587.0
2012,NUTS,2010,ES5,1,15244.0
2013,NUTS,2010,ES5,1,15070.0
2014,NUTS,2010,ES5,1,15058.0
2015,NUTS,2010,ES5,1,15292.0
2016,NUTS,2010,ES5,1,16191.0
2017,NUTS,2010,ES5,1,16753.0
2018,NUTS,2010,ES5,1,17238.0
2019,NUTS,2010,ES5,1,17927.0
2003,NUTS,2010,ES51,2,6839.0
2004,NUTS,2010,ES51,2,7595.0
2005,NUTS,2010,ES51,2,8381.0
2006,NUTS,2010,ES51,2,9306.0
2007,NUTS,2010,ES51,2,9626.0
2008,NUTS,2010,ES51,2,10202.0
2009,NUTS,2010,ES51,2,10154.0
2010,NUTS,2010,ES51,2,10530.0
2011,NUTS,2010,ES51,2,10042.0
2012,NUTS,2010,ES51,2,10028.0
2013,NUTS,2010,ES51,2,10096.0
2014,NUTS,2010,ES51,2,10105.0
2015,NUTS,2010,ES51,2,10477.0
2016,NUTS,2010,ES51,2,11018.0
2017,NUTS,2010,ES51,2,11405.0
2018,NUTS,2010,ES51,2,11619.0
2019,NUTS,2010,ES51,2,11858.0
2003,NUTS,2010,ES52,2,3235.0
2004,NUTS,2010,ES52,2,3581.0
2005,NUTS,2010,ES52,2,3561.0
2006,NUTS,2010,ES52,2,3669.0
2007,NUTS,2010,ES52,2,4187.0
2008,NUTS,2010,ES52,2,4729.0
2009,NUTS,2010,ES52,2,4832.0
2010,NUTS,2010,ES52,2,4914.0
2011,NUTS,2010,ES52,2,4903.0
2012,NUTS,2010,ES52,2,4549.0
2013,NUTS,2010,ES52,2,4343.0
2014,NUTS,2010,ES52,2,4299.0
2015,NUTS,2010,ES52,2,4225.0
2016,NUTS,2010,ES52,2,4470.0
2017,NUTS,2010,ES52,2,4570.0
2018,NUTS,2010,ES52,2,4771.0
2019,NUTS,2010,ES52,2,5155.0
2003,NUTS,2010,ES53,2,246.0
2004,NUTS,2010,ES53,2,291.0
2005,NUTS,2010,ES53,2,385.0
2006,NUTS,2010,ES53,2,439.0
2007,NUTS,2010,ES53,2,435.0
2008,NUTS,2010,ES53,2,486.0
2009,NUTS,2010,ES53,2,534.0
2010,NUTS,2010,ES53,2,653.0
2011,NUTS,2010,ES53,2,642.0
2012,NUTS,2010,ES53,2,667.0
2013,NUTS,2010,ES53,2,632.0
2014,NUTS,2010,ES53,2,653.0
2015,NUTS,2010,ES53,2,590.0
2016,NUTS,2010,ES53,2,703.0
2017,NUTS,2010,ES53,2,778.0
2018,NUTS,2010,ES53,2,849.0
2019,NUTS,2010,ES53,2,914.0
2003,NUTS,2010,ES6,1,4596.0
2004,NUTS,2010,ES6,1,5184.0
2005,NUTS,2010,ES6,1,5877.0
2006,NUTS,2010,ES6,1,6151.0
2007,NUTS,2010,ES6,1,6545.0
2008,NUTS,2010,ES6,1,6861.0
2009,NUTS,2010,ES6,1,7336.0
2010,NUTS,2010,ES6,1,7339.0
2011,NUTS,2010,ES6,1,7178.0
2012,NUTS,2010,ES6,1,7082.0
2013,NUTS,2010,ES6,1,6789.0
2014,NUTS,2010,ES6,1,6577.0
2015,NUTS,2010,ES6,1,6793.0
2016,NUTS,2010,ES6,1,6593.0
2017,NUTS,2010,ES6,1,6931.0
2018,NUTS,2010,ES6,1,7251.0
2019,NUTS,2010,ES6,1,7464.0
2003,NUTS,2010,ES61,2,3918.0
2004,NUTS,2010,ES61,2,4381.0
2005,NUTS,2010,ES61,2,4967.0
2006,NUTS,2010,ES61,2,4785.0
2007,NUTS,2010,ES61,2,5081.0
2008,NUTS,2010,ES61,2,5359.0
2009,NUTS,2010,ES61,2,5791.0
2010,NUTS,2010,ES61,2,5744.0
2011,NUTS,2010,ES61,2,5601.0
2012,NUTS,2010,ES61,2,5534.0
2013,NUTS,2010,ES61,2,5311.0
2014,NUTS,2010,ES61,2,5147.0
2015,NUTS,2010,ES61,2,5319.0
2016,NUTS,2010,ES61,2,5168.0
2017,NUTS,2010,ES61,2,5432.0
2018,NUTS,2010,ES61,2,5635.0
2019,NUTS,2010,ES61,2,5768.0
2003,NUTS,2010,ES62,2,662.0
2004,NUTS,2010,ES62,2,785.0
2005,NUTS,2010,ES62,2,891.0
2006,NUTS,2010,ES62,2,1336.0
2007,NUTS,2010,ES62,2,1441.0
2008,NUTS,2010,ES62,2,1473.0
2009,NUTS,2010,ES62,2,1529.0
2010,NUTS,2010,ES62,2,1583.0
2011,NUTS,2010,ES62,2,1563.0
2012,NUTS,2010,ES62,2,1535.0
2013,NUTS,2010,ES62,2,1459.0
2014,NUTS,2010,ES62,2,1416.0
2015,NUTS,2010,ES62,2,1463.0
2016,NUTS,2010,ES62,2,1403.0
2017,NUTS,2010,ES62,2,1471.0
2018,NUTS,2010,ES62,2,1567.0
2019,NUTS,2010,ES62,2,1648.0
2003,NUTS,2010,ES63,2,16.0
2004,NUTS,2010,ES63,2,9.0
2005,NUTS,2010,ES63,2,10.0
2006,NUTS,2010,ES63,2,11.0
2007,NUTS,2010,ES63,2,8.0
2008,NUTS,2010,ES63,2,9.0
2009,NUTS,2010,ES63,2,5.0
2010,NUTS,2010,ES63,2,4.0
2011,NUTS,2010,ES63,2,4.0
2012,NUTS,2010,ES63,2,4.0
2013,NUTS,2010,ES63,2,6.0
2014,NUTS,2010,ES63,2,6.0
2015,NUTS,2010,ES63,2,4.0
2016,NUTS,2010,ES63,2,
2017,NUTS,2010,ES63,2,
2018,NUTS,2010,ES63,2,
2019,NUTS,2010,ES63,2,
2003,NUTS,2010,ES64,2,
2004,NUTS,2010,ES64,2,9.0
2005,NUTS,2010,ES64,2,9.0
2006,NUTS,2010,ES64,2,19.0
2007,NUTS,2010,ES64,2,14.0
2008,NUTS,2010,ES64,2,20.0
2009,NUTS,2010,ES64,2,11.0
2010,NUTS,2010,ES64,2,8.0
2011,NUTS,2010,ES64,2,10.0
2012,NUTS,2010,ES64,2,8.0
2013,NUTS,2010,ES64,2,13.0
2014,NUTS,2010,ES64,2,8.0
2015,NUTS,2010,ES64,2,7.0
2016,NUTS,2010,ES64,2,
2017,NUTS,2010,ES64,2,
2018,NUTS,2010,ES64,2,
2019,NUTS,2010,ES64,2,
2003,NUTS,2010,ES7,1,1088.0
2004,NUTS,2010,ES7,1,1265.0
2005,NUTS,2010,ES7,1,1270.0
2006,NUTS,2010,ES7,1,1157.0
2007,NUTS,2010,ES7,1,1220.0
2008,NUTS,2010,ES7,1,1221.0
2009,NUTS,2010,ES7,1,1181.0
2010,NUTS,2010,ES7,1,1047.0
2011,NUTS,2010,ES7,1,995.0
2012,NUTS,2010,ES7,1,1014.0
2013,NUTS,2010,ES7,1,954.0
2014,NUTS,2010,ES7,1,920.0
2015,NUTS,2010,ES7,1,806.0
2016,NUTS,2010,ES7,1,859.0
2017,NUTS,2010,ES7,1,899.0
2018,NUTS,2010,ES7,1,1013.0
2019,NUTS,2010,ES7,1,1009.0
2003,NUTS,2010,ES70,2,1088.0
2004,NUTS,2010,ES70,2,1265.0
2005,NUTS,2010,ES70,2,1270.0
2006,NUTS,2010,ES70,2,1157.0
2007,NUTS,2010,ES70,2,1220.0
2008,NUTS,2010,ES70,2,1221.0
2009,NUTS,2010,ES70,2,1181.0
2010,NUTS,2010,ES70,2,1047.0
2011,NUTS,2010,ES70,2,995.0
2012,NUTS,2010,ES70,2,1014.0
2013,NUTS,2010,ES70,2,954.0
2014,NUTS,2010,ES70,2,920.0
2015,NUTS,2010,ES70,2,806.0
2016,NUTS,2010,ES70,2,859.0
2017,NUTS,2010,ES70,2,899.0
2018,NUTS,2010,ES70,2,1013.0
2019,NUTS,2010,ES70,2,1009.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,FR,0,46001.0
2011,NUTS,2010,FR,0,64873.0
2012,NUTS,2010,FR,0,67327.0
2013,NUTS,2010,FR,0,69418.0
2014,NUTS,2010,FR,0,70939.0
2016,NUTS,2010,FR,0,80758.0
2017,NUTS,2010,FR,0,84594.0
2002,NUTS,2010,HR,0,3651.0
2003,NUTS,2010,HR,0,2799.0
2004,NUTS,2010,HR,0,3256.0
2005,NUTS,2010,HR,0,2710.0
2006,NUTS,2010,HR,0,2680.0
2007,NUTS,2010,HR,0,2893.0
2008,NUTS,2010,HR,0,3262.0
2009,NUTS,2010,HR,0,3384.0
2010,NUTS,2010,HR,0,3485.0
2011,NUTS,2010,HR,0,3356.0
2012,NUTS,2010,HR,0,3332.0
2013,NUTS,2010,HR,0,3256.0
2014,NUTS,2010,HR,0,3119.0
2015,NUTS,2010,HR,0,3159.0
2016,NUTS,2010,HR,0,3762.0
2017,NUTS,2010,HR,0,3729.0
2018,NUTS,2010,HR,0,3852.0
2019,NUTS,2010,HR,0,4193.0
2020,NUTS,2010,HR,0,4378.0
2002,NUTS,2010,HR0,1,3651.0
2003,NUTS,2010,HR0,1,2799.0
2004,NUTS,2010,HR0,1,3256.0
2005,NUTS,2010,HR0,1,2710.0
2006,NUTS,2010,HR0,1,2679.0
2007,NUTS,2010,HR0,1,2893.0
2008,NUTS,2010,HR0,1,3262.0
2009,NUTS,2010,HR0,1,3384.0
2010,NUTS,2010,HR0,1,3485.0
2011,NUTS,2010,HR0,1,3356.0
2012,NUTS,2010,HR0,1,3332.0
