year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_total_f_hc
2013,NUTS,2010,SK01,2,479.0
2014,NUTS,2010,SK01,2,329.0
2015,NUTS,2010,SK01,2,318.0
2016,NUTS,2010,SK01,2,563.0
2017,NUTS,2010,SK01,2,512.0
2018,NUTS,2010,SK01,2,594.0
2019,NUTS,2010,SK01,2,711.0
2020,NUTS,2010,SK01,2,857.0
2011,NUTS,2010,SK02,2,342.0
2012,NUTS,2010,SK02,2,376.0
2013,NUTS,2010,SK02,2,258.0
2014,NUTS,2010,SK02,2,454.0
2015,NUTS,2010,SK02,2,507.0
2016,NUTS,2010,SK02,2,336.0
2017,NUTS,2010,SK02,2,604.0
2018,NUTS,2010,SK02,2,608.0
2019,NUTS,2010,SK02,2,658.0
2020,NUTS,2010,SK02,2,658.0
2011,NUTS,2010,SK03,2,209.0
2012,NUTS,2010,SK03,2,205.0
2013,NUTS,2010,SK03,2,216.0
2014,NUTS,2010,SK03,2,218.0
2015,NUTS,2010,SK03,2,232.0
2016,NUTS,2010,SK03,2,330.0
2017,NUTS,2010,SK03,2,216.0
2018,NUTS,2010,SK03,2,289.0
2019,NUTS,2010,SK03,2,461.0
2020,NUTS,2010,SK03,2,412.0
2011,NUTS,2010,SK04,2,133.0
2012,NUTS,2010,SK04,2,137.0
2013,NUTS,2010,SK04,2,128.0
2014,NUTS,2010,SK04,2,153.0
2015,NUTS,2010,SK04,2,151.0
2016,NUTS,2010,SK04,2,173.0
2017,NUTS,2010,SK04,2,154.0
2018,NUTS,2010,SK04,2,208.0
2019,NUTS,2010,SK04,2,207.0
2020,NUTS,2010,SK04,2,316.0
2011,NUTS,2010,TR,0,11774.0
2012,NUTS,2010,TR,0,13302.0
2013,NUTS,2010,TR,0,15532.0
2014,NUTS,2010,TR,0,16845.0
2015,NUTS,2010,TR,0,18290.0
2016,NUTS,2010,TR,0,20107.0
2017,NUTS,2010,TR,0,25293.0
2018,NUTS,2010,TR,0,30290.0
2019,NUTS,2010,TR,0,33277.0
2020,NUTS,2010,TR,0,37652.0
2011,NUTS,2010,UK,0,45239.0
2012,NUTS,2010,UK,0,45995.0
2013,NUTS,2010,UK,0,56419.0
2014,NUTS,2010,UK,0,60329.0
2015,NUTS,2010,UK,0,66682.0
2016,NUTS,2010,UK,0,71622.0
2017,NUTS,2010,UK,0,80572.0
2018,NUTS,2010,UK,0,86696.0
2011,NUTS,2010,UKC,1,995.0
2013,NUTS,2010,UKC,1,1532.0
2015,NUTS,2010,UKC,1,1535.0
2017,NUTS,2010,UKC,1,1983.0
2011,NUTS,2010,UKC1,2,392.0
2013,NUTS,2010,UKC1,2,810.0
2015,NUTS,2010,UKC1,2,569.0
2017,NUTS,2010,UKC1,2,683.0
2011,NUTS,2010,UKC2,2,603.0
2013,NUTS,2010,UKC2,2,722.0
2015,NUTS,2010,UKC2,2,966.0
2017,NUTS,2010,UKC2,2,1300.0
2011,NUTS,2010,UKD,1,4375.0
2013,NUTS,2010,UKD,1,4758.0
2015,NUTS,2010,UKD,1,6083.0
2017,NUTS,2010,UKD,1,6924.0
2011,NUTS,2010,UKD1,2,438.0
2013,NUTS,2010,UKD1,2,335.0
2015,NUTS,2010,UKD1,2,622.0
2017,NUTS,2010,UKD1,2,683.0
2011,NUTS,2010,UKD3,2,1060.0
2013,NUTS,2010,UKD3,2,1165.0
2015,NUTS,2010,UKD3,2,1630.0
2017,NUTS,2010,UKD3,2,2027.0
2011,NUTS,2010,UKD4,2,812.0
2013,NUTS,2010,UKD4,2,928.0
2015,NUTS,2010,UKD4,2,1074.0
2017,NUTS,2010,UKD4,2,1216.0
2011,NUTS,2010,UKD6,2,1496.0
2013,NUTS,2010,UKD6,2,1637.0
2015,NUTS,2010,UKD6,2,1838.0
2017,NUTS,2010,UKD6,2,1685.0
2011,NUTS,2010,UKD7,2,569.0
2013,NUTS,2010,UKD7,2,693.0
2015,NUTS,2010,UKD7,2,920.0
2017,NUTS,2010,UKD7,2,1314.0
2011,NUTS,2010,UKE,1,2771.0
2013,NUTS,2010,UKE,1,3620.0
2015,NUTS,2010,UKE,1,4065.0
2017,NUTS,2010,UKE,1,5409.0
2013,NUTS,2010,UKE1,2,576.0
2015,NUTS,2010,UKE1,2,631.0
2017,NUTS,2010,UKE1,2,813.0
2011,NUTS,2010,UKE2,2,1164.0
2013,NUTS,2010,UKE2,2,833.0
2015,NUTS,2010,UKE2,2,1028.0
2017,NUTS,2010,UKE2,2,1185.0
2011,NUTS,2010,UKE3,2,499.0
2013,NUTS,2010,UKE3,2,588.0
2015,NUTS,2010,UKE3,2,674.0
2017,NUTS,2010,UKE3,2,1033.0
2011,NUTS,2010,UKE4,2,1109.0
2013,NUTS,2010,UKE4,2,1623.0
2015,NUTS,2010,UKE4,2,1732.0
2017,NUTS,2010,UKE4,2,2378.0
2011,NUTS,2010,UKF,1,3145.0
2013,NUTS,2010,UKF,1,3868.0
2015,NUTS,2010,UKF,1,4213.0
2017,NUTS,2010,UKF,1,5082.0
2011,NUTS,2010,UKF1,2,2130.0
2013,NUTS,2010,UKF1,2,2755.0
2015,NUTS,2010,UKF1,2,2946.0
2017,NUTS,2010,UKF1,2,3517.0
2011,NUTS,2010,UKF2,2,867.0
2013,NUTS,2010,UKF2,2,942.0
2015,NUTS,2010,UKF2,2,1072.0
2017,NUTS,2010,UKF2,2,1317.0
2011,NUTS,2010,UKF3,2,148.0
2013,NUTS,2010,UKF3,2,171.0
2015,NUTS,2010,UKF3,2,196.0
2017,NUTS,2010,UKF3,2,248.0
2011,NUTS,2010,UKG,1,2311.0
2013,NUTS,2010,UKG,1,3059.0
2015,NUTS,2010,UKG,1,4160.0
2017,NUTS,2010,UKG,1,5400.0
2011,NUTS,2010,UKG1,2,1143.0
2013,NUTS,2010,UKG1,2,1475.0
2015,NUTS,2010,UKG1,2,2026.0
2017,NUTS,2010,UKG1,2,2878.0
2011,NUTS,2010,UKG2,2,393.0
2013,NUTS,2010,UKG2,2,437.0
2015,NUTS,2010,UKG2,2,571.0
2017,NUTS,2010,UKG2,2,714.0
2011,NUTS,2010,UKG3,2,775.0
2013,NUTS,2010,UKG3,2,1146.0
2015,NUTS,2010,UKG3,2,1563.0
2017,NUTS,2010,UKG3,2,1809.0
2011,NUTS,2010,UKH,1,9545.0
2013,NUTS,2010,UKH,1,9855.0
2015,NUTS,2010,UKH,1,11252.0
2017,NUTS,2010,UKH,1,12957.0
2011,NUTS,2010,UKH1,2,4610.0
2013,NUTS,2010,UKH1,2,4696.0
2015,NUTS,2010,UKH1,2,5781.0
2017,NUTS,2010,UKH1,2,6943.0
2011,NUTS,2010,UKH2,2,2744.0
2013,NUTS,2010,UKH2,2,3481.0
2015,NUTS,2010,UKH2,2,3624.0
2017,NUTS,2010,UKH2,2,4091.0
2011,NUTS,2010,UKH3,2,2191.0
2013,NUTS,2010,UKH3,2,1678.0
2015,NUTS,2010,UKH3,2,1847.0
2017,NUTS,2010,UKH3,2,1923.0
2011,NUTS,2010,UKI,1,3633.0
2013,NUTS,2010,UKI,1,5637.0
2015,NUTS,2010,UKI,1,8057.0
2017,NUTS,2010,UKI,1,11075.0
2011,NUTS,2010,UKI3,2,1640.0
2013,NUTS,2010,UKI3,2,2539.0
2015,NUTS,2010,UKI3,2,3520.0
2017,NUTS,2010,UKI3,2,5293.0
2011,NUTS,2010,UKI4,2,603.0
2013,NUTS,2010,UKI4,2,1097.0
2015,NUTS,2010,UKI4,2,1510.0
2017,NUTS,2010,UKI4,2,1912.0
2011,NUTS,2010,UKI5,2,175.0
2013,NUTS,2010,UKI5,2,238.0
2015,NUTS,2010,UKI5,2,320.0
2017,NUTS,2010,UKI5,2,315.0
2011,NUTS,2010,UKI6,2,392.0
2013,NUTS,2010,UKI6,2,306.0
2015,NUTS,2010,UKI6,2,350.0
2017,NUTS,2010,UKI6,2,527.0
2011,NUTS,2010,UKI7,2,822.0
2013,NUTS,2010,UKI7,2,1456.0
2015,NUTS,2010,UKI7,2,2355.0
2017,NUTS,2010,UKI7,2,3028.0
2011,NUTS,2010,UKJ,1,10792.0
2013,NUTS,2010,UKJ,1,14240.0
2015,NUTS,2010,UKJ,1,15457.0
2017,NUTS,2010,UKJ,1,16212.0
2011,NUTS,2010,UKJ1,2,4589.0
2013,NUTS,2010,UKJ1,2,6859.0
2015,NUTS,2010,UKJ1,2,7489.0
2017,NUTS,2010,UKJ1,2,8187.0
2011,NUTS,2010,UKJ2,2,2344.0
2013,NUTS,2010,UKJ2,2,3144.0
2015,NUTS,2010,UKJ2,2,3449.0
2017,NUTS,2010,UKJ2,2,3719.0
2011,NUTS,2010,UKJ3,2,2608.0
2013,NUTS,2010,UKJ3,2,3190.0
2015,NUTS,2010,UKJ3,2,3336.0
2017,NUTS,2010,UKJ3,2,3009.0
2011,NUTS,2010,UKJ4,2,1251.0
2013,NUTS,2010,UKJ4,2,1048.0
2015,NUTS,2010,UKJ4,2,1182.0
2017,NUTS,2010,UKJ4,2,1298.0
2011,NUTS,2010,UKK,1,2681.0
2013,NUTS,2010,UKK,1,3494.0
2015,NUTS,2010,UKK,1,4209.0
2017,NUTS,2010,UKK,1,5081.0
2011,NUTS,2010,UKK1,2,2060.0
2013,NUTS,2010,UKK1,2,2725.0
2015,NUTS,2010,UKK1,2,2999.0
2017,NUTS,2010,UKK1,2,3585.0
2011,NUTS,2010,UKK2,2,413.0
2013,NUTS,2010,UKK2,2,511.0
2015,NUTS,2010,UKK2,2,684.0
2017,NUTS,2010,UKK2,2,796.0
2011,NUTS,2010,UKK3,2,69.0
2013,NUTS,2010,UKK3,2,76.0
2015,NUTS,2010,UKK3,2,124.0
2017,NUTS,2010,UKK3,2,164.0
2011,NUTS,2010,UKK4,2,140.0
2013,NUTS,2010,UKK4,2,182.0
2015,NUTS,2010,UKK4,2,402.0
2017,NUTS,2010,UKK4,2,536.0
2011,NUTS,2010,UKL,1,1345.0
2013,NUTS,2010,UKL,1,1291.0
2015,NUTS,2010,UKL,1,1609.0
2017,NUTS,2010,UKL,1,2500.0
2011,NUTS,2010,UKL1,2,434.0
2013,NUTS,2010,UKL1,2,336.0
2015,NUTS,2010,UKL1,2,861.0
2017,NUTS,2010,UKL1,2,1319.0
2011,NUTS,2010,UKL2,2,911.0
2013,NUTS,2010,UKL2,2,956.0
2015,NUTS,2010,UKL2,2,748.0
2017,NUTS,2010,UKL2,2,1181.0
2011,NUTS,2010,UKM,1,2526.0
2013,NUTS,2010,UKM,1,3736.0
2015,NUTS,2010,UKM,1,4176.0
2017,NUTS,2010,UKM,1,5915.0
2013,NUTS,2010,UKM2,2,451.0
2015,NUTS,2010,UKM2,2,2237.0
2017,NUTS,2010,UKM2,2,3099.0
2013,NUTS,2010,UKM3,2,1850.0
2015,NUTS,2010,UKM3,2,1280.0
2017,NUTS,2010,UKM3,2,1768.0
2013,NUTS,2010,UKM5,2,1304.0
2015,NUTS,2010,UKM5,2,533.0
2017,NUTS,2010,UKM5,2,859.0
2013,NUTS,2010,UKM6,2,132.0
2015,NUTS,2010,UKM6,2,125.0
2017,NUTS,2010,UKM6,2,188.0
2011,NUTS,2010,UKN,1,1119.0
2013,NUTS,2010,UKN,1,1328.0
2015,NUTS,2010,UKN,1,1867.0
2017,NUTS,2010,UKN,1,2034.0
2011,NUTS,2010,UKN0,2,1119.0
2013,NUTS,2010,UKN0,2,1328.0
2015,NUTS,2010,UKN0,2,1867.0
2017,NUTS,2010,UKN0,2,2034.0
2011,NUTS,2010,US,0,352000.0
2012,NUTS,2010,US,0,361000.0
2013,NUTS,2010,US,0,371000.0
2014,NUTS,2010,US,0,376000.0
2015,NUTS,2010,US,0,389000.0
