year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_nr_ht
2011,NUTS,2010,DE40G,3,1.0
2011,NUTS,2010,DE40H,3,2.5
2012,NUTS,2010,DE40H,3,0.95
2011,NUTS,2010,DE40I,3,0.33
2012,NUTS,2010,DE40I,3,0.5
2011,NUTS,2010,DE5,1,24.63
2012,NUTS,2010,DE5,1,9.5
2011,NUTS,2010,DE50,2,24.63
2012,NUTS,2010,DE50,2,9.5
2011,NUTS,2010,DE501,3,23.3
2012,NUTS,2010,DE501,3,9.5
2011,NUTS,2010,DE502,3,1.33
2011,NUTS,2010,DE6,1,77.91
2012,NUTS,2010,DE6,1,87.07
2011,NUTS,2010,DE60,2,77.91
2012,NUTS,2010,DE60,2,87.07
2011,NUTS,2010,DE600,3,77.91
2012,NUTS,2010,DE600,3,87.07
2011,NUTS,2010,DE7,1,230.25
2012,NUTS,2010,DE7,1,198.42
2011,NUTS,2010,DE71,2,191.38
2012,NUTS,2010,DE71,2,167.94
2011,NUTS,2010,DE711,3,19.86
2012,NUTS,2010,DE711,3,30.32
2011,NUTS,2010,DE712,3,39.05
2012,NUTS,2010,DE712,3,34.67
2011,NUTS,2010,DE713,3,1.5
2012,NUTS,2010,DE713,3,4.42
2011,NUTS,2010,DE714,3,5.78
2012,NUTS,2010,DE714,3,3.45
2011,NUTS,2010,DE715,3,12.74
2012,NUTS,2010,DE715,3,11.28
2011,NUTS,2010,DE716,3,25.83
2012,NUTS,2010,DE716,3,14.74
2011,NUTS,2010,DE717,3,2.81
2012,NUTS,2010,DE717,3,2.79
2011,NUTS,2010,DE718,3,5.79
2012,NUTS,2010,DE718,3,6.06
2011,NUTS,2010,DE719,3,10.97
2012,NUTS,2010,DE719,3,18.12
2011,NUTS,2010,DE71A,3,14.32
2012,NUTS,2010,DE71A,3,9.12
2011,NUTS,2010,DE71B,3,1.0
2012,NUTS,2010,DE71B,3,1.26
2011,NUTS,2010,DE71C,3,41.8
2012,NUTS,2010,DE71C,3,20.45
2011,NUTS,2010,DE71D,3,1.48
2012,NUTS,2010,DE71D,3,1.42
2011,NUTS,2010,DE71E,3,8.46
2012,NUTS,2010,DE71E,3,9.85
2011,NUTS,2010,DE72,2,29.61
2012,NUTS,2010,DE72,2,20.28
2011,NUTS,2010,DE721,3,4.83
2012,NUTS,2010,DE721,3,3.99
2011,NUTS,2010,DE722,3,6.5
2012,NUTS,2010,DE722,3,8.03
2011,NUTS,2010,DE723,3,1.08
2012,NUTS,2010,DE723,3,1.17
2011,NUTS,2010,DE724,3,16.95
2012,NUTS,2010,DE724,3,5.6
2011,NUTS,2010,DE725,3,0.25
2012,NUTS,2010,DE725,3,1.5
2011,NUTS,2010,DE73,2,9.26
2012,NUTS,2010,DE73,2,10.2
2011,NUTS,2010,DE731,3,2.9
2012,NUTS,2010,DE731,3,3.33
2011,NUTS,2010,DE732,3,0.75
2012,NUTS,2010,DE732,3,0.5
2011,NUTS,2010,DE733,3,0.73
2011,NUTS,2010,DE734,3,2.63
2012,NUTS,2010,DE734,3,4.42
2011,NUTS,2010,DE735,3,1.25
2012,NUTS,2010,DE735,3,1.2
2011,NUTS,2010,DE736,3,1.0
2012,NUTS,2010,DE736,3,0.25
2012,NUTS,2010,DE737,3,0.5
2011,NUTS,2010,DE8,1,6.95
2012,NUTS,2010,DE8,1,4.6
2011,NUTS,2010,DE80,2,6.95
2012,NUTS,2010,DE80,2,4.6
2011,NUTS,2010,DE801,3,1.67
2012,NUTS,2010,DE801,3,0.53
2011,NUTS,2010,DE803,3,0.67
2012,NUTS,2010,DE803,3,0.7
2011,NUTS,2010,DE804,3,0.14
2012,NUTS,2010,DE804,3,1.17
2011,NUTS,2010,DE806,3,1.0
2011,NUTS,2010,DE807,3,0.67
2012,NUTS,2010,DE807,3,1.17
2011,NUTS,2010,DE809,3,0.33
2011,NUTS,2010,DE80D,3,2.0
2012,NUTS,2010,DE80D,3,0.53
2011,NUTS,2010,DE80E,3,0.33
2012,NUTS,2010,DE80E,3,0.5
2011,NUTS,2010,DE80I,3,0.14
2011,NUTS,2010,DE9,1,172.39
2012,NUTS,2010,DE9,1,156.55
2011,NUTS,2010,DE91,2,44.46
2012,NUTS,2010,DE91,2,34.98
2011,NUTS,2010,DE911,3,22.59
2012,NUTS,2010,DE911,3,13.37
2012,NUTS,2010,DE912,3,0.17
2011,NUTS,2010,DE913,3,4.08
2012,NUTS,2010,DE913,3,1.7
2011,NUTS,2010,DE914,3,2.73
2012,NUTS,2010,DE914,3,1.45
2011,NUTS,2010,DE915,3,8.37
2012,NUTS,2010,DE915,3,10.79
2011,NUTS,2010,DE916,3,0.9
2011,NUTS,2010,DE917,3,0.5
2011,NUTS,2010,DE918,3,0.4
2012,NUTS,2010,DE918,3,2.5
2011,NUTS,2010,DE91A,3,0.7
2012,NUTS,2010,DE91A,3,0.33
2011,NUTS,2010,DE91B,3,4.2
2012,NUTS,2010,DE91B,3,4.67
2011,NUTS,2010,DE92,2,83.62
2012,NUTS,2010,DE92,2,77.44
2011,NUTS,2010,DE922,3,0.95
2012,NUTS,2010,DE922,3,5.42
2011,NUTS,2010,DE923,3,0.95
2012,NUTS,2010,DE923,3,3.59
2011,NUTS,2010,DE925,3,7.39
2012,NUTS,2010,DE925,3,9.9
2011,NUTS,2010,DE926,3,0.43
2012,NUTS,2010,DE926,3,0.86
2011,NUTS,2010,DE928,3,1.53
2012,NUTS,2010,DE928,3,1.16
2011,NUTS,2010,DE929,3,72.38
2012,NUTS,2010,DE929,3,56.5
2011,NUTS,2010,DE93,2,29.34
2012,NUTS,2010,DE93,2,32.11
2011,NUTS,2010,DE931,3,1.0
2011,NUTS,2010,DE932,3,0.33
2012,NUTS,2010,DE932,3,0.7
2011,NUTS,2010,DE933,3,10.42
2012,NUTS,2010,DE933,3,8.95
2011,NUTS,2010,DE935,3,0.5
2012,NUTS,2010,DE935,3,1.17
2011,NUTS,2010,DE936,3,0.95
2012,NUTS,2010,DE936,3,2.83
2011,NUTS,2010,DE937,3,0.2
2012,NUTS,2010,DE937,3,1.72
2011,NUTS,2010,DE938,3,1.25
2012,NUTS,2010,DE938,3,0.83
2011,NUTS,2010,DE939,3,12.35
2012,NUTS,2010,DE939,3,12.49
2012,NUTS,2010,DE93A,3,1.0
2011,NUTS,2010,DE93B,3,2.33
2012,NUTS,2010,DE93B,3,2.42
2011,NUTS,2010,DE94,2,14.97
2012,NUTS,2010,DE94,2,12.03
2012,NUTS,2010,DE942,3,0.33
2011,NUTS,2010,DE943,3,2.98
2012,NUTS,2010,DE943,3,2.33
2011,NUTS,2010,DE944,3,1.39
2012,NUTS,2010,DE944,3,1.76
2011,NUTS,2010,DE946,3,1.33
2012,NUTS,2010,DE946,3,0.2
2011,NUTS,2010,DE947,3,0.5
2012,NUTS,2010,DE947,3,0.33
2011,NUTS,2010,DE948,3,1.83
2012,NUTS,2010,DE949,3,0.92
2011,NUTS,2010,DE94A,3,0.67
2012,NUTS,2010,DE94A,3,1.0
2012,NUTS,2010,DE94B,3,1.62
2012,NUTS,2010,DE94C,3,0.33
2011,NUTS,2010,DE94D,3,0.87
2012,NUTS,2010,DE94D,3,2.75
2011,NUTS,2010,DE94E,3,3.7
2012,NUTS,2010,DE94E,3,0.25
2011,NUTS,2010,DE94F,3,0.5
2012,NUTS,2010,DE94F,3,0.2
2011,NUTS,2010,DE94G,3,1.2
2011,NUTS,2010,DEA,1,440.03
2012,NUTS,2010,DEA,1,321.96
2011,NUTS,2010,DEA1,2,99.41
2012,NUTS,2010,DEA1,2,76.54
2011,NUTS,2010,DEA11,3,18.85
2012,NUTS,2010,DEA11,3,19.9
2011,NUTS,2010,DEA12,3,8.43
2012,NUTS,2010,DEA12,3,6.64
2011,NUTS,2010,DEA13,3,4.14
2012,NUTS,2010,DEA13,3,3.8
2011,NUTS,2010,DEA14,3,2.3
2012,NUTS,2010,DEA14,3,1.45
2011,NUTS,2010,DEA15,3,2.75
2012,NUTS,2010,DEA15,3,0.74
2011,NUTS,2010,DEA16,3,2.58
2012,NUTS,2010,DEA16,3,3.58
2011,NUTS,2010,DEA17,3,0.2
2012,NUTS,2010,DEA17,3,0.25
2011,NUTS,2010,DEA18,3,1.08
2012,NUTS,2010,DEA18,3,1.0
2011,NUTS,2010,DEA19,3,1.42
2012,NUTS,2010,DEA19,3,1.93
2011,NUTS,2010,DEA1A,3,5.12
2012,NUTS,2010,DEA1A,3,5.29
2011,NUTS,2010,DEA1B,3,1.17
2012,NUTS,2010,DEA1B,3,3.37
2011,NUTS,2010,DEA1C,3,29.28
2012,NUTS,2010,DEA1C,3,14.6
2011,NUTS,2010,DEA1D,3,11.84
2012,NUTS,2010,DEA1D,3,4.41
2011,NUTS,2010,DEA1E,3,3.42
2012,NUTS,2010,DEA1E,3,4.63
2011,NUTS,2010,DEA1F,3,6.83
2012,NUTS,2010,DEA1F,3,4.95
2011,NUTS,2010,DEA2,2,150.48
2012,NUTS,2010,DEA2,2,99.4
2011,NUTS,2010,DEA22,3,27.36
2012,NUTS,2010,DEA22,3,9.75
2011,NUTS,2010,DEA23,3,34.58
2012,NUTS,2010,DEA23,3,18.43
2011,NUTS,2010,DEA24,3,3.18
2012,NUTS,2010,DEA24,3,2.59
2011,NUTS,2010,DEA26,3,6.39
2012,NUTS,2010,DEA26,3,7.5
2011,NUTS,2010,DEA27,3,3.83
2012,NUTS,2010,DEA27,3,2.79
2011,NUTS,2010,DEA28,3,0.42
2012,NUTS,2010,DEA28,3,1.03
2011,NUTS,2010,DEA29,3,2.35
2012,NUTS,2010,DEA29,3,1.51
2011,NUTS,2010,DEA2A,3,1.31
2012,NUTS,2010,DEA2A,3,7.0
2011,NUTS,2010,DEA2B,3,11.52
2012,NUTS,2010,DEA2B,3,13.08
2011,NUTS,2010,DEA2C,3,11.18
2012,NUTS,2010,DEA2C,3,8.0
2011,NUTS,2010,DEA2D,3,48.36
2012,NUTS,2010,DEA2D,3,27.7
2011,NUTS,2010,DEA3,2,50.76
2012,NUTS,2010,DEA3,2,31.95
2011,NUTS,2010,DEA31,3,1.2
2011,NUTS,2010,DEA32,3,0.67
2012,NUTS,2010,DEA32,3,0.87
2011,NUTS,2010,DEA33,3,9.23
2012,NUTS,2010,DEA33,3,12.58
2011,NUTS,2010,DEA34,3,6.81
2012,NUTS,2010,DEA34,3,1.25
2011,NUTS,2010,DEA35,3,6.95
2012,NUTS,2010,DEA35,3,2.65
2011,NUTS,2010,DEA36,3,18.8
2012,NUTS,2010,DEA36,3,8.01
2011,NUTS,2010,DEA37,3,6.27
2012,NUTS,2010,DEA37,3,4.42
2011,NUTS,2010,DEA38,3,0.83
2012,NUTS,2010,DEA38,3,2.17
2011,NUTS,2010,DEA4,2,45.84
2012,NUTS,2010,DEA4,2,52.7
2011,NUTS,2010,DEA41,3,7.43
2012,NUTS,2010,DEA41,3,4.15
2011,NUTS,2010,DEA42,3,8.12
2012,NUTS,2010,DEA42,3,7.83
2011,NUTS,2010,DEA43,3,2.7
2012,NUTS,2010,DEA43,3,4.03
2011,NUTS,2010,DEA44,3,1.25
2012,NUTS,2010,DEA44,3,4.0
2011,NUTS,2010,DEA45,3,7.7
2012,NUTS,2010,DEA45,3,7.9
2011,NUTS,2010,DEA46,3,3.07
2012,NUTS,2010,DEA46,3,5.7
2011,NUTS,2010,DEA47,3,15.58
2012,NUTS,2010,DEA47,3,19.08
2011,NUTS,2010,DEA5,2,93.53
2012,NUTS,2010,DEA5,2,61.37
2011,NUTS,2010,DEA51,3,19.84
2012,NUTS,2010,DEA51,3,14.31
2011,NUTS,2010,DEA52,3,21.83
2012,NUTS,2010,DEA52,3,21.82
2011,NUTS,2010,DEA53,3,2.64
2012,NUTS,2010,DEA53,3,1.14
2011,NUTS,2010,DEA54,3,1.0
2012,NUTS,2010,DEA54,3,1.33
2011,NUTS,2010,DEA55,3,2.47
2012,NUTS,2010,DEA55,3,1.33
2011,NUTS,2010,DEA56,3,4.65
2012,NUTS,2010,DEA56,3,3.51
2012,NUTS,2010,DEA57,3,0.83
2011,NUTS,2010,DEA58,3,13.74
2012,NUTS,2010,DEA58,3,7.08
2011,NUTS,2010,DEA59,3,2.31
2012,NUTS,2010,DEA59,3,0.2
2011,NUTS,2010,DEA5A,3,9.95
2012,NUTS,2010,DEA5A,3,0.5
2011,NUTS,2010,DEA5B,3,7.05
2012,NUTS,2010,DEA5B,3,5.67
2011,NUTS,2010,DEA5C,3,8.06
2012,NUTS,2010,DEA5C,3,3.64
2011,NUTS,2010,DEB,1,87.01
2012,NUTS,2010,DEB,1,44.24
2011,NUTS,2010,DEB1,2,16.37
2012,NUTS,2010,DEB1,2,11.68
2011,NUTS,2010,DEB11,3,5.0
2012,NUTS,2010,DEB11,3,7.67
2011,NUTS,2010,DEB12,3,2.33
2012,NUTS,2010,DEB12,3,0.25
2011,NUTS,2010,DEB13,3,2.0
2011,NUTS,2010,DEB14,3,1.25
2012,NUTS,2010,DEB14,3,1.23
2012,NUTS,2010,DEB15,3,0.33
2011,NUTS,2010,DEB17,3,1.67
2012,NUTS,2010,DEB17,3,1.2
2011,NUTS,2010,DEB18,3,0.5
2012,NUTS,2010,DEB18,3,0.5
2011,NUTS,2010,DEB19,3,1.0
2011,NUTS,2010,DEB1A,3,0.87
2011,NUTS,2010,DEB1B,3,1.75
2012,NUTS,2010,DEB1B,3,0.5
2011,NUTS,2010,DEB2,2,4.0
2012,NUTS,2010,DEB2,2,1.0
2011,NUTS,2010,DEB21,3,0.67
2011,NUTS,2010,DEB22,3,1.0
2011,NUTS,2010,DEB23,3,1.67
2012,NUTS,2010,DEB23,3,1.0
2011,NUTS,2010,DEB25,3,0.67
2011,NUTS,2010,DEB3,2,66.64
2012,NUTS,2010,DEB3,2,31.55
2011,NUTS,2010,DEB31,3,0.33
2012,NUTS,2010,DEB31,3,0.75
2011,NUTS,2010,DEB32,3,4.75
2012,NUTS,2010,DEB32,3,1.58
2011,NUTS,2010,DEB33,3,1.96
2012,NUTS,2010,DEB33,3,0.17
2011,NUTS,2010,DEB34,3,6.55
2012,NUTS,2010,DEB34,3,0.99
2011,NUTS,2010,DEB35,3,8.59
2012,NUTS,2010,DEB35,3,6.74
2011,NUTS,2010,DEB36,3,3.05
2012,NUTS,2010,DEB36,3,1.37
2011,NUTS,2010,DEB38,3,2.63
2012,NUTS,2010,DEB38,3,0.59
2011,NUTS,2010,DEB39,3,2.17
2012,NUTS,2010,DEB39,3,0.75
2012,NUTS,2010,DEB3A,3,0.33
2011,NUTS,2010,DEB3B,3,2.5
2012,NUTS,2010,DEB3B,3,0.9
2011,NUTS,2010,DEB3C,3,4.76
2012,NUTS,2010,DEB3C,3,3.71
2011,NUTS,2010,DEB3D,3,0.25
2012,NUTS,2010,DEB3D,3,1.0
2011,NUTS,2010,DEB3E,3,7.83
2012,NUTS,2010,DEB3E,3,1.75
2011,NUTS,2010,DEB3F,3,3.02
2012,NUTS,2010,DEB3F,3,2.17
2011,NUTS,2010,DEB3H,3,2.25
2012,NUTS,2010,DEB3H,3,0.25
2011,NUTS,2010,DEB3I,3,6.41
2012,NUTS,2010,DEB3I,3,4.57
2011,NUTS,2010,DEB3J,3,8.6
2012,NUTS,2010,DEB3J,3,3.1
2011,NUTS,2010,DEB3K,3,1.0
2012,NUTS,2010,DEB3K,3,0.83
2011,NUTS,2010,DEC,1,13.12
2012,NUTS,2010,DEC,1,11.87
2011,NUTS,2010,DEC0,2,13.12
2012,NUTS,2010,DEC0,2,11.87
2011,NUTS,2010,DEC01,3,7.7
2012,NUTS,2010,DEC01,3,9.13
2011,NUTS,2010,DEC02,3,2.02
2012,NUTS,2010,DEC02,3,0.5
2011,NUTS,2010,DEC04,3,1.2
2012,NUTS,2010,DEC04,3,0.33
2011,NUTS,2010,DEC05,3,0.7
2012,NUTS,2010,DEC05,3,1.58
2011,NUTS,2010,DEC06,3,1.5
2012,NUTS,2010,DEC06,3,0.33
2011,NUTS,2010,DED,1,83.67
2012,NUTS,2010,DED,1,59.99
2011,NUTS,2010,DED2,2,58.98
2012,NUTS,2010,DED2,2,37.55
2011,NUTS,2010,DED21,3,53.49
2012,NUTS,2010,DED21,3,31.69
2011,NUTS,2010,DED2C,3,1.42
2012,NUTS,2010,DED2C,3,2.7
2011,NUTS,2010,DED2D,3,1.15
2012,NUTS,2010,DED2D,3,0.75
2011,NUTS,2010,DED2E,3,1.83
2012,NUTS,2010,DED2E,3,1.88
2011,NUTS,2010,DED2F,3,1.09
2012,NUTS,2010,DED2F,3,0.53
2011,NUTS,2010,DED4,2,13.1
2012,NUTS,2010,DED4,2,9.37
2011,NUTS,2010,DED41,3,1.93
2012,NUTS,2010,DED41,3,1.85
2011,NUTS,2010,DED42,3,1.96
2012,NUTS,2010,DED42,3,1.75
2011,NUTS,2010,DED43,3,6.57
2012,NUTS,2010,DED43,3,3.18
2011,NUTS,2010,DED44,3,1.25
2012,NUTS,2010,DED44,3,0.33
2011,NUTS,2010,DED45,3,1.39
2012,NUTS,2010,DED45,3,2.25
2011,NUTS,2010,DED5,2,11.59
2012,NUTS,2010,DED5,2,13.08
2011,NUTS,2010,DED51,3,9.41
2012,NUTS,2010,DED51,3,11.29
2011,NUTS,2010,DED52,3,1.98
2012,NUTS,2010,DED52,3,1.12
2011,NUTS,2010,DED53,3,0.2
2012,NUTS,2010,DED53,3,0.67
2011,NUTS,2010,DEE,1,16.75
2012,NUTS,2010,DEE,1,9.15
2011,NUTS,2010,DEE0,2,16.75
2012,NUTS,2010,DEE0,2,9.15
2011,NUTS,2010,DEE01,3,0.25
2011,NUTS,2010,DEE02,3,3.65
2012,NUTS,2010,DEE02,3,2.33
2011,NUTS,2010,DEE03,3,3.08
2012,NUTS,2010,DEE03,3,1.17
2012,NUTS,2010,DEE05,3,1.63
2011,NUTS,2010,DEE06,3,0.5
2012,NUTS,2010,DEE06,3,0.33
2012,NUTS,2010,DEE07,3,0.9
2011,NUTS,2010,DEE08,3,0.25
2011,NUTS,2010,DEE09,3,6.17
2012,NUTS,2010,DEE09,3,0.83
2011,NUTS,2010,DEE0A,3,0.1
2012,NUTS,2010,DEE0A,3,0.7
2011,NUTS,2010,DEE0B,3,1.0
2012,NUTS,2010,DEE0B,3,1.25
2011,NUTS,2010,DEE0C,3,1.75
2011,NUTS,2010,DEF,1,41.74
2012,NUTS,2010,DEF,1,42.73
2011,NUTS,2010,DEF0,2,41.74
2012,NUTS,2010,DEF0,2,42.73
2011,NUTS,2010,DEF01,3,2.0
2011,NUTS,2010,DEF02,3,3.0
2012,NUTS,2010,DEF02,3,2.92
2011,NUTS,2010,DEF03,3,3.05
2012,NUTS,2010,DEF03,3,1.87
2011,NUTS,2010,DEF04,3,1.0
2011,NUTS,2010,DEF05,3,1.03
2012,NUTS,2010,DEF05,3,2.25
2011,NUTS,2010,DEF06,3,3.75
2012,NUTS,2010,DEF06,3,7.4
2011,NUTS,2010,DEF07,3,0.14
2011,NUTS,2010,DEF08,3,3.28
2012,NUTS,2010,DEF08,3,7.5
2011,NUTS,2010,DEF09,3,5.83
2012,NUTS,2010,DEF09,3,5.33
2011,NUTS,2010,DEF0A,3,1.9
2012,NUTS,2010,DEF0A,3,0.5
2011,NUTS,2010,DEF0B,3,4.17
2012,NUTS,2010,DEF0B,3,3.25
2011,NUTS,2010,DEF0C,3,0.67
2012,NUTS,2010,DEF0C,3,0.25
2011,NUTS,2010,DEF0D,3,2.7
2012,NUTS,2010,DEF0D,3,7.07
2012,NUTS,2010,DEF0E,3,2.23
2011,NUTS,2010,DEF0F,3,9.22
2012,NUTS,2010,DEF0F,3,2.17
2011,NUTS,2010,DEG,1,36.73
2012,NUTS,2010,DEG,1,39.36
2011,NUTS,2010,DEG0,2,36.73
2012,NUTS,2010,DEG0,2,39.36
2011,NUTS,2010,DEG01,3,5.79
2012,NUTS,2010,DEG01,3,3.97
2012,NUTS,2010,DEG02,3,1.53
2011,NUTS,2010,DEG03,3,12.03
2012,NUTS,2010,DEG03,3,14.42
2011,NUTS,2010,DEG04,3,0.25
2011,NUTS,2010,DEG05,3,5.07
2012,NUTS,2010,DEG05,3,0.79
2011,NUTS,2010,DEG06,3,0.5
2011,NUTS,2010,DEG0A,3,0.25
2012,NUTS,2010,DEG0A,3,0.5
2011,NUTS,2010,DEG0B,3,1.31
2012,NUTS,2010,DEG0B,3,1.17
2011,NUTS,2010,DEG0C,3,0.33
2012,NUTS,2010,DEG0C,3,1.25
2012,NUTS,2010,DEG0D,3,0.25
2011,NUTS,2010,DEG0E,3,0.75
2012,NUTS,2010,DEG0E,3,3.17
2011,NUTS,2010,DEG0F,3,3.84
2012,NUTS,2010,DEG0F,3,7.82
2011,NUTS,2010,DEG0G,3,0.9
2011,NUTS,2010,DEG0I,3,0.75
2011,NUTS,2010,DEG0J,3,3.5
2012,NUTS,2010,DEG0J,3,2.16
2011,NUTS,2010,DEG0L,3,0.25
2012,NUTS,2010,DEG0L,3,0.75
2011,NUTS,2010,DEG0M,3,0.2
2012,NUTS,2010,DEG0M,3,1.08
2011,NUTS,2010,DEG0P,3,1.0
2012,NUTS,2010,DEG0P,3,0.5
2011,NUTS,2010,DEX,1,19.39
2012,NUTS,2010,DEX,1,14.0
2011,NUTS,2010,DEXX,2,19.39
2012,NUTS,2010,DEXX,2,14.0
2011,NUTS,2010,DEXXX,3,19.39
2012,NUTS,2010,DEXXX,3,14.0
2011,NUTS,2010,DEZ,1,3.61
2012,NUTS,2010,DEZ,1,3.08
2011,NUTS,2010,DEZZ,2,3.61
2012,NUTS,2010,DEZZ,2,3.08
2011,NUTS,2010,DEZZZ,3,3.61
2012,NUTS,2010,DEZZZ,3,3.08
2011,NUTS,2010,DK,0,262.22
2012,NUTS,2010,DK,0,177.05
2011,NUTS,2010,DK0,1,260.97
2012,NUTS,2010,DK0,1,173.24
2011,NUTS,2010,DK01,2,177.91
2012,NUTS,2010,DK01,2,114.44
2011,NUTS,2010,DK011,3,41.68
2012,NUTS,2010,DK011,3,23.49
2011,NUTS,2010,DK012,3,51.54
2012,NUTS,2010,DK012,3,29.86
2011,NUTS,2010,DK013,3,84.69
2012,NUTS,2010,DK013,3,61.09
2011,NUTS,2010,DK02,2,10.94
2012,NUTS,2010,DK02,2,15.83
2011,NUTS,2010,DK021,3,5.53
2012,NUTS,2010,DK021,3,11.96
2011,NUTS,2010,DK022,3,5.42
2012,NUTS,2010,DK022,3,3.87
2011,NUTS,2010,DK03,2,14.07
2012,NUTS,2010,DK03,2,9.42
2011,NUTS,2010,DK031,3,2.5
2012,NUTS,2010,DK031,3,0.83
2011,NUTS,2010,DK032,3,11.57
2012,NUTS,2010,DK032,3,8.58
2011,NUTS,2010,DK04,2,38.99
2012,NUTS,2010,DK04,2,24.09
2011,NUTS,2010,DK041,3,8.55
2012,NUTS,2010,DK041,3,6.01
2011,NUTS,2010,DK042,3,30.44
2012,NUTS,2010,DK042,3,18.08
2011,NUTS,2010,DK05,2,19.06
2012,NUTS,2010,DK05,2,9.46
2011,NUTS,2010,DK050,3,19.06
2012,NUTS,2010,DK050,3,9.46
2012,NUTS,2010,DKX,1,3.82
2012,NUTS,2010,DKXX,2,3.82
2012,NUTS,2010,DKXXX,3,3.82
2011,NUTS,2010,DKZ,1,1.25
2011,NUTS,2010,DKZZ,2,1.25
2011,NUTS,2010,DKZZZ,3,1.25
2011,NUTS,2010,EE,0,13.37
2012,NUTS,2010,EE,0,4.67
2011,NUTS,2010,EE0,1,13.37
2012,NUTS,2010,EE0,1,4.67
2011,NUTS,2010,EE00,2,13.37
2012,NUTS,2010,EE00,2,4.67
2011,NUTS,2010,EE001,3,9.03
2012,NUTS,2010,EE001,3,4.67
2011,NUTS,2010,EE006,3,0.17
2011,NUTS,2010,EE008,3,4.17
2011,NUTS,2010,EL,0,11.25
2012,NUTS,2010,EL,0,12.61
2011,NUTS,2010,EL1,1,3.33
2012,NUTS,2010,EL1,1,1.73
2011,NUTS,2010,EL12,2,3.33
2012,NUTS,2010,EL12,2,1.0
2011,NUTS,2010,EL122,3,3.33
2012,NUTS,2010,EL122,3,1.0
2012,NUTS,2010,EL14,2,0.73
2012,NUTS,2010,EL142,3,0.2
2012,NUTS,2010,EL143,3,0.33
2012,NUTS,2010,EL144,3,0.2
2011,NUTS,2010,EL2,1,1.0
2012,NUTS,2010,EL2,1,4.5
2011,NUTS,2010,EL23,2,1.0
2012,NUTS,2010,EL23,2,3.5
2011,NUTS,2010,EL232,3,1.0
2012,NUTS,2010,EL232,3,3.5
2012,NUTS,2010,EL25,2,1.0
2012,NUTS,2010,EL253,3,1.0
2011,NUTS,2010,EL3,1,6.58
2012,NUTS,2010,EL3,1,5.11
2011,NUTS,2010,EL30,2,6.58
2012,NUTS,2010,EL30,2,5.11
2011,NUTS,2010,EL300,3,6.58
2012,NUTS,2010,EL300,3,5.11
2012,NUTS,2010,EL4,1,1.27
2012,NUTS,2010,EL43,2,1.27
2012,NUTS,2010,EL431,3,1.27
2011,NUTS,2010,ELZ,1,0.33
2011,NUTS,2010,ELZZ,2,0.33
2011,NUTS,2010,ELZZZ,3,0.33
2011,NUTS,2010,ES,0,287.47
2012,NUTS,2010,ES,0,242.17
2011,NUTS,2010,ES1,1,13.4
2012,NUTS,2010,ES1,1,5.83
2011,NUTS,2010,ES11,2,13.4
2012,NUTS,2010,ES11,2,4.22
2011,NUTS,2010,ES111,3,12.8
2012,NUTS,2010,ES111,3,2.22
2011,NUTS,2010,ES114,3,0.6
2012,NUTS,2010,ES114,3,2.0
2012,NUTS,2010,ES12,2,1.36
2012,NUTS,2010,ES120,3,1.36
2012,NUTS,2010,ES13,2,0.25
2012,NUTS,2010,ES130,3,0.25
2011,NUTS,2010,ES2,1,22.35
2012,NUTS,2010,ES2,1,14.22
2011,NUTS,2010,ES21,2,12.87
2012,NUTS,2010,ES21,2,9.82
2012,NUTS,2010,ES211,3,1.0
2011,NUTS,2010,ES212,3,2.37
2012,NUTS,2010,ES212,3,5.67
2011,NUTS,2010,ES213,3,10.5
2012,NUTS,2010,ES213,3,3.15
2011,NUTS,2010,ES22,2,3.0
2012,NUTS,2010,ES22,2,1.0
2011,NUTS,2010,ES220,3,3.0
2012,NUTS,2010,ES220,3,1.0
2012,NUTS,2010,ES23,2,2.0
2012,NUTS,2010,ES230,3,2.0
2011,NUTS,2010,ES24,2,6.49
2012,NUTS,2010,ES24,2,1.4
2011,NUTS,2010,ES241,3,0.67
2011,NUTS,2010,ES242,3,1.0
2011,NUTS,2010,ES243,3,4.82
2012,NUTS,2010,ES243,3,1.4
2011,NUTS,2010,ES3,1,129.58
2012,NUTS,2010,ES3,1,115.64
2011,NUTS,2010,ES30,2,129.58
2012,NUTS,2010,ES30,2,115.64
2011,NUTS,2010,ES300,3,129.58
2012,NUTS,2010,ES300,3,115.64
2011,NUTS,2010,ES4,1,5.12
2012,NUTS,2010,ES4,1,3.96
2011,NUTS,2010,ES41,2,0.31
2012,NUTS,2010,ES41,2,1.13
2012,NUTS,2010,ES413,3,0.25
2012,NUTS,2010,ES415,3,0.38
2011,NUTS,2010,ES416,3,0.14
2011,NUTS,2010,ES418,3,0.17
2012,NUTS,2010,ES418,3,0.5
2011,NUTS,2010,ES42,2,3.14
2012,NUTS,2010,ES42,2,2.83
2011,NUTS,2010,ES421,3,2.0
2012,NUTS,2010,ES421,3,2.5
2012,NUTS,2010,ES422,3,0.33
2011,NUTS,2010,ES424,3,0.14
2011,NUTS,2010,ES425,3,1.0
2011,NUTS,2010,ES43,2,1.67
2011,NUTS,2010,ES431,3,1.0
2011,NUTS,2010,ES432,3,0.67
2011,NUTS,2010,ES5,1,100.15
2012,NUTS,2010,ES5,1,83.99
2011,NUTS,2010,ES51,2,85.9
