year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_ht_nr
2001,NUTS,2010,BE323,3,1.31
2002,NUTS,2010,BE323,3,0.7
2003,NUTS,2010,BE323,3,2.14
2004,NUTS,2010,BE323,3,0.93
2005,NUTS,2010,BE323,3,0.53
2006,NUTS,2010,BE323,3,0.17
2007,NUTS,2010,BE323,3,0.2
2009,NUTS,2010,BE323,3,0.67
2010,NUTS,2010,BE323,3,0.93
2011,NUTS,2010,BE323,3,2.66
2012,NUTS,2010,BE323,3,2.14
1987,NUTS,2010,BE324,3,0.33
2002,NUTS,2010,BE324,3,0.25
2004,NUTS,2010,BE324,3,0.83
2008,NUTS,2010,BE324,3,0.53
2009,NUTS,2010,BE324,3,1.25
2010,NUTS,2010,BE324,3,0.75
2011,NUTS,2010,BE324,3,3.33
2012,NUTS,2010,BE324,3,0.53
1986,NUTS,2010,BE325,3,0.25
1987,NUTS,2010,BE325,3,0.2
1988,NUTS,2010,BE325,3,0.5
1989,NUTS,2010,BE325,3,0.5
1990,NUTS,2010,BE325,3,1.0
1995,NUTS,2010,BE325,3,0.67
1997,NUTS,2010,BE325,3,0.5
1998,NUTS,2010,BE325,3,0.17
2000,NUTS,2010,BE325,3,0.5
2001,NUTS,2010,BE325,3,2.9
2002,NUTS,2010,BE325,3,1.42
2003,NUTS,2010,BE325,3,2.08
2004,NUTS,2010,BE325,3,1.0
2006,NUTS,2010,BE325,3,1.45
2007,NUTS,2010,BE325,3,1.37
2008,NUTS,2010,BE325,3,2.5
2009,NUTS,2010,BE325,3,1.67
2011,NUTS,2010,BE325,3,0.96
2012,NUTS,2010,BE325,3,1.07
1981,NUTS,2010,BE326,3,1.0
1983,NUTS,2010,BE326,3,0.33
1987,NUTS,2010,BE326,3,0.5
1992,NUTS,2010,BE326,3,0.5
1993,NUTS,2010,BE326,3,1.33
1994,NUTS,2010,BE326,3,1.33
1997,NUTS,2010,BE326,3,0.5
1999,NUTS,2010,BE326,3,0.64
2001,NUTS,2010,BE326,3,0.64
2003,NUTS,2010,BE326,3,0.25
2004,NUTS,2010,BE326,3,0.33
2005,NUTS,2010,BE326,3,1.13
2006,NUTS,2010,BE326,3,4.5
2007,NUTS,2010,BE326,3,0.5
2008,NUTS,2010,BE326,3,0.33
2010,NUTS,2010,BE326,3,1.0
2011,NUTS,2010,BE326,3,1.33
1982,NUTS,2010,BE327,3,2.0
1992,NUTS,2010,BE327,3,0.33
1993,NUTS,2010,BE327,3,0.7
1994,NUTS,2010,BE327,3,0.2
1996,NUTS,2010,BE327,3,0.33
1997,NUTS,2010,BE327,3,0.25
2001,NUTS,2010,BE327,3,0.5
2004,NUTS,2010,BE327,3,0.2
2005,NUTS,2010,BE327,3,0.11
2006,NUTS,2010,BE327,3,1.37
2007,NUTS,2010,BE327,3,1.2
2009,NUTS,2010,BE327,3,0.25
2010,NUTS,2010,BE327,3,0.5
2011,NUTS,2010,BE327,3,1.08
2012,NUTS,2010,BE327,3,1.88
1980,NUTS,2010,BE33,2,2.33
1981,NUTS,2010,BE33,2,1.0
1983,NUTS,2010,BE33,2,1.0
1984,NUTS,2010,BE33,2,2.25
1985,NUTS,2010,BE33,2,4.92
1987,NUTS,2010,BE33,2,3.0
1988,NUTS,2010,BE33,2,3.67
1989,NUTS,2010,BE33,2,4.25
1990,NUTS,2010,BE33,2,4.57
1991,NUTS,2010,BE33,2,1.62
1992,NUTS,2010,BE33,2,0.88
1993,NUTS,2010,BE33,2,1.2
1995,NUTS,2010,BE33,2,4.3
1996,NUTS,2010,BE33,2,2.5
1997,NUTS,2010,BE33,2,4.8
1998,NUTS,2010,BE33,2,5.07
1999,NUTS,2010,BE33,2,9.98
2000,NUTS,2010,BE33,2,10.57
2001,NUTS,2010,BE33,2,8.25
2002,NUTS,2010,BE33,2,9.4
2003,NUTS,2010,BE33,2,8.88
2004,NUTS,2010,BE33,2,9.92
2005,NUTS,2010,BE33,2,11.48
2006,NUTS,2010,BE33,2,8.42
2007,NUTS,2010,BE33,2,17.23
2008,NUTS,2010,BE33,2,12.97
2009,NUTS,2010,BE33,2,19.58
2010,NUTS,2010,BE33,2,9.46
2011,NUTS,2010,BE33,2,12.11
2012,NUTS,2010,BE33,2,8.74
1987,NUTS,2010,BE331,3,0.42
1988,NUTS,2010,BE331,3,0.5
1989,NUTS,2010,BE331,3,0.83
1990,NUTS,2010,BE331,3,1.5
1991,NUTS,2010,BE331,3,0.75
1992,NUTS,2010,BE331,3,0.29
1997,NUTS,2010,BE331,3,2.07
1998,NUTS,2010,BE331,3,0.83
1999,NUTS,2010,BE331,3,0.64
2000,NUTS,2010,BE331,3,1.54
2001,NUTS,2010,BE331,3,1.6
2002,NUTS,2010,BE331,3,0.54
2003,NUTS,2010,BE331,3,0.25
2004,NUTS,2010,BE331,3,1.22
2005,NUTS,2010,BE331,3,1.0
2006,NUTS,2010,BE331,3,0.5
2007,NUTS,2010,BE331,3,0.95
2008,NUTS,2010,BE331,3,0.4
2009,NUTS,2010,BE331,3,0.7
2010,NUTS,2010,BE331,3,0.78
2011,NUTS,2010,BE331,3,1.01
2012,NUTS,2010,BE331,3,0.68
1980,NUTS,2010,BE332,3,2.33
1985,NUTS,2010,BE332,3,0.67
1987,NUTS,2010,BE332,3,1.58
1988,NUTS,2010,BE332,3,3.17
1989,NUTS,2010,BE332,3,1.92
1990,NUTS,2010,BE332,3,0.7
1991,NUTS,2010,BE332,3,0.5
1992,NUTS,2010,BE332,3,0.39
1993,NUTS,2010,BE332,3,0.87
1995,NUTS,2010,BE332,3,2.03
1996,NUTS,2010,BE332,3,1.1
1997,NUTS,2010,BE332,3,1.4
1998,NUTS,2010,BE332,3,2.72
1999,NUTS,2010,BE332,3,6.05
2000,NUTS,2010,BE332,3,8.03
2001,NUTS,2010,BE332,3,4.8
2002,NUTS,2010,BE332,3,6.2
2003,NUTS,2010,BE332,3,7.32
2004,NUTS,2010,BE332,3,6.83
2005,NUTS,2010,BE332,3,4.41
2006,NUTS,2010,BE332,3,3.67
2007,NUTS,2010,BE332,3,14.22
2008,NUTS,2010,BE332,3,9.38
2009,NUTS,2010,BE332,3,14.43
2010,NUTS,2010,BE332,3,6.32
2011,NUTS,2010,BE332,3,8.13
2012,NUTS,2010,BE332,3,5.08
1985,NUTS,2010,BE334,3,0.25
1989,NUTS,2010,BE334,3,0.5
1990,NUTS,2010,BE334,3,1.5
1995,NUTS,2010,BE334,3,1.5
1996,NUTS,2010,BE334,3,0.95
1997,NUTS,2010,BE334,3,1.33
1998,NUTS,2010,BE334,3,0.33
1999,NUTS,2010,BE334,3,0.67
2001,NUTS,2010,BE334,3,0.7
2002,NUTS,2010,BE334,3,1.49
2003,NUTS,2010,BE334,3,1.31
2004,NUTS,2010,BE334,3,0.39
2005,NUTS,2010,BE334,3,4.49
2006,NUTS,2010,BE334,3,2.83
2007,NUTS,2010,BE334,3,1.42
2008,NUTS,2010,BE334,3,1.53
2009,NUTS,2010,BE334,3,1.67
2010,NUTS,2010,BE334,3,0.5
2011,NUTS,2010,BE334,3,1.0
2012,NUTS,2010,BE334,3,0.14
1983,NUTS,2010,BE335,3,1.0
1984,NUTS,2010,BE335,3,2.25
1987,NUTS,2010,BE335,3,1.0
1989,NUTS,2010,BE335,3,1.0
1991,NUTS,2010,BE335,3,0.17
1992,NUTS,2010,BE335,3,0.2
1993,NUTS,2010,BE335,3,0.33
1995,NUTS,2010,BE335,3,0.77
1996,NUTS,2010,BE335,3,0.45
1998,NUTS,2010,BE335,3,0.68
1999,NUTS,2010,BE335,3,1.48
2000,NUTS,2010,BE335,3,0.58
2001,NUTS,2010,BE335,3,0.5
2004,NUTS,2010,BE335,3,0.31
2005,NUTS,2010,BE335,3,0.58
2006,NUTS,2010,BE335,3,0.83
2007,NUTS,2010,BE335,3,0.25
2008,NUTS,2010,BE335,3,0.9
2009,NUTS,2010,BE335,3,1.5
2010,NUTS,2010,BE335,3,0.5
1981,NUTS,2010,BE336,3,1.0
1985,NUTS,2010,BE336,3,4.0
1990,NUTS,2010,BE336,3,0.87
1991,NUTS,2010,BE336,3,0.2
1998,NUTS,2010,BE336,3,0.5
1999,NUTS,2010,BE336,3,1.14
2000,NUTS,2010,BE336,3,0.42
2001,NUTS,2010,BE336,3,0.65
2002,NUTS,2010,BE336,3,1.18
2004,NUTS,2010,BE336,3,1.17
2005,NUTS,2010,BE336,3,1.0
2006,NUTS,2010,BE336,3,0.58
2007,NUTS,2010,BE336,3,0.4
2008,NUTS,2010,BE336,3,0.75
2009,NUTS,2010,BE336,3,1.28
2010,NUTS,2010,BE336,3,1.36
2011,NUTS,2010,BE336,3,1.97
2012,NUTS,2010,BE336,3,2.83
1981,NUTS,2010,BE34,2,0.5
1988,NUTS,2010,BE34,2,0.25
1989,NUTS,2010,BE34,2,0.11
1996,NUTS,2010,BE34,2,0.5
2000,NUTS,2010,BE34,2,1.79
2001,NUTS,2010,BE34,2,1.9
2002,NUTS,2010,BE34,2,0.49
2003,NUTS,2010,BE34,2,1.17
2004,NUTS,2010,BE34,2,0.2
2005,NUTS,2010,BE34,2,0.7
2006,NUTS,2010,BE34,2,1.5
2007,NUTS,2010,BE34,2,1.67
2008,NUTS,2010,BE34,2,1.83
2009,NUTS,2010,BE34,2,1.82
2010,NUTS,2010,BE34,2,0.25
2011,NUTS,2010,BE34,2,2.0
2012,NUTS,2010,BE34,2,0.1
2000,NUTS,2010,BE341,3,1.0
2005,NUTS,2010,BE341,3,0.5
2006,NUTS,2010,BE341,3,1.25
2007,NUTS,2010,BE341,3,0.5
2008,NUTS,2010,BE341,3,0.5
2009,NUTS,2010,BE341,3,0.7
2010,NUTS,2010,BE341,3,0.25
2011,NUTS,2010,BE341,3,1.0
2000,NUTS,2010,BE342,3,0.79
2005,NUTS,2010,BE342,3,0.2
2006,NUTS,2010,BE342,3,0.25
2008,NUTS,2010,BE342,3,1.0
2009,NUTS,2010,BE342,3,0.83
2012,NUTS,2010,BE342,3,0.1
1981,NUTS,2010,BE343,3,0.5
2001,NUTS,2010,BE343,3,0.9
2003,NUTS,2010,BE343,3,0.5
2007,NUTS,2010,BE343,3,0.67
2008,NUTS,2010,BE343,3,0.33
2009,NUTS,2010,BE343,3,0.29
2001,NUTS,2010,BE344,3,1.0
2002,NUTS,2010,BE344,3,0.35
2003,NUTS,2010,BE344,3,0.67
2011,NUTS,2010,BE344,3,1.0
1988,NUTS,2010,BE345,3,0.25
1989,NUTS,2010,BE345,3,0.11
1996,NUTS,2010,BE345,3,0.5
2002,NUTS,2010,BE345,3,0.14
2004,NUTS,2010,BE345,3,0.2
2007,NUTS,2010,BE345,3,0.5
1980,NUTS,2010,BE35,2,3.0
1981,NUTS,2010,BE35,2,1.0
1982,NUTS,2010,BE35,2,0.67
1983,NUTS,2010,BE35,2,1.37
1984,NUTS,2010,BE35,2,1.92
1985,NUTS,2010,BE35,2,1.25
1986,NUTS,2010,BE35,2,0.33
1987,NUTS,2010,BE35,2,1.4
1988,NUTS,2010,BE35,2,0.48
1989,NUTS,2010,BE35,2,1.45
1990,NUTS,2010,BE35,2,1.6
1991,NUTS,2010,BE35,2,1.5
1992,NUTS,2010,BE35,2,0.8
1993,NUTS,2010,BE35,2,0.37
1994,NUTS,2010,BE35,2,0.33
1996,NUTS,2010,BE35,2,5.23
1997,NUTS,2010,BE35,2,3.0
1998,NUTS,2010,BE35,2,2.73
1999,NUTS,2010,BE35,2,7.2
2000,NUTS,2010,BE35,2,15.89
2001,NUTS,2010,BE35,2,4.28
2002,NUTS,2010,BE35,2,11.45
2003,NUTS,2010,BE35,2,14.79
2004,NUTS,2010,BE35,2,10.02
2005,NUTS,2010,BE35,2,11.62
2006,NUTS,2010,BE35,2,11.42
2007,NUTS,2010,BE35,2,6.61
2008,NUTS,2010,BE35,2,4.75
2009,NUTS,2010,BE35,2,2.67
2010,NUTS,2010,BE35,2,5.78
2011,NUTS,2010,BE35,2,2.25
2012,NUTS,2010,BE35,2,4.1
1983,NUTS,2010,BE351,3,1.17
1984,NUTS,2010,BE351,3,0.25
1998,NUTS,2010,BE351,3,0.5
1999,NUTS,2010,BE351,3,0.74
2000,NUTS,2010,BE351,3,0.5
2001,NUTS,2010,BE351,3,0.29
2003,NUTS,2010,BE351,3,1.03
2004,NUTS,2010,BE351,3,0.95
2005,NUTS,2010,BE351,3,0.49
2006,NUTS,2010,BE351,3,2.0
1980,NUTS,2010,BE352,3,1.0
1981,NUTS,2010,BE352,3,1.0
1982,NUTS,2010,BE352,3,0.67
1983,NUTS,2010,BE352,3,0.2
1984,NUTS,2010,BE352,3,1.67
1985,NUTS,2010,BE352,3,1.25
1986,NUTS,2010,BE352,3,0.33
1987,NUTS,2010,BE352,3,1.4
1988,NUTS,2010,BE352,3,0.48
1989,NUTS,2010,BE352,3,1.45
1990,NUTS,2010,BE352,3,1.6
1991,NUTS,2010,BE352,3,1.5
1992,NUTS,2010,BE352,3,0.8
1993,NUTS,2010,BE352,3,0.37
1994,NUTS,2010,BE352,3,0.33
1996,NUTS,2010,BE352,3,5.23
1997,NUTS,2010,BE352,3,3.0
1998,NUTS,2010,BE352,3,2.23
1999,NUTS,2010,BE352,3,6.47
2000,NUTS,2010,BE352,3,14.89
2001,NUTS,2010,BE352,3,4.0
2002,NUTS,2010,BE352,3,11.1
2003,NUTS,2010,BE352,3,13.75
2004,NUTS,2010,BE352,3,9.07
2005,NUTS,2010,BE352,3,8.13
2006,NUTS,2010,BE352,3,9.42
2007,NUTS,2010,BE352,3,6.36
2008,NUTS,2010,BE352,3,4.75
2009,NUTS,2010,BE352,3,2.67
2010,NUTS,2010,BE352,3,5.78
2011,NUTS,2010,BE352,3,2.25
2012,NUTS,2010,BE352,3,4.1
1980,NUTS,2010,BE353,3,2.0
2000,NUTS,2010,BE353,3,0.5
2002,NUTS,2010,BE353,3,0.35
2005,NUTS,2010,BE353,3,3.0
2007,NUTS,2010,BE353,3,0.25
1985,NUTS,2010,BEX,1,1.5
1998,NUTS,2010,BEX,1,0.5
2000,NUTS,2010,BEX,1,1.0
2001,NUTS,2010,BEX,1,0.25
2002,NUTS,2010,BEX,1,0.33
2005,NUTS,2010,BEX,1,0.83
2006,NUTS,2010,BEX,1,0.17
2007,NUTS,2010,BEX,1,0.33
2009,NUTS,2010,BEX,1,0.33
2010,NUTS,2010,BEX,1,0.67
2012,NUTS,2010,BEX,1,0.93
1985,NUTS,2010,BEXX,2,1.5
1998,NUTS,2010,BEXX,2,0.5
2000,NUTS,2010,BEXX,2,1.0
2001,NUTS,2010,BEXX,2,0.25
2002,NUTS,2010,BEXX,2,0.33
2005,NUTS,2010,BEXX,2,0.83
2006,NUTS,2010,BEXX,2,0.17
2007,NUTS,2010,BEXX,2,0.33
2009,NUTS,2010,BEXX,2,0.33
2010,NUTS,2010,BEXX,2,0.67
2012,NUTS,2010,BEXX,2,0.93
1985,NUTS,2010,BEXXX,3,1.5
1998,NUTS,2010,BEXXX,3,0.5
2000,NUTS,2010,BEXXX,3,1.0
2001,NUTS,2010,BEXXX,3,0.25
2002,NUTS,2010,BEXXX,3,0.33
2005,NUTS,2010,BEXXX,3,0.83
2006,NUTS,2010,BEXXX,3,0.17
2007,NUTS,2010,BEXXX,3,0.33
2009,NUTS,2010,BEXXX,3,0.33
2010,NUTS,2010,BEXXX,3,0.67
2012,NUTS,2010,BEXXX,3,0.93
1996,NUTS,2010,BEZ,1,0.53
1997,NUTS,2010,BEZ,1,0.41
2000,NUTS,2010,BEZ,1,0.25
2001,NUTS,2010,BEZ,1,0.58
2002,NUTS,2010,BEZ,1,0.25
2005,NUTS,2010,BEZ,1,0.5
2006,NUTS,2010,BEZ,1,0.99
2007,NUTS,2010,BEZ,1,0.33
2010,NUTS,2010,BEZ,1,0.5
2011,NUTS,2010,BEZ,1,1.25
1996,NUTS,2010,BEZZ,2,0.53
1997,NUTS,2010,BEZZ,2,0.41
2000,NUTS,2010,BEZZ,2,0.25
2001,NUTS,2010,BEZZ,2,0.58
2002,NUTS,2010,BEZZ,2,0.25
2005,NUTS,2010,BEZZ,2,0.5
2006,NUTS,2010,BEZZ,2,0.99
2007,NUTS,2010,BEZZ,2,0.33
2010,NUTS,2010,BEZZ,2,0.5
2011,NUTS,2010,BEZZ,2,1.25
1996,NUTS,2010,BEZZZ,3,0.53
1997,NUTS,2010,BEZZZ,3,0.41
2000,NUTS,2010,BEZZZ,3,0.25
2001,NUTS,2010,BEZZZ,3,0.58
2002,NUTS,2010,BEZZZ,3,0.25
2005,NUTS,2010,BEZZZ,3,0.5
2006,NUTS,2010,BEZZZ,3,0.99
2007,NUTS,2010,BEZZZ,3,0.33
2010,NUTS,2010,BEZZZ,3,0.5
2011,NUTS,2010,BEZZZ,3,1.25
1980,NUTS,2010,BG,0,1.0
1982,NUTS,2010,BG,0,1.0
1985,NUTS,2010,BG,0,1.0
1988,NUTS,2010,BG,0,3.0
1989,NUTS,2010,BG,0,1.0
1990,NUTS,2010,BG,0,1.0
1992,NUTS,2010,BG,0,0.33
1993,NUTS,2010,BG,0,1.13
1995,NUTS,2010,BG,0,1.0
1996,NUTS,2010,BG,0,0.33
1997,NUTS,2010,BG,0,1.0
1998,NUTS,2010,BG,0,1.6
1999,NUTS,2010,BG,0,0.51
2000,NUTS,2010,BG,0,1.42
2001,NUTS,2010,BG,0,2.93
2002,NUTS,2010,BG,0,1.5
2003,NUTS,2010,BG,0,2.75
2004,NUTS,2010,BG,0,2.05
2005,NUTS,2010,BG,0,6.17
2006,NUTS,2010,BG,0,8.05
2007,NUTS,2010,BG,0,1.75
2008,NUTS,2010,BG,0,3.83
2009,NUTS,2010,BG,0,3.33
2010,NUTS,2010,BG,0,0.5
2011,NUTS,2010,BG,0,2.0
2012,NUTS,2010,BG,0,4.17
1995,NUTS,2010,BG3,1,1.0
1997,NUTS,2010,BG3,1,1.0
1998,NUTS,2010,BG3,1,0.6
1999,NUTS,2010,BG3,1,0.31
2001,NUTS,2010,BG3,1,0.33
2003,NUTS,2010,BG3,1,2.0
2005,NUTS,2010,BG3,1,0.83
2006,NUTS,2010,BG3,1,0.33
2007,NUTS,2010,BG3,1,0.25
2008,NUTS,2010,BG3,1,1.2
2009,NUTS,2010,BG3,1,1.0
2012,NUTS,2010,BG3,1,1.17
2005,NUTS,2010,BG31,2,0.5
2007,NUTS,2010,BG31,2,0.25
2008,NUTS,2010,BG31,2,1.0
2012,NUTS,2010,BG31,2,0.17
2007,NUTS,2010,BG311,3,0.25
2012,NUTS,2010,BG311,3,0.17
2005,NUTS,2010,BG312,3,0.5
2008,NUTS,2010,BG314,3,1.0
1995,NUTS,2010,BG32,2,1.0
1997,NUTS,2010,BG32,2,1.0
1998,NUTS,2010,BG32,2,0.6
1999,NUTS,2010,BG32,2,0.11
2001,NUTS,2010,BG32,2,0.33
2003,NUTS,2010,BG32,2,1.0
2009,NUTS,2010,BG32,2,1.0
2012,NUTS,2010,BG32,2,0.5
2009,NUTS,2010,BG322,3,1.0
2012,NUTS,2010,BG322,3,0.5
1997,NUTS,2010,BG323,3,1.0
1999,NUTS,2010,BG323,3,0.11
2001,NUTS,2010,BG323,3,0.33
1995,NUTS,2010,BG324,3,1.0
1998,NUTS,2010,BG324,3,0.6
2003,NUTS,2010,BG324,3,1.0
2005,NUTS,2010,BG33,2,0.33
2012,NUTS,2010,BG33,2,0.25
2005,NUTS,2010,BG331,3,0.33
2012,NUTS,2010,BG332,3,0.25
1999,NUTS,2010,BG34,2,0.2
2003,NUTS,2010,BG34,2,1.0
2006,NUTS,2010,BG34,2,0.33
2008,NUTS,2010,BG34,2,0.2
2012,NUTS,2010,BG34,2,0.25
1999,NUTS,2010,BG341,3,0.2
2003,NUTS,2010,BG341,3,1.0
2006,NUTS,2010,BG341,3,0.33
2012,NUTS,2010,BG343,3,0.25
2008,NUTS,2010,BG344,3,0.2
1980,NUTS,2010,BG4,1,1.0
1982,NUTS,2010,BG4,1,1.0
1985,NUTS,2010,BG4,1,1.0
1988,NUTS,2010,BG4,1,3.0
1989,NUTS,2010,BG4,1,1.0
1990,NUTS,2010,BG4,1,1.0
1992,NUTS,2010,BG4,1,0.33
1993,NUTS,2010,BG4,1,1.13
1996,NUTS,2010,BG4,1,0.33
1998,NUTS,2010,BG4,1,1.0
1999,NUTS,2010,BG4,1,0.2
2000,NUTS,2010,BG4,1,1.42
2001,NUTS,2010,BG4,1,2.0
2002,NUTS,2010,BG4,1,1.5
2003,NUTS,2010,BG4,1,0.75
2004,NUTS,2010,BG4,1,2.05
2005,NUTS,2010,BG4,1,5.33
2006,NUTS,2010,BG4,1,7.72
2007,NUTS,2010,BG4,1,1.5
2008,NUTS,2010,BG4,1,2.63
2009,NUTS,2010,BG4,1,2.33
2010,NUTS,2010,BG4,1,0.5
2011,NUTS,2010,BG4,1,2.0
2012,NUTS,2010,BG4,1,3.0
1980,NUTS,2010,BG41,2,1.0
1982,NUTS,2010,BG41,2,1.0
1985,NUTS,2010,BG41,2,1.0
1988,NUTS,2010,BG41,2,3.0
1989,NUTS,2010,BG41,2,1.0
1990,NUTS,2010,BG41,2,1.0
1992,NUTS,2010,BG41,2,0.33
1993,NUTS,2010,BG41,2,1.13
1996,NUTS,2010,BG41,2,0.33
1998,NUTS,2010,BG41,2,1.0
1999,NUTS,2010,BG41,2,0.2
2000,NUTS,2010,BG41,2,1.42
2001,NUTS,2010,BG41,2,2.0
2002,NUTS,2010,BG41,2,1.0
2003,NUTS,2010,BG41,2,0.75
2004,NUTS,2010,BG41,2,2.05
2005,NUTS,2010,BG41,2,4.4
2006,NUTS,2010,BG41,2,6.72
2007,NUTS,2010,BG41,2,1.5
2008,NUTS,2010,BG41,2,2.63
2009,NUTS,2010,BG41,2,2.33
2011,NUTS,2010,BG41,2,2.0
2012,NUTS,2010,BG41,2,2.58
1980,NUTS,2010,BG411,3,1.0
1982,NUTS,2010,BG411,3,1.0
1985,NUTS,2010,BG411,3,1.0
1988,NUTS,2010,BG411,3,3.0
1989,NUTS,2010,BG411,3,1.0
1990,NUTS,2010,BG411,3,1.0
1992,NUTS,2010,BG411,3,0.33
1993,NUTS,2010,BG411,3,1.13
1996,NUTS,2010,BG411,3,0.33
1998,NUTS,2010,BG411,3,1.0
1999,NUTS,2010,BG411,3,0.2
2000,NUTS,2010,BG411,3,1.42
2001,NUTS,2010,BG411,3,1.6
2002,NUTS,2010,BG411,3,1.0
2003,NUTS,2010,BG411,3,0.75
2004,NUTS,2010,BG411,3,2.05
2005,NUTS,2010,BG411,3,4.07
2006,NUTS,2010,BG411,3,6.72
2007,NUTS,2010,BG411,3,1.5
2008,NUTS,2010,BG411,3,2.38
2009,NUTS,2010,BG411,3,2.33
2011,NUTS,2010,BG411,3,2.0
2012,NUTS,2010,BG411,3,2.58
2001,NUTS,2010,BG412,3,0.2
2008,NUTS,2010,BG412,3,0.25
2005,NUTS,2010,BG413,3,0.33
2001,NUTS,2010,BG414,3,0.2
2002,NUTS,2010,BG42,2,0.5
2005,NUTS,2010,BG42,2,0.93
2006,NUTS,2010,BG42,2,1.0
2010,NUTS,2010,BG42,2,0.5
2012,NUTS,2010,BG42,2,0.42
2002,NUTS,2010,BG421,3,0.5
2005,NUTS,2010,BG421,3,0.6
2010,NUTS,2010,BG421,3,0.5
2012,NUTS,2010,BG421,3,0.42
2005,NUTS,2010,BG423,3,0.33
2006,NUTS,2010,BG423,3,1.0
2001,NUTS,2010,BGX,1,0.1
2001,NUTS,2010,BGXX,2,0.1
2001,NUTS,2010,BGXXX,3,0.1
2001,NUTS,2010,BGZ,1,0.5
2001,NUTS,2010,BGZZ,2,0.5
2001,NUTS,2010,BGZZZ,3,0.5
1977,NUTS,2010,CH,0,6.0
1978,NUTS,2010,CH,0,42.83
1979,NUTS,2010,CH,0,62.27
1980,NUTS,2010,CH,0,64.25
1981,NUTS,2010,CH,0,79.62
1982,NUTS,2010,CH,0,80.84
1983,NUTS,2010,CH,0,75.29
1984,NUTS,2010,CH,0,128.92
1985,NUTS,2010,CH,0,114.17
1986,NUTS,2010,CH,0,128.57
1987,NUTS,2010,CH,0,126.48
1988,NUTS,2010,CH,0,163.94
1989,NUTS,2010,CH,0,156.77
1990,NUTS,2010,CH,0,128.47
1991,NUTS,2010,CH,0,151.72
1992,NUTS,2010,CH,0,169.7
1993,NUTS,2010,CH,0,142.97
1994,NUTS,2010,CH,0,189.29
1995,NUTS,2010,CH,0,169.36
1996,NUTS,2010,CH,0,202.84
1997,NUTS,2010,CH,0,274.1
1998,NUTS,2010,CH,0,299.34
1999,NUTS,2010,CH,0,390.8
2000,NUTS,2010,CH,0,485.7
2001,NUTS,2010,CH,0,497.07
2002,NUTS,2010,CH,0,435.69
2003,NUTS,2010,CH,0,373.49
2004,NUTS,2010,CH,0,433.28
2005,NUTS,2010,CH,0,417.9
2006,NUTS,2010,CH,0,383.77
2007,NUTS,2010,CH,0,389.77
2008,NUTS,2010,CH,0,385.39
2009,NUTS,2010,CH,0,351.64
2010,NUTS,2010,CH,0,374.35
2011,NUTS,2010,CH,0,355.24
2012,NUTS,2010,CH,0,289.42
1977,NUTS,2010,CH0,1,6.0
1978,NUTS,2010,CH0,1,40.17
1979,NUTS,2010,CH0,1,59.27
1980,NUTS,2010,CH0,1,60.08
1981,NUTS,2010,CH0,1,77.62
1982,NUTS,2010,CH0,1,77.76
1983,NUTS,2010,CH0,1,73.79
1984,NUTS,2010,CH0,1,125.87
1985,NUTS,2010,CH0,1,113.83
1986,NUTS,2010,CH0,1,125.37
1987,NUTS,2010,CH0,1,123.15
1988,NUTS,2010,CH0,1,158.44
1989,NUTS,2010,CH0,1,153.94
1990,NUTS,2010,CH0,1,127.39
1991,NUTS,2010,CH0,1,148.64
1992,NUTS,2010,CH0,1,167.39
1993,NUTS,2010,CH0,1,141.22
1994,NUTS,2010,CH0,1,185.98
1995,NUTS,2010,CH0,1,167.04
1996,NUTS,2010,CH0,1,200.64
1997,NUTS,2010,CH0,1,272.13
1998,NUTS,2010,CH0,1,295.51
1999,NUTS,2010,CH0,1,385.44
2000,NUTS,2010,CH0,1,479.53
2001,NUTS,2010,CH0,1,486.81
2002,NUTS,2010,CH0,1,424.76
2003,NUTS,2010,CH0,1,368.88
2004,NUTS,2010,CH0,1,428.35
2005,NUTS,2010,CH0,1,404.55
2006,NUTS,2010,CH0,1,379.99
2007,NUTS,2010,CH0,1,382.37
2008,NUTS,2010,CH0,1,378.77
2009,NUTS,2010,CH0,1,346.57
2010,NUTS,2010,CH0,1,367.37
2011,NUTS,2010,CH0,1,349.01
2012,NUTS,2010,CH0,1,282.91
1977,NUTS,2010,CH01,2,2.0
1978,NUTS,2010,CH01,2,13.5
1979,NUTS,2010,CH01,2,7.67
1980,NUTS,2010,CH01,2,7.92
1981,NUTS,2010,CH01,2,16.17
1982,NUTS,2010,CH01,2,13.7
1983,NUTS,2010,CH01,2,15.67
1984,NUTS,2010,CH01,2,29.09
1985,NUTS,2010,CH01,2,23.03
1986,NUTS,2010,CH01,2,19.7
1987,NUTS,2010,CH01,2,15.62
1988,NUTS,2010,CH01,2,22.21
1989,NUTS,2010,CH01,2,17.4
1990,NUTS,2010,CH01,2,27.37
1991,NUTS,2010,CH01,2,32.69
1992,NUTS,2010,CH01,2,47.55
1993,NUTS,2010,CH01,2,24.93
1994,NUTS,2010,CH01,2,43.24
1995,NUTS,2010,CH01,2,37.17
1996,NUTS,2010,CH01,2,38.89
1997,NUTS,2010,CH01,2,71.67
1998,NUTS,2010,CH01,2,53.4
1999,NUTS,2010,CH01,2,82.6
2000,NUTS,2010,CH01,2,103.6
2001,NUTS,2010,CH01,2,101.46
2002,NUTS,2010,CH01,2,100.64
2003,NUTS,2010,CH01,2,81.89
2004,NUTS,2010,CH01,2,94.26
