year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_hc_hes_total
2007,NUTS,2010,DK02,2,753.0
2009,NUTS,2010,DK02,2,1022.0
2010,NUTS,2010,DK02,2,1039.0
2011,NUTS,2010,DK02,2,859.0
2012,NUTS,2010,DK02,2,835.0
2013,NUTS,2010,DK02,2,843.0
2014,NUTS,2010,DK02,2,832.0
2015,NUTS,2010,DK02,2,750.0
2016,NUTS,2010,DK02,2,900.0
2017,NUTS,2010,DK02,2,840.0
2019,NUTS,2010,DK02,2,915.0
2007,NUTS,2010,DK03,2,933.0
2009,NUTS,2010,DK03,2,1491.0
2010,NUTS,2010,DK03,2,1510.0
2011,NUTS,2010,DK03,2,1619.0
2012,NUTS,2010,DK03,2,1738.0
2013,NUTS,2010,DK03,2,1782.0
2014,NUTS,2010,DK03,2,1846.0
2015,NUTS,2010,DK03,2,2024.0
2016,NUTS,2010,DK03,2,1968.0
2017,NUTS,2010,DK03,2,1560.0
2019,NUTS,2010,DK03,2,1599.0
2007,NUTS,2010,DK04,2,2847.0
2009,NUTS,2010,DK04,2,4347.0
2010,NUTS,2010,DK04,2,3917.0
2011,NUTS,2010,DK04,2,3542.0
2012,NUTS,2010,DK04,2,4912.0
2013,NUTS,2010,DK04,2,5004.0
2014,NUTS,2010,DK04,2,3642.0
2015,NUTS,2010,DK04,2,3758.0
2016,NUTS,2010,DK04,2,3833.0
2017,NUTS,2010,DK04,2,3633.0
2019,NUTS,2010,DK04,2,3787.0
2007,NUTS,2010,DK05,2,1195.0
2009,NUTS,2010,DK05,2,1292.0
2010,NUTS,2010,DK05,2,1326.0
2011,NUTS,2010,DK05,2,1258.0
2012,NUTS,2010,DK05,2,1755.0
2013,NUTS,2010,DK05,2,1775.0
2014,NUTS,2010,DK05,2,1687.0
2015,NUTS,2010,DK05,2,1662.0
2016,NUTS,2010,DK05,2,1565.0
2017,NUTS,2010,DK05,2,1917.0
2019,NUTS,2010,DK05,2,2164.0
2007,NUTS,2010,DKZ,1,4.0
2007,NUTS,2010,DKZZ,2,1.0
2003,NUTS,2010,EA19,2,355126.0
2004,NUTS,2010,EA19,2,366605.0
2005,NUTS,2010,EA19,2,389181.0
2006,NUTS,2010,EA19,2,410654.0
2007,NUTS,2010,EA19,2,430890.0
2008,NUTS,2010,EA19,2,457102.0
2009,NUTS,2010,EA19,2,473848.0
2010,NUTS,2010,EA19,2,479152.0
2011,NUTS,2010,EA19,2,486799.0
2012,NUTS,2010,EA19,2,499265.0
2013,NUTS,2010,EA19,2,510571.0
2014,NUTS,2010,EA19,2,519618.0
2015,NUTS,2010,EA19,2,532449.0
2016,NUTS,2010,EA19,2,533025.0
2017,NUTS,2010,EA19,2,546892.0
2018,NUTS,2010,EA19,2,562000.0
2019,NUTS,2010,EA19,2,576607.0
1993,NUTS,2010,EE,0,2499.0
1994,NUTS,2010,EE,0,2637.0
1995,NUTS,2010,EE,0,1475.0
1996,NUTS,2010,EE,0,1510.0
1997,NUTS,2010,EE,0,2000.0
1998,NUTS,2010,EE,0,2188.0
1999,NUTS,2010,EE,0,2056.0
2000,NUTS,2010,EE,0,2161.0
2001,NUTS,2010,EE,0,2326.0
2002,NUTS,2010,EE,0,2335.0
2003,NUTS,2010,EE,0,2466.0
2004,NUTS,2010,EE,0,2510.0
2005,NUTS,2010,EE,0,2278.0
2006,NUTS,2010,EE,0,2459.0
2007,NUTS,2010,EE,0,2638.0
2008,NUTS,2010,EE,0,2662.0
2009,NUTS,2010,EE,0,2800.0
2010,NUTS,2010,EE,0,2902.0
2011,NUTS,2010,EE,0,2925.0
2012,NUTS,2010,EE,0,3108.0
2013,NUTS,2010,EE,0,3221.0
2014,NUTS,2010,EE,0,3309.0
2015,NUTS,2010,EE,0,3130.0
2016,NUTS,2010,EE,0,2915.0
2017,NUTS,2010,EE,0,2907.0
2018,NUTS,2010,EE,0,2934.0
2019,NUTS,2010,EE,0,2934.0
1999,NUTS,2010,EL,0,20031.0
2001,NUTS,2010,EL,0,14900.0
2003,NUTS,2010,EL,0,15185.0
2005,NUTS,2010,EL,0,17747.0
2011,NUTS,2010,EL,0,20687.0
2013,NUTS,2010,EL,0,26717.0
2015,NUTS,2010,EL,0,25118.0
2017,NUTS,2010,EL,0,20999.0
2019,NUTS,2010,EL,0,24805.0
2001,NUTS,2010,EL3,1,5949.0
2003,NUTS,2010,EL3,1,6526.0
2005,NUTS,2010,EL3,1,7416.0
2011,NUTS,2010,EL3,1,7302.0
2001,NUTS,2010,EL30,2,5949.0
2003,NUTS,2010,EL30,2,6526.0
2005,NUTS,2010,EL30,2,7416.0
2011,NUTS,2010,EL30,2,7302.0
2001,NUTS,2010,EL4,1,1020.0
2003,NUTS,2010,EL4,1,1660.0
2005,NUTS,2010,EL4,1,1591.0
2011,NUTS,2010,EL4,1,2817.0
2001,NUTS,2010,EL41,2,147.0
2003,NUTS,2010,EL41,2,211.0
2005,NUTS,2010,EL41,2,240.0
2011,NUTS,2010,EL41,2,682.0
2001,NUTS,2010,EL42,2,61.0
2003,NUTS,2010,EL42,2,91.0
2005,NUTS,2010,EL42,2,127.0
2011,NUTS,2010,EL42,2,413.0
2001,NUTS,2010,EL43,2,812.0
2003,NUTS,2010,EL43,2,1358.0
2005,NUTS,2010,EL43,2,1224.0
2011,NUTS,2010,EL43,2,1722.0
2011,NUTS,2010,EL5,1,6247.0
2001,NUTS,2010,EL51,2,589.0
2003,NUTS,2010,EL51,2,520.0
2005,NUTS,2010,EL51,2,898.0
2011,NUTS,2010,EL51,2,1448.0
2001,NUTS,2010,EL52,2,4240.0
2003,NUTS,2010,EL52,2,3260.0
2005,NUTS,2010,EL52,2,4481.0
2011,NUTS,2010,EL52,2,3262.0
2001,NUTS,2010,EL53,2,17.0
2003,NUTS,2010,EL53,2,151.0
2005,NUTS,2010,EL53,2,133.0
2011,NUTS,2010,EL53,2,360.0
2001,NUTS,2010,EL54,2,1167.0
2003,NUTS,2010,EL54,2,648.0
2005,NUTS,2010,EL54,2,1017.0
2011,NUTS,2010,EL54,2,1177.0
2011,NUTS,2010,EL6,1,4321.0
2001,NUTS,2010,EL61,2,388.0
2003,NUTS,2010,EL61,2,1005.0
2005,NUTS,2010,EL61,2,681.0
2011,NUTS,2010,EL61,2,2441.0
2001,NUTS,2010,EL62,2,93.0
2003,NUTS,2010,EL62,2,97.0
2005,NUTS,2010,EL62,2,140.0
2011,NUTS,2010,EL62,2,200.0
2001,NUTS,2010,EL63,2,1428.0
2003,NUTS,2010,EL63,2,1299.0
2005,NUTS,2010,EL63,2,881.0
2011,NUTS,2010,EL63,2,1313.0
2001,NUTS,2010,EL64,2,9.0
2003,NUTS,2010,EL64,2,8.0
2005,NUTS,2010,EL64,2,74.0
2011,NUTS,2010,EL64,2,100.0
2001,NUTS,2010,EL65,2,0.0
2003,NUTS,2010,EL65,2,11.0
2005,NUTS,2010,EL65,2,435.0
2011,NUTS,2010,EL65,2,267.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
1997,NUTS,2010,ES,0,34998.0
1999,NUTS,2010,ES,0,37950.0
2000,NUTS,2010,ES,0,45151.0
2001,NUTS,2010,ES,0,48834.0
2002,NUTS,2010,ES,0,50675.0
2003,NUTS,2010,ES,0,53826.0
2004,NUTS,2010,ES,0,55151.0
2005,NUTS,2010,ES,0,57533.0
2006,NUTS,2010,ES,0,62221.0
2007,NUTS,2010,ES,0,65363.0
2008,NUTS,2010,ES,0,67593.0
2009,NUTS,2010,ES,0,71050.0
2010,NUTS,2010,ES,0,73875.0
2011,NUTS,2010,ES,0,73133.0
2012,NUTS,2010,ES,0,69659.0
2013,NUTS,2010,ES,0,67012.0
2014,NUTS,2010,ES,0,67610.0
2015,NUTS,2010,ES,0,68757.0
2016,NUTS,2010,ES,0,68881.0
2017,NUTS,2010,ES,0,71311.0
2018,NUTS,2010,ES,0,73242.0
2019,NUTS,2010,ES,0,75709.0
2000,NUTS,2010,ES1,1,4700.0
2002,NUTS,2010,ES1,1,4846.0
2003,NUTS,2010,ES1,1,4734.0
2004,NUTS,2010,ES1,1,4776.0
2005,NUTS,2010,ES1,1,4957.0
2006,NUTS,2010,ES1,1,5635.0
2007,NUTS,2010,ES1,1,5901.0
2008,NUTS,2010,ES1,1,6326.0
2009,NUTS,2010,ES1,1,6272.0
2010,NUTS,2010,ES1,1,6718.0
2011,NUTS,2010,ES1,1,6525.0
2013,NUTS,2010,ES1,1,6784.0
2015,NUTS,2010,ES1,1,6539.0
2016,NUTS,2010,ES1,1,6406.0
2017,NUTS,2010,ES1,1,6571.0
2018,NUTS,2010,ES1,1,6424.0
2000,NUTS,2010,ES11,2,3083.0
2002,NUTS,2010,ES11,2,3209.0
2003,NUTS,2010,ES11,2,3308.0
2004,NUTS,2010,ES11,2,3303.0
2005,NUTS,2010,ES11,2,3459.0
2006,NUTS,2010,ES11,2,3680.0
2007,NUTS,2010,ES11,2,3916.0
2008,NUTS,2010,ES11,2,4123.0
2009,NUTS,2010,ES11,2,3873.0
2010,NUTS,2010,ES11,2,4280.0
2011,NUTS,2010,ES11,2,4137.0
2012,NUTS,2010,ES11,2,4428.0
2014,NUTS,2010,ES11,2,4230.0
2015,NUTS,2010,ES11,2,4266.0
2016,NUTS,2010,ES11,2,4265.0
2017,NUTS,2010,ES11,2,4346.0
2018,NUTS,2010,ES11,2,4429.0
2019,NUTS,2010,ES11,2,4623.0
2000,NUTS,2010,ES12,2,1268.0
2002,NUTS,2010,ES12,2,1373.0
2003,NUTS,2010,ES12,2,1195.0
2004,NUTS,2010,ES12,2,1143.0
2005,NUTS,2010,ES12,2,1203.0
2006,NUTS,2010,ES12,2,1355.0
2007,NUTS,2010,ES12,2,1429.0
2008,NUTS,2010,ES12,2,1409.0
2009,NUTS,2010,ES12,2,1561.0
2010,NUTS,2010,ES12,2,1566.0
2011,NUTS,2010,ES12,2,1491.0
2012,NUTS,2010,ES12,2,1375.0
2013,NUTS,2010,ES12,2,1544.0
2014,NUTS,2010,ES12,2,1328.0
2015,NUTS,2010,ES12,2,1414.0
2016,NUTS,2010,ES12,2,1302.0
2017,NUTS,2010,ES12,2,1388.0
2018,NUTS,2010,ES12,2,1142.0
2019,NUTS,2010,ES12,2,1352.0
2000,NUTS,2010,ES13,2,349.0
2002,NUTS,2010,ES13,2,264.0
2003,NUTS,2010,ES13,2,231.0
2004,NUTS,2010,ES13,2,330.0
2005,NUTS,2010,ES13,2,295.0
2006,NUTS,2010,ES13,2,600.0
2007,NUTS,2010,ES13,2,556.0
2008,NUTS,2010,ES13,2,794.0
2009,NUTS,2010,ES13,2,838.0
2010,NUTS,2010,ES13,2,872.0
2011,NUTS,2010,ES13,2,897.0
2015,NUTS,2010,ES13,2,859.0
2016,NUTS,2010,ES13,2,839.0
2017,NUTS,2010,ES13,2,837.0
2018,NUTS,2010,ES13,2,853.0
2000,NUTS,2010,ES2,1,3961.0
2002,NUTS,2010,ES2,1,4614.0
2003,NUTS,2010,ES2,1,5353.0
2004,NUTS,2010,ES2,1,5429.0
2005,NUTS,2010,ES2,1,5595.0
2006,NUTS,2010,ES2,1,5833.0
2007,NUTS,2010,ES2,1,6027.0
2008,NUTS,2010,ES2,1,6098.0
2009,NUTS,2010,ES2,1,6418.0
2010,NUTS,2010,ES2,1,6656.0
2011,NUTS,2010,ES2,1,6934.0
2013,NUTS,2010,ES2,1,7089.0
2019,NUTS,2010,ES2,1,7871.0
2000,NUTS,2010,ES21,2,1709.0
2002,NUTS,2010,ES21,2,2108.0
2003,NUTS,2010,ES21,2,2348.0
2004,NUTS,2010,ES21,2,2388.0
2005,NUTS,2010,ES21,2,2576.0
2006,NUTS,2010,ES21,2,2595.0
2007,NUTS,2010,ES21,2,2799.0
2008,NUTS,2010,ES21,2,2855.0
2009,NUTS,2010,ES21,2,3035.0
2010,NUTS,2010,ES21,2,3149.0
2011,NUTS,2010,ES21,2,3280.0
2012,NUTS,2010,ES21,2,3545.0
2013,NUTS,2010,ES21,2,3530.0
2014,NUTS,2010,ES21,2,3560.0
2015,NUTS,2010,ES21,2,3665.0
2016,NUTS,2010,ES21,2,3647.0
2017,NUTS,2010,ES21,2,3776.0
2018,NUTS,2010,ES21,2,3841.0
2019,NUTS,2010,ES21,2,3958.0
2000,NUTS,2010,ES22,2,944.0
2002,NUTS,2010,ES22,2,1112.0
2003,NUTS,2010,ES22,2,1352.0
2004,NUTS,2010,ES22,2,1315.0
2005,NUTS,2010,ES22,2,1330.0
2006,NUTS,2010,ES22,2,1470.0
2007,NUTS,2010,ES22,2,1320.0
2008,NUTS,2010,ES22,2,1332.0
2009,NUTS,2010,ES22,2,1332.0
2010,NUTS,2010,ES22,2,1380.0
2011,NUTS,2010,ES22,2,1343.0
2000,NUTS,2010,ES23,2,139.0
2002,NUTS,2010,ES23,2,136.0
2003,NUTS,2010,ES23,2,134.0
2004,NUTS,2010,ES23,2,132.0
2005,NUTS,2010,ES23,2,139.0
2006,NUTS,2010,ES23,2,148.0
2007,NUTS,2010,ES23,2,232.0
2008,NUTS,2010,ES23,2,197.0
2009,NUTS,2010,ES23,2,201.0
2010,NUTS,2010,ES23,2,226.0
2011,NUTS,2010,ES23,2,248.0
2012,NUTS,2010,ES23,2,263.0
2014,NUTS,2010,ES23,2,338.0
2015,NUTS,2010,ES23,2,314.0
2016,NUTS,2010,ES23,2,439.0
2017,NUTS,2010,ES23,2,367.0
2018,NUTS,2010,ES23,2,426.0
2000,NUTS,2010,ES24,2,1169.0
2002,NUTS,2010,ES24,2,1258.0
2003,NUTS,2010,ES24,2,1519.0
2004,NUTS,2010,ES24,2,1594.0
2005,NUTS,2010,ES24,2,1550.0
2006,NUTS,2010,ES24,2,1620.0
2007,NUTS,2010,ES24,2,1676.0
2008,NUTS,2010,ES24,2,1714.0
2009,NUTS,2010,ES24,2,1850.0
2010,NUTS,2010,ES24,2,1901.0
2011,NUTS,2010,ES24,2,2063.0
2012,NUTS,2010,ES24,2,2138.0
2013,NUTS,2010,ES24,2,2135.0
2014,NUTS,2010,ES24,2,2265.0
2015,NUTS,2010,ES24,2,2335.0
2016,NUTS,2010,ES24,2,2260.0
2017,NUTS,2010,ES24,2,2313.0
2018,NUTS,2010,ES24,2,2388.0
2000,NUTS,2010,ES3,1,10942.0
2002,NUTS,2010,ES3,1,12184.0
2003,NUTS,2010,ES3,1,11123.0
2004,NUTS,2010,ES3,1,11461.0
2005,NUTS,2010,ES3,1,11589.0
2006,NUTS,2010,ES3,1,12302.0
2007,NUTS,2010,ES3,1,13075.0
2008,NUTS,2010,ES3,1,13381.0
2009,NUTS,2010,ES3,1,15663.0
2010,NUTS,2010,ES3,1,16072.0
2011,NUTS,2010,ES3,1,15526.0
2012,NUTS,2010,ES3,1,12903.0
2013,NUTS,2010,ES3,1,12294.0
2014,NUTS,2010,ES3,1,12641.0
2015,NUTS,2010,ES3,1,12833.0
2016,NUTS,2010,ES3,1,12077.0
2017,NUTS,2010,ES3,1,12695.0
2018,NUTS,2010,ES3,1,13647.0
2019,NUTS,2010,ES3,1,14313.0
2000,NUTS,2010,ES30,2,10942.0
2002,NUTS,2010,ES30,2,12184.0
2003,NUTS,2010,ES30,2,11123.0
2004,NUTS,2010,ES30,2,11461.0
2005,NUTS,2010,ES30,2,11589.0
2006,NUTS,2010,ES30,2,12302.0
2007,NUTS,2010,ES30,2,13075.0
2008,NUTS,2010,ES30,2,13381.0
2009,NUTS,2010,ES30,2,15663.0
2010,NUTS,2010,ES30,2,16072.0
2011,NUTS,2010,ES30,2,15526.0
2012,NUTS,2010,ES30,2,12903.0
2013,NUTS,2010,ES30,2,12294.0
2014,NUTS,2010,ES30,2,12641.0
2015,NUTS,2010,ES30,2,12833.0
2016,NUTS,2010,ES30,2,12077.0
2017,NUTS,2010,ES30,2,12695.0
2018,NUTS,2010,ES30,2,13647.0
2019,NUTS,2010,ES30,2,14313.0
2000,NUTS,2010,ES4,1,6030.0
2002,NUTS,2010,ES4,1,6481.0
2003,NUTS,2010,ES4,1,6269.0
2004,NUTS,2010,ES4,1,6890.0
2005,NUTS,2010,ES4,1,7114.0
2006,NUTS,2010,ES4,1,7475.0
2007,NUTS,2010,ES4,1,7687.0
2008,NUTS,2010,ES4,1,8098.0
2009,NUTS,2010,ES4,1,8093.0
2010,NUTS,2010,ES4,1,8104.0
2011,NUTS,2010,ES4,1,7869.0
2013,NUTS,2010,ES4,1,6314.0
2014,NUTS,2010,ES4,1,6375.0
2015,NUTS,2010,ES4,1,6549.0
2016,NUTS,2010,ES4,1,6625.0
2018,NUTS,2010,ES4,1,7020.0
2019,NUTS,2010,ES4,1,7057.0
2000,NUTS,2010,ES41,2,4156.0
2002,NUTS,2010,ES41,2,4459.0
2003,NUTS,2010,ES41,2,4137.0
2004,NUTS,2010,ES41,2,4568.0
2005,NUTS,2010,ES41,2,4665.0
2006,NUTS,2010,ES41,2,4905.0
2007,NUTS,2010,ES41,2,4970.0
2008,NUTS,2010,ES41,2,5188.0
2009,NUTS,2010,ES41,2,5139.0
2010,NUTS,2010,ES41,2,5065.0
2011,NUTS,2010,ES41,2,5050.0
2012,NUTS,2010,ES41,2,4826.0
2013,NUTS,2010,ES41,2,4624.0
2014,NUTS,2010,ES41,2,4687.0
2015,NUTS,2010,ES41,2,4784.0
2016,NUTS,2010,ES41,2,4848.0
2017,NUTS,2010,ES41,2,4927.0
2018,NUTS,2010,ES41,2,5187.0
2019,NUTS,2010,ES41,2,5314.0
2000,NUTS,2010,ES42,2,1133.0
2002,NUTS,2010,ES42,2,1345.0
2003,NUTS,2010,ES42,2,1386.0
2004,NUTS,2010,ES42,2,1537.0
2005,NUTS,2010,ES42,2,1627.0
2006,NUTS,2010,ES42,2,1697.0
2007,NUTS,2010,ES42,2,1833.0
2008,NUTS,2010,ES42,2,1957.0
2009,NUTS,2010,ES42,2,1992.0
2010,NUTS,2010,ES42,2,2029.0
2011,NUTS,2010,ES42,2,1902.0
2012,NUTS,2010,ES42,2,1665.0
2013,NUTS,2010,ES42,2,777.0
2014,NUTS,2010,ES42,2,803.0
2015,NUTS,2010,ES42,2,910.0
2017,NUTS,2010,ES42,2,956.0
2000,NUTS,2010,ES43,2,741.0
2002,NUTS,2010,ES43,2,677.0
2003,NUTS,2010,ES43,2,746.0
2004,NUTS,2010,ES43,2,785.0
2005,NUTS,2010,ES43,2,822.0
2006,NUTS,2010,ES43,2,873.0
2007,NUTS,2010,ES43,2,884.0
2008,NUTS,2010,ES43,2,953.0
2009,NUTS,2010,ES43,2,962.0
2010,NUTS,2010,ES43,2,1010.0
2011,NUTS,2010,ES43,2,917.0
2013,NUTS,2010,ES43,2,913.0
2014,NUTS,2010,ES43,2,885.0
2015,NUTS,2010,ES43,2,855.0
2000,NUTS,2010,ES5,1,11561.0
2002,NUTS,2010,ES5,1,13489.0
2003,NUTS,2010,ES5,1,16594.0
2004,NUTS,2010,ES5,1,16496.0
2005,NUTS,2010,ES5,1,17104.0
2006,NUTS,2010,ES5,1,18492.0
2007,NUTS,2010,ES5,1,19951.0
2008,NUTS,2010,ES5,1,20653.0
2009,NUTS,2010,ES5,1,21368.0
2010,NUTS,2010,ES5,1,22557.0
2011,NUTS,2010,ES5,1,22305.0
2012,NUTS,2010,ES5,1,21990.0
2013,NUTS,2010,ES5,1,21246.0
2014,NUTS,2010,ES5,1,21795.0
2015,NUTS,2010,ES5,1,21918.0
2016,NUTS,2010,ES5,1,22448.0
2017,NUTS,2010,ES5,1,22984.0
2018,NUTS,2010,ES5,1,23307.0
2000,NUTS,2010,ES51,2,6833.0
2002,NUTS,2010,ES51,2,7230.0
2003,NUTS,2010,ES51,2,9781.0
2004,NUTS,2010,ES51,2,9642.0
2005,NUTS,2010,ES51,2,10002.0
2006,NUTS,2010,ES51,2,11253.0
2007,NUTS,2010,ES51,2,11909.0
2008,NUTS,2010,ES51,2,12212.0
2009,NUTS,2010,ES51,2,12716.0
2010,NUTS,2010,ES51,2,13567.0
2011,NUTS,2010,ES51,2,13253.0
2012,NUTS,2010,ES51,2,13056.0
2013,NUTS,2010,ES51,2,12738.0
2014,NUTS,2010,ES51,2,12486.0
2015,NUTS,2010,ES51,2,12438.0
2016,NUTS,2010,ES51,2,12810.0
2017,NUTS,2010,ES51,2,13045.0
2018,NUTS,2010,ES51,2,13287.0
2019,NUTS,2010,ES51,2,13829.0
2000,NUTS,2010,ES52,2,4471.0
2002,NUTS,2010,ES52,2,5970.0
2003,NUTS,2010,ES52,2,6453.0
2004,NUTS,2010,ES52,2,6447.0
2005,NUTS,2010,ES52,2,6645.0
2006,NUTS,2010,ES52,2,6749.0
2007,NUTS,2010,ES52,2,7336.0
2008,NUTS,2010,ES52,2,7684.0
2009,NUTS,2010,ES52,2,7815.0
2010,NUTS,2010,ES52,2,8078.0
2011,NUTS,2010,ES52,2,8121.0
2012,NUTS,2010,ES52,2,7980.0
2013,NUTS,2010,ES52,2,7592.0
2014,NUTS,2010,ES52,2,8371.0
2015,NUTS,2010,ES52,2,8487.0
2016,NUTS,2010,ES52,2,8699.0
2017,NUTS,2010,ES52,2,9028.0
2018,NUTS,2010,ES52,2,9055.0
2019,NUTS,2010,ES52,2,9594.0
2000,NUTS,2010,ES53,2,257.0
2002,NUTS,2010,ES53,2,289.0
2003,NUTS,2010,ES53,2,360.0
2004,NUTS,2010,ES53,2,407.0
2005,NUTS,2010,ES53,2,457.0
2006,NUTS,2010,ES53,2,490.0
2007,NUTS,2010,ES53,2,706.0
2008,NUTS,2010,ES53,2,757.0
2009,NUTS,2010,ES53,2,837.0
2010,NUTS,2010,ES53,2,912.0
2011,NUTS,2010,ES53,2,931.0
2012,NUTS,2010,ES53,2,954.0
2013,NUTS,2010,ES53,2,916.0
2014,NUTS,2010,ES53,2,938.0
2015,NUTS,2010,ES53,2,993.0
2016,NUTS,2010,ES53,2,939.0
2017,NUTS,2010,ES53,2,911.0
2018,NUTS,2010,ES53,2,965.0
2000,NUTS,2010,ES6,1,6692.0
2002,NUTS,2010,ES6,1,7317.0
2003,NUTS,2010,ES6,1,8026.0
2004,NUTS,2010,ES6,1,8221.0
2005,NUTS,2010,ES6,1,9313.0
2006,NUTS,2010,ES6,1,10708.0
2007,NUTS,2010,ES6,1,10926.0
2008,NUTS,2010,ES6,1,11549.0
2009,NUTS,2010,ES6,1,11810.0
2010,NUTS,2010,ES6,1,12341.0
2011,NUTS,2010,ES6,1,12376.0
2012,NUTS,2010,ES6,1,11993.0
2013,NUTS,2010,ES6,1,11786.0
2014,NUTS,2010,ES6,1,11643.0
2015,NUTS,2010,ES6,1,12031.0
2016,NUTS,2010,ES6,1,12276.0
2017,NUTS,2010,ES6,1,13026.0
2018,NUTS,2010,ES6,1,13271.0
2019,NUTS,2010,ES6,1,13460.0
2000,NUTS,2010,ES61,2,5720.0
2002,NUTS,2010,ES61,2,6358.0
2003,NUTS,2010,ES61,2,6456.0
2004,NUTS,2010,ES61,2,6591.0
2005,NUTS,2010,ES61,2,7563.0
2006,NUTS,2010,ES61,2,9261.0
2007,NUTS,2010,ES61,2,9305.0
2008,NUTS,2010,ES61,2,9777.0
2009,NUTS,2010,ES61,2,10040.0
2010,NUTS,2010,ES61,2,10469.0
2011,NUTS,2010,ES61,2,10445.0
2012,NUTS,2010,ES61,2,10081.0
2013,NUTS,2010,ES61,2,9831.0
2014,NUTS,2010,ES61,2,9668.0
2015,NUTS,2010,ES61,2,9944.0
2016,NUTS,2010,ES61,2,10059.0
2017,NUTS,2010,ES61,2,10664.0
2018,NUTS,2010,ES61,2,10837.0
2019,NUTS,2010,ES61,2,10900.0
2000,NUTS,2010,ES62,2,972.0
2002,NUTS,2010,ES62,2,959.0
2003,NUTS,2010,ES62,2,1516.0
2004,NUTS,2010,ES62,2,1577.0
2005,NUTS,2010,ES62,2,1694.0
2006,NUTS,2010,ES62,2,1381.0
2007,NUTS,2010,ES62,2,1551.0
2008,NUTS,2010,ES62,2,1690.0
2009,NUTS,2010,ES62,2,1735.0
2010,NUTS,2010,ES62,2,1830.0
2011,NUTS,2010,ES62,2,1892.0
2012,NUTS,2010,ES62,2,1875.0
2013,NUTS,2010,ES62,2,1919.0
2014,NUTS,2010,ES62,2,1924.0
2015,NUTS,2010,ES62,2,2036.0
2016,NUTS,2010,ES62,2,2157.0
2018,NUTS,2010,ES62,2,2317.0
2019,NUTS,2010,ES62,2,2446.0
2002,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,54.0
2004,NUTS,2010,ES63,2,27.0
2005,NUTS,2010,ES63,2,29.0
2006,NUTS,2010,ES63,2,22.0
2007,NUTS,2010,ES63,2,23.0
2008,NUTS,2010,ES63,2,27.0
2009,NUTS,2010,ES63,2,12.0
2010,NUTS,2010,ES63,2,15.0
2011,NUTS,2010,ES63,2,13.0
2002,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,26.0
2005,NUTS,2010,ES64,2,27.0
2006,NUTS,2010,ES64,2,44.0
2007,NUTS,2010,ES64,2,47.0
2008,NUTS,2010,ES64,2,55.0
2009,NUTS,2010,ES64,2,23.0
2010,NUTS,2010,ES64,2,27.0
2011,NUTS,2010,ES64,2,26.0
2000,NUTS,2010,ES7,1,1265.0
2002,NUTS,2010,ES7,1,1744.0
2003,NUTS,2010,ES7,1,1727.0
2004,NUTS,2010,ES7,1,1878.0
2005,NUTS,2010,ES7,1,1861.0
2006,NUTS,2010,ES7,1,1776.0
2007,NUTS,2010,ES7,1,1796.0
2008,NUTS,2010,ES7,1,1488.0
2009,NUTS,2010,ES7,1,1426.0
2010,NUTS,2010,ES7,1,1427.0
2011,NUTS,2010,ES7,1,1598.0
2012,NUTS,2010,ES7,1,1515.0
2013,NUTS,2010,ES7,1,1499.0
2014,NUTS,2010,ES7,1,1441.0
2015,NUTS,2010,ES7,1,1445.0
2016,NUTS,2010,ES7,1,1564.0
2017,NUTS,2010,ES7,1,1614.0
2018,NUTS,2010,ES7,1,1680.0
2000,NUTS,2010,ES70,2,1265.0
2002,NUTS,2010,ES70,2,1744.0
2003,NUTS,2010,ES70,2,1727.0
2004,NUTS,2010,ES70,2,1878.0
2005,NUTS,2010,ES70,2,1861.0
2006,NUTS,2010,ES70,2,1776.0
2007,NUTS,2010,ES70,2,1796.0
2008,NUTS,2010,ES70,2,1488.0
2009,NUTS,2010,ES70,2,1426.0
2010,NUTS,2010,ES70,2,1427.0
2011,NUTS,2010,ES70,2,1598.0
2012,NUTS,2010,ES70,2,1515.0
2013,NUTS,2010,ES70,2,1499.0
2014,NUTS,2010,ES70,2,1441.0
2015,NUTS,2010,ES70,2,1445.0
2016,NUTS,2010,ES70,2,1564.0
2017,NUTS,2010,ES70,2,1614.0
2018,NUTS,2010,ES70,2,1680.0
2002,NUTS,2010,ESZ,1,0.0
2003,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2002,NUTS,2010,ESZZ,2,0.0
2003,NUTS,2010,ESZZ,2,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2003,NUTS,2010,EU27_2020,7,457714.0
