year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_hc_rse_f
2012,NUTS,2010,HR03,2,1243.0
2013,NUTS,2010,HR03,2,1251.0
2014,NUTS,2010,HR03,2,1292.0
2015,NUTS,2010,HR03,2,1258.0
2016,NUTS,2010,HR03,2,1333.0
2017,NUTS,2010,HR03,2,1510.0
2018,NUTS,2010,HR03,2,1546.0
2019,NUTS,2010,HR03,2,1769.0
2020,NUTS,2010,HR03,2,1835.0
2011,NUTS,2010,HR04,2,2125.0
2012,NUTS,2010,HR04,2,2121.0
2013,NUTS,2010,HR04,2,2154.0
2014,NUTS,2010,HR04,2,2105.0
2015,NUTS,2010,HR04,2,2324.0
2016,NUTS,2010,HR04,2,2787.0
2017,NUTS,2010,HR04,2,2964.0
2018,NUTS,2010,HR04,2,3011.0
2019,NUTS,2010,HR04,2,3322.0
2020,NUTS,2010,HR05,2,2668.0
2020,NUTS,2010,HR06,2,149.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,6267.0
2012,NUTS,2010,HU,0,6251.0
2013,NUTS,2010,HU,0,6195.0
2014,NUTS,2010,HU,0,6204.0
2015,NUTS,2010,HU,0,6170.0
2016,NUTS,2010,HU,0,6398.0
2017,NUTS,2010,HU,0,6952.0
2018,NUTS,2010,HU,0,8417.0
2019,NUTS,2010,HU,0,9574.0
2011,NUTS,2010,HU1,1,2777.0
2012,NUTS,2010,HU1,1,2783.0
2013,NUTS,2010,HU1,1,2804.0
2014,NUTS,2010,HU1,1,2825.0
2015,NUTS,2010,HU1,1,2836.0
2016,NUTS,2010,HU1,1,2972.0
2017,NUTS,2010,HU1,1,3307.0
2018,NUTS,2010,HU1,1,4236.0
2019,NUTS,2010,HU1,1,4528.0
2011,NUTS,2010,HU10,2,2777.0
2012,NUTS,2010,HU10,2,2783.0
2013,NUTS,2010,HU10,2,2804.0
2014,NUTS,2010,HU10,2,2825.0
2015,NUTS,2010,HU10,2,2836.0
2016,NUTS,2010,HU10,2,2972.0
2017,NUTS,2010,HU11,2,2969.0
2018,NUTS,2010,HU11,2,3845.0
2019,NUTS,2010,HU11,2,4255.0
2017,NUTS,2010,HU12,2,338.0
2018,NUTS,2010,HU12,2,391.0
2019,NUTS,2010,HU12,2,273.0
2011,NUTS,2010,HU2,1,1274.0
2012,NUTS,2010,HU2,1,1306.0
2013,NUTS,2010,HU2,1,1121.0
2014,NUTS,2010,HU2,1,1145.0
2015,NUTS,2010,HU2,1,1128.0
2016,NUTS,2010,HU2,1,1171.0
2017,NUTS,2010,HU2,1,1294.0
2018,NUTS,2010,HU2,1,1546.0
2019,NUTS,2010,HU2,1,1802.0
2011,NUTS,2010,HU21,2,249.0
2012,NUTS,2010,HU21,2,267.0
2013,NUTS,2010,HU21,2,236.0
2014,NUTS,2010,HU21,2,245.0
2015,NUTS,2010,HU21,2,236.0
2016,NUTS,2010,HU21,2,244.0
2017,NUTS,2010,HU21,2,240.0
2018,NUTS,2010,HU21,2,273.0
2019,NUTS,2010,HU21,2,242.0
2011,NUTS,2010,HU22,2,417.0
2012,NUTS,2010,HU22,2,374.0
2013,NUTS,2010,HU22,2,382.0
2014,NUTS,2010,HU22,2,344.0
2015,NUTS,2010,HU22,2,330.0
2016,NUTS,2010,HU22,2,315.0
2017,NUTS,2010,HU22,2,328.0
2018,NUTS,2010,HU22,2,373.0
2019,NUTS,2010,HU22,2,483.0
2011,NUTS,2010,HU23,2,608.0
2012,NUTS,2010,HU23,2,665.0
2013,NUTS,2010,HU23,2,503.0
2014,NUTS,2010,HU23,2,556.0
2015,NUTS,2010,HU23,2,562.0
2016,NUTS,2010,HU23,2,612.0
2017,NUTS,2010,HU23,2,726.0
2018,NUTS,2010,HU23,2,900.0
2019,NUTS,2010,HU23,2,1077.0
2011,NUTS,2010,HU3,1,2216.0
2012,NUTS,2010,HU3,1,2162.0
2013,NUTS,2010,HU3,1,2270.0
2014,NUTS,2010,HU3,1,2234.0
2015,NUTS,2010,HU3,1,2206.0
2016,NUTS,2010,HU3,1,2255.0
2017,NUTS,2010,HU3,1,2351.0
2018,NUTS,2010,HU3,1,2635.0
2019,NUTS,2010,HU3,1,3244.0
2011,NUTS,2010,HU31,2,405.0
2012,NUTS,2010,HU31,2,395.0
2013,NUTS,2010,HU31,2,373.0
2014,NUTS,2010,HU31,2,366.0
2015,NUTS,2010,HU31,2,402.0
2016,NUTS,2010,HU31,2,374.0
2017,NUTS,2010,HU31,2,403.0
2018,NUTS,2010,HU31,2,442.0
2019,NUTS,2010,HU31,2,503.0
2011,NUTS,2010,HU32,2,847.0
2012,NUTS,2010,HU32,2,866.0
2013,NUTS,2010,HU32,2,895.0
2014,NUTS,2010,HU32,2,878.0
2015,NUTS,2010,HU32,2,821.0
2016,NUTS,2010,HU32,2,864.0
2017,NUTS,2010,HU32,2,926.0
2018,NUTS,2010,HU32,2,1087.0
2019,NUTS,2010,HU32,2,1340.0
2011,NUTS,2010,HU33,2,964.0
2012,NUTS,2010,HU33,2,901.0
2013,NUTS,2010,HU33,2,1002.0
2014,NUTS,2010,HU33,2,990.0
2015,NUTS,2010,HU33,2,983.0
2016,NUTS,2010,HU33,2,1017.0
2017,NUTS,2010,HU33,2,1022.0
2018,NUTS,2010,HU33,2,1106.0
2019,NUTS,2010,HU33,2,1401.0
2011,NUTS,2010,IE,0,4714.0
2012,NUTS,2010,IE,0,7735.0
2013,NUTS,2010,IE,0,8005.0
2014,NUTS,2010,IE,0,8276.0
2015,NUTS,2010,IE,0,7167.0
2016,NUTS,2010,IE,0,6058.0
2017,NUTS,2010,IE,0,8354.0
2019,NUTS,2010,IE,0,9235.0
2011,NUTS,2010,IE0,1,4714.0
2012,NUTS,2010,IE0,1,4820.0
2013,NUTS,2010,IE0,1,4905.0
2014,NUTS,2010,IE0,1,7663.0
2015,NUTS,2010,IE0,1,8251.0
2017,NUTS,2010,IE0,1,8354.0
2011,NUTS,2010,IE01,2,660.0
2012,NUTS,2010,IE01,2,675.0
2013,NUTS,2010,IE01,2,687.0
2014,NUTS,2010,IE01,2,1073.0
2015,NUTS,2010,IE01,2,691.0
2017,NUTS,2010,IE01,2,1539.0
2011,NUTS,2010,IE02,2,4054.0
2012,NUTS,2010,IE02,2,4145.0
2013,NUTS,2010,IE02,2,4219.0
2014,NUTS,2010,IE02,2,6590.0
2015,NUTS,2010,IE02,2,7560.0
2017,NUTS,2010,IE02,2,6815.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2014,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2014,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,619.0
2013,NUTS,2010,IS,0,976.0
2015,NUTS,2010,IS,0,1078.0
2016,NUTS,2010,IS,0,1236.0
2017,NUTS,2010,IS,0,1155.0
2018,NUTS,2010,IS,0,1155.0
2011,NUTS,2010,IT,0,29268.0
2012,NUTS,2010,IT,0,30591.0
2013,NUTS,2010,IT,0,31325.0
2014,NUTS,2010,IT,0,31949.0
2015,NUTS,2010,IT,0,31198.0
2016,NUTS,2010,IT,0,31938.0
2017,NUTS,2010,IT,0,32014.0
2018,NUTS,2010,IT,0,32187.0
2019,NUTS,2010,IT,0,33515.0
2011,NUTS,2010,ITC,1,7437.0
2012,NUTS,2010,ITC,1,7653.0
2013,NUTS,2010,ITC,1,7865.0
2014,NUTS,2010,ITC,1,7884.0
2015,NUTS,2010,ITC,1,7830.0
2016,NUTS,2010,ITC,1,8163.0
2017,NUTS,2010,ITC,1,8390.0
2018,NUTS,2010,ITC,1,8305.0
2019,NUTS,2010,ITC,1,8549.0
2011,NUTS,2010,ITC1,2,1803.0
2012,NUTS,2010,ITC1,2,1840.0
2013,NUTS,2010,ITC1,2,1997.0
2014,NUTS,2010,ITC1,2,1886.0
2015,NUTS,2010,ITC1,2,2186.0
2016,NUTS,2010,ITC1,2,2008.0
2017,NUTS,2010,ITC1,2,2021.0
2018,NUTS,2010,ITC1,2,1993.0
2019,NUTS,2010,ITC1,2,2033.0
2011,NUTS,2010,ITC2,2,13.0
2012,NUTS,2010,ITC2,2,12.0
2013,NUTS,2010,ITC2,2,28.0
2014,NUTS,2010,ITC2,2,34.0
2015,NUTS,2010,ITC2,2,24.0
2016,NUTS,2010,ITC2,2,23.0
2017,NUTS,2010,ITC2,2,31.0
2018,NUTS,2010,ITC2,2,24.0
2019,NUTS,2010,ITC2,2,24.0
2011,NUTS,2010,ITC3,2,794.0
2012,NUTS,2010,ITC3,2,850.0
2013,NUTS,2010,ITC3,2,857.0
2014,NUTS,2010,ITC3,2,823.0
2015,NUTS,2010,ITC3,2,972.0
2016,NUTS,2010,ITC3,2,827.0
2017,NUTS,2010,ITC3,2,855.0
2018,NUTS,2010,ITC3,2,749.0
2019,NUTS,2010,ITC3,2,820.0
2011,NUTS,2010,ITC4,2,4827.0
2012,NUTS,2010,ITC4,2,4951.0
2013,NUTS,2010,ITC4,2,4983.0
2014,NUTS,2010,ITC4,2,5141.0
2015,NUTS,2010,ITC4,2,4648.0
2016,NUTS,2010,ITC4,2,5305.0
2017,NUTS,2010,ITC4,2,5483.0
2018,NUTS,2010,ITC4,2,5539.0
2019,NUTS,2010,ITC4,2,5672.0
2011,NUTS,2010,ITF,1,5308.0
2012,NUTS,2010,ITF,1,5581.0
2013,NUTS,2010,ITF,1,5768.0
2014,NUTS,2010,ITF,1,5932.0
2015,NUTS,2010,ITF,1,5933.0
2016,NUTS,2010,ITF,1,6059.0
2017,NUTS,2010,ITF,1,6062.0
2018,NUTS,2010,ITF,1,5920.0
2019,NUTS,2010,ITF,1,6203.0
2011,NUTS,2010,ITF1,2,617.0
2012,NUTS,2010,ITF1,2,654.0
2013,NUTS,2010,ITF1,2,734.0
2014,NUTS,2010,ITF1,2,731.0
2015,NUTS,2010,ITF1,2,789.0
2016,NUTS,2010,ITF1,2,812.0
2017,NUTS,2010,ITF1,2,889.0
2018,NUTS,2010,ITF1,2,764.0
2019,NUTS,2010,ITF1,2,800.0
2015,NUTS,2010,ITF2,2,159.0
2016,NUTS,2010,ITF2,2,138.0
2017,NUTS,2010,ITF2,2,138.0
2018,NUTS,2010,ITF2,2,129.0
2019,NUTS,2010,ITF2,2,121.0
2011,NUTS,2010,ITF3,2,2254.0
2012,NUTS,2010,ITF3,2,2398.0
2013,NUTS,2010,ITF3,2,2624.0
2014,NUTS,2010,ITF3,2,2732.0
2015,NUTS,2010,ITF3,2,2622.0
2016,NUTS,2010,ITF3,2,2855.0
2017,NUTS,2010,ITF3,2,2826.0
2018,NUTS,2010,ITF3,2,2737.0
2019,NUTS,2010,ITF3,2,2941.0
2011,NUTS,2010,ITF4,2,1652.0
2012,NUTS,2010,ITF4,2,1682.0
2013,NUTS,2010,ITF4,2,1425.0
2014,NUTS,2010,ITF4,2,1434.0
2015,NUTS,2010,ITF4,2,1501.0
2016,NUTS,2010,ITF4,2,1480.0
2017,NUTS,2010,ITF4,2,1468.0
2018,NUTS,2010,ITF4,2,1427.0
2019,NUTS,2010,ITF4,2,1465.0
2012,NUTS,2010,ITF5,2,186.0
2013,NUTS,2010,ITF5,2,141.0
2015,NUTS,2010,ITF5,2,153.0
2016,NUTS,2010,ITF5,2,132.0
2017,NUTS,2010,ITF5,2,136.0
2018,NUTS,2010,ITF5,2,135.0
2019,NUTS,2010,ITF5,2,157.0
2011,NUTS,2010,ITF6,2,478.0
2015,NUTS,2010,ITF6,2,709.0
2016,NUTS,2010,ITF6,2,642.0
2017,NUTS,2010,ITF6,2,605.0
2018,NUTS,2010,ITF6,2,728.0
2019,NUTS,2010,ITF6,2,719.0
2011,NUTS,2010,ITG,1,2900.0
2012,NUTS,2010,ITG,1,3061.0
2013,NUTS,2010,ITG,1,3037.0
2014,NUTS,2010,ITG,1,3154.0
2015,NUTS,2010,ITG,1,3125.0
2016,NUTS,2010,ITG,1,2615.0
2017,NUTS,2010,ITG,1,2518.0
2018,NUTS,2010,ITG,1,2482.0
2019,NUTS,2010,ITG,1,2581.0
2011,NUTS,2010,ITG1,2,1858.0
2012,NUTS,2010,ITG1,2,1909.0
2013,NUTS,2010,ITG1,2,1964.0
2014,NUTS,2010,ITG1,2,2033.0
2015,NUTS,2010,ITG1,2,2001.0
2016,NUTS,2010,ITG1,2,1818.0
2017,NUTS,2010,ITG1,2,1716.0
2018,NUTS,2010,ITG1,2,1707.0
2019,NUTS,2010,ITG1,2,1788.0
2011,NUTS,2010,ITG2,2,1042.0
2012,NUTS,2010,ITG2,2,1152.0
2013,NUTS,2010,ITG2,2,1073.0
2014,NUTS,2010,ITG2,2,1121.0
2015,NUTS,2010,ITG2,2,1124.0
2016,NUTS,2010,ITG2,2,797.0
2017,NUTS,2010,ITG2,2,802.0
2018,NUTS,2010,ITG2,2,775.0
2019,NUTS,2010,ITG2,2,793.0
2011,NUTS,2010,ITH,1,6096.0
2012,NUTS,2010,ITH,1,6434.0
2013,NUTS,2010,ITH,1,6719.0
2014,NUTS,2010,ITH,1,6913.0
2015,NUTS,2010,ITH,1,6314.0
2016,NUTS,2010,ITH,1,6872.0
2017,NUTS,2010,ITH,1,7042.0
2018,NUTS,2010,ITH,1,7365.0
2019,NUTS,2010,ITH,1,7681.0
2011,NUTS,2010,ITH1,2,9.0
2012,NUTS,2010,ITH1,2,16.0
2013,NUTS,2010,ITH1,2,54.0
2014,NUTS,2010,ITH1,2,79.0
2015,NUTS,2010,ITH1,2,67.0
2016,NUTS,2010,ITH1,2,106.0
2017,NUTS,2010,ITH1,2,131.0
2018,NUTS,2010,ITH1,2,148.0
2019,NUTS,2010,ITH1,2,180.0
2011,NUTS,2010,ITH2,2,212.0
2012,NUTS,2010,ITH2,2,254.0
2013,NUTS,2010,ITH2,2,305.0
2014,NUTS,2010,ITH2,2,322.0
2015,NUTS,2010,ITH2,2,324.0
2016,NUTS,2010,ITH2,2,362.0
2017,NUTS,2010,ITH2,2,356.0
2018,NUTS,2010,ITH2,2,408.0
2019,NUTS,2010,ITH2,2,425.0
2011,NUTS,2010,ITH3,2,2077.0
2012,NUTS,2010,ITH3,2,2193.0
2013,NUTS,2010,ITH3,2,2314.0
2014,NUTS,2010,ITH3,2,2388.0
2015,NUTS,2010,ITH3,2,2374.0
2016,NUTS,2010,ITH3,2,2365.0
2017,NUTS,2010,ITH3,2,2445.0
2018,NUTS,2010,ITH3,2,2597.0
2019,NUTS,2010,ITH3,2,2709.0
2011,NUTS,2010,ITH4,2,729.0
2012,NUTS,2010,ITH4,2,770.0
2013,NUTS,2010,ITH4,2,729.0
2014,NUTS,2010,ITH4,2,763.0
2015,NUTS,2010,ITH4,2,771.0
2016,NUTS,2010,ITH4,2,738.0
2017,NUTS,2010,ITH4,2,765.0
2018,NUTS,2010,ITH4,2,809.0
2019,NUTS,2010,ITH4,2,787.0
2011,NUTS,2010,ITH5,2,3069.0
2012,NUTS,2010,ITH5,2,3201.0
2013,NUTS,2010,ITH5,2,3317.0
2014,NUTS,2010,ITH5,2,3361.0
2015,NUTS,2010,ITH5,2,2778.0
2016,NUTS,2010,ITH5,2,3301.0
2017,NUTS,2010,ITH5,2,3345.0
2018,NUTS,2010,ITH5,2,3403.0
2019,NUTS,2010,ITH5,2,3580.0
2011,NUTS,2010,ITI,1,7527.0
2012,NUTS,2010,ITI,1,7862.0
2013,NUTS,2010,ITI,1,7936.0
2014,NUTS,2010,ITI,1,8066.0
2015,NUTS,2010,ITI,1,7996.0
2016,NUTS,2010,ITI,1,8229.0
2017,NUTS,2010,ITI,1,8002.0
2018,NUTS,2010,ITI,1,8115.0
2019,NUTS,2010,ITI,1,8501.0
2011,NUTS,2010,ITI1,2,2911.0
2012,NUTS,2010,ITI1,2,3048.0
2013,NUTS,2010,ITI1,2,2720.0
2014,NUTS,2010,ITI1,2,2640.0
2015,NUTS,2010,ITI1,2,2683.0
2016,NUTS,2010,ITI1,2,2606.0
2017,NUTS,2010,ITI1,2,2615.0
2018,NUTS,2010,ITI1,2,2811.0
2019,NUTS,2010,ITI1,2,2845.0
2011,NUTS,2010,ITI2,2,696.0
2012,NUTS,2010,ITI2,2,715.0
2013,NUTS,2010,ITI2,2,643.0
2014,NUTS,2010,ITI2,2,658.0
2015,NUTS,2010,ITI2,2,695.0
2016,NUTS,2010,ITI2,2,655.0
2017,NUTS,2010,ITI2,2,629.0
2018,NUTS,2010,ITI2,2,691.0
2019,NUTS,2010,ITI2,2,645.0
2011,NUTS,2010,ITI3,2,640.0
2012,NUTS,2010,ITI3,2,647.0
2013,NUTS,2010,ITI3,2,744.0
2014,NUTS,2010,ITI3,2,768.0
2015,NUTS,2010,ITI3,2,786.0
2016,NUTS,2010,ITI3,2,837.0
2017,NUTS,2010,ITI3,2,913.0
2018,NUTS,2010,ITI3,2,878.0
2019,NUTS,2010,ITI3,2,874.0
2011,NUTS,2010,ITI4,2,3280.0
2012,NUTS,2010,ITI4,2,3452.0
2013,NUTS,2010,ITI4,2,3829.0
2014,NUTS,2010,ITI4,2,4000.0
2015,NUTS,2010,ITI4,2,3832.0
2016,NUTS,2010,ITI4,2,4131.0
2017,NUTS,2010,ITI4,2,3845.0
2018,NUTS,2010,ITI4,2,3735.0
2019,NUTS,2010,ITI4,2,4137.0
2011,NUTS,2010,JP,0,77430.0
2012,NUTS,2010,JP,0,78873.0
2013,NUTS,2010,JP,0,80707.0
2014,NUTS,2010,JP,0,83428.0
2015,NUTS,2010,JP,0,84622.0
2016,NUTS,2010,JP,0,86847.0
2017,NUTS,2010,JP,0,89106.0
2018,NUTS,2010,JP,0,90993.0
2019,NUTS,2010,JP,0,93191.0
2011,NUTS,2010,KR,0,26182.0
2012,NUTS,2010,KR,0,27938.0
2013,NUTS,2010,KR,0,28227.0
2014,NUTS,2010,KR,0,29164.0
2015,NUTS,2010,KR,0,29437.0
2016,NUTS,2010,KR,0,31336.0
2017,NUTS,2010,KR,0,32569.0
2018,NUTS,2010,KR,0,34712.0
2019,NUTS,2010,KR,0,36650.0
2011,NUTS,2010,LT,0,7534.0
2012,NUTS,2010,LT,0,7754.0
2013,NUTS,2010,LT,0,7632.0
2014,NUTS,2010,LT,0,7494.0
2015,NUTS,2010,LT,0,6991.0
2016,NUTS,2010,LT,0,6841.0
2017,NUTS,2010,LT,0,6588.0
2018,NUTS,2010,LT,0,6668.0
2019,NUTS,2010,LT,0,6299.0
2015,NUTS,2010,LT01,2,3410.0
2016,NUTS,2010,LT01,2,3277.0
2017,NUTS,2010,LT01,2,3116.0
2018,NUTS,2010,LT01,2,3140.0
2019,NUTS,2010,LT01,2,2942.0
2015,NUTS,2010,LT02,2,3581.0
2016,NUTS,2010,LT02,2,3564.0
2017,NUTS,2010,LT02,2,3472.0
2018,NUTS,2010,LT02,2,3528.0
2019,NUTS,2010,LT02,2,3357.0
2011,NUTS,2010,LU,0,236.0
2012,NUTS,2010,LU,0,268.0
2013,NUTS,2010,LU,0,317.0
2014,NUTS,2010,LU,0,481.0
2015,NUTS,2010,LU,0,492.0
2017,NUTS,2010,LU,0,502.0
2019,NUTS,2010,LU,0,532.0
2011,NUTS,2010,LV,0,2859.0
2012,NUTS,2010,LV,0,3125.0
2013,NUTS,2010,LV,0,2884.0
2014,NUTS,2010,LV,0,2935.0
2015,NUTS,2010,LV,0,2953.0
2016,NUTS,2010,LV,0,2917.0
2017,NUTS,2010,LV,0,2947.0
2018,NUTS,2010,LV,0,2793.0
2019,NUTS,2010,LV,0,2951.0
2011,NUTS,2010,ME,0,438.0
2013,NUTS,2010,ME,0,450.0
2014,NUTS,2010,ME,0,478.0
2015,NUTS,2010,ME,0,446.0
2017,NUTS,2010,ME,0,408.0
2018,NUTS,2010,ME,0,396.0
2019,NUTS,2010,ME,0,421.0
2011,NUTS,2010,MK,0,749.0
2012,NUTS,2010,MK,0,808.0
2015,NUTS,2010,MK,0,1419.0
2016,NUTS,2010,MK,0,1357.0
2017,NUTS,2010,MK,0,1229.0
2018,NUTS,2010,MK,0,1312.0
2019,NUTS,2010,MK,0,1250.0
2011,NUTS,2010,MT,0,199.0
2012,NUTS,2010,MT,0,240.0
2013,NUTS,2010,MT,0,266.0
2014,NUTS,2010,MT,0,292.0
2015,NUTS,2010,MT,0,286.0
2016,NUTS,2010,MT,0,282.0
2017,NUTS,2010,MT,0,324.0
2018,NUTS,2010,MT,0,338.0
2019,NUTS,2010,MT,0,367.0
2011,NUTS,2010,NL,0,9946.0
2012,NUTS,2010,NL,0,10040.0
2013,NUTS,2010,NL,0,10183.0
2014,NUTS,2010,NL,0,10616.0
2015,NUTS,2010,NL,0,10900.0
2016,NUTS,2010,NL,0,10940.0
2017,NUTS,2010,NL,0,11261.0
2018,NUTS,2010,NL,0,11529.0
2019,NUTS,2010,NL,0,12144.0
2011,NUTS,2010,NL3,1,5709.0
2012,NUTS,2010,NL3,1,5777.0
2011,NUTS,2010,NO,0,9783.0
2012,NUTS,2010,NO,0,10010.0
2013,NUTS,2010,NO,0,10504.0
2014,NUTS,2010,NO,0,11077.0
2015,NUTS,2010,NO,0,11709.0
2016,NUTS,2010,NO,0,12305.0
2017,NUTS,2010,NO,0,13189.0
2018,NUTS,2010,NO,0,13853.0
2019,NUTS,2010,NO,0,14478.0
2011,NUTS,2010,NO0,1,9783.0
2012,NUTS,2010,NO0,1,10010.0
2013,NUTS,2010,NO0,1,10504.0
2014,NUTS,2010,NO0,1,11077.0
2011,NUTS,2010,NO01,2,3668.0
2012,NUTS,2010,NO01,2,3696.0
2013,NUTS,2010,NO01,2,3860.0
2014,NUTS,2010,NO01,2,4155.0
2011,NUTS,2010,NO02,2,285.0
2012,NUTS,2010,NO02,2,278.0
2013,NUTS,2010,NO02,2,322.0
2014,NUTS,2010,NO02,2,343.0
2011,NUTS,2010,NO03,2,547.0
2012,NUTS,2010,NO03,2,577.0
2013,NUTS,2010,NO03,2,592.0
2014,NUTS,2010,NO03,2,606.0
2011,NUTS,2010,NO04,2,655.0
2012,NUTS,2010,NO04,2,700.0
2013,NUTS,2010,NO04,2,746.0
2014,NUTS,2010,NO04,2,799.0
2011,NUTS,2010,NO05,2,1860.0
2012,NUTS,2010,NO05,2,1977.0
2013,NUTS,2010,NO05,2,2015.0
2014,NUTS,2010,NO05,2,2108.0
2011,NUTS,2010,NO06,2,1624.0
2012,NUTS,2010,NO06,2,1585.0
2013,NUTS,2010,NO06,2,1717.0
2014,NUTS,2010,NO06,2,1764.0
2011,NUTS,2010,NO07,2,1144.0
2012,NUTS,2010,NO07,2,1197.0
2013,NUTS,2010,NO07,2,1252.0
2014,NUTS,2010,NO07,2,1302.0
2011,NUTS,2010,PL,0,29590.0
2012,NUTS,2010,PL,0,29385.0
2013,NUTS,2010,PL,0,29757.0
2014,NUTS,2010,PL,0,30633.0
2015,NUTS,2010,PL,0,30792.0
2016,NUTS,2010,PL,0,34552.0
2017,NUTS,2010,PL,0,50658.0
2018,NUTS,2010,PL,0,52139.0
2019,NUTS,2010,PL,0,51222.0
2011,NUTS,2010,PL1,1,6807.0
2012,NUTS,2010,PL1,1,7198.0
2013,NUTS,2010,PL1,1,6911.0
2014,NUTS,2010,PL1,1,7096.0
2015,NUTS,2010,PL1,1,7208.0
2011,NUTS,2010,PL11,2,2253.0
2012,NUTS,2010,PL11,2,2668.0
2013,NUTS,2010,PL11,2,2216.0
2014,NUTS,2010,PL11,2,2218.0
2015,NUTS,2010,PL11,2,2270.0
2011,NUTS,2010,PL12,2,4554.0
2012,NUTS,2010,PL12,2,4530.0
2013,NUTS,2010,PL12,2,4695.0
2014,NUTS,2010,PL12,2,4878.0
2015,NUTS,2010,PL12,2,4938.0
2011,NUTS,2010,PL2,1,6529.0
2012,NUTS,2010,PL2,1,6555.0
2013,NUTS,2010,PL2,1,6663.0
2014,NUTS,2010,PL2,1,7026.0
2015,NUTS,2010,PL2,1,7078.0
2016,NUTS,2010,PL2,1,7986.0
2017,NUTS,2010,PL2,1,11358.0
2018,NUTS,2010,PL2,1,11723.0
2019,NUTS,2010,PL2,1,12967.0
2011,NUTS,2010,PL21,2,3555.0
2012,NUTS,2010,PL21,2,3557.0
2013,NUTS,2010,PL21,2,3691.0
2014,NUTS,2010,PL21,2,3957.0
2015,NUTS,2010,PL21,2,4034.0
2016,NUTS,2010,PL21,2,4576.0
2017,NUTS,2010,PL21,2,7247.0
2018,NUTS,2010,PL21,2,7563.0
2019,NUTS,2010,PL21,2,7155.0
2011,NUTS,2010,PL22,2,2974.0
2012,NUTS,2010,PL22,2,2998.0
2013,NUTS,2010,PL22,2,2972.0
2014,NUTS,2010,PL22,2,3069.0
2015,NUTS,2010,PL22,2,3044.0
2016,NUTS,2010,PL22,2,3410.0
2017,NUTS,2010,PL22,2,4111.0
2018,NUTS,2010,PL22,2,4160.0
2019,NUTS,2010,PL22,2,5812.0
2012,NUTS,2010,PL3,1,4365.0
2013,NUTS,2010,PL3,1,4593.0
2014,NUTS,2010,PL3,1,4695.0
2015,NUTS,2010,PL3,1,4664.0
2011,NUTS,2010,PL31,2,2370.0
2012,NUTS,2010,PL31,2,2476.0
2013,NUTS,2010,PL31,2,2250.0
2014,NUTS,2010,PL31,2,2314.0
2015,NUTS,2010,PL31,2,2255.0
2012,NUTS,2010,PL32,2,791.0
2013,NUTS,2010,PL32,2,855.0
2014,NUTS,2010,PL32,2,877.0
2011,NUTS,2010,PL33,2,488.0
2012,NUTS,2010,PL33,2,99.0
2013,NUTS,2010,PL33,2,455.0
2014,NUTS,2010,PL33,2,458.0
2011,NUTS,2010,PL34,2,985.0
2012,NUTS,2010,PL34,2,999.0
2013,NUTS,2010,PL34,2,1033.0
2014,NUTS,2010,PL34,2,1046.0
2015,NUTS,2010,PL34,2,1074.0
2012,NUTS,2010,PL4,1,4304.0
2013,NUTS,2010,PL4,1,4389.0
2014,NUTS,2010,PL4,1,4638.0
2015,NUTS,2010,PL4,1,4588.0
2016,NUTS,2010,PL4,1,4832.0
2017,NUTS,2010,PL4,1,6860.0
2018,NUTS,2010,PL4,1,6686.0
2019,NUTS,2010,PL4,1,5568.0
2012,NUTS,2010,PL41,2,2650.0
2013,NUTS,2010,PL41,2,2742.0
2014,NUTS,2010,PL41,2,2900.0
2016,NUTS,2010,PL41,2,3118.0
2017,NUTS,2010,PL41,2,4223.0
2018,NUTS,2010,PL41,2,4243.0
2019,NUTS,2010,PL41,2,3544.0
2011,NUTS,2010,PL42,2,1225.0
2012,NUTS,2010,PL42,2,1288.0
2013,NUTS,2010,PL42,2,1284.0
2015,NUTS,2010,PL42,2,1342.0
2016,NUTS,2010,PL42,2,1362.0
2017,NUTS,2010,PL42,2,2127.0
2012,NUTS,2010,PL43,2,366.0
2013,NUTS,2010,PL43,2,363.0
2016,NUTS,2010,PL43,2,352.0
2017,NUTS,2010,PL43,2,510.0
2012,NUTS,2010,PL5,1,2846.0
2013,NUTS,2010,PL5,1,3025.0
2014,NUTS,2010,PL5,1,2878.0
2015,NUTS,2010,PL5,1,2978.0
2016,NUTS,2010,PL5,1,3286.0
2017,NUTS,2010,PL5,1,4837.0
2018,NUTS,2010,PL5,1,4705.0
2019,NUTS,2010,PL5,1,4563.0
2011,NUTS,2010,PL51,2,2462.0
2013,NUTS,2010,PL51,2,2583.0
2014,NUTS,2010,PL51,2,2409.0
2016,NUTS,2010,PL51,2,2852.0
2017,NUTS,2010,PL51,2,4223.0
2018,NUTS,2010,PL51,2,4186.0
2019,NUTS,2010,PL51,2,4066.0
