year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_fte_rse_f
2019,NUTS,2010,HR03,2,991.0
2020,NUTS,2010,HR03,2,1036.0
2011,NUTS,2010,HR04,2,2617.0
2012,NUTS,2010,HR04,2,2588.0
2013,NUTS,2010,HR04,2,2512.0
2014,NUTS,2010,HR04,2,2384.0
2015,NUTS,2010,HR04,2,2451.0
2016,NUTS,2010,HR04,2,2918.0
2017,NUTS,2010,HR04,2,2913.0
2018,NUTS,2010,HR04,2,3034.0
2019,NUTS,2010,HR04,2,3202.0
2020,NUTS,2010,HR05,2,2750.0
2020,NUTS,2010,HR06,2,240.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,6882.0
2012,NUTS,2010,HU,0,6772.0
2013,NUTS,2010,HU,0,6748.0
2014,NUTS,2010,HU,0,6908.0
2015,NUTS,2010,HU,0,6799.0
2016,NUTS,2010,HU,0,6884.0
2017,NUTS,2010,HU,0,7632.0
2018,NUTS,2010,HU,0,9245.0
2019,NUTS,2010,HU,0,10534.0
2011,NUTS,2010,HU1,1,4504.0
2012,NUTS,2010,HU1,1,4369.0
2013,NUTS,2010,HU1,1,4353.0
2014,NUTS,2010,HU1,1,4542.0
2015,NUTS,2010,HU1,1,4499.0
2016,NUTS,2010,HU1,1,4608.0
2017,NUTS,2010,HU1,1,5132.0
2018,NUTS,2010,HU1,1,6113.0
2019,NUTS,2010,HU1,1,6996.0
2011,NUTS,2010,HU10,2,4504.0
2012,NUTS,2010,HU10,2,4369.0
2013,NUTS,2010,HU10,2,4353.0
2014,NUTS,2010,HU10,2,4542.0
2015,NUTS,2010,HU10,2,4499.0
2016,NUTS,2010,HU10,2,4608.0
2017,NUTS,2010,HU11,2,4659.0
2018,NUTS,2010,HU11,2,5492.0
2019,NUTS,2010,HU11,2,6431.0
2017,NUTS,2010,HU12,2,473.0
2018,NUTS,2010,HU12,2,621.0
2019,NUTS,2010,HU12,2,565.0
2011,NUTS,2010,HU2,1,883.0
2012,NUTS,2010,HU2,1,955.0
2013,NUTS,2010,HU2,1,962.0
2014,NUTS,2010,HU2,1,960.0
2015,NUTS,2010,HU2,1,919.0
2016,NUTS,2010,HU2,1,891.0
2017,NUTS,2010,HU2,1,1033.0
2018,NUTS,2010,HU2,1,1300.0
2019,NUTS,2010,HU2,1,1479.0
2011,NUTS,2010,HU21,2,275.0
2012,NUTS,2010,HU21,2,364.0
2013,NUTS,2010,HU21,2,396.0
2014,NUTS,2010,HU21,2,394.0
2015,NUTS,2010,HU21,2,401.0
2016,NUTS,2010,HU21,2,386.0
2017,NUTS,2010,HU21,2,430.0
2018,NUTS,2010,HU21,2,513.0
2019,NUTS,2010,HU21,2,536.0
2011,NUTS,2010,HU22,2,239.0
2012,NUTS,2010,HU22,2,245.0
2013,NUTS,2010,HU22,2,285.0
2014,NUTS,2010,HU22,2,250.0
2015,NUTS,2010,HU22,2,251.0
2016,NUTS,2010,HU22,2,217.0
2017,NUTS,2010,HU22,2,250.0
2018,NUTS,2010,HU22,2,322.0
2019,NUTS,2010,HU22,2,407.0
2011,NUTS,2010,HU23,2,369.0
2012,NUTS,2010,HU23,2,346.0
2013,NUTS,2010,HU23,2,281.0
2014,NUTS,2010,HU23,2,316.0
2015,NUTS,2010,HU23,2,267.0
2016,NUTS,2010,HU23,2,288.0
2017,NUTS,2010,HU23,2,353.0
2018,NUTS,2010,HU23,2,465.0
2019,NUTS,2010,HU23,2,536.0
2011,NUTS,2010,HU3,1,1495.0
2012,NUTS,2010,HU3,1,1448.0
2013,NUTS,2010,HU3,1,1433.0
2014,NUTS,2010,HU3,1,1406.0
2015,NUTS,2010,HU3,1,1381.0
2016,NUTS,2010,HU3,1,1385.0
2017,NUTS,2010,HU3,1,1467.0
2018,NUTS,2010,HU3,1,1832.0
2019,NUTS,2010,HU3,1,2059.0
2011,NUTS,2010,HU31,2,257.0
2012,NUTS,2010,HU31,2,226.0
2013,NUTS,2010,HU31,2,226.0
2014,NUTS,2010,HU31,2,209.0
2015,NUTS,2010,HU31,2,210.0
2016,NUTS,2010,HU31,2,208.0
2017,NUTS,2010,HU31,2,235.0
2018,NUTS,2010,HU31,2,269.0
2019,NUTS,2010,HU31,2,332.0
2011,NUTS,2010,HU32,2,559.0
2012,NUTS,2010,HU32,2,592.0
2013,NUTS,2010,HU32,2,543.0
2014,NUTS,2010,HU32,2,530.0
2015,NUTS,2010,HU32,2,533.0
2016,NUTS,2010,HU32,2,553.0
2017,NUTS,2010,HU32,2,590.0
2018,NUTS,2010,HU32,2,738.0
2019,NUTS,2010,HU32,2,786.0
2011,NUTS,2010,HU33,2,679.0
2012,NUTS,2010,HU33,2,630.0
2013,NUTS,2010,HU33,2,664.0
2014,NUTS,2010,HU33,2,667.0
2015,NUTS,2010,HU33,2,638.0
2016,NUTS,2010,HU33,2,624.0
2017,NUTS,2010,HU33,2,642.0
2018,NUTS,2010,HU33,2,825.0
2019,NUTS,2010,HU33,2,941.0
2011,NUTS,2010,IE,0,4584.0
2012,NUTS,2010,IE,0,5564.0
2013,NUTS,2010,IE,0,8201.0
2015,NUTS,2010,IE,0,7623.0
2017,NUTS,2010,IE,0,9121.0
2019,NUTS,2010,IE,0,8595.0
2011,NUTS,2010,IE0,1,4584.0
2013,NUTS,2010,IE0,1,4932.0
2017,NUTS,2010,IE0,1,8864.0
2013,NUTS,2010,IE01,2,894.0
2017,NUTS,2010,IE01,2,1605.0
2013,NUTS,2010,IE02,2,4038.0
2017,NUTS,2010,IE02,2,7259.0
2011,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,812.0
2011,NUTS,2010,IT,0,37008.0
2012,NUTS,2010,IT,0,39573.0
2013,NUTS,2010,IT,0,42004.0
2014,NUTS,2010,IT,0,42700.0
2015,NUTS,2010,IT,0,45447.0
2016,NUTS,2010,IT,0,47481.0
2017,NUTS,2010,IT,0,48637.0
2018,NUTS,2010,IT,0,51919.0
2019,NUTS,2010,IT,0,55477.0
2011,NUTS,2010,ITC,1,11057.0
2012,NUTS,2010,ITC,1,11860.0
2013,NUTS,2010,ITC,1,12414.0
2014,NUTS,2010,ITC,1,12537.0
2015,NUTS,2010,ITC,1,13910.0
2016,NUTS,2010,ITC,1,14405.0
2017,NUTS,2010,ITC,1,14619.0
2018,NUTS,2010,ITC,1,15504.0
2019,NUTS,2010,ITC,1,16691.0
2011,NUTS,2010,ITC1,2,2537.0
2012,NUTS,2010,ITC1,2,2766.0
2013,NUTS,2010,ITC1,2,3012.0
2014,NUTS,2010,ITC1,2,3034.0
2015,NUTS,2010,ITC1,2,3617.0
2016,NUTS,2010,ITC1,2,3349.0
2017,NUTS,2010,ITC1,2,3468.0
2018,NUTS,2010,ITC1,2,3616.0
2019,NUTS,2010,ITC1,2,3775.0
2011,NUTS,2010,ITC2,2,46.0
2012,NUTS,2010,ITC2,2,46.0
2013,NUTS,2010,ITC2,2,58.0
2014,NUTS,2010,ITC2,2,52.0
2015,NUTS,2010,ITC2,2,52.0
2016,NUTS,2010,ITC2,2,57.0
2017,NUTS,2010,ITC2,2,75.0
2018,NUTS,2010,ITC2,2,53.0
2019,NUTS,2010,ITC2,2,59.0
2011,NUTS,2010,ITC3,2,1027.0
2012,NUTS,2010,ITC3,2,1220.0
2013,NUTS,2010,ITC3,2,1327.0
2014,NUTS,2010,ITC3,2,1273.0
2015,NUTS,2010,ITC3,2,1542.0
2016,NUTS,2010,ITC3,2,1394.0
2017,NUTS,2010,ITC3,2,1399.0
2018,NUTS,2010,ITC3,2,1398.0
2019,NUTS,2010,ITC3,2,1683.0
2011,NUTS,2010,ITC4,2,7447.0
2012,NUTS,2010,ITC4,2,7828.0
2013,NUTS,2010,ITC4,2,8016.0
2014,NUTS,2010,ITC4,2,8180.0
2015,NUTS,2010,ITC4,2,8699.0
2016,NUTS,2010,ITC4,2,9605.0
2017,NUTS,2010,ITC4,2,9677.0
2018,NUTS,2010,ITC4,2,10437.0
2019,NUTS,2010,ITC4,2,11175.0
2011,NUTS,2010,ITF,1,5017.0
2012,NUTS,2010,ITF,1,5577.0
2013,NUTS,2010,ITF,1,5943.0
2014,NUTS,2010,ITF,1,6352.0
2017,NUTS,2010,ITF,1,7092.0
2018,NUTS,2010,ITF,1,7419.0
2019,NUTS,2010,ITF,1,8191.0
2011,NUTS,2010,ITF1,2,564.0
2012,NUTS,2010,ITF1,2,540.0
2013,NUTS,2010,ITF1,2,569.0
2014,NUTS,2010,ITF1,2,551.0
2015,NUTS,2010,ITF1,2,666.0
2016,NUTS,2010,ITF1,2,735.0
2017,NUTS,2010,ITF1,2,822.0
2018,NUTS,2010,ITF1,2,735.0
2019,NUTS,2010,ITF1,2,796.0
2012,NUTS,2010,ITF2,2,87.0
2013,NUTS,2010,ITF2,2,103.0
2014,NUTS,2010,ITF2,2,106.0
2017,NUTS,2010,ITF2,2,193.0
2018,NUTS,2010,ITF2,2,196.0
2019,NUTS,2010,ITF2,2,245.0
2011,NUTS,2010,ITF3,2,2343.0
2012,NUTS,2010,ITF3,2,2836.0
2013,NUTS,2010,ITF3,2,3006.0
2014,NUTS,2010,ITF3,2,3243.0
2015,NUTS,2010,ITF3,2,3418.0
2016,NUTS,2010,ITF3,2,3619.0
2017,NUTS,2010,ITF3,2,3531.0
2018,NUTS,2010,ITF3,2,3727.0
2019,NUTS,2010,ITF3,2,4272.0
2011,NUTS,2010,ITF4,2,1391.0
2012,NUTS,2010,ITF4,2,1407.0
2013,NUTS,2010,ITF4,2,1403.0
2014,NUTS,2010,ITF4,2,1551.0
2015,NUTS,2010,ITF4,2,1642.0
2016,NUTS,2010,ITF4,2,1652.0
2017,NUTS,2010,ITF4,2,1729.0
2018,NUTS,2010,ITF4,2,1798.0
2019,NUTS,2010,ITF4,2,1906.0
2012,NUTS,2010,ITF5,2,228.0
2013,NUTS,2010,ITF5,2,215.0
2014,NUTS,2010,ITF5,2,225.0
2015,NUTS,2010,ITF5,2,244.0
2017,NUTS,2010,ITF5,2,228.0
2018,NUTS,2010,ITF5,2,233.0
2019,NUTS,2010,ITF5,2,264.0
2011,NUTS,2010,ITF6,2,409.0
2012,NUTS,2010,ITF6,2,479.0
2013,NUTS,2010,ITF6,2,648.0
2014,NUTS,2010,ITF6,2,676.0
2015,NUTS,2010,ITF6,2,681.0
2016,NUTS,2010,ITF6,2,622.0
2017,NUTS,2010,ITF6,2,589.0
2018,NUTS,2010,ITF6,2,730.0
2019,NUTS,2010,ITF6,2,709.0
2011,NUTS,2010,ITG,1,2432.0
2012,NUTS,2010,ITG,1,2685.0
2013,NUTS,2010,ITG,1,2883.0
2014,NUTS,2010,ITG,1,3115.0
2015,NUTS,2010,ITG,1,3121.0
2016,NUTS,2010,ITG,1,2681.0
2017,NUTS,2010,ITG,1,2683.0
2018,NUTS,2010,ITG,1,2789.0
2019,NUTS,2010,ITG,1,3007.0
2011,NUTS,2010,ITG1,2,1591.0
2012,NUTS,2010,ITG1,2,1728.0
2013,NUTS,2010,ITG1,2,1911.0
2014,NUTS,2010,ITG1,2,2071.0
2015,NUTS,2010,ITG1,2,2010.0
2016,NUTS,2010,ITG1,2,1886.0
2017,NUTS,2010,ITG1,2,1872.0
2018,NUTS,2010,ITG1,2,1985.0
2019,NUTS,2010,ITG1,2,2154.0
2011,NUTS,2010,ITG2,2,842.0
2012,NUTS,2010,ITG2,2,957.0
2013,NUTS,2010,ITG2,2,972.0
2014,NUTS,2010,ITG2,2,1045.0
2015,NUTS,2010,ITG2,2,1111.0
2016,NUTS,2010,ITG2,2,795.0
2017,NUTS,2010,ITG2,2,811.0
2018,NUTS,2010,ITG2,2,804.0
2019,NUTS,2010,ITG2,2,853.0
2011,NUTS,2010,ITH,1,7875.0
2012,NUTS,2010,ITH,1,8316.0
2013,NUTS,2010,ITH,1,9084.0
2014,NUTS,2010,ITH,1,9234.0
2015,NUTS,2010,ITH,1,9170.0
2016,NUTS,2010,ITH,1,10237.0
2017,NUTS,2010,ITH,1,10881.0
2018,NUTS,2010,ITH,1,11794.0
2019,NUTS,2010,ITH,1,12230.0
2011,NUTS,2010,ITH1,2,196.0
2012,NUTS,2010,ITH1,2,183.0
2013,NUTS,2010,ITH1,2,220.0
2014,NUTS,2010,ITH1,2,268.0
2015,NUTS,2010,ITH1,2,258.0
2016,NUTS,2010,ITH1,2,315.0
2017,NUTS,2010,ITH1,2,352.0
2018,NUTS,2010,ITH1,2,394.0
2019,NUTS,2010,ITH1,2,447.0
2011,NUTS,2010,ITH2,2,434.0
2012,NUTS,2010,ITH2,2,483.0
2013,NUTS,2010,ITH2,2,566.0
2014,NUTS,2010,ITH2,2,576.0
2015,NUTS,2010,ITH2,2,597.0
2016,NUTS,2010,ITH2,2,648.0
2017,NUTS,2010,ITH2,2,654.0
2018,NUTS,2010,ITH2,2,718.0
2019,NUTS,2010,ITH2,2,730.0
2011,NUTS,2010,ITH3,2,2561.0
2012,NUTS,2010,ITH3,2,2648.0
2013,NUTS,2010,ITH3,2,2817.0
2014,NUTS,2010,ITH3,2,2885.0
2015,NUTS,2010,ITH3,2,2896.0
2016,NUTS,2010,ITH3,2,3097.0
2017,NUTS,2010,ITH3,2,3315.0
2018,NUTS,2010,ITH3,2,3667.0
2019,NUTS,2010,ITH3,2,3894.0
2011,NUTS,2010,ITH4,2,1036.0
2012,NUTS,2010,ITH4,2,1096.0
2013,NUTS,2010,ITH4,2,1053.0
2014,NUTS,2010,ITH4,2,1136.0
2015,NUTS,2010,ITH4,2,1179.0
2016,NUTS,2010,ITH4,2,1211.0
2017,NUTS,2010,ITH4,2,1289.0
2018,NUTS,2010,ITH4,2,1334.0
2019,NUTS,2010,ITH4,2,1307.0
2011,NUTS,2010,ITH5,2,3648.0
2012,NUTS,2010,ITH5,2,3907.0
2013,NUTS,2010,ITH5,2,4428.0
2014,NUTS,2010,ITH5,2,4369.0
2015,NUTS,2010,ITH5,2,4239.0
2016,NUTS,2010,ITH5,2,4967.0
2017,NUTS,2010,ITH5,2,5272.0
2018,NUTS,2010,ITH5,2,5681.0
2019,NUTS,2010,ITH5,2,5852.0
2011,NUTS,2010,ITI,1,10626.0
2012,NUTS,2010,ITI,1,11135.0
2013,NUTS,2010,ITI,1,11680.0
2014,NUTS,2010,ITI,1,11462.0
2017,NUTS,2010,ITI,1,13362.0
2018,NUTS,2010,ITI,1,14413.0
2019,NUTS,2010,ITI,1,15359.0
2011,NUTS,2010,ITI1,2,3119.0
2012,NUTS,2010,ITI1,2,3412.0
2013,NUTS,2010,ITI1,2,3482.0
2014,NUTS,2010,ITI1,2,3261.0
2015,NUTS,2010,ITI1,2,3655.0
2016,NUTS,2010,ITI1,2,3729.0
2017,NUTS,2010,ITI1,2,3885.0
2018,NUTS,2010,ITI1,2,4505.0
2019,NUTS,2010,ITI1,2,4544.0
2011,NUTS,2010,ITI2,2,519.0
2012,NUTS,2010,ITI2,2,581.0
2013,NUTS,2010,ITI2,2,566.0
2014,NUTS,2010,ITI2,2,587.0
2017,NUTS,2010,ITI2,2,582.0
2018,NUTS,2010,ITI2,2,676.0
2019,NUTS,2010,ITI2,2,695.0
2011,NUTS,2010,ITI3,2,521.0
2012,NUTS,2010,ITI3,2,533.0
2013,NUTS,2010,ITI3,2,622.0
2014,NUTS,2010,ITI3,2,659.0
2015,NUTS,2010,ITI3,2,688.0
2016,NUTS,2010,ITI3,2,804.0
2017,NUTS,2010,ITI3,2,949.0
2018,NUTS,2010,ITI3,2,962.0
2019,NUTS,2010,ITI3,2,978.0
2011,NUTS,2010,ITI4,2,6467.0
2012,NUTS,2010,ITI4,2,6608.0
2013,NUTS,2010,ITI4,2,7010.0
2014,NUTS,2010,ITI4,2,6955.0
2015,NUTS,2010,ITI4,2,7456.0
2016,NUTS,2010,ITI4,2,8016.0
2017,NUTS,2010,ITI4,2,7946.0
2018,NUTS,2010,ITI4,2,8270.0
2019,NUTS,2010,ITI4,2,9142.0
2011,NUTS,2010,LT,0,4099.0
2012,NUTS,2010,LT,0,4026.0
2013,NUTS,2010,LT,0,4140.0
2014,NUTS,2010,LT,0,4221.0
2015,NUTS,2010,LT,0,3828.0
2016,NUTS,2010,LT,0,3987.0
2017,NUTS,2010,LT,0,4033.0
2018,NUTS,2010,LT,0,4046.0
2019,NUTS,2010,LT,0,4320.0
2015,NUTS,2010,LT01,2,2309.0
2016,NUTS,2010,LT01,2,2335.0
2017,NUTS,2010,LT01,2,2328.0
2018,NUTS,2010,LT01,2,2359.0
2019,NUTS,2010,LT01,2,2425.0
2015,NUTS,2010,LT02,2,1519.0
2016,NUTS,2010,LT02,2,1652.0
2017,NUTS,2010,LT02,2,1705.0
2018,NUTS,2010,LT02,2,1687.0
2019,NUTS,2010,LT02,2,1895.0
2011,NUTS,2010,LU,0,648.0
2013,NUTS,2010,LU,0,683.0
2014,NUTS,2010,LU,0,615.0
2015,NUTS,2010,LU,0,724.0
2017,NUTS,2010,LU,0,802.0
2019,NUTS,2010,LU,0,839.0
2011,NUTS,2010,LV,0,2045.0
2012,NUTS,2010,LV,0,1985.0
2013,NUTS,2010,LV,0,1829.0
2015,NUTS,2010,LV,0,1809.0
2016,NUTS,2010,LV,0,1580.0
2017,NUTS,2010,LV,0,1769.0
2018,NUTS,2010,LV,0,1697.0
2019,NUTS,2010,LV,0,1773.0
2011,NUTS,2010,ME,0,198.0
2013,NUTS,2010,ME,0,184.0
2014,NUTS,2010,ME,0,199.0
2015,NUTS,2010,ME,0,240.0
2017,NUTS,2010,ME,0,208.0
2018,NUTS,2010,ME,0,224.0
2019,NUTS,2010,ME,0,241.0
2011,NUTS,2010,MK,0,532.0
2012,NUTS,2010,MK,0,686.0
2015,NUTS,2010,MK,0,905.0
2016,NUTS,2010,MK,0,960.0
2017,NUTS,2010,MK,0,856.0
2018,NUTS,2010,MK,0,936.0
2019,NUTS,2010,MK,0,924.0
2011,NUTS,2010,MT,0,185.0
2012,NUTS,2010,MT,0,234.0
2013,NUTS,2010,MT,0,236.0
2014,NUTS,2010,MT,0,233.0
2015,NUTS,2010,MT,0,218.0
2016,NUTS,2010,MT,0,238.0
2017,NUTS,2010,MT,0,275.0
2018,NUTS,2010,MT,0,275.0
2019,NUTS,2010,MT,0,299.0
2011,NUTS,2010,NL,0,15629.0
2012,NUTS,2010,NL,0,18434.0
2011,NUTS,2010,NL1,1,974.0
2012,NUTS,2010,NL1,1,1147.0
2011,NUTS,2010,NL11,2,769.0
2012,NUTS,2010,NL11,2,855.0
2011,NUTS,2010,NL12,2,96.0
2012,NUTS,2010,NL12,2,166.0
2011,NUTS,2010,NL13,2,110.0
2012,NUTS,2010,NL13,2,127.0
2011,NUTS,2010,NL2,1,2719.0
2012,NUTS,2010,NL2,1,3499.0
2011,NUTS,2010,NL21,2,635.0
2012,NUTS,2010,NL21,2,735.0
2011,NUTS,2010,NL22,2,1917.0
2012,NUTS,2010,NL22,2,2482.0
2011,NUTS,2010,NL23,2,166.0
2012,NUTS,2010,NL23,2,282.0
2011,NUTS,2010,NL3,1,9399.0
2012,NUTS,2010,NL3,1,10597.0
2011,NUTS,2010,NL31,2,1735.0
2012,NUTS,2010,NL31,2,2106.0
2011,NUTS,2010,NL32,2,3978.0
2012,NUTS,2010,NL32,2,4431.0
2011,NUTS,2010,NL33,2,3653.0
2012,NUTS,2010,NL33,2,4013.0
2011,NUTS,2010,NL34,2,33.0
2012,NUTS,2010,NL34,2,46.0
2011,NUTS,2010,NL4,1,2537.0
2012,NUTS,2010,NL4,1,3192.0
2011,NUTS,2010,NL41,2,1631.0
2012,NUTS,2010,NL41,2,2050.0
2011,NUTS,2010,NL42,2,907.0
2012,NUTS,2010,NL42,2,1142.0
2011,NUTS,2010,PL,0,24450.0
2012,NUTS,2010,PL,0,24609.0
2013,NUTS,2010,PL,0,25901.0
2014,NUTS,2010,PL,0,27765.0
2015,NUTS,2010,PL,0,29190.0
2016,NUTS,2010,PL,0,30158.0
2017,NUTS,2010,PL,0,40618.0
2018,NUTS,2010,PL,0,41466.0
2019,NUTS,2010,PL,0,42804.0
2011,NUTS,2010,PL1,1,8268.0
2012,NUTS,2010,PL1,1,8541.0
2013,NUTS,2010,PL1,1,9098.0
2014,NUTS,2010,PL1,1,9631.0
2015,NUTS,2010,PL1,1,9960.0
2011,NUTS,2010,PL11,2,1601.0
2012,NUTS,2010,PL11,2,1917.0
2013,NUTS,2010,PL11,2,1802.0
2014,NUTS,2010,PL11,2,1836.0
2015,NUTS,2010,PL11,2,1881.0
2011,NUTS,2010,PL12,2,6667.0
2012,NUTS,2010,PL12,2,6624.0
2013,NUTS,2010,PL12,2,7296.0
2014,NUTS,2010,PL12,2,7795.0
2015,NUTS,2010,PL12,2,8079.0
2011,NUTS,2010,PL2,1,5233.0
2012,NUTS,2010,PL2,1,5095.0
2013,NUTS,2010,PL2,1,5372.0
2014,NUTS,2010,PL2,1,5927.0
2015,NUTS,2010,PL2,1,6308.0
2016,NUTS,2010,PL2,1,6171.0
2017,NUTS,2010,PL2,1,8383.0
2018,NUTS,2010,PL2,1,8378.0
2019,NUTS,2010,PL2,1,9561.0
2011,NUTS,2010,PL21,2,3278.0
2012,NUTS,2010,PL21,2,3025.0
2013,NUTS,2010,PL21,2,3267.0
2014,NUTS,2010,PL21,2,3683.0
2015,NUTS,2010,PL21,2,3967.0
2016,NUTS,2010,PL21,2,3745.0
2017,NUTS,2010,PL21,2,5553.0
2018,NUTS,2010,PL21,2,5523.0
2019,NUTS,2010,PL21,2,5673.0
2011,NUTS,2010,PL22,2,1954.0
2012,NUTS,2010,PL22,2,2070.0
2013,NUTS,2010,PL22,2,2104.0
2014,NUTS,2010,PL22,2,2244.0
2015,NUTS,2010,PL22,2,2341.0
2016,NUTS,2010,PL22,2,2426.0
2017,NUTS,2010,PL22,2,2831.0
2018,NUTS,2010,PL22,2,2855.0
2019,NUTS,2010,PL22,2,3887.0
2011,NUTS,2010,PL3,1,2803.0
2012,NUTS,2010,PL3,1,2723.0
2013,NUTS,2010,PL3,1,2975.0
2014,NUTS,2010,PL3,1,3197.0
2015,NUTS,2010,PL3,1,3602.0
2011,NUTS,2010,PL31,2,1274.0
2012,NUTS,2010,PL31,2,1292.0
2013,NUTS,2010,PL31,2,1304.0
2014,NUTS,2010,PL31,2,1350.0
2015,NUTS,2010,PL31,2,1357.0
2011,NUTS,2010,PL32,2,598.0
2012,NUTS,2010,PL32,2,606.0
2013,NUTS,2010,PL32,2,707.0
2014,NUTS,2010,PL32,2,777.0
2015,NUTS,2010,PL32,2,1066.0
2011,NUTS,2010,PL33,2,299.0
2012,NUTS,2010,PL33,2,109.0
2013,NUTS,2010,PL33,2,339.0
2014,NUTS,2010,PL33,2,387.0
2015,NUTS,2010,PL33,2,456.0
2011,NUTS,2010,PL34,2,631.0
2012,NUTS,2010,PL34,2,717.0
2013,NUTS,2010,PL34,2,625.0
2014,NUTS,2010,PL34,2,683.0
2015,NUTS,2010,PL34,2,722.0
2011,NUTS,2010,PL4,1,2878.0
2012,NUTS,2010,PL4,1,2753.0
2013,NUTS,2010,PL4,1,2561.0
2014,NUTS,2010,PL4,1,2964.0
2015,NUTS,2010,PL4,1,3104.0
2016,NUTS,2010,PL4,1,3034.0
2017,NUTS,2010,PL4,1,3880.0
2018,NUTS,2010,PL4,1,3985.0
2019,NUTS,2010,PL4,1,3740.0
2011,NUTS,2010,PL41,2,1896.0
2012,NUTS,2010,PL41,2,1835.0
2013,NUTS,2010,PL41,2,1616.0
2014,NUTS,2010,PL41,2,1834.0
2015,NUTS,2010,PL41,2,1980.0
2016,NUTS,2010,PL41,2,1977.0
2017,NUTS,2010,PL41,2,2290.0
2019,NUTS,2010,PL41,2,2392.0
2012,NUTS,2010,PL42,2,718.0
2013,NUTS,2010,PL42,2,663.0
2014,NUTS,2010,PL42,2,834.0
2015,NUTS,2010,PL42,2,806.0
2016,NUTS,2010,PL42,2,755.0
2017,NUTS,2010,PL42,2,1219.0
2018,NUTS,2010,PL42,2,1269.0
2012,NUTS,2010,PL43,2,200.0
2013,NUTS,2010,PL43,2,282.0
2014,NUTS,2010,PL43,2,297.0
2015,NUTS,2010,PL43,2,317.0
2016,NUTS,2010,PL43,2,302.0
2017,NUTS,2010,PL43,2,371.0
2011,NUTS,2010,PL5,1,2328.0
2012,NUTS,2010,PL5,1,2439.0
2013,NUTS,2010,PL5,1,2787.0
2014,NUTS,2010,PL5,1,2913.0
2015,NUTS,2010,PL5,1,2969.0
2016,NUTS,2010,PL5,1,2919.0
2017,NUTS,2010,PL5,1,4009.0
2018,NUTS,2010,PL5,1,4081.0
2011,NUTS,2010,PL51,2,2013.0
2012,NUTS,2010,PL51,2,2109.0
2013,NUTS,2010,PL51,2,2456.0
2014,NUTS,2010,PL51,2,2568.0
2015,NUTS,2010,PL51,2,2582.0
2016,NUTS,2010,PL51,2,2522.0
2018,NUTS,2010,PL51,2,3574.0
2019,NUTS,2010,PL51,2,3692.0
2011,NUTS,2010,PL52,2,315.0
2012,NUTS,2010,PL52,2,330.0
2013,NUTS,2010,PL52,2,332.0
2014,NUTS,2010,PL52,2,345.0
2015,NUTS,2010,PL52,2,386.0
2016,NUTS,2010,PL52,2,397.0
2018,NUTS,2010,PL52,2,507.0
2011,NUTS,2010,PL6,1,2941.0
2012,NUTS,2010,PL6,1,3058.0
2013,NUTS,2010,PL6,1,3108.0
2014,NUTS,2010,PL6,1,3133.0
2015,NUTS,2010,PL6,1,3248.0
2016,NUTS,2010,PL6,1,3491.0
2017,NUTS,2010,PL6,1,4820.0
2018,NUTS,2010,PL6,1,4689.0
2019,NUTS,2010,PL6,1,5321.0
2012,NUTS,2010,PL61,2,1019.0
2013,NUTS,2010,PL61,2,980.0
2014,NUTS,2010,PL61,2,973.0
2015,NUTS,2010,PL61,2,1072.0
2016,NUTS,2010,PL61,2,938.0
2017,NUTS,2010,PL61,2,1731.0
2012,NUTS,2010,PL62,2,543.0
2013,NUTS,2010,PL62,2,522.0
2014,NUTS,2010,PL62,2,574.0
2015,NUTS,2010,PL62,2,556.0
2016,NUTS,2010,PL62,2,598.0
2017,NUTS,2010,PL62,2,760.0
2011,NUTS,2010,PL63,2,1503.0
2012,NUTS,2010,PL63,2,1496.0
2013,NUTS,2010,PL63,2,1606.0
2014,NUTS,2010,PL63,2,1586.0
2015,NUTS,2010,PL63,2,1620.0
2016,NUTS,2010,PL63,2,1954.0
2017,NUTS,2010,PL63,2,2328.0
2018,NUTS,2010,PL63,2,2766.0
2019,NUTS,2010,PL63,2,2652.0
2016,NUTS,2010,PL7,1,2632.0
2017,NUTS,2010,PL7,1,3026.0
2018,NUTS,2010,PL7,1,2993.0
2016,NUTS,2010,PL71,2,2177.0
2017,NUTS,2010,PL71,2,2641.0
2019,NUTS,2010,PL71,2,2767.0
2016,NUTS,2010,PL72,2,455.0
2017,NUTS,2010,PL72,2,385.0
2016,NUTS,2010,PL8,1,3104.0
2017,NUTS,2010,PL8,1,3660.0
2018,NUTS,2010,PL8,1,4533.0
2016,NUTS,2010,PL81,2,1445.0
2017,NUTS,2010,PL81,2,1781.0
2016,NUTS,2010,PL82,2,1074.0
2017,NUTS,2010,PL82,2,1103.0
2019,NUTS,2010,PL82,2,980.0
2016,NUTS,2010,PL84,2,585.0
2017,NUTS,2010,PL84,2,775.0
2018,NUTS,2010,PL84,2,934.0
2019,NUTS,2010,PL84,2,955.0
2016,NUTS,2010,PL9,1,8807.0
2017,NUTS,2010,PL9,1,12841.0
2018,NUTS,2010,PL9,1,12807.0
2019,NUTS,2010,PL9,1,12516.0
