year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_fte_rse_hes
2014,NUTS,2010,DK04,2,1248.0
2015,NUTS,2010,DK04,2,1476.0
2016,NUTS,2010,DK04,2,1446.0
2017,NUTS,2010,DK04,2,1327.0
2019,NUTS,2010,DK04,2,1416.0
2009,NUTS,2010,DK05,2,306.0
2010,NUTS,2010,DK05,2,319.0
2011,NUTS,2010,DK05,2,362.0
2012,NUTS,2010,DK05,2,400.0
2013,NUTS,2010,DK05,2,495.0
2014,NUTS,2010,DK05,2,501.0
2015,NUTS,2010,DK05,2,463.0
2016,NUTS,2010,DK05,2,456.0
2017,NUTS,2010,DK05,2,806.0
2019,NUTS,2010,DK05,2,860.0
1996,NUTS,2010,EE,0,619.0
1997,NUTS,2010,EE,0,818.0
1998,NUTS,2010,EE,0,780.0
1999,NUTS,2010,EE,0,800.0
2000,NUTS,2010,EE,0,719.0
2001,NUTS,2010,EE,0,718.0
2002,NUTS,2010,EE,0,863.0
2003,NUTS,2010,EE,0,842.0
2004,NUTS,2010,EE,0,915.0
2005,NUTS,2010,EE,0,768.0
2006,NUTS,2010,EE,0,843.0
2007,NUTS,2010,EE,0,867.0
2008,NUTS,2010,EE,0,875.0
2009,NUTS,2010,EE,0,1071.0
2010,NUTS,2010,EE,0,953.0
2011,NUTS,2010,EE,0,1068.0
2012,NUTS,2010,EE,0,1166.0
2013,NUTS,2010,EE,0,1093.0
2014,NUTS,2010,EE,0,1130.0
2015,NUTS,2010,EE,0,1119.0
2016,NUTS,2010,EE,0,1077.0
2017,NUTS,2010,EE,0,1109.0
2018,NUTS,2010,EE,0,1261.0
2019,NUTS,2010,EE,0,1132.0
1999,NUTS,2010,EL,0,4688.0
2001,NUTS,2010,EL,0,3260.0
2003,NUTS,2010,EL,0,3392.0
2005,NUTS,2010,EL,0,4268.0
2011,NUTS,2010,EL,0,6102.0
2013,NUTS,2010,EL,0,7320.0
2015,NUTS,2010,EL,0,7500.0
2017,NUTS,2010,EL,0,7355.0
2019,NUTS,2010,EL,0,8467.0
2001,NUTS,2010,EL3,1,1288.0
2003,NUTS,2010,EL3,1,1452.0
2005,NUTS,2010,EL3,1,1826.0
2011,NUTS,2010,EL3,1,2406.0
2001,NUTS,2010,EL30,2,1288.0
2003,NUTS,2010,EL30,2,1452.0
2005,NUTS,2010,EL30,2,1826.0
2011,NUTS,2010,EL30,2,2406.0
2001,NUTS,2010,EL4,1,193.0
2003,NUTS,2010,EL4,1,315.0
2005,NUTS,2010,EL4,1,337.0
2011,NUTS,2010,EL4,1,803.0
2001,NUTS,2010,EL41,2,30.0
2003,NUTS,2010,EL41,2,52.0
2005,NUTS,2010,EL41,2,62.0
2011,NUTS,2010,EL41,2,40.0
2001,NUTS,2010,EL42,2,12.0
2003,NUTS,2010,EL42,2,22.0
2005,NUTS,2010,EL42,2,31.0
2011,NUTS,2010,EL42,2,23.0
2001,NUTS,2010,EL43,2,151.0
2003,NUTS,2010,EL43,2,241.0
2005,NUTS,2010,EL43,2,244.0
2011,NUTS,2010,EL43,2,740.0
2011,NUTS,2010,EL5,1,1929.0
2001,NUTS,2010,EL51,2,115.0
2003,NUTS,2010,EL51,2,116.0
2005,NUTS,2010,EL51,2,190.0
2011,NUTS,2010,EL51,2,322.0
2001,NUTS,2010,EL52,2,919.0
2003,NUTS,2010,EL52,2,775.0
2005,NUTS,2010,EL52,2,1104.0
2011,NUTS,2010,EL52,2,1218.0
2001,NUTS,2010,EL53,2,3.0
2003,NUTS,2010,EL53,2,35.0
2005,NUTS,2010,EL53,2,34.0
2011,NUTS,2010,EL53,2,42.0
2001,NUTS,2010,EL54,2,219.0
2003,NUTS,2010,EL54,2,130.0
2005,NUTS,2010,EL54,2,210.0
2011,NUTS,2010,EL54,2,347.0
2011,NUTS,2010,EL6,1,965.0
2001,NUTS,2010,EL61,2,93.0
2003,NUTS,2010,EL61,2,231.0
2005,NUTS,2010,EL61,2,171.0
2011,NUTS,2010,EL61,2,396.0
2001,NUTS,2010,EL62,2,26.0
2003,NUTS,2010,EL62,2,29.0
2005,NUTS,2010,EL62,2,41.0
2011,NUTS,2010,EL62,2,11.0
2001,NUTS,2010,EL63,2,401.0
2003,NUTS,2010,EL63,2,308.0
2005,NUTS,2010,EL63,2,227.0
2011,NUTS,2010,EL63,2,474.0
2001,NUTS,2010,EL64,2,2.0
2003,NUTS,2010,EL64,2,0.0
2005,NUTS,2010,EL64,2,12.0
2011,NUTS,2010,EL64,2,13.0
2001,NUTS,2010,EL65,2,0.0
2003,NUTS,2010,EL65,2,2.0
2005,NUTS,2010,EL65,2,117.0
2011,NUTS,2010,EL65,2,71.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
1997,NUTS,2010,ES,0,11341.0
1999,NUTS,2010,ES,0,12089.0
2000,NUTS,2010,ES,0,16395.0
2001,NUTS,2010,ES,0,18464.0
2002,NUTS,2010,ES,0,17537.0
2003,NUTS,2010,ES,0,19299.0
2004,NUTS,2010,ES,0,20566.0
2005,NUTS,2010,ES,0,21872.0
2006,NUTS,2010,ES,0,22506.0
2007,NUTS,2010,ES,0,23916.0
2008,NUTS,2010,ES,0,25357.0
2009,NUTS,2010,ES,0,26011.0
2010,NUTS,2010,ES,0,26512.0
2011,NUTS,2010,ES,0,25800.0
2012,NUTS,2010,ES,0,24844.0
2013,NUTS,2010,ES,0,23957.0
2014,NUTS,2010,ES,0,23949.0
2015,NUTS,2010,ES,0,24278.0
2016,NUTS,2010,ES,0,25069.0
2017,NUTS,2010,ES,0,26032.0
2018,NUTS,2010,ES,0,26693.0
2019,NUTS,2010,ES,0,28483.0
2000,NUTS,2010,ES1,1,2187.0
2002,NUTS,2010,ES1,1,2074.0
2003,NUTS,2010,ES1,1,1818.0
2004,NUTS,2010,ES1,1,2293.0
2005,NUTS,2010,ES1,1,2365.0
2006,NUTS,2010,ES1,1,2019.0
2007,NUTS,2010,ES1,1,2115.0
2008,NUTS,2010,ES1,1,2258.0
2009,NUTS,2010,ES1,1,2401.0
2010,NUTS,2010,ES1,1,2675.0
2011,NUTS,2010,ES1,1,2451.0
2013,NUTS,2010,ES1,1,2046.0
2015,NUTS,2010,ES1,1,1982.0
2016,NUTS,2010,ES1,1,1917.0
2017,NUTS,2010,ES1,1,2000.0
2018,NUTS,2010,ES1,1,2171.0
2000,NUTS,2010,ES11,2,1263.0
2002,NUTS,2010,ES11,2,1083.0
2003,NUTS,2010,ES11,2,1288.0
2004,NUTS,2010,ES11,2,1679.0
2005,NUTS,2010,ES11,2,1752.0
2006,NUTS,2010,ES11,2,1363.0
2007,NUTS,2010,ES11,2,1388.0
2008,NUTS,2010,ES11,2,1454.0
2009,NUTS,2010,ES11,2,1485.0
2010,NUTS,2010,ES11,2,1751.0
2011,NUTS,2010,ES11,2,1622.0
2012,NUTS,2010,ES11,2,1339.0
2014,NUTS,2010,ES11,2,1289.0
2015,NUTS,2010,ES11,2,1289.0
2016,NUTS,2010,ES11,2,1248.0
2017,NUTS,2010,ES11,2,1259.0
2018,NUTS,2010,ES11,2,1297.0
2019,NUTS,2010,ES11,2,1382.0
2000,NUTS,2010,ES12,2,816.0
2002,NUTS,2010,ES12,2,914.0
2003,NUTS,2010,ES12,2,476.0
2004,NUTS,2010,ES12,2,441.0
2005,NUTS,2010,ES12,2,499.0
2006,NUTS,2010,ES12,2,462.0
2007,NUTS,2010,ES12,2,472.0
2008,NUTS,2010,ES12,2,546.0
2009,NUTS,2010,ES12,2,620.0
2010,NUTS,2010,ES12,2,621.0
2011,NUTS,2010,ES12,2,530.0
2012,NUTS,2010,ES12,2,480.0
2013,NUTS,2010,ES12,2,477.0
2014,NUTS,2010,ES12,2,408.0
2015,NUTS,2010,ES12,2,439.0
2016,NUTS,2010,ES12,2,426.0
2017,NUTS,2010,ES12,2,507.0
2018,NUTS,2010,ES12,2,635.0
2019,NUTS,2010,ES12,2,615.0
2000,NUTS,2010,ES13,2,108.0
2002,NUTS,2010,ES13,2,77.0
2003,NUTS,2010,ES13,2,54.0
2004,NUTS,2010,ES13,2,174.0
2005,NUTS,2010,ES13,2,115.0
2006,NUTS,2010,ES13,2,194.0
2007,NUTS,2010,ES13,2,256.0
2008,NUTS,2010,ES13,2,257.0
2009,NUTS,2010,ES13,2,297.0
2010,NUTS,2010,ES13,2,304.0
2011,NUTS,2010,ES13,2,300.0
2015,NUTS,2010,ES13,2,254.0
2016,NUTS,2010,ES13,2,244.0
2017,NUTS,2010,ES13,2,234.0
2018,NUTS,2010,ES13,2,240.0
2000,NUTS,2010,ES2,1,1656.0
2002,NUTS,2010,ES2,1,2287.0
2003,NUTS,2010,ES2,1,2783.0
2004,NUTS,2010,ES2,1,2574.0
2005,NUTS,2010,ES2,1,3045.0
2006,NUTS,2010,ES2,1,3069.0
2007,NUTS,2010,ES2,1,3266.0
2008,NUTS,2010,ES2,1,3301.0
2009,NUTS,2010,ES2,1,3488.0
2010,NUTS,2010,ES2,1,3591.0
2011,NUTS,2010,ES2,1,3500.0
2013,NUTS,2010,ES2,1,3242.0
2019,NUTS,2010,ES2,1,3627.0
2000,NUTS,2010,ES21,2,649.0
2002,NUTS,2010,ES21,2,862.0
2003,NUTS,2010,ES21,2,1010.0
2004,NUTS,2010,ES21,2,828.0
2005,NUTS,2010,ES21,2,1153.0
2006,NUTS,2010,ES21,2,1144.0
2007,NUTS,2010,ES21,2,1218.0
2008,NUTS,2010,ES21,2,1195.0
2009,NUTS,2010,ES21,2,1325.0
2010,NUTS,2010,ES21,2,1382.0
2011,NUTS,2010,ES21,2,1432.0
2012,NUTS,2010,ES21,2,1578.0
2013,NUTS,2010,ES21,2,1524.0
2014,NUTS,2010,ES21,2,1620.0
2015,NUTS,2010,ES21,2,1653.0
2016,NUTS,2010,ES21,2,1657.0
2017,NUTS,2010,ES21,2,1727.0
2018,NUTS,2010,ES21,2,1761.0
2019,NUTS,2010,ES21,2,1769.0
2000,NUTS,2010,ES22,2,549.0
2002,NUTS,2010,ES22,2,663.0
2003,NUTS,2010,ES22,2,892.0
2004,NUTS,2010,ES22,2,828.0
2005,NUTS,2010,ES22,2,860.0
2006,NUTS,2010,ES22,2,923.0
2007,NUTS,2010,ES22,2,793.0
2008,NUTS,2010,ES22,2,829.0
2009,NUTS,2010,ES22,2,774.0
2010,NUTS,2010,ES22,2,793.0
2011,NUTS,2010,ES22,2,752.0
2000,NUTS,2010,ES23,2,100.0
2002,NUTS,2010,ES23,2,104.0
2003,NUTS,2010,ES23,2,95.0
2004,NUTS,2010,ES23,2,99.0
2005,NUTS,2010,ES23,2,103.0
2006,NUTS,2010,ES23,2,112.0
2007,NUTS,2010,ES23,2,148.0
2008,NUTS,2010,ES23,2,162.0
2009,NUTS,2010,ES23,2,170.0
2010,NUTS,2010,ES23,2,173.0
2011,NUTS,2010,ES23,2,173.0
2012,NUTS,2010,ES23,2,201.0
2014,NUTS,2010,ES23,2,217.0
2015,NUTS,2010,ES23,2,226.0
2016,NUTS,2010,ES23,2,263.0
2017,NUTS,2010,ES23,2,206.0
2018,NUTS,2010,ES23,2,217.0
2000,NUTS,2010,ES24,2,358.0
2002,NUTS,2010,ES24,2,658.0
2003,NUTS,2010,ES24,2,785.0
2004,NUTS,2010,ES24,2,820.0
2005,NUTS,2010,ES24,2,930.0
2006,NUTS,2010,ES24,2,890.0
2007,NUTS,2010,ES24,2,1107.0
2008,NUTS,2010,ES24,2,1115.0
2009,NUTS,2010,ES24,2,1218.0
2010,NUTS,2010,ES24,2,1244.0
2011,NUTS,2010,ES24,2,1144.0
2012,NUTS,2010,ES24,2,1020.0
2013,NUTS,2010,ES24,2,884.0
2014,NUTS,2010,ES24,2,825.0
2015,NUTS,2010,ES24,2,860.0
2016,NUTS,2010,ES24,2,889.0
2017,NUTS,2010,ES24,2,912.0
2018,NUTS,2010,ES24,2,958.0
2000,NUTS,2010,ES3,1,2424.0
2002,NUTS,2010,ES3,1,2599.0
2003,NUTS,2010,ES3,1,2726.0
2004,NUTS,2010,ES3,1,2890.0
2005,NUTS,2010,ES3,1,3117.0
2006,NUTS,2010,ES3,1,3544.0
2007,NUTS,2010,ES3,1,4078.0
2008,NUTS,2010,ES3,1,4603.0
2009,NUTS,2010,ES3,1,4757.0
2010,NUTS,2010,ES3,1,4639.0
2011,NUTS,2010,ES3,1,4334.0
2012,NUTS,2010,ES3,1,4091.0
2013,NUTS,2010,ES3,1,4090.0
2014,NUTS,2010,ES3,1,4173.0
2015,NUTS,2010,ES3,1,4254.0
2016,NUTS,2010,ES3,1,4536.0
2017,NUTS,2010,ES3,1,4695.0
2018,NUTS,2010,ES3,1,5083.0
2019,NUTS,2010,ES3,1,6050.0
2000,NUTS,2010,ES30,2,2424.0
2002,NUTS,2010,ES30,2,2599.0
2003,NUTS,2010,ES30,2,2726.0
2004,NUTS,2010,ES30,2,2890.0
2005,NUTS,2010,ES30,2,3117.0
2006,NUTS,2010,ES30,2,3544.0
2007,NUTS,2010,ES30,2,4078.0
2008,NUTS,2010,ES30,2,4603.0
2009,NUTS,2010,ES30,2,4757.0
2010,NUTS,2010,ES30,2,4639.0
2011,NUTS,2010,ES30,2,4334.0
2012,NUTS,2010,ES30,2,4091.0
2013,NUTS,2010,ES30,2,4090.0
2014,NUTS,2010,ES30,2,4173.0
2015,NUTS,2010,ES30,2,4254.0
2016,NUTS,2010,ES30,2,4536.0
2017,NUTS,2010,ES30,2,4695.0
2018,NUTS,2010,ES30,2,5083.0
2019,NUTS,2010,ES30,2,6050.0
2000,NUTS,2010,ES4,1,1786.0
2002,NUTS,2010,ES4,1,2085.0
2003,NUTS,2010,ES4,1,2046.0
2004,NUTS,2010,ES4,1,2075.0
2005,NUTS,2010,ES4,1,2163.0
2006,NUTS,2010,ES4,1,2283.0
2007,NUTS,2010,ES4,1,2283.0
2008,NUTS,2010,ES4,1,2456.0
2009,NUTS,2010,ES4,1,2512.0
2010,NUTS,2010,ES4,1,2453.0
2011,NUTS,2010,ES4,1,2442.0
2013,NUTS,2010,ES4,1,2225.0
2014,NUTS,2010,ES4,1,2224.0
2015,NUTS,2010,ES4,1,2290.0
2016,NUTS,2010,ES4,1,2439.0
2018,NUTS,2010,ES4,1,2513.0
2019,NUTS,2010,ES4,1,2743.0
2000,NUTS,2010,ES41,2,1249.0
2002,NUTS,2010,ES41,2,1514.0
2003,NUTS,2010,ES41,2,1428.0
2004,NUTS,2010,ES41,2,1550.0
2005,NUTS,2010,ES41,2,1585.0
2006,NUTS,2010,ES41,2,1659.0
2007,NUTS,2010,ES41,2,1638.0
2008,NUTS,2010,ES41,2,1755.0
2009,NUTS,2010,ES41,2,1823.0
2010,NUTS,2010,ES41,2,1735.0
2011,NUTS,2010,ES41,2,1776.0
2012,NUTS,2010,ES41,2,1656.0
2013,NUTS,2010,ES41,2,1674.0
2014,NUTS,2010,ES41,2,1646.0
2015,NUTS,2010,ES41,2,1682.0
2016,NUTS,2010,ES41,2,1816.0
2017,NUTS,2010,ES41,2,1829.0
2018,NUTS,2010,ES41,2,1851.0
2019,NUTS,2010,ES41,2,1913.0
2000,NUTS,2010,ES42,2,196.0
2002,NUTS,2010,ES42,2,250.0
2003,NUTS,2010,ES42,2,266.0
2004,NUTS,2010,ES42,2,258.0
2005,NUTS,2010,ES42,2,300.0
2006,NUTS,2010,ES42,2,282.0
2007,NUTS,2010,ES42,2,299.0
2008,NUTS,2010,ES42,2,311.0
2009,NUTS,2010,ES42,2,319.0
2010,NUTS,2010,ES42,2,324.0
2011,NUTS,2010,ES42,2,318.0
2012,NUTS,2010,ES42,2,265.0
2013,NUTS,2010,ES42,2,203.0
2014,NUTS,2010,ES42,2,232.0
2015,NUTS,2010,ES42,2,267.0
2017,NUTS,2010,ES42,2,318.0
2000,NUTS,2010,ES43,2,341.0
2002,NUTS,2010,ES43,2,321.0
2003,NUTS,2010,ES43,2,353.0
2004,NUTS,2010,ES43,2,267.0
2005,NUTS,2010,ES43,2,278.0
2006,NUTS,2010,ES43,2,342.0
2007,NUTS,2010,ES43,2,346.0
2008,NUTS,2010,ES43,2,390.0
2009,NUTS,2010,ES43,2,371.0
2010,NUTS,2010,ES43,2,393.0
2011,NUTS,2010,ES43,2,348.0
2013,NUTS,2010,ES43,2,349.0
2014,NUTS,2010,ES43,2,345.0
2015,NUTS,2010,ES43,2,341.0
2000,NUTS,2010,ES5,1,5109.0
2002,NUTS,2010,ES5,1,4687.0
2003,NUTS,2010,ES5,1,5900.0
2004,NUTS,2010,ES5,1,6130.0
2005,NUTS,2010,ES5,1,6544.0
2006,NUTS,2010,ES5,1,6817.0
2007,NUTS,2010,ES5,1,7212.0
2008,NUTS,2010,ES5,1,7515.0
2009,NUTS,2010,ES5,1,7536.0
2010,NUTS,2010,ES5,1,7905.0
2011,NUTS,2010,ES5,1,7733.0
2012,NUTS,2010,ES5,1,7590.0
2013,NUTS,2010,ES5,1,7428.0
2014,NUTS,2010,ES5,1,7547.0
2015,NUTS,2010,ES5,1,7558.0
2016,NUTS,2010,ES5,1,7996.0
2017,NUTS,2010,ES5,1,8182.0
2018,NUTS,2010,ES5,1,7926.0
2000,NUTS,2010,ES51,2,3580.0
2002,NUTS,2010,ES51,2,2663.0
2003,NUTS,2010,ES51,2,3535.0
2004,NUTS,2010,ES51,2,3571.0
2005,NUTS,2010,ES51,2,3953.0
2006,NUTS,2010,ES51,2,4260.0
2007,NUTS,2010,ES51,2,4463.0
2008,NUTS,2010,ES51,2,4412.0
2009,NUTS,2010,ES51,2,4378.0
2010,NUTS,2010,ES51,2,4625.0
2011,NUTS,2010,ES51,2,4346.0
2012,NUTS,2010,ES51,2,4325.0
2013,NUTS,2010,ES51,2,4324.0
2014,NUTS,2010,ES51,2,4392.0
2015,NUTS,2010,ES51,2,4415.0
2016,NUTS,2010,ES51,2,4767.0
2017,NUTS,2010,ES51,2,4830.0
2018,NUTS,2010,ES51,2,4533.0
2019,NUTS,2010,ES51,2,4705.0
2000,NUTS,2010,ES52,2,1410.0
2002,NUTS,2010,ES52,2,1941.0
2003,NUTS,2010,ES52,2,2205.0
2004,NUTS,2010,ES52,2,2358.0
2005,NUTS,2010,ES52,2,2344.0
2006,NUTS,2010,ES52,2,2287.0
2007,NUTS,2010,ES52,2,2472.0
2008,NUTS,2010,ES52,2,2805.0
2009,NUTS,2010,ES52,2,2830.0
2010,NUTS,2010,ES52,2,2880.0
2011,NUTS,2010,ES52,2,2949.0
2012,NUTS,2010,ES52,2,2786.0
2013,NUTS,2010,ES52,2,2640.0
2014,NUTS,2010,ES52,2,2661.0
2015,NUTS,2010,ES52,2,2719.0
2016,NUTS,2010,ES52,2,2728.0
2017,NUTS,2010,ES52,2,2812.0
2018,NUTS,2010,ES52,2,2805.0
2019,NUTS,2010,ES52,2,3004.0
2000,NUTS,2010,ES53,2,119.0
2002,NUTS,2010,ES53,2,83.0
2003,NUTS,2010,ES53,2,160.0
2004,NUTS,2010,ES53,2,202.0
2005,NUTS,2010,ES53,2,247.0
2006,NUTS,2010,ES53,2,271.0
2007,NUTS,2010,ES53,2,277.0
2008,NUTS,2010,ES53,2,299.0
2009,NUTS,2010,ES53,2,328.0
2010,NUTS,2010,ES53,2,400.0
2011,NUTS,2010,ES53,2,438.0
2012,NUTS,2010,ES53,2,479.0
2013,NUTS,2010,ES53,2,465.0
2014,NUTS,2010,ES53,2,494.0
2015,NUTS,2010,ES53,2,424.0
2016,NUTS,2010,ES53,2,500.0
2017,NUTS,2010,ES53,2,539.0
2018,NUTS,2010,ES53,2,588.0
2000,NUTS,2010,ES6,1,2462.0
2002,NUTS,2010,ES6,1,2882.0
2003,NUTS,2010,ES6,1,3147.0
2004,NUTS,2010,ES6,1,3606.0
2005,NUTS,2010,ES6,1,3713.0
2006,NUTS,2010,ES6,1,3966.0
2007,NUTS,2010,ES6,1,4129.0
2008,NUTS,2010,ES6,1,4372.0
2009,NUTS,2010,ES6,1,4482.0
2010,NUTS,2010,ES6,1,4577.0
2011,NUTS,2010,ES6,1,4696.0
2012,NUTS,2010,ES6,1,4608.0
2013,NUTS,2010,ES6,1,4314.0
2014,NUTS,2010,ES6,1,4123.0
2015,NUTS,2010,ES6,1,4297.0
2016,NUTS,2010,ES6,1,4155.0
2017,NUTS,2010,ES6,1,4520.0
2018,NUTS,2010,ES6,1,4732.0
2019,NUTS,2010,ES6,1,4853.0
2000,NUTS,2010,ES61,2,2209.0
2002,NUTS,2010,ES61,2,2638.0
2003,NUTS,2010,ES61,2,2636.0
2004,NUTS,2010,ES61,2,3074.0
2005,NUTS,2010,ES61,2,3130.0
2006,NUTS,2010,ES61,2,2916.0
2007,NUTS,2010,ES61,2,3022.0
2008,NUTS,2010,ES61,2,3195.0
2009,NUTS,2010,ES61,2,3274.0
2010,NUTS,2010,ES61,2,3344.0
2011,NUTS,2010,ES61,2,3463.0
2012,NUTS,2010,ES61,2,3424.0
2013,NUTS,2010,ES61,2,3156.0
2014,NUTS,2010,ES61,2,3007.0
2015,NUTS,2010,ES61,2,3130.0
2016,NUTS,2010,ES61,2,3056.0
2017,NUTS,2010,ES61,2,3374.0
2018,NUTS,2010,ES61,2,3541.0
2019,NUTS,2010,ES61,2,3614.0
2000,NUTS,2010,ES62,2,253.0
2002,NUTS,2010,ES62,2,244.0
2003,NUTS,2010,ES62,2,495.0
2004,NUTS,2010,ES62,2,513.0
2005,NUTS,2010,ES62,2,565.0
2006,NUTS,2010,ES62,2,1020.0
2007,NUTS,2010,ES62,2,1085.0
2008,NUTS,2010,ES62,2,1150.0
2009,NUTS,2010,ES62,2,1195.0
2010,NUTS,2010,ES62,2,1222.0
2011,NUTS,2010,ES62,2,1221.0
2012,NUTS,2010,ES62,2,1173.0
2013,NUTS,2010,ES62,2,1139.0
2014,NUTS,2010,ES62,2,1103.0
2015,NUTS,2010,ES62,2,1157.0
2016,NUTS,2010,ES62,2,1077.0
2018,NUTS,2010,ES62,2,1141.0
2019,NUTS,2010,ES62,2,1191.0
2002,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,16.0
2004,NUTS,2010,ES63,2,9.0
2005,NUTS,2010,ES63,2,9.0
2006,NUTS,2010,ES63,2,11.0
2007,NUTS,2010,ES63,2,7.0
2008,NUTS,2010,ES63,2,9.0
2009,NUTS,2010,ES63,2,5.0
2010,NUTS,2010,ES63,2,4.0
2011,NUTS,2010,ES63,2,4.0
2002,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,9.0
2005,NUTS,2010,ES64,2,9.0
2006,NUTS,2010,ES64,2,19.0
2007,NUTS,2010,ES64,2,14.0
2008,NUTS,2010,ES64,2,18.0
2009,NUTS,2010,ES64,2,9.0
2010,NUTS,2010,ES64,2,8.0
2011,NUTS,2010,ES64,2,8.0
2000,NUTS,2010,ES7,1,771.0
2002,NUTS,2010,ES7,1,926.0
2003,NUTS,2010,ES7,1,879.0
2004,NUTS,2010,ES7,1,1000.0
2005,NUTS,2010,ES7,1,924.0
2006,NUTS,2010,ES7,1,810.0
2007,NUTS,2010,ES7,1,833.0
2008,NUTS,2010,ES7,1,852.0
2009,NUTS,2010,ES7,1,836.0
2010,NUTS,2010,ES7,1,672.0
2011,NUTS,2010,ES7,1,644.0
2012,NUTS,2010,ES7,1,664.0
2013,NUTS,2010,ES7,1,612.0
2014,NUTS,2010,ES7,1,617.0
2015,NUTS,2010,ES7,1,523.0
2016,NUTS,2010,ES7,1,576.0
2017,NUTS,2010,ES7,1,604.0
2018,NUTS,2010,ES7,1,632.0
2000,NUTS,2010,ES70,2,771.0
2002,NUTS,2010,ES70,2,926.0
2003,NUTS,2010,ES70,2,879.0
2004,NUTS,2010,ES70,2,1000.0
2005,NUTS,2010,ES70,2,924.0
2006,NUTS,2010,ES70,2,810.0
2007,NUTS,2010,ES70,2,833.0
2008,NUTS,2010,ES70,2,852.0
2009,NUTS,2010,ES70,2,836.0
2010,NUTS,2010,ES70,2,672.0
2011,NUTS,2010,ES70,2,644.0
2012,NUTS,2010,ES70,2,664.0
2013,NUTS,2010,ES70,2,612.0
2014,NUTS,2010,ES70,2,617.0
2015,NUTS,2010,ES70,2,523.0
2016,NUTS,2010,ES70,2,576.0
2017,NUTS,2010,ES70,2,604.0
2018,NUTS,2010,ES70,2,632.0
2002,NUTS,2010,ESZ,1,0.0
2003,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
2002,NUTS,2010,ESZZ,2,0.0
2003,NUTS,2010,ESZZ,2,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,FR,0,7088.0
2011,NUTS,2010,FR,0,24381.0
2012,NUTS,2010,FR,0,24678.0
2013,NUTS,2010,FR,0,24676.0
2014,NUTS,2010,FR,0,26375.0
2016,NUTS,2010,FR,0,32233.0
2017,NUTS,2010,FR,0,32736.0
2002,NUTS,2010,HR,0,2180.0
2003,NUTS,2010,HR,0,1298.0
2004,NUTS,2010,HR,0,1637.0
2005,NUTS,2010,HR,0,1429.0
2006,NUTS,2010,HR,0,1417.0
2007,NUTS,2010,HR,0,1579.0
2008,NUTS,2010,HR,0,1745.0
2009,NUTS,2010,HR,0,1727.0
2010,NUTS,2010,HR,0,1800.0
2011,NUTS,2010,HR,0,1733.0
2012,NUTS,2010,HR,0,1746.0
2013,NUTS,2010,HR,0,1771.0
2014,NUTS,2010,HR,0,1710.0
2015,NUTS,2010,HR,0,1755.0
2016,NUTS,2010,HR,0,2136.0
2017,NUTS,2010,HR,0,2122.0
2018,NUTS,2010,HR,0,2115.0
2019,NUTS,2010,HR,0,2417.0
2020,NUTS,2010,HR,0,2441.0
2002,NUTS,2010,HR0,1,2180.0
2003,NUTS,2010,HR0,1,1298.0
2004,NUTS,2010,HR0,1,1637.0
2005,NUTS,2010,HR0,1,1430.0
2006,NUTS,2010,HR0,1,1417.0
2007,NUTS,2010,HR0,1,1579.0
2008,NUTS,2010,HR0,1,1745.0
2009,NUTS,2010,HR0,1,1727.0
2010,NUTS,2010,HR0,1,1800.0
2011,NUTS,2010,HR0,1,1733.0
2012,NUTS,2010,HR0,1,1746.0
2013,NUTS,2010,HR0,1,1771.0
2014,NUTS,2010,HR0,1,1710.0
2015,NUTS,2010,HR0,1,1755.0
2016,NUTS,2010,HR0,1,2136.0
2017,NUTS,2010,HR0,1,2122.0
2018,NUTS,2010,HR0,1,2115.0
2019,NUTS,2010,HR0,1,2417.0
2020,NUTS,2010,HR0,1,2441.0
2008,NUTS,2010,HR02,2,211.0
2009,NUTS,2010,HR02,2,203.0
2010,NUTS,2010,HR02,2,187.0
2020,NUTS,2010,HR02,2,268.0
2008,NUTS,2010,HR03,2,627.0
2009,NUTS,2010,HR03,2,640.0
2010,NUTS,2010,HR03,2,660.0
2011,NUTS,2010,HR03,2,643.0
2012,NUTS,2010,HR03,2,648.0
2013,NUTS,2010,HR03,2,648.0
