year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_hes_mio_pps_kp05
2013,NUTS,2010,DEA,1,2545.837
2014,NUTS,2010,DEA,1,2744.025
2015,NUTS,2010,DEA,1,2668.14
2016,NUTS,2010,DEA,1,2924.102
2017,NUTS,2010,DEA,1,3021.205
2018,NUTS,2010,DEA,1,3179.596
2019,NUTS,2010,DEA,1,3127.865
2011,NUTS,2010,DEA1,2,425.483
2012,NUTS,2010,DEA1,2,481.044
2013,NUTS,2010,DEA1,2,494.698
2014,NUTS,2010,DEA1,2,513.63
2015,NUTS,2010,DEA1,2,513.706
2016,NUTS,2010,DEA1,2,554.112
2017,NUTS,2010,DEA1,2,565.589
2018,NUTS,2010,DEA1,2,639.922
2019,NUTS,2010,DEA1,2,566.566
2011,NUTS,2010,DEA2,2,1126.932
2012,NUTS,2010,DEA2,2,1088.92
2013,NUTS,2010,DEA2,2,1099.92
2014,NUTS,2010,DEA2,2,1255.806
2015,NUTS,2010,DEA2,2,1177.971
2016,NUTS,2010,DEA2,2,1282.559
2017,NUTS,2010,DEA2,2,1300.707
2018,NUTS,2010,DEA2,2,1333.983
2019,NUTS,2010,DEA2,2,1342.745
2011,NUTS,2010,DEA3,2,297.191
2012,NUTS,2010,DEA3,2,292.66
2013,NUTS,2010,DEA3,2,294.253
2014,NUTS,2010,DEA3,2,306.49
2015,NUTS,2010,DEA3,2,301.23
2016,NUTS,2010,DEA3,2,327.592
2017,NUTS,2010,DEA3,2,353.534
2018,NUTS,2010,DEA3,2,374.485
2019,NUTS,2010,DEA3,2,377.505
2011,NUTS,2010,DEA4,2,172.027
2012,NUTS,2010,DEA4,2,194.843
2013,NUTS,2010,DEA4,2,197.289
2014,NUTS,2010,DEA4,2,209.365
2015,NUTS,2010,DEA4,2,205.435
2016,NUTS,2010,DEA4,2,232.38
2017,NUTS,2010,DEA4,2,246.364
2018,NUTS,2010,DEA4,2,261.193
2019,NUTS,2010,DEA4,2,258.464
2011,NUTS,2010,DEA5,2,429.001
2012,NUTS,2010,DEA5,2,454.585
2013,NUTS,2010,DEA5,2,459.676
2014,NUTS,2010,DEA5,2,458.735
2015,NUTS,2010,DEA5,2,469.798
2016,NUTS,2010,DEA5,2,527.459
2017,NUTS,2010,DEA5,2,555.012
2018,NUTS,2010,DEA5,2,570.014
2019,NUTS,2010,DEA5,2,582.577
2011,NUTS,2010,DEB,1,442.466
2012,NUTS,2010,DEB,1,434.667
2013,NUTS,2010,DEB,1,448.468
2014,NUTS,2010,DEB,1,441.562
2015,NUTS,2010,DEB,1,452.651
2016,NUTS,2010,DEB,1,515.626
2017,NUTS,2010,DEB,1,538.459
2018,NUTS,2010,DEB,1,564.437
2019,NUTS,2010,DEB,1,498.081
2011,NUTS,2010,DEB1,2,53.188
2012,NUTS,2010,DEB1,2,54.324
2013,NUTS,2010,DEB1,2,54.952
2014,NUTS,2010,DEB1,2,57.322
2015,NUTS,2010,DEB1,2,59.383
2016,NUTS,2010,DEB1,2,74.388
2017,NUTS,2010,DEB1,2,45.833
2018,NUTS,2010,DEB1,2,53.183
2019,NUTS,2010,DEB1,2,58.512
2011,NUTS,2010,DEB2,2,305.319
2012,NUTS,2010,DEB2,2,287.355
2013,NUTS,2010,DEB2,2,299.601
2014,NUTS,2010,DEB2,2,292.235
2015,NUTS,2010,DEB2,2,298.639
2016,NUTS,2010,DEB2,2,337.782
2017,NUTS,2010,DEB2,2,48.13
2018,NUTS,2010,DEB2,2,49.535
2019,NUTS,2010,DEB2,2,49.669
2011,NUTS,2010,DEB3,2,83.959
2012,NUTS,2010,DEB3,2,92.989
2013,NUTS,2010,DEB3,2,93.914
2014,NUTS,2010,DEB3,2,92.004
2015,NUTS,2010,DEB3,2,94.63
2016,NUTS,2010,DEB3,2,103.456
2017,NUTS,2010,DEB3,2,444.496
2018,NUTS,2010,DEB3,2,461.719
2019,NUTS,2010,DEB3,2,389.908
2011,NUTS,2010,DEC,1,146.117
2012,NUTS,2010,DEC,1,134.24
2013,NUTS,2010,DEC,1,126.594
2014,NUTS,2010,DEC,1,119.938
2015,NUTS,2010,DEC,1,147.583
2016,NUTS,2010,DEC,1,150.025
2017,NUTS,2010,DEC,1,148.81
2018,NUTS,2010,DEC,1,136.24
2019,NUTS,2010,DEC,1,156.589
2011,NUTS,2010,DEC0,2,146.117
2012,NUTS,2010,DEC0,2,134.24
2013,NUTS,2010,DEC0,2,126.594
2014,NUTS,2010,DEC0,2,119.938
2015,NUTS,2010,DEC0,2,147.583
2016,NUTS,2010,DEC0,2,150.025
2017,NUTS,2010,DEC0,2,148.81
2018,NUTS,2010,DEC0,2,136.24
2019,NUTS,2010,DEC0,2,156.589
2011,NUTS,2010,DED,1,649.617
2012,NUTS,2010,DED,1,667.099
2013,NUTS,2010,DED,1,726.595
2014,NUTS,2010,DED,1,723.367
2015,NUTS,2010,DED,1,706.174
2016,NUTS,2010,DED,1,722.264
2017,NUTS,2010,DED,1,759.605
2018,NUTS,2010,DED,1,807.284
2019,NUTS,2010,DED,1,837.403
2011,NUTS,2010,DED2,2,298.528
2012,NUTS,2010,DED2,2,309.87
2013,NUTS,2010,DED2,2,340.655
2014,NUTS,2010,DED2,2,331.423
2015,NUTS,2010,DED2,2,332.946
2016,NUTS,2010,DED2,2,338.066
2017,NUTS,2010,DED2,2,356.796
2018,NUTS,2010,DED2,2,387.429
2019,NUTS,2010,DED2,2,389.847
2011,NUTS,2010,DED4,2,174.468
2012,NUTS,2010,DED4,2,171.936
2013,NUTS,2010,DED4,2,189.5
2014,NUTS,2010,DED4,2,194.303
2015,NUTS,2010,DED4,2,174.473
2016,NUTS,2010,DED4,2,183.732
2017,NUTS,2010,DED4,2,191.57
2018,NUTS,2010,DED4,2,190.758
2019,NUTS,2010,DED4,2,201.703
2011,NUTS,2010,DED5,2,176.621
2012,NUTS,2010,DED5,2,184.854
2013,NUTS,2010,DED5,2,196.441
2014,NUTS,2010,DED5,2,197.641
2015,NUTS,2010,DED5,2,198.755
2016,NUTS,2010,DED5,2,200.466
2017,NUTS,2010,DED5,2,211.239
2018,NUTS,2010,DED5,2,229.097
2019,NUTS,2010,DED5,2,245.854
2011,NUTS,2010,DEE,1,221.714
2012,NUTS,2010,DEE,1,221.772
2013,NUTS,2010,DEE,1,234.271
2014,NUTS,2010,DEE,1,247.945
2015,NUTS,2010,DEE,1,256.555
2016,NUTS,2010,DEE,1,279.844
2017,NUTS,2010,DEE,1,279.047
2018,NUTS,2010,DEE,1,302.17
2019,NUTS,2010,DEE,1,291.067
2011,NUTS,2010,DEE0,2,221.714
2012,NUTS,2010,DEE0,2,221.772
2013,NUTS,2010,DEE0,2,234.271
2014,NUTS,2010,DEE0,2,247.945
2015,NUTS,2010,DEE0,2,256.555
2016,NUTS,2010,DEE0,2,279.844
2017,NUTS,2010,DEE0,2,279.047
2018,NUTS,2010,DEE0,2,302.17
2019,NUTS,2010,DEE0,2,291.067
2011,NUTS,2010,DEF,1,248.658
2012,NUTS,2010,DEF,1,255.321
2013,NUTS,2010,DEF,1,243.76
2014,NUTS,2010,DEF,1,253.493
2015,NUTS,2010,DEF,1,252.049
2016,NUTS,2010,DEF,1,284.179
2017,NUTS,2010,DEF,1,285.226
2018,NUTS,2010,DEF,1,328.619
2019,NUTS,2010,DEF,1,399.721
2011,NUTS,2010,DEF0,2,248.658
2012,NUTS,2010,DEF0,2,255.321
2013,NUTS,2010,DEF0,2,243.76
2014,NUTS,2010,DEF0,2,253.493
2015,NUTS,2010,DEF0,2,252.049
2016,NUTS,2010,DEF0,2,284.179
2017,NUTS,2010,DEF0,2,285.226
2018,NUTS,2010,DEF0,2,328.619
2019,NUTS,2010,DEF0,2,399.721
2011,NUTS,2010,DEG,1,276.991
2012,NUTS,2010,DEG,1,283.761
2013,NUTS,2010,DEG,1,282.172
2014,NUTS,2010,DEG,1,278.351
2015,NUTS,2010,DEG,1,278.771
2016,NUTS,2010,DEG,1,286.557
2017,NUTS,2010,DEG,1,299.593
2018,NUTS,2010,DEG,1,298.925
2019,NUTS,2010,DEG,1,320.124
2011,NUTS,2010,DEG0,2,276.991
2012,NUTS,2010,DEG0,2,283.761
2013,NUTS,2010,DEG0,2,282.172
2014,NUTS,2010,DEG0,2,278.351
2015,NUTS,2010,DEG0,2,278.771
2016,NUTS,2010,DEG0,2,286.557
2017,NUTS,2010,DEG0,2,299.593
2018,NUTS,2010,DEG0,2,298.925
2019,NUTS,2010,DEG0,2,320.124
2011,NUTS,2010,DEZ,1,100.455
2012,NUTS,2010,DEZ,1,100.502
2013,NUTS,2010,DEZ,1,99.537
2014,NUTS,2010,DEZ,1,95.813
2015,NUTS,2010,DEZ,1,84.197
2016,NUTS,2010,DEZ,1,84.45
2017,NUTS,2010,DEZ,1,85.685
2018,NUTS,2010,DEZ,1,82.564
2019,NUTS,2010,DEZ,1,85.069
2011,NUTS,2010,DEZZ,2,100.455
2012,NUTS,2010,DEZZ,2,100.502
2013,NUTS,2010,DEZZ,2,99.537
2014,NUTS,2010,DEZZ,2,95.813
2015,NUTS,2010,DEZZ,2,84.197
2016,NUTS,2010,DEZZ,2,84.45
2017,NUTS,2010,DEZZ,2,85.685
2018,NUTS,2010,DEZZ,2,82.564
2019,NUTS,2010,DEZZ,2,85.069
2011,NUTS,2010,DK,0,1411.255
2012,NUTS,2010,DK,0,1467.376
2013,NUTS,2010,DK,0,1580.404
2014,NUTS,2010,DK,0,1558.852
2015,NUTS,2010,DK,0,1693.107
2016,NUTS,2010,DK,0,1687.599
2017,NUTS,2010,DK,0,1687.923
2018,NUTS,2010,DK,0,1763.111
2019,NUTS,2010,DK,0,1806.895
2020,NUTS,2010,DK,0,1920.647
2011,NUTS,2010,DK0,1,1413.978
2012,NUTS,2010,DK0,1,1508.378
2013,NUTS,2010,DK0,1,1574.074
2014,NUTS,2010,DK0,1,1558.852
2015,NUTS,2010,DK0,1,1693.107
2016,NUTS,2010,DK0,1,1687.599
2017,NUTS,2010,DK0,1,1687.923
2018,NUTS,2010,DK0,1,1763.111
2019,NUTS,2010,DK0,1,1806.895
2020,NUTS,2010,DK0,1,1920.647
2011,NUTS,2010,DK01,2,751.641
2012,NUTS,2010,DK01,2,815.946
2013,NUTS,2010,DK01,2,822.544
2014,NUTS,2010,DK01,2,857.582
2015,NUTS,2010,DK01,2,921.807
2016,NUTS,2010,DK01,2,927.38
2017,NUTS,2010,DK01,2,929.33
2019,NUTS,2010,DK01,2,1006.132
2011,NUTS,2010,DK02,2,73.748
2012,NUTS,2010,DK02,2,71.185
2013,NUTS,2010,DK02,2,70.013
2014,NUTS,2010,DK02,2,77.472
2015,NUTS,2010,DK02,2,88.925
2016,NUTS,2010,DK02,2,92.698
2017,NUTS,2010,DK02,2,93.747
2019,NUTS,2010,DK02,2,89.562
2011,NUTS,2010,DK03,2,153.289
2012,NUTS,2010,DK03,2,167.249
2013,NUTS,2010,DK03,2,183.694
2014,NUTS,2010,DK03,2,186.431
2015,NUTS,2010,DK03,2,197.576
2016,NUTS,2010,DK03,2,187.156
2017,NUTS,2010,DK03,2,157.299
2019,NUTS,2010,DK03,2,164.716
2011,NUTS,2010,DK04,2,314.361
2012,NUTS,2010,DK04,2,328.843
2013,NUTS,2010,DK04,2,362.222
2014,NUTS,2010,DK04,2,292.894
2015,NUTS,2010,DK04,2,340.867
2016,NUTS,2010,DK04,2,329.122
2017,NUTS,2010,DK04,2,316.812
2019,NUTS,2010,DK04,2,336.598
2011,NUTS,2010,DK05,2,120.935
2012,NUTS,2010,DK05,2,125.156
2013,NUTS,2010,DK05,2,135.6
2014,NUTS,2010,DK05,2,144.474
2015,NUTS,2010,DK05,2,143.932
2016,NUTS,2010,DK05,2,151.404
2017,NUTS,2010,DK05,2,190.656
2019,NUTS,2010,DK05,2,209.887
2011,NUTS,2010,EA19,2,39089.692
2012,NUTS,2010,EA19,2,39092.274
2013,NUTS,2010,EA19,2,39580.403
2014,NUTS,2010,EA19,2,39920.769
2015,NUTS,2010,EA19,2,40463.459
2016,NUTS,2010,EA19,2,40658.324
2017,NUTS,2010,EA19,2,41527.721
2018,NUTS,2010,EA19,2,42663.741
2019,NUTS,2010,EA19,2,43597.874
2020,NUTS,2010,EA19,2,43696.8
2011,NUTS,2010,EE,0,124.43
2012,NUTS,2010,EE,0,136.674
2013,NUTS,2010,EE,0,148.136
2014,NUTS,2010,EE,0,132.538
2015,NUTS,2010,EE,0,129.338
2016,NUTS,2010,EE,0,97.085
2017,NUTS,2010,EE,0,117.676
2018,NUTS,2010,EE,0,152.763
2019,NUTS,2010,EE,0,145.26
2020,NUTS,2010,EE,0,147.24
2011,NUTS,2010,EE0,1,124.43
2012,NUTS,2010,EE0,1,136.674
2013,NUTS,2010,EE0,1,148.136
2014,NUTS,2010,EE0,1,132.538
2015,NUTS,2010,EE0,1,129.338
2016,NUTS,2010,EE0,1,97.085
2017,NUTS,2010,EE0,1,117.676
2018,NUTS,2010,EE0,1,152.763
2019,NUTS,2010,EE0,1,145.26
2020,NUTS,2010,EE0,1,147.24
2011,NUTS,2010,EE00,2,124.43
2012,NUTS,2010,EE00,2,136.674
2013,NUTS,2010,EE00,2,148.136
2014,NUTS,2010,EE00,2,132.538
2015,NUTS,2010,EE00,2,129.338
2016,NUTS,2010,EE00,2,97.085
2017,NUTS,2010,EE00,2,117.676
2018,NUTS,2010,EE00,2,152.763
2019,NUTS,2010,EE00,2,145.26
2020,NUTS,2010,EE00,2,147.24
2011,NUTS,2010,EL,0,559.761
2012,NUTS,2010,EL,0,535.999
2013,NUTS,2010,EL,0,561.837
2014,NUTS,2010,EL,0,577.746
2015,NUTS,2010,EL,0,674.316
2016,NUTS,2010,EL,0,589.3
2017,NUTS,2010,EL,0,606.007
2018,NUTS,2010,EL,0,650.924
2019,NUTS,2010,EL,0,751.642
2020,NUTS,2010,EL,0,819.728
2011,NUTS,2010,EL3,1,222.987
2013,NUTS,2010,EL3,1,215.405
2015,NUTS,2010,EL3,1,282.654
2017,NUTS,2010,EL3,1,237.423
2018,NUTS,2010,EL3,1,262.23
2019,NUTS,2010,EL3,1,306.988
2011,NUTS,2010,EL30,2,222.987
2013,NUTS,2010,EL30,2,215.405
2015,NUTS,2010,EL30,2,282.654
2017,NUTS,2010,EL30,2,237.423
2018,NUTS,2010,EL30,2,262.23
2019,NUTS,2010,EL30,2,306.988
2011,NUTS,2010,EL4,1,67.922
2013,NUTS,2010,EL4,1,79.421
2015,NUTS,2010,EL4,1,75.71
2017,NUTS,2010,EL4,1,69.536
2018,NUTS,2010,EL4,1,71.461
2019,NUTS,2010,EL4,1,79.177
2011,NUTS,2010,EL41,2,11.197
2013,NUTS,2010,EL41,2,16.97
2015,NUTS,2010,EL41,2,11.344
2017,NUTS,2010,EL41,2,10.358
2018,NUTS,2010,EL41,2,9.271
2019,NUTS,2010,EL41,2,11.169
2011,NUTS,2010,EL42,2,5.122
2013,NUTS,2010,EL42,2,6.411
2015,NUTS,2010,EL42,2,4.179
2017,NUTS,2010,EL42,2,4.896
2018,NUTS,2010,EL42,2,4.199
2019,NUTS,2010,EL42,2,4.293
2011,NUTS,2010,EL43,2,51.603
2013,NUTS,2010,EL43,2,56.04
2015,NUTS,2010,EL43,2,60.186
2017,NUTS,2010,EL43,2,54.282
2018,NUTS,2010,EL43,2,57.992
2019,NUTS,2010,EL43,2,63.715
2011,NUTS,2010,EL5,1,170.02
2013,NUTS,2010,EL5,1,163.0
2015,NUTS,2010,EL5,1,183.712
2017,NUTS,2010,EL5,1,164.642
2018,NUTS,2010,EL5,1,175.7
2019,NUTS,2010,EL5,1,206.923
2011,NUTS,2010,EL51,2,28.545
2013,NUTS,2010,EL51,2,23.985
2015,NUTS,2010,EL51,2,32.921
2017,NUTS,2010,EL51,2,31.254
2018,NUTS,2010,EL51,2,31.358
2019,NUTS,2010,EL51,2,36.949
2011,NUTS,2010,EL52,2,104.024
2013,NUTS,2010,EL52,2,99.637
2015,NUTS,2010,EL52,2,105.73
2017,NUTS,2010,EL52,2,89.359
2018,NUTS,2010,EL52,2,97.568
2019,NUTS,2010,EL52,2,114.845
2011,NUTS,2010,EL53,2,5.944
2013,NUTS,2010,EL53,2,10.354
2015,NUTS,2010,EL53,2,6.945
2017,NUTS,2010,EL53,2,7.207
2018,NUTS,2010,EL53,2,8.913
2019,NUTS,2010,EL53,2,8.46
2011,NUTS,2010,EL54,2,31.507
2013,NUTS,2010,EL54,2,29.024
2015,NUTS,2010,EL54,2,38.117
2017,NUTS,2010,EL54,2,36.822
2018,NUTS,2010,EL54,2,37.861
2019,NUTS,2010,EL54,2,46.669
2011,NUTS,2010,EL6,1,98.833
2013,NUTS,2010,EL6,1,104.01
2015,NUTS,2010,EL6,1,132.24
2017,NUTS,2010,EL6,1,134.407
2018,NUTS,2010,EL6,1,141.533
2019,NUTS,2010,EL6,1,158.554
2011,NUTS,2010,EL61,2,29.671
2013,NUTS,2010,EL61,2,32.619
2015,NUTS,2010,EL61,2,40.233
2017,NUTS,2010,EL61,2,45.026
2018,NUTS,2010,EL61,2,50.205
2019,NUTS,2010,EL61,2,60.44
2011,NUTS,2010,EL62,2,3.363
2013,NUTS,2010,EL62,2,4.701
2015,NUTS,2010,EL62,2,9.532
2017,NUTS,2010,EL62,2,5.41
2018,NUTS,2010,EL62,2,6.166
2019,NUTS,2010,EL62,2,7.253
2011,NUTS,2010,EL63,2,56.608
2013,NUTS,2010,EL63,2,52.364
2015,NUTS,2010,EL63,2,64.952
2017,NUTS,2010,EL63,2,74.715
2018,NUTS,2010,EL63,2,74.113
2019,NUTS,2010,EL63,2,77.225
2011,NUTS,2010,EL64,2,2.346
2013,NUTS,2010,EL64,2,4.056
2015,NUTS,2010,EL64,2,6.945
2017,NUTS,2010,EL64,2,3.782
2018,NUTS,2010,EL64,2,4.114
2019,NUTS,2010,EL64,2,5.08
2011,NUTS,2010,EL65,2,6.846
2013,NUTS,2010,EL65,2,10.272
2015,NUTS,2010,EL65,2,10.579
2017,NUTS,2010,EL65,2,5.473
2018,NUTS,2010,EL65,2,6.935
2019,NUTS,2010,EL65,2,8.555
2015,NUTS,2010,ELZ,1,0.0
2018,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2018,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,3862.5
2012,NUTS,2010,ES,0,3590.139
2013,NUTS,2010,ES,0,3510.282
2014,NUTS,2010,ES,0,3478.366
2015,NUTS,2010,ES,0,3553.339
2016,NUTS,2010,ES,0,3489.315
2017,NUTS,2010,ES,0,3595.594
2018,NUTS,2010,ES,0,3679.098
2019,NUTS,2010,ES,0,3811.189
2020,NUTS,2010,ES,0,3825.086
2011,NUTS,2010,ES1,1,333.99
2013,NUTS,2010,ES1,1,279.793
2015,NUTS,2010,ES1,1,285.879
2016,NUTS,2010,ES1,1,270.616
2017,NUTS,2010,ES1,1,283.192
2018,NUTS,2010,ES1,1,286.235
2011,NUTS,2010,ES11,2,188.64
2012,NUTS,2010,ES11,2,186.496
2014,NUTS,2010,ES11,2,173.811
2015,NUTS,2010,ES11,2,188.028
2016,NUTS,2010,ES11,2,173.079
2017,NUTS,2010,ES11,2,185.019
2018,NUTS,2010,ES11,2,192.999
2019,NUTS,2010,ES11,2,193.275
2011,NUTS,2010,ES12,2,83.886
2012,NUTS,2010,ES12,2,63.272
2013,NUTS,2010,ES12,2,56.886
2014,NUTS,2010,ES12,2,53.788
2015,NUTS,2010,ES12,2,55.641
2016,NUTS,2010,ES12,2,55.462
2017,NUTS,2010,ES12,2,54.751
2018,NUTS,2010,ES12,2,47.55
2019,NUTS,2010,ES12,2,52.46
2011,NUTS,2010,ES13,2,61.465
2015,NUTS,2010,ES13,2,42.21
2016,NUTS,2010,ES13,2,42.075
2017,NUTS,2010,ES13,2,43.423
2018,NUTS,2010,ES13,2,45.686
2011,NUTS,2010,ES2,1,408.25
2013,NUTS,2010,ES2,1,381.71
2019,NUTS,2010,ES2,1,396.673
2011,NUTS,2010,ES21,2,236.269
2012,NUTS,2010,ES21,2,237.999
2013,NUTS,2010,ES21,2,229.781
2014,NUTS,2010,ES21,2,229.427
2015,NUTS,2010,ES21,2,225.441
2016,NUTS,2010,ES21,2,217.066
2017,NUTS,2010,ES21,2,223.722
2018,NUTS,2010,ES21,2,233.09
2019,NUTS,2010,ES21,2,230.089
2011,NUTS,2010,ES22,2,78.108
2011,NUTS,2010,ES23,2,15.22
2012,NUTS,2010,ES23,2,15.599
2014,NUTS,2010,ES23,2,16.928
2015,NUTS,2010,ES23,2,21.105
2016,NUTS,2010,ES23,2,18.169
2017,NUTS,2010,ES23,2,18.88
2018,NUTS,2010,ES23,2,17.715
2011,NUTS,2010,ES24,2,78.654
2012,NUTS,2010,ES24,2,72.504
2013,NUTS,2010,ES24,2,65.578
2014,NUTS,2010,ES24,2,62.409
2015,NUTS,2010,ES24,2,67.153
2016,NUTS,2010,ES24,2,66.937
2017,NUTS,2010,ES24,2,67.966
2018,NUTS,2010,ES24,2,71.792
2011,NUTS,2010,ES3,1,647.133
2012,NUTS,2010,ES3,1,611.677
2013,NUTS,2010,ES3,1,599.092
2014,NUTS,2010,ES3,1,588.481
2015,NUTS,2010,ES3,1,558.327
2016,NUTS,2010,ES3,1,613.905
2017,NUTS,2010,ES3,1,637.182
2018,NUTS,2010,ES3,1,670.368
2019,NUTS,2010,ES3,1,696.709
2011,NUTS,2010,ES30,2,647.133
2012,NUTS,2010,ES30,2,611.677
2013,NUTS,2010,ES30,2,599.092
2014,NUTS,2010,ES30,2,588.481
2015,NUTS,2010,ES30,2,558.327
2016,NUTS,2010,ES30,2,613.905
2017,NUTS,2010,ES30,2,637.182
2018,NUTS,2010,ES30,2,670.368
2019,NUTS,2010,ES30,2,696.709
2011,NUTS,2010,ES4,1,342.407
2013,NUTS,2010,ES4,1,303.56
2014,NUTS,2010,ES4,1,299.312
2015,NUTS,2010,ES4,1,324.252
2016,NUTS,2010,ES4,1,301.215
2018,NUTS,2010,ES4,1,312.341
2019,NUTS,2010,ES4,1,346.974
2011,NUTS,2010,ES41,2,197.579
2012,NUTS,2010,ES41,2,175.596
2013,NUTS,2010,ES41,2,176.775
2014,NUTS,2010,ES41,2,187.34
2015,NUTS,2010,ES41,2,189.946
2016,NUTS,2010,ES41,2,184.554
2017,NUTS,2010,ES41,2,185.019
2018,NUTS,2010,ES41,2,197.661
2019,NUTS,2010,ES41,2,208.0
2011,NUTS,2010,ES42,2,74.075
2012,NUTS,2010,ES42,2,55.587
2013,NUTS,2010,ES42,2,56.13
2014,NUTS,2010,ES42,2,48.728
2015,NUTS,2010,ES42,2,65.234
2017,NUTS,2010,ES42,2,64.19
2011,NUTS,2010,ES43,2,70.753
2013,NUTS,2010,ES43,2,70.655
2014,NUTS,2010,ES43,2,63.243
2015,NUTS,2010,ES43,2,69.071
2011,NUTS,2010,ES5,1,1230.157
2012,NUTS,2010,ES5,1,1167.508
2013,NUTS,2010,ES5,1,1148.547
2014,NUTS,2010,ES5,1,1142.088
2015,NUTS,2010,ES5,1,1180.929
2016,NUTS,2010,ES5,1,1170.436
2017,NUTS,2010,ES5,1,1182.799
2018,NUTS,2010,ES5,1,1205.543
2011,NUTS,2010,ES51,2,711.077
2012,NUTS,2010,ES51,2,671.188
2013,NUTS,2010,ES51,2,655.676
2014,NUTS,2010,ES51,2,642.722
2015,NUTS,2010,ES51,2,685.917
2016,NUTS,2010,ES51,2,677.973
2017,NUTS,2010,ES51,2,682.493
2018,NUTS,2010,ES51,2,683.421
2019,NUTS,2010,ES51,2,700.39
2011,NUTS,2010,ES52,2,475.347
2012,NUTS,2010,ES52,2,455.905
2013,NUTS,2010,ES52,2,451.74
2014,NUTS,2010,ES52,2,457.596
2015,NUTS,2010,ES52,2,452.801
2016,NUTS,2010,ES52,2,451.345
2017,NUTS,2010,ES52,2,454.051
2018,NUTS,2010,ES52,2,475.504
2019,NUTS,2010,ES52,2,488.708
2011,NUTS,2010,ES53,2,43.733
2012,NUTS,2010,ES53,2,40.415
2013,NUTS,2010,ES53,2,41.131
2014,NUTS,2010,ES53,2,41.769
2015,NUTS,2010,ES53,2,42.21
2016,NUTS,2010,ES53,2,41.118
2017,NUTS,2010,ES53,2,46.255
2018,NUTS,2010,ES53,2,47.55
2011,NUTS,2010,ES6,1,790.76
2012,NUTS,2010,ES6,1,706.253
2013,NUTS,2010,ES6,1,703.927
2014,NUTS,2010,ES6,1,708.866
2015,NUTS,2010,ES6,1,726.209
2016,NUTS,2010,ES6,1,662.674
2017,NUTS,2010,ES6,1,695.708
2018,NUTS,2010,ES6,1,720.715
2019,NUTS,2010,ES6,1,751.93
2011,NUTS,2010,ES61,2,684.256
2012,NUTS,2010,ES61,2,605.75
2013,NUTS,2010,ES61,2,602.579
2014,NUTS,2010,ES61,2,608.786
2015,NUTS,2010,ES61,2,624.52
2016,NUTS,2010,ES61,2,553.662
2017,NUTS,2010,ES61,2,582.432
2018,NUTS,2010,ES61,2,601.373
2019,NUTS,2010,ES61,2,624.921
2011,NUTS,2010,ES62,2,104.083
2012,NUTS,2010,ES62,2,98.145
2013,NUTS,2010,ES62,2,99.097
2014,NUTS,2010,ES62,2,97.827
2015,NUTS,2010,ES62,2,99.77
2016,NUTS,2010,ES62,2,107.099
2018,NUTS,2010,ES62,2,116.545
2019,NUTS,2010,ES62,2,124.248
2011,NUTS,2010,ES63,2,0.955
2011,NUTS,2010,ES64,2,1.466
2011,NUTS,2010,ES7,1,109.803
2012,NUTS,2010,ES7,1,102.453
2013,NUTS,2010,ES7,1,93.654
2014,NUTS,2010,ES7,1,91.761
2015,NUTS,2010,ES7,1,97.851
2016,NUTS,2010,ES7,1,100.405
2017,NUTS,2010,ES7,1,104.781
2018,NUTS,2010,ES7,1,87.642
2011,NUTS,2010,ES70,2,109.803
2012,NUTS,2010,ES70,2,102.453
2013,NUTS,2010,ES70,2,93.654
2014,NUTS,2010,ES70,2,91.761
2015,NUTS,2010,ES70,2,97.851
2016,NUTS,2010,ES70,2,100.405
2017,NUTS,2010,ES70,2,104.781
2018,NUTS,2010,ES70,2,87.642
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,45927.444
2012,NUTS,2010,EU27_2020,7,46512.523
2013,NUTS,2010,EU27_2020,7,46889.86
2014,NUTS,2010,EU27_2020,7,47443.633
2015,NUTS,2010,EU27_2020,7,48326.366
2016,NUTS,2010,EU27_2020,7,48391.158
2017,NUTS,2010,EU27_2020,7,49714.817
2018,NUTS,2010,EU27_2020,7,51679.793
2019,NUTS,2010,EU27_2020,7,53543.251
2020,NUTS,2010,EU27_2020,7,53673.709
2011,NUTS,2010,FI,0,1069.233
2012,NUTS,2010,FI,0,1069.397
2013,NUTS,2010,FI,0,1016.877
2014,NUTS,2010,FI,0,1036.314
2015,NUTS,2010,FI,0,1013.662
2016,NUTS,2010,FI,0,1019.145
2017,NUTS,2010,FI,0,1063.375
2018,NUTS,2010,FI,0,1080.152
2019,NUTS,2010,FI,0,1117.198
2020,NUTS,2010,FI,0,1102.322
2011,NUTS,2010,FI1,1,1068.641
2012,NUTS,2010,FI1,1,1068.931
2015,NUTS,2010,FI1,1,1013.114
2016,NUTS,2010,FI1,1,1018.735
2017,NUTS,2010,FI1,1,1062.812
2018,NUTS,2010,FI1,1,1079.687
2019,NUTS,2010,FI1,1,1116.871
2011,NUTS,2010,FI19,2,232.563
2012,NUTS,2010,FI19,2,234.786
2013,NUTS,2010,FI19,2,222.736
