year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_smc_p_mhab
2012,NUTS,2010,DEB3J,3,2.464
2011,NUTS,2010,DEC,1,1.887
2012,NUTS,2010,DEC,1,0.326
2011,NUTS,2010,DED,1,6.485
2012,NUTS,2010,DED,1,4.834
2011,NUTS,2010,DED2,2,14.039
2012,NUTS,2010,DED2,2,10.498
2011,NUTS,2010,DED21,3,40.779
2012,NUTS,2010,DED21,3,30.371
2011,NUTS,2010,DED2C,3,3.11
2012,NUTS,2010,DED2C,3,1.569
2012,NUTS,2010,DED2E,3,0.517
2011,NUTS,2010,DED2F,3,2.021
2012,NUTS,2010,DED2F,3,1.315
2011,NUTS,2010,DED4,2,1.979
2012,NUTS,2010,DED4,2,1.621
2011,NUTS,2010,DED41,3,2.467
2012,NUTS,2010,DED41,3,3.495
2011,NUTS,2010,DED42,3,1.711
2012,NUTS,2010,DED42,3,2.062
2011,NUTS,2010,DED43,3,2.741
2012,NUTS,2010,DED43,3,2.616
2011,NUTS,2010,DED45,3,2.603
2011,NUTS,2010,DED5,2,1.054
2012,NUTS,2010,DED5,2,0.499
2011,NUTS,2010,DED51,3,1.626
2012,NUTS,2010,DED51,3,0.94
2011,NUTS,2010,DED53,3,0.97
2011,NUTS,2010,DEE,1,1.071
2012,NUTS,2010,DEE,1,0.575
2011,NUTS,2010,DEE0,2,1.071
2012,NUTS,2010,DEE0,2,0.575
2011,NUTS,2010,DEE02,3,1.073
2011,NUTS,2010,DEE03,3,4.319
2012,NUTS,2010,DEE05,3,1.894
2011,NUTS,2010,DEE09,3,1.076
2011,NUTS,2010,DEE0B,3,5.078
2012,NUTS,2010,DEE0B,3,5.125
2011,NUTS,2010,DEF,1,2.981
2012,NUTS,2010,DEF,1,1.921
2011,NUTS,2010,DEF0,2,2.981
2012,NUTS,2010,DEF0,2,1.921
2011,NUTS,2010,DEF02,3,6.262
2012,NUTS,2010,DEF02,3,2.066
2011,NUTS,2010,DEF05,3,5.786
2012,NUTS,2010,DEF05,3,1.865
2011,NUTS,2010,DEF06,3,5.351
2012,NUTS,2010,DEF06,3,5.336
2011,NUTS,2010,DEF09,3,1.648
2012,NUTS,2010,DEF09,3,1.639
2011,NUTS,2010,DEF0A,3,7.447
2012,NUTS,2010,DEF0A,3,3.747
2011,NUTS,2010,DEF0B,3,5.56
2012,NUTS,2010,DEF0B,3,0.929
2011,NUTS,2010,DEF0C,3,1.667
2012,NUTS,2010,DEF0C,3,1.267
2012,NUTS,2010,DEF0D,3,0.769
2011,NUTS,2010,DEF0F,3,7.965
2012,NUTS,2010,DEF0F,3,8.655
2011,NUTS,2010,DEG,1,5.544
2012,NUTS,2010,DEG,1,3.863
2011,NUTS,2010,DEG0,2,5.544
2012,NUTS,2010,DEG0,2,3.863
2011,NUTS,2010,DEG01,3,16.049
2012,NUTS,2010,DEG01,3,2.423
2012,NUTS,2010,DEG02,3,5.366
2011,NUTS,2010,DEG03,3,34.909
2012,NUTS,2010,DEG03,3,7.396
2011,NUTS,2010,DEG05,3,33.14
2011,NUTS,2010,DEG0B,3,0.462
2012,NUTS,2010,DEG0C,3,7.281
2012,NUTS,2010,DEG0D,3,3.456
2011,NUTS,2010,DEG0F,3,8.901
2012,NUTS,2010,DEG0F,3,26.128
2011,NUTS,2010,DEG0J,3,11.52
2012,NUTS,2010,DEG0J,3,15.643
2012,NUTS,2010,DEG0L,3,4.717
2011,NUTS,2010,DEG0M,3,2.024
2012,NUTS,2010,DEG0M,3,7.697
2011,NUTS,2010,DEG0P,3,7.659
2011,NUTS,2010,DK,0,3.476
2012,NUTS,2010,DK,0,1.523
2011,NUTS,2010,DK0,1,3.251
2012,NUTS,2010,DK0,1,1.269
2011,NUTS,2010,DK01,2,4.619
2012,NUTS,2010,DK01,2,1.75
2011,NUTS,2010,DK011,3,4.07
2011,NUTS,2010,DK012,3,7.199
2012,NUTS,2010,DK012,3,3.84
2011,NUTS,2010,DK013,3,2.947
2012,NUTS,2010,DK013,3,2.231
2011,NUTS,2010,DK02,2,2.318
2011,NUTS,2010,DK021,3,1.698
2011,NUTS,2010,DK022,3,2.567
2011,NUTS,2010,DK03,2,2.848
2012,NUTS,2010,DK03,2,2.564
2011,NUTS,2010,DK031,3,2.062
2011,NUTS,2010,DK032,3,3.381
2012,NUTS,2010,DK032,3,4.301
2011,NUTS,2010,DK04,2,2.316
2011,NUTS,2010,DK042,3,3.501
2011,NUTS,2010,DK05,2,3.449
2012,NUTS,2010,DK05,2,1.724
2011,NUTS,2010,DK050,3,3.449
2012,NUTS,2010,DK050,3,1.724
2011,NUTS,2010,EL,0,0.27
2012,NUTS,2010,EL,0,0.226
2011,NUTS,2010,EL1,1,0.28
2011,NUTS,2010,EL12,2,0.519
2011,NUTS,2010,EL122,3,0.877
2012,NUTS,2010,EL2,1,0.627
2012,NUTS,2010,EL23,2,2.18
2012,NUTS,2010,EL232,3,4.778
2011,NUTS,2010,EL3,1,0.501
2012,NUTS,2010,EL3,1,0.083
2011,NUTS,2010,EL30,2,0.501
2012,NUTS,2010,EL30,2,0.083
2011,NUTS,2010,EL300,3,0.501
2012,NUTS,2010,EL300,3,0.083
2012,NUTS,2010,EL4,1,0.575
2012,NUTS,2010,EL43,2,1.065
2012,NUTS,2010,EL431,3,2.167
2011,NUTS,2010,ES,0,0.272
2012,NUTS,2010,ES,0,0.382
2011,NUTS,2010,ES1,1,0.225
2011,NUTS,2010,ES11,2,0.361
2011,NUTS,2010,ES111,3,0.877
2011,NUTS,2010,ES2,1,0.261
2012,NUTS,2010,ES2,1,0.223
2011,NUTS,2010,ES21,2,0.078
2012,NUTS,2010,ES21,2,0.458
2011,NUTS,2010,ES212,3,0.24
2012,NUTS,2010,ES212,3,1.412
2011,NUTS,2010,ES24,2,0.744
2011,NUTS,2010,ES243,3,1.027
2011,NUTS,2010,ES3,1,0.156
2012,NUTS,2010,ES3,1,0.853
2011,NUTS,2010,ES30,2,0.156
2012,NUTS,2010,ES30,2,0.853
2011,NUTS,2010,ES300,3,0.156
2012,NUTS,2010,ES300,3,0.853
2011,NUTS,2010,ES5,1,0.394
2012,NUTS,2010,ES5,1,0.587
2011,NUTS,2010,ES51,2,0.467
2012,NUTS,2010,ES51,2,0.945
2011,NUTS,2010,ES511,3,0.576
2012,NUTS,2010,ES511,3,1.287
2011,NUTS,2010,ES514,3,0.411
2011,NUTS,2010,ES52,2,0.37
2012,NUTS,2010,ES52,2,0.18
2011,NUTS,2010,ES522,3,1.007
2011,NUTS,2010,ES523,3,0.488
2012,NUTS,2010,ES523,3,0.351
2011,NUTS,2010,ES6,1,0.352
2012,NUTS,2010,ES6,1,0.323
2011,NUTS,2010,ES61,2,0.42
2012,NUTS,2010,ES61,2,0.386
2011,NUTS,2010,ES616,3,0.75
2012,NUTS,2010,ES616,3,0.495
2011,NUTS,2010,ES618,3,1.564
2012,NUTS,2010,ES618,3,1.501
2011,NUTS,2010,FI,0,3.674
2012,NUTS,2010,FI,0,1.509
2011,NUTS,2010,FI1,1,3.693
2012,NUTS,2010,FI1,1,1.517
2011,NUTS,2010,FI19,2,0.735
2011,NUTS,2010,FI197,3,2.05
2011,NUTS,2010,FI1B,2,11.368
2012,NUTS,2010,FI1B,2,3.699
2011,NUTS,2010,FI1B1,3,11.368
2012,NUTS,2010,FI1B1,3,3.699
2011,NUTS,2010,FI1C,2,0.285
2012,NUTS,2010,FI1C,2,0.862
2012,NUTS,2010,FI1C1,3,2.14
2011,NUTS,2010,FI1C2,3,1.891
2011,NUTS,2010,FI1D,2,0.771
2012,NUTS,2010,FI1D,2,1.101
2011,NUTS,2010,FI1D6,3,2.532
2012,NUTS,2010,FI1D6,3,3.594
2011,NUTS,2010,FR,0,4.496
2012,NUTS,2010,FR,0,3.236
2011,NUTS,2010,FR1,1,5.392
2012,NUTS,2010,FR1,1,3.083
2011,NUTS,2010,FR10,2,5.392
2012,NUTS,2010,FR10,2,3.083
2011,NUTS,2010,FR101,3,7.173
2012,NUTS,2010,FR101,3,5.137
2011,NUTS,2010,FR102,3,3.116
2012,NUTS,2010,FR102,3,0.362
2011,NUTS,2010,FR103,3,7.711
2012,NUTS,2010,FR103,3,1.423
2011,NUTS,2010,FR104,3,10.276
2012,NUTS,2010,FR104,3,6.222
2011,NUTS,2010,FR105,3,4.154
2012,NUTS,2010,FR105,3,6.442
2011,NUTS,2010,FR106,3,0.543
2012,NUTS,2010,FR106,3,0.325
2011,NUTS,2010,FR107,3,7.655
2012,NUTS,2010,FR107,3,2.049
2011,NUTS,2010,FR108,3,2.118
2012,NUTS,2010,FR108,3,1.264
2011,NUTS,2010,FR2,1,0.951
2012,NUTS,2010,FR2,1,0.665
2012,NUTS,2010,FR21,2,0.246
2012,NUTS,2010,FR212,3,1.08
2011,NUTS,2010,FR22,2,0.61
2012,NUTS,2010,FR22,2,0.13
2011,NUTS,2010,FR222,3,1.452
2012,NUTS,2010,FR222,3,0.309
2011,NUTS,2010,FR23,2,1.995
2012,NUTS,2010,FR23,2,1.317
2011,NUTS,2010,FR231,3,3.401
2012,NUTS,2010,FR231,3,1.099
2011,NUTS,2010,FR232,3,1.335
2012,NUTS,2010,FR232,3,1.42
2011,NUTS,2010,FR24,2,0.665
2012,NUTS,2010,FR24,2,0.846
2011,NUTS,2010,FR242,3,0.465
2011,NUTS,2010,FR244,3,0.842
2012,NUTS,2010,FR244,3,1.675
2011,NUTS,2010,FR246,3,1.516
2012,NUTS,2010,FR246,3,1.767
2011,NUTS,2010,FR25,2,2.507
2012,NUTS,2010,FR25,2,0.677
2011,NUTS,2010,FR251,3,4.641
2012,NUTS,2010,FR251,3,1.454
2011,NUTS,2010,FR252,3,1.041
2012,NUTS,2010,FR26,2,0.609
2012,NUTS,2010,FR261,3,1.896
2011,NUTS,2010,FR3,1,1.534
2012,NUTS,2010,FR3,1,0.37
2011,NUTS,2010,FR30,2,1.534
2012,NUTS,2010,FR30,2,0.37
2011,NUTS,2010,FR301,3,2.404
2012,NUTS,2010,FR301,3,0.387
2012,NUTS,2010,FR302,3,0.342
2011,NUTS,2010,FR4,1,1.382
2012,NUTS,2010,FR4,1,1.474
2011,NUTS,2010,FR41,2,0.715
2012,NUTS,2010,FR41,2,1.098
2012,NUTS,2010,FR411,3,0.682
2011,NUTS,2010,FR413,3,1.607
2012,NUTS,2010,FR413,3,1.988
2011,NUTS,2010,FR42,2,2.834
2012,NUTS,2010,FR42,2,2.522
2011,NUTS,2010,FR421,3,1.91
2012,NUTS,2010,FR421,3,2.073
2011,NUTS,2010,FR422,3,4.183
2012,NUTS,2010,FR422,3,3.178
2011,NUTS,2010,FR43,2,0.426
2012,NUTS,2010,FR43,2,0.57
2011,NUTS,2010,FR431,3,0.945
2012,NUTS,2010,FR431,3,1.262
2011,NUTS,2010,FR5,1,1.879
2012,NUTS,2010,FR5,1,0.753
2011,NUTS,2010,FR51,2,2.485
2012,NUTS,2010,FR51,2,0.917
2011,NUTS,2010,FR511,3,1.651
2012,NUTS,2010,FR511,3,0.51
2012,NUTS,2010,FR512,3,1.885
2011,NUTS,2010,FR513,3,12.409
2012,NUTS,2010,FR513,3,3.253
2012,NUTS,2010,FR514,3,0.3
2011,NUTS,2010,FR515,3,4.675
2011,NUTS,2010,FR52,2,1.358
2012,NUTS,2010,FR52,2,0.704
2012,NUTS,2010,FR521,3,0.554
2011,NUTS,2010,FR522,3,4.478
2012,NUTS,2010,FR522,3,0.222
2011,NUTS,2010,FR524,3,0.454
2012,NUTS,2010,FR524,3,2.389
2011,NUTS,2010,FR53,2,1.592
2012,NUTS,2010,FR53,2,0.504
2011,NUTS,2010,FR531,3,2.835
2011,NUTS,2010,FR532,3,0.527
2011,NUTS,2010,FR533,3,1.348
2012,NUTS,2010,FR533,3,1.346
2011,NUTS,2010,FR534,3,2.334
2012,NUTS,2010,FR534,3,0.93
2011,NUTS,2010,FR6,1,1.149
2012,NUTS,2010,FR6,1,0.911
2011,NUTS,2010,FR61,2,1.017
2012,NUTS,2010,FR61,2,0.965
2012,NUTS,2010,FR611,3,0.6
2011,NUTS,2010,FR612,3,1.155
2012,NUTS,2010,FR612,3,1.57
2011,NUTS,2010,FR615,3,2.467
2012,NUTS,2010,FR615,3,0.878
2011,NUTS,2010,FR62,2,1.595
2012,NUTS,2010,FR62,2,0.967
2011,NUTS,2010,FR622,3,0.906
2011,NUTS,2010,FR623,3,2.333
2012,NUTS,2010,FR623,3,1.563
2011,NUTS,2010,FR626,3,4.799
2012,NUTS,2010,FR626,3,2.185
2011,NUTS,2010,FR627,3,0.874
2012,NUTS,2010,FR627,3,0.871
2012,NUTS,2010,FR63,2,0.447
2012,NUTS,2010,FR633,3,0.878
2011,NUTS,2010,FR7,1,19.492
2012,NUTS,2010,FR7,1,16.595
2011,NUTS,2010,FR71,2,23.603
2012,NUTS,2010,FR71,2,20.138
2011,NUTS,2010,FR711,3,4.273
2011,NUTS,2010,FR713,3,1.701
2012,NUTS,2010,FR713,3,0.814
2011,NUTS,2010,FR714,3,107.389
2012,NUTS,2010,FR714,3,95.445
2011,NUTS,2010,FR715,3,0.935
2012,NUTS,2010,FR715,3,1.221
2011,NUTS,2010,FR716,3,2.322
2012,NUTS,2010,FR716,3,1.861
2011,NUTS,2010,FR717,3,16.708
2012,NUTS,2010,FR717,3,11.042
2011,NUTS,2010,FR718,3,3.534
2012,NUTS,2010,FR718,3,2.022
2011,NUTS,2010,FR72,2,0.37
2011,NUTS,2010,FR723,3,2.223
2011,NUTS,2010,FR8,1,3.824
2012,NUTS,2010,FR8,1,2.093
2011,NUTS,2010,FR81,2,2.007
2012,NUTS,2010,FR81,2,0.755
2011,NUTS,2010,FR811,3,5.556
2011,NUTS,2010,FR812,3,1.392
2012,NUTS,2010,FR812,3,1.378
2011,NUTS,2010,FR813,3,1.281
2012,NUTS,2010,FR813,3,0.965
2011,NUTS,2010,FR815,3,2.21
2011,NUTS,2010,FR82,2,5.057
2012,NUTS,2010,FR82,2,2.958
2012,NUTS,2010,FR821,3,3.101
2011,NUTS,2010,FR822,3,2.381
2012,NUTS,2010,FR822,3,1.791
2011,NUTS,2010,FR823,3,6.474
2012,NUTS,2010,FR823,3,4.002
2011,NUTS,2010,FR824,3,6.336
2012,NUTS,2010,FR824,3,2.821
2011,NUTS,2010,FR825,3,4.937
2012,NUTS,2010,FR825,3,3.592
2012,NUTS,2010,FR826,3,0.458
2011,NUTS,2010,HU,0,0.1
2011,NUTS,2010,HU1,1,0.225
2011,NUTS,2010,HU10,2,0.225
2011,NUTS,2010,HU101,3,0.19
2011,NUTS,2010,HU102,3,0.267
2011,NUTS,2010,HU2,1,0.109
2011,NUTS,2010,HU22,2,0.332
2011,NUTS,2010,HU222,3,1.281
2011,NUTS,2010,IE,0,1.75
2012,NUTS,2010,IE,0,1.2
2011,NUTS,2010,IE0,1,1.75
2012,NUTS,2010,IE0,1,1.2
2011,NUTS,2010,IE01,2,4.04
2012,NUTS,2010,IE01,2,2.022
2011,NUTS,2010,IE011,3,3.886
2012,NUTS,2010,IE011,3,3.906
2011,NUTS,2010,IE013,3,6.813
2012,NUTS,2010,IE013,3,1.141
2011,NUTS,2010,IE02,2,0.9
2012,NUTS,2010,IE02,2,0.897
2012,NUTS,2010,IE021,3,1.45
2012,NUTS,2010,IE023,3,1.317
2011,NUTS,2010,IE025,3,4.531
2012,NUTS,2010,IE025,3,1.007
2011,NUTS,2010,IT,0,1.236
2012,NUTS,2010,IT,0,0.629
2011,NUTS,2010,ITC,1,1.596
2012,NUTS,2010,ITC,1,0.768
2011,NUTS,2010,ITC1,2,1.508
2012,NUTS,2010,ITC1,2,0.397
2011,NUTS,2010,ITC11,3,1.037
2011,NUTS,2010,ITC15,3,8.894
2012,NUTS,2010,ITC15,3,1.998
2012,NUTS,2010,ITC16,3,1.706
2011,NUTS,2010,ITC17,3,4.593
2011,NUTS,2010,ITC3,2,0.889
2012,NUTS,2010,ITC3,2,0.128
2011,NUTS,2010,ITC33,3,1.631
2012,NUTS,2010,ITC33,3,0.234
2011,NUTS,2010,ITC4,2,1.772
2012,NUTS,2010,ITC4,2,1.048
2011,NUTS,2010,ITC41,3,4.026
2011,NUTS,2010,ITC43,3,0.744
2012,NUTS,2010,ITC43,3,0.506
2012,NUTS,2010,ITC44,3,1.826
2011,NUTS,2010,ITC46,3,1.229
2012,NUTS,2010,ITC46,3,0.92
2011,NUTS,2010,ITC47,3,0.811
2012,NUTS,2010,ITC47,3,0.808
2012,NUTS,2010,ITC48,3,0.616
2011,NUTS,2010,ITC4C,3,2.246
2012,NUTS,2010,ITC4C,3,0.988
2011,NUTS,2010,ITC4D,3,5.088
2012,NUTS,2010,ITC4D,3,5.153
2011,NUTS,2010,ITF,1,0.127
2012,NUTS,2010,ITF,1,0.089
2011,NUTS,2010,ITF3,2,0.173
2011,NUTS,2010,ITF35,3,0.916
2011,NUTS,2010,ITF4,2,0.049
2012,NUTS,2010,ITF4,2,0.247
2011,NUTS,2010,ITF45,3,0.125
2011,NUTS,2010,ITF47,3,0.08
2012,NUTS,2010,ITF47,3,0.802
2012,NUTS,2010,ITF5,2,0.433
2012,NUTS,2010,ITF51,3,0.662
2011,NUTS,2010,ITF6,2,0.295
2011,NUTS,2010,ITF61,3,0.35
2011,NUTS,2010,ITF63,3,0.915
2011,NUTS,2010,ITG,1,1.419
2012,NUTS,2010,ITG,1,0.301
2011,NUTS,2010,ITG1,2,1.632
2012,NUTS,2010,ITG1,2,0.4
2011,NUTS,2010,ITG13,3,1.535
2011,NUTS,2010,ITG15,3,0.512
2011,NUTS,2010,ITG17,3,6.091
2012,NUTS,2010,ITG17,3,0.928
2011,NUTS,2010,ITG18,3,1.467
2012,NUTS,2010,ITG18,3,3.25
2011,NUTS,2010,ITG2,2,0.774
2011,NUTS,2010,ITG27,3,2.306
2011,NUTS,2010,ITH,1,2.272
2012,NUTS,2010,ITH,1,1.318
2011,NUTS,2010,ITH2,2,2.182
2011,NUTS,2010,ITH20,3,2.182
2011,NUTS,2010,ITH3,2,3.05
2012,NUTS,2010,ITH3,2,1.562
2011,NUTS,2010,ITH32,3,5.02
2012,NUTS,2010,ITH32,3,2.329
2012,NUTS,2010,ITH33,3,4.768
2011,NUTS,2010,ITH34,3,5.803
2012,NUTS,2010,ITH34,3,2.66
2011,NUTS,2010,ITH35,3,2.411
2012,NUTS,2010,ITH35,3,1.572
2011,NUTS,2010,ITH36,3,3.665
2012,NUTS,2010,ITH36,3,0.999
2011,NUTS,2010,ITH4,2,0.819
2012,NUTS,2010,ITH4,2,0.271
2011,NUTS,2010,ITH42,3,1.865
2012,NUTS,2010,ITH43,3,2.359
2011,NUTS,2010,ITH5,2,2.082
2012,NUTS,2010,ITH5,2,1.652
2011,NUTS,2010,ITH51,3,3.521
2011,NUTS,2010,ITH52,3,0.469
2011,NUTS,2010,ITH53,3,1.454
2011,NUTS,2010,ITH54,3,0.92
2012,NUTS,2010,ITH54,3,2.187
2011,NUTS,2010,ITH55,3,5.172
2012,NUTS,2010,ITH55,3,5.0
2012,NUTS,2010,ITH56,3,0.935
2012,NUTS,2010,ITH57,3,0.65
2011,NUTS,2010,ITH58,3,0.513
2012,NUTS,2010,ITH58,3,0.512
2011,NUTS,2010,ITH59,3,3.743
2011,NUTS,2010,ITI,1,0.842
2012,NUTS,2010,ITI,1,0.554
2011,NUTS,2010,ITI1,2,0.613
2012,NUTS,2010,ITI1,2,0.319
2011,NUTS,2010,ITI12,3,1.288
2012,NUTS,2010,ITI15,3,4.077
2011,NUTS,2010,ITI17,3,1.828
2012,NUTS,2010,ITI17,3,0.414
2011,NUTS,2010,ITI18,3,2.91
2011,NUTS,2010,ITI3,2,1.297
2012,NUTS,2010,ITI3,2,1.947
2012,NUTS,2010,ITI31,3,2.757
2011,NUTS,2010,ITI32,3,2.111
2012,NUTS,2010,ITI32,3,3.167
2011,NUTS,2010,ITI33,3,3.127
2012,NUTS,2010,ITI35,3,2.86
2011,NUTS,2010,ITI4,2,1.003
2012,NUTS,2010,ITI4,2,0.409
2011,NUTS,2010,ITI43,3,1.382
2012,NUTS,2010,ITI43,3,0.563
2012,NUTS,2010,LT,0,0.702
2012,NUTS,2010,LT0,1,0.702
2012,NUTS,2010,LT00,2,0.702
2012,NUTS,2010,LT002,3,1.851
2012,NUTS,2010,LT00A,3,1.241
2011,NUTS,2010,LU,0,0.977
2012,NUTS,2010,LU,0,1.905
2011,NUTS,2010,LU0,1,0.977
2012,NUTS,2010,LU0,1,1.905
2011,NUTS,2010,LU00,2,0.977
2012,NUTS,2010,LU00,2,1.905
2011,NUTS,2010,LU000,3,0.977
2012,NUTS,2010,LU000,3,1.905
2012,NUTS,2010,LV,0,0.489
2012,NUTS,2010,LV0,1,0.489
2012,NUTS,2010,LV00,2,0.489
2012,NUTS,2010,LV006,3,0.769
2012,NUTS,2010,LV007,3,1.351
2011,NUTS,2010,NL,0,7.581
2012,NUTS,2010,NL,0,6.116
2011,NUTS,2010,NL1,1,0.582
2011,NUTS,2010,NL12,2,1.545
2011,NUTS,2010,NL121,3,3.004
2011,NUTS,2010,NL2,1,1.529
2012,NUTS,2010,NL2,1,1.129
2011,NUTS,2010,NL21,2,2.204
2012,NUTS,2010,NL21,2,1.758
2011,NUTS,2010,NL211,3,1.404
2012,NUTS,2010,NL211,3,2.792
2011,NUTS,2010,NL213,3,3.198
2012,NUTS,2010,NL213,3,1.596
2011,NUTS,2010,NL22,2,0.948
2012,NUTS,2010,NL22,2,0.995
2011,NUTS,2010,NL221,3,0.762
2011,NUTS,2010,NL224,3,4.251
2011,NUTS,2010,NL225,3,0.996
2012,NUTS,2010,NL225,3,2.491
2012,NUTS,2010,NL226,3,1.4
2011,NUTS,2010,NL23,2,2.551
2011,NUTS,2010,NL230,3,2.551
2011,NUTS,2010,NL3,1,3.19
2012,NUTS,2010,NL3,1,2.874
2011,NUTS,2010,NL31,2,2.441
2012,NUTS,2010,NL31,2,0.267
2011,NUTS,2010,NL310,3,2.441
2012,NUTS,2010,NL310,3,0.267
2011,NUTS,2010,NL32,2,3.095
2012,NUTS,2010,NL32,2,1.214
2011,NUTS,2010,NL321,3,18.866
2011,NUTS,2010,NL323,3,5.173
2012,NUTS,2010,NL323,3,8.36
2011,NUTS,2010,NL326,3,0.26
2012,NUTS,2010,NL326,3,1.305
2011,NUTS,2010,NL33,2,3.599
2012,NUTS,2010,NL33,2,5.256
2011,NUTS,2010,NL332,3,0.863
2012,NUTS,2010,NL332,3,2.233
2011,NUTS,2010,NL333,3,49.485
2012,NUTS,2010,NL333,3,68.531
2012,NUTS,2010,NL337,3,3.666
2011,NUTS,2010,NL339,3,0.235
2012,NUTS,2010,NL339,3,0.234
2011,NUTS,2010,NL33A,3,2.525
2011,NUTS,2010,NL34,2,2.49
2012,NUTS,2010,NL34,2,0.97
2011,NUTS,2010,NL342,3,3.454
2012,NUTS,2010,NL342,3,1.345
2011,NUTS,2010,NL4,1,26.247
2012,NUTS,2010,NL4,1,20.818
2011,NUTS,2010,NL41,2,36.936
2012,NUTS,2010,NL41,2,29.091
2011,NUTS,2010,NL411,3,2.97
2012,NUTS,2010,NL411,3,4.769
2011,NUTS,2010,NL412,3,8.161
2012,NUTS,2010,NL412,3,4.769
2011,NUTS,2010,NL413,3,1.407
2012,NUTS,2010,NL413,3,1.091
2011,NUTS,2010,NL414,3,113.92
2012,NUTS,2010,NL414,3,88.661
2011,NUTS,2010,NL42,2,2.877
2012,NUTS,2010,NL42,2,2.671
2012,NUTS,2010,NL421,3,3.566
2011,NUTS,2010,NL422,3,0.85
2012,NUTS,2010,NL422,3,4.248
2011,NUTS,2010,NL423,3,4.989
2012,NUTS,2010,NL423,3,1.647
2011,NUTS,2010,NO,0,1.382
2012,NUTS,2010,NO,0,0.307
2011,NUTS,2010,NO0,1,1.382
2012,NUTS,2010,NO0,1,0.267
2011,NUTS,2010,NO01,2,1.747
2011,NUTS,2010,NO011,3,2.503
2011,NUTS,2010,NO012,3,0.916
2011,NUTS,2010,NO03,2,2.13
2011,NUTS,2010,NO031,3,3.639
2011,NUTS,2010,NO034,3,5.911
2011,NUTS,2010,NO06,2,5.795
2012,NUTS,2010,NO06,2,3.083
2011,NUTS,2010,NO061,3,7.719
2012,NUTS,2010,NO061,3,4.464
2011,NUTS,2010,NO062,3,1.514
2011,NUTS,2010,NO07,2,0.705
2011,NUTS,2010,NO071,3,1.391
2011,NUTS,2010,PL,0,0.086
2012,NUTS,2010,PL,0,0.057
2011,NUTS,2010,PL1,1,0.064
2012,NUTS,2010,PL1,1,0.103
2011,NUTS,2010,PL12,2,0.095
2012,NUTS,2010,PL12,2,0.152
2011,NUTS,2010,PL127,3,0.295
2012,NUTS,2010,PL127,3,0.353
2012,NUTS,2010,PL12A,3,0.258
2011,NUTS,2010,PL2,1,0.127
2012,NUTS,2010,PL2,1,0.089
2012,NUTS,2010,PL21,2,0.151
2012,NUTS,2010,PL213,3,0.667
2011,NUTS,2010,PL22,2,0.218
2012,NUTS,2010,PL22,2,0.044
2012,NUTS,2010,PL227,3,0.319
2011,NUTS,2010,PL22A,3,1.309
2011,NUTS,2010,PL3,1,0.015
2012,NUTS,2010,PL3,1,0.075
2011,NUTS,2010,PL31,2,0.046
2011,NUTS,2010,PL315,3,0.203
2012,NUTS,2010,PL32,2,0.24
2012,NUTS,2010,PL325,3,0.818
2011,NUTS,2010,PL4,1,0.082
2011,NUTS,2010,PL42,2,0.295
2011,NUTS,2010,PL424,3,1.226
2011,NUTS,2010,PL5,1,0.26
2011,NUTS,2010,PL51,2,0.347
2011,NUTS,2010,PL514,3,1.602
2012,NUTS,2010,PL6,1,0.03
2012,NUTS,2010,PL63,2,0.075
2012,NUTS,2010,PL631,3,0.353
2011,NUTS,2010,PT,0,0.095
2012,NUTS,2010,PT,0,0.111
2011,NUTS,2010,PT1,1,0.099
2012,NUTS,2010,PT1,1,0.117
2012,NUTS,2010,PT11,2,0.271
2012,NUTS,2010,PT114,3,0.622
2012,NUTS,2010,PT117,3,0.976
2012,NUTS,2010,PT16,2,0.073
2012,NUTS,2010,PT162,3,0.516
2011,NUTS,2010,PT17,2,0.354
2011,NUTS,2010,PT171,3,0.49
2011,NUTS,2010,RO,0,0.064
2012,NUTS,2010,RO,0,0.058
2011,NUTS,2010,RO1,1,0.027
2011,NUTS,2010,RO11,2,0.052
2011,NUTS,2010,RO113,3,0.202
2011,NUTS,2010,RO3,1,0.181
2012,NUTS,2010,RO3,1,0.216
2011,NUTS,2010,RO31,2,0.077
2012,NUTS,2010,RO31,2,0.105
2011,NUTS,2010,RO316,3,0.308
2012,NUTS,2010,RO316,3,0.433
2011,NUTS,2010,RO32,2,0.331
2012,NUTS,2010,RO32,2,0.364
2011,NUTS,2010,RO321,3,0.387
2012,NUTS,2010,RO321,3,0.44
2011,NUTS,2010,RO4,1,0.034
2011,NUTS,2010,RO42,2,0.073
2011,NUTS,2010,RO424,3,0.206
2011,NUTS,2010,SE,0,1.622
2012,NUTS,2010,SE,0,2.541
2011,NUTS,2010,SE1,1,2.765
2012,NUTS,2010,SE1,1,3.368
2011,NUTS,2010,SE11,2,2.526
2012,NUTS,2010,SE11,2,3.667
2011,NUTS,2010,SE110,3,2.526
2012,NUTS,2010,SE110,3,3.667
2011,NUTS,2010,SE12,2,3.078
2012,NUTS,2010,SE12,2,2.978
2011,NUTS,2010,SE121,3,3.96
2012,NUTS,2010,SE121,3,2.953
2011,NUTS,2010,SE123,3,5.819
2012,NUTS,2010,SE123,3,7.191
2011,NUTS,2010,SE125,3,3.956
2012,NUTS,2010,SE125,3,2.36
2011,NUTS,2010,SE2,1,0.978
2012,NUTS,2010,SE2,1,2.432
2012,NUTS,2010,SE21,2,0.308
