year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_fte_bes_rse_t
1981,NUTS,2010,IT,0,19457.0
1982,NUTS,2010,IT,0,19535.0
1983,NUTS,2010,IT,0,20976.0
1984,NUTS,2010,IT,0,22926.0
1985,NUTS,2010,IT,0,24462.0
1986,NUTS,2010,IT,0,26498.0
1987,NUTS,2010,IT,0,27767.0
1988,NUTS,2010,IT,0,29905.0
1989,NUTS,2010,IT,0,30520.0
1990,NUTS,2010,IT,0,31530.0
1991,NUTS,2010,IT,0,29577.0
1992,NUTS,2010,IT,0,28479.0
1993,NUTS,2010,IT,0,27932.0
1994,NUTS,2010,IT,0,28228.0
1995,NUTS,2010,IT,0,27104.0
1996,NUTS,2010,IT,0,27735.0
1997,NUTS,2010,IT,0,27612.0
1998,NUTS,2010,IT,0,27333.0
1999,NUTS,2010,IT,0,26192.0
2000,NUTS,2010,IT,0,26099.0
2001,NUTS,2010,IT,0,26550.0
2002,NUTS,2010,IT,0,28019.0
2003,NUTS,2010,IT,0,26866.0
2004,NUTS,2010,IT,0,27594.0
2005,NUTS,2010,IT,0,27939.0
2006,NUTS,2010,IT,0,30006.0
2007,NUTS,2010,IT,0,32871.0
2008,NUTS,2010,IT,0,36509.0
2009,NUTS,2010,IT,0,38143.0
2010,NUTS,2010,IT,0,38297.0
2011,NUTS,2010,IT,0,39808.0
2012,NUTS,2010,IT,0,41067.0
2013,NUTS,2010,IT,0,43116.0
2014,NUTS,2010,IT,0,44322.0
2015,NUTS,2010,IT,0,50500.0
2016,NUTS,2010,IT,0,56197.0
2017,NUTS,2010,IT,0,62478.0
2018,NUTS,2010,IT,0,73335.0
2019,NUTS,2010,IT,0,78111.0
2020,NUTS,2010,IT,0,78343.0
2000,NUTS,2010,ITC,1,14548.0
2003,NUTS,2010,ITC,1,14379.0
2004,NUTS,2010,ITC,1,14425.0
2005,NUTS,2010,ITC,1,14737.0
2007,NUTS,2010,ITC,1,15488.0
2008,NUTS,2010,ITC,1,17022.0
2009,NUTS,2010,ITC,1,17665.0
2010,NUTS,2010,ITC,1,17415.0
2011,NUTS,2010,ITC,1,18549.0
2012,NUTS,2010,ITC,1,18777.0
2013,NUTS,2010,ITC,1,18819.0
2014,NUTS,2010,ITC,1,20097.0
2015,NUTS,2010,ITC,1,22169.0
2016,NUTS,2010,ITC,1,24088.0
2017,NUTS,2010,ITC,1,25496.0
2018,NUTS,2010,ITC,1,29346.0
2019,NUTS,2010,ITC,1,31070.0
2000,NUTS,2010,ITC1,2,4883.0
2003,NUTS,2010,ITC1,2,5193.0
2004,NUTS,2010,ITC1,2,5352.0
2005,NUTS,2010,ITC1,2,5192.0
2007,NUTS,2010,ITC1,2,5607.0
2008,NUTS,2010,ITC1,2,5838.0
2009,NUTS,2010,ITC1,2,6390.0
2010,NUTS,2010,ITC1,2,6138.0
2011,NUTS,2010,ITC1,2,6490.0
2012,NUTS,2010,ITC1,2,6239.0
2013,NUTS,2010,ITC1,2,6533.0
2014,NUTS,2010,ITC1,2,7500.0
2015,NUTS,2010,ITC1,2,7984.0
2016,NUTS,2010,ITC1,2,8367.0
2017,NUTS,2010,ITC1,2,8484.0
2018,NUTS,2010,ITC1,2,9354.0
2019,NUTS,2010,ITC1,2,9466.0
2000,NUTS,2010,ITC2,2,198.0
2003,NUTS,2010,ITC2,2,75.0
2004,NUTS,2010,ITC2,2,68.0
2005,NUTS,2010,ITC2,2,76.0
2007,NUTS,2010,ITC2,2,75.0
2008,NUTS,2010,ITC2,2,115.0
2009,NUTS,2010,ITC2,2,124.0
2010,NUTS,2010,ITC2,2,121.0
2011,NUTS,2010,ITC2,2,99.0
2012,NUTS,2010,ITC2,2,128.0
2013,NUTS,2010,ITC2,2,91.0
2014,NUTS,2010,ITC2,2,108.0
2015,NUTS,2010,ITC2,2,105.0
2016,NUTS,2010,ITC2,2,157.0
2017,NUTS,2010,ITC2,2,126.0
2018,NUTS,2010,ITC2,2,131.0
2019,NUTS,2010,ITC2,2,123.0
2000,NUTS,2010,ITC3,2,1131.0
2003,NUTS,2010,ITC3,2,1118.0
2004,NUTS,2010,ITC3,2,1192.0
2005,NUTS,2010,ITC3,2,1333.0
2007,NUTS,2010,ITC3,2,961.0
2008,NUTS,2010,ITC3,2,1553.0
2009,NUTS,2010,ITC3,2,1470.0
2010,NUTS,2010,ITC3,2,1355.0
2011,NUTS,2010,ITC3,2,1413.0
2012,NUTS,2010,ITC3,2,1279.0
2013,NUTS,2010,ITC3,2,1068.0
2014,NUTS,2010,ITC3,2,1052.0
2015,NUTS,2010,ITC3,2,1386.0
2016,NUTS,2010,ITC3,2,1341.0
2017,NUTS,2010,ITC3,2,1393.0
2018,NUTS,2010,ITC3,2,1674.0
2019,NUTS,2010,ITC3,2,2100.0
2000,NUTS,2010,ITC4,2,8336.0
2003,NUTS,2010,ITC4,2,7993.0
2004,NUTS,2010,ITC4,2,7813.0
2005,NUTS,2010,ITC4,2,8137.0
2007,NUTS,2010,ITC4,2,8845.0
2008,NUTS,2010,ITC4,2,9516.0
2009,NUTS,2010,ITC4,2,9682.0
2010,NUTS,2010,ITC4,2,9802.0
2011,NUTS,2010,ITC4,2,10548.0
2012,NUTS,2010,ITC4,2,11131.0
2013,NUTS,2010,ITC4,2,11127.0
2014,NUTS,2010,ITC4,2,11438.0
2015,NUTS,2010,ITC4,2,12694.0
2016,NUTS,2010,ITC4,2,14223.0
2017,NUTS,2010,ITC4,2,15493.0
2018,NUTS,2010,ITC4,2,18188.0
2019,NUTS,2010,ITC4,2,19381.0
2000,NUTS,2010,ITF,1,2670.0
2003,NUTS,2010,ITF,1,2757.0
2004,NUTS,2010,ITF,1,2931.0
2005,NUTS,2010,ITF,1,2943.0
2007,NUTS,2010,ITF,1,3199.0
2008,NUTS,2010,ITF,1,3079.0
2009,NUTS,2010,ITF,1,3074.0
2010,NUTS,2010,ITF,1,2921.0
2011,NUTS,2010,ITF,1,3236.0
2012,NUTS,2010,ITF,1,3639.0
2013,NUTS,2010,ITF,1,3827.0
2014,NUTS,2010,ITF,1,3874.0
2015,NUTS,2010,ITF,1,4959.0
2016,NUTS,2010,ITF,1,5395.0
2017,NUTS,2010,ITF,1,5953.0
2018,NUTS,2010,ITF,1,7461.0
2019,NUTS,2010,ITF,1,8556.0
2000,NUTS,2010,ITF1,2,642.0
2003,NUTS,2010,ITF1,2,622.0
2004,NUTS,2010,ITF1,2,640.0
2005,NUTS,2010,ITF1,2,642.0
2007,NUTS,2010,ITF1,2,715.0
2008,NUTS,2010,ITF1,2,719.0
2009,NUTS,2010,ITF1,2,705.0
2010,NUTS,2010,ITF1,2,675.0
2011,NUTS,2010,ITF1,2,590.0
2012,NUTS,2010,ITF1,2,333.0
2013,NUTS,2010,ITF1,2,403.0
2014,NUTS,2010,ITF1,2,414.0
2015,NUTS,2010,ITF1,2,533.0
2016,NUTS,2010,ITF1,2,598.0
2017,NUTS,2010,ITF1,2,629.0
2018,NUTS,2010,ITF1,2,753.0
2019,NUTS,2010,ITF1,2,849.0
2000,NUTS,2010,ITF2,2,3.0
2003,NUTS,2010,ITF2,2,1.0
2004,NUTS,2010,ITF2,2,4.0
2005,NUTS,2010,ITF2,2,10.0
2007,NUTS,2010,ITF2,2,14.0
2008,NUTS,2010,ITF2,2,7.0
2009,NUTS,2010,ITF2,2,13.0
2010,NUTS,2010,ITF2,2,11.0
2011,NUTS,2010,ITF2,2,10.0
2012,NUTS,2010,ITF2,2,11.0
2013,NUTS,2010,ITF2,2,73.0
2014,NUTS,2010,ITF2,2,57.0
2015,NUTS,2010,ITF2,2,369.0
2016,NUTS,2010,ITF2,2,366.0
2017,NUTS,2010,ITF2,2,330.0
2018,NUTS,2010,ITF2,2,352.0
2019,NUTS,2010,ITF2,2,400.0
2000,NUTS,2010,ITF3,2,1278.0
2003,NUTS,2010,ITF3,2,1647.0
2004,NUTS,2010,ITF3,2,1768.0
2005,NUTS,2010,ITF3,2,1713.0
2007,NUTS,2010,ITF3,2,1773.0
2008,NUTS,2010,ITF3,2,1679.0
2009,NUTS,2010,ITF3,2,1675.0
2010,NUTS,2010,ITF3,2,1526.0
2011,NUTS,2010,ITF3,2,1947.0
2012,NUTS,2010,ITF3,2,2603.0
2013,NUTS,2010,ITF3,2,2386.0
2014,NUTS,2010,ITF3,2,2334.0
2015,NUTS,2010,ITF3,2,2807.0
2016,NUTS,2010,ITF3,2,2747.0
2017,NUTS,2010,ITF3,2,3040.0
2018,NUTS,2010,ITF3,2,3957.0
2019,NUTS,2010,ITF3,2,4711.0
2000,NUTS,2010,ITF4,2,493.0
2003,NUTS,2010,ITF4,2,332.0
2004,NUTS,2010,ITF4,2,366.0
2005,NUTS,2010,ITF4,2,415.0
2007,NUTS,2010,ITF4,2,497.0
2008,NUTS,2010,ITF4,2,463.0
2009,NUTS,2010,ITF4,2,486.0
2010,NUTS,2010,ITF4,2,541.0
2011,NUTS,2010,ITF4,2,552.0
2012,NUTS,2010,ITF4,2,577.0
2013,NUTS,2010,ITF4,2,828.0
2014,NUTS,2010,ITF4,2,931.0
2015,NUTS,2010,ITF4,2,1032.0
2016,NUTS,2010,ITF4,2,1311.0
2017,NUTS,2010,ITF4,2,1495.0
2018,NUTS,2010,ITF4,2,1825.0
2019,NUTS,2010,ITF4,2,2091.0
2000,NUTS,2010,ITF5,2,243.0
2003,NUTS,2010,ITF5,2,115.0
2004,NUTS,2010,ITF5,2,120.0
2005,NUTS,2010,ITF5,2,121.0
2007,NUTS,2010,ITF5,2,141.0
2008,NUTS,2010,ITF5,2,106.0
2009,NUTS,2010,ITF5,2,85.0
2010,NUTS,2010,ITF5,2,87.0
2011,NUTS,2010,ITF5,2,59.0
2012,NUTS,2010,ITF5,2,33.0
2013,NUTS,2010,ITF5,2,28.0
2014,NUTS,2010,ITF5,2,22.0
2015,NUTS,2010,ITF5,2,32.0
2016,NUTS,2010,ITF5,2,69.0
2017,NUTS,2010,ITF5,2,107.0
2018,NUTS,2010,ITF5,2,123.0
2019,NUTS,2010,ITF5,2,101.0
2000,NUTS,2010,ITF6,2,11.0
2003,NUTS,2010,ITF6,2,42.0
2004,NUTS,2010,ITF6,2,33.0
2005,NUTS,2010,ITF6,2,42.0
2007,NUTS,2010,ITF6,2,59.0
2008,NUTS,2010,ITF6,2,105.0
2009,NUTS,2010,ITF6,2,110.0
2010,NUTS,2010,ITF6,2,82.0
2011,NUTS,2010,ITF6,2,79.0
2012,NUTS,2010,ITF6,2,82.0
2013,NUTS,2010,ITF6,2,109.0
2014,NUTS,2010,ITF6,2,116.0
2015,NUTS,2010,ITF6,2,188.0
2016,NUTS,2010,ITF6,2,304.0
2017,NUTS,2010,ITF6,2,352.0
2018,NUTS,2010,ITF6,2,452.0
2019,NUTS,2010,ITF6,2,404.0
2000,NUTS,2010,ITG,1,647.0
2003,NUTS,2010,ITG,1,634.0
2004,NUTS,2010,ITG,1,673.0
2005,NUTS,2010,ITG,1,732.0
2007,NUTS,2010,ITG,1,995.0
2008,NUTS,2010,ITG,1,965.0
2009,NUTS,2010,ITG,1,1101.0
2010,NUTS,2010,ITG,1,979.0
2011,NUTS,2010,ITG,1,1152.0
2012,NUTS,2010,ITG,1,1177.0
2013,NUTS,2010,ITG,1,1269.0
2014,NUTS,2010,ITG,1,1503.0
2015,NUTS,2010,ITG,1,1298.0
2016,NUTS,2010,ITG,1,1522.0
2017,NUTS,2010,ITG,1,1818.0
2018,NUTS,2010,ITG,1,2082.0
2019,NUTS,2010,ITG,1,2093.0
2000,NUTS,2010,ITG1,2,480.0
2003,NUTS,2010,ITG1,2,475.0
2004,NUTS,2010,ITG1,2,548.0
2005,NUTS,2010,ITG1,2,609.0
2007,NUTS,2010,ITG1,2,755.0
2008,NUTS,2010,ITG1,2,824.0
2009,NUTS,2010,ITG1,2,933.0
2010,NUTS,2010,ITG1,2,866.0
2011,NUTS,2010,ITG1,2,1030.0
2012,NUTS,2010,ITG1,2,1052.0
2013,NUTS,2010,ITG1,2,1169.0
2014,NUTS,2010,ITG1,2,1354.0
2015,NUTS,2010,ITG1,2,1087.0
2016,NUTS,2010,ITG1,2,1226.0
2017,NUTS,2010,ITG1,2,1416.0
2018,NUTS,2010,ITG1,2,1669.0
2019,NUTS,2010,ITG1,2,1704.0
2000,NUTS,2010,ITG2,2,167.0
2003,NUTS,2010,ITG2,2,160.0
2004,NUTS,2010,ITG2,2,125.0
2005,NUTS,2010,ITG2,2,124.0
2007,NUTS,2010,ITG2,2,240.0
2008,NUTS,2010,ITG2,2,141.0
2009,NUTS,2010,ITG2,2,168.0
2010,NUTS,2010,ITG2,2,113.0
2011,NUTS,2010,ITG2,2,122.0
2012,NUTS,2010,ITG2,2,126.0
2013,NUTS,2010,ITG2,2,100.0
2014,NUTS,2010,ITG2,2,149.0
2015,NUTS,2010,ITG2,2,211.0
2016,NUTS,2010,ITG2,2,296.0
2017,NUTS,2010,ITG2,2,402.0
2018,NUTS,2010,ITG2,2,413.0
2019,NUTS,2010,ITG2,2,389.0
2000,NUTS,2010,ITH,1,4172.0
2003,NUTS,2010,ITH,1,4648.0
2004,NUTS,2010,ITH,1,5074.0
2005,NUTS,2010,ITH,1,5149.0
2007,NUTS,2010,ITH,1,7760.0
2008,NUTS,2010,ITH,1,9714.0
2009,NUTS,2010,ITH,1,9999.0
2010,NUTS,2010,ITH,1,10424.0
2011,NUTS,2010,ITH,1,10318.0
2012,NUTS,2010,ITH,1,10803.0
2013,NUTS,2010,ITH,1,11935.0
2014,NUTS,2010,ITH,1,11588.0
2015,NUTS,2010,ITH,1,13054.0
2016,NUTS,2010,ITH,1,15412.0
2017,NUTS,2010,ITH,1,17883.0
2018,NUTS,2010,ITH,1,20180.0
2019,NUTS,2010,ITH,1,20666.0
2003,NUTS,2010,ITH1,2,137.0
2004,NUTS,2010,ITH1,2,108.0
2005,NUTS,2010,ITH1,2,123.0
2007,NUTS,2010,ITH1,2,341.0
2008,NUTS,2010,ITH1,2,230.0
2009,NUTS,2010,ITH1,2,283.0
2010,NUTS,2010,ITH1,2,248.0
2011,NUTS,2010,ITH1,2,286.0
2012,NUTS,2010,ITH1,2,245.0
2013,NUTS,2010,ITH1,2,266.0
2014,NUTS,2010,ITH1,2,394.0
2015,NUTS,2010,ITH1,2,343.0
2016,NUTS,2010,ITH1,2,494.0
2017,NUTS,2010,ITH1,2,375.0
2018,NUTS,2010,ITH1,2,435.0
2019,NUTS,2010,ITH1,2,468.0
2003,NUTS,2010,ITH2,2,97.0
2004,NUTS,2010,ITH2,2,99.0
2005,NUTS,2010,ITH2,2,115.0
2007,NUTS,2010,ITH2,2,208.0
2008,NUTS,2010,ITH2,2,260.0
2009,NUTS,2010,ITH2,2,274.0
2010,NUTS,2010,ITH2,2,353.0
2011,NUTS,2010,ITH2,2,393.0
2012,NUTS,2010,ITH2,2,482.0
2013,NUTS,2010,ITH2,2,514.0
2014,NUTS,2010,ITH2,2,538.0
2015,NUTS,2010,ITH2,2,630.0
2016,NUTS,2010,ITH2,2,625.0
2017,NUTS,2010,ITH2,2,691.0
2018,NUTS,2010,ITH2,2,740.0
2019,NUTS,2010,ITH2,2,793.0
2000,NUTS,2010,ITH3,2,1277.0
2003,NUTS,2010,ITH3,2,1378.0
2004,NUTS,2010,ITH3,2,1602.0
2005,NUTS,2010,ITH3,2,1717.0
2007,NUTS,2010,ITH3,2,2651.0
2008,NUTS,2010,ITH3,2,3532.0
2009,NUTS,2010,ITH3,2,4050.0
2010,NUTS,2010,ITH3,2,3582.0
2011,NUTS,2010,ITH3,2,3776.0
2012,NUTS,2010,ITH3,2,3661.0
2013,NUTS,2010,ITH3,2,4063.0
2014,NUTS,2010,ITH3,2,4009.0
2015,NUTS,2010,ITH3,2,4034.0
2016,NUTS,2010,ITH3,2,5257.0
2017,NUTS,2010,ITH3,2,6128.0
2018,NUTS,2010,ITH3,2,7012.0
2019,NUTS,2010,ITH3,2,7260.0
2000,NUTS,2010,ITH4,2,483.0
2003,NUTS,2010,ITH4,2,462.0
2004,NUTS,2010,ITH4,2,527.0
2005,NUTS,2010,ITH4,2,534.0
2007,NUTS,2010,ITH4,2,926.0
2008,NUTS,2010,ITH4,2,1516.0
2009,NUTS,2010,ITH4,2,1512.0
2010,NUTS,2010,ITH4,2,1437.0
2011,NUTS,2010,ITH4,2,1490.0
2012,NUTS,2010,ITH4,2,1732.0
2013,NUTS,2010,ITH4,2,1333.0
2014,NUTS,2010,ITH4,2,1143.0
2015,NUTS,2010,ITH4,2,1218.0
2016,NUTS,2010,ITH4,2,1353.0
2017,NUTS,2010,ITH4,2,1600.0
2018,NUTS,2010,ITH4,2,1724.0
2019,NUTS,2010,ITH4,2,1645.0
2000,NUTS,2010,ITH5,2,2248.0
2003,NUTS,2010,ITH5,2,2574.0
2004,NUTS,2010,ITH5,2,2738.0
2005,NUTS,2010,ITH5,2,2660.0
2007,NUTS,2010,ITH5,2,3634.0
2008,NUTS,2010,ITH5,2,4177.0
2009,NUTS,2010,ITH5,2,3881.0
2010,NUTS,2010,ITH5,2,4804.0
2011,NUTS,2010,ITH5,2,4374.0
2012,NUTS,2010,ITH5,2,4684.0
2013,NUTS,2010,ITH5,2,5759.0
2014,NUTS,2010,ITH5,2,5504.0
2015,NUTS,2010,ITH5,2,6828.0
2016,NUTS,2010,ITH5,2,7683.0
2017,NUTS,2010,ITH5,2,9090.0
2018,NUTS,2010,ITH5,2,10269.0
2019,NUTS,2010,ITH5,2,10502.0
2000,NUTS,2010,ITI,1,4062.0
2003,NUTS,2010,ITI,1,4448.0
2004,NUTS,2010,ITI,1,4491.0
2005,NUTS,2010,ITI,1,4377.0
2007,NUTS,2010,ITI,1,5431.0
2008,NUTS,2010,ITI,1,5730.0
2009,NUTS,2010,ITI,1,6304.0
2010,NUTS,2010,ITI,1,6558.0
2011,NUTS,2010,ITI,1,6553.0
2012,NUTS,2010,ITI,1,6671.0
2013,NUTS,2010,ITI,1,7266.0
2014,NUTS,2010,ITI,1,7261.0
2015,NUTS,2010,ITI,1,9020.0
2016,NUTS,2010,ITI,1,9780.0
2017,NUTS,2010,ITI,1,11327.0
2018,NUTS,2010,ITI,1,14266.0
2019,NUTS,2010,ITI,1,15726.0
2000,NUTS,2010,ITI1,2,839.0
2003,NUTS,2010,ITI1,2,1097.0
2004,NUTS,2010,ITI1,2,1195.0
2005,NUTS,2010,ITI1,2,1183.0
2007,NUTS,2010,ITI1,2,1612.0
2008,NUTS,2010,ITI1,2,1635.0
2009,NUTS,2010,ITI1,2,2214.0
2010,NUTS,2010,ITI1,2,2245.0
2011,NUTS,2010,ITI1,2,2276.0
2012,NUTS,2010,ITI1,2,2508.0
2013,NUTS,2010,ITI1,2,2787.0
2014,NUTS,2010,ITI1,2,2471.0
2015,NUTS,2010,ITI1,2,3284.0
2016,NUTS,2010,ITI1,2,3408.0
2017,NUTS,2010,ITI1,2,4234.0
2018,NUTS,2010,ITI1,2,5919.0
2019,NUTS,2010,ITI1,2,6160.0
2000,NUTS,2010,ITI2,2,125.0
2003,NUTS,2010,ITI2,2,189.0
2004,NUTS,2010,ITI2,2,144.0
2005,NUTS,2010,ITI2,2,136.0
2007,NUTS,2010,ITI2,2,213.0
2008,NUTS,2010,ITI2,2,223.0
2009,NUTS,2010,ITI2,2,261.0
2010,NUTS,2010,ITI2,2,331.0
2011,NUTS,2010,ITI2,2,258.0
2012,NUTS,2010,ITI2,2,301.0
2013,NUTS,2010,ITI2,2,303.0
2014,NUTS,2010,ITI2,2,322.0
2015,NUTS,2010,ITI2,2,277.0
2016,NUTS,2010,ITI2,2,396.0
2017,NUTS,2010,ITI2,2,564.0
2018,NUTS,2010,ITI2,2,614.0
2019,NUTS,2010,ITI2,2,683.0
2000,NUTS,2010,ITI3,2,196.0
2003,NUTS,2010,ITI3,2,371.0
2004,NUTS,2010,ITI3,2,428.0
2005,NUTS,2010,ITI3,2,439.0
2007,NUTS,2010,ITI3,2,567.0
2008,NUTS,2010,ITI3,2,583.0
2009,NUTS,2010,ITI3,2,590.0
2010,NUTS,2010,ITI3,2,603.0
2011,NUTS,2010,ITI3,2,691.0
2012,NUTS,2010,ITI3,2,670.0
2013,NUTS,2010,ITI3,2,774.0
2014,NUTS,2010,ITI3,2,963.0
2015,NUTS,2010,ITI3,2,824.0
2016,NUTS,2010,ITI3,2,1107.0
2017,NUTS,2010,ITI3,2,1449.0
2018,NUTS,2010,ITI3,2,1532.0
2019,NUTS,2010,ITI3,2,1529.0
2000,NUTS,2010,ITI4,2,2902.0
2003,NUTS,2010,ITI4,2,2791.0
2004,NUTS,2010,ITI4,2,2725.0
2005,NUTS,2010,ITI4,2,2620.0
2007,NUTS,2010,ITI4,2,3040.0
2008,NUTS,2010,ITI4,2,3288.0
2009,NUTS,2010,ITI4,2,3239.0
2010,NUTS,2010,ITI4,2,3380.0
2011,NUTS,2010,ITI4,2,3329.0
2012,NUTS,2010,ITI4,2,3191.0
2013,NUTS,2010,ITI4,2,3403.0
2014,NUTS,2010,ITI4,2,3505.0
2015,NUTS,2010,ITI4,2,4635.0
2016,NUTS,2010,ITI4,2,4869.0
2017,NUTS,2010,ITI4,2,5081.0
2018,NUTS,2010,ITI4,2,6202.0
2019,NUTS,2010,ITI4,2,7354.0
1980,NUTS,2010,JP,0,184889.0
1981,NUTS,2010,JP,0,192942.0
1982,NUTS,2010,JP,0,201137.0
1983,NUTS,2010,JP,0,223882.0
1984,NUTS,2010,JP,0,231097.0
1985,NUTS,2010,JP,0,251771.0
1986,NUTS,2010,JP,0,260846.0
1987,NUTS,2010,JP,0,279298.0
1988,NUTS,2010,JP,0,294202.0
1989,NUTS,2010,JP,0,313948.0
1990,NUTS,2010,JP,0,330996.0
1991,NUTS,2010,JP,0,340809.0
1992,NUTS,2010,JP,0,356406.0
1993,NUTS,2010,JP,0,367278.0
1994,NUTS,2010,JP,0,376639.0
1995,NUTS,2010,JP,0,384100.0
1996,NUTS,2010,JP,0,400361.0
1997,NUTS,2010,JP,0,404232.0
1998,NUTS,2010,JP,0,429195.0
1999,NUTS,2010,JP,0,433758.0
2000,NUTS,2010,JP,0,421363.0
2001,NUTS,2010,JP,0,430688.0
2002,NUTS,2010,JP,0,431190.0
2003,NUTS,2010,JP,0,458845.0
2004,NUTS,2010,JP,0,455868.0
2005,NUTS,2010,JP,0,481496.0
2006,NUTS,2010,JP,0,483339.0
2007,NUTS,2010,JP,0,483728.0
2008,NUTS,2010,JP,0,492805.0
2009,NUTS,2010,JP,0,490494.0
2010,NUTS,2010,JP,0,490538.0
2011,NUTS,2010,JP,0,490920.0
2012,NUTS,2010,JP,0,481425.0
2013,NUTS,2010,JP,0,485318.0
2014,NUTS,2010,JP,0,506134.0
2015,NUTS,2010,JP,0,486198.0
2016,NUTS,2010,JP,0,488828.0
2017,NUTS,2010,JP,0,498732.0
2018,NUTS,2010,JP,0,504746.0
2019,NUTS,2010,JP,0,507473.0
1995,NUTS,2010,KR,0,67226.0
1996,NUTS,2010,KR,0,66218.0
1997,NUTS,2010,KR,0,69871.0
1998,NUTS,2010,KR,0,60064.0
1999,NUTS,2010,KR,0,65474.0
2000,NUTS,2010,KR,0,71894.0
2001,NUTS,2010,KR,0,100169.0
2002,NUTS,2010,KR,0,104191.0
2003,NUTS,2010,KR,0,111388.0
2004,NUTS,2010,KR,0,115850.0
2005,NUTS,2010,KR,0,137706.0
2006,NUTS,2010,KR,0,155506.0
2007,NUTS,2010,KR,0,166289.0
2008,NUTS,2010,KR,0,182901.0
2009,NUTS,2010,KR,0,184830.0
2010,NUTS,2010,KR,0,202079.0
2011,NUTS,2010,KR,0,223513.0
2012,NUTS,2010,KR,0,247041.0
2013,NUTS,2010,KR,0,253447.0
2014,NUTS,2010,KR,0,274638.0
2015,NUTS,2010,KR,0,284136.0
2016,NUTS,2010,KR,0,287869.0
2017,NUTS,2010,KR,0,311566.0
2018,NUTS,2010,KR,0,334810.0
2019,NUTS,2010,KR,0,354381.0
1996,NUTS,2010,LT,0,89.0
1997,NUTS,2010,LT,0,128.0
1998,NUTS,2010,LT,0,93.0
1999,NUTS,2010,LT,0,121.0
2000,NUTS,2010,LT,0,288.0
2001,NUTS,2010,LT,0,417.0
2002,NUTS,2010,LT,0,265.0
2003,NUTS,2010,LT,0,442.0
2004,NUTS,2010,LT,0,484.0
2005,NUTS,2010,LT,0,716.0
2006,NUTS,2010,LT,0,877.0
2007,NUTS,2010,LT,0,1305.0
2008,NUTS,2010,LT,0,1168.0
2009,NUTS,2010,LT,0,1107.0
2010,NUTS,2010,LT,0,1242.0
2011,NUTS,2010,LT,0,1369.0
2012,NUTS,2010,LT,0,1317.0
2013,NUTS,2010,LT,0,1763.0
2014,NUTS,2010,LT,0,2434.0
2015,NUTS,2010,LT,0,1888.0
2016,NUTS,2010,LT,0,1956.0
2017,NUTS,2010,LT,0,2554.0
2018,NUTS,2010,LT,0,2832.0
2019,NUTS,2010,LT,0,3147.0
2020,NUTS,2010,LT,0,2897.0
2015,NUTS,2010,LT01,2,1353.0
2016,NUTS,2010,LT01,2,1368.0
2017,NUTS,2010,LT01,2,1635.0
2018,NUTS,2010,LT01,2,1768.0
2019,NUTS,2010,LT01,2,2109.0
2015,NUTS,2010,LT02,2,535.0
2016,NUTS,2010,LT02,2,588.0
2017,NUTS,2010,LT02,2,919.0
2018,NUTS,2010,LT02,2,1064.0
2019,NUTS,2010,LT02,2,1038.0
2000,NUTS,2010,LU,0,1399.0
2003,NUTS,2010,LU,0,1594.0
2004,NUTS,2010,LU,0,1546.0
2005,NUTS,2010,LU,0,1696.0
2006,NUTS,2010,LU,0,1460.0
2007,NUTS,2010,LU,0,1522.0
2008,NUTS,2010,LU,0,1453.0
2009,NUTS,2010,LU,0,1371.0
2010,NUTS,2010,LU,0,1460.0
2011,NUTS,2010,LU,0,1518.0
2012,NUTS,2010,LU,0,927.0
2013,NUTS,2010,LU,0,1001.0
2014,NUTS,2010,LU,0,1029.0
2015,NUTS,2010,LU,0,1048.0
2016,NUTS,2010,LU,0,1194.0
2017,NUTS,2010,LU,0,1275.0
2018,NUTS,2010,LU,0,1134.0
2019,NUTS,2010,LU,0,1282.0
2020,NUTS,2010,LU,0,1248.0
1993,NUTS,2010,LV,0,1132.0
1994,NUTS,2010,LV,0,377.0
1995,NUTS,2010,LV,0,349.0
1996,NUTS,2010,LV,0,318.0
1997,NUTS,2010,LV,0,234.0
1998,NUTS,2010,LV,0,205.0
1999,NUTS,2010,LV,0,191.0
2000,NUTS,2010,LV,0,995.0
2001,NUTS,2010,LV,0,683.0
2002,NUTS,2010,LV,0,675.0
2003,NUTS,2010,LV,0,464.0
2004,NUTS,2010,LV,0,448.0
2005,NUTS,2010,LV,0,468.0
2006,NUTS,2010,LV,0,688.0
2007,NUTS,2010,LV,0,397.0
2008,NUTS,2010,LV,0,487.0
2009,NUTS,2010,LV,0,317.0
2010,NUTS,2010,LV,0,632.0
2011,NUTS,2010,LV,0,553.0
2012,NUTS,2010,LV,0,594.0
2013,NUTS,2010,LV,0,570.0
2014,NUTS,2010,LV,0,776.0
2015,NUTS,2010,LV,0,604.0
2016,NUTS,2010,LV,0,582.0
2017,NUTS,2010,LV,0,647.0
2018,NUTS,2010,LV,0,684.0
2019,NUTS,2010,LV,0,758.0
2020,NUTS,2010,LV,0,846.0
2011,NUTS,2010,ME,0,85.0
2013,NUTS,2010,ME,0,86.0
2014,NUTS,2010,ME,0,80.0
2015,NUTS,2010,ME,0,68.0
2016,NUTS,2010,ME,0,55.0
2017,NUTS,2010,ME,0,44.0
2018,NUTS,2010,ME,0,76.0
2019,NUTS,2010,ME,0,59.0
2005,NUTS,2010,MK,0,96.0
2006,NUTS,2010,MK,0,58.0
2007,NUTS,2010,MK,0,60.0
