year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_eur_hes
2008,NUTS,2010,FRA,1,73.851
2009,NUTS,2010,FRA,1,84.961
2010,NUTS,2010,FRA,1,96.934
2011,NUTS,2010,FRA,1,91.186
2012,NUTS,2010,FRA,1,85.1
2013,NUTS,2010,FRA,1,91.3
1991,NUTS,2010,FRZ,1,1969.749
1992,NUTS,2010,FRZ,1,2098.946
1993,NUTS,2010,FRZ,1,2310.778
1994,NUTS,2010,FRZ,1,2394.978
1995,NUTS,2010,FRZ,1,2538.464
1996,NUTS,2010,FRZ,1,2666.926
1997,NUTS,2010,FRZ,1,0.288
1998,NUTS,2010,FRZ,1,0.229
2001,NUTS,2010,FRZ,1,1.02
2002,NUTS,2010,FRZ,1,0.188
2003,NUTS,2010,FRZ,1,1.942
2004,NUTS,2010,FRZ,1,0.184
2006,NUTS,2010,FRZ,1,0.0
2007,NUTS,2010,FRZ,1,0.178
1991,NUTS,2010,FRZZ,2,1969.749
1992,NUTS,2010,FRZZ,2,2098.946
1993,NUTS,2010,FRZZ,2,2310.778
1994,NUTS,2010,FRZZ,2,2394.978
1995,NUTS,2010,FRZZ,2,2538.464
1996,NUTS,2010,FRZZ,2,2666.926
1997,NUTS,2010,FRZZ,2,0.288
1998,NUTS,2010,FRZZ,2,0.229
2001,NUTS,2010,FRZZ,2,1.02
2002,NUTS,2010,FRZZ,2,0.188
2003,NUTS,2010,FRZZ,2,1.942
2004,NUTS,2010,FRZZ,2,0.184
2006,NUTS,2010,FRZZ,2,0.0
2007,NUTS,2010,FRZZ,2,0.178
2002,NUTS,2010,HR,0,94.968
2003,NUTS,2010,HR,0,113.624
2004,NUTS,2010,HR,0,129.124
2005,NUTS,2010,HR,0,108.083
2006,NUTS,2010,HR,0,109.015
2007,NUTS,2010,HR,0,117.409
2008,NUTS,2010,HR,0,129.113
2009,NUTS,2010,HR,0,122.985
2010,NUTS,2010,HR,0,94.599
2011,NUTS,2010,HR,0,93.375
2012,NUTS,2010,HR,0,87.557
2013,NUTS,2010,HR,0,86.417
2014,NUTS,2010,HR,0,87.304
2015,NUTS,2010,HR,0,90.859
2016,NUTS,2010,HR,0,131.185
2017,NUTS,2010,HR,0,124.027
2018,NUTS,2010,HR,0,160.751
2019,NUTS,2010,HR,0,194.317
2020,NUTS,2010,HR,0,201.628
2002,NUTS,2010,HR0,1,94.968
2003,NUTS,2010,HR0,1,113.624
2004,NUTS,2010,HR0,1,129.124
2005,NUTS,2010,HR0,1,108.096
2006,NUTS,2010,HR0,1,108.946
2007,NUTS,2010,HR0,1,117.477
2008,NUTS,2010,HR0,1,129.155
2009,NUTS,2010,HR0,1,122.985
2010,NUTS,2010,HR0,1,94.599
2011,NUTS,2010,HR0,1,93.375
2012,NUTS,2010,HR0,1,87.557
2013,NUTS,2010,HR0,1,86.417
2014,NUTS,2010,HR0,1,87.304
2015,NUTS,2010,HR0,1,90.859
2016,NUTS,2010,HR0,1,131.185
2017,NUTS,2010,HR0,1,124.027
2018,NUTS,2010,HR0,1,160.751
2019,NUTS,2010,HR0,1,194.317
2020,NUTS,2010,HR0,1,201.628
2008,NUTS,2010,HR02,2,5.122
2009,NUTS,2010,HR02,2,5.4
2010,NUTS,2010,HR02,2,5.26
2020,NUTS,2010,HR02,2,18.099
2008,NUTS,2010,HR03,2,17.165
2009,NUTS,2010,HR03,2,17.747
2010,NUTS,2010,HR03,2,18.166
2011,NUTS,2010,HR03,2,21.277
2012,NUTS,2010,HR03,2,16.52
2013,NUTS,2010,HR03,2,14.911
2014,NUTS,2010,HR03,2,16.785
2015,NUTS,2010,HR03,2,16.558
2016,NUTS,2010,HR03,2,25.199
2017,NUTS,2010,HR03,2,34.182
2018,NUTS,2010,HR03,2,41.226
2019,NUTS,2010,HR03,2,55.019
2020,NUTS,2010,HR03,2,54.516
2008,NUTS,2010,HR04,2,111.989
2009,NUTS,2010,HR04,2,105.238
2010,NUTS,2010,HR04,2,76.433
2011,NUTS,2010,HR04,2,72.098
2012,NUTS,2010,HR04,2,71.037
2013,NUTS,2010,HR04,2,71.506
2014,NUTS,2010,HR04,2,70.519
2015,NUTS,2010,HR04,2,74.3
2016,NUTS,2010,HR04,2,105.986
2017,NUTS,2010,HR04,2,89.846
2018,NUTS,2010,HR04,2,119.525
2019,NUTS,2010,HR04,2,139.297
2020,NUTS,2010,HR05,2,122.934
2020,NUTS,2010,HR06,2,6.079
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
1987,NUTS,2010,HU,0,48.54
1988,NUTS,2010,HU,0,43.971
1989,NUTS,2010,HU,0,53.184
1990,NUTS,2010,HU,0,36.822
1991,NUTS,2010,HU,0,38.144
1992,NUTS,2010,HU,0,38.361
1993,NUTS,2010,HU,0,72.884
1994,NUTS,2010,HU,0,82.148
1995,NUTS,2010,HU,0,61.99
1996,NUTS,2010,HU,0,57.428
1997,NUTS,2010,HU,0,67.086
1998,NUTS,2010,HU,0,71.843
1999,NUTS,2010,HU,0,69.122
2000,NUTS,2010,HU,0,97.333
2001,NUTS,2010,HU,0,141.053
2002,NUTS,2010,HU,0,177.541
2003,NUTS,2010,HU,0,185.207
2004,NUTS,2010,HU,0,177.282
2005,NUTS,2010,HU,0,210.626
2006,NUTS,2010,HU,0,219.266
2007,NUTS,2010,HU,0,228.227
2008,NUTS,2010,HU,0,233.407
2009,NUTS,2010,HU,0,223.427
2010,NUTS,2010,HU,0,224.405
2011,NUTS,2010,HU,0,243.134
2012,NUTS,2010,HU,0,231.489
2013,NUTS,2010,HU,0,203.671
2014,NUTS,2010,HU,0,192.858
2015,NUTS,2010,HU,0,183.039
2016,NUTS,2010,HU,0,152.875
2017,NUTS,2010,HU,0,222.349
2018,NUTS,2010,HU,0,260.696
2019,NUTS,2010,HU,0,306.471
2020,NUTS,2010,HU,0,284.718
1999,NUTS,2010,HU1,1,36.112
2000,NUTS,2010,HU1,1,47.366
2001,NUTS,2010,HU1,1,73.312
2002,NUTS,2010,HU1,1,81.396
2003,NUTS,2010,HU1,1,87.552
2004,NUTS,2010,HU1,1,81.582
2005,NUTS,2010,HU1,1,93.151
2006,NUTS,2010,HU1,1,103.595
2007,NUTS,2010,HU1,1,109.278
2008,NUTS,2010,HU1,1,116.329
2009,NUTS,2010,HU1,1,107.652
2010,NUTS,2010,HU1,1,103.597
2011,NUTS,2010,HU1,1,107.473
2012,NUTS,2010,HU1,1,95.941
2013,NUTS,2010,HU1,1,88.682
2014,NUTS,2010,HU1,1,88.471
2015,NUTS,2010,HU1,1,88.347
2016,NUTS,2010,HU1,1,81.101
2017,NUTS,2010,HU1,1,102.619
2018,NUTS,2010,HU1,1,122.919
2019,NUTS,2010,HU1,1,145.767
1999,NUTS,2010,HU10,2,36.112
2000,NUTS,2010,HU10,2,47.366
2001,NUTS,2010,HU10,2,73.312
2002,NUTS,2010,HU10,2,81.396
2003,NUTS,2010,HU10,2,87.552
2004,NUTS,2010,HU10,2,81.582
2005,NUTS,2010,HU10,2,93.151
2006,NUTS,2010,HU10,2,103.595
2007,NUTS,2010,HU10,2,109.278
2008,NUTS,2010,HU10,2,116.329
2009,NUTS,2010,HU10,2,107.652
2010,NUTS,2010,HU10,2,103.597
2011,NUTS,2010,HU10,2,107.473
2012,NUTS,2010,HU10,2,95.941
2013,NUTS,2010,HU10,2,88.682
2014,NUTS,2010,HU10,2,88.471
2015,NUTS,2010,HU10,2,88.347
2016,NUTS,2010,HU10,2,81.101
2017,NUTS,2010,HU11,2,96.029
2018,NUTS,2010,HU11,2,115.811
2019,NUTS,2010,HU11,2,138.271
2017,NUTS,2010,HU12,2,6.59
2018,NUTS,2010,HU12,2,7.108
2019,NUTS,2010,HU12,2,7.497
1999,NUTS,2010,HU2,1,13.384
2000,NUTS,2010,HU2,1,22.827
2001,NUTS,2010,HU2,1,31.973
2002,NUTS,2010,HU2,1,44.135
2003,NUTS,2010,HU2,1,40.143
2004,NUTS,2010,HU2,1,38.52
2005,NUTS,2010,HU2,1,45.467
2006,NUTS,2010,HU2,1,48.573
2007,NUTS,2010,HU2,1,46.704
2008,NUTS,2010,HU2,1,44.432
2009,NUTS,2010,HU2,1,39.734
2010,NUTS,2010,HU2,1,45.139
2011,NUTS,2010,HU2,1,56.344
2012,NUTS,2010,HU2,1,61.376
2013,NUTS,2010,HU2,1,43.52
2014,NUTS,2010,HU2,1,42.294
2015,NUTS,2010,HU2,1,33.657
2016,NUTS,2010,HU2,1,26.459
2017,NUTS,2010,HU2,1,42.273
2018,NUTS,2010,HU2,1,45.972
2019,NUTS,2010,HU2,1,51.072
1999,NUTS,2010,HU21,2,2.485
2000,NUTS,2010,HU21,2,6.911
2001,NUTS,2010,HU21,2,11.552
2002,NUTS,2010,HU21,2,15.377
2003,NUTS,2010,HU21,2,15.508
2004,NUTS,2010,HU21,2,13.208
2005,NUTS,2010,HU21,2,15.11
2006,NUTS,2010,HU21,2,14.913
2007,NUTS,2010,HU21,2,16.777
2008,NUTS,2010,HU21,2,17.618
2009,NUTS,2010,HU21,2,15.417
2010,NUTS,2010,HU21,2,13.03
2011,NUTS,2010,HU21,2,9.758
2012,NUTS,2010,HU21,2,8.979
2013,NUTS,2010,HU21,2,13.03
2014,NUTS,2010,HU21,2,13.819
2015,NUTS,2010,HU21,2,11.94
2016,NUTS,2010,HU21,2,5.915
2017,NUTS,2010,HU21,2,6.883
2018,NUTS,2010,HU21,2,9.103
2019,NUTS,2010,HU21,2,11.867
1999,NUTS,2010,HU22,2,4.914
2000,NUTS,2010,HU22,2,4.661
2001,NUTS,2010,HU22,2,7.105
2002,NUTS,2010,HU22,2,10.109
2003,NUTS,2010,HU22,2,10.677
2004,NUTS,2010,HU22,2,9.95
2005,NUTS,2010,HU22,2,12.006
2006,NUTS,2010,HU22,2,16.344
2007,NUTS,2010,HU22,2,14.434
2008,NUTS,2010,HU22,2,14.294
2009,NUTS,2010,HU22,2,12.389
2010,NUTS,2010,HU22,2,20.288
2011,NUTS,2010,HU22,2,24.658
2012,NUTS,2010,HU22,2,12.235
2013,NUTS,2010,HU22,2,11.295
2014,NUTS,2010,HU22,2,13.397
2015,NUTS,2010,HU22,2,8.496
2016,NUTS,2010,HU22,2,10.687
2017,NUTS,2010,HU22,2,14.833
2018,NUTS,2010,HU22,2,17.008
2019,NUTS,2010,HU22,2,14.397
1999,NUTS,2010,HU23,2,5.986
2000,NUTS,2010,HU23,2,11.256
2001,NUTS,2010,HU23,2,13.317
2002,NUTS,2010,HU23,2,18.649
2003,NUTS,2010,HU23,2,13.962
2004,NUTS,2010,HU23,2,15.362
2005,NUTS,2010,HU23,2,18.351
2006,NUTS,2010,HU23,2,17.316
2007,NUTS,2010,HU23,2,15.488
2008,NUTS,2010,HU23,2,12.52
2009,NUTS,2010,HU23,2,11.927
2010,NUTS,2010,HU23,2,11.821
2011,NUTS,2010,HU23,2,21.928
2012,NUTS,2010,HU23,2,40.163
2013,NUTS,2010,HU23,2,19.195
2014,NUTS,2010,HU23,2,15.079
2015,NUTS,2010,HU23,2,13.222
2016,NUTS,2010,HU23,2,9.857
2017,NUTS,2010,HU23,2,20.557
2018,NUTS,2010,HU23,2,19.861
2019,NUTS,2010,HU23,2,24.808
1999,NUTS,2010,HU3,1,19.627
2000,NUTS,2010,HU3,1,27.138
2001,NUTS,2010,HU3,1,35.765
2002,NUTS,2010,HU3,1,52.009
2003,NUTS,2010,HU3,1,57.511
2004,NUTS,2010,HU3,1,57.176
2005,NUTS,2010,HU3,1,72.01
2006,NUTS,2010,HU3,1,67.101
2007,NUTS,2010,HU3,1,72.246
2008,NUTS,2010,HU3,1,72.645
2009,NUTS,2010,HU3,1,76.041
2010,NUTS,2010,HU3,1,75.668
2011,NUTS,2010,HU3,1,79.317
2012,NUTS,2010,HU3,1,74.172
2013,NUTS,2010,HU3,1,71.469
2014,NUTS,2010,HU3,1,62.093
2015,NUTS,2010,HU3,1,61.035
2016,NUTS,2010,HU3,1,45.315
2017,NUTS,2010,HU3,1,77.457
2018,NUTS,2010,HU3,1,91.806
2019,NUTS,2010,HU3,1,109.633
1999,NUTS,2010,HU31,2,3.371
2000,NUTS,2010,HU31,2,4.369
2001,NUTS,2010,HU31,2,6.649
2002,NUTS,2010,HU31,2,9.87
2003,NUTS,2010,HU31,2,9.64
2004,NUTS,2010,HU31,2,10.081
2005,NUTS,2010,HU31,2,13.316
2006,NUTS,2010,HU31,2,14.285
2007,NUTS,2010,HU31,2,14.661
2008,NUTS,2010,HU31,2,11.475
2009,NUTS,2010,HU31,2,13.81
2010,NUTS,2010,HU31,2,11.806
2011,NUTS,2010,HU31,2,12.411
2012,NUTS,2010,HU31,2,12.407
2013,NUTS,2010,HU31,2,11.065
2014,NUTS,2010,HU31,2,9.06
2015,NUTS,2010,HU31,2,7.504
2016,NUTS,2010,HU31,2,5.141
2017,NUTS,2010,HU31,2,10.276
2018,NUTS,2010,HU31,2,15.294
2019,NUTS,2010,HU31,2,14.958
1999,NUTS,2010,HU32,2,9.17
2000,NUTS,2010,HU32,2,13.26
2001,NUTS,2010,HU32,2,17.429
2002,NUTS,2010,HU32,2,24.02
2003,NUTS,2010,HU32,2,27.596
2004,NUTS,2010,HU32,2,26.75
2005,NUTS,2010,HU32,2,34.263
2006,NUTS,2010,HU32,2,29.244
2007,NUTS,2010,HU32,2,32.218
2008,NUTS,2010,HU32,2,33.331
2009,NUTS,2010,HU32,2,32.884
2010,NUTS,2010,HU32,2,31.531
2011,NUTS,2010,HU32,2,33.116
2012,NUTS,2010,HU32,2,31.985
2013,NUTS,2010,HU32,2,34.213
2014,NUTS,2010,HU32,2,26.685
2015,NUTS,2010,HU32,2,25.118
2016,NUTS,2010,HU32,2,21.828
2017,NUTS,2010,HU32,2,37.253
2018,NUTS,2010,HU32,2,44.353
2019,NUTS,2010,HU32,2,53.216
1999,NUTS,2010,HU33,2,7.086
2000,NUTS,2010,HU33,2,9.51
2001,NUTS,2010,HU33,2,11.688
2002,NUTS,2010,HU33,2,18.114
2003,NUTS,2010,HU33,2,20.274
2004,NUTS,2010,HU33,2,20.345
2005,NUTS,2010,HU33,2,24.431
2006,NUTS,2010,HU33,2,23.572
2007,NUTS,2010,HU33,2,25.367
2008,NUTS,2010,HU33,2,27.84
2009,NUTS,2010,HU33,2,29.348
2010,NUTS,2010,HU33,2,32.331
2011,NUTS,2010,HU33,2,33.79
2012,NUTS,2010,HU33,2,29.78
2013,NUTS,2010,HU33,2,26.191
2014,NUTS,2010,HU33,2,26.347
2015,NUTS,2010,HU33,2,28.412
2016,NUTS,2010,HU33,2,18.346
2017,NUTS,2010,HU33,2,29.928
2018,NUTS,2010,HU33,2,32.159
2019,NUTS,2010,HU33,2,41.458
1981,NUTS,2010,IE,0,19.332
1982,NUTS,2010,IE,0,22.684
1983,NUTS,2010,IE,0,25.269
1984,NUTS,2010,IE,0,29.95
1985,NUTS,2010,IE,0,41.076
1986,NUTS,2010,IE,0,50.44
1987,NUTS,2010,IE,0,51.738
1988,NUTS,2010,IE,0,52.11
1989,NUTS,2010,IE,0,61.737
1990,NUTS,2010,IE,0,72.264
1991,NUTS,2010,IE,0,83.659
1992,NUTS,2010,IE,0,95.921
1993,NUTS,2010,IE,0,105.212
1994,NUTS,2010,IE,0,120.15
1995,NUTS,2010,IE,0,132.431
1996,NUTS,2010,IE,0,151.953
1997,NUTS,2010,IE,0,187.949
1998,NUTS,2010,IE,0,204.018
1999,NUTS,2010,IE,0,220.9
2000,NUTS,2010,IE,0,238.1
2001,NUTS,2010,IE,0,280.3
2002,NUTS,2010,IE,0,322.3
2003,NUTS,2010,IE,0,404.4
2004,NUTS,2010,IE,0,492.0
2005,NUTS,2010,IE,0,550.0
2006,NUTS,2010,IE,0,600.5
2007,NUTS,2010,IE,0,660.0
2008,NUTS,2010,IE,0,749.8
2009,NUTS,2010,IE,0,729.0
2010,NUTS,2010,IE,0,708.5
2011,NUTS,2010,IE,0,674.4
2012,NUTS,2010,IE,0,640.2
2013,NUTS,2010,IE,0,662.24
2014,NUTS,2010,IE,0,730.1
2015,NUTS,2010,IE,0,739.4
2016,NUTS,2010,IE,0,748.8
2017,NUTS,2010,IE,0,814.981
2018,NUTS,2010,IE,0,876.08
2019,NUTS,2010,IE,0,949.652
2020,NUTS,2010,IE,0,1038.822
1981,NUTS,2010,IE0,1,19.332
1982,NUTS,2010,IE0,1,22.684
1983,NUTS,2010,IE0,1,25.269
1984,NUTS,2010,IE0,1,29.95
1985,NUTS,2010,IE0,1,41.076
1986,NUTS,2010,IE0,1,50.44
1987,NUTS,2010,IE0,1,51.738
1988,NUTS,2010,IE0,1,52.11
1989,NUTS,2010,IE0,1,61.737
1990,NUTS,2010,IE0,1,72.264
1991,NUTS,2010,IE0,1,83.659
1992,NUTS,2010,IE0,1,95.921
1993,NUTS,2010,IE0,1,105.212
1994,NUTS,2010,IE0,1,120.15
1995,NUTS,2010,IE0,1,132.431
1996,NUTS,2010,IE0,1,151.953
1997,NUTS,2010,IE0,1,187.949
1998,NUTS,2010,IE0,1,204.018
1999,NUTS,2010,IE0,1,220.9
2000,NUTS,2010,IE0,1,238.1
2001,NUTS,2010,IE0,1,280.3
2002,NUTS,2010,IE0,1,322.3
2003,NUTS,2010,IE0,1,404.4
2004,NUTS,2010,IE0,1,492.0
2005,NUTS,2010,IE0,1,550.0
2006,NUTS,2010,IE0,1,600.0
2007,NUTS,2010,IE0,1,660.0
2008,NUTS,2010,IE0,1,749.8
2009,NUTS,2010,IE0,1,729.0
2010,NUTS,2010,IE0,1,708.5
2011,NUTS,2010,IE0,1,674.4
2012,NUTS,2010,IE0,1,640.2
2013,NUTS,2010,IE0,1,662.24
2014,NUTS,2010,IE0,1,684.28
2015,NUTS,2010,IE0,1,764.0
2017,NUTS,2010,IE0,1,748.788
2002,NUTS,2010,IE01,2,33.8
2003,NUTS,2010,IE01,2,50.0
2004,NUTS,2010,IE01,2,67.0
2005,NUTS,2010,IE01,2,80.0
2006,NUTS,2010,IE01,2,90.0
2007,NUTS,2010,IE01,2,100.0
2008,NUTS,2010,IE01,2,99.8
2009,NUTS,2010,IE01,2,99.0
2010,NUTS,2010,IE01,2,98.5
2011,NUTS,2010,IE01,2,94.4
2012,NUTS,2010,IE01,2,89.6
2013,NUTS,2010,IE01,2,92.685
2014,NUTS,2010,IE01,2,95.769
2015,NUTS,2010,IE01,2,115.0
2017,NUTS,2010,IE01,2,91.201
2002,NUTS,2010,IE02,2,288.5
2003,NUTS,2010,IE02,2,354.4
2004,NUTS,2010,IE02,2,425.0
2005,NUTS,2010,IE02,2,470.0
2006,NUTS,2010,IE02,2,510.0
2007,NUTS,2010,IE02,2,560.0
2008,NUTS,2010,IE02,2,650.0
2009,NUTS,2010,IE02,2,630.0
2010,NUTS,2010,IE02,2,610.0
2011,NUTS,2010,IE02,2,580.0
2012,NUTS,2010,IE02,2,550.6
2013,NUTS,2010,IE02,2,569.556
2014,NUTS,2010,IE02,2,588.511
2015,NUTS,2010,IE02,2,649.0
2017,NUTS,2010,IE02,2,657.587
2002,NUTS,2010,IEZ,1,0.0
2003,NUTS,2010,IEZ,1,0.0
2004,NUTS,2010,IEZ,1,0.0
2005,NUTS,2010,IEZ,1,0.0
2006,NUTS,2010,IEZ,1,0.0
2007,NUTS,2010,IEZ,1,0.0
2008,NUTS,2010,IEZ,1,0.0
2009,NUTS,2010,IEZ,1,0.0
2010,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2014,NUTS,2010,IEZ,1,0.0
2002,NUTS,2010,IEZZ,2,0.0
2003,NUTS,2010,IEZZ,2,0.0
2004,NUTS,2010,IEZZ,2,0.0
2005,NUTS,2010,IEZZ,2,0.0
2006,NUTS,2010,IEZZ,2,0.0
2007,NUTS,2010,IEZZ,2,0.0
2008,NUTS,2010,IEZZ,2,0.0
2009,NUTS,2010,IEZZ,2,0.0
2010,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2014,NUTS,2010,IEZZ,2,0.0
1981,NUTS,2010,IS,0,5.181
1983,NUTS,2010,IS,0,5.578
1985,NUTS,2010,IS,0,8.48
1987,NUTS,2010,IS,0,9.424
1989,NUTS,2010,IS,0,12.518
1990,NUTS,2010,IS,0,12.191
1991,NUTS,2010,IS,0,18.584
1992,NUTS,2010,IS,0,21.733
1993,NUTS,2010,IS,0,16.66
1994,NUTS,2010,IS,0,17.475
1995,NUTS,2010,IS,0,22.616
1997,NUTS,2010,IS,0,33.953
1998,NUTS,2010,IS,0,36.838
1999,NUTS,2010,IS,0,39.3
2000,NUTS,2010,IS,0,40.824
2001,NUTS,2010,IS,0,48.966
2002,NUTS,2010,IS,0,44.952
2003,NUTS,2010,IS,0,58.315
2005,NUTS,2010,IS,0,79.846
2006,NUTS,2010,IS,0,94.499
2007,NUTS,2010,IS,0,100.79
2008,NUTS,2010,IS,0,68.469
2009,NUTS,2010,IS,0,61.485
2010,NUTS,2010,IS,0,66.942
2011,NUTS,2010,IS,0,69.308
2013,NUTS,2010,IS,0,76.705
2014,NUTS,2010,IS,0,85.679
2015,NUTS,2010,IS,0,101.148
2016,NUTS,2010,IS,0,122.389
2017,NUTS,2010,IS,0,143.879
2018,NUTS,2010,IS,0,140.187
2019,NUTS,2010,IS,0,144.85
2020,NUTS,2010,IS,0,134.886
1981,NUTS,2010,IS0,1,5.181
1983,NUTS,2010,IS0,1,5.578
1985,NUTS,2010,IS0,1,8.48
1987,NUTS,2010,IS0,1,9.424
1989,NUTS,2010,IS0,1,12.518
1990,NUTS,2010,IS0,1,12.191
1991,NUTS,2010,IS0,1,18.584
1992,NUTS,2010,IS0,1,21.733
1993,NUTS,2010,IS0,1,16.66
1994,NUTS,2010,IS0,1,17.475
1995,NUTS,2010,IS0,1,22.616
1997,NUTS,2010,IS0,1,33.953
1998,NUTS,2010,IS0,1,36.838
1999,NUTS,2010,IS0,1,39.3
2000,NUTS,2010,IS0,1,40.824
2001,NUTS,2010,IS0,1,48.966
2002,NUTS,2010,IS0,1,44.952
2003,NUTS,2010,IS0,1,58.315
2005,NUTS,2010,IS0,1,79.846
2006,NUTS,2010,IS0,1,94.499
2007,NUTS,2010,IS0,1,100.79
2008,NUTS,2010,IS0,1,68.469
2009,NUTS,2010,IS0,1,61.485
2010,NUTS,2010,IS0,1,66.942
2011,NUTS,2010,IS0,1,69.308
2013,NUTS,2010,IS0,1,76.705
2014,NUTS,2010,IS0,1,85.679
2015,NUTS,2010,IS0,1,101.148
2016,NUTS,2010,IS0,1,122.389
2017,NUTS,2010,IS0,1,143.879
2018,NUTS,2010,IS0,1,140.187
2019,NUTS,2010,IS0,1,144.85
2020,NUTS,2010,IS0,1,134.886
1981,NUTS,2010,IS00,2,5.181
1983,NUTS,2010,IS00,2,5.578
1985,NUTS,2010,IS00,2,8.48
1987,NUTS,2010,IS00,2,9.424
1989,NUTS,2010,IS00,2,12.518
1990,NUTS,2010,IS00,2,12.191
1991,NUTS,2010,IS00,2,18.584
1992,NUTS,2010,IS00,2,21.733
1993,NUTS,2010,IS00,2,16.66
1994,NUTS,2010,IS00,2,17.475
1995,NUTS,2010,IS00,2,22.616
1997,NUTS,2010,IS00,2,33.953
1998,NUTS,2010,IS00,2,36.838
1999,NUTS,2010,IS00,2,39.3
2000,NUTS,2010,IS00,2,40.824
2001,NUTS,2010,IS00,2,48.966
2002,NUTS,2010,IS00,2,44.952
2003,NUTS,2010,IS00,2,58.315
2005,NUTS,2010,IS00,2,79.846
2006,NUTS,2010,IS00,2,94.499
2007,NUTS,2010,IS00,2,100.79
2008,NUTS,2010,IS00,2,68.469
2009,NUTS,2010,IS00,2,61.485
2010,NUTS,2010,IS00,2,66.942
2011,NUTS,2010,IS00,2,69.308
2013,NUTS,2010,IS00,2,76.705
2014,NUTS,2010,IS00,2,85.679
2015,NUTS,2010,IS00,2,101.148
2016,NUTS,2010,IS00,2,122.389
2017,NUTS,2010,IS00,2,143.879
2018,NUTS,2010,IS00,2,140.187
2019,NUTS,2010,IS00,2,144.85
2020,NUTS,2010,IS00,2,134.886
1981,NUTS,2010,IT,0,574.877
1982,NUTS,2010,IT,0,689.645
1983,NUTS,2010,IT,0,860.198
1984,NUTS,2010,IT,0,994.295
1985,NUTS,2010,IT,0,1209.307
1986,NUTS,2010,IT,0,1371.139
1987,NUTS,2010,IT,0,1580.003
1988,NUTS,2010,IT,0,1756.171
1989,NUTS,2010,IT,0,1935.47
1990,NUTS,2010,IT,0,2316.641
1991,NUTS,2010,IT,0,2470.422
1992,NUTS,2010,IT,0,2500.935
1993,NUTS,2010,IT,0,2388.453
1994,NUTS,2010,IT,0,2342.872
1995,NUTS,2010,IT,0,2135.497
1996,NUTS,2010,IT,0,2594.089
1997,NUTS,2010,IT,0,3330.891
1998,NUTS,2010,IT,0,3581.789
1999,NUTS,2010,IT,0,3627.5
2000,NUTS,2010,IT,0,3865.1
2001,NUTS,2010,IT,0,4418.0
2002,NUTS,2010,IT,0,4792.0
2003,NUTS,2010,IT,0,5000.0
2004,NUTS,2010,IT,0,5005.0
2005,NUTS,2010,IT,0,4711.7
2006,NUTS,2010,IT,0,5093.7
2007,NUTS,2010,IT,0,5495.2
2008,NUTS,2010,IT,0,5786.3
2009,NUTS,2010,IT,0,5812.0
2010,NUTS,2010,IT,0,5647.5
2011,NUTS,2010,IT,0,5669.2
2012,NUTS,2010,IT,0,5747.8
2013,NUTS,2010,IT,0,5938.2
2014,NUTS,2010,IT,0,5815.921
2015,NUTS,2010,IT,0,5653.0
2016,NUTS,2010,IT,0,5596.912
2017,NUTS,2010,IT,0,5608.595
2018,NUTS,2010,IT,0,5753.441
2019,NUTS,2010,IT,0,5897.53
2020,NUTS,2010,IT,0,6017.612
1994,NUTS,2010,ITC,1,506.613
1995,NUTS,2010,ITC,1,446.85
1996,NUTS,2010,ITC,1,544.055
1997,NUTS,2010,ITC,1,717.985
1998,NUTS,2010,ITC,1,775.752
1999,NUTS,2010,ITC,1,796.1
2000,NUTS,2010,ITC,1,799.4
2003,NUTS,2010,ITC,1,1194.0
2004,NUTS,2010,ITC,1,1072.0
2005,NUTS,2010,ITC,1,986.0
2007,NUTS,2010,ITC,1,1203.8
2008,NUTS,2010,ITC,1,1290.1
2009,NUTS,2010,ITC,1,1286.7
2010,NUTS,2010,ITC,1,1285.4
2011,NUTS,2010,ITC,1,1294.8
2012,NUTS,2010,ITC,1,1328.4
2013,NUTS,2010,ITC,1,1304.7
2014,NUTS,2010,ITC,1,1206.913
2015,NUTS,2010,ITC,1,1212.7
2016,NUTS,2010,ITC,1,1297.263
2017,NUTS,2010,ITC,1,1323.175
2018,NUTS,2010,ITC,1,1365.252
2019,NUTS,2010,ITC,1,1452.738
1994,NUTS,2010,ITC1,2,129.211
1995,NUTS,2010,ITC1,2,109.208
1996,NUTS,2010,ITC1,2,135.208
1997,NUTS,2010,ITC1,2,177.84
1998,NUTS,2010,ITC1,2,203.228
1999,NUTS,2010,ITC1,2,216.6
2000,NUTS,2010,ITC1,2,206.03
2003,NUTS,2010,ITC1,2,311.0
2004,NUTS,2010,ITC1,2,313.0
2005,NUTS,2010,ITC1,2,296.0
2007,NUTS,2010,ITC1,2,364.7
2008,NUTS,2010,ITC1,2,388.7
2009,NUTS,2010,ITC1,2,381.2
2010,NUTS,2010,ITC1,2,370.4
2011,NUTS,2010,ITC1,2,357.8
2012,NUTS,2010,ITC1,2,367.5
