year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hc_total_pnp_f
2010,NUTS,2010,DK05,2,0.0
2011,NUTS,2010,DK05,2,0.0
2012,NUTS,2010,DK05,2,0.0
2013,NUTS,2010,DK05,2,0.0
2014,NUTS,2010,DK05,2,0.0
2015,NUTS,2010,DK05,2,0.0
2016,NUTS,2010,DK05,2,0.0
2017,NUTS,2010,DK05,2,6.0
2001,NUTS,2010,EA19,2,8798.0
2002,NUTS,2010,EA19,2,11294.0
2003,NUTS,2010,EA19,2,10935.0
2004,NUTS,2010,EA19,2,11448.0
2005,NUTS,2010,EA19,2,12413.0
2006,NUTS,2010,EA19,2,14326.0
2007,NUTS,2010,EA19,2,14839.0
2008,NUTS,2010,EA19,2,15230.0
2009,NUTS,2010,EA19,2,15351.0
2010,NUTS,2010,EA19,2,14086.0
2011,NUTS,2010,EA19,2,14459.0
2012,NUTS,2010,EA19,2,14413.0
2013,NUTS,2010,EA19,2,11719.0
2014,NUTS,2010,EA19,2,12595.0
2016,NUTS,2010,EA19,2,13456.0
2017,NUTS,2010,EA19,2,13277.0
1996,NUTS,2010,EE,0,18.0
1997,NUTS,2010,EE,0,10.0
1998,NUTS,2010,EE,0,10.0
1999,NUTS,2010,EE,0,12.0
2000,NUTS,2010,EE,0,40.0
2001,NUTS,2010,EE,0,46.0
2002,NUTS,2010,EE,0,54.0
2003,NUTS,2010,EE,0,75.0
2004,NUTS,2010,EE,0,103.0
2005,NUTS,2010,EE,0,69.0
2006,NUTS,2010,EE,0,102.0
2007,NUTS,2010,EE,0,111.0
2008,NUTS,2010,EE,0,83.0
2009,NUTS,2010,EE,0,99.0
2010,NUTS,2010,EE,0,78.0
2011,NUTS,2010,EE,0,80.0
2012,NUTS,2010,EE,0,95.0
2013,NUTS,2010,EE,0,80.0
2014,NUTS,2010,EE,0,77.0
2015,NUTS,2010,EE,0,72.0
2016,NUTS,2010,EE,0,86.0
2017,NUTS,2010,EE,0,77.0
2018,NUTS,2010,EE,0,90.0
2019,NUTS,2010,EE,0,84.0
1999,NUTS,2010,EL,0,86.0
2001,NUTS,2010,EL,0,99.0
2003,NUTS,2010,EL,0,120.0
2005,NUTS,2010,EL,0,112.0
2011,NUTS,2010,EL,0,323.0
2013,NUTS,2010,EL,0,446.0
2015,NUTS,2010,EL,0,449.0
2017,NUTS,2010,EL,0,500.0
2019,NUTS,2010,EL,0,382.0
2001,NUTS,2010,EL3,1,50.0
2003,NUTS,2010,EL3,1,92.0
2005,NUTS,2010,EL3,1,85.0
2011,NUTS,2010,EL3,1,280.0
2001,NUTS,2010,EL30,2,50.0
2003,NUTS,2010,EL30,2,92.0
2005,NUTS,2010,EL30,2,85.0
2011,NUTS,2010,EL30,2,280.0
2011,NUTS,2010,EL4,1,7.0
2011,NUTS,2010,EL41,2,2.0
2011,NUTS,2010,EL42,2,5.0
2011,NUTS,2010,EL43,2,0.0
2011,NUTS,2010,EL5,1,33.0
2011,NUTS,2010,EL51,2,0.0
2001,NUTS,2010,EL52,2,44.0
2003,NUTS,2010,EL52,2,19.0
2005,NUTS,2010,EL52,2,19.0
2011,NUTS,2010,EL52,2,28.0
2011,NUTS,2010,EL53,2,3.0
2011,NUTS,2010,EL54,2,2.0
2011,NUTS,2010,EL6,1,3.0
2011,NUTS,2010,EL61,2,0.0
2011,NUTS,2010,EL62,2,0.0
2011,NUTS,2010,EL63,2,0.0
2011,NUTS,2010,EL64,2,2.0
2001,NUTS,2010,EL65,2,5.0
2003,NUTS,2010,EL65,2,9.0
2011,NUTS,2010,EL65,2,1.0
2011,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZ,1,0.0
2011,NUTS,2010,ELZZ,2,0.0
2015,NUTS,2010,ELZZ,2,0.0
1997,NUTS,2010,ES,0,716.0
1999,NUTS,2010,ES,0,734.0
2000,NUTS,2010,ES,0,1093.0
2001,NUTS,2010,ES,0,1146.0
2002,NUTS,2010,ES,0,356.0
2003,NUTS,2010,ES,0,332.0
2004,NUTS,2010,ES,0,309.0
2005,NUTS,2010,ES,0,324.0
2006,NUTS,2010,ES,0,483.0
2007,NUTS,2010,ES,0,472.0
2008,NUTS,2010,ES,0,478.0
2009,NUTS,2010,ES,0,558.0
2010,NUTS,2010,ES,0,497.0
2011,NUTS,2010,ES,0,435.0
2012,NUTS,2010,ES,0,427.0
2013,NUTS,2010,ES,0,399.0
2014,NUTS,2010,ES,0,389.0
2015,NUTS,2010,ES,0,427.0
2016,NUTS,2010,ES,0,515.0
2017,NUTS,2010,ES,0,500.0
2018,NUTS,2010,ES,0,479.0
2019,NUTS,2010,ES,0,449.0
2002,NUTS,2010,ES1,1,49.0
2003,NUTS,2010,ES1,1,3.0
2004,NUTS,2010,ES1,1,13.0
2005,NUTS,2010,ES1,1,12.0
2006,NUTS,2010,ES1,1,99.0
2007,NUTS,2010,ES1,1,48.0
2008,NUTS,2010,ES1,1,40.0
2009,NUTS,2010,ES1,1,42.0
2010,NUTS,2010,ES1,1,34.0
2011,NUTS,2010,ES1,1,42.0
2012,NUTS,2010,ES1,1,37.0
2013,NUTS,2010,ES1,1,35.0
2015,NUTS,2010,ES1,1,44.0
2016,NUTS,2010,ES1,1,54.0
2017,NUTS,2010,ES1,1,59.0
2018,NUTS,2010,ES1,1,60.0
2002,NUTS,2010,ES11,2,10.0
2003,NUTS,2010,ES11,2,2.0
2004,NUTS,2010,ES11,2,6.0
2005,NUTS,2010,ES11,2,6.0
2006,NUTS,2010,ES11,2,8.0
2007,NUTS,2010,ES11,2,12.0
2008,NUTS,2010,ES11,2,6.0
2009,NUTS,2010,ES11,2,19.0
2010,NUTS,2010,ES11,2,3.0
2014,NUTS,2010,ES11,2,8.0
2015,NUTS,2010,ES11,2,10.0
2016,NUTS,2010,ES11,2,27.0
2017,NUTS,2010,ES11,2,33.0
2018,NUTS,2010,ES11,2,31.0
2019,NUTS,2010,ES11,2,30.0
2002,NUTS,2010,ES12,2,9.0
2003,NUTS,2010,ES12,2,1.0
2004,NUTS,2010,ES12,2,0.0
2005,NUTS,2010,ES12,2,0.0
2006,NUTS,2010,ES12,2,7.0
2007,NUTS,2010,ES12,2,5.0
2008,NUTS,2010,ES12,2,6.0
2009,NUTS,2010,ES12,2,4.0
2010,NUTS,2010,ES12,2,5.0
2012,NUTS,2010,ES12,2,5.0
2013,NUTS,2010,ES12,2,2.0
2014,NUTS,2010,ES12,2,3.0
2015,NUTS,2010,ES12,2,3.0
2016,NUTS,2010,ES12,2,1.0
2017,NUTS,2010,ES12,2,2.0
2018,NUTS,2010,ES12,2,2.0
2019,NUTS,2010,ES12,2,1.0
2002,NUTS,2010,ES13,2,30.0
2003,NUTS,2010,ES13,2,0.0
2004,NUTS,2010,ES13,2,7.0
2005,NUTS,2010,ES13,2,6.0
2006,NUTS,2010,ES13,2,84.0
2007,NUTS,2010,ES13,2,31.0
2008,NUTS,2010,ES13,2,28.0
2009,NUTS,2010,ES13,2,19.0
2010,NUTS,2010,ES13,2,26.0
2011,NUTS,2010,ES13,2,37.0
2015,NUTS,2010,ES13,2,31.0
2016,NUTS,2010,ES13,2,26.0
2017,NUTS,2010,ES13,2,24.0
2018,NUTS,2010,ES13,2,27.0
2002,NUTS,2010,ES2,1,50.0
2003,NUTS,2010,ES2,1,3.0
2004,NUTS,2010,ES2,1,30.0
2005,NUTS,2010,ES2,1,28.0
2006,NUTS,2010,ES2,1,21.0
2007,NUTS,2010,ES2,1,55.0
2008,NUTS,2010,ES2,1,55.0
2009,NUTS,2010,ES2,1,72.0
2010,NUTS,2010,ES2,1,89.0
2011,NUTS,2010,ES2,1,36.0
2013,NUTS,2010,ES2,1,43.0
2015,NUTS,2010,ES2,1,43.0
2019,NUTS,2010,ES2,1,21.0
2002,NUTS,2010,ES21,2,50.0
2003,NUTS,2010,ES21,2,2.0
2004,NUTS,2010,ES21,2,12.0
2005,NUTS,2010,ES21,2,7.0
2006,NUTS,2010,ES21,2,12.0
2007,NUTS,2010,ES21,2,12.0
2008,NUTS,2010,ES21,2,7.0
2009,NUTS,2010,ES21,2,15.0
2010,NUTS,2010,ES21,2,24.0
2011,NUTS,2010,ES21,2,22.0
2012,NUTS,2010,ES21,2,29.0
2013,NUTS,2010,ES21,2,24.0
2014,NUTS,2010,ES21,2,21.0
2015,NUTS,2010,ES21,2,29.0
2016,NUTS,2010,ES21,2,28.0
2017,NUTS,2010,ES21,2,25.0
2018,NUTS,2010,ES21,2,11.0
2019,NUTS,2010,ES21,2,15.0
2002,NUTS,2010,ES22,2,0.0
2003,NUTS,2010,ES22,2,0.0
2004,NUTS,2010,ES22,2,5.0
2005,NUTS,2010,ES22,2,5.0
2006,NUTS,2010,ES22,2,2.0
2007,NUTS,2010,ES22,2,0.0
2008,NUTS,2010,ES22,2,0.0
2009,NUTS,2010,ES22,2,3.0
2010,NUTS,2010,ES22,2,3.0
2011,NUTS,2010,ES22,2,6.0
2015,NUTS,2010,ES22,2,6.0
2002,NUTS,2010,ES23,2,0.0
2003,NUTS,2010,ES23,2,0.0
2004,NUTS,2010,ES23,2,0.0
2005,NUTS,2010,ES23,2,2.0
2006,NUTS,2010,ES23,2,0.0
2007,NUTS,2010,ES23,2,36.0
2008,NUTS,2010,ES23,2,43.0
2009,NUTS,2010,ES23,2,47.0
2010,NUTS,2010,ES23,2,46.0
2011,NUTS,2010,ES23,2,2.0
2012,NUTS,2010,ES23,2,4.0
2014,NUTS,2010,ES23,2,1.0
2015,NUTS,2010,ES23,2,0.0
2016,NUTS,2010,ES23,2,0.0
2017,NUTS,2010,ES23,2,0.0
2018,NUTS,2010,ES23,2,1.0
2002,NUTS,2010,ES24,2,0.0
2003,NUTS,2010,ES24,2,1.0
2004,NUTS,2010,ES24,2,13.0
2005,NUTS,2010,ES24,2,14.0
2006,NUTS,2010,ES24,2,7.0
2007,NUTS,2010,ES24,2,7.0
2008,NUTS,2010,ES24,2,5.0
2009,NUTS,2010,ES24,2,7.0
2010,NUTS,2010,ES24,2,16.0
2011,NUTS,2010,ES24,2,6.0
2012,NUTS,2010,ES24,2,8.0
2013,NUTS,2010,ES24,2,6.0
2014,NUTS,2010,ES24,2,7.0
2015,NUTS,2010,ES24,2,8.0
2016,NUTS,2010,ES24,2,5.0
2017,NUTS,2010,ES24,2,5.0
2018,NUTS,2010,ES24,2,3.0
2002,NUTS,2010,ES3,1,126.0
2003,NUTS,2010,ES3,1,172.0
2004,NUTS,2010,ES3,1,124.0
2005,NUTS,2010,ES3,1,145.0
2006,NUTS,2010,ES3,1,187.0
2007,NUTS,2010,ES3,1,198.0
2008,NUTS,2010,ES3,1,220.0
2009,NUTS,2010,ES3,1,221.0
2010,NUTS,2010,ES3,1,157.0
2011,NUTS,2010,ES3,1,117.0
2012,NUTS,2010,ES3,1,128.0
2013,NUTS,2010,ES3,1,119.0
2014,NUTS,2010,ES3,1,110.0
2015,NUTS,2010,ES3,1,126.0
2016,NUTS,2010,ES3,1,143.0
2017,NUTS,2010,ES3,1,155.0
2018,NUTS,2010,ES3,1,202.0
2019,NUTS,2010,ES3,1,189.0
2002,NUTS,2010,ES30,2,126.0
2003,NUTS,2010,ES30,2,172.0
2004,NUTS,2010,ES30,2,124.0
2005,NUTS,2010,ES30,2,145.0
2006,NUTS,2010,ES30,2,187.0
2007,NUTS,2010,ES30,2,198.0
2008,NUTS,2010,ES30,2,220.0
2009,NUTS,2010,ES30,2,221.0
2010,NUTS,2010,ES30,2,157.0
2011,NUTS,2010,ES30,2,117.0
2012,NUTS,2010,ES30,2,128.0
2013,NUTS,2010,ES30,2,119.0
2014,NUTS,2010,ES30,2,110.0
2015,NUTS,2010,ES30,2,126.0
2016,NUTS,2010,ES30,2,143.0
2017,NUTS,2010,ES30,2,155.0
2018,NUTS,2010,ES30,2,202.0
2019,NUTS,2010,ES30,2,189.0
2002,NUTS,2010,ES4,1,3.0
2003,NUTS,2010,ES4,1,13.0
2004,NUTS,2010,ES4,1,5.0
2005,NUTS,2010,ES4,1,13.0
2006,NUTS,2010,ES4,1,11.0
2007,NUTS,2010,ES4,1,11.0
2008,NUTS,2010,ES4,1,13.0
2009,NUTS,2010,ES4,1,24.0
2010,NUTS,2010,ES4,1,42.0
2011,NUTS,2010,ES4,1,56.0
2013,NUTS,2010,ES4,1,21.0
2014,NUTS,2010,ES4,1,19.0
2015,NUTS,2010,ES4,1,49.0
2016,NUTS,2010,ES4,1,40.0
2018,NUTS,2010,ES4,1,41.0
2019,NUTS,2010,ES4,1,28.0
2002,NUTS,2010,ES41,2,2.0
2003,NUTS,2010,ES41,2,12.0
2004,NUTS,2010,ES41,2,3.0
2005,NUTS,2010,ES41,2,5.0
2006,NUTS,2010,ES41,2,8.0
2007,NUTS,2010,ES41,2,0.0
2008,NUTS,2010,ES41,2,1.0
2009,NUTS,2010,ES41,2,6.0
2010,NUTS,2010,ES41,2,23.0
2012,NUTS,2010,ES41,2,16.0
2013,NUTS,2010,ES41,2,12.0
2014,NUTS,2010,ES41,2,11.0
2015,NUTS,2010,ES41,2,15.0
2017,NUTS,2010,ES41,2,13.0
2018,NUTS,2010,ES41,2,13.0
2019,NUTS,2010,ES41,2,11.0
2002,NUTS,2010,ES42,2,1.0
2003,NUTS,2010,ES42,2,1.0
2004,NUTS,2010,ES42,2,1.0
2005,NUTS,2010,ES42,2,6.0
2006,NUTS,2010,ES42,2,2.0
2007,NUTS,2010,ES42,2,1.0
2008,NUTS,2010,ES42,2,10.0
2009,NUTS,2010,ES42,2,13.0
2010,NUTS,2010,ES42,2,9.0
2013,NUTS,2010,ES42,2,2.0
2014,NUTS,2010,ES42,2,2.0
2015,NUTS,2010,ES42,2,26.0
2017,NUTS,2010,ES42,2,24.0
2002,NUTS,2010,ES43,2,0.0
2003,NUTS,2010,ES43,2,0.0
2004,NUTS,2010,ES43,2,1.0
2005,NUTS,2010,ES43,2,2.0
2006,NUTS,2010,ES43,2,1.0
2007,NUTS,2010,ES43,2,10.0
2008,NUTS,2010,ES43,2,2.0
2009,NUTS,2010,ES43,2,5.0
2010,NUTS,2010,ES43,2,10.0
2011,NUTS,2010,ES43,2,5.0
2013,NUTS,2010,ES43,2,7.0
2014,NUTS,2010,ES43,2,6.0
2015,NUTS,2010,ES43,2,8.0
2016,NUTS,2010,ES43,2,9.0
2002,NUTS,2010,ES5,1,124.0
2003,NUTS,2010,ES5,1,132.0
2004,NUTS,2010,ES5,1,125.0
2005,NUTS,2010,ES5,1,110.0
2006,NUTS,2010,ES5,1,150.0
2007,NUTS,2010,ES5,1,142.0
2008,NUTS,2010,ES5,1,120.0
2009,NUTS,2010,ES5,1,139.0
2010,NUTS,2010,ES5,1,137.0
2011,NUTS,2010,ES5,1,136.0
2012,NUTS,2010,ES5,1,133.0
2013,NUTS,2010,ES5,1,131.0
2014,NUTS,2010,ES5,1,137.0
2015,NUTS,2010,ES5,1,129.0
2016,NUTS,2010,ES5,1,198.0
2017,NUTS,2010,ES5,1,158.0
2018,NUTS,2010,ES5,1,129.0
2002,NUTS,2010,ES51,2,113.0
2003,NUTS,2010,ES51,2,119.0
2004,NUTS,2010,ES51,2,109.0
2005,NUTS,2010,ES51,2,94.0
2006,NUTS,2010,ES51,2,123.0
2007,NUTS,2010,ES51,2,134.0
2008,NUTS,2010,ES51,2,113.0
2009,NUTS,2010,ES51,2,116.0
2010,NUTS,2010,ES51,2,113.0
2011,NUTS,2010,ES51,2,103.0
2012,NUTS,2010,ES51,2,98.0
2013,NUTS,2010,ES51,2,96.0
2014,NUTS,2010,ES51,2,101.0
2015,NUTS,2010,ES51,2,103.0
2016,NUTS,2010,ES51,2,174.0
2017,NUTS,2010,ES51,2,136.0
2018,NUTS,2010,ES51,2,121.0
2019,NUTS,2010,ES51,2,121.0
2002,NUTS,2010,ES52,2,7.0
2003,NUTS,2010,ES52,2,10.0
2004,NUTS,2010,ES52,2,12.0
2005,NUTS,2010,ES52,2,14.0
2006,NUTS,2010,ES52,2,23.0
2007,NUTS,2010,ES52,2,5.0
2008,NUTS,2010,ES52,2,2.0
2009,NUTS,2010,ES52,2,15.0
2010,NUTS,2010,ES52,2,13.0
2011,NUTS,2010,ES52,2,25.0
2012,NUTS,2010,ES52,2,25.0
2013,NUTS,2010,ES52,2,29.0
2014,NUTS,2010,ES52,2,31.0
2015,NUTS,2010,ES52,2,21.0
2016,NUTS,2010,ES52,2,19.0
2017,NUTS,2010,ES52,2,17.0
2018,NUTS,2010,ES52,2,5.0
2019,NUTS,2010,ES52,2,5.0
2002,NUTS,2010,ES53,2,4.0
2003,NUTS,2010,ES53,2,3.0
2004,NUTS,2010,ES53,2,4.0
2005,NUTS,2010,ES53,2,2.0
2006,NUTS,2010,ES53,2,4.0
2007,NUTS,2010,ES53,2,3.0
2008,NUTS,2010,ES53,2,5.0
2009,NUTS,2010,ES53,2,8.0
2010,NUTS,2010,ES53,2,11.0
2011,NUTS,2010,ES53,2,8.0
2012,NUTS,2010,ES53,2,10.0
2013,NUTS,2010,ES53,2,6.0
2014,NUTS,2010,ES53,2,5.0
2015,NUTS,2010,ES53,2,5.0
2016,NUTS,2010,ES53,2,5.0
2017,NUTS,2010,ES53,2,5.0
2018,NUTS,2010,ES53,2,3.0
2002,NUTS,2010,ES6,1,4.0
2003,NUTS,2010,ES6,1,9.0
2004,NUTS,2010,ES6,1,11.0
2005,NUTS,2010,ES6,1,15.0
2006,NUTS,2010,ES6,1,14.0
2007,NUTS,2010,ES6,1,17.0
2008,NUTS,2010,ES6,1,29.0
2009,NUTS,2010,ES6,1,57.0
2010,NUTS,2010,ES6,1,35.0
2011,NUTS,2010,ES6,1,44.0
2012,NUTS,2010,ES6,1,55.0
2013,NUTS,2010,ES6,1,45.0
2014,NUTS,2010,ES6,1,42.0
2015,NUTS,2010,ES6,1,30.0
2016,NUTS,2010,ES6,1,36.0
2017,NUTS,2010,ES6,1,34.0
2018,NUTS,2010,ES6,1,24.0
2019,NUTS,2010,ES6,1,26.0
2002,NUTS,2010,ES61,2,4.0
2003,NUTS,2010,ES61,2,9.0
2004,NUTS,2010,ES61,2,11.0
2005,NUTS,2010,ES61,2,13.0
2006,NUTS,2010,ES61,2,12.0
2007,NUTS,2010,ES61,2,17.0
2008,NUTS,2010,ES61,2,23.0
2009,NUTS,2010,ES61,2,52.0
2010,NUTS,2010,ES61,2,32.0
2011,NUTS,2010,ES61,2,38.0
2012,NUTS,2010,ES61,2,49.0
2013,NUTS,2010,ES61,2,43.0
2014,NUTS,2010,ES61,2,38.0
2015,NUTS,2010,ES61,2,22.0
2016,NUTS,2010,ES61,2,28.0
2017,NUTS,2010,ES61,2,28.0
2018,NUTS,2010,ES61,2,23.0
2019,NUTS,2010,ES61,2,25.0
2002,NUTS,2010,ES62,2,0.0
2003,NUTS,2010,ES62,2,0.0
2004,NUTS,2010,ES62,2,0.0
2005,NUTS,2010,ES62,2,2.0
2006,NUTS,2010,ES62,2,2.0
2007,NUTS,2010,ES62,2,0.0
2008,NUTS,2010,ES62,2,6.0
2009,NUTS,2010,ES62,2,5.0
2010,NUTS,2010,ES62,2,3.0
2012,NUTS,2010,ES62,2,5.0
2013,NUTS,2010,ES62,2,2.0
2014,NUTS,2010,ES62,2,4.0
2015,NUTS,2010,ES62,2,8.0
2016,NUTS,2010,ES62,2,8.0
2018,NUTS,2010,ES62,2,1.0
2019,NUTS,2010,ES62,2,1.0
2002,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,0.0
2004,NUTS,2010,ES63,2,0.0
2005,NUTS,2010,ES63,2,0.0
2006,NUTS,2010,ES63,2,0.0
2007,NUTS,2010,ES63,2,0.0
2008,NUTS,2010,ES63,2,0.0
2009,NUTS,2010,ES63,2,0.0
2010,NUTS,2010,ES63,2,0.0
2015,NUTS,2010,ES63,2,0.0
2002,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,0.0
2005,NUTS,2010,ES64,2,0.0
2006,NUTS,2010,ES64,2,0.0
2007,NUTS,2010,ES64,2,0.0
2008,NUTS,2010,ES64,2,0.0
2009,NUTS,2010,ES64,2,0.0
2010,NUTS,2010,ES64,2,0.0
2015,NUTS,2010,ES64,2,0.0
2002,NUTS,2010,ES7,1,0.0
2003,NUTS,2010,ES7,1,0.0
2004,NUTS,2010,ES7,1,1.0
2005,NUTS,2010,ES7,1,1.0
2006,NUTS,2010,ES7,1,1.0
2007,NUTS,2010,ES7,1,1.0
2008,NUTS,2010,ES7,1,1.0
2009,NUTS,2010,ES7,1,3.0
2010,NUTS,2010,ES7,1,3.0
2011,NUTS,2010,ES7,1,4.0
2012,NUTS,2010,ES7,1,5.0
2013,NUTS,2010,ES7,1,5.0
2014,NUTS,2010,ES7,1,6.0
2015,NUTS,2010,ES7,1,6.0
2016,NUTS,2010,ES7,1,6.0
2017,NUTS,2010,ES7,1,6.0
2018,NUTS,2010,ES7,1,2.0
2002,NUTS,2010,ES70,2,0.0
2003,NUTS,2010,ES70,2,0.0
2004,NUTS,2010,ES70,2,1.0
2005,NUTS,2010,ES70,2,1.0
2006,NUTS,2010,ES70,2,1.0
2007,NUTS,2010,ES70,2,1.0
2008,NUTS,2010,ES70,2,1.0
2009,NUTS,2010,ES70,2,3.0
2010,NUTS,2010,ES70,2,3.0
2011,NUTS,2010,ES70,2,4.0
2012,NUTS,2010,ES70,2,5.0
2013,NUTS,2010,ES70,2,5.0
2014,NUTS,2010,ES70,2,6.0
2015,NUTS,2010,ES70,2,6.0
2016,NUTS,2010,ES70,2,6.0
2017,NUTS,2010,ES70,2,6.0
2018,NUTS,2010,ES70,2,2.0
2002,NUTS,2010,ESZ,1,0.0
2003,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2002,NUTS,2010,ESZZ,2,0.0
2003,NUTS,2010,ESZZ,2,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2001,NUTS,2010,EU27_2020,7,9231.0
2002,NUTS,2010,EU27_2020,7,11712.0
2003,NUTS,2010,EU27_2020,7,11617.0
2004,NUTS,2010,EU27_2020,7,12124.0
2005,NUTS,2010,EU27_2020,7,13380.0
2006,NUTS,2010,EU27_2020,7,15181.0
2007,NUTS,2010,EU27_2020,7,15589.0
2008,NUTS,2010,EU27_2020,7,15901.0
2009,NUTS,2010,EU27_2020,7,15886.0
2010,NUTS,2010,EU27_2020,7,14820.0
2011,NUTS,2010,EU27_2020,7,15348.0
2012,NUTS,2010,EU27_2020,7,15400.0
2013,NUTS,2010,EU27_2020,7,12637.0
2014,NUTS,2010,EU27_2020,7,13616.0
2016,NUTS,2010,EU27_2020,7,14787.0
2017,NUTS,2010,EU27_2020,7,15081.0
1997,NUTS,2010,FI,0,250.0
1998,NUTS,2010,FI,0,280.0
1999,NUTS,2010,FI,0,396.0
2000,NUTS,2010,FI,0,353.0
2001,NUTS,2010,FI,0,386.0
2002,NUTS,2010,FI,0,387.0
2003,NUTS,2010,FI,0,417.0
2004,NUTS,2010,FI,0,433.0
2005,NUTS,2010,FI,0,427.0
2006,NUTS,2010,FI,0,436.0
2007,NUTS,2010,FI,0,432.0
2008,NUTS,2010,FI,0,451.0
2009,NUTS,2010,FI,0,486.0
2010,NUTS,2010,FI,0,512.0
2011,NUTS,2010,FI,0,541.0
2012,NUTS,2010,FI,0,516.0
2013,NUTS,2010,FI,0,508.0
2014,NUTS,2010,FI,0,547.0
2015,NUTS,2010,FI,0,547.0
2016,NUTS,2010,FI,0,563.0
2017,NUTS,2010,FI,0,563.0
2018,NUTS,2010,FI,0,594.0
2019,NUTS,2010,FI,0,619.0
2000,NUTS,2010,FR,0,4290.0
2001,NUTS,2010,FR,0,4175.0
2002,NUTS,2010,FR,0,4435.0
2003,NUTS,2010,FR,0,3921.0
2004,NUTS,2010,FR,0,3922.0
2005,NUTS,2010,FR,0,3853.0
2006,NUTS,2010,FR,0,3836.0
2007,NUTS,2010,FR,0,3927.0
2008,NUTS,2010,FR,0,4005.0
2009,NUTS,2010,FR,0,3722.0
2010,NUTS,2010,FR,0,3514.0
2011,NUTS,2010,FR,0,4028.0
2012,NUTS,2010,FR,0,4414.0
2013,NUTS,2010,FR,0,4457.0
2014,NUTS,2010,FR,0,4911.0
2016,NUTS,2010,FR,0,5028.0
2017,NUTS,2010,FR,0,4903.0
2004,NUTS,2010,HR,0,0.0
2005,NUTS,2010,HR,0,20.0
2006,NUTS,2010,HR,0,21.0
2007,NUTS,2010,HR,0,6.0
2008,NUTS,2010,HR,0,6.0
2009,NUTS,2010,HR,0,17.0
2010,NUTS,2010,HR,0,13.0
2011,NUTS,2010,HR,0,15.0
2004,NUTS,2010,HR0,1,0.0
2005,NUTS,2010,HR0,1,20.0
2006,NUTS,2010,HR0,1,21.0
2007,NUTS,2010,HR0,1,6.0
2008,NUTS,2010,HR0,1,6.0
2009,NUTS,2010,HR0,1,17.0
2010,NUTS,2010,HR0,1,13.0
2011,NUTS,2010,HR0,1,15.0
2008,NUTS,2010,HR02,2,0.0
2009,NUTS,2010,HR02,2,0.0
2010,NUTS,2010,HR02,2,0.0
2008,NUTS,2010,HR03,2,6.0
2009,NUTS,2010,HR03,2,17.0
2010,NUTS,2010,HR03,2,13.0
2011,NUTS,2010,HR03,2,15.0
2008,NUTS,2010,HR04,2,0.0
2009,NUTS,2010,HR04,2,0.0
2010,NUTS,2010,HR04,2,0.0
2011,NUTS,2010,HR04,2,0.0
2012,NUTS,2010,HR04,2,0.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
1999,NUTS,2010,IS,0,94.0
2001,NUTS,2010,IS,0,226.0
2002,NUTS,2010,IS,0,218.0
2003,NUTS,2010,IS,0,120.0
2005,NUTS,2010,IS,0,98.0
2006,NUTS,2010,IS,0,101.0
2007,NUTS,2010,IS,0,86.0
2008,NUTS,2010,IS,0,90.0
2009,NUTS,2010,IS,0,89.0
2011,NUTS,2010,IS,0,88.0
2016,NUTS,2010,IS,0,0.0
2017,NUTS,2010,IS,0,0.0
2018,NUTS,2010,IS,0,0.0
2002,NUTS,2010,IT,0,2789.0
2003,NUTS,2010,IT,0,2929.0
2004,NUTS,2010,IT,0,3384.0
2005,NUTS,2010,IT,0,4632.0
2006,NUTS,2010,IT,0,6044.0
2007,NUTS,2010,IT,0,6186.0
2008,NUTS,2010,IT,0,6205.0
2009,NUTS,2010,IT,0,6198.0
2010,NUTS,2010,IT,0,4767.0
2011,NUTS,2010,IT,0,4420.0
2012,NUTS,2010,IT,0,4468.0
2013,NUTS,2010,IT,0,4615.0
2014,NUTS,2010,IT,0,4937.0
2015,NUTS,2010,IT,0,5312.0
2016,NUTS,2010,IT,0,5196.0
2017,NUTS,2010,IT,0,5065.0
2018,NUTS,2010,IT,0,4794.0
2019,NUTS,2010,IT,0,5830.0
2003,NUTS,2010,ITC,1,1906.0
2004,NUTS,2010,ITC,1,2003.0
2005,NUTS,2010,ITC,1,2332.0
2007,NUTS,2010,ITC,1,3554.0
2008,NUTS,2010,ITC,1,3578.0
