year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_fte_rse_f
2019,NUTS,2010,ITI2,2,92.0
2011,NUTS,2010,ITI3,2,30.0
2012,NUTS,2010,ITI3,2,37.0
2013,NUTS,2010,ITI3,2,47.0
2014,NUTS,2010,ITI3,2,50.0
2015,NUTS,2010,ITI3,2,54.0
2016,NUTS,2010,ITI3,2,65.0
2017,NUTS,2010,ITI3,2,60.0
2018,NUTS,2010,ITI3,2,72.0
2019,NUTS,2010,ITI3,2,72.0
2011,NUTS,2010,ITI4,2,3127.0
2012,NUTS,2010,ITI4,2,3156.0
2013,NUTS,2010,ITI4,2,3102.0
2014,NUTS,2010,ITI4,2,3012.0
2015,NUTS,2010,ITI4,2,3168.0
2016,NUTS,2010,ITI4,2,3281.0
2017,NUTS,2010,ITI4,2,3346.0
2018,NUTS,2010,ITI4,2,3446.0
2019,NUTS,2010,ITI4,2,3547.0
2011,NUTS,2010,LT,0,682.0
2012,NUTS,2010,LT,0,677.0
2013,NUTS,2010,LT,0,707.0
2014,NUTS,2010,LT,0,715.0
2015,NUTS,2010,LT,0,696.0
2016,NUTS,2010,LT,0,761.0
2017,NUTS,2010,LT,0,739.0
2018,NUTS,2010,LT,0,798.0
2019,NUTS,2010,LT,0,699.0
2015,NUTS,2010,LT01,2,583.0
2016,NUTS,2010,LT01,2,574.0
2017,NUTS,2010,LT01,2,560.0
2018,NUTS,2010,LT01,2,617.0
2019,NUTS,2010,LT01,2,533.0
2015,NUTS,2010,LT02,2,113.0
2016,NUTS,2010,LT02,2,187.0
2017,NUTS,2010,LT02,2,178.0
2018,NUTS,2010,LT02,2,180.0
2019,NUTS,2010,LT02,2,166.0
2011,NUTS,2010,LU,0,262.0
2012,NUTS,2010,LU,0,266.0
2013,NUTS,2010,LU,0,279.0
2014,NUTS,2010,LU,0,272.0
2015,NUTS,2010,LU,0,247.0
2017,NUTS,2010,LU,0,229.0
2019,NUTS,2010,LU,0,252.0
2011,NUTS,2010,LV,0,405.0
2012,NUTS,2010,LV,0,397.0
2013,NUTS,2010,LV,0,385.0
2014,NUTS,2010,LV,0,372.0
2015,NUTS,2010,LV,0,389.0
2016,NUTS,2010,LV,0,358.0
2017,NUTS,2010,LV,0,303.0
2018,NUTS,2010,LV,0,308.0
2019,NUTS,2010,LV,0,296.0
2011,NUTS,2010,ME,0,57.0
2013,NUTS,2010,ME,0,52.0
2014,NUTS,2010,ME,0,57.0
2015,NUTS,2010,ME,0,51.0
2017,NUTS,2010,ME,0,59.0
2018,NUTS,2010,ME,0,60.0
2019,NUTS,2010,ME,0,97.0
2011,NUTS,2010,MK,0,139.0
2012,NUTS,2010,MK,0,233.0
2015,NUTS,2010,MK,0,97.0
2016,NUTS,2010,MK,0,116.0
2017,NUTS,2010,MK,0,110.0
2018,NUTS,2010,MK,0,116.0
2019,NUTS,2010,MK,0,112.0
2011,NUTS,2010,MT,0,10.0
2012,NUTS,2010,MT,0,6.0
2013,NUTS,2010,MT,0,6.0
2014,NUTS,2010,MT,0,6.0
2015,NUTS,2010,MT,0,4.0
2016,NUTS,2010,MT,0,3.0
2017,NUTS,2010,MT,0,2.0
2018,NUTS,2010,MT,0,4.0
2019,NUTS,2010,MT,0,2.0
2011,NUTS,2010,NL,0,2200.0
2012,NUTS,2010,NL,0,3372.0
2011,NUTS,2010,PL,0,5275.0
2012,NUTS,2010,PL,0,5589.0
2013,NUTS,2010,PL,0,5677.0
2014,NUTS,2010,PL,0,5763.0
2015,NUTS,2010,PL,0,5634.0
2016,NUTS,2010,PL,0,1300.0
2017,NUTS,2010,PL,0,1774.0
2018,NUTS,2010,PL,0,1573.0
2019,NUTS,2010,PL,0,1318.0
2011,NUTS,2010,PL1,1,3520.0
2013,NUTS,2010,PL1,1,3425.0
2014,NUTS,2010,PL1,1,3528.0
2015,NUTS,2010,PL1,1,3478.0
2013,NUTS,2010,PL11,2,414.0
2014,NUTS,2010,PL11,2,397.0
2012,NUTS,2010,PL12,2,2983.0
2013,NUTS,2010,PL12,2,3011.0
2014,NUTS,2010,PL12,2,3131.0
2011,NUTS,2010,PL2,1,835.0
2012,NUTS,2010,PL2,1,1118.0
2013,NUTS,2010,PL2,1,1000.0
2014,NUTS,2010,PL2,1,1055.0
2015,NUTS,2010,PL2,1,1085.0
2016,NUTS,2010,PL2,1,260.0
2017,NUTS,2010,PL2,1,339.0
2018,NUTS,2010,PL2,1,402.0
2019,NUTS,2010,PL2,1,201.0
2011,NUTS,2010,PL21,2,508.0
2012,NUTS,2010,PL21,2,680.0
2015,NUTS,2010,PL21,2,680.0
2017,NUTS,2010,PL21,2,230.0
2018,NUTS,2010,PL21,2,302.0
2019,NUTS,2010,PL21,2,181.0
2011,NUTS,2010,PL22,2,328.0
2012,NUTS,2010,PL22,2,438.0
2015,NUTS,2010,PL22,2,405.0
2017,NUTS,2010,PL22,2,109.0
2018,NUTS,2010,PL22,2,100.0
2019,NUTS,2010,PL22,2,20.0
2013,NUTS,2010,PL3,1,191.0
2011,NUTS,2010,PL31,2,175.0
2012,NUTS,2010,PL31,2,184.0
2013,NUTS,2010,PL31,2,153.0
2014,NUTS,2010,PL31,2,154.0
2015,NUTS,2010,PL31,2,113.0
2012,NUTS,2010,PL33,2,0.0
2013,NUTS,2010,PL33,2,0.0
2014,NUTS,2010,PL33,2,2.0
2015,NUTS,2010,PL33,2,2.0
2012,NUTS,2010,PL4,1,429.0
2015,NUTS,2010,PL4,1,389.0
2016,NUTS,2010,PL4,1,31.0
2017,NUTS,2010,PL4,1,44.0
2018,NUTS,2010,PL4,1,85.0
2019,NUTS,2010,PL4,1,84.0
2011,NUTS,2010,PL41,2,349.0
2012,NUTS,2010,PL41,2,428.0
2017,NUTS,2010,PL41,2,36.0
2011,NUTS,2010,PL42,2,0.0
2018,NUTS,2010,PL42,2,4.0
2019,NUTS,2010,PL42,2,14.0
2013,NUTS,2010,PL43,2,0.0
2014,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2014,NUTS,2010,PL5,1,318.0
2019,NUTS,2010,PL5,1,68.0
2011,NUTS,2010,PL51,2,157.0
2015,NUTS,2010,PL51,2,242.0
2016,NUTS,2010,PL51,2,36.0
2019,NUTS,2010,PL51,2,62.0
2012,NUTS,2010,PL52,2,62.0
2019,NUTS,2010,PL52,2,7.0
2011,NUTS,2010,PL6,1,183.0
2013,NUTS,2010,PL6,1,270.0
2014,NUTS,2010,PL6,1,216.0
2015,NUTS,2010,PL6,1,219.0
2018,NUTS,2010,PL6,1,75.0
2019,NUTS,2010,PL6,1,75.0
2012,NUTS,2010,PL61,2,27.0
2013,NUTS,2010,PL61,2,27.0
2014,NUTS,2010,PL61,2,26.0
2015,NUTS,2010,PL61,2,25.0
2019,NUTS,2010,PL61,2,14.0
2012,NUTS,2010,PL62,2,74.0
2013,NUTS,2010,PL62,2,155.0
2014,NUTS,2010,PL62,2,79.0
2015,NUTS,2010,PL62,2,74.0
2016,NUTS,2010,PL62,2,20.0
2019,NUTS,2010,PL62,2,6.0
2011,NUTS,2010,PL63,2,91.0
2013,NUTS,2010,PL63,2,89.0
2014,NUTS,2010,PL63,2,112.0
2015,NUTS,2010,PL63,2,120.0
2016,NUTS,2010,PL63,2,24.0
2017,NUTS,2010,PL63,2,22.0
2018,NUTS,2010,PL63,2,34.0
2019,NUTS,2010,PL63,2,55.0
2016,NUTS,2010,PL7,1,174.0
2018,NUTS,2010,PL7,1,243.0
2019,NUTS,2010,PL7,1,192.0
2018,NUTS,2010,PL71,2,194.0
2019,NUTS,2010,PL71,2,165.0
2018,NUTS,2010,PL72,2,50.0
2019,NUTS,2010,PL72,2,26.0
2016,NUTS,2010,PL8,1,47.0
2017,NUTS,2010,PL8,1,61.0
2019,NUTS,2010,PL8,1,52.0
2018,NUTS,2010,PL81,2,30.0
2019,NUTS,2010,PL81,2,35.0
2017,NUTS,2010,PL84,2,27.0
2016,NUTS,2010,PL9,1,699.0
2017,NUTS,2010,PL9,1,984.0
2018,NUTS,2010,PL9,1,644.0
2019,NUTS,2010,PL9,1,645.0
2016,NUTS,2010,PL91,2,689.0
2018,NUTS,2010,PL91,2,636.0
2016,NUTS,2010,PL92,2,10.0
2018,NUTS,2010,PL92,2,8.0
2011,NUTS,2010,PT,0,1548.0
2012,NUTS,2010,PT,0,1006.0
2013,NUTS,2010,PT,0,801.0
2014,NUTS,2010,PT,0,835.0
2015,NUTS,2010,PT,0,781.0
2016,NUTS,2010,PT,0,797.0
2017,NUTS,2010,PT,0,871.0
2018,NUTS,2010,PT,0,910.0
2019,NUTS,2010,PT,0,922.0
2020,NUTS,2010,PT,0,984.0
2011,NUTS,2010,PT1,1,1491.0
2012,NUTS,2010,PT1,1,964.0
2013,NUTS,2010,PT1,1,777.0
2014,NUTS,2010,PT1,1,808.0
2015,NUTS,2010,PT1,1,746.0
2016,NUTS,2010,PT1,1,752.0
2017,NUTS,2010,PT1,1,820.0
2018,NUTS,2010,PT1,1,863.0
2019,NUTS,2010,PT1,1,873.0
2020,NUTS,2010,PT1,1,929.0
2011,NUTS,2010,PT11,2,187.0
2012,NUTS,2010,PT11,2,131.0
2013,NUTS,2010,PT11,2,120.0
2014,NUTS,2010,PT11,2,141.0
2015,NUTS,2010,PT11,2,222.0
2016,NUTS,2010,PT11,2,239.0
2017,NUTS,2010,PT11,2,277.0
2018,NUTS,2010,PT11,2,312.0
2019,NUTS,2010,PT11,2,322.0
2020,NUTS,2010,PT11,2,322.0
2011,NUTS,2010,PT15,2,9.0
2012,NUTS,2010,PT15,2,44.0
2013,NUTS,2010,PT15,2,30.0
2014,NUTS,2010,PT15,2,11.0
2015,NUTS,2010,PT15,2,4.0
2016,NUTS,2010,PT15,2,4.0
2017,NUTS,2010,PT15,2,5.0
2018,NUTS,2010,PT15,2,7.0
2019,NUTS,2010,PT15,2,6.0
2020,NUTS,2010,PT15,2,10.0
2011,NUTS,2010,PT16,2,162.0
2012,NUTS,2010,PT16,2,85.0
2013,NUTS,2010,PT16,2,56.0
2014,NUTS,2010,PT16,2,61.0
2015,NUTS,2010,PT16,2,66.0
2016,NUTS,2010,PT16,2,57.0
2017,NUTS,2010,PT16,2,59.0
2018,NUTS,2010,PT16,2,54.0
2019,NUTS,2010,PT16,2,60.0
2020,NUTS,2010,PT16,2,61.0
2011,NUTS,2010,PT17,2,1126.0
2012,NUTS,2010,PT17,2,696.0
2013,NUTS,2010,PT17,2,568.0
2014,NUTS,2010,PT17,2,593.0
2015,NUTS,2010,PT17,2,451.0
2016,NUTS,2010,PT17,2,449.0
2017,NUTS,2010,PT17,2,479.0
2018,NUTS,2010,PT17,2,490.0
2019,NUTS,2010,PT17,2,484.0
2020,NUTS,2010,PT17,2,535.0
2011,NUTS,2010,PT18,2,7.0
2012,NUTS,2010,PT18,2,8.0
2013,NUTS,2010,PT18,2,3.0
2014,NUTS,2010,PT18,2,2.0
2015,NUTS,2010,PT18,2,3.0
2016,NUTS,2010,PT18,2,3.0
2017,NUTS,2010,PT18,2,0.0
2018,NUTS,2010,PT18,2,1.0
2019,NUTS,2010,PT18,2,1.0
2020,NUTS,2010,PT18,2,0.0
2011,NUTS,2010,PT2,1,19.0
2012,NUTS,2010,PT2,1,18.0
2013,NUTS,2010,PT2,1,9.0
2014,NUTS,2010,PT2,1,14.0
2015,NUTS,2010,PT2,1,14.0
2016,NUTS,2010,PT2,1,12.0
2017,NUTS,2010,PT2,1,9.0
2018,NUTS,2010,PT2,1,7.0
2019,NUTS,2010,PT2,1,9.0
2020,NUTS,2010,PT2,1,13.0
2011,NUTS,2010,PT20,2,19.0
2012,NUTS,2010,PT20,2,18.0
2013,NUTS,2010,PT20,2,9.0
2014,NUTS,2010,PT20,2,14.0
2015,NUTS,2010,PT20,2,14.0
2016,NUTS,2010,PT20,2,12.0
2017,NUTS,2010,PT20,2,9.0
2018,NUTS,2010,PT20,2,7.0
2019,NUTS,2010,PT20,2,9.0
2020,NUTS,2010,PT20,2,13.0
2011,NUTS,2010,PT3,1,38.0
2012,NUTS,2010,PT3,1,24.0
2013,NUTS,2010,PT3,1,15.0
2014,NUTS,2010,PT3,1,13.0
2015,NUTS,2010,PT3,1,22.0
2016,NUTS,2010,PT3,1,33.0
2017,NUTS,2010,PT3,1,42.0
2018,NUTS,2010,PT3,1,40.0
2019,NUTS,2010,PT3,1,40.0
2020,NUTS,2010,PT3,1,42.0
2011,NUTS,2010,PT30,2,38.0
2012,NUTS,2010,PT30,2,24.0
2013,NUTS,2010,PT30,2,15.0
2014,NUTS,2010,PT30,2,13.0
2015,NUTS,2010,PT30,2,22.0
2016,NUTS,2010,PT30,2,33.0
2017,NUTS,2010,PT30,2,42.0
2018,NUTS,2010,PT30,2,40.0
2019,NUTS,2010,PT30,2,40.0
2020,NUTS,2010,PT30,2,42.0
2011,NUTS,2010,RO,0,2720.0
2012,NUTS,2010,RO,0,3008.0
2013,NUTS,2010,RO,0,3225.0
2014,NUTS,2010,RO,0,3162.0
2015,NUTS,2010,RO,0,3308.0
2016,NUTS,2010,RO,0,3339.0
2017,NUTS,2010,RO,0,3207.0
2018,NUTS,2010,RO,0,3172.0
2019,NUTS,2010,RO,0,3319.0
2011,NUTS,2010,RO1,1,133.0
2012,NUTS,2010,RO1,1,249.0
2013,NUTS,2010,RO1,1,257.0
2014,NUTS,2010,RO1,1,246.0
2015,NUTS,2010,RO1,1,259.0
2016,NUTS,2010,RO1,1,248.0
2017,NUTS,2010,RO1,1,242.0
2018,NUTS,2010,RO1,1,233.0
2019,NUTS,2010,RO1,1,258.0
2011,NUTS,2010,RO11,2,96.0
2012,NUTS,2010,RO11,2,205.0
2013,NUTS,2010,RO11,2,203.0
2014,NUTS,2010,RO11,2,178.0
2015,NUTS,2010,RO11,2,196.0
2016,NUTS,2010,RO11,2,191.0
2017,NUTS,2010,RO11,2,193.0
2018,NUTS,2010,RO11,2,190.0
2019,NUTS,2010,RO11,2,205.0
2011,NUTS,2010,RO12,2,37.0
2012,NUTS,2010,RO12,2,44.0
2013,NUTS,2010,RO12,2,54.0
2014,NUTS,2010,RO12,2,68.0
2015,NUTS,2010,RO12,2,63.0
2016,NUTS,2010,RO12,2,57.0
2017,NUTS,2010,RO12,2,49.0
2018,NUTS,2010,RO12,2,43.0
2019,NUTS,2010,RO12,2,53.0
2011,NUTS,2010,RO2,1,337.0
2012,NUTS,2010,RO2,1,328.0
2013,NUTS,2010,RO2,1,326.0
2014,NUTS,2010,RO2,1,322.0
2015,NUTS,2010,RO2,1,354.0
2016,NUTS,2010,RO2,1,348.0
2017,NUTS,2010,RO2,1,340.0
2018,NUTS,2010,RO2,1,367.0
2019,NUTS,2010,RO2,1,378.0
2011,NUTS,2010,RO21,2,237.0
2012,NUTS,2010,RO21,2,233.0
2013,NUTS,2010,RO21,2,238.0
2014,NUTS,2010,RO21,2,241.0
2015,NUTS,2010,RO21,2,256.0
2016,NUTS,2010,RO21,2,258.0
2017,NUTS,2010,RO21,2,242.0
2018,NUTS,2010,RO21,2,268.0
2019,NUTS,2010,RO21,2,274.0
2011,NUTS,2010,RO22,2,100.0
2012,NUTS,2010,RO22,2,95.0
2013,NUTS,2010,RO22,2,88.0
2014,NUTS,2010,RO22,2,81.0
2015,NUTS,2010,RO22,2,98.0
2016,NUTS,2010,RO22,2,90.0
2017,NUTS,2010,RO22,2,98.0
2018,NUTS,2010,RO22,2,99.0
2019,NUTS,2010,RO22,2,104.0
2011,NUTS,2010,RO3,1,2079.0
2012,NUTS,2010,RO3,1,2312.0
2013,NUTS,2010,RO3,1,2476.0
2014,NUTS,2010,RO3,1,2440.0
2015,NUTS,2010,RO3,1,2518.0
2016,NUTS,2010,RO3,1,2561.0
2017,NUTS,2010,RO3,1,2444.0
2018,NUTS,2010,RO3,1,2377.0
2019,NUTS,2010,RO3,1,2473.0
2011,NUTS,2010,RO31,2,88.0
2012,NUTS,2010,RO31,2,88.0
2013,NUTS,2010,RO31,2,88.0
2014,NUTS,2010,RO31,2,86.0
2015,NUTS,2010,RO31,2,87.0
2016,NUTS,2010,RO31,2,88.0
2017,NUTS,2010,RO31,2,78.0
2018,NUTS,2010,RO31,2,62.0
2019,NUTS,2010,RO31,2,59.0
2011,NUTS,2010,RO32,2,1991.0
2012,NUTS,2010,RO32,2,2224.0
2013,NUTS,2010,RO32,2,2388.0
2014,NUTS,2010,RO32,2,2354.0
2015,NUTS,2010,RO32,2,2431.0
2016,NUTS,2010,RO32,2,2473.0
2017,NUTS,2010,RO32,2,2366.0
2018,NUTS,2010,RO32,2,2315.0
2019,NUTS,2010,RO32,2,2414.0
2011,NUTS,2010,RO4,1,171.0
2012,NUTS,2010,RO4,1,119.0
2013,NUTS,2010,RO4,1,166.0
2014,NUTS,2010,RO4,1,154.0
2015,NUTS,2010,RO4,1,177.0
2016,NUTS,2010,RO4,1,182.0
2017,NUTS,2010,RO4,1,181.0
2018,NUTS,2010,RO4,1,195.0
2019,NUTS,2010,RO4,1,210.0
2011,NUTS,2010,RO41,2,102.0
2012,NUTS,2010,RO41,2,57.0
2013,NUTS,2010,RO41,2,100.0
2014,NUTS,2010,RO41,2,85.0
2015,NUTS,2010,RO41,2,112.0
2016,NUTS,2010,RO41,2,109.0
2017,NUTS,2010,RO41,2,107.0
2018,NUTS,2010,RO41,2,109.0
2019,NUTS,2010,RO41,2,115.0
2011,NUTS,2010,RO42,2,69.0
2012,NUTS,2010,RO42,2,62.0
2013,NUTS,2010,RO42,2,66.0
2014,NUTS,2010,RO42,2,69.0
2015,NUTS,2010,RO42,2,65.0
2016,NUTS,2010,RO42,2,73.0
2017,NUTS,2010,RO42,2,74.0
2018,NUTS,2010,RO42,2,86.0
2019,NUTS,2010,RO42,2,95.0
2011,NUTS,2010,RS,0,1610.0
2012,NUTS,2010,RS,0,1690.0
2013,NUTS,2010,RS,0,1788.0
2014,NUTS,2010,RS,0,1680.0
2015,NUTS,2010,RS,0,1767.0
2016,NUTS,2010,RS,0,1714.0
2017,NUTS,2010,RS,0,1794.0
2018,NUTS,2010,RS,0,1873.0
2019,NUTS,2010,RS,0,1972.0
2020,NUTS,2010,RS,0,2074.0
2018,NUTS,2010,RS1,1,1827.0
2019,NUTS,2010,RS1,1,1920.0
2020,NUTS,2010,RS1,1,1981.0
2018,NUTS,2010,RS11,2,1687.0
2019,NUTS,2010,RS11,2,1758.0
2020,NUTS,2010,RS11,2,1810.0
2018,NUTS,2010,RS12,2,141.0
2019,NUTS,2010,RS12,2,162.0
2020,NUTS,2010,RS12,2,171.0
2018,NUTS,2010,RS2,1,46.0
2019,NUTS,2010,RS2,1,52.0
2020,NUTS,2010,RS2,1,92.0
2018,NUTS,2010,RS21,2,13.0
2019,NUTS,2010,RS21,2,14.0
2020,NUTS,2010,RS21,2,45.0
2018,NUTS,2010,RS22,2,33.0
2019,NUTS,2010,RS22,2,38.0
2020,NUTS,2010,RS22,2,47.0
2011,NUTS,2010,SE,0,836.0
2013,NUTS,2010,SE,0,1017.0
2015,NUTS,2010,SE,0,1468.0
2017,NUTS,2010,SE,0,1813.0
2019,NUTS,2010,SE,0,1703.0
2017,NUTS,2010,SE1,1,926.0
2019,NUTS,2010,SE1,1,893.0
2017,NUTS,2010,SE11,2,560.0
2019,NUTS,2010,SE11,2,498.0
2017,NUTS,2010,SE12,2,366.0
2019,NUTS,2010,SE12,2,395.0
2017,NUTS,2010,SE2,1,670.0
2019,NUTS,2010,SE2,1,642.0
2017,NUTS,2010,SE21,2,34.0
2019,NUTS,2010,SE21,2,50.0
2017,NUTS,2010,SE22,2,379.0
2019,NUTS,2010,SE22,2,131.0
2017,NUTS,2010,SE23,2,257.0
2019,NUTS,2010,SE23,2,460.0
2017,NUTS,2010,SE3,1,217.0
2019,NUTS,2010,SE3,1,168.0
2017,NUTS,2010,SE31,2,68.0
2019,NUTS,2010,SE31,2,53.0
2017,NUTS,2010,SE32,2,29.0
2019,NUTS,2010,SE32,2,10.0
2017,NUTS,2010,SE33,2,121.0
2019,NUTS,2010,SE33,2,105.0
2011,NUTS,2010,SI,0,854.0
2012,NUTS,2010,SI,0,871.0
2013,NUTS,2010,SI,0,859.0
2014,NUTS,2010,SI,0,845.0
2015,NUTS,2010,SI,0,784.0
2016,NUTS,2010,SI,0,792.0
2017,NUTS,2010,SI,0,692.0
2018,NUTS,2010,SI,0,792.0
2019,NUTS,2010,SI,0,875.0
2011,NUTS,2010,SI0,1,854.0
2012,NUTS,2010,SI0,1,871.0
2013,NUTS,2010,SI0,1,859.0
2014,NUTS,2010,SI0,1,845.0
2015,NUTS,2010,SI0,1,784.0
2016,NUTS,2010,SI0,1,792.0
2017,NUTS,2010,SI0,1,692.0
2018,NUTS,2010,SI0,1,792.0
2019,NUTS,2010,SI0,1,875.0
2013,NUTS,2010,SI03,2,59.0
2014,NUTS,2010,SI03,2,11.0
2015,NUTS,2010,SI03,2,6.0
2016,NUTS,2010,SI03,2,4.0
2017,NUTS,2010,SI03,2,6.0
2018,NUTS,2010,SI03,2,25.0
2019,NUTS,2010,SI03,2,7.0
2013,NUTS,2010,SI04,2,800.0
2014,NUTS,2010,SI04,2,835.0
2015,NUTS,2010,SI04,2,778.0
2016,NUTS,2010,SI04,2,787.0
2017,NUTS,2010,SI04,2,687.0
2018,NUTS,2010,SI04,2,768.0
2019,NUTS,2010,SI04,2,868.0
2011,NUTS,2010,SK,0,1309.0
2012,NUTS,2010,SK,0,1363.0
2013,NUTS,2010,SK,0,1249.0
2014,NUTS,2010,SK,0,1514.0
2015,NUTS,2010,SK,0,1529.0
2016,NUTS,2010,SK,0,1511.0
2017,NUTS,2010,SK,0,1503.0
2018,NUTS,2010,SK,0,1551.0
2019,NUTS,2010,SK,0,1556.0
2020,NUTS,2010,SK,0,1572.0
2011,NUTS,2010,SK01,2,970.0
2012,NUTS,2010,SK01,2,998.0
2013,NUTS,2010,SK01,2,983.0
2014,NUTS,2010,SK01,2,1009.0
2015,NUTS,2010,SK01,2,1052.0
2016,NUTS,2010,SK01,2,1078.0
2017,NUTS,2010,SK01,2,1113.0
2018,NUTS,2010,SK01,2,1180.0
2019,NUTS,2010,SK01,2,1222.0
2020,NUTS,2010,SK01,2,1245.0
2011,NUTS,2010,SK02,2,104.0
2012,NUTS,2010,SK02,2,111.0
2013,NUTS,2010,SK02,2,41.0
2014,NUTS,2010,SK02,2,236.0
2015,NUTS,2010,SK02,2,189.0
2016,NUTS,2010,SK02,2,159.0
2017,NUTS,2010,SK02,2,159.0
2018,NUTS,2010,SK02,2,159.0
2019,NUTS,2010,SK02,2,121.0
2020,NUTS,2010,SK02,2,102.0
2011,NUTS,2010,SK03,2,49.0
2012,NUTS,2010,SK03,2,60.0
2013,NUTS,2010,SK03,2,22.0
2014,NUTS,2010,SK03,2,43.0
2015,NUTS,2010,SK03,2,79.0
2016,NUTS,2010,SK03,2,99.0
2017,NUTS,2010,SK03,2,74.0
2018,NUTS,2010,SK03,2,68.0
2019,NUTS,2010,SK03,2,62.0
2020,NUTS,2010,SK03,2,72.0
2011,NUTS,2010,SK04,2,187.0
2012,NUTS,2010,SK04,2,194.0
2013,NUTS,2010,SK04,2,203.0
2014,NUTS,2010,SK04,2,227.0
2015,NUTS,2010,SK04,2,210.0
2016,NUTS,2010,SK04,2,174.0
2017,NUTS,2010,SK04,2,156.0
2018,NUTS,2010,SK04,2,144.0
2019,NUTS,2010,SK04,2,152.0
2020,NUTS,2010,SK04,2,152.0
2011,NUTS,2010,TR,0,1809.0
2012,NUTS,2010,TR,0,1865.0
2013,NUTS,2010,TR,0,1879.0
2014,NUTS,2010,TR,0,1960.0
2015,NUTS,2010,TR,0,1972.0
2016,NUTS,2010,TR,0,2100.0
2017,NUTS,2010,TR,0,2168.0
2018,NUTS,2010,TR,0,2173.0
2019,NUTS,2010,TR,0,1846.0
2020,NUTS,2010,TR,0,1960.0
2011,NUTS,2010,UK,0,2457.0
2012,NUTS,2010,UK,0,2571.0
2013,NUTS,2010,UK,0,2553.0
2014,NUTS,2010,UK,0,2578.0
2015,NUTS,2010,UK,0,2552.0
2016,NUTS,2010,UK,0,2566.0
2017,NUTS,2010,UK,0,2564.0
2018,NUTS,2010,UK,0,2597.0
