year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_fte_pnp_total_t
2017,NUTS,2010,CZ06,2,13.0
2018,NUTS,2010,CZ06,2,24.0
2019,NUTS,2010,CZ06,2,24.0
2020,NUTS,2010,CZ06,2,17.0
2001,NUTS,2010,CZ07,2,6.0
2002,NUTS,2010,CZ07,2,3.0
2003,NUTS,2010,CZ07,2,6.0
2004,NUTS,2010,CZ07,2,4.0
2005,NUTS,2010,CZ07,2,4.0
2006,NUTS,2010,CZ07,2,8.0
2007,NUTS,2010,CZ07,2,16.0
2008,NUTS,2010,CZ07,2,14.0
2009,NUTS,2010,CZ07,2,16.0
2010,NUTS,2010,CZ07,2,20.0
2011,NUTS,2010,CZ07,2,16.0
2012,NUTS,2010,CZ07,2,10.0
2013,NUTS,2010,CZ07,2,10.0
2014,NUTS,2010,CZ07,2,17.0
2015,NUTS,2010,CZ07,2,9.0
2016,NUTS,2010,CZ07,2,9.0
2017,NUTS,2010,CZ07,2,7.0
2018,NUTS,2010,CZ07,2,5.0
2019,NUTS,2010,CZ07,2,11.0
2020,NUTS,2010,CZ07,2,11.0
2001,NUTS,2010,CZ08,2,30.0
2002,NUTS,2010,CZ08,2,35.0
2003,NUTS,2010,CZ08,2,14.0
2004,NUTS,2010,CZ08,2,2.0
2005,NUTS,2010,CZ08,2,5.0
2006,NUTS,2010,CZ08,2,4.0
2007,NUTS,2010,CZ08,2,1.0
2008,NUTS,2010,CZ08,2,1.0
2009,NUTS,2010,CZ08,2,1.0
2010,NUTS,2010,CZ08,2,1.0
2011,NUTS,2010,CZ08,2,41.0
2012,NUTS,2010,CZ08,2,54.0
2013,NUTS,2010,CZ08,2,7.0
2014,NUTS,2010,CZ08,2,22.0
2015,NUTS,2010,CZ08,2,10.0
2016,NUTS,2010,CZ08,2,5.0
2017,NUTS,2010,CZ08,2,18.0
2018,NUTS,2010,CZ08,2,16.0
2019,NUTS,2010,CZ08,2,11.0
2020,NUTS,2010,CZ08,2,10.0
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
1981,NUTS,2010,DK,0,175.0
1982,NUTS,2010,DK,0,170.0
1983,NUTS,2010,DK,0,177.0
1984,NUTS,2010,DK,0,184.0
1985,NUTS,2010,DK,0,191.0
1986,NUTS,2010,DK,0,219.0
1987,NUTS,2010,DK,0,246.0
1988,NUTS,2010,DK,0,263.0
1989,NUTS,2010,DK,0,281.0
1990,NUTS,2010,DK,0,309.0
1991,NUTS,2010,DK,0,338.0
1992,NUTS,2010,DK,0,312.0
1993,NUTS,2010,DK,0,286.0
1995,NUTS,2010,DK,0,366.0
1996,NUTS,2010,DK,0,351.0
1997,NUTS,2010,DK,0,335.0
1998,NUTS,2010,DK,0,450.0
1999,NUTS,2010,DK,0,375.0
2000,NUTS,2010,DK,0,295.0
2001,NUTS,2010,DK,0,283.0
2002,NUTS,2010,DK,0,231.0
2003,NUTS,2010,DK,0,241.0
2004,NUTS,2010,DK,0,258.0
2005,NUTS,2010,DK,0,338.0
2006,NUTS,2010,DK,0,286.0
2007,NUTS,2010,DK,0,276.0
2008,NUTS,2010,DK,0,280.0
2009,NUTS,2010,DK,0,277.0
2010,NUTS,2010,DK,0,293.0
2011,NUTS,2010,DK,0,272.0
2012,NUTS,2010,DK,0,301.0
2013,NUTS,2010,DK,0,290.0
2014,NUTS,2010,DK,0,289.0
2015,NUTS,2010,DK,0,296.0
2016,NUTS,2010,DK,0,315.0
2017,NUTS,2010,DK,0,271.0
2018,NUTS,2010,DK,0,232.0
2019,NUTS,2010,DK,0,264.0
2020,NUTS,2010,DK,0,265.0
1981,NUTS,2010,DK0,1,175.0
1982,NUTS,2010,DK0,1,170.0
1983,NUTS,2010,DK0,1,177.0
1984,NUTS,2010,DK0,1,184.0
1985,NUTS,2010,DK0,1,191.0
1986,NUTS,2010,DK0,1,219.0
1987,NUTS,2010,DK0,1,246.0
1988,NUTS,2010,DK0,1,263.0
1989,NUTS,2010,DK0,1,281.0
1990,NUTS,2010,DK0,1,309.0
1991,NUTS,2010,DK0,1,338.0
1992,NUTS,2010,DK0,1,312.0
1993,NUTS,2010,DK0,1,286.0
1995,NUTS,2010,DK0,1,366.0
1996,NUTS,2010,DK0,1,351.0
1997,NUTS,2010,DK0,1,335.0
1998,NUTS,2010,DK0,1,450.0
1999,NUTS,2010,DK0,1,375.0
2000,NUTS,2010,DK0,1,295.0
2001,NUTS,2010,DK0,1,283.0
2002,NUTS,2010,DK0,1,231.0
2003,NUTS,2010,DK0,1,241.0
2004,NUTS,2010,DK0,1,258.0
2007,NUTS,2010,DK0,1,473.0
2009,NUTS,2010,DK0,1,277.0
2010,NUTS,2010,DK0,1,293.0
2011,NUTS,2010,DK0,1,272.0
2012,NUTS,2010,DK0,1,300.0
2013,NUTS,2010,DK0,1,290.0
2014,NUTS,2010,DK0,1,289.0
2015,NUTS,2010,DK0,1,296.0
2016,NUTS,2010,DK0,1,315.0
2017,NUTS,2010,DK0,1,271.0
2018,NUTS,2010,DK0,1,233.0
2019,NUTS,2010,DK0,1,264.0
2007,NUTS,2010,DK01,2,259.0
2009,NUTS,2010,DK01,2,264.0
2010,NUTS,2010,DK01,2,286.0
2011,NUTS,2010,DK01,2,265.0
2012,NUTS,2010,DK01,2,287.0
2013,NUTS,2010,DK01,2,277.0
2014,NUTS,2010,DK01,2,275.0
2015,NUTS,2010,DK01,2,277.0
2016,NUTS,2010,DK01,2,296.0
2017,NUTS,2010,DK01,2,255.0
2019,NUTS,2010,DK01,2,257.0
2007,NUTS,2010,DK02,2,1.0
2009,NUTS,2010,DK02,2,9.0
2010,NUTS,2010,DK02,2,7.0
2011,NUTS,2010,DK02,2,7.0
2012,NUTS,2010,DK02,2,7.0
2013,NUTS,2010,DK02,2,7.0
2014,NUTS,2010,DK02,2,7.0
2015,NUTS,2010,DK02,2,10.0
2016,NUTS,2010,DK02,2,9.0
2017,NUTS,2010,DK02,2,5.0
2019,NUTS,2010,DK02,2,7.0
2007,NUTS,2010,DK03,2,0.0
2009,NUTS,2010,DK03,2,4.0
2010,NUTS,2010,DK03,2,0.0
2011,NUTS,2010,DK03,2,0.0
2012,NUTS,2010,DK03,2,7.0
2013,NUTS,2010,DK03,2,7.0
2014,NUTS,2010,DK03,2,7.0
2015,NUTS,2010,DK03,2,9.0
2016,NUTS,2010,DK03,2,10.0
2017,NUTS,2010,DK03,2,11.0
2007,NUTS,2010,DK04,2,16.0
2009,NUTS,2010,DK04,2,0.0
2010,NUTS,2010,DK04,2,0.0
2011,NUTS,2010,DK04,2,0.0
2012,NUTS,2010,DK04,2,0.0
2013,NUTS,2010,DK04,2,0.0
2014,NUTS,2010,DK04,2,0.0
2015,NUTS,2010,DK04,2,0.0
2016,NUTS,2010,DK04,2,0.0
2017,NUTS,2010,DK04,2,0.0
2007,NUTS,2010,DK05,2,197.0
2010,NUTS,2010,DK05,2,0.0
2011,NUTS,2010,DK05,2,0.0
2012,NUTS,2010,DK05,2,0.0
2013,NUTS,2010,DK05,2,0.0
2014,NUTS,2010,DK05,2,0.0
2015,NUTS,2010,DK05,2,0.0
2016,NUTS,2010,DK05,2,0.0
2017,NUTS,2010,DK05,2,11.0
2000,NUTS,2010,EA19,2,13321.0
2001,NUTS,2010,EA19,2,13459.0
2002,NUTS,2010,EA19,2,15518.0
2003,NUTS,2010,EA19,2,14656.0
2004,NUTS,2010,EA19,2,15153.0
2005,NUTS,2010,EA19,2,16529.0
2006,NUTS,2010,EA19,2,20119.0
2007,NUTS,2010,EA19,2,20061.0
2008,NUTS,2010,EA19,2,20189.0
2009,NUTS,2010,EA19,2,21146.0
2010,NUTS,2010,EA19,2,20010.0
2011,NUTS,2010,EA19,2,20045.0
2012,NUTS,2010,EA19,2,20124.0
2013,NUTS,2010,EA19,2,16077.0
2014,NUTS,2010,EA19,2,17299.0
2015,NUTS,2010,EA19,2,17592.0
2016,NUTS,2010,EA19,2,18365.0
2017,NUTS,2010,EA19,2,17994.0
2018,NUTS,2010,EA19,2,19528.0
2019,NUTS,2010,EA19,2,20817.0
2020,NUTS,2010,EA19,2,21399.0
1996,NUTS,2010,EE,0,25.0
1997,NUTS,2010,EE,0,15.0
1998,NUTS,2010,EE,0,14.0
1999,NUTS,2010,EE,0,15.0
2000,NUTS,2010,EE,0,40.0
2001,NUTS,2010,EE,0,50.0
2002,NUTS,2010,EE,0,69.0
2003,NUTS,2010,EE,0,98.0
2004,NUTS,2010,EE,0,90.0
2005,NUTS,2010,EE,0,92.0
2006,NUTS,2010,EE,0,106.0
2007,NUTS,2010,EE,0,125.0
2008,NUTS,2010,EE,0,105.0
2009,NUTS,2010,EE,0,100.0
2010,NUTS,2010,EE,0,85.0
2011,NUTS,2010,EE,0,92.0
2012,NUTS,2010,EE,0,93.0
2013,NUTS,2010,EE,0,88.0
2014,NUTS,2010,EE,0,96.0
2015,NUTS,2010,EE,0,98.0
2016,NUTS,2010,EE,0,107.0
2017,NUTS,2010,EE,0,99.0
2018,NUTS,2010,EE,0,121.0
2019,NUTS,2010,EE,0,93.0
2020,NUTS,2010,EE,0,98.0
1993,NUTS,2010,EL,0,74.0
1995,NUTS,2010,EL,0,148.0
1997,NUTS,2010,EL,0,92.0
1999,NUTS,2010,EL,0,80.0
2001,NUTS,2010,EL,0,99.0
2003,NUTS,2010,EL,0,193.0
2005,NUTS,2010,EL,0,193.0
2006,NUTS,2010,EL,0,207.0
2007,NUTS,2010,EL,0,213.0
2011,NUTS,2010,EL,0,331.0
2012,NUTS,2010,EL,0,340.0
2013,NUTS,2010,EL,0,530.0
2014,NUTS,2010,EL,0,518.0
2015,NUTS,2010,EL,0,516.0
2016,NUTS,2010,EL,0,533.0
2017,NUTS,2010,EL,0,522.0
2018,NUTS,2010,EL,0,554.0
2019,NUTS,2010,EL,0,457.0
2020,NUTS,2010,EL,0,365.0
1993,NUTS,2010,EL3,1,53.0
1995,NUTS,2010,EL3,1,66.0
1997,NUTS,2010,EL3,1,44.0
1999,NUTS,2010,EL3,1,39.0
2001,NUTS,2010,EL3,1,50.0
2003,NUTS,2010,EL3,1,160.0
2005,NUTS,2010,EL3,1,161.0
2011,NUTS,2010,EL3,1,255.0
2013,NUTS,2010,EL3,1,360.0
2015,NUTS,2010,EL3,1,348.0
2017,NUTS,2010,EL3,1,383.0
2019,NUTS,2010,EL3,1,285.0
1993,NUTS,2010,EL30,2,53.0
1995,NUTS,2010,EL30,2,66.0
1997,NUTS,2010,EL30,2,44.0
1999,NUTS,2010,EL30,2,39.0
2001,NUTS,2010,EL30,2,50.0
2003,NUTS,2010,EL30,2,160.0
2005,NUTS,2010,EL30,2,161.0
2011,NUTS,2010,EL30,2,255.0
2013,NUTS,2010,EL30,2,360.0
2015,NUTS,2010,EL30,2,348.0
2017,NUTS,2010,EL30,2,383.0
2019,NUTS,2010,EL30,2,285.0
2011,NUTS,2010,EL4,1,11.0
2013,NUTS,2010,EL4,1,53.0
2015,NUTS,2010,EL4,1,52.0
2017,NUTS,2010,EL4,1,71.0
2019,NUTS,2010,EL4,1,68.0
2011,NUTS,2010,EL41,2,2.0
2013,NUTS,2010,EL41,2,3.0
2015,NUTS,2010,EL41,2,3.0
2017,NUTS,2010,EL41,2,5.0
2019,NUTS,2010,EL41,2,18.0
2011,NUTS,2010,EL42,2,8.0
2013,NUTS,2010,EL42,2,9.0
2015,NUTS,2010,EL42,2,7.0
2017,NUTS,2010,EL42,2,15.0
2019,NUTS,2010,EL42,2,20.0
2011,NUTS,2010,EL43,2,1.0
2013,NUTS,2010,EL43,2,41.0
2015,NUTS,2010,EL43,2,42.0
2017,NUTS,2010,EL43,2,51.0
2019,NUTS,2010,EL43,2,30.0
2011,NUTS,2010,EL5,1,58.0
2013,NUTS,2010,EL5,1,105.0
2015,NUTS,2010,EL5,1,106.0
2017,NUTS,2010,EL5,1,51.0
2019,NUTS,2010,EL5,1,77.0
1995,NUTS,2010,EL51,2,1.0
2011,NUTS,2010,EL51,2,0.0
2013,NUTS,2010,EL51,2,3.0
2015,NUTS,2010,EL51,2,3.0
2017,NUTS,2010,EL51,2,4.0
2019,NUTS,2010,EL51,2,2.0
1993,NUTS,2010,EL52,2,21.0
1995,NUTS,2010,EL52,2,76.0
1997,NUTS,2010,EL52,2,33.0
1999,NUTS,2010,EL52,2,32.0
2001,NUTS,2010,EL52,2,44.0
2003,NUTS,2010,EL52,2,22.0
2005,NUTS,2010,EL52,2,22.0
2011,NUTS,2010,EL52,2,48.0
2013,NUTS,2010,EL52,2,90.0
2015,NUTS,2010,EL52,2,92.0
2017,NUTS,2010,EL52,2,35.0
2019,NUTS,2010,EL52,2,62.0
2011,NUTS,2010,EL53,2,8.0
2013,NUTS,2010,EL53,2,6.0
2015,NUTS,2010,EL53,2,6.0
2017,NUTS,2010,EL53,2,5.0
2019,NUTS,2010,EL53,2,6.0
2011,NUTS,2010,EL54,2,3.0
2013,NUTS,2010,EL54,2,6.0
2015,NUTS,2010,EL54,2,6.0
2017,NUTS,2010,EL54,2,8.0
2019,NUTS,2010,EL54,2,7.0
2011,NUTS,2010,EL6,1,6.0
2013,NUTS,2010,EL6,1,12.0
2015,NUTS,2010,EL6,1,10.0
2017,NUTS,2010,EL6,1,15.0
2019,NUTS,2010,EL6,1,27.0
2011,NUTS,2010,EL61,2,1.0
2013,NUTS,2010,EL61,2,2.0
2015,NUTS,2010,EL61,2,1.0
2017,NUTS,2010,EL61,2,3.0
2019,NUTS,2010,EL61,2,3.0
2011,NUTS,2010,EL62,2,0.0
2013,NUTS,2010,EL62,2,0.0
2015,NUTS,2010,EL62,2,0.0
2017,NUTS,2010,EL62,2,1.0
2019,NUTS,2010,EL62,2,0.0
2011,NUTS,2010,EL63,2,0.0
2013,NUTS,2010,EL63,2,2.0
2015,NUTS,2010,EL63,2,1.0
2017,NUTS,2010,EL63,2,0.0
2019,NUTS,2010,EL63,2,0.0
2011,NUTS,2010,EL64,2,4.0
2013,NUTS,2010,EL64,2,4.0
2015,NUTS,2010,EL64,2,4.0
2017,NUTS,2010,EL64,2,4.0
2019,NUTS,2010,EL64,2,0.0
1995,NUTS,2010,EL65,2,6.0
1997,NUTS,2010,EL65,2,15.0
1999,NUTS,2010,EL65,2,10.0
2001,NUTS,2010,EL65,2,6.0
2003,NUTS,2010,EL65,2,11.0
2005,NUTS,2010,EL65,2,10.0
2011,NUTS,2010,EL65,2,2.0
2013,NUTS,2010,EL65,2,3.0
2015,NUTS,2010,EL65,2,3.0
2017,NUTS,2010,EL65,2,8.0
2019,NUTS,2010,EL65,2,24.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
1986,NUTS,2010,ES,0,313.0
1987,NUTS,2010,ES,0,382.0
1988,NUTS,2010,ES,0,470.0
1989,NUTS,2010,ES,0,184.0
1990,NUTS,2010,ES,0,352.0
1991,NUTS,2010,ES,0,376.0
1992,NUTS,2010,ES,0,499.0
1993,NUTS,2010,ES,0,848.0
1994,NUTS,2010,ES,0,890.0
1995,NUTS,2010,ES,0,947.0
1996,NUTS,2010,ES,0,1011.0
1997,NUTS,2010,ES,0,1095.0
1998,NUTS,2010,ES,0,1221.0
1999,NUTS,2010,ES,0,1005.0
2000,NUTS,2010,ES,0,1693.0
2001,NUTS,2010,ES,0,1195.0
2002,NUTS,2010,ES,0,477.0
2003,NUTS,2010,ES,0,389.0
2004,NUTS,2010,ES,0,313.0
2005,NUTS,2010,ES,0,356.0
2006,NUTS,2010,ES,0,570.0
2007,NUTS,2010,ES,0,499.0
2008,NUTS,2010,ES,0,484.0
2009,NUTS,2010,ES,0,522.0
2010,NUTS,2010,ES,0,493.0
2011,NUTS,2010,ES,0,425.0
2012,NUTS,2010,ES,0,442.0
2013,NUTS,2010,ES,0,395.0
2014,NUTS,2010,ES,0,399.0
2015,NUTS,2010,ES,0,430.0
2016,NUTS,2010,ES,0,580.0
2017,NUTS,2010,ES,0,509.0
2018,NUTS,2010,ES,0,572.0
2019,NUTS,2010,ES,0,558.0
2020,NUTS,2010,ES,0,556.0
1987,NUTS,2010,ES1,1,45.0
1988,NUTS,2010,ES1,1,42.0
1989,NUTS,2010,ES1,1,2.0
1990,NUTS,2010,ES1,1,2.0
1991,NUTS,2010,ES1,1,8.0
1992,NUTS,2010,ES1,1,6.0
1993,NUTS,2010,ES1,1,2.0
1994,NUTS,2010,ES1,1,1.0
1995,NUTS,2010,ES1,1,32.0
1996,NUTS,2010,ES1,1,60.0
1997,NUTS,2010,ES1,1,30.0
1998,NUTS,2010,ES1,1,33.0
1999,NUTS,2010,ES1,1,10.0
2000,NUTS,2010,ES1,1,177.0
2001,NUTS,2010,ES1,1,102.0
2002,NUTS,2010,ES1,1,89.0
2003,NUTS,2010,ES1,1,4.0
2004,NUTS,2010,ES1,1,22.0
2005,NUTS,2010,ES1,1,23.0
2006,NUTS,2010,ES1,1,165.0
2007,NUTS,2010,ES1,1,70.0
2008,NUTS,2010,ES1,1,62.0
2009,NUTS,2010,ES1,1,52.0
2010,NUTS,2010,ES1,1,46.0
2011,NUTS,2010,ES1,1,57.0
2012,NUTS,2010,ES1,1,63.0
2013,NUTS,2010,ES1,1,46.0
2015,NUTS,2010,ES1,1,51.0
2016,NUTS,2010,ES1,1,75.0
2017,NUTS,2010,ES1,1,68.0
2018,NUTS,2010,ES1,1,94.0
1989,NUTS,2010,ES11,2,2.0
1990,NUTS,2010,ES11,2,2.0
1991,NUTS,2010,ES11,2,2.0
1992,NUTS,2010,ES11,2,2.0
1993,NUTS,2010,ES11,2,2.0
1994,NUTS,2010,ES11,2,1.0
1995,NUTS,2010,ES11,2,4.0
1996,NUTS,2010,ES11,2,30.0
1997,NUTS,2010,ES11,2,4.0
1998,NUTS,2010,ES11,2,4.0
2000,NUTS,2010,ES11,2,30.0
2001,NUTS,2010,ES11,2,28.0
2002,NUTS,2010,ES11,2,16.0
2003,NUTS,2010,ES11,2,2.0
2004,NUTS,2010,ES11,2,5.0
2005,NUTS,2010,ES11,2,5.0
2006,NUTS,2010,ES11,2,5.0
2007,NUTS,2010,ES11,2,8.0
2008,NUTS,2010,ES11,2,4.0
2009,NUTS,2010,ES11,2,9.0
2010,NUTS,2010,ES11,2,2.0
2014,NUTS,2010,ES11,2,4.0
2015,NUTS,2010,ES11,2,5.0
2016,NUTS,2010,ES11,2,29.0
2017,NUTS,2010,ES11,2,32.0
2018,NUTS,2010,ES11,2,39.0
2019,NUTS,2010,ES11,2,37.0
1991,NUTS,2010,ES12,2,4.0
1992,NUTS,2010,ES12,2,4.0
1995,NUTS,2010,ES12,2,3.0
1996,NUTS,2010,ES12,2,3.0
2000,NUTS,2010,ES12,2,54.0
2001,NUTS,2010,ES12,2,2.0
2002,NUTS,2010,ES12,2,14.0
2003,NUTS,2010,ES12,2,2.0
2004,NUTS,2010,ES12,2,1.0
2005,NUTS,2010,ES12,2,1.0
2006,NUTS,2010,ES12,2,8.0
2007,NUTS,2010,ES12,2,8.0
2008,NUTS,2010,ES12,2,7.0
2009,NUTS,2010,ES12,2,6.0
2010,NUTS,2010,ES12,2,8.0
2012,NUTS,2010,ES12,2,7.0
2013,NUTS,2010,ES12,2,3.0
2014,NUTS,2010,ES12,2,4.0
2015,NUTS,2010,ES12,2,5.0
2016,NUTS,2010,ES12,2,4.0
2017,NUTS,2010,ES12,2,3.0
2018,NUTS,2010,ES12,2,5.0
2019,NUTS,2010,ES12,2,3.0
1987,NUTS,2010,ES13,2,45.0
1988,NUTS,2010,ES13,2,42.0
1991,NUTS,2010,ES13,2,2.0
1995,NUTS,2010,ES13,2,25.0
1996,NUTS,2010,ES13,2,27.0
1997,NUTS,2010,ES13,2,26.0
1998,NUTS,2010,ES13,2,29.0
1999,NUTS,2010,ES13,2,10.0
2000,NUTS,2010,ES13,2,92.0
2001,NUTS,2010,ES13,2,72.0
2002,NUTS,2010,ES13,2,59.0
2004,NUTS,2010,ES13,2,17.0
2005,NUTS,2010,ES13,2,18.0
2006,NUTS,2010,ES13,2,151.0
2007,NUTS,2010,ES13,2,55.0
2008,NUTS,2010,ES13,2,52.0
2009,NUTS,2010,ES13,2,37.0
2010,NUTS,2010,ES13,2,37.0
2011,NUTS,2010,ES13,2,50.0
2015,NUTS,2010,ES13,2,41.0
2016,NUTS,2010,ES13,2,41.0
2017,NUTS,2010,ES13,2,32.0
2018,NUTS,2010,ES13,2,50.0
1987,NUTS,2010,ES2,1,23.0
1988,NUTS,2010,ES2,1,30.0
1989,NUTS,2010,ES2,1,1.0
1990,NUTS,2010,ES2,1,6.0
1991,NUTS,2010,ES2,1,12.0
1992,NUTS,2010,ES2,1,41.0
1993,NUTS,2010,ES2,1,158.0
1994,NUTS,2010,ES2,1,165.0
1995,NUTS,2010,ES2,1,153.0
1996,NUTS,2010,ES2,1,163.0
1997,NUTS,2010,ES2,1,19.0
1998,NUTS,2010,ES2,1,21.0
1999,NUTS,2010,ES2,1,39.0
2000,NUTS,2010,ES2,1,126.0
2001,NUTS,2010,ES2,1,133.0
2002,NUTS,2010,ES2,1,74.0
2003,NUTS,2010,ES2,1,4.0
2004,NUTS,2010,ES2,1,22.0
2005,NUTS,2010,ES2,1,33.0
2006,NUTS,2010,ES2,1,25.0
2007,NUTS,2010,ES2,1,32.0
2008,NUTS,2010,ES2,1,31.0
2009,NUTS,2010,ES2,1,37.0
2010,NUTS,2010,ES2,1,63.0
2011,NUTS,2010,ES2,1,35.0
2013,NUTS,2010,ES2,1,36.0
2015,NUTS,2010,ES2,1,32.0
2019,NUTS,2010,ES2,1,19.0
1987,NUTS,2010,ES21,2,11.0
1988,NUTS,2010,ES21,2,11.0
1989,NUTS,2010,ES21,2,1.0
1990,NUTS,2010,ES21,2,1.0
1991,NUTS,2010,ES21,2,5.0
1992,NUTS,2010,ES21,2,41.0
1993,NUTS,2010,ES21,2,147.0
1994,NUTS,2010,ES21,2,154.0
1995,NUTS,2010,ES21,2,153.0
1996,NUTS,2010,ES21,2,163.0
1997,NUTS,2010,ES21,2,17.0
1998,NUTS,2010,ES21,2,19.0
1999,NUTS,2010,ES21,2,39.0
2000,NUTS,2010,ES21,2,102.0
2001,NUTS,2010,ES21,2,100.0
2002,NUTS,2010,ES21,2,74.0
2003,NUTS,2010,ES21,2,2.0
2004,NUTS,2010,ES21,2,3.0
2005,NUTS,2010,ES21,2,7.0
2006,NUTS,2010,ES21,2,13.0
2007,NUTS,2010,ES21,2,15.0
2008,NUTS,2010,ES21,2,7.0
2009,NUTS,2010,ES21,2,12.0
2010,NUTS,2010,ES21,2,26.0
2011,NUTS,2010,ES21,2,22.0
2012,NUTS,2010,ES21,2,30.0
2013,NUTS,2010,ES21,2,22.0
2014,NUTS,2010,ES21,2,17.0
2015,NUTS,2010,ES21,2,21.0
2016,NUTS,2010,ES21,2,22.0
2017,NUTS,2010,ES21,2,18.0
2018,NUTS,2010,ES21,2,15.0
2019,NUTS,2010,ES21,2,17.0
1987,NUTS,2010,ES22,2,12.0
1990,NUTS,2010,ES22,2,5.0
1991,NUTS,2010,ES22,2,7.0
1993,NUTS,2010,ES22,2,7.0
1994,NUTS,2010,ES22,2,7.0
1997,NUTS,2010,ES22,2,1.0
1998,NUTS,2010,ES22,2,1.0
2000,NUTS,2010,ES22,2,7.0
2001,NUTS,2010,ES22,2,9.0
2002,NUTS,2010,ES22,2,0.0
2004,NUTS,2010,ES22,2,6.0
2005,NUTS,2010,ES22,2,7.0
2006,NUTS,2010,ES22,2,3.0
2007,NUTS,2010,ES22,2,2.0
2008,NUTS,2010,ES22,2,2.0
2009,NUTS,2010,ES22,2,4.0
2010,NUTS,2010,ES22,2,2.0
2011,NUTS,2010,ES22,2,6.0
2015,NUTS,2010,ES22,2,5.0
1993,NUTS,2010,ES23,2,4.0
1994,NUTS,2010,ES23,2,4.0
2000,NUTS,2010,ES23,2,0.0
2001,NUTS,2010,ES23,2,2.0
2002,NUTS,2010,ES23,2,0.0
2004,NUTS,2010,ES23,2,0.0
2005,NUTS,2010,ES23,2,3.0
2006,NUTS,2010,ES23,2,0.0
2007,NUTS,2010,ES23,2,9.0
2008,NUTS,2010,ES23,2,18.0
2009,NUTS,2010,ES23,2,15.0
2010,NUTS,2010,ES23,2,23.0
2011,NUTS,2010,ES23,2,3.0
2012,NUTS,2010,ES23,2,4.0
2014,NUTS,2010,ES23,2,2.0
2015,NUTS,2010,ES23,2,2.0
2016,NUTS,2010,ES23,2,1.0
2017,NUTS,2010,ES23,2,1.0
2018,NUTS,2010,ES23,2,1.0
1988,NUTS,2010,ES24,2,19.0
1997,NUTS,2010,ES24,2,1.0
1998,NUTS,2010,ES24,2,1.0
2000,NUTS,2010,ES24,2,17.0
2001,NUTS,2010,ES24,2,22.0
2002,NUTS,2010,ES24,2,1.0
2003,NUTS,2010,ES24,2,2.0
2004,NUTS,2010,ES24,2,13.0
2005,NUTS,2010,ES24,2,17.0
2006,NUTS,2010,ES24,2,9.0
2007,NUTS,2010,ES24,2,6.0
2008,NUTS,2010,ES24,2,4.0
2009,NUTS,2010,ES24,2,7.0
2010,NUTS,2010,ES24,2,13.0
2011,NUTS,2010,ES24,2,5.0
2012,NUTS,2010,ES24,2,5.0
2013,NUTS,2010,ES24,2,4.0
2014,NUTS,2010,ES24,2,1.0
2015,NUTS,2010,ES24,2,4.0
2016,NUTS,2010,ES24,2,3.0
2017,NUTS,2010,ES24,2,3.0
2018,NUTS,2010,ES24,2,1.0
1987,NUTS,2010,ES3,1,136.0
1988,NUTS,2010,ES3,1,160.0
1989,NUTS,2010,ES3,1,82.0
1990,NUTS,2010,ES3,1,145.0
1991,NUTS,2010,ES3,1,124.0
1992,NUTS,2010,ES3,1,164.0
1993,NUTS,2010,ES3,1,162.0
1994,NUTS,2010,ES3,1,171.0
1995,NUTS,2010,ES3,1,368.0
1996,NUTS,2010,ES3,1,367.0
1997,NUTS,2010,ES3,1,288.0
1998,NUTS,2010,ES3,1,321.0
1999,NUTS,2010,ES3,1,379.0
2000,NUTS,2010,ES3,1,641.0
2001,NUTS,2010,ES3,1,549.0
2002,NUTS,2010,ES3,1,129.0
2003,NUTS,2010,ES3,1,192.0
2004,NUTS,2010,ES3,1,113.0
2005,NUTS,2010,ES3,1,134.0
2006,NUTS,2010,ES3,1,186.0
2007,NUTS,2010,ES3,1,223.0
2008,NUTS,2010,ES3,1,213.0
2009,NUTS,2010,ES3,1,200.0
2010,NUTS,2010,ES3,1,161.0
2011,NUTS,2010,ES3,1,133.0
2012,NUTS,2010,ES3,1,136.0
2013,NUTS,2010,ES3,1,125.0
2014,NUTS,2010,ES3,1,105.0
2015,NUTS,2010,ES3,1,122.0
2016,NUTS,2010,ES3,1,129.0
2017,NUTS,2010,ES3,1,130.0
2018,NUTS,2010,ES3,1,152.0
2019,NUTS,2010,ES3,1,154.0
1987,NUTS,2010,ES30,2,136.0
1988,NUTS,2010,ES30,2,160.0
1989,NUTS,2010,ES30,2,82.0
1990,NUTS,2010,ES30,2,145.0
1991,NUTS,2010,ES30,2,124.0
1992,NUTS,2010,ES30,2,164.0
1993,NUTS,2010,ES30,2,162.0
1994,NUTS,2010,ES30,2,171.0
1995,NUTS,2010,ES30,2,368.0
1996,NUTS,2010,ES30,2,367.0
1997,NUTS,2010,ES30,2,288.0
