year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_fte_pnp_rse_t
1981,NUTS,2010,AT,0,232.0
1985,NUTS,2010,AT,0,259.0
1989,NUTS,2010,AT,0,277.0
1993,NUTS,2010,AT,0,65.0
1998,NUTS,2010,AT,0,90.0
2002,NUTS,2010,AT,0,148.0
2004,NUTS,2010,AT,0,137.0
2005,NUTS,2010,AT,0,121.0
2006,NUTS,2010,AT,0,118.0
2007,NUTS,2010,AT,0,117.0
2008,NUTS,2010,AT,0,127.0
2009,NUTS,2010,AT,0,243.0
2010,NUTS,2010,AT,0,260.0
2011,NUTS,2010,AT,0,266.0
2012,NUTS,2010,AT,0,262.0
2013,NUTS,2010,AT,0,261.0
2014,NUTS,2010,AT,0,329.0
2015,NUTS,2010,AT,0,350.0
2016,NUTS,2010,AT,0,390.0
2017,NUTS,2010,AT,0,395.0
2018,NUTS,2010,AT,0,416.0
2019,NUTS,2010,AT,0,441.0
2020,NUTS,2010,AT,0,517.0
2006,NUTS,2010,AT1,1,106.0
2007,NUTS,2010,AT1,1,97.0
2009,NUTS,2010,AT1,1,238.0
2011,NUTS,2010,AT1,1,244.0
2013,NUTS,2010,AT1,1,237.0
2015,NUTS,2010,AT1,1,321.0
2017,NUTS,2010,AT1,1,357.0
2019,NUTS,2010,AT1,1,394.0
2006,NUTS,2010,AT11,2,0.0
2007,NUTS,2010,AT11,2,0.0
2009,NUTS,2010,AT11,2,0.0
2011,NUTS,2010,AT11,2,0.0
2013,NUTS,2010,AT11,2,0.0
2015,NUTS,2010,AT11,2,0.0
2017,NUTS,2010,AT11,2,0.0
2002,NUTS,2010,AT12,2,8.0
2004,NUTS,2010,AT12,2,7.0
2006,NUTS,2010,AT12,2,9.0
2007,NUTS,2010,AT12,2,10.0
2009,NUTS,2010,AT12,2,110.0
2011,NUTS,2010,AT12,2,113.0
2013,NUTS,2010,AT12,2,117.0
2015,NUTS,2010,AT12,2,147.0
2017,NUTS,2010,AT12,2,163.0
2002,NUTS,2010,AT13,2,106.0
2004,NUTS,2010,AT13,2,109.0
2006,NUTS,2010,AT13,2,97.0
2007,NUTS,2010,AT13,2,87.0
2009,NUTS,2010,AT13,2,129.0
2011,NUTS,2010,AT13,2,131.0
2013,NUTS,2010,AT13,2,120.0
2015,NUTS,2010,AT13,2,174.0
2017,NUTS,2010,AT13,2,194.0
2019,NUTS,2010,AT13,2,217.0
2006,NUTS,2010,AT2,1,5.0
2019,NUTS,2010,AT2,1,8.0
2006,NUTS,2010,AT21,2,0.0
2011,NUTS,2010,AT21,2,7.0
2002,NUTS,2010,AT22,2,7.0
2004,NUTS,2010,AT22,2,9.0
2006,NUTS,2010,AT22,2,5.0
2009,NUTS,2010,AT22,2,0.0
2002,NUTS,2010,AT3,1,21.0
2004,NUTS,2010,AT3,1,12.0
2006,NUTS,2010,AT3,1,8.0
2007,NUTS,2010,AT3,1,18.0
2019,NUTS,2010,AT3,1,39.0
2002,NUTS,2010,AT31,2,6.0
2004,NUTS,2010,AT31,2,3.0
2006,NUTS,2010,AT31,2,7.0
2009,NUTS,2010,AT31,2,3.0
2011,NUTS,2010,AT31,2,10.0
2013,NUTS,2010,AT31,2,11.0
2015,NUTS,2010,AT31,2,6.0
2017,NUTS,2010,AT31,2,8.0
2019,NUTS,2010,AT31,2,12.0
2006,NUTS,2010,AT32,2,0.0
2009,NUTS,2010,AT32,2,0.0
2015,NUTS,2010,AT32,2,16.0
2017,NUTS,2010,AT32,2,24.0
2019,NUTS,2010,AT32,2,22.0
2002,NUTS,2010,AT33,2,12.0
2004,NUTS,2010,AT33,2,8.0
2006,NUTS,2010,AT33,2,1.0
2013,NUTS,2010,AT33,2,2.0
2019,NUTS,2010,AT33,2,6.0
2006,NUTS,2010,AT34,2,0.0
2007,NUTS,2010,AT34,2,0.0
2009,NUTS,2010,AT34,2,0.0
2011,NUTS,2010,AT34,2,0.0
2013,NUTS,2010,AT34,2,0.0
2019,NUTS,2010,AT34,2,0.0
2002,NUTS,2010,ATZ,1,0.0
2004,NUTS,2010,ATZ,1,0.0
2006,NUTS,2010,ATZ,1,0.0
2007,NUTS,2010,ATZ,1,0.0
2009,NUTS,2010,ATZ,1,0.0
2011,NUTS,2010,ATZ,1,0.0
2013,NUTS,2010,ATZ,1,0.0
2002,NUTS,2010,ATZZ,2,0.0
2004,NUTS,2010,ATZZ,2,0.0
2006,NUTS,2010,ATZZ,2,0.0
2007,NUTS,2010,ATZZ,2,0.0
2009,NUTS,2010,ATZZ,2,0.0
2011,NUTS,2010,ATZZ,2,0.0
2013,NUTS,2010,ATZZ,2,0.0
2012,NUTS,2010,BA,0,3.0
2013,NUTS,2010,BA,0,0.0
2014,NUTS,2010,BA,0,3.0
2019,NUTS,2010,BA,0,0.0
1981,NUTS,2010,BE,0,375.0
1982,NUTS,2010,BE,0,494.0
1983,NUTS,2010,BE,0,503.0
1984,NUTS,2010,BE,0,512.0
1985,NUTS,2010,BE,0,487.0
1986,NUTS,2010,BE,0,461.0
1987,NUTS,2010,BE,0,433.0
1988,NUTS,2010,BE,0,405.0
1989,NUTS,2010,BE,0,161.0
1991,NUTS,2010,BE,0,166.0
1993,NUTS,2010,BE,0,214.0
1994,NUTS,2010,BE,0,262.0
1995,NUTS,2010,BE,0,277.0
1996,NUTS,2010,BE,0,302.0
1997,NUTS,2010,BE,0,308.0
1998,NUTS,2010,BE,0,308.0
1999,NUTS,2010,BE,0,324.0
2000,NUTS,2010,BE,0,269.0
2001,NUTS,2010,BE,0,271.0
2002,NUTS,2010,BE,0,259.0
2003,NUTS,2010,BE,0,259.0
2004,NUTS,2010,BE,0,261.0
2005,NUTS,2010,BE,0,250.0
2006,NUTS,2010,BE,0,259.0
2007,NUTS,2010,BE,0,267.0
2008,NUTS,2010,BE,0,281.0
2009,NUTS,2010,BE,0,282.0
2010,NUTS,2010,BE,0,296.0
2011,NUTS,2010,BE,0,294.0
2012,NUTS,2010,BE,0,181.0
2013,NUTS,2010,BE,0,189.0
2014,NUTS,2010,BE,0,217.0
2015,NUTS,2010,BE,0,302.0
2016,NUTS,2010,BE,0,420.0
2017,NUTS,2010,BE,0,462.0
2018,NUTS,2010,BE,0,951.0
2019,NUTS,2010,BE,0,971.0
2020,NUTS,2010,BE,0,1071.0
1998,NUTS,2010,BE1,1,103.0
1999,NUTS,2010,BE1,1,119.0
2000,NUTS,2010,BE1,1,77.0
2001,NUTS,2010,BE1,1,75.0
2002,NUTS,2010,BE1,1,71.0
2003,NUTS,2010,BE1,1,71.0
2004,NUTS,2010,BE1,1,66.0
2005,NUTS,2010,BE1,1,59.0
2006,NUTS,2010,BE1,1,69.0
2007,NUTS,2010,BE1,1,77.0
2008,NUTS,2010,BE1,1,78.0
2009,NUTS,2010,BE1,1,77.0
2010,NUTS,2010,BE1,1,79.0
2011,NUTS,2010,BE1,1,72.0
2012,NUTS,2010,BE1,1,115.0
2013,NUTS,2010,BE1,1,111.0
2014,NUTS,2010,BE1,1,125.0
2015,NUTS,2010,BE1,1,164.0
2016,NUTS,2010,BE1,1,173.0
2017,NUTS,2010,BE1,1,209.0
2018,NUTS,2010,BE1,1,703.0
2019,NUTS,2010,BE1,1,703.0
1998,NUTS,2010,BE10,2,103.0
1999,NUTS,2010,BE10,2,119.0
2000,NUTS,2010,BE10,2,77.0
2001,NUTS,2010,BE10,2,75.0
2002,NUTS,2010,BE10,2,71.0
2003,NUTS,2010,BE10,2,71.0
2004,NUTS,2010,BE10,2,66.0
2005,NUTS,2010,BE10,2,59.0
2006,NUTS,2010,BE10,2,69.0
2007,NUTS,2010,BE10,2,77.0
2008,NUTS,2010,BE10,2,78.0
2009,NUTS,2010,BE10,2,77.0
2010,NUTS,2010,BE10,2,79.0
2011,NUTS,2010,BE10,2,72.0
2012,NUTS,2010,BE10,2,115.0
2013,NUTS,2010,BE10,2,111.0
2014,NUTS,2010,BE10,2,125.0
2015,NUTS,2010,BE10,2,164.0
2016,NUTS,2010,BE10,2,173.0
2017,NUTS,2010,BE10,2,209.0
2018,NUTS,2010,BE10,2,703.0
2019,NUTS,2010,BE10,2,703.0
1998,NUTS,2010,BE2,1,205.0
1999,NUTS,2010,BE2,1,205.0
2000,NUTS,2010,BE2,1,192.0
2001,NUTS,2010,BE2,1,196.0
2002,NUTS,2010,BE2,1,189.0
2003,NUTS,2010,BE2,1,188.0
2004,NUTS,2010,BE2,1,195.0
2005,NUTS,2010,BE2,1,191.0
2006,NUTS,2010,BE2,1,190.0
2007,NUTS,2010,BE2,1,190.0
2008,NUTS,2010,BE2,1,203.0
2009,NUTS,2010,BE2,1,205.0
2010,NUTS,2010,BE2,1,217.0
2011,NUTS,2010,BE2,1,222.0
2012,NUTS,2010,BE2,1,67.0
2013,NUTS,2010,BE2,1,77.0
2014,NUTS,2010,BE2,1,91.0
2015,NUTS,2010,BE2,1,137.0
2016,NUTS,2010,BE2,1,220.0
2017,NUTS,2010,BE2,1,231.0
2018,NUTS,2010,BE2,1,225.0
2019,NUTS,2010,BE2,1,246.0
1998,NUTS,2010,BE3,1,0.0
1999,NUTS,2010,BE3,1,0.0
2000,NUTS,2010,BE3,1,0.0
2001,NUTS,2010,BE3,1,0.0
2002,NUTS,2010,BE3,1,0.0
2003,NUTS,2010,BE3,1,0.0
2004,NUTS,2010,BE3,1,0.0
2005,NUTS,2010,BE3,1,0.0
2006,NUTS,2010,BE3,1,0.0
2007,NUTS,2010,BE3,1,0.0
2008,NUTS,2010,BE3,1,0.0
2009,NUTS,2010,BE3,1,0.0
2010,NUTS,2010,BE3,1,0.0
2011,NUTS,2010,BE3,1,0.0
2014,NUTS,2010,BE3,1,1.0
2015,NUTS,2010,BE3,1,1.0
2016,NUTS,2010,BE3,1,27.0
2017,NUTS,2010,BE3,1,21.0
2018,NUTS,2010,BE3,1,23.0
2019,NUTS,2010,BE3,1,21.0
2014,NUTS,2010,BEZ,1,0.0
2015,NUTS,2010,BEZ,1,0.0
2018,NUTS,2010,BEZ,1,0.0
2019,NUTS,2010,BEZ,1,0.0
2014,NUTS,2010,BEZZ,2,0.0
2015,NUTS,2010,BEZZ,2,0.0
2018,NUTS,2010,BEZZ,2,0.0
2019,NUTS,2010,BEZZ,2,0.0
1994,NUTS,2010,BG,0,23.0
1995,NUTS,2010,BG,0,22.0
1996,NUTS,2010,BG,0,145.0
1997,NUTS,2010,BG,0,130.0
1998,NUTS,2010,BG,0,112.0
1999,NUTS,2010,BG,0,59.0
2000,NUTS,2010,BG,0,37.0
2001,NUTS,2010,BG,0,66.0
2002,NUTS,2010,BG,0,18.0
2003,NUTS,2010,BG,0,58.0
2004,NUTS,2010,BG,0,58.0
2005,NUTS,2010,BG,0,213.0
2006,NUTS,2010,BG,0,128.0
2007,NUTS,2010,BG,0,102.0
2008,NUTS,2010,BG,0,81.0
2009,NUTS,2010,BG,0,55.0
2010,NUTS,2010,BG,0,76.0
2011,NUTS,2010,BG,0,75.0
2012,NUTS,2010,BG,0,112.0
2013,NUTS,2010,BG,0,165.0
2014,NUTS,2010,BG,0,106.0
2015,NUTS,2010,BG,0,123.0
2016,NUTS,2010,BG,0,39.0
2017,NUTS,2010,BG,0,95.0
2018,NUTS,2010,BG,0,85.0
2019,NUTS,2010,BG,0,105.0
2020,NUTS,2010,BG,0,115.0
2003,NUTS,2010,BG3,1,0.0
2004,NUTS,2010,BG3,1,4.0
2005,NUTS,2010,BG3,1,0.0
2006,NUTS,2010,BG3,1,0.0
2007,NUTS,2010,BG3,1,0.0
2011,NUTS,2010,BG3,1,4.0
2012,NUTS,2010,BG3,1,4.0
2014,NUTS,2010,BG3,1,7.0
2016,NUTS,2010,BG3,1,4.0
2003,NUTS,2010,BG31,2,0.0
2004,NUTS,2010,BG31,2,4.0
2005,NUTS,2010,BG31,2,0.0
2006,NUTS,2010,BG31,2,0.0
2007,NUTS,2010,BG31,2,0.0
2008,NUTS,2010,BG31,2,0.0
2009,NUTS,2010,BG31,2,0.0
2010,NUTS,2010,BG31,2,0.0
2011,NUTS,2010,BG31,2,0.0
2012,NUTS,2010,BG31,2,0.0
2013,NUTS,2010,BG31,2,0.0
2014,NUTS,2010,BG31,2,0.0
2017,NUTS,2010,BG31,2,0.0
2002,NUTS,2010,BG32,2,0.0
2003,NUTS,2010,BG32,2,0.0
2004,NUTS,2010,BG32,2,0.0
2005,NUTS,2010,BG32,2,0.0
2006,NUTS,2010,BG32,2,0.0
2007,NUTS,2010,BG32,2,0.0
2008,NUTS,2010,BG32,2,0.0
2009,NUTS,2010,BG32,2,0.0
2010,NUTS,2010,BG32,2,0.0
2011,NUTS,2010,BG32,2,0.0
2012,NUTS,2010,BG32,2,0.0
2013,NUTS,2010,BG32,2,0.0
2014,NUTS,2010,BG32,2,0.0
2015,NUTS,2010,BG32,2,0.0
2016,NUTS,2010,BG32,2,0.0
2017,NUTS,2010,BG32,2,0.0
2018,NUTS,2010,BG32,2,0.0
2019,NUTS,2010,BG32,2,0.0
2002,NUTS,2010,BG33,2,0.0
2003,NUTS,2010,BG33,2,0.0
2004,NUTS,2010,BG33,2,0.0
2005,NUTS,2010,BG33,2,0.0
2006,NUTS,2010,BG33,2,0.0
2007,NUTS,2010,BG33,2,0.0
2008,NUTS,2010,BG33,2,0.0
2015,NUTS,2010,BG33,2,7.0
2002,NUTS,2010,BG34,2,0.0
2003,NUTS,2010,BG34,2,0.0
2004,NUTS,2010,BG34,2,0.0
2005,NUTS,2010,BG34,2,0.0
2006,NUTS,2010,BG34,2,0.0
2007,NUTS,2010,BG34,2,0.0
2010,NUTS,2010,BG34,2,0.0
2013,NUTS,2010,BG34,2,0.0
2016,NUTS,2010,BG34,2,0.0
2003,NUTS,2010,BG4,1,58.0
2004,NUTS,2010,BG4,1,54.0
2005,NUTS,2010,BG4,1,213.0
2006,NUTS,2010,BG4,1,128.0
2007,NUTS,2010,BG4,1,102.0
2011,NUTS,2010,BG4,1,71.0
2012,NUTS,2010,BG4,1,108.0
2014,NUTS,2010,BG4,1,99.0
2016,NUTS,2010,BG4,1,35.0
1999,NUTS,2010,BG41,2,56.0
2000,NUTS,2010,BG41,2,37.0
2002,NUTS,2010,BG41,2,17.0
2003,NUTS,2010,BG41,2,58.0
2005,NUTS,2010,BG41,2,206.0
2008,NUTS,2010,BG41,2,78.0
2009,NUTS,2010,BG41,2,47.0
2010,NUTS,2010,BG41,2,69.0
2013,NUTS,2010,BG41,2,156.0
2015,NUTS,2010,BG41,2,110.0
2017,NUTS,2010,BG41,2,61.0
2018,NUTS,2010,BG41,2,41.0
2019,NUTS,2010,BG41,2,72.0
2003,NUTS,2010,BG42,2,0.0
2005,NUTS,2010,BG42,2,7.0
2002,NUTS,2010,BGZ,1,0.0
2003,NUTS,2010,BGZ,1,0.0
2004,NUTS,2010,BGZ,1,0.0
2005,NUTS,2010,BGZ,1,0.0
2006,NUTS,2010,BGZ,1,0.0
2007,NUTS,2010,BGZ,1,0.0
2008,NUTS,2010,BGZ,1,0.0
2009,NUTS,2010,BGZ,1,0.0
2010,NUTS,2010,BGZ,1,0.0
2011,NUTS,2010,BGZ,1,0.0
2012,NUTS,2010,BGZ,1,0.0
2013,NUTS,2010,BGZ,1,0.0
2014,NUTS,2010,BGZ,1,0.0
2019,NUTS,2010,BGZ,1,0.0
2002,NUTS,2010,BGZZ,2,0.0
2003,NUTS,2010,BGZZ,2,0.0
2004,NUTS,2010,BGZZ,2,0.0
2005,NUTS,2010,BGZZ,2,0.0
2006,NUTS,2010,BGZZ,2,0.0
2007,NUTS,2010,BGZZ,2,0.0
2008,NUTS,2010,BGZZ,2,0.0
2009,NUTS,2010,BGZZ,2,0.0
2010,NUTS,2010,BGZZ,2,0.0
2011,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,BGZZ,2,0.0
2013,NUTS,2010,BGZZ,2,0.0
2014,NUTS,2010,BGZZ,2,0.0
2019,NUTS,2010,BGZZ,2,0.0
1991,NUTS,2010,CY,0,2.0
1992,NUTS,2010,CY,0,3.0
1998,NUTS,2010,CY,0,8.0
1999,NUTS,2010,CY,0,12.0
2000,NUTS,2010,CY,0,16.0
2001,NUTS,2010,CY,0,16.0
2002,NUTS,2010,CY,0,19.0
2003,NUTS,2010,CY,0,22.0
2004,NUTS,2010,CY,0,22.0
2005,NUTS,2010,CY,0,32.0
2006,NUTS,2010,CY,0,41.0
2007,NUTS,2010,CY,0,47.0
2008,NUTS,2010,CY,0,52.0
2009,NUTS,2010,CY,0,70.0
2010,NUTS,2010,CY,0,76.0
2011,NUTS,2010,CY,0,79.0
2012,NUTS,2010,CY,0,88.0
2013,NUTS,2010,CY,0,73.0
2014,NUTS,2010,CY,0,88.0
2015,NUTS,2010,CY,0,66.0
2016,NUTS,2010,CY,0,65.0
2017,NUTS,2010,CY,0,76.0
2018,NUTS,2010,CY,0,76.0
2019,NUTS,2010,CY,0,134.0
2020,NUTS,2010,CY,0,140.0
1996,NUTS,2010,CZ,0,21.0
1997,NUTS,2010,CZ,0,15.0
1998,NUTS,2010,CZ,0,19.0
1999,NUTS,2010,CZ,0,63.0
2000,NUTS,2010,CZ,0,127.0
2001,NUTS,2010,CZ,0,148.0
2002,NUTS,2010,CZ,0,71.0
2003,NUTS,2010,CZ,0,100.0
2004,NUTS,2010,CZ,0,67.0
2005,NUTS,2010,CZ,0,127.0
2006,NUTS,2010,CZ,0,61.0
2007,NUTS,2010,CZ,0,69.0
2008,NUTS,2010,CZ,0,90.0
2009,NUTS,2010,CZ,0,168.0
2010,NUTS,2010,CZ,0,208.0
2011,NUTS,2010,CZ,0,199.0
2012,NUTS,2010,CZ,0,208.0
2013,NUTS,2010,CZ,0,184.0
2014,NUTS,2010,CZ,0,204.0
2015,NUTS,2010,CZ,0,170.0
2016,NUTS,2010,CZ,0,142.0
2017,NUTS,2010,CZ,0,192.0
2018,NUTS,2010,CZ,0,168.0
2019,NUTS,2010,CZ,0,162.0
2020,NUTS,2010,CZ,0,179.0
1996,NUTS,2010,CZ0,1,21.0
1997,NUTS,2010,CZ0,1,15.0
1998,NUTS,2010,CZ0,1,19.0
1999,NUTS,2010,CZ0,1,63.0
2000,NUTS,2010,CZ0,1,127.0
2001,NUTS,2010,CZ0,1,148.0
2002,NUTS,2010,CZ0,1,71.0
2003,NUTS,2010,CZ0,1,100.0
2004,NUTS,2010,CZ0,1,67.0
2005,NUTS,2010,CZ0,1,127.0
2006,NUTS,2010,CZ0,1,61.0
2007,NUTS,2010,CZ0,1,69.0
2008,NUTS,2010,CZ0,1,90.0
2009,NUTS,2010,CZ0,1,168.0
2010,NUTS,2010,CZ0,1,208.0
2011,NUTS,2010,CZ0,1,199.0
2012,NUTS,2010,CZ0,1,208.0
2013,NUTS,2010,CZ0,1,184.0
2014,NUTS,2010,CZ0,1,204.0
2015,NUTS,2010,CZ0,1,170.0
2016,NUTS,2010,CZ0,1,142.0
2017,NUTS,2010,CZ0,1,192.0
2018,NUTS,2010,CZ0,1,168.0
2019,NUTS,2010,CZ0,1,162.0
2020,NUTS,2010,CZ0,1,179.0
2001,NUTS,2010,CZ01,2,36.0
2002,NUTS,2010,CZ01,2,27.0
2003,NUTS,2010,CZ01,2,40.0
2004,NUTS,2010,CZ01,2,40.0
2005,NUTS,2010,CZ01,2,95.0
2006,NUTS,2010,CZ01,2,32.0
2007,NUTS,2010,CZ01,2,46.0
2008,NUTS,2010,CZ01,2,50.0
2009,NUTS,2010,CZ01,2,104.0
2010,NUTS,2010,CZ01,2,115.0
2011,NUTS,2010,CZ01,2,98.0
2012,NUTS,2010,CZ01,2,107.0
2013,NUTS,2010,CZ01,2,106.0
2014,NUTS,2010,CZ01,2,104.0
2015,NUTS,2010,CZ01,2,85.0
2016,NUTS,2010,CZ01,2,87.0
2017,NUTS,2010,CZ01,2,99.0
2018,NUTS,2010,CZ01,2,83.0
2019,NUTS,2010,CZ01,2,96.0
2020,NUTS,2010,CZ01,2,106.0
2001,NUTS,2010,CZ02,2,2.0
2002,NUTS,2010,CZ02,2,2.0
2003,NUTS,2010,CZ02,2,5.0
2004,NUTS,2010,CZ02,2,1.0
2005,NUTS,2010,CZ02,2,2.0
2006,NUTS,2010,CZ02,2,6.0
2007,NUTS,2010,CZ02,2,2.0
2008,NUTS,2010,CZ02,2,1.0
2009,NUTS,2010,CZ02,2,1.0
2010,NUTS,2010,CZ02,2,0.0
2011,NUTS,2010,CZ02,2,5.0
2012,NUTS,2010,CZ02,2,5.0
2013,NUTS,2010,CZ02,2,14.0
2014,NUTS,2010,CZ02,2,7.0
2015,NUTS,2010,CZ02,2,9.0
2016,NUTS,2010,CZ02,2,7.0
2017,NUTS,2010,CZ02,2,4.0
2018,NUTS,2010,CZ02,2,3.0
2019,NUTS,2010,CZ02,2,2.0
2020,NUTS,2010,CZ02,2,3.0
2001,NUTS,2010,CZ03,2,81.0
2002,NUTS,2010,CZ03,2,6.0
2003,NUTS,2010,CZ03,2,18.0
2004,NUTS,2010,CZ03,2,18.0
2005,NUTS,2010,CZ03,2,21.0
2006,NUTS,2010,CZ03,2,15.0
2007,NUTS,2010,CZ03,2,5.0
2008,NUTS,2010,CZ03,2,8.0
2009,NUTS,2010,CZ03,2,31.0
2010,NUTS,2010,CZ03,2,28.0
2011,NUTS,2010,CZ03,2,13.0
2012,NUTS,2010,CZ03,2,17.0
2013,NUTS,2010,CZ03,2,11.0
2014,NUTS,2010,CZ03,2,33.0
2015,NUTS,2010,CZ03,2,49.0
2016,NUTS,2010,CZ03,2,33.0
2017,NUTS,2010,CZ03,2,52.0
2018,NUTS,2010,CZ03,2,51.0
2019,NUTS,2010,CZ03,2,33.0
2020,NUTS,2010,CZ03,2,37.0
2001,NUTS,2010,CZ04,2,1.0
2002,NUTS,2010,CZ04,2,3.0
2003,NUTS,2010,CZ04,2,3.0
2004,NUTS,2010,CZ04,2,3.0
2005,NUTS,2010,CZ04,2,0.0
2006,NUTS,2010,CZ04,2,0.0
2007,NUTS,2010,CZ04,2,0.0
2008,NUTS,2010,CZ04,2,0.0
2009,NUTS,2010,CZ04,2,0.0
2010,NUTS,2010,CZ04,2,0.0
2011,NUTS,2010,CZ04,2,0.0
2012,NUTS,2010,CZ04,2,0.0
2013,NUTS,2010,CZ04,2,0.0
2014,NUTS,2010,CZ04,2,0.0
2015,NUTS,2010,CZ04,2,0.0
2016,NUTS,2010,CZ04,2,0.0
2017,NUTS,2010,CZ04,2,0.0
2018,NUTS,2010,CZ04,2,0.0
2019,NUTS,2010,CZ04,2,0.0
2020,NUTS,2010,CZ04,2,0.0
2001,NUTS,2010,CZ05,2,2.0
2002,NUTS,2010,CZ05,2,5.0
2003,NUTS,2010,CZ05,2,6.0
2004,NUTS,2010,CZ05,2,2.0
2005,NUTS,2010,CZ05,2,2.0
2006,NUTS,2010,CZ05,2,1.0
2007,NUTS,2010,CZ05,2,3.0
2008,NUTS,2010,CZ05,2,2.0
2009,NUTS,2010,CZ05,2,7.0
2010,NUTS,2010,CZ05,2,27.0
2011,NUTS,2010,CZ05,2,32.0
2012,NUTS,2010,CZ05,2,32.0
2013,NUTS,2010,CZ05,2,16.0
2014,NUTS,2010,CZ05,2,6.0
2015,NUTS,2010,CZ05,2,0.0
2016,NUTS,2010,CZ05,2,1.0
2017,NUTS,2010,CZ05,2,10.0
2019,NUTS,2010,CZ05,2,5.0
2020,NUTS,2010,CZ05,2,10.0
2001,NUTS,2010,CZ06,2,16.0
2002,NUTS,2010,CZ06,2,13.0
2003,NUTS,2010,CZ06,2,14.0
2004,NUTS,2010,CZ06,2,3.0
2005,NUTS,2010,CZ06,2,3.0
2006,NUTS,2010,CZ06,2,1.0
2007,NUTS,2010,CZ06,2,4.0
2008,NUTS,2010,CZ06,2,19.0
2009,NUTS,2010,CZ06,2,16.0
2010,NUTS,2010,CZ06,2,27.0
2011,NUTS,2010,CZ06,2,36.0
2012,NUTS,2010,CZ06,2,23.0
2013,NUTS,2010,CZ06,2,24.0
2014,NUTS,2010,CZ06,2,24.0
2015,NUTS,2010,CZ06,2,13.0
2016,NUTS,2010,CZ06,2,4.0
2017,NUTS,2010,CZ06,2,7.0
2018,NUTS,2010,CZ06,2,15.0
2019,NUTS,2010,CZ06,2,14.0
2020,NUTS,2010,CZ06,2,9.0
2001,NUTS,2010,CZ07,2,4.0
2002,NUTS,2010,CZ07,2,3.0
2003,NUTS,2010,CZ07,2,5.0
2004,NUTS,2010,CZ07,2,1.0
2005,NUTS,2010,CZ07,2,1.0
2006,NUTS,2010,CZ07,2,6.0
2007,NUTS,2010,CZ07,2,10.0
2008,NUTS,2010,CZ07,2,10.0
2009,NUTS,2010,CZ07,2,9.0
2010,NUTS,2010,CZ07,2,12.0
2011,NUTS,2010,CZ07,2,10.0
2012,NUTS,2010,CZ07,2,8.0
2013,NUTS,2010,CZ07,2,8.0
2014,NUTS,2010,CZ07,2,13.0
2015,NUTS,2010,CZ07,2,7.0
2016,NUTS,2010,CZ07,2,7.0
2017,NUTS,2010,CZ07,2,5.0
2018,NUTS,2010,CZ07,2,3.0
2019,NUTS,2010,CZ07,2,6.0
2020,NUTS,2010,CZ07,2,6.0
2001,NUTS,2010,CZ08,2,6.0
2002,NUTS,2010,CZ08,2,12.0
2003,NUTS,2010,CZ08,2,9.0
2004,NUTS,2010,CZ08,2,0.0
2005,NUTS,2010,CZ08,2,3.0
2006,NUTS,2010,CZ08,2,1.0
2007,NUTS,2010,CZ08,2,0.0
2008,NUTS,2010,CZ08,2,0.0
2009,NUTS,2010,CZ08,2,0.0
2010,NUTS,2010,CZ08,2,0.0
2011,NUTS,2010,CZ08,2,6.0
2012,NUTS,2010,CZ08,2,16.0
2013,NUTS,2010,CZ08,2,6.0
2014,NUTS,2010,CZ08,2,16.0
2015,NUTS,2010,CZ08,2,7.0
2016,NUTS,2010,CZ08,2,4.0
2017,NUTS,2010,CZ08,2,14.0
2018,NUTS,2010,CZ08,2,13.0
2019,NUTS,2010,CZ08,2,7.0
2020,NUTS,2010,CZ08,2,6.0
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
1981,NUTS,2010,DK,0,86.0
1982,NUTS,2010,DK,0,81.0
1983,NUTS,2010,DK,0,83.0
1984,NUTS,2010,DK,0,84.0
1985,NUTS,2010,DK,0,86.0
1986,NUTS,2010,DK,0,99.0
1987,NUTS,2010,DK,0,112.0
1988,NUTS,2010,DK,0,129.0
1989,NUTS,2010,DK,0,146.0
1990,NUTS,2010,DK,0,164.0
1991,NUTS,2010,DK,0,183.0
1992,NUTS,2010,DK,0,168.0
1993,NUTS,2010,DK,0,152.0
1995,NUTS,2010,DK,0,185.0
1996,NUTS,2010,DK,0,179.0
1997,NUTS,2010,DK,0,173.0
1999,NUTS,2010,DK,0,223.0
2000,NUTS,2010,DK,0,184.0
2001,NUTS,2010,DK,0,186.0
2002,NUTS,2010,DK,0,152.0
2003,NUTS,2010,DK,0,142.0
2004,NUTS,2010,DK,0,157.0
2005,NUTS,2010,DK,0,208.0
2006,NUTS,2010,DK,0,193.0
2007,NUTS,2010,DK,0,184.0
2008,NUTS,2010,DK,0,188.0
2009,NUTS,2010,DK,0,185.0
2010,NUTS,2010,DK,0,195.0
2011,NUTS,2010,DK,0,192.0
2012,NUTS,2010,DK,0,198.0
2013,NUTS,2010,DK,0,194.0
