year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_t_fte_rse
2012,NUTS,2010,HR0,1,1965.0
2013,NUTS,2010,HR0,1,1945.0
2014,NUTS,2010,HR0,1,1857.0
2015,NUTS,2010,HR0,1,1756.0
2016,NUTS,2010,HR0,1,1723.0
2017,NUTS,2010,HR0,1,1798.0
2018,NUTS,2010,HR0,1,1874.0
2019,NUTS,2010,HR0,1,1874.0
2020,NUTS,2010,HR0,1,2092.0
2008,NUTS,2010,HR02,2,95.0
2009,NUTS,2010,HR02,2,98.0
2010,NUTS,2010,HR02,2,99.0
2020,NUTS,2010,HR02,2,94.0
2008,NUTS,2010,HR03,2,129.0
2009,NUTS,2010,HR03,2,137.0
2010,NUTS,2010,HR03,2,137.0
2011,NUTS,2010,HR03,2,136.0
2012,NUTS,2010,HR03,2,145.0
2013,NUTS,2010,HR03,2,140.0
2014,NUTS,2010,HR03,2,114.0
2015,NUTS,2010,HR03,2,108.0
2016,NUTS,2010,HR03,2,155.0
2017,NUTS,2010,HR03,2,157.0
2018,NUTS,2010,HR03,2,168.0
2019,NUTS,2010,HR03,2,203.0
2020,NUTS,2010,HR03,2,226.0
2008,NUTS,2010,HR04,2,1760.0
2009,NUTS,2010,HR04,2,1893.0
2010,NUTS,2010,HR04,2,1959.0
2011,NUTS,2010,HR04,2,1911.0
2012,NUTS,2010,HR04,2,1820.0
2013,NUTS,2010,HR04,2,1805.0
2014,NUTS,2010,HR04,2,1744.0
2015,NUTS,2010,HR04,2,1648.0
2016,NUTS,2010,HR04,2,1568.0
2017,NUTS,2010,HR04,2,1641.0
2018,NUTS,2010,HR04,2,1707.0
2019,NUTS,2010,HR04,2,1670.0
2020,NUTS,2010,HR05,2,1737.0
2020,NUTS,2010,HR06,2,35.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
1980,NUTS,2010,HU,0,5641.0
1981,NUTS,2010,HU,0,5004.0
1982,NUTS,2010,HU,0,5009.0
1983,NUTS,2010,HU,0,5081.0
1984,NUTS,2010,HU,0,5564.0
1985,NUTS,2010,HU,0,4963.0
1986,NUTS,2010,HU,0,5020.0
1987,NUTS,2010,HU,0,5039.0
1988,NUTS,2010,HU,0,4933.0
1989,NUTS,2010,HU,0,4887.0
1990,NUTS,2010,HU,0,4717.0
1991,NUTS,2010,HU,0,4204.0
1992,NUTS,2010,HU,0,3833.0
1993,NUTS,2010,HU,0,3769.0
1994,NUTS,2010,HU,0,3833.0
1995,NUTS,2010,HU,0,3529.0
1996,NUTS,2010,HU,0,3925.0
1997,NUTS,2010,HU,0,3911.0
1998,NUTS,2010,HU,0,4289.0
1999,NUTS,2010,HU,0,4550.0
2000,NUTS,2010,HU,0,4653.0
2001,NUTS,2010,HU,0,4657.0
2002,NUTS,2010,HU,0,4622.0
2003,NUTS,2010,HU,0,4741.0
2004,NUTS,2010,HU,0,4693.0
2005,NUTS,2010,HU,0,4959.0
2006,NUTS,2010,HU,0,5226.0
2007,NUTS,2010,HU,0,4572.0
2008,NUTS,2010,HU,0,4720.0
2009,NUTS,2010,HU,0,4928.0
2010,NUTS,2010,HU,0,5027.0
2011,NUTS,2010,HU,0,5271.0
2012,NUTS,2010,HU,0,4674.0
2013,NUTS,2010,HU,0,4782.0
2014,NUTS,2010,HU,0,4776.0
2015,NUTS,2010,HU,0,4680.0
2016,NUTS,2010,HU,0,4965.0
2017,NUTS,2010,HU,0,4867.0
2018,NUTS,2010,HU,0,6592.0
2019,NUTS,2010,HU,0,6495.0
2020,NUTS,2010,HU,0,6848.0
1999,NUTS,2010,HU1,1,3740.0
2000,NUTS,2010,HU1,1,3814.0
2001,NUTS,2010,HU1,1,3780.0
2002,NUTS,2010,HU1,1,3774.0
2003,NUTS,2010,HU1,1,3902.0
2004,NUTS,2010,HU1,1,3893.0
2005,NUTS,2010,HU1,1,4131.0
2006,NUTS,2010,HU1,1,4284.0
2007,NUTS,2010,HU1,1,3658.0
2008,NUTS,2010,HU1,1,3924.0
2009,NUTS,2010,HU1,1,3995.0
2010,NUTS,2010,HU1,1,4121.0
2011,NUTS,2010,HU1,1,4328.0
2012,NUTS,2010,HU1,1,3736.0
2013,NUTS,2010,HU1,1,3689.0
2014,NUTS,2010,HU1,1,3663.0
2015,NUTS,2010,HU1,1,3595.0
2016,NUTS,2010,HU1,1,3892.0
2017,NUTS,2010,HU1,1,3838.0
2018,NUTS,2010,HU1,1,5126.0
2019,NUTS,2010,HU1,1,5183.0
1999,NUTS,2010,HU10,2,3740.0
2000,NUTS,2010,HU10,2,3814.0
2001,NUTS,2010,HU10,2,3780.0
2002,NUTS,2010,HU10,2,3774.0
2003,NUTS,2010,HU10,2,3902.0
2004,NUTS,2010,HU10,2,3893.0
2005,NUTS,2010,HU10,2,4131.0
2006,NUTS,2010,HU10,2,4284.0
2007,NUTS,2010,HU10,2,3658.0
2008,NUTS,2010,HU10,2,3924.0
2009,NUTS,2010,HU10,2,3995.0
2010,NUTS,2010,HU10,2,4121.0
2011,NUTS,2010,HU10,2,4328.0
2012,NUTS,2010,HU10,2,3736.0
2013,NUTS,2010,HU10,2,3689.0
2014,NUTS,2010,HU10,2,3663.0
2015,NUTS,2010,HU10,2,3595.0
2016,NUTS,2010,HU10,2,3892.0
2017,NUTS,2010,HU11,2,3467.0
2018,NUTS,2010,HU11,2,4769.0
2019,NUTS,2010,HU11,2,4802.0
2017,NUTS,2010,HU12,2,371.0
2018,NUTS,2010,HU12,2,357.0
2019,NUTS,2010,HU12,2,381.0
1999,NUTS,2010,HU2,1,268.0
2000,NUTS,2010,HU2,1,304.0
2001,NUTS,2010,HU2,1,354.0
2002,NUTS,2010,HU2,1,302.0
2003,NUTS,2010,HU2,1,316.0
2004,NUTS,2010,HU2,1,320.0
2005,NUTS,2010,HU2,1,332.0
2006,NUTS,2010,HU2,1,411.0
2007,NUTS,2010,HU2,1,376.0
2008,NUTS,2010,HU2,1,339.0
2009,NUTS,2010,HU2,1,408.0
2010,NUTS,2010,HU2,1,398.0
2011,NUTS,2010,HU2,1,405.0
2012,NUTS,2010,HU2,1,460.0
2013,NUTS,2010,HU2,1,679.0
2014,NUTS,2010,HU2,1,696.0
2015,NUTS,2010,HU2,1,693.0
2016,NUTS,2010,HU2,1,695.0
2017,NUTS,2010,HU2,1,675.0
2018,NUTS,2010,HU2,1,753.0
2019,NUTS,2010,HU2,1,691.0
1999,NUTS,2010,HU21,2,113.0
2000,NUTS,2010,HU21,2,146.0
2001,NUTS,2010,HU21,2,148.0
2002,NUTS,2010,HU21,2,148.0
2003,NUTS,2010,HU21,2,126.0
2004,NUTS,2010,HU21,2,128.0
2005,NUTS,2010,HU21,2,146.0
2006,NUTS,2010,HU21,2,175.0
2007,NUTS,2010,HU21,2,155.0
2008,NUTS,2010,HU21,2,137.0
2009,NUTS,2010,HU21,2,176.0
2010,NUTS,2010,HU21,2,161.0
2011,NUTS,2010,HU21,2,184.0
2012,NUTS,2010,HU21,2,323.0
2013,NUTS,2010,HU21,2,382.0
2014,NUTS,2010,HU21,2,385.0
2015,NUTS,2010,HU21,2,394.0
2016,NUTS,2010,HU21,2,396.0
2017,NUTS,2010,HU21,2,401.0
2018,NUTS,2010,HU21,2,542.0
2019,NUTS,2010,HU21,2,494.0
1999,NUTS,2010,HU22,2,68.0
2000,NUTS,2010,HU22,2,67.0
2001,NUTS,2010,HU22,2,109.0
2002,NUTS,2010,HU22,2,75.0
2003,NUTS,2010,HU22,2,94.0
2004,NUTS,2010,HU22,2,97.0
2005,NUTS,2010,HU22,2,97.0
2006,NUTS,2010,HU22,2,133.0
2007,NUTS,2010,HU22,2,110.0
2008,NUTS,2010,HU22,2,107.0
2009,NUTS,2010,HU22,2,119.0
2010,NUTS,2010,HU22,2,107.0
2011,NUTS,2010,HU22,2,106.0
2012,NUTS,2010,HU22,2,113.0
2013,NUTS,2010,HU22,2,156.0
2014,NUTS,2010,HU22,2,137.0
2015,NUTS,2010,HU22,2,144.0
2016,NUTS,2010,HU22,2,151.0
2017,NUTS,2010,HU22,2,121.0
2018,NUTS,2010,HU22,2,207.0
2019,NUTS,2010,HU22,2,190.0
1999,NUTS,2010,HU23,2,87.0
2000,NUTS,2010,HU23,2,91.0
2001,NUTS,2010,HU23,2,97.0
2002,NUTS,2010,HU23,2,79.0
2003,NUTS,2010,HU23,2,96.0
2004,NUTS,2010,HU23,2,95.0
2005,NUTS,2010,HU23,2,89.0
2006,NUTS,2010,HU23,2,103.0
2007,NUTS,2010,HU23,2,111.0
2008,NUTS,2010,HU23,2,95.0
2009,NUTS,2010,HU23,2,113.0
2010,NUTS,2010,HU23,2,130.0
2011,NUTS,2010,HU23,2,115.0
2012,NUTS,2010,HU23,2,24.0
2013,NUTS,2010,HU23,2,141.0
2014,NUTS,2010,HU23,2,174.0
2015,NUTS,2010,HU23,2,155.0
2016,NUTS,2010,HU23,2,148.0
2017,NUTS,2010,HU23,2,153.0
2018,NUTS,2010,HU23,2,4.0
2019,NUTS,2010,HU23,2,7.0
1999,NUTS,2010,HU3,1,542.0
2000,NUTS,2010,HU3,1,535.0
2001,NUTS,2010,HU3,1,523.0
2002,NUTS,2010,HU3,1,546.0
2003,NUTS,2010,HU3,1,523.0
2004,NUTS,2010,HU3,1,480.0
2005,NUTS,2010,HU3,1,496.0
2006,NUTS,2010,HU3,1,531.0
2007,NUTS,2010,HU3,1,538.0
2008,NUTS,2010,HU3,1,457.0
2009,NUTS,2010,HU3,1,525.0
2010,NUTS,2010,HU3,1,508.0
2011,NUTS,2010,HU3,1,538.0
2012,NUTS,2010,HU3,1,478.0
2013,NUTS,2010,HU3,1,414.0
2014,NUTS,2010,HU3,1,417.0
2015,NUTS,2010,HU3,1,392.0
2016,NUTS,2010,HU3,1,378.0
2017,NUTS,2010,HU3,1,354.0
2018,NUTS,2010,HU3,1,713.0
2019,NUTS,2010,HU3,1,621.0
1999,NUTS,2010,HU31,2,14.0
2000,NUTS,2010,HU31,2,38.0
2001,NUTS,2010,HU31,2,38.0
2002,NUTS,2010,HU31,2,36.0
2003,NUTS,2010,HU31,2,28.0
2004,NUTS,2010,HU31,2,26.0
2005,NUTS,2010,HU31,2,30.0
2006,NUTS,2010,HU31,2,34.0
2007,NUTS,2010,HU31,2,38.0
2008,NUTS,2010,HU31,2,24.0
2009,NUTS,2010,HU31,2,44.0
2010,NUTS,2010,HU31,2,48.0
2011,NUTS,2010,HU31,2,49.0
2012,NUTS,2010,HU31,2,14.0
2013,NUTS,2010,HU31,2,17.0
2014,NUTS,2010,HU31,2,10.0
2015,NUTS,2010,HU31,2,9.0
2016,NUTS,2010,HU31,2,7.0
2017,NUTS,2010,HU31,2,10.0
2018,NUTS,2010,HU31,2,5.0
2019,NUTS,2010,HU31,2,28.0
1999,NUTS,2010,HU32,2,195.0
2000,NUTS,2010,HU32,2,156.0
2001,NUTS,2010,HU32,2,155.0
2002,NUTS,2010,HU32,2,193.0
2003,NUTS,2010,HU32,2,162.0
2004,NUTS,2010,HU32,2,150.0
2005,NUTS,2010,HU32,2,158.0
2006,NUTS,2010,HU32,2,180.0
2007,NUTS,2010,HU32,2,160.0
2008,NUTS,2010,HU32,2,139.0
2009,NUTS,2010,HU32,2,172.0
2010,NUTS,2010,HU32,2,153.0
2011,NUTS,2010,HU32,2,175.0
2012,NUTS,2010,HU32,2,182.0
2013,NUTS,2010,HU32,2,129.0
2014,NUTS,2010,HU32,2,176.0
2015,NUTS,2010,HU32,2,173.0
2016,NUTS,2010,HU32,2,164.0
2017,NUTS,2010,HU32,2,128.0
2018,NUTS,2010,HU32,2,159.0
2019,NUTS,2010,HU32,2,153.0
1999,NUTS,2010,HU33,2,333.0
2000,NUTS,2010,HU33,2,341.0
2001,NUTS,2010,HU33,2,330.0
2002,NUTS,2010,HU33,2,317.0
2003,NUTS,2010,HU33,2,333.0
2004,NUTS,2010,HU33,2,304.0
2005,NUTS,2010,HU33,2,308.0
2006,NUTS,2010,HU33,2,317.0
2007,NUTS,2010,HU33,2,340.0
2008,NUTS,2010,HU33,2,294.0
2009,NUTS,2010,HU33,2,309.0
2010,NUTS,2010,HU33,2,307.0
2011,NUTS,2010,HU33,2,314.0
2012,NUTS,2010,HU33,2,282.0
2013,NUTS,2010,HU33,2,268.0
2014,NUTS,2010,HU33,2,231.0
2015,NUTS,2010,HU33,2,210.0
2016,NUTS,2010,HU33,2,207.0
2017,NUTS,2010,HU33,2,216.0
2018,NUTS,2010,HU33,2,549.0
2019,NUTS,2010,HU33,2,440.0
1981,NUTS,2010,IE,0,639.0
1982,NUTS,2010,IE,0,681.0
1983,NUTS,2010,IE,0,666.0
1984,NUTS,2010,IE,0,633.0
1985,NUTS,2010,IE,0,618.0
1986,NUTS,2010,IE,0,605.0
1987,NUTS,2010,IE,0,551.0
1988,NUTS,2010,IE,0,497.0
1989,NUTS,2010,IE,0,443.0
1990,NUTS,2010,IE,0,395.0
1991,NUTS,2010,IE,0,353.0
1992,NUTS,2010,IE,0,251.0
1993,NUTS,2010,IE,0,261.0
1994,NUTS,2010,IE,0,291.0
1995,NUTS,2010,IE,0,283.0
1996,NUTS,2010,IE,0,314.0
1997,NUTS,2010,IE,0,302.0
1998,NUTS,2010,IE,0,310.0
1999,NUTS,2010,IE,0,300.0
2000,NUTS,2010,IE,0,737.0
2001,NUTS,2010,IE,0,505.0
2002,NUTS,2010,IE,0,587.0
2003,NUTS,2010,IE,0,553.0
2004,NUTS,2010,IE,0,559.0
2005,NUTS,2010,IE,0,419.0
2006,NUTS,2010,IE,0,485.0
2007,NUTS,2010,IE,0,523.0
2008,NUTS,2010,IE,0,537.0
2009,NUTS,2010,IE,0,520.0
2010,NUTS,2010,IE,0,562.0
2011,NUTS,2010,IE,0,547.0
2012,NUTS,2010,IE,0,495.0
2013,NUTS,2010,IE,0,437.0
2014,NUTS,2010,IE,0,461.0
2015,NUTS,2010,IE,0,494.0
2016,NUTS,2010,IE,0,504.0
2017,NUTS,2010,IE,0,580.0
2018,NUTS,2010,IE,0,652.0
2019,NUTS,2010,IE,0,635.0
2020,NUTS,2010,IE,0,641.0
1981,NUTS,2010,IE0,1,639.0
1982,NUTS,2010,IE0,1,681.0
1983,NUTS,2010,IE0,1,666.0
1984,NUTS,2010,IE0,1,633.0
1985,NUTS,2010,IE0,1,618.0
1986,NUTS,2010,IE0,1,605.0
1987,NUTS,2010,IE0,1,551.0
1988,NUTS,2010,IE0,1,497.0
1989,NUTS,2010,IE0,1,443.0
1990,NUTS,2010,IE0,1,395.0
1991,NUTS,2010,IE0,1,353.0
1992,NUTS,2010,IE0,1,251.0
1993,NUTS,2010,IE0,1,261.0
1994,NUTS,2010,IE0,1,291.0
1995,NUTS,2010,IE0,1,283.0
1996,NUTS,2010,IE0,1,314.0
1997,NUTS,2010,IE0,1,302.0
1998,NUTS,2010,IE0,1,310.0
1999,NUTS,2010,IE0,1,300.0
2000,NUTS,2010,IE0,1,737.0
2001,NUTS,2010,IE0,1,767.0
2002,NUTS,2010,IE0,1,587.0
2003,NUTS,2010,IE0,1,553.0
2004,NUTS,2010,IE0,1,559.0
2005,NUTS,2010,IE0,1,419.0
2006,NUTS,2010,IE0,1,485.0
2007,NUTS,2010,IE0,1,523.0
2008,NUTS,2010,IE0,1,537.0
2009,NUTS,2010,IE0,1,520.0
2010,NUTS,2010,IE0,1,562.0
2011,NUTS,2010,IE0,1,547.0
2012,NUTS,2010,IE0,1,495.0
2013,NUTS,2010,IE0,1,437.0
2015,NUTS,2010,IE0,1,494.0
2017,NUTS,2010,IE0,1,580.0
2002,NUTS,2010,IE01,2,50.0
2003,NUTS,2010,IE01,2,40.0
2004,NUTS,2010,IE01,2,32.0
2005,NUTS,2010,IE01,2,42.0
2006,NUTS,2010,IE01,2,59.0
2007,NUTS,2010,IE01,2,78.0
2008,NUTS,2010,IE01,2,81.0
2009,NUTS,2010,IE01,2,78.0
2010,NUTS,2010,IE01,2,84.0
2011,NUTS,2010,IE01,2,82.0
2012,NUTS,2010,IE01,2,74.0
2013,NUTS,2010,IE01,2,66.0
2015,NUTS,2010,IE01,2,18.0
2017,NUTS,2010,IE01,2,56.0
2002,NUTS,2010,IE02,2,537.0
2003,NUTS,2010,IE02,2,513.0
2004,NUTS,2010,IE02,2,527.0
2005,NUTS,2010,IE02,2,379.0
2006,NUTS,2010,IE02,2,426.0
2007,NUTS,2010,IE02,2,445.0
2008,NUTS,2010,IE02,2,456.0
2009,NUTS,2010,IE02,2,442.0
2010,NUTS,2010,IE02,2,478.0
2011,NUTS,2010,IE02,2,465.0
2012,NUTS,2010,IE02,2,421.0
2013,NUTS,2010,IE02,2,371.0
2015,NUTS,2010,IE02,2,476.0
2017,NUTS,2010,IE02,2,525.0
2002,NUTS,2010,IEZ,1,0.0
2003,NUTS,2010,IEZ,1,0.0
2004,NUTS,2010,IEZ,1,0.0
2005,NUTS,2010,IEZ,1,0.0
2006,NUTS,2010,IEZ,1,0.0
2007,NUTS,2010,IEZ,1,0.0
2008,NUTS,2010,IEZ,1,0.0
2009,NUTS,2010,IEZ,1,0.0
2010,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2002,NUTS,2010,IEZZ,2,0.0
2003,NUTS,2010,IEZZ,2,0.0
2004,NUTS,2010,IEZZ,2,0.0
2005,NUTS,2010,IEZZ,2,0.0
2006,NUTS,2010,IEZZ,2,0.0
2007,NUTS,2010,IEZZ,2,0.0
2008,NUTS,2010,IEZZ,2,0.0
2009,NUTS,2010,IEZZ,2,0.0
2010,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
1981,NUTS,2010,IS,0,174.0
1983,NUTS,2010,IS,0,200.0
1985,NUTS,2010,IS,0,199.0
1987,NUTS,2010,IS,0,225.0
1989,NUTS,2010,IS,0,297.0
1990,NUTS,2010,IS,0,293.0
1991,NUTS,2010,IS,0,290.0
1992,NUTS,2010,IS,0,286.0
1993,NUTS,2010,IS,0,320.0
1994,NUTS,2010,IS,0,330.0
1995,NUTS,2010,IS,0,324.0
1996,NUTS,2010,IS,0,350.0
1997,NUTS,2010,IS,0,390.0
1998,NUTS,2010,IS,0,401.0
1999,NUTS,2010,IS,0,422.0
2001,NUTS,2010,IS,0,424.0
2003,NUTS,2010,IS,0,467.0
2005,NUTS,2010,IS,0,501.0
2006,NUTS,2010,IS,0,528.0
2007,NUTS,2010,IS,0,459.0
2008,NUTS,2010,IS,0,480.0
2009,NUTS,2010,IS,0,547.0
2011,NUTS,2010,IS,0,411.0
2013,NUTS,2010,IS,0,181.0
2015,NUTS,2010,IS,0,239.0
2016,NUTS,2010,IS,0,143.0
2017,NUTS,2010,IS,0,247.0
2018,NUTS,2010,IS,0,247.0
1981,NUTS,2010,IT,0,7849.0
1982,NUTS,2010,IT,0,9314.0
1983,NUTS,2010,IT,0,9737.0
1984,NUTS,2010,IT,0,10917.0
1985,NUTS,2010,IT,0,11348.0
1986,NUTS,2010,IT,0,11548.0
1987,NUTS,2010,IT,0,12535.0
1988,NUTS,2010,IT,0,13942.0
1989,NUTS,2010,IT,0,13981.0
1990,NUTS,2010,IT,0,14501.0
1991,NUTS,2010,IT,0,12654.0
1992,NUTS,2010,IT,0,13117.0
1993,NUTS,2010,IT,0,13298.0
1994,NUTS,2010,IT,0,13587.0
1995,NUTS,2010,IT,0,13916.0
1996,NUTS,2010,IT,0,13637.0
1997,NUTS,2010,IT,0,13685.0
1998,NUTS,2010,IT,0,13615.0
1999,NUTS,2010,IT,0,13697.0
2000,NUTS,2010,IT,0,14315.0
2001,NUTS,2010,IT,0,13006.0
2002,NUTS,2010,IT,0,13565.0
2003,NUTS,2010,IT,0,13976.0
2004,NUTS,2010,IT,0,14237.0
2005,NUTS,2010,IT,0,14454.0
2006,NUTS,2010,IT,0,16590.0
2007,NUTS,2010,IT,0,17291.0
2008,NUTS,2010,IT,0,15555.0
2009,NUTS,2010,IT,0,16678.0
2010,NUTS,2010,IT,0,17496.0
2011,NUTS,2010,IT,0,18780.0
2012,NUTS,2010,IT,0,20499.0
2013,NUTS,2010,IT,0,21313.0
2014,NUTS,2010,IT,0,21045.0
2015,NUTS,2010,IT,0,21592.0
2016,NUTS,2010,IT,0,21711.0
2017,NUTS,2010,IT,0,22118.0
2018,NUTS,2010,IT,0,22694.0
2019,NUTS,2010,IT,0,23276.0
2020,NUTS,2010,IT,0,22787.0
2000,NUTS,2010,ITC,1,3662.0
2003,NUTS,2010,ITC,1,2068.0
2004,NUTS,2010,ITC,1,2254.0
2005,NUTS,2010,ITC,1,2221.0
2007,NUTS,2010,ITC,1,2614.0
2008,NUTS,2010,ITC,1,2391.0
2009,NUTS,2010,ITC,1,2780.0
2010,NUTS,2010,ITC,1,3155.0
2011,NUTS,2010,ITC,1,3074.0
2012,NUTS,2010,ITC,1,3518.0
2013,NUTS,2010,ITC,1,3612.0
2014,NUTS,2010,ITC,1,3628.0
2015,NUTS,2010,ITC,1,3870.0
2016,NUTS,2010,ITC,1,3843.0
2017,NUTS,2010,ITC,1,3825.0
2018,NUTS,2010,ITC,1,4056.0
2019,NUTS,2010,ITC,1,4284.0
2000,NUTS,2010,ITC1,2,512.0
2003,NUTS,2010,ITC1,2,410.0
2004,NUTS,2010,ITC1,2,541.0
2005,NUTS,2010,ITC1,2,469.0
2007,NUTS,2010,ITC1,2,604.0
2008,NUTS,2010,ITC1,2,408.0
2009,NUTS,2010,ITC1,2,514.0
2010,NUTS,2010,ITC1,2,576.0
2011,NUTS,2010,ITC1,2,537.0
2012,NUTS,2010,ITC1,2,660.0
2013,NUTS,2010,ITC1,2,691.0
2014,NUTS,2010,ITC1,2,643.0
2015,NUTS,2010,ITC1,2,759.0
2016,NUTS,2010,ITC1,2,732.0
2017,NUTS,2010,ITC1,2,764.0
2018,NUTS,2010,ITC1,2,865.0
2019,NUTS,2010,ITC1,2,775.0
2000,NUTS,2010,ITC2,2,6.0
2003,NUTS,2010,ITC2,2,16.0
2004,NUTS,2010,ITC2,2,15.0
2005,NUTS,2010,ITC2,2,11.0
2007,NUTS,2010,ITC2,2,35.0
2008,NUTS,2010,ITC2,2,5.0
2009,NUTS,2010,ITC2,2,26.0
2010,NUTS,2010,ITC2,2,15.0
2011,NUTS,2010,ITC2,2,38.0
2012,NUTS,2010,ITC2,2,32.0
2013,NUTS,2010,ITC2,2,31.0
2014,NUTS,2010,ITC2,2,24.0
2015,NUTS,2010,ITC2,2,25.0
2016,NUTS,2010,ITC2,2,20.0
2017,NUTS,2010,ITC2,2,39.0
2018,NUTS,2010,ITC2,2,26.0
2019,NUTS,2010,ITC2,2,31.0
2000,NUTS,2010,ITC3,2,573.0
2003,NUTS,2010,ITC3,2,452.0
2004,NUTS,2010,ITC3,2,420.0
2005,NUTS,2010,ITC3,2,419.0
2007,NUTS,2010,ITC3,2,693.0
2008,NUTS,2010,ITC3,2,696.0
2009,NUTS,2010,ITC3,2,795.0
2010,NUTS,2010,ITC3,2,770.0
2011,NUTS,2010,ITC3,2,598.0
2012,NUTS,2010,ITC3,2,824.0
2013,NUTS,2010,ITC3,2,878.0
2014,NUTS,2010,ITC3,2,933.0
2015,NUTS,2010,ITC3,2,997.0
2016,NUTS,2010,ITC3,2,979.0
2017,NUTS,2010,ITC3,2,1011.0
2018,NUTS,2010,ITC3,2,1117.0
2019,NUTS,2010,ITC3,2,1233.0
2000,NUTS,2010,ITC4,2,2571.0
2003,NUTS,2010,ITC4,2,1190.0
2004,NUTS,2010,ITC4,2,1278.0
2005,NUTS,2010,ITC4,2,1322.0
2007,NUTS,2010,ITC4,2,1282.0
2008,NUTS,2010,ITC4,2,1282.0
2009,NUTS,2010,ITC4,2,1445.0
2010,NUTS,2010,ITC4,2,1794.0
2011,NUTS,2010,ITC4,2,1902.0
2012,NUTS,2010,ITC4,2,2003.0
2013,NUTS,2010,ITC4,2,2013.0
2014,NUTS,2010,ITC4,2,2029.0
2015,NUTS,2010,ITC4,2,2088.0
2016,NUTS,2010,ITC4,2,2113.0
2017,NUTS,2010,ITC4,2,2011.0
2018,NUTS,2010,ITC4,2,2048.0
2019,NUTS,2010,ITC4,2,2245.0
2000,NUTS,2010,ITF,1,1524.0
2003,NUTS,2010,ITF,1,1598.0
2004,NUTS,2010,ITF,1,1732.0
2005,NUTS,2010,ITF,1,1712.0
2007,NUTS,2010,ITF,1,2099.0
2008,NUTS,2010,ITF,1,2374.0
2009,NUTS,2010,ITF,1,2414.0
2010,NUTS,2010,ITF,1,2351.0
2011,NUTS,2010,ITF,1,2608.0
2012,NUTS,2010,ITF,1,2922.0
2013,NUTS,2010,ITF,1,3193.0
2014,NUTS,2010,ITF,1,3334.0
2015,NUTS,2010,ITF,1,3616.0
2016,NUTS,2010,ITF,1,3381.0
2017,NUTS,2010,ITF,1,3485.0
2018,NUTS,2010,ITF,1,3470.0
2019,NUTS,2010,ITF,1,3661.0
2000,NUTS,2010,ITF1,2,88.0
2003,NUTS,2010,ITF1,2,83.0
2004,NUTS,2010,ITF1,2,102.0
2005,NUTS,2010,ITF1,2,100.0
2007,NUTS,2010,ITF1,2,93.0
2008,NUTS,2010,ITF1,2,76.0
2009,NUTS,2010,ITF1,2,86.0
2010,NUTS,2010,ITF1,2,77.0
2011,NUTS,2010,ITF1,2,77.0
2012,NUTS,2010,ITF1,2,109.0
2013,NUTS,2010,ITF1,2,132.0
2014,NUTS,2010,ITF1,2,192.0
2015,NUTS,2010,ITF1,2,223.0
2016,NUTS,2010,ITF1,2,227.0
2017,NUTS,2010,ITF1,2,243.0
2018,NUTS,2010,ITF1,2,259.0
2019,NUTS,2010,ITF1,2,272.0
2000,NUTS,2010,ITF2,2,4.0
2003,NUTS,2010,ITF2,2,15.0
2004,NUTS,2010,ITF2,2,20.0
2005,NUTS,2010,ITF2,2,22.0
2007,NUTS,2010,ITF2,2,29.0
2008,NUTS,2010,ITF2,2,12.0
2009,NUTS,2010,ITF2,2,19.0
2010,NUTS,2010,ITF2,2,14.0
2011,NUTS,2010,ITF2,2,7.0
2012,NUTS,2010,ITF2,2,5.0
2013,NUTS,2010,ITF2,2,7.0
2014,NUTS,2010,ITF2,2,5.0
2015,NUTS,2010,ITF2,2,17.0
2016,NUTS,2010,ITF2,2,15.0
2017,NUTS,2010,ITF2,2,7.0
2018,NUTS,2010,ITF2,2,10.0
2019,NUTS,2010,ITF2,2,15.0
2000,NUTS,2010,ITF3,2,760.0
2003,NUTS,2010,ITF3,2,844.0
2004,NUTS,2010,ITF3,2,954.0
2005,NUTS,2010,ITF3,2,898.0
2007,NUTS,2010,ITF3,2,1121.0
2008,NUTS,2010,ITF3,2,1313.0
2009,NUTS,2010,ITF3,2,1374.0
2010,NUTS,2010,ITF3,2,1200.0
2011,NUTS,2010,ITF3,2,1400.0
2012,NUTS,2010,ITF3,2,1601.0
2013,NUTS,2010,ITF3,2,1740.0
2014,NUTS,2010,ITF3,2,1748.0
2015,NUTS,2010,ITF3,2,1850.0
2016,NUTS,2010,ITF3,2,1763.0
2017,NUTS,2010,ITF3,2,1781.0
2018,NUTS,2010,ITF3,2,1757.0
2019,NUTS,2010,ITF3,2,1865.0
2000,NUTS,2010,ITF4,2,453.0
2003,NUTS,2010,ITF4,2,481.0
2004,NUTS,2010,ITF4,2,462.0
2005,NUTS,2010,ITF4,2,487.0
2007,NUTS,2010,ITF4,2,496.0
2008,NUTS,2010,ITF4,2,611.0
2009,NUTS,2010,ITF4,2,625.0
