year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mhab_cte
1995,NUTS,2010,FI,0,35.77
1996,NUTS,2010,FI,0,51.843
1997,NUTS,2010,FI,0,66.034
1998,NUTS,2010,FI,0,75.295
1999,NUTS,2010,FI,0,109.864
2000,NUTS,2010,FI,0,105.761
2001,NUTS,2010,FI,0,104.833
2002,NUTS,2010,FI,0,98.687
2003,NUTS,2010,FI,0,91.209
2004,NUTS,2010,FI,0,99.432
2005,NUTS,2010,FI,0,90.454
2006,NUTS,2010,FI,0,75.687
2007,NUTS,2010,FI,0,62.489
2008,NUTS,2010,FI,0,53.291
2009,NUTS,2010,FI,0,45.144
2010,NUTS,2010,FI,0,43.902
2011,NUTS,2010,FI,0,42.016
2012,NUTS,2010,FI,0,42.483
1990,NUTS,2010,FI1,1,7.408
1991,NUTS,2010,FI1,1,14.275
1992,NUTS,2010,FI1,1,19.45
1993,NUTS,2010,FI1,1,19.793
1994,NUTS,2010,FI1,1,32.879
1995,NUTS,2010,FI1,1,35.701
1996,NUTS,2010,FI1,1,51.706
1997,NUTS,2010,FI1,1,66.361
1998,NUTS,2010,FI1,1,75.668
1999,NUTS,2010,FI1,1,109.6
2000,NUTS,2010,FI1,1,106.095
2001,NUTS,2010,FI1,1,105.26
2002,NUTS,2010,FI1,1,99.135
2003,NUTS,2010,FI1,1,91.575
2004,NUTS,2010,FI1,1,99.706
2005,NUTS,2010,FI1,1,90.914
2006,NUTS,2010,FI1,1,76.027
2007,NUTS,2010,FI1,1,62.809
2008,NUTS,2010,FI1,1,53.249
2009,NUTS,2010,FI1,1,45.378
2010,NUTS,2010,FI1,1,44.037
2011,NUTS,2010,FI1,1,41.763
2012,NUTS,2010,FI1,1,42.364
1990,NUTS,2010,FI19,2,6.042
1991,NUTS,2010,FI19,2,13.022
1992,NUTS,2010,FI19,2,16.095
1993,NUTS,2010,FI19,2,9.552
1994,NUTS,2010,FI19,2,13.269
1995,NUTS,2010,FI19,2,28.184
1996,NUTS,2010,FI19,2,30.773
1997,NUTS,2010,FI19,2,39.428
1998,NUTS,2010,FI19,2,62.174
1999,NUTS,2010,FI19,2,92.631
2000,NUTS,2010,FI19,2,95.77
2001,NUTS,2010,FI19,2,103.382
2002,NUTS,2010,FI19,2,93.903
2003,NUTS,2010,FI19,2,91.398
2004,NUTS,2010,FI19,2,99.771
2005,NUTS,2010,FI19,2,91.779
2006,NUTS,2010,FI19,2,71.019
2007,NUTS,2010,FI19,2,45.386
2008,NUTS,2010,FI19,2,41.367
2009,NUTS,2010,FI19,2,39.982
2010,NUTS,2010,FI19,2,47.175
2011,NUTS,2010,FI19,2,40.528
2012,NUTS,2010,FI19,2,40.512
1990,NUTS,2010,FI193,3,7.802
1992,NUTS,2010,FI193,3,30.788
1993,NUTS,2010,FI193,3,7.661
1995,NUTS,2010,FI193,3,27.296
1996,NUTS,2010,FI193,3,13.309
1997,NUTS,2010,FI193,3,15.796
1998,NUTS,2010,FI193,3,24.56
1999,NUTS,2010,FI193,3,25.717
2000,NUTS,2010,FI193,3,23.272
2001,NUTS,2010,FI193,3,32.633
2002,NUTS,2010,FI193,3,29.041
2003,NUTS,2010,FI193,3,25.449
2004,NUTS,2010,FI193,3,27.818
2005,NUTS,2010,FI193,3,9.0
2006,NUTS,2010,FI193,3,4.006
2007,NUTS,2010,FI193,3,15.873
2009,NUTS,2010,FI193,3,9.494
2010,NUTS,2010,FI193,3,3.666
2011,NUTS,2010,FI193,3,2.448
2012,NUTS,2010,FI193,3,0.911
1998,NUTS,2010,FI194,3,2.517
1999,NUTS,2010,FI194,3,10.116
2001,NUTS,2010,FI194,3,2.556
2003,NUTS,2010,FI194,3,1.7
2004,NUTS,2010,FI194,3,1.701
2008,NUTS,2010,FI194,3,2.58
2010,NUTS,2010,FI194,3,5.167
2012,NUTS,2010,FI194,3,5.162
1992,NUTS,2010,FI195,3,1.444
1996,NUTS,2010,FI195,3,5.742
1997,NUTS,2010,FI195,3,1.434
2000,NUTS,2010,FI195,3,11.525
2002,NUTS,2010,FI195,3,5.778
2004,NUTS,2010,FI195,3,5.777
2005,NUTS,2010,FI195,3,21.622
2007,NUTS,2010,FI195,3,5.74
2010,NUTS,2010,FI195,3,24.458
1996,NUTS,2010,FI196,3,6.566
1999,NUTS,2010,FI196,3,4.219
2000,NUTS,2010,FI196,3,5.094
2001,NUTS,2010,FI196,3,3.548
2002,NUTS,2010,FI196,3,2.278
2003,NUTS,2010,FI196,3,4.314
2005,NUTS,2010,FI196,3,0.607
2009,NUTS,2010,FI196,3,0.439
2011,NUTS,2010,FI196,3,8.809
1990,NUTS,2010,FI197,3,13.753
1991,NUTS,2010,FI197,3,39.76
1992,NUTS,2010,FI197,3,29.817
1993,NUTS,2010,FI197,3,24.457
1994,NUTS,2010,FI197,3,40.366
1995,NUTS,2010,FI197,3,68.912
1996,NUTS,2010,FI197,3,78.801
1997,NUTS,2010,FI197,3,108.24
1998,NUTS,2010,FI197,3,169.739
1999,NUTS,2010,FI197,3,252.929
2000,NUTS,2010,FI197,3,261.734
2001,NUTS,2010,FI197,3,281.071
2002,NUTS,2010,FI197,3,253.248
2003,NUTS,2010,FI197,3,247.135
2004,NUTS,2010,FI197,3,266.675
2005,NUTS,2010,FI197,3,249.939
2006,NUTS,2010,FI197,3,200.465
2007,NUTS,2010,FI197,3,117.497
2008,NUTS,2010,FI197,3,115.645
2009,NUTS,2010,FI197,3,106.677
2010,NUTS,2010,FI197,3,118.901
2011,NUTS,2010,FI197,3,107.517
2012,NUTS,2010,FI197,3,109.996
1990,NUTS,2010,FI1B,2,5.468
1991,NUTS,2010,FI1B,2,11.905
1992,NUTS,2010,FI1B,2,25.575
1993,NUTS,2010,FI1B,2,29.981
1994,NUTS,2010,FI1B,2,70.593
1995,NUTS,2010,FI1B,2,66.343
1996,NUTS,2010,FI1B,2,111.209
1997,NUTS,2010,FI1B,2,141.248
1998,NUTS,2010,FI1B,2,154.841
1999,NUTS,2010,FI1B,2,234.744
2000,NUTS,2010,FI1B,2,208.065
2001,NUTS,2010,FI1B,2,213.678
2002,NUTS,2010,FI1B,2,203.951
2003,NUTS,2010,FI1B,2,169.014
2004,NUTS,2010,FI1B,2,192.913
2005,NUTS,2010,FI1B,2,163.888
2006,NUTS,2010,FI1B,2,146.211
2007,NUTS,2010,FI1B,2,121.326
2008,NUTS,2010,FI1B,2,102.425
2009,NUTS,2010,FI1B,2,80.879
2010,NUTS,2010,FI1B,2,77.25
2011,NUTS,2010,FI1B,2,69.444
2012,NUTS,2010,FI1B,2,70.624
1990,NUTS,2010,FI1B1,3,5.468
1991,NUTS,2010,FI1B1,3,11.905
1992,NUTS,2010,FI1B1,3,25.575
1993,NUTS,2010,FI1B1,3,29.981
1994,NUTS,2010,FI1B1,3,70.593
1995,NUTS,2010,FI1B1,3,66.343
1996,NUTS,2010,FI1B1,3,111.209
1997,NUTS,2010,FI1B1,3,141.248
1998,NUTS,2010,FI1B1,3,154.841
1999,NUTS,2010,FI1B1,3,234.744
2000,NUTS,2010,FI1B1,3,208.065
2001,NUTS,2010,FI1B1,3,213.678
2002,NUTS,2010,FI1B1,3,203.951
2003,NUTS,2010,FI1B1,3,169.014
2004,NUTS,2010,FI1B1,3,192.913
2005,NUTS,2010,FI1B1,3,163.888
2006,NUTS,2010,FI1B1,3,146.211
2007,NUTS,2010,FI1B1,3,121.326
2008,NUTS,2010,FI1B1,3,102.425
2009,NUTS,2010,FI1B1,3,80.879
2010,NUTS,2010,FI1B1,3,77.25
2011,NUTS,2010,FI1B1,3,69.444
2012,NUTS,2010,FI1B1,3,70.624
1990,NUTS,2010,FI1C,2,5.078
1991,NUTS,2010,FI1C,2,20.809
1992,NUTS,2010,FI1C,2,18.538
1993,NUTS,2010,FI1C,2,14.522
1994,NUTS,2010,FI1C,2,20.949
1995,NUTS,2010,FI1C,2,14.857
1996,NUTS,2010,FI1C,2,24.951
1997,NUTS,2010,FI1C,2,13.426
1998,NUTS,2010,FI1C,2,25.209
1999,NUTS,2010,FI1C,2,31.086
2000,NUTS,2010,FI1C,2,51.081
2001,NUTS,2010,FI1C,2,45.918
2002,NUTS,2010,FI1C,2,44.333
2003,NUTS,2010,FI1C,2,59.187
2004,NUTS,2010,FI1C,2,40.211
2005,NUTS,2010,FI1C,2,41.099
2006,NUTS,2010,FI1C,2,24.603
2007,NUTS,2010,FI1C,2,29.569
2008,NUTS,2010,FI1C,2,17.92
2009,NUTS,2010,FI1C,2,16.159
2010,NUTS,2010,FI1C,2,13.918
2011,NUTS,2010,FI1C,2,15.696
2012,NUTS,2010,FI1C,2,16.252
1990,NUTS,2010,FI1C1,3,13.383
1991,NUTS,2010,FI1C1,3,53.611
1992,NUTS,2010,FI1C1,3,44.082
1993,NUTS,2010,FI1C1,3,33.484
1994,NUTS,2010,FI1C1,3,49.093
1995,NUTS,2010,FI1C1,3,31.669
1996,NUTS,2010,FI1C1,3,64.81
1997,NUTS,2010,FI1C1,3,33.921
1998,NUTS,2010,FI1C1,3,61.004
1999,NUTS,2010,FI1C1,3,77.26
2000,NUTS,2010,FI1C1,3,116.398
2001,NUTS,2010,FI1C1,3,104.092
2002,NUTS,2010,FI1C1,3,95.728
2003,NUTS,2010,FI1C1,3,138.436
2004,NUTS,2010,FI1C1,3,86.663
2005,NUTS,2010,FI1C1,3,82.381
2006,NUTS,2010,FI1C1,3,49.76
2007,NUTS,2010,FI1C1,3,63.676
2008,NUTS,2010,FI1C1,3,42.222
2009,NUTS,2010,FI1C1,3,31.701
2010,NUTS,2010,FI1C1,3,29.854
2011,NUTS,2010,FI1C1,3,30.633
2012,NUTS,2010,FI1C1,3,29.494
1991,NUTS,2010,FI1C2,3,3.082
1992,NUTS,2010,FI1C2,3,6.118
1993,NUTS,2010,FI1C2,3,6.084
1994,NUTS,2010,FI1C2,3,9.104
1995,NUTS,2010,FI1C2,3,12.609
1997,NUTS,2010,FI1C2,3,2.001
1998,NUTS,2010,FI1C2,3,4.242
2000,NUTS,2010,FI1C2,3,19.432
2001,NUTS,2010,FI1C2,3,28.734
2002,NUTS,2010,FI1C2,3,39.998
2003,NUTS,2010,FI1C2,3,29.659
2004,NUTS,2010,FI1C2,3,20.702
2005,NUTS,2010,FI1C2,3,42.952
2006,NUTS,2010,FI1C2,3,26.606
2007,NUTS,2010,FI1C2,3,26.478
2008,NUTS,2010,FI1C2,3,4.083
2009,NUTS,2010,FI1C2,3,19.244
2010,NUTS,2010,FI1C2,3,12.944
2011,NUTS,2010,FI1C2,3,16.728
2012,NUTS,2010,FI1C2,3,28.933
1992,NUTS,2010,FI1C3,3,5.057
1993,NUTS,2010,FI1C3,3,5.042
1994,NUTS,2010,FI1C3,3,5.038
1995,NUTS,2010,FI1C3,3,5.039
2000,NUTS,2010,FI1C3,3,4.358
2001,NUTS,2010,FI1C3,3,2.027
2002,NUTS,2010,FI1C3,3,3.794
2004,NUTS,2010,FI1C3,3,5.039
2005,NUTS,2010,FI1C3,3,1.661
2007,NUTS,2010,FI1C3,3,1.255
2008,NUTS,2010,FI1C3,3,2.499
2009,NUTS,2010,FI1C3,3,2.489
2011,NUTS,2010,FI1C3,3,3.717
1998,NUTS,2010,FI1C4,3,5.247
2004,NUTS,2010,FI1C4,3,2.693
2005,NUTS,2010,FI1C4,3,10.779
2006,NUTS,2010,FI1C4,3,5.4
2009,NUTS,2010,FI1C4,3,0.93
1999,NUTS,2010,FI1C5,3,7.241
2000,NUTS,2010,FI1C5,3,14.558
2001,NUTS,2010,FI1C5,3,2.917
2004,NUTS,2010,FI1C5,3,12.252
2011,NUTS,2010,FI1C5,3,1.87
1990,NUTS,2010,FI1D,2,12.521
1991,NUTS,2010,FI1D,2,12.18
1992,NUTS,2010,FI1D,2,17.761
1993,NUTS,2010,FI1D,2,24.652
1994,NUTS,2010,FI1D,2,26.14
1995,NUTS,2010,FI1D,2,31.046
1996,NUTS,2010,FI1D,2,36.567
1997,NUTS,2010,FI1D,2,63.29
1998,NUTS,2010,FI1D,2,51.88
1999,NUTS,2010,FI1D,2,64.786
2000,NUTS,2010,FI1D,2,56.87
2001,NUTS,2010,FI1D,2,43.115
2002,NUTS,2010,FI1D,2,38.996
2003,NUTS,2010,FI1D,2,35.548
2004,NUTS,2010,FI1D,2,49.215
2005,NUTS,2010,FI1D,2,52.944
2006,NUTS,2010,FI1D,2,47.987
2007,NUTS,2010,FI1D,2,43.982
2008,NUTS,2010,FI1D,2,40.601
2009,NUTS,2010,FI1D,2,35.84
2010,NUTS,2010,FI1D,2,28.696
2011,NUTS,2010,FI1D,2,33.623
2012,NUTS,2010,FI1D,2,33.924
1997,NUTS,2010,FI1D1,3,5.837
1998,NUTS,2010,FI1D1,3,11.758
1999,NUTS,2010,FI1D1,3,8.894
2000,NUTS,2010,FI1D1,3,17.953
2007,NUTS,2010,FI1D1,3,12.54
2011,NUTS,2010,FI1D1,3,8.082
2012,NUTS,2010,FI1D1,3,6.505
1993,NUTS,2010,FI1D2,3,0.422
1994,NUTS,2010,FI1D2,3,1.228
1995,NUTS,2010,FI1D2,3,1.919
1996,NUTS,2010,FI1D2,3,1.269
1997,NUTS,2010,FI1D2,3,3.854
1998,NUTS,2010,FI1D2,3,3.869
2000,NUTS,2010,FI1D2,3,3.249
2001,NUTS,2010,FI1D2,3,8.867
2002,NUTS,2010,FI1D2,3,5.616
2005,NUTS,2010,FI1D2,3,5.974
2006,NUTS,2010,FI1D2,3,12.997
2008,NUTS,2010,FI1D2,3,8.036
2009,NUTS,2010,FI1D2,3,8.051
2012,NUTS,2010,FI1D2,3,4.03
1992,NUTS,2010,FI1D3,3,5.635
1999,NUTS,2010,FI1D3,3,0.633
2000,NUTS,2010,FI1D3,3,0.637
2002,NUTS,2010,FI1D3,3,1.171
2003,NUTS,2010,FI1D3,3,3.948
2004,NUTS,2010,FI1D3,3,5.913
2007,NUTS,2010,FI1D3,3,11.939
2009,NUTS,2010,FI1D3,3,6.019
2010,NUTS,2010,FI1D3,3,6.025
2005,NUTS,2010,FI1D4,3,11.633
2008,NUTS,2010,FI1D4,3,17.904
2000,NUTS,2010,FI1D5,3,4.828
2005,NUTS,2010,FI1D5,3,9.945
2008,NUTS,2010,FI1D5,3,2.946
1990,NUTS,2010,FI1D6,3,47.996
1991,NUTS,2010,FI1D6,3,46.491
1992,NUTS,2010,FI1D6,3,64.59
1993,NUTS,2010,FI1D6,3,92.888
1994,NUTS,2010,FI1D6,3,97.484
1995,NUTS,2010,FI1D6,3,114.754
1996,NUTS,2010,FI1D6,3,134.741
1997,NUTS,2010,FI1D6,3,227.625
1998,NUTS,2010,FI1D6,3,181.523
1999,NUTS,2010,FI1D6,3,227.893
2000,NUTS,2010,FI1D6,3,192.732
2001,NUTS,2010,FI1D6,3,147.044
2002,NUTS,2010,FI1D6,3,131.383
2003,NUTS,2010,FI1D6,3,119.442
2004,NUTS,2010,FI1D6,3,167.754
2005,NUTS,2010,FI1D6,3,173.526
2006,NUTS,2010,FI1D6,3,155.003
2007,NUTS,2010,FI1D6,3,138.256
2008,NUTS,2010,FI1D6,3,126.579
2009,NUTS,2010,FI1D6,3,109.024
2010,NUTS,2010,FI1D6,3,92.321
2011,NUTS,2010,FI1D6,3,107.275
2012,NUTS,2010,FI1D6,3,105.708
1999,NUTS,2010,FI1D7,3,5.085
2002,NUTS,2010,FI1D7,3,2.641
2003,NUTS,2010,FI1D7,3,5.325
2009,NUTS,2010,FI1D7,3,5.436
2000,NUTS,2010,FI2,1,38.901
2004,NUTS,2010,FI2,1,37.955
2010,NUTS,2010,FI2,1,18.028
2011,NUTS,2010,FI2,1,47.488
2012,NUTS,2010,FI2,1,29.273
2000,NUTS,2010,FI20,2,38.901
2004,NUTS,2010,FI20,2,37.955
2010,NUTS,2010,FI20,2,18.028
2011,NUTS,2010,FI20,2,47.488
2012,NUTS,2010,FI20,2,29.273
2000,NUTS,2010,FI200,3,38.901
2004,NUTS,2010,FI200,3,37.955
2010,NUTS,2010,FI200,3,18.028
2011,NUTS,2010,FI200,3,47.488
2012,NUTS,2010,FI200,3,29.273
1991,NUTS,2010,FR,0,5.357
1992,NUTS,2010,FR,0,5.463
1993,NUTS,2010,FR,0,5.958
1994,NUTS,2010,FR,0,5.982
1995,NUTS,2010,FR,0,6.597
1996,NUTS,2010,FR,0,6.864
1997,NUTS,2010,FR,0,9.229
1998,NUTS,2010,FR,0,11.498
1999,NUTS,2010,FR,0,13.57
2000,NUTS,2010,FR,0,14.403
2001,NUTS,2010,FR,0,14.332
2002,NUTS,2010,FR,0,14.358
2003,NUTS,2010,FR,0,14.796
2004,NUTS,2010,FR,0,13.433
2005,NUTS,2010,FR,0,13.219
2006,NUTS,2010,FR,0,13.468
2007,NUTS,2010,FR,0,12.981
2008,NUTS,2010,FR,0,11.674
2009,NUTS,2010,FR,0,12.749
2010,NUTS,2010,FR,0,11.162
2011,NUTS,2010,FR,0,11.038
2012,NUTS,2010,FR,0,9.703
1990,NUTS,2010,FR1,1,17.887
1991,NUTS,2010,FR1,1,18.167
1992,NUTS,2010,FR1,1,17.848
1993,NUTS,2010,FR1,1,20.781
1994,NUTS,2010,FR1,1,19.496
1995,NUTS,2010,FR1,1,22.613
1996,NUTS,2010,FR1,1,24.754
1997,NUTS,2010,FR1,1,34.015
1998,NUTS,2010,FR1,1,40.595
1999,NUTS,2010,FR1,1,46.203
2000,NUTS,2010,FR1,1,43.947
2001,NUTS,2010,FR1,1,43.491
2002,NUTS,2010,FR1,1,41.592
2003,NUTS,2010,FR1,1,41.349
2004,NUTS,2010,FR1,1,38.238
2005,NUTS,2010,FR1,1,36.509
2006,NUTS,2010,FR1,1,35.066
2007,NUTS,2010,FR1,1,32.345
2008,NUTS,2010,FR1,1,33.104
2009,NUTS,2010,FR1,1,35.495
2010,NUTS,2010,FR1,1,28.549
2011,NUTS,2010,FR1,1,27.307
2012,NUTS,2010,FR1,1,25.053
1990,NUTS,2010,FR10,2,17.887
1991,NUTS,2010,FR10,2,18.167
1992,NUTS,2010,FR10,2,17.848
1993,NUTS,2010,FR10,2,20.781
1994,NUTS,2010,FR10,2,19.496
1995,NUTS,2010,FR10,2,22.613
1996,NUTS,2010,FR10,2,24.754
1997,NUTS,2010,FR10,2,34.015
1998,NUTS,2010,FR10,2,40.595
1999,NUTS,2010,FR10,2,46.203
2000,NUTS,2010,FR10,2,43.947
2001,NUTS,2010,FR10,2,43.491
2002,NUTS,2010,FR10,2,41.592
2003,NUTS,2010,FR10,2,41.349
2004,NUTS,2010,FR10,2,38.238
2005,NUTS,2010,FR10,2,36.509
2006,NUTS,2010,FR10,2,35.066
2007,NUTS,2010,FR10,2,32.345
2008,NUTS,2010,FR10,2,33.104
2009,NUTS,2010,FR10,2,35.495
2010,NUTS,2010,FR10,2,28.549
2011,NUTS,2010,FR10,2,27.307
2012,NUTS,2010,FR10,2,25.053
1990,NUTS,2010,FR101,3,29.742
1991,NUTS,2010,FR101,3,24.195
1992,NUTS,2010,FR101,3,29.052
1993,NUTS,2010,FR101,3,42.805
1994,NUTS,2010,FR101,3,36.373
1995,NUTS,2010,FR101,3,35.293
1996,NUTS,2010,FR101,3,46.586
1997,NUTS,2010,FR101,3,71.075
1998,NUTS,2010,FR101,3,60.881
1999,NUTS,2010,FR101,3,74.305
2000,NUTS,2010,FR101,3,66.811
2001,NUTS,2010,FR101,3,82.744
2002,NUTS,2010,FR101,3,92.805
2003,NUTS,2010,FR101,3,76.954
2004,NUTS,2010,FR101,3,62.056
2005,NUTS,2010,FR101,3,54.926
2006,NUTS,2010,FR101,3,54.314
2007,NUTS,2010,FR101,3,46.438
2008,NUTS,2010,FR101,3,34.197
2009,NUTS,2010,FR101,3,33.629
2010,NUTS,2010,FR101,3,28.041
2011,NUTS,2010,FR101,3,28.685
2012,NUTS,2010,FR101,3,22.98
1990,NUTS,2010,FR102,3,0.928
1991,NUTS,2010,FR102,3,0.913
1992,NUTS,2010,FR102,3,0.897
1993,NUTS,2010,FR102,3,0.592
1994,NUTS,2010,FR102,3,1.308
1995,NUTS,2010,FR102,3,1.915
1996,NUTS,2010,FR102,3,2.633
1997,NUTS,2010,FR102,3,7.082
1998,NUTS,2010,FR102,3,4.017
1999,NUTS,2010,FR102,3,2.224
2000,NUTS,2010,FR102,3,4.989
2001,NUTS,2010,FR102,3,6.959
2002,NUTS,2010,FR102,3,3.671
2003,NUTS,2010,FR102,3,5.277
2004,NUTS,2010,FR102,3,4.204
2005,NUTS,2010,FR102,3,4.56
2006,NUTS,2010,FR102,3,3.824
2007,NUTS,2010,FR102,3,1.807
2008,NUTS,2010,FR102,3,2.815
2009,NUTS,2010,FR102,3,3.297
2010,NUTS,2010,FR102,3,3.298
2011,NUTS,2010,FR102,3,2.712
2012,NUTS,2010,FR102,3,2.275
1990,NUTS,2010,FR103,3,16.919
1991,NUTS,2010,FR103,3,16.541
1992,NUTS,2010,FR103,3,18.097
1993,NUTS,2010,FR103,3,17.109
1994,NUTS,2010,FR103,3,13.706
1995,NUTS,2010,FR103,3,13.713
1996,NUTS,2010,FR103,3,16.134
1997,NUTS,2010,FR103,3,33.418
1998,NUTS,2010,FR103,3,46.686
1999,NUTS,2010,FR103,3,56.147
2000,NUTS,2010,FR103,3,59.559
2001,NUTS,2010,FR103,3,40.285
2002,NUTS,2010,FR103,3,38.903
2003,NUTS,2010,FR103,3,38.039
2004,NUTS,2010,FR103,3,49.286
2005,NUTS,2010,FR103,3,36.907
2006,NUTS,2010,FR103,3,33.83
2007,NUTS,2010,FR103,3,36.112
2008,NUTS,2010,FR103,3,37.068
2009,NUTS,2010,FR103,3,17.854
2010,NUTS,2010,FR103,3,16.362
2011,NUTS,2010,FR103,3,24.066
2012,NUTS,2010,FR103,3,17.864
1990,NUTS,2010,FR104,3,12.306
1991,NUTS,2010,FR104,3,20.646
1992,NUTS,2010,FR104,3,13.716
1993,NUTS,2010,FR104,3,11.727
1994,NUTS,2010,FR104,3,15.15
1995,NUTS,2010,FR104,3,12.158
1996,NUTS,2010,FR104,3,20.612
1997,NUTS,2010,FR104,3,26.61
1998,NUTS,2010,FR104,3,25.519
1999,NUTS,2010,FR104,3,30.683
2000,NUTS,2010,FR104,3,34.692
2001,NUTS,2010,FR104,3,40.59
2002,NUTS,2010,FR104,3,44.595
2003,NUTS,2010,FR104,3,55.808
2004,NUTS,2010,FR104,3,48.972
2005,NUTS,2010,FR104,3,50.086
2006,NUTS,2010,FR104,3,39.849
2007,NUTS,2010,FR104,3,62.554
2008,NUTS,2010,FR104,3,65.249
2009,NUTS,2010,FR104,3,71.217
2010,NUTS,2010,FR104,3,78.933
2011,NUTS,2010,FR104,3,58.84
2012,NUTS,2010,FR104,3,81.955
1990,NUTS,2010,FR105,3,53.317
1991,NUTS,2010,FR105,3,50.331
1992,NUTS,2010,FR105,3,51.315
1993,NUTS,2010,FR105,3,50.542
1994,NUTS,2010,FR105,3,55.162
1995,NUTS,2010,FR105,3,76.261
1996,NUTS,2010,FR105,3,56.335
1997,NUTS,2010,FR105,3,53.565
1998,NUTS,2010,FR105,3,96.828
1999,NUTS,2010,FR105,3,98.229
2000,NUTS,2010,FR105,3,87.117
2001,NUTS,2010,FR105,3,64.367
2002,NUTS,2010,FR105,3,58.327
2003,NUTS,2010,FR105,3,75.279
2004,NUTS,2010,FR105,3,81.48
2005,NUTS,2010,FR105,3,93.546
2006,NUTS,2010,FR105,3,89.643
2007,NUTS,2010,FR105,3,66.297
2008,NUTS,2010,FR105,3,93.326
2009,NUTS,2010,FR105,3,130.149
2010,NUTS,2010,FR105,3,73.272
2011,NUTS,2010,FR105,3,77.262
2012,NUTS,2010,FR105,3,58.105
1990,NUTS,2010,FR106,3,2.989
1991,NUTS,2010,FR106,3,3.382
1992,NUTS,2010,FR106,3,1.264
1993,NUTS,2010,FR106,3,1.564
1994,NUTS,2010,FR106,3,0.863
1995,NUTS,2010,FR106,3,1.065
1996,NUTS,2010,FR106,3,0.899
1997,NUTS,2010,FR106,3,7.251
1998,NUTS,2010,FR106,3,2.15
1999,NUTS,2010,FR106,3,2.335
2000,NUTS,2010,FR106,3,1.768
2001,NUTS,2010,FR106,3,2.557
2002,NUTS,2010,FR106,3,2.747
2003,NUTS,2010,FR106,3,1.095
2004,NUTS,2010,FR106,3,3.429
2005,NUTS,2010,FR106,3,3.336
2006,NUTS,2010,FR106,3,2.44
2007,NUTS,2010,FR106,3,2.549
2008,NUTS,2010,FR106,3,2.376
2009,NUTS,2010,FR106,3,0.218
2010,NUTS,2010,FR106,3,3.581
2011,NUTS,2010,FR106,3,1.745
2012,NUTS,2010,FR106,3,2.385
1990,NUTS,2010,FR107,3,2.472
1991,NUTS,2010,FR107,3,11.916
1992,NUTS,2010,FR107,3,4.859
1993,NUTS,2010,FR107,3,7.37
1994,NUTS,2010,FR107,3,9.548
1995,NUTS,2010,FR107,3,12.423
1996,NUTS,2010,FR107,3,24.182
1997,NUTS,2010,FR107,3,24.885
1998,NUTS,2010,FR107,3,28.258
1999,NUTS,2010,FR107,3,35.207
2000,NUTS,2010,FR107,3,47.337
2001,NUTS,2010,FR107,3,56.901
2002,NUTS,2010,FR107,3,43.923
2003,NUTS,2010,FR107,3,32.423
2004,NUTS,2010,FR107,3,16.722
2005,NUTS,2010,FR107,3,14.192
2006,NUTS,2010,FR107,3,20.087
2007,NUTS,2010,FR107,3,13.24
2008,NUTS,2010,FR107,3,12.892
2009,NUTS,2010,FR107,3,7.675
2010,NUTS,2010,FR107,3,13.09
2011,NUTS,2010,FR107,3,10.325
2012,NUTS,2010,FR107,3,12.125
1990,NUTS,2010,FR108,3,8.429
1991,NUTS,2010,FR108,3,7.405
1992,NUTS,2010,FR108,3,9.675
1993,NUTS,2010,FR108,3,13.702
1994,NUTS,2010,FR108,3,6.298
1995,NUTS,2010,FR108,3,11.614
1996,NUTS,2010,FR108,3,11.459
1997,NUTS,2010,FR108,3,18.899
1998,NUTS,2010,FR108,3,38.673
1999,NUTS,2010,FR108,3,43.258
2000,NUTS,2010,FR108,3,25.939
2001,NUTS,2010,FR108,3,24.546
2002,NUTS,2010,FR108,3,10.216
2003,NUTS,2010,FR108,3,18.817
2004,NUTS,2010,FR108,3,17.425
2005,NUTS,2010,FR108,3,14.363
2006,NUTS,2010,FR108,3,16.136
2007,NUTS,2010,FR108,3,18.626
2008,NUTS,2010,FR108,3,9.25
2009,NUTS,2010,FR108,3,10.223
2010,NUTS,2010,FR108,3,10.391
2011,NUTS,2010,FR108,3,9.107
2012,NUTS,2010,FR108,3,4.001
1990,NUTS,2010,FR2,1,1.892
1991,NUTS,2010,FR2,1,0.833
1992,NUTS,2010,FR2,1,0.96
1993,NUTS,2010,FR2,1,2.027
1994,NUTS,2010,FR2,1,0.972
1995,NUTS,2010,FR2,1,1.537
1996,NUTS,2010,FR2,1,0.866
1997,NUTS,2010,FR2,1,2.667
1998,NUTS,2010,FR2,1,2.741
1999,NUTS,2010,FR2,1,2.93
2000,NUTS,2010,FR2,1,3.08
2001,NUTS,2010,FR2,1,2.895
2002,NUTS,2010,FR2,1,2.829
2003,NUTS,2010,FR2,1,5.187
2004,NUTS,2010,FR2,1,4.77
2005,NUTS,2010,FR2,1,2.889
2006,NUTS,2010,FR2,1,2.046
2007,NUTS,2010,FR2,1,3.231
2008,NUTS,2010,FR2,1,1.634
2009,NUTS,2010,FR2,1,1.824
2010,NUTS,2010,FR2,1,1.577
2011,NUTS,2010,FR2,1,2.14
2012,NUTS,2010,FR2,1,0.976
1990,NUTS,2010,FR21,2,1.856
1991,NUTS,2010,FR21,2,4.451
1992,NUTS,2010,FR21,2,0.742
1993,NUTS,2010,FR21,2,5.916
1995,NUTS,2010,FR21,2,0.741
1997,NUTS,2010,FR21,2,0.742
