year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_nac_hes
2007,NUTS,2010,DEF0,2,244.572
2008,NUTS,2010,DEF0,2,260.024
2009,NUTS,2010,DEF0,2,258.546
2010,NUTS,2010,DEF0,2,270.942
2011,NUTS,2010,DEF0,2,283.07
2012,NUTS,2010,DEF0,2,295.003
2013,NUTS,2010,DEF0,2,287.164
2014,NUTS,2010,DEF0,2,304.239
2015,NUTS,2010,DEF0,2,308.112
2016,NUTS,2010,DEF0,2,352.001
2017,NUTS,2010,DEF0,2,358.612
2018,NUTS,2010,DEF0,2,421.327
2019,NUTS,2010,DEF0,2,523.02
1993,NUTS,2010,DEG,1,167.19
1995,NUTS,2010,DEG,1,174.605
1996,NUTS,2010,DEG,1,190.532
1997,NUTS,2010,DEG,1,172.497
1998,NUTS,2010,DEG,1,177.798
1999,NUTS,2010,DEG,1,188.532
2000,NUTS,2010,DEG,1,196.035
2003,NUTS,2010,DEG,1,211.735
2004,NUTS,2010,DEG,1,213.18
2005,NUTS,2010,DEG,1,216.303
2006,NUTS,2010,DEG,1,221.147
2007,NUTS,2010,DEG,1,225.589
2008,NUTS,2010,DEG,1,248.361
2009,NUTS,2010,DEG,1,266.856
2010,NUTS,2010,DEG,1,296.786
2011,NUTS,2010,DEG,1,315.324
2012,NUTS,2010,DEG,1,327.864
2013,NUTS,2010,DEG,1,332.416
2014,NUTS,2010,DEG,1,334.073
2015,NUTS,2010,DEG,1,340.779
2016,NUTS,2010,DEG,1,354.947
2017,NUTS,2010,DEG,1,376.676
2018,NUTS,2010,DEG,1,383.256
2019,NUTS,2010,DEG,1,418.87
1993,NUTS,2010,DEG0,2,167.19
1995,NUTS,2010,DEG0,2,174.605
1996,NUTS,2010,DEG0,2,190.532
1997,NUTS,2010,DEG0,2,172.497
1998,NUTS,2010,DEG0,2,177.798
1999,NUTS,2010,DEG0,2,188.532
2000,NUTS,2010,DEG0,2,196.035
2003,NUTS,2010,DEG0,2,211.735
2004,NUTS,2010,DEG0,2,213.18
2005,NUTS,2010,DEG0,2,216.303
2006,NUTS,2010,DEG0,2,221.147
2007,NUTS,2010,DEG0,2,225.589
2008,NUTS,2010,DEG0,2,248.361
2009,NUTS,2010,DEG0,2,266.856
2010,NUTS,2010,DEG0,2,296.786
2011,NUTS,2010,DEG0,2,315.324
2012,NUTS,2010,DEG0,2,327.864
2013,NUTS,2010,DEG0,2,332.416
2014,NUTS,2010,DEG0,2,334.073
2015,NUTS,2010,DEG0,2,340.779
2016,NUTS,2010,DEG0,2,354.947
2017,NUTS,2010,DEG0,2,376.676
2018,NUTS,2010,DEG0,2,383.256
2019,NUTS,2010,DEG0,2,418.87
1991,NUTS,2010,DEZ,1,1242.38
1993,NUTS,2010,DEZ,1,159.117
1995,NUTS,2010,DEZ,1,97.555
1996,NUTS,2010,DEZ,1,100.878
1997,NUTS,2010,DEZ,1,104.246
1998,NUTS,2010,DEZ,1,108.496
1999,NUTS,2010,DEZ,1,114.469
2000,NUTS,2010,DEZ,1,119.228
2003,NUTS,2010,DEZ,1,127.558
2004,NUTS,2010,DEZ,1,101.754
2005,NUTS,2010,DEZ,1,112.25
2006,NUTS,2010,DEZ,1,93.145
2007,NUTS,2010,DEZ,1,93.145
2008,NUTS,2010,DEZ,1,103.428
2009,NUTS,2010,DEZ,1,108.272
2010,NUTS,2010,DEZ,1,114.357
2011,NUTS,2010,DEZ,1,114.357
2012,NUTS,2010,DEZ,1,116.122
2013,NUTS,2010,DEZ,1,117.261
2014,NUTS,2010,DEZ,1,114.993
2015,NUTS,2010,DEZ,1,102.925
2016,NUTS,2010,DEZ,1,104.605
2017,NUTS,2010,DEZ,1,107.731
2018,NUTS,2010,DEZ,1,105.856
2019,NUTS,2010,DEZ,1,111.31
1991,NUTS,2010,DEZZ,2,1242.38
1993,NUTS,2010,DEZZ,2,159.117
1995,NUTS,2010,DEZZ,2,97.555
1996,NUTS,2010,DEZZ,2,100.878
1997,NUTS,2010,DEZZ,2,104.246
1998,NUTS,2010,DEZZ,2,108.496
1999,NUTS,2010,DEZZ,2,114.469
2000,NUTS,2010,DEZZ,2,119.228
2003,NUTS,2010,DEZZ,2,127.558
2004,NUTS,2010,DEZZ,2,101.754
2005,NUTS,2010,DEZZ,2,112.25
2006,NUTS,2010,DEZZ,2,93.145
2007,NUTS,2010,DEZZ,2,93.145
2008,NUTS,2010,DEZZ,2,103.428
2009,NUTS,2010,DEZZ,2,108.272
2010,NUTS,2010,DEZZ,2,114.357
2011,NUTS,2010,DEZZ,2,114.357
2012,NUTS,2010,DEZZ,2,116.122
2013,NUTS,2010,DEZZ,2,117.261
2014,NUTS,2010,DEZZ,2,114.993
2015,NUTS,2010,DEZZ,2,102.925
2016,NUTS,2010,DEZZ,2,104.605
2017,NUTS,2010,DEZZ,2,107.731
2018,NUTS,2010,DEZZ,2,105.856
2019,NUTS,2010,DEZZ,2,111.31
1981,NUTS,2010,DK,0,1194.9
1982,NUTS,2010,DK,0,1352.1
1983,NUTS,2010,DK,0,1525.0
1984,NUTS,2010,DK,0,1700.0
1985,NUTS,2010,DK,0,1874.0
1986,NUTS,2010,DK,0,2123.0
1987,NUTS,2010,DK,0,2372.0
1988,NUTS,2010,DK,0,2662.0
1989,NUTS,2010,DK,0,2951.0
1990,NUTS,2010,DK,0,3067.0
1991,NUTS,2010,DK,0,3182.0
1992,NUTS,2010,DK,0,3384.0
1993,NUTS,2010,DK,0,3586.0
1995,NUTS,2010,DK,0,4548.0
1996,NUTS,2010,DK,0,4252.6
1997,NUTS,2010,DK,0,4802.0
1998,NUTS,2010,DK,0,4773.0
1999,NUTS,2010,DK,0,5133.0
2000,NUTS,2010,DK,0,5736.0
2001,NUTS,2010,DK,0,6030.22
2002,NUTS,2010,DK,0,7936.0
2003,NUTS,2010,DK,0,8373.34
2004,NUTS,2010,DK,0,8892.56
2005,NUTS,2010,DK,0,9347.85
2006,NUTS,2010,DK,0,10473.726
2007,NUTS,2010,DK,0,11552.58
2008,NUTS,2010,DK,0,13581.867
2009,NUTS,2010,DK,0,14586.9
2010,NUTS,2010,DK,0,16014.58
2011,NUTS,2010,DK,0,16793.6
2012,NUTS,2010,DK,0,17876.2
2013,NUTS,2010,DK,0,19424.0
2014,NUTS,2010,DK,0,19357.0
2015,NUTS,2010,DK,0,21115.0
2016,NUTS,2010,DK,0,21100.0
2017,NUTS,2010,DK,0,21354.0
2018,NUTS,2010,DK,0,22472.0
2019,NUTS,2010,DK,0,23201.0
2020,NUTS,2010,DK,0,25306.0
1981,NUTS,2010,DK0,1,1194.9
1982,NUTS,2010,DK0,1,1352.1
1983,NUTS,2010,DK0,1,1525.0
1984,NUTS,2010,DK0,1,1700.0
1985,NUTS,2010,DK0,1,1874.0
1986,NUTS,2010,DK0,1,2123.0
1987,NUTS,2010,DK0,1,2372.0
1988,NUTS,2010,DK0,1,2662.0
1989,NUTS,2010,DK0,1,2951.0
1990,NUTS,2010,DK0,1,3067.0
1991,NUTS,2010,DK0,1,3182.0
1992,NUTS,2010,DK0,1,3384.0
1993,NUTS,2010,DK0,1,3586.0
1995,NUTS,2010,DK0,1,4548.0
1996,NUTS,2010,DK0,1,4252.6
1997,NUTS,2010,DK0,1,4802.0
1998,NUTS,2010,DK0,1,4773.0
1999,NUTS,2010,DK0,1,5133.0
2000,NUTS,2010,DK0,1,5736.0
2001,NUTS,2010,DK0,1,5982.0
2002,NUTS,2010,DK0,1,7937.0
2003,NUTS,2010,DK0,1,8373.0
2004,NUTS,2010,DK0,1,8912.0
2005,NUTS,2010,DK0,1,9347.85
2006,NUTS,2010,DK0,1,10473.726
2007,NUTS,2010,DK0,1,11554.803
2008,NUTS,2010,DK0,1,13581.867
2009,NUTS,2010,DK0,1,15057.4
2010,NUTS,2010,DK0,1,16014.58
2011,NUTS,2010,DK0,1,16826.0
2012,NUTS,2010,DK0,1,18375.7
2013,NUTS,2010,DK0,1,19346.2
2014,NUTS,2010,DK0,1,19357.0
2015,NUTS,2010,DK0,1,21115.0
2016,NUTS,2010,DK0,1,21100.0
2017,NUTS,2010,DK0,1,21354.0
2018,NUTS,2010,DK0,1,22472.0
2019,NUTS,2010,DK0,1,23201.0
2020,NUTS,2010,DK0,1,25306.0
2007,NUTS,2010,DK01,2,5481.189
2009,NUTS,2010,DK01,2,8100.661
2010,NUTS,2010,DK01,2,8598.062
2011,NUTS,2010,DK01,2,8944.351
2012,NUTS,2010,DK01,2,9940.2
2013,NUTS,2010,DK01,2,10109.5
2014,NUTS,2010,DK01,2,10649.0
2015,NUTS,2010,DK01,2,11496.0
2016,NUTS,2010,DK01,2,11595.0
2017,NUTS,2010,DK01,2,11757.0
2019,NUTS,2010,DK01,2,12919.0
2007,NUTS,2010,DK02,2,1033.85
2009,NUTS,2010,DK02,2,1024.887
2010,NUTS,2010,DK02,2,977.556
2011,NUTS,2010,DK02,2,877.582
2012,NUTS,2010,DK02,2,867.2
2013,NUTS,2010,DK02,2,860.5
2014,NUTS,2010,DK02,2,962.0
2015,NUTS,2010,DK02,2,1109.0
2016,NUTS,2010,DK02,2,1159.0
2017,NUTS,2010,DK02,2,1186.0
2019,NUTS,2010,DK02,2,1150.0
2007,NUTS,2010,DK03,2,934.916
2009,NUTS,2010,DK03,2,1614.304
2010,NUTS,2010,DK03,2,1784.089
2011,NUTS,2010,DK03,2,1824.102
2012,NUTS,2010,DK03,2,2037.5
2013,NUTS,2010,DK03,2,2257.7
2014,NUTS,2010,DK03,2,2315.0
2015,NUTS,2010,DK03,2,2464.0
2016,NUTS,2010,DK03,2,2340.0
2017,NUTS,2010,DK03,2,1990.0
2019,NUTS,2010,DK03,2,2115.0
2007,NUTS,2010,DK04,2,2748.971
2009,NUTS,2010,DK04,2,3064.195
2010,NUTS,2010,DK04,2,3361.242
2011,NUTS,2010,DK04,2,3740.821
2012,NUTS,2010,DK04,2,4006.1
2013,NUTS,2010,DK04,2,4451.9
2014,NUTS,2010,DK04,2,3637.0
2015,NUTS,2010,DK04,2,4251.0
2016,NUTS,2010,DK04,2,4115.0
2017,NUTS,2010,DK04,2,4008.0
2019,NUTS,2010,DK04,2,4322.0
2007,NUTS,2010,DK05,2,1351.147
2009,NUTS,2010,DK05,2,1253.313
2010,NUTS,2010,DK05,2,1293.631
2011,NUTS,2010,DK05,2,1439.099
2012,NUTS,2010,DK05,2,1524.7
2013,NUTS,2010,DK05,2,1666.6
2014,NUTS,2010,DK05,2,1794.0
2015,NUTS,2010,DK05,2,1795.0
2016,NUTS,2010,DK05,2,1893.0
2017,NUTS,2010,DK05,2,2412.0
2019,NUTS,2010,DK05,2,2695.0
2007,NUTS,2010,DKZ,1,4.51
2007,NUTS,2010,DKZZ,2,0.22
1992,NUTS,2010,EE,0,3.669
1993,NUTS,2010,EE,0,2.167
1994,NUTS,2010,EE,0,3.726
1995,NUTS,2010,EE,0,4.519
1996,NUTS,2010,EE,0,6.602
1997,NUTS,2010,EE,0,14.073
1998,NUTS,2010,EE,0,16.151
1999,NUTS,2010,EE,0,18.758
2000,NUTS,2010,EE,0,19.41
2001,NUTS,2010,EE,0,24.657
2002,NUTS,2010,EE,0,26.664
2003,NUTS,2010,EE,0,31.598
2004,NUTS,2010,EE,0,37.612
2005,NUTS,2010,EE,0,43.096
2006,NUTS,2010,EE,0,61.33
2007,NUTS,2010,EE,0,72.585
2008,NUTS,2010,EE,0,89.336
2009,NUTS,2010,EE,0,83.219
2010,NUTS,2010,EE,0,88.533
2011,NUTS,2010,EE,0,107.007
2012,NUTS,2010,EE,0,122.322
2013,NUTS,2010,EE,0,137.927
2014,NUTS,2010,EE,0,127.001
2015,NUTS,2010,EE,0,125.22
2016,NUTS,2010,EE,0,96.05
2017,NUTS,2010,EE,0,120.6
2018,NUTS,2010,EE,0,162.86
2019,NUTS,2010,EE,0,159.8
2020,NUTS,2010,EE,0,161.5
1992,NUTS,2010,EE0,1,3.669
1993,NUTS,2010,EE0,1,2.167
1994,NUTS,2010,EE0,1,3.726
1995,NUTS,2010,EE0,1,4.519
1996,NUTS,2010,EE0,1,6.602
1997,NUTS,2010,EE0,1,14.073
1998,NUTS,2010,EE0,1,16.151
1999,NUTS,2010,EE0,1,18.758
2000,NUTS,2010,EE0,1,19.41
2001,NUTS,2010,EE0,1,24.657
2002,NUTS,2010,EE0,1,26.664
2003,NUTS,2010,EE0,1,31.598
2004,NUTS,2010,EE0,1,37.612
2005,NUTS,2010,EE0,1,43.096
2006,NUTS,2010,EE0,1,61.33
2007,NUTS,2010,EE0,1,72.585
2008,NUTS,2010,EE0,1,89.336
2009,NUTS,2010,EE0,1,83.219
2010,NUTS,2010,EE0,1,88.533
2011,NUTS,2010,EE0,1,107.007
2012,NUTS,2010,EE0,1,122.322
2013,NUTS,2010,EE0,1,137.927
2014,NUTS,2010,EE0,1,127.001
2015,NUTS,2010,EE0,1,125.22
2016,NUTS,2010,EE0,1,96.05
2017,NUTS,2010,EE0,1,120.6
2018,NUTS,2010,EE0,1,162.86
2019,NUTS,2010,EE0,1,159.8
2020,NUTS,2010,EE0,1,161.5
1992,NUTS,2010,EE00,2,3.669
1993,NUTS,2010,EE00,2,2.167
1994,NUTS,2010,EE00,2,3.726
1995,NUTS,2010,EE00,2,4.519
1996,NUTS,2010,EE00,2,6.602
1997,NUTS,2010,EE00,2,14.073
1998,NUTS,2010,EE00,2,16.151
1999,NUTS,2010,EE00,2,18.758
2000,NUTS,2010,EE00,2,19.41
2001,NUTS,2010,EE00,2,24.657
2002,NUTS,2010,EE00,2,26.664
2003,NUTS,2010,EE00,2,31.598
2004,NUTS,2010,EE00,2,37.612
2005,NUTS,2010,EE00,2,43.096
2006,NUTS,2010,EE00,2,61.33
2007,NUTS,2010,EE00,2,72.585
2008,NUTS,2010,EE00,2,89.336
2009,NUTS,2010,EE00,2,83.219
2010,NUTS,2010,EE00,2,88.533
2011,NUTS,2010,EE00,2,107.007
2012,NUTS,2010,EE00,2,122.322
2013,NUTS,2010,EE00,2,137.927
2014,NUTS,2010,EE00,2,127.001
2015,NUTS,2010,EE00,2,125.22
2016,NUTS,2010,EE00,2,96.05
2017,NUTS,2010,EE00,2,120.6
2018,NUTS,2010,EE00,2,162.86
2019,NUTS,2010,EE00,2,159.8
2020,NUTS,2010,EE00,2,161.5
1981,NUTS,2010,EL,0,1.82
1983,NUTS,2010,EL,0,5.46
1986,NUTS,2010,EL,0,11.62
1988,NUTS,2010,EL,0,19.59
1989,NUTS,2010,EL,0,42.51
1991,NUTS,2010,EL,0,58.96
1993,NUTS,2010,EL,0,119.86
1995,NUTS,2010,EL,0,172.17
1997,NUTS,2010,EL,0,249.05
1999,NUTS,2010,EL,0,376.33
2001,NUTS,2010,EL,0,382.5
2003,NUTS,2010,EL,0,456.77
2004,NUTS,2010,EL,0,492.0
2005,NUTS,2010,EL,0,547.72
2006,NUTS,2010,EL,0,584.5
2007,NUTS,2010,EL,0,660.5
2008,NUTS,2010,EL,0,540.57
2009,NUTS,2010,EL,0,544.93
2010,NUTS,2010,EL,0,483.24
2011,NUTS,2010,EL,0,559.528
2012,NUTS,2010,EL,0,534.3
2013,NUTS,2010,EL,0,548.6
2014,NUTS,2010,EL,0,553.2
2015,NUTS,2010,EL,0,643.77
2016,NUTS,2010,EL,0,559.35
2017,NUTS,2010,EL,0,576.85
2018,NUTS,2010,EL,0,618.58
2019,NUTS,2010,EL,0,716.07
2020,NUTS,2010,EL,0,774.39
1986,NUTS,2010,EL3,1,5.11
1988,NUTS,2010,EL3,1,8.59
1989,NUTS,2010,EL3,1,18.01
1991,NUTS,2010,EL3,1,25.86
1993,NUTS,2010,EL3,1,55.12
1995,NUTS,2010,EL3,1,78.41
1997,NUTS,2010,EL3,1,106.33
1999,NUTS,2010,EL3,1,156.32
2001,NUTS,2010,EL3,1,161.67
2003,NUTS,2010,EL3,1,199.43
2005,NUTS,2010,EL3,1,239.62
2011,NUTS,2010,EL3,1,222.894
2013,NUTS,2010,EL3,1,210.33
2015,NUTS,2010,EL3,1,269.85
2017,NUTS,2010,EL3,1,226.0
2018,NUTS,2010,EL3,1,249.2
2019,NUTS,2010,EL3,1,292.46
1986,NUTS,2010,EL30,2,5.11
1988,NUTS,2010,EL30,2,8.59
1989,NUTS,2010,EL30,2,18.01
1991,NUTS,2010,EL30,2,25.86
1993,NUTS,2010,EL30,2,55.12
1995,NUTS,2010,EL30,2,78.41
1997,NUTS,2010,EL30,2,106.33
1999,NUTS,2010,EL30,2,156.32
2001,NUTS,2010,EL30,2,161.67
2003,NUTS,2010,EL30,2,199.43
2005,NUTS,2010,EL30,2,239.62
2011,NUTS,2010,EL30,2,222.894
2013,NUTS,2010,EL30,2,210.33
2015,NUTS,2010,EL30,2,269.85
2017,NUTS,2010,EL30,2,226.0
2018,NUTS,2010,EL30,2,249.2
2019,NUTS,2010,EL30,2,292.46
1986,NUTS,2010,EL4,1,0.8
1988,NUTS,2010,EL4,1,1.47
1989,NUTS,2010,EL4,1,2.87
1991,NUTS,2010,EL4,1,4.63
1993,NUTS,2010,EL4,1,8.57
1995,NUTS,2010,EL4,1,14.64
1997,NUTS,2010,EL4,1,23.44
1999,NUTS,2010,EL4,1,32.64
2001,NUTS,2010,EL4,1,33.67
2003,NUTS,2010,EL4,1,49.96
2005,NUTS,2010,EL4,1,59.44
2011,NUTS,2010,EL4,1,67.894
2013,NUTS,2010,EL4,1,77.55
2015,NUTS,2010,EL4,1,72.28
2017,NUTS,2010,EL4,1,66.19
2018,NUTS,2010,EL4,1,67.91
2019,NUTS,2010,EL4,1,75.43
1986,NUTS,2010,EL41,2,0.08
1988,NUTS,2010,EL41,2,0.17
1989,NUTS,2010,EL41,2,0.18
1991,NUTS,2010,EL41,2,0.58
1993,NUTS,2010,EL41,2,1.55
1995,NUTS,2010,EL41,2,2.15
1997,NUTS,2010,EL41,2,4.23
1999,NUTS,2010,EL41,2,3.69
2001,NUTS,2010,EL41,2,6.17
2003,NUTS,2010,EL41,2,9.2
2005,NUTS,2010,EL41,2,11.67
2011,NUTS,2010,EL41,2,11.192
2013,NUTS,2010,EL41,2,16.57
2015,NUTS,2010,EL41,2,10.83
2017,NUTS,2010,EL41,2,9.86
2018,NUTS,2010,EL41,2,8.81
2019,NUTS,2010,EL41,2,10.64
1989,NUTS,2010,EL42,2,0.09
1991,NUTS,2010,EL42,2,0.29
1993,NUTS,2010,EL42,2,1.03
1995,NUTS,2010,EL42,2,1.41
1997,NUTS,2010,EL42,2,0.49
1999,NUTS,2010,EL42,2,0.92
2001,NUTS,2010,EL42,2,2.55
2003,NUTS,2010,EL42,2,3.96
2005,NUTS,2010,EL42,2,5.91
2011,NUTS,2010,EL42,2,5.12
2013,NUTS,2010,EL42,2,6.26
2015,NUTS,2010,EL42,2,3.99
2017,NUTS,2010,EL42,2,4.66
2018,NUTS,2010,EL42,2,3.99
2019,NUTS,2010,EL42,2,4.09
1986,NUTS,2010,EL43,2,0.72
1988,NUTS,2010,EL43,2,1.3
1989,NUTS,2010,EL43,2,2.59
1991,NUTS,2010,EL43,2,3.76
1993,NUTS,2010,EL43,2,5.99
1995,NUTS,2010,EL43,2,11.09
1997,NUTS,2010,EL43,2,18.72
1999,NUTS,2010,EL43,2,28.02
2001,NUTS,2010,EL43,2,24.95
2003,NUTS,2010,EL43,2,36.8
2005,NUTS,2010,EL43,2,41.86
2011,NUTS,2010,EL43,2,51.582
2013,NUTS,2010,EL43,2,54.72
2015,NUTS,2010,EL43,2,57.46
2017,NUTS,2010,EL43,2,51.67
2018,NUTS,2010,EL43,2,55.11
2019,NUTS,2010,EL43,2,60.7
2011,NUTS,2010,EL5,1,169.949
2013,NUTS,2010,EL5,1,159.16
2015,NUTS,2010,EL5,1,175.39
2017,NUTS,2010,EL5,1,156.72
2018,NUTS,2010,EL5,1,166.97
2019,NUTS,2010,EL5,1,197.13
1986,NUTS,2010,EL51,2,0.38
1988,NUTS,2010,EL51,2,0.55
1989,NUTS,2010,EL51,2,1.36
1991,NUTS,2010,EL51,2,2.34
1993,NUTS,2010,EL51,2,5.62
1995,NUTS,2010,EL51,2,6.72
1997,NUTS,2010,EL51,2,10.2
1999,NUTS,2010,EL51,2,17.3
2001,NUTS,2010,EL51,2,18.78
2003,NUTS,2010,EL51,2,18.45
2005,NUTS,2010,EL51,2,21.49
2011,NUTS,2010,EL51,2,28.533
2013,NUTS,2010,EL51,2,23.42
2015,NUTS,2010,EL51,2,31.43
2017,NUTS,2010,EL51,2,29.75
2018,NUTS,2010,EL51,2,29.8
2019,NUTS,2010,EL51,2,35.2
1986,NUTS,2010,EL52,2,3.45
1988,NUTS,2010,EL52,2,5.86
1989,NUTS,2010,EL52,2,14.22
1991,NUTS,2010,EL52,2,17.03
1993,NUTS,2010,EL52,2,32.28
1995,NUTS,2010,EL52,2,43.55
1997,NUTS,2010,EL52,2,61.82
1999,NUTS,2010,EL52,2,85.53
2001,NUTS,2010,EL52,2,85.37
2003,NUTS,2010,EL52,2,85.76
2005,NUTS,2010,EL52,2,96.98
2011,NUTS,2010,EL52,2,103.981
2013,NUTS,2010,EL52,2,97.29
2015,NUTS,2010,EL52,2,100.94
2017,NUTS,2010,EL52,2,85.06
2018,NUTS,2010,EL52,2,92.72
2019,NUTS,2010,EL52,2,109.41
1993,NUTS,2010,EL53,2,0.02
1995,NUTS,2010,EL53,2,0.44
1997,NUTS,2010,EL53,2,0.66
1999,NUTS,2010,EL53,2,1.26
2001,NUTS,2010,EL53,2,0.61
2003,NUTS,2010,EL53,2,4.15
2005,NUTS,2010,EL53,2,2.96
2011,NUTS,2010,EL53,2,5.942
2013,NUTS,2010,EL53,2,10.11
2015,NUTS,2010,EL53,2,6.63
2017,NUTS,2010,EL53,2,6.86
2018,NUTS,2010,EL53,2,8.47
2019,NUTS,2010,EL53,2,8.06
1986,NUTS,2010,EL54,2,0.85
1988,NUTS,2010,EL54,2,1.3
1989,NUTS,2010,EL54,2,2.7
1991,NUTS,2010,EL54,2,2.79
1993,NUTS,2010,EL54,2,5.18
1995,NUTS,2010,EL54,2,7.5
1997,NUTS,2010,EL54,2,11.95
1999,NUTS,2010,EL54,2,22.78
2001,NUTS,2010,EL54,2,23.9
2003,NUTS,2010,EL54,2,22.43
2005,NUTS,2010,EL54,2,28.65
2011,NUTS,2010,EL54,2,31.493
2013,NUTS,2010,EL54,2,28.34
2015,NUTS,2010,EL54,2,36.39
2017,NUTS,2010,EL54,2,35.05
2018,NUTS,2010,EL54,2,35.98
2019,NUTS,2010,EL54,2,44.46
2011,NUTS,2010,EL6,1,98.792
2013,NUTS,2010,EL6,1,101.56
2015,NUTS,2010,EL6,1,126.25
2017,NUTS,2010,EL6,1,127.94
2018,NUTS,2010,EL6,1,134.5
2019,NUTS,2010,EL6,1,151.05
1991,NUTS,2010,EL61,2,0.77
1993,NUTS,2010,EL61,2,1.78
1995,NUTS,2010,EL61,2,3.52
1997,NUTS,2010,EL61,2,4.66
1999,NUTS,2010,EL61,2,14.68
2001,NUTS,2010,EL61,2,12.86
2003,NUTS,2010,EL61,2,18.94
2005,NUTS,2010,EL61,2,26.85
2011,NUTS,2010,EL61,2,29.658
2013,NUTS,2010,EL61,2,31.85
2015,NUTS,2010,EL61,2,38.41
2017,NUTS,2010,EL61,2,42.86
2018,NUTS,2010,EL61,2,47.71
2019,NUTS,2010,EL61,2,57.58
1986,NUTS,2010,EL62,2,0.02
1988,NUTS,2010,EL62,2,0.03
1989,NUTS,2010,EL62,2,0.07
1991,NUTS,2010,EL62,2,0.37
1993,NUTS,2010,EL62,2,0.38
1995,NUTS,2010,EL62,2,1.04
1997,NUTS,2010,EL62,2,2.34
1999,NUTS,2010,EL62,2,2.14
2001,NUTS,2010,EL62,2,2.52
2003,NUTS,2010,EL62,2,2.63
2005,NUTS,2010,EL62,2,4.45
2011,NUTS,2010,EL62,2,3.361
2013,NUTS,2010,EL62,2,4.59
2015,NUTS,2010,EL62,2,9.1
2017,NUTS,2010,EL62,2,5.15
2018,NUTS,2010,EL62,2,5.86
2019,NUTS,2010,EL62,2,6.91
1986,NUTS,2010,EL63,2,1.02
1988,NUTS,2010,EL63,2,1.78
1989,NUTS,2010,EL63,2,3.27
1991,NUTS,2010,EL63,2,5.17
1993,NUTS,2010,EL63,2,10.9
1995,NUTS,2010,EL63,2,16.23
1997,NUTS,2010,EL63,2,27.61
1999,NUTS,2010,EL63,2,43.58
2001,NUTS,2010,EL63,2,42.87
2003,NUTS,2010,EL63,2,54.43
2005,NUTS,2010,EL63,2,43.5
2011,NUTS,2010,EL63,2,56.584
2013,NUTS,2010,EL63,2,51.13
2015,NUTS,2010,EL63,2,62.01
2017,NUTS,2010,EL63,2,71.12
2018,NUTS,2010,EL63,2,70.43
2019,NUTS,2010,EL63,2,73.57
1995,NUTS,2010,EL64,2,0.01
1997,NUTS,2010,EL64,2,0.03
1999,NUTS,2010,EL64,2,0.1
2001,NUTS,2010,EL64,2,0.18
2003,NUTS,2010,EL64,2,0.2
2005,NUTS,2010,EL64,2,1.39
2011,NUTS,2010,EL64,2,2.345
2013,NUTS,2010,EL64,2,3.96
2015,NUTS,2010,EL64,2,6.63
2017,NUTS,2010,EL64,2,3.6
2018,NUTS,2010,EL64,2,3.91
2019,NUTS,2010,EL64,2,4.84
1995,NUTS,2010,EL65,2,0.09
1999,NUTS,2010,EL65,2,0.01
2001,NUTS,2010,EL65,2,0.05
2003,NUTS,2010,EL65,2,0.39
2005,NUTS,2010,EL65,2,22.39
2011,NUTS,2010,EL65,2,6.843
2013,NUTS,2010,EL65,2,10.03
2015,NUTS,2010,EL65,2,10.1
2017,NUTS,2010,EL65,2,5.21
2018,NUTS,2010,EL65,2,6.59
2019,NUTS,2010,EL65,2,8.15
2015,NUTS,2010,ELZ,1,0.0
2018,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2018,NUTS,2010,ELZZ,2,0.0
1981,NUTS,2010,ES,0,100.417
1982,NUTS,2010,ES,0,129.35
1983,NUTS,2010,ES,0,148.883
1984,NUTS,2010,ES,0,168.476
1985,NUTS,2010,ES,0,192.246
1986,NUTS,2010,ES,0,221.04
1987,NUTS,2010,ES,0,262.444
1988,NUTS,2010,ES,0,332.753
1989,NUTS,2010,ES,0,416.324
1990,NUTS,2010,ES,0,521.201
1991,NUTS,2010,ES,0,640.122
1992,NUTS,2010,ES,0,938.162
1993,NUTS,2010,ES,0,1047.815
1994,NUTS,2010,ES,0,1040.301
1995,NUTS,2010,ES,0,1136.912
1996,NUTS,2010,ES,0,1242.703
1997,NUTS,2010,ES,0,1321.931
1998,NUTS,2010,ES,0,1438.667
1999,NUTS,2010,ES,0,1504.604
2000,NUTS,2010,ES,0,1693.88
2001,NUTS,2010,ES,0,1925.357
2002,NUTS,2010,ES,0,2141.951
2003,NUTS,2010,ES,0,2491.959
2004,NUTS,2010,ES,0,2641.653
2005,NUTS,2010,ES,0,2959.928
2006,NUTS,2010,ES,0,3265.739
2007,NUTS,2010,ES,0,3518.595
2008,NUTS,2010,ES,0,3932.413
2009,NUTS,2010,ES,0,4058.359
2010,NUTS,2010,ES,0,4123.15
2011,NUTS,2010,ES,0,4002.024
2012,NUTS,2010,ES,0,3715.573
2013,NUTS,2010,ES,0,3647.407
2014,NUTS,2010,ES,0,3606.171
2015,NUTS,2010,ES,0,3704.0
2016,NUTS,2010,ES,0,3649.0
2017,NUTS,2010,ES,0,3809.0
2018,NUTS,2010,ES,0,3946.0
2019,NUTS,2010,ES,0,4141.0
2020,NUTS,2010,ES,0,4202.0
1987,NUTS,2010,ES1,1,21.11
1988,NUTS,2010,ES1,1,26.68
1989,NUTS,2010,ES1,1,33.25
1990,NUTS,2010,ES1,1,41.47
1991,NUTS,2010,ES1,1,56.69
