year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_rse_fte_t
2015,NUTS,2010,NO04,2,2154.0
2016,NUTS,2010,NO04,2,2353.0
2017,NUTS,2010,NO04,2,2527.0
2018,NUTS,2010,NO04,2,2566.0
2019,NUTS,2010,NO04,2,2785.0
2011,NUTS,2010,NO05,2,3734.0
2012,NUTS,2010,NO05,2,3912.0
2013,NUTS,2010,NO05,2,3900.0
2014,NUTS,2010,NO05,2,4035.0
2015,NUTS,2010,NO05,2,4245.0
2016,NUTS,2010,NO05,2,4265.0
2017,NUTS,2010,NO05,2,4603.0
2018,NUTS,2010,NO05,2,4816.0
2019,NUTS,2010,NO05,2,5242.0
2011,NUTS,2010,NO06,2,4846.0
2012,NUTS,2010,NO06,2,5233.0
2013,NUTS,2010,NO06,2,4906.0
2014,NUTS,2010,NO06,2,5114.0
2015,NUTS,2010,NO06,2,5256.0
2016,NUTS,2010,NO06,2,5485.0
2017,NUTS,2010,NO06,2,5859.0
2018,NUTS,2010,NO06,2,5845.0
2019,NUTS,2010,NO06,2,6235.0
2011,NUTS,2010,NO07,2,1781.0
2012,NUTS,2010,NO07,2,1870.0
2013,NUTS,2010,NO07,2,1884.0
2014,NUTS,2010,NO07,2,2004.0
2015,NUTS,2010,NO07,2,2125.0
2016,NUTS,2010,NO07,2,2320.0
2017,NUTS,2010,NO07,2,2364.0
2018,NUTS,2010,NO07,2,2464.0
2019,NUTS,2010,NO07,2,2523.0
2011,NUTS,2010,PL,0,64133.0
2012,NUTS,2010,PL,0,67001.0
2013,NUTS,2010,PL,0,71472.0
2014,NUTS,2010,PL,0,78622.0
2015,NUTS,2010,PL,0,82594.0
2016,NUTS,2010,PL,0,88165.0
2017,NUTS,2010,PL,0,114585.0
2018,NUTS,2010,PL,0,117789.0
2019,NUTS,2010,PL,0,120780.0
2020,NUTS,2010,PL,0,124600.0
2011,NUTS,2010,PL1,1,21763.0
2012,NUTS,2010,PL1,1,22037.0
2013,NUTS,2010,PL1,1,24614.0
2014,NUTS,2010,PL1,1,26813.0
2015,NUTS,2010,PL1,1,28685.0
2011,NUTS,2010,PL11,2,3623.0
2012,NUTS,2010,PL11,2,4051.0
2013,NUTS,2010,PL11,2,3760.0
2014,NUTS,2010,PL11,2,3973.0
2015,NUTS,2010,PL11,2,4224.0
2011,NUTS,2010,PL12,2,18140.0
2012,NUTS,2010,PL12,2,17986.0
2013,NUTS,2010,PL12,2,20854.0
2014,NUTS,2010,PL12,2,22840.0
2015,NUTS,2010,PL12,2,24461.0
2011,NUTS,2010,PL2,1,14156.0
2012,NUTS,2010,PL2,1,15179.0
2013,NUTS,2010,PL2,1,16275.0
2014,NUTS,2010,PL2,1,18095.0
2015,NUTS,2010,PL2,1,18859.0
2016,NUTS,2010,PL2,1,20080.0
2017,NUTS,2010,PL2,1,26273.0
2018,NUTS,2010,PL2,1,26196.0
2019,NUTS,2010,PL2,1,28774.0
2011,NUTS,2010,PL21,2,8520.0
2012,NUTS,2010,PL21,2,9167.0
2013,NUTS,2010,PL21,2,9760.0
2014,NUTS,2010,PL21,2,11073.0
2015,NUTS,2010,PL21,2,11809.0
2016,NUTS,2010,PL21,2,12520.0
2017,NUTS,2010,PL21,2,17443.0
2018,NUTS,2010,PL21,2,16947.0
2019,NUTS,2010,PL21,2,17485.0
2011,NUTS,2010,PL22,2,5637.0
2012,NUTS,2010,PL22,2,6012.0
2013,NUTS,2010,PL22,2,6515.0
2014,NUTS,2010,PL22,2,7022.0
2015,NUTS,2010,PL22,2,7050.0
2016,NUTS,2010,PL22,2,7560.0
2017,NUTS,2010,PL22,2,8830.0
2018,NUTS,2010,PL22,2,9250.0
2019,NUTS,2010,PL22,2,11289.0
2011,NUTS,2010,PL3,1,7000.0
2012,NUTS,2010,PL3,1,7449.0
2013,NUTS,2010,PL3,1,8292.0
2014,NUTS,2010,PL3,1,9961.0
2015,NUTS,2010,PL3,1,9706.0
2011,NUTS,2010,PL31,2,2953.0
2012,NUTS,2010,PL31,2,3004.0
2013,NUTS,2010,PL31,2,3064.0
2014,NUTS,2010,PL31,2,3095.0
2015,NUTS,2010,PL31,2,3163.0
2011,NUTS,2010,PL32,2,1893.0
2012,NUTS,2010,PL32,2,2491.0
2013,NUTS,2010,PL32,2,3011.0
2014,NUTS,2010,PL32,2,4465.0
2015,NUTS,2010,PL32,2,3888.0
2011,NUTS,2010,PL33,2,838.0
2012,NUTS,2010,PL33,2,412.0
2013,NUTS,2010,PL33,2,806.0
2014,NUTS,2010,PL33,2,949.0
2015,NUTS,2010,PL33,2,1091.0
2011,NUTS,2010,PL34,2,1316.0
2012,NUTS,2010,PL34,2,1542.0
2013,NUTS,2010,PL34,2,1411.0
2014,NUTS,2010,PL34,2,1453.0
2015,NUTS,2010,PL34,2,1564.0
2011,NUTS,2010,PL4,1,7290.0
2012,NUTS,2010,PL4,1,7233.0
2013,NUTS,2010,PL4,1,6703.0
2014,NUTS,2010,PL4,1,7490.0
2015,NUTS,2010,PL4,1,7967.0
2016,NUTS,2010,PL4,1,7963.0
2017,NUTS,2010,PL4,1,10186.0
2018,NUTS,2010,PL4,1,10150.0
2011,NUTS,2010,PL41,2,4886.0
2012,NUTS,2010,PL41,2,4758.0
2013,NUTS,2010,PL41,2,4410.0
2014,NUTS,2010,PL41,2,4919.0
2015,NUTS,2010,PL41,2,5377.0
2016,NUTS,2010,PL41,2,5385.0
2017,NUTS,2010,PL41,2,6410.0
2018,NUTS,2010,PL41,2,6452.0
2019,NUTS,2010,PL41,2,6708.0
2012,NUTS,2010,PL42,2,1754.0
2013,NUTS,2010,PL42,2,1588.0
2014,NUTS,2010,PL42,2,1856.0
2015,NUTS,2010,PL42,2,1839.0
2016,NUTS,2010,PL42,2,1768.0
2017,NUTS,2010,PL42,2,2683.0
2018,NUTS,2010,PL42,2,2759.0
2019,NUTS,2010,PL42,2,2508.0
2012,NUTS,2010,PL43,2,720.0
2013,NUTS,2010,PL43,2,705.0
2014,NUTS,2010,PL43,2,715.0
2015,NUTS,2010,PL43,2,752.0
2016,NUTS,2010,PL43,2,810.0
2017,NUTS,2010,PL43,2,1094.0
2018,NUTS,2010,PL43,2,938.0
2011,NUTS,2010,PL5,1,6172.0
2012,NUTS,2010,PL5,1,6805.0
2013,NUTS,2010,PL5,1,7181.0
2014,NUTS,2010,PL5,1,7479.0
2015,NUTS,2010,PL5,1,7811.0
2016,NUTS,2010,PL5,1,8131.0
2017,NUTS,2010,PL5,1,10899.0
2018,NUTS,2010,PL5,1,11778.0
2011,NUTS,2010,PL51,2,5419.0
2012,NUTS,2010,PL51,2,6012.0
2013,NUTS,2010,PL51,2,6372.0
2014,NUTS,2010,PL51,2,6662.0
2015,NUTS,2010,PL51,2,6893.0
2016,NUTS,2010,PL51,2,7209.0
2017,NUTS,2010,PL51,2,9671.0
2018,NUTS,2010,PL51,2,10546.0
2019,NUTS,2010,PL51,2,10914.0
2011,NUTS,2010,PL52,2,753.0
2012,NUTS,2010,PL52,2,793.0
2013,NUTS,2010,PL52,2,809.0
2014,NUTS,2010,PL52,2,817.0
2015,NUTS,2010,PL52,2,917.0
2016,NUTS,2010,PL52,2,921.0
2017,NUTS,2010,PL52,2,1229.0
2018,NUTS,2010,PL52,2,1232.0
2011,NUTS,2010,PL6,1,7752.0
2012,NUTS,2010,PL6,1,8298.0
2013,NUTS,2010,PL6,1,8409.0
2014,NUTS,2010,PL6,1,8784.0
2015,NUTS,2010,PL6,1,9567.0
2016,NUTS,2010,PL6,1,10004.0
2017,NUTS,2010,PL6,1,13154.0
2018,NUTS,2010,PL6,1,14031.0
2011,NUTS,2010,PL61,2,2228.0
2012,NUTS,2010,PL61,2,2545.0
2013,NUTS,2010,PL61,2,2338.0
2014,NUTS,2010,PL61,2,2349.0
2015,NUTS,2010,PL61,2,2807.0
2016,NUTS,2010,PL61,2,2667.0
2017,NUTS,2010,PL61,2,4050.0
2019,NUTS,2010,PL61,2,4707.0
2011,NUTS,2010,PL62,2,1247.0
2012,NUTS,2010,PL62,2,1256.0
2013,NUTS,2010,PL62,2,1223.0
2014,NUTS,2010,PL62,2,1325.0
2015,NUTS,2010,PL62,2,1287.0
2016,NUTS,2010,PL62,2,1409.0
2017,NUTS,2010,PL62,2,1798.0
2011,NUTS,2010,PL63,2,4277.0
2012,NUTS,2010,PL63,2,4497.0
2013,NUTS,2010,PL63,2,4848.0
2014,NUTS,2010,PL63,2,5110.0
2015,NUTS,2010,PL63,2,5473.0
2016,NUTS,2010,PL63,2,5928.0
2017,NUTS,2010,PL63,2,7306.0
2018,NUTS,2010,PL63,2,8976.0
2019,NUTS,2010,PL63,2,8881.0
2016,NUTS,2010,PL7,1,5922.0
2017,NUTS,2010,PL7,1,6554.0
2018,NUTS,2010,PL7,1,6353.0
2019,NUTS,2010,PL7,1,7152.0
2016,NUTS,2010,PL71,2,4836.0
2017,NUTS,2010,PL71,2,5567.0
2018,NUTS,2010,PL71,2,5241.0
2019,NUTS,2010,PL71,2,6014.0
2016,NUTS,2010,PL72,2,1086.0
2017,NUTS,2010,PL72,2,986.0
2018,NUTS,2010,PL72,2,1112.0
2019,NUTS,2010,PL72,2,1138.0
2016,NUTS,2010,PL8,1,8835.0
2017,NUTS,2010,PL8,1,10191.0
2018,NUTS,2010,PL8,1,11546.0
2016,NUTS,2010,PL81,2,3373.0
2017,NUTS,2010,PL81,2,4022.0
2016,NUTS,2010,PL82,2,4049.0
2017,NUTS,2010,PL82,2,4296.0
2019,NUTS,2010,PL82,2,3796.0
2016,NUTS,2010,PL84,2,1414.0
2017,NUTS,2010,PL84,2,1873.0
2018,NUTS,2010,PL84,2,1986.0
2019,NUTS,2010,PL84,2,2072.0
2016,NUTS,2010,PL9,1,27230.0
2017,NUTS,2010,PL9,1,37329.0
2018,NUTS,2010,PL9,1,37734.0
2019,NUTS,2010,PL9,1,36105.0
2016,NUTS,2010,PL91,2,26200.0
2017,NUTS,2010,PL91,2,36077.0
2016,NUTS,2010,PL92,2,1030.0
2017,NUTS,2010,PL92,2,1251.0
2011,NUTS,2010,PT,0,44056.0
2012,NUTS,2010,PT,0,42498.0
2013,NUTS,2010,PT,0,37813.0
2014,NUTS,2010,PT,0,38155.0
2015,NUTS,2010,PT,0,38672.0
2016,NUTS,2010,PT,0,41349.0
2017,NUTS,2010,PT,0,44938.0
2018,NUTS,2010,PT,0,47652.0
2019,NUTS,2010,PT,0,50166.0
2020,NUTS,2010,PT,0,53174.0
2011,NUTS,2010,PT1,1,43416.0
2012,NUTS,2010,PT1,1,41952.0
2013,NUTS,2010,PT1,1,37340.0
2014,NUTS,2010,PT1,1,37665.0
2015,NUTS,2010,PT1,1,38174.0
2016,NUTS,2010,PT1,1,40837.0
2017,NUTS,2010,PT1,1,44350.0
2018,NUTS,2010,PT1,1,46974.0
2019,NUTS,2010,PT1,1,49523.0
2020,NUTS,2010,PT1,1,52524.0
2011,NUTS,2010,PT11,2,13044.0
2012,NUTS,2010,PT11,2,12657.0
2013,NUTS,2010,PT11,2,11882.0
2014,NUTS,2010,PT11,2,12354.0
2015,NUTS,2010,PT11,2,12452.0
2016,NUTS,2010,PT11,2,13523.0
2017,NUTS,2010,PT11,2,15167.0
2018,NUTS,2010,PT11,2,16025.0
2019,NUTS,2010,PT11,2,17579.0
2020,NUTS,2010,PT11,2,19645.0
2011,NUTS,2010,PT15,2,811.0
2012,NUTS,2010,PT15,2,769.0
2013,NUTS,2010,PT15,2,664.0
2014,NUTS,2010,PT15,2,689.0
2015,NUTS,2010,PT15,2,667.0
2016,NUTS,2010,PT15,2,674.0
2017,NUTS,2010,PT15,2,613.0
2018,NUTS,2010,PT15,2,642.0
2019,NUTS,2010,PT15,2,767.0
2020,NUTS,2010,PT15,2,812.0
2011,NUTS,2010,PT16,2,8728.0
2012,NUTS,2010,PT16,2,8558.0
2013,NUTS,2010,PT16,2,7595.0
2014,NUTS,2010,PT16,2,7710.0
2015,NUTS,2010,PT16,2,7546.0
2016,NUTS,2010,PT16,2,8063.0
2017,NUTS,2010,PT16,2,9005.0
2018,NUTS,2010,PT16,2,9735.0
2019,NUTS,2010,PT16,2,10053.0
2020,NUTS,2010,PT16,2,10187.0
2011,NUTS,2010,PT17,2,19924.0
2012,NUTS,2010,PT17,2,19040.0
2013,NUTS,2010,PT17,2,16384.0
2014,NUTS,2010,PT17,2,16093.0
2015,NUTS,2010,PT17,2,16611.0
2016,NUTS,2010,PT17,2,17513.0
2017,NUTS,2010,PT17,2,18360.0
2018,NUTS,2010,PT17,2,19264.0
2019,NUTS,2010,PT17,2,19720.0
2020,NUTS,2010,PT17,2,20378.0
2011,NUTS,2010,PT18,2,908.0
2012,NUTS,2010,PT18,2,929.0
2013,NUTS,2010,PT18,2,815.0
2014,NUTS,2010,PT18,2,819.0
2015,NUTS,2010,PT18,2,898.0
2016,NUTS,2010,PT18,2,1064.0
2017,NUTS,2010,PT18,2,1205.0
2018,NUTS,2010,PT18,2,1307.0
2019,NUTS,2010,PT18,2,1404.0
2020,NUTS,2010,PT18,2,1501.0
2011,NUTS,2010,PT2,1,338.0
2012,NUTS,2010,PT2,1,298.0
2013,NUTS,2010,PT2,1,237.0
2014,NUTS,2010,PT2,1,249.0
2015,NUTS,2010,PT2,1,231.0
2016,NUTS,2010,PT2,1,230.0
2017,NUTS,2010,PT2,1,256.0
2018,NUTS,2010,PT2,1,270.0
2019,NUTS,2010,PT2,1,260.0
2020,NUTS,2010,PT2,1,252.0
2011,NUTS,2010,PT20,2,338.0
2012,NUTS,2010,PT20,2,298.0
2013,NUTS,2010,PT20,2,237.0
2014,NUTS,2010,PT20,2,249.0
2015,NUTS,2010,PT20,2,231.0
2016,NUTS,2010,PT20,2,230.0
2017,NUTS,2010,PT20,2,256.0
2018,NUTS,2010,PT20,2,270.0
2019,NUTS,2010,PT20,2,260.0
2020,NUTS,2010,PT20,2,252.0
2011,NUTS,2010,PT3,1,303.0
2012,NUTS,2010,PT3,1,248.0
2013,NUTS,2010,PT3,1,237.0
2014,NUTS,2010,PT3,1,241.0
2015,NUTS,2010,PT3,1,267.0
2016,NUTS,2010,PT3,1,283.0
2017,NUTS,2010,PT3,1,331.0
2018,NUTS,2010,PT3,1,408.0
2019,NUTS,2010,PT3,1,384.0
2020,NUTS,2010,PT3,1,399.0
2011,NUTS,2010,PT30,2,303.0
2012,NUTS,2010,PT30,2,248.0
2013,NUTS,2010,PT30,2,237.0
2014,NUTS,2010,PT30,2,241.0
2015,NUTS,2010,PT30,2,267.0
2016,NUTS,2010,PT30,2,283.0
2017,NUTS,2010,PT30,2,331.0
2018,NUTS,2010,PT30,2,408.0
2019,NUTS,2010,PT30,2,384.0
2020,NUTS,2010,PT30,2,399.0
2011,NUTS,2010,RO,0,16080.0
2012,NUTS,2010,RO,0,18016.0
2013,NUTS,2010,RO,0,18576.0
2014,NUTS,2010,RO,0,18109.0
2015,NUTS,2010,RO,0,17459.0
2016,NUTS,2010,RO,0,18046.0
2017,NUTS,2010,RO,0,17518.0
2018,NUTS,2010,RO,0,17213.0
2019,NUTS,2010,RO,0,17350.0
2020,NUTS,2010,RO,0,18331.0
2011,NUTS,2010,RO1,1,2581.0
2012,NUTS,2010,RO1,1,3029.0
2013,NUTS,2010,RO1,1,2499.0
2014,NUTS,2010,RO1,1,2738.0
2015,NUTS,2010,RO1,1,2441.0
2016,NUTS,2010,RO1,1,2486.0
2017,NUTS,2010,RO1,1,2267.0
2018,NUTS,2010,RO1,1,2534.0
2019,NUTS,2010,RO1,1,2647.0
2011,NUTS,2010,RO11,2,1273.0
2012,NUTS,2010,RO11,2,1551.0
2013,NUTS,2010,RO11,2,1236.0
2014,NUTS,2010,RO11,2,1453.0
2015,NUTS,2010,RO11,2,1270.0
2016,NUTS,2010,RO11,2,1235.0
2017,NUTS,2010,RO11,2,1161.0
2018,NUTS,2010,RO11,2,1279.0
2019,NUTS,2010,RO11,2,1323.0
2011,NUTS,2010,RO12,2,1308.0
2012,NUTS,2010,RO12,2,1477.0
2013,NUTS,2010,RO12,2,1263.0
2014,NUTS,2010,RO12,2,1285.0
2015,NUTS,2010,RO12,2,1171.0
2016,NUTS,2010,RO12,2,1251.0
2017,NUTS,2010,RO12,2,1106.0
2018,NUTS,2010,RO12,2,1255.0
2019,NUTS,2010,RO12,2,1324.0
2011,NUTS,2010,RO2,1,2076.0
2012,NUTS,2010,RO2,1,2212.0
2013,NUTS,2010,RO2,1,2229.0
2014,NUTS,2010,RO2,1,2165.0
2015,NUTS,2010,RO2,1,2258.0
2016,NUTS,2010,RO2,1,2199.0
2017,NUTS,2010,RO2,1,2193.0
2018,NUTS,2010,RO2,1,2131.0
2019,NUTS,2010,RO2,1,2510.0
2011,NUTS,2010,RO21,2,1572.0
2012,NUTS,2010,RO21,2,1668.0
2013,NUTS,2010,RO21,2,1775.0
2014,NUTS,2010,RO21,2,1730.0
2015,NUTS,2010,RO21,2,1786.0
2016,NUTS,2010,RO21,2,1667.0
2017,NUTS,2010,RO21,2,1607.0
2018,NUTS,2010,RO21,2,1501.0
2019,NUTS,2010,RO21,2,1940.0
2011,NUTS,2010,RO22,2,503.0
2012,NUTS,2010,RO22,2,543.0
2013,NUTS,2010,RO22,2,454.0
2014,NUTS,2010,RO22,2,435.0
2015,NUTS,2010,RO22,2,472.0
2016,NUTS,2010,RO22,2,532.0
2017,NUTS,2010,RO22,2,586.0
2018,NUTS,2010,RO22,2,630.0
2019,NUTS,2010,RO22,2,570.0
2011,NUTS,2010,RO3,1,8619.0
2012,NUTS,2010,RO3,1,10178.0
2013,NUTS,2010,RO3,1,10969.0
2014,NUTS,2010,RO3,1,10653.0
2015,NUTS,2010,RO3,1,10351.0
2016,NUTS,2010,RO3,1,11098.0
2017,NUTS,2010,RO3,1,10880.0
2018,NUTS,2010,RO3,1,10377.0
2019,NUTS,2010,RO3,1,10040.0
2011,NUTS,2010,RO31,2,736.0
2012,NUTS,2010,RO31,2,1221.0
2013,NUTS,2010,RO31,2,1787.0
2014,NUTS,2010,RO31,2,1594.0
2015,NUTS,2010,RO31,2,1119.0
2016,NUTS,2010,RO31,2,1185.0
2017,NUTS,2010,RO31,2,1000.0
2018,NUTS,2010,RO31,2,966.0
2019,NUTS,2010,RO31,2,954.0
2011,NUTS,2010,RO32,2,7883.0
2012,NUTS,2010,RO32,2,8958.0
2013,NUTS,2010,RO32,2,9182.0
2014,NUTS,2010,RO32,2,9059.0
2015,NUTS,2010,RO32,2,9232.0
2016,NUTS,2010,RO32,2,9913.0
2017,NUTS,2010,RO32,2,9880.0
2018,NUTS,2010,RO32,2,9411.0
2019,NUTS,2010,RO32,2,9086.0
2011,NUTS,2010,RO4,1,2804.0
2012,NUTS,2010,RO4,1,2598.0
2013,NUTS,2010,RO4,1,2879.0
2014,NUTS,2010,RO4,1,2553.0
2015,NUTS,2010,RO4,1,2409.0
2016,NUTS,2010,RO4,1,2263.0
2017,NUTS,2010,RO4,1,2178.0
2018,NUTS,2010,RO4,1,2171.0
2019,NUTS,2010,RO4,1,2153.0
2011,NUTS,2010,RO41,2,1347.0
2012,NUTS,2010,RO41,2,1243.0
2013,NUTS,2010,RO41,2,1254.0
2014,NUTS,2010,RO41,2,934.0
2015,NUTS,2010,RO41,2,1018.0
2016,NUTS,2010,RO41,2,978.0
2017,NUTS,2010,RO41,2,1013.0
2018,NUTS,2010,RO41,2,484.0
2019,NUTS,2010,RO41,2,466.0
2011,NUTS,2010,RO42,2,1457.0
2012,NUTS,2010,RO42,2,1355.0
2013,NUTS,2010,RO42,2,1626.0
2014,NUTS,2010,RO42,2,1619.0
2015,NUTS,2010,RO42,2,1391.0
2016,NUTS,2010,RO42,2,1285.0
2017,NUTS,2010,RO42,2,1165.0
2018,NUTS,2010,RO42,2,1687.0
2019,NUTS,2010,RO42,2,1687.0
2011,NUTS,2010,RS,0,11720.0
2012,NUTS,2010,RS,0,11802.0
2013,NUTS,2010,RS,0,12342.0
2014,NUTS,2010,RS,0,13026.0
2015,NUTS,2010,RS,0,14657.0
2016,NUTS,2010,RS,0,15015.0
2017,NUTS,2010,RS,0,14557.0
2018,NUTS,2010,RS,0,14535.0
2019,NUTS,2010,RS,0,14535.0
2020,NUTS,2010,RS,0,14891.0
2018,NUTS,2010,RS1,1,11760.0
2019,NUTS,2010,RS1,1,11891.0
2020,NUTS,2010,RS1,1,12223.0
2018,NUTS,2010,RS11,2,8408.0
2019,NUTS,2010,RS11,2,8660.0
2020,NUTS,2010,RS11,2,8989.0
2018,NUTS,2010,RS12,2,3352.0
2019,NUTS,2010,RS12,2,3232.0
2020,NUTS,2010,RS12,2,3235.0
2018,NUTS,2010,RS2,1,2775.0
2019,NUTS,2010,RS2,1,2644.0
2020,NUTS,2010,RS2,1,2668.0
2018,NUTS,2010,RS21,2,1082.0
2019,NUTS,2010,RS21,2,933.0
2020,NUTS,2010,RS21,2,1038.0
2018,NUTS,2010,RS22,2,1694.0
2019,NUTS,2010,RS22,2,1711.0
2020,NUTS,2010,RS22,2,1630.0
2011,NUTS,2010,RU,0,447579.0
2012,NUTS,2010,RU,0,443269.0
2013,NUTS,2010,RU,0,440581.0
2014,NUTS,2010,RU,0,444865.0
2015,NUTS,2010,RU,0,449180.0
2017,NUTS,2010,RU,0,410617.0
2018,NUTS,2010,RU,0,405772.0
2019,NUTS,2010,RU,0,400663.0
2011,NUTS,2010,SE,0,48702.0
2012,NUTS,2010,SE,0,49280.0
2013,NUTS,2010,SE,0,64194.0
2014,NUTS,2010,SE,0,66643.0
2015,NUTS,2010,SE,0,66734.0
2016,NUTS,2010,SE,0,70372.0
2017,NUTS,2010,SE,0,73132.0
2018,NUTS,2010,SE,0,75151.0
2019,NUTS,2010,SE,0,78629.0
2020,NUTS,2010,SE,0,80089.0
2011,NUTS,2010,SE1,1,24452.0
2013,NUTS,2010,SE1,1,32021.0
2015,NUTS,2010,SE1,1,34996.0
2017,NUTS,2010,SE1,1,35883.0
2019,NUTS,2010,SE1,1,37525.0
2011,NUTS,2010,SE11,2,14934.0
2013,NUTS,2010,SE11,2,20260.0
2015,NUTS,2010,SE11,2,22246.0
2017,NUTS,2010,SE11,2,24871.0
2019,NUTS,2010,SE11,2,24559.0
2011,NUTS,2010,SE12,2,9518.0
2013,NUTS,2010,SE12,2,11760.0
2015,NUTS,2010,SE12,2,12746.0
2017,NUTS,2010,SE12,2,11010.0
2019,NUTS,2010,SE12,2,12966.0
2011,NUTS,2010,SE2,1,19430.0
2013,NUTS,2010,SE2,1,24863.0
2015,NUTS,2010,SE2,1,24967.0
2017,NUTS,2010,SE2,1,30927.0
2011,NUTS,2010,SE21,2,1665.0
2013,NUTS,2010,SE21,2,2326.0
2015,NUTS,2010,SE21,2,2042.0
2011,NUTS,2010,SE22,2,5518.0
2013,NUTS,2010,SE22,2,9134.0
2015,NUTS,2010,SE22,2,9070.0
2017,NUTS,2010,SE22,2,9066.0
2019,NUTS,2010,SE22,2,11780.0
2011,NUTS,2010,SE23,2,12248.0
2013,NUTS,2010,SE23,2,13402.0
2015,NUTS,2010,SE23,2,13858.0
2017,NUTS,2010,SE23,2,19546.0
2019,NUTS,2010,SE23,2,20659.0
2011,NUTS,2010,SE3,1,4626.0
2013,NUTS,2010,SE3,1,5147.0
2015,NUTS,2010,SE3,1,5243.0
2017,NUTS,2010,SE3,1,5121.0
2011,NUTS,2010,SE31,2,1503.0
2013,NUTS,2010,SE31,2,1998.0
2015,NUTS,2010,SE31,2,2181.0
2017,NUTS,2010,SE31,2,1947.0
2019,NUTS,2010,SE31,2,1715.0
2011,NUTS,2010,SE32,2,536.0
2013,NUTS,2010,SE32,2,550.0
2015,NUTS,2010,SE32,2,487.0
2011,NUTS,2010,SE33,2,2585.0
2013,NUTS,2010,SE33,2,2600.0
2015,NUTS,2010,SE33,2,2574.0
2017,NUTS,2010,SE33,2,2465.0
2019,NUTS,2010,SE33,2,2787.0
2011,NUTS,2010,SI,0,8774.0
2012,NUTS,2010,SI,0,8884.0
2013,NUTS,2010,SI,0,8707.0
2014,NUTS,2010,SI,0,8574.0
2015,NUTS,2010,SI,0,7900.0
2016,NUTS,2010,SI,0,8119.0
2017,NUTS,2010,SI,0,9301.0
2018,NUTS,2010,SI,0,10068.0
2019,NUTS,2010,SI,0,10507.0
2020,NUTS,2010,SI,0,10254.0
2011,NUTS,2010,SI0,1,8774.0
2012,NUTS,2010,SI0,1,8884.0
2013,NUTS,2010,SI0,1,8707.0
2014,NUTS,2010,SI0,1,8574.0
2015,NUTS,2010,SI0,1,7900.0
2016,NUTS,2010,SI0,1,8119.0
2017,NUTS,2010,SI0,1,9301.0
2018,NUTS,2010,SI0,1,10068.0
2019,NUTS,2010,SI0,1,10507.0
2013,NUTS,2010,SI03,2,2245.0
2014,NUTS,2010,SI03,2,2160.0
2015,NUTS,2010,SI03,2,1891.0
2016,NUTS,2010,SI03,2,1872.0
2017,NUTS,2010,SI03,2,2250.0
2018,NUTS,2010,SI03,2,2535.0
2019,NUTS,2010,SI03,2,2694.0
2013,NUTS,2010,SI04,2,6461.0
2014,NUTS,2010,SI04,2,6415.0
2015,NUTS,2010,SI04,2,6009.0
2016,NUTS,2010,SI04,2,6250.0
2017,NUTS,2010,SI04,2,7052.0
2018,NUTS,2010,SI04,2,7533.0
2019,NUTS,2010,SI04,2,7812.0
2011,NUTS,2010,SK,0,15326.0
2012,NUTS,2010,SK,0,15271.0
2013,NUTS,2010,SK,0,14727.0
2014,NUTS,2010,SK,0,14742.0
2015,NUTS,2010,SK,0,14406.0
2016,NUTS,2010,SK,0,14149.0
2017,NUTS,2010,SK,0,15226.0
2018,NUTS,2010,SK,0,16337.0
2019,NUTS,2010,SK,0,16977.0
2020,NUTS,2010,SK,0,17276.0
2011,NUTS,2010,SK01,2,8435.0
2012,NUTS,2010,SK01,2,8253.0
2013,NUTS,2010,SK01,2,7678.0
2014,NUTS,2010,SK01,2,7113.0
2015,NUTS,2010,SK01,2,6888.0
2016,NUTS,2010,SK01,2,7127.0
2017,NUTS,2010,SK01,2,7415.0
2018,NUTS,2010,SK01,2,8045.0
2019,NUTS,2010,SK01,2,8286.0
2020,NUTS,2010,SK01,2,8696.0
2011,NUTS,2010,SK02,2,2488.0
2012,NUTS,2010,SK02,2,2461.0
2013,NUTS,2010,SK02,2,2568.0
2014,NUTS,2010,SK02,2,2932.0
2015,NUTS,2010,SK02,2,2863.0
2016,NUTS,2010,SK02,2,2429.0
2017,NUTS,2010,SK02,2,3113.0
2018,NUTS,2010,SK02,2,3132.0
2019,NUTS,2010,SK02,2,3170.0
2020,NUTS,2010,SK02,2,3214.0
2011,NUTS,2010,SK03,2,1940.0
2012,NUTS,2010,SK03,2,1939.0
2013,NUTS,2010,SK03,2,1784.0
2014,NUTS,2010,SK03,2,2032.0
2015,NUTS,2010,SK03,2,2043.0
2016,NUTS,2010,SK03,2,2076.0
2017,NUTS,2010,SK03,2,2023.0
2018,NUTS,2010,SK03,2,2215.0
2019,NUTS,2010,SK03,2,2449.0
2020,NUTS,2010,SK03,2,2412.0
2011,NUTS,2010,SK04,2,2463.0
2012,NUTS,2010,SK04,2,2619.0
2013,NUTS,2010,SK04,2,2698.0
2014,NUTS,2010,SK04,2,2666.0
2015,NUTS,2010,SK04,2,2612.0
2016,NUTS,2010,SK04,2,2517.0
2017,NUTS,2010,SK04,2,2675.0
2018,NUTS,2010,SK04,2,2946.0
2019,NUTS,2010,SK04,2,3072.0
2020,NUTS,2010,SK04,2,2954.0
2011,NUTS,2010,TR,0,72109.0
2012,NUTS,2010,TR,0,82122.0
2013,NUTS,2010,TR,0,89075.0
2014,NUTS,2010,TR,0,89657.0
2015,NUTS,2010,TR,0,95161.0
2016,NUTS,2010,TR,0,100158.0
