year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_hc_rse_f
2013,NUTS,2010,ES63,2,12.0
2014,NUTS,2010,ES63,2,19.0
2015,NUTS,2010,ES63,2,14.0
2011,NUTS,2010,ES64,2,25.0
2012,NUTS,2010,ES64,2,25.0
2013,NUTS,2010,ES64,2,26.0
2014,NUTS,2010,ES64,2,24.0
2015,NUTS,2010,ES64,2,22.0
2011,NUTS,2010,ES7,1,1898.0
2012,NUTS,2010,ES7,1,1888.0
2013,NUTS,2010,ES7,1,1775.0
2014,NUTS,2010,ES7,1,1732.0
2015,NUTS,2010,ES7,1,1738.0
2016,NUTS,2010,ES7,1,1838.0
2017,NUTS,2010,ES7,1,1902.0
2018,NUTS,2010,ES7,1,2044.0
2019,NUTS,2010,ES7,1,2069.0
2011,NUTS,2010,ES70,2,1898.0
2012,NUTS,2010,ES70,2,1888.0
2013,NUTS,2010,ES70,2,1775.0
2014,NUTS,2010,ES70,2,1732.0
2015,NUTS,2010,ES70,2,1738.0
2016,NUTS,2010,ES70,2,1838.0
2017,NUTS,2010,ES70,2,1902.0
2018,NUTS,2010,ES70,2,2044.0
2019,NUTS,2010,ES70,2,2069.0
2011,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,673509.0
2013,NUTS,2010,EU27_2020,7,725809.0
2015,NUTS,2010,EU27_2020,7,771359.0
2017,NUTS,2010,EU27_2020,7,849213.0
2019,NUTS,2010,EU27_2020,7,920693.0
2011,NUTS,2010,FI,0,18452.0
2012,NUTS,2010,FI,0,18286.0
2013,NUTS,2010,FI,0,17861.0
2014,NUTS,2010,FI,0,17818.0
2015,NUTS,2010,FI,0,17995.0
2016,NUTS,2010,FI,0,17479.0
2017,NUTS,2010,FI,0,17948.0
2018,NUTS,2010,FI,0,18677.0
2019,NUTS,2010,FI,0,19670.0
2011,NUTS,2010,FR,0,86635.0
2012,NUTS,2010,FR,0,90816.0
2013,NUTS,2010,FR,0,93256.0
2014,NUTS,2010,FR,0,96708.0
2016,NUTS,2010,FR,0,111034.0
2017,NUTS,2010,FR,0,117754.0
2011,NUTS,2010,HR,0,5417.0
2012,NUTS,2010,HR,0,5440.0
2013,NUTS,2010,HR,0,5333.0
2014,NUTS,2010,HR,0,5246.0
2015,NUTS,2010,HR,0,5424.0
2016,NUTS,2010,HR,0,6183.0
2017,NUTS,2010,HR,0,6637.0
2018,NUTS,2010,HR,0,6840.0
2019,NUTS,2010,HR,0,7558.0
2020,NUTS,2010,HR,0,7852.0
2011,NUTS,2010,HR0,1,5417.0
2012,NUTS,2010,HR0,1,5440.0
2014,NUTS,2010,HR0,1,5246.0
2015,NUTS,2010,HR0,1,5424.0
2016,NUTS,2010,HR0,1,6183.0
2017,NUTS,2010,HR0,1,6637.0
2018,NUTS,2010,HR0,1,6840.0
2019,NUTS,2010,HR0,1,7558.0
2020,NUTS,2010,HR0,1,7852.0
2020,NUTS,2010,HR02,2,856.0
2011,NUTS,2010,HR03,2,1392.0
2012,NUTS,2010,HR03,2,1408.0
2014,NUTS,2010,HR03,2,1375.0
2015,NUTS,2010,HR03,2,1345.0
2016,NUTS,2010,HR03,2,1535.0
2017,NUTS,2010,HR03,2,1717.0
2018,NUTS,2010,HR03,2,1775.0
2019,NUTS,2010,HR03,2,2066.0
2020,NUTS,2010,HR03,2,2134.0
2011,NUTS,2010,HR04,2,4025.0
2012,NUTS,2010,HR04,2,4032.0
2014,NUTS,2010,HR04,2,3871.0
2015,NUTS,2010,HR04,2,4079.0
2016,NUTS,2010,HR04,2,4648.0
2017,NUTS,2010,HR04,2,4920.0
2018,NUTS,2010,HR04,2,5065.0
2019,NUTS,2010,HR04,2,5492.0
2020,NUTS,2010,HR05,2,4523.0
2020,NUTS,2010,HR06,2,339.0
2014,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,11729.0
2012,NUTS,2010,HU,0,11453.0
2013,NUTS,2010,HU,0,11462.0
2014,NUTS,2010,HU,0,11897.0
2015,NUTS,2010,HU,0,11848.0
2016,NUTS,2010,HU,0,11969.0
2017,NUTS,2010,HU,0,13024.0
2018,NUTS,2010,HU,0,15366.0
2019,NUTS,2010,HU,0,17433.0
2011,NUTS,2010,HU1,1,6857.0
2012,NUTS,2010,HU1,1,6716.0
2013,NUTS,2010,HU1,1,6735.0
2014,NUTS,2010,HU1,1,7092.0
2015,NUTS,2010,HU1,1,7110.0
2016,NUTS,2010,HU1,1,7184.0
2017,NUTS,2010,HU1,1,8038.0
2018,NUTS,2010,HU1,1,9617.0
2019,NUTS,2010,HU1,1,10614.0
2011,NUTS,2010,HU10,2,6857.0
2012,NUTS,2010,HU10,2,6716.0
2013,NUTS,2010,HU10,2,6735.0
2014,NUTS,2010,HU10,2,7092.0
2015,NUTS,2010,HU10,2,7110.0
2016,NUTS,2010,HU10,2,7184.0
2017,NUTS,2010,HU11,2,7282.0
2018,NUTS,2010,HU11,2,8712.0
2019,NUTS,2010,HU11,2,9799.0
2017,NUTS,2010,HU12,2,756.0
2018,NUTS,2010,HU12,2,905.0
2019,NUTS,2010,HU12,2,815.0
2011,NUTS,2010,HU2,1,1840.0
2012,NUTS,2010,HU2,1,1840.0
2013,NUTS,2010,HU2,1,1789.0
2014,NUTS,2010,HU2,1,1786.0
2015,NUTS,2010,HU2,1,1770.0
2016,NUTS,2010,HU2,1,1777.0
2017,NUTS,2010,HU2,1,1990.0
2018,NUTS,2010,HU2,1,2347.0
2019,NUTS,2010,HU2,1,2725.0
2011,NUTS,2010,HU21,2,478.0
2012,NUTS,2010,HU21,2,563.0
2013,NUTS,2010,HU21,2,570.0
2014,NUTS,2010,HU21,2,579.0
2015,NUTS,2010,HU21,2,562.0
2016,NUTS,2010,HU21,2,566.0
2017,NUTS,2010,HU21,2,614.0
2018,NUTS,2010,HU21,2,704.0
2019,NUTS,2010,HU21,2,710.0
2011,NUTS,2010,HU22,2,574.0
2012,NUTS,2010,HU22,2,505.0
2013,NUTS,2010,HU22,2,568.0
2014,NUTS,2010,HU22,2,511.0
2015,NUTS,2010,HU22,2,501.0
2016,NUTS,2010,HU22,2,464.0
2017,NUTS,2010,HU22,2,488.0
2018,NUTS,2010,HU22,2,602.0
2019,NUTS,2010,HU22,2,785.0
2011,NUTS,2010,HU23,2,788.0
2012,NUTS,2010,HU23,2,772.0
2013,NUTS,2010,HU23,2,651.0
2014,NUTS,2010,HU23,2,696.0
2015,NUTS,2010,HU23,2,707.0
2016,NUTS,2010,HU23,2,747.0
2017,NUTS,2010,HU23,2,888.0
2018,NUTS,2010,HU23,2,1041.0
2019,NUTS,2010,HU23,2,1230.0
2011,NUTS,2010,HU3,1,3032.0
2012,NUTS,2010,HU3,1,2897.0
2013,NUTS,2010,HU3,1,2938.0
2014,NUTS,2010,HU3,1,3019.0
2015,NUTS,2010,HU3,1,2968.0
2016,NUTS,2010,HU3,1,3008.0
2017,NUTS,2010,HU3,1,2996.0
2018,NUTS,2010,HU3,1,3402.0
2019,NUTS,2010,HU3,1,4094.0
2011,NUTS,2010,HU31,2,562.0
2012,NUTS,2010,HU31,2,511.0
2013,NUTS,2010,HU31,2,494.0
2014,NUTS,2010,HU31,2,462.0
2015,NUTS,2010,HU31,2,496.0
2016,NUTS,2010,HU31,2,454.0
2017,NUTS,2010,HU31,2,494.0
2018,NUTS,2010,HU31,2,547.0
2019,NUTS,2010,HU31,2,632.0
2011,NUTS,2010,HU32,2,1129.0
2012,NUTS,2010,HU32,2,1141.0
2013,NUTS,2010,HU32,2,1099.0
2014,NUTS,2010,HU32,2,1233.0
2015,NUTS,2010,HU32,2,1204.0
2016,NUTS,2010,HU32,2,1250.0
2017,NUTS,2010,HU32,2,1177.0
2018,NUTS,2010,HU32,2,1365.0
2019,NUTS,2010,HU32,2,1588.0
2011,NUTS,2010,HU33,2,1341.0
2012,NUTS,2010,HU33,2,1245.0
2013,NUTS,2010,HU33,2,1345.0
2014,NUTS,2010,HU33,2,1324.0
2015,NUTS,2010,HU33,2,1268.0
2016,NUTS,2010,HU33,2,1304.0
2017,NUTS,2010,HU33,2,1325.0
2018,NUTS,2010,HU33,2,1490.0
2019,NUTS,2010,HU33,2,1874.0
2011,NUTS,2010,IE,0,7298.0
2012,NUTS,2010,IE,0,7937.0
2013,NUTS,2010,IE,0,11310.0
2015,NUTS,2010,IE,0,10812.0
2017,NUTS,2010,IE,0,12605.0
2019,NUTS,2010,IE,0,14116.0
2011,NUTS,2010,IE0,1,7298.0
2013,NUTS,2010,IE0,1,8210.0
2017,NUTS,2010,IE0,1,12306.0
2011,NUTS,2010,IE01,2,1189.0
2013,NUTS,2010,IE01,2,1347.0
2017,NUTS,2010,IE01,2,2259.0
2011,NUTS,2010,IE02,2,6109.0
2013,NUTS,2010,IE02,2,6864.0
2017,NUTS,2010,IE02,2,10047.0
2011,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,1221.0
2013,NUTS,2010,IS,0,1471.0
2015,NUTS,2010,IS,0,1699.0
2016,NUTS,2010,IS,0,1858.0
2017,NUTS,2010,IS,0,1755.0
2018,NUTS,2010,IS,0,1755.0
2011,NUTS,2010,IT,0,52833.0
2012,NUTS,2010,IT,0,56078.0
2013,NUTS,2010,IT,0,58522.0
2014,NUTS,2010,IT,0,60532.0
2015,NUTS,2010,IT,0,62828.0
2016,NUTS,2010,IT,0,65431.0
2017,NUTS,2010,IT,0,67131.0
2018,NUTS,2010,IT,0,71076.0
2019,NUTS,2010,IT,0,75878.0
2011,NUTS,2010,ITC,1,15355.0
2012,NUTS,2010,ITC,1,16363.0
2013,NUTS,2010,ITC,1,17276.0
2014,NUTS,2010,ITC,1,17767.0
2015,NUTS,2010,ITC,1,18833.0
2016,NUTS,2010,ITC,1,19916.0
2017,NUTS,2010,ITC,1,20057.0
2018,NUTS,2010,ITC,1,21368.0
2019,NUTS,2010,ITC,1,22983.0
2011,NUTS,2010,ITC1,2,3600.0
2012,NUTS,2010,ITC1,2,3937.0
2013,NUTS,2010,ITC1,2,4110.0
2014,NUTS,2010,ITC1,2,4192.0
2015,NUTS,2010,ITC1,2,4764.0
2016,NUTS,2010,ITC1,2,4599.0
2017,NUTS,2010,ITC1,2,4589.0
2018,NUTS,2010,ITC1,2,4850.0
2019,NUTS,2010,ITC1,2,5050.0
2011,NUTS,2010,ITC2,2,68.0
2012,NUTS,2010,ITC2,2,61.0
2013,NUTS,2010,ITC2,2,81.0
2014,NUTS,2010,ITC2,2,79.0
2015,NUTS,2010,ITC2,2,69.0
2016,NUTS,2010,ITC2,2,75.0
2017,NUTS,2010,ITC2,2,92.0
2018,NUTS,2010,ITC2,2,76.0
2019,NUTS,2010,ITC2,2,81.0
2011,NUTS,2010,ITC3,2,1438.0
2012,NUTS,2010,ITC3,2,1677.0
2013,NUTS,2010,ITC3,2,1706.0
2014,NUTS,2010,ITC3,2,1663.0
2015,NUTS,2010,ITC3,2,1925.0
2016,NUTS,2010,ITC3,2,1862.0
2017,NUTS,2010,ITC3,2,1801.0
2018,NUTS,2010,ITC3,2,1875.0
2019,NUTS,2010,ITC3,2,2328.0
2011,NUTS,2010,ITC4,2,10249.0
2012,NUTS,2010,ITC4,2,10688.0
2013,NUTS,2010,ITC4,2,11379.0
2014,NUTS,2010,ITC4,2,11833.0
2015,NUTS,2010,ITC4,2,12075.0
2016,NUTS,2010,ITC4,2,13380.0
2017,NUTS,2010,ITC4,2,13575.0
2018,NUTS,2010,ITC4,2,14567.0
2019,NUTS,2010,ITC4,2,15524.0
2011,NUTS,2010,ITF,1,7576.0
2012,NUTS,2010,ITF,1,8271.0
2013,NUTS,2010,ITF,1,8701.0
2014,NUTS,2010,ITF,1,9259.0
2017,NUTS,2010,ITF,1,9845.0
2018,NUTS,2010,ITF,1,10199.0
2019,NUTS,2010,ITF,1,11101.0
2011,NUTS,2010,ITF1,2,807.0
2012,NUTS,2010,ITF1,2,799.0
2013,NUTS,2010,ITF1,2,898.0
2014,NUTS,2010,ITF1,2,873.0
2015,NUTS,2010,ITF1,2,951.0
2016,NUTS,2010,ITF1,2,1038.0
2017,NUTS,2010,ITF1,2,1105.0
2018,NUTS,2010,ITF1,2,1028.0
2019,NUTS,2010,ITF1,2,1125.0
2012,NUTS,2010,ITF2,2,139.0
2013,NUTS,2010,ITF2,2,182.0
2014,NUTS,2010,ITF2,2,184.0
2017,NUTS,2010,ITF2,2,243.0
2018,NUTS,2010,ITF2,2,249.0
2019,NUTS,2010,ITF2,2,346.0
2011,NUTS,2010,ITF3,2,3449.0
2012,NUTS,2010,ITF3,2,4017.0
2013,NUTS,2010,ITF3,2,4323.0
2014,NUTS,2010,ITF3,2,4642.0
2015,NUTS,2010,ITF3,2,4735.0
2016,NUTS,2010,ITF3,2,4831.0
2017,NUTS,2010,ITF3,2,4757.0
2018,NUTS,2010,ITF3,2,4973.0
2019,NUTS,2010,ITF3,2,5571.0
2011,NUTS,2010,ITF4,2,2252.0
2012,NUTS,2010,ITF4,2,2292.0
2013,NUTS,2010,ITF4,2,2108.0
2014,NUTS,2010,ITF4,2,2313.0
2015,NUTS,2010,ITF4,2,2466.0
2016,NUTS,2010,ITF4,2,2448.0
2017,NUTS,2010,ITF4,2,2562.0
2018,NUTS,2010,ITF4,2,2635.0
2019,NUTS,2010,ITF4,2,2727.0
2012,NUTS,2010,ITF5,2,339.0
2013,NUTS,2010,ITF5,2,289.0
2014,NUTS,2010,ITF5,2,302.0
2015,NUTS,2010,ITF5,2,327.0
2017,NUTS,2010,ITF5,2,310.0
2018,NUTS,2010,ITF5,2,309.0
2019,NUTS,2010,ITF5,2,341.0
2011,NUTS,2010,ITF6,2,611.0
2012,NUTS,2010,ITF6,2,685.0
2013,NUTS,2010,ITF6,2,901.0
2014,NUTS,2010,ITF6,2,945.0
2015,NUTS,2010,ITF6,2,987.0
2016,NUTS,2010,ITF6,2,901.0
2017,NUTS,2010,ITF6,2,868.0
2018,NUTS,2010,ITF6,2,1006.0
2019,NUTS,2010,ITF6,2,991.0
2011,NUTS,2010,ITG,1,4137.0
2012,NUTS,2010,ITG,1,4461.0
2013,NUTS,2010,ITG,1,4393.0
2014,NUTS,2010,ITG,1,4758.0
2015,NUTS,2010,ITG,1,4706.0
2016,NUTS,2010,ITG,1,4075.0
2017,NUTS,2010,ITG,1,4189.0
2018,NUTS,2010,ITG,1,4176.0
2019,NUTS,2010,ITG,1,4612.0
2011,NUTS,2010,ITG1,2,2819.0
2012,NUTS,2010,ITG1,2,3003.0
2013,NUTS,2010,ITG1,2,3006.0
2014,NUTS,2010,ITG1,2,3278.0
2015,NUTS,2010,ITG1,2,3183.0
2016,NUTS,2010,ITG1,2,2927.0
2017,NUTS,2010,ITG1,2,3019.0
2018,NUTS,2010,ITG1,2,3028.0
2019,NUTS,2010,ITG1,2,3395.0
2011,NUTS,2010,ITG2,2,1318.0
2012,NUTS,2010,ITG2,2,1458.0
2013,NUTS,2010,ITG2,2,1387.0
2014,NUTS,2010,ITG2,2,1480.0
2015,NUTS,2010,ITG2,2,1523.0
2016,NUTS,2010,ITG2,2,1148.0
2017,NUTS,2010,ITG2,2,1170.0
2018,NUTS,2010,ITG2,2,1148.0
2019,NUTS,2010,ITG2,2,1217.0
2011,NUTS,2010,ITH,1,11358.0
2012,NUTS,2010,ITH,1,11835.0
2013,NUTS,2010,ITH,1,12659.0
2014,NUTS,2010,ITH,1,13014.0
2015,NUTS,2010,ITH,1,13083.0
2016,NUTS,2010,ITH,1,14366.0
2017,NUTS,2010,ITH,1,15361.0
2018,NUTS,2010,ITH,1,16534.0
2019,NUTS,2010,ITH,1,17001.0
2011,NUTS,2010,ITH1,2,243.0
2012,NUTS,2010,ITH1,2,217.0
2013,NUTS,2010,ITH1,2,267.0
2014,NUTS,2010,ITH1,2,343.0
2015,NUTS,2010,ITH1,2,322.0
2016,NUTS,2010,ITH1,2,381.0
2017,NUTS,2010,ITH1,2,414.0
2018,NUTS,2010,ITH1,2,484.0
2019,NUTS,2010,ITH1,2,533.0
2011,NUTS,2010,ITH2,2,629.0
2012,NUTS,2010,ITH2,2,683.0
2013,NUTS,2010,ITH2,2,857.0
2014,NUTS,2010,ITH2,2,866.0
2015,NUTS,2010,ITH2,2,950.0
2016,NUTS,2010,ITH2,2,949.0
2017,NUTS,2010,ITH2,2,1153.0
2018,NUTS,2010,ITH2,2,1174.0
2019,NUTS,2010,ITH2,2,1126.0
2011,NUTS,2010,ITH3,2,3551.0
2012,NUTS,2010,ITH3,2,3610.0
2013,NUTS,2010,ITH3,2,3835.0
2014,NUTS,2010,ITH3,2,3964.0
2015,NUTS,2010,ITH3,2,3975.0
2016,NUTS,2010,ITH3,2,4191.0
2017,NUTS,2010,ITH3,2,4503.0
2018,NUTS,2010,ITH3,2,4984.0
2019,NUTS,2010,ITH3,2,5218.0
2011,NUTS,2010,ITH4,2,1405.0
2012,NUTS,2010,ITH4,2,1569.0
2013,NUTS,2010,ITH4,2,1410.0
2014,NUTS,2010,ITH4,2,1530.0
2015,NUTS,2010,ITH4,2,1621.0
2016,NUTS,2010,ITH4,2,1621.0
2017,NUTS,2010,ITH4,2,1761.0
2018,NUTS,2010,ITH4,2,1788.0
2019,NUTS,2010,ITH4,2,1766.0
2011,NUTS,2010,ITH5,2,5530.0
2012,NUTS,2010,ITH5,2,5756.0
2013,NUTS,2010,ITH5,2,6290.0
2014,NUTS,2010,ITH5,2,6311.0
2015,NUTS,2010,ITH5,2,6215.0
2016,NUTS,2010,ITH5,2,7224.0
2017,NUTS,2010,ITH5,2,7530.0
2018,NUTS,2010,ITH5,2,8104.0
2019,NUTS,2010,ITH5,2,8358.0
2011,NUTS,2010,ITI,1,14407.0
2012,NUTS,2010,ITI,1,15148.0
2013,NUTS,2010,ITI,1,15493.0
2014,NUTS,2010,ITI,1,15734.0
2017,NUTS,2010,ITI,1,17679.0
2018,NUTS,2010,ITI,1,18799.0
2019,NUTS,2010,ITI,1,20181.0
2011,NUTS,2010,ITI1,2,4369.0
2012,NUTS,2010,ITI1,2,4825.0
2013,NUTS,2010,ITI1,2,4639.0
2014,NUTS,2010,ITI1,2,4568.0
2015,NUTS,2010,ITI1,2,4920.0
2016,NUTS,2010,ITI1,2,5044.0
2017,NUTS,2010,ITI1,2,5176.0
2018,NUTS,2010,ITI1,2,5817.0
2019,NUTS,2010,ITI1,2,5894.0
2011,NUTS,2010,ITI2,2,831.0
2012,NUTS,2010,ITI2,2,936.0
2013,NUTS,2010,ITI2,2,873.0
2014,NUTS,2010,ITI2,2,935.0
2017,NUTS,2010,ITI2,2,856.0
2018,NUTS,2010,ITI2,2,950.0
2019,NUTS,2010,ITI2,2,977.0
2011,NUTS,2010,ITI3,2,827.0
2012,NUTS,2010,ITI3,2,861.0
2013,NUTS,2010,ITI3,2,985.0
2014,NUTS,2010,ITI3,2,1035.0
2015,NUTS,2010,ITI3,2,1061.0
2016,NUTS,2010,ITI3,2,1214.0
2017,NUTS,2010,ITI3,2,1403.0
2018,NUTS,2010,ITI3,2,1415.0
2019,NUTS,2010,ITI3,2,1451.0
2011,NUTS,2010,ITI4,2,8380.0
2012,NUTS,2010,ITI4,2,8526.0
2013,NUTS,2010,ITI4,2,8996.0
2014,NUTS,2010,ITI4,2,9196.0
2015,NUTS,2010,ITI4,2,9624.0
2016,NUTS,2010,ITI4,2,10209.0
2017,NUTS,2010,ITI4,2,10244.0
2018,NUTS,2010,ITI4,2,10618.0
2019,NUTS,2010,ITI4,2,11859.0
2011,NUTS,2010,JP,0,124686.0
2012,NUTS,2010,JP,0,127836.0
2013,NUTS,2010,JP,0,130603.0
2014,NUTS,2010,JP,0,136206.0
2015,NUTS,2010,JP,0,138420.0
2016,NUTS,2010,JP,0,144126.0
2017,NUTS,2010,JP,0,150545.0
2018,NUTS,2010,JP,0,154964.0
2019,NUTS,2010,JP,0,158927.0
2011,NUTS,2010,KR,0,65067.0
2012,NUTS,2010,KR,0,70997.0
2013,NUTS,2010,KR,0,74617.0
2014,NUTS,2010,KR,0,80904.0
2015,NUTS,2010,KR,0,85652.0
2016,NUTS,2010,KR,0,90615.0
2017,NUTS,2010,KR,0,97042.0
2018,NUTS,2010,KR,0,104728.0
2019,NUTS,2010,KR,0,113187.0
2011,NUTS,2010,LT,0,9038.0
2012,NUTS,2010,LT,0,9255.0
2013,NUTS,2010,LT,0,9263.0
2014,NUTS,2010,LT,0,9734.0
2015,NUTS,2010,LT,0,8775.0
2016,NUTS,2010,LT,0,9151.0
2017,NUTS,2010,LT,0,9292.0
2018,NUTS,2010,LT,0,9407.0
2019,NUTS,2010,LT,0,9233.0
2015,NUTS,2010,LT01,2,4792.0
2016,NUTS,2010,LT01,2,4834.0
2017,NUTS,2010,LT01,2,4856.0
2018,NUTS,2010,LT01,2,4896.0
2019,NUTS,2010,LT01,2,4892.0
2015,NUTS,2010,LT02,2,3983.0
2016,NUTS,2010,LT02,2,4317.0
2017,NUTS,2010,LT02,2,4436.0
2018,NUTS,2010,LT02,2,4511.0
2019,NUTS,2010,LT02,2,4341.0
2011,NUTS,2010,LU,0,714.0
2013,NUTS,2010,LU,0,740.0
2014,NUTS,2010,LU,0,780.0
2015,NUTS,2010,LU,0,909.0
2017,NUTS,2010,LU,0,994.0
2019,NUTS,2010,LU,0,1019.0
2011,NUTS,2010,LV,0,3929.0
2012,NUTS,2010,LV,0,4222.0
2013,NUTS,2010,LV,0,3871.0
2015,NUTS,2010,LV,0,3993.0
2016,NUTS,2010,LV,0,3861.0
2017,NUTS,2010,LV,0,3919.0
2018,NUTS,2010,LV,0,3770.0
2019,NUTS,2010,LV,0,3908.0
2011,NUTS,2010,ME,0,771.0
2013,NUTS,2010,ME,0,823.0
2014,NUTS,2010,ME,0,839.0
2015,NUTS,2010,ME,0,840.0
2017,NUTS,2010,ME,0,762.0
2018,NUTS,2010,ME,0,791.0
2019,NUTS,2010,ME,0,826.0
2011,NUTS,2010,MK,0,1025.0
2012,NUTS,2010,MK,0,1174.0
2015,NUTS,2010,MK,0,1850.0
2016,NUTS,2010,MK,0,1879.0
2017,NUTS,2010,MK,0,1749.0
2018,NUTS,2010,MK,0,1850.0
2019,NUTS,2010,MK,0,1810.0
2011,NUTS,2010,MT,0,337.0
2012,NUTS,2010,MT,0,423.0
2013,NUTS,2010,MT,0,420.0
2014,NUTS,2010,MT,0,410.0
2015,NUTS,2010,MT,0,403.0
2016,NUTS,2010,MT,0,422.0
2017,NUTS,2010,MT,0,478.0
2018,NUTS,2010,MT,0,487.0
2019,NUTS,2010,MT,0,520.0
2011,NUTS,2010,NL,0,20373.0
2012,NUTS,2010,NL,0,25674.0
2013,NUTS,2010,NL,0,28643.0
2014,NUTS,2010,NL,0,29308.0
2015,NUTS,2010,NL,0,29960.0
2016,NUTS,2010,NL,0,32455.0
2017,NUTS,2010,NL,0,32626.0
2018,NUTS,2010,NL,0,35191.0
2019,NUTS,2010,NL,0,37891.0
2011,NUTS,2010,NL1,1,1376.0
2012,NUTS,2010,NL1,1,1617.0
2011,NUTS,2010,NL11,2,987.0
2012,NUTS,2010,NL11,2,1107.0
2011,NUTS,2010,NL12,2,130.0
2012,NUTS,2010,NL12,2,237.0
2011,NUTS,2010,NL13,2,259.0
2012,NUTS,2010,NL13,2,273.0
2011,NUTS,2010,NL2,1,3717.0
2012,NUTS,2010,NL2,1,4809.0
2011,NUTS,2010,NL21,2,848.0
2012,NUTS,2010,NL21,2,1077.0
2011,NUTS,2010,NL22,2,2620.0
2012,NUTS,2010,NL22,2,3389.0
2011,NUTS,2010,NL23,2,249.0
2012,NUTS,2010,NL23,2,343.0
2011,NUTS,2010,NL3,1,12071.0
2012,NUTS,2010,NL3,1,14808.0
2011,NUTS,2010,NL31,2,2227.0
2012,NUTS,2010,NL31,2,2939.0
2011,NUTS,2010,NL32,2,5213.0
2012,NUTS,2010,NL32,2,6468.0
2011,NUTS,2010,NL33,2,4580.0
2012,NUTS,2010,NL33,2,5325.0
2011,NUTS,2010,NL34,2,52.0
2012,NUTS,2010,NL34,2,76.0
2011,NUTS,2010,NL4,1,3209.0
2012,NUTS,2010,NL4,1,4440.0
2011,NUTS,2010,NL41,2,2046.0
2012,NUTS,2010,NL41,2,2866.0
2011,NUTS,2010,NL42,2,1163.0
2012,NUTS,2010,NL42,2,1574.0
2011,NUTS,2010,NO,0,16501.0
2012,NUTS,2010,NO,0,16923.0
2013,NUTS,2010,NO,0,17659.0
2014,NUTS,2010,NO,0,18725.0
2015,NUTS,2010,NO,0,19507.0
2016,NUTS,2010,NO,0,20520.0
2017,NUTS,2010,NO,0,22052.0
2018,NUTS,2010,NO,0,23112.0
2019,NUTS,2010,NO,0,23794.0
2011,NUTS,2010,NO0,1,16501.0
2012,NUTS,2010,NO0,1,16923.0
2013,NUTS,2010,NO0,1,17659.0
2014,NUTS,2010,NO0,1,18725.0
2011,NUTS,2010,NO01,2,7225.0
2012,NUTS,2010,NO01,2,7243.0
2013,NUTS,2010,NO01,2,7491.0
2014,NUTS,2010,NO01,2,7978.0
2011,NUTS,2010,NO02,2,411.0
2012,NUTS,2010,NO02,2,430.0
2013,NUTS,2010,NO02,2,493.0
2014,NUTS,2010,NO02,2,534.0
2011,NUTS,2010,NO03,2,1218.0
2012,NUTS,2010,NO03,2,1269.0
2013,NUTS,2010,NO03,2,1404.0
2014,NUTS,2010,NO03,2,1508.0
2011,NUTS,2010,NO04,2,1103.0
2012,NUTS,2010,NO04,2,1178.0
2013,NUTS,2010,NO04,2,1231.0
2014,NUTS,2010,NO04,2,1341.0
2011,NUTS,2010,NO05,2,2608.0
2012,NUTS,2010,NO05,2,2712.0
2013,NUTS,2010,NO05,2,2760.0
2014,NUTS,2010,NO05,2,2983.0
2011,NUTS,2010,NO06,2,2439.0
2012,NUTS,2010,NO06,2,2544.0
2013,NUTS,2010,NO06,2,2670.0
2014,NUTS,2010,NO06,2,2693.0
2011,NUTS,2010,NO07,2,1496.0
2012,NUTS,2010,NO07,2,1543.0
2013,NUTS,2010,NO07,2,1605.0
2014,NUTS,2010,NO07,2,1687.0
2011,NUTS,2010,PL,0,38908.0
2012,NUTS,2010,PL,0,39681.0
2013,NUTS,2010,PL,0,41424.0
2014,NUTS,2010,PL,0,42958.0
2015,NUTS,2010,PL,0,43870.0
2016,NUTS,2010,PL,0,48297.0
2017,NUTS,2010,PL,0,71611.0
2018,NUTS,2010,PL,0,73088.0
2019,NUTS,2010,PL,0,73175.0
2011,NUTS,2010,PL1,1,12257.0
2012,NUTS,2010,PL1,1,12699.0
2013,NUTS,2010,PL1,1,13278.0
2014,NUTS,2010,PL1,1,13726.0
2015,NUTS,2010,PL1,1,13883.0
2011,NUTS,2010,PL11,2,2885.0
2012,NUTS,2010,PL11,2,3369.0
2013,NUTS,2010,PL11,2,2984.0
2014,NUTS,2010,PL11,2,2960.0
2015,NUTS,2010,PL11,2,3099.0
2011,NUTS,2010,PL12,2,9372.0
2012,NUTS,2010,PL12,2,9330.0
2013,NUTS,2010,PL12,2,10294.0
2014,NUTS,2010,PL12,2,10766.0
2015,NUTS,2010,PL12,2,10784.0
2011,NUTS,2010,PL2,1,8030.0
2012,NUTS,2010,PL2,1,8515.0
2013,NUTS,2010,PL2,1,8743.0
2014,NUTS,2010,PL2,1,9186.0
2015,NUTS,2010,PL2,1,9595.0
2016,NUTS,2010,PL2,1,10648.0
2017,NUTS,2010,PL2,1,15087.0
2018,NUTS,2010,PL2,1,15765.0
2019,NUTS,2010,PL2,1,17171.0
2011,NUTS,2010,PL21,2,4526.0
2012,NUTS,2010,PL21,2,4818.0
2013,NUTS,2010,PL21,2,5022.0
