year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_t_fte
2013,NUTS,2010,DEF,1,2655.0
2015,NUTS,2010,DEF,1,2851.0
2017,NUTS,2010,DEF,1,3182.0
2019,NUTS,2010,DEF,1,3240.0
2011,NUTS,2010,DEF0,2,2511.0
2013,NUTS,2010,DEF0,2,2655.0
2015,NUTS,2010,DEF0,2,2851.0
2017,NUTS,2010,DEF0,2,3182.0
2019,NUTS,2010,DEF0,2,3240.0
2011,NUTS,2010,DEG,1,3176.0
2013,NUTS,2010,DEG,1,2986.0
2015,NUTS,2010,DEG,1,3147.0
2017,NUTS,2010,DEG,1,3711.0
2019,NUTS,2010,DEG,1,4041.0
2011,NUTS,2010,DEG0,2,3176.0
2013,NUTS,2010,DEG0,2,2986.0
2015,NUTS,2010,DEG0,2,3147.0
2017,NUTS,2010,DEG0,2,3711.0
2019,NUTS,2010,DEG0,2,4041.0
2017,NUTS,2010,DEZ,1,0.0
2019,NUTS,2010,DEZ,1,0.0
2017,NUTS,2010,DEZZ,2,0.0
2019,NUTS,2010,DEZZ,2,0.0
2011,NUTS,2010,DK,0,23927.0
2012,NUTS,2010,DK,0,24369.0
2013,NUTS,2010,DK,0,23364.0
2014,NUTS,2010,DK,0,23975.0
2015,NUTS,2010,DK,0,25011.0
2016,NUTS,2010,DK,0,26770.0
2017,NUTS,2010,DK,0,26095.0
2018,NUTS,2010,DK,0,25666.0
2019,NUTS,2010,DK,0,26132.0
2020,NUTS,2010,DK,0,25912.0
2011,NUTS,2010,DK0,1,22467.0
2012,NUTS,2010,DK0,1,24369.0
2013,NUTS,2010,DK0,1,23364.0
2014,NUTS,2010,DK0,1,23975.0
2015,NUTS,2010,DK0,1,25011.0
2016,NUTS,2010,DK0,1,26770.0
2017,NUTS,2010,DK0,1,26095.0
2018,NUTS,2010,DK0,1,25666.0
2019,NUTS,2010,DK0,1,26132.0
2011,NUTS,2010,DK01,2,14800.0
2012,NUTS,2010,DK01,2,15537.0
2013,NUTS,2010,DK01,2,14837.0
2014,NUTS,2010,DK01,2,14918.0
2015,NUTS,2010,DK01,2,15803.0
2016,NUTS,2010,DK01,2,16390.0
2017,NUTS,2010,DK01,2,16952.0
2019,NUTS,2010,DK01,2,15501.0
2011,NUTS,2010,DK02,2,757.0
2012,NUTS,2010,DK02,2,1044.0
2013,NUTS,2010,DK02,2,890.0
2014,NUTS,2010,DK02,2,654.0
2015,NUTS,2010,DK02,2,697.0
2016,NUTS,2010,DK02,2,770.0
2017,NUTS,2010,DK02,2,940.0
2019,NUTS,2010,DK02,2,974.0
2011,NUTS,2010,DK03,2,2645.0
2012,NUTS,2010,DK03,2,2939.0
2013,NUTS,2010,DK03,2,2910.0
2014,NUTS,2010,DK03,2,3407.0
2015,NUTS,2010,DK03,2,3484.0
2016,NUTS,2010,DK03,2,3991.0
2017,NUTS,2010,DK03,2,2687.0
2019,NUTS,2010,DK03,2,3097.0
2011,NUTS,2010,DK04,2,3695.0
2012,NUTS,2010,DK04,2,4228.0
2013,NUTS,2010,DK04,2,4241.0
2014,NUTS,2010,DK04,2,4356.0
2015,NUTS,2010,DK04,2,4385.0
2016,NUTS,2010,DK04,2,4657.0
2017,NUTS,2010,DK04,2,4723.0
2019,NUTS,2010,DK04,2,6000.0
2011,NUTS,2010,DK05,2,570.0
2012,NUTS,2010,DK05,2,622.0
2013,NUTS,2010,DK05,2,486.0
2014,NUTS,2010,DK05,2,639.0
2015,NUTS,2010,DK05,2,642.0
2016,NUTS,2010,DK05,2,961.0
2017,NUTS,2010,DK05,2,793.0
2019,NUTS,2010,DK05,2,560.0
2011,NUTS,2010,EA19,2,562344.0
2012,NUTS,2010,EA19,2,595710.0
2013,NUTS,2010,EA19,2,613590.0
2014,NUTS,2010,EA19,2,622103.0
2015,NUTS,2010,EA19,2,666977.0
2016,NUTS,2010,EA19,2,690013.0
2017,NUTS,2010,EA19,2,741585.0
2018,NUTS,2010,EA19,2,785542.0
2019,NUTS,2010,EA19,2,825085.0
2020,NUTS,2010,EA19,2,839622.0
2011,NUTS,2010,EE,0,1504.0
2012,NUTS,2010,EE,0,1421.0
2013,NUTS,2010,EE,0,1383.0
2014,NUTS,2010,EE,0,1268.0
2015,NUTS,2010,EE,0,1152.0
2016,NUTS,2010,EE,0,1318.0
2017,NUTS,2010,EE,0,1585.0
2018,NUTS,2010,EE,0,1652.0
2019,NUTS,2010,EE,0,1950.0
2020,NUTS,2010,EE,0,2107.0
2011,NUTS,2010,EL,0,4021.0
2012,NUTS,2010,EL,0,4351.0
2013,NUTS,2010,EL,0,4197.0
2014,NUTS,2010,EL,0,4938.0
2015,NUTS,2010,EL,0,5035.0
2016,NUTS,2010,EL,0,5608.0
2017,NUTS,2010,EL,0,9660.0
2018,NUTS,2010,EL,0,10041.0
2019,NUTS,2010,EL,0,10286.0
2020,NUTS,2010,EL,0,11533.0
2011,NUTS,2010,EL3,1,2535.0
2013,NUTS,2010,EL3,1,3033.0
2015,NUTS,2010,EL3,1,3721.0
2017,NUTS,2010,EL3,1,6815.0
2019,NUTS,2010,EL3,1,7334.0
2011,NUTS,2010,EL30,2,2535.0
2013,NUTS,2010,EL30,2,3033.0
2015,NUTS,2010,EL30,2,3721.0
2017,NUTS,2010,EL30,2,6815.0
2019,NUTS,2010,EL30,2,7334.0
2011,NUTS,2010,EL4,1,59.0
2013,NUTS,2010,EL4,1,82.0
2015,NUTS,2010,EL4,1,129.0
2017,NUTS,2010,EL4,1,274.0
2019,NUTS,2010,EL4,1,241.0
2011,NUTS,2010,EL41,2,1.0
2013,NUTS,2010,EL41,2,2.0
2015,NUTS,2010,EL41,2,15.0
2017,NUTS,2010,EL41,2,17.0
2019,NUTS,2010,EL41,2,40.0
2011,NUTS,2010,EL42,2,16.0
2013,NUTS,2010,EL42,2,4.0
2015,NUTS,2010,EL42,2,4.0
2017,NUTS,2010,EL42,2,14.0
2019,NUTS,2010,EL42,2,9.0
2011,NUTS,2010,EL43,2,42.0
2013,NUTS,2010,EL43,2,75.0
2015,NUTS,2010,EL43,2,110.0
2017,NUTS,2010,EL43,2,243.0
2019,NUTS,2010,EL43,2,191.0
2011,NUTS,2010,EL5,1,901.0
2013,NUTS,2010,EL5,1,522.0
2015,NUTS,2010,EL5,1,669.0
2017,NUTS,2010,EL5,1,1533.0
2019,NUTS,2010,EL5,1,1460.0
2011,NUTS,2010,EL51,2,63.0
2013,NUTS,2010,EL51,2,50.0
2015,NUTS,2010,EL51,2,82.0
2017,NUTS,2010,EL51,2,250.0
2019,NUTS,2010,EL51,2,122.0
2011,NUTS,2010,EL52,2,794.0
2013,NUTS,2010,EL52,2,425.0
2015,NUTS,2010,EL52,2,529.0
2017,NUTS,2010,EL52,2,1153.0
2019,NUTS,2010,EL52,2,1170.0
2011,NUTS,2010,EL53,2,24.0
2013,NUTS,2010,EL53,2,38.0
2015,NUTS,2010,EL53,2,44.0
2017,NUTS,2010,EL53,2,47.0
2019,NUTS,2010,EL53,2,42.0
2011,NUTS,2010,EL54,2,20.0
2013,NUTS,2010,EL54,2,9.0
2015,NUTS,2010,EL54,2,13.0
2017,NUTS,2010,EL54,2,83.0
2019,NUTS,2010,EL54,2,126.0
2011,NUTS,2010,EL6,1,526.0
2013,NUTS,2010,EL6,1,560.0
2015,NUTS,2010,EL6,1,517.0
2017,NUTS,2010,EL6,1,1037.0
2019,NUTS,2010,EL6,1,1252.0
2011,NUTS,2010,EL61,2,16.0
2013,NUTS,2010,EL61,2,44.0
2015,NUTS,2010,EL61,2,50.0
2017,NUTS,2010,EL61,2,136.0
2019,NUTS,2010,EL61,2,276.0
2011,NUTS,2010,EL62,2,1.0
2013,NUTS,2010,EL62,2,1.0
2015,NUTS,2010,EL62,2,20.0
2017,NUTS,2010,EL62,2,7.0
2019,NUTS,2010,EL62,2,41.0
2011,NUTS,2010,EL63,2,212.0
2013,NUTS,2010,EL63,2,265.0
2015,NUTS,2010,EL63,2,226.0
2017,NUTS,2010,EL63,2,436.0
2019,NUTS,2010,EL63,2,445.0
2011,NUTS,2010,EL64,2,218.0
2013,NUTS,2010,EL64,2,209.0
2015,NUTS,2010,EL64,2,185.0
2017,NUTS,2010,EL64,2,364.0
2019,NUTS,2010,EL64,2,357.0
2011,NUTS,2010,EL65,2,79.0
2013,NUTS,2010,EL65,2,42.0
2015,NUTS,2010,EL65,2,35.0
2017,NUTS,2010,EL65,2,94.0
2019,NUTS,2010,EL65,2,133.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,44915.0
2012,NUTS,2010,ES,0,44920.0
2013,NUTS,2010,ES,0,44714.0
2014,NUTS,2010,ES,0,44689.0
2015,NUTS,2010,ES,0,45151.0
2016,NUTS,2010,ES,0,47222.0
2017,NUTS,2010,ES,0,49571.0
2018,NUTS,2010,ES,0,54360.0
2019,NUTS,2010,ES,0,54888.0
2020,NUTS,2010,ES,0,55299.0
2011,NUTS,2010,ES1,1,2811.0
2012,NUTS,2010,ES1,1,2708.0
2013,NUTS,2010,ES1,1,2713.0
2014,NUTS,2010,ES1,1,2800.0
2015,NUTS,2010,ES1,1,2641.0
2016,NUTS,2010,ES1,1,3129.0
2017,NUTS,2010,ES1,1,3467.0
2018,NUTS,2010,ES1,1,3740.0
2019,NUTS,2010,ES1,1,3959.0
2011,NUTS,2010,ES11,2,1635.0
2012,NUTS,2010,ES11,2,1638.0
2013,NUTS,2010,ES11,2,1625.0
2014,NUTS,2010,ES11,2,1775.0
2015,NUTS,2010,ES11,2,1696.0
2016,NUTS,2010,ES11,2,2115.0
2017,NUTS,2010,ES11,2,2369.0
2018,NUTS,2010,ES11,2,2617.0
2019,NUTS,2010,ES11,2,2731.0
2011,NUTS,2010,ES12,2,875.0
2012,NUTS,2010,ES12,2,806.0
2013,NUTS,2010,ES12,2,839.0
2014,NUTS,2010,ES12,2,799.0
2015,NUTS,2010,ES12,2,709.0
2016,NUTS,2010,ES12,2,758.0
2017,NUTS,2010,ES12,2,789.0
2018,NUTS,2010,ES12,2,807.0
2019,NUTS,2010,ES12,2,914.0
2011,NUTS,2010,ES13,2,301.0
2012,NUTS,2010,ES13,2,264.0
2013,NUTS,2010,ES13,2,249.0
2014,NUTS,2010,ES13,2,226.0
2015,NUTS,2010,ES13,2,236.0
2016,NUTS,2010,ES13,2,256.0
2017,NUTS,2010,ES13,2,308.0
2018,NUTS,2010,ES13,2,317.0
2019,NUTS,2010,ES13,2,314.0
2011,NUTS,2010,ES2,1,10309.0
2012,NUTS,2010,ES2,1,10509.0
2013,NUTS,2010,ES2,1,10302.0
2014,NUTS,2010,ES2,1,10297.0
2015,NUTS,2010,ES2,1,10275.0
2016,NUTS,2010,ES2,1,10581.0
2017,NUTS,2010,ES2,1,10996.0
2018,NUTS,2010,ES2,1,11408.0
2019,NUTS,2010,ES2,1,11567.0
2011,NUTS,2010,ES21,2,7527.0
2012,NUTS,2010,ES21,2,7783.0
2013,NUTS,2010,ES21,2,7697.0
2014,NUTS,2010,ES21,2,7586.0
2015,NUTS,2010,ES21,2,7498.0
2016,NUTS,2010,ES21,2,7679.0
2017,NUTS,2010,ES21,2,8210.0
2018,NUTS,2010,ES21,2,8649.0
2019,NUTS,2010,ES21,2,8715.0
2011,NUTS,2010,ES22,2,1372.0
2012,NUTS,2010,ES22,2,1310.0
2013,NUTS,2010,ES22,2,1290.0
2014,NUTS,2010,ES22,2,1266.0
2015,NUTS,2010,ES22,2,1439.0
2016,NUTS,2010,ES22,2,1422.0
2017,NUTS,2010,ES22,2,1285.0
2018,NUTS,2010,ES22,2,1213.0
2019,NUTS,2010,ES22,2,1196.0
2011,NUTS,2010,ES23,2,270.0
2012,NUTS,2010,ES23,2,265.0
2013,NUTS,2010,ES23,2,210.0
2014,NUTS,2010,ES23,2,228.0
2015,NUTS,2010,ES23,2,203.0
2016,NUTS,2010,ES23,2,207.0
2017,NUTS,2010,ES23,2,204.0
2018,NUTS,2010,ES23,2,209.0
2019,NUTS,2010,ES23,2,211.0
2011,NUTS,2010,ES24,2,1141.0
2012,NUTS,2010,ES24,2,1151.0
2013,NUTS,2010,ES24,2,1106.0
2014,NUTS,2010,ES24,2,1217.0
2015,NUTS,2010,ES24,2,1136.0
2016,NUTS,2010,ES24,2,1274.0
2017,NUTS,2010,ES24,2,1297.0
2018,NUTS,2010,ES24,2,1337.0
2019,NUTS,2010,ES24,2,1446.0
2011,NUTS,2010,ES3,1,11992.0
2012,NUTS,2010,ES3,1,11766.0
2013,NUTS,2010,ES3,1,11816.0
2014,NUTS,2010,ES3,1,11534.0
2015,NUTS,2010,ES3,1,11681.0
2016,NUTS,2010,ES3,1,11734.0
2017,NUTS,2010,ES3,1,12192.0
2018,NUTS,2010,ES3,1,14019.0
2019,NUTS,2010,ES3,1,13995.0
2011,NUTS,2010,ES30,2,11992.0
2012,NUTS,2010,ES30,2,11766.0
2013,NUTS,2010,ES30,2,11816.0
2014,NUTS,2010,ES30,2,11534.0
2015,NUTS,2010,ES30,2,11681.0
2016,NUTS,2010,ES30,2,11734.0
2017,NUTS,2010,ES30,2,12192.0
2018,NUTS,2010,ES30,2,14019.0
2019,NUTS,2010,ES30,2,13995.0
2011,NUTS,2010,ES4,1,2693.0
2012,NUTS,2010,ES4,1,2746.0
2013,NUTS,2010,ES4,1,2484.0
2014,NUTS,2010,ES4,1,2495.0
2015,NUTS,2010,ES4,1,2440.0
2016,NUTS,2010,ES4,1,2532.0
2017,NUTS,2010,ES4,1,2758.0
2018,NUTS,2010,ES4,1,2944.0
2019,NUTS,2010,ES4,1,3105.0
2011,NUTS,2010,ES41,2,1787.0
2012,NUTS,2010,ES41,2,1946.0
2013,NUTS,2010,ES41,2,1693.0
2014,NUTS,2010,ES41,2,1679.0
2015,NUTS,2010,ES41,2,1771.0
2016,NUTS,2010,ES41,2,1641.0
2017,NUTS,2010,ES41,2,1830.0
2018,NUTS,2010,ES41,2,2086.0
2019,NUTS,2010,ES41,2,2176.0
2011,NUTS,2010,ES42,2,730.0
2012,NUTS,2010,ES42,2,637.0
2013,NUTS,2010,ES42,2,589.0
2014,NUTS,2010,ES42,2,621.0
2015,NUTS,2010,ES42,2,485.0
2016,NUTS,2010,ES42,2,704.0
2017,NUTS,2010,ES42,2,676.0
2018,NUTS,2010,ES42,2,581.0
2019,NUTS,2010,ES42,2,675.0
2011,NUTS,2010,ES43,2,175.0
2012,NUTS,2010,ES43,2,164.0
2013,NUTS,2010,ES43,2,202.0
2014,NUTS,2010,ES43,2,195.0
2015,NUTS,2010,ES43,2,184.0
2016,NUTS,2010,ES43,2,187.0
2017,NUTS,2010,ES43,2,252.0
2018,NUTS,2010,ES43,2,276.0
2019,NUTS,2010,ES43,2,254.0
2011,NUTS,2010,ES5,1,12772.0
2012,NUTS,2010,ES5,1,12891.0
2013,NUTS,2010,ES5,1,12796.0
2014,NUTS,2010,ES5,1,12986.0
2015,NUTS,2010,ES5,1,13826.0
2016,NUTS,2010,ES5,1,14857.0
2017,NUTS,2010,ES5,1,15636.0
2018,NUTS,2010,ES5,1,17497.0
2019,NUTS,2010,ES5,1,17573.0
2011,NUTS,2010,ES51,2,9363.0
2012,NUTS,2010,ES51,2,9587.0
2013,NUTS,2010,ES51,2,9643.0
2014,NUTS,2010,ES51,2,9649.0
2015,NUTS,2010,ES51,2,10594.0
2016,NUTS,2010,ES51,2,11133.0
2017,NUTS,2010,ES51,2,11838.0
2018,NUTS,2010,ES51,2,13173.0
2019,NUTS,2010,ES51,2,12768.0
2011,NUTS,2010,ES52,2,3302.0
2012,NUTS,2010,ES52,2,3203.0
2013,NUTS,2010,ES52,2,3067.0
2014,NUTS,2010,ES52,2,3234.0
2015,NUTS,2010,ES52,2,3107.0
2016,NUTS,2010,ES52,2,3554.0
2017,NUTS,2010,ES52,2,3648.0
2018,NUTS,2010,ES52,2,4057.0
2019,NUTS,2010,ES52,2,4561.0
2011,NUTS,2010,ES53,2,108.0
2012,NUTS,2010,ES53,2,101.0
2013,NUTS,2010,ES53,2,87.0
2014,NUTS,2010,ES53,2,103.0
2015,NUTS,2010,ES53,2,125.0
2016,NUTS,2010,ES53,2,170.0
2017,NUTS,2010,ES53,2,150.0
2018,NUTS,2010,ES53,2,268.0
2019,NUTS,2010,ES53,2,244.0
2011,NUTS,2010,ES6,1,3998.0
2012,NUTS,2010,ES6,1,3973.0
2013,NUTS,2010,ES6,1,4305.0
2014,NUTS,2010,ES6,1,4286.0
2015,NUTS,2010,ES6,1,4035.0
2016,NUTS,2010,ES6,1,4104.0
2017,NUTS,2010,ES6,1,4218.0
2018,NUTS,2010,ES6,1,4390.0
2019,NUTS,2010,ES6,1,4338.0
2011,NUTS,2010,ES61,2,3360.0
2012,NUTS,2010,ES61,2,3329.0
2013,NUTS,2010,ES61,2,3720.0
2014,NUTS,2010,ES61,2,3671.0
2015,NUTS,2010,ES61,2,3390.0
2016,NUTS,2010,ES61,2,3340.0
2017,NUTS,2010,ES61,2,3333.0
2018,NUTS,2010,ES61,2,3505.0
2019,NUTS,2010,ES61,2,3372.0
2011,NUTS,2010,ES62,2,635.0
2012,NUTS,2010,ES62,2,638.0
2013,NUTS,2010,ES62,2,582.0
2014,NUTS,2010,ES62,2,610.0
2015,NUTS,2010,ES62,2,645.0
2016,NUTS,2010,ES62,2,764.0
2017,NUTS,2010,ES62,2,884.0
2018,NUTS,2010,ES62,2,883.0
2019,NUTS,2010,ES62,2,963.0
2012,NUTS,2010,ES63,2,2.0
2015,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES64,2,4.0
2015,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES7,1,340.0
2012,NUTS,2010,ES7,1,327.0
2013,NUTS,2010,ES7,1,298.0
2014,NUTS,2010,ES7,1,291.0
2015,NUTS,2010,ES7,1,253.0
2016,NUTS,2010,ES7,1,286.0
2017,NUTS,2010,ES7,1,305.0
2018,NUTS,2010,ES7,1,362.0
2019,NUTS,2010,ES7,1,351.0
2011,NUTS,2010,ES70,2,340.0
2012,NUTS,2010,ES70,2,327.0
2013,NUTS,2010,ES70,2,298.0
2014,NUTS,2010,ES70,2,291.0
2015,NUTS,2010,ES70,2,253.0
2016,NUTS,2010,ES70,2,286.0
2017,NUTS,2010,ES70,2,305.0
2018,NUTS,2010,ES70,2,362.0
2019,NUTS,2010,ES70,2,351.0
2011,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,657798.0
2012,NUTS,2010,EU27_2020,7,702168.0
2013,NUTS,2010,EU27_2020,7,740585.0
2014,NUTS,2010,EU27_2020,7,758666.0
2015,NUTS,2010,EU27_2020,7,810789.0
2016,NUTS,2010,EU27_2020,7,851920.0
2017,NUTS,2010,EU27_2020,7,923884.0
2018,NUTS,2010,EU27_2020,7,979744.0
2019,NUTS,2010,EU27_2020,7,1024422.0
2020,NUTS,2010,EU27_2020,7,1049046.0
2011,NUTS,2010,FI,0,22949.0
2012,NUTS,2010,FI,0,23269.0
2013,NUTS,2010,FI,0,22253.0
2014,NUTS,2010,FI,0,21369.0
2015,NUTS,2010,FI,0,21296.0
2016,NUTS,2010,FI,0,20257.0
2017,NUTS,2010,FI,0,20544.0
2018,NUTS,2010,FI,0,21328.0
2019,NUTS,2010,FI,0,22865.0
2020,NUTS,2010,FI,0,24649.0
2011,NUTS,2010,FI1,1,22928.0
2012,NUTS,2010,FI1,1,23241.0
2013,NUTS,2010,FI1,1,22229.0
2015,NUTS,2010,FI1,1,21279.0
2016,NUTS,2010,FI1,1,20209.0
2017,NUTS,2010,FI1,1,20529.0
2018,NUTS,2010,FI1,1,21299.0
2019,NUTS,2010,FI1,1,22845.0
2011,NUTS,2010,FI19,2,5685.0
2012,NUTS,2010,FI19,2,5429.0
2013,NUTS,2010,FI19,2,5082.0
2015,NUTS,2010,FI19,2,4944.0
2016,NUTS,2010,FI19,2,4238.0
2017,NUTS,2010,FI19,2,4581.0
2018,NUTS,2010,FI19,2,4876.0
2019,NUTS,2010,FI19,2,5150.0
2011,NUTS,2010,FI1B,2,9884.0
2012,NUTS,2010,FI1B,2,10296.0
2013,NUTS,2010,FI1B,2,10078.0
2015,NUTS,2010,FI1B,2,10373.0
2016,NUTS,2010,FI1B,2,9943.0
2017,NUTS,2010,FI1B,2,9881.0
2018,NUTS,2010,FI1B,2,10177.0
2019,NUTS,2010,FI1B,2,11121.0
2011,NUTS,2010,FI1C,2,2769.0
2012,NUTS,2010,FI1C,2,2907.0
2013,NUTS,2010,FI1C,2,2936.0
2015,NUTS,2010,FI1C,2,2417.0
2016,NUTS,2010,FI1C,2,2354.0
2017,NUTS,2010,FI1C,2,2315.0
2018,NUTS,2010,FI1C,2,2291.0
2019,NUTS,2010,FI1C,2,2377.0
2011,NUTS,2010,FI1D,2,4590.0
2012,NUTS,2010,FI1D,2,4609.0
2013,NUTS,2010,FI1D,2,4133.0
2015,NUTS,2010,FI1D,2,3545.0
2016,NUTS,2010,FI1D,2,3675.0
2017,NUTS,2010,FI1D,2,3751.0
2018,NUTS,2010,FI1D,2,3955.0
2019,NUTS,2010,FI1D,2,4197.0
2011,NUTS,2010,FI2,1,21.0
2012,NUTS,2010,FI2,1,30.0
2013,NUTS,2010,FI2,1,24.0
2015,NUTS,2010,FI2,1,18.0
2016,NUTS,2010,FI2,1,48.0
2017,NUTS,2010,FI2,1,16.0
2018,NUTS,2010,FI2,1,28.0
2019,NUTS,2010,FI2,1,20.0
2011,NUTS,2010,FI20,2,21.0
2012,NUTS,2010,FI20,2,30.0
2013,NUTS,2010,FI20,2,24.0
2015,NUTS,2010,FI20,2,18.0
2016,NUTS,2010,FI20,2,48.0
2017,NUTS,2010,FI20,2,16.0
2018,NUTS,2010,FI20,2,28.0
2019,NUTS,2010,FI20,2,20.0
2011,NUTS,2010,FR,0,148439.0
2012,NUTS,2010,FR,0,156392.0
2013,NUTS,2010,FR,0,161882.0
2014,NUTS,2010,FR,0,161769.0
2015,NUTS,2010,FR,0,166814.0
2016,NUTS,2010,FR,0,170571.0
2017,NUTS,2010,FR,0,180642.0
2018,NUTS,2010,FR,0,189012.0
2019,NUTS,2010,FR,0,195503.0
2020,NUTS,2010,FR,0,202218.0
2011,NUTS,2010,FR1,1,65913.0
2012,NUTS,2010,FR1,1,68696.0
2013,NUTS,2010,FR1,1,71102.0
2011,NUTS,2010,FR10,2,65913.0
2012,NUTS,2010,FR10,2,68696.0
2013,NUTS,2010,FR10,2,71102.0
2011,NUTS,2010,FR2,1,11268.0
2012,NUTS,2010,FR2,1,11762.0
2013,NUTS,2010,FR2,1,11802.0
2011,NUTS,2010,FR21,2,882.0
2012,NUTS,2010,FR21,2,901.0
2013,NUTS,2010,FR21,2,907.0
2011,NUTS,2010,FR22,2,2096.0
2012,NUTS,2010,FR22,2,1996.0
2013,NUTS,2010,FR22,2,2170.0
2011,NUTS,2010,FR23,2,2094.0
2012,NUTS,2010,FR23,2,2435.0
2013,NUTS,2010,FR23,2,2507.0
2011,NUTS,2010,FR24,2,3497.0
2012,NUTS,2010,FR24,2,3362.0
2013,NUTS,2010,FR24,2,3319.0
2011,NUTS,2010,FR25,2,1426.0
2012,NUTS,2010,FR25,2,1623.0
2013,NUTS,2010,FR25,2,1485.0
2011,NUTS,2010,FR26,2,1274.0
2012,NUTS,2010,FR26,2,1445.0
2013,NUTS,2010,FR26,2,1414.0
2011,NUTS,2010,FR3,1,2589.0
2012,NUTS,2010,FR3,1,2456.0
2013,NUTS,2010,FR3,1,2645.0
2011,NUTS,2010,FR30,2,2589.0
2012,NUTS,2010,FR30,2,2456.0
2013,NUTS,2010,FR30,2,2645.0
2011,NUTS,2010,FR4,1,7041.0
2012,NUTS,2010,FR4,1,7132.0
2013,NUTS,2010,FR4,1,6857.0
2011,NUTS,2010,FR41,2,1475.0
2012,NUTS,2010,FR41,2,1443.0
2013,NUTS,2010,FR41,2,1471.0
2011,NUTS,2010,FR42,2,2757.0
2012,NUTS,2010,FR42,2,2899.0
2013,NUTS,2010,FR42,2,2703.0
2011,NUTS,2010,FR43,2,2810.0
2012,NUTS,2010,FR43,2,2790.0
2013,NUTS,2010,FR43,2,2683.0
2011,NUTS,2010,FR5,1,11823.0
2012,NUTS,2010,FR5,1,12823.0
2013,NUTS,2010,FR5,1,12717.0
2011,NUTS,2010,FR51,2,4692.0
2012,NUTS,2010,FR51,2,4864.0
2013,NUTS,2010,FR51,2,4908.0
2011,NUTS,2010,FR52,2,6154.0
2012,NUTS,2010,FR52,2,6748.0
2013,NUTS,2010,FR52,2,6563.0
2011,NUTS,2010,FR53,2,978.0
2012,NUTS,2010,FR53,2,1211.0
2013,NUTS,2010,FR53,2,1246.0
2011,NUTS,2010,FR6,1,17489.0
2012,NUTS,2010,FR6,1,19043.0
2013,NUTS,2010,FR6,1,20168.0
2011,NUTS,2010,FR61,2,4581.0
2012,NUTS,2010,FR61,2,4561.0
2013,NUTS,2010,FR61,2,4702.0
2011,NUTS,2010,FR62,2,12454.0
2012,NUTS,2010,FR62,2,13913.0
2013,NUTS,2010,FR62,2,14903.0
2011,NUTS,2010,FR63,2,454.0
2012,NUTS,2010,FR63,2,569.0
2013,NUTS,2010,FR63,2,563.0
2011,NUTS,2010,FR7,1,20544.0
2012,NUTS,2010,FR7,1,21350.0
2013,NUTS,2010,FR7,1,21486.0
2011,NUTS,2010,FR71,2,19115.0
2012,NUTS,2010,FR71,2,19847.0
2013,NUTS,2010,FR71,2,20026.0
2011,NUTS,2010,FR72,2,1429.0
2012,NUTS,2010,FR72,2,1503.0
2013,NUTS,2010,FR72,2,1460.0
2011,NUTS,2010,FR8,1,11518.0
2012,NUTS,2010,FR8,1,13019.0
2013,NUTS,2010,FR8,1,14932.0
2011,NUTS,2010,FR81,2,2302.0
2012,NUTS,2010,FR81,2,2577.0
2013,NUTS,2010,FR81,2,2801.0
2011,NUTS,2010,FR82,2,9155.0
2012,NUTS,2010,FR82,2,10442.0
2013,NUTS,2010,FR82,2,12131.0
2011,NUTS,2010,FR83,2,61.0
2011,NUTS,2010,FRA,1,93.0
2012,NUTS,2010,FRA,1,111.0
2013,NUTS,2010,FRA,1,174.0
2012,NUTS,2010,FRZ,1,0.0
2013,NUTS,2010,FRZ,1,0.0
2012,NUTS,2010,FRZZ,2,0.0
2013,NUTS,2010,FRZZ,2,0.0
2011,NUTS,2010,HR,0,1230.0
2012,NUTS,2010,HR,0,1164.0
2013,NUTS,2010,HR,0,1058.0
2014,NUTS,2010,HR,0,923.0
2015,NUTS,2010,HR,0,1065.0
2016,NUTS,2010,HR,0,1776.0
2017,NUTS,2010,HR,0,1668.0
2018,NUTS,2010,HR,0,1810.0
2019,NUTS,2010,HR,0,2188.0
2020,NUTS,2010,HR,0,2245.0
2011,NUTS,2010,HR0,1,1230.0
2012,NUTS,2010,HR0,1,1164.0
2013,NUTS,2010,HR0,1,1058.0
2014,NUTS,2010,HR0,1,923.0
2015,NUTS,2010,HR0,1,1065.0
2016,NUTS,2010,HR0,1,1776.0
2017,NUTS,2010,HR0,1,1668.0
2018,NUTS,2010,HR0,1,1810.0
2019,NUTS,2010,HR0,1,2188.0
2020,NUTS,2010,HR0,1,2245.0
2020,NUTS,2010,HR02,2,117.0
2011,NUTS,2010,HR03,2,73.0
2012,NUTS,2010,HR03,2,76.0
2013,NUTS,2010,HR03,2,57.0
2014,NUTS,2010,HR03,2,43.0
2015,NUTS,2010,HR03,2,62.0
2016,NUTS,2010,HR03,2,124.0
2017,NUTS,2010,HR03,2,112.0
2018,NUTS,2010,HR03,2,103.0
2019,NUTS,2010,HR03,2,140.0
2020,NUTS,2010,HR03,2,143.0
