year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_pnp_mio_eur
2013,NUTS,2010,ES51,2,6.99
2014,NUTS,2010,ES51,2,8.04
2015,NUTS,2010,ES51,2,14.0
2016,NUTS,2010,ES51,2,16.0
2017,NUTS,2010,ES51,2,14.0
2018,NUTS,2010,ES51,2,16.0
2019,NUTS,2010,ES51,2,17.0
2011,NUTS,2010,ES52,2,0.769
2012,NUTS,2010,ES52,2,0.647
2013,NUTS,2010,ES52,2,0.745
2014,NUTS,2010,ES52,2,0.957
2015,NUTS,2010,ES52,2,0.0
2016,NUTS,2010,ES52,2,0.0
2017,NUTS,2010,ES52,2,0.0
2018,NUTS,2010,ES52,2,2.0
2019,NUTS,2010,ES52,2,0.0
2011,NUTS,2010,ES53,2,0.263
2012,NUTS,2010,ES53,2,0.231
2013,NUTS,2010,ES53,2,0.226
2014,NUTS,2010,ES53,2,0.211
2015,NUTS,2010,ES53,2,0.0
2016,NUTS,2010,ES53,2,0.0
2017,NUTS,2010,ES53,2,0.0
2018,NUTS,2010,ES53,2,0.0
2011,NUTS,2010,ES6,1,1.377
2012,NUTS,2010,ES6,1,2.251
2013,NUTS,2010,ES6,1,2.135
2014,NUTS,2010,ES6,1,2.183
2015,NUTS,2010,ES6,1,2.0
2016,NUTS,2010,ES6,1,3.0
2017,NUTS,2010,ES6,1,2.0
2018,NUTS,2010,ES6,1,3.0
2019,NUTS,2010,ES6,1,3.0
2011,NUTS,2010,ES61,2,1.066
2012,NUTS,2010,ES61,2,1.943
2013,NUTS,2010,ES61,2,2.029
2014,NUTS,2010,ES61,2,2.109
2015,NUTS,2010,ES61,2,1.0
2016,NUTS,2010,ES61,2,3.0
2017,NUTS,2010,ES61,2,2.0
2018,NUTS,2010,ES61,2,3.0
2019,NUTS,2010,ES61,2,3.0
2012,NUTS,2010,ES62,2,0.275
2013,NUTS,2010,ES62,2,0.105
2014,NUTS,2010,ES62,2,0.074
2015,NUTS,2010,ES62,2,0.0
2016,NUTS,2010,ES62,2,0.0
2018,NUTS,2010,ES62,2,0.0
2019,NUTS,2010,ES62,2,0.0
2015,NUTS,2010,ES63,2,0.0
2015,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES7,1,0.514
2012,NUTS,2010,ES7,1,0.361
2013,NUTS,2010,ES7,1,0.195
2014,NUTS,2010,ES7,1,0.209
2015,NUTS,2010,ES7,1,0.0
2016,NUTS,2010,ES7,1,0.0
2017,NUTS,2010,ES7,1,0.0
2018,NUTS,2010,ES7,1,0.0
2011,NUTS,2010,ES70,2,0.514
2012,NUTS,2010,ES70,2,0.361
2013,NUTS,2010,ES70,2,0.195
2014,NUTS,2010,ES70,2,0.209
2015,NUTS,2010,ES70,2,0.0
2016,NUTS,2010,ES70,2,0.0
2017,NUTS,2010,ES70,2,0.0
2018,NUTS,2010,ES70,2,0.0
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,1767.47
2012,NUTS,2010,EU27_2020,7,1755.184
2013,NUTS,2010,EU27_2020,7,1621.24
2014,NUTS,2010,EU27_2020,7,1735.182
2015,NUTS,2010,EU27_2020,7,1812.555
2016,NUTS,2010,EU27_2020,7,1757.336
2017,NUTS,2010,EU27_2020,7,1570.152
2018,NUTS,2010,EU27_2020,7,1642.6
2019,NUTS,2010,EU27_2020,7,1829.476
2020,NUTS,2010,EU27_2020,7,1969.458
2011,NUTS,2010,FI,0,50.711
2012,NUTS,2010,FI,0,46.385
2013,NUTS,2010,FI,0,47.2
2014,NUTS,2010,FI,0,50.0
2015,NUTS,2010,FI,0,46.9
2016,NUTS,2010,FI,0,51.2
2017,NUTS,2010,FI,0,50.6
2018,NUTS,2010,FI,0,52.0
2019,NUTS,2010,FI,0,59.5
2020,NUTS,2010,FI,0,56.9
2017,NUTS,2010,FI1,1,50.6
2018,NUTS,2010,FI1,1,52.1
2019,NUTS,2010,FI1,1,59.5
2017,NUTS,2010,FI19,2,11.5
2018,NUTS,2010,FI19,2,13.4
2019,NUTS,2010,FI19,2,14.1
2017,NUTS,2010,FI1B,2,35.5
2018,NUTS,2010,FI1B,2,34.8
2019,NUTS,2010,FI1B,2,40.6
2017,NUTS,2010,FI1C,2,3.0
2018,NUTS,2010,FI1C,2,3.3
2019,NUTS,2010,FI1C,2,4.1
2017,NUTS,2010,FI1D,2,0.6
2018,NUTS,2010,FI1D,2,0.6
2019,NUTS,2010,FI1D,2,0.8
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
2011,NUTS,2010,FR,0,562.58
2012,NUTS,2010,FR,0,668.834
2013,NUTS,2010,FR,0,698.105
2014,NUTS,2010,FR,0,738.901
2015,NUTS,2010,FR,0,767.9
2016,NUTS,2010,FR,0,815.89
2017,NUTS,2010,FR,0,798.32
2018,NUTS,2010,FR,0,818.0
2019,NUTS,2010,FR,0,879.3
2020,NUTS,2010,FR,0,943.152
2011,NUTS,2010,FR1,1,269.6
2012,NUTS,2010,FR1,1,286.1
2013,NUTS,2010,FR1,1,285.6
2011,NUTS,2010,FR10,2,269.6
2012,NUTS,2010,FR10,2,286.1
2013,NUTS,2010,FR10,2,285.6
2012,NUTS,2010,FR2,1,0.0
2013,NUTS,2010,FR2,1,0.0
2012,NUTS,2010,FR3,1,0.0
2013,NUTS,2010,FR3,1,0.0
2012,NUTS,2010,FR4,1,0.0
2013,NUTS,2010,FR4,1,0.0
2012,NUTS,2010,FR5,1,0.0
2013,NUTS,2010,FR5,1,0.0
2012,NUTS,2010,FR6,1,0.0
2013,NUTS,2010,FR6,1,0.0
2012,NUTS,2010,FR7,1,0.0
2013,NUTS,2010,FR7,1,0.0
2012,NUTS,2010,FR8,1,0.0
2013,NUTS,2010,FR8,1,0.0
2011,NUTS,2010,FRZ,1,292.98
2012,NUTS,2010,FRZ,1,382.8
2013,NUTS,2010,FRZ,1,412.5
2011,NUTS,2010,FRZZ,2,292.98
2012,NUTS,2010,FRZZ,2,382.8
2013,NUTS,2010,FRZZ,2,412.5
2011,NUTS,2010,HR,0,0.507
2011,NUTS,2010,HR0,1,0.507
2011,NUTS,2010,HR03,2,0.507
2011,NUTS,2010,HR04,2,0.0
2012,NUTS,2010,HR04,2,0.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,IS,0,7.232
2013,NUTS,2010,IS,0,0.0
2014,NUTS,2010,IS,0,0.0
2015,NUTS,2010,IS,0,0.0
2016,NUTS,2010,IS,0,0.0
2017,NUTS,2010,IS,0,0.0
2018,NUTS,2010,IS,0,0.0
2011,NUTS,2010,IS0,1,7.232
2013,NUTS,2010,IS0,1,0.0
2014,NUTS,2010,IS0,1,0.0
2015,NUTS,2010,IS0,1,0.0
2016,NUTS,2010,IS0,1,0.0
2017,NUTS,2010,IS0,1,0.0
2018,NUTS,2010,IS0,1,0.0
2011,NUTS,2010,IS00,2,7.232
2013,NUTS,2010,IS00,2,0.0
2014,NUTS,2010,IS00,2,0.0
2015,NUTS,2010,IS00,2,0.0
2016,NUTS,2010,IS00,2,0.0
2017,NUTS,2010,IS00,2,0.0
2018,NUTS,2010,IS00,2,0.0
2011,NUTS,2010,IT,0,662.5
2012,NUTS,2010,IT,0,607.1
2013,NUTS,2010,IT,0,627.1
2014,NUTS,2010,IT,0,661.798
2015,NUTS,2010,IT,0,706.9
2016,NUTS,2010,IT,0,575.177
2017,NUTS,2010,IT,0,406.401
2018,NUTS,2010,IT,0,397.869
2019,NUTS,2010,IT,0,466.194
2020,NUTS,2010,IT,0,516.425
2011,NUTS,2010,ITC,1,472.1
2012,NUTS,2010,ITC,1,407.2
2013,NUTS,2010,ITC,1,395.5
2014,NUTS,2010,ITC,1,395.537
2015,NUTS,2010,ITC,1,424.5
2016,NUTS,2010,ITC,1,345.507
2017,NUTS,2010,ITC,1,174.259
2018,NUTS,2010,ITC,1,174.466
2019,NUTS,2010,ITC,1,205.772
2011,NUTS,2010,ITC1,2,68.0
2012,NUTS,2010,ITC1,2,71.0
2013,NUTS,2010,ITC1,2,76.7
2014,NUTS,2010,ITC1,2,78.933
2015,NUTS,2010,ITC1,2,89.6
2016,NUTS,2010,ITC1,2,79.427
2017,NUTS,2010,ITC1,2,51.83
2018,NUTS,2010,ITC1,2,50.262
2019,NUTS,2010,ITC1,2,56.645
2011,NUTS,2010,ITC2,2,2.2
2012,NUTS,2010,ITC2,2,2.9
2013,NUTS,2010,ITC2,2,3.0
2014,NUTS,2010,ITC2,2,2.912
2015,NUTS,2010,ITC2,2,2.3
2016,NUTS,2010,ITC2,2,2.218
2017,NUTS,2010,ITC2,2,2.376
2018,NUTS,2010,ITC2,2,2.456
2019,NUTS,2010,ITC2,2,3.073
2011,NUTS,2010,ITC3,2,15.7
2012,NUTS,2010,ITC3,2,13.6
2013,NUTS,2010,ITC3,2,8.8
2014,NUTS,2010,ITC3,2,8.994
2015,NUTS,2010,ITC3,2,9.4
2016,NUTS,2010,ITC3,2,8.602
2017,NUTS,2010,ITC3,2,6.53
2018,NUTS,2010,ITC3,2,7.881
2019,NUTS,2010,ITC3,2,12.406
2011,NUTS,2010,ITC4,2,386.2
2012,NUTS,2010,ITC4,2,319.7
2013,NUTS,2010,ITC4,2,307.0
2014,NUTS,2010,ITC4,2,304.698
2015,NUTS,2010,ITC4,2,323.3
2016,NUTS,2010,ITC4,2,255.26
2017,NUTS,2010,ITC4,2,113.523
2018,NUTS,2010,ITC4,2,113.867
2019,NUTS,2010,ITC4,2,133.648
2011,NUTS,2010,ITF,1,70.5
2012,NUTS,2010,ITF,1,64.8
2013,NUTS,2010,ITF,1,69.2
2014,NUTS,2010,ITF,1,69.502
2017,NUTS,2010,ITF,1,34.456
2018,NUTS,2010,ITF,1,35.623
2019,NUTS,2010,ITF,1,44.115
2011,NUTS,2010,ITF1,2,1.2
2012,NUTS,2010,ITF1,2,1.0
2013,NUTS,2010,ITF1,2,3.8
2014,NUTS,2010,ITF1,2,2.836
2015,NUTS,2010,ITF1,2,1.7
2016,NUTS,2010,ITF1,2,1.529
2017,NUTS,2010,ITF1,2,1.067
2018,NUTS,2010,ITF1,2,0.941
2019,NUTS,2010,ITF1,2,0.955
2017,NUTS,2010,ITF2,2,0.06
2018,NUTS,2010,ITF2,2,0.122
2019,NUTS,2010,ITF2,2,0.048
2011,NUTS,2010,ITF3,2,38.4
2012,NUTS,2010,ITF3,2,35.8
2013,NUTS,2010,ITF3,2,41.4
2014,NUTS,2010,ITF3,2,41.596
2015,NUTS,2010,ITF3,2,42.7
2016,NUTS,2010,ITF3,2,32.332
2017,NUTS,2010,ITF3,2,19.784
2018,NUTS,2010,ITF3,2,22.104
2019,NUTS,2010,ITF3,2,21.145
2011,NUTS,2010,ITF4,2,30.8
2012,NUTS,2010,ITF4,2,27.5
2013,NUTS,2010,ITF4,2,22.9
2014,NUTS,2010,ITF4,2,23.453
2015,NUTS,2010,ITF4,2,28.7
2016,NUTS,2010,ITF4,2,22.903
2017,NUTS,2010,ITF4,2,12.411
2018,NUTS,2010,ITF4,2,11.598
2019,NUTS,2010,ITF4,2,20.524
2012,NUTS,2010,ITF5,2,0.3
2013,NUTS,2010,ITF5,2,1.0
2015,NUTS,2010,ITF5,2,4.2
2017,NUTS,2010,ITF5,2,0.752
2018,NUTS,2010,ITF5,2,0.251
2019,NUTS,2010,ITF5,2,0.697
2011,NUTS,2010,ITF6,2,0.1
2015,NUTS,2010,ITF6,2,0.2
2016,NUTS,2010,ITF6,2,0.419
2017,NUTS,2010,ITF6,2,0.382
2018,NUTS,2010,ITF6,2,0.607
2019,NUTS,2010,ITF6,2,0.746
2011,NUTS,2010,ITG,1,6.4
2012,NUTS,2010,ITG,1,9.2
2013,NUTS,2010,ITG,1,14.2
2014,NUTS,2010,ITG,1,21.238
2015,NUTS,2010,ITG,1,23.1
2016,NUTS,2010,ITG,1,13.945
2017,NUTS,2010,ITG,1,9.771
2018,NUTS,2010,ITG,1,9.313
2019,NUTS,2010,ITG,1,14.381
2011,NUTS,2010,ITG1,2,6.1
2012,NUTS,2010,ITG1,2,8.7
2013,NUTS,2010,ITG1,2,13.6
2014,NUTS,2010,ITG1,2,20.671
2015,NUTS,2010,ITG1,2,22.1
2016,NUTS,2010,ITG1,2,12.892
2017,NUTS,2010,ITG1,2,8.687
2018,NUTS,2010,ITG1,2,8.118
2019,NUTS,2010,ITG1,2,13.053
2011,NUTS,2010,ITG2,2,0.3
2012,NUTS,2010,ITG2,2,0.5
2013,NUTS,2010,ITG2,2,0.6
2014,NUTS,2010,ITG2,2,0.567
2015,NUTS,2010,ITG2,2,1.0
2016,NUTS,2010,ITG2,2,1.053
2017,NUTS,2010,ITG2,2,1.084
2018,NUTS,2010,ITG2,2,1.195
2019,NUTS,2010,ITG2,2,1.328
2011,NUTS,2010,ITH,1,36.3
2012,NUTS,2010,ITH,1,35.9
2013,NUTS,2010,ITH,1,48.5
2014,NUTS,2010,ITH,1,81.266
2015,NUTS,2010,ITH,1,79.4
2016,NUTS,2010,ITH,1,64.687
2017,NUTS,2010,ITH,1,77.96
2018,NUTS,2010,ITH,1,62.837
2019,NUTS,2010,ITH,1,77.341
2011,NUTS,2010,ITH1,2,0.4
2012,NUTS,2010,ITH1,2,0.3
2013,NUTS,2010,ITH1,2,3.8
2014,NUTS,2010,ITH1,2,34.491
2015,NUTS,2010,ITH1,2,33.2
2016,NUTS,2010,ITH1,2,22.228
2017,NUTS,2010,ITH1,2,37.262
2018,NUTS,2010,ITH1,2,27.712
2019,NUTS,2010,ITH1,2,31.624
2011,NUTS,2010,ITH2,2,7.1
2012,NUTS,2010,ITH2,2,8.5
2013,NUTS,2010,ITH2,2,8.5
2014,NUTS,2010,ITH2,2,7.324
2015,NUTS,2010,ITH2,2,7.4
2016,NUTS,2010,ITH2,2,7.023
2017,NUTS,2010,ITH2,2,2.693
2018,NUTS,2010,ITH2,2,2.804
2019,NUTS,2010,ITH2,2,2.676
2011,NUTS,2010,ITH3,2,18.9
2012,NUTS,2010,ITH3,2,14.4
2013,NUTS,2010,ITH3,2,14.9
2014,NUTS,2010,ITH3,2,15.038
2015,NUTS,2010,ITH3,2,18.6
2016,NUTS,2010,ITH3,2,15.695
2017,NUTS,2010,ITH3,2,15.975
2018,NUTS,2010,ITH3,2,14.443
2019,NUTS,2010,ITH3,2,23.598
2011,NUTS,2010,ITH4,2,4.6
2012,NUTS,2010,ITH4,2,6.4
2013,NUTS,2010,ITH4,2,7.7
2014,NUTS,2010,ITH4,2,7.627
2015,NUTS,2010,ITH4,2,7.7
2016,NUTS,2010,ITH4,2,6.009
2017,NUTS,2010,ITH4,2,6.385
2018,NUTS,2010,ITH4,2,5.542
2019,NUTS,2010,ITH4,2,7.74
2011,NUTS,2010,ITH5,2,5.3
2012,NUTS,2010,ITH5,2,6.3
2013,NUTS,2010,ITH5,2,13.6
2014,NUTS,2010,ITH5,2,16.786
2015,NUTS,2010,ITH5,2,12.6
2016,NUTS,2010,ITH5,2,13.732
2017,NUTS,2010,ITH5,2,15.645
2018,NUTS,2010,ITH5,2,12.336
2019,NUTS,2010,ITH5,2,11.703
2011,NUTS,2010,ITI,1,77.2
2012,NUTS,2010,ITI,1,90.0
2013,NUTS,2010,ITI,1,99.7
2014,NUTS,2010,ITI,1,94.255
2017,NUTS,2010,ITI,1,109.955
2018,NUTS,2010,ITI,1,115.63
2019,NUTS,2010,ITI,1,124.585
2011,NUTS,2010,ITI1,2,9.4
2012,NUTS,2010,ITI1,2,20.3
2013,NUTS,2010,ITI1,2,22.9
2014,NUTS,2010,ITI1,2,15.441
2015,NUTS,2010,ITI1,2,25.7
2016,NUTS,2010,ITI1,2,24.435
2017,NUTS,2010,ITI1,2,24.677
2018,NUTS,2010,ITI1,2,24.956
2019,NUTS,2010,ITI1,2,29.869
2011,NUTS,2010,ITI2,2,0.1
2012,NUTS,2010,ITI2,2,0.1
2013,NUTS,2010,ITI2,2,0.1
2014,NUTS,2010,ITI2,2,0.104
2017,NUTS,2010,ITI2,2,0.079
2018,NUTS,2010,ITI2,2,0.619
2019,NUTS,2010,ITI2,2,0.37
2011,NUTS,2010,ITI3,2,0.2
2012,NUTS,2010,ITI3,2,0.3
2013,NUTS,2010,ITI3,2,0.3
2014,NUTS,2010,ITI3,2,0.255
2015,NUTS,2010,ITI3,2,0.2
2016,NUTS,2010,ITI3,2,0.219
2017,NUTS,2010,ITI3,2,0.258
2018,NUTS,2010,ITI3,2,0.458
2019,NUTS,2010,ITI3,2,0.573
2011,NUTS,2010,ITI4,2,67.5
2012,NUTS,2010,ITI4,2,69.3
2013,NUTS,2010,ITI4,2,76.4
2014,NUTS,2010,ITI4,2,78.455
2015,NUTS,2010,ITI4,2,76.1
2016,NUTS,2010,ITI4,2,67.85
2017,NUTS,2010,ITI4,2,84.941
2018,NUTS,2010,ITI4,2,89.597
2019,NUTS,2010,ITI4,2,93.773
2011,NUTS,2010,JP,0,2084.787
2012,NUTS,2010,JP,0,2170.787
2013,NUTS,2010,JP,0,1640.514
2014,NUTS,2010,JP,0,1667.907
2015,NUTS,2010,JP,0,1729.328
2016,NUTS,2010,JP,0,1943.045
2017,NUTS,2010,JP,0,1904.522
2018,NUTS,2010,JP,0,1739.931
2019,NUTS,2010,JP,0,1975.01
2011,NUTS,2010,KR,0,533.284
2012,NUTS,2010,KR,0,490.489
2013,NUTS,2010,KR,0,542.547
2014,NUTS,2010,KR,0,691.104
2015,NUTS,2010,KR,0,858.521
2016,NUTS,2010,KR,0,857.079
2017,NUTS,2010,KR,0,872.144
2018,NUTS,2010,KR,0,929.639
2019,NUTS,2010,KR,0,973.438
2011,NUTS,2010,LU,0,0.0
2012,NUTS,2010,LU,0,0.0
2011,NUTS,2010,LU0,1,0.0
2012,NUTS,2010,LU0,1,0.0
2011,NUTS,2010,LU00,2,0.0
2012,NUTS,2010,LU00,2,0.0
2011,NUTS,2010,ME,0,0.245
2013,NUTS,2010,ME,0,0.337
2014,NUTS,2010,ME,0,0.352
2015,NUTS,2010,ME,0,0.48
2016,NUTS,2010,ME,0,0.664
2017,NUTS,2010,ME,0,0.294
2018,NUTS,2010,ME,0,0.383
2011,NUTS,2010,ME0,1,0.245
2013,NUTS,2010,ME0,1,0.337
2014,NUTS,2010,ME0,1,0.352
2015,NUTS,2010,ME0,1,0.48
2016,NUTS,2010,ME0,1,0.664
2017,NUTS,2010,ME0,1,0.294
2018,NUTS,2010,ME0,1,0.383
2011,NUTS,2010,ME00,2,0.245
2013,NUTS,2010,ME00,2,0.337
2014,NUTS,2010,ME00,2,0.352
2015,NUTS,2010,ME00,2,0.48
2016,NUTS,2010,ME00,2,0.664
2017,NUTS,2010,ME00,2,0.294
2018,NUTS,2010,ME00,2,0.383
2015,NUTS,2010,MK,0,0.347
2016,NUTS,2010,MK,0,1.041
2017,NUTS,2010,MK,0,0.508
2018,NUTS,2010,MK,0,0.628
2019,NUTS,2010,MK,0,0.618
2020,NUTS,2010,MK,0,0.451
2015,NUTS,2010,MK0,1,0.347
2016,NUTS,2010,MK0,1,1.041
2017,NUTS,2010,MK0,1,0.508
2018,NUTS,2010,MK0,1,0.628
2019,NUTS,2010,MK0,1,0.618
2020,NUTS,2010,MK0,1,0.451
2015,NUTS,2010,MK00,2,0.347
2016,NUTS,2010,MK00,2,1.041
2017,NUTS,2010,MK00,2,0.508
2018,NUTS,2010,MK00,2,0.628
2019,NUTS,2010,MK00,2,0.618
2020,NUTS,2010,MK00,2,0.451
2013,NUTS,2010,NL,0,0.0
2014,NUTS,2010,NL,0,0.0
2015,NUTS,2010,NL,0,0.0
2016,NUTS,2010,NL,0,0.0
2017,NUTS,2010,NL,0,0.0
2018,NUTS,2010,NL,0,0.0
2019,NUTS,2010,NL,0,0.0
2020,NUTS,2010,NL,0,0.0
2011,NUTS,2010,PL,0,6.552
2012,NUTS,2010,PL,0,13.549
2013,NUTS,2010,PL,0,10.101
2014,NUTS,2010,PL,0,11.615
2015,NUTS,2010,PL,0,6.788
2016,NUTS,2010,PL,0,18.129
2017,NUTS,2010,PL,0,16.772
2018,NUTS,2010,PL,0,17.991
2019,NUTS,2010,PL,0,21.007
2020,NUTS,2010,PL,0,17.893
2014,NUTS,2010,PL1,1,3.896
2015,NUTS,2010,PL1,1,4.923
2014,NUTS,2010,PL11,2,0.096
2011,NUTS,2010,PL12,2,3.373
2012,NUTS,2010,PL12,2,4.056
2013,NUTS,2010,PL12,2,4.145
2014,NUTS,2010,PL12,2,3.8
2013,NUTS,2010,PL2,1,3.526
2014,NUTS,2010,PL2,1,3.848
2015,NUTS,2010,PL2,1,0.335
2016,NUTS,2010,PL2,1,4.263
2019,NUTS,2010,PL2,1,6.828
2015,NUTS,2010,PL21,2,0.287
2017,NUTS,2010,PL21,2,3.289
2018,NUTS,2010,PL21,2,3.256
2019,NUTS,2010,PL21,2,5.747
2011,NUTS,2010,PL22,2,0.194
2012,NUTS,2010,PL22,2,0.05
2015,NUTS,2010,PL22,2,0.024
2019,NUTS,2010,PL22,2,1.082
2011,NUTS,2010,PL3,1,0.049
2015,NUTS,2010,PL3,1,0.287
2011,NUTS,2010,PL31,2,0.024
2014,NUTS,2010,PL33,2,0.0
2015,NUTS,2010,PL33,2,0.0
2013,NUTS,2010,PL34,2,0.048
2015,NUTS,2010,PL34,2,0.096
2011,NUTS,2010,PL4,1,0.218
2014,NUTS,2010,PL4,1,0.884
2015,NUTS,2010,PL4,1,0.98
2016,NUTS,2010,PL4,1,1.604
2018,NUTS,2010,PL4,1,0.415
2019,NUTS,2010,PL4,1,0.559
2012,NUTS,2010,PL41,2,0.693
2013,NUTS,2010,PL41,2,0.0
2016,NUTS,2010,PL41,2,1.306
2017,NUTS,2010,PL41,2,1.081
2018,NUTS,2010,PL41,2,0.294
2019,NUTS,2010,PL41,2,0.445
2016,NUTS,2010,PL42,2,0.298
2017,NUTS,2010,PL42,2,0.282
2013,NUTS,2010,PL43,2,0.0
2014,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2011,NUTS,2010,PL5,1,0.17
2012,NUTS,2010,PL5,1,0.185
2013,NUTS,2010,PL5,1,0.214
2014,NUTS,2010,PL5,1,0.096
2015,NUTS,2010,PL5,1,0.239
2016,NUTS,2010,PL5,1,2.2
2011,NUTS,2010,PL51,2,0.17
2012,NUTS,2010,PL51,2,0.185
2017,NUTS,2010,PL51,2,0.211
2018,NUTS,2010,PL51,2,0.296
2019,NUTS,2010,PL51,2,0.584
2011,NUTS,2010,PL6,1,0.801
2013,NUTS,2010,PL6,1,0.381
2015,NUTS,2010,PL6,1,0.048
2016,NUTS,2010,PL6,1,1.834
2018,NUTS,2010,PL6,1,1.739
2015,NUTS,2010,PL61,2,0.0
2016,NUTS,2010,PL61,2,0.275
2017,NUTS,2010,PL61,2,0.329
2019,NUTS,2010,PL61,2,0.278
2014,NUTS,2010,PL62,2,0.0
2013,NUTS,2010,PL63,2,0.191
2017,NUTS,2010,PL63,2,1.198
2018,NUTS,2010,PL63,2,1.28
2019,NUTS,2010,PL63,2,2.027
2016,NUTS,2010,PL7,1,0.527
2017,NUTS,2010,PL71,2,0.822
2018,NUTS,2010,PL71,2,1.765
2019,NUTS,2010,PL71,2,1.524
2016,NUTS,2010,PL8,1,1.031
2017,NUTS,2010,PL8,1,1.433
2018,NUTS,2010,PL8,1,1.258
2019,NUTS,2010,PL8,1,1.342
2016,NUTS,2010,PL81,2,0.138
2017,NUTS,2010,PL81,2,0.0
2018,NUTS,2010,PL81,2,0.757
2016,NUTS,2010,PL9,1,6.669
2018,NUTS,2010,PL9,1,7.335
2019,NUTS,2010,PL9,1,7.155
2016,NUTS,2010,PL91,2,6.624
2017,NUTS,2010,PL91,2,5.967
2019,NUTS,2010,PL91,2,7.155
2016,NUTS,2010,PL92,2,0.023
2019,NUTS,2010,PL92,2,0.0
2011,NUTS,2010,PT,0,226.962
2012,NUTS,2010,PT,0,196.576
2013,NUTS,2010,PT,0,30.145
2014,NUTS,2010,PT,0,38.425
2015,NUTS,2010,PT,0,35.359
2016,NUTS,2010,PT,0,38.334
2017,NUTS,2010,PT,0,40.223
2018,NUTS,2010,PT,0,44.736
2019,NUTS,2010,PT,0,57.132
2020,NUTS,2010,PT,0,67.402
2011,NUTS,2010,PT1,1,223.418
2012,NUTS,2010,PT1,1,192.404
2013,NUTS,2010,PT1,1,30.059
2014,NUTS,2010,PT1,1,38.309
2015,NUTS,2010,PT1,1,35.213
2016,NUTS,2010,PT1,1,38.222
2017,NUTS,2010,PT1,1,39.985
2018,NUTS,2010,PT1,1,44.602
2019,NUTS,2010,PT1,1,56.982
2020,NUTS,2010,PT1,1,66.67
2011,NUTS,2010,PT11,2,75.985
2012,NUTS,2010,PT11,2,64.651
2013,NUTS,2010,PT11,2,2.532
2014,NUTS,2010,PT11,2,2.88
2015,NUTS,2010,PT11,2,3.284
2016,NUTS,2010,PT11,2,3.551
2017,NUTS,2010,PT11,2,4.181
2018,NUTS,2010,PT11,2,4.949
2019,NUTS,2010,PT11,2,5.255
2020,NUTS,2010,PT11,2,11.703
2011,NUTS,2010,PT15,2,0.238
2012,NUTS,2010,PT15,2,0.121
2013,NUTS,2010,PT15,2,0.0
2014,NUTS,2010,PT15,2,0.0
2015,NUTS,2010,PT15,2,0.0
2016,NUTS,2010,PT15,2,0.003
2017,NUTS,2010,PT15,2,0.0
2018,NUTS,2010,PT15,2,0.0
2019,NUTS,2010,PT15,2,0.0
2020,NUTS,2010,PT15,2,0.884
2011,NUTS,2010,PT16,2,26.805
2012,NUTS,2010,PT16,2,33.533
2013,NUTS,2010,PT16,2,1.944
2014,NUTS,2010,PT16,2,2.964
2015,NUTS,2010,PT16,2,2.736
2016,NUTS,2010,PT16,2,2.626
2017,NUTS,2010,PT16,2,2.426
2018,NUTS,2010,PT16,2,2.789
2019,NUTS,2010,PT16,2,4.313
2020,NUTS,2010,PT16,2,6.069
2011,NUTS,2010,PT17,2,120.39
2012,NUTS,2010,PT17,2,94.075
2013,NUTS,2010,PT17,2,25.582
2014,NUTS,2010,PT17,2,32.466
2015,NUTS,2010,PT17,2,29.192
2016,NUTS,2010,PT17,2,32.007
2017,NUTS,2010,PT17,2,33.341
2018,NUTS,2010,PT17,2,36.729
2019,NUTS,2010,PT17,2,47.329
2020,NUTS,2010,PT17,2,46.988
2011,NUTS,2010,PT18,2,0.0
2012,NUTS,2010,PT18,2,0.023
2013,NUTS,2010,PT18,2,0.0
2014,NUTS,2010,PT18,2,0.0
2015,NUTS,2010,PT18,2,0.0
2016,NUTS,2010,PT18,2,0.036
2017,NUTS,2010,PT18,2,0.038
2018,NUTS,2010,PT18,2,0.135
2019,NUTS,2010,PT18,2,0.085
2020,NUTS,2010,PT18,2,1.026
2011,NUTS,2010,PT2,1,1.827
2012,NUTS,2010,PT2,1,2.67
2013,NUTS,2010,PT2,1,0.0
2014,NUTS,2010,PT2,1,0.0
2015,NUTS,2010,PT2,1,0.0
2016,NUTS,2010,PT2,1,0.0
2017,NUTS,2010,PT2,1,0.07
2018,NUTS,2010,PT2,1,0.067
2019,NUTS,2010,PT2,1,0.15
2020,NUTS,2010,PT2,1,0.682
2011,NUTS,2010,PT20,2,1.827
2012,NUTS,2010,PT20,2,2.67
