year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_hes_mio_eur
2019,NUTS,2010,FI1,1,1704.1
2011,NUTS,2010,FI19,2,311.432
2012,NUTS,2010,FI19,2,323.758
2013,NUTS,2010,FI19,2,315.0
2015,NUTS,2010,FI19,2,327.4
2016,NUTS,2010,FI19,2,338.6
2017,NUTS,2010,FI19,2,348.56
2018,NUTS,2010,FI19,2,354.9
2019,NUTS,2010,FI19,2,365.7
2011,NUTS,2010,FI1B,2,562.821
2012,NUTS,2010,FI1B,2,592.831
2013,NUTS,2010,FI1B,2,568.0
2015,NUTS,2010,FI1B,2,599.7
2016,NUTS,2010,FI1B,2,592.6
2017,NUTS,2010,FI1B,2,611.78
2018,NUTS,2010,FI1B,2,634.0
2019,NUTS,2010,FI1B,2,673.0
2011,NUTS,2010,FI1C,2,233.443
2012,NUTS,2010,FI1C,2,238.297
2013,NUTS,2010,FI1C,2,238.0
2015,NUTS,2010,FI1C,2,249.9
2016,NUTS,2010,FI1C,2,241.4
2017,NUTS,2010,FI1C,2,261.61
2018,NUTS,2010,FI1C,2,277.5
2019,NUTS,2010,FI1C,2,290.4
2011,NUTS,2010,FI1D,2,323.353
2012,NUTS,2010,FI1D,2,319.183
2013,NUTS,2010,FI1D,2,301.0
2015,NUTS,2010,FI1D,2,302.7
2016,NUTS,2010,FI1D,2,316.6
2017,NUTS,2010,FI1D,2,344.42
2018,NUTS,2010,FI1D,2,356.6
2019,NUTS,2010,FI1D,2,374.9
2015,NUTS,2010,FI2,1,0.7
2016,NUTS,2010,FI2,1,0.6
2017,NUTS,2010,FI2,1,0.7
2018,NUTS,2010,FI2,1,0.7
2019,NUTS,2010,FI2,1,0.5
2015,NUTS,2010,FI20,2,0.7
2016,NUTS,2010,FI20,2,0.6
2017,NUTS,2010,FI20,2,0.7
2018,NUTS,2010,FI20,2,0.7
2019,NUTS,2010,FI20,2,0.5
2011,NUTS,2010,FR,0,9449.381
2012,NUTS,2010,FR,0,9689.192
2013,NUTS,2010,FR,0,9889.096
2014,NUTS,2010,FR,0,9883.805
2015,NUTS,2010,FR,0,10177.41
2016,NUTS,2010,FR,0,10199.0
2017,NUTS,2010,FR,0,10423.75
2018,NUTS,2010,FR,0,10615.9
2019,NUTS,2010,FR,0,10742.04
2020,NUTS,2010,FR,0,10956.707
2011,NUTS,2010,FR1,1,3288.861
2012,NUTS,2010,FR1,1,3090.6
2013,NUTS,2010,FR1,1,3159.2
2011,NUTS,2010,FR10,2,3288.861
2012,NUTS,2010,FR10,2,3090.6
2013,NUTS,2010,FR10,2,3159.2
2011,NUTS,2010,FR2,1,740.78
2012,NUTS,2010,FR2,1,770.7
2013,NUTS,2010,FR2,1,788.4
2011,NUTS,2010,FR21,2,83.099
2012,NUTS,2010,FR21,2,80.8
2013,NUTS,2010,FR21,2,85.9
2011,NUTS,2010,FR22,2,90.522
2012,NUTS,2010,FR22,2,97.2
2013,NUTS,2010,FR22,2,97.1
2011,NUTS,2010,FR23,2,111.997
2012,NUTS,2010,FR23,2,122.8
2013,NUTS,2010,FR23,2,120.8
2011,NUTS,2010,FR24,2,189.307
2012,NUTS,2010,FR24,2,197.8
2013,NUTS,2010,FR24,2,210.6
2011,NUTS,2010,FR25,2,139.737
2012,NUTS,2010,FR25,2,141.0
2013,NUTS,2010,FR25,2,146.0
2011,NUTS,2010,FR26,2,126.118
2012,NUTS,2010,FR26,2,131.2
2013,NUTS,2010,FR26,2,127.9
2011,NUTS,2010,FR3,1,370.249
2012,NUTS,2010,FR3,1,432.3
2013,NUTS,2010,FR3,1,455.5
2011,NUTS,2010,FR30,2,370.249
2012,NUTS,2010,FR30,2,432.3
2013,NUTS,2010,FR30,2,455.5
2011,NUTS,2010,FR4,1,773.201
2012,NUTS,2010,FR4,1,784.4
2013,NUTS,2010,FR4,1,800.6
2011,NUTS,2010,FR41,2,309.107
2012,NUTS,2010,FR41,2,325.4
2013,NUTS,2010,FR41,2,328.0
2011,NUTS,2010,FR42,2,356.398
2012,NUTS,2010,FR42,2,342.2
2013,NUTS,2010,FR42,2,355.1
2011,NUTS,2010,FR43,2,107.696
2012,NUTS,2010,FR43,2,116.8
2013,NUTS,2010,FR43,2,117.5
2011,NUTS,2010,FR5,1,814.065
2012,NUTS,2010,FR5,1,968.5
2013,NUTS,2010,FR5,1,972.9
2011,NUTS,2010,FR51,2,287.151
2012,NUTS,2010,FR51,2,357.2
2013,NUTS,2010,FR51,2,360.4
2011,NUTS,2010,FR52,2,384.401
2012,NUTS,2010,FR52,2,452.0
2013,NUTS,2010,FR52,2,451.8
2011,NUTS,2010,FR53,2,142.513
2012,NUTS,2010,FR53,2,159.3
2013,NUTS,2010,FR53,2,160.7
2011,NUTS,2010,FR6,1,1054.506
2012,NUTS,2010,FR6,1,1107.5
2013,NUTS,2010,FR6,1,1138.2
2011,NUTS,2010,FR61,2,402.66
2012,NUTS,2010,FR61,2,443.2
2013,NUTS,2010,FR61,2,456.4
2011,NUTS,2010,FR62,2,589.132
2012,NUTS,2010,FR62,2,594.2
2013,NUTS,2010,FR62,2,613.1
2011,NUTS,2010,FR63,2,62.715
2012,NUTS,2010,FR63,2,70.1
2013,NUTS,2010,FR63,2,68.7
2011,NUTS,2010,FR7,1,1227.336
2012,NUTS,2010,FR7,1,1323.2
2013,NUTS,2010,FR7,1,1340.2
2011,NUTS,2010,FR71,2,1096.398
2012,NUTS,2010,FR71,2,1191.7
2013,NUTS,2010,FR71,2,1207.3
2011,NUTS,2010,FR72,2,130.938
2012,NUTS,2010,FR72,2,131.4
2013,NUTS,2010,FR72,2,132.9
2011,NUTS,2010,FR8,1,1089.874
2012,NUTS,2010,FR8,1,1126.9
2013,NUTS,2010,FR8,1,1142.8
2011,NUTS,2010,FR81,2,379.557
2012,NUTS,2010,FR81,2,383.2
2013,NUTS,2010,FR81,2,408.7
2011,NUTS,2010,FR82,2,691.955
2012,NUTS,2010,FR82,2,729.8
2013,NUTS,2010,FR82,2,717.8
2011,NUTS,2010,FR83,2,18.361
2012,NUTS,2010,FR83,2,13.9
2013,NUTS,2010,FR83,2,16.3
2011,NUTS,2010,FRA,1,91.186
2012,NUTS,2010,FRA,1,85.1
2013,NUTS,2010,FRA,1,91.3
2011,NUTS,2010,HR,0,93.375
2012,NUTS,2010,HR,0,87.557
2013,NUTS,2010,HR,0,86.417
2014,NUTS,2010,HR,0,87.304
2015,NUTS,2010,HR,0,90.859
2016,NUTS,2010,HR,0,131.185
2017,NUTS,2010,HR,0,124.027
2018,NUTS,2010,HR,0,160.751
2019,NUTS,2010,HR,0,194.317
2020,NUTS,2010,HR,0,201.628
2011,NUTS,2010,HR0,1,93.375
2012,NUTS,2010,HR0,1,87.557
2013,NUTS,2010,HR0,1,86.417
2014,NUTS,2010,HR0,1,87.304
2015,NUTS,2010,HR0,1,90.859
2016,NUTS,2010,HR0,1,131.185
2017,NUTS,2010,HR0,1,124.027
2018,NUTS,2010,HR0,1,160.751
2019,NUTS,2010,HR0,1,194.317
2020,NUTS,2010,HR0,1,201.628
2020,NUTS,2010,HR02,2,18.099
2011,NUTS,2010,HR03,2,21.277
2012,NUTS,2010,HR03,2,16.52
2013,NUTS,2010,HR03,2,14.911
2014,NUTS,2010,HR03,2,16.785
2015,NUTS,2010,HR03,2,16.558
2016,NUTS,2010,HR03,2,25.199
2017,NUTS,2010,HR03,2,34.182
2018,NUTS,2010,HR03,2,41.226
2019,NUTS,2010,HR03,2,55.019
2020,NUTS,2010,HR03,2,54.516
2011,NUTS,2010,HR04,2,72.098
2012,NUTS,2010,HR04,2,71.037
2013,NUTS,2010,HR04,2,71.506
2014,NUTS,2010,HR04,2,70.519
2015,NUTS,2010,HR04,2,74.3
2016,NUTS,2010,HR04,2,105.986
2017,NUTS,2010,HR04,2,89.846
2018,NUTS,2010,HR04,2,119.525
2019,NUTS,2010,HR04,2,139.297
2020,NUTS,2010,HR05,2,122.934
2020,NUTS,2010,HR06,2,6.079
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,243.134
2012,NUTS,2010,HU,0,231.489
2013,NUTS,2010,HU,0,203.671
2014,NUTS,2010,HU,0,192.858
2015,NUTS,2010,HU,0,183.039
2016,NUTS,2010,HU,0,152.875
2017,NUTS,2010,HU,0,222.349
2018,NUTS,2010,HU,0,260.696
2019,NUTS,2010,HU,0,306.471
2020,NUTS,2010,HU,0,284.718
2011,NUTS,2010,HU1,1,107.473
2012,NUTS,2010,HU1,1,95.941
2013,NUTS,2010,HU1,1,88.682
2014,NUTS,2010,HU1,1,88.471
2015,NUTS,2010,HU1,1,88.347
2016,NUTS,2010,HU1,1,81.101
2017,NUTS,2010,HU1,1,102.619
2018,NUTS,2010,HU1,1,122.919
2019,NUTS,2010,HU1,1,145.767
2011,NUTS,2010,HU10,2,107.473
2012,NUTS,2010,HU10,2,95.941
2013,NUTS,2010,HU10,2,88.682
2014,NUTS,2010,HU10,2,88.471
2015,NUTS,2010,HU10,2,88.347
2016,NUTS,2010,HU10,2,81.101
2017,NUTS,2010,HU11,2,96.029
2018,NUTS,2010,HU11,2,115.811
2019,NUTS,2010,HU11,2,138.271
2017,NUTS,2010,HU12,2,6.59
2018,NUTS,2010,HU12,2,7.108
2019,NUTS,2010,HU12,2,7.497
2011,NUTS,2010,HU2,1,56.344
2012,NUTS,2010,HU2,1,61.376
2013,NUTS,2010,HU2,1,43.52
2014,NUTS,2010,HU2,1,42.294
2015,NUTS,2010,HU2,1,33.657
2016,NUTS,2010,HU2,1,26.459
2017,NUTS,2010,HU2,1,42.273
2018,NUTS,2010,HU2,1,45.972
2019,NUTS,2010,HU2,1,51.072
2011,NUTS,2010,HU21,2,9.758
2012,NUTS,2010,HU21,2,8.979
2013,NUTS,2010,HU21,2,13.03
2014,NUTS,2010,HU21,2,13.819
2015,NUTS,2010,HU21,2,11.94
2016,NUTS,2010,HU21,2,5.915
2017,NUTS,2010,HU21,2,6.883
2018,NUTS,2010,HU21,2,9.103
2019,NUTS,2010,HU21,2,11.867
2011,NUTS,2010,HU22,2,24.658
2012,NUTS,2010,HU22,2,12.235
2013,NUTS,2010,HU22,2,11.295
2014,NUTS,2010,HU22,2,13.397
2015,NUTS,2010,HU22,2,8.496
2016,NUTS,2010,HU22,2,10.687
2017,NUTS,2010,HU22,2,14.833
2018,NUTS,2010,HU22,2,17.008
2019,NUTS,2010,HU22,2,14.397
2011,NUTS,2010,HU23,2,21.928
2012,NUTS,2010,HU23,2,40.163
2013,NUTS,2010,HU23,2,19.195
2014,NUTS,2010,HU23,2,15.079
2015,NUTS,2010,HU23,2,13.222
2016,NUTS,2010,HU23,2,9.857
2017,NUTS,2010,HU23,2,20.557
2018,NUTS,2010,HU23,2,19.861
2019,NUTS,2010,HU23,2,24.808
2011,NUTS,2010,HU3,1,79.317
2012,NUTS,2010,HU3,1,74.172
2013,NUTS,2010,HU3,1,71.469
2014,NUTS,2010,HU3,1,62.093
2015,NUTS,2010,HU3,1,61.035
2016,NUTS,2010,HU3,1,45.315
2017,NUTS,2010,HU3,1,77.457
2018,NUTS,2010,HU3,1,91.806
2019,NUTS,2010,HU3,1,109.633
2011,NUTS,2010,HU31,2,12.411
2012,NUTS,2010,HU31,2,12.407
2013,NUTS,2010,HU31,2,11.065
2014,NUTS,2010,HU31,2,9.06
2015,NUTS,2010,HU31,2,7.504
2016,NUTS,2010,HU31,2,5.141
2017,NUTS,2010,HU31,2,10.276
2018,NUTS,2010,HU31,2,15.294
2019,NUTS,2010,HU31,2,14.958
2011,NUTS,2010,HU32,2,33.116
2012,NUTS,2010,HU32,2,31.985
2013,NUTS,2010,HU32,2,34.213
2014,NUTS,2010,HU32,2,26.685
2015,NUTS,2010,HU32,2,25.118
2016,NUTS,2010,HU32,2,21.828
2017,NUTS,2010,HU32,2,37.253
2018,NUTS,2010,HU32,2,44.353
2019,NUTS,2010,HU32,2,53.216
2011,NUTS,2010,HU33,2,33.79
2012,NUTS,2010,HU33,2,29.78
2013,NUTS,2010,HU33,2,26.191
2014,NUTS,2010,HU33,2,26.347
2015,NUTS,2010,HU33,2,28.412
2016,NUTS,2010,HU33,2,18.346
2017,NUTS,2010,HU33,2,29.928
2018,NUTS,2010,HU33,2,32.159
2019,NUTS,2010,HU33,2,41.458
2011,NUTS,2010,IE,0,674.4
2012,NUTS,2010,IE,0,640.2
2013,NUTS,2010,IE,0,662.24
2014,NUTS,2010,IE,0,730.1
2015,NUTS,2010,IE,0,739.4
2016,NUTS,2010,IE,0,748.8
2017,NUTS,2010,IE,0,814.981
2018,NUTS,2010,IE,0,876.08
2019,NUTS,2010,IE,0,949.652
2020,NUTS,2010,IE,0,1038.822
2011,NUTS,2010,IE0,1,674.4
2012,NUTS,2010,IE0,1,640.2
2013,NUTS,2010,IE0,1,662.24
2014,NUTS,2010,IE0,1,684.28
2015,NUTS,2010,IE0,1,764.0
2017,NUTS,2010,IE0,1,748.788
2011,NUTS,2010,IE01,2,94.4
2012,NUTS,2010,IE01,2,89.6
2013,NUTS,2010,IE01,2,92.685
2014,NUTS,2010,IE01,2,95.769
2015,NUTS,2010,IE01,2,115.0
2017,NUTS,2010,IE01,2,91.201
2011,NUTS,2010,IE02,2,580.0
2012,NUTS,2010,IE02,2,550.6
2013,NUTS,2010,IE02,2,569.556
2014,NUTS,2010,IE02,2,588.511
2015,NUTS,2010,IE02,2,649.0
2017,NUTS,2010,IE02,2,657.587
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2014,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2014,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,69.308
2013,NUTS,2010,IS,0,76.705
2014,NUTS,2010,IS,0,85.679
2015,NUTS,2010,IS,0,101.148
2016,NUTS,2010,IS,0,122.389
2017,NUTS,2010,IS,0,143.879
2018,NUTS,2010,IS,0,140.187
2019,NUTS,2010,IS,0,144.85
2020,NUTS,2010,IS,0,134.886
2011,NUTS,2010,IS0,1,69.308
2013,NUTS,2010,IS0,1,76.705
2014,NUTS,2010,IS0,1,85.679
2015,NUTS,2010,IS0,1,101.148
2016,NUTS,2010,IS0,1,122.389
2017,NUTS,2010,IS0,1,143.879
2018,NUTS,2010,IS0,1,140.187
2019,NUTS,2010,IS0,1,144.85
2020,NUTS,2010,IS0,1,134.886
2011,NUTS,2010,IS00,2,69.308
2013,NUTS,2010,IS00,2,76.705
2014,NUTS,2010,IS00,2,85.679
2015,NUTS,2010,IS00,2,101.148
2016,NUTS,2010,IS00,2,122.389
2017,NUTS,2010,IS00,2,143.879
2018,NUTS,2010,IS00,2,140.187
2019,NUTS,2010,IS00,2,144.85
2020,NUTS,2010,IS00,2,134.886
2011,NUTS,2010,IT,0,5669.2
2012,NUTS,2010,IT,0,5747.8
2013,NUTS,2010,IT,0,5938.2
2014,NUTS,2010,IT,0,5815.921
2015,NUTS,2010,IT,0,5653.0
2016,NUTS,2010,IT,0,5596.912
2017,NUTS,2010,IT,0,5608.595
2018,NUTS,2010,IT,0,5753.441
2019,NUTS,2010,IT,0,5897.53
2020,NUTS,2010,IT,0,6017.612
2011,NUTS,2010,ITC,1,1294.8
2012,NUTS,2010,ITC,1,1328.4
2013,NUTS,2010,ITC,1,1304.7
2014,NUTS,2010,ITC,1,1206.913
2015,NUTS,2010,ITC,1,1212.7
2016,NUTS,2010,ITC,1,1297.263
2017,NUTS,2010,ITC,1,1323.175
2018,NUTS,2010,ITC,1,1365.252
2019,NUTS,2010,ITC,1,1452.738
2011,NUTS,2010,ITC1,2,357.8
2012,NUTS,2010,ITC1,2,367.5
2013,NUTS,2010,ITC1,2,357.3
2014,NUTS,2010,ITC1,2,342.208
2015,NUTS,2010,ITC1,2,353.6
2016,NUTS,2010,ITC1,2,388.86
2017,NUTS,2010,ITC1,2,345.113
2018,NUTS,2010,ITC1,2,361.675
2019,NUTS,2010,ITC1,2,511.209
2011,NUTS,2010,ITC2,2,4.4
2012,NUTS,2010,ITC2,2,4.1
2013,NUTS,2010,ITC2,2,4.9
2014,NUTS,2010,ITC2,2,4.468
2015,NUTS,2010,ITC2,2,6.0
2016,NUTS,2010,ITC2,2,3.718
2017,NUTS,2010,ITC2,2,3.68
2018,NUTS,2010,ITC2,2,3.475
2019,NUTS,2010,ITC2,2,3.946
2011,NUTS,2010,ITC3,2,143.7
2012,NUTS,2010,ITC3,2,138.3
2013,NUTS,2010,ITC3,2,143.2
2014,NUTS,2010,ITC3,2,140.353
2015,NUTS,2010,ITC3,2,136.8
2016,NUTS,2010,ITC3,2,139.54
2017,NUTS,2010,ITC3,2,132.866
2018,NUTS,2010,ITC3,2,132.26
2019,NUTS,2010,ITC3,2,143.039
2011,NUTS,2010,ITC4,2,788.9
2012,NUTS,2010,ITC4,2,818.5
2013,NUTS,2010,ITC4,2,799.3
2014,NUTS,2010,ITC4,2,719.884
2015,NUTS,2010,ITC4,2,716.3
2016,NUTS,2010,ITC4,2,765.145
2017,NUTS,2010,ITC4,2,841.516
2018,NUTS,2010,ITC4,2,867.842
2019,NUTS,2010,ITC4,2,794.544
2011,NUTS,2010,ITF,1,1098.1
2012,NUTS,2010,ITF,1,1116.9
2013,NUTS,2010,ITF,1,1198.7
2014,NUTS,2010,ITF,1,1303.831
2015,NUTS,2010,ITF,1,1214.4
2016,NUTS,2010,ITF,1,1129.308
2017,NUTS,2010,ITF,1,1077.486
2018,NUTS,2010,ITF,1,1095.041
2019,NUTS,2010,ITF,1,1035.261
2011,NUTS,2010,ITF1,2,130.3
2012,NUTS,2010,ITF1,2,136.1
2013,NUTS,2010,ITF1,2,131.3
2014,NUTS,2010,ITF1,2,138.269
2015,NUTS,2010,ITF1,2,137.0
2016,NUTS,2010,ITF1,2,136.403
2017,NUTS,2010,ITF1,2,116.035
2018,NUTS,2010,ITF1,2,119.845
2019,NUTS,2010,ITF1,2,137.456
2015,NUTS,2010,ITF2,2,20.6
2016,NUTS,2010,ITF2,2,18.745
2017,NUTS,2010,ITF2,2,18.311
2018,NUTS,2010,ITF2,2,19.631
2019,NUTS,2010,ITF2,2,22.724
2011,NUTS,2010,ITF3,2,523.1
2012,NUTS,2010,ITF3,2,517.3
2013,NUTS,2010,ITF3,2,561.1
2014,NUTS,2010,ITF3,2,524.893
2015,NUTS,2010,ITF3,2,508.6
2016,NUTS,2010,ITF3,2,514.507
2017,NUTS,2010,ITF3,2,552.098
2018,NUTS,2010,ITF3,2,563.83
2019,NUTS,2010,ITF3,2,498.721
2011,NUTS,2010,ITF4,2,269.1
2012,NUTS,2010,ITF4,2,273.3
2013,NUTS,2010,ITF4,2,311.2
2014,NUTS,2010,ITF4,2,382.394
2015,NUTS,2010,ITF4,2,338.3
2016,NUTS,2010,ITF4,2,297.645
2017,NUTS,2010,ITF4,2,258.188
2018,NUTS,2010,ITF4,2,255.377
2019,NUTS,2010,ITF4,2,236.886
2012,NUTS,2010,ITF5,2,25.1
2013,NUTS,2010,ITF5,2,25.4
2015,NUTS,2010,ITF5,2,27.1
2016,NUTS,2010,ITF5,2,24.193
2017,NUTS,2010,ITF5,2,23.19
2018,NUTS,2010,ITF5,2,24.243
2019,NUTS,2010,ITF5,2,26.595
2011,NUTS,2010,ITF6,2,127.0
2015,NUTS,2010,ITF6,2,182.8
2016,NUTS,2010,ITF6,2,137.815
2017,NUTS,2010,ITF6,2,109.664
2018,NUTS,2010,ITF6,2,112.115
2019,NUTS,2010,ITF6,2,112.879
2011,NUTS,2010,ITG,1,585.9
2012,NUTS,2010,ITG,1,574.9
2013,NUTS,2010,ITG,1,596.6
2014,NUTS,2010,ITG,1,708.167
2015,NUTS,2010,ITG,1,637.3
2016,NUTS,2010,ITG,1,503.817
2017,NUTS,2010,ITG,1,477.326
2018,NUTS,2010,ITG,1,484.376
2019,NUTS,2010,ITG,1,472.27
2011,NUTS,2010,ITG1,2,409.9
2012,NUTS,2010,ITG1,2,417.0
2013,NUTS,2010,ITG1,2,427.8
2014,NUTS,2010,ITG1,2,541.55
2015,NUTS,2010,ITG1,2,464.0
2016,NUTS,2010,ITG1,2,332.765
2017,NUTS,2010,ITG1,2,317.451
2018,NUTS,2010,ITG1,2,321.693
2019,NUTS,2010,ITG1,2,302.078
2011,NUTS,2010,ITG2,2,176.0
2012,NUTS,2010,ITG2,2,157.9
2013,NUTS,2010,ITG2,2,168.8
2014,NUTS,2010,ITG2,2,166.617
2015,NUTS,2010,ITG2,2,173.3
2016,NUTS,2010,ITG2,2,171.052
2017,NUTS,2010,ITG2,2,159.875
2018,NUTS,2010,ITG2,2,162.683
2019,NUTS,2010,ITG2,2,170.192
2011,NUTS,2010,ITH,1,1182.8
2012,NUTS,2010,ITH,1,1187.3
2013,NUTS,2010,ITH,1,1243.7
2014,NUTS,2010,ITH,1,1236.374
2015,NUTS,2010,ITH,1,1251.0
2016,NUTS,2010,ITH,1,1300.744
2017,NUTS,2010,ITH,1,1306.056
2018,NUTS,2010,ITH,1,1354.866
2019,NUTS,2010,ITH,1,1396.028
2011,NUTS,2010,ITH1,2,15.7
2012,NUTS,2010,ITH1,2,16.3
2013,NUTS,2010,ITH1,2,16.3
2014,NUTS,2010,ITH1,2,15.978
2015,NUTS,2010,ITH1,2,24.8
2016,NUTS,2010,ITH1,2,29.953
2017,NUTS,2010,ITH1,2,30.171
2018,NUTS,2010,ITH1,2,33.141
2019,NUTS,2010,ITH1,2,21.654
2011,NUTS,2010,ITH2,2,70.3
2012,NUTS,2010,ITH2,2,80.3
2013,NUTS,2010,ITH2,2,83.5
2014,NUTS,2010,ITH2,2,81.399
2015,NUTS,2010,ITH2,2,85.3
2016,NUTS,2010,ITH2,2,97.852
2017,NUTS,2010,ITH2,2,98.524
2018,NUTS,2010,ITH2,2,99.821
2019,NUTS,2010,ITH2,2,97.839
2011,NUTS,2010,ITH3,2,390.5
2012,NUTS,2010,ITH3,2,394.7
2013,NUTS,2010,ITH3,2,417.1
2014,NUTS,2010,ITH3,2,410.835
2015,NUTS,2010,ITH3,2,424.7
2016,NUTS,2010,ITH3,2,482.887
2017,NUTS,2010,ITH3,2,461.435
2018,NUTS,2010,ITH3,2,493.565
2019,NUTS,2010,ITH3,2,547.315
2011,NUTS,2010,ITH4,2,158.7
2012,NUTS,2010,ITH4,2,138.0
2013,NUTS,2010,ITH4,2,153.9
2014,NUTS,2010,ITH4,2,140.52
2015,NUTS,2010,ITH4,2,147.1
2016,NUTS,2010,ITH4,2,162.25
2017,NUTS,2010,ITH4,2,152.054
2018,NUTS,2010,ITH4,2,157.395
2019,NUTS,2010,ITH4,2,157.853
2011,NUTS,2010,ITH5,2,547.6
2012,NUTS,2010,ITH5,2,558.0
2013,NUTS,2010,ITH5,2,572.9
2014,NUTS,2010,ITH5,2,587.642
2015,NUTS,2010,ITH5,2,569.2
2016,NUTS,2010,ITH5,2,527.802
2017,NUTS,2010,ITH5,2,563.872
2018,NUTS,2010,ITH5,2,570.944
2019,NUTS,2010,ITH5,2,571.367
2011,NUTS,2010,ITI,1,1507.6
2012,NUTS,2010,ITI,1,1540.3
2013,NUTS,2010,ITI,1,1594.5
2014,NUTS,2010,ITI,1,1360.636
2015,NUTS,2010,ITI,1,1337.6
2016,NUTS,2010,ITI,1,1365.78
2017,NUTS,2010,ITI,1,1424.552
2018,NUTS,2010,ITI,1,1453.906
2019,NUTS,2010,ITI,1,1541.233
2011,NUTS,2010,ITI1,2,521.5
2012,NUTS,2010,ITI1,2,527.9
2013,NUTS,2010,ITI1,2,512.0
2014,NUTS,2010,ITI1,2,464.583
2015,NUTS,2010,ITI1,2,479.7
2016,NUTS,2010,ITI1,2,506.982
2017,NUTS,2010,ITI1,2,490.201
2018,NUTS,2010,ITI1,2,509.626
2019,NUTS,2010,ITI1,2,561.19
2011,NUTS,2010,ITI2,2,122.9
2012,NUTS,2010,ITI2,2,120.2
2013,NUTS,2010,ITI2,2,111.5
2014,NUTS,2010,ITI2,2,131.193
2015,NUTS,2010,ITI2,2,131.5
2016,NUTS,2010,ITI2,2,130.575
2017,NUTS,2010,ITI2,2,107.475
2018,NUTS,2010,ITI2,2,105.878
2019,NUTS,2010,ITI2,2,107.806
2011,NUTS,2010,ITI3,2,140.8
2012,NUTS,2010,ITI3,2,141.2
2013,NUTS,2010,ITI3,2,138.9
2014,NUTS,2010,ITI3,2,134.209
2015,NUTS,2010,ITI3,2,134.3
2016,NUTS,2010,ITI3,2,139.773
2017,NUTS,2010,ITI3,2,148.494
2018,NUTS,2010,ITI3,2,145.902
2019,NUTS,2010,ITI3,2,159.962
2011,NUTS,2010,ITI4,2,722.4
2012,NUTS,2010,ITI4,2,751.0
2013,NUTS,2010,ITI4,2,832.1
2014,NUTS,2010,ITI4,2,630.651
2015,NUTS,2010,ITI4,2,592.1
2016,NUTS,2010,ITI4,2,588.45
2017,NUTS,2010,ITI4,2,678.382
2018,NUTS,2010,ITI4,2,692.5
2019,NUTS,2010,ITI4,2,712.275
2011,NUTS,2010,JP,0,18984.129
2012,NUTS,2010,JP,0,20699.015
2013,NUTS,2010,JP,0,17323.06
2014,NUTS,2010,JP,0,15663.623
2015,NUTS,2010,JP,0,15939.312
2016,NUTS,2010,JP,0,17330.258
2017,NUTS,2010,JP,0,16602.281
2018,NUTS,2010,JP,0,15884.824
2019,NUTS,2010,JP,0,17206.475
2011,NUTS,2010,KR,0,3266.103
2012,NUTS,2010,KR,0,3645.068
2013,NUTS,2010,KR,0,3769.369
2014,NUTS,2010,KR,0,4124.738
2015,NUTS,2010,KR,0,4774.12
2016,NUTS,2010,KR,0,4936.915
2017,NUTS,2010,KR,0,5234.052
2018,NUTS,2010,KR,0,5427.279
2019,NUTS,2010,KR,0,5647.388
2011,NUTS,2010,LT,0,153.238
2012,NUTS,2010,LT,0,159.61
2013,NUTS,2010,LT,0,181.881
2014,NUTS,2010,LT,0,196.447
2015,NUTS,2010,LT,0,216.394
2016,NUTS,2010,LT,0,127.552
2017,NUTS,2010,LT,0,133.648
2018,NUTS,2010,LT,0,153.184
2019,NUTS,2010,LT,0,176.76
2020,NUTS,2010,LT,0,210.086
2011,NUTS,2010,LT0,1,153.238
2012,NUTS,2010,LT0,1,159.61
2013,NUTS,2010,LT0,1,181.881
2014,NUTS,2010,LT0,1,196.447
2015,NUTS,2010,LT0,1,216.394
2016,NUTS,2010,LT0,1,127.552
2017,NUTS,2010,LT0,1,133.648
2018,NUTS,2010,LT0,1,153.184
2019,NUTS,2010,LT0,1,176.76
2020,NUTS,2010,LT0,1,210.086
2011,NUTS,2010,LT00,2,153.238
2012,NUTS,2010,LT00,2,159.61
2013,NUTS,2010,LT00,2,181.881
2014,NUTS,2010,LT00,2,196.447
2015,NUTS,2010,LT01,2,115.237
2016,NUTS,2010,LT01,2,65.85
2017,NUTS,2010,LT01,2,69.273
2018,NUTS,2010,LT01,2,78.723
2019,NUTS,2010,LT01,2,95.228
2015,NUTS,2010,LT02,2,101.157
2016,NUTS,2010,LT02,2,61.702
2017,NUTS,2010,LT02,2,64.375
2018,NUTS,2010,LT02,2,74.461
2019,NUTS,2010,LT02,2,81.532
2011,NUTS,2010,LU,0,67.436
2012,NUTS,2010,LU,0,94.778
2013,NUTS,2010,LU,0,112.378
2014,NUTS,2010,LU,0,110.4
2015,NUTS,2010,LU,0,123.2
2016,NUTS,2010,LU,0,135.7
2017,NUTS,2010,LU,0,146.8
2018,NUTS,2010,LU,0,145.9
2019,NUTS,2010,LU,0,161.3
