year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_gov_mio_nac
2004,NUTS,2010,DEF,1,208.4
2005,NUTS,2010,DEF,1,206.598
2006,NUTS,2010,DEF,1,215.6
2007,NUTS,2010,DEF,1,220.235
2008,NUTS,2010,DEF,1,234.428
2009,NUTS,2010,DEF,1,249.307
2010,NUTS,2010,DEF,1,259.693
2011,NUTS,2010,DEF,1,273.495
2012,NUTS,2010,DEF,1,293.693
2013,NUTS,2010,DEF,1,301.349
2014,NUTS,2010,DEF,1,334.512
2015,NUTS,2010,DEF,1,296.118
2016,NUTS,2010,DEF,1,296.961
2017,NUTS,2010,DEF,1,314.187
2018,NUTS,2010,DEF,1,321.739
2019,NUTS,2010,DEF,1,349.88
1991,NUTS,2010,DEF0,2,117.09
1993,NUTS,2010,DEF0,2,173.849
1994,NUTS,2010,DEF0,2,165.66
1995,NUTS,2010,DEF0,2,168.73
1996,NUTS,2010,DEF0,2,183.55
1997,NUTS,2010,DEF0,2,176.54
1998,NUTS,2010,DEF0,2,181.51
1999,NUTS,2010,DEF0,2,198.0
2000,NUTS,2010,DEF0,2,202.0
2003,NUTS,2010,DEF0,2,205.197
2004,NUTS,2010,DEF0,2,208.4
2005,NUTS,2010,DEF0,2,206.598
2006,NUTS,2010,DEF0,2,215.6
2007,NUTS,2010,DEF0,2,220.235
2008,NUTS,2010,DEF0,2,234.428
2009,NUTS,2010,DEF0,2,249.307
2010,NUTS,2010,DEF0,2,259.693
2011,NUTS,2010,DEF0,2,273.495
2012,NUTS,2010,DEF0,2,293.693
2013,NUTS,2010,DEF0,2,301.349
2014,NUTS,2010,DEF0,2,334.512
2015,NUTS,2010,DEF0,2,296.118
2016,NUTS,2010,DEF0,2,296.961
2017,NUTS,2010,DEF0,2,314.187
2018,NUTS,2010,DEF0,2,321.739
2019,NUTS,2010,DEF0,2,349.88
1993,NUTS,2010,DEG,1,98.347
1994,NUTS,2010,DEG,1,108.39
1995,NUTS,2010,DEG,1,110.95
1996,NUTS,2010,DEG,1,120.15
1997,NUTS,2010,DEG,1,126.65
1998,NUTS,2010,DEG,1,148.79
1999,NUTS,2010,DEG,1,136.0
2000,NUTS,2010,DEG,1,161.0
2003,NUTS,2010,DEG,1,162.689
2004,NUTS,2010,DEG,1,178.74
2005,NUTS,2010,DEG,1,168.16
2006,NUTS,2010,DEG,1,176.1
2007,NUTS,2010,DEG,1,202.76
2008,NUTS,2010,DEG,1,228.982
2009,NUTS,2010,DEG,1,239.866
2010,NUTS,2010,DEG,1,247.237
2011,NUTS,2010,DEG,1,264.49
2012,NUTS,2010,DEG,1,272.932
2013,NUTS,2010,DEG,1,273.199
2014,NUTS,2010,DEG,1,272.884
2015,NUTS,2010,DEG,1,270.403
2016,NUTS,2010,DEG,1,281.049
2017,NUTS,2010,DEG,1,300.433
2018,NUTS,2010,DEG,1,323.229
2019,NUTS,2010,DEG,1,334.17
1993,NUTS,2010,DEG0,2,98.347
1994,NUTS,2010,DEG0,2,108.39
1995,NUTS,2010,DEG0,2,110.95
1996,NUTS,2010,DEG0,2,120.15
1997,NUTS,2010,DEG0,2,126.65
1998,NUTS,2010,DEG0,2,148.79
1999,NUTS,2010,DEG0,2,136.0
2000,NUTS,2010,DEG0,2,161.0
2003,NUTS,2010,DEG0,2,162.689
2004,NUTS,2010,DEG0,2,178.74
2005,NUTS,2010,DEG0,2,168.16
2006,NUTS,2010,DEG0,2,176.1
2007,NUTS,2010,DEG0,2,202.76
2008,NUTS,2010,DEG0,2,228.982
2009,NUTS,2010,DEG0,2,239.866
2010,NUTS,2010,DEG0,2,247.237
2011,NUTS,2010,DEG0,2,264.49
2012,NUTS,2010,DEG0,2,272.932
2013,NUTS,2010,DEG0,2,273.199
2014,NUTS,2010,DEG0,2,272.884
2015,NUTS,2010,DEG0,2,270.403
2016,NUTS,2010,DEG0,2,281.049
2017,NUTS,2010,DEG0,2,300.433
2018,NUTS,2010,DEG0,2,323.229
2019,NUTS,2010,DEG0,2,334.17
1991,NUTS,2010,DEZ,1,1348.28
1993,NUTS,2010,DEZ,1,34.298
1994,NUTS,2010,DEZ,1,32.21
1995,NUTS,2010,DEZ,1,33.23
1996,NUTS,2010,DEZ,1,35.79
1997,NUTS,2010,DEZ,1,45.21
1998,NUTS,2010,DEZ,1,43.97
1999,NUTS,2010,DEZ,1,44.0
2000,NUTS,2010,DEZ,1,48.0
2003,NUTS,2010,DEZ,1,56.288
2004,NUTS,2010,DEZ,1,44.66
2005,NUTS,2010,DEZ,1,57.1
2006,NUTS,2010,DEZ,1,55.4
2007,NUTS,2010,DEZ,1,59.114
2008,NUTS,2010,DEZ,1,69.615
2009,NUTS,2010,DEZ,1,74.306
2010,NUTS,2010,DEZ,1,81.872
2011,NUTS,2010,DEZ,1,85.864
2012,NUTS,2010,DEZ,1,88.57
2013,NUTS,2010,DEZ,1,83.336
2014,NUTS,2010,DEZ,1,100.929
2015,NUTS,2010,DEZ,1,88.601
2016,NUTS,2010,DEZ,1,93.602
2017,NUTS,2010,DEZ,1,99.974
2018,NUTS,2010,DEZ,1,92.726
2019,NUTS,2010,DEZ,1,97.7
1991,NUTS,2010,DEZZ,2,1348.28
1993,NUTS,2010,DEZZ,2,34.298
1994,NUTS,2010,DEZZ,2,32.21
1995,NUTS,2010,DEZZ,2,33.23
1996,NUTS,2010,DEZZ,2,35.79
1997,NUTS,2010,DEZZ,2,45.21
1998,NUTS,2010,DEZZ,2,43.97
1999,NUTS,2010,DEZZ,2,44.0
2000,NUTS,2010,DEZZ,2,48.0
2003,NUTS,2010,DEZZ,2,56.288
2004,NUTS,2010,DEZZ,2,44.66
2005,NUTS,2010,DEZZ,2,57.1
2006,NUTS,2010,DEZZ,2,55.4
2007,NUTS,2010,DEZZ,2,59.114
2008,NUTS,2010,DEZZ,2,69.615
2009,NUTS,2010,DEZZ,2,74.306
2010,NUTS,2010,DEZZ,2,81.872
2011,NUTS,2010,DEZZ,2,85.864
2012,NUTS,2010,DEZZ,2,88.57
2013,NUTS,2010,DEZZ,2,83.336
2014,NUTS,2010,DEZZ,2,100.929
2015,NUTS,2010,DEZZ,2,88.601
2016,NUTS,2010,DEZZ,2,93.602
2017,NUTS,2010,DEZZ,2,99.974
2018,NUTS,2010,DEZZ,2,92.726
2019,NUTS,2010,DEZZ,2,97.7
1981,NUTS,2010,DK,0,1013.1
1982,NUTS,2010,DK,0,1153.8
1983,NUTS,2010,DK,0,1270.0
1984,NUTS,2010,DK,0,1387.0
1985,NUTS,2010,DK,0,1503.0
1986,NUTS,2010,DK,0,1716.0
1987,NUTS,2010,DK,0,1928.0
1988,NUTS,2010,DK,0,2097.0
1989,NUTS,2010,DK,0,2266.0
1990,NUTS,2010,DK,0,2382.0
1991,NUTS,2010,DK,0,2497.0
1992,NUTS,2010,DK,0,2646.0
1993,NUTS,2010,DK,0,2795.0
1995,NUTS,2010,DK,0,3154.0
1996,NUTS,2010,DK,0,3198.5
1997,NUTS,2010,DK,0,3337.0
1998,NUTS,2010,DK,0,3410.0
1999,NUTS,2010,DK,0,3839.0
2000,NUTS,2010,DK,0,3665.0
2001,NUTS,2010,DK,0,3751.85
2002,NUTS,2010,DK,0,2536.0
2003,NUTS,2010,DK,0,2527.5
2004,NUTS,2010,DK,0,2500.59
2005,NUTS,2010,DK,0,2448.66
2006,NUTS,2010,DK,0,2652.087
2007,NUTS,2010,DK,0,1416.04
2008,NUTS,2010,DK,0,1301.521
2009,NUTS,2010,DK,0,1089.148
2010,NUTS,2010,DK,0,1166.34
2011,NUTS,2010,DK,0,1103.076
2012,NUTS,2010,DK,0,1341.0
2013,NUTS,2010,DK,0,1350.0
2014,NUTS,2010,DK,0,1324.0
2015,NUTS,2010,DK,0,1388.0
2016,NUTS,2010,DK,0,1443.0
2017,NUTS,2010,DK,0,1972.0
2018,NUTS,2010,DK,0,1941.0
2019,NUTS,2010,DK,0,1978.0
2020,NUTS,2010,DK,0,2157.0
1981,NUTS,2010,DK0,1,1013.1
1982,NUTS,2010,DK0,1,1153.8
1983,NUTS,2010,DK0,1,1270.0
1984,NUTS,2010,DK0,1,1387.0
1985,NUTS,2010,DK0,1,1503.0
1986,NUTS,2010,DK0,1,1716.0
1987,NUTS,2010,DK0,1,1928.0
1988,NUTS,2010,DK0,1,2097.0
1989,NUTS,2010,DK0,1,2266.0
1990,NUTS,2010,DK0,1,2382.0
1991,NUTS,2010,DK0,1,2497.0
1992,NUTS,2010,DK0,1,2646.0
1993,NUTS,2010,DK0,1,2795.0
1995,NUTS,2010,DK0,1,3154.0
1996,NUTS,2010,DK0,1,3198.5
1997,NUTS,2010,DK0,1,3337.0
1998,NUTS,2010,DK0,1,3410.0
1999,NUTS,2010,DK0,1,3839.0
2000,NUTS,2010,DK0,1,3665.0
2001,NUTS,2010,DK0,1,3801.0
2002,NUTS,2010,DK0,1,2536.0
2003,NUTS,2010,DK0,1,2528.0
2004,NUTS,2010,DK0,1,2500.0
2005,NUTS,2010,DK0,1,2448.66
2006,NUTS,2010,DK0,1,2652.087
2007,NUTS,2010,DK0,1,1416.036
2008,NUTS,2010,DK0,1,1301.521
2009,NUTS,2010,DK0,1,1070.9
2010,NUTS,2010,DK0,1,1166.34
2011,NUTS,2010,DK0,1,1162.8
2012,NUTS,2010,DK0,1,1341.0
2013,NUTS,2010,DK0,1,1349.9
2014,NUTS,2010,DK0,1,1324.0
2015,NUTS,2010,DK0,1,1388.0
2016,NUTS,2010,DK0,1,1443.0
2017,NUTS,2010,DK0,1,1972.0
2018,NUTS,2010,DK0,1,1941.0
2019,NUTS,2010,DK0,1,1978.0
2020,NUTS,2010,DK0,1,2157.0
2007,NUTS,2010,DK01,2,1080.252
2009,NUTS,2010,DK01,2,784.4
2010,NUTS,2010,DK01,2,847.584
2011,NUTS,2010,DK01,2,866.059
2012,NUTS,2010,DK01,2,873.0
2013,NUTS,2010,DK01,2,763.0
2014,NUTS,2010,DK01,2,728.0
2015,NUTS,2010,DK01,2,647.0
2016,NUTS,2010,DK01,2,626.0
2017,NUTS,2010,DK01,2,1170.0
2019,NUTS,2010,DK01,2,1107.0
2007,NUTS,2010,DK02,2,66.908
2009,NUTS,2010,DK02,2,50.823
2010,NUTS,2010,DK02,2,37.978
2011,NUTS,2010,DK02,2,46.337
2012,NUTS,2010,DK02,2,61.0
2013,NUTS,2010,DK02,2,133.6
2014,NUTS,2010,DK02,2,96.0
2015,NUTS,2010,DK02,2,222.0
2016,NUTS,2010,DK02,2,167.0
2017,NUTS,2010,DK02,2,225.0
2019,NUTS,2010,DK02,2,265.0
2007,NUTS,2010,DK03,2,29.745
2009,NUTS,2010,DK03,2,95.914
2010,NUTS,2010,DK03,2,132.591
2011,NUTS,2010,DK03,2,104.682
2012,NUTS,2010,DK03,2,137.0
2013,NUTS,2010,DK03,2,149.8
2014,NUTS,2010,DK03,2,200.0
2015,NUTS,2010,DK03,2,207.0
2016,NUTS,2010,DK03,2,237.0
2017,NUTS,2010,DK03,2,51.0
2019,NUTS,2010,DK03,2,29.0
2007,NUTS,2010,DK04,2,79.184
2009,NUTS,2010,DK04,2,131.312
2010,NUTS,2010,DK04,2,135.777
2011,NUTS,2010,DK04,2,137.381
2012,NUTS,2010,DK04,2,256.0
2013,NUTS,2010,DK04,2,284.6
2014,NUTS,2010,DK04,2,284.0
2015,NUTS,2010,DK04,2,295.0
2016,NUTS,2010,DK04,2,393.0
2017,NUTS,2010,DK04,2,290.0
2019,NUTS,2010,DK04,2,268.0
2007,NUTS,2010,DK05,2,159.947
2009,NUTS,2010,DK05,2,8.44
2010,NUTS,2010,DK05,2,12.41
2011,NUTS,2010,DK05,2,8.357
2012,NUTS,2010,DK05,2,14.0
2013,NUTS,2010,DK05,2,18.7
2014,NUTS,2010,DK05,2,16.0
2015,NUTS,2010,DK05,2,18.0
2016,NUTS,2010,DK05,2,21.0
2017,NUTS,2010,DK05,2,236.0
2019,NUTS,2010,DK05,2,308.0
2007,NUTS,2010,DKZ,1,0.0
2007,NUTS,2010,DKZZ,2,0.0
1992,NUTS,2010,EE,0,2.729
1993,NUTS,2010,EE,0,6.148
1994,NUTS,2010,EE,0,10.111
1995,NUTS,2010,EE,0,11.498
1996,NUTS,2010,EE,0,12.309
1997,NUTS,2010,EE,0,8.922
1998,NUTS,2010,EE,0,6.864
1999,NUTS,2010,EE,0,8.935
2000,NUTS,2010,EE,0,8.564
2001,NUTS,2010,EE,0,6.877
2002,NUTS,2010,EE,0,9.453
2003,NUTS,2010,EE,0,10.539
2004,NUTS,2010,EE,0,10.967
2005,NUTS,2010,EE,0,11.741
2006,NUTS,2010,EE,0,19.825
2007,NUTS,2010,EE,0,15.038
2008,NUTS,2010,EE,0,24.491
2009,NUTS,2010,EE,0,21.685
2010,NUTS,2010,EE,0,24.561
2011,NUTS,2010,EE,0,31.097
2012,NUTS,2010,EE,0,35.363
2013,NUTS,2010,EE,0,29.117
2014,NUTS,2010,EE,0,31.482
2015,NUTS,2010,EE,0,32.71
2016,NUTS,2010,EE,0,30.9
2017,NUTS,2010,EE,0,35.8
2018,NUTS,2010,EE,0,41.8
2019,NUTS,2010,EE,0,46.41
2020,NUTS,2010,EE,0,47.3
1992,NUTS,2010,EE0,1,2.729
1993,NUTS,2010,EE0,1,6.148
1994,NUTS,2010,EE0,1,10.111
1995,NUTS,2010,EE0,1,11.498
1996,NUTS,2010,EE0,1,12.309
1997,NUTS,2010,EE0,1,8.922
1998,NUTS,2010,EE0,1,6.864
1999,NUTS,2010,EE0,1,8.935
2000,NUTS,2010,EE0,1,8.564
2001,NUTS,2010,EE0,1,6.877
2002,NUTS,2010,EE0,1,9.453
2003,NUTS,2010,EE0,1,10.539
2004,NUTS,2010,EE0,1,10.967
2005,NUTS,2010,EE0,1,11.741
2006,NUTS,2010,EE0,1,19.825
2007,NUTS,2010,EE0,1,15.038
2008,NUTS,2010,EE0,1,24.491
2009,NUTS,2010,EE0,1,21.685
2010,NUTS,2010,EE0,1,24.561
2011,NUTS,2010,EE0,1,31.097
2012,NUTS,2010,EE0,1,35.363
2013,NUTS,2010,EE0,1,29.117
2014,NUTS,2010,EE0,1,31.482
2015,NUTS,2010,EE0,1,32.71
2016,NUTS,2010,EE0,1,30.9
2017,NUTS,2010,EE0,1,35.8
2018,NUTS,2010,EE0,1,41.8
2019,NUTS,2010,EE0,1,46.41
2020,NUTS,2010,EE0,1,47.3
1992,NUTS,2010,EE00,2,2.729
1993,NUTS,2010,EE00,2,6.148
1994,NUTS,2010,EE00,2,10.111
1995,NUTS,2010,EE00,2,11.498
1996,NUTS,2010,EE00,2,12.309
1997,NUTS,2010,EE00,2,8.922
1998,NUTS,2010,EE00,2,6.864
1999,NUTS,2010,EE00,2,8.935
2000,NUTS,2010,EE00,2,8.564
2001,NUTS,2010,EE00,2,6.877
2002,NUTS,2010,EE00,2,9.453
2003,NUTS,2010,EE00,2,10.539
2004,NUTS,2010,EE00,2,10.967
2005,NUTS,2010,EE00,2,11.741
2006,NUTS,2010,EE00,2,19.825
2007,NUTS,2010,EE00,2,15.038
2008,NUTS,2010,EE00,2,24.491
2009,NUTS,2010,EE00,2,21.685
2010,NUTS,2010,EE00,2,24.561
2011,NUTS,2010,EE00,2,31.097
2012,NUTS,2010,EE00,2,35.363
2013,NUTS,2010,EE00,2,29.117
2014,NUTS,2010,EE00,2,31.482
2015,NUTS,2010,EE00,2,32.71
2016,NUTS,2010,EE00,2,30.9
2017,NUTS,2010,EE00,2,35.8
2018,NUTS,2010,EE00,2,41.8
2019,NUTS,2010,EE00,2,46.41
2020,NUTS,2010,EE00,2,47.3
1981,NUTS,2010,EL,0,7.93
1986,NUTS,2010,EL,0,26.78
1988,NUTS,2010,EL,0,38.56
1989,NUTS,2010,EL,0,50.96
1991,NUTS,2010,EL,0,70.09
1993,NUTS,2010,EL,0,94.27
1995,NUTS,2010,EL,0,99.04
1997,NUTS,2010,EL,0,115.3
1999,NUTS,2010,EL,0,165.04
2001,NUTS,2010,EL,0,187.8
2003,NUTS,2010,EL,0,198.39
2004,NUTS,2010,EL,0,202.6
2005,NUTS,2010,EL,0,233.9
2006,NUTS,2010,EL,0,254.4
2007,NUTS,2010,EL,0,280.68
2008,NUTS,2010,EL,0,545.93
2009,NUTS,2010,EL,0,388.37
2010,NUTS,2010,EL,0,320.55
2011,NUTS,2010,EL,0,331.727
2012,NUTS,2010,EL,0,331.9
2013,NUTS,2010,EL,0,410.13
2014,NUTS,2010,EL,0,412.69
2015,NUTS,2010,EL,0,479.35
2016,NUTS,2010,EL,0,438.82
2017,NUTS,2010,EL,0,451.14
2018,NUTS,2010,EL,0,488.09
2019,NUTS,2010,EL,0,523.94
2020,NUTS,2010,EL,0,537.21
1986,NUTS,2010,EL3,1,17.9
1988,NUTS,2010,EL3,1,23.1
1989,NUTS,2010,EL3,1,27.11
1991,NUTS,2010,EL3,1,39.25
1993,NUTS,2010,EL3,1,48.97
1995,NUTS,2010,EL3,1,52.77
1997,NUTS,2010,EL3,1,63.31
1999,NUTS,2010,EL3,1,103.74
2001,NUTS,2010,EL3,1,117.0
2003,NUTS,2010,EL3,1,123.78
2005,NUTS,2010,EL3,1,150.09
2011,NUTS,2010,EL3,1,174.009
2013,NUTS,2010,EL3,1,208.24
2015,NUTS,2010,EL3,1,230.06
2017,NUTS,2010,EL3,1,247.9
2018,NUTS,2010,EL3,1,268.53
2019,NUTS,2010,EL3,1,292.42
1986,NUTS,2010,EL30,2,17.9
1988,NUTS,2010,EL30,2,23.1
1989,NUTS,2010,EL30,2,27.11
1991,NUTS,2010,EL30,2,39.25
1993,NUTS,2010,EL30,2,48.97
1995,NUTS,2010,EL30,2,52.77
1997,NUTS,2010,EL30,2,63.31
1999,NUTS,2010,EL30,2,103.74
2001,NUTS,2010,EL30,2,117.0
2003,NUTS,2010,EL30,2,123.78
2005,NUTS,2010,EL30,2,150.09
2011,NUTS,2010,EL30,2,174.009
2013,NUTS,2010,EL30,2,208.24
2015,NUTS,2010,EL30,2,230.06
2017,NUTS,2010,EL30,2,247.9
2018,NUTS,2010,EL30,2,268.53
2019,NUTS,2010,EL30,2,292.42
1986,NUTS,2010,EL4,1,2.62
1988,NUTS,2010,EL4,1,6.1
1989,NUTS,2010,EL4,1,8.43
1991,NUTS,2010,EL4,1,14.01
1993,NUTS,2010,EL4,1,21.36
1995,NUTS,2010,EL4,1,20.55
1997,NUTS,2010,EL4,1,26.39
1999,NUTS,2010,EL4,1,30.72
2001,NUTS,2010,EL4,1,36.62
2003,NUTS,2010,EL4,1,36.34
2005,NUTS,2010,EL4,1,40.8
2011,NUTS,2010,EL4,1,56.21
2013,NUTS,2010,EL4,1,71.71
2015,NUTS,2010,EL4,1,80.66
2017,NUTS,2010,EL4,1,74.31
2018,NUTS,2010,EL4,1,76.73
2019,NUTS,2010,EL4,1,81.76
1986,NUTS,2010,EL41,2,0.01
1988,NUTS,2010,EL41,2,0.01
1989,NUTS,2010,EL41,2,0.01
1991,NUTS,2010,EL41,2,0.01
1993,NUTS,2010,EL41,2,0.58
1995,NUTS,2010,EL41,2,0.3
1997,NUTS,2010,EL41,2,0.43
1999,NUTS,2010,EL41,2,0.51
2001,NUTS,2010,EL41,2,0.35
2003,NUTS,2010,EL41,2,0.46
2005,NUTS,2010,EL41,2,0.51
2011,NUTS,2010,EL41,2,2.41
2013,NUTS,2010,EL41,2,4.38
2015,NUTS,2010,EL41,2,6.85
2017,NUTS,2010,EL41,2,5.84
2018,NUTS,2010,EL41,2,6.74
2019,NUTS,2010,EL41,2,5.91
1986,NUTS,2010,EL42,2,0.13
1988,NUTS,2010,EL42,2,0.17
1989,NUTS,2010,EL42,2,0.28
1991,NUTS,2010,EL42,2,0.26
1993,NUTS,2010,EL42,2,2.16
1995,NUTS,2010,EL42,2,0.5
1997,NUTS,2010,EL42,2,0.53
1999,NUTS,2010,EL42,2,0.6
2001,NUTS,2010,EL42,2,0.42
2003,NUTS,2010,EL42,2,0.66
2005,NUTS,2010,EL42,2,1.17
2011,NUTS,2010,EL42,2,5.796
2013,NUTS,2010,EL42,2,7.89
2015,NUTS,2010,EL42,2,6.9
2017,NUTS,2010,EL42,2,5.46
2018,NUTS,2010,EL42,2,6.93
2019,NUTS,2010,EL42,2,9.66
1986,NUTS,2010,EL43,2,2.48
1988,NUTS,2010,EL43,2,5.93
1989,NUTS,2010,EL43,2,8.15
1991,NUTS,2010,EL43,2,13.75
1993,NUTS,2010,EL43,2,18.62
1995,NUTS,2010,EL43,2,19.76
1997,NUTS,2010,EL43,2,25.44
1999,NUTS,2010,EL43,2,29.61
2001,NUTS,2010,EL43,2,35.85
2003,NUTS,2010,EL43,2,35.22
2005,NUTS,2010,EL43,2,39.12
2011,NUTS,2010,EL43,2,48.003
2013,NUTS,2010,EL43,2,59.44
2015,NUTS,2010,EL43,2,66.91
2017,NUTS,2010,EL43,2,63.01
2018,NUTS,2010,EL43,2,63.06
2019,NUTS,2010,EL43,2,66.19
2011,NUTS,2010,EL5,1,58.659
2013,NUTS,2010,EL5,1,76.78
2015,NUTS,2010,EL5,1,87.9
2017,NUTS,2010,EL5,1,89.72
2018,NUTS,2010,EL5,1,94.07
2019,NUTS,2010,EL5,1,100.81
1986,NUTS,2010,EL51,2,1.34
1988,NUTS,2010,EL51,2,1.71
1989,NUTS,2010,EL51,2,2.34
1991,NUTS,2010,EL51,2,2.9
1993,NUTS,2010,EL51,2,3.29
1995,NUTS,2010,EL51,2,3.52
1997,NUTS,2010,EL51,2,4.2
1999,NUTS,2010,EL51,2,4.83
2001,NUTS,2010,EL51,2,4.4
2003,NUTS,2010,EL51,2,2.8
2005,NUTS,2010,EL51,2,3.0
2011,NUTS,2010,EL51,2,3.994
2013,NUTS,2010,EL51,2,9.68
2015,NUTS,2010,EL51,2,9.89
2017,NUTS,2010,EL51,2,4.85
2018,NUTS,2010,EL51,2,7.71
2019,NUTS,2010,EL51,2,7.5
1986,NUTS,2010,EL52,2,2.83
1988,NUTS,2010,EL52,2,3.93
1989,NUTS,2010,EL52,2,6.09
1991,NUTS,2010,EL52,2,7.03
1993,NUTS,2010,EL52,2,10.26
1995,NUTS,2010,EL52,2,10.46
1997,NUTS,2010,EL52,2,11.12
1999,NUTS,2010,EL52,2,14.71
2001,NUTS,2010,EL52,2,14.18
2003,NUTS,2010,EL52,2,21.78
2005,NUTS,2010,EL52,2,26.0
2011,NUTS,2010,EL52,2,40.614
2013,NUTS,2010,EL52,2,52.88
2015,NUTS,2010,EL52,2,59.5
2017,NUTS,2010,EL52,2,74.61
2018,NUTS,2010,EL52,2,73.68
2019,NUTS,2010,EL52,2,81.52
1986,NUTS,2010,EL53,2,0.18
1988,NUTS,2010,EL53,2,0.21
1989,NUTS,2010,EL53,2,0.31
1991,NUTS,2010,EL53,2,0.5
1993,NUTS,2010,EL53,2,0.36
1995,NUTS,2010,EL53,2,0.54
1997,NUTS,2010,EL53,2,3.0
1999,NUTS,2010,EL53,2,0.85
2001,NUTS,2010,EL53,2,1.16
2003,NUTS,2010,EL53,2,1.51
2005,NUTS,2010,EL53,2,2.0
2011,NUTS,2010,EL53,2,8.497
2013,NUTS,2010,EL53,2,6.51
2015,NUTS,2010,EL53,2,11.15
2017,NUTS,2010,EL53,2,5.11
2018,NUTS,2010,EL53,2,5.71
2019,NUTS,2010,EL53,2,4.63
1986,NUTS,2010,EL54,2,0.17
1988,NUTS,2010,EL54,2,0.22
1989,NUTS,2010,EL54,2,0.65
1991,NUTS,2010,EL54,2,0.33
1993,NUTS,2010,EL54,2,0.81
1995,NUTS,2010,EL54,2,0.79
1997,NUTS,2010,EL54,2,0.78
1999,NUTS,2010,EL54,2,1.06
2001,NUTS,2010,EL54,2,1.42
2003,NUTS,2010,EL54,2,1.63
2005,NUTS,2010,EL54,2,1.05
2011,NUTS,2010,EL54,2,5.555
2013,NUTS,2010,EL54,2,7.71
2015,NUTS,2010,EL54,2,7.36
2017,NUTS,2010,EL54,2,5.15
2018,NUTS,2010,EL54,2,6.97
2019,NUTS,2010,EL54,2,7.16
2011,NUTS,2010,EL6,1,42.85
2013,NUTS,2010,EL6,1,53.4
2015,NUTS,2010,EL6,1,80.73
2017,NUTS,2010,EL6,1,39.21
2018,NUTS,2010,EL6,1,48.76
2019,NUTS,2010,EL6,1,48.95
1986,NUTS,2010,EL61,2,0.42
1988,NUTS,2010,EL61,2,0.53
1989,NUTS,2010,EL61,2,0.79
1991,NUTS,2010,EL61,2,0.79
1993,NUTS,2010,EL61,2,1.52
1995,NUTS,2010,EL61,2,1.81
1997,NUTS,2010,EL61,2,1.93
1999,NUTS,2010,EL61,2,2.23
2001,NUTS,2010,EL61,2,2.06
2003,NUTS,2010,EL61,2,2.08
2005,NUTS,2010,EL61,2,2.23
2011,NUTS,2010,EL61,2,11.573
2013,NUTS,2010,EL61,2,14.1
2015,NUTS,2010,EL61,2,18.95
2017,NUTS,2010,EL61,2,7.91
2018,NUTS,2010,EL61,2,9.26
2019,NUTS,2010,EL61,2,8.84
1986,NUTS,2010,EL62,2,0.03
1988,NUTS,2010,EL62,2,0.03
1989,NUTS,2010,EL62,2,0.1
1991,NUTS,2010,EL62,2,0.05
1993,NUTS,2010,EL62,2,0.45
1995,NUTS,2010,EL62,2,0.13
1997,NUTS,2010,EL62,2,0.16
1999,NUTS,2010,EL62,2,0.22
2001,NUTS,2010,EL62,2,0.12
2003,NUTS,2010,EL62,2,0.22
2005,NUTS,2010,EL62,2,0.44
2011,NUTS,2010,EL62,2,2.554
2013,NUTS,2010,EL62,2,3.49
2015,NUTS,2010,EL62,2,5.73
2017,NUTS,2010,EL62,2,1.78
2018,NUTS,2010,EL62,2,2.31
2019,NUTS,2010,EL62,2,2.7
1986,NUTS,2010,EL63,2,0.7
1988,NUTS,2010,EL63,2,1.98
1989,NUTS,2010,EL63,2,4.51
1991,NUTS,2010,EL63,2,3.92
1993,NUTS,2010,EL63,2,5.84
1995,NUTS,2010,EL63,2,3.48
1997,NUTS,2010,EL63,2,0.9
1999,NUTS,2010,EL63,2,4.18
2001,NUTS,2010,EL63,2,5.28
2003,NUTS,2010,EL63,2,5.64
2005,NUTS,2010,EL63,2,4.92
2011,NUTS,2010,EL63,2,12.289
2013,NUTS,2010,EL63,2,16.16
2015,NUTS,2010,EL63,2,30.05
2017,NUTS,2010,EL63,2,16.85
2018,NUTS,2010,EL63,2,12.34
2019,NUTS,2010,EL63,2,14.04
1986,NUTS,2010,EL64,2,0.18
1988,NUTS,2010,EL64,2,0.23
1989,NUTS,2010,EL64,2,0.24
1991,NUTS,2010,EL64,2,0.33
1993,NUTS,2010,EL64,2,0.86
1995,NUTS,2010,EL64,2,4.43
1997,NUTS,2010,EL64,2,0.86
1999,NUTS,2010,EL64,2,0.98
2001,NUTS,2010,EL64,2,3.35
2003,NUTS,2010,EL64,2,1.15
2005,NUTS,2010,EL64,2,1.93
2011,NUTS,2010,EL64,2,7.186
2013,NUTS,2010,EL64,2,6.58
2015,NUTS,2010,EL64,2,8.39
2017,NUTS,2010,EL64,2,3.49
2018,NUTS,2010,EL64,2,6.87
2019,NUTS,2010,EL64,2,5.92
1986,NUTS,2010,EL65,2,0.43
1988,NUTS,2010,EL65,2,0.53
1989,NUTS,2010,EL65,2,0.41
1991,NUTS,2010,EL65,2,0.99
1993,NUTS,2010,EL65,2,0.55
1995,NUTS,2010,EL65,2,0.55
1997,NUTS,2010,EL65,2,2.63
1999,NUTS,2010,EL65,2,1.52
2001,NUTS,2010,EL65,2,2.22
2003,NUTS,2010,EL65,2,1.46
2005,NUTS,2010,EL65,2,1.92
2011,NUTS,2010,EL65,2,9.247
2013,NUTS,2010,EL65,2,13.07
2015,NUTS,2010,EL65,2,17.61
2017,NUTS,2010,EL65,2,9.18
