year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hc_rse_total_t
2013,NUTS,2010,CZ02,2,3475.0
2014,NUTS,2010,CZ02,2,3555.0
2015,NUTS,2010,CZ02,2,4057.0
2016,NUTS,2010,CZ02,2,3732.0
2017,NUTS,2010,CZ02,2,3928.0
2018,NUTS,2010,CZ02,2,4398.0
2019,NUTS,2010,CZ02,2,4581.0
2020,NUTS,2010,CZ02,2,4555.0
2001,NUTS,2010,CZ03,2,2149.0
2002,NUTS,2010,CZ03,2,2290.0
2003,NUTS,2010,CZ03,2,1731.0
2004,NUTS,2010,CZ03,2,1781.0
2005,NUTS,2010,CZ03,2,2431.0
2006,NUTS,2010,CZ03,2,2350.0
2007,NUTS,2010,CZ03,2,2197.0
2008,NUTS,2010,CZ03,2,2320.0
2009,NUTS,2010,CZ03,2,2482.0
2010,NUTS,2010,CZ03,2,3056.0
2011,NUTS,2010,CZ03,2,3634.0
2012,NUTS,2010,CZ03,2,3506.0
2013,NUTS,2010,CZ03,2,3921.0
2014,NUTS,2010,CZ03,2,4392.0
2015,NUTS,2010,CZ03,2,4357.0
2016,NUTS,2010,CZ03,2,4407.0
2017,NUTS,2010,CZ03,2,4564.0
2018,NUTS,2010,CZ03,2,4799.0
2019,NUTS,2010,CZ03,2,5203.0
2020,NUTS,2010,CZ03,2,5167.0
2001,NUTS,2010,CZ04,2,595.0
2002,NUTS,2010,CZ04,2,486.0
2003,NUTS,2010,CZ04,2,472.0
2004,NUTS,2010,CZ04,2,692.0
2005,NUTS,2010,CZ04,2,448.0
2006,NUTS,2010,CZ04,2,647.0
2007,NUTS,2010,CZ04,2,760.0
2008,NUTS,2010,CZ04,2,733.0
2009,NUTS,2010,CZ04,2,719.0
2010,NUTS,2010,CZ04,2,724.0
2011,NUTS,2010,CZ04,2,756.0
2012,NUTS,2010,CZ04,2,792.0
2013,NUTS,2010,CZ04,2,885.0
2014,NUTS,2010,CZ04,2,1009.0
2015,NUTS,2010,CZ04,2,949.0
2016,NUTS,2010,CZ04,2,934.0
2017,NUTS,2010,CZ04,2,1039.0
2018,NUTS,2010,CZ04,2,1086.0
2019,NUTS,2010,CZ04,2,1017.0
2020,NUTS,2010,CZ04,2,1077.0
2001,NUTS,2010,CZ05,2,2305.0
2002,NUTS,2010,CZ05,2,2658.0
2003,NUTS,2010,CZ05,2,2616.0
2004,NUTS,2010,CZ05,2,3007.0
2005,NUTS,2010,CZ05,2,3293.0
2006,NUTS,2010,CZ05,2,3727.0
2007,NUTS,2010,CZ05,2,3984.0
2008,NUTS,2010,CZ05,2,4035.0
2009,NUTS,2010,CZ05,2,3836.0
2010,NUTS,2010,CZ05,2,3914.0
2011,NUTS,2010,CZ05,2,4255.0
2012,NUTS,2010,CZ05,2,4288.0
2013,NUTS,2010,CZ05,2,4570.0
2014,NUTS,2010,CZ05,2,4699.0
2015,NUTS,2010,CZ05,2,4642.0
2016,NUTS,2010,CZ05,2,4657.0
2017,NUTS,2010,CZ05,2,4863.0
2018,NUTS,2010,CZ05,2,4812.0
2019,NUTS,2010,CZ05,2,5421.0
2020,NUTS,2010,CZ05,2,5424.0
2001,NUTS,2010,CZ06,2,5705.0
2002,NUTS,2010,CZ06,2,6103.0
2003,NUTS,2010,CZ06,2,6348.0
2004,NUTS,2010,CZ06,2,6638.0
2005,NUTS,2010,CZ06,2,7437.0
2006,NUTS,2010,CZ06,2,7720.0
2007,NUTS,2010,CZ06,2,8256.0
2008,NUTS,2010,CZ06,2,8830.0
2009,NUTS,2010,CZ06,2,8897.0
2010,NUTS,2010,CZ06,2,8732.0
2011,NUTS,2010,CZ06,2,9019.0
2012,NUTS,2010,CZ06,2,9780.0
2013,NUTS,2010,CZ06,2,10847.0
2014,NUTS,2010,CZ06,2,11857.0
2015,NUTS,2010,CZ06,2,13431.0
2016,NUTS,2010,CZ06,2,12685.0
2017,NUTS,2010,CZ06,2,13144.0
2018,NUTS,2010,CZ06,2,12809.0
2019,NUTS,2010,CZ06,2,13391.0
2020,NUTS,2010,CZ06,2,14398.0
2001,NUTS,2010,CZ07,2,1648.0
2002,NUTS,2010,CZ07,2,1542.0
2003,NUTS,2010,CZ07,2,1771.0
2004,NUTS,2010,CZ07,2,2073.0
2005,NUTS,2010,CZ07,2,2354.0
2006,NUTS,2010,CZ07,2,2461.0
2007,NUTS,2010,CZ07,2,2593.0
2008,NUTS,2010,CZ07,2,2662.0
2009,NUTS,2010,CZ07,2,2777.0
2010,NUTS,2010,CZ07,2,2916.0
2011,NUTS,2010,CZ07,2,2883.0
2012,NUTS,2010,CZ07,2,3528.0
2013,NUTS,2010,CZ07,2,4085.0
2014,NUTS,2010,CZ07,2,4500.0
2015,NUTS,2010,CZ07,2,4533.0
2016,NUTS,2010,CZ07,2,4663.0
2017,NUTS,2010,CZ07,2,4625.0
2018,NUTS,2010,CZ07,2,4830.0
2019,NUTS,2010,CZ07,2,5429.0
2020,NUTS,2010,CZ07,2,5233.0
2001,NUTS,2010,CZ08,2,2082.0
2002,NUTS,2010,CZ08,2,2004.0
2003,NUTS,2010,CZ08,2,2157.0
2004,NUTS,2010,CZ08,2,2246.0
2005,NUTS,2010,CZ08,2,2290.0
2006,NUTS,2010,CZ08,2,2546.0
2007,NUTS,2010,CZ08,2,3043.0
2008,NUTS,2010,CZ08,2,3083.0
2009,NUTS,2010,CZ08,2,3009.0
2010,NUTS,2010,CZ08,2,2915.0
2011,NUTS,2010,CZ08,2,3255.0
2012,NUTS,2010,CZ08,2,3543.0
2013,NUTS,2010,CZ08,2,3551.0
2014,NUTS,2010,CZ08,2,3794.0
2015,NUTS,2010,CZ08,2,4229.0
2016,NUTS,2010,CZ08,2,4488.0
2017,NUTS,2010,CZ08,2,4584.0
2018,NUTS,2010,CZ08,2,4633.0
2019,NUTS,2010,CZ08,2,4579.0
2020,NUTS,2010,CZ08,2,4654.0
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
2003,NUTS,2010,DE,0,397130.0
2005,NUTS,2010,DE,0,406253.0
2007,NUTS,2010,DE,0,437780.0
2009,NUTS,2010,DE,0,487242.0
2011,NUTS,2010,DE,0,522010.0
2013,NUTS,2010,DE,0,549283.0
2015,NUTS,2010,DE,0,586030.0
2017,NUTS,2010,DE,0,623125.0
2019,NUTS,2010,DE,0,667394.0
2003,NUTS,2010,DE1,1,79427.0
2005,NUTS,2010,DE1,1,82878.0
2007,NUTS,2010,DE1,1,89681.0
2009,NUTS,2010,DE1,1,97230.0
2011,NUTS,2010,DE1,1,105422.0
2013,NUTS,2010,DE1,1,111506.0
2015,NUTS,2010,DE1,1,121801.0
2017,NUTS,2010,DE1,1,137238.0
2019,NUTS,2010,DE1,1,144946.0
2003,NUTS,2010,DE11,2,34608.0
2005,NUTS,2010,DE11,2,36344.0
2007,NUTS,2010,DE11,2,37870.0
2009,NUTS,2010,DE11,2,39480.0
2011,NUTS,2010,DE11,2,43578.0
2013,NUTS,2010,DE11,2,46987.0
2015,NUTS,2010,DE11,2,52621.0
2017,NUTS,2010,DE11,2,62608.0
2019,NUTS,2010,DE11,2,65737.0
2003,NUTS,2010,DE12,2,20869.0
2005,NUTS,2010,DE12,2,22283.0
2007,NUTS,2010,DE12,2,24552.0
2009,NUTS,2010,DE12,2,27340.0
2011,NUTS,2010,DE12,2,29462.0
2013,NUTS,2010,DE12,2,30076.0
2015,NUTS,2010,DE12,2,32345.0
2017,NUTS,2010,DE12,2,35654.0
2019,NUTS,2010,DE12,2,37140.0
2003,NUTS,2010,DE13,2,10000.0
2005,NUTS,2010,DE13,2,9864.0
2007,NUTS,2010,DE13,2,12328.0
2009,NUTS,2010,DE13,2,13981.0
2011,NUTS,2010,DE13,2,15316.0
2013,NUTS,2010,DE13,2,15578.0
2015,NUTS,2010,DE13,2,16636.0
2017,NUTS,2010,DE13,2,17582.0
2019,NUTS,2010,DE13,2,18822.0
2003,NUTS,2010,DE14,2,13950.0
2005,NUTS,2010,DE14,2,14388.0
2007,NUTS,2010,DE14,2,14931.0
2009,NUTS,2010,DE14,2,16430.0
2011,NUTS,2010,DE14,2,17065.0
2013,NUTS,2010,DE14,2,18864.0
2015,NUTS,2010,DE14,2,20198.0
2017,NUTS,2010,DE14,2,21393.0
2019,NUTS,2010,DE14,2,23246.0
2003,NUTS,2010,DE2,1,74069.0
2005,NUTS,2010,DE2,1,78421.0
2007,NUTS,2010,DE2,1,78455.0
2009,NUTS,2010,DE2,1,88534.0
2011,NUTS,2010,DE2,1,91276.0
2013,NUTS,2010,DE2,1,96594.0
2015,NUTS,2010,DE2,1,105979.0
2017,NUTS,2010,DE2,1,109699.0
2019,NUTS,2010,DE2,1,122972.0
2003,NUTS,2010,DE21,2,44101.0
2005,NUTS,2010,DE21,2,47954.0
2007,NUTS,2010,DE21,2,46710.0
2009,NUTS,2010,DE21,2,52078.0
2011,NUTS,2010,DE21,2,52129.0
2013,NUTS,2010,DE21,2,55609.0
2015,NUTS,2010,DE21,2,60412.0
2017,NUTS,2010,DE21,2,59642.0
2019,NUTS,2010,DE21,2,66553.0
2015,NUTS,2010,DE22,2,3243.0
2017,NUTS,2010,DE22,2,4016.0
2019,NUTS,2010,DE22,2,4730.0
2015,NUTS,2010,DE23,2,6038.0
2017,NUTS,2010,DE23,2,6904.0
2019,NUTS,2010,DE23,2,7865.0
2003,NUTS,2010,DE24,2,3214.0
2005,NUTS,2010,DE24,2,3052.0
2007,NUTS,2010,DE24,2,3612.0
2009,NUTS,2010,DE24,2,4326.0
2011,NUTS,2010,DE24,2,4520.0
2013,NUTS,2010,DE24,2,4792.0
2015,NUTS,2010,DE24,2,5282.0
2017,NUTS,2010,DE24,2,5576.0
2019,NUTS,2010,DE24,2,6898.0
2003,NUTS,2010,DE25,2,11203.0
2005,NUTS,2010,DE25,2,10327.0
2007,NUTS,2010,DE25,2,10440.0
2009,NUTS,2010,DE25,2,13010.0
2011,NUTS,2010,DE25,2,14050.0
2013,NUTS,2010,DE25,2,13901.0
2015,NUTS,2010,DE25,2,15311.0
2017,NUTS,2010,DE25,2,15669.0
2019,NUTS,2010,DE25,2,17346.0
2003,NUTS,2010,DE26,2,5406.0
2005,NUTS,2010,DE26,2,6205.0
2007,NUTS,2010,DE26,2,6477.0
2009,NUTS,2010,DE26,2,7266.0
2011,NUTS,2010,DE26,2,8120.0
2013,NUTS,2010,DE26,2,8864.0
2015,NUTS,2010,DE26,2,8972.0
2017,NUTS,2010,DE26,2,11026.0
2019,NUTS,2010,DE26,2,11551.0
2003,NUTS,2010,DE27,2,3629.0
2005,NUTS,2010,DE27,2,3630.0
2007,NUTS,2010,DE27,2,3948.0
2009,NUTS,2010,DE27,2,4038.0
2011,NUTS,2010,DE27,2,4406.0
2013,NUTS,2010,DE27,2,5279.0
2015,NUTS,2010,DE27,2,6723.0
2017,NUTS,2010,DE27,2,6865.0
2019,NUTS,2010,DE27,2,8030.0
2003,NUTS,2010,DE3,1,25257.0
2005,NUTS,2010,DE3,1,24086.0
2007,NUTS,2010,DE3,1,25048.0
2009,NUTS,2010,DE3,1,28339.0
2011,NUTS,2010,DE3,1,30197.0
2013,NUTS,2010,DE3,1,31201.0
2015,NUTS,2010,DE3,1,32251.0
2017,NUTS,2010,DE3,1,32881.0
2019,NUTS,2010,DE3,1,35362.0
2003,NUTS,2010,DE30,2,25257.0
2005,NUTS,2010,DE30,2,24086.0
2007,NUTS,2010,DE30,2,25048.0
2009,NUTS,2010,DE30,2,28339.0
2011,NUTS,2010,DE30,2,30197.0
2013,NUTS,2010,DE30,2,31201.0
2015,NUTS,2010,DE30,2,32251.0
2017,NUTS,2010,DE30,2,32881.0
2019,NUTS,2010,DE30,2,35362.0
2003,NUTS,2010,DE4,1,5856.0
2005,NUTS,2010,DE4,1,5974.0
2007,NUTS,2010,DE4,1,6838.0
2009,NUTS,2010,DE4,1,7893.0
2011,NUTS,2010,DE4,1,8751.0
2013,NUTS,2010,DE4,1,9571.0
2015,NUTS,2010,DE4,1,9561.0
2017,NUTS,2010,DE4,1,10726.0
2019,NUTS,2010,DE4,1,11115.0
2003,NUTS,2010,DE40,2,5855.0
2005,NUTS,2010,DE40,2,5974.0
2007,NUTS,2010,DE40,2,6838.0
2009,NUTS,2010,DE40,2,7893.0
2011,NUTS,2010,DE40,2,8751.0
2013,NUTS,2010,DE40,2,9571.0
2015,NUTS,2010,DE40,2,9561.0
2017,NUTS,2010,DE40,2,10726.0
2019,NUTS,2010,DE40,2,11115.0
2003,NUTS,2010,DE5,1,5814.0
2005,NUTS,2010,DE5,1,4967.0
2007,NUTS,2010,DE5,1,5875.0
2009,NUTS,2010,DE5,1,6512.0
2011,NUTS,2010,DE5,1,7183.0
2013,NUTS,2010,DE5,1,6154.0
2015,NUTS,2010,DE5,1,6427.0
2017,NUTS,2010,DE5,1,6401.0
2019,NUTS,2010,DE5,1,7055.0
2003,NUTS,2010,DE50,2,5814.0
2005,NUTS,2010,DE50,2,4967.0
2007,NUTS,2010,DE50,2,5875.0
2009,NUTS,2010,DE50,2,6512.0
2011,NUTS,2010,DE50,2,7183.0
2013,NUTS,2010,DE50,2,6154.0
2015,NUTS,2010,DE50,2,6427.0
2017,NUTS,2010,DE50,2,6401.0
2019,NUTS,2010,DE50,2,7055.0
2003,NUTS,2010,DE6,1,10343.0
2005,NUTS,2010,DE6,1,10359.0
2007,NUTS,2010,DE6,1,11478.0
2009,NUTS,2010,DE6,1,12532.0
2011,NUTS,2010,DE6,1,12442.0
2013,NUTS,2010,DE6,1,14662.0
2015,NUTS,2010,DE6,1,14990.0
2017,NUTS,2010,DE6,1,16774.0
2019,NUTS,2010,DE6,1,18042.0
2003,NUTS,2010,DE60,2,10343.0
2005,NUTS,2010,DE60,2,10359.0
2007,NUTS,2010,DE60,2,11478.0
2009,NUTS,2010,DE60,2,12532.0
2011,NUTS,2010,DE60,2,12442.0
2013,NUTS,2010,DE60,2,14662.0
2015,NUTS,2010,DE60,2,14990.0
2017,NUTS,2010,DE60,2,16774.0
2019,NUTS,2010,DE60,2,18042.0
2003,NUTS,2010,DE7,1,30255.0
2005,NUTS,2010,DE7,1,31515.0
2007,NUTS,2010,DE7,1,35079.0
2009,NUTS,2010,DE7,1,37329.0
2011,NUTS,2010,DE7,1,38106.0
2013,NUTS,2010,DE7,1,37628.0
2015,NUTS,2010,DE7,1,42839.0
2017,NUTS,2010,DE7,1,44443.0
2019,NUTS,2010,DE7,1,46275.0
2003,NUTS,2010,DE71,2,21662.0
2005,NUTS,2010,DE71,2,22407.0
2007,NUTS,2010,DE71,2,24767.0
2009,NUTS,2010,DE71,2,25480.0
2011,NUTS,2010,DE71,2,26596.0
2013,NUTS,2010,DE71,2,25316.0
2015,NUTS,2010,DE71,2,29583.0
2017,NUTS,2010,DE71,2,31169.0
2019,NUTS,2010,DE71,2,32685.0
2003,NUTS,2010,DE72,2,5899.0
2005,NUTS,2010,DE72,2,6055.0
2007,NUTS,2010,DE72,2,6841.0
2009,NUTS,2010,DE72,2,7090.0
2011,NUTS,2010,DE72,2,7943.0
2013,NUTS,2010,DE72,2,8357.0
2015,NUTS,2010,DE72,2,8437.0
2017,NUTS,2010,DE72,2,8584.0
2019,NUTS,2010,DE72,2,8940.0
2003,NUTS,2010,DE73,2,2694.0
2005,NUTS,2010,DE73,2,3053.0
2007,NUTS,2010,DE73,2,3470.0
2009,NUTS,2010,DE73,2,4760.0
2011,NUTS,2010,DE73,2,3566.0
2013,NUTS,2010,DE73,2,3955.0
2015,NUTS,2010,DE73,2,4819.0
2017,NUTS,2010,DE73,2,4689.0
2019,NUTS,2010,DE73,2,4650.0
2003,NUTS,2010,DE8,1,5359.0
2005,NUTS,2010,DE8,1,5172.0
2007,NUTS,2010,DE8,1,5855.0
2009,NUTS,2010,DE8,1,7118.0
2011,NUTS,2010,DE8,1,7944.0
2013,NUTS,2010,DE8,1,7745.0
2015,NUTS,2010,DE8,1,7452.0
2017,NUTS,2010,DE8,1,7917.0
2019,NUTS,2010,DE8,1,8218.0
2003,NUTS,2010,DE80,2,5359.0
2005,NUTS,2010,DE80,2,5172.0
2007,NUTS,2010,DE80,2,5855.0
2009,NUTS,2010,DE80,2,7118.0
2011,NUTS,2010,DE80,2,7944.0
2013,NUTS,2010,DE80,2,7745.0
2015,NUTS,2010,DE80,2,7452.0
2017,NUTS,2010,DE80,2,7917.0
2019,NUTS,2010,DE80,2,8218.0
2003,NUTS,2010,DE9,1,28086.0
2005,NUTS,2010,DE9,1,27515.0
2007,NUTS,2010,DE9,1,32102.0
2009,NUTS,2010,DE9,1,33471.0
2011,NUTS,2010,DE9,1,39053.0
2013,NUTS,2010,DE9,1,42061.0
2015,NUTS,2010,DE9,1,43326.0
2017,NUTS,2010,DE9,1,45085.0
2019,NUTS,2010,DE9,1,47759.0
2003,NUTS,2010,DE91,2,13437.0
2005,NUTS,2010,DE91,2,12488.0
2007,NUTS,2010,DE91,2,15092.0
2009,NUTS,2010,DE91,2,15727.0
2011,NUTS,2010,DE91,2,19328.0
2013,NUTS,2010,DE91,2,20945.0
2015,NUTS,2010,DE91,2,21122.0
2017,NUTS,2010,DE91,2,22077.0
2019,NUTS,2010,DE91,2,23091.0
2003,NUTS,2010,DE92,2,9699.0
2005,NUTS,2010,DE92,2,9543.0
2007,NUTS,2010,DE92,2,10257.0
2009,NUTS,2010,DE92,2,11162.0
2011,NUTS,2010,DE92,2,12222.0
2013,NUTS,2010,DE92,2,12334.0
2015,NUTS,2010,DE92,2,13044.0
2017,NUTS,2010,DE92,2,12971.0
2019,NUTS,2010,DE92,2,13828.0
2003,NUTS,2010,DE93,2,1240.0
2005,NUTS,2010,DE93,2,1646.0
2007,NUTS,2010,DE93,2,2183.0
2009,NUTS,2010,DE93,2,2026.0
2011,NUTS,2010,DE93,2,2064.0
2013,NUTS,2010,DE93,2,2511.0
2015,NUTS,2010,DE93,2,2349.0
2017,NUTS,2010,DE93,2,2540.0
2019,NUTS,2010,DE93,2,2605.0
2003,NUTS,2010,DE94,2,3710.0
2005,NUTS,2010,DE94,2,3840.0
2007,NUTS,2010,DE94,2,4571.0
2009,NUTS,2010,DE94,2,4556.0
2011,NUTS,2010,DE94,2,5438.0
2013,NUTS,2010,DE94,2,6271.0
2015,NUTS,2010,DE94,2,6812.0
2017,NUTS,2010,DE94,2,7497.0
2019,NUTS,2010,DE94,2,8234.0
2003,NUTS,2010,DEA,1,63396.0
2005,NUTS,2010,DEA,1,64489.0
2007,NUTS,2010,DEA,1,70413.0
2009,NUTS,2010,DEA,1,81076.0
2011,NUTS,2010,DEA,1,88217.0
2013,NUTS,2010,DEA,1,94295.0
2015,NUTS,2010,DEA,1,101413.0
2017,NUTS,2010,DEA,1,108651.0
2019,NUTS,2010,DEA,1,115219.0
2003,NUTS,2010,DEA1,2,13872.0
2005,NUTS,2010,DEA1,2,14710.0
2007,NUTS,2010,DEA1,2,15915.0
2009,NUTS,2010,DEA1,2,18799.0
2011,NUTS,2010,DEA1,2,19953.0
2013,NUTS,2010,DEA1,2,20793.0
2015,NUTS,2010,DEA1,2,23813.0
2017,NUTS,2010,DEA1,2,25283.0
2019,NUTS,2010,DEA1,2,26573.0
2003,NUTS,2010,DEA2,2,25262.0
2005,NUTS,2010,DEA2,2,25212.0
2007,NUTS,2010,DEA2,2,27059.0
2009,NUTS,2010,DEA2,2,31802.0
2011,NUTS,2010,DEA2,2,35742.0
2013,NUTS,2010,DEA2,2,37335.0
2015,NUTS,2010,DEA2,2,39766.0
2017,NUTS,2010,DEA2,2,42400.0
2019,NUTS,2010,DEA2,2,44950.0
2003,NUTS,2010,DEA3,2,6275.0
2005,NUTS,2010,DEA3,2,6219.0
2007,NUTS,2010,DEA3,2,7036.0
2009,NUTS,2010,DEA3,2,7654.0
2011,NUTS,2010,DEA3,2,8486.0
2013,NUTS,2010,DEA3,2,9444.0
2015,NUTS,2010,DEA3,2,9458.0
2017,NUTS,2010,DEA3,2,9795.0
2019,NUTS,2010,DEA3,2,10717.0
2003,NUTS,2010,DEA4,2,5943.0
2005,NUTS,2010,DEA4,2,6276.0
2007,NUTS,2010,DEA4,2,7374.0
2009,NUTS,2010,DEA4,2,8619.0
2011,NUTS,2010,DEA4,2,9140.0
2013,NUTS,2010,DEA4,2,10424.0
2015,NUTS,2010,DEA4,2,10866.0
2017,NUTS,2010,DEA4,2,12075.0
2019,NUTS,2010,DEA4,2,13172.0
2003,NUTS,2010,DEA5,2,12044.0
2005,NUTS,2010,DEA5,2,12074.0
2007,NUTS,2010,DEA5,2,13031.0
2009,NUTS,2010,DEA5,2,14202.0
2011,NUTS,2010,DEA5,2,14897.0
2013,NUTS,2010,DEA5,2,16299.0
2015,NUTS,2010,DEA5,2,17510.0
2017,NUTS,2010,DEA5,2,19099.0
2019,NUTS,2010,DEA5,2,19807.0
2003,NUTS,2010,DEB,1,11314.0
2005,NUTS,2010,DEB,1,11393.0
2007,NUTS,2010,DEB,1,12735.0
2009,NUTS,2010,DEB,1,14922.0
2011,NUTS,2010,DEB,1,16419.0
2013,NUTS,2010,DEB,1,17249.0
2015,NUTS,2010,DEB,1,18674.0
2017,NUTS,2010,DEB,1,19482.0
2019,NUTS,2010,DEB,1,21915.0
2003,NUTS,2010,DEB1,2,1861.0
2005,NUTS,2010,DEB1,2,1889.0
2007,NUTS,2010,DEB1,2,2233.0
2009,NUTS,2010,DEB1,2,2545.0
2011,NUTS,2010,DEB1,2,2498.0
2013,NUTS,2010,DEB1,2,2521.0
2015,NUTS,2010,DEB1,2,2397.0
2017,NUTS,2010,DEB1,2,2718.0
2019,NUTS,2010,DEB1,2,3371.0
2003,NUTS,2010,DEB2,2,943.0
2005,NUTS,2010,DEB2,2,989.0
2007,NUTS,2010,DEB2,2,1282.0
2009,NUTS,2010,DEB2,2,1537.0
2011,NUTS,2010,DEB2,2,1715.0
2013,NUTS,2010,DEB2,2,1700.0
2015,NUTS,2010,DEB2,2,1624.0
2017,NUTS,2010,DEB2,2,1603.0
2019,NUTS,2010,DEB2,2,1608.0
2003,NUTS,2010,DEB3,2,8510.0
2005,NUTS,2010,DEB3,2,8516.0
2007,NUTS,2010,DEB3,2,9220.0
2009,NUTS,2010,DEB3,2,10840.0
2011,NUTS,2010,DEB3,2,12206.0
2013,NUTS,2010,DEB3,2,13028.0
2015,NUTS,2010,DEB3,2,14652.0
2017,NUTS,2010,DEB3,2,15161.0
2019,NUTS,2010,DEB3,2,16936.0
2003,NUTS,2010,DEC,1,3223.0
2005,NUTS,2010,DEC,1,3396.0
2007,NUTS,2010,DEC,1,3879.0
2009,NUTS,2010,DEC,1,4429.0
2011,NUTS,2010,DEC,1,4783.0
2013,NUTS,2010,DEC,1,5316.0
2015,NUTS,2010,DEC,1,5376.0
2017,NUTS,2010,DEC,1,6008.0
2019,NUTS,2010,DEC,1,6411.0
2003,NUTS,2010,DEC0,2,3223.0
2005,NUTS,2010,DEC0,2,3396.0
2007,NUTS,2010,DEC0,2,3879.0
2009,NUTS,2010,DEC0,2,4429.0
2011,NUTS,2010,DEC0,2,4783.0
2013,NUTS,2010,DEC0,2,5316.0
2015,NUTS,2010,DEC0,2,5376.0
2017,NUTS,2010,DEC0,2,6008.0
2019,NUTS,2010,DEC0,2,6411.0
2003,NUTS,2010,DED,1,21049.0
2005,NUTS,2010,DED,1,20410.0
2007,NUTS,2010,DED,1,23220.0
2009,NUTS,2010,DED,1,26000.0
2011,NUTS,2010,DED,1,28075.0
2013,NUTS,2010,DED,1,29968.0
2015,NUTS,2010,DED,1,29777.0
2017,NUTS,2010,DED,1,31381.0
2019,NUTS,2010,DED,1,34035.0
2003,NUTS,2010,DED2,2,10342.0
2005,NUTS,2010,DED2,2,10702.0
2007,NUTS,2010,DED2,2,12511.0
2009,NUTS,2010,DED2,2,9637.0
2011,NUTS,2010,DED2,2,10958.0
2013,NUTS,2010,DED2,2,9303.0
2015,NUTS,2010,DED2,2,14496.0
2017,NUTS,2010,DED2,2,15445.0
2019,NUTS,2010,DED2,2,16589.0
2009,NUTS,2010,DED4,2,9962.0
2011,NUTS,2010,DED4,2,10163.0
2013,NUTS,2010,DED4,2,13065.0
2015,NUTS,2010,DED4,2,7264.0
2017,NUTS,2010,DED4,2,7558.0
2019,NUTS,2010,DED4,2,8337.0
2009,NUTS,2010,DED5,2,6403.0
2011,NUTS,2010,DED5,2,6954.0
2013,NUTS,2010,DED5,2,7600.0
2015,NUTS,2010,DED5,2,8016.0
2017,NUTS,2010,DED5,2,8378.0
2019,NUTS,2010,DED5,2,9108.0
2003,NUTS,2010,DEE,1,7904.0
2005,NUTS,2010,DEE,1,7552.0
2007,NUTS,2010,DEE,1,7902.0
2009,NUTS,2010,DEE,1,8731.0
2011,NUTS,2010,DEE,1,8941.0
2013,NUTS,2010,DEE,1,9576.0
2015,NUTS,2010,DEE,1,9279.0
2017,NUTS,2010,DEE,1,9234.0
2019,NUTS,2010,DEE,1,10019.0
2003,NUTS,2010,DEE0,2,7904.0
2005,NUTS,2010,DEE0,2,7552.0
2007,NUTS,2010,DEE0,2,7902.0
2009,NUTS,2010,DEE0,2,8731.0
2011,NUTS,2010,DEE0,2,8941.0
2013,NUTS,2010,DEE0,2,9576.0
2015,NUTS,2010,DEE0,2,9279.0
2017,NUTS,2010,DEE0,2,9234.0
2019,NUTS,2010,DEE0,2,10019.0
2003,NUTS,2010,DEF,1,7687.0
2005,NUTS,2010,DEF,1,7850.0
2007,NUTS,2010,DEF,1,7705.0
2009,NUTS,2010,DEF,1,9007.0
2011,NUTS,2010,DEF,1,9741.0
2013,NUTS,2010,DEF,1,10472.0
2015,NUTS,2010,DEF,1,10780.0
2017,NUTS,2010,DEF,1,11612.0
2019,NUTS,2010,DEF,1,11975.0
2003,NUTS,2010,DEF0,2,7687.0
2005,NUTS,2010,DEF0,2,7850.0
2007,NUTS,2010,DEF0,2,7705.0
2009,NUTS,2010,DEF0,2,9007.0
2011,NUTS,2010,DEF0,2,9741.0
2013,NUTS,2010,DEF0,2,10472.0
2015,NUTS,2010,DEF0,2,10780.0
2017,NUTS,2010,DEF0,2,11612.0
2019,NUTS,2010,DEF0,2,11975.0
2003,NUTS,2010,DEG,1,9800.0
2005,NUTS,2010,DEG,1,9938.0
2007,NUTS,2010,DEG,1,10608.0
2009,NUTS,2010,DEG,1,11671.0
2011,NUTS,2010,DEG,1,12342.0
2013,NUTS,2010,DEG,1,12439.0
2015,NUTS,2010,DEG,1,12186.0
2017,NUTS,2010,DEG,1,12763.0
2019,NUTS,2010,DEG,1,13662.0
2003,NUTS,2010,DEG0,2,9800.0
2005,NUTS,2010,DEG0,2,9938.0
2007,NUTS,2010,DEG0,2,10608.0
2009,NUTS,2010,DEG0,2,11671.0
2011,NUTS,2010,DEG0,2,12342.0
2013,NUTS,2010,DEG0,2,12439.0
2015,NUTS,2010,DEG0,2,12186.0
2017,NUTS,2010,DEG0,2,12763.0
2019,NUTS,2010,DEG0,2,13662.0
2003,NUTS,2010,DEZ,1,8291.0
2005,NUTS,2010,DEZ,1,10340.0
2007,NUTS,2010,DEZ,1,10903.0
2009,NUTS,2010,DEZ,1,12446.0
2011,NUTS,2010,DEZ,1,13118.0
2013,NUTS,2010,DEZ,1,12846.0
2015,NUTS,2010,DEZ,1,13922.0
