year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_hc_bes_rse
2001,NUTS,2010,CZ08,2,90.0
2002,NUTS,2010,CZ08,2,79.0
2003,NUTS,2010,CZ08,2,75.0
2004,NUTS,2010,CZ08,2,97.0
2005,NUTS,2010,CZ08,2,59.0
2006,NUTS,2010,CZ08,2,59.0
2007,NUTS,2010,CZ08,2,66.0
2008,NUTS,2010,CZ08,2,74.0
2009,NUTS,2010,CZ08,2,91.0
2010,NUTS,2010,CZ08,2,99.0
2011,NUTS,2010,CZ08,2,117.0
2012,NUTS,2010,CZ08,2,121.0
2013,NUTS,2010,CZ08,2,126.0
2014,NUTS,2010,CZ08,2,130.0
2015,NUTS,2010,CZ08,2,145.0
2016,NUTS,2010,CZ08,2,169.0
2017,NUTS,2010,CZ08,2,215.0
2018,NUTS,2010,CZ08,2,241.0
2019,NUTS,2010,CZ08,2,255.0
2020,NUTS,2010,CZ08,2,259.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
2001,NUTS,2010,DE,0,21210.0
2003,NUTS,2010,DE,0,20757.0
2005,NUTS,2010,DE,0,21666.0
2007,NUTS,2010,DE,0,23927.0
2009,NUTS,2010,DE,0,26843.0
2011,NUTS,2010,DE,0,30638.0
2013,NUTS,2010,DE,0,31172.0
2015,NUTS,2010,DE,0,37225.0
2017,NUTS,2010,DE,0,41193.0
2019,NUTS,2010,DE,0,45872.0
2017,NUTS,2010,DE1,1,10713.0
2019,NUTS,2010,DE1,1,11611.0
2017,NUTS,2010,DE11,2,5762.0
2019,NUTS,2010,DE11,2,6029.0
2017,NUTS,2010,DE12,2,2250.0
2019,NUTS,2010,DE12,2,2454.0
2017,NUTS,2010,DE13,2,1003.0
2019,NUTS,2010,DE13,2,1147.0
2017,NUTS,2010,DE14,2,1697.0
2019,NUTS,2010,DE14,2,1981.0
2017,NUTS,2010,DE2,1,8083.0
2019,NUTS,2010,DE2,1,9408.0
2017,NUTS,2010,DE21,2,4621.0
2019,NUTS,2010,DE21,2,5479.0
2017,NUTS,2010,DE22,2,304.0
2019,NUTS,2010,DE22,2,351.0
2017,NUTS,2010,DE23,2,478.0
2019,NUTS,2010,DE23,2,625.0
2017,NUTS,2010,DE24,2,408.0
2019,NUTS,2010,DE24,2,512.0
2017,NUTS,2010,DE25,2,1042.0
2019,NUTS,2010,DE25,2,1169.0
2017,NUTS,2010,DE26,2,656.0
2019,NUTS,2010,DE26,2,691.0
2017,NUTS,2010,DE27,2,575.0
2019,NUTS,2010,DE27,2,582.0
2017,NUTS,2010,DE3,1,2259.0
2019,NUTS,2010,DE3,1,2526.0
2017,NUTS,2010,DE30,2,2259.0
2019,NUTS,2010,DE30,2,2526.0
2017,NUTS,2010,DE4,1,555.0
2019,NUTS,2010,DE4,1,587.0
2017,NUTS,2010,DE40,2,555.0
2019,NUTS,2010,DE40,2,587.0
2017,NUTS,2010,DE5,1,296.0
2019,NUTS,2010,DE5,1,363.0
2017,NUTS,2010,DE50,2,296.0
2019,NUTS,2010,DE50,2,363.0
2017,NUTS,2010,DE6,1,968.0
2019,NUTS,2010,DE6,1,1074.0
2017,NUTS,2010,DE60,2,968.0
2019,NUTS,2010,DE60,2,1074.0
2017,NUTS,2010,DE7,1,3649.0
2019,NUTS,2010,DE7,1,3922.0
2017,NUTS,2010,DE71,2,3015.0
2019,NUTS,2010,DE71,2,3309.0
2017,NUTS,2010,DE72,2,362.0
2019,NUTS,2010,DE72,2,339.0
2017,NUTS,2010,DE73,2,272.0
2019,NUTS,2010,DE73,2,273.0
2017,NUTS,2010,DE8,1,302.0
2019,NUTS,2010,DE8,1,367.0
2017,NUTS,2010,DE80,2,302.0
2019,NUTS,2010,DE80,2,367.0
2017,NUTS,2010,DE9,1,2595.0
2019,NUTS,2010,DE9,1,2870.0
2017,NUTS,2010,DE91,2,1323.0
2019,NUTS,2010,DE91,2,1437.0
2017,NUTS,2010,DE92,2,646.0
2019,NUTS,2010,DE92,2,697.0
2017,NUTS,2010,DE93,2,215.0
2019,NUTS,2010,DE93,2,235.0
2017,NUTS,2010,DE94,2,411.0
2019,NUTS,2010,DE94,2,501.0
2017,NUTS,2010,DEA,1,6553.0
2019,NUTS,2010,DEA,1,7169.0
2017,NUTS,2010,DEA1,2,2775.0
2019,NUTS,2010,DEA1,2,3075.0
2017,NUTS,2010,DEA2,2,1901.0
2019,NUTS,2010,DEA2,2,2013.0
2017,NUTS,2010,DEA3,2,373.0
2019,NUTS,2010,DEA3,2,425.0
2017,NUTS,2010,DEA4,2,743.0
2019,NUTS,2010,DEA4,2,847.0
2017,NUTS,2010,DEA5,2,760.0
2019,NUTS,2010,DEA5,2,809.0
2017,NUTS,2010,DEB,1,1642.0
2019,NUTS,2010,DEB,1,2001.0
2017,NUTS,2010,DEB1,2,224.0
2019,NUTS,2010,DEB1,2,285.0
2017,NUTS,2010,DEB2,2,67.0
2019,NUTS,2010,DEB2,2,70.0
2017,NUTS,2010,DEB3,2,1351.0
2019,NUTS,2010,DEB3,2,1646.0
2017,NUTS,2010,DEC,1,362.0
2019,NUTS,2010,DEC,1,379.0
2017,NUTS,2010,DEC0,2,362.0
2019,NUTS,2010,DEC0,2,379.0
2017,NUTS,2010,DED,1,1556.0
2019,NUTS,2010,DED,1,1725.0
2017,NUTS,2010,DED2,2,750.0
2019,NUTS,2010,DED2,2,882.0
2017,NUTS,2010,DED4,2,592.0
2019,NUTS,2010,DED4,2,634.0
2017,NUTS,2010,DED5,2,213.0
2019,NUTS,2010,DED5,2,209.0
2017,NUTS,2010,DEE,1,339.0
2019,NUTS,2010,DEE,1,402.0
2017,NUTS,2010,DEE0,2,339.0
2019,NUTS,2010,DEE0,2,402.0
2017,NUTS,2010,DEF,1,604.0
2019,NUTS,2010,DEF,1,652.0
2017,NUTS,2010,DEF0,2,604.0
2019,NUTS,2010,DEF0,2,652.0
2017,NUTS,2010,DEG,1,716.0
2019,NUTS,2010,DEG,1,816.0
2017,NUTS,2010,DEG0,2,716.0
2019,NUTS,2010,DEG0,2,816.0
2017,NUTS,2010,DEZ,1,0.0
2019,NUTS,2010,DEZ,1,0.0
2017,NUTS,2010,DEZZ,2,0.0
2019,NUTS,2010,DEZZ,2,0.0
1998,NUTS,2010,DK,0,2180.0
1999,NUTS,2010,DK,0,2531.0
2001,NUTS,2010,DK,0,2779.0
2002,NUTS,2010,DK,0,4423.0
2003,NUTS,2010,DK,0,4541.0
2005,NUTS,2010,DK,0,6048.0
2007,NUTS,2010,DK,0,5988.0
2009,NUTS,2010,DK,0,6915.0
2010,NUTS,2010,DK,0,7080.0
2011,NUTS,2010,DK,0,7756.0
2012,NUTS,2010,DK,0,8159.0
2013,NUTS,2010,DK,0,7514.0
2015,NUTS,2010,DK,0,7254.0
2017,NUTS,2010,DK,0,8668.0
2019,NUTS,2010,DK,0,7921.0
1998,NUTS,2010,DK0,1,2180.0
1999,NUTS,2010,DK0,1,2531.0
2001,NUTS,2010,DK0,1,2779.0
2002,NUTS,2010,DK0,1,4423.0
2003,NUTS,2010,DK0,1,4821.0
2007,NUTS,2010,DK0,1,5988.0
2009,NUTS,2010,DK0,1,6571.0
2011,NUTS,2010,DK0,1,7245.0
2013,NUTS,2010,DK0,1,7782.0
2015,NUTS,2010,DK0,1,7254.0
2017,NUTS,2010,DK0,1,8668.0
2019,NUTS,2010,DK0,1,7921.0
2007,NUTS,2010,DK01,2,5226.0
2009,NUTS,2010,DK01,2,4907.0
2011,NUTS,2010,DK01,2,5579.0
2013,NUTS,2010,DK01,2,5750.0
2015,NUTS,2010,DK01,2,5303.0
2017,NUTS,2010,DK01,2,6945.0
2019,NUTS,2010,DK01,2,5674.0
2007,NUTS,2010,DK02,2,181.0
2009,NUTS,2010,DK02,2,559.0
2011,NUTS,2010,DK02,2,246.0
2013,NUTS,2010,DK02,2,433.0
2015,NUTS,2010,DK02,2,235.0
2017,NUTS,2010,DK02,2,348.0
2019,NUTS,2010,DK02,2,352.0
2007,NUTS,2010,DK03,2,199.0
2009,NUTS,2010,DK03,2,58.0
2011,NUTS,2010,DK03,2,692.0
2013,NUTS,2010,DK03,2,739.0
2015,NUTS,2010,DK03,2,1125.0
2017,NUTS,2010,DK03,2,656.0
2019,NUTS,2010,DK03,2,806.0
2007,NUTS,2010,DK04,2,310.0
2009,NUTS,2010,DK04,2,227.0
2011,NUTS,2010,DK04,2,647.0
2013,NUTS,2010,DK04,2,797.0
2015,NUTS,2010,DK04,2,500.0
2017,NUTS,2010,DK04,2,595.0
2019,NUTS,2010,DK04,2,976.0
2007,NUTS,2010,DK05,2,73.0
2009,NUTS,2010,DK05,2,821.0
2011,NUTS,2010,DK05,2,80.0
2013,NUTS,2010,DK05,2,63.0
2015,NUTS,2010,DK05,2,91.0
2017,NUTS,2010,DK05,2,123.0
2019,NUTS,2010,DK05,2,113.0
2001,NUTS,2010,EA19,2,69077.0
2003,NUTS,2010,EA19,2,77458.0
2005,NUTS,2010,EA19,2,84728.0
2007,NUTS,2010,EA19,2,105029.0
2009,NUTS,2010,EA19,2,115599.0
2011,NUTS,2010,EA19,2,136238.0
2013,NUTS,2010,EA19,2,153726.0
2015,NUTS,2010,EA19,2,170869.0
2017,NUTS,2010,EA19,2,197927.0
2019,NUTS,2010,EA19,2,225388.0
1998,NUTS,2010,EE,0,145.0
1999,NUTS,2010,EE,0,232.0
2000,NUTS,2010,EE,0,164.0
2001,NUTS,2010,EE,0,190.0
2002,NUTS,2010,EE,0,170.0
2003,NUTS,2010,EE,0,226.0
2004,NUTS,2010,EE,0,264.0
2005,NUTS,2010,EE,0,338.0
2006,NUTS,2010,EE,0,358.0
2007,NUTS,2010,EE,0,527.0
2008,NUTS,2010,EE,0,495.0
2009,NUTS,2010,EE,0,578.0
2010,NUTS,2010,EE,0,584.0
2011,NUTS,2010,EE,0,695.0
2012,NUTS,2010,EE,0,616.0
2013,NUTS,2010,EE,0,561.0
2014,NUTS,2010,EE,0,616.0
2015,NUTS,2010,EE,0,498.0
2016,NUTS,2010,EE,0,474.0
2017,NUTS,2010,EE,0,553.0
2018,NUTS,2010,EE,0,584.0
2019,NUTS,2010,EE,0,691.0
1999,NUTS,2010,EL,0,940.0
2001,NUTS,2010,EL,0,909.0
2003,NUTS,2010,EL,0,1585.0
2005,NUTS,2010,EL,0,1780.0
2007,NUTS,2010,EL,0,1939.0
2011,NUTS,2010,EL,0,1805.0
2013,NUTS,2010,EL,0,1591.0
2015,NUTS,2010,EL,0,1962.0
2017,NUTS,2010,EL,0,4589.0
2019,NUTS,2010,EL,0,4687.0
2003,NUTS,2010,EL3,1,1385.0
2005,NUTS,2010,EL3,1,1292.0
2007,NUTS,2010,EL3,1,1532.0
2011,NUTS,2010,EL3,1,1157.0
2003,NUTS,2010,EL30,2,1385.0
2005,NUTS,2010,EL30,2,1292.0
2007,NUTS,2010,EL30,2,1532.0
2011,NUTS,2010,EL30,2,1157.0
2003,NUTS,2010,EL4,1,10.0
2005,NUTS,2010,EL4,1,33.0
2007,NUTS,2010,EL4,1,63.0
2011,NUTS,2010,EL4,1,13.0
2005,NUTS,2010,EL41,2,3.0
2011,NUTS,2010,EL41,2,0.0
2003,NUTS,2010,EL42,2,16.0
2005,NUTS,2010,EL42,2,9.0
2011,NUTS,2010,EL42,2,0.0
2003,NUTS,2010,EL43,2,15.0
2005,NUTS,2010,EL43,2,22.0
2007,NUTS,2010,EL43,2,63.0
2011,NUTS,2010,EL43,2,13.0
2011,NUTS,2010,EL5,1,506.0
2003,NUTS,2010,EL51,2,21.0
2005,NUTS,2010,EL51,2,19.0
2007,NUTS,2010,EL51,2,5.0
2011,NUTS,2010,EL51,2,19.0
2003,NUTS,2010,EL52,2,164.0
2005,NUTS,2010,EL52,2,258.0
2007,NUTS,2010,EL52,2,233.0
2011,NUTS,2010,EL52,2,456.0
2003,NUTS,2010,EL53,2,4.0
2005,NUTS,2010,EL53,2,6.0
2011,NUTS,2010,EL53,2,17.0
2003,NUTS,2010,EL54,2,0.0
2005,NUTS,2010,EL54,2,0.0
2007,NUTS,2010,EL54,2,9.0
2011,NUTS,2010,EL54,2,14.0
2011,NUTS,2010,EL6,1,129.0
2003,NUTS,2010,EL61,2,23.0
2005,NUTS,2010,EL61,2,21.0
2007,NUTS,2010,EL61,2,4.0
2011,NUTS,2010,EL61,2,10.0
2003,NUTS,2010,EL62,2,0.0
2005,NUTS,2010,EL62,2,0.0
2007,NUTS,2010,EL62,2,0.0
2011,NUTS,2010,EL62,2,0.0
2003,NUTS,2010,EL63,2,20.0
2005,NUTS,2010,EL63,2,35.0
2007,NUTS,2010,EL63,2,55.0
2011,NUTS,2010,EL63,2,53.0
2003,NUTS,2010,EL64,2,38.0
2005,NUTS,2010,EL64,2,31.0
2007,NUTS,2010,EL64,2,30.0
2011,NUTS,2010,EL64,2,47.0
2003,NUTS,2010,EL65,2,22.0
2005,NUTS,2010,EL65,2,3.0
2007,NUTS,2010,EL65,2,8.0
2011,NUTS,2010,EL65,2,19.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
1997,NUTS,2010,ES,0,2381.0
1999,NUTS,2010,ES,0,3353.0
2001,NUTS,2010,ES,0,4000.0
2002,NUTS,2010,ES,0,7547.0
2003,NUTS,2010,ES,0,9080.0
2004,NUTS,2010,ES,0,10599.0
2005,NUTS,2010,ES,0,11712.0
2006,NUTS,2010,ES,0,14190.0
2007,NUTS,2010,ES,0,15960.0
2008,NUTS,2010,ES,0,17942.0
2009,NUTS,2010,ES,0,17588.0
2010,NUTS,2010,ES,0,17401.0
2011,NUTS,2010,ES,0,17441.0
2012,NUTS,2010,ES,0,17506.0
2013,NUTS,2010,ES,0,18060.0
2014,NUTS,2010,ES,0,18141.0
2015,NUTS,2010,ES,0,18469.0
2016,NUTS,2010,ES,0,19037.0
2017,NUTS,2010,ES,0,20261.0
2018,NUTS,2010,ES,0,21886.0
2019,NUTS,2010,ES,0,22880.0
2003,NUTS,2010,ES1,1,538.0
2004,NUTS,2010,ES1,1,632.0
2005,NUTS,2010,ES1,1,602.0
2006,NUTS,2010,ES1,1,768.0
2007,NUTS,2010,ES1,1,1108.0
2008,NUTS,2010,ES1,1,1240.0
2009,NUTS,2010,ES1,1,1183.0
2010,NUTS,2010,ES1,1,1162.0
2011,NUTS,2010,ES1,1,1179.0
2012,NUTS,2010,ES1,1,1129.0
2013,NUTS,2010,ES1,1,1208.0
2014,NUTS,2010,ES1,1,1170.0
2015,NUTS,2010,ES1,1,1122.0
2016,NUTS,2010,ES1,1,1210.0
2017,NUTS,2010,ES1,1,1429.0
2018,NUTS,2010,ES1,1,1575.0
2019,NUTS,2010,ES1,1,1605.0
2003,NUTS,2010,ES11,2,400.0
2004,NUTS,2010,ES11,2,409.0
2005,NUTS,2010,ES11,2,411.0
2006,NUTS,2010,ES11,2,506.0
2007,NUTS,2010,ES11,2,753.0
2008,NUTS,2010,ES11,2,841.0
2009,NUTS,2010,ES11,2,764.0
2010,NUTS,2010,ES11,2,693.0
2011,NUTS,2010,ES11,2,715.0
2012,NUTS,2010,ES11,2,703.0
2013,NUTS,2010,ES11,2,779.0
2014,NUTS,2010,ES11,2,754.0
2015,NUTS,2010,ES11,2,727.0
2016,NUTS,2010,ES11,2,794.0
2017,NUTS,2010,ES11,2,964.0
2018,NUTS,2010,ES11,2,1104.0
2019,NUTS,2010,ES11,2,1092.0
2003,NUTS,2010,ES12,2,108.0
2004,NUTS,2010,ES12,2,128.0
2005,NUTS,2010,ES12,2,130.0
2006,NUTS,2010,ES12,2,189.0
2007,NUTS,2010,ES12,2,246.0
2008,NUTS,2010,ES12,2,288.0
2009,NUTS,2010,ES12,2,313.0
2010,NUTS,2010,ES12,2,357.0
2011,NUTS,2010,ES12,2,367.0
2012,NUTS,2010,ES12,2,337.0
2013,NUTS,2010,ES12,2,334.0
2014,NUTS,2010,ES12,2,336.0
2015,NUTS,2010,ES12,2,300.0
2016,NUTS,2010,ES12,2,309.0
2017,NUTS,2010,ES12,2,325.0
2018,NUTS,2010,ES12,2,341.0
2019,NUTS,2010,ES12,2,364.0
2003,NUTS,2010,ES13,2,30.0
2004,NUTS,2010,ES13,2,95.0
2005,NUTS,2010,ES13,2,61.0
2006,NUTS,2010,ES13,2,73.0
2007,NUTS,2010,ES13,2,109.0
2008,NUTS,2010,ES13,2,111.0
2009,NUTS,2010,ES13,2,105.0
2010,NUTS,2010,ES13,2,111.0
2011,NUTS,2010,ES13,2,97.0
2012,NUTS,2010,ES13,2,89.0
2013,NUTS,2010,ES13,2,94.0
2014,NUTS,2010,ES13,2,81.0
2015,NUTS,2010,ES13,2,96.0
2016,NUTS,2010,ES13,2,107.0
2017,NUTS,2010,ES13,2,140.0
2018,NUTS,2010,ES13,2,129.0
2019,NUTS,2010,ES13,2,148.0
2003,NUTS,2010,ES2,1,1613.0
2004,NUTS,2010,ES2,1,2089.0
2005,NUTS,2010,ES2,1,2258.0
2006,NUTS,2010,ES2,1,2683.0
2007,NUTS,2010,ES2,1,3019.0
2008,NUTS,2010,ES2,1,3739.0
2009,NUTS,2010,ES2,1,3743.0
2010,NUTS,2010,ES2,1,3632.0
2011,NUTS,2010,ES2,1,3949.0
2012,NUTS,2010,ES2,1,3919.0
2013,NUTS,2010,ES2,1,4010.0
2014,NUTS,2010,ES2,1,3993.0
2015,NUTS,2010,ES2,1,4088.0
2016,NUTS,2010,ES2,1,4131.0
2017,NUTS,2010,ES2,1,4470.0
2018,NUTS,2010,ES2,1,4656.0
2019,NUTS,2010,ES2,1,4800.0
2003,NUTS,2010,ES21,2,1181.0
2004,NUTS,2010,ES21,2,1482.0
2005,NUTS,2010,ES21,2,1648.0
2006,NUTS,2010,ES21,2,1824.0
2007,NUTS,2010,ES21,2,2123.0
2008,NUTS,2010,ES21,2,2635.0
2009,NUTS,2010,ES21,2,2650.0
2010,NUTS,2010,ES21,2,2555.0
2011,NUTS,2010,ES21,2,2905.0
2012,NUTS,2010,ES21,2,2963.0
2013,NUTS,2010,ES21,2,3033.0
2014,NUTS,2010,ES21,2,2965.0
2015,NUTS,2010,ES21,2,3075.0
2016,NUTS,2010,ES21,2,3028.0
2017,NUTS,2010,ES21,2,3377.0
2018,NUTS,2010,ES21,2,3546.0
2019,NUTS,2010,ES21,2,3634.0
2003,NUTS,2010,ES22,2,208.0
2004,NUTS,2010,ES22,2,316.0
2005,NUTS,2010,ES22,2,334.0
2006,NUTS,2010,ES22,2,468.0
2007,NUTS,2010,ES22,2,395.0
2008,NUTS,2010,ES22,2,487.0
2009,NUTS,2010,ES22,2,494.0
2010,NUTS,2010,ES22,2,514.0
2011,NUTS,2010,ES22,2,496.0
2012,NUTS,2010,ES22,2,456.0
2013,NUTS,2010,ES22,2,453.0
2014,NUTS,2010,ES22,2,449.0
2015,NUTS,2010,ES22,2,490.0
2016,NUTS,2010,ES22,2,520.0
2017,NUTS,2010,ES22,2,496.0
2018,NUTS,2010,ES22,2,501.0
2019,NUTS,2010,ES22,2,526.0
2003,NUTS,2010,ES23,2,30.0
2004,NUTS,2010,ES23,2,100.0
2005,NUTS,2010,ES23,2,60.0
2006,NUTS,2010,ES23,2,96.0
2007,NUTS,2010,ES23,2,115.0
2008,NUTS,2010,ES23,2,127.0
2009,NUTS,2010,ES23,2,140.0
2010,NUTS,2010,ES23,2,143.0
2011,NUTS,2010,ES23,2,129.0
2012,NUTS,2010,ES23,2,110.0
2013,NUTS,2010,ES23,2,107.0
2014,NUTS,2010,ES23,2,120.0
2015,NUTS,2010,ES23,2,118.0
2016,NUTS,2010,ES23,2,112.0
2017,NUTS,2010,ES23,2,112.0
2018,NUTS,2010,ES23,2,113.0
2019,NUTS,2010,ES23,2,127.0
2003,NUTS,2010,ES24,2,194.0
2004,NUTS,2010,ES24,2,191.0
2005,NUTS,2010,ES24,2,216.0
2006,NUTS,2010,ES24,2,295.0
2007,NUTS,2010,ES24,2,385.0
2008,NUTS,2010,ES24,2,490.0
2009,NUTS,2010,ES24,2,459.0
2010,NUTS,2010,ES24,2,420.0
2011,NUTS,2010,ES24,2,418.0
2012,NUTS,2010,ES24,2,390.0
2013,NUTS,2010,ES24,2,417.0
2014,NUTS,2010,ES24,2,459.0
2015,NUTS,2010,ES24,2,405.0
2016,NUTS,2010,ES24,2,471.0
2017,NUTS,2010,ES24,2,484.0
2018,NUTS,2010,ES24,2,496.0
2019,NUTS,2010,ES24,2,514.0
2003,NUTS,2010,ES3,1,2428.0
2004,NUTS,2010,ES3,1,2790.0
2005,NUTS,2010,ES3,1,3390.0
2006,NUTS,2010,ES3,1,3735.0
2007,NUTS,2010,ES3,1,4198.0
2008,NUTS,2010,ES3,1,4663.0
2009,NUTS,2010,ES3,1,4770.0
2010,NUTS,2010,ES3,1,4461.0
2011,NUTS,2010,ES3,1,4411.0
2012,NUTS,2010,ES3,1,4503.0
2013,NUTS,2010,ES3,1,4767.0
2014,NUTS,2010,ES3,1,4745.0
2015,NUTS,2010,ES3,1,4877.0
2016,NUTS,2010,ES3,1,4990.0
2017,NUTS,2010,ES3,1,5141.0
2018,NUTS,2010,ES3,1,5607.0
2019,NUTS,2010,ES3,1,5923.0
2003,NUTS,2010,ES30,2,2428.0
2004,NUTS,2010,ES30,2,2790.0
2005,NUTS,2010,ES30,2,3390.0
2006,NUTS,2010,ES30,2,3735.0
2007,NUTS,2010,ES30,2,4198.0
2008,NUTS,2010,ES30,2,4663.0
2009,NUTS,2010,ES30,2,4770.0
2010,NUTS,2010,ES30,2,4461.0
2011,NUTS,2010,ES30,2,4411.0
2012,NUTS,2010,ES30,2,4503.0
2013,NUTS,2010,ES30,2,4767.0
2014,NUTS,2010,ES30,2,4745.0
2015,NUTS,2010,ES30,2,4877.0
2016,NUTS,2010,ES30,2,4990.0
2017,NUTS,2010,ES30,2,5141.0
2018,NUTS,2010,ES30,2,5607.0
2019,NUTS,2010,ES30,2,5923.0
2003,NUTS,2010,ES4,1,612.0
2004,NUTS,2010,ES4,1,628.0
2005,NUTS,2010,ES4,1,654.0
2006,NUTS,2010,ES4,1,822.0
2007,NUTS,2010,ES4,1,1019.0
2008,NUTS,2010,ES4,1,1110.0
2009,NUTS,2010,ES4,1,1202.0
2010,NUTS,2010,ES4,1,1068.0
2011,NUTS,2010,ES4,1,1100.0
2012,NUTS,2010,ES4,1,1081.0
2013,NUTS,2010,ES4,1,976.0
2014,NUTS,2010,ES4,1,1014.0
2015,NUTS,2010,ES4,1,992.0
2016,NUTS,2010,ES4,1,1028.0
2017,NUTS,2010,ES4,1,1131.0
2018,NUTS,2010,ES4,1,1179.0
2019,NUTS,2010,ES4,1,1301.0
2003,NUTS,2010,ES41,2,510.0
2004,NUTS,2010,ES41,2,510.0
2005,NUTS,2010,ES41,2,515.0
2006,NUTS,2010,ES41,2,678.0
2007,NUTS,2010,ES41,2,749.0
2008,NUTS,2010,ES41,2,795.0
2009,NUTS,2010,ES41,2,864.0
2010,NUTS,2010,ES41,2,743.0
2011,NUTS,2010,ES41,2,720.0
2012,NUTS,2010,ES41,2,746.0
2013,NUTS,2010,ES41,2,620.0
2014,NUTS,2010,ES41,2,644.0
2015,NUTS,2010,ES41,2,652.0
2016,NUTS,2010,ES41,2,625.0
2017,NUTS,2010,ES41,2,697.0
2018,NUTS,2010,ES41,2,784.0
2019,NUTS,2010,ES41,2,892.0
2003,NUTS,2010,ES42,2,70.0
2004,NUTS,2010,ES42,2,88.0
2005,NUTS,2010,ES42,2,94.0
2006,NUTS,2010,ES42,2,98.0
2007,NUTS,2010,ES42,2,199.0
2008,NUTS,2010,ES42,2,236.0
2009,NUTS,2010,ES42,2,249.0
2010,NUTS,2010,ES42,2,244.0
2011,NUTS,2010,ES42,2,296.0
2012,NUTS,2010,ES42,2,256.0
2013,NUTS,2010,ES42,2,237.0
2014,NUTS,2010,ES42,2,271.0
2015,NUTS,2010,ES42,2,248.0
2016,NUTS,2010,ES42,2,313.0
2017,NUTS,2010,ES42,2,328.0
2018,NUTS,2010,ES42,2,256.0
2019,NUTS,2010,ES42,2,292.0
2003,NUTS,2010,ES43,2,32.0
2004,NUTS,2010,ES43,2,30.0
2005,NUTS,2010,ES43,2,46.0
2006,NUTS,2010,ES43,2,45.0
2007,NUTS,2010,ES43,2,71.0
2008,NUTS,2010,ES43,2,79.0
2009,NUTS,2010,ES43,2,89.0
2010,NUTS,2010,ES43,2,82.0
2011,NUTS,2010,ES43,2,83.0
2012,NUTS,2010,ES43,2,79.0
2013,NUTS,2010,ES43,2,119.0
2014,NUTS,2010,ES43,2,99.0
2015,NUTS,2010,ES43,2,92.0
2016,NUTS,2010,ES43,2,90.0
2017,NUTS,2010,ES43,2,107.0
2018,NUTS,2010,ES43,2,139.0
2019,NUTS,2010,ES43,2,116.0
2003,NUTS,2010,ES5,1,3268.0
2004,NUTS,2010,ES5,1,3830.0
2005,NUTS,2010,ES5,1,3797.0
2006,NUTS,2010,ES5,1,4954.0
2007,NUTS,2010,ES5,1,5208.0
2008,NUTS,2010,ES5,1,5763.0
2009,NUTS,2010,ES5,1,5190.0
2010,NUTS,2010,ES5,1,5491.0
2011,NUTS,2010,ES5,1,5175.0
2012,NUTS,2010,ES5,1,5110.0
2013,NUTS,2010,ES5,1,5309.0
2014,NUTS,2010,ES5,1,5430.0
2015,NUTS,2010,ES5,1,5676.0
2016,NUTS,2010,ES5,1,5984.0
2017,NUTS,2010,ES5,1,6410.0
2018,NUTS,2010,ES5,1,6920.0
2019,NUTS,2010,ES5,1,7340.0
2003,NUTS,2010,ES51,2,2608.0
2004,NUTS,2010,ES51,2,3036.0
2005,NUTS,2010,ES51,2,2957.0
2006,NUTS,2010,ES51,2,3982.0
2007,NUTS,2010,ES51,2,3948.0
2008,NUTS,2010,ES51,2,4300.0
2009,NUTS,2010,ES51,2,3715.0
2010,NUTS,2010,ES51,2,3994.0
2011,NUTS,2010,ES51,2,3714.0
2012,NUTS,2010,ES51,2,3769.0
2013,NUTS,2010,ES51,2,3884.0
2014,NUTS,2010,ES51,2,3978.0
2015,NUTS,2010,ES51,2,4343.0
2016,NUTS,2010,ES51,2,4456.0
2017,NUTS,2010,ES51,2,4760.0
2018,NUTS,2010,ES51,2,5143.0
2019,NUTS,2010,ES51,2,5311.0
2003,NUTS,2010,ES52,2,630.0
2004,NUTS,2010,ES52,2,747.0
2005,NUTS,2010,ES52,2,796.0
2006,NUTS,2010,ES52,2,929.0
2007,NUTS,2010,ES52,2,1209.0
2008,NUTS,2010,ES52,2,1406.0
2009,NUTS,2010,ES52,2,1416.0
2010,NUTS,2010,ES52,2,1424.0
2011,NUTS,2010,ES52,2,1424.0
2012,NUTS,2010,ES52,2,1299.0
2013,NUTS,2010,ES52,2,1377.0
2014,NUTS,2010,ES52,2,1392.0
2015,NUTS,2010,ES52,2,1286.0
2016,NUTS,2010,ES52,2,1448.0
2017,NUTS,2010,ES52,2,1572.0
2018,NUTS,2010,ES52,2,1688.0
2019,NUTS,2010,ES52,2,1924.0
2003,NUTS,2010,ES53,2,30.0
2004,NUTS,2010,ES53,2,47.0
2005,NUTS,2010,ES53,2,44.0
2006,NUTS,2010,ES53,2,43.0
2007,NUTS,2010,ES53,2,51.0
2008,NUTS,2010,ES53,2,58.0
2009,NUTS,2010,ES53,2,60.0
2010,NUTS,2010,ES53,2,73.0
2011,NUTS,2010,ES53,2,37.0
