year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_rse_hc_t
2018,NUTS,2010,DEA4,2,339.0
2019,NUTS,2010,DEA4,2,354.0
2011,NUTS,2010,DEA5,2,765.0
2012,NUTS,2010,DEA5,2,796.0
2013,NUTS,2010,DEA5,2,824.0
2014,NUTS,2010,DEA5,2,781.0
2015,NUTS,2010,DEA5,2,868.0
2016,NUTS,2010,DEA5,2,924.0
2017,NUTS,2010,DEA5,2,936.0
2018,NUTS,2010,DEA5,2,955.0
2019,NUTS,2010,DEA5,2,949.0
2011,NUTS,2010,DEB,1,1405.0
2012,NUTS,2010,DEB,1,1325.0
2013,NUTS,2010,DEB,1,1346.0
2014,NUTS,2010,DEB,1,1182.0
2015,NUTS,2010,DEB,1,1236.0
2016,NUTS,2010,DEB,1,1337.0
2017,NUTS,2010,DEB,1,1442.0
2018,NUTS,2010,DEB,1,1503.0
2019,NUTS,2010,DEB,1,1686.0
2011,NUTS,2010,DEB1,2,70.0
2012,NUTS,2010,DEB1,2,72.0
2013,NUTS,2010,DEB1,2,117.0
2014,NUTS,2010,DEB1,2,110.0
2015,NUTS,2010,DEB1,2,112.0
2016,NUTS,2010,DEB1,2,119.0
2017,NUTS,2010,DEB1,2,113.0
2018,NUTS,2010,DEB1,2,125.0
2019,NUTS,2010,DEB1,2,153.0
2011,NUTS,2010,DEB2,2,67.0
2012,NUTS,2010,DEB2,2,65.0
2013,NUTS,2010,DEB2,2,31.0
2014,NUTS,2010,DEB2,2,26.0
2015,NUTS,2010,DEB2,2,21.0
2016,NUTS,2010,DEB2,2,19.0
2017,NUTS,2010,DEB2,2,22.0
2018,NUTS,2010,DEB2,2,25.0
2019,NUTS,2010,DEB2,2,64.0
2011,NUTS,2010,DEB3,2,1267.0
2012,NUTS,2010,DEB3,2,1188.0
2013,NUTS,2010,DEB3,2,1198.0
2014,NUTS,2010,DEB3,2,1045.0
2015,NUTS,2010,DEB3,2,1102.0
2016,NUTS,2010,DEB3,2,1199.0
2017,NUTS,2010,DEB3,2,1307.0
2018,NUTS,2010,DEB3,2,1352.0
2019,NUTS,2010,DEB3,2,1469.0
2011,NUTS,2010,DEC,1,797.0
2012,NUTS,2010,DEC,1,847.0
2013,NUTS,2010,DEC,1,869.0
2014,NUTS,2010,DEC,1,752.0
2015,NUTS,2010,DEC,1,847.0
2016,NUTS,2010,DEC,1,885.0
2017,NUTS,2010,DEC,1,788.0
2018,NUTS,2010,DEC,1,795.0
2019,NUTS,2010,DEC,1,1009.0
2011,NUTS,2010,DEC0,2,797.0
2012,NUTS,2010,DEC0,2,847.0
2013,NUTS,2010,DEC0,2,869.0
2014,NUTS,2010,DEC0,2,752.0
2015,NUTS,2010,DEC0,2,847.0
2016,NUTS,2010,DEC0,2,885.0
2017,NUTS,2010,DEC0,2,788.0
2018,NUTS,2010,DEC0,2,795.0
2019,NUTS,2010,DEC0,2,1009.0
2011,NUTS,2010,DED,1,5372.0
2012,NUTS,2010,DED,1,5501.0
2013,NUTS,2010,DED,1,5520.0
2014,NUTS,2010,DED,1,4746.0
2015,NUTS,2010,DED,1,5149.0
2016,NUTS,2010,DED,1,5085.0
2017,NUTS,2010,DED,1,5177.0
2018,NUTS,2010,DED,1,5484.0
2019,NUTS,2010,DED,1,5743.0
2011,NUTS,2010,DED2,2,3152.0
2012,NUTS,2010,DED2,2,3142.0
2013,NUTS,2010,DED2,2,1570.0
2014,NUTS,2010,DED2,2,2696.0
2015,NUTS,2010,DED2,2,2896.0
2016,NUTS,2010,DED2,2,2811.0
2017,NUTS,2010,DED2,2,2844.0
2018,NUTS,2010,DED2,2,2980.0
2019,NUTS,2010,DED2,2,3149.0
2011,NUTS,2010,DED4,2,607.0
2012,NUTS,2010,DED4,2,621.0
2013,NUTS,2010,DED4,2,2581.0
2014,NUTS,2010,DED4,2,554.0
2015,NUTS,2010,DED4,2,636.0
2016,NUTS,2010,DED4,2,635.0
2017,NUTS,2010,DED4,2,621.0
2018,NUTS,2010,DED4,2,656.0
2019,NUTS,2010,DED4,2,686.0
2011,NUTS,2010,DED5,2,1613.0
2012,NUTS,2010,DED5,2,1739.0
2013,NUTS,2010,DED5,2,1369.0
2014,NUTS,2010,DED5,2,1496.0
2015,NUTS,2010,DED5,2,1617.0
2016,NUTS,2010,DED5,2,1639.0
2017,NUTS,2010,DED5,2,1713.0
2018,NUTS,2010,DED5,2,1848.0
2019,NUTS,2010,DED5,2,1908.0
2011,NUTS,2010,DEE,1,1634.0
2012,NUTS,2010,DEE,1,1830.0
2013,NUTS,2010,DEE,1,1786.0
2014,NUTS,2010,DEE,1,1663.0
2015,NUTS,2010,DEE,1,1663.0
2016,NUTS,2010,DEE,1,1640.0
2017,NUTS,2010,DEE,1,1705.0
2018,NUTS,2010,DEE,1,1801.0
2019,NUTS,2010,DEE,1,1799.0
2011,NUTS,2010,DEE0,2,1634.0
2012,NUTS,2010,DEE0,2,1830.0
2013,NUTS,2010,DEE0,2,1786.0
2014,NUTS,2010,DEE0,2,1663.0
2015,NUTS,2010,DEE0,2,1663.0
2016,NUTS,2010,DEE0,2,1640.0
2017,NUTS,2010,DEE0,2,1705.0
2018,NUTS,2010,DEE0,2,1801.0
2019,NUTS,2010,DEE0,2,1799.0
2011,NUTS,2010,DEF,1,1496.0
2012,NUTS,2010,DEF,1,1619.0
2013,NUTS,2010,DEF,1,1685.0
2014,NUTS,2010,DEF,1,1771.0
2015,NUTS,2010,DEF,1,1419.0
2016,NUTS,2010,DEF,1,1393.0
2017,NUTS,2010,DEF,1,1556.0
2018,NUTS,2010,DEF,1,1510.0
2019,NUTS,2010,DEF,1,1513.0
2011,NUTS,2010,DEF0,2,1496.0
2012,NUTS,2010,DEF0,2,1619.0
2013,NUTS,2010,DEF0,2,1685.0
2014,NUTS,2010,DEF0,2,1771.0
2015,NUTS,2010,DEF0,2,1419.0
2016,NUTS,2010,DEF0,2,1393.0
2017,NUTS,2010,DEF0,2,1556.0
2018,NUTS,2010,DEF0,2,1510.0
2019,NUTS,2010,DEF0,2,1513.0
2011,NUTS,2010,DEG,1,1801.0
2012,NUTS,2010,DEG,1,1823.0
2013,NUTS,2010,DEG,1,1739.0
2014,NUTS,2010,DEG,1,1560.0
2015,NUTS,2010,DEG,1,1563.0
2016,NUTS,2010,DEG,1,1558.0
2017,NUTS,2010,DEG,1,1620.0
2018,NUTS,2010,DEG,1,1742.0
2019,NUTS,2010,DEG,1,1736.0
2011,NUTS,2010,DEG0,2,1801.0
2012,NUTS,2010,DEG0,2,1823.0
2013,NUTS,2010,DEG0,2,1739.0
2014,NUTS,2010,DEG0,2,1560.0
2015,NUTS,2010,DEG0,2,1563.0
2016,NUTS,2010,DEG0,2,1558.0
2017,NUTS,2010,DEG0,2,1620.0
2018,NUTS,2010,DEG0,2,1742.0
2019,NUTS,2010,DEG0,2,1736.0
2011,NUTS,2010,DEZ,1,346.0
2012,NUTS,2010,DEZ,1,376.0
2013,NUTS,2010,DEZ,1,350.0
2014,NUTS,2010,DEZ,1,297.0
2015,NUTS,2010,DEZ,1,290.0
2016,NUTS,2010,DEZ,1,301.0
2017,NUTS,2010,DEZ,1,295.0
2018,NUTS,2010,DEZ,1,339.0
2019,NUTS,2010,DEZ,1,348.0
2011,NUTS,2010,DEZZ,2,346.0
2012,NUTS,2010,DEZZ,2,376.0
2013,NUTS,2010,DEZZ,2,350.0
2014,NUTS,2010,DEZZ,2,297.0
2015,NUTS,2010,DEZZ,2,290.0
2016,NUTS,2010,DEZZ,2,301.0
2017,NUTS,2010,DEZZ,2,295.0
2018,NUTS,2010,DEZZ,2,339.0
2019,NUTS,2010,DEZZ,2,348.0
2011,NUTS,2010,DK,0,2038.0
2012,NUTS,2010,DK,0,2092.0
2013,NUTS,2010,DK,0,2289.0
2014,NUTS,2010,DK,0,2394.0
2015,NUTS,2010,DK,0,2585.0
2016,NUTS,2010,DK,0,2443.0
2017,NUTS,2010,DK,0,2621.0
2018,NUTS,2010,DK,0,2747.0
2019,NUTS,2010,DK,0,2767.0
2020,NUTS,2010,DK,0,2782.0
2011,NUTS,2010,DK0,1,2090.0
2012,NUTS,2010,DK0,1,2092.0
2013,NUTS,2010,DK0,1,2289.0
2014,NUTS,2010,DK0,1,2394.0
2015,NUTS,2010,DK0,1,2585.0
2016,NUTS,2010,DK0,1,2443.0
2017,NUTS,2010,DK0,1,2621.0
2018,NUTS,2010,DK0,1,2747.0
2019,NUTS,2010,DK0,1,2767.0
2011,NUTS,2010,DK01,2,1205.0
2012,NUTS,2010,DK01,2,1064.0
2013,NUTS,2010,DK01,2,1013.0
2014,NUTS,2010,DK01,2,1047.0
2015,NUTS,2010,DK01,2,1049.0
2016,NUTS,2010,DK01,2,1023.0
2017,NUTS,2010,DK01,2,1240.0
2019,NUTS,2010,DK01,2,1413.0
2011,NUTS,2010,DK02,2,187.0
2012,NUTS,2010,DK02,2,247.0
2013,NUTS,2010,DK02,2,361.0
2014,NUTS,2010,DK02,2,451.0
2015,NUTS,2010,DK02,2,531.0
2016,NUTS,2010,DK02,2,301.0
2017,NUTS,2010,DK02,2,296.0
2019,NUTS,2010,DK02,2,271.0
2011,NUTS,2010,DK03,2,284.0
2012,NUTS,2010,DK03,2,310.0
2013,NUTS,2010,DK03,2,351.0
2014,NUTS,2010,DK03,2,344.0
2015,NUTS,2010,DK03,2,365.0
2016,NUTS,2010,DK03,2,442.0
2017,NUTS,2010,DK03,2,90.0
2019,NUTS,2010,DK03,2,98.0
2011,NUTS,2010,DK04,2,395.0
2012,NUTS,2010,DK04,2,440.0
2013,NUTS,2010,DK04,2,526.0
2014,NUTS,2010,DK04,2,516.0
2015,NUTS,2010,DK04,2,569.0
2016,NUTS,2010,DK04,2,619.0
2017,NUTS,2010,DK04,2,588.0
2019,NUTS,2010,DK04,2,549.0
2011,NUTS,2010,DK05,2,19.0
2012,NUTS,2010,DK05,2,31.0
2013,NUTS,2010,DK05,2,38.0
2014,NUTS,2010,DK05,2,36.0
2015,NUTS,2010,DK05,2,71.0
2016,NUTS,2010,DK05,2,58.0
2017,NUTS,2010,DK05,2,407.0
2019,NUTS,2010,DK05,2,436.0
2011,NUTS,2010,EA19,2,192358.0
2012,NUTS,2010,EA19,2,198457.0
2013,NUTS,2010,EA19,2,197727.0
2014,NUTS,2010,EA19,2,195643.0
2015,NUTS,2010,EA19,2,205622.0
2016,NUTS,2010,EA19,2,210559.0
2017,NUTS,2010,EA19,2,216439.0
2018,NUTS,2010,EA19,2,224224.0
2019,NUTS,2010,EA19,2,230061.0
2011,NUTS,2010,EE,0,733.0
2012,NUTS,2010,EE,0,726.0
2013,NUTS,2010,EE,0,749.0
2014,NUTS,2010,EE,0,738.0
2015,NUTS,2010,EE,0,668.0
2016,NUTS,2010,EE,0,623.0
2017,NUTS,2010,EE,0,642.0
2018,NUTS,2010,EE,0,574.0
2019,NUTS,2010,EE,0,608.0
2011,NUTS,2010,EL,0,6094.0
2013,NUTS,2010,EL,0,8567.0
2015,NUTS,2010,EL,0,15758.0
2017,NUTS,2010,EL,0,15987.0
2019,NUTS,2010,EL,0,17804.0
2011,NUTS,2010,EL3,1,3202.0
2013,NUTS,2010,EL3,1,4579.0
2015,NUTS,2010,EL3,1,9076.0
2017,NUTS,2010,EL3,1,10249.0
2019,NUTS,2010,EL3,1,11892.0
2011,NUTS,2010,EL30,2,3202.0
2013,NUTS,2010,EL30,2,4579.0
2015,NUTS,2010,EL30,2,9076.0
2017,NUTS,2010,EL30,2,10249.0
2019,NUTS,2010,EL30,2,11892.0
2011,NUTS,2010,EL4,1,952.0
2013,NUTS,2010,EL4,1,1288.0
2015,NUTS,2010,EL4,1,1611.0
2017,NUTS,2010,EL4,1,1643.0
2019,NUTS,2010,EL4,1,1466.0
2011,NUTS,2010,EL41,2,57.0
2013,NUTS,2010,EL41,2,65.0
2015,NUTS,2010,EL41,2,275.0
2017,NUTS,2010,EL41,2,159.0
2019,NUTS,2010,EL41,2,131.0
2011,NUTS,2010,EL42,2,160.0
2013,NUTS,2010,EL42,2,180.0
2015,NUTS,2010,EL42,2,174.0
2017,NUTS,2010,EL42,2,152.0
2019,NUTS,2010,EL42,2,149.0
2011,NUTS,2010,EL43,2,735.0
2013,NUTS,2010,EL43,2,1043.0
2015,NUTS,2010,EL43,2,1162.0
2017,NUTS,2010,EL43,2,1332.0
2019,NUTS,2010,EL43,2,1186.0
2011,NUTS,2010,EL5,1,1036.0
2013,NUTS,2010,EL5,1,1449.0
2015,NUTS,2010,EL5,1,3000.0
2017,NUTS,2010,EL5,1,2977.0
2019,NUTS,2010,EL5,1,3174.0
2011,NUTS,2010,EL51,2,58.0
2013,NUTS,2010,EL51,2,126.0
2015,NUTS,2010,EL51,2,142.0
2017,NUTS,2010,EL51,2,180.0
2019,NUTS,2010,EL51,2,181.0
2011,NUTS,2010,EL52,2,657.0
2013,NUTS,2010,EL52,2,1131.0
2015,NUTS,2010,EL52,2,2522.0
2017,NUTS,2010,EL52,2,2519.0
2019,NUTS,2010,EL52,2,2685.0
2011,NUTS,2010,EL53,2,180.0
2013,NUTS,2010,EL53,2,76.0
2015,NUTS,2010,EL53,2,168.0
2017,NUTS,2010,EL53,2,114.0
2019,NUTS,2010,EL53,2,108.0
2011,NUTS,2010,EL54,2,141.0
2013,NUTS,2010,EL54,2,116.0
2015,NUTS,2010,EL54,2,168.0
2017,NUTS,2010,EL54,2,164.0
2019,NUTS,2010,EL54,2,200.0
2011,NUTS,2010,EL6,1,904.0
2013,NUTS,2010,EL6,1,1251.0
2015,NUTS,2010,EL6,1,2071.0
2017,NUTS,2010,EL6,1,1118.0
2019,NUTS,2010,EL6,1,1272.0
2011,NUTS,2010,EL61,2,324.0
2013,NUTS,2010,EL61,2,370.0
2015,NUTS,2010,EL61,2,461.0
2017,NUTS,2010,EL61,2,251.0
2019,NUTS,2010,EL61,2,213.0
2011,NUTS,2010,EL62,2,48.0
2013,NUTS,2010,EL62,2,47.0
2015,NUTS,2010,EL62,2,224.0
2017,NUTS,2010,EL62,2,79.0
2019,NUTS,2010,EL62,2,83.0
2011,NUTS,2010,EL63,2,240.0
2013,NUTS,2010,EL63,2,434.0
2015,NUTS,2010,EL63,2,557.0
2017,NUTS,2010,EL63,2,438.0
2019,NUTS,2010,EL63,2,392.0
2011,NUTS,2010,EL64,2,74.0
2013,NUTS,2010,EL64,2,149.0
2015,NUTS,2010,EL64,2,223.0
2017,NUTS,2010,EL64,2,118.0
2019,NUTS,2010,EL64,2,228.0
2011,NUTS,2010,EL65,2,218.0
2013,NUTS,2010,EL65,2,251.0
2015,NUTS,2010,EL65,2,606.0
2017,NUTS,2010,EL65,2,232.0
2019,NUTS,2010,EL65,2,356.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,33278.0
2012,NUTS,2010,ES,0,32192.0
2013,NUTS,2010,ES,0,31018.0
2014,NUTS,2010,ES,0,31094.0
2015,NUTS,2010,ES,0,32371.0
2016,NUTS,2010,ES,0,33640.0
2017,NUTS,2010,ES,0,34193.0
2018,NUTS,2010,ES,0,35015.0
2019,NUTS,2010,ES,0,35980.0
2011,NUTS,2010,ES1,1,2203.0
2013,NUTS,2010,ES1,1,1994.0
2014,NUTS,2010,ES1,1,2089.0
2015,NUTS,2010,ES1,1,2130.0
2016,NUTS,2010,ES1,1,2311.0
2017,NUTS,2010,ES1,1,2455.0
2018,NUTS,2010,ES1,1,2733.0
2019,NUTS,2010,ES1,1,3158.0
2013,NUTS,2010,ES11,2,1238.0
2014,NUTS,2010,ES11,2,1261.0
2015,NUTS,2010,ES11,2,1278.0
2016,NUTS,2010,ES11,2,1393.0
2017,NUTS,2010,ES11,2,1585.0
2018,NUTS,2010,ES11,2,1714.0
2019,NUTS,2010,ES11,2,2052.0
2012,NUTS,2010,ES12,2,371.0
2013,NUTS,2010,ES12,2,312.0
2014,NUTS,2010,ES12,2,284.0
2015,NUTS,2010,ES12,2,298.0
2016,NUTS,2010,ES12,2,352.0
2017,NUTS,2010,ES12,2,373.0
2018,NUTS,2010,ES12,2,425.0
2019,NUTS,2010,ES12,2,403.0
2011,NUTS,2010,ES13,2,498.0
2012,NUTS,2010,ES13,2,490.0
2013,NUTS,2010,ES13,2,444.0
2014,NUTS,2010,ES13,2,544.0
2015,NUTS,2010,ES13,2,554.0
2016,NUTS,2010,ES13,2,566.0
2017,NUTS,2010,ES13,2,497.0
2018,NUTS,2010,ES13,2,594.0
2019,NUTS,2010,ES13,2,703.0
2011,NUTS,2010,ES2,1,3276.0
2012,NUTS,2010,ES2,1,3156.0
2013,NUTS,2010,ES2,1,3114.0
2014,NUTS,2010,ES2,1,3059.0
2016,NUTS,2010,ES2,1,3031.0
2017,NUTS,2010,ES2,1,3200.0
2018,NUTS,2010,ES2,1,3519.0
2019,NUTS,2010,ES2,1,3534.0
2011,NUTS,2010,ES21,2,1465.0
2012,NUTS,2010,ES21,2,1263.0
2013,NUTS,2010,ES21,2,1258.0
2014,NUTS,2010,ES21,2,1183.0
2015,NUTS,2010,ES21,2,1262.0
2016,NUTS,2010,ES21,2,1309.0
2017,NUTS,2010,ES21,2,1336.0
2018,NUTS,2010,ES21,2,1487.0
2019,NUTS,2010,ES21,2,1469.0
2011,NUTS,2010,ES22,2,377.0
2012,NUTS,2010,ES22,2,419.0
2013,NUTS,2010,ES22,2,435.0
2014,NUTS,2010,ES22,2,495.0
2016,NUTS,2010,ES22,2,501.0
2017,NUTS,2010,ES22,2,507.0
2018,NUTS,2010,ES22,2,595.0
2019,NUTS,2010,ES22,2,590.0
2011,NUTS,2010,ES23,2,373.0
2012,NUTS,2010,ES23,2,415.0
2013,NUTS,2010,ES23,2,369.0
2014,NUTS,2010,ES23,2,315.0
2015,NUTS,2010,ES23,2,327.0
2016,NUTS,2010,ES23,2,365.0
2017,NUTS,2010,ES23,2,428.0
2018,NUTS,2010,ES23,2,460.0
2019,NUTS,2010,ES23,2,438.0
2011,NUTS,2010,ES24,2,1061.0
2012,NUTS,2010,ES24,2,1059.0
2013,NUTS,2010,ES24,2,1052.0
2014,NUTS,2010,ES24,2,1066.0
2015,NUTS,2010,ES24,2,833.0
2016,NUTS,2010,ES24,2,856.0
2017,NUTS,2010,ES24,2,929.0
2018,NUTS,2010,ES24,2,977.0
2019,NUTS,2010,ES24,2,1037.0
2011,NUTS,2010,ES3,1,8645.0
2012,NUTS,2010,ES3,1,8517.0
2013,NUTS,2010,ES3,1,7855.0
2014,NUTS,2010,ES3,1,8227.0
2015,NUTS,2010,ES3,1,8204.0
2016,NUTS,2010,ES3,1,9389.0
2017,NUTS,2010,ES3,1,8947.0
2018,NUTS,2010,ES3,1,8999.0
2019,NUTS,2010,ES3,1,9417.0
2011,NUTS,2010,ES30,2,8645.0
2012,NUTS,2010,ES30,2,8517.0
2013,NUTS,2010,ES30,2,7855.0
2014,NUTS,2010,ES30,2,8227.0
2015,NUTS,2010,ES30,2,8204.0
2016,NUTS,2010,ES30,2,9389.0
2017,NUTS,2010,ES30,2,8947.0
2018,NUTS,2010,ES30,2,8999.0
2019,NUTS,2010,ES30,2,9417.0
2011,NUTS,2010,ES4,1,2704.0
2013,NUTS,2010,ES4,1,2399.0
2014,NUTS,2010,ES4,1,2337.0
2015,NUTS,2010,ES4,1,2505.0
2016,NUTS,2010,ES4,1,2427.0
2017,NUTS,2010,ES4,1,2508.0
2018,NUTS,2010,ES4,1,2826.0
2019,NUTS,2010,ES4,1,2739.0
2012,NUTS,2010,ES41,2,931.0
2013,NUTS,2010,ES41,2,929.0
2014,NUTS,2010,ES41,2,944.0
2015,NUTS,2010,ES41,2,1057.0
2016,NUTS,2010,ES41,2,971.0
2017,NUTS,2010,ES41,2,956.0
2018,NUTS,2010,ES41,2,1027.0
2019,NUTS,2010,ES41,2,1000.0
2013,NUTS,2010,ES42,2,1151.0
2014,NUTS,2010,ES42,2,1178.0
2015,NUTS,2010,ES42,2,1151.0
2016,NUTS,2010,ES42,2,1191.0
2017,NUTS,2010,ES42,2,1277.0
2018,NUTS,2010,ES42,2,1473.0
2019,NUTS,2010,ES42,2,1392.0
2011,NUTS,2010,ES43,2,355.0
2012,NUTS,2010,ES43,2,337.0
2013,NUTS,2010,ES43,2,319.0
2014,NUTS,2010,ES43,2,215.0
2015,NUTS,2010,ES43,2,297.0
2016,NUTS,2010,ES43,2,265.0
2017,NUTS,2010,ES43,2,275.0
2018,NUTS,2010,ES43,2,326.0
2019,NUTS,2010,ES43,2,347.0
2011,NUTS,2010,ES5,1,10523.0
2012,NUTS,2010,ES5,1,10035.0
2013,NUTS,2010,ES5,1,10008.0
2014,NUTS,2010,ES5,1,9897.0
2015,NUTS,2010,ES5,1,9593.0
2016,NUTS,2010,ES5,1,9776.0
2017,NUTS,2010,ES5,1,10421.0
2018,NUTS,2010,ES5,1,10647.0
2019,NUTS,2010,ES5,1,10706.0
2011,NUTS,2010,ES51,2,7067.0
2012,NUTS,2010,ES51,2,6986.0
2013,NUTS,2010,ES51,2,6998.0
2014,NUTS,2010,ES51,2,6937.0
2015,NUTS,2010,ES51,2,6919.0
2016,NUTS,2010,ES51,2,6817.0
2017,NUTS,2010,ES51,2,7336.0
2018,NUTS,2010,ES51,2,7692.0
2019,NUTS,2010,ES51,2,7820.0
2011,NUTS,2010,ES52,2,2481.0
2012,NUTS,2010,ES52,2,2301.0
2013,NUTS,2010,ES52,2,2295.0
2014,NUTS,2010,ES52,2,2236.0
2015,NUTS,2010,ES52,2,1845.0
2016,NUTS,2010,ES52,2,2126.0
2017,NUTS,2010,ES52,2,2113.0
2018,NUTS,2010,ES52,2,2077.0
2019,NUTS,2010,ES52,2,1954.0
2011,NUTS,2010,ES53,2,975.0
2012,NUTS,2010,ES53,2,748.0
2013,NUTS,2010,ES53,2,715.0
2014,NUTS,2010,ES53,2,724.0
2015,NUTS,2010,ES53,2,829.0
2016,NUTS,2010,ES53,2,833.0
2017,NUTS,2010,ES53,2,972.0
2018,NUTS,2010,ES53,2,878.0
2019,NUTS,2010,ES53,2,932.0
2011,NUTS,2010,ES6,1,4992.0
2012,NUTS,2010,ES6,1,4960.0
2013,NUTS,2010,ES6,1,4797.0
2014,NUTS,2010,ES6,1,4733.0
2015,NUTS,2010,ES6,1,6228.0
2016,NUTS,2010,ES6,1,5926.0
2017,NUTS,2010,ES6,1,5860.0
2018,NUTS,2010,ES6,1,5441.0
2019,NUTS,2010,ES6,1,5638.0
2011,NUTS,2010,ES61,2,4267.0
2012,NUTS,2010,ES61,2,4282.0
2013,NUTS,2010,ES61,2,4180.0
2014,NUTS,2010,ES61,2,4137.0
2015,NUTS,2010,ES61,2,5646.0
2016,NUTS,2010,ES61,2,5292.0
2017,NUTS,2010,ES61,2,5193.0
2018,NUTS,2010,ES61,2,4774.0
2019,NUTS,2010,ES61,2,4943.0
2012,NUTS,2010,ES62,2,678.0
2013,NUTS,2010,ES62,2,617.0
2014,NUTS,2010,ES62,2,595.0
2015,NUTS,2010,ES62,2,581.0
2016,NUTS,2010,ES62,2,634.0
2017,NUTS,2010,ES62,2,667.0
2018,NUTS,2010,ES62,2,667.0
2019,NUTS,2010,ES62,2,695.0
2011,NUTS,2010,ES7,1,935.0
2012,NUTS,2010,ES7,1,946.0
2013,NUTS,2010,ES7,1,851.0
2014,NUTS,2010,ES7,1,752.0
2015,NUTS,2010,ES7,1,798.0
2016,NUTS,2010,ES7,1,780.0
2017,NUTS,2010,ES7,1,802.0
2018,NUTS,2010,ES7,1,850.0
2019,NUTS,2010,ES7,1,788.0
2011,NUTS,2010,ES70,2,935.0
2012,NUTS,2010,ES70,2,946.0
2013,NUTS,2010,ES70,2,851.0
2014,NUTS,2010,ES70,2,752.0
2015,NUTS,2010,ES70,2,798.0
2016,NUTS,2010,ES70,2,780.0
2017,NUTS,2010,ES70,2,802.0
2018,NUTS,2010,ES70,2,850.0
2019,NUTS,2010,ES70,2,788.0
2011,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,246963.0
2012,NUTS,2010,EU27_2020,7,252562.0
2013,NUTS,2010,EU27_2020,7,255145.0
2014,NUTS,2010,EU27_2020,7,253238.0
2015,NUTS,2010,EU27_2020,7,266440.0
2016,NUTS,2010,EU27_2020,7,259674.0
2017,NUTS,2010,EU27_2020,7,269425.0
2018,NUTS,2010,EU27_2020,7,277327.0
2019,NUTS,2010,EU27_2020,7,282663.0
2011,NUTS,2010,FI,0,5937.0
2012,NUTS,2010,FI,0,5677.0
2013,NUTS,2010,FI,0,5732.0
2014,NUTS,2010,FI,0,5179.0
2015,NUTS,2010,FI,0,4888.0
2016,NUTS,2010,FI,0,4391.0
2017,NUTS,2010,FI,0,4775.0
2018,NUTS,2010,FI,0,4635.0
2019,NUTS,2010,FI,0,4629.0
2012,NUTS,2010,FI1,1,6306.0
2015,NUTS,2010,FI1,1,5578.0
2016,NUTS,2010,FI1,1,5077.0
2017,NUTS,2010,FI1,1,4775.0
2018,NUTS,2010,FI1,1,4635.0
2019,NUTS,2010,FI1,1,4629.0
2011,NUTS,2010,FI19,2,740.0
2012,NUTS,2010,FI19,2,687.0
2013,NUTS,2010,FI19,2,715.0
2015,NUTS,2010,FI19,2,581.0
2016,NUTS,2010,FI19,2,584.0
2017,NUTS,2010,FI19,2,352.0
2018,NUTS,2010,FI19,2,333.0
2019,NUTS,2010,FI19,2,321.0
2011,NUTS,2010,FI1B,2,4328.0
2012,NUTS,2010,FI1B,2,4105.0
2013,NUTS,2010,FI1B,2,4153.0
2015,NUTS,2010,FI1B,2,3658.0
2016,NUTS,2010,FI1B,2,3353.0
2017,NUTS,2010,FI1B,2,3318.0
2018,NUTS,2010,FI1B,2,3276.0
2019,NUTS,2010,FI1B,2,3302.0
2011,NUTS,2010,FI1C,2,546.0
2012,NUTS,2010,FI1C,2,505.0
2013,NUTS,2010,FI1C,2,524.0
2015,NUTS,2010,FI1C,2,545.0
2016,NUTS,2010,FI1C,2,441.0
2017,NUTS,2010,FI1C,2,337.0
2018,NUTS,2010,FI1C,2,308.0
2019,NUTS,2010,FI1C,2,300.0
2011,NUTS,2010,FI1D,2,981.0
2012,NUTS,2010,FI1D,2,1009.0
2013,NUTS,2010,FI1D,2,947.0
2015,NUTS,2010,FI1D,2,794.0
2016,NUTS,2010,FI1D,2,699.0
2017,NUTS,2010,FI1D,2,768.0
2018,NUTS,2010,FI1D,2,718.0
2019,NUTS,2010,FI1D,2,706.0
2012,NUTS,2010,FI2,1,0.0
2013,NUTS,2010,FI2,1,0.0
2015,NUTS,2010,FI2,1,0.0
2016,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2012,NUTS,2010,FI20,2,0.0
2013,NUTS,2010,FI20,2,0.0
2015,NUTS,2010,FI20,2,0.0
2016,NUTS,2010,FI20,2,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
2011,NUTS,2010,FR,0,27626.0
2012,NUTS,2010,FR,0,28051.0
2013,NUTS,2010,FR,0,28520.0
2014,NUTS,2010,FR,0,28403.0
2016,NUTS,2010,FR,0,30214.0
2017,NUTS,2010,FR,0,30474.0
2018,NUTS,2010,FR,0,30684.0
2011,NUTS,2010,HR,0,2901.0
2012,NUTS,2010,HR,0,2887.0
2013,NUTS,2010,HR,0,2780.0
2014,NUTS,2010,HR,0,2582.0
2015,NUTS,2010,HR,0,2477.0
2016,NUTS,2010,HR,0,2541.0
2017,NUTS,2010,HR,0,2728.0
2018,NUTS,2010,HR,0,2787.0
