year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_total_fte_t
2012,NUTS,2010,NL,0,31952.0
2013,NUTS,2010,NL,0,32331.0
2014,NUTS,2010,NL,0,33237.0
2015,NUTS,2010,NL,0,33604.0
2016,NUTS,2010,NL,0,33300.0
2017,NUTS,2010,NL,0,34350.0
2018,NUTS,2010,NL,0,34742.0
2019,NUTS,2010,NL,0,35963.0
2020,NUTS,2010,NL,0,36000.0
2011,NUTS,2010,NL3,1,18083.0
2012,NUTS,2010,NL3,1,17979.0
2011,NUTS,2010,NO,0,12283.0
2012,NUTS,2010,NO,0,12413.0
2013,NUTS,2010,NO,0,12715.0
2014,NUTS,2010,NO,0,13010.0
2015,NUTS,2010,NO,0,13952.0
2016,NUTS,2010,NO,0,14937.0
2017,NUTS,2010,NO,0,15675.0
2018,NUTS,2010,NO,0,16237.0
2019,NUTS,2010,NO,0,16957.0
2020,NUTS,2010,NO,0,16126.0
2011,NUTS,2010,NO0,1,12283.0
2012,NUTS,2010,NO0,1,12413.0
2013,NUTS,2010,NO0,1,12715.0
2014,NUTS,2010,NO0,1,13010.0
2015,NUTS,2010,NO0,1,13952.0
2016,NUTS,2010,NO0,1,14937.0
2017,NUTS,2010,NO0,1,15675.0
2018,NUTS,2010,NO0,1,16237.0
2019,NUTS,2010,NO0,1,16958.0
2011,NUTS,2010,NO01,2,5088.0
2012,NUTS,2010,NO01,2,5137.0
2013,NUTS,2010,NO01,2,5437.0
2014,NUTS,2010,NO01,2,5537.0
2015,NUTS,2010,NO01,2,5954.0
2016,NUTS,2010,NO01,2,6277.0
2017,NUTS,2010,NO01,2,6503.0
2018,NUTS,2010,NO01,2,6714.0
2019,NUTS,2010,NO01,2,6780.0
2011,NUTS,2010,NO02,2,154.0
2012,NUTS,2010,NO02,2,158.0
2013,NUTS,2010,NO02,2,194.0
2014,NUTS,2010,NO02,2,193.0
2015,NUTS,2010,NO02,2,205.0
2016,NUTS,2010,NO02,2,277.0
2017,NUTS,2010,NO02,2,290.0
2018,NUTS,2010,NO02,2,265.0
2019,NUTS,2010,NO02,2,322.0
2011,NUTS,2010,NO03,2,226.0
2012,NUTS,2010,NO03,2,234.0
2013,NUTS,2010,NO03,2,256.0
2014,NUTS,2010,NO03,2,272.0
2015,NUTS,2010,NO03,2,307.0
2016,NUTS,2010,NO03,2,327.0
2017,NUTS,2010,NO03,2,440.0
2018,NUTS,2010,NO03,2,475.0
2019,NUTS,2010,NO03,2,508.0
2011,NUTS,2010,NO04,2,639.0
2012,NUTS,2010,NO04,2,681.0
2013,NUTS,2010,NO04,2,704.0
2014,NUTS,2010,NO04,2,723.0
2015,NUTS,2010,NO04,2,756.0
2016,NUTS,2010,NO04,2,844.0
2017,NUTS,2010,NO04,2,979.0
2018,NUTS,2010,NO04,2,1013.0
2019,NUTS,2010,NO04,2,1080.0
2011,NUTS,2010,NO05,2,2096.0
2012,NUTS,2010,NO05,2,2187.0
2013,NUTS,2010,NO05,2,2157.0
2014,NUTS,2010,NO05,2,2222.0
2015,NUTS,2010,NO05,2,2357.0
2016,NUTS,2010,NO05,2,2434.0
2017,NUTS,2010,NO05,2,2669.0
2018,NUTS,2010,NO05,2,2731.0
2019,NUTS,2010,NO05,2,2915.0
2011,NUTS,2010,NO06,2,2647.0
2012,NUTS,2010,NO06,2,2557.0
2013,NUTS,2010,NO06,2,2514.0
2014,NUTS,2010,NO06,2,2542.0
2015,NUTS,2010,NO06,2,2719.0
2016,NUTS,2010,NO06,2,2961.0
2017,NUTS,2010,NO06,2,3066.0
2018,NUTS,2010,NO06,2,3257.0
2019,NUTS,2010,NO06,2,3402.0
2011,NUTS,2010,NO07,2,1433.0
2012,NUTS,2010,NO07,2,1459.0
2013,NUTS,2010,NO07,2,1453.0
2014,NUTS,2010,NO07,2,1521.0
2015,NUTS,2010,NO07,2,1654.0
2016,NUTS,2010,NO07,2,1817.0
2017,NUTS,2010,NO07,2,1729.0
2018,NUTS,2010,NO07,2,1782.0
2019,NUTS,2010,NO07,2,1950.0
2011,NUTS,2010,PL,0,44154.0
2012,NUTS,2010,PL,0,42917.0
2013,NUTS,2010,PL,0,41441.0
2014,NUTS,2010,PL,0,44304.0
2015,NUTS,2010,PL,0,44961.0
2016,NUTS,2010,PL,0,51652.0
2017,NUTS,2010,PL,0,65325.0
2018,NUTS,2010,PL,0,70172.0
2019,NUTS,2010,PL,0,73196.0
2020,NUTS,2010,PL,0,72159.0
2011,NUTS,2010,PL1,1,10814.0
2012,NUTS,2010,PL1,1,10968.0
2013,NUTS,2010,PL1,1,10610.0
2014,NUTS,2010,PL1,1,11168.0
2015,NUTS,2010,PL1,1,11030.0
2011,NUTS,2010,PL11,2,2791.0
2012,NUTS,2010,PL11,2,3117.0
2013,NUTS,2010,PL11,2,2678.0
2015,NUTS,2010,PL11,2,2786.0
2011,NUTS,2010,PL12,2,8023.0
2012,NUTS,2010,PL12,2,7851.0
2013,NUTS,2010,PL12,2,7932.0
2015,NUTS,2010,PL12,2,8244.0
2011,NUTS,2010,PL2,1,10347.0
2012,NUTS,2010,PL2,1,9574.0
2013,NUTS,2010,PL2,1,9455.0
2014,NUTS,2010,PL2,1,10644.0
2015,NUTS,2010,PL2,1,10512.0
2016,NUTS,2010,PL2,1,10560.0
2017,NUTS,2010,PL2,1,13949.0
2018,NUTS,2010,PL2,1,14164.0
2019,NUTS,2010,PL2,1,16470.0
2011,NUTS,2010,PL21,2,6641.0
2012,NUTS,2010,PL21,2,5898.0
2013,NUTS,2010,PL21,2,5881.0
2014,NUTS,2010,PL21,2,6909.0
2015,NUTS,2010,PL21,2,6838.0
2016,NUTS,2010,PL21,2,6492.0
2017,NUTS,2010,PL21,2,9396.0
2018,NUTS,2010,PL21,2,9289.0
2019,NUTS,2010,PL21,2,9637.0
2011,NUTS,2010,PL22,2,3706.0
2012,NUTS,2010,PL22,2,3676.0
2013,NUTS,2010,PL22,2,3574.0
2014,NUTS,2010,PL22,2,3735.0
2015,NUTS,2010,PL22,2,3674.0
2016,NUTS,2010,PL22,2,4069.0
2017,NUTS,2010,PL22,2,4553.0
2018,NUTS,2010,PL22,2,4875.0
2019,NUTS,2010,PL22,2,6833.0
2011,NUTS,2010,PL3,1,5158.0
2012,NUTS,2010,PL3,1,4622.0
2013,NUTS,2010,PL3,1,5082.0
2014,NUTS,2010,PL3,1,5478.0
2015,NUTS,2010,PL3,1,6179.0
2011,NUTS,2010,PL31,2,2408.0
2012,NUTS,2010,PL31,2,2413.0
2013,NUTS,2010,PL31,2,2460.0
2014,NUTS,2010,PL31,2,2592.0
2015,NUTS,2010,PL31,2,2513.0
2012,NUTS,2010,PL32,2,630.0
2013,NUTS,2010,PL32,2,757.0
2012,NUTS,2010,PL33,2,216.0
2013,NUTS,2010,PL33,2,673.0
2011,NUTS,2010,PL34,2,1375.0
2012,NUTS,2010,PL34,2,1363.0
2013,NUTS,2010,PL34,2,1193.0
2014,NUTS,2010,PL34,2,1239.0
2015,NUTS,2010,PL34,2,1322.0
2011,NUTS,2010,PL4,1,6454.0
2012,NUTS,2010,PL4,1,6050.0
2013,NUTS,2010,PL4,1,4870.0
2014,NUTS,2010,PL4,1,5465.0
2015,NUTS,2010,PL4,1,5620.0
2017,NUTS,2010,PL4,1,7529.0
2018,NUTS,2010,PL4,1,8782.0
2019,NUTS,2010,PL4,1,7663.0
2011,NUTS,2010,PL41,2,4045.0
2012,NUTS,2010,PL41,2,3655.0
2013,NUTS,2010,PL41,2,2616.0
2014,NUTS,2010,PL41,2,3007.0
2015,NUTS,2010,PL41,2,3214.0
2016,NUTS,2010,PL41,2,4131.0
2017,NUTS,2010,PL41,2,4517.0
2018,NUTS,2010,PL41,2,5751.0
2019,NUTS,2010,PL41,2,4806.0
2012,NUTS,2010,PL42,2,1770.0
2013,NUTS,2010,PL42,2,1621.0
2012,NUTS,2010,PL43,2,625.0
2013,NUTS,2010,PL43,2,633.0
2011,NUTS,2010,PL5,1,5274.0
2012,NUTS,2010,PL5,1,5534.0
2013,NUTS,2010,PL5,1,5411.0
2014,NUTS,2010,PL5,1,5519.0
2015,NUTS,2010,PL5,1,5594.0
2016,NUTS,2010,PL5,1,5105.0
2017,NUTS,2010,PL5,1,6785.0
2018,NUTS,2010,PL5,1,6980.0
2019,NUTS,2010,PL5,1,6945.0
2012,NUTS,2010,PL51,2,4811.0
2013,NUTS,2010,PL51,2,4817.0
2014,NUTS,2010,PL51,2,4895.0
2015,NUTS,2010,PL51,2,4949.0
2016,NUTS,2010,PL51,2,4550.0
2017,NUTS,2010,PL51,2,6070.0
2018,NUTS,2010,PL51,2,6224.0
2019,NUTS,2010,PL51,2,6097.0
2012,NUTS,2010,PL52,2,723.0
2013,NUTS,2010,PL52,2,594.0
2014,NUTS,2010,PL52,2,624.0
2015,NUTS,2010,PL52,2,645.0
2016,NUTS,2010,PL52,2,555.0
2017,NUTS,2010,PL52,2,716.0
2018,NUTS,2010,PL52,2,756.0
2019,NUTS,2010,PL52,2,848.0
2011,NUTS,2010,PL6,1,6107.0
2012,NUTS,2010,PL6,1,6170.0
2013,NUTS,2010,PL6,1,6013.0
2014,NUTS,2010,PL6,1,6031.0
2015,NUTS,2010,PL6,1,6027.0
2016,NUTS,2010,PL6,1,6453.0
2017,NUTS,2010,PL6,1,8614.0
2018,NUTS,2010,PL6,1,9539.0
2019,NUTS,2010,PL6,1,9506.0
2012,NUTS,2010,PL61,2,2162.0
2013,NUTS,2010,PL61,2,2091.0
2014,NUTS,2010,PL61,2,2079.0
2015,NUTS,2010,PL61,2,2167.0
2016,NUTS,2010,PL61,2,1932.0
2018,NUTS,2010,PL61,2,3728.0
2012,NUTS,2010,PL62,2,1075.0
2013,NUTS,2010,PL62,2,1002.0
2014,NUTS,2010,PL62,2,1102.0
2015,NUTS,2010,PL62,2,1020.0
2016,NUTS,2010,PL62,2,1164.0
2011,NUTS,2010,PL63,2,2889.0
2012,NUTS,2010,PL63,2,2933.0
2013,NUTS,2010,PL63,2,2920.0
2014,NUTS,2010,PL63,2,2850.0
2015,NUTS,2010,PL63,2,2841.0
2016,NUTS,2010,PL63,2,3357.0
2017,NUTS,2010,PL63,2,4366.0
2019,NUTS,2010,PL63,2,4288.0
2017,NUTS,2010,PL7,1,4437.0
2018,NUTS,2010,PL7,1,4177.0
2019,NUTS,2010,PL7,1,5091.0
2016,NUTS,2010,PL71,2,3351.0
2017,NUTS,2010,PL71,2,3850.0
2018,NUTS,2010,PL71,2,3435.0
2019,NUTS,2010,PL71,2,4266.0
2017,NUTS,2010,PL72,2,587.0
2018,NUTS,2010,PL72,2,742.0
2019,NUTS,2010,PL72,2,825.0
2016,NUTS,2010,PL8,1,5765.0
2017,NUTS,2010,PL8,1,6669.0
2018,NUTS,2010,PL8,1,8513.0
2019,NUTS,2010,PL8,1,8945.0
2016,NUTS,2010,PL81,2,3117.0
2017,NUTS,2010,PL81,2,3640.0
2019,NUTS,2010,PL81,2,5865.0
2016,NUTS,2010,PL82,2,1501.0
2017,NUTS,2010,PL82,2,1536.0
2016,NUTS,2010,PL84,2,1147.0
2017,NUTS,2010,PL84,2,1493.0
2016,NUTS,2010,PL9,1,13208.0
2017,NUTS,2010,PL9,1,17342.0
2018,NUTS,2010,PL9,1,18018.0
2019,NUTS,2010,PL9,1,18576.0
2016,NUTS,2010,PL91,2,12700.0
2017,NUTS,2010,PL91,2,16799.0
2018,NUTS,2010,PL91,2,17428.0
2019,NUTS,2010,PL91,2,17956.0
2016,NUTS,2010,PL92,2,508.0
2017,NUTS,2010,PL92,2,543.0
2018,NUTS,2010,PL92,2,589.0
2019,NUTS,2010,PL92,2,621.0
2011,NUTS,2010,PT,0,24491.0
2012,NUTS,2010,PT,0,24513.0
2013,NUTS,2010,PT,0,27753.0
2014,NUTS,2010,PT,0,26870.0
2015,NUTS,2010,PT,0,27001.0
2016,NUTS,2010,PT,0,28265.0
2017,NUTS,2010,PT,0,30078.0
2018,NUTS,2010,PT,0,31451.0
2019,NUTS,2010,PT,0,31556.0
2020,NUTS,2010,PT,0,31505.0
2011,NUTS,2010,PT1,1,24123.0
2012,NUTS,2010,PT1,1,24179.0
2013,NUTS,2010,PT1,1,27317.0
2014,NUTS,2010,PT1,1,26424.0
2015,NUTS,2010,PT1,1,26570.0
2016,NUTS,2010,PT1,1,27820.0
2017,NUTS,2010,PT1,1,29595.0
2018,NUTS,2010,PT1,1,30954.0
2019,NUTS,2010,PT1,1,31094.0
2020,NUTS,2010,PT1,1,31053.0
2011,NUTS,2010,PT11,2,7518.0
2012,NUTS,2010,PT11,2,7236.0
2013,NUTS,2010,PT11,2,8857.0
2014,NUTS,2010,PT11,2,8564.0
2015,NUTS,2010,PT11,2,8458.0
2016,NUTS,2010,PT11,2,9070.0
2017,NUTS,2010,PT11,2,9628.0
2018,NUTS,2010,PT11,2,10186.0
2019,NUTS,2010,PT11,2,10336.0
2020,NUTS,2010,PT11,2,10801.0
2011,NUTS,2010,PT15,2,719.0
2012,NUTS,2010,PT15,2,632.0
2013,NUTS,2010,PT15,2,622.0
2014,NUTS,2010,PT15,2,686.0
2015,NUTS,2010,PT15,2,664.0
2016,NUTS,2010,PT15,2,683.0
2017,NUTS,2010,PT15,2,613.0
2018,NUTS,2010,PT15,2,647.0
2019,NUTS,2010,PT15,2,712.0
2020,NUTS,2010,PT15,2,675.0
2011,NUTS,2010,PT16,2,5120.0
2012,NUTS,2010,PT16,2,5172.0
2013,NUTS,2010,PT16,2,5595.0
2014,NUTS,2010,PT16,2,5248.0
2015,NUTS,2010,PT16,2,5146.0
2016,NUTS,2010,PT16,2,5325.0
2017,NUTS,2010,PT16,2,5755.0
2018,NUTS,2010,PT16,2,6120.0
2019,NUTS,2010,PT16,2,6071.0
2020,NUTS,2010,PT16,2,5983.0
2011,NUTS,2010,PT17,2,10069.0
2012,NUTS,2010,PT17,2,10440.0
2013,NUTS,2010,PT17,2,11601.0
2014,NUTS,2010,PT17,2,11344.0
2015,NUTS,2010,PT17,2,11668.0
2016,NUTS,2010,PT17,2,12066.0
2017,NUTS,2010,PT17,2,12866.0
2018,NUTS,2010,PT17,2,13254.0
2019,NUTS,2010,PT17,2,13226.0
2020,NUTS,2010,PT17,2,12879.0
2011,NUTS,2010,PT18,2,698.0
2012,NUTS,2010,PT18,2,699.0
2013,NUTS,2010,PT18,2,643.0
2014,NUTS,2010,PT18,2,582.0
2015,NUTS,2010,PT18,2,635.0
2016,NUTS,2010,PT18,2,676.0
2017,NUTS,2010,PT18,2,732.0
2018,NUTS,2010,PT18,2,746.0
2019,NUTS,2010,PT18,2,749.0
2020,NUTS,2010,PT18,2,716.0
2011,NUTS,2010,PT2,1,242.0
2012,NUTS,2010,PT2,1,200.0
2013,NUTS,2010,PT2,1,251.0
2014,NUTS,2010,PT2,1,252.0
2015,NUTS,2010,PT2,1,234.0
2016,NUTS,2010,PT2,1,236.0
2017,NUTS,2010,PT2,1,270.0
2018,NUTS,2010,PT2,1,263.0
2019,NUTS,2010,PT2,1,256.0
2020,NUTS,2010,PT2,1,248.0
2011,NUTS,2010,PT20,2,242.0
2012,NUTS,2010,PT20,2,200.0
2013,NUTS,2010,PT20,2,251.0
2014,NUTS,2010,PT20,2,252.0
2015,NUTS,2010,PT20,2,234.0
2016,NUTS,2010,PT20,2,236.0
2017,NUTS,2010,PT20,2,270.0
2018,NUTS,2010,PT20,2,263.0
2019,NUTS,2010,PT20,2,256.0
2020,NUTS,2010,PT20,2,248.0
2011,NUTS,2010,PT3,1,127.0
2012,NUTS,2010,PT3,1,134.0
2013,NUTS,2010,PT3,1,184.0
2014,NUTS,2010,PT3,1,194.0
2015,NUTS,2010,PT3,1,198.0
2016,NUTS,2010,PT3,1,209.0
2017,NUTS,2010,PT3,1,213.0
2018,NUTS,2010,PT3,1,233.0
2019,NUTS,2010,PT3,1,207.0
2020,NUTS,2010,PT3,1,203.0
2011,NUTS,2010,PT30,2,127.0
2012,NUTS,2010,PT30,2,134.0
2013,NUTS,2010,PT30,2,184.0
2014,NUTS,2010,PT30,2,194.0
2015,NUTS,2010,PT30,2,198.0
2016,NUTS,2010,PT30,2,209.0
2017,NUTS,2010,PT30,2,213.0
2018,NUTS,2010,PT30,2,233.0
2019,NUTS,2010,PT30,2,207.0
2020,NUTS,2010,PT30,2,203.0
2011,NUTS,2010,RO,0,8879.0
2012,NUTS,2010,RO,0,8710.0
2013,NUTS,2010,RO,0,9523.0
2014,NUTS,2010,RO,0,8966.0
2015,NUTS,2010,RO,0,9008.0
2016,NUTS,2010,RO,0,8627.0
2017,NUTS,2010,RO,0,8416.0
2018,NUTS,2010,RO,0,7695.0
2019,NUTS,2010,RO,0,7600.0
2020,NUTS,2010,RO,0,8862.0
2011,NUTS,2010,RO1,1,2792.0
2012,NUTS,2010,RO1,1,2567.0
2013,NUTS,2010,RO1,1,2358.0
2014,NUTS,2010,RO1,1,2226.0
2015,NUTS,2010,RO1,1,2071.0
2016,NUTS,2010,RO1,1,2005.0
2017,NUTS,2010,RO1,1,1996.0
2018,NUTS,2010,RO1,1,2311.0
2019,NUTS,2010,RO1,1,2437.0
2011,NUTS,2010,RO11,2,1084.0
2012,NUTS,2010,RO11,2,881.0
2013,NUTS,2010,RO11,2,827.0
2014,NUTS,2010,RO11,2,1034.0
2015,NUTS,2010,RO11,2,851.0
2016,NUTS,2010,RO11,2,807.0
2017,NUTS,2010,RO11,2,763.0
2018,NUTS,2010,RO11,2,828.0
2019,NUTS,2010,RO11,2,911.0
2011,NUTS,2010,RO12,2,1708.0
2012,NUTS,2010,RO12,2,1686.0
2013,NUTS,2010,RO12,2,1531.0
2014,NUTS,2010,RO12,2,1192.0
2015,NUTS,2010,RO12,2,1220.0
2016,NUTS,2010,RO12,2,1198.0
2017,NUTS,2010,RO12,2,1233.0
2018,NUTS,2010,RO12,2,1483.0
2019,NUTS,2010,RO12,2,1526.0
2011,NUTS,2010,RO2,1,1127.0
2012,NUTS,2010,RO2,1,1253.0
2013,NUTS,2010,RO2,1,1313.0
2014,NUTS,2010,RO2,1,1381.0
2015,NUTS,2010,RO2,1,1416.0
2016,NUTS,2010,RO2,1,1392.0
2017,NUTS,2010,RO2,1,1430.0
2018,NUTS,2010,RO2,1,1386.0
2019,NUTS,2010,RO2,1,1405.0
2011,NUTS,2010,RO21,2,847.0
2012,NUTS,2010,RO21,2,963.0
2013,NUTS,2010,RO21,2,1061.0
2014,NUTS,2010,RO21,2,1151.0
2015,NUTS,2010,RO21,2,1158.0
2016,NUTS,2010,RO21,2,1050.0
2017,NUTS,2010,RO21,2,1026.0
2018,NUTS,2010,RO21,2,907.0
2019,NUTS,2010,RO21,2,997.0
2011,NUTS,2010,RO22,2,280.0
2012,NUTS,2010,RO22,2,290.0
2013,NUTS,2010,RO22,2,252.0
2014,NUTS,2010,RO22,2,230.0
2015,NUTS,2010,RO22,2,258.0
2016,NUTS,2010,RO22,2,342.0
2017,NUTS,2010,RO22,2,404.0
2018,NUTS,2010,RO22,2,479.0
2019,NUTS,2010,RO22,2,408.0
2011,NUTS,2010,RO3,1,2175.0
2012,NUTS,2010,RO3,1,2398.0
2013,NUTS,2010,RO3,1,3208.0
2014,NUTS,2010,RO3,1,2899.0
2015,NUTS,2010,RO3,1,3449.0
2016,NUTS,2010,RO3,1,3349.0
2017,NUTS,2010,RO3,1,3125.0
2018,NUTS,2010,RO3,1,2942.0
2019,NUTS,2010,RO3,1,2791.0
2011,NUTS,2010,RO31,2,206.0
2012,NUTS,2010,RO31,2,211.0
2013,NUTS,2010,RO31,2,207.0
2014,NUTS,2010,RO31,2,200.0
2015,NUTS,2010,RO31,2,221.0
2016,NUTS,2010,RO31,2,220.0
2017,NUTS,2010,RO31,2,152.0
2018,NUTS,2010,RO31,2,162.0
2019,NUTS,2010,RO31,2,162.0
2011,NUTS,2010,RO32,2,1969.0
2012,NUTS,2010,RO32,2,2187.0
2013,NUTS,2010,RO32,2,3001.0
2014,NUTS,2010,RO32,2,2699.0
2015,NUTS,2010,RO32,2,3228.0
2016,NUTS,2010,RO32,2,3129.0
2017,NUTS,2010,RO32,2,2973.0
2018,NUTS,2010,RO32,2,2780.0
2019,NUTS,2010,RO32,2,2629.0
2011,NUTS,2010,RO4,1,2785.0
2012,NUTS,2010,RO4,1,2492.0
2013,NUTS,2010,RO4,1,2644.0
2014,NUTS,2010,RO4,1,2460.0
2015,NUTS,2010,RO4,1,2072.0
2016,NUTS,2010,RO4,1,1881.0
2017,NUTS,2010,RO4,1,1865.0
2018,NUTS,2010,RO4,1,1056.0
2019,NUTS,2010,RO4,1,967.0
2011,NUTS,2010,RO41,2,1198.0
2012,NUTS,2010,RO41,2,1160.0
2013,NUTS,2010,RO41,2,1129.0
2014,NUTS,2010,RO41,2,802.0
2015,NUTS,2010,RO41,2,747.0
2016,NUTS,2010,RO41,2,752.0
2017,NUTS,2010,RO41,2,758.0
2018,NUTS,2010,RO41,2,179.0
2019,NUTS,2010,RO41,2,180.0
2011,NUTS,2010,RO42,2,1587.0
2012,NUTS,2010,RO42,2,1332.0
2013,NUTS,2010,RO42,2,1515.0
2014,NUTS,2010,RO42,2,1658.0
2015,NUTS,2010,RO42,2,1325.0
2016,NUTS,2010,RO42,2,1129.0
2017,NUTS,2010,RO42,2,1107.0
2018,NUTS,2010,RO42,2,877.0
2019,NUTS,2010,RO42,2,787.0
2011,NUTS,2010,RS,0,11668.0
2012,NUTS,2010,RS,0,11421.0
2013,NUTS,2010,RS,0,11808.0
2014,NUTS,2010,RS,0,11671.0
2015,NUTS,2010,RS,0,13081.0
2016,NUTS,2010,RS,0,12681.0
2017,NUTS,2010,RS,0,12463.0
2018,NUTS,2010,RS,0,12609.0
2019,NUTS,2010,RS,0,12234.0
2020,NUTS,2010,RS,0,12768.0
2018,NUTS,2010,RS1,1,9595.0
2019,NUTS,2010,RS1,1,9435.0
2020,NUTS,2010,RS1,1,10018.0
2018,NUTS,2010,RS11,2,6178.0
2019,NUTS,2010,RS11,2,6221.0
2020,NUTS,2010,RS11,2,6643.0
2018,NUTS,2010,RS12,2,3417.0
2019,NUTS,2010,RS12,2,3214.0
2020,NUTS,2010,RS12,2,3375.0
2018,NUTS,2010,RS2,1,3014.0
2019,NUTS,2010,RS2,1,2799.0
2020,NUTS,2010,RS2,1,2750.0
2018,NUTS,2010,RS21,2,1258.0
2019,NUTS,2010,RS21,2,1039.0
2020,NUTS,2010,RS21,2,1090.0
2018,NUTS,2010,RS22,2,1755.0
2019,NUTS,2010,RS22,2,1761.0
2020,NUTS,2010,RS22,2,1660.0
2011,NUTS,2010,RU,0,121151.0
2012,NUTS,2010,RU,0,119360.0
2013,NUTS,2010,RU,0,118971.0
2014,NUTS,2010,RU,0,121526.0
2015,NUTS,2010,RU,0,121680.0
2017,NUTS,2010,RU,0,101628.0
2018,NUTS,2010,RU,0,107756.0
2019,NUTS,2010,RU,0,116732.0
2011,NUTS,2010,SE,0,20010.0
2012,NUTS,2010,SE,0,21781.0
2013,NUTS,2010,SE,0,21004.0
2014,NUTS,2010,SE,0,22410.0
2015,NUTS,2010,SE,0,21435.0
2016,NUTS,2010,SE,0,21918.0
2017,NUTS,2010,SE,0,20196.0
2018,NUTS,2010,SE,0,19453.0
2019,NUTS,2010,SE,0,22080.0
2020,NUTS,2010,SE,0,21555.0
2011,NUTS,2010,SE1,1,10373.0
2013,NUTS,2010,SE1,1,10057.0
2015,NUTS,2010,SE1,1,10293.0
2017,NUTS,2010,SE1,1,10065.0
2019,NUTS,2010,SE1,1,10831.0
2011,NUTS,2010,SE11,2,5865.0
2013,NUTS,2010,SE11,2,5556.0
2015,NUTS,2010,SE11,2,5815.0
2017,NUTS,2010,SE11,2,5786.0
2019,NUTS,2010,SE11,2,5960.0
2011,NUTS,2010,SE12,2,4508.0
2013,NUTS,2010,SE12,2,4501.0
2015,NUTS,2010,SE12,2,4478.0
2017,NUTS,2010,SE12,2,4278.0
2019,NUTS,2010,SE12,2,4871.0
2011,NUTS,2010,SE2,1,6866.0
2013,NUTS,2010,SE2,1,6598.0
2015,NUTS,2010,SE2,1,6956.0
2017,NUTS,2010,SE2,1,6599.0
2019,NUTS,2010,SE2,1,7608.0
2011,NUTS,2010,SE21,2,490.0
2013,NUTS,2010,SE21,2,469.0
2015,NUTS,2010,SE21,2,497.0
2017,NUTS,2010,SE21,2,530.0
2019,NUTS,2010,SE21,2,607.0
2011,NUTS,2010,SE22,2,2994.0
2013,NUTS,2010,SE22,2,2888.0
2015,NUTS,2010,SE22,2,3036.0
2017,NUTS,2010,SE22,2,2695.0
2019,NUTS,2010,SE22,2,3247.0
2011,NUTS,2010,SE23,2,3383.0
2013,NUTS,2010,SE23,2,3242.0
2015,NUTS,2010,SE23,2,3424.0
2017,NUTS,2010,SE23,2,3374.0
2019,NUTS,2010,SE23,2,3753.0
2011,NUTS,2010,SE3,1,2770.0
2013,NUTS,2010,SE3,1,2449.0
2015,NUTS,2010,SE3,1,2786.0
2017,NUTS,2010,SE3,1,2432.0
2019,NUTS,2010,SE3,1,2636.0
2011,NUTS,2010,SE31,2,496.0
2013,NUTS,2010,SE31,2,411.0
2015,NUTS,2010,SE31,2,473.0
2017,NUTS,2010,SE31,2,516.0
2019,NUTS,2010,SE31,2,497.0
2011,NUTS,2010,SE32,2,251.0
2013,NUTS,2010,SE32,2,211.0
2015,NUTS,2010,SE32,2,193.0
2017,NUTS,2010,SE32,2,210.0
2019,NUTS,2010,SE32,2,231.0
2011,NUTS,2010,SE33,2,2023.0
2013,NUTS,2010,SE33,2,1827.0
2015,NUTS,2010,SE33,2,2121.0
2017,NUTS,2010,SE33,2,1706.0
2019,NUTS,2010,SE33,2,1908.0
2011,NUTS,2010,SI,0,3003.0
2012,NUTS,2010,SI,0,2926.0
2013,NUTS,2010,SI,0,2805.0
2014,NUTS,2010,SI,0,2667.0
2015,NUTS,2010,SI,0,2555.0
2016,NUTS,2010,SI,0,2321.0
2017,NUTS,2010,SI,0,2395.0
2018,NUTS,2010,SI,0,2659.0
2019,NUTS,2010,SI,0,2888.0
2020,NUTS,2010,SI,0,2766.0
2011,NUTS,2010,SI0,1,3003.0
2012,NUTS,2010,SI0,1,2926.0
2013,NUTS,2010,SI0,1,2805.0
2014,NUTS,2010,SI0,1,2667.0
2015,NUTS,2010,SI0,1,2555.0
2016,NUTS,2010,SI0,1,2321.0
2017,NUTS,2010,SI0,1,2395.0
2018,NUTS,2010,SI0,1,2659.0
2019,NUTS,2010,SI0,1,2888.0
2013,NUTS,2010,SI03,2,589.0
2014,NUTS,2010,SI03,2,576.0
2015,NUTS,2010,SI03,2,500.0
2016,NUTS,2010,SI03,2,381.0
2017,NUTS,2010,SI03,2,371.0
2018,NUTS,2010,SI03,2,415.0
2019,NUTS,2010,SI03,2,467.0
2013,NUTS,2010,SI04,2,2216.0
2014,NUTS,2010,SI04,2,2091.0
2015,NUTS,2010,SI04,2,2055.0
2016,NUTS,2010,SI04,2,1940.0
2017,NUTS,2010,SI04,2,2024.0
2018,NUTS,2010,SI04,2,2244.0
2019,NUTS,2010,SI04,2,2420.0
2011,NUTS,2010,SK,0,10712.0
2012,NUTS,2010,SK,0,10124.0
2013,NUTS,2010,SK,0,9969.0
2014,NUTS,2010,SK,0,9297.0
2015,NUTS,2010,SK,0,8815.0
2016,NUTS,2010,SK,0,8623.0
2017,NUTS,2010,SK,0,9056.0
2018,NUTS,2010,SK,0,9620.0
2019,NUTS,2010,SK,0,9996.0
2020,NUTS,2010,SK,0,10234.0
2011,NUTS,2010,SK01,2,5837.0
2012,NUTS,2010,SK01,2,5254.0
2013,NUTS,2010,SK01,2,4614.0
2014,NUTS,2010,SK01,2,4331.0
2015,NUTS,2010,SK01,2,4081.0
