year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_eur_pnp
2005,NUTS,2010,CZ03,2,0.491
2006,NUTS,2010,CZ03,2,0.619
2007,NUTS,2010,CZ03,2,0.134
2008,NUTS,2010,CZ03,2,0.242
2009,NUTS,2010,CZ03,2,1.413
2010,NUTS,2010,CZ03,2,1.426
2011,NUTS,2010,CZ03,2,0.762
2012,NUTS,2010,CZ03,2,2.081
2013,NUTS,2010,CZ03,2,0.407
2014,NUTS,2010,CZ03,2,0.842
2015,NUTS,2010,CZ03,2,3.296
2016,NUTS,2010,CZ03,2,1.049
2017,NUTS,2010,CZ03,2,1.865
2018,NUTS,2010,CZ03,2,1.733
2019,NUTS,2010,CZ03,2,1.378
2020,NUTS,2010,CZ03,2,1.38
2001,NUTS,2010,CZ04,2,0.022
2002,NUTS,2010,CZ04,2,0.037
2003,NUTS,2010,CZ04,2,0.117
2004,NUTS,2010,CZ04,2,0.044
2005,NUTS,2010,CZ04,2,0.0
2006,NUTS,2010,CZ04,2,0.0
2007,NUTS,2010,CZ04,2,0.154
2008,NUTS,2010,CZ04,2,0.028
2009,NUTS,2010,CZ04,2,0.028
2010,NUTS,2010,CZ04,2,0.0
2011,NUTS,2010,CZ04,2,0.0
2012,NUTS,2010,CZ04,2,0.0
2013,NUTS,2010,CZ04,2,0.0
2014,NUTS,2010,CZ04,2,0.0
2015,NUTS,2010,CZ04,2,0.0
2016,NUTS,2010,CZ04,2,0.0
2017,NUTS,2010,CZ04,2,0.0
2018,NUTS,2010,CZ04,2,0.018
2019,NUTS,2010,CZ04,2,0.033
2020,NUTS,2010,CZ04,2,0.035
2001,NUTS,2010,CZ05,2,0.06
2002,NUTS,2010,CZ05,2,0.097
2003,NUTS,2010,CZ05,2,0.119
2004,NUTS,2010,CZ05,2,0.127
2005,NUTS,2010,CZ05,2,0.151
2006,NUTS,2010,CZ05,2,0.115
2007,NUTS,2010,CZ05,2,0.082
2008,NUTS,2010,CZ05,2,0.089
2009,NUTS,2010,CZ05,2,0.085
2010,NUTS,2010,CZ05,2,0.71
2011,NUTS,2010,CZ05,2,1.596
2012,NUTS,2010,CZ05,2,1.308
2013,NUTS,2010,CZ05,2,1.609
2014,NUTS,2010,CZ05,2,0.467
2015,NUTS,2010,CZ05,2,0.098
2016,NUTS,2010,CZ05,2,0.08
2017,NUTS,2010,CZ05,2,0.353
2018,NUTS,2010,CZ05,2,0.005
2019,NUTS,2010,CZ05,2,2.521
2020,NUTS,2010,CZ05,2,2.713
2001,NUTS,2010,CZ06,2,0.183
2002,NUTS,2010,CZ06,2,0.233
2003,NUTS,2010,CZ06,2,0.291
2004,NUTS,2010,CZ06,2,0.167
2005,NUTS,2010,CZ06,2,0.185
2006,NUTS,2010,CZ06,2,0.181
2007,NUTS,2010,CZ06,2,0.179
2008,NUTS,2010,CZ06,2,0.601
2009,NUTS,2010,CZ06,2,0.665
2010,NUTS,2010,CZ06,2,1.767
2011,NUTS,2010,CZ06,2,2.131
2012,NUTS,2010,CZ06,2,1.084
2013,NUTS,2010,CZ06,2,1.486
2014,NUTS,2010,CZ06,2,1.588
2015,NUTS,2010,CZ06,2,2.89
2016,NUTS,2010,CZ06,2,0.364
2017,NUTS,2010,CZ06,2,0.627
2018,NUTS,2010,CZ06,2,1.001
2019,NUTS,2010,CZ06,2,0.762
2020,NUTS,2010,CZ06,2,0.783
2001,NUTS,2010,CZ07,2,0.07
2002,NUTS,2010,CZ07,2,0.072
2003,NUTS,2010,CZ07,2,0.131
2004,NUTS,2010,CZ07,2,0.123
2005,NUTS,2010,CZ07,2,0.162
2006,NUTS,2010,CZ07,2,0.272
2007,NUTS,2010,CZ07,2,0.511
2008,NUTS,2010,CZ07,2,0.533
2009,NUTS,2010,CZ07,2,0.486
2010,NUTS,2010,CZ07,2,0.88
2011,NUTS,2010,CZ07,2,0.498
2012,NUTS,2010,CZ07,2,0.353
2013,NUTS,2010,CZ07,2,0.287
2014,NUTS,2010,CZ07,2,0.495
2015,NUTS,2010,CZ07,2,0.379
2016,NUTS,2010,CZ07,2,0.376
2017,NUTS,2010,CZ07,2,0.284
2018,NUTS,2010,CZ07,2,0.4
2019,NUTS,2010,CZ07,2,0.657
2020,NUTS,2010,CZ07,2,0.698
2001,NUTS,2010,CZ08,2,0.176
2002,NUTS,2010,CZ08,2,0.347
2003,NUTS,2010,CZ08,2,0.226
2004,NUTS,2010,CZ08,2,0.07
2005,NUTS,2010,CZ08,2,0.174
2006,NUTS,2010,CZ08,2,0.189
2007,NUTS,2010,CZ08,2,0.15
2008,NUTS,2010,CZ08,2,0.176
2009,NUTS,2010,CZ08,2,0.036
2010,NUTS,2010,CZ08,2,0.032
2011,NUTS,2010,CZ08,2,2.26
2012,NUTS,2010,CZ08,2,2.629
2013,NUTS,2010,CZ08,2,0.158
2014,NUTS,2010,CZ08,2,3.461
2015,NUTS,2010,CZ08,2,0.321
2016,NUTS,2010,CZ08,2,0.114
2017,NUTS,2010,CZ08,2,0.647
2018,NUTS,2010,CZ08,2,0.756
2019,NUTS,2010,CZ08,2,0.564
2020,NUTS,2010,CZ08,2,0.436
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
1981,NUTS,2010,DE,0,79.561
1982,NUTS,2010,DE,0,84.179
1983,NUTS,2010,DE,0,88.087
1984,NUTS,2010,DE,0,89.365
1985,NUTS,2010,DE,0,98.814
1986,NUTS,2010,DE,0,103.373
1987,NUTS,2010,DE,0,137.188
1988,NUTS,2010,DE,0,139.808
1989,NUTS,2010,DE,0,142.74
1990,NUTS,2010,DE,0,146.197
1981,NUTS,2010,DK,0,4.973
1982,NUTS,2010,DK,0,5.235
1983,NUTS,2010,DK,0,6.149
1984,NUTS,2010,DK,0,7.12
1985,NUTS,2010,DK,0,8.106
1986,NUTS,2010,DK,0,10.837
1987,NUTS,2010,DK,0,13.571
1988,NUTS,2010,DK,0,15.217
1989,NUTS,2010,DK,0,16.647
1990,NUTS,2010,DK,0,19.093
1991,NUTS,2010,DK,0,21.116
1992,NUTS,2010,DK,0,21.065
1993,NUTS,2010,DK,0,21.334
1995,NUTS,2010,DK,0,27.293
1996,NUTS,2010,DK,0,31.647
1997,NUTS,2010,DK,0,27.794
1998,NUTS,2010,DK,0,28.803
1999,NUTS,2010,DK,0,39.271
2000,NUTS,2010,DK,0,34.345
2001,NUTS,2010,DK,0,31.568
2002,NUTS,2010,DK,0,26.243
2003,NUTS,2010,DK,0,32.965
2004,NUTS,2010,DK,0,33.746
2005,NUTS,2010,DK,0,34.068
2006,NUTS,2010,DK,0,32.253
2007,NUTS,2010,DK,0,28.053
2008,NUTS,2010,DK,0,21.162
2009,NUTS,2010,DK,0,29.627
2010,NUTS,2010,DK,0,31.158
2011,NUTS,2010,DK,0,26.896
2012,NUTS,2010,DK,0,31.302
2013,NUTS,2010,DK,0,32.047
2014,NUTS,2010,DK,0,31.658
2015,NUTS,2010,DK,0,29.496
2016,NUTS,2010,DK,0,30.758
2017,NUTS,2010,DK,0,26.618
2018,NUTS,2010,DK,0,31.262
2019,NUTS,2010,DK,0,36.833
2020,NUTS,2010,DK,0,40.246
1981,NUTS,2010,DK0,1,4.973
1982,NUTS,2010,DK0,1,5.235
1983,NUTS,2010,DK0,1,6.149
1984,NUTS,2010,DK0,1,7.12
1985,NUTS,2010,DK0,1,8.106
1986,NUTS,2010,DK0,1,10.837
1987,NUTS,2010,DK0,1,13.571
1988,NUTS,2010,DK0,1,15.217
1989,NUTS,2010,DK0,1,16.647
1990,NUTS,2010,DK0,1,19.093
1991,NUTS,2010,DK0,1,21.116
1992,NUTS,2010,DK0,1,21.065
1993,NUTS,2010,DK0,1,21.334
1995,NUTS,2010,DK0,1,27.293
1996,NUTS,2010,DK0,1,31.647
1997,NUTS,2010,DK0,1,27.794
1998,NUTS,2010,DK0,1,28.803
1999,NUTS,2010,DK0,1,39.271
2000,NUTS,2010,DK0,1,34.345
2001,NUTS,2010,DK0,1,31.535
2002,NUTS,2010,DK0,1,26.243
2003,NUTS,2010,DK0,1,32.971
2004,NUTS,2010,DK0,1,33.737
2005,NUTS,2010,DK0,1,34.068
2006,NUTS,2010,DK0,1,32.253
2007,NUTS,2010,DK0,1,28.052
2008,NUTS,2010,DK0,1,21.162
2009,NUTS,2010,DK0,1,29.627
2010,NUTS,2010,DK0,1,31.158
2011,NUTS,2010,DK0,1,26.896
2012,NUTS,2010,DK0,1,31.302
2013,NUTS,2010,DK0,1,32.033
2014,NUTS,2010,DK0,1,31.792
2015,NUTS,2010,DK0,1,29.496
2016,NUTS,2010,DK0,1,30.758
2017,NUTS,2010,DK0,1,26.618
2018,NUTS,2010,DK0,1,31.262
2019,NUTS,2010,DK0,1,36.833
2020,NUTS,2010,DK0,1,40.246
2007,NUTS,2010,DK01,2,24.783
2009,NUTS,2010,DK01,2,28.648
2010,NUTS,2010,DK01,2,30.613
2011,NUTS,2010,DK01,2,26.352
2012,NUTS,2010,DK01,2,30.146
2013,NUTS,2010,DK01,2,31.001
2014,NUTS,2010,DK01,2,30.853
2015,NUTS,2010,DK01,2,27.887
2016,NUTS,2010,DK01,2,29.281
2017,NUTS,2010,DK01,2,25.677
2019,NUTS,2010,DK01,2,36.164
2007,NUTS,2010,DK02,2,0.094
2009,NUTS,2010,DK02,2,0.724
2010,NUTS,2010,DK02,2,0.545
2011,NUTS,2010,DK02,2,0.545
2012,NUTS,2010,DK02,2,0.537
2013,NUTS,2010,DK02,2,0.469
2014,NUTS,2010,DK02,2,0.537
2015,NUTS,2010,DK02,2,1.207
2016,NUTS,2010,DK02,2,1.075
2017,NUTS,2010,DK02,2,0.538
2019,NUTS,2010,DK02,2,0.67
2007,NUTS,2010,DK03,2,0.0
2009,NUTS,2010,DK03,2,0.255
2010,NUTS,2010,DK03,2,0.0
2011,NUTS,2010,DK03,2,0.0
2012,NUTS,2010,DK03,2,0.618
2013,NUTS,2010,DK03,2,0.55
2014,NUTS,2010,DK03,2,0.402
2015,NUTS,2010,DK03,2,0.402
2016,NUTS,2010,DK03,2,0.403
2017,NUTS,2010,DK03,2,0.403
2007,NUTS,2010,DK04,2,3.175
2009,NUTS,2010,DK04,2,0.0
2010,NUTS,2010,DK04,2,0.0
2011,NUTS,2010,DK04,2,0.0
2012,NUTS,2010,DK04,2,0.0
2013,NUTS,2010,DK04,2,0.0
2014,NUTS,2010,DK04,2,0.0
2015,NUTS,2010,DK04,2,0.0
2016,NUTS,2010,DK04,2,0.0
2017,NUTS,2010,DK04,2,0.0
2007,NUTS,2010,DK05,2,0.0
2010,NUTS,2010,DK05,2,0.0
2011,NUTS,2010,DK05,2,0.0
2012,NUTS,2010,DK05,2,0.0
2013,NUTS,2010,DK05,2,0.0
2014,NUTS,2010,DK05,2,0.0
2015,NUTS,2010,DK05,2,0.0
2016,NUTS,2010,DK05,2,0.0
2017,NUTS,2010,DK05,2,0.403
2007,NUTS,2010,DKZ,1,0.0
2007,NUTS,2010,DKZZ,2,0.0
2000,NUTS,2010,EA19,2,777.765
2001,NUTS,2010,EA19,2,741.551
2002,NUTS,2010,EA19,2,977.335
2003,NUTS,2010,EA19,2,937.145
2004,NUTS,2010,EA19,2,979.285
2005,NUTS,2010,EA19,2,1093.109
2006,NUTS,2010,EA19,2,1435.864
2007,NUTS,2010,EA19,2,1470.533
2008,NUTS,2010,EA19,2,1520.508
2009,NUTS,2010,EA19,2,1595.139
2010,NUTS,2010,EA19,2,1745.175
2011,NUTS,2010,EA19,2,1673.476
2012,NUTS,2010,EA19,2,1648.677
2013,NUTS,2010,EA19,2,1532.506
2014,NUTS,2010,EA19,2,1641.586
2015,NUTS,2010,EA19,2,1731.719
2016,NUTS,2010,EA19,2,1668.652
2017,NUTS,2010,EA19,2,1491.842
2018,NUTS,2010,EA19,2,1562.016
2019,NUTS,2010,EA19,2,1734.967
2020,NUTS,2010,EA19,2,1872.504
1996,NUTS,2010,EE,0,0.131
1997,NUTS,2010,EE,0,0.121
1998,NUTS,2010,EE,0,0.127
1999,NUTS,2010,EE,0,0.16
2000,NUTS,2010,EE,0,0.722
2001,NUTS,2010,EE,0,0.856
2002,NUTS,2010,EE,0,2.505
2003,NUTS,2010,EE,0,2.071
2004,NUTS,2010,EE,0,1.898
2005,NUTS,2010,EE,0,2.288
2006,NUTS,2010,EE,0,2.742
2007,NUTS,2010,EE,0,4.148
2008,NUTS,2010,EE,0,4.333
2009,NUTS,2010,EE,0,4.282
2010,NUTS,2010,EE,0,2.903
2011,NUTS,2010,EE,0,3.498
2012,NUTS,2010,EE,0,4.012
2013,NUTS,2010,EE,0,3.444
2014,NUTS,2010,EE,0,3.424
2015,NUTS,2010,EE,0,5.44
2016,NUTS,2010,EE,0,4.17
2017,NUTS,2010,EE,0,4.3
2018,NUTS,2010,EE,0,6.15
2019,NUTS,2010,EE,0,5.25
2020,NUTS,2010,EE,0,7.9
1996,NUTS,2010,EE0,1,0.131
1997,NUTS,2010,EE0,1,0.121
1998,NUTS,2010,EE0,1,0.127
1999,NUTS,2010,EE0,1,0.16
2000,NUTS,2010,EE0,1,0.722
2001,NUTS,2010,EE0,1,0.856
2002,NUTS,2010,EE0,1,2.505
2003,NUTS,2010,EE0,1,2.071
2004,NUTS,2010,EE0,1,1.898
2005,NUTS,2010,EE0,1,2.288
2006,NUTS,2010,EE0,1,2.742
2007,NUTS,2010,EE0,1,4.148
2008,NUTS,2010,EE0,1,4.333
2009,NUTS,2010,EE0,1,4.282
2010,NUTS,2010,EE0,1,2.903
2011,NUTS,2010,EE0,1,3.498
2012,NUTS,2010,EE0,1,4.012
2013,NUTS,2010,EE0,1,3.444
2014,NUTS,2010,EE0,1,3.424
2015,NUTS,2010,EE0,1,5.44
2016,NUTS,2010,EE0,1,4.17
2017,NUTS,2010,EE0,1,4.3
2018,NUTS,2010,EE0,1,6.15
2019,NUTS,2010,EE0,1,5.25
2020,NUTS,2010,EE0,1,7.9
1996,NUTS,2010,EE00,2,0.131
1997,NUTS,2010,EE00,2,0.121
1998,NUTS,2010,EE00,2,0.127
1999,NUTS,2010,EE00,2,0.16
2000,NUTS,2010,EE00,2,0.722
2001,NUTS,2010,EE00,2,0.856
2002,NUTS,2010,EE00,2,2.505
2003,NUTS,2010,EE00,2,2.071
2004,NUTS,2010,EE00,2,1.898
2005,NUTS,2010,EE00,2,2.288
2006,NUTS,2010,EE00,2,2.742
2007,NUTS,2010,EE00,2,4.148
2008,NUTS,2010,EE00,2,4.333
2009,NUTS,2010,EE00,2,4.282
2010,NUTS,2010,EE00,2,2.903
2011,NUTS,2010,EE00,2,3.498
2012,NUTS,2010,EE00,2,4.012
2013,NUTS,2010,EE00,2,3.444
2014,NUTS,2010,EE00,2,3.424
2015,NUTS,2010,EE00,2,5.44
2016,NUTS,2010,EE00,2,4.17
2017,NUTS,2010,EE00,2,4.3
2018,NUTS,2010,EE00,2,6.15
2019,NUTS,2010,EE00,2,5.25
2020,NUTS,2010,EE00,2,7.9
1993,NUTS,2010,EL,0,2.131
1995,NUTS,2010,EL,0,3.138
1997,NUTS,2010,EL,0,2.324
1999,NUTS,2010,EL,0,2.427
2001,NUTS,2010,EL,0,3.1
2003,NUTS,2010,EL,0,9.13
2004,NUTS,2010,EL,0,9.5
2005,NUTS,2010,EL,0,14.55
2006,NUTS,2010,EL,0,16.4
2007,NUTS,2010,EL,0,16.9
2008,NUTS,2010,EL,0,14.27
2009,NUTS,2010,EL,0,14.81
2010,NUTS,2010,EL,0,15.34
2011,NUTS,2010,EL,0,14.039
2012,NUTS,2010,EL,0,12.8
2013,NUTS,2010,EL,0,18.25
2014,NUTS,2010,EL,0,18.48
2015,NUTS,2010,EL,0,19.11
2016,NUTS,2010,EL,0,15.61
2017,NUTS,2010,EL,0,16.4
2018,NUTS,2010,EL,0,23.14
2019,NUTS,2010,EL,0,19.75
2020,NUTS,2010,EL,0,14.33
1993,NUTS,2010,EL3,1,1.738
1995,NUTS,2010,EL3,1,1.507
1997,NUTS,2010,EL3,1,1.157
1999,NUTS,2010,EL3,1,1.213
2001,NUTS,2010,EL3,1,1.54
2003,NUTS,2010,EL3,1,7.15
2005,NUTS,2010,EL3,1,12.66
2011,NUTS,2010,EL3,1,11.991
2013,NUTS,2010,EL3,1,12.83
2015,NUTS,2010,EL3,1,13.82
2017,NUTS,2010,EL3,1,12.41
2018,NUTS,2010,EL3,1,15.45
2019,NUTS,2010,EL3,1,14.59
1993,NUTS,2010,EL30,2,1.738
1995,NUTS,2010,EL30,2,1.507
1997,NUTS,2010,EL30,2,1.157
1999,NUTS,2010,EL30,2,1.213
2001,NUTS,2010,EL30,2,1.54
2003,NUTS,2010,EL30,2,7.15
2005,NUTS,2010,EL30,2,12.66
2011,NUTS,2010,EL30,2,11.991
2013,NUTS,2010,EL30,2,12.83
2015,NUTS,2010,EL30,2,13.82
2017,NUTS,2010,EL30,2,12.41
2018,NUTS,2010,EL30,2,15.45
2019,NUTS,2010,EL30,2,14.59
1995,NUTS,2010,EL4,1,0.011
2011,NUTS,2010,EL4,1,0.252
2013,NUTS,2010,EL4,1,1.58
2015,NUTS,2010,EL4,1,1.52
2017,NUTS,2010,EL4,1,1.83
2018,NUTS,2010,EL4,1,1.9
2019,NUTS,2010,EL4,1,2.04
2011,NUTS,2010,EL41,2,0.05
2013,NUTS,2010,EL41,2,0.06
2015,NUTS,2010,EL41,2,0.06
2017,NUTS,2010,EL41,2,0.17
2018,NUTS,2010,EL41,2,0.2
2019,NUTS,2010,EL41,2,0.33
2011,NUTS,2010,EL42,2,0.183
2013,NUTS,2010,EL42,2,0.61
2015,NUTS,2010,EL42,2,0.35
2017,NUTS,2010,EL42,2,0.42
2018,NUTS,2010,EL42,2,0.36
2019,NUTS,2010,EL42,2,0.4
1995,NUTS,2010,EL43,2,0.011
2011,NUTS,2010,EL43,2,0.018
2013,NUTS,2010,EL43,2,0.91
2015,NUTS,2010,EL43,2,1.11
2017,NUTS,2010,EL43,2,1.24
2018,NUTS,2010,EL43,2,1.34
2019,NUTS,2010,EL43,2,1.31
2011,NUTS,2010,EL5,1,1.585
2013,NUTS,2010,EL5,1,3.49
2015,NUTS,2010,EL5,1,3.5
2017,NUTS,2010,EL5,1,1.62
2018,NUTS,2010,EL5,1,2.67
2019,NUTS,2010,EL5,1,2.3
1995,NUTS,2010,EL51,2,0.011
2011,NUTS,2010,EL51,2,0.0
2013,NUTS,2010,EL51,2,0.05
2015,NUTS,2010,EL51,2,0.05
2017,NUTS,2010,EL51,2,0.1
2018,NUTS,2010,EL51,2,0.1
2019,NUTS,2010,EL51,2,0.04
1993,NUTS,2010,EL52,2,0.393
1995,NUTS,2010,EL52,2,1.485
1997,NUTS,2010,EL52,2,0.98
1999,NUTS,2010,EL52,2,1.057
2001,NUTS,2010,EL52,2,1.36
2003,NUTS,2010,EL52,2,1.41
2005,NUTS,2010,EL52,2,1.47
2011,NUTS,2010,EL52,2,1.24
2013,NUTS,2010,EL52,2,2.95
2015,NUTS,2010,EL52,2,3.02
2017,NUTS,2010,EL52,2,1.04
2018,NUTS,2010,EL52,2,2.09
2019,NUTS,2010,EL52,2,1.91
2011,NUTS,2010,EL53,2,0.237
2013,NUTS,2010,EL53,2,0.19
2015,NUTS,2010,EL53,2,0.13
2017,NUTS,2010,EL53,2,0.25
2018,NUTS,2010,EL53,2,0.27
2019,NUTS,2010,EL53,2,0.15
2011,NUTS,2010,EL54,2,0.108
2013,NUTS,2010,EL54,2,0.3
2015,NUTS,2010,EL54,2,0.3
2017,NUTS,2010,EL54,2,0.23
2018,NUTS,2010,EL54,2,0.21
2019,NUTS,2010,EL54,2,0.2
2011,NUTS,2010,EL6,1,0.212
2013,NUTS,2010,EL6,1,0.35
2015,NUTS,2010,EL6,1,0.27
2017,NUTS,2010,EL6,1,0.54
2018,NUTS,2010,EL6,1,3.12
2019,NUTS,2010,EL6,1,0.82
2011,NUTS,2010,EL61,2,0.054
2013,NUTS,2010,EL61,2,0.06
2015,NUTS,2010,EL61,2,0.05
2017,NUTS,2010,EL61,2,0.12
2018,NUTS,2010,EL61,2,0.13
2019,NUTS,2010,EL61,2,0.1
2011,NUTS,2010,EL62,2,0.0
2013,NUTS,2010,EL62,2,0.0
2015,NUTS,2010,EL62,2,0.0
2017,NUTS,2010,EL62,2,0.01
2018,NUTS,2010,EL62,2,0.0
2019,NUTS,2010,EL62,2,0.0
2011,NUTS,2010,EL63,2,0.0
2013,NUTS,2010,EL63,2,0.04
2015,NUTS,2010,EL63,2,0.01
2017,NUTS,2010,EL63,2,0.0
2018,NUTS,2010,EL63,2,0.0
2019,NUTS,2010,EL63,2,0.0
2011,NUTS,2010,EL64,2,0.05
2013,NUTS,2010,EL64,2,0.05
2015,NUTS,2010,EL64,2,0.05
2017,NUTS,2010,EL64,2,0.05
2018,NUTS,2010,EL64,2,0.0
2019,NUTS,2010,EL64,2,0.0
1995,NUTS,2010,EL65,2,0.113
1997,NUTS,2010,EL65,2,0.176
1999,NUTS,2010,EL65,2,0.157
2001,NUTS,2010,EL65,2,0.18
2003,NUTS,2010,EL65,2,0.57
2005,NUTS,2010,EL65,2,0.42
2011,NUTS,2010,EL65,2,0.108
2013,NUTS,2010,EL65,2,0.2
2015,NUTS,2010,EL65,2,0.16
2017,NUTS,2010,EL65,2,0.36
2018,NUTS,2010,EL65,2,2.99
2019,NUTS,2010,EL65,2,0.72
2011,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZ,1,0.0
2018,NUTS,2010,ELZ,1,0.0
2011,NUTS,2010,ELZZ,2,0.0
2015,NUTS,2010,ELZZ,2,0.0
2018,NUTS,2010,ELZZ,2,0.0
1986,NUTS,2010,ES,0,9.771
1987,NUTS,2010,ES,0,13.695
1988,NUTS,2010,ES,0,16.48
1989,NUTS,2010,ES,0,13.525
1990,NUTS,2010,ES,0,17.985
1991,NUTS,2010,ES,0,19.317
1992,NUTS,2010,ES,0,23.228
1993,NUTS,2010,ES,0,36.153
1994,NUTS,2010,ES,0,33.364
1995,NUTS,2010,ES,0,40.675
1996,NUTS,2010,ES,0,43.866
1997,NUTS,2010,ES,0,44.706
1998,NUTS,2010,ES,0,51.617
1999,NUTS,2010,ES,0,50.4
2000,NUTS,2010,ES,0,51.34
2001,NUTS,2010,ES,0,51.758
2002,NUTS,2010,ES,0,17.435
2003,NUTS,2010,ES,0,15.873
2004,NUTS,2010,ES,0,11.674
2005,NUTS,2010,ES,0,13.857
2006,NUTS,2010,ES,0,21.127
2007,NUTS,2010,ES,0,21.031
2008,NUTS,2010,ES,0,23.17
2009,NUTS,2010,ES,0,28.988
2010,NUTS,2010,ES,0,28.3
2011,NUTS,2010,ES,0,23.517
2012,NUTS,2010,ES,0,25.107
2013,NUTS,2010,ES,0,21.551
2014,NUTS,2010,ES,0,21.58
2015,NUTS,2010,ES,0,27.0
2016,NUTS,2010,ES,0,32.0
2017,NUTS,2010,ES,0,30.0
2018,NUTS,2010,ES,0,39.0
2019,NUTS,2010,ES,0,42.0
2020,NUTS,2010,ES,0,46.0
1987,NUTS,2010,ES1,1,0.269
1988,NUTS,2010,ES1,1,0.278
1989,NUTS,2010,ES1,1,0.128
1990,NUTS,2010,ES1,1,0.116
1991,NUTS,2010,ES1,1,0.22
1992,NUTS,2010,ES1,1,0.163
1993,NUTS,2010,ES1,1,0.034
1994,NUTS,2010,ES1,1,0.042
1995,NUTS,2010,ES1,1,2.573
1996,NUTS,2010,ES1,1,2.784
1997,NUTS,2010,ES1,1,2.748
1998,NUTS,2010,ES1,1,3.175
1999,NUTS,2010,ES1,1,1.5
2000,NUTS,2010,ES1,1,6.6
2001,NUTS,2010,ES1,1,2.7
2002,NUTS,2010,ES1,1,3.2
2003,NUTS,2010,ES1,1,0.11
2004,NUTS,2010,ES1,1,0.46
2005,NUTS,2010,ES1,1,0.488
2006,NUTS,2010,ES1,1,3.111
2007,NUTS,2010,ES1,1,4.023
2008,NUTS,2010,ES1,1,4.367
2009,NUTS,2010,ES1,1,3.854
2010,NUTS,2010,ES1,1,3.173
2011,NUTS,2010,ES1,1,2.87
2012,NUTS,2010,ES1,1,3.546
2013,NUTS,2010,ES1,1,3.479
2015,NUTS,2010,ES1,1,3.0
2016,NUTS,2010,ES1,1,5.0
2017,NUTS,2010,ES1,1,5.0
2018,NUTS,2010,ES1,1,5.0
1989,NUTS,2010,ES11,2,0.128
1990,NUTS,2010,ES11,2,0.116
1991,NUTS,2010,ES11,2,0.078
1992,NUTS,2010,ES11,2,0.075
1993,NUTS,2010,ES11,2,0.034
1994,NUTS,2010,ES11,2,0.042
1995,NUTS,2010,ES11,2,0.082
1996,NUTS,2010,ES11,2,0.083
1997,NUTS,2010,ES11,2,0.08
1998,NUTS,2010,ES11,2,0.09
2000,NUTS,2010,ES11,2,1.1
2001,NUTS,2010,ES11,2,1.2
2002,NUTS,2010,ES11,2,0.8
2003,NUTS,2010,ES11,2,0.08
2004,NUTS,2010,ES11,2,0.07
2005,NUTS,2010,ES11,2,0.065
2006,NUTS,2010,ES11,2,0.12
2007,NUTS,2010,ES11,2,0.202
2008,NUTS,2010,ES11,2,0.291
2009,NUTS,2010,ES11,2,0.461
2010,NUTS,2010,ES11,2,0.087
2014,NUTS,2010,ES11,2,0.118
2015,NUTS,2010,ES11,2,0.0
2016,NUTS,2010,ES11,2,2.0
2017,NUTS,2010,ES11,2,2.0
2018,NUTS,2010,ES11,2,3.0
2019,NUTS,2010,ES11,2,2.0
1991,NUTS,2010,ES12,2,0.078
1992,NUTS,2010,ES12,2,0.088
1995,NUTS,2010,ES12,2,0.102
1996,NUTS,2010,ES12,2,0.104
1997,NUTS,2010,ES12,2,0.01
1998,NUTS,2010,ES12,2,0.02
1999,NUTS,2010,ES12,2,0.02
2000,NUTS,2010,ES12,2,2.5
2001,NUTS,2010,ES12,2,0.1
2002,NUTS,2010,ES12,2,0.5
2003,NUTS,2010,ES12,2,0.02
2004,NUTS,2010,ES12,2,0.01
2005,NUTS,2010,ES12,2,0.015
2006,NUTS,2010,ES12,2,0.169
2007,NUTS,2010,ES12,2,0.274
2008,NUTS,2010,ES12,2,0.863
2009,NUTS,2010,ES12,2,0.242
2010,NUTS,2010,ES12,2,0.349
2012,NUTS,2010,ES12,2,0.256
2013,NUTS,2010,ES12,2,0.137
2014,NUTS,2010,ES12,2,0.138
2015,NUTS,2010,ES12,2,0.0
2016,NUTS,2010,ES12,2,0.0
2017,NUTS,2010,ES12,2,0.0
2018,NUTS,2010,ES12,2,0.0
2019,NUTS,2010,ES12,2,0.0
1987,NUTS,2010,ES13,2,0.269
1988,NUTS,2010,ES13,2,0.278
1991,NUTS,2010,ES13,2,0.052
1995,NUTS,2010,ES13,2,2.399
1996,NUTS,2010,ES13,2,2.588
1997,NUTS,2010,ES13,2,2.658
1998,NUTS,2010,ES13,2,3.065
1999,NUTS,2010,ES13,2,1.48
2000,NUTS,2010,ES13,2,3.0
2001,NUTS,2010,ES13,2,1.4
2002,NUTS,2010,ES13,2,1.9
2003,NUTS,2010,ES13,2,0.0
2004,NUTS,2010,ES13,2,0.37
2005,NUTS,2010,ES13,2,0.408
2006,NUTS,2010,ES13,2,2.822
2007,NUTS,2010,ES13,2,3.547
2008,NUTS,2010,ES13,2,3.213
2009,NUTS,2010,ES13,2,3.151
