year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_bes_mio_pps_kp05
2013,NUTS,2010,NO,0,1724.453
2014,NUTS,2010,NO,0,1868.149
2015,NUTS,2010,NO,0,2156.076
2016,NUTS,2010,NO,0,2275.899
2017,NUTS,2010,NO,0,2361.267
2018,NUTS,2010,NO,0,2280.957
2019,NUTS,2010,NO,0,2488.722
2020,NUTS,2010,NO,0,2676.319
2011,NUTS,2010,NO0,1,1626.878
2012,NUTS,2010,NO0,1,1667.594
2013,NUTS,2010,NO0,1,1724.453
2014,NUTS,2010,NO0,1,1868.149
2015,NUTS,2010,NO0,1,2156.076
2016,NUTS,2010,NO0,1,2275.899
2017,NUTS,2010,NO0,1,2361.267
2018,NUTS,2010,NO0,1,2280.963
2019,NUTS,2010,NO0,1,2488.716
2011,NUTS,2010,NO01,2,742.458
2012,NUTS,2010,NO01,2,689.286
2013,NUTS,2010,NO01,2,692.801
2014,NUTS,2010,NO01,2,731.729
2015,NUTS,2010,NO01,2,853.228
2016,NUTS,2010,NO01,2,897.747
2017,NUTS,2010,NO01,2,922.44
2018,NUTS,2010,NO01,2,875.106
2019,NUTS,2010,NO01,2,959.241
2011,NUTS,2010,NO02,2,32.847
2012,NUTS,2010,NO02,2,30.901
2013,NUTS,2010,NO02,2,39.584
2014,NUTS,2010,NO02,2,40.489
2015,NUTS,2010,NO02,2,44.344
2016,NUTS,2010,NO02,2,48.447
2017,NUTS,2010,NO02,2,53.47
2018,NUTS,2010,NO02,2,52.338
2019,NUTS,2010,NO02,2,49.182
2011,NUTS,2010,NO03,2,243.79
2012,NUTS,2010,NO03,2,247.968
2013,NUTS,2010,NO03,2,276.905
2014,NUTS,2010,NO03,2,305.909
2015,NUTS,2010,NO03,2,329.992
2016,NUTS,2010,NO03,2,346.104
2017,NUTS,2010,NO03,2,341.844
2018,NUTS,2010,NO03,2,344.53
2019,NUTS,2010,NO03,2,362.902
2011,NUTS,2010,NO04,2,144.322
2012,NUTS,2010,NO04,2,160.702
2013,NUTS,2010,NO04,2,182.064
2014,NUTS,2010,NO04,2,195.648
2015,NUTS,2010,NO04,2,225.282
2016,NUTS,2010,NO04,2,264.46
2017,NUTS,2010,NO04,2,268.092
2018,NUTS,2010,NO04,2,260.229
2019,NUTS,2010,NO04,2,271.843
2011,NUTS,2010,NO05,2,156.632
2012,NUTS,2010,NO05,2,161.91
2013,NUTS,2010,NO05,2,165.289
2014,NUTS,2010,NO05,2,197.546
2015,NUTS,2010,NO05,2,236.266
2016,NUTS,2010,NO05,2,246.627
2017,NUTS,2010,NO05,2,291.385
2018,NUTS,2010,NO05,2,302.93
2019,NUTS,2010,NO05,2,336.398
2011,NUTS,2010,NO06,2,272.712
2012,NUTS,2010,NO06,2,332.253
2013,NUTS,2010,NO06,2,325.514
2014,NUTS,2010,NO06,2,344.99
2015,NUTS,2010,NO06,2,402.08
2016,NUTS,2010,NO06,2,388.792
2017,NUTS,2010,NO06,2,396.262
2018,NUTS,2010,NO06,2,356.765
2019,NUTS,2010,NO06,2,419.009
2011,NUTS,2010,NO07,2,34.055
2012,NUTS,2010,NO07,2,42.826
2013,NUTS,2010,NO07,2,40.691
2014,NUTS,2010,NO07,2,51.728
2015,NUTS,2010,NO07,2,64.672
2016,NUTS,2010,NO07,2,83.722
2017,NUTS,2010,NO07,2,87.781
2018,NUTS,2010,NO07,2,89.059
2019,NUTS,2010,NO07,2,90.148
2011,NUTS,2010,PL,0,1292.892
2012,NUTS,2010,PL,0,1915.655
2013,NUTS,2010,PL,0,2249.557
2014,NUTS,2010,PL,0,2679.284
2015,NUTS,2010,PL,0,2963.216
2016,NUTS,2010,PL,0,4137.907
2017,NUTS,2010,PL,0,4575.868
2018,NUTS,2010,PL,0,5774.901
2019,NUTS,2010,PL,0,6282.854
2020,NUTS,2010,PL,0,6456.404
2011,NUTS,2010,PL1,1,482.301
2012,NUTS,2010,PL1,1,671.222
2013,NUTS,2010,PL1,1,916.779
2014,NUTS,2010,PL1,1,1178.947
2015,NUTS,2010,PL1,1,1154.617
2011,NUTS,2010,PL11,2,37.558
2012,NUTS,2010,PL11,2,66.633
2013,NUTS,2010,PL11,2,59.643
2014,NUTS,2010,PL11,2,75.839
2015,NUTS,2010,PL11,2,104.946
2011,NUTS,2010,PL12,2,444.744
2012,NUTS,2010,PL12,2,604.589
2013,NUTS,2010,PL12,2,857.172
2014,NUTS,2010,PL12,2,1103.073
2015,NUTS,2010,PL12,2,1049.671
2011,NUTS,2010,PL2,1,257.873
2012,NUTS,2010,PL2,1,471.242
2013,NUTS,2010,PL2,1,487.871
2014,NUTS,2010,PL2,1,509.669
2015,NUTS,2010,PL2,1,594.517
2016,NUTS,2010,PL2,1,1143.337
2017,NUTS,2010,PL2,1,994.066
2018,NUTS,2010,PL2,1,1270.862
2019,NUTS,2010,PL2,1,1361.733
2011,NUTS,2010,PL21,2,112.012
2012,NUTS,2010,PL21,2,220.217
2013,NUTS,2010,PL21,2,252.946
2014,NUTS,2010,PL21,2,307.267
2015,NUTS,2010,PL21,2,332.523
2016,NUTS,2010,PL21,2,863.262
2017,NUTS,2010,PL21,2,646.253
2018,NUTS,2010,PL21,2,826.963
2019,NUTS,2010,PL21,2,832.026
2011,NUTS,2010,PL22,2,145.862
2012,NUTS,2010,PL22,2,251.024
2013,NUTS,2010,PL22,2,234.961
2014,NUTS,2010,PL22,2,202.402
2015,NUTS,2010,PL22,2,261.96
2016,NUTS,2010,PL22,2,280.075
2017,NUTS,2010,PL22,2,347.778
2018,NUTS,2010,PL22,2,443.9
2019,NUTS,2010,PL22,2,529.707
2011,NUTS,2010,PL3,1,178.426
2012,NUTS,2010,PL3,1,245.828
2013,NUTS,2010,PL3,1,295.247
2014,NUTS,2010,PL3,1,326.227
2015,NUTS,2010,PL3,1,372.683
2011,NUTS,2010,PL31,2,27.902
2012,NUTS,2010,PL31,2,38.851
2013,NUTS,2010,PL31,2,28.713
2014,NUTS,2010,PL31,2,37.137
2015,NUTS,2010,PL31,2,62.707
2011,NUTS,2010,PL32,2,117.556
2012,NUTS,2010,PL32,2,165.111
2013,NUTS,2010,PL32,2,230.241
2014,NUTS,2010,PL32,2,253.945
2015,NUTS,2010,PL32,2,238.004
2012,NUTS,2010,PL33,2,30.254
2013,NUTS,2010,PL33,2,20.596
2014,NUTS,2010,PL33,2,17.679
2015,NUTS,2010,PL33,2,40.372
2012,NUTS,2010,PL34,2,11.613
2013,NUTS,2010,PL34,2,15.697
2014,NUTS,2010,PL34,2,17.466
2015,NUTS,2010,PL34,2,31.6
2011,NUTS,2010,PL4,1,96.813
2012,NUTS,2010,PL4,1,120.654
2013,NUTS,2010,PL4,1,150.538
2014,NUTS,2010,PL4,1,156.195
2015,NUTS,2010,PL4,1,218.135
2016,NUTS,2010,PL4,1,251.699
2017,NUTS,2010,PL4,1,322.161
2018,NUTS,2010,PL4,1,388.665
2019,NUTS,2010,PL4,1,436.618
2011,NUTS,2010,PL41,2,74.601
2012,NUTS,2010,PL41,2,94.787
2013,NUTS,2010,PL41,2,122.576
2014,NUTS,2010,PL41,2,123.149
2015,NUTS,2010,PL41,2,168.005
2016,NUTS,2010,PL41,2,197.966
2017,NUTS,2010,PL41,2,223.417
2018,NUTS,2010,PL41,2,268.012
2019,NUTS,2010,PL41,2,311.783
2012,NUTS,2010,PL42,2,16.256
2014,NUTS,2010,PL42,2,20.347
2015,NUTS,2010,PL42,2,30.156
2016,NUTS,2010,PL42,2,34.171
2017,NUTS,2010,PL42,2,55.785
2018,NUTS,2010,PL42,2,62.673
2012,NUTS,2010,PL43,2,9.612
2014,NUTS,2010,PL43,2,12.735
2015,NUTS,2010,PL43,2,19.975
2016,NUTS,2010,PL43,2,19.561
2017,NUTS,2010,PL43,2,42.959
2018,NUTS,2010,PL43,2,57.98
2011,NUTS,2010,PL5,1,139.253
2012,NUTS,2010,PL5,1,187.084
2013,NUTS,2010,PL5,1,183.22
2014,NUTS,2010,PL5,1,236.729
2015,NUTS,2010,PL5,1,280.631
2016,NUTS,2010,PL5,1,274.983
2017,NUTS,2010,PL5,1,370.844
2018,NUTS,2010,PL5,1,477.723
2019,NUTS,2010,PL5,1,539.955
2011,NUTS,2010,PL51,2,120.75
2012,NUTS,2010,PL51,2,177.36
2013,NUTS,2010,PL51,2,173.172
2014,NUTS,2010,PL51,2,224.35
2015,NUTS,2010,PL51,2,262.312
2016,NUTS,2010,PL51,2,250.961
2017,NUTS,2010,PL51,2,328.815
2018,NUTS,2010,PL51,2,408.048
2019,NUTS,2010,PL51,2,492.661
2011,NUTS,2010,PL52,2,18.503
2012,NUTS,2010,PL52,2,9.724
2013,NUTS,2010,PL52,2,10.048
2014,NUTS,2010,PL52,2,12.379
2015,NUTS,2010,PL52,2,18.319
2016,NUTS,2010,PL52,2,24.022
2017,NUTS,2010,PL52,2,42.029
2018,NUTS,2010,PL52,2,69.675
2019,NUTS,2010,PL52,2,47.294
2011,NUTS,2010,PL6,1,138.188
2012,NUTS,2010,PL6,1,219.615
2013,NUTS,2010,PL6,1,215.866
2014,NUTS,2010,PL6,1,271.518
2015,NUTS,2010,PL6,1,342.598
2016,NUTS,2010,PL6,1,401.376
2017,NUTS,2010,PL6,1,449.419
2018,NUTS,2010,PL6,1,633.837
2019,NUTS,2010,PL6,1,744.681
2011,NUTS,2010,PL61,2,20.486
2012,NUTS,2010,PL61,2,41.713
2013,NUTS,2010,PL61,2,30.787
2014,NUTS,2010,PL61,2,49.693
2015,NUTS,2010,PL61,2,83.738
2016,NUTS,2010,PL61,2,66.726
2017,NUTS,2010,PL61,2,99.917
2018,NUTS,2010,PL61,2,134.796
2011,NUTS,2010,PL62,2,8.664
2012,NUTS,2010,PL62,2,28.923
2013,NUTS,2010,PL62,2,10.87
2014,NUTS,2010,PL62,2,9.249
2015,NUTS,2010,PL62,2,10.71
2016,NUTS,2010,PL62,2,25.145
2017,NUTS,2010,PL62,2,45.304
2018,NUTS,2010,PL62,2,44.17
2011,NUTS,2010,PL63,2,109.075
2012,NUTS,2010,PL63,2,148.979
2013,NUTS,2010,PL63,2,174.209
2014,NUTS,2010,PL63,2,212.54
2015,NUTS,2010,PL63,2,248.185
2016,NUTS,2010,PL63,2,309.505
2017,NUTS,2010,PL63,2,304.198
2018,NUTS,2010,PL63,2,454.871
2019,NUTS,2010,PL63,2,526.807
2016,NUTS,2010,PL7,1,143.883
2017,NUTS,2010,PL7,1,189.352
2018,NUTS,2010,PL7,1,275.652
2019,NUTS,2010,PL7,1,244.173
2016,NUTS,2010,PL71,2,118.738
2017,NUTS,2010,PL71,2,151.599
2018,NUTS,2010,PL71,2,208.373
2019,NUTS,2010,PL71,2,191.35
2016,NUTS,2010,PL72,2,25.145
2017,NUTS,2010,PL72,2,37.753
2018,NUTS,2010,PL72,2,67.28
2019,NUTS,2010,PL72,2,52.822
2016,NUTS,2010,PL8,1,281.234
2017,NUTS,2010,PL8,1,323.54
2018,NUTS,2010,PL8,1,402.304
2019,NUTS,2010,PL8,1,453.589
2016,NUTS,2010,PL81,2,60.405
2017,NUTS,2010,PL81,2,66.439
2018,NUTS,2010,PL81,2,97.808
2019,NUTS,2010,PL81,2,115.593
2016,NUTS,2010,PL82,2,200.881
2017,NUTS,2010,PL82,2,230.036
2018,NUTS,2010,PL82,2,259.429
2019,NUTS,2010,PL82,2,287.473
2016,NUTS,2010,PL84,2,19.913
2017,NUTS,2010,PL84,2,27.065
2018,NUTS,2010,PL84,2,45.067
2019,NUTS,2010,PL84,2,50.523
2016,NUTS,2010,PL9,1,1641.396
2017,NUTS,2010,PL9,1,1926.485
2018,NUTS,2010,PL9,1,2325.857
2019,NUTS,2010,PL9,1,2502.106
2016,NUTS,2010,PL91,2,1561.395
2017,NUTS,2010,PL91,2,1834.257
2018,NUTS,2010,PL91,2,2189.42
2019,NUTS,2010,PL91,2,2341.231
2016,NUTS,2010,PL92,2,80.036
2017,NUTS,2010,PL92,2,92.263
2018,NUTS,2010,PL92,2,136.438
2019,NUTS,2010,PL92,2,160.875
2011,NUTS,2010,PT,0,1366.992
2012,NUTS,2010,PT,0,1301.228
2013,NUTS,2010,PT,0,1183.87
2014,NUTS,2010,PT,0,1135.11
2015,NUTS,2010,PT,0,1113.24
2016,NUTS,2010,PT,0,1221.091
2017,NUTS,2010,PT,0,1355.828
2018,NUTS,2010,PT,0,1455.394
2019,NUTS,2010,PT,0,1576.895
2020,NUTS,2010,PT,0,1815.796
2011,NUTS,2010,PT1,1,1363.484
2012,NUTS,2010,PT1,1,1293.68
2013,NUTS,2010,PT1,1,1177.891
2014,NUTS,2010,PT1,1,1130.158
2015,NUTS,2010,PT1,1,1107.806
2016,NUTS,2010,PT1,1,1216.926
2017,NUTS,2010,PT1,1,1349.359
2018,NUTS,2010,PT1,1,1447.242
2019,NUTS,2010,PT1,1,1565.677
2020,NUTS,2010,PT1,1,1803.458
2011,NUTS,2010,PT11,2,367.903
2012,NUTS,2010,PT11,2,415.792
2013,NUTS,2010,PT11,2,395.55
2014,NUTS,2010,PT11,2,390.745
2015,NUTS,2010,PT11,2,380.319
2016,NUTS,2010,PT11,2,394.136
2017,NUTS,2010,PT11,2,483.203
2018,NUTS,2010,PT11,2,511.708
2019,NUTS,2010,PT11,2,520.657
2020,NUTS,2010,PT11,2,646.552
2011,NUTS,2010,PT15,2,4.447
2012,NUTS,2010,PT15,2,4.414
2013,NUTS,2010,PT15,2,3.422
2014,NUTS,2010,PT15,2,4.26
2015,NUTS,2010,PT15,2,6.17
2016,NUTS,2010,PT15,2,5.181
2017,NUTS,2010,PT15,2,5.064
2018,NUTS,2010,PT15,2,5.51
2019,NUTS,2010,PT15,2,10.963
2020,NUTS,2010,PT15,2,13.61
2011,NUTS,2010,PT16,2,198.372
2012,NUTS,2010,PT16,2,216.837
2013,NUTS,2010,PT16,2,209.929
2014,NUTS,2010,PT16,2,231.579
2015,NUTS,2010,PT16,2,212.668
2016,NUTS,2010,PT16,2,245.591
2017,NUTS,2010,PT16,2,267.085
2018,NUTS,2010,PT16,2,266.998
2019,NUTS,2010,PT16,2,300.703
2020,NUTS,2010,PT16,2,306.52
2011,NUTS,2010,PT17,2,768.291
2012,NUTS,2010,PT17,2,627.729
2013,NUTS,2010,PT17,2,544.869
2014,NUTS,2010,PT17,2,477.009
2015,NUTS,2010,PT17,2,475.664
2016,NUTS,2010,PT17,2,537.477
2017,NUTS,2010,PT17,2,553.187
2018,NUTS,2010,PT17,2,611.165
2019,NUTS,2010,PT17,2,665.076
2020,NUTS,2010,PT17,2,765.12
2011,NUTS,2010,PT18,2,24.472
2012,NUTS,2010,PT18,2,28.908
2013,NUTS,2010,PT18,2,24.121
2014,NUTS,2010,PT18,2,26.565
2015,NUTS,2010,PT18,2,32.986
2016,NUTS,2010,PT18,2,34.541
2017,NUTS,2010,PT18,2,40.819
2018,NUTS,2010,PT18,2,51.861
2019,NUTS,2010,PT18,2,68.278
2020,NUTS,2010,PT18,2,71.657
2011,NUTS,2010,PT2,1,1.596
2012,NUTS,2010,PT2,1,4.337
2013,NUTS,2010,PT2,1,1.831
2014,NUTS,2010,PT2,1,0.804
2015,NUTS,2010,PT2,1,1.418
2016,NUTS,2010,PT2,1,0.922
2017,NUTS,2010,PT2,1,1.712
2018,NUTS,2010,PT2,1,1.91
2019,NUTS,2010,PT2,1,1.992
2020,NUTS,2010,PT2,1,2.207
2011,NUTS,2010,PT20,2,1.596
2012,NUTS,2010,PT20,2,4.337
2013,NUTS,2010,PT20,2,1.831
2014,NUTS,2010,PT20,2,0.804
2015,NUTS,2010,PT20,2,1.418
2016,NUTS,2010,PT20,2,0.922
2017,NUTS,2010,PT20,2,1.712
2018,NUTS,2010,PT20,2,1.91
2019,NUTS,2010,PT20,2,1.992
2020,NUTS,2010,PT20,2,2.207
2011,NUTS,2010,PT3,1,1.913
2012,NUTS,2010,PT3,1,3.212
2013,NUTS,2010,PT3,1,4.148
2014,NUTS,2010,PT3,1,4.149
2015,NUTS,2010,PT3,1,4.016
2016,NUTS,2010,PT3,1,3.243
2017,NUTS,2010,PT3,1,4.757
2018,NUTS,2010,PT3,1,6.242
2019,NUTS,2010,PT3,1,9.226
2020,NUTS,2010,PT3,1,10.131
2011,NUTS,2010,PT30,2,1.913
2012,NUTS,2010,PT30,2,3.212
2013,NUTS,2010,PT30,2,4.148
2014,NUTS,2010,PT30,2,4.149
2015,NUTS,2010,PT30,2,4.016
2016,NUTS,2010,PT30,2,3.243
2017,NUTS,2010,PT30,2,4.757
2018,NUTS,2010,PT30,2,6.242
2019,NUTS,2010,PT30,2,9.226
2020,NUTS,2010,PT30,2,10.131
2011,NUTS,2010,RO,0,353.001
2012,NUTS,2010,RO,0,379.084
2013,NUTS,2010,RO,0,247.509
2014,NUTS,2010,RO,0,340.855
2015,NUTS,2010,RO,0,476.695
2016,NUTS,2010,RO,0,616.89
2017,NUTS,2010,RO,0,711.43
2018,NUTS,2010,RO,0,774.422
2019,NUTS,2010,RO,0,750.121
2020,NUTS,2010,RO,0,722.405
2011,NUTS,2010,RO1,1,65.776
2012,NUTS,2010,RO1,1,58.861
2013,NUTS,2010,RO1,1,27.453
2014,NUTS,2010,RO1,1,80.803
2015,NUTS,2010,RO1,1,92.055
2016,NUTS,2010,RO1,1,92.963
2017,NUTS,2010,RO1,1,88.746
2018,NUTS,2010,RO1,1,101.987
2019,NUTS,2010,RO1,1,92.997
2011,NUTS,2010,RO11,2,49.462
2012,NUTS,2010,RO11,2,28.786
2013,NUTS,2010,RO11,2,11.907
2014,NUTS,2010,RO11,2,21.604
2015,NUTS,2010,RO11,2,32.612
2016,NUTS,2010,RO11,2,21.339
2017,NUTS,2010,RO11,2,25.296
2018,NUTS,2010,RO11,2,20.79
2019,NUTS,2010,RO11,2,10.018
2011,NUTS,2010,RO12,2,16.314
2012,NUTS,2010,RO12,2,30.075
2013,NUTS,2010,RO12,2,15.546
2014,NUTS,2010,RO12,2,59.2
2015,NUTS,2010,RO12,2,59.443
2016,NUTS,2010,RO12,2,71.624
2017,NUTS,2010,RO12,2,63.451
2018,NUTS,2010,RO12,2,81.197
2019,NUTS,2010,RO12,2,82.978
2011,NUTS,2010,RO2,1,7.533
2012,NUTS,2010,RO2,1,26.485
2013,NUTS,2010,RO2,1,18.584
2014,NUTS,2010,RO2,1,14.975
2015,NUTS,2010,RO2,1,14.346
2016,NUTS,2010,RO2,1,11.713
2017,NUTS,2010,RO2,1,10.569
2018,NUTS,2010,RO2,1,9.819
2019,NUTS,2010,RO2,1,41.54
2011,NUTS,2010,RO21,2,6.905
2012,NUTS,2010,RO21,2,21.071
2013,NUTS,2010,RO21,2,16.53
2014,NUTS,2010,RO21,2,12.774
2015,NUTS,2010,RO21,2,9.88
2016,NUTS,2010,RO21,2,9.172
2017,NUTS,2010,RO21,2,9.118
2018,NUTS,2010,RO21,2,9.819
2019,NUTS,2010,RO21,2,40.527
2011,NUTS,2010,RO22,2,0.629
2012,NUTS,2010,RO22,2,5.414
2013,NUTS,2010,RO22,2,2.054
2014,NUTS,2010,RO22,2,2.2
2015,NUTS,2010,RO22,2,4.466
2016,NUTS,2010,RO22,2,2.541
2017,NUTS,2010,RO22,2,1.451
2018,NUTS,2010,RO22,2,0.0
2019,NUTS,2010,RO22,2,1.013
2011,NUTS,2010,RO3,1,263.212
2012,NUTS,2010,RO3,1,273.115
2013,NUTS,2010,RO3,1,180.328
2014,NUTS,2010,RO3,1,234.11
2015,NUTS,2010,RO3,1,310.91
2016,NUTS,2010,RO3,1,434.377
2017,NUTS,2010,RO3,1,545.545
2018,NUTS,2010,RO3,1,564.362
2019,NUTS,2010,RO3,1,541.884
2011,NUTS,2010,RO31,2,81.873
2012,NUTS,2010,RO31,2,99.79
2013,NUTS,2010,RO31,2,77.503
2014,NUTS,2010,RO31,2,86.959
2015,NUTS,2010,RO31,2,83.456
2016,NUTS,2010,RO31,2,95.657
2017,NUTS,2010,RO31,2,89.955
2018,NUTS,2010,RO31,2,87.875
2019,NUTS,2010,RO31,2,102.205
2011,NUTS,2010,RO32,2,181.339
2012,NUTS,2010,RO32,2,173.325
2013,NUTS,2010,RO32,2,102.825
2014,NUTS,2010,RO32,2,147.151
2015,NUTS,2010,RO32,2,227.454
2016,NUTS,2010,RO32,2,338.72
2017,NUTS,2010,RO32,2,455.589
2018,NUTS,2010,RO32,2,476.488
2019,NUTS,2010,RO32,2,439.679
2011,NUTS,2010,RO4,1,16.48
2012,NUTS,2010,RO4,1,20.623
2013,NUTS,2010,RO4,1,21.144
2014,NUTS,2010,RO4,1,10.967
2015,NUTS,2010,RO4,1,59.384
2016,NUTS,2010,RO4,1,77.837
2017,NUTS,2010,RO4,1,66.57
2018,NUTS,2010,RO4,1,98.253
2019,NUTS,2010,RO4,1,73.7
2011,NUTS,2010,RO41,2,9.306
2012,NUTS,2010,RO41,2,6.388
2013,NUTS,2010,RO41,2,3.955
2014,NUTS,2010,RO41,2,2.775
2015,NUTS,2010,RO41,2,2.723
2016,NUTS,2010,RO41,2,2.734
2017,NUTS,2010,RO41,2,6.833
2018,NUTS,2010,RO41,2,23.13
2019,NUTS,2010,RO41,2,4.647
2011,NUTS,2010,RO42,2,7.175
2012,NUTS,2010,RO42,2,14.235
2013,NUTS,2010,RO42,2,17.189
2014,NUTS,2010,RO42,2,8.193
2015,NUTS,2010,RO42,2,56.661
2016,NUTS,2010,RO42,2,75.103
2017,NUTS,2010,RO42,2,59.736
2018,NUTS,2010,RO42,2,75.123
2019,NUTS,2010,RO42,2,69.053
2011,NUTS,2010,RS,0,42.397
2012,NUTS,2010,RS,0,139.85
2013,NUTS,2010,RS,0,61.277
2014,NUTS,2010,RS,0,142.565
2015,NUTS,2010,RS,0,174.177
2016,NUTS,2010,RS,0,219.952
2017,NUTS,2010,RS,0,228.482
2018,NUTS,2010,RS,0,268.159
2019,NUTS,2010,RS,0,272.9
2020,NUTS,2010,RS,0,272.495
2018,NUTS,2010,RS1,1,261.336
2019,NUTS,2010,RS1,1,258.734
2020,NUTS,2010,RS1,1,262.049
2018,NUTS,2010,RS11,2,181.868
2019,NUTS,2010,RS11,2,209.278
2020,NUTS,2010,RS11,2,216.36
2018,NUTS,2010,RS12,2,79.468
2019,NUTS,2010,RS12,2,49.456
2020,NUTS,2010,RS12,2,45.689
2018,NUTS,2010,RS2,1,6.823
2019,NUTS,2010,RS2,1,14.166
2020,NUTS,2010,RS2,1,10.446
2018,NUTS,2010,RS21,2,1.653
2019,NUTS,2010,RS21,2,7.496
2020,NUTS,2010,RS21,2,5.331
2018,NUTS,2010,RS22,2,5.17
2019,NUTS,2010,RS22,2,6.67
2020,NUTS,2010,RS22,2,5.115
2011,NUTS,2010,RU,0,15982.297
2012,NUTS,2010,RU,0,16179.467
2013,NUTS,2010,RU,0,17190.566
2014,NUTS,2010,RU,0,17564.791
2015,NUTS,2010,RU,0,17554.483
2011,NUTS,2010,SE,0,6283.191
2012,NUTS,2010,SE,0,6213.135
2013,NUTS,2010,SE,0,6454.287
2014,NUTS,2010,SE,0,6129.294
2015,NUTS,2010,SE,0,6908.824
2016,NUTS,2010,SE,0,7102.988
2017,NUTS,2010,SE,0,7733.286
2018,NUTS,2010,SE,0,7745.487
2019,NUTS,2010,SE,0,8142.631
2020,NUTS,2010,SE,0,8302.741
2011,NUTS,2010,SE1,1,3138.074
2013,NUTS,2010,SE1,1,3479.279
2015,NUTS,2010,SE1,1,3753.099
2017,NUTS,2010,SE1,1,3713.104
2019,NUTS,2010,SE1,1,3740.8
2011,NUTS,2010,SE11,2,2191.223
2013,NUTS,2010,SE11,2,2504.61
2015,NUTS,2010,SE11,2,2735.598
2017,NUTS,2010,SE11,2,2759.174
2019,NUTS,2010,SE11,2,2601.239
2011,NUTS,2010,SE12,2,946.85
2013,NUTS,2010,SE12,2,974.67
2015,NUTS,2010,SE12,2,1017.5
2017,NUTS,2010,SE12,2,953.93
2019,NUTS,2010,SE12,2,1139.561
2011,NUTS,2010,SE2,1,2873.932
2013,NUTS,2010,SE2,1,2629.814
2015,NUTS,2010,SE2,1,2791.548
2017,NUTS,2010,SE2,1,3669.116
2011,NUTS,2010,SE21,2,228.386
2013,NUTS,2010,SE21,2,250.108
2015,NUTS,2010,SE21,2,278.013
2011,NUTS,2010,SE22,2,1115.518
2013,NUTS,2010,SE22,2,915.41
2015,NUTS,2010,SE22,2,782.932
2017,NUTS,2010,SE22,2,837.93
2019,NUTS,2010,SE22,2,1053.256
2011,NUTS,2010,SE23,2,1529.952
2013,NUTS,2010,SE23,2,1464.371
2015,NUTS,2010,SE23,2,1730.676
2017,NUTS,2010,SE23,2,2508.074
2019,NUTS,2010,SE23,2,2747.825
2011,NUTS,2010,SE3,1,271.262
2013,NUTS,2010,SE3,1,345.269
2015,NUTS,2010,SE3,1,364.106
2017,NUTS,2010,SE3,1,351.206
2011,NUTS,2010,SE31,2,154.503
2013,NUTS,2010,SE31,2,218.338
2015,NUTS,2010,SE31,2,220.545
2017,NUTS,2010,SE31,2,211.922
2019,NUTS,2010,SE31,2,229.174
2011,NUTS,2010,SE32,2,54.36
2013,NUTS,2010,SE32,2,46.717
2015,NUTS,2010,SE32,2,47.998
2011,NUTS,2010,SE33,2,62.475
2013,NUTS,2010,SE33,2,80.215
2015,NUTS,2010,SE33,2,95.49
2017,NUTS,2010,SE33,2,86.721
2019,NUTS,2010,SE33,2,119.168
2011,NUTS,2010,SI,0,770.62
2012,NUTS,2010,SI,0,816.429
2013,NUTS,2010,SI,0,817.785
2014,NUTS,2010,SI,0,783.335
2015,NUTS,2010,SI,0,732.804
2016,NUTS,2010,SI,0,686.36
2017,NUTS,2010,SI,0,660.284
2018,NUTS,2010,SI,0,713.918
2019,NUTS,2010,SI,0,771.114
2020,NUTS,2010,SI,0,769.41
2011,NUTS,2010,SI0,1,770.639
2012,NUTS,2010,SI0,1,816.432
2013,NUTS,2010,SI0,1,817.785
2014,NUTS,2010,SI0,1,783.335
2015,NUTS,2010,SI0,1,732.804
2016,NUTS,2010,SI0,1,686.36
2017,NUTS,2010,SI0,1,660.284
2018,NUTS,2010,SI0,1,713.918
2019,NUTS,2010,SI0,1,771.114
2013,NUTS,2010,SI03,2,350.879
2014,NUTS,2010,SI03,2,344.803
2015,NUTS,2010,SI03,2,292.448
2016,NUTS,2010,SI03,2,276.86
2017,NUTS,2010,SI03,2,270.258
2018,NUTS,2010,SI03,2,296.598
2019,NUTS,2010,SI03,2,330.267
2013,NUTS,2010,SI04,2,466.906
2014,NUTS,2010,SI04,2,438.532
2015,NUTS,2010,SI04,2,440.356
2016,NUTS,2010,SI04,2,409.499
2017,NUTS,2010,SI04,2,390.026
2018,NUTS,2010,SI04,2,417.32
2019,NUTS,2010,SI04,2,440.846
2011,NUTS,2010,SK,0,233.557
2012,NUTS,2010,SK,0,320.492
2013,NUTS,2010,SK,0,372.411
2014,NUTS,2010,SK,0,325.687
2015,NUTS,2010,SK,0,342.948
2016,NUTS,2010,SK,0,429.207
2017,NUTS,2010,SK,0,532.592
2018,NUTS,2010,SK,0,522.946
2019,NUTS,2010,SK,0,535.033
2020,NUTS,2010,SK,0,556.827
2011,NUTS,2010,SK0,1,233.557
2012,NUTS,2010,SK0,1,320.492
2013,NUTS,2010,SK0,1,372.411
2014,NUTS,2010,SK0,1,325.687
2015,NUTS,2010,SK0,1,342.948
2016,NUTS,2010,SK0,1,429.207
2017,NUTS,2010,SK0,1,532.592
2018,NUTS,2010,SK0,1,522.946
2019,NUTS,2010,SK0,1,535.033
2020,NUTS,2010,SK0,1,556.827
2011,NUTS,2010,SK01,2,96.064
2012,NUTS,2010,SK01,2,175.458
2013,NUTS,2010,SK01,2,226.021
2014,NUTS,2010,SK01,2,130.89
