year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_eur_gov
2000,NUTS,2010,DEA3,2,49.0
2003,NUTS,2010,DEA3,2,37.468
2004,NUTS,2010,DEA3,2,55.83
2005,NUTS,2010,DEA3,2,44.6
2006,NUTS,2010,DEA3,2,38.9
2007,NUTS,2010,DEA3,2,41.743
2008,NUTS,2010,DEA3,2,57.646
2009,NUTS,2010,DEA3,2,30.656
2010,NUTS,2010,DEA3,2,50.681
2011,NUTS,2010,DEA3,2,51.781
2012,NUTS,2010,DEA3,2,50.738
2013,NUTS,2010,DEA3,2,49.958
2014,NUTS,2010,DEA3,2,73.606
2015,NUTS,2010,DEA3,2,51.776
2016,NUTS,2010,DEA3,2,55.391
2017,NUTS,2010,DEA3,2,62.538
2018,NUTS,2010,DEA3,2,64.785
2019,NUTS,2010,DEA3,2,66.83
1995,NUTS,2010,DEA4,2,11.211
1996,NUTS,2010,DEA4,2,10.478
1997,NUTS,2010,DEA4,2,9.986
1998,NUTS,2010,DEA4,2,10.161
1999,NUTS,2010,DEA4,2,12.0
2000,NUTS,2010,DEA4,2,8.0
2003,NUTS,2010,DEA4,2,8.689
2004,NUTS,2010,DEA4,2,10.1
2005,NUTS,2010,DEA4,2,10.1
2006,NUTS,2010,DEA4,2,28.6
2007,NUTS,2010,DEA4,2,31.941
2008,NUTS,2010,DEA4,2,29.23
2009,NUTS,2010,DEA4,2,30.911
2010,NUTS,2010,DEA4,2,33.529
2011,NUTS,2010,DEA4,2,42.783
2012,NUTS,2010,DEA4,2,41.244
2013,NUTS,2010,DEA4,2,40.767
2014,NUTS,2010,DEA4,2,41.378
2015,NUTS,2010,DEA4,2,44.848
2016,NUTS,2010,DEA4,2,49.897
2017,NUTS,2010,DEA4,2,65.337
2018,NUTS,2010,DEA4,2,58.776
2019,NUTS,2010,DEA4,2,64.11
1995,NUTS,2010,DEA5,2,90.198
1996,NUTS,2010,DEA5,2,94.786
1997,NUTS,2010,DEA5,2,103.086
1998,NUTS,2010,DEA5,2,115.276
1999,NUTS,2010,DEA5,2,110.0
2000,NUTS,2010,DEA5,2,97.0
2003,NUTS,2010,DEA5,2,110.623
2004,NUTS,2010,DEA5,2,121.68
2005,NUTS,2010,DEA5,2,128.1
2006,NUTS,2010,DEA5,2,112.0
2007,NUTS,2010,DEA5,2,106.596
2008,NUTS,2010,DEA5,2,115.756
2009,NUTS,2010,DEA5,2,118.738
2010,NUTS,2010,DEA5,2,116.545
2011,NUTS,2010,DEA5,2,121.828
2012,NUTS,2010,DEA5,2,130.597
2013,NUTS,2010,DEA5,2,120.1
2014,NUTS,2010,DEA5,2,172.824
2015,NUTS,2010,DEA5,2,184.719
2016,NUTS,2010,DEA5,2,186.506
2017,NUTS,2010,DEA5,2,194.151
2018,NUTS,2010,DEA5,2,198.745
2019,NUTS,2010,DEA5,2,190.2
1991,NUTS,2010,DEB,1,95.384
1993,NUTS,2010,DEB,1,90.314
1994,NUTS,2010,DEB,1,85.213
1995,NUTS,2010,DEB,1,103.539
1996,NUTS,2010,DEB,1,107.887
1997,NUTS,2010,DEB,1,115.253
1998,NUTS,2010,DEB,1,120.868
1999,NUTS,2010,DEB,1,120.0
2000,NUTS,2010,DEB,1,123.0
2003,NUTS,2010,DEB,1,142.201
2004,NUTS,2010,DEB,1,160.67
2005,NUTS,2010,DEB,1,158.9
2006,NUTS,2010,DEB,1,165.456
2007,NUTS,2010,DEB,1,156.875
2008,NUTS,2010,DEB,1,164.18
2009,NUTS,2010,DEB,1,174.739
2010,NUTS,2010,DEB,1,192.235
2011,NUTS,2010,DEB,1,206.761
2012,NUTS,2010,DEB,1,197.371
2013,NUTS,2010,DEB,1,205.109
2014,NUTS,2010,DEB,1,184.612
2015,NUTS,2010,DEB,1,208.92
2016,NUTS,2010,DEB,1,235.086
2017,NUTS,2010,DEB,1,262.3
2018,NUTS,2010,DEB,1,273.922
2019,NUTS,2010,DEB,1,300.99
1995,NUTS,2010,DEB1,2,5.866
1996,NUTS,2010,DEB1,2,5.234
1997,NUTS,2010,DEB1,2,4.928
1998,NUTS,2010,DEB1,2,5.076
1999,NUTS,2010,DEB1,2,6.0
2000,NUTS,2010,DEB1,2,6.0
2003,NUTS,2010,DEB1,2,8.512
2004,NUTS,2010,DEB1,2,29.92
2005,NUTS,2010,DEB1,2,7.88
2006,NUTS,2010,DEB1,2,9.89
2007,NUTS,2010,DEB1,2,10.267
2008,NUTS,2010,DEB1,2,11.235
2009,NUTS,2010,DEB1,2,12.072
2010,NUTS,2010,DEB1,2,13.718
2011,NUTS,2010,DEB1,2,13.558
2012,NUTS,2010,DEB1,2,15.176
2013,NUTS,2010,DEB1,2,25.572
2014,NUTS,2010,DEB1,2,22.268
2015,NUTS,2010,DEB1,2,19.073
2016,NUTS,2010,DEB1,2,18.01
2017,NUTS,2010,DEB1,2,20.123
2018,NUTS,2010,DEB1,2,20.696
2019,NUTS,2010,DEB1,2,26.37
1995,NUTS,2010,DEB2,2,10.679
1996,NUTS,2010,DEB2,2,11.523
1997,NUTS,2010,DEB2,2,10.165
1998,NUTS,2010,DEB2,2,12.187
1999,NUTS,2010,DEB2,2,12.0
2000,NUTS,2010,DEB2,2,10.0
2003,NUTS,2010,DEB2,2,6.07
2004,NUTS,2010,DEB2,2,6.52
2005,NUTS,2010,DEB2,2,7.59
2006,NUTS,2010,DEB2,2,9.869
2007,NUTS,2010,DEB2,2,11.74
2008,NUTS,2010,DEB2,2,8.995
2009,NUTS,2010,DEB2,2,13.075
2010,NUTS,2010,DEB2,2,9.491
2011,NUTS,2010,DEB2,2,9.456
2012,NUTS,2010,DEB2,2,10.777
2013,NUTS,2010,DEB2,2,4.195
2014,NUTS,2010,DEB2,2,4.12
2015,NUTS,2010,DEB2,2,4.04
2016,NUTS,2010,DEB2,2,4.44
2017,NUTS,2010,DEB2,2,4.251
2018,NUTS,2010,DEB2,2,4.981
2019,NUTS,2010,DEB2,2,7.84
1995,NUTS,2010,DEB3,2,86.994
1996,NUTS,2010,DEB3,2,90.597
1997,NUTS,2010,DEB3,2,100.159
1998,NUTS,2010,DEB3,2,103.596
1999,NUTS,2010,DEB3,2,102.0
2000,NUTS,2010,DEB3,2,107.0
2003,NUTS,2010,DEB3,2,127.619
2004,NUTS,2010,DEB3,2,124.23
2005,NUTS,2010,DEB3,2,143.4
2006,NUTS,2010,DEB3,2,145.698
2007,NUTS,2010,DEB3,2,134.869
2008,NUTS,2010,DEB3,2,143.951
2009,NUTS,2010,DEB3,2,149.592
2010,NUTS,2010,DEB3,2,169.026
2011,NUTS,2010,DEB3,2,183.747
2012,NUTS,2010,DEB3,2,171.417
2013,NUTS,2010,DEB3,2,175.342
2014,NUTS,2010,DEB3,2,158.224
2015,NUTS,2010,DEB3,2,185.807
2016,NUTS,2010,DEB3,2,212.636
2017,NUTS,2010,DEB3,2,237.926
2018,NUTS,2010,DEB3,2,248.246
2019,NUTS,2010,DEB3,2,266.78
1991,NUTS,2010,DEC,1,19.313
1993,NUTS,2010,DEC,1,32.858
1994,NUTS,2010,DEC,1,36.372
1995,NUTS,2010,DEC,1,42.161
1996,NUTS,2010,DEC,1,43.47
1997,NUTS,2010,DEC,1,47.073
1998,NUTS,2010,DEC,1,43.167
1999,NUTS,2010,DEC,1,48.0
2000,NUTS,2010,DEC,1,47.0
2003,NUTS,2010,DEC,1,62.011
2004,NUTS,2010,DEC,1,65.83
2005,NUTS,2010,DEC,1,81.85
2006,NUTS,2010,DEC,1,83.0
2007,NUTS,2010,DEC,1,88.869
2008,NUTS,2010,DEC,1,105.892
2009,NUTS,2010,DEC,1,106.865
2010,NUTS,2010,DEC,1,125.447
2011,NUTS,2010,DEC,1,135.643
2012,NUTS,2010,DEC,1,135.895
2013,NUTS,2010,DEC,1,133.051
2014,NUTS,2010,DEC,1,136.897
2015,NUTS,2010,DEC,1,130.536
2016,NUTS,2010,DEC,1,117.246
2017,NUTS,2010,DEC,1,127.109
2018,NUTS,2010,DEC,1,129.982
2019,NUTS,2010,DEC,1,155.1
1993,NUTS,2010,DEC0,2,32.858
1994,NUTS,2010,DEC0,2,36.372
1995,NUTS,2010,DEC0,2,42.161
1996,NUTS,2010,DEC0,2,43.47
1997,NUTS,2010,DEC0,2,47.073
1998,NUTS,2010,DEC0,2,43.167
1999,NUTS,2010,DEC0,2,48.0
2000,NUTS,2010,DEC0,2,47.0
2003,NUTS,2010,DEC0,2,62.011
2004,NUTS,2010,DEC0,2,65.83
2005,NUTS,2010,DEC0,2,81.85
2006,NUTS,2010,DEC0,2,83.0
2007,NUTS,2010,DEC0,2,88.869
2008,NUTS,2010,DEC0,2,105.892
2009,NUTS,2010,DEC0,2,106.865
2010,NUTS,2010,DEC0,2,125.447
2011,NUTS,2010,DEC0,2,135.643
2012,NUTS,2010,DEC0,2,135.895
2013,NUTS,2010,DEC0,2,133.051
2014,NUTS,2010,DEC0,2,136.897
2015,NUTS,2010,DEC0,2,130.536
2016,NUTS,2010,DEC0,2,117.246
2017,NUTS,2010,DEC0,2,127.109
2018,NUTS,2010,DEC0,2,129.982
2019,NUTS,2010,DEC0,2,155.1
1993,NUTS,2010,DED,1,272.527
1994,NUTS,2010,DED,1,284.228
1995,NUTS,2010,DED,1,338.904
1996,NUTS,2010,DED,1,358.21
1997,NUTS,2010,DED,1,352.24
1998,NUTS,2010,DED,1,390.524
1999,NUTS,2010,DED,1,448.0
2000,NUTS,2010,DED,1,463.0
2003,NUTS,2010,DED,1,497.681
2004,NUTS,2010,DED,1,507.8
2005,NUTS,2010,DED,1,552.1
2006,NUTS,2010,DED,1,568.9
2007,NUTS,2010,DED,1,613.179
2008,NUTS,2010,DED,1,675.302
2009,NUTS,2010,DED,1,756.026
2010,NUTS,2010,DED,1,788.019
2011,NUTS,2010,DED,1,842.19
2012,NUTS,2010,DED,1,800.412
2013,NUTS,2010,DED,1,847.528
2014,NUTS,2010,DED,1,780.886
2015,NUTS,2010,DED,1,884.047
2016,NUTS,2010,DED,1,915.179
2017,NUTS,2010,DED,1,961.373
2018,NUTS,2010,DED,1,1004.643
2019,NUTS,2010,DED,1,1074.94
1998,NUTS,2010,DED2,2,238.18
1999,NUTS,2010,DED2,2,271.0
2000,NUTS,2010,DED2,2,301.0
2003,NUTS,2010,DED2,2,312.055
2004,NUTS,2010,DED2,2,195.75
2005,NUTS,2010,DED2,2,369.57
2006,NUTS,2010,DED2,2,355.2
2007,NUTS,2010,DED2,2,376.979
2008,NUTS,2010,DED2,2,397.718
2009,NUTS,2010,DED2,2,454.72
2010,NUTS,2010,DED2,2,490.128
2011,NUTS,2010,DED2,2,525.484
2012,NUTS,2010,DED2,2,507.14
2013,NUTS,2010,DED2,2,532.925
2014,NUTS,2010,DED2,2,500.468
2015,NUTS,2010,DED2,2,531.288
2016,NUTS,2010,DED2,2,572.029
2017,NUTS,2010,DED2,2,596.2
2018,NUTS,2010,DED2,2,614.235
2019,NUTS,2010,DED2,2,653.14
2009,NUTS,2010,DED4,2,78.0
2010,NUTS,2010,DED4,2,72.5
2011,NUTS,2010,DED4,2,78.7
2012,NUTS,2010,DED4,2,80.056
2013,NUTS,2010,DED4,2,93.069
2014,NUTS,2010,DED4,2,91.242
2015,NUTS,2010,DED4,2,93.665
2016,NUTS,2010,DED4,2,98.231
2017,NUTS,2010,DED4,2,102.546
2018,NUTS,2010,DED4,2,109.97
2019,NUTS,2010,DED4,2,114.16
2009,NUTS,2010,DED5,2,223.3
2010,NUTS,2010,DED5,2,225.3
2011,NUTS,2010,DED5,2,238.0
2012,NUTS,2010,DED5,2,213.215
2013,NUTS,2010,DED5,2,221.535
2014,NUTS,2010,DED5,2,189.177
2015,NUTS,2010,DED5,2,259.095
2016,NUTS,2010,DED5,2,244.919
2017,NUTS,2010,DED5,2,262.627
2018,NUTS,2010,DED5,2,280.437
2019,NUTS,2010,DED5,2,307.64
1993,NUTS,2010,DEE,1,114.106
1994,NUTS,2010,DEE,1,134.573
1995,NUTS,2010,DEE,1,133.424
1996,NUTS,2010,DEE,1,136.69
1997,NUTS,2010,DEE,1,132.557
1998,NUTS,2010,DEE,1,146.256
1999,NUTS,2010,DEE,1,141.0
2000,NUTS,2010,DEE,1,175.0
2003,NUTS,2010,DEE,1,171.808
2004,NUTS,2010,DEE,1,183.2
2005,NUTS,2010,DEE,1,187.06
2006,NUTS,2010,DEE,1,212.76
2007,NUTS,2010,DEE,1,208.688
2008,NUTS,2010,DEE,1,206.362
2009,NUTS,2010,DEE,1,232.437
2010,NUTS,2010,DEE,1,246.876
2011,NUTS,2010,DEE,1,293.818
2012,NUTS,2010,DEE,1,268.112
2013,NUTS,2010,DEE,1,272.598
2014,NUTS,2010,DEE,1,272.969
2015,NUTS,2010,DEE,1,281.388
2016,NUTS,2010,DEE,1,291.723
2017,NUTS,2010,DEE,1,312.903
2018,NUTS,2010,DEE,1,325.189
2019,NUTS,2010,DEE,1,348.15
1993,NUTS,2010,DEE0,2,114.106
1994,NUTS,2010,DEE0,2,134.573
1995,NUTS,2010,DEE0,2,133.424
1996,NUTS,2010,DEE0,2,136.69
1997,NUTS,2010,DEE0,2,132.557
1998,NUTS,2010,DEE0,2,146.256
1999,NUTS,2010,DEE0,2,141.0
2000,NUTS,2010,DEE0,2,175.0
2003,NUTS,2010,DEE0,2,171.808
2004,NUTS,2010,DEE0,2,183.2
2005,NUTS,2010,DEE0,2,187.06
2006,NUTS,2010,DEE0,2,212.76
2007,NUTS,2010,DEE0,2,208.688
2008,NUTS,2010,DEE0,2,206.362
2009,NUTS,2010,DEE0,2,232.437
2010,NUTS,2010,DEE0,2,246.876
2011,NUTS,2010,DEE0,2,293.818
2012,NUTS,2010,DEE0,2,268.112
2013,NUTS,2010,DEE0,2,272.598
2014,NUTS,2010,DEE0,2,272.969
2015,NUTS,2010,DEE0,2,281.388
2016,NUTS,2010,DEE0,2,291.723
2017,NUTS,2010,DEE0,2,312.903
2018,NUTS,2010,DEE0,2,325.189
2019,NUTS,2010,DEE0,2,348.15
1991,NUTS,2010,DEF,1,111.674
1993,NUTS,2010,DEF,1,175.587
1994,NUTS,2010,DEF,1,168.354
1995,NUTS,2010,DEF,1,176.127
1996,NUTS,2010,DEF,1,188.006
1997,NUTS,2010,DEF,1,175.767
1998,NUTS,2010,DEF,1,180.284
1999,NUTS,2010,DEF,1,198.0
2000,NUTS,2010,DEF,1,202.0
2003,NUTS,2010,DEF,1,205.197
2004,NUTS,2010,DEF,1,208.4
2005,NUTS,2010,DEF,1,206.598
2006,NUTS,2010,DEF,1,215.6
2007,NUTS,2010,DEF,1,220.235
2008,NUTS,2010,DEF,1,234.428
2009,NUTS,2010,DEF,1,249.307
2010,NUTS,2010,DEF,1,259.693
2011,NUTS,2010,DEF,1,273.495
2012,NUTS,2010,DEF,1,293.693
2013,NUTS,2010,DEF,1,301.349
2014,NUTS,2010,DEF,1,334.512
2015,NUTS,2010,DEF,1,296.118
2016,NUTS,2010,DEF,1,296.961
2017,NUTS,2010,DEF,1,314.187
2018,NUTS,2010,DEF,1,321.739
2019,NUTS,2010,DEF,1,349.88
1991,NUTS,2010,DEF0,2,111.674
1993,NUTS,2010,DEF0,2,175.587
1994,NUTS,2010,DEF0,2,168.354
1995,NUTS,2010,DEF0,2,176.127
1996,NUTS,2010,DEF0,2,188.006
1997,NUTS,2010,DEF0,2,175.767
1998,NUTS,2010,DEF0,2,180.284
1999,NUTS,2010,DEF0,2,198.0
2000,NUTS,2010,DEF0,2,202.0
2003,NUTS,2010,DEF0,2,205.197
2004,NUTS,2010,DEF0,2,208.4
2005,NUTS,2010,DEF0,2,206.598
2006,NUTS,2010,DEF0,2,215.6
2007,NUTS,2010,DEF0,2,220.235
2008,NUTS,2010,DEF0,2,234.428
2009,NUTS,2010,DEF0,2,249.307
2010,NUTS,2010,DEF0,2,259.693
2011,NUTS,2010,DEF0,2,273.495
2012,NUTS,2010,DEF0,2,293.693
2013,NUTS,2010,DEF0,2,301.349
2014,NUTS,2010,DEF0,2,334.512
2015,NUTS,2010,DEF0,2,296.118
2016,NUTS,2010,DEF0,2,296.961
2017,NUTS,2010,DEF0,2,314.187
2018,NUTS,2010,DEF0,2,321.739
2019,NUTS,2010,DEF0,2,349.88
1993,NUTS,2010,DEG,1,99.33
1994,NUTS,2010,DEG,1,110.152
1995,NUTS,2010,DEG,1,115.814
1996,NUTS,2010,DEG,1,123.067
1997,NUTS,2010,DEG,1,126.095
1998,NUTS,2010,DEG,1,147.785
1999,NUTS,2010,DEG,1,136.0
2000,NUTS,2010,DEG,1,161.0
2003,NUTS,2010,DEG,1,162.689
2004,NUTS,2010,DEG,1,178.74
2005,NUTS,2010,DEG,1,168.16
2006,NUTS,2010,DEG,1,176.1
2007,NUTS,2010,DEG,1,202.76
2008,NUTS,2010,DEG,1,228.982
2009,NUTS,2010,DEG,1,239.866
2010,NUTS,2010,DEG,1,247.237
2011,NUTS,2010,DEG,1,264.49
2012,NUTS,2010,DEG,1,272.932
2013,NUTS,2010,DEG,1,273.199
2014,NUTS,2010,DEG,1,272.884
2015,NUTS,2010,DEG,1,270.403
2016,NUTS,2010,DEG,1,281.049
2017,NUTS,2010,DEG,1,300.433
2018,NUTS,2010,DEG,1,323.229
2019,NUTS,2010,DEG,1,334.17
1993,NUTS,2010,DEG0,2,99.33
1994,NUTS,2010,DEG0,2,110.152
1995,NUTS,2010,DEG0,2,115.814
1996,NUTS,2010,DEG0,2,123.067
1997,NUTS,2010,DEG0,2,126.095
1998,NUTS,2010,DEG0,2,147.785
1999,NUTS,2010,DEG0,2,136.0
2000,NUTS,2010,DEG0,2,161.0
2003,NUTS,2010,DEG0,2,162.689
2004,NUTS,2010,DEG0,2,178.74
2005,NUTS,2010,DEG0,2,168.16
2006,NUTS,2010,DEG0,2,176.1
2007,NUTS,2010,DEG0,2,202.76
2008,NUTS,2010,DEG0,2,228.982
2009,NUTS,2010,DEG0,2,239.866
2010,NUTS,2010,DEG0,2,247.237
2011,NUTS,2010,DEG0,2,264.49
2012,NUTS,2010,DEG0,2,272.932
2013,NUTS,2010,DEG0,2,273.199
2014,NUTS,2010,DEG0,2,272.884
2015,NUTS,2010,DEG0,2,270.403
2016,NUTS,2010,DEG0,2,281.049
2017,NUTS,2010,DEG0,2,300.433
2018,NUTS,2010,DEG0,2,323.229
2019,NUTS,2010,DEG0,2,334.17
1991,NUTS,2010,DEZ,1,1285.913
1993,NUTS,2010,DEZ,1,34.641
1994,NUTS,2010,DEZ,1,32.734
1995,NUTS,2010,DEZ,1,34.687
1996,NUTS,2010,DEZ,1,36.659
1997,NUTS,2010,DEZ,1,45.012
1998,NUTS,2010,DEZ,1,43.673
1999,NUTS,2010,DEZ,1,44.0
2000,NUTS,2010,DEZ,1,48.0
2003,NUTS,2010,DEZ,1,56.288
2004,NUTS,2010,DEZ,1,44.66
2005,NUTS,2010,DEZ,1,57.1
2006,NUTS,2010,DEZ,1,55.4
2007,NUTS,2010,DEZ,1,59.114
2008,NUTS,2010,DEZ,1,69.615
2009,NUTS,2010,DEZ,1,74.306
2010,NUTS,2010,DEZ,1,81.872
2011,NUTS,2010,DEZ,1,85.864
2012,NUTS,2010,DEZ,1,88.57
2013,NUTS,2010,DEZ,1,83.336
2014,NUTS,2010,DEZ,1,100.929
2015,NUTS,2010,DEZ,1,88.601
2016,NUTS,2010,DEZ,1,93.602
2017,NUTS,2010,DEZ,1,99.974
2018,NUTS,2010,DEZ,1,92.726
2019,NUTS,2010,DEZ,1,97.7
1991,NUTS,2010,DEZZ,2,1285.913
1993,NUTS,2010,DEZZ,2,34.641
1994,NUTS,2010,DEZZ,2,32.734
1995,NUTS,2010,DEZZ,2,34.687
1996,NUTS,2010,DEZZ,2,36.659
1997,NUTS,2010,DEZZ,2,45.012
1998,NUTS,2010,DEZZ,2,43.673
1999,NUTS,2010,DEZZ,2,44.0
2000,NUTS,2010,DEZZ,2,48.0
2003,NUTS,2010,DEZZ,2,56.288
2004,NUTS,2010,DEZZ,2,44.66
2005,NUTS,2010,DEZZ,2,57.1
2006,NUTS,2010,DEZZ,2,55.4
2007,NUTS,2010,DEZZ,2,59.114
2008,NUTS,2010,DEZZ,2,69.615
2009,NUTS,2010,DEZZ,2,74.306
2010,NUTS,2010,DEZZ,2,81.872
2011,NUTS,2010,DEZZ,2,85.864
2012,NUTS,2010,DEZZ,2,88.57
2013,NUTS,2010,DEZZ,2,83.336
2014,NUTS,2010,DEZZ,2,100.929
2015,NUTS,2010,DEZZ,2,88.601
2016,NUTS,2010,DEZZ,2,93.602
2017,NUTS,2010,DEZZ,2,99.974
2018,NUTS,2010,DEZZ,2,92.726
2019,NUTS,2010,DEZZ,2,97.7
1981,NUTS,2010,DK,0,127.875
1982,NUTS,2010,DK,0,141.451
1983,NUTS,2010,DK,0,156.175
1984,NUTS,2010,DK,0,170.257
1985,NUTS,2010,DK,0,187.435
1986,NUTS,2010,DK,0,216.238
1987,NUTS,2010,DK,0,244.524
1988,NUTS,2010,DK,0,263.724
1989,NUTS,2010,DK,0,281.515
1990,NUTS,2010,DK,0,303.188
1991,NUTS,2010,DK,0,315.732
1992,NUTS,2010,DK,0,338.827
1993,NUTS,2010,DK,0,368.073
1995,NUTS,2010,DK,0,430.404
1996,NUTS,2010,DK,0,434.62
1997,NUTS,2010,DK,0,445.908
1998,NUTS,2010,DK,0,454.709
1999,NUTS,2010,DK,0,516.307
2000,NUTS,2010,DK,0,491.696
2001,NUTS,2010,DK,0,503.462
2002,NUTS,2010,DK,0,341.296
2003,NUTS,2010,DK,0,340.143
2004,NUTS,2010,DK,0,336.105
2005,NUTS,2010,DK,0,328.6
2006,NUTS,2010,DK,0,355.551
2007,NUTS,2010,DK,0,190.057
2008,NUTS,2010,DK,0,174.56
2009,NUTS,2010,DK,0,146.269
2010,NUTS,2010,DK,0,156.613
2011,NUTS,2010,DK,0,148.052
2012,NUTS,2010,DK,0,180.152
2013,NUTS,2010,DK,0,181.016
2014,NUTS,2010,DK,0,177.604
2015,NUTS,2010,DK,0,186.091
2016,NUTS,2010,DK,0,193.816
2017,NUTS,2010,DK,0,265.104
2018,NUTS,2010,DK,0,260.425
2019,NUTS,2010,DK,0,264.931
2020,NUTS,2010,DK,0,289.367
1981,NUTS,2010,DK0,1,127.875
1982,NUTS,2010,DK0,1,141.451
1983,NUTS,2010,DK0,1,156.175
1984,NUTS,2010,DK0,1,170.257
1985,NUTS,2010,DK0,1,187.435
1986,NUTS,2010,DK0,1,216.238
1987,NUTS,2010,DK0,1,244.524
1988,NUTS,2010,DK0,1,263.724
1989,NUTS,2010,DK0,1,281.515
1990,NUTS,2010,DK0,1,303.188
1991,NUTS,2010,DK0,1,315.732
1992,NUTS,2010,DK0,1,338.827
1993,NUTS,2010,DK0,1,368.073
1995,NUTS,2010,DK0,1,430.404
1996,NUTS,2010,DK0,1,434.62
1997,NUTS,2010,DK0,1,445.908
1998,NUTS,2010,DK0,1,454.709
1999,NUTS,2010,DK0,1,516.307
2000,NUTS,2010,DK0,1,491.696
2001,NUTS,2010,DK0,1,510.058
2002,NUTS,2010,DK0,1,341.296
2003,NUTS,2010,DK0,1,340.21
2004,NUTS,2010,DK0,1,336.026
2005,NUTS,2010,DK0,1,328.6
2006,NUTS,2010,DK0,1,355.551
2007,NUTS,2010,DK0,1,190.057
2008,NUTS,2010,DK0,1,174.56
2009,NUTS,2010,DK0,1,143.818
2010,NUTS,2010,DK0,1,156.613
2011,NUTS,2010,DK0,1,156.068
2012,NUTS,2010,DK0,1,180.152
2013,NUTS,2010,DK0,1,181.003
2014,NUTS,2010,DK0,1,177.604
2015,NUTS,2010,DK0,1,186.091
2016,NUTS,2010,DK0,1,193.816
2017,NUTS,2010,DK0,1,265.104
2018,NUTS,2010,DK0,1,260.425
2019,NUTS,2010,DK0,1,264.931
2020,NUTS,2010,DK0,1,289.367
2007,NUTS,2010,DK01,2,144.989
2009,NUTS,2010,DK01,2,105.342
2010,NUTS,2010,DK01,2,113.811
2011,NUTS,2010,DK01,2,116.24
2012,NUTS,2010,DK01,2,117.28
2013,NUTS,2010,DK01,2,102.308
2014,NUTS,2010,DK01,2,97.655
2015,NUTS,2010,DK01,2,86.744
2016,NUTS,2010,DK01,2,84.081
2017,NUTS,2010,DK01,2,157.288
2019,NUTS,2010,DK01,2,148.27
2007,NUTS,2010,DK02,2,8.98
2009,NUTS,2010,DK02,2,6.825
2010,NUTS,2010,DK02,2,5.1
2011,NUTS,2010,DK02,2,6.219
2012,NUTS,2010,DK02,2,8.195
2013,NUTS,2010,DK02,2,17.914
2014,NUTS,2010,DK02,2,12.878
2015,NUTS,2010,DK02,2,29.764
2016,NUTS,2010,DK02,2,22.431
2017,NUTS,2010,DK02,2,30.248
2019,NUTS,2010,DK02,2,35.494
2007,NUTS,2010,DK03,2,3.992
2009,NUTS,2010,DK03,2,12.881
2010,NUTS,2010,DK03,2,17.804
2011,NUTS,2010,DK03,2,14.05
2012,NUTS,2010,DK03,2,18.405
2013,NUTS,2010,DK03,2,20.086
2014,NUTS,2010,DK03,2,26.828
2015,NUTS,2010,DK03,2,27.753
2016,NUTS,2010,DK03,2,31.833
2017,NUTS,2010,DK03,2,6.856
2019,NUTS,2010,DK03,2,3.884
2007,NUTS,2010,DK04,2,10.628
2009,NUTS,2010,DK04,2,17.635
2010,NUTS,2010,DK04,2,18.232
2011,NUTS,2010,DK04,2,18.439
2012,NUTS,2010,DK04,2,34.392
2013,NUTS,2010,DK04,2,38.161
2014,NUTS,2010,DK04,2,38.096
2015,NUTS,2010,DK04,2,39.551
2016,NUTS,2010,DK04,2,52.786
2017,NUTS,2010,DK04,2,38.986
2019,NUTS,2010,DK04,2,35.896
2007,NUTS,2010,DK05,2,21.468
2009,NUTS,2010,DK05,2,1.134
2010,NUTS,2010,DK05,2,1.666
2011,NUTS,2010,DK05,2,1.122
2012,NUTS,2010,DK05,2,1.881
2013,NUTS,2010,DK05,2,2.507
2014,NUTS,2010,DK05,2,2.146
2015,NUTS,2010,DK05,2,2.413
2016,NUTS,2010,DK05,2,2.821
2017,NUTS,2010,DK05,2,31.726
2019,NUTS,2010,DK05,2,41.253
2007,NUTS,2010,DKZ,1,0.0
2007,NUTS,2010,DKZZ,2,0.0
2000,NUTS,2010,EA19,2,18184.918
2001,NUTS,2010,EA19,2,19022.151
2002,NUTS,2010,EA19,2,19697.722
2003,NUTS,2010,EA19,2,19979.895
2004,NUTS,2010,EA19,2,20926.342
2005,NUTS,2010,EA19,2,22117.94
2006,NUTS,2010,EA19,2,22822.341
2007,NUTS,2010,EA19,2,23664.272
2008,NUTS,2010,EA19,2,25201.749
2009,NUTS,2010,EA19,2,26531.523
2010,NUTS,2010,EA19,2,26181.258
2011,NUTS,2010,EA19,2,26870.203
2012,NUTS,2010,EA19,2,27487.797
2013,NUTS,2010,EA19,2,27327.134
2014,NUTS,2010,EA19,2,27952.235
2015,NUTS,2010,EA19,2,28565.179
2016,NUTS,2010,EA19,2,28925.928
2017,NUTS,2010,EA19,2,29907.914
2018,NUTS,2010,EA19,2,31299.338
2019,NUTS,2010,EA19,2,32867.563
2020,NUTS,2010,EA19,2,33558.559
1992,NUTS,2010,EE,0,2.641
1993,NUTS,2010,EE,0,6.213
1994,NUTS,2010,EE,0,10.277
1995,NUTS,2010,EE,0,12.006
1996,NUTS,2010,EE,0,12.611
1997,NUTS,2010,EE,0,8.885
1998,NUTS,2010,EE,0,6.82
1999,NUTS,2010,EE,0,8.935
2000,NUTS,2010,EE,0,8.564
2001,NUTS,2010,EE,0,6.877
2002,NUTS,2010,EE,0,9.453
2003,NUTS,2010,EE,0,10.539
2004,NUTS,2010,EE,0,10.967
2005,NUTS,2010,EE,0,11.741
2006,NUTS,2010,EE,0,19.825
