year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_total_fte_gov
2003,NUTS,2010,FR26,2,437.0
2004,NUTS,2010,FR26,2,481.0
2006,NUTS,2010,FR26,2,482.0
2007,NUTS,2010,FR26,2,491.0
2008,NUTS,2010,FR26,2,495.0
2009,NUTS,2010,FR26,2,496.0
2010,NUTS,2010,FR26,2,442.0
2011,NUTS,2010,FR26,2,442.0
2012,NUTS,2010,FR26,2,432.0
2013,NUTS,2010,FR26,2,426.0
1989,NUTS,2010,FR3,1,403.0
1990,NUTS,2010,FR3,1,458.0
1991,NUTS,2010,FR3,1,401.0
1992,NUTS,2010,FR3,1,550.0
1993,NUTS,2010,FR3,1,564.0
1994,NUTS,2010,FR3,1,577.0
1995,NUTS,2010,FR3,1,607.0
1996,NUTS,2010,FR3,1,498.0
1997,NUTS,2010,FR3,1,469.0
1998,NUTS,2010,FR3,1,483.0
2000,NUTS,2010,FR3,1,542.0
2001,NUTS,2010,FR3,1,544.0
2002,NUTS,2010,FR3,1,556.0
2003,NUTS,2010,FR3,1,563.0
2004,NUTS,2010,FR3,1,616.0
2006,NUTS,2010,FR3,1,625.0
2007,NUTS,2010,FR3,1,665.0
2008,NUTS,2010,FR3,1,738.0
2009,NUTS,2010,FR3,1,767.0
2010,NUTS,2010,FR3,1,684.0
2011,NUTS,2010,FR3,1,694.0
2012,NUTS,2010,FR3,1,690.0
2013,NUTS,2010,FR3,1,674.0
1989,NUTS,2010,FR30,2,403.0
1990,NUTS,2010,FR30,2,458.0
1991,NUTS,2010,FR30,2,401.0
1992,NUTS,2010,FR30,2,550.0
1993,NUTS,2010,FR30,2,564.0
1994,NUTS,2010,FR30,2,577.0
1995,NUTS,2010,FR30,2,607.0
1996,NUTS,2010,FR30,2,498.0
1997,NUTS,2010,FR30,2,469.0
1998,NUTS,2010,FR30,2,483.0
2000,NUTS,2010,FR30,2,542.0
2001,NUTS,2010,FR30,2,544.0
2002,NUTS,2010,FR30,2,556.0
2003,NUTS,2010,FR30,2,563.0
2004,NUTS,2010,FR30,2,616.0
2006,NUTS,2010,FR30,2,625.0
2007,NUTS,2010,FR30,2,665.0
2008,NUTS,2010,FR30,2,738.0
2009,NUTS,2010,FR30,2,767.0
2010,NUTS,2010,FR30,2,684.0
2011,NUTS,2010,FR30,2,694.0
2012,NUTS,2010,FR30,2,690.0
2013,NUTS,2010,FR30,2,674.0
1989,NUTS,2010,FR4,1,1100.0
1990,NUTS,2010,FR4,1,1031.0
1991,NUTS,2010,FR4,1,1132.0
1992,NUTS,2010,FR4,1,1126.0
1993,NUTS,2010,FR4,1,1133.0
1994,NUTS,2010,FR4,1,1139.0
1995,NUTS,2010,FR4,1,1157.0
1996,NUTS,2010,FR4,1,1181.0
1997,NUTS,2010,FR4,1,1126.0
1998,NUTS,2010,FR4,1,1145.0
2000,NUTS,2010,FR4,1,1319.0
2001,NUTS,2010,FR4,1,1325.0
2002,NUTS,2010,FR4,1,1405.0
2003,NUTS,2010,FR4,1,1445.0
2004,NUTS,2010,FR4,1,1405.0
2006,NUTS,2010,FR4,1,1498.0
2007,NUTS,2010,FR4,1,1539.0
2008,NUTS,2010,FR4,1,1497.0
2009,NUTS,2010,FR4,1,1542.0
2010,NUTS,2010,FR4,1,1495.0
2011,NUTS,2010,FR4,1,1542.0
2012,NUTS,2010,FR4,1,1508.0
2013,NUTS,2010,FR4,1,1457.0
1989,NUTS,2010,FR41,2,748.0
1990,NUTS,2010,FR41,2,675.0
1991,NUTS,2010,FR41,2,730.0
1992,NUTS,2010,FR41,2,741.0
1993,NUTS,2010,FR41,2,739.0
1994,NUTS,2010,FR41,2,752.0
1995,NUTS,2010,FR41,2,767.0
1996,NUTS,2010,FR41,2,766.0
1997,NUTS,2010,FR41,2,735.0
1998,NUTS,2010,FR41,2,729.0
2000,NUTS,2010,FR41,2,781.0
2001,NUTS,2010,FR41,2,814.0
2002,NUTS,2010,FR41,2,864.0
2003,NUTS,2010,FR41,2,938.0
2004,NUTS,2010,FR41,2,907.0
2006,NUTS,2010,FR41,2,979.0
2007,NUTS,2010,FR41,2,1011.0
2008,NUTS,2010,FR41,2,961.0
2009,NUTS,2010,FR41,2,1002.0
2010,NUTS,2010,FR41,2,649.0
2011,NUTS,2010,FR41,2,631.0
2012,NUTS,2010,FR41,2,594.0
2013,NUTS,2010,FR41,2,566.0
1989,NUTS,2010,FR42,2,312.0
1990,NUTS,2010,FR42,2,319.0
1991,NUTS,2010,FR42,2,367.0
1992,NUTS,2010,FR42,2,351.0
1993,NUTS,2010,FR42,2,359.0
1994,NUTS,2010,FR42,2,355.0
1995,NUTS,2010,FR42,2,352.0
1996,NUTS,2010,FR42,2,355.0
1997,NUTS,2010,FR42,2,340.0
1998,NUTS,2010,FR42,2,360.0
2000,NUTS,2010,FR42,2,473.0
2001,NUTS,2010,FR42,2,441.0
2002,NUTS,2010,FR42,2,471.0
2003,NUTS,2010,FR42,2,436.0
2004,NUTS,2010,FR42,2,425.0
2006,NUTS,2010,FR42,2,444.0
2007,NUTS,2010,FR42,2,462.0
2008,NUTS,2010,FR42,2,464.0
2009,NUTS,2010,FR42,2,479.0
2010,NUTS,2010,FR42,2,817.0
2011,NUTS,2010,FR42,2,870.0
2012,NUTS,2010,FR42,2,877.0
2013,NUTS,2010,FR42,2,859.0
1989,NUTS,2010,FR43,2,40.0
1990,NUTS,2010,FR43,2,37.0
1991,NUTS,2010,FR43,2,35.0
1992,NUTS,2010,FR43,2,34.0
1993,NUTS,2010,FR43,2,35.0
1994,NUTS,2010,FR43,2,32.0
1995,NUTS,2010,FR43,2,38.0
1996,NUTS,2010,FR43,2,60.0
1997,NUTS,2010,FR43,2,51.0
1998,NUTS,2010,FR43,2,56.0
2000,NUTS,2010,FR43,2,65.0
2001,NUTS,2010,FR43,2,70.0
2002,NUTS,2010,FR43,2,70.0
2003,NUTS,2010,FR43,2,71.0
2004,NUTS,2010,FR43,2,73.0
2006,NUTS,2010,FR43,2,75.0
2007,NUTS,2010,FR43,2,66.0
2008,NUTS,2010,FR43,2,72.0
2009,NUTS,2010,FR43,2,61.0
2010,NUTS,2010,FR43,2,29.0
2011,NUTS,2010,FR43,2,41.0
2012,NUTS,2010,FR43,2,37.0
2013,NUTS,2010,FR43,2,32.0
1989,NUTS,2010,FR5,1,4404.0
1990,NUTS,2010,FR5,1,4357.0
1991,NUTS,2010,FR5,1,4683.0
1992,NUTS,2010,FR5,1,3042.0
1993,NUTS,2010,FR5,1,3163.0
1994,NUTS,2010,FR5,1,3265.0
1995,NUTS,2010,FR5,1,3219.0
1996,NUTS,2010,FR5,1,3206.0
1997,NUTS,2010,FR5,1,3268.0
1998,NUTS,2010,FR5,1,3465.0
2000,NUTS,2010,FR5,1,3640.0
2001,NUTS,2010,FR5,1,3523.0
2002,NUTS,2010,FR5,1,3664.0
2003,NUTS,2010,FR5,1,3635.0
2004,NUTS,2010,FR5,1,3726.0
2006,NUTS,2010,FR5,1,4123.0
2007,NUTS,2010,FR5,1,4129.0
2008,NUTS,2010,FR5,1,4229.0
2009,NUTS,2010,FR5,1,4405.0
2010,NUTS,2010,FR5,1,3913.0
2011,NUTS,2010,FR5,1,3916.0
2012,NUTS,2010,FR5,1,4033.0
2013,NUTS,2010,FR5,1,3924.0
1989,NUTS,2010,FR51,2,819.0
1990,NUTS,2010,FR51,2,839.0
1991,NUTS,2010,FR51,2,949.0
1992,NUTS,2010,FR51,2,1049.0
1993,NUTS,2010,FR51,2,1055.0
1994,NUTS,2010,FR51,2,1080.0
1995,NUTS,2010,FR51,2,1096.0
1996,NUTS,2010,FR51,2,1090.0
1997,NUTS,2010,FR51,2,1175.0
1998,NUTS,2010,FR51,2,1262.0
2000,NUTS,2010,FR51,2,1256.0
2001,NUTS,2010,FR51,2,1202.0
2002,NUTS,2010,FR51,2,1231.0
2003,NUTS,2010,FR51,2,1223.0
2004,NUTS,2010,FR51,2,1327.0
2006,NUTS,2010,FR51,2,1384.0
2007,NUTS,2010,FR51,2,1450.0
2008,NUTS,2010,FR51,2,1473.0
2009,NUTS,2010,FR51,2,1570.0
2010,NUTS,2010,FR51,2,1385.0
2011,NUTS,2010,FR51,2,1392.0
2012,NUTS,2010,FR51,2,1506.0
2013,NUTS,2010,FR51,2,1312.0
1989,NUTS,2010,FR52,2,3177.0
1990,NUTS,2010,FR52,2,3108.0
1991,NUTS,2010,FR52,2,3318.0
1992,NUTS,2010,FR52,2,1609.0
1993,NUTS,2010,FR52,2,1702.0
1994,NUTS,2010,FR52,2,1772.0
1995,NUTS,2010,FR52,2,1714.0
1996,NUTS,2010,FR52,2,1696.0
1997,NUTS,2010,FR52,2,1716.0
1998,NUTS,2010,FR52,2,1808.0
2000,NUTS,2010,FR52,2,1986.0
2001,NUTS,2010,FR52,2,1880.0
2002,NUTS,2010,FR52,2,2010.0
2003,NUTS,2010,FR52,2,1985.0
2004,NUTS,2010,FR52,2,1985.0
2006,NUTS,2010,FR52,2,2308.0
2007,NUTS,2010,FR52,2,2259.0
2008,NUTS,2010,FR52,2,2338.0
2009,NUTS,2010,FR52,2,2440.0
2010,NUTS,2010,FR52,2,2183.0
2011,NUTS,2010,FR52,2,2174.0
2012,NUTS,2010,FR52,2,2190.0
2013,NUTS,2010,FR52,2,2266.0
1989,NUTS,2010,FR53,2,408.0
1990,NUTS,2010,FR53,2,410.0
1991,NUTS,2010,FR53,2,416.0
1992,NUTS,2010,FR53,2,384.0
1993,NUTS,2010,FR53,2,406.0
1994,NUTS,2010,FR53,2,413.0
1995,NUTS,2010,FR53,2,409.0
1996,NUTS,2010,FR53,2,420.0
1997,NUTS,2010,FR53,2,377.0
1998,NUTS,2010,FR53,2,395.0
2000,NUTS,2010,FR53,2,398.0
2001,NUTS,2010,FR53,2,441.0
2002,NUTS,2010,FR53,2,423.0
2003,NUTS,2010,FR53,2,426.0
2004,NUTS,2010,FR53,2,414.0
2006,NUTS,2010,FR53,2,431.0
2007,NUTS,2010,FR53,2,420.0
2008,NUTS,2010,FR53,2,418.0
2009,NUTS,2010,FR53,2,396.0
2010,NUTS,2010,FR53,2,345.0
2011,NUTS,2010,FR53,2,350.0
2012,NUTS,2010,FR53,2,337.0
2013,NUTS,2010,FR53,2,346.0
1989,NUTS,2010,FR6,1,3088.0
1990,NUTS,2010,FR6,1,3208.0
1991,NUTS,2010,FR6,1,3267.0
1992,NUTS,2010,FR6,1,3680.0
1993,NUTS,2010,FR6,1,3795.0
1994,NUTS,2010,FR6,1,3917.0
1995,NUTS,2010,FR6,1,3949.0
1996,NUTS,2010,FR6,1,3886.0
1997,NUTS,2010,FR6,1,3929.0
1998,NUTS,2010,FR6,1,3960.0
2000,NUTS,2010,FR6,1,4415.0
2001,NUTS,2010,FR6,1,4433.0
2002,NUTS,2010,FR6,1,4477.0
2003,NUTS,2010,FR6,1,4430.0
2004,NUTS,2010,FR6,1,4586.0
2006,NUTS,2010,FR6,1,4720.0
2007,NUTS,2010,FR6,1,4881.0
2008,NUTS,2010,FR6,1,5055.0
2009,NUTS,2010,FR6,1,5182.0
2010,NUTS,2010,FR6,1,5001.0
2011,NUTS,2010,FR6,1,5062.0
2012,NUTS,2010,FR6,1,5203.0
2013,NUTS,2010,FR6,1,5206.0
1989,NUTS,2010,FR61,2,754.0
1990,NUTS,2010,FR61,2,771.0
1991,NUTS,2010,FR61,2,752.0
1992,NUTS,2010,FR61,2,752.0
1993,NUTS,2010,FR61,2,761.0
1994,NUTS,2010,FR61,2,784.0
1995,NUTS,2010,FR61,2,795.0
1996,NUTS,2010,FR61,2,784.0
1997,NUTS,2010,FR61,2,776.0
1998,NUTS,2010,FR61,2,801.0
2000,NUTS,2010,FR61,2,995.0
2001,NUTS,2010,FR61,2,949.0
2002,NUTS,2010,FR61,2,991.0
2003,NUTS,2010,FR61,2,1016.0
2004,NUTS,2010,FR61,2,1082.0
2006,NUTS,2010,FR61,2,1163.0
2007,NUTS,2010,FR61,2,1182.0
2008,NUTS,2010,FR61,2,1271.0
2009,NUTS,2010,FR61,2,1337.0
2010,NUTS,2010,FR61,2,1293.0
2011,NUTS,2010,FR61,2,1304.0
2012,NUTS,2010,FR61,2,1374.0
2013,NUTS,2010,FR61,2,1334.0
1989,NUTS,2010,FR62,2,2302.0
1990,NUTS,2010,FR62,2,2405.0
1991,NUTS,2010,FR62,2,2484.0
1992,NUTS,2010,FR62,2,2893.0
1993,NUTS,2010,FR62,2,2999.0
1994,NUTS,2010,FR62,2,3098.0
1995,NUTS,2010,FR62,2,3119.0
1996,NUTS,2010,FR62,2,3066.0
1997,NUTS,2010,FR62,2,3136.0
1998,NUTS,2010,FR62,2,3140.0
2000,NUTS,2010,FR62,2,3384.0
2001,NUTS,2010,FR62,2,3448.0
2002,NUTS,2010,FR62,2,3449.0
2003,NUTS,2010,FR62,2,3380.0
2004,NUTS,2010,FR62,2,3475.0
2006,NUTS,2010,FR62,2,3523.0
2007,NUTS,2010,FR62,2,3661.0
2008,NUTS,2010,FR62,2,3722.0
2009,NUTS,2010,FR62,2,3813.0
2010,NUTS,2010,FR62,2,3695.0
2011,NUTS,2010,FR62,2,3740.0
2012,NUTS,2010,FR62,2,3802.0
2013,NUTS,2010,FR62,2,3852.0
1989,NUTS,2010,FR63,2,32.0
1990,NUTS,2010,FR63,2,32.0
1991,NUTS,2010,FR63,2,31.0
1992,NUTS,2010,FR63,2,35.0
1993,NUTS,2010,FR63,2,35.0
1994,NUTS,2010,FR63,2,35.0
1995,NUTS,2010,FR63,2,35.0
1996,NUTS,2010,FR63,2,36.0
1997,NUTS,2010,FR63,2,17.0
1998,NUTS,2010,FR63,2,19.0
2000,NUTS,2010,FR63,2,36.0
2001,NUTS,2010,FR63,2,36.0
2002,NUTS,2010,FR63,2,37.0
2003,NUTS,2010,FR63,2,33.0
2004,NUTS,2010,FR63,2,29.0
2006,NUTS,2010,FR63,2,34.0
2007,NUTS,2010,FR63,2,38.0
2008,NUTS,2010,FR63,2,62.0
2009,NUTS,2010,FR63,2,31.0
2010,NUTS,2010,FR63,2,14.0
2011,NUTS,2010,FR63,2,19.0
2012,NUTS,2010,FR63,2,27.0
2013,NUTS,2010,FR63,2,20.0
1989,NUTS,2010,FR7,1,4380.0
1990,NUTS,2010,FR7,1,4456.0
1991,NUTS,2010,FR7,1,4384.0
1992,NUTS,2010,FR7,1,4184.0
1993,NUTS,2010,FR7,1,4192.0
1994,NUTS,2010,FR7,1,4240.0
1995,NUTS,2010,FR7,1,4355.0
1996,NUTS,2010,FR7,1,4466.0
1997,NUTS,2010,FR7,1,4210.0
1998,NUTS,2010,FR7,1,4567.0
2000,NUTS,2010,FR7,1,5007.0
2001,NUTS,2010,FR7,1,5019.0
2002,NUTS,2010,FR7,1,5247.0
2003,NUTS,2010,FR7,1,5456.0
2004,NUTS,2010,FR7,1,5481.0
2006,NUTS,2010,FR7,1,5942.0
2007,NUTS,2010,FR7,1,6122.0
2008,NUTS,2010,FR7,1,6296.0
2009,NUTS,2010,FR7,1,6590.0
2010,NUTS,2010,FR7,1,6641.0
2011,NUTS,2010,FR7,1,6621.0
2012,NUTS,2010,FR7,1,6939.0
2013,NUTS,2010,FR7,1,6766.0
1989,NUTS,2010,FR71,2,3588.0
1990,NUTS,2010,FR71,2,3641.0
1991,NUTS,2010,FR71,2,3552.0
1992,NUTS,2010,FR71,2,3360.0
1993,NUTS,2010,FR71,2,3340.0
1994,NUTS,2010,FR71,2,3357.0
1995,NUTS,2010,FR71,2,3459.0
1996,NUTS,2010,FR71,2,3660.0
1997,NUTS,2010,FR71,2,3409.0
1998,NUTS,2010,FR71,2,3738.0
2000,NUTS,2010,FR71,2,4111.0
2001,NUTS,2010,FR71,2,4121.0
2002,NUTS,2010,FR71,2,4360.0
2003,NUTS,2010,FR71,2,4572.0
2004,NUTS,2010,FR71,2,4537.0
2006,NUTS,2010,FR71,2,4995.0
2007,NUTS,2010,FR71,2,5197.0
2008,NUTS,2010,FR71,2,5354.0
2009,NUTS,2010,FR71,2,5656.0
2010,NUTS,2010,FR71,2,5763.0
2011,NUTS,2010,FR71,2,5727.0
2012,NUTS,2010,FR71,2,5588.0
2013,NUTS,2010,FR71,2,5865.0
1989,NUTS,2010,FR72,2,792.0
1990,NUTS,2010,FR72,2,816.0
1991,NUTS,2010,FR72,2,832.0
1992,NUTS,2010,FR72,2,824.0
1993,NUTS,2010,FR72,2,852.0
1994,NUTS,2010,FR72,2,883.0
1995,NUTS,2010,FR72,2,896.0
1996,NUTS,2010,FR72,2,806.0
1997,NUTS,2010,FR72,2,801.0
1998,NUTS,2010,FR72,2,829.0
2000,NUTS,2010,FR72,2,896.0
2001,NUTS,2010,FR72,2,898.0
2002,NUTS,2010,FR72,2,887.0
2003,NUTS,2010,FR72,2,884.0
2004,NUTS,2010,FR72,2,944.0
2006,NUTS,2010,FR72,2,947.0
2007,NUTS,2010,FR72,2,925.0
2008,NUTS,2010,FR72,2,942.0
2009,NUTS,2010,FR72,2,934.0
2010,NUTS,2010,FR72,2,878.0
2011,NUTS,2010,FR72,2,894.0
2012,NUTS,2010,FR72,2,1351.0
2013,NUTS,2010,FR72,2,901.0
1989,NUTS,2010,FR8,1,6656.0
1990,NUTS,2010,FR8,1,6760.0
1991,NUTS,2010,FR8,1,6906.0
1992,NUTS,2010,FR8,1,6773.0
1993,NUTS,2010,FR8,1,6795.0
1994,NUTS,2010,FR8,1,6867.0
1995,NUTS,2010,FR8,1,7193.0
1996,NUTS,2010,FR8,1,7471.0
1997,NUTS,2010,FR8,1,7217.0
1998,NUTS,2010,FR8,1,7768.0
2000,NUTS,2010,FR8,1,8353.0
2001,NUTS,2010,FR8,1,8370.0
2002,NUTS,2010,FR8,1,8805.0
2003,NUTS,2010,FR8,1,8733.0
2004,NUTS,2010,FR8,1,8904.0
2006,NUTS,2010,FR8,1,9492.0
2007,NUTS,2010,FR8,1,9612.0
2008,NUTS,2010,FR8,1,9978.0
2009,NUTS,2010,FR8,1,10081.0
2010,NUTS,2010,FR8,1,9821.0
2011,NUTS,2010,FR8,1,9747.0
2012,NUTS,2010,FR8,1,9260.0
2013,NUTS,2010,FR8,1,9736.0
1989,NUTS,2010,FR81,2,2250.0
1990,NUTS,2010,FR81,2,2304.0
1991,NUTS,2010,FR81,2,2386.0
1992,NUTS,2010,FR81,2,2416.0
1993,NUTS,2010,FR81,2,2467.0
1994,NUTS,2010,FR81,2,2604.0
1995,NUTS,2010,FR81,2,2838.0
1996,NUTS,2010,FR81,2,3099.0
1997,NUTS,2010,FR81,2,3165.0
1998,NUTS,2010,FR81,2,3443.0
2000,NUTS,2010,FR81,2,3716.0
2001,NUTS,2010,FR81,2,3636.0
2002,NUTS,2010,FR81,2,3914.0
2003,NUTS,2010,FR81,2,3915.0
2004,NUTS,2010,FR81,2,4008.0
2006,NUTS,2010,FR81,2,4378.0
2007,NUTS,2010,FR81,2,4582.0
2008,NUTS,2010,FR81,2,4715.0
2009,NUTS,2010,FR81,2,4727.0
2010,NUTS,2010,FR81,2,4665.0
2011,NUTS,2010,FR81,2,4638.0
2012,NUTS,2010,FR81,2,4757.0
2013,NUTS,2010,FR81,2,4632.0
1989,NUTS,2010,FR82,2,4318.0
1990,NUTS,2010,FR82,2,4369.0
1991,NUTS,2010,FR82,2,4431.0
1992,NUTS,2010,FR82,2,4271.0
1993,NUTS,2010,FR82,2,4232.0
1994,NUTS,2010,FR82,2,4162.0
1995,NUTS,2010,FR82,2,4260.0
1996,NUTS,2010,FR82,2,4275.0
1997,NUTS,2010,FR82,2,3964.0
1998,NUTS,2010,FR82,2,4241.0
2000,NUTS,2010,FR82,2,4551.0
2001,NUTS,2010,FR82,2,4656.0
2002,NUTS,2010,FR82,2,4810.0
2003,NUTS,2010,FR82,2,4740.0
2004,NUTS,2010,FR82,2,4812.0
2006,NUTS,2010,FR82,2,5027.0
2007,NUTS,2010,FR82,2,4950.0
2008,NUTS,2010,FR82,2,5180.0
2009,NUTS,2010,FR82,2,5265.0
2010,NUTS,2010,FR82,2,5077.0
2011,NUTS,2010,FR82,2,5038.0
2012,NUTS,2010,FR82,2,4430.0
2013,NUTS,2010,FR82,2,5034.0
1989,NUTS,2010,FR83,2,88.0
1990,NUTS,2010,FR83,2,87.0
1991,NUTS,2010,FR83,2,89.0
1992,NUTS,2010,FR83,2,86.0
1993,NUTS,2010,FR83,2,96.0
1994,NUTS,2010,FR83,2,101.0
1995,NUTS,2010,FR83,2,95.0
1996,NUTS,2010,FR83,2,97.0
1997,NUTS,2010,FR83,2,88.0
1998,NUTS,2010,FR83,2,84.0
2000,NUTS,2010,FR83,2,86.0
2001,NUTS,2010,FR83,2,78.0
2002,NUTS,2010,FR83,2,81.0
2003,NUTS,2010,FR83,2,79.0
2004,NUTS,2010,FR83,2,85.0
2006,NUTS,2010,FR83,2,87.0
2007,NUTS,2010,FR83,2,80.0
2008,NUTS,2010,FR83,2,83.0
2009,NUTS,2010,FR83,2,89.0
2010,NUTS,2010,FR83,2,80.0
2011,NUTS,2010,FR83,2,71.0
2012,NUTS,2010,FR83,2,73.0
2013,NUTS,2010,FR83,2,70.0
1989,NUTS,2010,FRA,1,1436.0
1990,NUTS,2010,FRA,1,1443.0
1991,NUTS,2010,FRA,1,1374.0
1992,NUTS,2010,FRA,1,1420.0
1993,NUTS,2010,FRA,1,1382.0
1994,NUTS,2010,FRA,1,1353.0
1995,NUTS,2010,FRA,1,1383.0
1996,NUTS,2010,FRA,1,1450.0
1997,NUTS,2010,FRA,1,1275.0
1998,NUTS,2010,FRA,1,1350.0
2000,NUTS,2010,FRA,1,1371.0
2001,NUTS,2010,FRA,1,1375.0
2002,NUTS,2010,FRA,1,1588.0
2003,NUTS,2010,FRA,1,1587.0
2004,NUTS,2010,FRA,1,1604.0
2006,NUTS,2010,FRA,1,1521.0
2007,NUTS,2010,FRA,1,1483.0
2008,NUTS,2010,FRA,1,1467.0
2009,NUTS,2010,FRA,1,1422.0
2010,NUTS,2010,FRA,1,1295.0
2011,NUTS,2010,FRA,1,1365.0
2012,NUTS,2010,FRA,1,1473.0
2013,NUTS,2010,FRA,1,1425.0
2002,NUTS,2010,FRZ,1,3862.0
2003,NUTS,2010,FRZ,1,3826.0
2004,NUTS,2010,FRZ,1,3829.0
2006,NUTS,2010,FRZ,1,441.0
2007,NUTS,2010,FRZ,1,399.0
2008,NUTS,2010,FRZ,1,715.0
2009,NUTS,2010,FRZ,1,675.0
2010,NUTS,2010,FRZ,1,836.0
2011,NUTS,2010,FRZ,1,860.0
2012,NUTS,2010,FRZ,1,625.0
2013,NUTS,2010,FRZ,1,616.0
2002,NUTS,2010,FRZZ,2,3862.0
2003,NUTS,2010,FRZZ,2,3826.0
2004,NUTS,2010,FRZZ,2,3829.0
2006,NUTS,2010,FRZZ,2,441.0
2007,NUTS,2010,FRZZ,2,399.0
2008,NUTS,2010,FRZZ,2,715.0
2009,NUTS,2010,FRZZ,2,675.0
2010,NUTS,2010,FRZZ,2,836.0
2011,NUTS,2010,FRZZ,2,860.0
2012,NUTS,2010,FRZZ,2,625.0
2013,NUTS,2010,FRZZ,2,616.0
2002,NUTS,2010,HR,0,3029.0
2003,NUTS,2010,HR,0,3275.0
2004,NUTS,2010,HR,0,3634.0
2005,NUTS,2010,HR,0,3155.0
2006,NUTS,2010,HR,0,3178.0
2007,NUTS,2010,HR,0,3344.0
2008,NUTS,2010,HR,0,3354.0
2009,NUTS,2010,HR,0,3643.0
2010,NUTS,2010,HR,0,3622.0
2011,NUTS,2010,HR,0,3607.0
2012,NUTS,2010,HR,0,3499.0
2013,NUTS,2010,HR,0,3473.0
2014,NUTS,2010,HR,0,3356.0
2015,NUTS,2010,HR,0,3262.0
2016,NUTS,2010,HR,0,3007.0
2017,NUTS,2010,HR,0,3058.0
2018,NUTS,2010,HR,0,3167.0
2019,NUTS,2010,HR,0,3204.0
2020,NUTS,2010,HR,0,3569.0
2002,NUTS,2010,HR0,1,3029.0
2003,NUTS,2010,HR0,1,3275.0
2004,NUTS,2010,HR0,1,3634.0
2005,NUTS,2010,HR0,1,3155.0
2006,NUTS,2010,HR0,1,3178.0
2007,NUTS,2010,HR0,1,3344.0
2008,NUTS,2010,HR0,1,3354.0
2009,NUTS,2010,HR0,1,3643.0
2010,NUTS,2010,HR0,1,3622.0
2011,NUTS,2010,HR0,1,3607.0
2012,NUTS,2010,HR0,1,3499.0
2013,NUTS,2010,HR0,1,3473.0
2014,NUTS,2010,HR0,1,3356.0
2015,NUTS,2010,HR0,1,3262.0
2016,NUTS,2010,HR0,1,3007.0
2017,NUTS,2010,HR0,1,3058.0
2018,NUTS,2010,HR0,1,3167.0
2019,NUTS,2010,HR0,1,3204.0
2020,NUTS,2010,HR0,1,3569.0
2008,NUTS,2010,HR02,2,204.0
2009,NUTS,2010,HR02,2,210.0
2010,NUTS,2010,HR02,2,205.0
2020,NUTS,2010,HR02,2,185.0
2008,NUTS,2010,HR03,2,238.0
2009,NUTS,2010,HR03,2,245.0
2010,NUTS,2010,HR03,2,246.0
2011,NUTS,2010,HR03,2,245.0
2012,NUTS,2010,HR03,2,262.0
2013,NUTS,2010,HR03,2,260.0
2014,NUTS,2010,HR03,2,239.0
2015,NUTS,2010,HR03,2,226.0
2016,NUTS,2010,HR03,2,291.0
2017,NUTS,2010,HR03,2,298.0
2018,NUTS,2010,HR03,2,316.0
2019,NUTS,2010,HR03,2,368.0
2020,NUTS,2010,HR03,2,394.0
2008,NUTS,2010,HR04,2,3116.0
2009,NUTS,2010,HR04,2,3398.0
2010,NUTS,2010,HR04,2,3376.0
2011,NUTS,2010,HR04,2,3362.0
2012,NUTS,2010,HR04,2,3237.0
2013,NUTS,2010,HR04,2,3212.0
2014,NUTS,2010,HR04,2,3118.0
2015,NUTS,2010,HR04,2,3036.0
2016,NUTS,2010,HR04,2,2716.0
2017,NUTS,2010,HR04,2,2760.0
2018,NUTS,2010,HR04,2,2851.0
2019,NUTS,2010,HR04,2,2837.0
2020,NUTS,2010,HR05,2,2908.0
2020,NUTS,2010,HR06,2,82.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
1980,NUTS,2010,HU,0,5641.0
1981,NUTS,2010,HU,0,11303.0
1982,NUTS,2010,HU,0,10369.0
1983,NUTS,2010,HU,0,10500.0
1984,NUTS,2010,HU,0,12277.0
1985,NUTS,2010,HU,0,10169.0
1986,NUTS,2010,HU,0,9876.0
1987,NUTS,2010,HU,0,9757.0
1988,NUTS,2010,HU,0,9374.0
1989,NUTS,2010,HU,0,9224.0
1990,NUTS,2010,HU,0,9110.0
1991,NUTS,2010,HU,0,7949.0
1992,NUTS,2010,HU,0,7295.0
1993,NUTS,2010,HU,0,6816.0
1994,NUTS,2010,HU,0,6615.0
1995,NUTS,2010,HU,0,6483.0
1996,NUTS,2010,HU,0,7106.0
1997,NUTS,2010,HU,0,7003.0
1998,NUTS,2010,HU,0,7161.0
1999,NUTS,2010,HU,0,7978.0
2000,NUTS,2010,HU,0,8204.0
2001,NUTS,2010,HU,0,7766.0
2002,NUTS,2010,HU,0,7979.0
2003,NUTS,2010,HU,0,7859.0
2004,NUTS,2010,HU,0,7595.0
2005,NUTS,2010,HU,0,7652.0
2006,NUTS,2010,HU,0,8169.0
2007,NUTS,2010,HU,0,7834.0
2008,NUTS,2010,HU,0,8050.0
2009,NUTS,2010,HU,0,8234.0
2010,NUTS,2010,HU,0,8225.0
2011,NUTS,2010,HU,0,8480.0
2012,NUTS,2010,HU,0,7605.0
2013,NUTS,2010,HU,0,7765.0
2014,NUTS,2010,HU,0,7215.0
2015,NUTS,2010,HU,0,8111.0
