year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_nac_pnp
2005,NUTS,2010,CZ03,2,14.614
2006,NUTS,2010,CZ03,2,17.53
2007,NUTS,2010,CZ03,2,3.722
2008,NUTS,2010,CZ03,2,6.033
2009,NUTS,2010,CZ03,2,37.356
2010,NUTS,2010,CZ03,2,36.043
2011,NUTS,2010,CZ03,2,18.731
2012,NUTS,2010,CZ03,2,52.332
2013,NUTS,2010,CZ03,2,10.584
2014,NUTS,2010,CZ03,2,23.181
2015,NUTS,2010,CZ03,2,89.902
2016,NUTS,2010,CZ03,2,28.352
2017,NUTS,2010,CZ03,2,49.089
2018,NUTS,2010,CZ03,2,44.44
2019,NUTS,2010,CZ03,2,35.373
2020,NUTS,2010,CZ03,2,36.513
2001,NUTS,2010,CZ04,2,0.752
2002,NUTS,2010,CZ04,2,1.149
2003,NUTS,2010,CZ04,2,3.711
2004,NUTS,2010,CZ04,2,1.388
2005,NUTS,2010,CZ04,2,0.0
2006,NUTS,2010,CZ04,2,0.0
2007,NUTS,2010,CZ04,2,4.274
2008,NUTS,2010,CZ04,2,0.695
2009,NUTS,2010,CZ04,2,0.736
2010,NUTS,2010,CZ04,2,0.0
2011,NUTS,2010,CZ04,2,0.0
2012,NUTS,2010,CZ04,2,0.0
2013,NUTS,2010,CZ04,2,0.0
2014,NUTS,2010,CZ04,2,0.0
2015,NUTS,2010,CZ04,2,0.0
2016,NUTS,2010,CZ04,2,0.0
2017,NUTS,2010,CZ04,2,0.0
2018,NUTS,2010,CZ04,2,0.472
2019,NUTS,2010,CZ04,2,0.854
2020,NUTS,2010,CZ04,2,0.915
2001,NUTS,2010,CZ05,2,2.036
2002,NUTS,2010,CZ05,2,2.978
2003,NUTS,2010,CZ05,2,3.791
2004,NUTS,2010,CZ05,2,4.051
2005,NUTS,2010,CZ05,2,4.51
2006,NUTS,2010,CZ05,2,3.266
2007,NUTS,2010,CZ05,2,2.283
2008,NUTS,2010,CZ05,2,2.211
2009,NUTS,2010,CZ05,2,2.258
2010,NUTS,2010,CZ05,2,17.956
2011,NUTS,2010,CZ05,2,39.248
2012,NUTS,2010,CZ05,2,32.888
2013,NUTS,2010,CZ05,2,41.792
2014,NUTS,2010,CZ05,2,12.845
2015,NUTS,2010,CZ05,2,2.674
2016,NUTS,2010,CZ05,2,2.163
2017,NUTS,2010,CZ05,2,9.3
2018,NUTS,2010,CZ05,2,0.12
2019,NUTS,2010,CZ05,2,64.703
2020,NUTS,2010,CZ05,2,71.78
2001,NUTS,2010,CZ06,2,6.234
2002,NUTS,2010,CZ06,2,7.17
2003,NUTS,2010,CZ06,2,9.269
2004,NUTS,2010,CZ06,2,5.329
2005,NUTS,2010,CZ06,2,5.522
2006,NUTS,2010,CZ06,2,5.124
2007,NUTS,2010,CZ06,2,4.966
2008,NUTS,2010,CZ06,2,14.984
2009,NUTS,2010,CZ06,2,17.582
2010,NUTS,2010,CZ06,2,44.671
2011,NUTS,2010,CZ06,2,52.397
2012,NUTS,2010,CZ06,2,27.261
2013,NUTS,2010,CZ06,2,38.599
2014,NUTS,2010,CZ06,2,43.734
2015,NUTS,2010,CZ06,2,78.847
2016,NUTS,2010,CZ06,2,9.832
2017,NUTS,2010,CZ06,2,16.502
2018,NUTS,2010,CZ06,2,25.667
2019,NUTS,2010,CZ06,2,19.558
2020,NUTS,2010,CZ06,2,20.713
2001,NUTS,2010,CZ07,2,2.389
2002,NUTS,2010,CZ07,2,2.211
2003,NUTS,2010,CZ07,2,4.168
2004,NUTS,2010,CZ07,2,3.906
2005,NUTS,2010,CZ07,2,4.829
2006,NUTS,2010,CZ07,2,7.72
2007,NUTS,2010,CZ07,2,14.2
2008,NUTS,2010,CZ07,2,13.298
2009,NUTS,2010,CZ07,2,12.854
2010,NUTS,2010,CZ07,2,22.242
2011,NUTS,2010,CZ07,2,12.253
2012,NUTS,2010,CZ07,2,8.883
2013,NUTS,2010,CZ07,2,7.46
2014,NUTS,2010,CZ07,2,13.629
2015,NUTS,2010,CZ07,2,10.333
2016,NUTS,2010,CZ07,2,10.163
2017,NUTS,2010,CZ07,2,7.479
2018,NUTS,2010,CZ07,2,10.246
2019,NUTS,2010,CZ07,2,16.864
2020,NUTS,2010,CZ07,2,18.457
2001,NUTS,2010,CZ08,2,5.996
2002,NUTS,2010,CZ08,2,10.675
2003,NUTS,2010,CZ08,2,7.208
2004,NUTS,2010,CZ08,2,2.217
2005,NUTS,2010,CZ08,2,5.187
2006,NUTS,2010,CZ08,2,5.351
2007,NUTS,2010,CZ08,2,4.173
2008,NUTS,2010,CZ08,2,4.387
2009,NUTS,2010,CZ08,2,0.952
2010,NUTS,2010,CZ08,2,0.799
2011,NUTS,2010,CZ08,2,55.565
2012,NUTS,2010,CZ08,2,66.106
2013,NUTS,2010,CZ08,2,4.101
2014,NUTS,2010,CZ08,2,95.31
2015,NUTS,2010,CZ08,2,8.767
2016,NUTS,2010,CZ08,2,3.087
2017,NUTS,2010,CZ08,2,17.042
2018,NUTS,2010,CZ08,2,19.399
2019,NUTS,2010,CZ08,2,14.473
2020,NUTS,2010,CZ08,2,11.532
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
1981,NUTS,2010,DE,0,102.26
1982,NUTS,2010,DE,0,102.26
1983,NUTS,2010,DE,0,102.26
1984,NUTS,2010,DE,0,102.26
1985,NUTS,2010,DE,0,112.48
1986,NUTS,2010,DE,0,112.48
1987,NUTS,2010,DE,0,145.31
1988,NUTS,2010,DE,0,148.28
1989,NUTS,2010,DE,0,151.09
1990,NUTS,2010,DE,0,153.39
1981,NUTS,2010,DK,0,39.4
1982,NUTS,2010,DK,0,42.7
1983,NUTS,2010,DK,0,50.0
1984,NUTS,2010,DK,0,58.0
1985,NUTS,2010,DK,0,65.0
1986,NUTS,2010,DK,0,86.0
1987,NUTS,2010,DK,0,107.0
1988,NUTS,2010,DK,0,121.0
1989,NUTS,2010,DK,0,134.0
1990,NUTS,2010,DK,0,150.0
1991,NUTS,2010,DK,0,167.0
1992,NUTS,2010,DK,0,164.5
1993,NUTS,2010,DK,0,162.0
1995,NUTS,2010,DK,0,200.0
1996,NUTS,2010,DK,0,232.9
1997,NUTS,2010,DK,0,208.0
1998,NUTS,2010,DK,0,216.0
1999,NUTS,2010,DK,0,292.0
2000,NUTS,2010,DK,0,256.0
2001,NUTS,2010,DK,0,235.25
2002,NUTS,2010,DK,0,195.0
2003,NUTS,2010,DK,0,244.95
2004,NUTS,2010,DK,0,251.07
2005,NUTS,2010,DK,0,253.87
2006,NUTS,2010,DK,0,240.58
2007,NUTS,2010,DK,0,209.01
2008,NUTS,2010,DK,0,157.784
2009,NUTS,2010,DK,0,220.606
2010,NUTS,2010,DK,0,232.039
2011,NUTS,2010,DK,0,200.394
2012,NUTS,2010,DK,0,233.0
2013,NUTS,2010,DK,0,239.0
2014,NUTS,2010,DK,0,236.0
2015,NUTS,2010,DK,0,220.0
2016,NUTS,2010,DK,0,229.0
2017,NUTS,2010,DK,0,198.0
2018,NUTS,2010,DK,0,233.0
2019,NUTS,2010,DK,0,275.0
2020,NUTS,2010,DK,0,300.0
1981,NUTS,2010,DK0,1,39.4
1982,NUTS,2010,DK0,1,42.7
1983,NUTS,2010,DK0,1,50.0
1984,NUTS,2010,DK0,1,58.0
1985,NUTS,2010,DK0,1,65.0
1986,NUTS,2010,DK0,1,86.0
1987,NUTS,2010,DK0,1,107.0
1988,NUTS,2010,DK0,1,121.0
1989,NUTS,2010,DK0,1,134.0
1990,NUTS,2010,DK0,1,150.0
1991,NUTS,2010,DK0,1,167.0
1992,NUTS,2010,DK0,1,164.5
1993,NUTS,2010,DK0,1,162.0
1995,NUTS,2010,DK0,1,200.0
1996,NUTS,2010,DK0,1,232.9
1997,NUTS,2010,DK0,1,208.0
1998,NUTS,2010,DK0,1,216.0
1999,NUTS,2010,DK0,1,292.0
2000,NUTS,2010,DK0,1,256.0
2001,NUTS,2010,DK0,1,235.0
2002,NUTS,2010,DK0,1,195.0
2003,NUTS,2010,DK0,1,245.0
2004,NUTS,2010,DK0,1,251.0
2005,NUTS,2010,DK0,1,253.87
2006,NUTS,2010,DK0,1,240.58
2007,NUTS,2010,DK0,1,209.005
2008,NUTS,2010,DK0,1,157.784
2009,NUTS,2010,DK0,1,220.606
2010,NUTS,2010,DK0,1,232.039
2011,NUTS,2010,DK0,1,200.394
2012,NUTS,2010,DK0,1,233.0
2013,NUTS,2010,DK0,1,238.9
2014,NUTS,2010,DK0,1,237.0
2015,NUTS,2010,DK0,1,220.0
2016,NUTS,2010,DK0,1,229.0
2017,NUTS,2010,DK0,1,198.0
2018,NUTS,2010,DK0,1,233.0
2019,NUTS,2010,DK0,1,275.0
2020,NUTS,2010,DK0,1,300.0
2007,NUTS,2010,DK01,2,184.651
2009,NUTS,2010,DK01,2,213.316
2010,NUTS,2010,DK01,2,227.981
2011,NUTS,2010,DK01,2,196.336
2012,NUTS,2010,DK01,2,224.4
2013,NUTS,2010,DK01,2,231.2
2014,NUTS,2010,DK01,2,230.0
2015,NUTS,2010,DK01,2,208.0
2016,NUTS,2010,DK01,2,218.0
2017,NUTS,2010,DK01,2,191.0
2019,NUTS,2010,DK01,2,270.0
2007,NUTS,2010,DK02,2,0.7
2009,NUTS,2010,DK02,2,5.393
2010,NUTS,2010,DK02,2,4.058
2011,NUTS,2010,DK02,2,4.058
2012,NUTS,2010,DK02,2,4.0
2013,NUTS,2010,DK02,2,3.5
2014,NUTS,2010,DK02,2,4.0
2015,NUTS,2010,DK02,2,9.0
2016,NUTS,2010,DK02,2,8.0
2017,NUTS,2010,DK02,2,4.0
2019,NUTS,2010,DK02,2,5.0
2007,NUTS,2010,DK03,2,0.0
2009,NUTS,2010,DK03,2,1.897
2010,NUTS,2010,DK03,2,0.0
2011,NUTS,2010,DK03,2,0.0
2012,NUTS,2010,DK03,2,4.6
2013,NUTS,2010,DK03,2,4.1
2014,NUTS,2010,DK03,2,3.0
2015,NUTS,2010,DK03,2,3.0
2016,NUTS,2010,DK03,2,3.0
2017,NUTS,2010,DK03,2,3.0
2007,NUTS,2010,DK04,2,23.654
2009,NUTS,2010,DK04,2,0.0
2010,NUTS,2010,DK04,2,0.0
2011,NUTS,2010,DK04,2,0.0
2012,NUTS,2010,DK04,2,0.0
2013,NUTS,2010,DK04,2,0.0
2014,NUTS,2010,DK04,2,0.0
2015,NUTS,2010,DK04,2,0.0
2016,NUTS,2010,DK04,2,0.0
2017,NUTS,2010,DK04,2,0.0
2007,NUTS,2010,DK05,2,0.0
2010,NUTS,2010,DK05,2,0.0
2011,NUTS,2010,DK05,2,0.0
2012,NUTS,2010,DK05,2,0.0
2013,NUTS,2010,DK05,2,0.0
2014,NUTS,2010,DK05,2,0.0
2015,NUTS,2010,DK05,2,0.0
2016,NUTS,2010,DK05,2,0.0
2017,NUTS,2010,DK05,2,3.0
2007,NUTS,2010,DKZ,1,0.0
2007,NUTS,2010,DKZZ,2,0.0
1996,NUTS,2010,EE,0,0.128
1997,NUTS,2010,EE,0,0.121
1998,NUTS,2010,EE,0,0.128
1999,NUTS,2010,EE,0,0.16
2000,NUTS,2010,EE,0,0.722
2001,NUTS,2010,EE,0,0.856
2002,NUTS,2010,EE,0,2.505
2003,NUTS,2010,EE,0,2.071
2004,NUTS,2010,EE,0,1.898
2005,NUTS,2010,EE,0,2.288
2006,NUTS,2010,EE,0,2.742
2007,NUTS,2010,EE,0,4.148
2008,NUTS,2010,EE,0,4.333
2009,NUTS,2010,EE,0,4.282
2010,NUTS,2010,EE,0,2.903
2011,NUTS,2010,EE,0,3.498
2012,NUTS,2010,EE,0,4.012
2013,NUTS,2010,EE,0,3.444
2014,NUTS,2010,EE,0,3.424
2015,NUTS,2010,EE,0,5.44
2016,NUTS,2010,EE,0,4.17
2017,NUTS,2010,EE,0,4.3
2018,NUTS,2010,EE,0,6.15
2019,NUTS,2010,EE,0,5.25
2020,NUTS,2010,EE,0,7.9
1996,NUTS,2010,EE0,1,0.128
1997,NUTS,2010,EE0,1,0.121
1998,NUTS,2010,EE0,1,0.128
1999,NUTS,2010,EE0,1,0.16
2000,NUTS,2010,EE0,1,0.722
2001,NUTS,2010,EE0,1,0.856
2002,NUTS,2010,EE0,1,2.505
2003,NUTS,2010,EE0,1,2.071
2004,NUTS,2010,EE0,1,1.898
2005,NUTS,2010,EE0,1,2.288
2006,NUTS,2010,EE0,1,2.742
2007,NUTS,2010,EE0,1,4.148
2008,NUTS,2010,EE0,1,4.333
2009,NUTS,2010,EE0,1,4.282
2010,NUTS,2010,EE0,1,2.903
2011,NUTS,2010,EE0,1,3.498
2012,NUTS,2010,EE0,1,4.012
2013,NUTS,2010,EE0,1,3.444
2014,NUTS,2010,EE0,1,3.424
2015,NUTS,2010,EE0,1,5.44
2016,NUTS,2010,EE0,1,4.17
2017,NUTS,2010,EE0,1,4.3
2018,NUTS,2010,EE0,1,6.15
2019,NUTS,2010,EE0,1,5.25
2020,NUTS,2010,EE0,1,7.9
1996,NUTS,2010,EE00,2,0.128
1997,NUTS,2010,EE00,2,0.121
1998,NUTS,2010,EE00,2,0.128
1999,NUTS,2010,EE00,2,0.16
2000,NUTS,2010,EE00,2,0.722
2001,NUTS,2010,EE00,2,0.856
2002,NUTS,2010,EE00,2,2.505
2003,NUTS,2010,EE00,2,2.071
2004,NUTS,2010,EE00,2,1.898
2005,NUTS,2010,EE00,2,2.288
2006,NUTS,2010,EE00,2,2.742
2007,NUTS,2010,EE00,2,4.148
2008,NUTS,2010,EE00,2,4.333
2009,NUTS,2010,EE00,2,4.282
2010,NUTS,2010,EE00,2,2.903
2011,NUTS,2010,EE00,2,3.498
2012,NUTS,2010,EE00,2,4.012
2013,NUTS,2010,EE00,2,3.444
2014,NUTS,2010,EE00,2,3.424
2015,NUTS,2010,EE00,2,5.44
2016,NUTS,2010,EE00,2,4.17
2017,NUTS,2010,EE00,2,4.3
2018,NUTS,2010,EE00,2,6.15
2019,NUTS,2010,EE00,2,5.25
2020,NUTS,2010,EE00,2,7.9
1993,NUTS,2010,EL,0,1.68
1995,NUTS,2010,EL,0,2.79
1997,NUTS,2010,EL,0,2.11
1999,NUTS,2010,EL,0,2.32
2001,NUTS,2010,EL,0,3.1
2003,NUTS,2010,EL,0,9.13
2004,NUTS,2010,EL,0,9.5
2005,NUTS,2010,EL,0,14.55
2006,NUTS,2010,EL,0,16.4
2007,NUTS,2010,EL,0,16.9
2008,NUTS,2010,EL,0,14.27
2009,NUTS,2010,EL,0,14.81
2010,NUTS,2010,EL,0,15.34
2011,NUTS,2010,EL,0,14.039
2012,NUTS,2010,EL,0,12.8
2013,NUTS,2010,EL,0,18.25
2014,NUTS,2010,EL,0,18.48
2015,NUTS,2010,EL,0,19.11
2016,NUTS,2010,EL,0,15.61
2017,NUTS,2010,EL,0,16.4
2018,NUTS,2010,EL,0,23.14
2019,NUTS,2010,EL,0,19.75
2020,NUTS,2010,EL,0,14.33
1993,NUTS,2010,EL3,1,1.37
1995,NUTS,2010,EL3,1,1.34
1997,NUTS,2010,EL3,1,1.05
1999,NUTS,2010,EL3,1,1.16
2001,NUTS,2010,EL3,1,1.54
2003,NUTS,2010,EL3,1,7.15
2005,NUTS,2010,EL3,1,12.66
2011,NUTS,2010,EL3,1,11.991
2013,NUTS,2010,EL3,1,12.83
2015,NUTS,2010,EL3,1,13.82
2017,NUTS,2010,EL3,1,12.41
2018,NUTS,2010,EL3,1,15.45
2019,NUTS,2010,EL3,1,14.59
1993,NUTS,2010,EL30,2,1.37
1995,NUTS,2010,EL30,2,1.34
1997,NUTS,2010,EL30,2,1.05
1999,NUTS,2010,EL30,2,1.16
2001,NUTS,2010,EL30,2,1.54
2003,NUTS,2010,EL30,2,7.15
2005,NUTS,2010,EL30,2,12.66
2011,NUTS,2010,EL30,2,11.991
2013,NUTS,2010,EL30,2,12.83
2015,NUTS,2010,EL30,2,13.82
2017,NUTS,2010,EL30,2,12.41
2018,NUTS,2010,EL30,2,15.45
2019,NUTS,2010,EL30,2,14.59
1995,NUTS,2010,EL4,1,0.01
2011,NUTS,2010,EL4,1,0.252
2013,NUTS,2010,EL4,1,1.58
2015,NUTS,2010,EL4,1,1.52
2017,NUTS,2010,EL4,1,1.83
2018,NUTS,2010,EL4,1,1.9
2019,NUTS,2010,EL4,1,2.04
2011,NUTS,2010,EL41,2,0.05
2013,NUTS,2010,EL41,2,0.06
2015,NUTS,2010,EL41,2,0.06
2017,NUTS,2010,EL41,2,0.17
2018,NUTS,2010,EL41,2,0.2
2019,NUTS,2010,EL41,2,0.33
2011,NUTS,2010,EL42,2,0.183
2013,NUTS,2010,EL42,2,0.61
2015,NUTS,2010,EL42,2,0.35
2017,NUTS,2010,EL42,2,0.42
2018,NUTS,2010,EL42,2,0.36
2019,NUTS,2010,EL42,2,0.4
1995,NUTS,2010,EL43,2,0.01
2011,NUTS,2010,EL43,2,0.018
2013,NUTS,2010,EL43,2,0.91
2015,NUTS,2010,EL43,2,1.11
2017,NUTS,2010,EL43,2,1.24
2018,NUTS,2010,EL43,2,1.34
2019,NUTS,2010,EL43,2,1.31
2011,NUTS,2010,EL5,1,1.585
2013,NUTS,2010,EL5,1,3.49
2015,NUTS,2010,EL5,1,3.5
2017,NUTS,2010,EL5,1,1.62
2018,NUTS,2010,EL5,1,2.67
2019,NUTS,2010,EL5,1,2.3
1995,NUTS,2010,EL51,2,0.01
2011,NUTS,2010,EL51,2,0.0
2013,NUTS,2010,EL51,2,0.05
2015,NUTS,2010,EL51,2,0.05
2017,NUTS,2010,EL51,2,0.1
2018,NUTS,2010,EL51,2,0.1
2019,NUTS,2010,EL51,2,0.04
1993,NUTS,2010,EL52,2,0.31
1995,NUTS,2010,EL52,2,1.32
1997,NUTS,2010,EL52,2,0.89
1999,NUTS,2010,EL52,2,1.01
2001,NUTS,2010,EL52,2,1.36
2003,NUTS,2010,EL52,2,1.41
2005,NUTS,2010,EL52,2,1.47
2011,NUTS,2010,EL52,2,1.24
2013,NUTS,2010,EL52,2,2.95
2015,NUTS,2010,EL52,2,3.02
2017,NUTS,2010,EL52,2,1.04
2018,NUTS,2010,EL52,2,2.09
2019,NUTS,2010,EL52,2,1.91
2011,NUTS,2010,EL53,2,0.237
2013,NUTS,2010,EL53,2,0.19
2015,NUTS,2010,EL53,2,0.13
2017,NUTS,2010,EL53,2,0.25
2018,NUTS,2010,EL53,2,0.27
2019,NUTS,2010,EL53,2,0.15
2011,NUTS,2010,EL54,2,0.108
2013,NUTS,2010,EL54,2,0.3
2015,NUTS,2010,EL54,2,0.3
2017,NUTS,2010,EL54,2,0.23
2018,NUTS,2010,EL54,2,0.21
2019,NUTS,2010,EL54,2,0.2
2011,NUTS,2010,EL6,1,0.212
2013,NUTS,2010,EL6,1,0.35
2015,NUTS,2010,EL6,1,0.27
2017,NUTS,2010,EL6,1,0.54
2018,NUTS,2010,EL6,1,3.12
2019,NUTS,2010,EL6,1,0.82
2011,NUTS,2010,EL61,2,0.054
2013,NUTS,2010,EL61,2,0.06
2015,NUTS,2010,EL61,2,0.05
2017,NUTS,2010,EL61,2,0.12
2018,NUTS,2010,EL61,2,0.13
2019,NUTS,2010,EL61,2,0.1
2011,NUTS,2010,EL62,2,0.0
2013,NUTS,2010,EL62,2,0.0
2015,NUTS,2010,EL62,2,0.0
2017,NUTS,2010,EL62,2,0.01
2018,NUTS,2010,EL62,2,0.0
2019,NUTS,2010,EL62,2,0.0
2011,NUTS,2010,EL63,2,0.0
2013,NUTS,2010,EL63,2,0.04
2015,NUTS,2010,EL63,2,0.01
2017,NUTS,2010,EL63,2,0.0
2018,NUTS,2010,EL63,2,0.0
2019,NUTS,2010,EL63,2,0.0
2011,NUTS,2010,EL64,2,0.05
2013,NUTS,2010,EL64,2,0.05
2015,NUTS,2010,EL64,2,0.05
2017,NUTS,2010,EL64,2,0.05
2018,NUTS,2010,EL64,2,0.0
2019,NUTS,2010,EL64,2,0.0
1995,NUTS,2010,EL65,2,0.1
1997,NUTS,2010,EL65,2,0.16
1999,NUTS,2010,EL65,2,0.15
2001,NUTS,2010,EL65,2,0.18
2003,NUTS,2010,EL65,2,0.57
2005,NUTS,2010,EL65,2,0.42
2011,NUTS,2010,EL65,2,0.108
2013,NUTS,2010,EL65,2,0.2
2015,NUTS,2010,EL65,2,0.16
2017,NUTS,2010,EL65,2,0.36
2018,NUTS,2010,EL65,2,2.99
2019,NUTS,2010,EL65,2,0.72
2011,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZ,1,0.0
2018,NUTS,2010,ELZ,1,0.0
2011,NUTS,2010,ELZZ,2,0.0
2015,NUTS,2010,ELZZ,2,0.0
2018,NUTS,2010,ELZZ,2,0.0
1986,NUTS,2010,ES,0,8.072
1987,NUTS,2010,ES,0,11.701
1988,NUTS,2010,ES,0,13.629
1989,NUTS,2010,ES,0,10.601
1990,NUTS,2010,ES,0,13.989
1991,NUTS,2010,ES,0,14.915
1992,NUTS,2010,ES,0,18.501
1993,NUTS,2010,ES,0,32.404
1994,NUTS,2010,ES,0,31.866
1995,NUTS,2010,ES,0,39.845
1996,NUTS,2010,ES,0,42.379
1997,NUTS,2010,ES,0,44.572
1998,NUTS,2010,ES,0,51.865
1999,NUTS,2010,ES,0,50.4
2000,NUTS,2010,ES,0,51.34
2001,NUTS,2010,ES,0,51.758
2002,NUTS,2010,ES,0,17.435
2003,NUTS,2010,ES,0,15.873
2004,NUTS,2010,ES,0,11.674
2005,NUTS,2010,ES,0,13.857
2006,NUTS,2010,ES,0,21.127
2007,NUTS,2010,ES,0,21.031
2008,NUTS,2010,ES,0,23.17
2009,NUTS,2010,ES,0,28.988
2010,NUTS,2010,ES,0,28.3
2011,NUTS,2010,ES,0,23.517
2012,NUTS,2010,ES,0,25.107
2013,NUTS,2010,ES,0,21.551
2014,NUTS,2010,ES,0,21.58
2015,NUTS,2010,ES,0,27.0
2016,NUTS,2010,ES,0,32.0
2017,NUTS,2010,ES,0,30.0
2018,NUTS,2010,ES,0,39.0
2019,NUTS,2010,ES,0,42.0
2020,NUTS,2010,ES,0,46.0
1987,NUTS,2010,ES1,1,0.23
1988,NUTS,2010,ES1,1,0.23
1989,NUTS,2010,ES1,1,0.1
1990,NUTS,2010,ES1,1,0.09
1991,NUTS,2010,ES1,1,0.17
1992,NUTS,2010,ES1,1,0.13
1993,NUTS,2010,ES1,1,0.03
1994,NUTS,2010,ES1,1,0.04
1995,NUTS,2010,ES1,1,2.52
1996,NUTS,2010,ES1,1,2.69
1997,NUTS,2010,ES1,1,2.74
1998,NUTS,2010,ES1,1,3.19
1999,NUTS,2010,ES1,1,1.5
2000,NUTS,2010,ES1,1,6.6
2001,NUTS,2010,ES1,1,2.7
2002,NUTS,2010,ES1,1,3.2
2003,NUTS,2010,ES1,1,0.11
2004,NUTS,2010,ES1,1,0.46
2005,NUTS,2010,ES1,1,0.488
2006,NUTS,2010,ES1,1,3.111
2007,NUTS,2010,ES1,1,4.023
2008,NUTS,2010,ES1,1,4.367
2009,NUTS,2010,ES1,1,3.854
2010,NUTS,2010,ES1,1,3.173
2011,NUTS,2010,ES1,1,2.87
2012,NUTS,2010,ES1,1,3.546
2013,NUTS,2010,ES1,1,3.479
2015,NUTS,2010,ES1,1,3.0
2016,NUTS,2010,ES1,1,5.0
2017,NUTS,2010,ES1,1,5.0
2018,NUTS,2010,ES1,1,5.0
1989,NUTS,2010,ES11,2,0.1
1990,NUTS,2010,ES11,2,0.09
1991,NUTS,2010,ES11,2,0.06
1992,NUTS,2010,ES11,2,0.06
1993,NUTS,2010,ES11,2,0.03
1994,NUTS,2010,ES11,2,0.04
1995,NUTS,2010,ES11,2,0.08
1996,NUTS,2010,ES11,2,0.08
1997,NUTS,2010,ES11,2,0.08
1998,NUTS,2010,ES11,2,0.09
2000,NUTS,2010,ES11,2,1.1
2001,NUTS,2010,ES11,2,1.2
2002,NUTS,2010,ES11,2,0.8
2003,NUTS,2010,ES11,2,0.08
2004,NUTS,2010,ES11,2,0.07
2005,NUTS,2010,ES11,2,0.065
2006,NUTS,2010,ES11,2,0.12
2007,NUTS,2010,ES11,2,0.202
2008,NUTS,2010,ES11,2,0.291
2009,NUTS,2010,ES11,2,0.461
2010,NUTS,2010,ES11,2,0.087
2014,NUTS,2010,ES11,2,0.118
2015,NUTS,2010,ES11,2,0.0
2016,NUTS,2010,ES11,2,2.0
2017,NUTS,2010,ES11,2,2.0
2018,NUTS,2010,ES11,2,3.0
2019,NUTS,2010,ES11,2,2.0
1991,NUTS,2010,ES12,2,0.06
1992,NUTS,2010,ES12,2,0.07
1995,NUTS,2010,ES12,2,0.1
1996,NUTS,2010,ES12,2,0.1
1997,NUTS,2010,ES12,2,0.01
1998,NUTS,2010,ES12,2,0.02
1999,NUTS,2010,ES12,2,0.02
2000,NUTS,2010,ES12,2,2.5
2001,NUTS,2010,ES12,2,0.1
2002,NUTS,2010,ES12,2,0.5
2003,NUTS,2010,ES12,2,0.02
2004,NUTS,2010,ES12,2,0.01
2005,NUTS,2010,ES12,2,0.015
2006,NUTS,2010,ES12,2,0.169
2007,NUTS,2010,ES12,2,0.274
2008,NUTS,2010,ES12,2,0.863
2009,NUTS,2010,ES12,2,0.242
2010,NUTS,2010,ES12,2,0.349
2012,NUTS,2010,ES12,2,0.256
2013,NUTS,2010,ES12,2,0.137
2014,NUTS,2010,ES12,2,0.138
2015,NUTS,2010,ES12,2,0.0
2016,NUTS,2010,ES12,2,0.0
2017,NUTS,2010,ES12,2,0.0
2018,NUTS,2010,ES12,2,0.0
2019,NUTS,2010,ES12,2,0.0
1987,NUTS,2010,ES13,2,0.23
1988,NUTS,2010,ES13,2,0.23
1991,NUTS,2010,ES13,2,0.04
1995,NUTS,2010,ES13,2,2.35
1996,NUTS,2010,ES13,2,2.5
1997,NUTS,2010,ES13,2,2.65
1998,NUTS,2010,ES13,2,3.08
1999,NUTS,2010,ES13,2,1.48
2000,NUTS,2010,ES13,2,3.0
2001,NUTS,2010,ES13,2,1.4
2002,NUTS,2010,ES13,2,1.9
2003,NUTS,2010,ES13,2,0.0
2004,NUTS,2010,ES13,2,0.37
2005,NUTS,2010,ES13,2,0.408
2006,NUTS,2010,ES13,2,2.822
2007,NUTS,2010,ES13,2,3.547
2008,NUTS,2010,ES13,2,3.213
2009,NUTS,2010,ES13,2,3.151
2010,NUTS,2010,ES13,2,2.737
2011,NUTS,2010,ES13,2,2.592
2015,NUTS,2010,ES13,2,3.0
2016,NUTS,2010,ES13,2,3.0
2017,NUTS,2010,ES13,2,2.0
2018,NUTS,2010,ES13,2,3.0
1987,NUTS,2010,ES2,1,0.52
1988,NUTS,2010,ES2,1,0.2
1989,NUTS,2010,ES2,1,0.03
1990,NUTS,2010,ES2,1,0.13
1991,NUTS,2010,ES2,1,0.23
1992,NUTS,2010,ES2,1,0.53
1993,NUTS,2010,ES2,1,12.05
1994,NUTS,2010,ES2,1,11.85
1995,NUTS,2010,ES2,1,13.22
1996,NUTS,2010,ES2,1,14.06
1997,NUTS,2010,ES2,1,0.75
1998,NUTS,2010,ES2,1,0.88
1999,NUTS,2010,ES2,1,2.97
2000,NUTS,2010,ES2,1,3.2
2001,NUTS,2010,ES2,1,10.7
2002,NUTS,2010,ES2,1,1.7
