year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_hc_gov_rse
2003,NUTS,2010,CZ08,2,122.0
2004,NUTS,2010,CZ08,2,120.0
2005,NUTS,2010,CZ08,2,152.0
2006,NUTS,2010,CZ08,2,144.0
2007,NUTS,2010,CZ08,2,144.0
2008,NUTS,2010,CZ08,2,150.0
2009,NUTS,2010,CZ08,2,120.0
2010,NUTS,2010,CZ08,2,121.0
2011,NUTS,2010,CZ08,2,80.0
2012,NUTS,2010,CZ08,2,95.0
2013,NUTS,2010,CZ08,2,99.0
2014,NUTS,2010,CZ08,2,104.0
2015,NUTS,2010,CZ08,2,125.0
2016,NUTS,2010,CZ08,2,118.0
2017,NUTS,2010,CZ08,2,121.0
2018,NUTS,2010,CZ08,2,124.0
2019,NUTS,2010,CZ08,2,126.0
2020,NUTS,2010,CZ08,2,125.0
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
2003,NUTS,2010,DE,0,43935.0
2004,NUTS,2010,DE,0,47326.0
2005,NUTS,2010,DE,0,44898.0
2006,NUTS,2010,DE,0,47783.0
2007,NUTS,2010,DE,0,49509.0
2008,NUTS,2010,DE,0,53469.0
2009,NUTS,2010,DE,0,58098.0
2010,NUTS,2010,DE,0,61342.0
2011,NUTS,2010,DE,0,64279.0
2012,NUTS,2010,DE,0,65538.0
2013,NUTS,2010,DE,0,66264.0
2014,NUTS,2010,DE,0,61224.0
2015,NUTS,2010,DE,0,62790.0
2016,NUTS,2010,DE,0,62840.0
2017,NUTS,2010,DE,0,63862.0
2018,NUTS,2010,DE,0,66978.0
2019,NUTS,2010,DE,0,69352.0
2003,NUTS,2010,DE1,1,6861.0
2005,NUTS,2010,DE1,1,7270.0
2006,NUTS,2010,DE1,1,7259.0
2007,NUTS,2010,DE1,1,7767.0
2008,NUTS,2010,DE1,1,8770.0
2009,NUTS,2010,DE1,1,9592.0
2010,NUTS,2010,DE1,1,10000.0
2011,NUTS,2010,DE1,1,10328.0
2012,NUTS,2010,DE1,1,10145.0
2013,NUTS,2010,DE1,1,10175.0
2014,NUTS,2010,DE1,1,9876.0
2015,NUTS,2010,DE1,1,10386.0
2016,NUTS,2010,DE1,1,9700.0
2017,NUTS,2010,DE1,1,9756.0
2018,NUTS,2010,DE1,1,10163.0
2019,NUTS,2010,DE1,1,10396.0
2003,NUTS,2010,DE11,2,1653.0
2005,NUTS,2010,DE11,2,1694.0
2006,NUTS,2010,DE11,2,1702.0
2007,NUTS,2010,DE11,2,1665.0
2008,NUTS,2010,DE11,2,2073.0
2009,NUTS,2010,DE11,2,2277.0
2010,NUTS,2010,DE11,2,2366.0
2011,NUTS,2010,DE11,2,2486.0
2012,NUTS,2010,DE11,2,2263.0
2013,NUTS,2010,DE11,2,2151.0
2014,NUTS,2010,DE11,2,2200.0
2015,NUTS,2010,DE11,2,2183.0
2016,NUTS,2010,DE11,2,2186.0
2017,NUTS,2010,DE11,2,1961.0
2018,NUTS,2010,DE11,2,2080.0
2019,NUTS,2010,DE11,2,2139.0
2003,NUTS,2010,DE12,2,4064.0
2005,NUTS,2010,DE12,2,4530.0
2006,NUTS,2010,DE12,2,4067.0
2007,NUTS,2010,DE12,2,4578.0
2008,NUTS,2010,DE12,2,4812.0
2009,NUTS,2010,DE12,2,5237.0
2010,NUTS,2010,DE12,2,5392.0
2011,NUTS,2010,DE12,2,5539.0
2012,NUTS,2010,DE12,2,5603.0
2013,NUTS,2010,DE12,2,5805.0
2014,NUTS,2010,DE12,2,5900.0
2015,NUTS,2010,DE12,2,6317.0
2016,NUTS,2010,DE12,2,5592.0
2017,NUTS,2010,DE12,2,5725.0
2018,NUTS,2010,DE12,2,5868.0
2019,NUTS,2010,DE12,2,6010.0
2003,NUTS,2010,DE13,2,855.0
2005,NUTS,2010,DE13,2,677.0
2006,NUTS,2010,DE13,2,1109.0
2007,NUTS,2010,DE13,2,1073.0
2008,NUTS,2010,DE13,2,1388.0
2009,NUTS,2010,DE13,2,1570.0
2010,NUTS,2010,DE13,2,1664.0
2011,NUTS,2010,DE13,2,1722.0
2012,NUTS,2010,DE13,2,1658.0
2013,NUTS,2010,DE13,2,1537.0
2014,NUTS,2010,DE13,2,1244.0
2015,NUTS,2010,DE13,2,1231.0
2016,NUTS,2010,DE13,2,1251.0
2017,NUTS,2010,DE13,2,1344.0
2018,NUTS,2010,DE13,2,1405.0
2019,NUTS,2010,DE13,2,1481.0
2003,NUTS,2010,DE14,2,289.0
2005,NUTS,2010,DE14,2,369.0
2006,NUTS,2010,DE14,2,381.0
2007,NUTS,2010,DE14,2,450.0
2008,NUTS,2010,DE14,2,497.0
2009,NUTS,2010,DE14,2,509.0
2010,NUTS,2010,DE14,2,579.0
2011,NUTS,2010,DE14,2,580.0
2012,NUTS,2010,DE14,2,620.0
2013,NUTS,2010,DE14,2,681.0
2014,NUTS,2010,DE14,2,531.0
2015,NUTS,2010,DE14,2,655.0
2016,NUTS,2010,DE14,2,672.0
2017,NUTS,2010,DE14,2,725.0
2018,NUTS,2010,DE14,2,810.0
2019,NUTS,2010,DE14,2,766.0
2003,NUTS,2010,DE2,1,5432.0
2005,NUTS,2010,DE2,1,5759.0
2006,NUTS,2010,DE2,1,6521.0
2007,NUTS,2010,DE2,1,6496.0
2008,NUTS,2010,DE2,1,6603.0
2009,NUTS,2010,DE2,1,7586.0
2010,NUTS,2010,DE2,1,8001.0
2011,NUTS,2010,DE2,1,8457.0
2012,NUTS,2010,DE2,1,8659.0
2013,NUTS,2010,DE2,1,8963.0
2014,NUTS,2010,DE2,1,8481.0
2015,NUTS,2010,DE2,1,8637.0
2016,NUTS,2010,DE2,1,8627.0
2017,NUTS,2010,DE2,1,8639.0
2018,NUTS,2010,DE2,1,9086.0
2019,NUTS,2010,DE2,1,9408.0
2003,NUTS,2010,DE21,2,4626.0
2005,NUTS,2010,DE21,2,4949.0
2006,NUTS,2010,DE21,2,5404.0
2007,NUTS,2010,DE21,2,5394.0
2008,NUTS,2010,DE21,2,5395.0
2009,NUTS,2010,DE21,2,6023.0
2010,NUTS,2010,DE21,2,6304.0
2011,NUTS,2010,DE21,2,6626.0
2012,NUTS,2010,DE21,2,6886.0
2013,NUTS,2010,DE21,2,7170.0
2014,NUTS,2010,DE21,2,6912.0
2015,NUTS,2010,DE21,2,6857.0
2016,NUTS,2010,DE21,2,6863.0
2017,NUTS,2010,DE21,2,6770.0
2018,NUTS,2010,DE21,2,7033.0
2019,NUTS,2010,DE21,2,7202.0
2015,NUTS,2010,DE22,2,44.0
2016,NUTS,2010,DE22,2,38.0
2017,NUTS,2010,DE22,2,37.0
2018,NUTS,2010,DE22,2,41.0
2019,NUTS,2010,DE22,2,47.0
2015,NUTS,2010,DE23,2,102.0
2016,NUTS,2010,DE23,2,110.0
2017,NUTS,2010,DE23,2,101.0
2018,NUTS,2010,DE23,2,117.0
2019,NUTS,2010,DE23,2,114.0
2003,NUTS,2010,DE24,2,56.0
2005,NUTS,2010,DE24,2,64.0
2006,NUTS,2010,DE24,2,23.0
2007,NUTS,2010,DE24,2,100.0
2008,NUTS,2010,DE24,2,40.0
2009,NUTS,2010,DE24,2,134.0
2010,NUTS,2010,DE24,2,119.0
2011,NUTS,2010,DE24,2,120.0
2012,NUTS,2010,DE24,2,131.0
2013,NUTS,2010,DE24,2,125.0
2014,NUTS,2010,DE24,2,219.0
2015,NUTS,2010,DE24,2,247.0
2016,NUTS,2010,DE24,2,162.0
2017,NUTS,2010,DE24,2,245.0
2018,NUTS,2010,DE24,2,240.0
2019,NUTS,2010,DE24,2,232.0
2003,NUTS,2010,DE25,2,441.0
2005,NUTS,2010,DE25,2,416.0
2006,NUTS,2010,DE25,2,552.0
2007,NUTS,2010,DE25,2,653.0
2008,NUTS,2010,DE25,2,680.0
2009,NUTS,2010,DE25,2,1022.0
2010,NUTS,2010,DE25,2,1091.0
2011,NUTS,2010,DE25,2,1142.0
2012,NUTS,2010,DE25,2,1010.0
2013,NUTS,2010,DE25,2,1138.0
2014,NUTS,2010,DE25,2,873.0
2015,NUTS,2010,DE25,2,955.0
2016,NUTS,2010,DE25,2,1018.0
2017,NUTS,2010,DE25,2,1031.0
2018,NUTS,2010,DE25,2,1121.0
2019,NUTS,2010,DE25,2,1235.0
2003,NUTS,2010,DE26,2,171.0
2005,NUTS,2010,DE26,2,170.0
2006,NUTS,2010,DE26,2,272.0
2007,NUTS,2010,DE26,2,200.0
2008,NUTS,2010,DE26,2,269.0
2009,NUTS,2010,DE26,2,262.0
2010,NUTS,2010,DE26,2,309.0
2011,NUTS,2010,DE26,2,336.0
2012,NUTS,2010,DE26,2,291.0
2013,NUTS,2010,DE26,2,265.0
2014,NUTS,2010,DE26,2,178.0
2015,NUTS,2010,DE26,2,195.0
2016,NUTS,2010,DE26,2,207.0
2017,NUTS,2010,DE26,2,198.0
2018,NUTS,2010,DE26,2,211.0
2019,NUTS,2010,DE26,2,217.0
2003,NUTS,2010,DE27,2,107.0
2005,NUTS,2010,DE27,2,130.0
2006,NUTS,2010,DE27,2,231.0
2007,NUTS,2010,DE27,2,102.0
2008,NUTS,2010,DE27,2,107.0
2009,NUTS,2010,DE27,2,119.0
2010,NUTS,2010,DE27,2,129.0
2011,NUTS,2010,DE27,2,163.0
2012,NUTS,2010,DE27,2,165.0
2013,NUTS,2010,DE27,2,182.0
2014,NUTS,2010,DE27,2,214.0
2015,NUTS,2010,DE27,2,238.0
2016,NUTS,2010,DE27,2,229.0
2017,NUTS,2010,DE27,2,257.0
2018,NUTS,2010,DE27,2,323.0
2019,NUTS,2010,DE27,2,361.0
2003,NUTS,2010,DE3,1,5848.0
2005,NUTS,2010,DE3,1,5374.0
2006,NUTS,2010,DE3,1,5995.0
2007,NUTS,2010,DE3,1,6083.0
2008,NUTS,2010,DE3,1,6562.0
2009,NUTS,2010,DE3,1,6870.0
2010,NUTS,2010,DE3,1,7319.0
2011,NUTS,2010,DE3,1,7680.0
2012,NUTS,2010,DE3,1,7927.0
2013,NUTS,2010,DE3,1,7869.0
2014,NUTS,2010,DE3,1,6750.0
2015,NUTS,2010,DE3,1,6865.0
2016,NUTS,2010,DE3,1,7053.0
2017,NUTS,2010,DE3,1,7403.0
2018,NUTS,2010,DE3,1,8009.0
2019,NUTS,2010,DE3,1,8249.0
2003,NUTS,2010,DE30,2,5848.0
2005,NUTS,2010,DE30,2,5374.0
2006,NUTS,2010,DE30,2,5995.0
2007,NUTS,2010,DE30,2,6083.0
2008,NUTS,2010,DE30,2,6562.0
2009,NUTS,2010,DE30,2,6870.0
2010,NUTS,2010,DE30,2,7319.0
2011,NUTS,2010,DE30,2,7680.0
2012,NUTS,2010,DE30,2,7927.0
2013,NUTS,2010,DE30,2,7869.0
2014,NUTS,2010,DE30,2,6750.0
2015,NUTS,2010,DE30,2,6865.0
2016,NUTS,2010,DE30,2,7053.0
2017,NUTS,2010,DE30,2,7403.0
2018,NUTS,2010,DE30,2,8009.0
2019,NUTS,2010,DE30,2,8249.0
2003,NUTS,2010,DE4,1,2017.0
2005,NUTS,2010,DE4,1,1905.0
2006,NUTS,2010,DE4,1,2031.0
2007,NUTS,2010,DE4,1,2189.0
2008,NUTS,2010,DE4,1,2268.0
2009,NUTS,2010,DE4,1,2402.0
2010,NUTS,2010,DE4,1,2632.0
2011,NUTS,2010,DE4,1,2767.0
2012,NUTS,2010,DE4,1,2929.0
2013,NUTS,2010,DE4,1,3037.0
2014,NUTS,2010,DE4,1,2842.0
2015,NUTS,2010,DE4,1,2656.0
2016,NUTS,2010,DE4,1,2768.0
2017,NUTS,2010,DE4,1,2872.0
2018,NUTS,2010,DE4,1,2886.0
2019,NUTS,2010,DE4,1,3118.0
2003,NUTS,2010,DE40,2,2017.0
2005,NUTS,2010,DE40,2,1905.0
2006,NUTS,2010,DE40,2,2030.0
2007,NUTS,2010,DE40,2,2189.0
2008,NUTS,2010,DE40,2,2268.0
2009,NUTS,2010,DE40,2,2402.0
2010,NUTS,2010,DE40,2,2632.0
2011,NUTS,2010,DE40,2,2767.0
2012,NUTS,2010,DE40,2,2929.0
2013,NUTS,2010,DE40,2,3037.0
2014,NUTS,2010,DE40,2,2842.0
2015,NUTS,2010,DE40,2,2656.0
2016,NUTS,2010,DE40,2,2768.0
2017,NUTS,2010,DE40,2,2872.0
2018,NUTS,2010,DE40,2,2886.0
2019,NUTS,2010,DE40,2,3118.0
2003,NUTS,2010,DE5,1,852.0
2005,NUTS,2010,DE5,1,893.0
2006,NUTS,2010,DE5,1,970.0
2007,NUTS,2010,DE5,1,1110.0
2008,NUTS,2010,DE5,1,1163.0
2009,NUTS,2010,DE5,1,1235.0
2010,NUTS,2010,DE5,1,1388.0
2011,NUTS,2010,DE5,1,1503.0
2012,NUTS,2010,DE5,1,1561.0
2013,NUTS,2010,DE5,1,1558.0
2014,NUTS,2010,DE5,1,1504.0
2015,NUTS,2010,DE5,1,1586.0
2016,NUTS,2010,DE5,1,1568.0
2017,NUTS,2010,DE5,1,1594.0
2018,NUTS,2010,DE5,1,1697.0
2019,NUTS,2010,DE5,1,1785.0
2003,NUTS,2010,DE50,2,852.0
2005,NUTS,2010,DE50,2,893.0
2006,NUTS,2010,DE50,2,970.0
2007,NUTS,2010,DE50,2,1110.0
2008,NUTS,2010,DE50,2,1163.0
2009,NUTS,2010,DE50,2,1235.0
2010,NUTS,2010,DE50,2,1388.0
2011,NUTS,2010,DE50,2,1503.0
2012,NUTS,2010,DE50,2,1561.0
2013,NUTS,2010,DE50,2,1558.0
2014,NUTS,2010,DE50,2,1504.0
2015,NUTS,2010,DE50,2,1586.0
2016,NUTS,2010,DE50,2,1568.0
2017,NUTS,2010,DE50,2,1594.0
2018,NUTS,2010,DE50,2,1697.0
2019,NUTS,2010,DE50,2,1785.0
2003,NUTS,2010,DE6,1,1156.0
2005,NUTS,2010,DE6,1,1315.0
2006,NUTS,2010,DE6,1,1500.0
2007,NUTS,2010,DE6,1,1410.0
2008,NUTS,2010,DE6,1,1450.0
2009,NUTS,2010,DE6,1,1494.0
2010,NUTS,2010,DE6,1,1642.0
2011,NUTS,2010,DE6,1,1642.0
2012,NUTS,2010,DE6,1,1971.0
2013,NUTS,2010,DE6,1,2153.0
2014,NUTS,2010,DE6,1,1802.0
2015,NUTS,2010,DE6,1,1815.0
2016,NUTS,2010,DE6,1,1892.0
2017,NUTS,2010,DE6,1,1905.0
2018,NUTS,2010,DE6,1,2041.0
2019,NUTS,2010,DE6,1,2104.0
2003,NUTS,2010,DE60,2,1156.0
2005,NUTS,2010,DE60,2,1315.0
2006,NUTS,2010,DE60,2,1500.0
2007,NUTS,2010,DE60,2,1410.0
2008,NUTS,2010,DE60,2,1450.0
2009,NUTS,2010,DE60,2,1494.0
2010,NUTS,2010,DE60,2,1642.0
2011,NUTS,2010,DE60,2,1642.0
2012,NUTS,2010,DE60,2,1971.0
2013,NUTS,2010,DE60,2,2153.0
2014,NUTS,2010,DE60,2,1802.0
2015,NUTS,2010,DE60,2,1815.0
2016,NUTS,2010,DE60,2,1892.0
2017,NUTS,2010,DE60,2,1905.0
2018,NUTS,2010,DE60,2,2041.0
2019,NUTS,2010,DE60,2,2104.0
2003,NUTS,2010,DE7,1,1801.0
2005,NUTS,2010,DE7,1,1786.0
2006,NUTS,2010,DE7,1,2190.0
2007,NUTS,2010,DE7,1,2207.0
2008,NUTS,2010,DE7,1,2280.0
2009,NUTS,2010,DE7,1,2447.0
2010,NUTS,2010,DE7,1,2663.0
2011,NUTS,2010,DE7,1,2726.0
2012,NUTS,2010,DE7,1,2741.0
2013,NUTS,2010,DE7,1,2773.0
2014,NUTS,2010,DE7,1,2572.0
2015,NUTS,2010,DE7,1,2779.0
2016,NUTS,2010,DE7,1,2956.0
2017,NUTS,2010,DE7,1,3207.0
2018,NUTS,2010,DE7,1,3285.0
2019,NUTS,2010,DE7,1,3317.0
2003,NUTS,2010,DE71,2,1584.0
2005,NUTS,2010,DE71,2,1570.0
2006,NUTS,2010,DE71,2,2034.0
2007,NUTS,2010,DE71,2,2030.0
2008,NUTS,2010,DE71,2,2083.0
2009,NUTS,2010,DE71,2,2225.0
2010,NUTS,2010,DE71,2,2386.0
2011,NUTS,2010,DE71,2,2432.0
2012,NUTS,2010,DE71,2,2430.0
2013,NUTS,2010,DE71,2,2461.0
2014,NUTS,2010,DE71,2,2274.0
2015,NUTS,2010,DE71,2,2392.0
2016,NUTS,2010,DE71,2,2529.0
2017,NUTS,2010,DE71,2,2737.0
2018,NUTS,2010,DE71,2,2886.0
2019,NUTS,2010,DE71,2,2906.0
2003,NUTS,2010,DE72,2,122.0
2006,NUTS,2010,DE72,2,84.0
2007,NUTS,2010,DE72,2,107.0
2008,NUTS,2010,DE72,2,116.0
2009,NUTS,2010,DE72,2,125.0
2010,NUTS,2010,DE72,2,123.0
2011,NUTS,2010,DE72,2,117.0
2012,NUTS,2010,DE72,2,119.0
2013,NUTS,2010,DE72,2,113.0
2014,NUTS,2010,DE72,2,123.0
2015,NUTS,2010,DE72,2,165.0
2016,NUTS,2010,DE72,2,202.0
2017,NUTS,2010,DE72,2,224.0
2018,NUTS,2010,DE72,2,207.0
2019,NUTS,2010,DE72,2,206.0
2003,NUTS,2010,DE73,2,95.0
2006,NUTS,2010,DE73,2,72.0
2007,NUTS,2010,DE73,2,70.0
2008,NUTS,2010,DE73,2,81.0
2009,NUTS,2010,DE73,2,97.0
2010,NUTS,2010,DE73,2,154.0
2011,NUTS,2010,DE73,2,177.0
2012,NUTS,2010,DE73,2,192.0
2013,NUTS,2010,DE73,2,199.0
2014,NUTS,2010,DE73,2,175.0
2015,NUTS,2010,DE73,2,223.0
2016,NUTS,2010,DE73,2,225.0
2017,NUTS,2010,DE73,2,245.0
2018,NUTS,2010,DE73,2,192.0
2019,NUTS,2010,DE73,2,205.0
2003,NUTS,2010,DE8,1,847.0
2005,NUTS,2010,DE8,1,877.0
2006,NUTS,2010,DE8,1,973.0
2007,NUTS,2010,DE8,1,1054.0
2008,NUTS,2010,DE8,1,1104.0
2009,NUTS,2010,DE8,1,1149.0
2010,NUTS,2010,DE8,1,1335.0
2011,NUTS,2010,DE8,1,1416.0
2012,NUTS,2010,DE8,1,1449.0
2013,NUTS,2010,DE8,1,1356.0
2014,NUTS,2010,DE8,1,1170.0
2015,NUTS,2010,DE8,1,1158.0
2016,NUTS,2010,DE8,1,1158.0
2017,NUTS,2010,DE8,1,1285.0
2018,NUTS,2010,DE8,1,1358.0
2019,NUTS,2010,DE8,1,1397.0
2003,NUTS,2010,DE80,2,847.0
2006,NUTS,2010,DE80,2,973.0
2007,NUTS,2010,DE80,2,1054.0
2008,NUTS,2010,DE80,2,1104.0
2009,NUTS,2010,DE80,2,1149.0
2010,NUTS,2010,DE80,2,1335.0
2011,NUTS,2010,DE80,2,1416.0
2012,NUTS,2010,DE80,2,1449.0
2013,NUTS,2010,DE80,2,1356.0
2014,NUTS,2010,DE80,2,1170.0
2015,NUTS,2010,DE80,2,1158.0
2016,NUTS,2010,DE80,2,1158.0
2017,NUTS,2010,DE80,2,1285.0
2018,NUTS,2010,DE80,2,1358.0
2019,NUTS,2010,DE80,2,1397.0
2003,NUTS,2010,DE9,1,3287.0
2005,NUTS,2010,DE9,1,3496.0
2006,NUTS,2010,DE9,1,3720.0
2007,NUTS,2010,DE9,1,3867.0
2008,NUTS,2010,DE9,1,3937.0
2009,NUTS,2010,DE9,1,4229.0
2010,NUTS,2010,DE9,1,4460.0
2011,NUTS,2010,DE9,1,4680.0
2012,NUTS,2010,DE9,1,4530.0
2013,NUTS,2010,DE9,1,4563.0
2014,NUTS,2010,DE9,1,4792.0
2015,NUTS,2010,DE9,1,4972.0
2016,NUTS,2010,DE9,1,4911.0
2017,NUTS,2010,DE9,1,4673.0
2018,NUTS,2010,DE9,1,4826.0
2019,NUTS,2010,DE9,1,4909.0
2003,NUTS,2010,DE91,2,2352.0
2006,NUTS,2010,DE91,2,2674.0
2007,NUTS,2010,DE91,2,2849.0
2008,NUTS,2010,DE91,2,2813.0
2009,NUTS,2010,DE91,2,3057.0
2010,NUTS,2010,DE91,2,3232.0
2011,NUTS,2010,DE91,2,3337.0
2012,NUTS,2010,DE91,2,3210.0
2013,NUTS,2010,DE91,2,3281.0
2014,NUTS,2010,DE91,2,3524.0
2015,NUTS,2010,DE91,2,3631.0
2016,NUTS,2010,DE91,2,3715.0
2017,NUTS,2010,DE91,2,3439.0
2018,NUTS,2010,DE91,2,3424.0
2019,NUTS,2010,DE91,2,3487.0
2003,NUTS,2010,DE92,2,672.0
2006,NUTS,2010,DE92,2,707.0
2007,NUTS,2010,DE92,2,693.0
2008,NUTS,2010,DE92,2,793.0
2009,NUTS,2010,DE92,2,867.0
2010,NUTS,2010,DE92,2,795.0
2011,NUTS,2010,DE92,2,829.0
2012,NUTS,2010,DE92,2,799.0
2013,NUTS,2010,DE92,2,746.0
2014,NUTS,2010,DE92,2,797.0
2015,NUTS,2010,DE92,2,776.0
2016,NUTS,2010,DE92,2,771.0
2017,NUTS,2010,DE92,2,761.0
2018,NUTS,2010,DE92,2,936.0
2019,NUTS,2010,DE92,2,958.0
2003,NUTS,2010,DE93,2,137.0
2006,NUTS,2010,DE93,2,128.0
2007,NUTS,2010,DE93,2,117.0
2008,NUTS,2010,DE93,2,115.0
2009,NUTS,2010,DE93,2,128.0
2010,NUTS,2010,DE93,2,140.0
2011,NUTS,2010,DE93,2,159.0
2012,NUTS,2010,DE93,2,162.0
2013,NUTS,2010,DE93,2,142.0
2014,NUTS,2010,DE93,2,93.0
2015,NUTS,2010,DE93,2,162.0
2016,NUTS,2010,DE93,2,116.0
2017,NUTS,2010,DE93,2,163.0
2018,NUTS,2010,DE93,2,133.0
2019,NUTS,2010,DE93,2,139.0
2003,NUTS,2010,DE94,2,126.0
2006,NUTS,2010,DE94,2,211.0
2007,NUTS,2010,DE94,2,208.0
2008,NUTS,2010,DE94,2,216.0
2009,NUTS,2010,DE94,2,177.0
2010,NUTS,2010,DE94,2,292.0
2011,NUTS,2010,DE94,2,354.0
2012,NUTS,2010,DE94,2,359.0
2013,NUTS,2010,DE94,2,394.0
2014,NUTS,2010,DE94,2,378.0
2015,NUTS,2010,DE94,2,403.0
2016,NUTS,2010,DE94,2,308.0
2017,NUTS,2010,DE94,2,310.0
2018,NUTS,2010,DE94,2,333.0
2019,NUTS,2010,DE94,2,324.0
2003,NUTS,2010,DEA,1,7458.0
2005,NUTS,2010,DEA,1,7865.0
2006,NUTS,2010,DEA,1,7511.0
2007,NUTS,2010,DEA,1,7610.0
2008,NUTS,2010,DEA,1,8532.0
2009,NUTS,2010,DEA,1,9470.0
2010,NUTS,2010,DEA,1,9693.0
2011,NUTS,2010,DEA,1,10228.0
2012,NUTS,2010,DEA,1,10304.0
2013,NUTS,2010,DEA,1,10522.0
2014,NUTS,2010,DEA,1,9463.0
2015,NUTS,2010,DEA,1,9769.0
2016,NUTS,2010,DEA,1,10008.0
2017,NUTS,2010,DEA,1,9944.0
2018,NUTS,2010,DEA,1,10452.0
2019,NUTS,2010,DEA,1,10836.0
2003,NUTS,2010,DEA1,2,843.0
2006,NUTS,2010,DEA1,2,1127.0
2007,NUTS,2010,DEA1,2,1047.0
2008,NUTS,2010,DEA1,2,1223.0
2009,NUTS,2010,DEA1,2,1375.0
2010,NUTS,2010,DEA1,2,1435.0
2011,NUTS,2010,DEA1,2,1378.0
2012,NUTS,2010,DEA1,2,1369.0
2013,NUTS,2010,DEA1,2,1275.0
2014,NUTS,2010,DEA1,2,1242.0
2015,NUTS,2010,DEA1,2,1330.0
2016,NUTS,2010,DEA1,2,1248.0
2017,NUTS,2010,DEA1,2,1323.0
2018,NUTS,2010,DEA1,2,1490.0
2019,NUTS,2010,DEA1,2,1444.0
2003,NUTS,2010,DEA2,2,5652.0
2006,NUTS,2010,DEA2,2,5333.0
2007,NUTS,2010,DEA2,2,5522.0
2008,NUTS,2010,DEA2,2,6103.0
2009,NUTS,2010,DEA2,2,6882.0
2010,NUTS,2010,DEA2,2,6998.0
2011,NUTS,2010,DEA2,2,7437.0
2012,NUTS,2010,DEA2,2,7480.0
2013,NUTS,2010,DEA2,2,7812.0
2014,NUTS,2010,DEA2,2,6946.0
2015,NUTS,2010,DEA2,2,7054.0
2016,NUTS,2010,DEA2,2,7289.0
2017,NUTS,2010,DEA2,2,7091.0
2018,NUTS,2010,DEA2,2,7350.0
2019,NUTS,2010,DEA2,2,7773.0
2003,NUTS,2010,DEA3,2,262.0
2006,NUTS,2010,DEA3,2,251.0
2007,NUTS,2010,DEA3,2,234.0
2008,NUTS,2010,DEA3,2,270.0
2009,NUTS,2010,DEA3,2,205.0
2010,NUTS,2010,DEA3,2,255.0
2011,NUTS,2010,DEA3,2,297.0
2012,NUTS,2010,DEA3,2,288.0
2013,NUTS,2010,DEA3,2,299.0
2014,NUTS,2010,DEA3,2,246.0
2015,NUTS,2010,DEA3,2,238.0
2016,NUTS,2010,DEA3,2,249.0
2017,NUTS,2010,DEA3,2,269.0
2018,NUTS,2010,DEA3,2,317.0
2019,NUTS,2010,DEA3,2,316.0
2003,NUTS,2010,DEA4,2,40.0
2006,NUTS,2010,DEA4,2,171.0
2007,NUTS,2010,DEA4,2,139.0
2008,NUTS,2010,DEA4,2,262.0
2009,NUTS,2010,DEA4,2,322.0
2010,NUTS,2010,DEA4,2,302.0
2011,NUTS,2010,DEA4,2,352.0
2012,NUTS,2010,DEA4,2,372.0
2013,NUTS,2010,DEA4,2,312.0
2014,NUTS,2010,DEA4,2,249.0
2015,NUTS,2010,DEA4,2,279.0
2016,NUTS,2010,DEA4,2,299.0
2017,NUTS,2010,DEA4,2,326.0
2018,NUTS,2010,DEA4,2,339.0
2019,NUTS,2010,DEA4,2,354.0
2003,NUTS,2010,DEA5,2,661.0
2006,NUTS,2010,DEA5,2,628.0
2007,NUTS,2010,DEA5,2,669.0
2008,NUTS,2010,DEA5,2,673.0
2009,NUTS,2010,DEA5,2,686.0
2010,NUTS,2010,DEA5,2,703.0
2011,NUTS,2010,DEA5,2,765.0
2012,NUTS,2010,DEA5,2,796.0
2013,NUTS,2010,DEA5,2,824.0
2014,NUTS,2010,DEA5,2,781.0
2015,NUTS,2010,DEA5,2,868.0
2016,NUTS,2010,DEA5,2,924.0
2017,NUTS,2010,DEA5,2,936.0
2018,NUTS,2010,DEA5,2,955.0
2019,NUTS,2010,DEA5,2,949.0
2003,NUTS,2010,DEB,1,759.0
2005,NUTS,2010,DEB,1,813.0
2006,NUTS,2010,DEB,1,893.0
2007,NUTS,2010,DEB,1,1038.0
2008,NUTS,2010,DEB,1,1276.0
2009,NUTS,2010,DEB,1,1235.0
2010,NUTS,2010,DEB,1,1285.0
2011,NUTS,2010,DEB,1,1405.0
2012,NUTS,2010,DEB,1,1325.0
2013,NUTS,2010,DEB,1,1346.0
2014,NUTS,2010,DEB,1,1182.0
2015,NUTS,2010,DEB,1,1236.0
2016,NUTS,2010,DEB,1,1337.0
2017,NUTS,2010,DEB,1,1442.0
2018,NUTS,2010,DEB,1,1503.0
2019,NUTS,2010,DEB,1,1686.0
2003,NUTS,2010,DEB1,2,55.0
2006,NUTS,2010,DEB1,2,71.0
2007,NUTS,2010,DEB1,2,75.0
2008,NUTS,2010,DEB1,2,64.0
