year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_cte_p_mhab
2011,NUTS,2010,DEA43,3,2.811
2011,NUTS,2010,DEA44,3,6.796
2012,NUTS,2010,DEA44,3,20.563
2011,NUTS,2010,DEA45,3,4.841
2012,NUTS,2010,DEA45,3,11.942
2011,NUTS,2010,DEA46,3,1.814
2012,NUTS,2010,DEA46,3,12.812
2011,NUTS,2010,DEA47,3,9.239
2012,NUTS,2010,DEA47,3,6.908
2011,NUTS,2010,DEA5,2,11.173
2012,NUTS,2010,DEA5,2,8.191
2011,NUTS,2010,DEA51,3,19.667
2012,NUTS,2010,DEA51,3,11.872
2011,NUTS,2010,DEA52,3,17.228
2012,NUTS,2010,DEA52,3,18.797
2011,NUTS,2010,DEA53,3,9.707
2012,NUTS,2010,DEA53,3,5.335
2012,NUTS,2010,DEA54,3,1.812
2011,NUTS,2010,DEA55,3,10.5
2012,NUTS,2010,DEA55,3,6.089
2011,NUTS,2010,DEA56,3,6.394
2012,NUTS,2010,DEA56,3,5.063
2012,NUTS,2010,DEA57,3,1.244
2011,NUTS,2010,DEA58,3,15.5
2012,NUTS,2010,DEA58,3,13.236
2011,NUTS,2010,DEA59,3,7.196
2011,NUTS,2010,DEA5A,3,16.344
2011,NUTS,2010,DEA5B,3,4.701
2012,NUTS,2010,DEA5B,3,4.379
2011,NUTS,2010,DEA5C,3,9.908
2012,NUTS,2010,DEA5C,3,7.741
2011,NUTS,2010,DEB,1,5.325
2012,NUTS,2010,DEB,1,0.925
2011,NUTS,2010,DEB1,2,4.718
2012,NUTS,2010,DEB1,2,0.866
2011,NUTS,2010,DEB11,3,4.698
2011,NUTS,2010,DEB12,3,7.847
2012,NUTS,2010,DEB12,3,1.966
2011,NUTS,2010,DEB13,3,15.157
2011,NUTS,2010,DEB14,3,6.429
2012,NUTS,2010,DEB14,3,5.341
2011,NUTS,2010,DEB17,3,4.756
2012,NUTS,2010,DEB17,3,0.954
2011,NUTS,2010,DEB18,3,2.763
2011,NUTS,2010,DEB1B,3,5.036
2011,NUTS,2010,DEB3,2,7.135
2012,NUTS,2010,DEB3,2,1.205
2011,NUTS,2010,DEB32,3,5.041
2012,NUTS,2010,DEB32,3,10.021
2011,NUTS,2010,DEB34,3,9.127
2011,NUTS,2010,DEB35,3,8.583
2012,NUTS,2010,DEB35,3,1.642
2011,NUTS,2010,DEB36,3,3.784
2011,NUTS,2010,DEB38,3,3.41
2011,NUTS,2010,DEB39,3,8.197
2011,NUTS,2010,DEB3B,3,12.023
2011,NUTS,2010,DEB3C,3,5.047
2012,NUTS,2010,DEB3C,3,1.888
2011,NUTS,2010,DEB3E,3,43.416
2012,NUTS,2010,DEB3E,3,2.64
2011,NUTS,2010,DEB3F,3,9.485
2011,NUTS,2010,DEB3H,3,4.587
2011,NUTS,2010,DEB3J,3,2.471
2012,NUTS,2010,DEB3J,3,2.464
2011,NUTS,2010,DEC,1,1.278
2012,NUTS,2010,DEC,1,1.609
2011,NUTS,2010,DED,1,4.779
2012,NUTS,2010,DED,1,3.444
2011,NUTS,2010,DED2,2,10.345
2012,NUTS,2010,DED2,2,3.337
2011,NUTS,2010,DED21,3,30.589
2012,NUTS,2010,DED21,3,5.851
2011,NUTS,2010,DED2C,3,0.529
2012,NUTS,2010,DED2C,3,2.731
2011,NUTS,2010,DED2E,3,2.647
2012,NUTS,2010,DED2E,3,4.974
2012,NUTS,2010,DED2F,3,0.797
2011,NUTS,2010,DED4,2,1.638
2012,NUTS,2010,DED4,2,1.488
2011,NUTS,2010,DED41,3,2.056
2011,NUTS,2010,DED42,3,1.358
2011,NUTS,2010,DED43,3,3.046
2012,NUTS,2010,DED43,3,4.617
2011,NUTS,2010,DED44,3,2.046
2012,NUTS,2010,DED45,3,2.217
2011,NUTS,2010,DED5,2,0.502
2012,NUTS,2010,DED5,2,6.572
2011,NUTS,2010,DED51,3,0.956
2012,NUTS,2010,DED51,3,11.282
2012,NUTS,2010,DED52,3,0.943
2012,NUTS,2010,DED53,3,1.616
2011,NUTS,2010,DEE,1,0.463
2012,NUTS,2010,DEE,1,0.648
2011,NUTS,2010,DEE0,2,0.463
2012,NUTS,2010,DEE0,2,0.648
2011,NUTS,2010,DEE02,3,2.146
2011,NUTS,2010,DEE03,3,2.505
2012,NUTS,2010,DEE03,3,2.152
2012,NUTS,2010,DEE05,3,2.87
2012,NUTS,2010,DEE07,3,2.82
2011,NUTS,2010,DEF,1,2.763
2012,NUTS,2010,DEF,1,2.319
2011,NUTS,2010,DEF0,2,2.763
2012,NUTS,2010,DEF0,2,2.319
2011,NUTS,2010,DEF01,3,11.266
2011,NUTS,2010,DEF02,3,6.262
2012,NUTS,2010,DEF02,3,4.132
2011,NUTS,2010,DEF06,3,2.676
2012,NUTS,2010,DEF06,3,16.008
2012,NUTS,2010,DEF08,3,1.619
2011,NUTS,2010,DEF09,3,2.735
2011,NUTS,2010,DEF0A,3,3.723
2011,NUTS,2010,DEF0B,3,3.707
2012,NUTS,2010,DEF0B,3,3.717
2012,NUTS,2010,DEF0D,3,0.961
2011,NUTS,2010,DEF0F,3,10.881
2012,NUTS,2010,DEF0F,3,4.327
2011,NUTS,2010,DEG,1,3.995
2012,NUTS,2010,DEG,1,6.312
2011,NUTS,2010,DEG0,2,3.995
2012,NUTS,2010,DEG0,2,6.312
2011,NUTS,2010,DEG01,3,4.878
2012,NUTS,2010,DEG01,3,8.867
2011,NUTS,2010,DEG03,3,32.627
2012,NUTS,2010,DEG03,3,31.101
2011,NUTS,2010,DEG05,3,3.054
2011,NUTS,2010,DEG0B,3,7.693
2012,NUTS,2010,DEG0B,3,9.084
2011,NUTS,2010,DEG0E,3,7.462
2012,NUTS,2010,DEG0E,3,47.808
2011,NUTS,2010,DEG0F,3,18.603
2012,NUTS,2010,DEG0F,3,30.423
2011,NUTS,2010,DEG0G,3,2.361
2011,NUTS,2010,DEG0J,3,5.76
2012,NUTS,2010,DEG0J,3,7.763
2012,NUTS,2010,DEG0P,3,3.861
2011,NUTS,2010,DK,0,20.03
2012,NUTS,2010,DK,0,14.526
2011,NUTS,2010,DK0,1,20.03
2012,NUTS,2010,DK0,1,14.481
2011,NUTS,2010,DK01,2,44.822
2012,NUTS,2010,DK01,2,32.684
2011,NUTS,2010,DK011,3,19.859
2012,NUTS,2010,DK011,3,10.907
2011,NUTS,2010,DK012,3,20.358
2012,NUTS,2010,DK012,3,19.605
2011,NUTS,2010,DK013,3,115.861
2012,NUTS,2010,DK013,3,85.079
2011,NUTS,2010,DK02,2,4.27
2012,NUTS,2010,DK02,2,12.605
2011,NUTS,2010,DK021,3,9.214
2012,NUTS,2010,DK021,3,35.867
2011,NUTS,2010,DK022,3,2.276
2012,NUTS,2010,DK022,3,3.147
2011,NUTS,2010,DK03,2,1.274
2011,NUTS,2010,DK032,3,2.138
2011,NUTS,2010,DK04,2,13.22
2012,NUTS,2010,DK04,2,5.637
2011,NUTS,2010,DK041,3,15.391
2012,NUTS,2010,DK041,3,8.197
2011,NUTS,2010,DK042,3,12.109
2012,NUTS,2010,DK042,3,4.335
2011,NUTS,2010,DK05,2,23.317
2012,NUTS,2010,DK05,2,12.621
2011,NUTS,2010,DK050,3,23.317
2012,NUTS,2010,DK050,3,12.621
2011,NUTS,2010,EE,0,3.512
2012,NUTS,2010,EE,0,2.015
2011,NUTS,2010,EE0,1,3.512
2012,NUTS,2010,EE0,1,2.015
2011,NUTS,2010,EE00,2,3.512
2012,NUTS,2010,EE00,2,2.015
2011,NUTS,2010,EE001,3,8.306
2012,NUTS,2010,EE001,3,4.711
2011,NUTS,2010,EL,0,0.27
2012,NUTS,2010,EL,0,0.424
2012,NUTS,2010,EL1,1,0.281
2012,NUTS,2010,EL12,2,0.52
2012,NUTS,2010,EL122,3,0.879
2012,NUTS,2010,EL2,1,0.836
2012,NUTS,2010,EL23,2,1.454
2012,NUTS,2010,EL232,3,3.185
2012,NUTS,2010,EL25,2,1.698
2012,NUTS,2010,EL253,3,6.732
2011,NUTS,2010,EL3,1,0.751
2012,NUTS,2010,EL3,1,0.429
2011,NUTS,2010,EL30,2,0.751
2012,NUTS,2010,EL30,2,0.429
2011,NUTS,2010,EL300,3,0.751
2012,NUTS,2010,EL300,3,0.429
2011,NUTS,2010,ES,0,2.235
2012,NUTS,2010,ES,0,1.745
2011,NUTS,2010,ES1,1,1.577
2011,NUTS,2010,ES11,2,2.524
2011,NUTS,2010,ES111,3,6.14
2011,NUTS,2010,ES2,1,1.449
2012,NUTS,2010,ES2,1,0.757
2011,NUTS,2010,ES21,2,2.061
2012,NUTS,2010,ES21,2,1.556
2011,NUTS,2010,ES212,3,1.414
2012,NUTS,2010,ES212,3,2.823
2011,NUTS,2010,ES213,3,3.028
2012,NUTS,2010,ES213,3,1.211
2011,NUTS,2010,ES22,2,1.57
2011,NUTS,2010,ES220,3,1.57
2011,NUTS,2010,ES24,2,0.744
2011,NUTS,2010,ES243,3,1.027
2011,NUTS,2010,ES3,1,10.816
2012,NUTS,2010,ES3,1,8.5
2011,NUTS,2010,ES30,2,10.816
2012,NUTS,2010,ES30,2,8.5
2011,NUTS,2010,ES300,3,10.816
2012,NUTS,2010,ES300,3,8.5
2011,NUTS,2010,ES4,1,0.174
2012,NUTS,2010,ES4,1,0.057
2012,NUTS,2010,ES42,2,0.157
2012,NUTS,2010,ES422,3,0.627
2011,NUTS,2010,ES43,2,0.907
2011,NUTS,2010,ES431,3,1.449
2011,NUTS,2010,ES5,1,1.299
2012,NUTS,2010,ES5,1,1.622
2011,NUTS,2010,ES51,2,1.457
2012,NUTS,2010,ES51,2,2.338
2011,NUTS,2010,ES511,3,1.876
2012,NUTS,2010,ES511,3,2.397
2012,NUTS,2010,ES512,3,0.665
2012,NUTS,2010,ES513,3,6.846
2011,NUTS,2010,ES514,3,0.722
2012,NUTS,2010,ES514,3,1.029
2011,NUTS,2010,ES52,2,1.346
2012,NUTS,2010,ES52,2,0.804
2011,NUTS,2010,ES521,3,0.83
2012,NUTS,2010,ES522,3,1.684
2011,NUTS,2010,ES523,3,2.032
2012,NUTS,2010,ES523,3,1.182
2012,NUTS,2010,ES53,2,0.454
2012,NUTS,2010,ES532,3,0.58
2011,NUTS,2010,ES6,1,0.299
2012,NUTS,2010,ES6,1,0.125
2011,NUTS,2010,ES61,2,0.28
2012,NUTS,2010,ES61,2,0.09
2011,NUTS,2010,ES617,3,0.841
2012,NUTS,2010,ES617,3,0.156
2011,NUTS,2010,ES618,3,0.521
2012,NUTS,2010,ES618,3,0.259
2011,NUTS,2010,ES62,2,0.445
2012,NUTS,2010,ES62,2,0.342
2011,NUTS,2010,ES620,3,0.445
2012,NUTS,2010,ES620,3,0.342
2011,NUTS,2010,FI,0,42.016
2012,NUTS,2010,FI,0,42.483
2011,NUTS,2010,FI1,1,41.763
2012,NUTS,2010,FI1,1,42.364
2011,NUTS,2010,FI19,2,40.528
2012,NUTS,2010,FI19,2,40.512
2011,NUTS,2010,FI193,3,2.448
2012,NUTS,2010,FI193,3,0.911
2012,NUTS,2010,FI194,3,5.162
2011,NUTS,2010,FI196,3,8.809
2011,NUTS,2010,FI197,3,107.517
2012,NUTS,2010,FI197,3,109.996
2011,NUTS,2010,FI1B,2,69.444
2012,NUTS,2010,FI1B,2,70.624
2011,NUTS,2010,FI1B1,3,69.444
2012,NUTS,2010,FI1B1,3,70.624
2011,NUTS,2010,FI1C,2,15.696
2012,NUTS,2010,FI1C,2,16.252
2011,NUTS,2010,FI1C1,3,30.633
2012,NUTS,2010,FI1C1,3,29.494
2011,NUTS,2010,FI1C2,3,16.728
2012,NUTS,2010,FI1C2,3,28.933
2011,NUTS,2010,FI1C3,3,3.717
2011,NUTS,2010,FI1C5,3,1.87
2011,NUTS,2010,FI1D,2,33.623
2012,NUTS,2010,FI1D,2,33.924
2011,NUTS,2010,FI1D1,3,8.082
2012,NUTS,2010,FI1D1,3,6.505
2012,NUTS,2010,FI1D2,3,4.03
2011,NUTS,2010,FI1D6,3,107.275
2012,NUTS,2010,FI1D6,3,105.708
2011,NUTS,2010,FI2,1,47.488
2012,NUTS,2010,FI2,1,29.273
2011,NUTS,2010,FI20,2,47.488
2012,NUTS,2010,FI20,2,29.273
2011,NUTS,2010,FI200,3,47.488
2012,NUTS,2010,FI200,3,29.273
2011,NUTS,2010,FR,0,11.038
2012,NUTS,2010,FR,0,9.703
2011,NUTS,2010,FR1,1,27.307
2012,NUTS,2010,FR1,1,25.053
2011,NUTS,2010,FR10,2,27.307
2012,NUTS,2010,FR10,2,25.053
2011,NUTS,2010,FR101,3,28.685
2012,NUTS,2010,FR101,3,22.98
2011,NUTS,2010,FR102,3,2.712
2012,NUTS,2010,FR102,3,2.275
2011,NUTS,2010,FR103,3,24.066
2012,NUTS,2010,FR103,3,17.864
2011,NUTS,2010,FR104,3,58.84
2012,NUTS,2010,FR104,3,81.955
2011,NUTS,2010,FR105,3,77.262
2012,NUTS,2010,FR105,3,58.105
2011,NUTS,2010,FR106,3,1.745
2012,NUTS,2010,FR106,3,2.385
2011,NUTS,2010,FR107,3,10.325
2012,NUTS,2010,FR107,3,12.125
2011,NUTS,2010,FR108,3,9.107
2012,NUTS,2010,FR108,3,4.001
2011,NUTS,2010,FR2,1,2.14
2012,NUTS,2010,FR2,1,0.976
2011,NUTS,2010,FR21,2,3.241
2012,NUTS,2010,FR21,2,0.246
2011,NUTS,2010,FR211,3,8.23
2012,NUTS,2010,FR211,3,1.167
2011,NUTS,2010,FR213,3,3.53
2011,NUTS,2010,FR22,2,2.064
2012,NUTS,2010,FR22,2,0.52
2011,NUTS,2010,FR221,3,0.924
2011,NUTS,2010,FR222,3,1.192
2012,NUTS,2010,FR222,3,0.617
2011,NUTS,2010,FR223,3,4.377
2012,NUTS,2010,FR223,3,0.875
2011,NUTS,2010,FR23,2,0.245
2012,NUTS,2010,FR23,2,0.271
2011,NUTS,2010,FR231,3,0.765
2012,NUTS,2010,FR231,3,0.845
2011,NUTS,2010,FR24,2,1.807
2012,NUTS,2010,FR24,2,0.78
2011,NUTS,2010,FR242,3,5.692
2012,NUTS,2010,FR242,3,2.314
2011,NUTS,2010,FR244,3,1.971
2012,NUTS,2010,FR244,3,1.675
2011,NUTS,2010,FR245,3,3.019
2011,NUTS,2010,FR25,2,5.828
2012,NUTS,2010,FR25,2,4.4
2011,NUTS,2010,FR251,3,11.82
2012,NUTS,2010,FR251,3,9.45
2011,NUTS,2010,FR252,3,1.001
2011,NUTS,2010,FR26,2,0.657
2012,NUTS,2010,FR26,2,0.122
2011,NUTS,2010,FR261,3,0.951
2011,NUTS,2010,FR263,3,0.594
2011,NUTS,2010,FR264,3,0.701
2012,NUTS,2010,FR264,3,0.585
2011,NUTS,2010,FR3,1,0.957
2012,NUTS,2010,FR3,1,0.37
2011,NUTS,2010,FR30,2,0.957
2012,NUTS,2010,FR30,2,0.37
2011,NUTS,2010,FR301,3,1.307
2012,NUTS,2010,FR301,3,0.58
2011,NUTS,2010,FR302,3,0.342
2011,NUTS,2010,FR4,1,1.633
2012,NUTS,2010,FR4,1,1.779
2012,NUTS,2010,FR41,2,0.958
2012,NUTS,2010,FR411,3,0.682
2012,NUTS,2010,FR413,3,1.672
2011,NUTS,2010,FR42,2,4.74
2012,NUTS,2010,FR42,2,3.135
2011,NUTS,2010,FR421,3,5.385
2012,NUTS,2010,FR421,3,4.979
2011,NUTS,2010,FR422,3,3.811
2012,NUTS,2010,FR422,3,0.437
2012,NUTS,2010,FR43,2,1.276
2012,NUTS,2010,FR431,3,2.825
2011,NUTS,2010,FR5,1,20.266
2012,NUTS,2010,FR5,1,17.18
2011,NUTS,2010,FR51,2,1.48
2012,NUTS,2010,FR51,2,1.33
2011,NUTS,2010,FR511,3,1.026
2012,NUTS,2010,FR511,3,3.107
2011,NUTS,2010,FR512,3,2.632
2012,NUTS,2010,FR512,3,0.943
2011,NUTS,2010,FR514,3,1.025
2011,NUTS,2010,FR515,3,2.073
2011,NUTS,2010,FR52,2,52.484
2012,NUTS,2010,FR52,2,44.277
2011,NUTS,2010,FR521,3,48.791
2012,NUTS,2010,FR521,3,47.017
2011,NUTS,2010,FR522,3,5.556
2012,NUTS,2010,FR522,3,5.27
2011,NUTS,2010,FR523,3,134.358
2012,NUTS,2010,FR523,3,108.394
2011,NUTS,2010,FR524,3,1.375
2012,NUTS,2010,FR524,3,1.816
2012,NUTS,2010,FR53,2,0.28
2012,NUTS,2010,FR531,3,1.414
2011,NUTS,2010,FR6,1,3.812
2012,NUTS,2010,FR6,1,2.535
2011,NUTS,2010,FR61,2,1.168
2012,NUTS,2010,FR61,2,0.709
2011,NUTS,2010,FR611,3,0.482
2011,NUTS,2010,FR612,3,1.776
2012,NUTS,2010,FR612,3,1.233
2011,NUTS,2010,FR615,3,1.523
2012,NUTS,2010,FR615,3,0.757
2011,NUTS,2010,FR62,2,7.749
2012,NUTS,2010,FR62,2,5.221
2011,NUTS,2010,FR623,3,16.267
2012,NUTS,2010,FR623,3,11.162
2011,NUTS,2010,FR627,3,0.874
2011,NUTS,2010,FR628,3,6.829
2012,NUTS,2010,FR628,3,4.049
2011,NUTS,2010,FR7,1,10.241
2012,NUTS,2010,FR7,1,6.498
2011,NUTS,2010,FR71,2,12.283
2012,NUTS,2010,FR71,2,7.885
2011,NUTS,2010,FR711,3,4.554
2012,NUTS,2010,FR711,3,10.618
2011,NUTS,2010,FR712,3,2.112
2011,NUTS,2010,FR713,3,6.496
2012,NUTS,2010,FR713,3,5.088
2011,NUTS,2010,FR714,3,44.642
2012,NUTS,2010,FR714,3,26.955
2011,NUTS,2010,FR715,3,2.003
2011,NUTS,2010,FR716,3,3.256
2012,NUTS,2010,FR716,3,0.754
2011,NUTS,2010,FR717,3,4.368
2012,NUTS,2010,FR717,3,0.95
2011,NUTS,2010,FR718,3,9.813
2012,NUTS,2010,FR718,3,8.262
2011,NUTS,2010,FR72,2,0.74
2011,NUTS,2010,FR724,3,1.574
2011,NUTS,2010,FR8,1,9.62
2012,NUTS,2010,FR8,1,11.559
2011,NUTS,2010,FR81,2,1.873
2012,NUTS,2010,FR81,2,1.111
2012,NUTS,2010,FR812,3,1.378
2011,NUTS,2010,FR813,3,4.708
2012,NUTS,2010,FR813,3,1.856
2011,NUTS,2010,FR82,2,14.442
2012,NUTS,2010,FR82,2,18.016
2011,NUTS,2010,FR822,3,10.822
2012,NUTS,2010,FR822,3,7.166
2011,NUTS,2010,FR823,3,21.808
2012,NUTS,2010,FR823,3,35.009
2011,NUTS,2010,FR824,3,20.538
2012,NUTS,2010,FR824,3,22.355
2011,NUTS,2010,FR825,3,4.769
2012,NUTS,2010,FR825,3,5.55
2011,NUTS,2010,FR826,3,0.915
2012,NUTS,2010,HR,0,0.117
2012,NUTS,2010,HR0,1,0.117
2012,NUTS,2010,HR04,2,0.174
2012,NUTS,2010,HR045,3,4.342
2011,NUTS,2010,HU,0,4.128
2012,NUTS,2010,HU,0,2.547
2011,NUTS,2010,HU1,1,11.786
2012,NUTS,2010,HU1,1,6.862
2011,NUTS,2010,HU10,2,11.786
2012,NUTS,2010,HU10,2,6.862
2011,NUTS,2010,HU101,3,12.459
2012,NUTS,2010,HU101,3,8.307
2011,NUTS,2010,HU102,3,10.844
2012,NUTS,2010,HU102,3,4.805
2011,NUTS,2010,HU2,1,0.66
2012,NUTS,2010,HU2,1,0.474
2011,NUTS,2010,HU21,2,0.987
2012,NUTS,2010,HU21,2,0.306
2011,NUTS,2010,HU211,3,2.534
2012,NUTS,2010,HU211,3,0.782
2011,NUTS,2010,HU22,2,0.674
2012,NUTS,2010,HU22,2,0.335
2012,NUTS,2010,HU221,3,0.742
2011,NUTS,2010,HU222,3,1.281
2011,NUTS,2010,HU223,3,1.15
2011,NUTS,2010,HU23,2,0.266
2012,NUTS,2010,HU23,2,0.805
2011,NUTS,2010,HU231,3,0.639
2012,NUTS,2010,HU231,3,1.969
2011,NUTS,2010,HU3,1,1.054
2012,NUTS,2010,HU3,1,0.926
2011,NUTS,2010,HU32,2,0.223
2012,NUTS,2010,HU32,2,0.22
2011,NUTS,2010,HU321,3,0.611
2012,NUTS,2010,HU321,3,0.607
2011,NUTS,2010,HU33,2,2.958
2012,NUTS,2010,HU33,2,2.6
2011,NUTS,2010,HU331,3,3.868
2012,NUTS,2010,HU331,3,2.3
2011,NUTS,2010,HU332,3,5.058
2012,NUTS,2010,HU332,3,3.226
2012,NUTS,2010,HU333,3,2.429
2011,NUTS,2010,IE,0,14.03
2012,NUTS,2010,IE,0,5.39
2011,NUTS,2010,IE0,1,12.93
2012,NUTS,2010,IE0,1,4.991
2011,NUTS,2010,IE01,2,7.409
2012,NUTS,2010,IE01,2,2.895
2011,NUTS,2010,IE011,3,2.584
2011,NUTS,2010,IE012,3,12.378
2012,NUTS,2010,IE012,3,6.395
2011,NUTS,2010,IE013,3,9.833
2012,NUTS,2010,IE013,3,3.993
2011,NUTS,2010,IE02,2,14.98
2012,NUTS,2010,IE02,2,5.762
2011,NUTS,2010,IE021,3,29.136
2012,NUTS,2010,IE021,3,10.947
2011,NUTS,2010,IE022,3,7.548
2012,NUTS,2010,IE022,3,6.072
2011,NUTS,2010,IE023,3,2.433
2012,NUTS,2010,IE023,3,1.844
2011,NUTS,2010,IE024,3,2.665
2012,NUTS,2010,IE024,3,1.998
2011,NUTS,2010,IE025,3,10.452
2012,NUTS,2010,IE025,3,0.752
2011,NUTS,2010,IT,0,2.353
2012,NUTS,2010,IT,0,1.867
2011,NUTS,2010,ITC,1,4.433
2012,NUTS,2010,ITC,1,3.32
2011,NUTS,2010,ITC1,2,4.516
2012,NUTS,2010,ITC1,2,2.281
2011,NUTS,2010,ITC11,3,7.954
2012,NUTS,2010,ITC11,3,2.973
2011,NUTS,2010,ITC15,3,0.903
2012,NUTS,2010,ITC15,3,3.203
2012,NUTS,2010,ITC16,3,1.706
2011,NUTS,2010,ITC17,3,6.89
2012,NUTS,2010,ITC18,3,2.6
2011,NUTS,2010,ITC2,2,2.603
2011,NUTS,2010,ITC20,3,2.603
2011,NUTS,2010,ITC3,2,9.637
2012,NUTS,2010,ITC3,2,11.759
2011,NUTS,2010,ITC32,3,10.645
2012,NUTS,2010,ITC32,3,11.403
2011,NUTS,2010,ITC33,3,13.599
2012,NUTS,2010,ITC33,3,17.249
2011,NUTS,2010,ITC34,3,2.276
2012,NUTS,2010,ITC34,3,2.286
2011,NUTS,2010,ITC4,2,3.572
2012,NUTS,2010,ITC4,2,2.467
2011,NUTS,2010,ITC41,3,3.256
2012,NUTS,2010,ITC41,3,1.721
2011,NUTS,2010,ITC42,3,3.987
2012,NUTS,2010,ITC42,3,1.414
2011,NUTS,2010,ITC43,3,0.506
2012,NUTS,2010,ITC43,3,2.975
2012,NUTS,2010,ITC44,3,0.94
2011,NUTS,2010,ITC46,3,1.229
2012,NUTS,2010,ITC46,3,1.564
2011,NUTS,2010,ITC47,3,1.978
2012,NUTS,2010,ITC47,3,0.59
2011,NUTS,2010,ITC48,3,1.758
2012,NUTS,2010,ITC48,3,2.334
2011,NUTS,2010,ITC49,3,4.486
2012,NUTS,2010,ITC4A,3,0.559
2011,NUTS,2010,ITC4B,3,3.067
2012,NUTS,2010,ITC4B,3,2.45
2011,NUTS,2010,ITC4C,3,5.372
2012,NUTS,2010,ITC4C,3,4.243
2011,NUTS,2010,ITC4D,3,7.184
2012,NUTS,2010,ITC4D,3,3.177
2011,NUTS,2010,ITF,1,0.64
2012,NUTS,2010,ITF,1,0.42
2011,NUTS,2010,ITF1,2,0.13
2011,NUTS,2010,ITF14,3,0.438
2011,NUTS,2010,ITF2,2,0.541
2011,NUTS,2010,ITF22,3,0.749
2011,NUTS,2010,ITF3,2,1.335
2012,NUTS,2010,ITF3,2,0.786
2011,NUTS,2010,ITF31,3,0.554
2012,NUTS,2010,ITF31,3,0.365
2011,NUTS,2010,ITF33,3,1.254
2012,NUTS,2010,ITF33,3,1.091
2011,NUTS,2010,ITF34,3,0.465
2012,NUTS,2010,ITF34,3,0.466
2011,NUTS,2010,ITF35,3,2.903
2012,NUTS,2010,ITF35,3,0.613
2011,NUTS,2010,ITF4,2,0.081
2012,NUTS,2010,ITF4,2,0.247
2011,NUTS,2010,ITF46,3,0.525
2012,NUTS,2010,ITF46,3,1.598
2011,NUTS,2010,ITF6,2,0.295
2012,NUTS,2010,ITF6,2,0.169
2011,NUTS,2010,ITF61,3,0.35
2012,NUTS,2010,ITF61,3,0.462
2011,NUTS,2010,ITF63,3,0.915
2011,NUTS,2010,ITG,1,0.125
2011,NUTS,2010,ITG1,2,0.166
2011,NUTS,2010,ITG13,3,0.261
2011,NUTS,2010,ITG17,3,0.621
2011,NUTS,2010,ITH,1,1.952
2012,NUTS,2010,ITH,1,1.744
2011,NUTS,2010,ITH1,2,1.993
2012,NUTS,2010,ITH1,2,0.852
2011,NUTS,2010,ITH10,3,1.993
2012,NUTS,2010,ITH10,3,0.852
2011,NUTS,2010,ITH2,2,2.871
2012,NUTS,2010,ITH2,2,0.267
2011,NUTS,2010,ITH20,3,2.871
2012,NUTS,2010,ITH20,3,0.267
2011,NUTS,2010,ITH3,2,1.649
2012,NUTS,2010,ITH3,2,1.014
2012,NUTS,2010,ITH31,3,0.645
2011,NUTS,2010,ITH32,3,1.165
2012,NUTS,2010,ITH32,3,2.329
2011,NUTS,2010,ITH34,3,4.569
2011,NUTS,2010,ITH36,3,3.263
2012,NUTS,2010,ITH36,3,2.53
2011,NUTS,2010,ITH4,2,0.819
2012,NUTS,2010,ITH4,2,1.642
2011,NUTS,2010,ITH41,3,3.218
2012,NUTS,2010,ITH41,3,3.219
2012,NUTS,2010,ITH44,3,4.305
2011,NUTS,2010,ITH5,2,2.496
2012,NUTS,2010,ITH5,2,2.872
2011,NUTS,2010,ITH51,3,0.599
2012,NUTS,2010,ITH51,3,3.516
2011,NUTS,2010,ITH52,3,9.662
2012,NUTS,2010,ITH52,3,13.578
2011,NUTS,2010,ITH53,3,3.877
2012,NUTS,2010,ITH53,3,3.863
2011,NUTS,2010,ITH55,3,0.411
2012,NUTS,2010,ITH55,3,1.363
2011,NUTS,2010,ITH56,3,2.823
2012,NUTS,2010,ITH56,3,0.482
2011,NUTS,2010,ITH57,3,2.946
2012,NUTS,2010,ITH57,3,2.601
2011,NUTS,2010,ITH58,3,2.567
2012,NUTS,2010,ITH58,3,2.995
2011,NUTS,2010,ITH59,3,3.119
2011,NUTS,2010,ITI,1,3.068
2012,NUTS,2010,ITI,1,2.519
2011,NUTS,2010,ITI1,2,4.385
2012,NUTS,2010,ITI1,2,2.98
2011,NUTS,2010,ITI11,3,0.85
2011,NUTS,2010,ITI12,3,2.576
2011,NUTS,2010,ITI13,3,0.59
2012,NUTS,2010,ITI15,3,4.077
2011,NUTS,2010,ITI16,3,12.371
2012,NUTS,2010,ITI16,3,10.153
2011,NUTS,2010,ITI17,3,24.277
2012,NUTS,2010,ITI17,3,14.681
2011,NUTS,2010,ITI18,3,0.96
2012,NUTS,2010,ITI18,3,1.456
2011,NUTS,2010,ITI19,3,0.637
2011,NUTS,2010,ITI1A,3,0.635
2011,NUTS,2010,ITI2,2,0.758
2011,NUTS,2010,ITI21,3,1.023
2011,NUTS,2010,ITI3,2,2.464
2012,NUTS,2010,ITI3,2,0.649
2011,NUTS,2010,ITI31,3,0.551
2011,NUTS,2010,ITI32,3,6.756
2012,NUTS,2010,ITI32,3,2.111
2011,NUTS,2010,ITI33,3,0.625
2011,NUTS,2010,ITI35,3,1.145
2011,NUTS,2010,ITI4,2,2.731
2012,NUTS,2010,ITI4,2,3.14
2011,NUTS,2010,ITI43,3,3.425
2012,NUTS,2010,ITI43,3,4.137
2011,NUTS,2010,ITI44,3,1.237
