year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mhab_smc
2006,NUTS,2010,DE22B,3,11.964
2007,NUTS,2010,DE22B,3,71.623
2008,NUTS,2010,DE22B,3,52.142
2009,NUTS,2010,DE22B,3,14.841
2010,NUTS,2010,DE22B,3,24.378
2002,NUTS,2010,DE22C,3,3.618
2004,NUTS,2010,DE22C,3,3.583
2010,NUTS,2010,DE22C,3,13.786
2012,NUTS,2010,DE22C,3,2.186
2000,NUTS,2010,DE23,2,47.76
2001,NUTS,2010,DE23,2,35.359
2002,NUTS,2010,DE23,2,57.231
2003,NUTS,2010,DE23,2,57.662
2004,NUTS,2010,DE23,2,64.414
2005,NUTS,2010,DE23,2,53.564
2006,NUTS,2010,DE23,2,36.648
2007,NUTS,2010,DE23,2,63.22
2008,NUTS,2010,DE23,2,69.192
2009,NUTS,2010,DE23,2,54.614
2010,NUTS,2010,DE23,2,75.142
2011,NUTS,2010,DE23,2,20.22
2012,NUTS,2010,DE23,2,9.616
2000,NUTS,2010,DE231,3,3.92
2002,NUTS,2010,DE231,3,11.308
2003,NUTS,2010,DE231,3,4.5
2004,NUTS,2010,DE231,3,44.847
2007,NUTS,2010,DE231,3,11.939
2008,NUTS,2010,DE231,3,22.616
2009,NUTS,2010,DE231,3,34.045
2000,NUTS,2010,DE232,3,167.364
2001,NUTS,2010,DE232,3,129.539
2002,NUTS,2010,DE232,3,192.22
2003,NUTS,2010,DE232,3,183.24
2004,NUTS,2010,DE232,3,178.222
2005,NUTS,2010,DE232,3,178.487
2006,NUTS,2010,DE232,3,120.361
2007,NUTS,2010,DE232,3,169.253
2008,NUTS,2010,DE232,3,243.556
2009,NUTS,2010,DE232,3,212.02
2010,NUTS,2010,DE232,3,260.993
2011,NUTS,2010,DE232,3,69.658
2012,NUTS,2010,DE232,3,30.752
2003,NUTS,2010,DE233,3,23.353
2006,NUTS,2010,DE233,3,4.687
2007,NUTS,2010,DE233,3,48.946
2009,NUTS,2010,DE233,3,5.922
2010,NUTS,2010,DE233,3,15.93
2000,NUTS,2010,DE234,3,1.569
2002,NUTS,2010,DE234,3,11.001
2003,NUTS,2010,DE234,3,18.341
2004,NUTS,2010,DE234,3,11.847
2005,NUTS,2010,DE234,3,1.563
2007,NUTS,2010,DE234,3,37.796
2008,NUTS,2010,DE234,3,12.422
2009,NUTS,2010,DE234,3,7.061
2011,NUTS,2010,DE234,3,2.377
2000,NUTS,2010,DE235,3,0.687
2001,NUTS,2010,DE235,3,1.526
2002,NUTS,2010,DE235,3,7.001
2003,NUTS,2010,DE235,3,8.889
2004,NUTS,2010,DE235,3,5.704
2005,NUTS,2010,DE235,3,7.235
2006,NUTS,2010,DE235,3,1.528
2007,NUTS,2010,DE235,3,5.764
2008,NUTS,2010,DE235,3,11.265
2009,NUTS,2010,DE235,3,15.493
2010,NUTS,2010,DE235,3,10.662
2011,NUTS,2010,DE235,3,11.689
2000,NUTS,2010,DE236,3,4.708
2001,NUTS,2010,DE236,3,25.797
2002,NUTS,2010,DE236,3,28.748
2003,NUTS,2010,DE236,3,10.388
2004,NUTS,2010,DE236,3,9.796
2005,NUTS,2010,DE236,3,5.05
2006,NUTS,2010,DE236,3,1.944
2007,NUTS,2010,DE236,3,2.957
2008,NUTS,2010,DE236,3,4.748
2009,NUTS,2010,DE236,3,14.282
2010,NUTS,2010,DE236,3,8.903
2011,NUTS,2010,DE236,3,6.809
2012,NUTS,2010,DE236,3,1.954
2000,NUTS,2010,DE237,3,9.927
2002,NUTS,2010,DE237,3,4.948
2004,NUTS,2010,DE237,3,2.477
2006,NUTS,2010,DE237,3,2.498
2000,NUTS,2010,DE238,3,148.577
2001,NUTS,2010,DE238,3,87.694
2002,NUTS,2010,DE238,3,152.952
2003,NUTS,2010,DE238,3,168.739
2004,NUTS,2010,DE238,3,209.643
2005,NUTS,2010,DE238,3,172.431
2006,NUTS,2010,DE238,3,119.434
2007,NUTS,2010,DE238,3,207.744
2008,NUTS,2010,DE238,3,209.39
2009,NUTS,2010,DE238,3,123.624
2010,NUTS,2010,DE238,3,216.122
2011,NUTS,2010,DE238,3,52.449
2012,NUTS,2010,DE238,3,32.189
2000,NUTS,2010,DE239,3,17.295
2001,NUTS,2010,DE239,3,18.696
2002,NUTS,2010,DE239,3,25.352
2003,NUTS,2010,DE239,3,20.242
2004,NUTS,2010,DE239,3,20.721
2005,NUTS,2010,DE239,3,16.08
2006,NUTS,2010,DE239,3,11.399
2007,NUTS,2010,DE239,3,5.747
2009,NUTS,2010,DE239,3,5.232
2010,NUTS,2010,DE239,3,17.485
2011,NUTS,2010,DE239,3,1.19
2001,NUTS,2010,DE23A,3,3.875
2003,NUTS,2010,DE23A,3,5.544
2004,NUTS,2010,DE23A,3,11.791
2008,NUTS,2010,DE23A,3,3.266
2009,NUTS,2010,DE23A,3,15.799
2010,NUTS,2010,DE23A,3,13.274
2000,NUTS,2010,DE24,2,7.028
2001,NUTS,2010,DE24,2,6.036
2002,NUTS,2010,DE24,2,7.389
2003,NUTS,2010,DE24,2,6.723
2004,NUTS,2010,DE24,2,4.884
2005,NUTS,2010,DE24,2,8.007
2006,NUTS,2010,DE24,2,22.499
2007,NUTS,2010,DE24,2,20.073
2008,NUTS,2010,DE24,2,14.63
2009,NUTS,2010,DE24,2,11.436
2010,NUTS,2010,DE24,2,9.578
2011,NUTS,2010,DE24,2,8.018
2012,NUTS,2010,DE24,2,4.844
2001,NUTS,2010,DE241,3,25.349
2005,NUTS,2010,DE241,3,5.569
2006,NUTS,2010,DE241,3,61.928
2007,NUTS,2010,DE241,3,68.129
2008,NUTS,2010,DE241,3,77.7
2009,NUTS,2010,DE241,3,27.433
2010,NUTS,2010,DE241,3,64.445
2011,NUTS,2010,DE241,3,3.571
2000,NUTS,2010,DE242,3,14.871
2001,NUTS,2010,DE242,3,6.743
2002,NUTS,2010,DE242,3,2.281
2003,NUTS,2010,DE242,3,7.913
2004,NUTS,2010,DE242,3,24.727
2006,NUTS,2010,DE242,3,4.73
2007,NUTS,2010,DE242,3,10.884
2008,NUTS,2010,DE242,3,26.266
2000,NUTS,2010,DE243,3,11.555
2003,NUTS,2010,DE243,3,8.68
2005,NUTS,2010,DE243,3,17.822
2006,NUTS,2010,DE243,3,16.687
2007,NUTS,2010,DE243,3,6.004
2008,NUTS,2010,DE243,3,16.229
2009,NUTS,2010,DE243,3,4.841
2008,NUTS,2010,DE244,3,6.912
2001,NUTS,2010,DE245,3,11.73
2002,NUTS,2010,DE245,3,4.891
2003,NUTS,2010,DE245,3,3.475
2005,NUTS,2010,DE245,3,19.954
2006,NUTS,2010,DE245,3,28.31
2007,NUTS,2010,DE245,3,19.518
2008,NUTS,2010,DE245,3,13.798
2009,NUTS,2010,DE245,3,3.114
2010,NUTS,2010,DE245,3,12.669
2011,NUTS,2010,DE245,3,10.055
2012,NUTS,2010,DE245,3,8.52
2000,NUTS,2010,DE246,3,7.622
2001,NUTS,2010,DE246,3,10.538
2002,NUTS,2010,DE246,3,15.286
2003,NUTS,2010,DE246,3,6.862
2004,NUTS,2010,DE246,3,13.711
2005,NUTS,2010,DE246,3,9.156
2006,NUTS,2010,DE246,3,17.383
2007,NUTS,2010,DE246,3,21.154
2008,NUTS,2010,DE246,3,11.612
2010,NUTS,2010,DE246,3,4.695
2011,NUTS,2010,DE246,3,11.027
2012,NUTS,2010,DE246,3,4.729
2000,NUTS,2010,DE247,3,19.826
2002,NUTS,2010,DE247,3,5.423
2005,NUTS,2010,DE247,3,1.525
2009,NUTS,2010,DE247,3,22.346
2011,NUTS,2010,DE247,3,15.081
2012,NUTS,2010,DE247,3,3.761
2000,NUTS,2010,DE248,3,2.95
2001,NUTS,2010,DE248,3,6.222
2002,NUTS,2010,DE248,3,28.359
2003,NUTS,2010,DE248,3,23.559
2004,NUTS,2010,DE248,3,18.277
2005,NUTS,2010,DE248,3,19.833
2006,NUTS,2010,DE248,3,14.972
2007,NUTS,2010,DE248,3,33.952
2008,NUTS,2010,DE248,3,30.867
2009,NUTS,2010,DE248,3,41.222
2010,NUTS,2010,DE248,3,20.4
2011,NUTS,2010,DE248,3,15.312
2012,NUTS,2010,DE248,3,17.048
2003,NUTS,2010,DE249,3,3.697
2008,NUTS,2010,DE249,3,5.594
2000,NUTS,2010,DE24A,3,5.27
2001,NUTS,2010,DE24A,3,3.307
2002,NUTS,2010,DE24A,3,6.626
2005,NUTS,2010,DE24A,3,3.904
2007,NUTS,2010,DE24A,3,4.526
2009,NUTS,2010,DE24A,3,13.965
2011,NUTS,2010,DE24A,3,7.132
2003,NUTS,2010,DE24B,3,12.777
2006,NUTS,2010,DE24B,3,2.204
2007,NUTS,2010,DE24B,3,4.306
2011,NUTS,2010,DE24B,3,6.712
2000,NUTS,2010,DE24C,3,39.91
2001,NUTS,2010,DE24C,3,3.529
2002,NUTS,2010,DE24C,3,21.164
2003,NUTS,2010,DE24C,3,16.905
2005,NUTS,2010,DE24C,3,16.205
2007,NUTS,2010,DE24C,3,12.515
2009,NUTS,2010,DE24C,3,1.166
2010,NUTS,2010,DE24C,3,14.644
2011,NUTS,2010,DE24C,3,9.84
2012,NUTS,2010,DE24C,3,9.86
2001,NUTS,2010,DE24D,3,5.23
2006,NUTS,2010,DE24D,3,141.245
2007,NUTS,2010,DE24D,3,70.43
2008,NUTS,2010,DE24D,3,3.147
2009,NUTS,2010,DE24D,3,26.39
2010,NUTS,2010,DE24D,3,2.194
2011,NUTS,2010,DE24D,3,13.013
2012,NUTS,2010,DE24D,3,6.598
2000,NUTS,2010,DE25,2,17.834
2001,NUTS,2010,DE25,2,23.996
2002,NUTS,2010,DE25,2,24.229
2003,NUTS,2010,DE25,2,25.565
2004,NUTS,2010,DE25,2,15.803
2005,NUTS,2010,DE25,2,22.154
2006,NUTS,2010,DE25,2,26.234
2007,NUTS,2010,DE25,2,22.574
2008,NUTS,2010,DE25,2,25.243
2009,NUTS,2010,DE25,2,28.118
2010,NUTS,2010,DE25,2,19.513
2011,NUTS,2010,DE25,2,19.947
2012,NUTS,2010,DE25,2,10.305
2007,NUTS,2010,DE251,3,8.166
2010,NUTS,2010,DE251,3,10.638
2000,NUTS,2010,DE252,3,75.335
2001,NUTS,2010,DE252,3,92.084
2002,NUTS,2010,DE252,3,136.687
2003,NUTS,2010,DE252,3,158.614
2004,NUTS,2010,DE252,3,118.986
2005,NUTS,2010,DE252,3,68.728
2006,NUTS,2010,DE252,3,42.734
2007,NUTS,2010,DE252,3,55.516
2008,NUTS,2010,DE252,3,110.177
2009,NUTS,2010,DE252,3,115.07
2010,NUTS,2010,DE252,3,49.738
2011,NUTS,2010,DE252,3,73.654
2012,NUTS,2010,DE252,3,32.73
2000,NUTS,2010,DE253,3,33.98
2001,NUTS,2010,DE253,3,21.452
2002,NUTS,2010,DE253,3,16.359
2003,NUTS,2010,DE253,3,24.154
2004,NUTS,2010,DE253,3,8.937
2005,NUTS,2010,DE253,3,19.288
2006,NUTS,2010,DE253,3,38.176
2007,NUTS,2010,DE253,3,44.004
2008,NUTS,2010,DE253,3,7.623
2009,NUTS,2010,DE253,3,13.413
2010,NUTS,2010,DE253,3,36.828
2011,NUTS,2010,DE253,3,4.362
2012,NUTS,2010,DE253,3,8.855
2000,NUTS,2010,DE254,3,6.987
2001,NUTS,2010,DE254,3,10.401
2002,NUTS,2010,DE254,3,9.2
2003,NUTS,2010,DE254,3,12.1
2004,NUTS,2010,DE254,3,12.055
2005,NUTS,2010,DE254,3,12.679
2006,NUTS,2010,DE254,3,20.832
2007,NUTS,2010,DE254,3,14.236
2008,NUTS,2010,DE254,3,20.512
2009,NUTS,2010,DE254,3,26.884
2010,NUTS,2010,DE254,3,21.264
2011,NUTS,2010,DE254,3,7.1
2012,NUTS,2010,DE254,3,9.792
2001,NUTS,2010,DE255,3,22.767
2005,NUTS,2010,DE255,3,25.887
2006,NUTS,2010,DE255,3,32.224
2012,NUTS,2010,DE255,3,8.437
2001,NUTS,2010,DE256,3,1.692
2002,NUTS,2010,DE256,3,3.811
2003,NUTS,2010,DE256,3,4.512
2004,NUTS,2010,DE256,3,1.356
2005,NUTS,2010,DE256,3,8.127
2006,NUTS,2010,DE256,3,28.897
2007,NUTS,2010,DE256,3,14.641
2008,NUTS,2010,DE256,3,8.832
2009,NUTS,2010,DE256,3,4.134
2010,NUTS,2010,DE256,3,13.446
2011,NUTS,2010,DE256,3,11.449
2000,NUTS,2010,DE257,3,75.521
2001,NUTS,2010,DE257,3,67.241
2002,NUTS,2010,DE257,3,62.581
2003,NUTS,2010,DE257,3,81.407
2004,NUTS,2010,DE257,3,28.7
2005,NUTS,2010,DE257,3,63.451
2006,NUTS,2010,DE257,3,53.261
2007,NUTS,2010,DE257,3,50.234
2008,NUTS,2010,DE257,3,75.264
2009,NUTS,2010,DE257,3,69.033
2010,NUTS,2010,DE257,3,25.103
2011,NUTS,2010,DE257,3,100.876
2012,NUTS,2010,DE257,3,26.278
2000,NUTS,2010,DE258,3,16.318
2001,NUTS,2010,DE258,3,22.764
2002,NUTS,2010,DE258,3,31.886
2003,NUTS,2010,DE258,3,13.879
2005,NUTS,2010,DE258,3,40.071
2006,NUTS,2010,DE258,3,56.83
2007,NUTS,2010,DE258,3,13.135
2008,NUTS,2010,DE258,3,31.271
2009,NUTS,2010,DE258,3,47.338
2010,NUTS,2010,DE258,3,11.618
2011,NUTS,2010,DE258,3,17.42
2012,NUTS,2010,DE258,3,1.73
2000,NUTS,2010,DE259,3,13.016
2001,NUTS,2010,DE259,3,56.123
2002,NUTS,2010,DE259,3,31.122
2003,NUTS,2010,DE259,3,21.207
2004,NUTS,2010,DE259,3,11.824
2005,NUTS,2010,DE259,3,28.094
2006,NUTS,2010,DE259,3,19.776
2007,NUTS,2010,DE259,3,30.813
2008,NUTS,2010,DE259,3,14.93
2009,NUTS,2010,DE259,3,27.101
2010,NUTS,2010,DE259,3,14.235
2011,NUTS,2010,DE259,3,20.751
2012,NUTS,2010,DE259,3,9.205
2001,NUTS,2010,DE25A,3,9.628
2002,NUTS,2010,DE25A,3,1.714
2005,NUTS,2010,DE25A,3,4.998
2006,NUTS,2010,DE25A,3,5.001
2009,NUTS,2010,DE25A,3,5.888
2010,NUTS,2010,DE25A,3,8.058
2012,NUTS,2010,DE25A,3,18.773
2000,NUTS,2010,DE25B,3,12.794
2002,NUTS,2010,DE25B,3,24.247
2003,NUTS,2010,DE25B,3,5.827
2004,NUTS,2010,DE25B,3,14.556
2005,NUTS,2010,DE25B,3,13.757
2006,NUTS,2010,DE25B,3,13.523
2007,NUTS,2010,DE25B,3,35.912
2008,NUTS,2010,DE25B,3,15.969
2009,NUTS,2010,DE25B,3,5.368
2010,NUTS,2010,DE25B,3,20.751
2011,NUTS,2010,DE25B,3,12.079
2012,NUTS,2010,DE25B,3,6.695
2001,NUTS,2010,DE25C,3,10.514
2003,NUTS,2010,DE25C,3,13.949
2006,NUTS,2010,DE25C,3,2.641
2008,NUTS,2010,DE25C,3,10.671
2000,NUTS,2010,DE26,2,3.621
2001,NUTS,2010,DE26,2,3.391
2002,NUTS,2010,DE26,2,3.557
2003,NUTS,2010,DE26,2,5.185
2004,NUTS,2010,DE26,2,10.121
2005,NUTS,2010,DE26,2,5.526
2006,NUTS,2010,DE26,2,4.346
2007,NUTS,2010,DE26,2,4.089
2008,NUTS,2010,DE26,2,7.312
2009,NUTS,2010,DE26,2,16.045
2010,NUTS,2010,DE26,2,20.939
2011,NUTS,2010,DE26,2,11.926
2012,NUTS,2010,DE26,2,4.7
2000,NUTS,2010,DE261,3,3.73
2001,NUTS,2010,DE261,3,7.397
2002,NUTS,2010,DE261,3,7.314
2003,NUTS,2010,DE261,3,23.587
2004,NUTS,2010,DE261,3,3.644
2005,NUTS,2010,DE261,3,23.58
2007,NUTS,2010,DE261,3,6.117
2008,NUTS,2010,DE261,3,4.953
2009,NUTS,2010,DE261,3,12.073
2010,NUTS,2010,DE261,3,90.51
2011,NUTS,2010,DE261,3,23.443
2011,NUTS,2010,DE262,3,3.744
2000,NUTS,2010,DE263,3,11.779
2001,NUTS,2010,DE263,3,7.815
2002,NUTS,2010,DE263,3,2.54
2004,NUTS,2010,DE263,3,11.606
2005,NUTS,2010,DE263,3,8.761
2006,NUTS,2010,DE263,3,12.023
2007,NUTS,2010,DE263,3,2.446
2009,NUTS,2010,DE263,3,0.599
2010,NUTS,2010,DE263,3,13.739
2011,NUTS,2010,DE263,3,4.335
2012,NUTS,2010,DE263,3,7.174
2000,NUTS,2010,DE264,3,8.174
2001,NUTS,2010,DE264,3,7.877
2002,NUTS,2010,DE264,3,19.361
2003,NUTS,2010,DE264,3,14.011
2004,NUTS,2010,DE264,3,34.472
2005,NUTS,2010,DE264,3,12.77
2006,NUTS,2010,DE264,3,15.717
2007,NUTS,2010,DE264,3,14.724
2008,NUTS,2010,DE264,3,39.33
2009,NUTS,2010,DE264,3,69.37
2010,NUTS,2010,DE264,3,58.327
2011,NUTS,2010,DE264,3,25.077
2012,NUTS,2010,DE264,3,22.595
2003,NUTS,2010,DE267,3,1.925
2003,NUTS,2010,DE268,3,1.903
2007,NUTS,2010,DE268,3,11.188
2009,NUTS,2010,DE268,3,47.766
2010,NUTS,2010,DE268,3,36.644
2011,NUTS,2010,DE268,3,60.749
2012,NUTS,2010,DE268,3,3.733
2000,NUTS,2010,DE269,3,2.526
2001,NUTS,2010,DE269,3,5.104
2002,NUTS,2010,DE269,3,1.066
2004,NUTS,2010,DE269,3,15.204
2006,NUTS,2010,DE269,3,7.612
2008,NUTS,2010,DE269,3,8.212
2009,NUTS,2010,DE269,3,21.983
2010,NUTS,2010,DE269,3,20.303
2011,NUTS,2010,DE269,3,15.35
2012,NUTS,2010,DE269,3,7.823
2000,NUTS,2010,DE26A,3,2.5
2001,NUTS,2010,DE26A,3,3.788
2004,NUTS,2010,DE26A,3,5.678
2007,NUTS,2010,DE26A,3,1.913
2009,NUTS,2010,DE26A,3,1.313
2011,NUTS,2010,DE26A,3,7.827
2001,NUTS,2010,DE26B,3,4.289
2002,NUTS,2010,DE26B,3,1.455
2004,NUTS,2010,DE26B,3,1.2
2005,NUTS,2010,DE26B,3,9.795
2007,NUTS,2010,DE26B,3,1.737
2009,NUTS,2010,DE26B,3,2.192
2010,NUTS,2010,DE26B,3,22.041
2000,NUTS,2010,DE26C,3,6.303
2002,NUTS,2010,DE26C,3,1.569
2003,NUTS,2010,DE26C,3,16.078
2004,NUTS,2010,DE26C,3,18.081
2005,NUTS,2010,DE26C,3,7.871
2006,NUTS,2010,DE26C,3,2.938
2007,NUTS,2010,DE26C,3,4.369
2008,NUTS,2010,DE26C,3,9.393
2009,NUTS,2010,DE26C,3,5.179
2010,NUTS,2010,DE26C,3,7.314
2011,NUTS,2010,DE26C,3,4.193
2000,NUTS,2010,DE27,2,9.596
2001,NUTS,2010,DE27,2,5.372
2002,NUTS,2010,DE27,2,4.261
2003,NUTS,2010,DE27,2,4.577
2004,NUTS,2010,DE27,2,4.589
2005,NUTS,2010,DE27,2,4.507
2006,NUTS,2010,DE27,2,2.84
2007,NUTS,2010,DE27,2,5.121
2008,NUTS,2010,DE27,2,5.597
2009,NUTS,2010,DE27,2,6.269
2010,NUTS,2010,DE27,2,5.726
2011,NUTS,2010,DE27,2,3.664
2012,NUTS,2010,DE27,2,1.017
2000,NUTS,2010,DE271,3,6.239
2001,NUTS,2010,DE271,3,9.138
2002,NUTS,2010,DE271,3,4.266
2004,NUTS,2010,DE271,3,2.585
2005,NUTS,2010,DE271,3,6.682
2006,NUTS,2010,DE271,3,0.952
2007,NUTS,2010,DE271,3,4.457
2008,NUTS,2010,DE271,3,0.913
2009,NUTS,2010,DE271,3,5.013
2010,NUTS,2010,DE271,3,10.203
2011,NUTS,2010,DE271,3,8.198
2012,NUTS,2010,DE271,3,1.988
2005,NUTS,2010,DE272,3,23.568
2007,NUTS,2010,DE272,3,9.536
2011,NUTS,2010,DE272,3,12.666
2000,NUTS,2010,DE273,3,16.3
2005,NUTS,2010,DE273,3,16.24
2007,NUTS,2010,DE273,3,3.253
2001,NUTS,2010,DE274,3,3.427
2000,NUTS,2010,DE275,3,23.557
2001,NUTS,2010,DE275,3,2.677
2002,NUTS,2010,DE275,3,4.016
2003,NUTS,2010,DE275,3,12.268
2004,NUTS,2010,DE275,3,11.443
2006,NUTS,2010,DE275,3,1.962
2008,NUTS,2010,DE275,3,12.443
2009,NUTS,2010,DE275,3,1.957
2010,NUTS,2010,DE275,3,21.117
2012,NUTS,2010,DE275,3,1.557
2000,NUTS,2010,DE276,3,15.657
2001,NUTS,2010,DE276,3,12.689
2002,NUTS,2010,DE276,3,11.822
2003,NUTS,2010,DE276,3,21.21
2004,NUTS,2010,DE276,3,4.484
2005,NUTS,2010,DE276,3,4.845
2006,NUTS,2010,DE276,3,5.179
2007,NUTS,2010,DE276,3,13.774
2008,NUTS,2010,DE276,3,3.403
2009,NUTS,2010,DE276,3,23.097
2010,NUTS,2010,DE276,3,6.711
2011,NUTS,2010,DE276,3,4.165
2012,NUTS,2010,DE276,3,1.038
2004,NUTS,2010,DE277,3,2.096
2009,NUTS,2010,DE277,3,4.241
2010,NUTS,2010,DE277,3,5.319
2000,NUTS,2010,DE278,3,11.296
2001,NUTS,2010,DE278,3,8.062
2008,NUTS,2010,DE278,3,0.822
2009,NUTS,2010,DE278,3,2.063
2010,NUTS,2010,DE278,3,2.736
2000,NUTS,2010,DE279,3,9.501
2001,NUTS,2010,DE279,3,7.39
2002,NUTS,2010,DE279,3,7.759
2003,NUTS,2010,DE279,3,6.165
2005,NUTS,2010,DE279,3,3.486
2006,NUTS,2010,DE279,3,5.08
2007,NUTS,2010,DE279,3,21.591
2008,NUTS,2010,DE279,3,10.662
2009,NUTS,2010,DE279,3,11.653
2010,NUTS,2010,DE279,3,14.407
2011,NUTS,2010,DE279,3,7.132
2000,NUTS,2010,DE27A,3,45.564
2001,NUTS,2010,DE27A,3,12.969
2002,NUTS,2010,DE27A,3,2.184
2003,NUTS,2010,DE27A,3,3.195
2004,NUTS,2010,DE27A,3,22.634
2005,NUTS,2010,DE27A,3,6.337
2006,NUTS,2010,DE27A,3,6.292
2007,NUTS,2010,DE27A,3,4.139
2009,NUTS,2010,DE27A,3,3.624
2011,NUTS,2010,DE27A,3,12.536
2012,NUTS,2010,DE27A,3,6.258
2001,NUTS,2010,DE27B,3,1.9
2002,NUTS,2010,DE27B,3,3.777
2003,NUTS,2010,DE27B,3,1.877
2004,NUTS,2010,DE27B,3,14.95
2005,NUTS,2010,DE27B,3,12.444
2006,NUTS,2010,DE27B,3,7.42
2007,NUTS,2010,DE27B,3,1.486
2008,NUTS,2010,DE27B,3,22.311
2009,NUTS,2010,DE27B,3,3.728
2004,NUTS,2010,DE27C,3,7.364
2006,NUTS,2010,DE27C,3,7.369
2011,NUTS,2010,DE27C,3,1.256
2002,NUTS,2010,DE27D,3,7.289
2008,NUTS,2010,DE27D,3,19.226
2009,NUTS,2010,DE27D,3,3.088
2011,NUTS,2010,DE27D,3,3.88
2012,NUTS,2010,DE27D,3,2.556
2000,NUTS,2010,DE27E,3,8.52
2001,NUTS,2010,DE27E,3,1.357
2002,NUTS,2010,DE27E,3,1.686
2005,NUTS,2010,DE27E,3,2.667
2009,NUTS,2010,DE27E,3,2.193
2000,NUTS,2010,DE3,1,3.514
2001,NUTS,2010,DE3,1,3.631
2002,NUTS,2010,DE3,1,5.321
2003,NUTS,2010,DE3,1,6.703
2004,NUTS,2010,DE3,1,4.117
2005,NUTS,2010,DE3,1,7.793
2006,NUTS,2010,DE3,1,5.028
2007,NUTS,2010,DE3,1,4.01
2008,NUTS,2010,DE3,1,7.485
2009,NUTS,2010,DE3,1,6.868
2010,NUTS,2010,DE3,1,6.472
2011,NUTS,2010,DE3,1,4.383
2012,NUTS,2010,DE3,1,6.162
2000,NUTS,2010,DE30,2,3.514
2001,NUTS,2010,DE30,2,3.631
2002,NUTS,2010,DE30,2,5.321
2003,NUTS,2010,DE30,2,6.703
2004,NUTS,2010,DE30,2,4.117
2005,NUTS,2010,DE30,2,7.793
2006,NUTS,2010,DE30,2,5.028
2007,NUTS,2010,DE30,2,4.01
2008,NUTS,2010,DE30,2,7.485
2009,NUTS,2010,DE30,2,6.868
2010,NUTS,2010,DE30,2,6.472
2011,NUTS,2010,DE30,2,4.383
2012,NUTS,2010,DE30,2,6.162
2000,NUTS,2010,DE300,3,3.514
2001,NUTS,2010,DE300,3,3.631
2002,NUTS,2010,DE300,3,5.321
2003,NUTS,2010,DE300,3,6.703
2004,NUTS,2010,DE300,3,4.117
2005,NUTS,2010,DE300,3,7.793
2006,NUTS,2010,DE300,3,5.028
2007,NUTS,2010,DE300,3,4.01
2008,NUTS,2010,DE300,3,7.485
2009,NUTS,2010,DE300,3,6.868
2010,NUTS,2010,DE300,3,6.472
2011,NUTS,2010,DE300,3,4.383
2012,NUTS,2010,DE300,3,6.162
2000,NUTS,2010,DE4,1,4.356
2001,NUTS,2010,DE4,1,3.659
2002,NUTS,2010,DE4,1,1.454
2003,NUTS,2010,DE4,1,2.196
2004,NUTS,2010,DE4,1,2.525
2005,NUTS,2010,DE4,1,2.383
2006,NUTS,2010,DE4,1,5.103
2007,NUTS,2010,DE4,1,3.815
2008,NUTS,2010,DE4,1,3.644
2009,NUTS,2010,DE4,1,4.9
2010,NUTS,2010,DE4,1,4.01
2011,NUTS,2010,DE4,1,3.563
2012,NUTS,2010,DE4,1,2.913
2000,NUTS,2010,DE40,2,4.356
2001,NUTS,2010,DE40,2,3.659
2002,NUTS,2010,DE40,2,1.454
2003,NUTS,2010,DE40,2,2.196
2004,NUTS,2010,DE40,2,2.525
2005,NUTS,2010,DE40,2,2.383
2006,NUTS,2010,DE40,2,5.103
2007,NUTS,2010,DE40,2,3.815
2008,NUTS,2010,DE40,2,3.644
2009,NUTS,2010,DE40,2,4.9
2010,NUTS,2010,DE40,2,4.01
2011,NUTS,2010,DE40,2,3.563
2012,NUTS,2010,DE40,2,2.913
2009,NUTS,2010,DE401,3,9.239
2012,NUTS,2010,DE401,3,6.99
2002,NUTS,2010,DE402,3,4.719
2005,NUTS,2010,DE402,3,2.349
2006,NUTS,2010,DE402,3,3.134
2012,NUTS,2010,DE402,3,2.448
2000,NUTS,2010,DE403,3,48.488
2001,NUTS,2010,DE403,3,51.573
2003,NUTS,2010,DE403,3,10.973
2004,NUTS,2010,DE403,3,33.575
2005,NUTS,2010,DE403,3,7.664
2006,NUTS,2010,DE403,3,20.863
2007,NUTS,2010,DE403,3,15.976
2008,NUTS,2010,DE403,3,28.401
2009,NUTS,2010,DE403,3,24.475
2010,NUTS,2010,DE403,3,22.268
2011,NUTS,2010,DE403,3,33.151
2012,NUTS,2010,DE403,3,29.999
2001,NUTS,2010,DE404,3,1.547
2002,NUTS,2010,DE404,3,0.843
2003,NUTS,2010,DE404,3,2.511
2004,NUTS,2010,DE404,3,3.449
2005,NUTS,2010,DE404,3,2.265
2006,NUTS,2010,DE404,3,4.337
2007,NUTS,2010,DE404,3,9.542
2008,NUTS,2010,DE404,3,7.558
2009,NUTS,2010,DE404,3,7.06
2010,NUTS,2010,DE404,3,7.309
2011,NUTS,2010,DE404,3,1.593
2012,NUTS,2010,DE404,3,1.573
2001,NUTS,2010,DE405,3,1.174
2007,NUTS,2010,DE405,3,2.819
2008,NUTS,2010,DE405,3,2.815
2009,NUTS,2010,DE405,3,18.745
2010,NUTS,2010,DE405,3,6.783
2011,NUTS,2010,DE405,3,13.175
2012,NUTS,2010,DE405,3,11.302
2001,NUTS,2010,DE406,3,3.145
2002,NUTS,2010,DE406,3,4.512
2003,NUTS,2010,DE406,3,8.317
2004,NUTS,2010,DE406,3,2.06
