year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_total_f_hc
2014,NUTS,2010,DK02,2,305.0
2015,NUTS,2010,DK02,2,323.0
2016,NUTS,2010,DK02,2,228.0
2017,NUTS,2010,DK02,2,222.0
2019,NUTS,2010,DK02,2,222.0
2011,NUTS,2010,DK03,2,25.0
2012,NUTS,2010,DK03,2,217.0
2013,NUTS,2010,DK03,2,220.0
2014,NUTS,2010,DK03,2,234.0
2015,NUTS,2010,DK03,2,240.0
2016,NUTS,2010,DK03,2,304.0
2017,NUTS,2010,DK03,2,53.0
2019,NUTS,2010,DK03,2,62.0
2011,NUTS,2010,DK04,2,234.0
2012,NUTS,2010,DK04,2,342.0
2013,NUTS,2010,DK04,2,346.0
2014,NUTS,2010,DK04,2,398.0
2015,NUTS,2010,DK04,2,455.0
2016,NUTS,2010,DK04,2,526.0
2017,NUTS,2010,DK04,2,496.0
2019,NUTS,2010,DK04,2,435.0
2011,NUTS,2010,DK05,2,14.0
2012,NUTS,2010,DK05,2,21.0
2013,NUTS,2010,DK05,2,24.0
2014,NUTS,2010,DK05,2,27.0
2015,NUTS,2010,DK05,2,37.0
2016,NUTS,2010,DK05,2,34.0
2017,NUTS,2010,DK05,2,293.0
2019,NUTS,2010,DK05,2,320.0
2011,NUTS,2010,EA19,2,155239.0
2012,NUTS,2010,EA19,2,160435.0
2013,NUTS,2010,EA19,2,159305.0
2014,NUTS,2010,EA19,2,162401.0
2015,NUTS,2010,EA19,2,170974.0
2016,NUTS,2010,EA19,2,174481.0
2017,NUTS,2010,EA19,2,178330.0
2018,NUTS,2010,EA19,2,184807.0
2019,NUTS,2010,EA19,2,189801.0
2011,NUTS,2010,EE,0,697.0
2012,NUTS,2010,EE,0,732.0
2013,NUTS,2010,EE,0,724.0
2014,NUTS,2010,EE,0,690.0
2015,NUTS,2010,EE,0,717.0
2016,NUTS,2010,EE,0,615.0
2017,NUTS,2010,EE,0,619.0
2018,NUTS,2010,EE,0,545.0
2019,NUTS,2010,EE,0,538.0
2011,NUTS,2010,EL,0,5730.0
2013,NUTS,2010,EL,0,7595.0
2015,NUTS,2010,EL,0,12386.0
2017,NUTS,2010,EL,0,11379.0
2019,NUTS,2010,EL,0,12971.0
2011,NUTS,2010,EL3,1,2780.0
2011,NUTS,2010,EL30,2,2780.0
2011,NUTS,2010,EL4,1,933.0
2011,NUTS,2010,EL41,2,57.0
2011,NUTS,2010,EL42,2,184.0
2011,NUTS,2010,EL43,2,692.0
2011,NUTS,2010,EL5,1,1201.0
2011,NUTS,2010,EL51,2,67.0
2011,NUTS,2010,EL52,2,798.0
2011,NUTS,2010,EL53,2,197.0
2011,NUTS,2010,EL54,2,139.0
2011,NUTS,2010,EL6,1,816.0
2011,NUTS,2010,EL61,2,197.0
2011,NUTS,2010,EL62,2,74.0
2011,NUTS,2010,EL63,2,120.0
2011,NUTS,2010,EL64,2,152.0
2011,NUTS,2010,EL65,2,273.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,29993.0
2012,NUTS,2010,ES,0,29301.0
2013,NUTS,2010,ES,0,27992.0
2014,NUTS,2010,ES,0,28041.0
2015,NUTS,2010,ES,0,30266.0
2016,NUTS,2010,ES,0,30625.0
2017,NUTS,2010,ES,0,31610.0
2018,NUTS,2010,ES,0,32136.0
2019,NUTS,2010,ES,0,33381.0
2011,NUTS,2010,ES1,1,1939.0
2013,NUTS,2010,ES1,1,1776.0
2014,NUTS,2010,ES1,1,1825.0
2015,NUTS,2010,ES1,1,1993.0
2016,NUTS,2010,ES1,1,2037.0
2017,NUTS,2010,ES1,1,2135.0
2018,NUTS,2010,ES1,1,2364.0
2019,NUTS,2010,ES1,1,2621.0
2013,NUTS,2010,ES11,2,1141.0
2014,NUTS,2010,ES11,2,1126.0
2015,NUTS,2010,ES11,2,1262.0
2016,NUTS,2010,ES11,2,1259.0
2017,NUTS,2010,ES11,2,1380.0
2018,NUTS,2010,ES11,2,1545.0
2019,NUTS,2010,ES11,2,1782.0
2012,NUTS,2010,ES12,2,369.0
2013,NUTS,2010,ES12,2,322.0
2014,NUTS,2010,ES12,2,324.0
2015,NUTS,2010,ES12,2,328.0
2016,NUTS,2010,ES12,2,351.0
2017,NUTS,2010,ES12,2,370.0
2018,NUTS,2010,ES12,2,397.0
2019,NUTS,2010,ES12,2,384.0
2011,NUTS,2010,ES13,2,376.0
2012,NUTS,2010,ES13,2,378.0
2013,NUTS,2010,ES13,2,313.0
2014,NUTS,2010,ES13,2,375.0
2015,NUTS,2010,ES13,2,403.0
2016,NUTS,2010,ES13,2,427.0
2017,NUTS,2010,ES13,2,385.0
2018,NUTS,2010,ES13,2,422.0
2019,NUTS,2010,ES13,2,455.0
2011,NUTS,2010,ES2,1,3188.0
2012,NUTS,2010,ES2,1,3357.0
2013,NUTS,2010,ES2,1,3253.0
2014,NUTS,2010,ES2,1,3237.0
2016,NUTS,2010,ES2,1,3465.0
2017,NUTS,2010,ES2,1,3506.0
2018,NUTS,2010,ES2,1,3694.0
2019,NUTS,2010,ES2,1,3736.0
2011,NUTS,2010,ES21,2,1679.0
2012,NUTS,2010,ES21,2,1888.0
2013,NUTS,2010,ES21,2,1826.0
2014,NUTS,2010,ES21,2,1813.0
2015,NUTS,2010,ES21,2,2031.0
2016,NUTS,2010,ES21,2,2043.0
2017,NUTS,2010,ES21,2,1980.0
2018,NUTS,2010,ES21,2,2086.0
2019,NUTS,2010,ES21,2,2114.0
2011,NUTS,2010,ES22,2,281.0
2012,NUTS,2010,ES22,2,280.0
2013,NUTS,2010,ES22,2,311.0
2014,NUTS,2010,ES22,2,344.0
2016,NUTS,2010,ES22,2,366.0
2017,NUTS,2010,ES22,2,423.0
2018,NUTS,2010,ES22,2,463.0
2019,NUTS,2010,ES22,2,463.0
2011,NUTS,2010,ES23,2,330.0
2012,NUTS,2010,ES23,2,339.0
2013,NUTS,2010,ES23,2,312.0
2014,NUTS,2010,ES23,2,286.0
2015,NUTS,2010,ES23,2,288.0
2016,NUTS,2010,ES23,2,271.0
2017,NUTS,2010,ES23,2,317.0
2018,NUTS,2010,ES23,2,317.0
2019,NUTS,2010,ES23,2,320.0
2011,NUTS,2010,ES24,2,898.0
2012,NUTS,2010,ES24,2,850.0
2013,NUTS,2010,ES24,2,804.0
2014,NUTS,2010,ES24,2,794.0
2015,NUTS,2010,ES24,2,784.0
2016,NUTS,2010,ES24,2,785.0
2017,NUTS,2010,ES24,2,786.0
2018,NUTS,2010,ES24,2,828.0
2019,NUTS,2010,ES24,2,839.0
2011,NUTS,2010,ES3,1,9004.0
2012,NUTS,2010,ES3,1,8771.0
2013,NUTS,2010,ES3,1,8064.0
2014,NUTS,2010,ES3,1,8200.0
2015,NUTS,2010,ES3,1,8337.0
2016,NUTS,2010,ES3,1,8932.0
2017,NUTS,2010,ES3,1,8770.0
2018,NUTS,2010,ES3,1,8809.0
2019,NUTS,2010,ES3,1,9147.0
2011,NUTS,2010,ES30,2,9004.0
2012,NUTS,2010,ES30,2,8771.0
2013,NUTS,2010,ES30,2,8064.0
2014,NUTS,2010,ES30,2,8200.0
2015,NUTS,2010,ES30,2,8337.0
2016,NUTS,2010,ES30,2,8932.0
2017,NUTS,2010,ES30,2,8770.0
2018,NUTS,2010,ES30,2,8809.0
2019,NUTS,2010,ES30,2,9147.0
2011,NUTS,2010,ES4,1,2247.0
2013,NUTS,2010,ES4,1,1924.0
2014,NUTS,2010,ES4,1,1790.0
2015,NUTS,2010,ES4,1,2149.0
2016,NUTS,2010,ES4,1,2068.0
2017,NUTS,2010,ES4,1,2190.0
2018,NUTS,2010,ES4,1,2470.0
2019,NUTS,2010,ES4,1,2468.0
2012,NUTS,2010,ES41,2,857.0
2013,NUTS,2010,ES41,2,841.0
2014,NUTS,2010,ES41,2,851.0
2015,NUTS,2010,ES41,2,959.0
2016,NUTS,2010,ES41,2,876.0
2017,NUTS,2010,ES41,2,905.0
2018,NUTS,2010,ES41,2,955.0
2019,NUTS,2010,ES41,2,989.0
2013,NUTS,2010,ES42,2,804.0
2014,NUTS,2010,ES42,2,753.0
2015,NUTS,2010,ES42,2,940.0
2016,NUTS,2010,ES42,2,956.0
2017,NUTS,2010,ES42,2,997.0
2018,NUTS,2010,ES42,2,1189.0
2019,NUTS,2010,ES42,2,1134.0
2011,NUTS,2010,ES43,2,368.0
2012,NUTS,2010,ES43,2,340.0
2013,NUTS,2010,ES43,2,279.0
2014,NUTS,2010,ES43,2,186.0
2015,NUTS,2010,ES43,2,250.0
2016,NUTS,2010,ES43,2,236.0
2017,NUTS,2010,ES43,2,288.0
2018,NUTS,2010,ES43,2,326.0
2019,NUTS,2010,ES43,2,345.0
2011,NUTS,2010,ES5,1,8967.0
2012,NUTS,2010,ES5,1,8705.0
2013,NUTS,2010,ES5,1,8634.0
2014,NUTS,2010,ES5,1,8575.0
2015,NUTS,2010,ES5,1,8790.0
2016,NUTS,2010,ES5,1,8825.0
2017,NUTS,2010,ES5,1,9637.0
2018,NUTS,2010,ES5,1,9531.0
2019,NUTS,2010,ES5,1,9895.0
2011,NUTS,2010,ES51,2,6177.0
2012,NUTS,2010,ES51,2,6201.0
2013,NUTS,2010,ES51,2,6218.0
2014,NUTS,2010,ES51,2,6127.0
2015,NUTS,2010,ES51,2,6389.0
2016,NUTS,2010,ES51,2,6246.0
2017,NUTS,2010,ES51,2,7027.0
2018,NUTS,2010,ES51,2,7042.0
2019,NUTS,2010,ES51,2,7257.0
2011,NUTS,2010,ES52,2,2135.0
2012,NUTS,2010,ES52,2,1964.0
2013,NUTS,2010,ES52,2,1915.0
2014,NUTS,2010,ES52,2,1930.0
2015,NUTS,2010,ES52,2,1812.0
2016,NUTS,2010,ES52,2,1984.0
2017,NUTS,2010,ES52,2,1871.0
2018,NUTS,2010,ES52,2,1850.0
2019,NUTS,2010,ES52,2,1914.0
2011,NUTS,2010,ES53,2,655.0
2012,NUTS,2010,ES53,2,540.0
2013,NUTS,2010,ES53,2,501.0
2014,NUTS,2010,ES53,2,518.0
2015,NUTS,2010,ES53,2,589.0
2016,NUTS,2010,ES53,2,595.0
2017,NUTS,2010,ES53,2,739.0
2018,NUTS,2010,ES53,2,639.0
2019,NUTS,2010,ES53,2,724.0
2011,NUTS,2010,ES6,1,4078.0
2012,NUTS,2010,ES6,1,3944.0
2013,NUTS,2010,ES6,1,3833.0
2014,NUTS,2010,ES6,1,3921.0
2015,NUTS,2010,ES6,1,4993.0
2016,NUTS,2010,ES6,1,4776.0
2017,NUTS,2010,ES6,1,4789.0
2018,NUTS,2010,ES6,1,4655.0
2019,NUTS,2010,ES6,1,4970.0
2011,NUTS,2010,ES61,2,3581.0
2012,NUTS,2010,ES61,2,3516.0
2013,NUTS,2010,ES61,2,3452.0
2014,NUTS,2010,ES61,2,3532.0
2015,NUTS,2010,ES61,2,4602.0
2016,NUTS,2010,ES61,2,4363.0
2017,NUTS,2010,ES61,2,4356.0
2018,NUTS,2010,ES61,2,4240.0
2019,NUTS,2010,ES61,2,4531.0
2012,NUTS,2010,ES62,2,428.0
2013,NUTS,2010,ES62,2,381.0
2014,NUTS,2010,ES62,2,389.0
2015,NUTS,2010,ES62,2,391.0
2016,NUTS,2010,ES62,2,413.0
2017,NUTS,2010,ES62,2,433.0
2018,NUTS,2010,ES62,2,415.0
2019,NUTS,2010,ES62,2,439.0
2011,NUTS,2010,ES7,1,570.0
2012,NUTS,2010,ES7,1,566.0
2013,NUTS,2010,ES7,1,508.0
2014,NUTS,2010,ES7,1,494.0
2015,NUTS,2010,ES7,1,549.0
2016,NUTS,2010,ES7,1,522.0
2017,NUTS,2010,ES7,1,583.0
2018,NUTS,2010,ES7,1,613.0
2019,NUTS,2010,ES7,1,544.0
2011,NUTS,2010,ES70,2,570.0
2012,NUTS,2010,ES70,2,566.0
2013,NUTS,2010,ES70,2,508.0
2014,NUTS,2010,ES70,2,494.0
2015,NUTS,2010,ES70,2,549.0
2016,NUTS,2010,ES70,2,522.0
2017,NUTS,2010,ES70,2,583.0
2018,NUTS,2010,ES70,2,613.0
2019,NUTS,2010,ES70,2,544.0
2011,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,198841.0
2012,NUTS,2010,EU27_2020,7,205051.0
2013,NUTS,2010,EU27_2020,7,204871.0
2014,NUTS,2010,EU27_2020,7,209094.0
2015,NUTS,2010,EU27_2020,7,219516.0
2016,NUTS,2010,EU27_2020,7,215696.0
2017,NUTS,2010,EU27_2020,7,222308.0
2018,NUTS,2010,EU27_2020,7,228645.0
2019,NUTS,2010,EU27_2020,7,235965.0
2011,NUTS,2010,FI,0,4254.0
2012,NUTS,2010,FI,0,3904.0
2013,NUTS,2010,FI,0,3820.0
2014,NUTS,2010,FI,0,3474.0
2015,NUTS,2010,FI,0,2906.0
2016,NUTS,2010,FI,0,2528.0
2017,NUTS,2010,FI,0,2828.0
2018,NUTS,2010,FI,0,2845.0
2019,NUTS,2010,FI,0,2749.0
2011,NUTS,2010,FR,0,22571.0
2012,NUTS,2010,FR,0,22398.0
2013,NUTS,2010,FR,0,22599.0
2014,NUTS,2010,FR,0,22398.0
2016,NUTS,2010,FR,0,22923.0
2017,NUTS,2010,FR,0,22847.0
2011,NUTS,2010,HR,0,2648.0
2012,NUTS,2010,HR,0,2618.0
2013,NUTS,2010,HR,0,2552.0
2014,NUTS,2010,HR,0,2458.0
2015,NUTS,2010,HR,0,2363.0
2016,NUTS,2010,HR,0,2287.0
2017,NUTS,2010,HR,0,2415.0
2018,NUTS,2010,HR,0,2476.0
2019,NUTS,2010,HR,0,2611.0
2020,NUTS,2010,HR,0,2870.0
2011,NUTS,2010,HR0,1,2648.0
2012,NUTS,2010,HR0,1,2618.0
2013,NUTS,2010,HR0,1,2552.0
2014,NUTS,2010,HR0,1,2458.0
2015,NUTS,2010,HR0,1,2363.0
2016,NUTS,2010,HR0,1,2287.0
2017,NUTS,2010,HR0,1,2415.0
2018,NUTS,2010,HR0,1,2476.0
2019,NUTS,2010,HR0,1,2611.0
2020,NUTS,2010,HR0,1,2870.0
2020,NUTS,2010,HR02,2,272.0
2011,NUTS,2010,HR03,2,192.0
2012,NUTS,2010,HR03,2,201.0
2013,NUTS,2010,HR03,2,195.0
2014,NUTS,2010,HR03,2,128.0
2015,NUTS,2010,HR03,2,120.0
2016,NUTS,2010,HR03,2,215.0
2017,NUTS,2010,HR03,2,236.0
2018,NUTS,2010,HR03,2,272.0
2019,NUTS,2010,HR03,2,342.0
2020,NUTS,2010,HR03,2,344.0
2011,NUTS,2010,HR04,2,2456.0
2012,NUTS,2010,HR04,2,2417.0
2013,NUTS,2010,HR04,2,2357.0
2014,NUTS,2010,HR04,2,2330.0
2015,NUTS,2010,HR04,2,2243.0
2016,NUTS,2010,HR04,2,2072.0
2017,NUTS,2010,HR04,2,2179.0
2018,NUTS,2010,HR04,2,2204.0
2019,NUTS,2010,HR04,2,2269.0
2020,NUTS,2010,HR05,2,2207.0
2020,NUTS,2010,HR06,2,47.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,4973.0
2012,NUTS,2010,HU,0,4688.0
2013,NUTS,2010,HU,0,4505.0
2014,NUTS,2010,HU,0,4592.0
2015,NUTS,2010,HU,0,5107.0
2016,NUTS,2010,HU,0,4452.0
2017,NUTS,2010,HU,0,4393.0
2018,NUTS,2010,HU,0,4691.0
2019,NUTS,2010,HU,0,6478.0
2011,NUTS,2010,HU1,1,3955.0
2012,NUTS,2010,HU1,1,3696.0
2013,NUTS,2010,HU1,1,3385.0
2014,NUTS,2010,HU1,1,3408.0
2015,NUTS,2010,HU1,1,3929.0
2016,NUTS,2010,HU1,1,3324.0
2017,NUTS,2010,HU1,1,3416.0
2018,NUTS,2010,HU1,1,3621.0
2019,NUTS,2010,HU1,1,5219.0
2011,NUTS,2010,HU10,2,3955.0
2012,NUTS,2010,HU10,2,3696.0
2013,NUTS,2010,HU10,2,3385.0
2014,NUTS,2010,HU10,2,3408.0
2015,NUTS,2010,HU10,2,3929.0
2016,NUTS,2010,HU10,2,3324.0
2017,NUTS,2010,HU11,2,2948.0
2018,NUTS,2010,HU11,2,3177.0
2019,NUTS,2010,HU11,2,4691.0
2017,NUTS,2010,HU12,2,468.0
2018,NUTS,2010,HU12,2,444.0
2019,NUTS,2010,HU12,2,528.0
2011,NUTS,2010,HU2,1,403.0
2012,NUTS,2010,HU2,1,451.0
2013,NUTS,2010,HU2,1,633.0
2014,NUTS,2010,HU2,1,587.0
2015,NUTS,2010,HU2,1,590.0
2016,NUTS,2010,HU2,1,580.0
2017,NUTS,2010,HU2,1,574.0
2018,NUTS,2010,HU2,1,558.0
2019,NUTS,2010,HU2,1,725.0
2011,NUTS,2010,HU21,2,184.0
2012,NUTS,2010,HU21,2,370.0
2013,NUTS,2010,HU21,2,369.0
2014,NUTS,2010,HU21,2,378.0
2015,NUTS,2010,HU21,2,361.0
2016,NUTS,2010,HU21,2,350.0
2017,NUTS,2010,HU21,2,352.0
2018,NUTS,2010,HU21,2,358.0
2019,NUTS,2010,HU21,2,487.0
2011,NUTS,2010,HU22,2,122.0
2012,NUTS,2010,HU22,2,49.0
2013,NUTS,2010,HU22,2,124.0
2014,NUTS,2010,HU22,2,109.0
2015,NUTS,2010,HU22,2,124.0
2016,NUTS,2010,HU22,2,124.0
2017,NUTS,2010,HU22,2,114.0
2018,NUTS,2010,HU22,2,181.0
2019,NUTS,2010,HU22,2,218.0
2011,NUTS,2010,HU23,2,97.0
2012,NUTS,2010,HU23,2,32.0
2013,NUTS,2010,HU23,2,140.0
2014,NUTS,2010,HU23,2,100.0
2015,NUTS,2010,HU23,2,105.0
2016,NUTS,2010,HU23,2,106.0
2017,NUTS,2010,HU23,2,108.0
2018,NUTS,2010,HU23,2,19.0
2019,NUTS,2010,HU23,2,20.0
2011,NUTS,2010,HU3,1,615.0
2012,NUTS,2010,HU3,1,541.0
2013,NUTS,2010,HU3,1,487.0
2014,NUTS,2010,HU3,1,597.0
2015,NUTS,2010,HU3,1,588.0
2016,NUTS,2010,HU3,1,548.0
2017,NUTS,2010,HU3,1,403.0
2018,NUTS,2010,HU3,1,512.0
2019,NUTS,2010,HU3,1,534.0
2011,NUTS,2010,HU31,2,71.0
2012,NUTS,2010,HU31,2,24.0
2013,NUTS,2010,HU31,2,21.0
2014,NUTS,2010,HU31,2,5.0
2015,NUTS,2010,HU31,2,6.0
2016,NUTS,2010,HU31,2,3.0
2017,NUTS,2010,HU31,2,5.0
2018,NUTS,2010,HU31,2,7.0
2019,NUTS,2010,HU31,2,14.0
2011,NUTS,2010,HU32,2,150.0
2012,NUTS,2010,HU32,2,120.0
2013,NUTS,2010,HU32,2,62.0
2014,NUTS,2010,HU32,2,244.0
2015,NUTS,2010,HU32,2,225.0
2016,NUTS,2010,HU32,2,220.0
2017,NUTS,2010,HU32,2,59.0
2018,NUTS,2010,HU32,2,65.0
2019,NUTS,2010,HU32,2,99.0
2011,NUTS,2010,HU33,2,394.0
2012,NUTS,2010,HU33,2,397.0
2013,NUTS,2010,HU33,2,404.0
2014,NUTS,2010,HU33,2,348.0
2015,NUTS,2010,HU33,2,357.0
2016,NUTS,2010,HU33,2,325.0
2017,NUTS,2010,HU33,2,339.0
2018,NUTS,2010,HU33,2,440.0
2019,NUTS,2010,HU33,2,421.0
2011,NUTS,2010,IE,0,455.0
2012,NUTS,2010,IE,0,423.0
2013,NUTS,2010,IE,0,376.0
2014,NUTS,2010,IE,0,383.0
2015,NUTS,2010,IE,0,449.0
2017,NUTS,2010,IE,0,536.0
2019,NUTS,2010,IE,0,659.0
2011,NUTS,2010,IE0,1,455.0
2012,NUTS,2010,IE0,1,423.0
2013,NUTS,2010,IE0,1,376.0
2011,NUTS,2010,IE01,2,68.0
2012,NUTS,2010,IE01,2,63.0
2013,NUTS,2010,IE01,2,56.0
2011,NUTS,2010,IE02,2,387.0
2012,NUTS,2010,IE02,2,360.0
2013,NUTS,2010,IE02,2,320.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,341.0
2013,NUTS,2010,IS,0,156.0
2015,NUTS,2010,IS,0,134.0
2016,NUTS,2010,IS,0,141.0
2017,NUTS,2010,IS,0,144.0
2018,NUTS,2010,IS,0,144.0
2011,NUTS,2010,IT,0,22840.0
2012,NUTS,2010,IT,0,24259.0
2013,NUTS,2010,IT,0,25376.0
2014,NUTS,2010,IT,0,25126.0
2015,NUTS,2010,IT,0,26034.0
2016,NUTS,2010,IT,0,26008.0
2017,NUTS,2010,IT,0,26373.0
2018,NUTS,2010,IT,0,27106.0
2019,NUTS,2010,IT,0,27515.0
2011,NUTS,2010,ITC,1,4551.0
2012,NUTS,2010,ITC,1,5040.0
2013,NUTS,2010,ITC,1,5591.0
2014,NUTS,2010,ITC,1,5779.0
2015,NUTS,2010,ITC,1,5893.0
2016,NUTS,2010,ITC,1,5893.0
2017,NUTS,2010,ITC,1,5812.0
2018,NUTS,2010,ITC,1,6147.0
2019,NUTS,2010,ITC,1,6336.0
2011,NUTS,2010,ITC1,2,607.0
2012,NUTS,2010,ITC1,2,733.0
2013,NUTS,2010,ITC1,2,620.0
2014,NUTS,2010,ITC1,2,672.0
2015,NUTS,2010,ITC1,2,776.0
2016,NUTS,2010,ITC1,2,751.0
2017,NUTS,2010,ITC1,2,725.0
2018,NUTS,2010,ITC1,2,825.0
2019,NUTS,2010,ITC1,2,708.0
2011,NUTS,2010,ITC2,2,44.0
2012,NUTS,2010,ITC2,2,33.0
2013,NUTS,2010,ITC2,2,31.0
2014,NUTS,2010,ITC2,2,32.0
2015,NUTS,2010,ITC2,2,19.0
2016,NUTS,2010,ITC2,2,17.0
2017,NUTS,2010,ITC2,2,56.0
2018,NUTS,2010,ITC2,2,29.0
2019,NUTS,2010,ITC2,2,26.0
2011,NUTS,2010,ITC3,2,524.0
2012,NUTS,2010,ITC3,2,735.0
2013,NUTS,2010,ITC3,2,765.0
2014,NUTS,2010,ITC3,2,842.0
2015,NUTS,2010,ITC3,2,873.0
2016,NUTS,2010,ITC3,2,873.0
2017,NUTS,2010,ITC3,2,872.0
2018,NUTS,2010,ITC3,2,919.0
2019,NUTS,2010,ITC3,2,1039.0
2011,NUTS,2010,ITC4,2,3376.0
2012,NUTS,2010,ITC4,2,3539.0
2013,NUTS,2010,ITC4,2,4175.0
2014,NUTS,2010,ITC4,2,4233.0
2015,NUTS,2010,ITC4,2,4225.0
2016,NUTS,2010,ITC4,2,4252.0
2017,NUTS,2010,ITC4,2,4159.0
2018,NUTS,2010,ITC4,2,4374.0
2019,NUTS,2010,ITC4,2,4563.0
2011,NUTS,2010,ITF,1,2554.0
2012,NUTS,2010,ITF,1,2799.0
2013,NUTS,2010,ITF,1,3014.0
2014,NUTS,2010,ITF,1,3232.0
2015,NUTS,2010,ITF,1,3378.0
2016,NUTS,2010,ITF,1,3243.0
2017,NUTS,2010,ITF,1,3341.0
2018,NUTS,2010,ITF,1,3334.0
2019,NUTS,2010,ITF,1,3522.0
2011,NUTS,2010,ITF1,2,330.0
2012,NUTS,2010,ITF1,2,315.0
2013,NUTS,2010,ITF1,2,338.0
2014,NUTS,2010,ITF1,2,348.0
2015,NUTS,2010,ITF1,2,370.0
2016,NUTS,2010,ITF1,2,346.0
2017,NUTS,2010,ITF1,2,370.0
2018,NUTS,2010,ITF1,2,373.0
2019,NUTS,2010,ITF1,2,396.0
2011,NUTS,2010,ITF2,2,24.0
2012,NUTS,2010,ITF2,2,23.0
2013,NUTS,2010,ITF2,2,23.0
2014,NUTS,2010,ITF2,2,25.0
2015,NUTS,2010,ITF2,2,39.0
2016,NUTS,2010,ITF2,2,36.0
2017,NUTS,2010,ITF2,2,32.0
2018,NUTS,2010,ITF2,2,37.0
2019,NUTS,2010,ITF2,2,41.0
2011,NUTS,2010,ITF3,2,1139.0
2012,NUTS,2010,ITF3,2,1311.0
2013,NUTS,2010,ITF3,2,1437.0
2014,NUTS,2010,ITF3,2,1489.0
2015,NUTS,2010,ITF3,2,1560.0
2016,NUTS,2010,ITF3,2,1503.0
2017,NUTS,2010,ITF3,2,1455.0
2018,NUTS,2010,ITF3,2,1438.0
2019,NUTS,2010,ITF3,2,1549.0
2011,NUTS,2010,ITF4,2,743.0
2012,NUTS,2010,ITF4,2,781.0
2013,NUTS,2010,ITF4,2,818.0
2014,NUTS,2010,ITF4,2,955.0
2015,NUTS,2010,ITF4,2,957.0
2016,NUTS,2010,ITF4,2,958.0
2017,NUTS,2010,ITF4,2,1086.0
2018,NUTS,2010,ITF4,2,1101.0
2019,NUTS,2010,ITF4,2,1124.0
2011,NUTS,2010,ITF5,2,172.0
2012,NUTS,2010,ITF5,2,195.0
2013,NUTS,2010,ITF5,2,185.0
2014,NUTS,2010,ITF5,2,201.0
2015,NUTS,2010,ITF5,2,215.0
2016,NUTS,2010,ITF5,2,211.0
2017,NUTS,2010,ITF5,2,202.0
2018,NUTS,2010,ITF5,2,198.0
2019,NUTS,2010,ITF5,2,207.0
2011,NUTS,2010,ITF6,2,146.0
2012,NUTS,2010,ITF6,2,174.0
2013,NUTS,2010,ITF6,2,213.0
2014,NUTS,2010,ITF6,2,214.0
2015,NUTS,2010,ITF6,2,237.0
2016,NUTS,2010,ITF6,2,189.0
2017,NUTS,2010,ITF6,2,196.0
2018,NUTS,2010,ITF6,2,187.0
2019,NUTS,2010,ITF6,2,205.0
2011,NUTS,2010,ITG,1,1382.0
2012,NUTS,2010,ITG,1,1455.0
2013,NUTS,2010,ITG,1,1600.0
2014,NUTS,2010,ITG,1,1729.0
2015,NUTS,2010,ITG,1,1763.0
2016,NUTS,2010,ITG,1,1655.0
2017,NUTS,2010,ITG,1,1701.0
2018,NUTS,2010,ITG,1,1656.0
2019,NUTS,2010,ITG,1,1766.0
2011,NUTS,2010,ITG1,2,849.0
2012,NUTS,2010,ITG1,2,942.0
2013,NUTS,2010,ITG1,2,1065.0
2014,NUTS,2010,ITG1,2,1162.0
2015,NUTS,2010,ITG1,2,1186.0
2016,NUTS,2010,ITG1,2,1124.0
2017,NUTS,2010,ITG1,2,1202.0
2018,NUTS,2010,ITG1,2,1185.0
2019,NUTS,2010,ITG1,2,1213.0
2011,NUTS,2010,ITG2,2,533.0
2012,NUTS,2010,ITG2,2,513.0
2013,NUTS,2010,ITG2,2,535.0
2014,NUTS,2010,ITG2,2,567.0
2015,NUTS,2010,ITG2,2,577.0
2016,NUTS,2010,ITG2,2,531.0
2017,NUTS,2010,ITG2,2,499.0
2018,NUTS,2010,ITG2,2,471.0
2019,NUTS,2010,ITG2,2,553.0
2011,NUTS,2010,ITH,1,4794.0
2012,NUTS,2010,ITH,1,5110.0
2013,NUTS,2010,ITH,1,5396.0
2014,NUTS,2010,ITH,1,4480.0
2015,NUTS,2010,ITH,1,4674.0
2016,NUTS,2010,ITH,1,4700.0
2017,NUTS,2010,ITH,1,5062.0
2018,NUTS,2010,ITH,1,5142.0
2019,NUTS,2010,ITH,1,5056.0
2011,NUTS,2010,ITH1,2,286.0
2012,NUTS,2010,ITH1,2,266.0
2013,NUTS,2010,ITH1,2,277.0
2014,NUTS,2010,ITH1,2,28.0
2015,NUTS,2010,ITH1,2,12.0
2016,NUTS,2010,ITH1,2,25.0
2017,NUTS,2010,ITH1,2,16.0
