year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_gov_rse_hc
2002,NUTS,2010,CZ04,2,19.0
2003,NUTS,2010,CZ04,2,24.0
2004,NUTS,2010,CZ04,2,32.0
2005,NUTS,2010,CZ04,2,11.0
2006,NUTS,2010,CZ04,2,29.0
2007,NUTS,2010,CZ04,2,21.0
2008,NUTS,2010,CZ04,2,32.0
2009,NUTS,2010,CZ04,2,26.0
2010,NUTS,2010,CZ04,2,19.0
2011,NUTS,2010,CZ04,2,25.0
2012,NUTS,2010,CZ04,2,29.0
2013,NUTS,2010,CZ04,2,18.0
2014,NUTS,2010,CZ04,2,20.0
2015,NUTS,2010,CZ04,2,16.0
2016,NUTS,2010,CZ04,2,21.0
2017,NUTS,2010,CZ04,2,30.0
2018,NUTS,2010,CZ04,2,35.0
2019,NUTS,2010,CZ04,2,36.0
2020,NUTS,2010,CZ04,2,27.0
2001,NUTS,2010,CZ05,2,47.0
2002,NUTS,2010,CZ05,2,54.0
2003,NUTS,2010,CZ05,2,49.0
2004,NUTS,2010,CZ05,2,96.0
2005,NUTS,2010,CZ05,2,31.0
2006,NUTS,2010,CZ05,2,37.0
2007,NUTS,2010,CZ05,2,35.0
2008,NUTS,2010,CZ05,2,40.0
2009,NUTS,2010,CZ05,2,40.0
2010,NUTS,2010,CZ05,2,37.0
2011,NUTS,2010,CZ05,2,43.0
2012,NUTS,2010,CZ05,2,34.0
2013,NUTS,2010,CZ05,2,40.0
2014,NUTS,2010,CZ05,2,31.0
2015,NUTS,2010,CZ05,2,44.0
2016,NUTS,2010,CZ05,2,44.0
2017,NUTS,2010,CZ05,2,43.0
2018,NUTS,2010,CZ05,2,44.0
2019,NUTS,2010,CZ05,2,50.0
2020,NUTS,2010,CZ05,2,51.0
2001,NUTS,2010,CZ06,2,366.0
2002,NUTS,2010,CZ06,2,348.0
2003,NUTS,2010,CZ06,2,338.0
2004,NUTS,2010,CZ06,2,359.0
2005,NUTS,2010,CZ06,2,432.0
2006,NUTS,2010,CZ06,2,463.0
2007,NUTS,2010,CZ06,2,441.0
2008,NUTS,2010,CZ06,2,455.0
2009,NUTS,2010,CZ06,2,369.0
2010,NUTS,2010,CZ06,2,410.0
2011,NUTS,2010,CZ06,2,478.0
2012,NUTS,2010,CZ06,2,456.0
2013,NUTS,2010,CZ06,2,574.0
2014,NUTS,2010,CZ06,2,442.0
2015,NUTS,2010,CZ06,2,549.0
2016,NUTS,2010,CZ06,2,565.0
2017,NUTS,2010,CZ06,2,585.0
2018,NUTS,2010,CZ06,2,611.0
2019,NUTS,2010,CZ06,2,625.0
2020,NUTS,2010,CZ06,2,685.0
2001,NUTS,2010,CZ07,2,23.0
2002,NUTS,2010,CZ07,2,20.0
2003,NUTS,2010,CZ07,2,14.0
2004,NUTS,2010,CZ07,2,19.0
2005,NUTS,2010,CZ07,2,21.0
2006,NUTS,2010,CZ07,2,25.0
2007,NUTS,2010,CZ07,2,23.0
2008,NUTS,2010,CZ07,2,33.0
2009,NUTS,2010,CZ07,2,42.0
2010,NUTS,2010,CZ07,2,35.0
2011,NUTS,2010,CZ07,2,33.0
2012,NUTS,2010,CZ07,2,21.0
2013,NUTS,2010,CZ07,2,16.0
2014,NUTS,2010,CZ07,2,25.0
2015,NUTS,2010,CZ07,2,26.0
2016,NUTS,2010,CZ07,2,29.0
2017,NUTS,2010,CZ07,2,46.0
2018,NUTS,2010,CZ07,2,51.0
2019,NUTS,2010,CZ07,2,51.0
2020,NUTS,2010,CZ07,2,55.0
2001,NUTS,2010,CZ08,2,43.0
2002,NUTS,2010,CZ08,2,44.0
2003,NUTS,2010,CZ08,2,44.0
2004,NUTS,2010,CZ08,2,39.0
2005,NUTS,2010,CZ08,2,66.0
2006,NUTS,2010,CZ08,2,60.0
2007,NUTS,2010,CZ08,2,55.0
2008,NUTS,2010,CZ08,2,55.0
2009,NUTS,2010,CZ08,2,43.0
2010,NUTS,2010,CZ08,2,39.0
2011,NUTS,2010,CZ08,2,22.0
2012,NUTS,2010,CZ08,2,32.0
2013,NUTS,2010,CZ08,2,28.0
2014,NUTS,2010,CZ08,2,35.0
2015,NUTS,2010,CZ08,2,43.0
2016,NUTS,2010,CZ08,2,35.0
2017,NUTS,2010,CZ08,2,40.0
2018,NUTS,2010,CZ08,2,41.0
2019,NUTS,2010,CZ08,2,43.0
2020,NUTS,2010,CZ08,2,46.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
2003,NUTS,2010,DE,0,11895.0
2004,NUTS,2010,DE,0,13416.0
2005,NUTS,2010,DE,0,12795.0
2006,NUTS,2010,DE,0,14223.0
2007,NUTS,2010,DE,0,15093.0
2008,NUTS,2010,DE,0,16720.0
2009,NUTS,2010,DE,0,18852.0
2010,NUTS,2010,DE,0,20263.0
2011,NUTS,2010,DE,0,21507.0
2012,NUTS,2010,DE,0,22548.0
2013,NUTS,2010,DE,0,23137.0
2014,NUTS,2010,DE,0,21389.0
2015,NUTS,2010,DE,0,22247.0
2016,NUTS,2010,DE,0,22426.0
2017,NUTS,2010,DE,0,23233.0
2018,NUTS,2010,DE,0,24719.0
2019,NUTS,2010,DE,0,25822.0
2015,NUTS,2010,DE1,1,3516.0
2016,NUTS,2010,DE1,1,3194.0
2017,NUTS,2010,DE1,1,3316.0
2018,NUTS,2010,DE1,1,3498.0
2019,NUTS,2010,DE1,1,3632.0
2015,NUTS,2010,DE11,2,531.0
2016,NUTS,2010,DE11,2,512.0
2017,NUTS,2010,DE11,2,487.0
2018,NUTS,2010,DE11,2,507.0
2019,NUTS,2010,DE11,2,540.0
2015,NUTS,2010,DE12,2,2400.0
2016,NUTS,2010,DE12,2,2088.0
2017,NUTS,2010,DE12,2,2176.0
2018,NUTS,2010,DE12,2,2242.0
2019,NUTS,2010,DE12,2,2324.0
2015,NUTS,2010,DE13,2,331.0
2016,NUTS,2010,DE13,2,333.0
2017,NUTS,2010,DE13,2,372.0
2018,NUTS,2010,DE13,2,410.0
2019,NUTS,2010,DE13,2,434.0
2015,NUTS,2010,DE14,2,254.0
2016,NUTS,2010,DE14,2,260.0
2017,NUTS,2010,DE14,2,281.0
2018,NUTS,2010,DE14,2,338.0
2019,NUTS,2010,DE14,2,334.0
2015,NUTS,2010,DE2,1,3192.0
2016,NUTS,2010,DE2,1,3147.0
2017,NUTS,2010,DE2,1,3244.0
2018,NUTS,2010,DE2,1,3424.0
2019,NUTS,2010,DE2,1,3614.0
2015,NUTS,2010,DE21,2,2707.0
2016,NUTS,2010,DE21,2,2710.0
2017,NUTS,2010,DE21,2,2754.0
2018,NUTS,2010,DE21,2,2884.0
2019,NUTS,2010,DE21,2,3000.0
2015,NUTS,2010,DE22,2,15.0
2016,NUTS,2010,DE22,2,13.0
2017,NUTS,2010,DE22,2,13.0
2018,NUTS,2010,DE22,2,14.0
2019,NUTS,2010,DE22,2,16.0
2015,NUTS,2010,DE23,2,36.0
2016,NUTS,2010,DE23,2,38.0
2017,NUTS,2010,DE23,2,41.0
2018,NUTS,2010,DE23,2,42.0
2019,NUTS,2010,DE23,2,40.0
2015,NUTS,2010,DE24,2,121.0
2016,NUTS,2010,DE24,2,67.0
2017,NUTS,2010,DE24,2,108.0
2018,NUTS,2010,DE24,2,111.0
2019,NUTS,2010,DE24,2,103.0
2015,NUTS,2010,DE25,2,173.0
2016,NUTS,2010,DE25,2,186.0
2017,NUTS,2010,DE25,2,196.0
2018,NUTS,2010,DE25,2,220.0
2019,NUTS,2010,DE25,2,271.0
2015,NUTS,2010,DE26,2,74.0
2016,NUTS,2010,DE26,2,70.0
2017,NUTS,2010,DE26,2,65.0
2018,NUTS,2010,DE26,2,67.0
2019,NUTS,2010,DE26,2,81.0
2015,NUTS,2010,DE27,2,67.0
2016,NUTS,2010,DE27,2,63.0
2017,NUTS,2010,DE27,2,67.0
2018,NUTS,2010,DE27,2,86.0
2019,NUTS,2010,DE27,2,104.0
2015,NUTS,2010,DE3,1,2666.0
2016,NUTS,2010,DE3,1,2829.0
2017,NUTS,2010,DE3,1,3027.0
2018,NUTS,2010,DE3,1,3344.0
2019,NUTS,2010,DE3,1,3472.0
2015,NUTS,2010,DE30,2,2666.0
2016,NUTS,2010,DE30,2,2829.0
2017,NUTS,2010,DE30,2,3027.0
2018,NUTS,2010,DE30,2,3344.0
2019,NUTS,2010,DE30,2,3472.0
2015,NUTS,2010,DE4,1,984.0
2016,NUTS,2010,DE4,1,1037.0
2017,NUTS,2010,DE4,1,1094.0
2018,NUTS,2010,DE4,1,1099.0
2019,NUTS,2010,DE4,1,1218.0
2015,NUTS,2010,DE40,2,984.0
2016,NUTS,2010,DE40,2,1037.0
2017,NUTS,2010,DE40,2,1094.0
2018,NUTS,2010,DE40,2,1099.0
2019,NUTS,2010,DE40,2,1218.0
2015,NUTS,2010,DE5,1,508.0
2016,NUTS,2010,DE5,1,519.0
2017,NUTS,2010,DE5,1,525.0
2018,NUTS,2010,DE5,1,573.0
2019,NUTS,2010,DE5,1,600.0
2015,NUTS,2010,DE50,2,508.0
2016,NUTS,2010,DE50,2,519.0
2017,NUTS,2010,DE50,2,525.0
2018,NUTS,2010,DE50,2,573.0
2019,NUTS,2010,DE50,2,600.0
2015,NUTS,2010,DE6,1,663.0
2016,NUTS,2010,DE6,1,688.0
2017,NUTS,2010,DE6,1,691.0
2018,NUTS,2010,DE6,1,722.0
2019,NUTS,2010,DE6,1,734.0
2015,NUTS,2010,DE60,2,663.0
2016,NUTS,2010,DE60,2,688.0
2017,NUTS,2010,DE60,2,691.0
2018,NUTS,2010,DE60,2,722.0
2019,NUTS,2010,DE60,2,734.0
2015,NUTS,2010,DE7,1,970.0
2016,NUTS,2010,DE7,1,1089.0
2017,NUTS,2010,DE7,1,1195.0
2018,NUTS,2010,DE7,1,1284.0
2019,NUTS,2010,DE7,1,1293.0
2015,NUTS,2010,DE71,2,854.0
2016,NUTS,2010,DE71,2,952.0
2017,NUTS,2010,DE71,2,1032.0
2018,NUTS,2010,DE71,2,1139.0
2019,NUTS,2010,DE71,2,1152.0
2015,NUTS,2010,DE72,2,67.0
2016,NUTS,2010,DE72,2,82.0
2017,NUTS,2010,DE72,2,97.0
2018,NUTS,2010,DE72,2,98.0
2019,NUTS,2010,DE72,2,91.0
2015,NUTS,2010,DE73,2,49.0
2016,NUTS,2010,DE73,2,55.0
2017,NUTS,2010,DE73,2,65.0
2018,NUTS,2010,DE73,2,47.0
2019,NUTS,2010,DE73,2,50.0
2015,NUTS,2010,DE8,1,432.0
2016,NUTS,2010,DE8,1,441.0
2017,NUTS,2010,DE8,1,493.0
2018,NUTS,2010,DE8,1,537.0
2019,NUTS,2010,DE8,1,547.0
2015,NUTS,2010,DE80,2,432.0
2016,NUTS,2010,DE80,2,441.0
2017,NUTS,2010,DE80,2,493.0
2018,NUTS,2010,DE80,2,537.0
2019,NUTS,2010,DE80,2,547.0
2015,NUTS,2010,DE9,1,1630.0
2016,NUTS,2010,DE9,1,1568.0
2017,NUTS,2010,DE9,1,1545.0
2018,NUTS,2010,DE9,1,1653.0
2019,NUTS,2010,DE9,1,1657.0
2015,NUTS,2010,DE91,2,1140.0
2016,NUTS,2010,DE91,2,1154.0
2017,NUTS,2010,DE91,2,1118.0
2018,NUTS,2010,DE91,2,1120.0
2019,NUTS,2010,DE91,2,1133.0
2015,NUTS,2010,DE92,2,283.0
2016,NUTS,2010,DE92,2,280.0
2017,NUTS,2010,DE92,2,275.0
2018,NUTS,2010,DE92,2,373.0
2019,NUTS,2010,DE92,2,379.0
2015,NUTS,2010,DE93,2,46.0
2016,NUTS,2010,DE93,2,35.0
2017,NUTS,2010,DE93,2,52.0
2018,NUTS,2010,DE93,2,46.0
2019,NUTS,2010,DE93,2,50.0
2015,NUTS,2010,DE94,2,161.0
2016,NUTS,2010,DE94,2,99.0
2017,NUTS,2010,DE94,2,101.0
2018,NUTS,2010,DE94,2,114.0
2019,NUTS,2010,DE94,2,95.0
2015,NUTS,2010,DEA,1,3532.0
2016,NUTS,2010,DEA,1,3633.0
2017,NUTS,2010,DEA,1,3703.0
2018,NUTS,2010,DEA,1,3936.0
2019,NUTS,2010,DEA,1,4105.0
2015,NUTS,2010,DEA1,2,464.0
2016,NUTS,2010,DEA1,2,407.0
2017,NUTS,2010,DEA1,2,452.0
2018,NUTS,2010,DEA1,2,508.0
2019,NUTS,2010,DEA1,2,516.0
2015,NUTS,2010,DEA2,2,2493.0
2016,NUTS,2010,DEA2,2,2629.0
2017,NUTS,2010,DEA2,2,2617.0
2018,NUTS,2010,DEA2,2,2759.0
2019,NUTS,2010,DEA2,2,2937.0
2015,NUTS,2010,DEA3,2,112.0
2016,NUTS,2010,DEA3,2,103.0
2017,NUTS,2010,DEA3,2,129.0
2018,NUTS,2010,DEA3,2,136.0
2019,NUTS,2010,DEA3,2,130.0
2015,NUTS,2010,DEA4,2,67.0
2016,NUTS,2010,DEA4,2,71.0
2017,NUTS,2010,DEA4,2,83.0
2018,NUTS,2010,DEA4,2,91.0
2019,NUTS,2010,DEA4,2,94.0
2015,NUTS,2010,DEA5,2,395.0
2016,NUTS,2010,DEA5,2,423.0
2017,NUTS,2010,DEA5,2,422.0
2018,NUTS,2010,DEA5,2,441.0
2019,NUTS,2010,DEA5,2,429.0
2015,NUTS,2010,DEB,1,365.0
2016,NUTS,2010,DEB,1,419.0
2017,NUTS,2010,DEB,1,449.0
2018,NUTS,2010,DEB,1,480.0
2019,NUTS,2010,DEB,1,585.0
2015,NUTS,2010,DEB1,2,46.0
2016,NUTS,2010,DEB1,2,52.0
2017,NUTS,2010,DEB1,2,43.0
2018,NUTS,2010,DEB1,2,51.0
2019,NUTS,2010,DEB1,2,62.0
2015,NUTS,2010,DEB2,2,10.0
2016,NUTS,2010,DEB2,2,10.0
2017,NUTS,2010,DEB2,2,10.0
2018,NUTS,2010,DEB2,2,13.0
2019,NUTS,2010,DEB2,2,33.0
2015,NUTS,2010,DEB3,2,309.0
2016,NUTS,2010,DEB3,2,358.0
2017,NUTS,2010,DEB3,2,396.0
2018,NUTS,2010,DEB3,2,416.0
2019,NUTS,2010,DEB3,2,490.0
2015,NUTS,2010,DEC,1,237.0
2016,NUTS,2010,DEC,1,258.0
2017,NUTS,2010,DEC,1,217.0
2018,NUTS,2010,DEC,1,217.0
2019,NUTS,2010,DEC,1,308.0
2015,NUTS,2010,DEC0,2,237.0
2016,NUTS,2010,DEC0,2,258.0
2017,NUTS,2010,DEC0,2,217.0
2018,NUTS,2010,DEC0,2,217.0
2019,NUTS,2010,DEC0,2,308.0
2015,NUTS,2010,DED,1,1619.0
2016,NUTS,2010,DED,1,1587.0
2017,NUTS,2010,DED,1,1658.0
2018,NUTS,2010,DED,1,1743.0
2019,NUTS,2010,DED,1,1858.0
2015,NUTS,2010,DED2,2,823.0
2016,NUTS,2010,DED2,2,767.0
2017,NUTS,2010,DED2,2,813.0
2018,NUTS,2010,DED2,2,833.0
2019,NUTS,2010,DED2,2,892.0
2015,NUTS,2010,DED4,2,140.0
2016,NUTS,2010,DED4,2,157.0
2017,NUTS,2010,DED4,2,155.0
2018,NUTS,2010,DED4,2,160.0
2019,NUTS,2010,DED4,2,167.0
2015,NUTS,2010,DED5,2,655.0
2016,NUTS,2010,DED5,2,662.0
2017,NUTS,2010,DED5,2,690.0
2018,NUTS,2010,DED5,2,750.0
2019,NUTS,2010,DED5,2,799.0
2015,NUTS,2010,DEE,1,648.0
2016,NUTS,2010,DEE,1,654.0
2017,NUTS,2010,DEE,1,669.0
2018,NUTS,2010,DEE,1,714.0
2019,NUTS,2010,DEE,1,710.0
2015,NUTS,2010,DEE0,2,648.0
2016,NUTS,2010,DEE0,2,654.0
2017,NUTS,2010,DEE0,2,669.0
2018,NUTS,2010,DEE0,2,714.0
2019,NUTS,2010,DEE0,2,710.0
2015,NUTS,2010,DEF,1,594.0
2016,NUTS,2010,DEF,1,583.0
2017,NUTS,2010,DEF,1,696.0
2018,NUTS,2010,DEF,1,697.0
2019,NUTS,2010,DEF,1,701.0
2015,NUTS,2010,DEF0,2,594.0
2016,NUTS,2010,DEF0,2,583.0
2017,NUTS,2010,DEF0,2,696.0
2018,NUTS,2010,DEF0,2,697.0
2019,NUTS,2010,DEF0,2,701.0
2015,NUTS,2010,DEG,1,571.0
2016,NUTS,2010,DEG,1,665.0
2017,NUTS,2010,DEG,1,594.0
2018,NUTS,2010,DEG,1,654.0
2019,NUTS,2010,DEG,1,632.0
2015,NUTS,2010,DEG0,2,571.0
2016,NUTS,2010,DEG0,2,665.0
2017,NUTS,2010,DEG0,2,594.0
2018,NUTS,2010,DEG0,2,654.0
2019,NUTS,2010,DEG0,2,632.0
2015,NUTS,2010,DEZ,1,120.0
2016,NUTS,2010,DEZ,1,116.0
2017,NUTS,2010,DEZ,1,117.0
2018,NUTS,2010,DEZ,1,144.0
2019,NUTS,2010,DEZ,1,155.0
2015,NUTS,2010,DEZZ,2,120.0
2016,NUTS,2010,DEZZ,2,116.0
2017,NUTS,2010,DEZZ,2,117.0
2018,NUTS,2010,DEZZ,2,144.0
2019,NUTS,2010,DEZZ,2,155.0
1999,NUTS,2010,DK,0,2355.0
2000,NUTS,2010,DK,0,2111.0
2001,NUTS,2010,DK,0,2149.0
2002,NUTS,2010,DK,0,1055.0
2003,NUTS,2010,DK,0,1142.0
2004,NUTS,2010,DK,0,1191.0
2005,NUTS,2010,DK,0,1131.0
2006,NUTS,2010,DK,0,1256.0
2007,NUTS,2010,DK,0,703.0
2009,NUTS,2010,DK,0,714.0
2010,NUTS,2010,DK,0,684.0
2011,NUTS,2010,DK,0,749.0
2012,NUTS,2010,DK,0,917.0
2013,NUTS,2010,DK,0,1038.0
2014,NUTS,2010,DK,0,1161.0
2015,NUTS,2010,DK,0,1284.0
2016,NUTS,2010,DK,0,1262.0
2017,NUTS,2010,DK,0,1358.0
2018,NUTS,2010,DK,0,1389.0
2019,NUTS,2010,DK,0,1390.0
1999,NUTS,2010,DK0,1,2355.0
2000,NUTS,2010,DK0,1,2111.0
2001,NUTS,2010,DK0,1,2251.0
2002,NUTS,2010,DK0,1,1077.0
2003,NUTS,2010,DK0,1,1143.0
2009,NUTS,2010,DK0,1,697.0
2010,NUTS,2010,DK0,1,684.0
2011,NUTS,2010,DK0,1,760.0
2012,NUTS,2010,DK0,1,917.0
2013,NUTS,2010,DK0,1,1038.0
2014,NUTS,2010,DK0,1,1161.0
2015,NUTS,2010,DK0,1,1284.0
2016,NUTS,2010,DK0,1,1262.0
2017,NUTS,2010,DK0,1,1358.0
2018,NUTS,2010,DK0,1,1389.0
2019,NUTS,2010,DK0,1,1390.0
2009,NUTS,2010,DK01,2,507.0
2010,NUTS,2010,DK01,2,482.0
2011,NUTS,2010,DK01,2,478.0
2012,NUTS,2010,DK01,2,414.0
2013,NUTS,2010,DK01,2,417.0
2014,NUTS,2010,DK01,2,438.0
2015,NUTS,2010,DK01,2,476.0
2016,NUTS,2010,DK01,2,443.0
2017,NUTS,2010,DK01,2,564.0
2019,NUTS,2010,DK01,2,657.0
2009,NUTS,2010,DK02,2,76.0
2010,NUTS,2010,DK02,2,58.0
2011,NUTS,2010,DK02,2,89.0
2012,NUTS,2010,DK02,2,91.0
2013,NUTS,2010,DK02,2,152.0
2014,NUTS,2010,DK02,2,232.0
2015,NUTS,2010,DK02,2,264.0
2016,NUTS,2010,DK02,2,183.0
2017,NUTS,2010,DK02,2,180.0
2019,NUTS,2010,DK02,2,147.0
2009,NUTS,2010,DK03,2,21.0
2010,NUTS,2010,DK03,2,38.0
2011,NUTS,2010,DK03,2,22.0
2012,NUTS,2010,DK03,2,154.0
2013,NUTS,2010,DK03,2,171.0
2014,NUTS,2010,DK03,2,168.0
2015,NUTS,2010,DK03,2,183.0
2016,NUTS,2010,DK03,2,230.0
2017,NUTS,2010,DK03,2,39.0
2019,NUTS,2010,DK03,2,50.0
2009,NUTS,2010,DK04,2,85.0
2010,NUTS,2010,DK04,2,97.0
2011,NUTS,2010,DK04,2,164.0
2012,NUTS,2010,DK04,2,243.0
2013,NUTS,2010,DK04,2,279.0
2014,NUTS,2010,DK04,2,303.0
2015,NUTS,2010,DK04,2,331.0
2016,NUTS,2010,DK04,2,379.0
2017,NUTS,2010,DK04,2,350.0
2019,NUTS,2010,DK04,2,313.0
2009,NUTS,2010,DK05,2,8.0
2010,NUTS,2010,DK05,2,9.0
2011,NUTS,2010,DK05,2,7.0
2012,NUTS,2010,DK05,2,15.0
2013,NUTS,2010,DK05,2,19.0
2014,NUTS,2010,DK05,2,20.0
2015,NUTS,2010,DK05,2,30.0
2016,NUTS,2010,DK05,2,27.0
2017,NUTS,2010,DK05,2,225.0
2019,NUTS,2010,DK05,2,223.0
2003,NUTS,2010,EA19,2,50316.0
2004,NUTS,2010,EA19,2,54909.0
2005,NUTS,2010,EA19,2,57562.0
2006,NUTS,2010,EA19,2,62072.0
2007,NUTS,2010,EA19,2,64122.0
2008,NUTS,2010,EA19,2,68102.0
2009,NUTS,2010,EA19,2,72384.0
2010,NUTS,2010,EA19,2,74427.0
2011,NUTS,2010,EA19,2,77741.0
2012,NUTS,2010,EA19,2,81668.0
2013,NUTS,2010,EA19,2,81832.0
2014,NUTS,2010,EA19,2,80924.0
2015,NUTS,2010,EA19,2,86338.0
2016,NUTS,2010,EA19,2,89108.0
2017,NUTS,2010,EA19,2,91924.0
2018,NUTS,2010,EA19,2,96133.0
2019,NUTS,2010,EA19,2,99741.0
1993,NUTS,2010,EE,0,912.0
1994,NUTS,2010,EE,0,945.0
1995,NUTS,2010,EE,0,818.0
1996,NUTS,2010,EE,0,721.0
1997,NUTS,2010,EE,0,441.0
1998,NUTS,2010,EE,0,393.0
1999,NUTS,2010,EE,0,383.0
2000,NUTS,2010,EE,0,349.0
2001,NUTS,2010,EE,0,361.0
2002,NUTS,2010,EE,0,363.0
2003,NUTS,2010,EE,0,379.0
2004,NUTS,2010,EE,0,371.0
2005,NUTS,2010,EE,0,370.0
2006,NUTS,2010,EE,0,443.0
2007,NUTS,2010,EE,0,444.0
2008,NUTS,2010,EE,0,455.0
2009,NUTS,2010,EE,0,444.0
2010,NUTS,2010,EE,0,455.0
2011,NUTS,2010,EE,0,443.0
2012,NUTS,2010,EE,0,448.0
2013,NUTS,2010,EE,0,444.0
2014,NUTS,2010,EE,0,446.0
2015,NUTS,2010,EE,0,409.0
2016,NUTS,2010,EE,0,379.0
2017,NUTS,2010,EE,0,394.0
2018,NUTS,2010,EE,0,376.0
2019,NUTS,2010,EE,0,401.0
1999,NUTS,2010,EL,0,1031.0
2001,NUTS,2010,EL,0,1105.0
2003,NUTS,2010,EL,0,1176.0
2005,NUTS,2010,EL,0,1190.0
2011,NUTS,2010,EL,0,2931.0
2013,NUTS,2010,EL,0,4273.0
2015,NUTS,2010,EL,0,6772.0
2017,NUTS,2010,EL,0,6657.0
2019,NUTS,2010,EL,0,7338.0
2001,NUTS,2010,EL3,1,582.0
2003,NUTS,2010,EL3,1,663.0
2005,NUTS,2010,EL3,1,715.0
2011,NUTS,2010,EL3,1,1507.0
2001,NUTS,2010,EL30,2,582.0
2003,NUTS,2010,EL30,2,663.0
2005,NUTS,2010,EL30,2,715.0
2011,NUTS,2010,EL30,2,1507.0
2001,NUTS,2010,EL4,1,129.0
2003,NUTS,2010,EL4,1,152.0
2005,NUTS,2010,EL4,1,161.0
2011,NUTS,2010,EL4,1,439.0
2001,NUTS,2010,EL41,2,28.0
2003,NUTS,2010,EL41,2,21.0
2005,NUTS,2010,EL41,2,25.0
2011,NUTS,2010,EL41,2,35.0
2001,NUTS,2010,EL42,2,27.0
2003,NUTS,2010,EL42,2,45.0
2005,NUTS,2010,EL42,2,43.0
2011,NUTS,2010,EL42,2,127.0
2001,NUTS,2010,EL43,2,74.0
2003,NUTS,2010,EL43,2,86.0
2005,NUTS,2010,EL43,2,93.0
2011,NUTS,2010,EL43,2,277.0
2011,NUTS,2010,EL5,1,562.0
2001,NUTS,2010,EL51,2,49.0
2003,NUTS,2010,EL51,2,28.0
2005,NUTS,2010,EL51,2,30.0
2011,NUTS,2010,EL51,2,27.0
2001,NUTS,2010,EL52,2,92.0
2003,NUTS,2010,EL52,2,99.0
2005,NUTS,2010,EL52,2,86.0
2011,NUTS,2010,EL52,2,348.0
2001,NUTS,2010,EL53,2,10.0
2003,NUTS,2010,EL53,2,9.0
2005,NUTS,2010,EL53,2,7.0
2011,NUTS,2010,EL53,2,95.0
2001,NUTS,2010,EL54,2,10.0
2003,NUTS,2010,EL54,2,10.0
2005,NUTS,2010,EL54,2,6.0
2011,NUTS,2010,EL54,2,92.0
2011,NUTS,2010,EL6,1,423.0
2001,NUTS,2010,EL61,2,31.0
2003,NUTS,2010,EL61,2,32.0
2005,NUTS,2010,EL61,2,26.0
2011,NUTS,2010,EL61,2,107.0
2001,NUTS,2010,EL62,2,10.0
2003,NUTS,2010,EL62,2,13.0
2005,NUTS,2010,EL62,2,11.0
2011,NUTS,2010,EL62,2,34.0
2001,NUTS,2010,EL63,2,76.0
2003,NUTS,2010,EL63,2,83.0
2005,NUTS,2010,EL63,2,66.0
2011,NUTS,2010,EL63,2,81.0
2001,NUTS,2010,EL64,2,58.0
2003,NUTS,2010,EL64,2,30.0
2005,NUTS,2010,EL64,2,28.0
2011,NUTS,2010,EL64,2,54.0
2001,NUTS,2010,EL65,2,58.0
2003,NUTS,2010,EL65,2,57.0
2005,NUTS,2010,EL65,2,54.0
2011,NUTS,2010,EL65,2,147.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
1997,NUTS,2010,ES,0,4955.0
1999,NUTS,2010,ES,0,5951.0
2000,NUTS,2010,ES,0,6628.0
2001,NUTS,2010,ES,0,7706.0
2002,NUTS,2010,ES,0,7686.0
2003,NUTS,2010,ES,0,9548.0
2004,NUTS,2010,ES,0,11026.0
2005,NUTS,2010,ES,0,13135.0
2006,NUTS,2010,ES,0,13019.0
2007,NUTS,2010,ES,0,14080.0
2008,NUTS,2010,ES,0,15677.0
2009,NUTS,2010,ES,0,16618.0
2010,NUTS,2010,ES,0,16314.0
2011,NUTS,2010,ES,0,16021.0
2012,NUTS,2010,ES,0,15599.0
2013,NUTS,2010,ES,0,15115.0
2014,NUTS,2010,ES,0,15094.0
2015,NUTS,2010,ES,0,16257.0
2016,NUTS,2010,ES,0,17143.0
2017,NUTS,2010,ES,0,17534.0
2018,NUTS,2010,ES,0,18154.0
2019,NUTS,2010,ES,0,19198.0
2002,NUTS,2010,ES1,1,718.0
2003,NUTS,2010,ES1,1,759.0
2004,NUTS,2010,ES1,1,836.0
2005,NUTS,2010,ES1,1,1018.0
2006,NUTS,2010,ES1,1,1097.0
2007,NUTS,2010,ES1,1,1156.0
2008,NUTS,2010,ES1,1,1351.0
2009,NUTS,2010,ES1,1,1412.0
2010,NUTS,2010,ES1,1,1151.0
2011,NUTS,2010,ES1,1,1108.0
2012,NUTS,2010,ES1,1,
2013,NUTS,2010,ES1,1,1006.0
2014,NUTS,2010,ES1,1,1034.0
2015,NUTS,2010,ES1,1,1106.0
2016,NUTS,2010,ES1,1,1183.0
2017,NUTS,2010,ES1,1,1289.0
2018,NUTS,2010,ES1,1,1489.0
2019,NUTS,2010,ES1,1,1743.0
2002,NUTS,2010,ES11,2,554.0
2003,NUTS,2010,ES11,2,583.0
2004,NUTS,2010,ES11,2,605.0
